-0.0026666+0.0028471i,-0.0034883+0.0031998i,-0.0024021+0.0031593i,-0.00060072+0.0024083i,-1.8418e-05+0.001576i,-2.7978e-05+0.0010706i,-0.0005217+0.0015176i,-0.000652+0.0012271i,0.000362+0.00028149i,0.0012923-0.00058205i,0.001048-0.0010602i,0.0005803-0.00099134i,0.00045205-0.0010877i,0.00034043-0.0010742i,0.00023596-0.00048643i,0.0003464-0.00033044i,0.00048327-0.00048167i,0.00062321-0.00012156i,0.00049008-0.00026228i,0.00037823+2.2366e-05i,0.00034837+0.00039677i,0.00031914-2.2299e-05i,0.00034762-0.00028063i
-0.0022947-0.0019976i,-0.0018504-0.0027473i,-0.0014409-0.003966i,1.1031e-05-0.0037547i,0.00024518-0.0014764i,7.3815e-05+3.4961e-05i,0.00096763-0.00032735i,0.0016504-0.00018418i,0.0020428-0.0001638i,0.0013476-0.00046154i,0.00022783-0.00085884i,-0.0001729-0.0011982i,-2.0912e-05-0.00092204i,0.00044762-0.00052461i,4.4236e-05+0.00038848i,-0.00071877+0.00060015i,-0.0005411+0.00017031i,8.6299e-05+0.0003193i,0.00045264+0.001283i,-7.0695e-09+0.001381i,-0.0001092+0.00071311i,0.0003213+4.9052e-05i,0.00061499-0.00028897i
0.0029059-0.00030769i,0.0041803+0.00072i,0.0037628+0.0025374i,0.0031349+0.002591i,0.002648+0.0013637i,0.0021191+0.0010446i,0.00089799+0.00087268i,0.00052986-0.00042648i,0.00068392-0.0011704i,0.00093108-0.00073146i,0.0010546-0.00083124i,0.00055984-0.00057891i,-0.00030042-0.00051443i,-0.00045308-0.00069388i,0.00012438-0.0006064i,-0.00021867-0.00052124i,-0.00039983-0.00011992i,0.00067999+9.7652e-05i,0.0010593+0.00029663i,0.00084399+0.00091074i,0.00014717+0.00056081i,-0.00091778+0.00036224i,-0.0008899+7.6881e-05i
-0.001104+0.0032306i,-0.00097342+0.0034763i,-0.00061698+0.00089798i,-0.00057191-0.0014456i,-0.00060142-0.0013042i,-0.00088538-0.00099693i,-0.001383-0.00020226i,-0.0012487+0.00096384i,-0.00081681+0.0014053i,1.7669e-05+0.00095546i,0.00065575+0.00070226i,4.7987e-07+0.00028081i,-0.00035173-0.0010446i,-0.0003716-0.0016237i,-0.00055057-0.0010612i,-0.00033953-0.0010559i,-0.00013914-0.0014881i,0.00066618-0.0013139i,0.00085381-0.00090646i,-0.00036699-0.00072207i,-0.00047288-0.00072315i,9.2816e-06-0.00075837i,-0.00035262-0.00012354i
0.00045513-0.0017625i,0.0013286-0.0011283i,0.002013-0.0010422i,0.0026491-0.00082584i,0.0016284-0.00055866i,0.00013197+0.0012785i,0.00028395+0.0022836i,0.00050268+0.0012176i,0.00059901+0.0010269i,0.0005204+0.0012812i,0.0011482+0.0011651i,0.0016508+0.00056737i,0.00085058-4.9966e-05i,0.00012097-0.00045514i,-0.00020597-0.00060572i,3.5809e-05-0.00092277i,6.7817e-05-0.00077389i,-0.00035964-0.00034507i,-0.00068638+0.0001525i,-0.00012999+0.00010195i,0.00082259-0.00048875i,3.6817e-05-0.00059922i,-0.00097662-0.00023364i
0.00081005-0.0011788i,5.99e-05-0.0016403i,-0.0016049-0.0018955i,-0.0016462-0.00095048i,-0.00044356+0.00038376i,-9.0056e-05+0.00085723i,-0.00029678+0.0005633i,-0.00029617+0.00040933i,-0.00027788+0.00053956i,0.00019908+0.00035155i,0.0007918+4.5624e-05i,0.001051-0.00028352i,0.00082817+5.7431e-05i,0.00020207+0.0002947i,-0.0003393-0.00030172i,-0.00034298-0.00067353i,-0.00039221+0.0007118i,-0.00079608+0.0011376i,-0.00071825+0.00058191i,-1.665e-05+0.00015691i,0.00013521-0.00043812i,0.00024674-0.00022282i,0.00039812-0.00027977i
-2.1325e-05+0.00055558i,0.0017987+0.0011649i,0.0032164+0.0011643i,0.0023402+0.00075649i,-0.00014656+0.00088104i,-0.00056707+0.00078108i,0.00054722+0.0010124i,0.00098227+0.0008314i,0.0013643-0.00044716i,0.0015136-0.00047414i,0.00099778+0.00021245i,0.00075142-3.1397e-05i,0.00088067-0.00071917i,0.00095565-0.0002864i,0.00071267+0.00064387i,0.00053961+0.00054764i,4.6811e-05-0.00018254i,9.4374e-05-0.00030403i,4.268e-05+0.00034114i,0.00012104+0.00092061i,0.00079286+0.001118i,0.00038945+0.00074823i,-4.1224e-05-0.00012723i
-0.0032189-0.0015261i,-0.0029515-0.00095933i,-0.0027431-3.2793e-05i,-0.0021196+0.0010759i,-0.0010909+0.0016256i,0.00030758+0.0016495i,0.0011362+1.3082e-05i,0.00041455-0.0015292i,-0.00064385-0.001489i,-0.0010102-0.00015434i,-0.0015397+0.0012817i,-0.0013114+0.0016401i,0.0003243+0.0008648i,0.0016472-3.1672e-05i,0.0022023+0.00019587i,0.0017749+0.00060284i,0.0010562+1.3165e-05i,0.00028809-1.6828e-06i,0.00014252+0.00028518i,0.00080173-0.00037507i,0.00094582-0.00016681i,0.00080558-1.2141e-05i,0.00033952-0.00069289i
0.0012893-0.0045184i,0.00069018-0.0038683i,-0.00096621-0.0032534i,-0.0014555-0.0027406i,-0.00015237-0.0018069i,0.0012701+0.00067426i,0.00080086+0.0022041i,-9.7905e-05+0.00073489i,-0.0013009-0.0004864i,-0.0021315-0.00092802i,-0.0018267-0.0011675i,-0.0013921-0.00037211i,-0.00088127+0.00075386i,-0.00049554+0.00094654i,0.00029809+0.0010274i,0.00043157+0.00048019i,0.00039272-0.00090741i,0.00043433-0.00096i,0.00021963-0.00053782i,-0.0002195-0.00084745i,-0.00043634-0.0005231i,-4.3343e-05+0.00036913i,-5.4774e-05+0.00068425i
0.0023224+0.0022207i,0.0023096+0.0026599i,0.0019127+0.0018526i,0.00059304+0.0010955i,-0.00053462+0.0013734i,-0.00053332+0.0019771i,-0.00027963+0.001657i,-0.00013001+0.0011934i,-0.00038695+0.00062374i,-0.00079459-0.00049296i,-0.00063208-0.0010633i,-0.00088805-0.00038501i,-0.0016288+0.0002308i,-0.0016197+0.00020962i,-0.0011036+0.00047983i,-0.00029548+0.00079565i,-0.00011773+0.00056386i,-0.00044482-0.0004311i,-3.8861e-05-0.00068498i,0.00041599-2.2059e-05i,0.00030746+0.00019029i,0.00024936+0.00025941i,0.00040833+0.00038488i
-0.0013596-0.00020597i,0.00033727-0.00026249i,0.0019863-0.0007842i,0.00068596-0.0019724i,-0.00076718-0.0013347i,-0.001071+0.00019357i,-0.00027253+0.0008328i,0.00024221+0.000555i,0.00061857+0.00076957i,0.0012483+0.0010467i,0.00073619+0.00010356i,-0.00049598-0.00051732i,-0.0011822+0.00015612i,-0.00112+0.00090786i,-0.00059632+0.00069731i,0.00025494+0.0002994i,0.00066978+0.00069271i,0.00063035+0.001019i,0.00048871+0.00097975i,0.00021614+0.00048398i,-0.0002532+0.00020706i,0.00030777-1.8587e-05i,0.00057095-8.9153e-05i
0.0031746-0.0030833i,0.0022715-0.0026144i,0.00049578-0.0003651i,0.0011556+0.00085039i,0.0014689+0.00073346i,-1.7785e-05+0.00025916i,-0.00031909-1.8076e-05i,0.00021856+7.2218e-06i,-8.5381e-05-0.00039188i,-0.00045249-0.00057182i,-0.00054938-0.00069649i,-0.00045433-0.0010217i,0.00019736-0.00037761i,0.00017164+0.00023979i,-0.0001132+0.00052807i,0.00040922+0.00034442i,0.00030536+0.00069671i,3.6775e-05+0.00095188i,0.0001608+0.00032672i,0.00073313+0.00013591i,0.00055788+0.00042961i,-0.0003252+0.00039117i,-0.00032966-0.00017578i
-0.00058767+0.0023214i,8.7759e-05+0.0025604i,4.0931e-05+0.00084928i,-0.00043921-0.0010963i,0.00096365-0.00093296i,0.0017437+4.6632e-05i,0.00064226-0.0003274i,0.00077234-0.0007601i,0.0015645-0.0010424i,0.0014967-0.00093114i,0.00068658-0.001032i,-0.00035524-0.0014522i,-0.0011995-0.0011013i,4.5486e-06-0.00061257i,0.0011806-0.00040936i,0.00043707-0.00017309i,0.00027449-0.00013099i,0.0011069-0.00083186i,0.0014514-0.0012043i,0.00055739-0.00096877i,0.00040592-0.00039361i,0.00012284+2.7926e-06i,-0.00057461-0.00013806i
-0.003288-0.0017001i,-0.0027297-0.0022419i,-0.0010235-0.0013999i,0.0014817+0.00031526i,0.0019518+0.0013998i,0.0010659+0.0012981i,6.688e-05+0.00042862i,-0.00081493+0.00017725i,-0.0011864-0.00014465i,-0.0010596-0.00051206i,-0.00062992-0.0002096i,-2.6938e-05-0.00061815i,0.00036513-0.00060084i,0.00080323-7.9798e-05i,0.0015957-0.00019366i,0.0011447+0.00013123i,0.00051016+0.00041578i,0.00056075+1.0671e-05i,-1.2695e-05-0.0010212i,-0.00028808-0.0010341i,-0.00031143+9.6996e-05i,-1.3588e-05+0.00029984i,0.00031596+0.00026146i
0.0011765-0.00053374i,0.0011123+0.00042015i,0.0012555+0.0012271i,-0.00011225+0.00035821i,-0.0019705+4.5913e-05i,-0.0018682+0.00082845i,-0.00076684+0.0017404i,1.8845e-05+0.0019097i,0.00092812+0.0013552i,0.00082211+0.0011859i,0.00035251+0.0007743i,0.00076731+0.0005017i,0.00048395+0.0003488i,0.00040851-0.00030203i,0.00043653-0.00016659i,-9.0316e-05+0.00026013i,-0.00035533-5.3764e-05i,-0.00052277-0.00060575i,-0.00095156-0.00075304i,-0.00074664-0.00075834i,8.1552e-05-0.00072018i,0.00069642-4.4194e-05i,0.0006807+0.0001781i
0.00079747+0.0011105i,0.0005194+0.0013163i,0.00070275+0.0023232i,0.0028985+0.0023925i,0.0032686+0.0011871i,0.002122+0.0005748i,0.00077487+0.00046248i,0.00031371+0.0002077i,9.878e-05-0.00034461i,-0.0001996-2.098e-05i,0.00072621-3.3752e-05i,0.0014834-0.00074027i,0.00097256+0.0001301i,0.0012492+0.00065839i,0.0010103+0.00032398i,0.00032315+0.00068029i,-0.00017555+0.00074169i,-0.00031437+0.00099474i,-1.8943e-05+0.00088317i,6.676e-05+0.00043785i,-0.00027548-0.00018525i,-0.00017768-0.00023968i,0.00078751-0.00021394i
-0.00038318-0.00026427i,-0.0005642-0.00088783i,0.00049913-0.0015779i,-5.858e-05-0.001753i,-0.0012554-0.0010758i,-0.0012393+0.00019326i,4.1112e-06+0.00076217i,0.00057256+0.00075879i,0.00075627+0.00075867i,0.00089685-0.00015362i,0.00038148-0.00045998i,-0.00013198+5.8336e-05i,-0.00055616+0.00034728i,-0.00063357+0.00011201i,-0.00052419-0.00036617i,-0.00017009+6.2024e-05i,6.7118e-06+0.00091665i,-0.00012231+0.0010987i,-0.00028291+0.00094099i,-0.00061351+0.0007253i,-0.00028432+0.00040142i,-7.7373e-05+7.6339e-05i,-0.00074303-0.00089501i
0.0017283+0.00011045i,0.0028044+8.4096e-05i,0.0039747-7.2515e-05i,0.0035354-0.0010095i,0.001586-0.001372i,-6.5437e-05-0.00090088i,-0.00097611-0.00048082i,-0.0013338-0.00038087i,-0.0010813-0.00093755i,-0.0013016-0.00057148i,-0.0017726-0.00012058i,-0.001268-0.00012652i,-0.00067619-0.00020308i,-0.0009506-0.00062772i,-0.0010021-0.00096011i,-0.00040209-0.00046634i,0.0002412-0.00018984i,0.00036328-0.00062392i,0.00035272-0.00016718i,-3.9675e-05+0.00011772i,-6.671e-05-0.00013822i,0.00015308-0.0001014i,-0.00015955-0.00047052i
0.0016553+0.0009938i,0.0013885+0.00056712i,0.00094948-0.00073147i,0.00010211-0.00073084i,-0.00062965+0.00089404i,-0.000237+0.0017176i,0.00066147+0.0010167i,0.00033674+0.00088634i,-0.00060606+0.00044163i,-0.00046827-0.00049341i,-0.00035168+0.00022946i,-0.00021486+0.0011063i,-0.00026923+0.00091438i,-0.00054248+0.00079456i,-0.00053848+0.00071841i,-0.00070932-0.00066861i,-0.00085221-0.0014033i,-0.0011032-0.00054151i,3.9642e-05+0.00014586i,-0.00025704+0.00074937i,-0.0012345+0.00029436i,-0.0012015+1.1257e-06i,-0.00083104+0.00058367i
-0.0016357-0.00056355i,-0.0012144-0.0014146i,0.0004214-0.0011828i,0.0018252-0.00098136i,0.0011729-0.0018087i,-8.3592e-05-0.0011672i,-0.00043648+0.0010525i,7.1069e-05+0.0018389i,0.00088204+0.00083024i,0.0013122-0.0003495i,0.00070634-0.00099064i,0.00016499-0.00093912i,0.00012506-0.00032874i,-0.00059793-0.00046432i,-0.0013273-0.00087799i,-0.00068044-4.0147e-05i,0.00014148+0.0003757i,3.4329e-05+0.00021325i,-0.0010983+0.00087523i,-0.0013095+0.00059786i,-0.00044269-0.00083754i,-8.8259e-05-0.0010734i,0.00010486+0.000913i
0.0019109-7.7307e-05i,0.0020527-0.00073636i,-0.00017408-0.00018717i,-0.0023208+0.0010031i,-0.0024746+0.001333i,-0.0014744+0.0012143i,-0.00038945+0.00052229i,0.00074415+0.00028604i,0.001834+0.0011274i,0.0017827+0.0012339i,0.00070342+0.00060798i,0.00036305-0.00038045i,0.00055769-0.00026449i,0.00031696+0.0001455i,0.0004052-0.00064351i,0.0011999-0.00044978i,0.0017679+0.0003039i,0.0013455+0.00023505i,0.00057987+0.00041468i,-0.00028663+0.00055428i,-0.00010897+0.00015493i,0.00081588+0.00020365i,0.00078184+0.0004227i
3.7663e-05+0.0039666i,0.0015224+0.0051618i,0.0026052+0.002809i,0.0035904-4.8691e-05i,0.003794-0.0011968i,0.0029132-0.0012231i,0.0014448-0.00041096i,0.00079323+0.00014981i,0.00026322+0.00089918i,0.00042066+0.00063779i,0.00083401-0.00039479i,0.00010292-0.00094583i,-0.00089944-0.0011987i,-0.0010873-0.0009069i,-0.00021601-0.00097135i,-5.1023e-05-0.0012475i,-0.00025167-0.00090388i,-4.5493e-05-0.0005392i,-0.00069316-7.8032e-05i,-0.0013592+0.00062354i,-0.00095985+0.00046996i,-0.00064484+0.00022718i,-0.00056305+5.8669e-05i
-0.0020314-0.00050866i,-0.0029209-0.00032735i,-0.0024792+3.7729e-05i,-0.0022887+0.00020626i,-0.0020815+0.00089018i,-0.0014392+0.0014537i,-0.0001892+0.00091708i,0.00075913+0.00052835i,0.00027778+0.0006177i,0.00030517+0.00052306i,0.0010143+0.00027284i,0.00076616-0.00040124i,0.00018522-0.00058413i,-0.00037673-5.7417e-05i,-0.00028673+0.00022017i,-3.463e-05-0.00019995i,-1.5898e-06+0.00011679i,-8.2961e-05+0.00018969i,8.7645e-05-3.1423e-05i,0.00075734+0.00025138i,0.0011277+0.00029229i,0.00079054+5.4446e-06i,0.000151-0.00079109i
0.0035921+0.0024841i,0.0045852+0.0028011i,0.0051893+0.0010745i,0.0053816-0.0020472i,0.0049474-0.0034072i,0.0028147-0.001885i,0.000771-0.00016657i,8.4493e-05+0.00065085i,0.00036616+0.00097597i,0.00038827+0.00077281i,0.00052876-6.4967e-05i,0.000775-0.0011103i,-0.00056086-0.00066478i,-0.0017644-0.00025606i,-0.0013696-0.0012044i,-0.00075702-0.00090866i,-0.0001532+0.00033833i,-0.00021685+0.00059316i,-0.00089882+0.00017425i,-0.00062088-1.6568e-06i,0.00043005+0.00020192i,0.00078326+0.00022756i,0.00011652+0.00062288i
0.00019845+0.0014451i,0.00014505+0.0028745i,-0.00017229+0.0035119i,-0.0010115+0.0030725i,-0.0016997+0.0024758i,-0.00096823+0.001696i,0.00021557+0.00050534i,0.00021767+0.00021216i,-5.8511e-06+0.00062353i,4.537e-05+0.0011539i,0.0003069+0.0009011i,-2.7515e-05+0.00047244i,0.00015399+0.00035012i,0.00058759+9.8281e-05i,0.00039181-0.00045508i,0.00072023-0.00023717i,0.00055081+0.00053252i,0.00065873+9.5179e-05i,0.0014763-0.00063159i,0.0011384-0.00076521i,0.00031523-0.00062023i,-0.00015368+0.00043626i,-0.00057241+0.00056881i
-0.0012323+0.0001536i,-0.00094679-0.00040327i,0.00037864-0.00048143i,0.00080612-0.0008212i,0.00092029-0.0016316i,0.00074741-0.0022678i,0.00045934-0.00086647i,0.00026023+8.2816e-05i,-0.00048994-0.00043734i,-0.00085681-0.0006958i,-0.00017535-0.0005222i,0.00047566-0.00045891i,0.00072106-0.0010433i,0.0012186-0.0010002i,0.00081905-0.0010928i,0.00063194-0.0011298i,0.00023826-0.00083388i,-0.00071025-0.00091147i,-0.00090827+0.00014406i,-0.00041556+0.00062347i,0.00026272+0.00010728i,0.00081458-1.755e-05i,0.00050108+0.00026024i
0.003046-0.00093893i,0.0033259-0.0006837i,0.0026451+5.6597e-05i,0.00099495+0.00072605i,-0.00055358+0.00054734i,-0.0012239+0.00050738i,5.4261e-05+0.00047598i,0.00055565+0.00036744i,-0.00051649+2.4846e-05i,-0.00085139-0.00060067i,-0.0011432-0.00084281i,-0.0010607-0.00057833i,-0.00023424+0.00026837i,9.2635e-05+0.0004925i,-0.00052094-7.0214e-06i,-0.00072489-5.8155e-05i,7.5194e-05+0.00012177i,0.000474-3.7766e-05i,0.00039131-0.00045581i,0.00076224-0.00068676i,0.00084617-7.5066e-05i,8.2423e-06+0.00049827i,-0.00049784+0.00043677i
-0.00043645-0.00056757i,0.00032333-0.0011878i,0.00032755-0.0024724i,0.00020407-0.0032301i,0.00057955-0.0018841i,0.0013718-0.00026361i,0.001449-0.00041148i,0.00095127-0.00072666i,0.00035646-0.00068007i,-0.00034211+0.00018193i,-0.00070697+0.00026335i,-0.00027796-6.9694e-05i,0.00026699+0.00036794i,0.00030379+0.00076702i,-0.00032391-5.7417e-05i,-0.00072011-0.00068408i,-0.00059449+2.9064e-05i,-0.00048743+0.0010378i,-0.00021815+0.00057455i,0.00011375-0.00030964i,0.0002609-0.00061501i,-0.00016453-0.00055032i,-0.00062377+6.6982e-05i
-0.00042607-0.00072328i,0.00080458-0.00057774i,0.0012457+0.00097207i,0.00061232+0.0027254i,0.00013926+0.0024548i,-0.00036183+0.0022246i,-0.00032719+0.0012102i,0.00022488+0.00032039i,0.00011696-0.00014029i,-0.00019532-0.00018503i,0.00046332+1.3853e-06i,0.00057857+0.00035598i,0.00022416+0.00025164i,0.00025144+0.00014747i,0.00094696+0.00030367i,0.0010784-0.00037516i,0.00067937-0.00073651i,0.0010092-0.00025849i,0.0011024+0.00018533i,0.00046306+0.00072806i,0.00025216+0.00093327i,0.00055314+0.00081809i,0.00050948+0.00047161i
0.00093545+0.00027187i,0.00058638+0.00064219i,-0.00067555+0.00042115i,-0.0015074-0.0012735i,-0.00080518-0.0025272i,0.00080105-0.0021661i,0.00065755-0.00097374i,0.00017218+0.00020325i,0.00058554+0.00018178i,0.00054157-0.00024759i,0.0001565+0.00016256i,-0.00041976-0.00028065i,3.5041e-05-0.00031811i,0.00074921-0.00045453i,0.0010683-0.00022909i,0.001027+0.0011014i,0.00015454+0.00079552i,-0.00033741+0.00042053i,-0.0002661+0.00022838i,-0.00030526+0.00041555i,-0.00012738+0.0010496i,0.00024404+0.0010832i,0.00045131+0.00025683i
-0.0014557+0.0020302i,-0.0013835+0.0027798i,0.00041706+0.0026764i,0.0017479+0.0014743i,0.0013672+0.0015673i,-0.00030713+0.001231i,-0.00090297+0.00016027i,-0.00035895-0.00071982i,9.5916e-05-0.0007478i,0.00039735-0.0005248i,0.00012698-0.00069111i,0.00019736-0.00073827i,0.00019754-0.00046658i,0.00036291-0.0003627i,0.00096834-0.00082406i,0.00088159-0.0013146i,0.00096108-0.0007862i,0.00047757+0.00024389i,-0.00021548+0.00042361i,-0.00053699-0.00068664i,-0.0007798-0.001116i,-0.0006658+7.8421e-05i,-0.0001863+0.00061007i
-0.0013794+4.0246e-05i,-0.0012674-8.6311e-05i,-0.00027882+0.00052771i,-0.00092819+0.00023436i,-0.0014572-0.00045871i,-0.00097914+0.00025822i,-0.00029792+0.00092238i,0.0006883+0.0011128i,0.00069198+0.00096798i,0.00052976-4.936e-05i,0.00075618-0.00056668i,0.00050005-0.00047877i,2.3635e-05-0.00094299i,0.00012473-0.0013532i,0.00014692-0.00064719i,0.00015194-0.00054807i,-0.00029983-0.0011699i,-0.0010736-0.00060831i,-0.0014531+0.00037858i,-0.0012951+0.0010448i,-0.0008158+0.00058372i,-0.00028389-0.00029419i,0.00015672-0.00065162i
0.0021789-0.0010385i,0.0030786-0.0014051i,0.0031404-0.0021544i,0.0021423-0.0014916i,0.0010707-5.9493e-05i,0.00033639+0.00080842i,0.00056158+0.0012139i,0.00095408+0.0012531i,0.0006611+0.0008363i,0.00037606+0.00047144i,0.00053797+0.00034739i,0.0011976-0.00012743i,0.0012796-0.00054766i,0.00064883-0.00019808i,0.00036132+0.00029039i,0.00060786+0.00039109i,0.00026072+0.00053244i,-2.6272e-05+0.00040585i,0.00037927+0.00011108i,0.001028+0.00047961i,0.00084915+0.00054935i,0.00059678+0.00020027i,0.00091823-0.00031763i
0.0016679+0.0024178i,0.0016865+0.0019332i,0.00164+0.0018659i,0.00045765+0.0009869i,-0.00028545+1.6777e-05i,-0.00086893-0.00045097i,-0.001597+5.3689e-05i,-0.00094901+0.00064668i,0.00049009+0.00062577i,0.00035086+0.0008438i,-0.00025889+0.0011847i,-0.0010273+0.00072582i,-0.00086573+0.00068003i,-0.00030438+3.4188e-05i,-0.00059422-0.00098672i,-0.00027503-0.00056743i,4.2827e-05+0.00012136i,0.00027441-0.00016871i,0.0013261-0.00045906i,0.0014595-0.00029433i,0.00037204-0.00019118i,-0.00032584-3.2116e-06i,-0.00057233+0.00018966i
-0.0019116-0.00010195i,-0.0025167-0.00051367i,-0.0023878-0.00064672i,-0.00093436-0.00092778i,0.00022981-0.00012352i,0.00066221+0.00017854i,-0.0001021-0.00016064i,-0.00051118+0.00024808i,-8.1429e-05+0.00050528i,-2.754e-05+0.00081736i,-0.00026354+0.00029147i,-0.00058853-0.00091481i,-0.00059938-0.00086802i,-3.6584e-05-0.00013842i,0.00065245-0.00034046i,0.00051742-0.0014166i,0.00079942-0.0012575i,0.0010308-0.000592i,9.155e-05-0.00028776i,-0.00054244+0.00024327i,-0.00047956+0.00057511i,-0.00037438-1.4928e-05i,9.8204e-05-0.00052468i
0.0032421-0.0024192i,0.0035114-0.0026659i,0.001999-0.001375i,0.00067353-0.00056171i,0.00021695-0.001024i,0.00045114-0.00058214i,0.00081127-0.00037783i,0.00062623-0.00061834i,-0.00013985-0.00056466i,-0.00017754-0.0004957i,6.2387e-05-0.00033207i,-0.00017799-0.00014948i,-9.1348e-05+0.00011954i,0.0001678+0.00030986i,0.0003552+0.00032273i,0.00069056-0.00016836i,0.00033486-0.00029099i,-0.00021887+5.4189e-05i,-9.7089e-05+0.00047288i,-0.00044188+0.00014792i,-0.0002142+0.00012264i,0.00089131+0.0004361i,0.00028774+0.00020104i
-0.0001388+0.0018092i,0.00047391+0.0023967i,0.00088349+0.0013653i,0.00096884+0.00052451i,0.00061535+0.00081007i,0.00038388+0.0011347i,0.00031431+0.00084281i,-4.8553e-05+0.0002659i,-1.7794e-05-4.2313e-05i,0.00034108+4.7384e-05i,8.967e-06-0.0002365i,0.00017629-0.0010049i,0.00043918-0.00066157i,0.00032711-0.00048301i,0.00061006-0.00061045i,0.00058161-0.00084264i,0.00035529-0.00062987i,0.00062037-1.8702e-05i,0.00077751-0.00016643i,0.00026019-6.7943e-06i,-0.0001174+0.0012498i,0.00021526+0.0012496i,2.2414e-05+0.00014054i
-0.0013776+0.0012779i,-0.00024208+0.0010716i,0.0022472+0.001705i,0.0029241+0.0017833i,0.0010119+0.00065707i,-0.0010097+0.00046042i,-0.0017563+0.0012813i,-0.0012115+0.0012708i,-0.00046362+0.00052109i,-0.00013863+0.00021959i,9.7646e-05-9.2719e-05i,0.00020166-0.00024343i,0.00022171-0.00057033i,-0.00022458-0.00060096i,-0.0003702-0.00064867i,0.00014676-0.00047963i,0.00087415+0.00034268i,0.00066581+0.0005717i,0.00064018+0.00081916i,0.00049906+0.00015971i,0.00011757-0.00054414i,0.00031538-0.00011628i,0.00082932+0.00042648i
0.0022222-0.0018819i,0.0019309-0.0019837i,0.0014264-0.0018922i,-0.00015791-0.0019494i,-0.00018132-0.00099992i,-3.2552e-05+0.0010919i,0.00036624+0.0020755i,0.0004984+0.0014811i,0.00012875-0.00041957i,-0.00029459-0.00079119i,6.3996e-05-0.00010748i,0.00059616+0.00017517i,3.9094e-05+0.00027252i,-0.00035308-4.1162e-05i,-0.00082712+0.00039321i,-0.0012024+0.00027779i,-0.00032573+0.00029964i,0.00011358+0.00057349i,0.00024082+0.00050774i,0.00075425+0.00026674i,0.0011429-8.1785e-06i,0.00097707-0.00032505i,0.00026524+0.00011873i
0.0016101+0.0013214i,0.0030938+0.0012907i,0.0026832+0.00088809i,0.0012853-0.00028548i,0.00068339-0.0011366i,-9.4014e-05-0.0011377i,-0.00037898-0.0003606i,-1.0075e-05-7.774e-05i,0.00076016-0.00059441i,0.0011898-0.00035024i,0.0011077-2.1799e-06i,0.00070538-0.00068178i,-0.0004706-0.0010298i,-0.00081803-0.0010549i,-0.00048744-0.00053352i,-0.00030869-0.00047392i,0.00040041-0.0011477i,0.00028467-0.0011058i,-0.00024395-0.0011683i,-0.0011134-0.0004933i,-0.0012838+0.0005067i,-0.00045634+5.2756e-06i,-0.00047151-0.00061353i
0.0019439-0.0022088i,0.002469-0.002591i,0.0028496-0.0020634i,0.0013754-0.0014236i,-0.00048473-0.00083442i,-0.0019297+0.00040077i,-0.0016813+0.0013575i,-0.00014397+0.0010199i,-0.000143+0.00015129i,-0.00012116+8.8796e-05i,0.000198+0.00044673i,0.00029657+0.00034109i,0.00066497+0.00029164i,0.00019013+0.00047243i,-0.0010969-5.9811e-05i,-0.0011954-0.00057557i,-0.00099494-9.8524e-05i,-0.00040656+0.000433i,0.00044044+0.00045888i,-0.00014888+0.00015287i,-0.00052544+0.00042409i,-0.00015505+0.00018423i,0.00021469-0.00071643i
0.0010196-0.00058122i,0.0012273-0.001015i,0.00034315-0.0016581i,-0.00039691-0.001942i,0.00048936-0.0018322i,0.0010781-0.0012329i,0.00036476-0.001414i,0.00061447-0.0015984i,0.00048273-0.00072675i,0.00027349+0.00018183i,-0.00021497+0.00034773i,-0.00066422+0.00056291i,-0.00060862+0.00041182i,-0.00023435+0.00026385i,0.00010441+0.00054057i,-0.00013387+0.00068781i,-0.00023298+9.7824e-05i,1.3276e-05-0.00068941i,0.00032858-0.00059901i,0.00015459-0.00012922i,2.1147e-06+3.9799e-06i,-9.8458e-06+0.00029562i,4.821e-05+0.00053311i
0.00040592+0.00015238i,0.00049887+6.4554e-05i,0.00044541+9.1657e-05i,-0.00011608+0.00029238i,-0.0011378+0.0011925i,-0.0017997+0.0010223i,-0.0012313-0.00013226i,-0.00026965-0.0003515i,-0.00013937-0.00055275i,0.00019579-0.00092805i,0.00011796-0.00043521i,-0.00011697-0.00011954i,0.00038394+3.9505e-05i,0.00020539+0.0005069i,0.00011372+0.00035707i,0.0009819+3.2876e-05i,0.00055789+0.00021535i,0.00012602+0.00067947i,0.00074762+2.5771e-05i,0.00077586-0.00070038i,0.00047221-0.0003015i,-0.00036648-9.1758e-05i,-0.00022895-0.00091699i
-0.00090162-0.00059012i,0.00011013+0.0001761i,0.00052447+0.0013016i,0.00069169+0.00091983i,0.0013228-0.00037119i,0.0013891-0.00047665i,0.00098732+0.00026631i,0.00074367+0.00055498i,0.00028316+0.00035884i,0.00035398+7.9226e-05i,0.00050222-0.00075157i,0.00045457-0.00076847i,-0.00022633-0.00090526i,-0.00037259-0.0012077i,0.00032754-0.0007275i,0.00073452+1.472e-05i,0.00041333+0.00072517i,-0.00027518+0.0011195i,0.00011885+0.00034651i,-1.6558e-05-0.00048674i,-0.00016167-0.00094747i,0.00051675-0.00030471i,0.00050401+0.00017577i
