-0.0028823+0.0003653i,-0.0017036-0.00074621i,-0.0021258-0.0004003i,-0.0010897-0.0003416i,0.00078962+0.00041247i,0.00083783+0.00086068i,0.00080214+0.0013967i,0.001689+0.0015496i,0.0026177+0.00060616i,0.0022365-9.9184e-05i,0.0010561-2.1157e-05i,0.0011857-1.4346e-06i,0.00075676-0.00016709i,0.0002675-0.000179i,0.00024627+5.6873e-05i,-4.4228e-05+0.00055695i,-0.00028345+0.00026345i,0.00017068+8.6539e-05i,0.00047982+0.00011468i,0.00033854+0.00013192i,0.00061256+0.00025208i,0.00073072+0.00018035i,0.00074383-0.00012239i
0.0014969+0.00034945i,0.0013334+0.00015234i,0.0001254-0.00037265i,-0.0010977-0.00013432i,-0.0015103+0.00071996i,-0.00041347+0.0013888i,0.00080268+0.00085729i,0.00084289+0.00063329i,0.0004357+0.00058532i,1.9468e-06+0.00022872i,-0.00046002-0.00017884i,-0.00097056+0.00022597i,-0.0011571+0.00038762i,-0.00050742-9.0104e-05i,0.00042194+0.00039501i,0.00025548+0.0010876i,0.00042897+0.001027i,0.00080776+0.0007616i,0.00076385+0.00030721i,0.00041804-0.00011857i,-0.00017004-0.00019123i,-0.00010007-0.00064388i,0.00019764-0.00048642i
5.6943e-05+0.00025515i,0.0017463+0.00058701i,0.0014748-0.00020525i,0.00057382-0.0010785i,0.00065552-0.0012071i,0.00044994-0.0010757i,0.00017804+6.5094e-07i,7.7224e-05+0.00068443i,0.00037967+0.00038882i,0.00060824+0.00028439i,-0.00021219+4.4349e-05i,-0.00055659+7.6895e-05i,0.000294+0.00018994i,0.00016455+0.00031717i,-0.00043938+0.00067577i,0.00032528+0.0014753i,0.0015748+0.00065982i,0.0015839-0.00018193i,0.00079957+0.0001851i,0.00042697+0.00051605i,0.00031383-0.00058005i,-3.6323e-05-0.0013871i,0.00015538-0.00085325i
-0.00014049-0.00042976i,0.00023999-0.00023379i,0.000984-0.00036343i,0.00028407-0.00027261i,-0.00077131-2.1794e-05i,-5.4728e-05+0.00011073i,0.00065351+0.00046442i,0.0011031+0.00023621i,0.00074351+0.00012578i,-0.00070496-0.0002994i,-0.0013753-0.00079109i,-0.00024304-0.00036154i,0.0013828+0.0006051i,0.0012824+0.0014076i,0.00040155+0.001091i,0.0005521+0.00044665i,0.00056816+0.00013975i,0.00028202+0.00058438i,0.00046787+0.0011848i,0.00069105+0.0012654i,0.00030251+0.0010332i,0.00025773+0.00052022i,8.3539e-05-1.1422e-05i
-0.0012328+0.00022921i,-0.0010182+0.0010694i,-0.00017633+0.00030126i,0.00056031-0.00094931i,0.00061279-0.0006191i,0.00028784-0.00029492i,0.0012572-3.6303e-06i,0.0019512-0.00023342i,0.0016709-0.00056846i,0.00078081-0.00098628i,-2.9913e-05-0.00058972i,0.00042631+0.00023126i,0.00033887+0.00055155i,0.00010844+0.00059924i,0.00057218+0.0010126i,0.00026191+0.0011717i,9.6562e-05+0.00092622i,0.00098707+0.0016193i,0.0015781+0.0017249i,0.0017693+0.00049804i,0.0013392+0.0003858i,0.00037488+0.00095479i,-0.00013116+0.00021976i
0.00034494+0.0019957i,0.00019647+0.0011174i,-0.00026982+0.00049409i,-0.00030085+0.0002712i,4.4759e-05+1.9652e-05i,0.00078222-0.00053803i,0.0017332-0.00052436i,0.0018931+0.00033687i,0.0013849+0.00037679i,0.00067758+0.00044045i,0.00023091+0.00035562i,-1.6521e-05-3.2371e-05i,2.7247e-05+0.0001758i,0.00013211+2.4358e-06i,-0.00016873-2.114e-05i,-2.0509e-05+0.00046909i,0.0009799+0.0010608i,0.00086716+0.0017539i,-1.0303e-05+0.001432i,0.00010449+0.00039018i,0.0010213-0.00073649i,0.0009601-0.0006883i,9.5935e-05+0.00022119i
0.00075562+0.0004042i,0.0014946+0.00079516i,0.0012459-0.00017261i,0.0002284-0.0015359i,-2.5496e-06-0.0010769i,-0.0004774-0.00047112i,-0.00067728-0.00041597i,-0.00014019+0.0001365i,0.00051097+0.0005317i,0.00068269+0.00040444i,0.00040114+0.00042358i,0.00046429+0.00017766i,0.0010693+0.00022993i,0.00071361+0.0009751i,0.00016501+0.0011127i,0.00024815+0.00094517i,0.00016628+0.00071275i,-1.2112e-05-3.2091e-05i,4.9097e-05-0.00012566i,-7.6148e-05-0.00021641i,-0.00029578-0.0006207i,-0.00053227-0.00067388i,-0.00056181-0.00020825i
-3.9549e-05+0.0014828i,-0.00035916+0.001444i,0.0008161+0.0015569i,0.0012755+0.0017262i,0.00058902+0.0012928i,7.5436e-05+0.00019726i,0.00020937+0.00027179i,0.00023477+0.00067062i,0.00028101+0.00089886i,0.00039972+0.00067138i,0.00075582-0.00035121i,0.00074128-0.00099026i,-3.7232e-05+0.00018806i,-0.00026042+0.0009432i,3.9884e-05+0.00088149i,0.00050899+0.000371i,0.0010401-0.00046833i,0.00062911+0.00011539i,0.00029597+0.00020449i,0.00050737+0.00042795i,0.00030394+0.0013725i,-0.00021876+0.00093462i,-0.0003288+0.00020941i
-0.00039959+0.0016635i,-0.00059076+6.859e-05i,0.00026893+0.00045551i,0.00062505+0.00054672i,9.8037e-05-0.00075569i,0.00067065-0.00048654i,0.001466+0.00091001i,0.0014641+0.00083076i,0.0013262+0.00046075i,0.0012217+0.00021922i,0.00046468-0.00014283i,-0.00011202+0.00022464i,-0.00071068+0.00038054i,-0.0009031-0.00059868i,-2.1433e-05-0.00094759i,0.00032493+0.0004313i,-7.9845e-05+0.00096708i,0.00044454+0.00048316i,0.00101+0.0002239i,0.00048391+0.00015227i,-3.3871e-06-0.00013619i,-0.00030906-0.00073212i,-0.00039185-0.0009452i
0.00010758-0.0003513i,0.00033123-0.00086805i,0.0019026-0.00067938i,0.00095804-0.002054i,-0.001106-0.0024337i,-0.0014026-0.00080443i,-0.00093715+0.00012271i,-4.2461e-05+0.0004114i,0.00056484+0.00043248i,-0.00025413+0.00024331i,-0.0010193+0.0005334i,-0.0012928+0.00085646i,-0.0013053+0.00041538i,-0.00092684+0.00012708i,-0.00042385+0.0009655i,-7.2083e-05+0.0015774i,0.00014227+0.00063268i,5.9553e-06+0.00047693i,-0.00035069+0.00044347i,3.5083e-05-0.00038508i,0.00039063-0.00064677i,0.00053497-0.00067351i,0.00036524-0.00029692i
-0.0019006+0.0010204i,-0.00065125+0.0020393i,-0.00059082+0.0022215i,-0.00033504+0.0016392i,0.00016244+0.0012266i,0.001469+0.00082591i,0.0023472+0.00057394i,0.0013507+1.5458e-05i,-4.3771e-06-0.0002604i,-0.00041607-0.00017768i,-0.0008551+7.8307e-05i,-0.00085693-1.8352e-05i,-0.00015408+2.3992e-05i,0.00046536+0.00067782i,0.00083583+0.00067808i,0.00064387+0.00028715i,-1.4051e-05+0.00028654i,0.00026182+0.00039444i,0.0012503+0.00067055i,0.00095052+0.00088054i,7.5538e-05+0.0010108i,-0.00014755+0.00066352i,-0.00020351-0.00034474i
-0.00048185+0.0021015i,7.7379e-05+0.0018193i,0.00037646+0.0017987i,0.00011086+0.0017209i,0.00011594+0.00068356i,-3.4827e-06-0.00058247i,0.001001-4.1638e-05i,0.0015109+0.00087882i,0.0013023+0.00044508i,0.0012554-0.00052322i,0.0010507-0.00054487i,0.00071125+0.00046596i,0.00028904+0.0014391i,0.00012987+0.0015369i,0.0002811+0.00089787i,0.00057495+0.00088007i,0.00078036+0.0010653i,0.0007063+0.00091013i,0.0007009+0.00064139i,0.0006043+0.00052333i,0.00047557+0.00044699i,0.00062837+0.00030834i,0.00031486+0.00020641i
3.3138e-05+0.00045523i,0.00010109+0.00041454i,0.00089606-0.00020368i,0.0013859-0.00039897i,0.0012168-0.00074886i,0.00048649-0.00093467i,-6.7401e-05-0.00025268i,0.00061028+0.00049411i,0.0014143+0.00024165i,0.001254+0.0004373i,0.00044029+0.0012114i,1.8178e-05+0.0012269i,4.6529e-05+0.0011625i,-0.00047665+0.00015279i,-0.00037424-0.00027253i,-0.0003273+0.0011901i,-9.093e-05+0.0012565i,0.00066085+3.9562e-05i,0.0001173+0.00050838i,-6.5658e-05+0.0010006i,0.00044495+0.00023602i,0.00056402-0.00041338i,0.00011293-0.000683i
2.1553e-05+0.00079075i,0.000417+0.0015614i,0.00027864+0.0017647i,-0.00063373+0.00039176i,-0.0010395-0.00025056i,-0.00041488+0.00015717i,0.00042393+0.00017148i,0.00053764+0.00021592i,0.00019557+0.0001395i,2.4545e-05-0.00021597i,-0.00059114-9.9983e-05i,-0.0011406+0.00063975i,-0.00076741+0.0012027i,-0.00036123+0.0010801i,-0.00026879+0.00089923i,0.00029887+0.0010357i,0.00062092+0.00085969i,-6.3618e-05+0.00093678i,-0.00046175+0.00094001i,-0.00024949+0.00061514i,-0.00024791+0.00047697i,-0.00064654+2.8906e-05i,-0.00065723-7.255e-05i
-0.0011382-0.00017568i,-0.0009957-0.00010667i,-0.0010758+0.00010493i,-0.0020152+0.0014614i,-0.0022993+0.0019954i,-0.00067537+0.0013113i,0.00093969+0.0010918i,0.00095421+0.00072261i,0.00092387-3.2204e-05i,0.00082418+0.00013153i,0.0007745+2.5307e-05i,0.00087084+0.00057829i,0.00041484+0.0012108i,0.00039646+0.00047126i,0.00035383+0.00021352i,0.00045193+0.00048735i,0.00091938+0.00098756i,0.00040713+0.00092381i,3.8534e-05+0.00033037i,0.00060693-2.909e-05i,0.00088799+2.6881e-05i,0.00044052+0.00033356i,-0.00013816+0.00066129i
-0.00066351-0.00079326i,-0.00035536+0.00015899i,-0.00071504+6.6939e-06i,-0.00091933-0.00025706i,0.00047624+0.00021141i,0.0016689+0.00045218i,0.0012059+0.00045021i,0.00049245+0.00021393i,0.00040107+0.00043206i,0.00058582-0.00013259i,0.00029994-1.3801e-05i,-0.00011365+0.0011071i,0.00024554+0.00082337i,0.00086318-0.00011898i,0.0010221-3.4655e-07i,0.00055201+0.000653i,9.0414e-05+0.0011947i,0.00012943+0.00062831i,-1.462e-05-0.00019443i,0.00017067+0.00016718i,0.00017462+0.00013114i,-0.00037019-0.00021104i,-0.00064653-0.00034874i
-0.00019327-0.00096968i,-0.00032326-0.0005856i,-0.001285-0.00038047i,-0.0030482-0.00097775i,-0.0030076-0.0013985i,-0.0016696-0.00060187i,-0.00022716-0.00030794i,0.001683+0.000229i,0.0022216+0.00075454i,0.00088574+0.000261i,-0.00052189-0.00013847i,-0.00042999+0.00060392i,0.00067853+0.00090218i,0.0010815+0.00054558i,0.00082442+0.00058713i,0.0011006+0.00044617i,0.00088549+0.00090549i,0.000358+0.0013311i,0.00013737+0.00055903i,-1.3573e-05+0.00024546i,-0.00012869+0.00034557i,0.00023287+2.2709e-05i,0.0004526-0.00055862i
-0.0013507-0.00020209i,-0.0012177+0.00076617i,-0.0013234+0.0021927i,-0.0012077+0.0017046i,-0.0012811+0.0011547i,-0.00054251+0.001221i,0.00017764+0.0018842i,-7.8826e-05+0.0018301i,-0.00046446+0.00070588i,-0.00040935-1.2365e-05i,-0.00028127-0.00030997i,-0.00072139-7.679e-05i,-0.0010682+0.0007595i,-0.00038906+0.00058881i,-0.00017199-5.0548e-05i,-0.00016797-0.00012502i,-0.00024668-0.00036932i,-0.00042592-0.00021493i,0.00026625+0.00013601i,0.00018828+0.00045661i,-0.00078152+0.0004375i,-0.00068582-1.8197e-05i,-0.00019703-0.0003198i
-0.0018807-0.00073391i,-0.0014407-0.00017646i,-0.0022735+0.0012922i,-0.0024546+0.0014812i,-0.0020114+0.001345i,-0.00067142+0.000988i,0.00045045+0.00016223i,0.00075083-0.00024892i,0.0010053-0.00013628i,0.001023-7.5546e-05i,0.00088674+0.00039592i,0.00085116+0.00058517i,0.0009881+0.00080668i,0.00027414+0.0010343i,0.00011854-0.00011783i,0.00067922-0.00023851i,0.00080924+0.00051805i,0.00039684+0.00093315i,0.00030159+0.0013828i,0.00013341+0.00083048i,-0.00070689+0.00025628i,-0.0011569-0.00025154i,-0.00091273+9.2743e-05i
-0.0013982-0.00053255i,-0.00048701-0.00016422i,0.00010157-0.00062754i,-0.00062914-0.0010032i,-0.0016739-0.00026085i,-0.00047603+0.00039755i,0.0013786-0.00039731i,0.0013865-0.00087371i,0.0013672-0.00082911i,0.0016379-0.00070941i,0.0010452+7.9681e-05i,0.00013806+0.00060294i,0.00037966+0.00077595i,0.00093666+0.00099955i,0.00047509+0.00081275i,0.00037058+0.00026746i,0.00050715+0.00016743i,0.00064229+0.00033133i,0.0004274+4.021e-05i,-0.00021701+0.00038557i,0.00013747+0.00058591i,0.00062597-0.00024022i,0.00079566-0.00031299i
-0.0025501+0.00070248i,-0.0025421+0.00058198i,-0.0013838+0.0006923i,-0.00015488+0.00069382i,0.00046826-0.00019072i,0.00033902-0.00079712i,0.00022904+0.00047378i,-0.00010259+0.0013157i,-0.00042502+0.0012018i,-0.0012107+0.0013998i,-0.001568+0.0010984i,-0.00042273+0.00013684i,0.0002472-0.00034161i,0.00047615-0.00012013i,0.00050071+0.00025274i,-0.00042507+0.00010131i,-0.00074062-0.0002182i,-0.00080462+0.00068138i,-0.00056518+0.0010936i,-0.00019922+0.00061i,-0.00058092-0.00019049i,-0.00028438-0.0005206i,2.3544e-05-7.7148e-05i
0.001301+0.0032697i,0.00068083+0.0019024i,0.00079659+0.0010547i,0.00052188+0.00014414i,-0.00016188-5.1092e-05i,0.00020388-6.7159e-05i,0.00079783-3.4547e-05i,0.00060281+0.00046517i,0.00084364+0.00056538i,0.0012024-0.00014479i,0.0015448-0.00041653i,0.00054474+0.00045916i,-0.00040591+0.0013537i,-0.00016808+0.0014375i,0.00033691+0.0004772i,0.00011548-0.00042854i,-0.00018167+3.1704e-05i,0.0005496+0.0013108i,0.00050565+0.0009151i,0.00040386-0.00018188i,0.0006103-0.00047585i,8.7913e-06-0.0002901i,0.00014262+0.00021333i
0.00093022+0.00020426i,0.0011385-0.0003698i,0.0011544-0.00024513i,0.00042425+9.4452e-05i,-0.00034247-0.00020038i,-0.00064318+0.00020368i,0.00016573+0.00055005i,0.00088465+0.00057783i,0.0010437+0.00027045i,0.0010128-0.00017849i,0.0005727+0.00011161i,-9.3965e-05+0.00050384i,-0.00038344+0.00081241i,-0.00034776+0.00061732i,0.00024362+0.00025423i,0.00060173+0.00026641i,5.2058e-05+0.00020732i,9.0284e-05+0.00016163i,0.00066763+0.00045036i,8.8049e-05+0.00084044i,3.7058e-05+0.0010968i,0.00011455+0.00030729i,-2.8205e-05-0.00093567i
0.0010279-0.00096623i,0.0012068-0.00037611i,0.0010361-0.00095791i,-0.000359-0.001334i,-0.0013639-0.0013556i,-0.00025203-0.00096613i,0.0005088-0.0001943i,0.00098943+0.00042527i,0.00095578+0.00065558i,0.00073501+0.0006846i,-0.00019571+0.00048147i,-0.0009028+0.00052805i,0.00023625+0.0009109i,0.0014327+0.00090316i,0.00092732+0.00072939i,0.00011387+0.00053409i,9.9324e-05+0.00037718i,0.00031519+2.7072e-05i,8.9329e-05-0.00042791i,-0.00013963-0.00080555i,0.00019845-0.00085551i,0.00024773-0.00017722i,-0.00020122-0.00020046i
-0.00036841+0.00044487i,-0.00062534+0.0014295i,-0.0014919+0.0016865i,-0.00070035+0.0011936i,0.0001051+0.00032173i,0.00023866-0.00028482i,-5.3914e-05+0.00069066i,-0.00036046+0.0011257i,-0.00013476+0.00034203i,0.00039411+1.6467e-05i,0.00053268+2.8502e-05i,0.00015646+0.00049911i,-0.00010611+0.0013487i,7.2237e-05+0.00099632i,0.0003383+0.00085809i,5.5776e-05+0.0013564i,-0.00011105+0.00092179i,9.5047e-05+0.0012603i,2.6191e-05+0.0015221i,-5.3498e-05+0.00056206i,-0.0003797+0.00034408i,-0.00065194+2.2857e-05i,-0.00032734+9.8665e-05i
0.00012788+0.00028157i,0.00073826-0.00022334i,0.00079098+0.00067644i,-0.00030541+0.00078341i,-0.00019964-0.00040631i,0.00020908-0.00051295i,0.00094319-0.00077106i,0.0021522-0.00093628i,0.0022128-0.00035827i,0.0014134+0.00026342i,0.0011546+0.00057878i,0.00063923+0.00098053i,0.00047903+0.0010062i,0.00097992+0.00072904i,0.00057454+0.00059914i,0.00010817+0.00054796i,0.00026317+5.4872e-05i,-0.0002072-0.00070633i,-0.00043843+8.5715e-05i,-0.00019601+0.00071066i,-0.00022706-0.00046905i,-0.00059623-0.00094997i,-0.0005468-0.00037071i
0.00017699+0.0016829i,-0.00079146+0.0016083i,0.00013295+8.6803e-05i,-0.00021602-0.00056296i,-0.00083611-0.00060901i,6.1603e-05-0.00023343i,0.00051296+0.00011782i,0.00081466+9.8302e-05i,0.0019119+3.0885e-05i,0.0016696-0.00023474i,5.8193e-05+0.0001234i,-0.00068524+0.00049062i,-0.00028709-0.00034964i,0.00033139-0.00081586i,-0.00026005-0.00026445i,-0.00065389-9.5709e-06i,-0.00013429-0.00011664i,0.00045176-0.00032031i,0.0005957-0.00035189i,5.357e-05-0.00078426i,-2.7365e-05-0.0012748i,0.00031766-0.001027i,-0.00028561-0.00095607i
0.00027225+0.00087553i,-0.00043959+0.00058929i,0.00012778+0.0005535i,0.00058687-0.00012801i,9.4871e-05-0.00082756i,-9.6844e-05-0.00022773i,-1.0967e-05+0.00028281i,0.00093213+0.00056312i,0.0010769+0.00038556i,0.00046335+0.00011285i,-0.0002647+0.0002584i,-0.00096902+0.00051593i,-0.00073078+0.0010512i,-0.00053287+0.00086017i,-0.00079969+0.000455i,-0.00031429+0.0017255i,0.00059666+0.0023101i,0.00036778+0.00080052i,-0.00030056+0.000329i,-0.00062994+5.2636e-05i,-0.00068155-0.00094501i,-0.0001653-0.0007108i,-9.4372e-05-0.00014868i
-0.0006682+5.9297e-05i,0.00055721-7.8043e-05i,4.7804e-05+0.00072635i,-0.00068918+0.00052552i,-0.00064293-4.3921e-05i,-0.00023069+0.00011686i,0.00040844+0.00024358i,0.00085715+0.00035055i,0.00084792+0.00012694i,5.3341e-05+0.00059287i,-5.7686e-05+0.0011687i,-8.266e-05+0.0011051i,-0.00089326+0.00071805i,-0.00081719-3.9074e-05i,-0.00043847-0.0004967i,-5.6992e-05-0.0002649i,0.00052285+0.00027615i,0.00046455+0.00057307i,0.00071665+0.00045216i,0.0011302+0.00065559i,7.0767e-05+0.00085267i,-0.00030856+0.00058753i,0.00052232+0.00016891i
-0.0010129-0.0010775i,-0.0012583-0.00083119i,-0.0024214-0.00012045i,-0.0030452-0.00014734i,-0.0025787-0.00016665i,-0.001243+0.00038636i,-0.00047313+0.00036308i,-0.0002352-0.00025645i,0.00030219-0.0003818i,0.0014795-0.00039831i,0.0012948-1.8742e-05i,0.0003294+0.00031215i,0.00024568-9.3436e-05i,0.00038553-0.00090313i,0.0003272-0.0014369i,0.00054853-0.00071674i,0.0010606+0.00037076i,0.0011746+0.00097504i,0.00032429+0.0013081i,-0.00016962+0.00094516i,0.00022237+0.00017276i,0.00065323-0.00038533i,-9.5295e-05-0.00020966i
0.00033001-0.00034002i,0.00072302-0.00025013i,-0.0010068+0.00060396i,-0.00083824+0.00035737i,-0.00046629-0.0003919i,-9.2758e-05-0.00053517i,0.00077026+0.00028776i,0.00088203+0.00055953i,0.00081648-2.448e-05i,-0.00014704+0.00053903i,-0.0004707+0.00069751i,0.00076433+0.00027152i,0.001075+0.0003641i,0.00035763+0.00013645i,0.00030775-0.00028164i,0.00040634-2.4953e-05i,0.0006439-0.00048872i,0.0010244-0.0004483i,0.00020026-0.0002157i,0.00015289-0.0004351i,0.00058451-0.00068161i,0.0003532-0.00063667i,0.0001878+0.00016374i
-0.00062981+0.0018635i,-0.00051646+0.000645i,-0.00049932-0.0011414i,5.4047e-05-0.0017004i,0.00061484-0.0014764i,0.00028182-0.00095634i,-0.00011328-0.00041292i,0.00068807-0.00032426i,0.0014086+1.9752e-05i,0.0011213-0.0001133i,0.00085134-0.00024096i,0.00043906-0.00013542i,-6.731e-05+0.0004121i,-0.00030005+0.00069723i,0.00020955+0.00049395i,0.00046065+0.00097767i,-0.00010912+0.00099727i,1.591e-05+0.00017759i,-0.00058639+0.00064658i,-0.0005523+0.00066474i,0.00018545-0.00010157i,0.00059085-0.00022593i,0.00054742+0.00018259i
-0.001215+0.0016353i,-0.00083243+0.0016088i,-0.0009525+0.0021384i,-0.00097694+0.00178i,-0.00060118-0.00032633i,-0.00013749-0.00092397i,-0.00025105+0.00050318i,-0.0003225+0.00037286i,0.0008772-0.00043381i,0.0015138-0.00092936i,0.00073582-0.001136i,-0.00013955-0.00076591i,-9.4191e-05+0.00017632i,0.00011429+0.0005497i,-0.00010876+0.00015846i,1.7029e-06+0.0001064i,0.00016254+0.00073525i,0.00012705+0.001098i,-0.0001998+0.00072511i,-0.0001461+0.00078984i,0.00024441+0.00091068i,0.00019337+0.00044235i,0.00010613-4.6284e-05i
-0.00055023+0.0002199i,-0.00048727+0.0002462i,-0.0015325+0.00047764i,-0.0013542-0.00025031i,-0.00055515-0.000459i,0.00014872-5.8839e-05i,0.00039705-0.00028173i,0.00086139+0.00011677i,0.0011816+0.00075436i,0.0008483+0.00066319i,0.0002782-0.00036277i,0.00022659-0.00098933i,0.00010082-0.00052634i,0.00012264+0.00038155i,0.00045377+0.00084364i,0.0008159+0.00041993i,0.00088808+0.00064958i,0.00043178+0.00070147i,-0.0001552+0.00038252i,-0.00072422+0.00012633i,-0.00061845-0.00058603i,-0.00066043-0.0010883i,-0.00057099-0.0011249i
-0.0010379-0.0014586i,-0.00055543-0.0013925i,0.00043435-0.001478i,0.00013176-0.0010934i,-0.00080309-0.00065643i,-0.00068523-0.00025518i,0.00019724+0.00072778i,0.00097213+0.0014736i,0.0010153+0.0010116i,0.00019672+0.00064267i,-0.00062346+0.00089016i,-0.0011324+0.00084082i,-0.00085818+0.00058171i,0.00027969+0.00055723i,0.0004939+0.00063338i,-4.5027e-05+0.00019268i,0.00018763+0.00032337i,0.00012045+0.00081124i,-0.00095214+0.0006349i,-0.00013423+0.00051589i,0.0013662+0.00011563i,0.00055589-0.00038784i,-0.00054509-0.00035065i
-0.0027658+0.00032539i,-0.0021822+0.0013545i,-0.0023394+0.0022738i,-0.0012199+0.0018198i,-0.00034788+0.00063958i,0.00015539+0.00019368i,0.0010154+0.00049082i,0.0012705+0.00087528i,0.0011693+0.0006161i,0.0004778+0.00070633i,0.00034938+8.1062e-05i,0.00047989-0.00054435i,0.00014908-0.00049022i,0.00078035-0.00056212i,0.00091275+7.6149e-05i,0.00034575-0.00023735i,2.0396e-05-0.00050452i,-0.00030545+0.00012112i,-1.9579e-05+0.00012346i,-0.00024921+0.00040172i,-0.00028693+0.00035322i,-0.00016696+0.00010624i,-0.00045101+0.00066362i
-0.0014275-0.0010184i,-0.0021567-0.00025832i,-0.003041-0.0007246i,-0.0034608-0.00050419i,-0.0026747+0.00094772i,-0.00050126+0.0018292i,0.0011895+0.0011631i,0.0015829+0.00031313i,0.00088589+0.00013906i,-0.00018344-6.929e-05i,-0.00073515-0.0007494i,-0.0010407-0.0007478i,-0.00054794-0.00051657i,0.00063148-0.00011461i,0.00076397+0.00038313i,0.00067894-0.00030951i,0.00056123-0.0003981i,3.3543e-05-0.00035148i,9.0003e-05-0.00041307i,0.00011505+3.8917e-07i,0.00022182+0.00035259i,0.00019311+0.00025933i,0.00028709-0.00027469i
0.00021563-0.0010134i,0.00030269-0.00084359i,-0.00015027-0.0019583i,-0.00068141-0.0028206i,-0.00018698-0.002022i,-0.00018152-0.00031654i,-8.9764e-05+0.00033465i,0.0010966+0.00042656i,0.0017629+0.0011854i,0.001324+0.0013292i,0.00053659+0.0008847i,3.5133e-05+0.00054225i,-8.0069e-05+0.00062587i,0.00067841+0.001008i,0.001309+0.00061999i,0.0012454+0.00035302i,0.00085019+0.00027422i,0.00050857+3.3507e-05i,0.00021173+0.00032048i,6.2803e-05+0.00053443i,0.00041666+0.00054159i,0.0002664+0.00050088i,-0.00065857+0.00032341i
-0.00019919-0.00057461i,0.00024553+2.9772e-05i,-1.0112e-05+0.00051447i,-0.00035139-0.00037182i,1.815e-05-0.0011479i,0.00024612-0.00080247i,0.00024039+0.0004307i,0.0012956+0.0012786i,0.001652+0.0009669i,0.00047577+0.00029066i,-0.0007012+2.6084e-06i,-0.0010051+0.00051265i,0.00020319+0.00039063i,0.001589-1.1382e-06i,0.00019906+0.0011626i,-0.00084747+0.0014284i,-7.3147e-06+0.0011814i,0.00030302+0.0010712i,6.6316e-05+0.00038396i,6.427e-05+0.00021729i,-5.403e-06+0.00039507i,0.0003142-9.7718e-05i,0.00047293-0.0003454i
0.00017498+0.00024145i,-0.00093567+0.0010188i,-0.0012401+0.00071303i,-0.0014883+0.00033379i,-0.0013431+0.00038051i,-0.0004829+0.00043202i,-7.8624e-05+0.00090607i,0.00060805+0.00044783i,0.00083547-0.00045576i,0.00027452+6.6155e-05i,-0.00067436+0.0010708i,-0.0010123+0.0018052i,-0.00082637+0.0021466i,-6.8991e-05+0.0014118i,0.00071346+0.00033304i,0.00077989-0.00013017i,0.0016106+0.00043548i,0.0016659+0.0013767i,0.00088105+0.0012278i,0.00061677+0.00027521i,0.00018307+0.00034832i,-0.0001866+0.00026918i,0.00022573-0.00042834i
-0.0012772+0.0013054i,-0.00081146+0.0015164i,-0.00018944+0.0018344i,0.00039986+0.000347i,0.00060513-0.0002793i,0.0012348-0.00035239i,0.0014928-0.00060757i,0.0009385-0.00010065i,0.00077615+0.00041971i,0.0012092+0.00098661i,0.0011148+0.00078584i,-7.4307e-05+0.00090907i,-0.00073506+0.00049083i,-0.00019402+0.00035529i,6.1101e-05+0.00055152i,0.00024038+0.00028388i,0.00019299+0.00013277i,-3.0743e-05+0.00046505i,9.3977e-05+0.0010634i,0.00011981+0.00088702i,0.00014605+9.8662e-05i,-5.3432e-05-0.00067092i,-0.00047032-0.00054464i
-0.0030521+0.00082357i,-0.0027577+0.0010685i,-0.0018729+0.0018252i,-0.0015272+0.0017101i,-0.0012606+0.00084124i,-0.00023218-0.00035576i,0.0017337+0.00037139i,0.002336+0.001169i,0.0015644+0.00090205i,0.00095588+0.0004665i,0.00043211+0.00028639i,0.00030483-2.8985e-05i,0.0001412-0.00099754i,-0.00030285-0.0014781i,-0.00020918-0.00064379i,0.000365+0.00058658i,0.00048805+0.00064023i,8.046e-05+0.00052037i,-0.00042481-6.5034e-05i,-0.00073858-0.00065066i,0.00011253-0.00031579i,0.00099256-0.00034976i,0.00079134-0.00041816i
0.0011431-0.00096536i,-0.00012709-0.00089009i,-0.0011067-0.001484i,-0.0026156-0.0014756i,-0.0027843-0.0013556i,-0.0014461-2.4216e-05i,-0.00029802+0.00059251i,-6.7163e-05+0.00032617i,9.2656e-05+0.00072151i,0.0013022+0.00088689i,0.0013834+0.0012568i,0.00071563+0.0010702i,0.00046565+0.00079323i,0.00032034+0.0010694i,0.00024396+0.00061792i,0.00012481-0.00015084i,0.00016552+2.2776e-05i,0.00045814+0.00035644i,-7.991e-05+0.00072652i,-0.00089825+0.00016709i,-0.00033367-0.00079942i,0.00023721-0.00099774i,0.0001878-0.00042367i
0.0013044+0.0019399i,0.0015153+0.0017828i,0.00074722+0.00022452i,0.00083924-0.0010149i,0.00078455-0.0013145i,0.00036918-0.00086229i,0.0010695+0.00016155i,0.00091087+0.00054448i,0.0011241-1.9341e-05i,0.0015067-0.0003645i,0.00077873+3.7795e-05i,0.00019574+0.00013796i,-0.00017026+0.00032722i,-0.00097878+4.7729e-05i,-0.00075352+0.00025697i,-0.00014144+0.00078241i,0.000111+0.00075061i,0.00014376+0.00055758i,-0.00054908-0.00013471i,-0.00068052-0.00019663i,-0.0004514+0.00046951i,-0.00039138+0.00066076i,-0.00018504+0.00012839i
