-2.0701e-05-0.00058956i,0.00069586-0.0024604i,-0.00030897-0.0035351i,-0.0021885-0.0026395i,-0.0033878-0.0011806i,-0.0032576+0.00032778i,-0.0026193+0.0012968i,-0.0014844+0.0015208i,-0.00096304+0.0010295i,-3.3922e-05-0.0001786i,0.00069803-0.0010945i,0.00036543-0.00056809i,-0.00049388-0.00047205i,-0.0011391-0.00054535i,-0.00093602+0.00055462i,-0.0004929+0.0012885i,0.00049062+0.00045046i,0.00057293-0.00037388i,6.7418e-05-0.00027948i,7.3202e-05+7.0065e-05i,-5.8881e-05+8.9651e-05i,-0.00026393+0.00010095i,-0.00033521+0.00085606i
0.0045115+0.00077381i,0.0024675-0.00017305i,-1.2579e-05-0.00078329i,-0.0022466-0.00049346i,-0.0043262-1.7226e-05i,-0.0033338-0.00034901i,-0.0016298-0.00095558i,-0.0013342-0.0015308i,-0.0014026-0.0012159i,-0.00021716-0.00028654i,0.00037889+0.00067701i,-0.0010746+0.00081216i,-0.0016243+0.00043726i,-0.00073807+0.00020398i,0.00023701+0.00022855i,0.00057447+0.00037469i,8.7772e-06+0.00054644i,-0.00065526+0.00036252i,-9.0178e-05-2.5914e-05i,0.00059198-0.00019977i,0.0001947-0.00065137i,-0.00038103+1.0633e-05i,-0.00052088+0.00088152i
0.0063921+0.0023431i,0.0044551+0.0017562i,0.0013683+0.00059012i,-0.0013818+0.00045019i,-0.0026428+0.00018773i,-0.002621-0.00020577i,-0.0025743+0.00017499i,-0.0025559-5.1598e-05i,-0.0012718-0.0013509i,0.00055407-0.0009109i,0.00041016-0.00076425i,0.00018115+0.00019137i,-4.5435e-05+0.0020324i,-0.00024088+0.0022003i,0.00021105+0.0015605i,9.3908e-05+0.00075104i,-0.00024953+1.7562e-06i,-0.00023546-0.00035903i,-4.6142e-05-1.7839e-05i,-0.00011249+0.00062202i,-0.00056261+0.00047644i,-0.00082033+2.7885e-05i,0.00015051-0.0002129i
-0.00067004+0.0059281i,-0.0014884+0.0039768i,-0.001792+0.0018871i,-0.0024189+0.00085384i,-0.0037756+0.00033992i,-0.0034691+0.0010824i,-0.0015175+0.00036933i,-0.00027125-0.00083656i,-0.00056202-0.00020714i,-0.00062415+0.00036177i,-0.00057522+0.00022379i,-0.0011108+7.3707e-05i,-0.00061205+9.3032e-05i,-0.00031494+0.00029107i,-0.0012105+0.00059504i,-0.00099634+0.00060726i,-0.00012277+0.00094976i,0.00014574+0.0011703i,0.00030476+0.00048386i,0.000303+0.00020479i,6.1185e-05+0.00062138i,-0.00028087+0.00012346i,-0.00018912-0.00022846i
-0.0057354+0.0014218i,-0.004836+0.00064667i,-0.0040275+0.00017203i,-0.0038456+0.00139i,-0.0031194+0.0033943i,-0.0020196+0.0031579i,-0.0017005+0.00068504i,-0.0016596-0.0014399i,-0.0017079-0.00071919i,-0.001423+0.00057197i,-0.00075462-3.0574e-05i,-9.2242e-05-0.00046318i,0.00030342+0.00098307i,-0.00021961+0.0023136i,-0.0010223+0.002084i,-0.00046066+0.0013497i,0.00024168+0.00086969i,9.747e-05+0.00045617i,-0.00018842+0.00034538i,2.4008e-05+0.00089642i,0.00017986+0.0017045i,0.00024196+0.0014699i,0.00081739+0.00031385i
-0.002295+0.00048616i,-0.0038714-0.00023345i,-0.0031183-0.00045884i,-0.0022436-0.00075493i,-0.0033663-0.00089213i,-0.0032225+0.00078688i,-0.0018888+0.0010052i,-0.0018917-0.00012218i,-0.0024286+0.00029101i,-0.0018146+0.00024077i,-0.001083-0.00044814i,-0.0013518-0.00041024i,-0.0018513-0.00028697i,-0.0014463-0.00053881i,-0.00066719-0.00058326i,8.5085e-06-0.0003098i,0.0004861-0.00047106i,-0.00013058+0.0001207i,4.0729e-05+0.00052936i,-0.00046885-0.00040574i,-0.0015415-0.00052375i,-0.00083281+0.00051281i,0.00056905+4.8376e-05i
-0.0034612-0.0019394i,-0.001719-0.0028779i,-0.0012934-0.00079639i,-0.0024903+0.0014968i,-0.0034282+0.0019863i,-0.0026702+0.0016147i,-0.0015643+0.00091333i,-0.0019519-0.00052604i,-0.0024678-0.0019223i,-0.00079519-0.0019746i,0.00060665-0.0012413i,0.00050183-0.00066164i,0.00085223+0.0010243i,0.00097935+0.0014994i,0.00060446+0.00069138i,1.4001e-05+0.00043682i,-0.00045618-4.6906e-05i,-0.00039869-0.0003384i,0.00014289-8.0154e-05i,0.0001709+0.00042946i,-0.00044574+0.00024303i,-0.00072843+1.2659e-05i,0.00057316+5.2295e-05i
0.0014578-0.003835i,0.0010036-0.0027226i,-0.00024544-0.0012507i,-0.0017948-0.0007106i,-0.0028458+0.00043149i,-0.0034595+0.00098409i,-0.0031308+0.00069479i,-0.0020942-0.00017406i,-0.0011399-0.00025836i,-0.00040801+0.00061159i,0.00010235+2.9888e-05i,0.00029656-0.0015218i,3.359e-05-0.00086158i,-4.792e-05+0.000714i,0.00018184+0.00044143i,0.00052799-0.0005197i,0.00032668-0.00075585i,0.00019727-0.00053774i,0.00070717-0.00031101i,0.00081936-0.00020653i,0.00078346-0.00068279i,0.0014112-0.00097464i,0.0017516-0.00049016i
0.0034396-0.0029854i,0.0019581-0.004103i,-0.00019098-0.0025944i,-0.0020272-0.00031177i,-0.0030092+0.00030101i,-0.0037327+0.00056039i,-0.0037522-2.6281e-05i,-0.0025365-0.00064688i,-0.0010056-0.00085431i,0.00031751-0.00035604i,0.00068107+0.00018968i,0.00028997-0.00011901i,-0.00050712-0.00025392i,-0.0013461+0.00050006i,-0.00098141+0.00094798i,-0.00030448+0.00033843i,-0.00064987-8.1804e-05i,-0.001122+0.00032486i,-0.00074286+0.00032209i,0.0001837+9.1285e-05i,0.00025621+8.9366e-05i,0.00016278-7.8899e-05i,0.00050878+0.00038352i
0.0025789+0.0024562i,0.0038598+0.002658i,0.0024657+0.0027079i,-0.00032046+0.0012882i,-0.0016542-0.00034929i,-0.0014295-0.00061195i,-0.001073-0.00072577i,-0.0014697-0.00088825i,-0.0013285+0.00031203i,-0.00031519+0.0010728i,0.00064285+0.00099163i,0.00066223+0.0013775i,-0.0007402+0.00076687i,-0.0014491-0.00052478i,-0.00075864-0.00050084i,7.2607e-05+0.00033671i,0.00044121+0.0004193i,0.00011882-0.00033178i,0.00039012-5.1073e-05i,0.00084177+0.00010262i,0.00056935-0.00042152i,0.00055853-0.00039923i,0.00076802+0.00029262i
-0.00025334+0.0049986i,-0.00031405+0.0031761i,0.00067259+0.002217i,0.00011442+0.0019496i,-0.0013762+0.0004526i,-0.0013636-0.0010937i,-0.0010235-0.0013154i,-0.0013356-0.0013732i,-0.0018374-0.00086919i,-0.0013505-0.0007455i,-0.00065066-0.00086467i,-0.00056951-0.001176i,3.253e-05-0.0015617i,0.00081816-0.00079037i,0.00041419+0.00079038i,0.00016174+0.0014439i,0.00053012+0.00066521i,0.00035788-0.00017204i,0.00010974-0.00020734i,0.00061122-7.2578e-05i,0.00051673+0.00042488i,0.00060271+0.00055326i,0.0008572+0.00015883i
-0.001774+0.0057843i,-0.0011384+0.005202i,-0.00023631+0.0043073i,3.8189e-06+0.0035605i,-0.00034016+0.0021697i,-0.0002686+0.00026781i,-0.0004558-0.0014687i,-0.0012299-0.0013763i,-0.0013845-0.00019796i,-0.00079845-0.0004994i,-0.00024484-0.0011407i,-0.0001431-0.00054677i,-0.0006326+0.00042265i,-0.00094975+0.00056762i,-0.0011846+0.00016054i,-0.00091156+0.00021238i,0.00024751-0.00031517i,0.00034412-0.00043455i,-0.00061972+0.00014898i,-0.001328-5.1341e-05i,-0.0014124+0.00017459i,-0.001444+0.00063981i,-0.0011223+0.00067944i
-0.0017788+0.002958i,-0.0018849+0.0018229i,-0.0006808+0.0011877i,-0.00069401+0.00094576i,-0.0020351+0.00039121i,-0.0026197+0.00047932i,-0.0025197+9.3066e-05i,-0.002184-0.0010949i,-0.0019856-0.0011735i,-0.00087192-0.00054742i,0.0004348-0.00046655i,-5.4308e-05-0.00023048i,-0.00037882+6.9673e-05i,4.7113e-05-0.0002665i,0.0005618-0.00019648i,0.00078746+0.00030122i,0.00027127-0.00038225i,0.00035225-0.00095348i,0.00020187-0.001062i,0.00022422-0.00070639i,0.00070857+2.548e-05i,0.00056024+0.00017914i,0.00058883-0.00038075i
-0.0064837-0.0019435i,-0.0052634-0.00025618i,-0.0051101+0.0026988i,-0.0044419+0.0044763i,-0.0037933+0.0043483i,-0.0026385+0.0028069i,-0.00090935+0.00058052i,-0.00069584-0.0010588i,-0.0011928-0.00082266i,-6.5144e-05+0.00032301i,0.00047487+0.0012827i,-0.00052894+0.0011878i,-0.0013596+0.00070788i,-0.0010364+0.00069339i,-8.0262e-05+0.00091975i,0.00012815+0.00052757i,0.00045392-0.00010689i,0.0003137+0.0004775i,-0.00065437+0.00050065i,-0.00053353-0.00013139i,-0.00063097-0.00038417i,-0.0012521+0.00027279i,-0.00026976+0.00086058i
-0.0016597-0.0018124i,-0.0029128-0.00014017i,-0.0031952+6.1365e-05i,-0.0035998+0.00062809i,-0.0039585+0.0017426i,-0.0034764+0.0014339i,-0.0026617+0.00080726i,-0.0013758-0.00015357i,-0.001508-0.00063616i,-0.0016475-0.0006706i,-0.00087331-0.00069591i,-0.00039971-0.00074144i,-0.00053522-0.00016966i,-0.00027422+0.00039219i,0.00037817+0.00038593i,0.00040643+0.00034072i,0.00036526+0.00064273i,0.00055221+0.00039733i,0.00037394-0.00020085i,-0.00026862-0.00087623i,-6.9655e-05-0.00096567i,-8.3411e-05-0.00032086i,-0.00025603+8.9906e-05i
0.0036926-0.0016872i,0.0019097-0.0026602i,-0.00077197-0.0034378i,-0.0035584-0.0027891i,-0.00524-0.0017771i,-0.0045278-0.00055718i,-0.0023417+0.00038387i,-0.001451+0.00014584i,-0.0019765-0.00036387i,-0.0016153-0.00072378i,-0.00084993-0.0011902i,-0.00086866-0.00043839i,-0.00075468+0.00012265i,-0.00078873+0.00014507i,-0.00060446-0.00035481i,-0.00019555-0.00058727i,-0.00063012-0.00047314i,-0.00070716-0.00049906i,0.00014329+0.00017105i,0.0002204+0.00024857i,-0.00034641-0.00014341i,-0.00066838-7.8949e-05i,0.00011277+0.0003187i
0.0012898-0.0029848i,0.0010958-0.00099139i,-0.00098855+0.00038078i,-0.0025058+0.00070204i,-0.0024218+0.0016975i,-0.0014182+0.001268i,-0.0012201-0.0011747i,-0.0014256-0.002712i,-0.00098578-0.0019478i,-0.00011996-0.00074974i,0.00063881+0.00026639i,0.00066413+0.00042834i,0.00090747+0.00051241i,0.0006381+0.00040632i,0.00094579+0.00019951i,0.00082948+9.2458e-05i,0.00014121+0.00030888i,-2.7346e-05+0.00076816i,-3.2513e-05+0.00027988i,0.00011231-0.00019595i,0.00035776-0.00018911i,0.0001692-0.00034865i,0.00010067+5.0097e-05i
0.0020146+0.00037035i,0.0002492-0.0011804i,-0.00077514-0.0015999i,-0.0012748-0.00073057i,-0.001697-0.00056558i,-0.0016036-0.00029145i,-0.0017842-0.00072759i,-0.0013694-0.001109i,-0.00065067-0.00015001i,0.0002607+0.00023274i,0.00093418-0.00048866i,0.0010179-0.0011144i,0.00012578-0.00067557i,-0.0006041+0.00014382i,-8.5092e-05+0.00032094i,9.8001e-05+0.00065946i,-0.00032943+0.00042402i,-0.00047205-0.0002318i,-8.4057e-05-0.00013339i,0.00066885-5.7102e-06i,0.00055444+0.0001893i,9.8431e-05+0.00065547i,-0.00012131+0.00043935i
0.0020608+0.0023965i,0.0024337+0.0019545i,0.0011656+0.00036527i,-2.8265e-05+0.00048892i,-0.0012527+0.00064503i,-0.0013349-0.00017797i,-0.00071884+0.00039326i,-0.0016118+0.00077407i,-0.0018949+0.001222i,-0.0008049+0.0012581i,-2.5832e-05+0.00069102i,-0.00031245+0.00046391i,-0.00016365+0.00062722i,0.00037337+0.0007481i,4.3889e-05+0.00086147i,-9.7253e-06+0.00047537i,0.00027557+2.2834e-05i,0.00025042+5.215e-05i,-0.00020172-0.00021238i,-0.00046621-0.00019183i,0.0004099-8.7458e-06i,0.00062313+0.00020871i,0.00045042+7.7978e-05i
0.0012299+0.0046152i,0.00034606+0.0038317i,-0.00047716+0.00229i,-0.0018745+0.0022775i,-0.0027389+0.0026919i,-0.0022038+0.0018024i,-0.0018868+0.001042i,-0.0022091+0.00024569i,-0.0024118+0.00097112i,-0.0016738+0.0019871i,-0.00088359+0.0010745i,-0.0011955+0.00052664i,-0.0011967+0.0011206i,-0.0010864+0.0015187i,-0.00011522+0.0016215i,0.00095766+0.001641i,0.00060154+0.0013299i,-0.00050492+0.00037799i,-0.00067929-0.00037536i,0.00057773-0.00016104i,0.00088355+0.00024492i,0.00032615+0.00049618i,0.0005709+0.00072308i
-0.0025723+0.0016658i,-0.002576+0.00049095i,-0.0024592+3.8017e-05i,-0.003019+0.0011894i,-0.0032847+0.0016631i,-0.0014559+0.0013587i,-0.00053387+0.00065751i,-0.001663-0.00066782i,-0.0017329-0.0012196i,-0.00064155-0.00012883i,-0.00038012+0.00026952i,-0.0002043-0.00038845i,0.00018759-9.0908e-05i,-0.0004755+0.00014239i,-0.00048734+0.00010701i,8.0594e-05+0.00049485i,-0.00038277+0.00071i,-0.00054431+2.6826e-05i,0.00017182-0.00069015i,-8.737e-05-0.0007648i,-0.00096617-2.0901e-05i,-0.0012375+0.00087247i,-0.00072296+0.0011164i
-0.0028198-0.0013256i,-0.0023492-0.00010903i,-0.0030168+0.0012478i,-0.0042981+0.001072i,-0.0041642+0.00083862i,-0.0031515+0.0015691i,-0.0027854+0.0011216i,-0.0026281-0.00076723i,-0.0016249-0.001268i,-0.0012338-0.00031543i,-0.0013186+0.00070755i,-0.00088921+0.00046628i,-0.00066446+0.00037218i,-0.00038964+0.00091566i,-0.00066387+0.00043826i,-0.0012676-0.00064345i,-0.00069976-0.0010795i,-0.00029738-0.0006842i,-0.00060009-0.00044232i,-0.0009676-0.00067546i,-0.0012334-0.00079954i,-0.00083722-0.00068094i,-0.00050971-0.00079088i
0.0010278-0.00078046i,0.00023004-0.0015504i,-0.00049144-0.0014946i,-0.0030614-0.0014288i,-0.0045145-0.00081257i,-0.003702-3.0425e-05i,-0.0027537-0.00052087i,-0.0025303-0.00076099i,-0.0015159-0.00035399i,0.00015142+0.00012852i,-0.00048083-0.00024698i,-0.001345-0.00063765i,-0.00046157-0.00068388i,-0.00034961-0.00037462i,-0.0013126-0.00031747i,-0.0010061-0.00066296i,-0.00039092+0.00014557i,-0.00057544+0.00032064i,-2.0648e-05-0.00044652i,0.00040072+0.00038914i,0.00015983+0.00061773i,-0.00031887+0.00051015i,-0.00062753+0.00090331i
-0.0025617-0.0032192i,-0.0025611-0.0014818i,-0.0030036-0.0002138i,-0.0037569+0.00050261i,-0.0038048+0.001253i,-0.0028091+0.0010465i,-0.00122+0.00037859i,-0.00037759-0.00082507i,-0.00027224-0.0018865i,-0.00036399-0.0017468i,-3.4009e-05-0.0008833i,-1.9083e-06-0.00086924i,0.00015537-0.00054474i,0.00020757+0.00031503i,-0.00028853+0.0009792i,-0.00028696+0.0012827i,5.6099e-05+0.0014716i,-0.00017099+0.00091709i,-0.00058644+0.00043692i,-0.00074648+0.0003098i,-0.00047698-0.00072439i,-0.00011475-0.0012788i,-0.00078115-0.00072374i
0.0037594-9.8406e-05i,0.0024131-0.0012227i,-5.0216e-05-0.0020213i,-0.00028262-0.0017156i,-0.00043418-0.00068075i,-0.0012495-0.00059717i,-0.0018219+0.00015845i,-0.0025703+0.00042488i,-0.0019589+1.5158e-06i,-0.00071016-0.00043134i,-0.0001281-0.00061031i,-6.7856e-05-2.035e-05i,0.00016195+0.00010957i,0.00081902+0.00093426i,0.00070924+0.0011862i,0.00034647+0.001101i,0.00027382+0.00075601i,-1.9618e-06-0.00016086i,0.00018247-0.00073311i,0.0010437-0.0010795i,0.0013554-0.00082527i,0.00072298-0.00013802i,0.00029658+0.00040425i
0.0018777+0.0026535i,0.0015327+0.0015584i,0.0015635-0.00081832i,-0.00032781-0.0014346i,-0.0023534-0.0002862i,-0.0022745+0.00027119i,-0.0018109+5.7348e-05i,-0.0012633-2.6198e-05i,-0.00022508-3.2713e-05i,0.00098091+0.00091785i,0.00096877+0.00064533i,0.00022021-0.00027422i,-0.00074158-0.00032618i,-0.00072912-0.00021984i,3.5404e-05-2.2376e-05i,0.00083198-0.000201i,0.00088551+0.00010145i,0.00044637+0.00055043i,5.8418e-05+0.0010263i,-0.00041373+0.00095731i,-0.00087027+0.00025668i,-0.00088486+0.00036572i,1.6213e-05+0.00026756i
-0.0010201+0.0018696i,-0.0016731+0.0020182i,-0.0022327+0.0023299i,-0.0032567+0.0031439i,-0.0034065+0.0026398i,-0.0025388+0.0022148i,-0.0013154+0.0010737i,-0.001085+0.00012424i,-0.00087134+7.8528e-05i,7.1141e-06+0.00064108i,0.00058323+0.0012563i,0.00092472+0.0010842i,0.00061321+0.00055087i,0.00043604+0.00068667i,-0.00018318+0.0010017i,-0.00053803+0.0004709i,-0.00059936+0.00024393i,-0.000112+0.00064348i,0.00075963+0.00016601i,0.0005465+2.163e-07i,-0.00011503-6.8156e-05i,-7.1191e-05-5.6485e-05i,-7.1603e-05-0.00015932i
-0.00012642+0.0010312i,-0.00052858+0.00080661i,-0.00067546+0.00051805i,-0.0016707+0.00011318i,-0.0027272-0.00038139i,-0.0024328+0.00019403i,-0.0019466+0.00050797i,-0.0015446-0.00015862i,-0.0010353+0.00030753i,-0.00046442+0.00093037i,0.00017142+0.00081666i,0.00014374+0.0010426i,-3.2821e-05+0.00099436i,-0.00039716+0.00042741i,-0.00054839+0.00016365i,-0.00043138-0.00020486i,-6.052e-06-0.00077886i,0.00031345-0.0005922i,-0.00014887-0.00016578i,-0.00073725+0.00018091i,-0.00076907+0.0005299i,-0.00024309+9.6909e-05i,-8.8775e-05-0.000637i
-0.001331+0.0033843i,-0.00097294+0.0019943i,-0.00083819+0.0016769i,-0.0014475+0.00026035i,-0.0020889-0.0013525i,-0.0029444-0.0015247i,-0.0034858-0.00045985i,-0.0032649+3.1178e-05i,-0.0021914+4.0763e-05i,-0.001195+0.00032294i,7.6891e-05+7.5496e-05i,-0.00010436+0.00033189i,-0.0011289+0.0012359i,-0.00034389+0.0011313i,0.00026675+0.00084906i,0.00041689+0.00065976i,0.000407+0.0003112i,-0.00043106-9.1803e-05i,-0.00083161-0.0010738i,-0.0007506-0.00096462i,-0.00089431-0.00036821i,-0.00067121+0.00025042i,0.00035969+0.0010461i
-0.0046636+0.00050978i,-0.0039833+0.0015612i,-0.0029475+0.0023041i,-0.0026413+0.0019436i,-0.00099674+0.0010381i,-0.0001214+0.00012277i,-0.001547-0.0012074i,-0.0025832-0.0021558i,-0.0021508-0.0016403i,-0.00075051-0.00077281i,-0.00028512-0.00088277i,-0.0010188-0.0010978i,-0.0009287-0.0011883i,-0.00041764+0.0001151i,0.00012169+0.0017962i,0.00024801+0.0014676i,0.00038582+0.00032115i,0.00055889-0.00052974i,-6.6097e-05-2.7493e-05i,-0.00067873+0.00074918i,-0.0010407+0.00069772i,-0.00078909+0.00099198i,1.1691e-05+0.00076455i
0.00019307-0.0026417i,-0.00035146-0.0020086i,-0.0014645-0.001335i,-0.0033641-4.5697e-06i,-0.0040315+0.00099201i,-0.0027522-0.00012347i,-0.0010896-0.0010654i,-0.00051726-0.00097002i,-0.0001181-0.00053278i,8.5226e-05-0.00030454i,-0.00030436-6.1422e-05i,-0.0010617+0.00070732i,-0.0016267+0.0005691i,-0.0012828+0.00031592i,-0.00042561+0.00088533i,0.00028846+0.00049672i,0.00041065+0.0001182i,-0.00069257+0.00015918i,-0.00036723-9.8741e-05i,-0.00022033-0.00040168i,-0.00082099-0.001122i,-0.00041891-0.0015615i,0.00021276-0.00073418i
-5.6193e-05-0.0001846i,-9.9664e-05-0.00020534i,-0.0016153-0.00051273i,-0.0025886-5.6813e-05i,-0.0021752+0.00011966i,-0.00096823-0.00073914i,-0.00032084-0.0011675i,-0.00033644-0.0014296i,-0.00097531-0.00090965i,-0.0011352-0.0001909i,-0.00081949+7.0787e-05i,-0.0004741+8.2118e-05i,2.2423e-05+8.7107e-05i,-0.00040272+0.00012137i,-0.00040585+0.00042565i,0.00024084+0.0005479i,1.0377e-05-0.00014379i,-0.00014022-0.001351i,0.00023591-0.00099486i,0.00024154-0.00025233i,0.00074514+4.9386e-05i,0.0010285+0.000654i,0.00020262+0.00082506i
0.00048103-0.0006015i,0.00059607-0.0004282i,0.00018608+0.00026125i,-0.00098452+1.1362e-05i,-0.0018372+0.00023004i,-0.0017968-4.1979e-05i,-0.00079711-0.00092292i,-0.00087742-0.00073635i,-0.00067662-0.00046229i,0.00080725-8.0627e-05i,0.0016428-0.00028088i,0.00072368-0.00061839i,-0.00081176-0.00062562i,-0.00069511-0.00067247i,-3.7695e-06+0.0001466i,0.00038646+0.00014107i,0.00080148-0.0007172i,0.0005342-0.00067563i,0.00056959-6.5376e-05i,0.00040835+0.00032325i,0.00057991+0.00018518i,0.00041062+0.00018922i,-0.00052523+0.00073847i
0.00020707+0.00041923i,-0.00093029+9.4004e-05i,-0.0026658-0.00075023i,-0.0028746-0.00041427i,-0.0021642+0.00094679i,-0.0011257+0.0016291i,-0.00035006+0.00044146i,-0.00040118-0.00060087i,-0.00025136-0.00020062i,5.9343e-05-0.0001654i,0.00038322-0.0002931i,0.00047881+0.00027226i,0.00010661+0.00091525i,4.3966e-05+0.0014771i,0.00022543+0.0016691i,0.00022464+0.001527i,0.000788+0.0013468i,0.00060655+0.0010767i,-0.00034604+0.00022203i,0.00011116+2.1565e-05i,0.001028+0.00064982i,0.0010186+0.00028279i,0.00036893-7.3627e-05i
-0.0014198+0.0010556i,-0.00076562+0.00041754i,-0.0016854+0.00039389i,-0.0026155+0.0010029i,-0.002766+0.001701i,-0.0015006+0.0019697i,-0.00088717+0.00052776i,-0.0011504-0.00079698i,-0.0011897-0.00057457i,-0.0010563+0.00034912i,-0.00031506+0.00098683i,-0.0002538+0.0013791i,-0.00022487+0.00089938i,-3.9581e-05+0.00030147i,-0.00024424+0.00069801i,-0.0002742+0.00045118i,-0.0003603-0.00041323i,8.3029e-05-0.00072011i,-0.00018246-0.00014934i,-0.0010897+0.00037485i,-0.0012749+0.00038357i,-0.00080853+0.00051897i,-0.00081937+0.00064018i
-0.00028686-7.8999e-05i,-0.00092238-0.00061506i,-0.0012043+0.00041285i,-0.0018314+0.0008567i,-0.0027772+0.00024899i,-0.0026187-0.00066328i,-0.0014748-0.0012399i,-0.0014167-0.0013184i,-0.0020389-0.0011271i,-0.00078839-0.00097404i,-0.00014923-0.00047444i,-0.00044521-0.00025912i,-0.00059396-0.00069786i,-0.00087706-0.00056442i,-0.00089968+0.00047401i,-0.00022606+0.00091813i,0.00028506+0.00095929i,0.00011151+0.00059127i,-0.00020983+0.00014227i,-0.00064418+0.00063191i,-0.00022845+0.0011373i,7.1986e-05+0.00070034i,-9.5071e-05+8.7367e-06i
0.00012771+0.003297i,0.00048641+0.0015983i,-0.00065536+0.00036723i,-0.0018385+0.00040466i,-0.0022957+0.00065279i,-0.0021387+0.00018232i,-0.0017287-0.00039421i,-0.0020276-0.0010583i,-0.0016667-0.0011613i,-0.00062478-0.00055776i,0.00014438-0.00025522i,-0.00016505+3.8769e-05i,-0.00077821+0.00061141i,-0.00075327+0.0011012i,-0.00028214+0.00064911i,0.00017669-0.00020876i,0.00089312-0.00041964i,0.00016737-0.00014866i,-0.001174+0.00028431i,-0.0017959+0.00050292i,-0.0016121+0.0011558i,-0.00076275+0.0012499i,-1.2941e-05+0.00097999i
-0.0016274+0.00058565i,-0.0016853+0.00028845i,-0.0019667-0.00013826i,-0.0028304+0.00021792i,-0.0030576+0.00089802i,-0.0030541+0.0005029i,-0.0017084-0.00082871i,-0.0012176-0.0012967i,-0.001684-0.00063583i,-0.0010898-6.0404e-05i,-0.00070481+0.00074681i,-0.00074568+0.0012524i,-0.0011293+0.0015668i,-0.0015517+0.0015517i,-0.00064336+0.00072633i,4.326e-06+0.00022615i,1.2362e-05-0.00013672i,0.00021389+0.00016747i,4.1496e-05+0.00048274i,-0.00061611-9.3941e-05i,-0.00085921-0.00051359i,-9.2689e-05-0.00026334i,0.0001063-0.0006044i
-0.0027827-0.0018716i,-0.0034093-0.001398i,-0.0034465-0.00058134i,-0.0030573+0.00013637i,-0.003039+0.001616i,-0.0017643+0.0014622i,-0.00052044-0.00034858i,-0.00060237-0.0010753i,-0.0011057-0.00034484i,-0.0006746+0.00089985i,0.0002995+0.00088346i,0.00062448+0.00060294i,0.00059925+0.0012549i,0.00054693+0.0015984i,0.00023138+0.001391i,-0.00022595+0.0010767i,-0.00020297+0.00040898i,0.00012411+0.00016432i,0.00020094+0.0003438i,0.00012659+0.00041329i,-9.0739e-05+0.00049805i,-0.00039338+6.601e-05i,-0.00038928-0.00029719i
-0.00048002-0.00052157i,-0.00079204-0.0010128i,-0.0023701+0.0001231i,-0.0036518+0.00102i,-0.0035591+0.00099538i,-0.0024514+0.00085363i,-0.0010041+0.00075451i,-0.00077894+0.00010003i,-0.00054818-0.00062065i,-0.00012666+0.00069701i,-0.00016279+0.0010351i,-0.00072563-0.00021182i,-0.00085335-0.00023815i,8.3771e-05+0.00075516i,0.00030775+0.0009192i,0.00045137+0.0010117i,0.00077927+0.00036872i,-3.4363e-05-0.00010252i,-0.0010387-0.00013974i,-0.00090943-0.00032724i,-0.0005846-0.00013863i,-1.0583e-05-0.00024759i,0.00061706-0.0004279i
0.00069234-0.0024824i,-0.00029779-0.0030894i,-0.0015651-0.0012485i,-0.0022466+0.00017276i,-0.0034548+0.00091436i,-0.0032409+0.0012777i,-0.0011998+0.00055056i,-0.00049572-6.6564e-05i,-0.00088108-2.5563e-05i,-0.0006767+0.00095252i,-0.0006387+0.0014343i,-0.00062169+0.00058065i,-0.00039553+0.00047437i,7.566e-05+0.00098809i,0.00014183+0.0012321i,0.00020774+0.0011574i,0.0007451+0.00063035i,0.00048642-0.00046512i,-0.00028772-0.00047176i,-0.00028899-0.00043571i,0.0004456-0.00048372i,0.0010614+0.00011206i,0.00080896+0.00039419i
-0.00050762+0.0019262i,-0.00019+0.0014184i,-0.00028383+0.00095278i,-0.0014038+0.00096715i,-0.0024614+0.0010802i,-0.0023025+0.001157i,-0.0021516+0.00040923i,-0.0025824-0.00035788i,-0.0017265+0.00082088i,-8.3865e-05+0.0011427i,0.00077826+0.00049103i,0.00060131-0.00037412i,0.0006223-0.0004248i,0.00033836+0.00048236i,-0.00010449+0.00058825i,-0.00034849+0.0001001i,0.00033857-0.00041845i,0.0011476-0.00090856i,0.0011885-0.00062276i,9.8008e-05-0.00040398i,0.00024805-0.00028051i,0.00084429+0.00023891i,0.0004803+0.00080403i
-0.0026883+0.0011966i,-0.0021898+0.0025192i,-0.0022003+0.0028555i,-0.0022042+0.0026824i,-0.0024632+0.0024793i,-0.0025142+0.0010296i,-0.0017892-0.00043159i,-0.0013476-0.0011056i,-0.0014676-0.001029i,-0.0010863-0.000144i,-0.00021127-0.00025189i,-0.00020623-0.00028026i,-0.00034726+0.0010649i,-0.0009024+0.0015644i,-0.00013758+0.0006192i,0.00089025+3.0628e-05i,0.00090786-0.00013555i,0.00056737-0.00050779i,0.00021778-0.00086667i,0.00016279-0.00076257i,0.00075682-0.00043276i,0.0011055+0.00058808i,0.00061533+0.0008834i
