0.0014898+0.00026358i,0.0022459-0.00024533i,0.0016239-0.0013668i,9.2577e-05-0.0023042i,-0.0015315-0.0017383i,-0.0019383+0.00025802i,-0.00070039+0.0017023i,0.00055509+0.0017456i,0.0011909+0.00062066i,0.00075064-0.00072181i,0.00047235-0.00079051i,0.00027934-0.00056085i,-3.5011e-05-0.0010194i,-0.00012768-0.00053023i,0.00054488+0.00042296i,0.00086925+0.00049315i,0.00041488-6.1593e-05i,-5.7511e-05-0.00059107i,-0.0009307-0.0012366i,-0.00060649-0.0016824i,-0.00022989-0.001068i,7.9918e-05+0.00023731i,0.0011489+0.0010178i
-0.0012991-0.0009845i,-0.00075572-0.00070473i,8.784e-05-0.00020567i,-0.00040064+0.00066434i,-0.00075144+0.00089465i,-0.00098936+0.0013404i,-0.00038589+0.0015958i,0.00049027+0.00040522i,0.00069684-0.00039698i,0.00053348-0.00057124i,0.00048322-0.00053654i,4.0898e-05-0.00064241i,-0.00099226+0.00014814i,-0.0017534+0.00064698i,-0.00072782+0.000902i,0.00066327+0.00087642i,0.00092081+0.00019742i,0.00097826-0.00012529i,0.0004523-0.00010289i,0.00028293+0.00025337i,0.00067439-0.00013724i,0.0010579-0.00029246i,0.0010695-0.00025289i
0.0027103-0.00021675i,0.0019713-0.00046284i,0.0026389-0.0020125i,0.0012966-0.0017879i,-0.0014379-0.00096386i,-0.000978+3.9519e-05i,-0.0001555+0.00020822i,0.00017472-0.00014188i,0.00014232+0.00043605i,-0.001403+0.0002223i,-0.0017678-0.00071566i,-0.0009145-0.0016502i,-0.000601-0.0020236i,-0.00039552-0.0016015i,-0.00020251-0.00075288i,0.00035886-0.00010915i,8.6662e-05+0.00019171i,-0.0010307-0.00022809i,-0.0011285-0.00038562i,-0.00067748+0.00016315i,-0.00019507-8.457e-05i,-0.00016233+2.0309e-05i,-0.00013247-0.0001004i
-0.0013583+0.0024039i,-0.0020912+0.0031324i,-0.0021076+0.003614i,-0.00092626+0.0022728i,-0.00031959+0.00071792i,-0.0003459+0.001665i,-0.00088398+0.0024069i,-0.0003951+0.00072139i,0.00087372-0.00027528i,0.00044372+0.00038486i,-0.00011636+0.00057963i,0.00014926-5.3248e-05i,-7.1959e-05-0.00053097i,0.00013182-0.00016415i,0.00038214+0.0004682i,0.00047034+0.00024998i,8.1287e-05-0.00017976i,-0.0003482-0.00014149i,0.00027014+1.1832e-05i,-7.857e-05-0.00026232i,4.7161e-05+0.00016752i,0.0010164+0.00067694i,0.00062788+0.00064855i
0.0031224+0.00025067i,0.0032675-0.00036488i,0.0031576-0.001413i,0.0016201-0.0026414i,0.00049505-0.003057i,-4.305e-05-0.0021563i,3.0627e-05-0.0013073i,0.00087569-0.00097722i,1.7282e-05-0.001356i,-0.0011172-0.0014402i,-0.00087349-0.0011986i,-0.00052475-0.001092i,-0.00050141-0.0010385i,-0.00053483-0.0015544i,0.00010512-0.001145i,0.00040223+9.66e-05i,0.00032193+0.00044699i,0.0004583-0.0003202i,0.00065246-0.00075222i,0.0010084-0.00067143i,0.00092536-0.0010434i,0.00014029-0.0011572i,-0.00067065-0.0015659i
5.7087e-05+6.9336e-05i,0.00047191+0.00066445i,0.00034847+0.0026061i,0.00043803+0.0015826i,-0.00085397-0.00095678i,-0.0015286-0.0013031i,-0.00084355+0.00026788i,-0.00089671+0.00048235i,-0.00057637-0.00048564i,-5.7423e-05-0.0009433i,-0.00034024-0.001102i,-0.00030616-0.00073273i,0.00012054-0.00062832i,0.00017789-0.00068687i,-5.3646e-06+0.00020796i,-1.8794e-05+0.00073635i,0.00094508+0.00050152i,0.0010783+0.00032542i,-0.00012731-2.6012e-05i,-7.1522e-05+0.00037462i,0.000391+0.00039847i,0.00072522-0.00026312i,0.00063713-0.00020025i
-0.0029457-5.2283e-05i,-0.0026175-0.00036509i,-0.0025477+0.0017373i,-0.001647+0.0029674i,-0.00019824+0.0023779i,5.0092e-05+0.0023522i,-0.00014917+0.001932i,0.00056216+0.00077111i,0.00062749+0.00078564i,3.8224e-05+0.0011124i,0.00057598+0.00037077i,0.001265-0.00051379i,0.00063817-0.00072535i,0.00053533-0.00052988i,0.0010364+0.00030706i,0.0010345+0.00029128i,0.00039428-0.00026756i,-0.00015699-0.0011999i,-0.00036476-0.0016755i,0.00027067-0.00086553i,0.00089971+0.00015427i,-0.00039312+0.00049738i,-0.00084238+0.00055188i
0.00071955-0.00025849i,0.0015265+0.000292i,0.0011057-0.00015818i,0.00014463-0.0010244i,-0.00049526-0.0014124i,-0.00056241-0.00077431i,0.00036351-3.668e-05i,0.00077662-0.00053923i,0.00048171-0.0010036i,-0.00021146-0.00057326i,-0.00028486-0.00059397i,0.00051422-0.00065329i,0.0001952+0.00020763i,-0.00076679+0.00080549i,-0.001272+0.0007952i,-0.000693-0.00014878i,0.00030344-0.00074548i,0.00013913-0.00056112i,-0.00017419-0.0005701i,-0.00035411+0.0006046i,-0.00015158+0.0014207i,0.00087833+0.00038407i,0.0010001-7.4511e-05i
1.6661e-05-0.0010313i,-0.00040225-0.00031068i,-0.0011926-0.0001851i,-0.0015024+0.00022225i,-0.0011999+0.00069051i,-0.00065849+0.00042626i,-9.6366e-05+0.00035488i,2.3449e-06-0.00037313i,0.00022094-0.0015279i,-0.00048905-0.0011043i,-0.0016141-0.00083265i,-0.0013079-0.0011302i,-0.0006779+0.00015302i,-0.00061788+0.00078641i,-0.00042679+6.0641e-05i,0.00033022+0.00033559i,0.00017833+0.00071504i,-5.9117e-05+0.00049103i,-8.1264e-06-0.00018434i,-0.00035282-0.00064523i,-0.00028984-0.00028474i,-0.00024691+8.7414e-05i,-0.00066906+0.00073043i
-0.00033211-8.2719e-05i,0.0015151-0.0009967i,0.0014177-0.00092166i,4.4508e-05-0.0014965i,-0.00057737-0.0019707i,-0.0010935-0.001567i,-0.0010569-0.0006778i,0.00029409-2.9997e-06i,0.0011483-0.00014451i,0.00090437-0.00068757i,0.00039581-0.00070799i,-4.7719e-05-0.00018998i,-0.00034984+9.3675e-05i,-0.00063884+0.00018914i,-0.00030058+0.00023106i,0.00042059+0.00012091i,0.00010073-0.00024778i,-0.00094304-0.00029627i,-0.0012267-0.00039749i,-0.00057282-0.00081341i,0.00043013-0.00027958i,0.0001783+0.00033001i,-0.00020981+0.00031106i
-0.00083221+0.001215i,-0.0014041+0.0019779i,-0.001171+0.0014103i,-0.00069355+0.0015751i,-7.9876e-05+0.0022338i,0.00089154+0.0021652i,0.00079516+0.0018437i,8.8488e-05+0.00098428i,-0.00049034-0.00020971i,-0.0010848-0.00087456i,-0.00043146-0.0010109i,0.00058184-0.00024371i,0.00032641+0.0005155i,-0.00055012+0.00045121i,0.00038243-0.00021196i,0.001192-0.00017504i,-0.00013572-3.4849e-05i,-0.0010978-0.00037477i,-0.00080508-0.00032552i,-0.00058624-0.00024246i,-0.00065319+0.00011429i,-0.00033682+0.00031092i,1.4551e-05+0.0001304i
0.0013643-0.0019953i,0.00079689-0.0027249i,-0.00035996-0.0023421i,-0.0013338-0.00092028i,-0.001244-0.00062809i,-0.0015901-0.00022041i,-0.0013013+0.0012535i,-0.00033205+0.0016529i,0.00018942+0.00016274i,-9.5821e-05-0.00078405i,-0.00057006-0.00098011i,-0.00027958-0.00097533i,-0.00010979-0.00062832i,-0.00031533-0.00036579i,-0.00016279-3.8255e-05i,-0.00085853+0.00050411i,-0.0010259+4.6024e-05i,-0.00069147-0.00085936i,9.927e-05-0.0013044i,0.00063031-0.0008931i,0.00048695-2.611e-06i,6.0332e-05-0.00015406i,-0.00013951-0.00019453i
-0.0012567+0.00040601i,-0.00075771-4.9855e-05i,-0.00069666+0.00021075i,-0.00089474+0.00010712i,-0.00075319+0.00017778i,-0.00021299-0.00025198i,0.0001082-0.00040335i,-5.0524e-05-0.0003401i,-0.00039559-0.00070109i,-0.00099776-0.00025134i,-0.0011627-0.00045123i,-0.00091214-0.000329i,-0.0010295+0.00048021i,-0.0011147+0.00030539i,-0.00062912+0.00061768i,-0.00024294+0.00049084i,-0.0004645-0.00016251i,-0.00054398-0.0003196i,-0.00035147-0.00024611i,1.2581e-05-0.00014888i,0.00023468+0.00046767i,-0.00049852+0.0011916i,-0.0011845+0.00094937i
0.00047019-7.3462e-05i,0.00029009+1.3368e-05i,0.00069725-0.00067953i,0.0011382-0.00090775i,0.00064797+0.00014034i,-0.00023608+0.00079911i,-0.00061711+0.0004336i,6.4178e-05-0.00054135i,0.00089944-0.00097336i,0.00028758-0.00031434i,-0.00066647+6.4845e-05i,0.00014315-0.00014678i,0.00049603+0.00028318i,0.00034961+0.00072903i,0.00023526+0.00063459i,-0.00037015+0.00032396i,-0.00022542+0.00011268i,0.00013482+0.00043894i,-0.00056205+5.6333e-05i,-0.0012405-0.00028004i,-0.0010576-0.00030829i,-0.00059917-0.0007482i,-0.00070584-0.0011953i
0.0018306-0.0015699i,0.0029381-0.00057271i,0.0021329-0.0017589i,-0.00049903-0.0018405i,-0.0022631-0.00098714i,-0.0012462-0.00025091i,0.00069202+0.0005916i,0.00071474+0.00097531i,0.00012865+0.00035512i,-0.00040331-0.00034421i,-0.0010302-0.00015778i,-0.0001842-1.4147e-05i,0.00037478-0.0003927i,0.00025586-0.00038531i,0.00082323-0.00029843i,0.00034682-0.00074784i,-0.00084324-0.00090731i,-0.00023903-0.00087285i,0.00074663-0.00066528i,0.0001076-0.00056275i,-0.00048647-3.3366e-05i,-0.00043385+0.00058188i,-0.00089649+0.00041373i
0.00078412-0.0013653i,-0.00035817-0.0013197i,-0.0013874-0.0018091i,-0.0018975-0.0012415i,-0.0028733-7.8538e-05i,-0.0021496+0.00088413i,-0.0018693+0.0010032i,-0.0012745+0.00094431i,-0.00041945+1.7218e-05i,-0.00087963-0.0011111i,-0.00070423-0.0012959i,0.00027568-0.0011275i,-5.5771e-05-0.00053906i,-0.00076821+8.8681e-05i,-0.00093818+0.00058378i,-0.00092623+0.00081581i,-0.00065597+0.00044392i,-0.00018509-0.00029244i,-0.00037546-0.00070388i,-0.00029164-0.00058457i,0.00084509-0.00016607i,0.00086487+0.0003975i,1.3944e-05+0.00037288i
-0.00021993-0.0010478i,0.00024029-0.0010621i,0.0017847-0.00055533i,0.001656-0.00030226i,0.00065152+3.3005e-05i,0.00043978+0.00058771i,0.00019535+0.00035608i,-5.2339e-05+6.772e-05i,-0.00022715-0.00015972i,-0.00028293-5.2093e-05i,-0.00052873-0.0001348i,-0.00057925-0.00017912i,-7.5294e-06-5.067e-05i,0.00072164-5.2236e-05i,0.00055168+0.00020219i,0.00010717-3.9762e-05i,-2.2581e-05-0.00076668i,-0.00026895-0.00092776i,0.00011557-0.0012264i,-0.00016623-0.0010666i,-0.00078317-0.00050335i,-0.00065704-0.00074122i,-0.00020068-0.00080731i
-0.00059394+0.0013578i,-0.0022595+0.0030286i,-0.0023714+0.0031879i,-0.00079796+0.0014604i,0.0003414-0.00039934i,0.000682-0.00091346i,0.00040151-0.00013713i,0.00087097-0.00031266i,0.00097644-0.00096867i,0.00046532-0.00057076i,0.00042649-0.00055669i,0.00044335-0.00057888i,0.00020899-0.00052165i,-0.00014228-0.00040955i,-0.00042489-0.00012059i,-0.00014564+0.00013106i,2.0659e-05+0.00049823i,-0.00019674+0.00010547i,-0.00036184-0.00035354i,-0.00037581-0.00052247i,0.00016023-0.00063907i,0.00027829-0.00034815i,0.00016224+0.00089357i
0.0010099-2.6335e-05i,-5.6011e-05-0.00051163i,0.0011989-0.0011753i,0.0014053-0.0018733i,-0.00015082-0.0015744i,-0.00064789-0.00065872i,-0.00010551+0.00045063i,8.2413e-05+9.9603e-05i,-0.00033309-0.00046382i,-0.0003433-0.00042225i,-0.00016111-0.00082945i,-0.0002131-0.0005949i,-0.00041456-0.00018922i,-0.00085439-0.00016449i,-0.00114-0.00015507i,-0.00027804-0.0003356i,0.00029982-0.00028293i,-0.00033714+0.0002088i,-0.0006818+0.00054612i,-0.00031895+0.00050743i,-0.00022816+0.00042086i,0.0003764+0.00057137i,0.00025593+0.00080304i
-0.00030914+0.0015547i,-0.00044902+0.0014922i,-0.00053412+0.0023383i,-0.00075445+0.0022707i,-0.00086995+0.0010503i,-0.00051312+0.00073403i,0.00031269+0.00071469i,0.00059371+0.00040766i,0.00044587-5.5224e-05i,0.00041039-0.00019811i,0.0004336-0.00052488i,0.00026185-0.00059379i,-0.00022712-0.00093119i,-0.00039257-0.00039253i,-0.00070174+9.5282e-05i,-0.00074781-0.00017298i,-0.00056259+0.00034971i,-0.00041609+0.00051934i,-0.00021763+9.7859e-05i,-0.00028891-0.00077352i,0.00041337-0.00063253i,0.00086159+0.00017101i,0.00090872+0.00020873i
-0.0024436-0.0018599i,-0.0018873-0.0024509i,-0.0026214-0.0025762i,-0.0027141-0.0017171i,-0.0021431-0.00040512i,-0.00071472+4.6456e-05i,0.00046652+0.00028911i,0.00054396-0.00034153i,1.6856e-05-0.000537i,-0.00080306+0.00034032i,-0.0005109+0.0007321i,0.00017993+0.00023495i,0.00024834-0.0003065i,0.00023558-0.00066562i,0.00037854-7.4693e-05i,0.00059161+0.00028788i,-7.3873e-05-0.00012764i,-0.0010668-0.00036945i,-0.0007986-0.00063788i,0.00056922-0.0006778i,0.0015544+0.00019762i,0.00091739+0.00078705i,0.00014761+0.00072533i
-3.3617e-05+0.0020885i,0.00054875+0.0028636i,0.00088295+0.002287i,0.00034117+0.0011109i,-0.00081907+0.00061075i,-0.00151+0.0010902i,-0.0010409+0.0011262i,4.0982e-05+0.001256i,0.00026842+0.00093828i,0.00027433-0.00016667i,0.00032491-0.00076722i,-0.0001061-0.00081405i,-0.00026597+4.505e-05i,-3.9332e-05+0.00095448i,-7.0388e-05+0.00058283i,0.00020129+0.00012737i,0.00088361-5.7841e-06i,0.00046953+0.00023868i,-0.00016088+6.5491e-05i,0.00055281-0.00053143i,0.00067844-0.00070445i,1.0047e-05-0.00019463i,-0.00047467+0.00018568i
0.0015207+0.0020365i,0.0010643+0.0017642i,0.0022434+0.0011323i,0.0021591+0.00071397i,0.00069708-0.00044015i,-0.00058952-0.00073579i,-0.00065394-5.5517e-05i,0.00038105-5.0518e-05i,0.00062686-0.00025623i,0.00013709-0.00082222i,0.00016652-0.00143i,0.00052037-0.0015437i,0.00080124-0.0013601i,0.00076003-0.00074762i,0.00044605-0.00013559i,0.00026967+0.00016152i,-3.1359e-05-0.00050089i,-0.00062082-0.00044165i,-0.0010037-0.00013063i,-0.00061791-0.00022941i,-0.00021204+0.0001576i,-0.00041166-4.333e-05i,-0.00072361-0.00022153i
0.0014418-0.0015715i,0.00081517-0.0016543i,0.0003798-0.0022592i,0.00033908-0.0026432i,-0.00022251-0.0019818i,-0.00080044-0.00054694i,-7.5523e-05+0.0002421i,0.00044466-0.00016241i,0.00041402-0.0014052i,-0.001112-0.0014641i,-0.0019502-0.0018523i,-0.00098037-0.0018833i,-0.00057226-0.00093286i,-0.00088735-0.00026344i,-0.00040578+0.00017928i,-0.00021237-0.00013011i,-0.0011452+5.3816e-05i,-0.0010846+7.3536e-05i,-0.00025911-0.0014875i,-0.00023401-0.0019598i,-8.0998e-05-0.00096609i,-0.00023677+0.00020934i,-0.00054711+0.00050569i
-0.00027885+0.00096463i,-0.00040807-2.5182e-05i,-0.00032677-0.00023437i,0.00021251-5.1143e-05i,0.00041986-0.00050292i,0.0001212-0.00039271i,0.00091247-0.00028885i,0.0020723-0.00034847i,0.0014586-0.00018295i,0.00035102-0.00025448i,0.00057224-0.00051585i,0.00048213-0.00048493i,-0.00014047-9.5355e-05i,-0.00019027+0.00025078i,3.3382e-05+0.00037308i,0.00067053+0.00014158i,0.00060432+0.00027758i,-0.00072238+2.5882e-05i,-0.0010326-0.00031079i,5.7757e-05-0.00027841i,-1.7747e-05-0.00054868i,-0.00018909-0.00054248i,0.00019433-0.00033861i
-0.0020722-0.0016249i,-0.0023929-0.00093559i,-0.0033428-0.0014454i,-0.0035438-0.0011817i,-0.003247-0.00034986i,-0.0017191+0.00050199i,-9.4868e-05+0.0011511i,-6.5679e-05+0.00078603i,-0.00079146+0.00022193i,-0.00059148-0.00042937i,0.00020737-0.00011992i,0.00044455+0.00045086i,-0.00031514-0.00029154i,-0.00046444-0.00015133i,0.00054416+0.00096148i,0.00067155+0.00041479i,0.00051188-0.0010713i,0.00081266-0.001413i,0.00080069-0.00089405i,0.00042997+8.1132e-05i,0.00038743+0.00099776i,0.0001926+0.0011109i,-0.00038551+0.00048289i
0.0018549-0.00065939i,0.0019656-0.00010455i,0.0015693-0.00026552i,0.00029289-0.00047154i,-0.0008062-0.0013628i,-0.000871-0.00080081i,-0.00026523+0.00054626i,0.00063676+0.00045439i,0.001172+4.6711e-05i,0.00079979-0.00010898i,0.00018463-0.00017797i,-0.00028057-0.00040937i,-0.00059463-0.00044259i,-0.00057413+0.00018444i,2.6383e-05-0.00011629i,0.00036778-0.00074493i,0.00028781-0.00057811i,-0.00020342-0.00016289i,-0.00059044+0.00016268i,1.209e-06+0.00038736i,0.00017901+0.00012163i,-3.8435e-05+4.0388e-05i,0.00036831+0.00053495i
0.00098371+0.0011571i,0.001983+0.0015954i,0.0028134+0.001426i,0.0015795+0.00062174i,0.00074699+0.00014854i,0.00043921+0.00013441i,0.00042968+0.00060056i,0.00049204+0.00016616i,0.00032184-0.00061968i,0.00019361+2.3384e-05i,-0.00020831+0.0002616i,-2.7343e-05-0.00080084i,1.0966e-05-0.0015074i,8.7112e-05-0.0010828i,0.00081913-0.00066483i,0.00094754+0.0005361i,-4.2313e-05+0.00049549i,-0.00033828-0.00079666i,-0.00025318-0.00070958i,-0.00051888-6.8469e-06i,-0.00054396+0.00024604i,-0.00047678+0.00057122i,-0.0002711+0.00051308i
0.00041818-0.0013018i,0.00015987-0.0014127i,-0.00054098-0.0012869i,-0.0010124-0.00049422i,-0.0012369+0.00076882i,-0.00048805+0.0015111i,4.7823e-05+0.00091249i,0.00085466-0.00048323i,0.00072441-0.0012129i,-0.00077895-0.00088052i,-0.00085915-0.00038219i,-0.00026794-3.8274e-05i,-0.00057926+0.00045273i,-0.00075327+0.0005482i,5.9473e-05+0.00039892i,0.00038317+0.00031886i,6.0806e-05-0.00043717i,-0.00017837-0.00086613i,-0.00051604-0.0010019i,-0.00086735-0.00070079i,-0.00028605-0.00054613i,0.00048722+4.0461e-05i,0.00049692+0.00080732i
0.00029136-0.0028278i,0.00058211-0.0023557i,0.0007167-0.0025689i,-0.00076185-0.0027963i,-0.0020851-0.0024816i,-0.0012219-0.0017283i,0.00026443-0.0001459i,0.00082873+0.001114i,0.00055981+0.00074326i,-0.00019746+0.00019803i,-0.00049457-0.00046789i,-0.00087405-0.00071702i,-0.0015065-0.00065286i,-0.0012432+0.00032745i,-0.00052006+0.00080324i,-0.00027782+0.00053337i,-0.00041909-0.00021066i,-0.00026791-0.0012016i,-2.2208e-07-0.00034178i,0.00013163+0.0003059i,0.00020064-0.00048139i,0.00048517-0.00070279i,0.00065285-0.00026275i
-0.0024818-0.00058297i,-0.002102-0.00029465i,-0.0016627+0.00014599i,-0.0014597+0.00074295i,-0.0017909+0.00027062i,-0.0017483+0.00058458i,-0.0011121+0.0010496i,-2.7051e-05+0.00011826i,0.00014299-0.00048922i,-0.00028725-0.00028712i,-5.7636e-05-6.8801e-05i,-0.00013185-0.00012972i,2.6794e-05-0.00029801i,0.00050456+0.00018408i,-7.0058e-05+0.00052699i,-0.00083681+0.00025069i,-0.00023206+0.0004983i,0.00058048+0.0010425i,-0.00010024+0.00090206i,-0.00046001+0.00054186i,-0.00036167+0.00077439i,-0.00049079+0.0010336i,-2.9029e-05+0.00057038i
0.00024116-0.00033454i,-8.5106e-05-4.7141e-05i,0.0013093+0.0010245i,0.0014259+0.00090339i,0.00024805+0.00081828i,0.00015876+0.0012216i,0.00062711+0.0011154i,0.0013717+0.00082859i,0.0016531+0.00016049i,0.00084401-0.00080571i,-0.00022874-0.0010647i,-0.00049125-0.00062629i,-0.00024176-0.00032377i,-0.00040377+0.00013352i,-0.00041628+0.00069354i,-0.00020104+0.00084269i,0.00048393+0.00044246i,0.00081856-0.00013068i,5.6842e-05+1.1732e-05i,-0.0008153-0.00014792i,-0.00053383+0.00013954i,-0.00041994-6.4468e-06i,-0.0005408-0.00017302i
0.00034394-0.00056908i,-9.4572e-05-0.0014709i,-0.00047559-0.0018349i,4.0008e-05-0.0013438i,0.00024303-0.00065438i,-0.00048967+9.6331e-05i,-0.00051303-0.00055494i,-2.3673e-05-0.0013146i,-0.00018424-0.00086202i,-0.00068542-0.00017627i,-0.00035755-8.0421e-05i,-0.00050115-2.5445e-05i,-0.0012701-0.00018944i,-0.00073218+7.1896e-05i,-0.00027346+0.00037319i,-9.8568e-05+0.00018671i,0.00063213-0.00023464i,0.0003173-6.2037e-06i,-0.00011456+0.00076917i,-0.00017449+0.0003476i,-0.00039893-0.00055027i,-3.6304e-05-0.00058821i,-2.0335e-05+0.00025801i
-0.0016593+0.00063069i,-0.0012863+4.7035e-06i,-0.0017775-0.00089825i,-0.0025385-0.0012692i,-0.0022298-0.00099378i,-0.0017849-0.00061186i,-0.0009123-0.00023318i,0.00034219-9.3602e-05i,0.00049903+3.2274e-08i,-0.00049338+0.00054059i,-0.00030073+5.2084e-06i,3.2853e-05-0.00082431i,-0.0009063-0.00084295i,-0.0012534-0.00027594i,-0.00028493+0.0004914i,0.00030722+0.0013416i,-0.00040056+0.00036792i,0.00016388-0.00054005i,0.00069492+0.0004896i,0.00021829+0.00099885i,0.00017656+0.00072918i,0.00017271+0.00047503i,0.0006086+0.00050356i
-0.0010095+0.00074687i,-0.00030801+0.00095369i,0.00014595+0.0016208i,9.3368e-05+0.0011856i,-0.00026109-0.00031367i,-0.00096821-0.00053659i,-0.00047645+0.00030731i,0.00075018+0.00031476i,0.0010996+7.2594e-05i,0.00082909+0.00043646i,0.0011881+0.00070245i,0.0012836+7.788e-05i,0.00090649-0.00070806i,-0.00012701-0.00043749i,-0.00082365+9.9429e-05i,-0.00059657-5.1129e-05i,0.00032853+0.00045777i,0.0006943+0.00048764i,9.0175e-05-0.00062592i,-0.00023953-0.00055191i,-0.00039731+0.00016811i,-0.00035961+0.00031089i,5.9799e-05-0.00027193i
-0.0012258+0.0024349i,-0.0015165+0.0018813i,-0.0010114+0.0027752i,0.00020369+0.002258i,0.00079803+0.0014479i,6.5384e-05+0.0012713i,-0.00029603+0.00073861i,0.00023625+0.00061764i,0.0010757+0.0009821i,0.00091772+0.0011087i,0.00030982-2.007e-05i,0.00018968-0.0015711i,0.00038691-0.00098811i,0.00067298+0.00020939i,0.00080111+4.8229e-05i,0.00027899-0.00015639i,4.978e-06+0.00016568i,0.00022303-0.00010717i,-0.0004654-0.00019892i,-0.00089648+0.00011792i,-0.00082111+0.00040683i,-0.00038205+0.00034765i,3.9208e-05+0.00041481i
0.00035486-0.00013323i,-0.00083787+0.00041068i,-0.0023496-0.00023543i,-0.0016619+0.0001524i,-0.00073909+0.00039906i,-0.00035517+0.00049485i,0.00019412+0.00068624i,0.00095196+0.00055235i,0.00014867-2.363e-05i,-0.0010526-0.00044977i,-0.0012361-3.5093e-05i,-0.00039039+0.00055058i,0.00013707+0.00072457i,6.8609e-05+0.00047724i,0.00021144+0.00050371i,0.00071925+0.00091676i,0.0012332+0.00042206i,0.000594-0.00057946i,-0.00039242-0.00095347i,-0.00024528-0.00016917i,0.00045386-0.00028677i,0.00024504-0.00028685i,-0.00022488+0.00025881i
0.00054421-2.07e-05i,0.0012879+0.00047661i,0.0020704+9.5453e-05i,0.0018724-0.00021477i,0.00066767+3.4958e-05i,0.00062367+0.0001281i,0.0011574+0.00024853i,0.001446+8.4854e-05i,0.0010399-0.00015966i,0.00026151-0.00038271i,0.00071482-0.00031025i,0.00097782+9.9803e-06i,0.00011848+2.5695e-05i,-0.00023471-0.00030322i,-0.00022431-0.00062298i,-0.00011436+0.00011602i,0.00016666+0.00051016i,0.00072591-6.6312e-05i,0.00065257-0.001077i,0.00014878-0.0011304i,-0.00062908-0.00035897i,-0.00049136-6.7947e-05i,0.0004505-0.00039077i
-0.00012862+0.00041541i,-0.00073208+0.00036122i,-0.00021939+0.00056843i,-0.00081898+0.00035684i,-0.0011721+0.00023399i,-0.00058507+0.00081187i,-1.0661e-05+0.0010765i,0.00037364+0.00083217i,0.00020753+9.516e-05i,-8.9105e-05+0.00010472i,-0.00019589-3.3589e-06i,0.00019216-0.00020262i,0.00059524-0.00042735i,0.00089956-0.00052599i,0.0010602-9.4035e-05i,0.0009033-0.0001341i,0.00083787-0.00014097i,0.001469-0.00041248i,0.0011959-0.00060732i,-9.1603e-05+0.00015446i,-0.00033878+0.00069503i,0.00042035-7.5296e-07i,0.0010003-0.00059038i
0.0010391-0.00024353i,0.001226-0.0010977i,0.0013428-0.0017172i,-0.00041244-0.0016871i,-0.001654-0.00067334i,-0.00070983+0.00043714i,7.3045e-05+0.00041785i,-0.00019312+0.00020708i,-5.2929e-05-0.00027479i,-9.2289e-05-0.00068264i,-0.00039517-0.00042138i,-0.00049026-0.0002732i,-0.0009095-0.00043382i,-0.00087203+4.7769e-05i,-0.00010085+0.00013525i,0.00041898-0.00057352i,0.00064146-0.00077649i,0.00048634-0.00083282i,0.00032334-0.00059961i,0.00075634-0.0004234i,0.00084493-9.2528e-06i,0.00024767+0.00030627i,-1.9769e-06+0.00016393i
-0.00023692-0.001562i,-0.00072124-0.00080416i,-0.0012863-3.2867e-05i,-0.0015633+0.00086864i,-0.00097696+0.00099766i,-0.00073551+0.0012019i,-0.00056745+0.0014467i,-7.7455e-05+0.00097786i,-0.0004624-0.00022622i,-0.00075314-0.0012106i,-0.00028774-0.0011274i,-0.0007104-0.00099613i,-0.00075336-0.00073243i,-0.0005914+2.5723e-05i,-0.0002409+0.0006945i,0.00061257+0.00073092i,0.00042666-0.00030489i,-0.00048131-0.0015697i,-0.00055105-0.0013001i,0.00044141-0.00027311i,0.00044352+5.5688e-05i,0.00032345+0.00034686i,0.00057019+0.00055714i
0.0024453+0.00035516i,0.0022836-1.7426e-05i,0.0031779-0.0005583i,0.0022885-0.00046195i,-6.1839e-05-0.00099088i,-0.00047574-0.0013035i,-0.00028365-0.00029138i,9.384e-05+1.0137e-05i,0.00098746-0.00034353i,0.00083372-0.00049214i,0.00031291-0.00074525i,0.00059938-0.0012036i,0.00069141-0.0011044i,0.00029195-0.0010976i,0.00032518-0.00088037i,0.00054257-0.0003325i,7.4545e-05-0.00076592i,-0.00052224-0.0011848i,-0.00043929-0.00042846i,-0.00059321-0.00020218i,-0.00022161-0.00039304i,-0.00046337-5.8931e-06i,-0.00087818+0.00047464i
0.00075608-0.0023202i,0.00051163-0.0021968i,0.0010613-0.0031633i,0.00088824-0.002835i,-0.00034083-0.00095768i,-0.0011454+0.00042396i,-0.0005076+0.0010007i,-6.5691e-05+0.00093794i,-0.00034867+0.00037347i,-0.0008826-0.00022089i,-0.0005561-0.00016409i,0.00015724-0.00035206i,6.6231e-05-0.0012307i,-0.00013531-0.00050314i,0.00044231-0.00026574i,0.00048847-0.00098081i,1.9539e-05-0.00066029i,-0.00051434-0.00030334i,-0.00023804-0.00035895i,0.00040565+0.0001527i,-0.00020551+0.00043664i,-0.00014804+0.00037832i,-0.00015791+0.0011418i
