-0.00078483+0.0015642i,0.00044284+0.00025302i,-0.00020841-0.00063516i,-0.00073087-0.00021346i,-0.0013988+9.8404e-05i,-0.0022363+0.00010318i,-0.0021932+0.0012472i,-0.0016267+0.0018187i,-0.00013833+0.00099854i,0.0013182+0.00017426i,0.0012738+5.2016e-06i,1.2313e-05-0.00045371i,-7.0464e-05-0.0011322i,5.0874e-05-0.0012522i,-0.00060307-0.0003775i,-0.00065522+0.00044488i,0.00015625+0.00029754i,0.00059313+8.5808e-05i,0.00013107-0.00023067i,0.00022378+5.6819e-05i,0.00037721+0.00077238i,-2.1153e-06+0.0005662i,-0.00044663+0.00053768i
0.0010496-0.0012096i,0.00085839-0.00075224i,-0.00063836-0.0012555i,-0.00069313-0.00090999i,-6.7891e-05-0.00091721i,4.9773e-06-0.00024067i,-0.00034774+0.00061147i,-9.4042e-05+0.00084916i,0.00016869+0.00028351i,-9.328e-05-0.00054258i,-0.00025897-0.00027972i,-4.183e-05+0.00061525i,0.00015774+0.00067975i,0.00029521-0.00020732i,0.00049741-0.00050584i,0.00041602+0.00028621i,-0.00029161+0.00083843i,-0.00017546+0.00043754i,0.00053734+0.00073557i,0.00086794+0.00093342i,0.00017194+0.00026636i,-0.00060483-0.00056382i,-0.00028206-0.0015835i
-0.0041099-3.7149e-05i,-0.003806+0.00032442i,-0.0025916+0.0014006i,-0.00033239+0.0021092i,0.0010133+0.0016986i,0.0011763+0.0011186i,0.00068793+0.00081422i,-0.00022001+0.00037118i,0.00035241+0.00043072i,0.0012631+0.00096739i,0.00073247-3.0019e-05i,0.00025905-0.0015444i,-5.7869e-05-0.0016161i,-0.00057247-0.00071764i,-0.00064159+2.3307e-05i,-0.00082487+9.7665e-06i,-0.00069481-0.00010563i,-0.00020814+0.00023627i,-0.00015351+0.0011956i,-0.00023537+0.001277i,-0.00049871+0.0009411i,-0.00050862+0.00062699i,-0.00043927+0.00020738i
0.00052722-0.00016654i,0.0011071-0.00014075i,0.0020401-0.00050637i,0.0023958-0.001101i,0.0016288-0.00075921i,0.00015515-0.00013369i,-1.0939e-05+0.00010398i,0.00098553+0.00060909i,0.00039958+0.0010287i,0.00059677+0.00032907i,0.00121-0.00074102i,-0.00016985-0.00038708i,-0.00047131+0.00058068i,-0.00027347+0.00046763i,-0.00044912-1.1885e-05i,-9.0309e-06-5.6249e-06i,0.00033304+0.00019761i,4.5248e-05+8.0074e-05i,-0.00039191-2.6167e-05i,-0.00031233+4.1651e-05i,-0.00045869+0.00043051i,-7.5467e-05+0.00030971i,-8.1087e-05-0.00016579i
-0.002748+0.00056099i,-0.0030618+0.0017252i,-0.0037512+0.0026281i,-0.0022197+0.0024733i,-0.00033327+0.0011728i,4.8836e-05+0.00037518i,0.00036994+0.00096446i,0.00011846+0.001805i,0.00010462+0.0017735i,0.00023701+0.00082799i,-0.00022311+8.5116e-05i,3.5191e-05-0.00026616i,0.00015735-0.00049982i,-0.00049654-8.4403e-05i,-0.00098937+0.00032204i,-0.0011585+0.0003099i,-0.000985-0.00016412i,-0.0004764-0.00040761i,-0.0004626-0.00017141i,-0.00075475+6.9993e-06i,-0.00021756+0.000195i,0.00062168-0.00021089i,0.0002881-0.00066883i
-0.0019688-0.0013457i,-0.0015087-0.0015975i,-0.001381-0.00074728i,-0.00099299-0.00035386i,-0.00078506-0.00017373i,-4.2855e-05+0.00015242i,0.0010221+0.00030317i,0.0012885+0.00071333i,0.00050889+0.00079939i,-0.000163-0.00015507i,5.9903e-05-0.00079569i,0.00020684-0.00040566i,-0.00030676-0.00050227i,-0.00052233-0.00038888i,0.00010833+0.00072685i,0.00038921+0.0015673i,-1.1197e-05+0.00098864i,-0.0001796+0.00048542i,0.00022884+0.0003968i,0.00021005-0.00025603i,-0.0001269-0.00028351i,-0.00028232-0.00018239i,-0.00062589-0.00012129i
0.0017186-6.1501e-05i,0.001348+0.00029779i,0.00098885+3.3518e-05i,0.0006548-0.0018063i,0.00096698-0.0023231i,0.0012529-0.0013237i,-6.5405e-05-0.00029068i,-0.00094034+0.00017238i,0.0004069+4.6774e-06i,0.0012548-0.00014083i,0.00060173-0.0004159i,0.00010823-0.00040708i,0.00063761-0.00033742i,0.0010674+3.9862e-05i,0.00040415-0.00018042i,8.342e-05-0.00018449i,0.00018967+0.00054561i,0.00092182+0.00061101i,0.00068781+0.00060059i,-0.00011459+0.0001525i,-0.00019545-0.00024922i,8.4757e-05+0.00069291i,0.00070388+0.00069495i
-0.00072622-0.0018321i,-0.00011834-0.0014106i,0.00026431-0.0012921i,0.00062057-0.00037293i,0.00046636+0.00028002i,0.00021657+0.00096111i,0.00016985+0.0009375i,-3.271e-05+0.0010764i,-8.9577e-05+0.0012853i,0.00020732+0.00064362i,0.00041882+0.00012232i,0.00093151+0.00073493i,0.0011437+0.0013287i,0.00047835+0.001107i,5.7111e-05+0.00066058i,-0.00023245+0.00062052i,-0.00074856+0.00060758i,-0.00090914-0.00018442i,-0.0010114-0.00023632i,-0.00095237-0.00016799i,-0.0014328-0.00041461i,-0.0013658-0.00076008i,-0.00020543-0.00072656i
0.00092661-0.00049832i,0.00094058-0.0011977i,0.0012589-0.0013864i,0.00078819-0.0010986i,0.00025786-0.0013933i,-0.00052912-0.0011561i,-0.00070439-1.7231e-05i,0.0004316+0.00073859i,0.00061794+0.00089152i,0.00018777+0.00025837i,-0.00012366-0.00021848i,0.00016069-0.00051934i,0.0009193+5.5033e-05i,0.00074799+0.00063075i,0.00012727+0.00037322i,-0.00011324+0.00010277i,0.00010477-0.00050764i,0.00016211-0.0010755i,-0.0001249-0.0015372i,0.0002739-0.001587i,0.00060913-0.00098809i,-7.2656e-05-0.00026867i,-0.0002632+0.00014772i
-0.0024713+0.0022819i,-0.0013691+0.0014109i,0.0001112+0.0011045i,0.0010739+0.00030764i,0.0012184+0.00031209i,0.00091686+0.0002788i,5.9469e-07+0.00043914i,-0.00028425+0.00078611i,-7.682e-05+0.00084521i,-2.0922e-05+0.00034524i,0.00030781+0.00028649i,0.00086916+0.00042799i,0.00028496-0.00050134i,-0.00024431-0.0009168i,-0.00047179+0.00011418i,-0.00092141+0.0011844i,-0.00033429+0.0011773i,8.7306e-05+0.00081431i,-0.00026952+0.00078024i,-0.00047087+0.001078i,-0.00035618+0.00088363i,-0.00046764-5.5049e-05i,-0.00066391-0.00051945i
0.0013641+0.00029812i,0.0011344-0.00027823i,0.00076683-0.0005282i,0.00077439-0.00032534i,0.00073153-0.00098756i,0.00010755-0.0018194i,3.9767e-05-0.0013513i,-0.00030976-0.00052949i,-0.00065245+0.00025117i,0.00021134-7.8859e-05i,0.00045315-0.00088984i,-0.00041351-0.00060533i,-0.00076914-0.00052985i,-0.00046339-0.0003104i,-0.00035545-0.00039879i,-0.0011388-9.0444e-05i,-0.0011473+0.00066493i,-0.00030214+0.00085656i,-0.00028021+0.00067194i,-0.00016322+0.00078768i,-0.00030014+0.00095512i,-0.0003894+0.00080538i,0.00014875+0.0006052i
0.0024948+0.00032093i,0.0026335-0.00020215i,0.0032463-0.00088236i,0.0025718-0.0017487i,0.0008027-0.0011218i,0.00011019+0.00053533i,-0.0004525+0.0013369i,-0.00090389+0.0013425i,-5.8021e-05+0.0014001i,0.00066597+0.00036319i,0.0009748-0.00094369i,0.00079238-0.00091612i,7.3313e-06-0.0010332i,-0.00015611-0.00042415i,-0.00033595-0.00011767i,-0.00068595+0.00027939i,-1.1468e-05+0.00076038i,-0.00027887+0.00097005i,-0.00066055+0.001335i,-4.9965e-05+0.00068163i,-6.3781e-05+0.00046008i,-0.00047664+0.00069425i,-0.00044772+0.00046596i
-0.0015864+0.00063712i,-0.0014234+0.00020163i,-0.0013981-0.00081071i,6.1367e-05-0.00079649i,0.00087348-0.00013702i,0.00074448+0.00013693i,0.00033251-0.0001535i,-0.00015439-0.00029017i,-0.00033596-0.00034889i,0.00035252-0.00032966i,0.00072725+0.00017278i,0.00065656-0.00043652i,0.00036854-0.0012559i,7.1331e-05-0.00096416i,0.00019274-0.00060831i,-0.00024652-0.00023875i,-0.00064634-0.00023367i,0.00012719-0.00073772i,0.00082977-0.00066521i,0.00046408-0.0007439i,0.00032031-0.001277i,-0.00035636-0.0010197i,-0.0010168-9.4093e-05i
0.0017881-0.00075618i,0.00083328-0.0015085i,0.000537-0.0024125i,0.00036406-0.0013714i,-0.00051179-0.001199i,-0.00047234-0.00124i,-0.00021759-2.4002e-05i,0.00017366+0.00036457i,0.00077106-0.00033615i,0.00054413-0.00046243i,7.9664e-05+0.00050501i,0.00028826+0.001589i,-6.2054e-05+0.00077035i,-0.00089221-0.00043756i,-0.0010671-0.00032743i,-0.00030595-0.00011417i,3.2066e-05+0.00074851i,-0.00072476+0.00089056i,-0.0011917+0.00074767i,-0.00083882+0.00018742i,-5.0331e-05-0.00080132i,4.0927e-05-0.00047392i,-0.00027936+3.3337e-05i
0.00042516-0.00053034i,0.00030255-0.00010228i,0.00031803-0.00042666i,0.0010701-0.00060708i,0.0016194-0.00045264i,0.00036232-0.00064412i,-0.00070624-0.00057854i,-0.00015673+0.00048451i,0.00018992+0.00030629i,0.00029486-0.00039422i,0.00036396-0.00032211i,0.00066587+9.8818e-05i,-3.8983e-06+0.00071009i,-0.00122+0.0014043i,-0.0014482+0.0014209i,-0.0005608+0.00084159i,0.0004894+0.0008492i,0.00024311+0.00084499i,-0.00047672+0.00048237i,0.00016195-0.0010983i,0.00064784-0.0018717i,0.00067657-0.00039995i,-4.7057e-05+0.00036559i
0.00069514+0.0020606i,0.0010834+0.0004782i,0.0026037+0.00058946i,0.0028868-0.00010247i,0.0021238-0.0011779i,0.00064033-0.0011932i,-0.00035631-0.00047921i,6.8805e-05+0.00042899i,0.00056667+0.00040524i,0.00080621-0.00015771i,0.0013479-0.00033892i,0.0010597-0.00061972i,5.9909e-05-0.00081517i,-0.00046414-0.00016267i,-0.00040585+0.0011653i,-0.00021452+0.0015849i,-0.00075222+0.00098456i,-0.0015358+8.0841e-05i,-0.00097945-6.7173e-05i,0.00013459+0.00040429i,0.00025108+0.00052904i,-0.00046972+0.00018671i,-0.00031844-0.00075534i
0.0027504-0.00032866i,0.0026485+0.00049203i,0.0022184+0.00087581i,0.0011285+0.00019391i,0.00048535-0.00075959i,0.00052289+0.00037059i,0.0011253+0.0015343i,0.0010127+0.001475i,0.00082431+0.00053491i,0.00032481-0.00033987i,-0.00041888-0.00085058i,-0.00029563-0.0010143i,-0.0006287-0.0007748i,-0.0010134-4.0917e-05i,-0.00012488+0.00063736i,0.00019423+0.00015756i,-0.0001823-0.00030601i,-0.00066309-0.00011737i,-0.00090196+0.00011731i,-0.00044521-0.00026373i,-6.2489e-05-0.0011371i,-7.6361e-05-0.0014072i,-6.2438e-05-0.00099331i
-6.1287e-05+0.0017961i,-0.00071122+0.0019684i,-0.0006013+0.0017345i,0.00047865+0.00028588i,0.0011372-0.001572i,0.00029086-0.0015299i,-7.5503e-05-0.00049862i,-0.00011623+0.00042143i,0.00043787+0.00087978i,0.00068074+0.00030315i,0.00028474-0.00038793i,-0.00023767-0.00067646i,-0.00059996-0.00089008i,-0.00043662-0.00012311i,-0.0007757+0.00079416i,-0.00064696+0.00059346i,-0.00022969-1.9822e-05i,-7.5828e-05+0.00046753i,7.0448e-05+0.00022719i,-0.00014177-0.00042002i,0.00018065+0.00024046i,-6.7102e-05+0.00091961i,-0.00074217+0.00066688i
-0.002445-0.00089321i,-0.002392-0.0012704i,-0.0018975-0.0016131i,-0.0010223-0.0015253i,0.00020718-0.00059233i,0.00042473-0.00040861i,-6.8321e-05-0.00077398i,-0.00071626-0.000589i,-0.00073198-0.00012757i,-9.9949e-05-0.00029434i,0.00078838-0.00044629i,0.0011505-0.00075027i,0.00032776-0.00062916i,-0.00031074+0.00032737i,-0.00037402+5.3936e-05i,-0.00048148-0.00063265i,-0.0005743-0.00012501i,-0.00057846+0.00030126i,-0.00052733+0.00069133i,-0.00045845+0.00023275i,-0.00031593-0.00054737i,-0.00029219-0.00047624i,0.00013706+0.00014531i
-0.0020696+0.0019015i,-0.00099445+0.002216i,0.0016384+0.0025358i,0.0031957+0.0015374i,0.0026984+0.00076088i,0.0017267+0.00049095i,0.0005551+0.00076583i,-0.00033684+0.0012573i,-0.00045591+0.0012545i,4.5282e-05+0.0008026i,-0.00012803+0.00023803i,-3.065e-05-0.00040325i,0.00030567-0.00017967i,-0.00031653+0.00012853i,-0.0014468-0.00010373i,-0.001674-0.00030525i,-0.00097323-8.8023e-05i,-0.00059222-0.00013083i,-0.00040825-0.00015901i,-0.00036555+0.00057767i,-0.00051432+0.0010637i,-0.00049201+0.00057351i,-0.0004912-0.00010257i
-0.0014743-0.00044191i,-0.0021031+0.0014443i,-0.0011056+0.0025526i,-0.00046852+0.0026433i,-0.00049679+0.0019347i,0.00014532+0.0011811i,0.00036949+0.0008249i,-0.00021789+0.00049159i,0.00024858+0.00044351i,0.0009017+0.00028576i,0.00094847-0.00047292i,0.00090392-0.00079863i,7.4717e-05-0.00048569i,-0.00062004+3.4204e-05i,-0.00092897-6.6295e-05i,-0.00049308-5.688e-05i,-0.00029946+0.00054884i,-0.00083791+0.00099879i,-0.0013937+0.00057375i,-0.0010077+0.0002776i,-0.00048185+0.00036336i,-0.00058497-0.00024959i,-0.00066247-0.00022907i
-0.0017144-0.00090956i,-0.002283-0.0014127i,-0.0021084-0.00093237i,-0.001473-0.00073275i,-0.0003764-0.00063359i,0.00066375-0.00036349i,0.00022333+0.00022328i,-0.00047243+0.00048014i,-0.00062039+0.00042458i,-0.00055418+0.00013946i,-0.00025136-0.00034397i,0.00014687-0.00072348i,0.00030029-0.00085309i,0.00012858-0.0011919i,-0.0002548-0.00082016i,-0.00052202+3.3923e-06i,7.7583e-05+0.00014615i,-0.0003112+0.00016456i,-0.0007474+1.6725e-06i,-0.00081812-0.00014004i,-0.0010767+9.5452e-05i,-0.00025907-2.9309e-05i,0.00016954+5.7903e-06i
0.0010515+0.00023891i,0.00087388-0.0002914i,0.00088537-0.00076225i,0.00010526-0.0013953i,-0.00013598-0.00067372i,0.00029021+0.00033875i,-1.2143e-05+0.0010724i,-0.00023439+0.0013002i,-3.2833e-05+0.00046704i,0.00015253-0.00021015i,8.815e-05-0.00027814i,0.00038231-0.00027498i,-6.1036e-05-0.00052869i,-0.00010688-0.00052793i,-0.00011403+0.00018123i,-0.00049708+0.00056807i,-0.00019635+0.00063922i,-8.3522e-05+0.00066006i,-0.00026403+0.0005488i,-0.00052369+0.00035032i,-0.00053055+7.8167e-05i,-1.2519e-05-2.542e-05i,6.2306e-05+0.00042599i
0.00084547+0.00049294i,-0.00033794+0.00086358i,0.00021737+0.00049582i,0.00079891-0.00017028i,0.00051947-0.00064342i,0.00028268-0.00057591i,-0.00036201+0.0007243i,-0.00046799+0.0016562i,0.00053068+0.00080679i,0.00043352+0.00025047i,0.00020979-0.00030705i,0.00026801-0.00059113i,0.00034893+0.00018759i,-0.00011806-0.00021953i,-0.00086141-0.00053893i,-0.00099475+0.00052088i,-0.0003935+0.00068515i,-0.00021036+0.00045485i,-0.00054763-0.00018967i,-0.00055211-0.00013256i,-0.00099375-3.2241e-05i,-0.00081405-0.0001827i,-0.00019721+0.00078041i
-0.0024012-0.0015256i,-0.002342-0.0011363i,-0.0011616-0.00030364i,0.00016268+0.00062278i,0.00097048+0.00057584i,0.0001685+0.00025761i,-0.0008701-0.00017416i,-2.9901e-05-0.00016903i,0.00061585+0.00046245i,0.00013152+0.00081594i,0.00013156+0.000384i,0.00049205-6.2955e-05i,0.00046036-0.00029523i,-0.00019158+0.00018928i,-0.00042304+0.00018986i,0.00016818-6.9464e-05i,0.00028589+0.00076293i,0.00010271+0.0007343i,7.9983e-05-0.00014845i,0.00010048-1.3194e-05i,0.00027433+0.00011191i,8.9418e-05-0.00033835i,-0.0002155-0.00052117i
-0.00056061-9.1064e-05i,-0.00077588-0.00072162i,-0.00094967-0.00079154i,-0.00049791-0.00096545i,0.0001206-0.00069787i,-0.00021122+0.00027818i,-0.00056183+0.0010832i,-0.00067866+0.0015637i,-0.00041723+0.0012185i,0.0004406+0.00080912i,0.00034125-1.217e-05i,-0.0003318-0.00019183i,-0.00031462+0.00020654i,-0.00028616-7.9947e-05i,-4.0185e-05-0.00017397i,0.00014949+0.00021708i,0.00040369+0.00039505i,0.00028789+0.0005524i,-4.3742e-05+0.00049507i,0.00026693+7.1267e-05i,0.00080413+8.4608e-05i,0.0010119+0.00024124i,0.00016711-7.109e-05i
0.0011734-8.5918e-05i,0.00067882-0.00081664i,0.00046937-0.0012638i,-0.0002909-0.0013468i,-0.00016937-0.0006041i,-5.9168e-05+0.00057873i,-0.00029419+0.00061972i,-0.00059049+0.0004951i,-0.001322+0.00071531i,-0.001014-0.00011743i,-0.00072858-0.0014126i,-0.0012-0.00071818i,-0.00053209+0.00032607i,0.00045961+0.0007441i,0.00049539+0.00069563i,0.00022704+0.00077362i,0.00020605+0.00086787i,0.00062305-1.4915e-05i,0.00041595-0.00067578i,-0.00038637-9.1356e-07i,-0.00035794+0.00012672i,-0.00038941+3.9932e-05i,-0.00025203+0.00014449i
0.00033394+0.00057312i,0.00060197+0.00043518i,0.00155+0.00081204i,0.0015676-0.00038828i,0.0020404-0.00082166i,0.0018032-0.00039932i,0.0011074+0.00011435i,0.0011017+0.00063831i,0.00058556-6.9826e-05i,-1.9977e-05-8.5007e-05i,-0.00066489+2.7207e-05i,-0.0012264-0.00024701i,-0.0012745+0.00028324i,-0.00095343+0.0004586i,-0.00038923-0.00047298i,-0.00053952-7.3782e-05i,-0.0005229+0.00078041i,-0.00031599+0.00036584i,-0.00046819-0.00015861i,-0.00026788-0.00081868i,0.00014505-0.0010105i,0.00027782-0.00050871i,0.00033442-0.00075556i
0.0025076-0.0012918i,0.0022482-0.00090871i,0.0015971-0.0018941i,0.0013716-0.0026185i,0.00062576-0.0018692i,-0.00034492-0.00027907i,-0.00036268+0.00098073i,-0.00010265+0.0015777i,-0.00061392+0.00084774i,-0.0014007-0.00044023i,-0.0012176-0.00012361i,-0.00066421+0.00013726i,-6.7771e-05-0.00012742i,0.00022484+0.00037507i,0.00043681+0.00054936i,0.00068996-3.6242e-07i,0.00034343-0.00052183i,-0.00028703+9.9526e-05i,0.00016979+0.0004853i,0.00052694-0.00058276i,0.00011612-0.0012023i,7.9525e-05-0.00082282i,0.00049375+0.00018873i
0.0014196+0.001739i,0.0014036+0.0020886i,0.002323+0.0019215i,0.0026059+0.00048473i,0.0018376-0.00061353i,0.00047802-0.0016961i,-0.00047169-0.00094767i,-0.00098018+0.00057842i,0.00019802+0.00062626i,0.0011832-0.00035898i,6.0861e-05-0.0011207i,-0.00051931-0.0007584i,-0.00068238-5.5595e-05i,-0.0005423+0.00037482i,-0.00078674+0.00072336i,-0.0012618+0.00036648i,-0.00061823+1.9493e-05i,-0.00013687+0.00016446i,-0.00038594+0.00013418i,-0.00045847-0.00034136i,3.5076e-05-0.0001746i,-0.00017538+0.00066554i,-0.00062902+0.0014277i
-0.00021151+0.00034835i,0.00023875+0.0007477i,0.0003084+0.00099566i,-2.6259e-06+0.00054675i,0.00014463+0.00044913i,-0.00036137+0.0010685i,-0.00046962+0.0013555i,-0.00038445+0.0010586i,-0.00060576+0.00032353i,-0.00044276+0.00030002i,-0.00060349+0.00030868i,-0.00067128+0.00010801i,-0.00070103+0.00035743i,-0.00059169+0.00064463i,-0.00014552+0.0005752i,-0.00039692+0.00061764i,-0.00048612+0.0011252i,-0.00026668+0.0012047i,-0.00078844+0.00064337i,-0.00047494+0.00013074i,0.00027632+0.00062993i,0.00073263+0.00053056i,0.00072099-0.00013276i
0.0018586-0.00048934i,0.0023111-0.00053064i,0.0020062-0.0010044i,0.001328-0.0015479i,0.00072452-0.0017919i,4.9681e-05-0.00066917i,0.00064165+0.00035004i,0.0011759+0.00082859i,0.00074403+0.00034166i,-0.00014161-0.00044066i,-8.3799e-05-0.00029132i,0.00069713-0.00021206i,0.00069075-0.0011214i,-0.00013745-0.0015611i,-0.00033509-0.0013658i,-0.00024309-0.00094375i,-0.00052067-0.00048521i,-0.0002287-4.4572e-05i,-0.00018206+6.3071e-05i,-0.00045414-0.00024472i,-0.00054003-0.00112i,2.7104e-05-0.001645i,0.00023779-0.0010386i
0.0016233+0.00047875i,0.0021639+0.00014489i,0.0028719-0.00029209i,0.0027034-0.00093048i,0.0016963-0.0014784i,0.00038117-0.00068717i,-0.00070644+0.00058385i,-0.00071139+0.00051184i,-0.00041717+0.00024568i,-0.00019007+8.7206e-06i,-0.00016176-0.00036798i,-0.00085361-0.00012886i,-0.0013107-0.0001218i,-0.00055249+0.00017728i,-0.00041824+0.0011967i,-0.00093405+0.00087533i,-0.00032424+0.00051233i,0.00025265+0.00077898i,9.7267e-05+0.00074575i,0.00014677+0.00029934i,-3.764e-05+0.00038019i,-0.00057036+0.00069881i,-0.00078932-0.00037868i
0.0012651+0.00059705i,0.0013903+0.0001843i,0.0011681-0.00063999i,-0.00018957-0.0016004i,-0.0011204-0.0025231i,-0.00069578-0.0017578i,-9.5882e-05-0.00019182i,0.00024966+0.00049409i,0.00035091+0.00065831i,-0.00035694-6.4248e-05i,-0.00023295-0.0010446i,-0.00072516-0.00090693i,-0.0013648-0.00056109i,-0.00084015+0.00034649i,-0.0012215+0.0011319i,-0.00068443+0.00072781i,0.00024419+0.00038712i,-0.00015162+0.00035884i,-0.00072078-3.9223e-05i,-0.00019018-0.00036685i,0.00062149-0.00021131i,0.00095894-0.00010516i,0.00087171-0.00042285i
0.00011311+0.00018292i,-0.00034953+0.00046589i,-0.00059711+0.0018072i,-6.8903e-05+0.0021109i,0.0011397+0.00054152i,0.0010364-0.00040318i,0.00042046-0.0001306i,0.00044618+0.00014541i,0.00060248-0.00036695i,0.00072276-0.00070165i,0.00055226-0.0010393i,0.00030112-0.00065353i,-0.00026877-0.00028201i,-0.00095006-0.00043867i,-0.00084457-0.00041933i,-0.00064057+0.00023773i,-0.0013379+0.0013753i,-0.0013105+0.0019403i,-0.00076895+0.00099846i,-0.00066378+2.2542e-05i,-0.00019888-0.00050334i,0.00048861-0.0010032i,0.00034426-0.0003051i
0.00051294+0.00058069i,0.0013313+0.00023738i,0.0019801+0.00078845i,0.0016579-0.0006006i,0.0006784-0.0012115i,-0.0012243-8.735e-05i,-0.0017884+0.00067306i,-0.00099128+0.0014194i,-0.00013242+0.0016747i,-0.00011015+0.00095729i,-0.00068134+6.1532e-05i,-0.00095763-0.00042652i,-0.0012606-0.00058833i,-0.00059111+0.00012358i,-9.4479e-05+0.00047986i,-0.00026778+8.3688e-05i,-0.00057398+2.6146e-05i,-0.00069816+3.4187e-05i,-0.00034481+0.00041983i,-0.00037811+0.00041725i,-0.00060446-0.00037146i,-0.00064697-0.00045493i,-1.7457e-05-0.00083499i
0.0014273+0.00036069i,0.0015746+0.00012746i,0.0018008-0.00076116i,0.0021968-0.001453i,0.0024342-0.00077677i,0.0020855-0.00026453i,0.0015185+0.00027037i,0.0006768+0.0005606i,0.00080277+0.00056884i,0.0012758+0.00015782i,0.0008187-0.00025622i,0.00035506-6.4861e-05i,0.00029974+9.382e-05i,-3.6734e-05+0.00038849i,-0.00088765+0.00046466i,-0.00099414+0.00015754i,-0.00035482-0.00033822i,-0.00037795-0.00028085i,-2.1418e-05+4.042e-05i,0.00038395-0.00026316i,8.6842e-05-0.00053634i,-2.3205e-05-0.00043249i,-0.00010358-0.00028497i
-0.00020034-0.0013826i,-0.0015672-0.00073056i,-0.00056055-0.00092789i,-0.00046738+6.6504e-06i,-0.001365-4.4887e-06i,-0.0012573-0.00039257i,-0.00061468+0.00023107i,-0.00010398+0.0012251i,2.1217e-07+0.00091113i,-0.00045199-0.00064932i,-0.00082295-0.0015396i,-0.0010023-0.00060404i,-8.7802e-05+0.000228i,0.00058759+0.00027012i,0.00015532+0.00088737i,-0.00028878+0.0011444i,-0.00064553+0.00063902i,-0.00033884+0.0004349i,0.00023396+0.00020664i,0.0006914-0.00055874i,0.00045391-0.00053907i,-0.00038486-0.00029825i,-0.00071008-0.00023219i
-8.6284e-05-0.00058174i,-0.00095533+0.00033643i,-0.0012613+0.0011629i,-0.00038018+0.0015616i,0.00036202+0.0014533i,0.00015347+0.00083677i,-0.00081221+0.0005137i,-0.00033693+0.0004047i,0.00037824+0.00056342i,0.00047861+0.0012934i,0.00024584+0.0013198i,-8.5691e-05+0.00069282i,-0.00011467-0.00022651i,-0.00055885-7.8231e-05i,-0.00082966+0.00045122i,-8.1513e-05+0.00011008i,0.00041257+7.613e-05i,5.5618e-06+0.00036589i,-0.00048272+0.00064942i,7.0084e-05+0.00067127i,0.00038187+0.0008122i,3.1585e-05+0.00092845i,-9.084e-06+0.0002526i
-0.002285+0.0021431i,-0.003105-0.00025591i,-0.0028555-0.00010765i,-0.0012519+0.00096189i,0.00084784+0.00053212i,0.0012403-0.0001592i,0.00051612-6.0631e-05i,-0.00011532+0.00045715i,-0.00064767+0.0003i,-0.00047416-0.00018606i,-0.0003976-0.00088239i,0.00011053-0.0010475i,0.00020734-0.00048775i,-0.0002405-0.00057325i,-0.00091962-0.00049358i,-0.00077532-0.00025284i,-6.1691e-05-0.00046555i,5.3951e-06-0.00053759i,-0.0001012-0.00027784i,6.1062e-05+0.00038557i,-0.00019353+0.00057235i,-0.0006805+1.0339e-05i,-0.00024923-0.00065177i
-2.1844e-05+0.0014245i,-0.00040351+0.00046231i,-7.1939e-05+0.00040977i,0.00020085-7.0026e-05i,0.00045941-0.00092717i,0.00013103-0.0011364i,-0.0006189-0.00059717i,-0.00013037+5.1662e-05i,0.00053696+0.00043492i,0.0010598+0.00086583i,0.0013541+0.00074116i,0.0009435+4.0077e-05i,-4.2569e-05-0.00025949i,-0.00048504-2.845e-05i,-0.0003+0.00029197i,-0.00035905+0.00047797i,-0.00072381+0.00046889i,-0.0011592+7.3366e-05i,-0.0013517+0.00032081i,-0.0014579+0.0011519i,-0.0012699+0.00087868i,-0.0001017+0.00024598i,0.00016699+0.00041442i
0.00076689-0.001562i,0.00099351-0.0014434i,0.00023548-0.00096971i,0.00044672-0.0005022i,0.0010261-0.00066792i,0.00052159-0.0006531i,-0.00043546+0.0006182i,-0.000738+0.0010515i,1.1723e-05+0.00018344i,0.0010042-0.00025117i,0.00097288-0.00032347i,-3.2025e-05-0.00077241i,-6.9938e-05-0.0012827i,0.00048485-0.0011985i,0.00060156-0.00017739i,0.00054642+0.0005758i,-0.00015373+0.00084016i,-0.00055555+0.00058328i,0.00028109-0.00029842i,0.0011679-0.00052257i,0.00064183-9.5838e-05i,-0.00053446-0.00073866i,-0.0012229-0.0010766i
-0.00088455+0.0001777i,-4.0532e-05+0.00047877i,0.00029145+0.0002277i,0.00064408+0.00037676i,0.0007743+0.00017364i,0.00032149-0.0004489i,-9.6007e-05-0.00048234i,-9.8822e-05-0.00018049i,-0.00030629+8.684e-05i,0.00078078+0.00031304i,0.0015818+0.00025732i,0.00062051-0.00043821i,-0.00015254-0.00072915i,-0.00064408-0.00029677i,-0.0012939+0.00024774i,-0.0010519+0.0005216i,-0.00072723-0.00018309i,-0.00059179-6.5281e-05i,-0.00024809+0.00051823i,-9.4338e-05+0.00064473i,0.0003189+0.00076315i,0.00071513+0.0011115i,0.00072546+0.0012264i
