-0.0053304+0.00089299i,-0.0037869+0.0022369i,-0.0034595+0.0042354i,-0.001917+0.0046724i,-0.00054108+0.0043403i,0.00017587+0.0040564i,0.00010146+0.0030827i,0.00030201+0.0023736i,0.0013508+0.0027528i,0.0015102+0.0018872i,0.001341-0.00037436i,0.0011664-0.0012015i,0.0001745-0.0012071i,-0.00066877-0.0015917i,-0.0011167-0.00097069i,-0.00091178-0.00010452i,-0.00011254-1.6489e-05i,0.00045094+0.00039589i,0.00046951+0.00020677i,0.00053175-0.00069588i,0.00045211-0.0012182i,-6.8828e-05-0.00094708i,-0.00068475-0.0005109i
-0.0028055-0.00022598i,-0.0016217+0.00039817i,-0.00098569+0.0013636i,-0.00074517+0.0012252i,0.0002331+0.0010068i,0.00057232+0.0011307i,-0.00051485+0.00069517i,-0.00083212+0.00033431i,-0.0011123-6.1789e-05i,-0.0011497-0.0004159i,-0.0009197-0.0002044i,-0.00045865-0.00039896i,-0.00069989-0.000666i,-0.00061621-0.00060306i,-3.1531e-05-0.00045844i,-0.00051124-8.7056e-05i,-0.00067432+0.00033107i,-0.00048152+0.00046737i,-0.00095691+5.8037e-05i,-0.0013209-8.8618e-05i,-0.00081906+7.8776e-05i,-0.00021258+9.286e-05i,-0.00052999-0.00040108i
-0.00041357+0.0019358i,0.0005545+0.0014697i,0.0014049+0.00095528i,0.0010853+0.00044849i,0.00095942+0.00056984i,0.0011546-0.00055059i,0.00032992-0.00082202i,-0.00056523-0.00022935i,0.00014094-0.00016608i,0.00091145-0.000862i,0.00039198-0.0014135i,0.00032208-0.0017964i,0.00024129-0.0017429i,0.00024901-0.00083196i,0.00044909-3.8645e-05i,7.0045e-05+0.00032944i,4.062e-05+0.00022427i,0.00013844+3.3592e-05i,-0.00055721-0.00048721i,-0.00074174-0.00054796i,-0.00032203+0.00017625i,0.00063223+0.00073147i,0.00068618+0.00083062i
-0.0021382-0.0014483i,-0.0036063-0.0014416i,-0.0041559-0.00067038i,-0.0037387+0.00044096i,-0.0028732+0.00069847i,-0.0012728+0.00090442i,-0.00049079+0.0017346i,-0.00025645+0.00082924i,5.5754e-05+0.00014252i,0.0002712-8.5207e-05i,0.00020724+7.2012e-05i,-0.00029876+0.00042793i,0.00012514-9.8415e-05i,0.00053643-0.000633i,-0.00019539+0.00011178i,-0.00090774+0.00027936i,-0.0012485-0.00098604i,-0.0015978-0.00134i,-0.0011993-0.00037573i,-0.00025963+0.00090766i,-2.9465e-06+0.00078825i,-0.00016848-1.1336e-05i,-0.00052479+0.00018757i
-0.00067103-0.00038144i,-0.00099001-0.0014939i,-0.0016734-0.0011213i,-0.0016418-0.00034919i,-0.00093221-0.0001115i,-0.00026867-9.3714e-05i,-0.00088695-0.00039936i,-0.0013775-0.00032329i,-0.00062864-0.0005703i,0.00020221-0.00054681i,0.0005088-8.0837e-05i,0.00087201+0.00080279i,0.00079959+0.00090803i,0.00011157+0.00016981i,-0.00086836-0.00025352i,-0.0010478-5.731e-05i,-0.00061448-0.00020829i,-0.00055281-0.00031134i,-0.00074989-0.00048161i,-0.0011575-3.1257e-05i,-0.00061343+0.00038243i,-0.00033876+0.00060025i,-0.00055178+0.00052021i
-0.000332+0.00018591i,-0.00047302+0.00061677i,-0.00070461-0.00036447i,-0.00024353-0.00077285i,-0.00055279-0.0006388i,-0.0011363-0.00045245i,-0.00042934-9.2011e-05i,6.1078e-05-0.00010542i,0.00074485-0.00086847i,0.0012163-0.0016855i,0.00053161-0.0015596i,-0.00020086-0.00066498i,-0.00056622-0.00025825i,-0.00036159-0.00053473i,-0.0003807-0.0002995i,-0.00019487+0.0004837i,-0.00032595+0.00081157i,-0.00013542+0.00056189i,0.0002199-0.00011143i,0.00051136-0.00093856i,8.862e-05-0.0012837i,-0.00052824-0.001158i,0.00015625-0.00067337i
-0.0012275-0.00048304i,-0.00091626-0.00074191i,-1.5622e-05-0.00080195i,0.00047685-0.00013415i,-0.00046681+0.00097302i,-0.00069511+0.0011118i,-0.00026102+0.00074586i,-0.0005503+0.00014939i,-0.00016393-0.00079361i,0.0001485-0.0009842i,-8.5265e-05-0.00047746i,-7.6528e-05+0.00019347i,-3.4889e-05+0.00047972i,-9.2781e-05-3.7828e-05i,-0.00015555-0.00014741i,-0.00052754+0.00015018i,-0.00078738-0.00011791i,-0.00019477-0.00017242i,0.00029847-0.00022491i,0.00035248-0.00071253i,0.0003385-0.00024809i,0.00017895+0.00034209i,0.00020325+0.00038607i
-0.00071942-0.00039062i,-0.00034165-8.6678e-05i,-0.000267+0.00017479i,-0.0002403+9.8446e-06i,-0.00011194-0.00014244i,-0.00011962+0.000621i,-0.0010506+0.0010054i,-9.3744e-05+0.00034643i,0.001391-8.8994e-05i,0.00078982-0.00046246i,-1.8776e-05-0.0012064i,-0.000305-0.0003045i,-0.00045285+0.00058815i,-0.00093896+0.0002402i,-0.00053751+6.8726e-05i,-0.00021323-0.00047615i,4.8341e-05-0.00075167i,-0.00015167+7.6743e-06i,-0.00057023+0.000429i,-0.00043538+0.00025311i,-5.9943e-05+9.4301e-05i,-3.5954e-06-0.00021414i,-7.2892e-05-0.00025035i
-0.0018708-8.8189e-05i,-0.0015673-0.002015i,-0.0010171-0.0026226i,-4.7334e-05-0.0022261i,-0.00043165-0.0015072i,-0.00094665-0.00068219i,-0.00095847+0.00019353i,-0.00094255+0.00091501i,-0.00017674+0.00084686i,0.0010209+0.0010711i,0.0013399+0.00027288i,0.00063323-0.00043802i,0.00042975-8.4703e-05i,0.00094257-4.7881e-05i,0.00040813+0.00017379i,-0.00040776+3.9672e-05i,-0.00083814-0.00044296i,-0.00082892+0.0001547i,-0.00044077+0.00040064i,-0.00012888-0.00036157i,7.7302e-05-0.00034732i,0.00052375+0.00012491i,0.00089323+0.00090213i
-0.00096175-0.0009107i,-0.001977+0.00057462i,-0.0023047+0.0012505i,-0.0012977+0.0016551i,-0.00041351+0.0011559i,-0.00079435+0.00035191i,-0.00077224+0.00030591i,-5.42e-05+0.00038972i,0.00062304-0.00024671i,0.00018785-0.00070761i,0.00019519-0.00068555i,0.00078263-0.00014402i,0.0007792+0.0004539i,0.00015335+0.00014611i,-0.00070691-0.00054593i,-0.0011734-0.0014291i,-0.00055186-0.0016596i,-0.00012901-0.00063366i,0.00072849-4.2675e-06i,0.00066866-0.0005349i,8.7269e-05-0.00053565i,2.1713e-05+0.00011616i,-0.00012574-0.00054786i
-0.00098677-0.00067035i,-0.001989-0.00036768i,-0.0026754-0.0011405i,-0.00208-0.00051063i,-0.00072086+0.00012555i,0.00041204-8.6719e-05i,0.0011475+0.00035933i,0.0008399+0.00030892i,0.00015971-7.2881e-06i,0.00028875-0.00084685i,0.00081423-0.0013395i,0.001053-0.00062935i,0.00091357-8.2684e-05i,0.00069731+0.00028297i,0.00049031+0.00078253i,-3.5717e-06+0.00038326i,-0.00026943-0.00043878i,-0.00017561-0.00082885i,1.3105e-05-0.00070255i,-0.00044141-0.0003558i,0.00016158-0.00012128i,0.001208+0.00046216i,0.00075543+0.00079247i
-0.0013491+0.0013021i,-0.001228+0.0013139i,9.479e-05+0.0011243i,9.2968e-05+0.00098496i,-0.0010077+0.00082043i,-0.0014154+0.0003747i,-0.0010276+0.00037501i,-0.001123+0.00028271i,-0.00092785+0.0003611i,-0.00036437-0.00011996i,0.0002617-0.00077589i,0.0001322-0.00041671i,-0.00029674+0.00065696i,4.3481e-05+0.00141i,0.00013639+0.00091478i,-0.00042432+0.00033461i,-0.00039879+0.00060354i,0.0002371+0.00029768i,0.00050872-0.00061982i,0.00061967-0.00068126i,0.00073065-0.0003707i,0.00066926-0.00019463i,0.00033694+0.00092968i
0.00025398-0.00056442i,0.00064769-0.0018607i,-0.00072415-0.0028481i,-0.0017521-0.0025778i,-0.0015872-0.0013659i,-0.00065656-0.00022395i,-0.00020567+0.00013969i,0.00011846-0.00020186i,0.00061736-0.00061883i,0.00049746-0.00039423i,3.7163e-05+0.00027522i,0.00010374+0.00082697i,0.00066869+0.00025136i,0.00048566-0.00085284i,0.00013839-0.0013042i,0.00034532-0.0013644i,0.00060829-0.00085571i,0.00075229-0.0004601i,-0.00038981-0.00038858i,-0.00060459-0.00016061i,0.0003344+0.00026037i,0.00020369+0.00081222i,-0.00025485+0.00061915i
0.00049258+0.00037722i,0.00019413+0.0018975i,0.00087868+0.0015887i,0.0014217+0.00057699i,0.0014888+0.00057833i,0.0006769+0.00035586i,0.00057832-0.00059869i,0.0010258-0.0009155i,0.00026266-0.00043332i,-0.00033686-9.7058e-05i,-2.3221e-05+0.00051186i,-0.00028667+0.00014934i,-0.00049692-0.00035004i,-0.00041381+6.914e-05i,-0.0003698-0.00021095i,0.00029952-0.00067742i,0.00059243-1.4651e-05i,-0.00026634-0.00021574i,-0.00040708-0.00037605i,-0.00041635+0.00062189i,-0.00093521+0.0004452i,-0.00091634+0.00063589i,-0.0010708+0.00072527i
-0.00010502+0.001585i,-0.00010602+0.0021624i,-0.0005427+0.0010302i,-0.00063559-0.0010212i,-0.00026227-0.0015865i,-0.00044555-0.0011472i,-0.00030975-0.0003629i,-8.174e-05+3.9032e-05i,0.00041991-0.00051082i,0.00033199-0.0010487i,-0.00027382-0.00093766i,-0.00032005-0.00065367i,-1.9315e-05+0.00037722i,-0.00020469+0.00086258i,-0.00013844-9.3202e-06i,-0.00030375-0.00014936i,-0.00034247+0.00028105i,0.00020774-0.00025124i,0.00024698-0.00081201i,0.00058832-0.00028364i,0.00023185+0.00066323i,-0.00020165+0.00074608i,0.00013604-0.00018767i
-0.0013852+0.00019455i,-0.00021615+0.0012389i,0.00040173+0.002515i,0.00061999+0.002153i,0.00078688+0.0011692i,0.00049134+0.00054143i,-0.00016205+0.00011296i,-0.00059988+0.00038526i,-0.00061173+0.00040959i,9.5725e-05-0.00058277i,0.00059953-0.00054369i,0.00097271-0.00010285i,0.00071117+0.00044545i,-0.00028178+0.00060849i,-0.00019427+1.1582e-05i,0.00013382-0.00045289i,7.6794e-05-0.0005064i,0.00010439-6.1034e-05i,0.00025047+0.00046589i,0.0001081+7.8669e-05i,0.00070692-0.00053235i,0.00071232-0.00046967i,-0.0002282+0.00020898i
-0.00090238+9.6474e-05i,0.00022749+0.00051579i,7.1918e-06+0.00096591i,-0.00066636+0.00042516i,0.00011779-0.00012297i,-5.5211e-05+0.00015708i,-0.00066246+0.0002826i,-0.00027291+0.00016228i,0.0003963-0.00035877i,0.00041967-0.0012376i,0.00081214-0.0010669i,0.0011842+0.00015516i,0.00063691-4.9429e-05i,0.00034749-0.0012227i,-0.00062789-0.0018062i,-0.0011549-0.00091704i,-0.00034168-4.7104e-05i,0.00024283+0.00060499i,0.00055458+0.00078185i,0.00086035-0.00034378i,0.00075342-0.00092949i,0.00035805-0.00035939i,0.00047539-2.8376e-05i
-0.0026522-0.00014062i,-0.003569+0.00062546i,-0.0030797+9.5003e-05i,-0.0026455-0.00023284i,-0.00104+3.8613e-05i,-0.00016511-3.2894e-05i,-0.00088887+0.00046166i,-0.0010035+0.00097119i,0.00013976-0.00012675i,0.00016267-0.00098996i,-8.8452e-05-0.0013859i,0.00015522-0.0011911i,0.00021834-0.00032346i,0.0008552-0.00012656i,0.00090763-1.8069e-05i,-0.00020607+0.00016098i,-0.00043541-0.00045345i,0.00049777-0.0010778i,0.00049351-0.001118i,-0.00015551-0.00086162i,-0.000491-0.00047908i,-0.0004538-0.00022191i,-0.00059336+0.0003748i
0.00020148-0.0018534i,0.00016047-0.00221i,-0.0012065-0.0019254i,-0.0025469-0.00071076i,-0.0016991-2.98e-05i,-0.00045788+0.001022i,0.00039273+0.0018188i,0.0011779+0.0010651i,0.0011994-0.00010502i,0.000582-0.00092415i,0.00039479-0.0010014i,-0.00044556-0.00047812i,-0.00033624+0.00052632i,0.0010294+0.0012889i,0.00073178+0.00055165i,-0.00087456-0.00063643i,-0.0010556-0.00078557i,1.7567e-05-0.00029365i,0.00095043-0.00061746i,0.0013455-0.0010788i,0.00059014-0.00052313i,-1.5427e-05+0.00018114i,-0.00033936-4.8196e-06i
-0.00065984-0.0010754i,-0.0018044-0.0021416i,-0.002134-0.003023i,-0.0024411-0.0018206i,-0.0017507-0.00038894i,1.1393e-05+0.00081504i,9.5341e-05+0.00095106i,-0.00033463-2.6934e-06i,-0.00015292-0.0003152i,0.0004743-0.00060594i,0.0012551-0.00095783i,0.0010756-0.00088325i,9.1367e-06-0.00053769i,-0.0009124-0.00044143i,-0.00046259-0.00074073i,0.00034423-0.00039778i,0.00027278+0.00039367i,0.00043118-4.565e-05i,0.00088569+0.0002189i,0.00053761+0.00033004i,-0.00014115-0.00034127i,0.00013595-0.00060437i,0.00040726-0.00050039i
6.6542e-05+0.00035668i,0.0002534+0.00036926i,0.00066657-0.00045031i,0.00012673-0.0003913i,-0.00064691+0.0006576i,-0.00079534+0.00083682i,-0.00039039+0.00070643i,0.00010818-3.5123e-05i,3.1792e-05-0.00043157i,-0.00034286-0.00075969i,-0.00031431-0.00097945i,-0.0001444-0.0008227i,-0.00015975-0.00053884i,-7.0708e-06+2.4402e-05i,0.00013061+0.00061799i,-0.00016772+0.00077225i,-0.00068781+0.00072641i,-0.001051+0.00043736i,-0.00092929-0.00029381i,-0.00038225-0.00038145i,-3.1671e-05+7.1303e-05i,0.00028569+0.00023475i,-7.5266e-05+0.0004025i
-7.3663e-05-0.0018637i,-9.3908e-05-0.0012547i,-0.0002237-0.0012085i,-0.0012465-0.0018304i,-0.0017806-0.0019392i,-0.002074-0.00047963i,-0.0021346+0.00092442i,-0.00086768+0.00057686i,0.00050959-0.00081389i,0.00077701-0.0019834i,0.00044092-0.0012048i,-9.6915e-05-8.6341e-05i,0.00019566+0.00012804i,0.00020631-0.00026159i,1.7719e-05-0.00057679i,5.0346e-05+0.00055915i,-0.0002606+0.00039955i,2.1137e-05-0.00072581i,0.00033648-0.00012403i,0.00055676+0.00027611i,0.00083678+0.0001492i,1.2338e-05+0.00038775i,-0.0007863+0.00040687i
-0.00098143-0.00094176i,-0.00081595-0.0015825i,-0.00073126-0.0010086i,-0.00013828-0.00063992i,0.00016904-0.00065973i,0.00070976-0.00029026i,0.00056308+0.00014551i,0.00017953+0.00031768i,0.00084603+0.00020558i,0.001239+5.3845e-05i,0.00094504-0.00024224i,-0.00016349-0.00055165i,-0.00096486-0.00047158i,-0.0013451-0.00037793i,-0.0011504-0.00078325i,-0.00084488-0.0008136i,-0.00047605+4.9675e-06i,-0.00024553+0.0001366i,0.00031556+2.0922e-05i,0.00010505+4.0179e-05i,-0.00023273+0.00015844i,-0.00057109+0.00033896i,-0.00029661+0.00044391i
-0.0012133-5.2298e-06i,-0.0011422+0.00060337i,-0.00051497+0.0010975i,7.273e-05+0.00092168i,5.0165e-05+0.0016624i,-0.00052317+0.0013631i,-0.0008106-0.00011938i,-0.0013324-0.00042401i,-0.0016047-0.00054218i,-0.00076903-0.00099068i,-2.9576e-05-0.0013004i,-4.3522e-05-0.0012599i,-0.00024016-0.00048016i,-0.00030511-0.00050131i,-0.00010663-0.0010834i,0.00069615-0.0010966i,0.00084924-0.00052463i,0.00037524-0.00068794i,-0.00034514-0.00092845i,-0.0009886-0.00085429i,-0.00060377-0.00091966i,0.00019179+5.4838e-05i,4.6146e-05+0.00069043i
-0.00089986-0.0015667i,-0.0033045-0.0010709i,-0.0038005-0.00017787i,-0.0018458+8.6642e-05i,-0.00060453+0.00036256i,-0.00048668+0.00045054i,-0.00048578+0.00081455i,-0.00057828+8.828e-05i,-9.1244e-05-0.0010924i,0.00085839-0.0010943i,0.00048977-0.00058621i,-0.00053463-0.00011214i,-0.00041448+0.00035173i,-0.00043162+0.0002845i,-0.00039991-0.00074906i,0.00035832-0.000691i,0.0011661-3.494e-05i,0.00098894-0.00020799i,0.00054121-0.00049132i,0.00088426-0.00035018i,0.0011732-0.00020769i,0.00045434+5.8203e-05i,5.8885e-05+0.00039731i
-0.00058249-0.00027313i,-0.00070456-0.00016168i,-0.00085457-0.00017115i,-0.0011223-0.00055294i,-0.0017676+8.3595e-05i,-0.0018135+0.0012114i,-0.0013218+0.0011684i,-0.00062601+0.00031051i,-0.00028971-0.00035545i,0.00025249-0.00034422i,0.00062708-0.00047215i,0.00078041-0.00053169i,0.0005777-0.00022598i,-0.00015837+0.00016797i,1.1138e-05+0.0002862i,-0.00027984+0.00013481i,-0.0010315-9.1246e-05i,-0.00038334-0.0006601i,8.1721e-05-0.00098165i,-0.00033325-0.00049815i,-0.00017667-0.00020355i,0.00052459-0.00034343i,0.00017868-0.0010637i
0.00028907+0.00055863i,-0.00034638+0.00028899i,-7.1799e-06-0.00031624i,0.0001506-0.00056759i,-0.00096379-0.00037657i,-0.00069551+0.00020399i,-5.2561e-05-3.7498e-05i,-8.738e-06-9.9435e-05i,0.00048481-0.00046876i,0.00036814-0.0010244i,-0.00013681-0.0007325i,1.3861e-05-0.00023214i,-4.7715e-05+0.00013177i,0.00031215+7.206e-05i,-9.1497e-05+6.9355e-05i,-0.00064706+0.00037084i,-0.00045836+0.00022656i,1.8799e-05-6.6089e-05i,0.00017701+0.00020746i,0.00022405-0.00014791i,0.00079046-7.5971e-05i,4.489e-05+0.00057132i,-0.00033623+0.00052534i
0.002472-0.0020055i,0.0026317-0.0018924i,0.001648-0.0025483i,-0.0004352-0.0034203i,-0.0013848-0.0026019i,-0.001573-0.00061882i,-0.0015809+0.0015516i,-0.00054757+0.0022591i,0.0005695+0.0010553i,0.00012042-0.00043875i,-0.00087181-0.0010219i,-0.00089241-0.00089452i,-0.00040252+0.00047288i,-0.00029384+0.00072237i,-0.00062623+6.9806e-05i,-0.00071224-0.00042886i,-0.00046687-0.00089551i,-0.00068388-0.00069441i,-0.0008341-9.4033e-05i,-0.00039612-0.00028404i,0.00024533-0.00080849i,0.0003627-0.00016788i,0.00036595-7.9961e-06i
-0.00069156-0.00047447i,-0.0012942-0.0002979i,-0.0017392-0.00066687i,-0.00091944-0.00062243i,-0.00021038-3.2701e-06i,-0.00058373+0.0001109i,-0.00057216+0.00037638i,-0.00034007+7.1474e-05i,0.00101-0.00038204i,0.001695-0.00011448i,0.00074724-5.2727e-06i,0.00030592+0.00022094i,0.00020231+0.00041293i,0.00017836-0.0002434i,0.00027169-0.00082355i,-0.00047956-0.00083723i,-0.00067118-0.00088905i,0.00025435-0.0011984i,0.00031118-0.00098108i,-0.00011326+6.6491e-06i,-0.00016695+0.00037937i,-0.0005273+0.00037405i,-0.0002305+0.00083784i
-0.001836+0.0023187i,-0.00067678+0.0030007i,0.00061956+0.0024076i,0.0013909+0.001053i,0.0020754-5.1367e-05i,0.0014937+0.00021487i,0.00025339+0.00016147i,-0.00016434-0.00032038i,9.7338e-05+0.00020704i,0.00036451-7.7886e-05i,1.2453e-05-0.001044i,0.00033007-6.7667e-05i,0.00024472+0.0013569i,-0.00034118+0.00083775i,5.5655e-05-0.00014189i,0.00043447+1.8471e-05i,-9.1533e-05-9.304e-06i,-6.832e-05-0.00046896i,0.00025109-0.00079606i,-0.00014981-0.00072806i,-3.558e-06+4.447e-05i,0.00014181+0.00097474i,-0.00031891+0.0009226i
-0.0025815+0.0017619i,-0.0022339+0.0015998i,-0.0017322+0.00115i,-0.00047778+0.0011163i,0.00080288+0.0018097i,0.00099818+0.0014001i,0.0004035+0.00083966i,-0.00050168+0.00030999i,-0.00048979-0.00059793i,0.00052173-0.00077618i,0.00068533-0.00062993i,0.00024168-0.00037909i,-0.00048087+0.00027612i,-0.0013258+0.00084684i,-0.0011405+0.00070484i,-0.00023455+2.4904e-05i,0.00019971+9.7465e-06i,9.2158e-05+0.00012476i,-7.385e-05-3.6769e-05i,0.00017992-0.00057994i,0.0011203-0.00064426i,0.00095136+0.00035973i,-0.0001242+0.00055994i
-0.00077189-0.0017694i,-0.0012155-0.0011695i,-0.0018232-0.00051587i,-0.0021078-0.00041127i,-0.0018584+0.0006417i,-0.0010514+0.0012841i,-0.00018991+0.00068633i,-7.0524e-05+1.0342e-06i,-0.00017676-0.0014813i,-0.0008472-0.0018004i,-0.001076-0.00058712i,-0.00058075+0.00032236i,-5.752e-05+0.00050016i,0.0002101+0.00021828i,0.00045728-0.00065789i,0.00067021-0.0010888i,0.00083288-0.00090727i,0.00062484-0.0010539i,0.00022711-0.00090041i,0.00016033-0.00038841i,0.00020016+0.0004013i,0.00057093+0.00048261i,0.00027948+3.8509e-05i
-0.0024374-2.0686e-05i,-0.0024428+0.00023265i,-0.0033184+0.00050121i,-0.0027038+0.00081935i,-0.0009433+0.00094278i,-0.00091388+0.0012348i,-0.0008725+0.0016793i,0.00017941+0.0013697i,0.00022771+0.00092774i,0.00034132+0.00048493i,-8.7643e-06+3.2676e-05i,0.00020066-4.6603e-05i,0.00047109-0.00029665i,0.00017385-0.0006256i,0.00038532-0.00065473i,0.00027785-0.00047372i,0.00014503-0.00053635i,0.00014958-0.00039983i,2.878e-05-0.00019417i,0.00018792+0.00010883i,-1.4706e-06+0.00019995i,-0.00028383+0.00010385i,-0.00015279+0.0005235i
0.0020077-0.00115i,0.00079612-0.0024093i,-0.00030414-0.0040442i,-0.00070245-0.0043633i,-0.0010016-0.0025264i,-0.0012283-0.0013811i,-0.0013377-0.00040118i,-0.00046462+0.00070808i,0.00036391+0.00022947i,0.00073824-0.0011032i,0.00093733-0.0015478i,0.00010802-0.00041742i,-0.00019068+0.00085258i,0.0003829+0.00077338i,0.00064267-0.00060164i,-0.00017993-0.00030624i,-0.0011932+0.00017985i,-0.00082566-0.00016633i,0.00029343-0.00034762i,0.00032658+0.00032218i,-0.00010842+0.0010721i,-0.00019804+0.00074359i,0.00038208+0.00087571i
-0.0010486-0.0010359i,-0.0013492-0.00095197i,-0.0022414-0.0010695i,-0.002519-0.0011192i,-0.0015718-0.0013618i,-0.00063243-0.00071314i,4.9667e-05+0.0005076i,0.00029979+0.00064221i,5.1439e-05-0.00067759i,0.00027867-0.0014178i,0.0007591-0.001093i,0.00074174+6.5819e-05i,0.00054248+0.00097446i,-0.00028442+0.00060604i,-0.00088837-0.00030867i,-0.00061745-0.00036288i,-0.00034348+0.00062086i,0.00028525+0.00049634i,0.0011872-0.00025357i,0.0010315+0.00027262i,0.00047902+0.0012206i,-1.8578e-05+0.00080315i,0.00021716+0.00046753i
-0.00021354+0.001718i,0.0010567+0.00057155i,0.0017422-0.00079005i,0.0016217-0.00088201i,0.00095022-0.00058357i,0.00014672-0.00085835i,-0.00066397-0.00088821i,-0.00073121-0.00025761i,-0.00015428-0.00035916i,0.00017445-8.0049e-05i,-0.00029555+0.00065392i,-0.00063032+0.00048229i,-0.00022022-0.0003755i,-0.00050685-0.0011451i,-0.0010564-0.0012236i,-0.00099264-0.00091383i,-0.000411-0.00042294i,3.3635e-05-0.00032996i,-0.0002526-0.00041412i,4.8059e-05+0.00038298i,0.0010623+0.00044238i,0.001106+0.00040731i,0.0001206+0.00055843i
-0.00054345+0.00016982i,-0.001525+0.00082732i,-0.0011061-8.3257e-05i,0.00031104-0.0010023i,0.0002774-0.0012677i,-0.00030253-0.00040572i,-0.00016086+0.00061752i,-0.0003837-3.4273e-05i,-0.00017783-0.00064954i,0.00054626-0.0007229i,0.00075104-0.00064635i,0.00024729-0.00073884i,0.00016444-0.00092951i,0.00067089-0.00076563i,0.00032703-0.00068394i,-6.5351e-05-0.00026076i,-0.00018868+0.00041378i,-0.00038957+0.00035691i,9.9771e-05-0.00042353i,0.0002397-0.00081575i,-0.00021615-0.00086891i,-7.9838e-05+0.00028483i,7.2015e-05+0.00077996i
-0.0043309+0.0015449i,-0.0032128+0.0026106i,-0.0012606+0.0023235i,4.8924e-05+0.0018897i,7.3434e-06+0.0014075i,0.00047053+0.00064682i,7.4335e-05-7.2297e-05i,-0.00094463-0.00051314i,-0.00079559-0.00039564i,-0.00056942-0.0008721i,-0.00090816-0.0014421i,-0.0010748-0.00063201i,-0.0009564-0.00022894i,-0.00085894-0.00091511i,-0.00020918-0.0013947i,0.00061245-0.0011725i,0.00039956-0.00038784i,-0.00041674-5.1261e-05i,-0.00071647+4.8529e-05i,-0.00035657+0.00054027i,-0.000528+0.0011778i,-0.0009888+0.0011326i,-0.00064228+0.0012352i
-0.00066196-0.00032318i,0.0003764-0.00012961i,0.00060956+0.00024964i,0.00027906+0.00098516i,-0.00024875+0.0011916i,-0.00094756+0.0011176i,-0.00089131+0.0013532i,-0.00044659+0.00085645i,-0.00031448+2.8355e-06i,-0.00023604-0.00098435i,0.00059587-0.00097304i,0.0001975+0.00015529i,-0.0010228+0.0010883i,-0.00057823+0.001053i,-2.6647e-05-8.6505e-06i,2.2679e-05-5.614e-05i,-0.00034924+8.3985e-05i,0.00020002-0.0007604i,0.00091405-0.00062742i,0.00041818+0.00036227i,-0.00024621+0.00025804i,-0.00042579+0.00017016i,-0.00018121+7.5042e-05i
0.00036503-0.00075355i,-0.0010343-0.0020392i,-0.0017426-0.0029595i,-0.0012122-0.0029331i,-1.751e-05-0.0021272i,-0.0010451-0.0011722i,-0.0015978-0.00022121i,-0.0008147+0.00020059i,-0.00035725-0.00019989i,-0.00017403-0.0016131i,-0.0002848-0.0019385i,0.00018364-0.00098494i,0.00052321-0.00049603i,0.00013991-0.00033515i,0.00026024-0.00027146i,0.0002999-0.00041628i,0.00032682+0.00016078i,0.0001275+0.00035487i,-7.2742e-05+0.00068773i,-0.00039777+0.00098155i,-0.00010817-0.00035461i,-2.3258e-05-0.00088321i,-9.9635e-06+8.6274e-05i
-0.00087524-0.00028531i,-0.00045591+0.00042432i,-0.00060993+0.00052453i,-0.0010899-0.00027324i,-0.00089869-0.00024935i,-0.0009082+0.00032409i,-0.00066175+0.0012778i,-3.3729e-05+0.00085458i,0.00056055+1.8992e-05i,0.00087802-0.00042596i,-0.00010627-0.0010268i,-0.00053922-0.00097394i,-0.00017269-0.00067995i,-0.00085939-0.00059301i,-0.001547-0.0005585i,-0.0015587-0.00078143i,-0.00047702-0.00055587i,0.00035559-0.00084686i,0.00060246-0.0011827i,0.00038042-0.00068535i,-0.00033899-1.6939e-05i,-0.00052803+0.00015625i,0.00039369+9.1455e-05i
0.00068876-0.00036974i,0.00045087-0.0010688i,-0.00028979-0.0021895i,-0.00091245-0.0016169i,-0.00079219-0.001276i,-0.00090761-0.00095288i,-0.00079506+3.6654e-05i,-0.00025673-8.8789e-06i,-0.00011433-0.00058835i,-5.8396e-05-0.0011351i,-4.4496e-05-0.0016066i,-0.00023557-0.0014051i,-0.00024649-0.00083084i,-0.00015619-0.00036135i,0.00010456-0.0006943i,-0.00021456-0.001307i,-0.00024293-0.0010594i,-0.00073632-0.00063552i,-0.00028567-4.1984e-05i,0.00035451+3.6053e-05i,0.00055088-0.00041593i,0.0011-0.00028777i,0.00089975+6.8004e-05i
-0.0017915+0.00041316i,-0.00056366-0.00035285i,0.00030461-0.00040847i,0.00083016-8.3007e-05i,0.001234+0.00063525i,0.0010071+0.00036275i,-0.00042932+5.0408e-05i,-0.00058813+0.00024307i,-5.5475e-05+0.00013361i,0.00030847-0.00052189i,0.00090877-0.00038743i,0.00053932-0.00011749i,-0.00017407-0.00028909i,-0.00027002-6.1629e-05i,-0.00034273+8.3398e-05i,-0.00031825-0.00034103i,0.00012603-0.00020881i,0.00052648-0.00011719i,0.00061709-0.00028506i,5.1483e-05-8.8336e-05i,-5.1398e-05+0.00014344i,0.00052336-0.00025325i,0.00044302-0.00069877i
