-8.5096e-05+0.00059551i,-0.00053859-4.423e-05i,-0.00022563-0.00092673i,2.1055e-05-0.0011481i,-0.00069364+6.3443e-05i,-0.0012077+0.00039159i,-0.00074733+0.00023043i,0.00057336+0.00057683i,0.0016717+0.00086024i,0.0013637+0.00022332i,0.0011083-0.00046889i,0.0012968-0.00028565i,2.1569e-05-0.00030991i,-0.0010516-0.00040553i,-0.00075041-2.3058e-05i,-0.00014525+0.00053647i,-0.00021499+0.0008632i,0.00025512+0.00070476i,0.0011869+0.00011139i,0.00084364-0.00016928i,-0.0001744-0.0004598i,-0.00026108-0.00072456i,0.00044078-0.00027382i
-0.0027854-0.00066476i,-0.0034542-0.0010482i,-0.0034053-0.0011992i,-0.0029601-0.00066389i,-0.001395-0.00013993i,-0.001052+0.00082006i,-0.0012644+0.00036298i,-0.0013385-0.00040279i,-0.00087536-0.00083279i,0.00015024-0.00082427i,-0.00030545-0.00027716i,-0.00071811+0.00020905i,-0.00020185+0.00077495i,0.00022543+0.0010034i,0.00035255+0.00060833i,0.001208+0.00039997i,0.0012709+0.00033309i,0.00034421+2.6646e-05i,0.00035209-3.8151e-05i,0.00058842-0.00038671i,0.00039778-0.00065049i,0.00030975-0.00025571i,0.00020683+0.00012675i
-0.0019962-0.00073936i,-0.0016129-0.0005829i,-0.0011785+0.00055409i,-0.0012312+0.00056764i,-0.00057561-0.00064191i,-0.0010311-0.0015904i,-0.0018798-0.0012245i,-0.0012079-0.00084042i,-2.9798e-06-0.00029639i,3.3131e-05-3.6209e-05i,-0.00047316-0.0015068i,-0.00051831-0.0015808i,-0.00062134-0.00050115i,-0.00076258-0.00044603i,-5.685e-05-0.00028644i,0.0011511+0.00025023i,0.0011105+0.00013081i,-3.9333e-05-0.00018178i,-0.0004568-0.00027299i,-0.00035676+4.5131e-05i,0.00027413+0.00079417i,0.0010381+0.0012523i,0.0010666+0.00087055i
0.0016509+0.00079803i,0.0024876+0.0013534i,0.0020654+0.0011218i,0.0022252+0.00059023i,0.0020008-2.0936e-05i,0.0010026-0.00044518i,0.00039353-0.00013491i,0.0004439+0.00055004i,0.0008359+0.0005906i,0.00075025-0.00027845i,0.00055966-0.0010681i,0.00025198-0.0011191i,-8.2903e-05-0.00097567i,-0.00031226-0.00040954i,-0.0001612+0.0003659i,0.00038064+0.0008336i,0.00057393+0.0012415i,0.0004898+0.001056i,0.00046033+0.00027263i,-3.7696e-05-0.00019672i,-0.00037218+0.00046247i,-0.00057622+0.0012157i,7.1301e-05+0.0010864i
0.003452+0.0011859i,0.0030227+0.0010931i,0.0022591+0.00047093i,0.001963-0.00016847i,0.0014039-0.00038925i,0.00039876-9.7098e-05i,-0.00090403+0.00027711i,-0.00045097+0.0013238i,0.00048639+0.0012894i,0.00051811+0.00014061i,0.00065949-0.00057723i,0.00061271-0.00074044i,6.6715e-05-9.1924e-05i,-0.00030566+8.8755e-05i,-0.00034492-0.00034272i,-1.1703e-05-8.5828e-05i,-2.1945e-05+0.00057458i,-0.00018437+0.00070804i,9.8588e-06+0.00071525i,0.00056717+0.00042972i,0.00030659-0.000119i,0.00019859-0.00054369i,9.1841e-05-0.00065431i
0.00038186+0.0026809i,0.00091328+0.0037999i,0.0015158+0.00266i,0.00086763+0.00010043i,0.00051996-0.0013034i,0.00050976-0.00091822i,3.7951e-05-0.00029275i,-0.00076391+0.0002571i,-0.0005111+7.4935e-05i,-0.00033136-2.4098e-05i,0.00039159-0.00010828i,0.00061303-0.0001487i,-0.00015727+0.00014972i,-0.00081856+3.8601e-05i,-0.00073605-0.0001306i,-0.00041235+0.00078142i,-0.00013723+0.00095544i,5.5146e-05+0.00037868i,0.00054512+0.00074467i,0.0002683+0.00060651i,0.00018629+0.00017425i,0.00018422+0.00012224i,-0.00038755+0.00014159i
-0.0022045+0.0013666i,-0.0013797+0.00018668i,0.00010139-0.00047836i,8.3524e-05-0.00025209i,-0.00045229-0.0011454i,-0.00072298-0.00090226i,-0.00034548+0.00042523i,-0.00044423+0.00048772i,-0.0010498+0.00025741i,-0.00098421+0.00054494i,-0.0012047+0.00022986i,-0.0012903+1.4737e-05i,-0.0006142+0.00015046i,0.00010288-0.00061284i,0.00067693-0.0015226i,-0.00048118-0.0013445i,-0.00038362-0.00028176i,0.00056806+0.00039219i,0.00040132-0.00013819i,0.00066533-0.00055613i,0.00064055-0.00028541i,0.00012577-8.7877e-05i,-6.2814e-05+0.00062611i
0.0010727-0.0014417i,0.0018378-0.0016594i,0.0024693-0.0014477i,0.0014615-0.0014816i,0.0010849-0.00086017i,0.0015619-0.00033369i,0.0013158-0.00029702i,0.0009944-0.0005356i,0.00069955-0.0010783i,0.00072454-0.00058471i,0.00062052+0.00012163i,-0.00078604+0.00012386i,-0.0011997+8.9719e-05i,-0.00090348-0.00052459i,-0.00029008-0.00085641i,0.00053076-0.00042209i,6.2446e-05-5.3192e-05i,-0.00035734-0.00071436i,-0.00054042-0.00029679i,-0.00094512+0.00033793i,-0.00079811+0.00011246i,-0.00034286-0.00050563i,-0.00015108-0.00089526i
0.0011013-0.00068055i,0.000894+0.00060509i,0.00064621+0.00058499i,0.00086363-0.00041366i,0.00092724-0.0006901i,0.0014545-0.00044959i,0.0018836-0.00048473i,0.0018895-0.00047882i,0.0012809-0.00071724i,0.00041704-0.00073481i,-7.232e-07-0.00045213i,0.00051753-0.00097651i,0.00099647-0.0010943i,0.00075105-0.000552i,0.00053117+0.0001137i,0.00096793+0.0010248i,0.00080599+0.00075807i,0.00029994+8.025e-05i,0.00014238-0.00030789i,-0.00052516-5.8353e-06i,-0.00098532+0.00085793i,-0.00037699+0.001173i,0.00061469+0.0014523i
-0.00013509+0.00071847i,0.00058518+0.0007001i,0.00031979+6.1668e-05i,0.0003911+0.00037706i,0.00091924+0.00082683i,0.00053879-0.00010835i,3.5454e-05+2.3042e-05i,0.00076439+0.00046994i,0.0015245+0.001238i,0.00087643+0.0011055i,0.00027089-0.00047806i,0.00013928-0.0010332i,0.00086148-0.0002088i,0.0010632+0.00053722i,-4.2457e-05+3.5947e-05i,2.7768e-06-0.0001107i,0.0001028+0.00050266i,-0.00049615+0.00024171i,-0.00065318-0.00035531i,-0.0011023-0.00012959i,-0.0012477+0.00096727i,-0.00083233+0.0012804i,-0.00032185+0.00054766i
-0.0019339+0.0006988i,-0.0013106+0.00069122i,-0.00058536+0.00066301i,-0.0012274+0.0008626i,-0.0024904+0.0013266i,-0.0018299+0.00087917i,-0.00012165+0.00059924i,-3.0111e-05+0.00085034i,-0.00046713+0.00042184i,-0.0008918+0.00018317i,-0.0013222+8.8056e-05i,-0.00093854-0.00016307i,0.00011598-0.00014814i,4.3789e-05-0.00031475i,-0.00035817-0.0005068i,-0.00018279-0.00047291i,5.7164e-05-0.0001503i,0.00026089-0.00053469i,-7.0148e-05-0.00041068i,-9.0465e-05+0.00038439i,0.00043964+0.0010682i,0.00025956+0.00042212i,0.00023575-0.00067675i
5.3031e-05-0.0011899i,-0.0013841-0.0016751i,-0.00091064-0.0021018i,-0.00041117-0.0025929i,-0.00029742-0.0024558i,-8.4007e-05-0.0011618i,0.00040929-0.00054481i,0.000909-0.00071575i,0.00091284-0.00079464i,0.0004154-0.0002493i,-0.00060792-0.00018949i,-0.0011704+3.3035e-05i,-0.0012053+0.00076867i,-0.00062061+0.00028225i,-7.4747e-05-0.0002477i,0.00029781+6.7528e-05i,7.7937e-05+0.00026437i,9.2726e-05+0.00030336i,0.00084944+0.00067569i,0.00036157+0.00057505i,-6.8288e-05-0.00021145i,-9.9188e-05-0.00052378i,-0.0003195+0.00024015i
0.0023765-0.00083647i,0.002459-0.0012799i,0.001257-0.0019404i,-2.7014e-05-0.0028235i,-0.00032711-0.0027962i,-0.00033866-0.0015714i,-6.1681e-05-0.00039503i,0.0011262-0.00036744i,0.0014476-0.0010638i,0.00043173-0.0012937i,-4.2123e-05-0.0012302i,-0.00037255-0.001265i,-0.00034612-0.00086299i,0.00078199-3.4083e-05i,0.0011818+0.0007062i,0.0014843+0.00060617i,0.0013249+0.00024293i,0.00036452-0.00016917i,0.00023087+0.00031875i,0.00014839+0.0016723i,0.00012879+0.0018453i,8.4106e-05+0.00051489i,-0.00049369-0.00015608i
0.00046985-0.0018862i,-0.00028876-0.0011028i,-0.00094114-0.00087787i,-0.0011132-0.001229i,-0.0010713-5.4316e-05i,-0.00045757+0.00082369i,0.00057394+0.00060412i,0.00067699+0.00045185i,0.00049627-0.0001141i,8.6006e-05-0.00064685i,-0.00036749-0.00016392i,-0.00019793+0.00083257i,0.00028818+0.00074872i,-0.00017804+0.00090873i,-0.00030532+0.001263i,6.249e-05+0.0010187i,2.0347e-05+4.2718e-05i,0.00019119-0.00016981i,0.00013209+0.0011438i,-0.00025596+0.0014046i,-0.00039631+0.0010335i,0.00011786+0.0004031i,-0.0002314+0.00088927i
0.0020695+2.487e-05i,0.00023971-0.00095068i,-0.00062005-0.0016991i,-0.0010747-0.0015124i,-0.0011713-0.00080204i,-0.00075117+6.7617e-05i,-0.00063921+0.00096678i,-0.00057673+0.0011519i,-0.00031536+0.00073031i,-9.2081e-05+0.00024327i,7.6674e-05-0.00015167i,0.00023961+0.00012807i,-3.7854e-05+0.00029198i,-0.00059411-0.00022447i,-0.00017545-0.0001718i,0.00012484-5.7067e-06i,7.7315e-05-0.00035232i,-0.00015356-0.00057117i,-0.00039524-0.00031493i,-0.0002285-0.00050343i,-0.000249-0.00096686i,-0.00042477-0.0013107i,-0.00043515-0.001091i
-0.00083099+0.0016599i,-0.0014856+0.0023114i,-0.00082942+0.0017329i,-0.00047257+0.0010513i,-0.00069905+0.00081397i,-0.0013757+3.0266e-05i,-0.00081963-0.00065038i,0.00039159+0.00052965i,0.00057328+0.0013071i,7.0801e-05+0.00012767i,-0.00026674+5.6996e-05i,-0.0010994+0.00063261i,-0.0014777+0.00069255i,-0.0012215+0.00085203i,-0.00060416+0.00083893i,-9.3269e-05-0.00011355i,0.00020652-0.00049096i,0.00038589-0.00062666i,0.00021307-0.00056026i,-0.00038099+0.00037193i,-0.0001361-0.00025653i,0.00055614-0.0014052i,2.638e-05-0.0013636i
-0.0015075+0.00027411i,0.00035123+0.0010737i,0.0010776+0.0029114i,0.0010761+0.0021542i,0.0013727+0.00067253i,0.0003547-0.00032207i,-0.0005145-0.0010639i,-4.6001e-05-0.0010819i,0.00028596-0.0010187i,0.00072837-0.00072637i,0.00072049-0.00047662i,0.00030461-0.00061024i,5.2019e-05+3.5716e-05i,-0.00058692+0.0006637i,0.00017254+3.6922e-05i,0.0010726-0.0002065i,0.00069597-0.00056836i,0.0003062+9.2824e-06i,-0.00033412+0.00038706i,-0.00068408-0.00047182i,-0.00054856-0.00079944i,-0.00028567-0.00028893i,-0.00033366+0.00074535i
-0.00013092+0.0010121i,-0.000182+0.00067507i,0.0012409+0.0007328i,0.0015998+5.7112e-05i,0.00062926-0.00046688i,0.00012259-0.00063478i,0.00025299-0.00040229i,0.00059837-0.00028445i,0.00020349-0.0010788i,-0.00026076-0.0011046i,-8.4708e-06-0.00080745i,-0.00060584-0.00064867i,-0.0004696-0.00026341i,0.0003235+0.00018027i,0.00063132+0.00042916i,0.00075943+0.00048944i,0.00020778+0.00094897i,-0.00021613+0.0010851i,-0.00011283+0.00050691i,-0.00047969+0.00014116i,-1.1109e-05-0.0002639i,0.00018464-0.00040844i,8.2247e-05+0.00074285i
-0.00059572+0.00099191i,0.00072305+0.00073672i,0.0019997+0.00035807i,0.0021446+0.00059402i,0.0016386+0.0007019i,0.00082584+0.0001723i,0.00033791+6.2115e-05i,0.00028571+0.00075579i,0.00033304+0.0011069i,-0.0002701+0.00076275i,-0.00036444+0.0001932i,0.00023639-0.00012589i,0.00084601-0.00015937i,0.00071239-0.00010249i,-0.00032184-3.8587e-05i,-0.00039632+0.00023381i,0.00044142+0.00052092i,0.0006883+0.00067034i,0.0006665+0.0011321i,0.00033378+0.0012798i,-0.00042002+0.00058587i,-0.00077755+0.00042912i,-0.00055015+0.00040219i
0.0010461+5.8189e-05i,-0.00023079+0.0012877i,-0.00067841+0.0011579i,-0.00049186+0.00063936i,-0.00049295+0.0003567i,-0.00034782+0.00046533i,-0.0002884+0.00062017i,-3.8333e-05+8.5745e-05i,0.00040227-0.00049696i,0.00060287-0.00030459i,-0.00064727-0.00015121i,-0.0012965+0.00032848i,-0.00032126+0.00073617i,-0.00028514+0.00013315i,-0.00084165-0.00014197i,-0.00026742+9.7508e-05i,0.0001379-0.00021298i,-0.00042356-0.00068782i,-0.00081429-0.00016804i,-0.00035687+0.00042697i,6.8684e-05+0.00013553i,3.0733e-05-0.00040906i,-0.00020914-0.00030709i
-0.0012775+0.0011212i,-0.0013318-0.0005107i,-0.00032728-0.00015828i,0.00055611+0.00044674i,0.00021023+0.00030884i,-0.00027749+0.00020341i,-0.00075434-0.00029115i,-0.00088125-0.00046786i,-2.0603e-05-0.00063036i,6.4387e-05-0.00070082i,-0.00036356-0.00022156i,-0.00076529-2.7235e-05i,-0.00029109+0.00016906i,0.00091006+0.0012295i,0.00053246+0.00097067i,-0.00036562-0.00014928i,-0.00026087-0.00072121i,-0.00012837-0.0012292i,-0.00013468-0.00068609i,-0.00010907-8.6673e-05i,0.00063419+4.6256e-06i,0.00062607+0.00023618i,-0.0003847+0.00026016i
-0.00017652-0.0013226i,8.9397e-05-0.0005974i,-0.00018814-0.00018169i,-0.00034492-0.00038115i,-0.00029778-0.00024363i,-6.5979e-05+0.00037066i,0.0001269+0.00050976i,0.00023681-0.00058785i,0.0013234-0.0001848i,0.0012812+8.2505e-06i,-0.0001212-0.00060951i,-0.00091618-0.0003992i,-0.0011231-0.00011626i,-0.00075809+0.00025477i,-5.5981e-05+0.00086463i,0.00022992+0.00073511i,0.00041288-0.00033664i,-0.00042868-2.0613e-05i,-0.0012728+0.00085462i,-0.00067606+0.00050475i,-0.00032137-0.00050522i,-0.00017722-0.00069576i,-0.00018946-3.2751e-05i
0.00034747+0.0010692i,-0.0008815+0.0020786i,-0.0011598+0.0014452i,-0.00030664+0.0010864i,-0.00037664+0.00057653i,0.00015303+8.914e-05i,0.00079967-0.00049993i,0.00076077-0.00083064i,0.00022098-0.00065428i,0.00023883+0.00051126i,0.0011197+0.0010919i,0.0009022+0.00020856i,0.00035769-0.00024177i,0.00025987-0.00028425i,0.00012271-0.00056999i,-3.5379e-05+3.5154e-05i,-6.2202e-05+0.00058111i,0.00031415+0.0003887i,0.00018119+3.0387e-05i,-0.00036202-0.0003814i,-0.00053752-0.00042013i,-0.00014795-0.000142i,-0.00024138+0.00010758i
0.0006088-0.00020569i,3.2088e-05-0.00070288i,-0.00019081-0.00158i,0.00010716-0.0013931i,0.0011467-0.0014085i,0.0013004-0.0009852i,0.0011707+0.00045756i,0.00093629+0.0014895i,0.00046638+0.0012561i,-0.00038315-0.00020551i,-0.00088865-0.00085077i,-0.00020786-8.7586e-05i,-0.00025055+0.00096121i,-0.00064079+0.0011693i,-0.00040543+0.00064352i,9.5893e-05+8.3376e-05i,9.6483e-05-0.00066926i,2.1829e-05-0.00073121i,-0.00021669-0.00032739i,-0.00064118-0.00027467i,2.0864e-05-6.2654e-05i,0.00010594-0.00013667i,-0.0003271-0.00024936i
0.00063748+0.001103i,0.0013169+0.0016962i,0.0014905+0.0022916i,0.0010303+0.0016531i,0.00076448+0.0012256i,0.00056411+0.00053571i,0.00058374-0.00063671i,0.00051927-0.00079554i,0.00026451-0.00018947i,-0.00025426+0.00024166i,4.4693e-05+0.00011195i,8.3162e-05+0.0001971i,-0.00023769+0.00054899i,-0.00022037+0.00071089i,-8.3323e-06-7.1944e-05i,0.00030963+3.709e-05i,0.00083625+0.00098135i,0.0013386+0.00082016i,0.00047162-0.00044546i,-0.00058138-0.0016112i,-0.00076755-0.0016398i,0.0002028-0.00056141i,0.00088901+0.00035615i
-0.0013607+0.0015169i,0.00041239+0.00028705i,0.0027284+0.0010685i,0.0029506+0.0010693i,0.0014315-7.7677e-05i,-0.00079813+4.1706e-05i,-0.0022126+0.00043726i,-0.0017543+0.00054964i,-0.00029531+0.0010258i,0.00034925+0.00058344i,9.0793e-05-0.0005091i,0.00042365-0.00050896i,0.00013144-0.00013262i,-7.6178e-05-0.00018088i,-0.00032668+0.00021658i,-0.00075506+0.0001344i,-0.00038797-0.00039354i,0.00036071-0.00036812i,0.00068663-0.00057306i,0.00033677-0.00054869i,0.00051108+0.00024823i,0.00099582-0.00047985i,0.0010571-0.00090222i
0.00031223-0.00016256i,-2.1571e-05+0.00021977i,0.000354+0.00087223i,-0.00034161+0.00052301i,-0.00043001-0.00099698i,0.00058314-0.0021516i,0.00090701-0.0019718i,6.5163e-05-0.0010642i,-8.1549e-05-0.0005508i,-4.4128e-06-0.00047232i,-0.0001071-0.00054455i,4.0253e-06-0.0002051i,-0.00049433+0.00041025i,-0.0002471+0.00097747i,-0.00014824+0.00093297i,-0.00063939+0.00031398i,-0.00062011-0.00034702i,0.0001094-0.00084153i,0.00021741-0.00038634i,-2.4319e-05-2.3474e-05i,0.00018587-0.00015692i,0.00015826-0.00018008i,-7.0201e-05+0.00064762i
-0.00050825+0.00065496i,-0.00074867+0.0013735i,0.00040526+0.0015369i,0.0010912+0.00024018i,0.0012956-0.0009908i,0.0013266-0.00063161i,0.00043697-4.1791e-05i,-7.6965e-05+6.9825e-05i,0.00030037+0.00066431i,7.1321e-05+0.00055567i,-0.00073799-0.00030779i,-0.0015277-0.00020897i,-0.0018721+0.00040279i,-0.0013246+0.00045992i,-0.00047398+0.00065146i,-0.000198+0.00072468i,2.0312e-05+0.00065163i,0.00021875+0.00042695i,-0.00031057+0.00080714i,-0.00055468+0.0002391i,-0.00033548-0.00080016i,-5.9766e-05-0.00034517i,-0.00038478-0.00014683i
-0.001549-0.00072522i,-0.001398-0.00063393i,-0.00083295+0.00036718i,0.00025564+0.0022793i,0.00030214+0.003066i,0.00058371+0.00202i,0.0011759+0.00043905i,0.00081469-0.00052598i,0.00078919-0.00052145i,0.00069263-4.8123e-05i,0.00023272+0.00080916i,-0.00030588+0.0013405i,-0.00019633+0.00017777i,-0.00044495-0.00056645i,-0.00065111-0.00027791i,-0.00012486-0.00070598i,-0.0002307-0.00041337i,-0.00038253-0.00047184i,-0.00024679-0.00069528i,-0.00023599-0.0014237i,0.0002997-0.0016203i,6.658e-07-0.0010729i,-0.00030492-0.00090343i
0.0013468+0.0017258i,0.0014653+0.00084724i,0.0014476+0.0010071i,0.0013106+0.0017663i,0.001748+0.0018407i,0.0022524+0.0012596i,0.0015938+0.0011128i,0.00036831+0.00094862i,-0.00010125+0.00068344i,-0.00022644+0.00027916i,-0.0010136-0.00050389i,-0.0011632-0.00030323i,-0.00045941+2.0193e-05i,0.00013096+0.0001538i,-0.00019093+0.00039781i,0.00011745-0.00039881i,0.0003302-0.00084553i,0.00018884-0.00013259i,7.8702e-05+7.2746e-05i,-0.00021251-0.00087244i,1.3293e-05-0.00094892i,0.00067902-0.00074307i,0.0006523-0.00041071i
-0.00037565+0.0010667i,-0.00057818+0.0011136i,0.00050648+0.00072117i,0.0008697+0.0006158i,0.00081876+0.00050835i,0.00032586-7.9326e-05i,-0.00028396-0.0001597i,-0.00090002+0.00014414i,-0.00053251-6.9932e-06i,0.00067954-3.9605e-05i,4.2423e-05-6.4173e-05i,-0.0006556-0.00087987i,-0.00083522-0.0012391i,-0.0012997-0.00060404i,-0.00072106+4.9557e-05i,-8.7849e-05+0.0003522i,-0.00033488+0.00025301i,-0.0003401+0.00010635i,-0.0003137+0.00045245i,0.00011141+0.00091938i,-0.00015212+0.00018631i,0.00049745+0.00085324i,0.00090373+0.0016524i
0.0011095+0.00044606i,0.0024132+0.00086052i,0.0020817-0.0012199i,0.00098147-0.0022422i,0.00022221-0.00113i,-0.00030627-5.4956e-06i,6.7292e-06+0.00054832i,0.0005955+0.00052873i,4.1736e-05-0.00013169i,-0.00033379-0.00098888i,-0.00028274-0.0007808i,0.00038252-0.00066581i,-0.00029541-0.00055919i,-0.00063843-0.00073186i,0.00031348-0.0010502i,0.00048491-0.00080768i,0.00050918-0.00085177i,0.00028204-0.0010599i,0.00016746-0.00093538i,0.00018148-0.00057315i,-0.00027046-0.00043546i,-0.00071911-0.00026453i,-0.00066192-0.00013606i
-9.3372e-05+0.0017816i,0.00010208+0.0011452i,-6.1976e-05+0.00084471i,0.00050784+0.00077257i,0.0014818-0.00048032i,0.001321-0.0016368i,0.00085017-0.00093945i,0.00027832-6.5254e-05i,0.00015014-0.00013161i,-0.00018825-0.00074192i,-0.00047656-0.0008731i,-0.00010042-0.00045045i,-0.00013712-0.00077349i,-0.00047328-0.0010763i,8.0243e-05-0.00035932i,0.0001411+0.0005641i,-0.0006795+0.00071056i,-0.00050779+0.00055405i,-0.00015227+0.00059542i,-0.00014284+0.00026091i,-0.00010262-2.3567e-06i,-0.00038921+0.0005037i,-0.00097597+0.00081902i
-0.00066247+0.00016143i,-0.00034514+0.00072276i,0.00023632+0.0014222i,-4.4498e-05+0.00082219i,-0.00015323+0.0006128i,0.00077113+0.00040357i,0.0010191+0.00028482i,0.00038987+0.00028588i,-0.00020095-0.00012216i,5.4141e-05-0.00016391i,-1.9212e-05-0.0006033i,-0.00044078-0.00065222i,-0.00058767-0.00032368i,-0.00029004+0.00011467i,-0.0002914+0.00031581i,-0.0002478-0.00032701i,0.0005105-4.2337e-05i,0.00033554+0.000124i,-0.00012736-0.00046706i,-0.00023427-0.00028152i,-0.00040649+0.00019212i,-0.00034491+0.00029971i,-0.00020275-0.000516i
-0.0017165+0.0003117i,-0.0012754+0.00059859i,-0.001225+0.0004909i,-0.00032984+0.00057703i,0.00040978+0.0011501i,-0.00021431+0.00099786i,-0.00025052+7.5255e-05i,6.9174e-05-0.00051693i,-8.0744e-05-0.00016816i,0.00023237-0.00011143i,-7.1748e-05+0.00017813i,-0.00057684+0.0001378i,-0.00018407-0.00039026i,-0.00012231-3.2706e-05i,0.00020143+4.8414e-05i,0.00054451+0.00031272i,0.00042381+0.00062996i,0.00010439+4.0992e-05i,0.00050654-0.00087196i,0.0014163-0.0009656i,0.0013156-0.0003614i,0.00014975-3.1397e-05i,-0.00047853+0.00016295i
0.0011243-7.9676e-05i,0.0012418+0.00027626i,0.00060356+0.0006856i,0.00019184+0.00061141i,-0.00065727+0.00037201i,-0.00063001-0.00019877i,-4.1488e-05+0.00020139i,-5.5688e-05+0.00065438i,-3.1125e-05+0.00037046i,7.3267e-05+0.00042718i,-0.00030314+0.00051702i,-8.8095e-05+0.00061047i,0.00026523+0.00083077i,0.00018042+0.00013688i,-0.00036958-0.00076674i,-0.00042104-0.00058487i,-0.00021197+0.00048166i,-0.00076851+0.00067436i,-0.0011407+0.00029869i,-0.0007499-0.00036391i,-0.00021092-0.00074127i,7.8309e-05-0.0012102i,6.4662e-05-0.00098455i
-0.00045567-0.0017885i,-0.00062837-0.0011452i,-0.0013254-0.0015421i,-0.0009326-0.001587i,-0.00057349-0.00083393i,-7.1671e-05-0.00069753i,0.00062952-0.00097288i,0.00080771-0.00065627i,0.00013326-0.00034097i,-0.00043748-0.0011283i,-0.00082051-0.0014689i,-0.0010645-0.00035464i,0.00011945+0.00032488i,0.00060307+0.0004323i,0.00020458+0.00039729i,-7.4805e-05+3.0418e-05i,0.00012443-1.4759e-05i,0.00052135+0.00044882i,0.00036905+0.00045093i,-2.3824e-05-1.2603e-05i,-0.00028196-0.00020861i,-0.0003822+0.00030477i,0.00043352+0.00082197i
-0.0022711-0.00070165i,-0.0028681-0.00063761i,-0.0022911+0.00012938i,-0.0016964+0.0001511i,-0.0015019+0.00038837i,-0.00023289+0.00079447i,0.0011343-9.7246e-05i,0.0010216-0.00079222i,-0.00012572-0.00073453i,-0.00056784-0.00096636i,0.00011915-0.00090166i,0.00033253-0.00017428i,0.00018206+8.4094e-05i,0.00058835+0.00037269i,0.00020644+0.0004206i,0.00024031-0.00014003i,0.00072898+0.0003179i,0.00054607+0.00041834i,0.00041208-0.00018178i,0.00052562-0.00072144i,0.00020671-0.0011146i,-6.6693e-05-0.00044782i,-0.00020514+1.5347e-05i
-0.00014771-0.0022866i,-0.0006869-0.0014497i,-0.00096452+0.00054672i,-0.0016846+0.00097312i,-0.00027501+0.0011173i,0.0011975+0.0009989i,0.0012896+0.00023272i,0.0012067-6.7486e-06i,0.0010449+0.00012215i,0.00098354+0.00027538i,0.00046671+0.00071834i,-0.00012456+0.00012534i,-0.00033958-0.00047694i,-3.0364e-05-0.00044837i,0.00046304-0.00048567i,0.00085323-0.00013011i,0.00055704+6.68e-05i,0.00033771-0.0003668i,0.0007633-4.4405e-05i,0.0011969+0.0012017i,0.0006418+0.00066909i,-0.00085868-0.0004473i,-0.00092389-0.00017067i
0.0014395-0.00055164i,0.0016588-0.0012751i,0.0015947-0.0027973i,0.00077943-0.0026802i,0.00040766-0.001243i,0.00077912+8.6311e-05i,0.0011269+0.00071874i,0.0007746+0.00044393i,0.00068695+0.00023421i,0.00039231+0.00043732i,-0.00038691+0.00036475i,-0.0005183-0.00026688i,-0.00034243-0.00089814i,-0.00010575+6.433e-05i,9.3713e-05+0.00086399i,0.00063913+0.00038536i,0.00046549+0.0002453i,-0.00015974+0.00023436i,-0.0001148-0.00020269i,0.00019894+0.0001703i,0.00093757+3.7167e-05i,0.00078299-0.0003383i,0.00024519+0.00034415i
8.838e-05+0.00076379i,0.00038377+0.00082355i,0.00049319+0.0017141i,0.00079908+0.0021856i,0.00033309+0.0013098i,-0.0013318+0.00062564i,-0.001862+0.00061976i,-0.00077012+0.0003655i,0.00041707+0.00023655i,0.00066342+0.00035874i,0.00056016+0.00030887i,0.0004411+0.00038663i,8.9674e-05+0.00039534i,0.00013087+0.00051206i,0.00015679+0.0010267i,0.0004472+0.00075535i,0.00011954-0.00020944i,-0.00051854+0.00012832i,-0.00051849+0.00058381i,-0.00020524+0.00017416i,0.00018871+7.7548e-05i,0.00038776+0.00029929i,0.00029601+0.00023589i
0.00054743+0.0017797i,-0.00012142+0.0021809i,-0.001074+0.0015473i,-0.00088332+0.00054754i,-0.00037358+2.2615e-05i,0.00016752-0.00065489i,0.00025952-0.00081788i,-0.00013189-0.00031348i,-0.00047676-0.00025489i,-0.00061566-0.00047764i,-0.00089102-0.00071793i,-0.00093672+0.00014327i,-0.0010613+0.00064715i,-0.00027688+0.00018309i,0.00027918+0.00010841i,0.00087837-0.00011794i,0.00088512-0.00047766i,0.00062453-0.00039055i,0.00029544-0.00047596i,0.00023664+1.9296e-05i,2.0309e-05+1.8046e-05i,-0.0005848+0.00025916i,-0.00089004+0.00070508i
-0.00075473+0.00078383i,-0.00026441+0.0010331i,0.0012399+0.0018385i,0.0018667+0.00062489i,0.0019398+0.00014594i,0.0014652+0.00012981i,0.00059876+9.3113e-05i,-0.00045996+0.00021518i,-0.00083435-1.1906e-06i,-0.00029831+7.1256e-05i,0.00035946-0.00027248i,0.00080921-0.0007856i,0.00075979-0.00052353i,0.00051231+0.00062372i,0.00023532+0.0010054i,-1.4655e-05+0.00040008i,-0.00056315+0.00026751i,-0.00060877+0.00014278i,-0.00031959+0.00025429i,-0.00022005+0.00071246i,0.00037152+0.00054317i,0.00073118+0.00056132i,0.00014196+0.00040722i
