-0.0033714+0.00054645i,-0.0022557+0.00062755i,-0.002243+0.00094997i,-0.0018654+0.00042731i,-0.0012419+0.00075746i,-0.00014384+0.00093548i,0.00058441+0.00082174i,0.0005492+0.00056255i,0.00081394+0.00035284i,0.0012451+0.00064137i,0.00022337+0.000503i,-0.00063006+0.0001514i,-4.4692e-05+0.00055631i,-5.1368e-05+0.00057953i,-0.00014248+0.00012385i,-5.5609e-05-0.00035253i,-3.7472e-05-0.00064941i,8.7736e-05-0.00051744i,-0.00055819-0.0007148i,-0.0011427-0.00087598i,-0.00067241+3.851e-05i,-0.00014901-5.6488e-05i,0.00030189-0.00022087i
7.1903e-05-0.0020727i,0.00066216-0.0018034i,-0.00087014-0.00050088i,-0.00083057+0.00094944i,-0.00053277+0.00085179i,-0.000544-0.001049i,1.3608e-05-0.0035307i,-1.4031e-05-0.0041269i,-0.00021206-0.0024949i,-0.00090599-0.00091971i,-0.0014651-0.00095129i,-0.0017756-0.0018665i,-0.0019007-0.0020669i,-0.0012213-0.0010372i,-0.00081022-0.00049694i,-0.00021143-0.00062586i,-0.00032098-0.00079971i,-0.00086734-0.0009509i,-0.0002696-0.0005973i,0.0001493+0.00019835i,0.00052282+0.00094272i,0.00029596+0.0010734i,0.00015221+7.6309e-06i
-0.00030428-0.00023196i,0.00051602-0.0012724i,4.1399e-05-0.00092112i,-0.00082169-0.00016425i,0.00012713-0.00032073i,0.0015254-0.0011012i,0.00059271-0.0021059i,-0.0012576-0.0024241i,-0.0018054-0.0014245i,-0.001655-0.00080497i,-0.0010507-0.00091102i,-0.00053981-0.00090984i,-0.00013929-0.00049146i,0.00028588-0.00010516i,1.2483e-05-9.7788e-05i,-0.00051307-3.2196e-05i,-0.00098436-2.8007e-06i,-0.0009853+0.00042801i,-0.00036032+0.00034402i,-0.00030879+0.00045102i,0.00036242+0.00074027i,0.00063735+0.00039151i,0.00087346+0.0005569i
-0.00029053+0.0024391i,0.00098482+0.0029681i,0.0023191+0.0022203i,0.0030031+0.0011739i,0.0029874+0.00079175i,0.0011473-3.7335e-05i,-0.00059354-0.00051585i,-0.0011873+6.1391e-06i,-0.0011602+0.00078286i,-0.00041481+0.00019942i,0.00025268-0.00034207i,0.0013117+0.00042295i,0.0013837+0.00017993i,0.00081032-0.00045908i,0.00065262-0.00047146i,-0.00013036-0.00068927i,-0.00051972-0.0011474i,-0.0010601-0.00070757i,-0.00086508+0.00020023i,-0.00031431+0.00051288i,-0.00039252+0.00050909i,-9.8049e-05+0.0002502i,0.00012596+0.00051449i
0.00023935-0.00058107i,-0.0014733-5.8422e-05i,-0.0014548-0.00073409i,-0.00024939-0.00098651i,0.00014061-0.00086977i,0.00014573-0.00075325i,0.00022223-0.00022024i,0.0007068+0.00065426i,0.00042678+0.0014366i,0.00062282+0.0011511i,0.0012874+0.00099869i,0.00097984+0.0019098i,0.00095945+0.0021293i,0.00092168+0.00052565i,0.00046466-0.00043857i,0.00014193+0.00086991i,-3.6575e-05+0.0013818i,0.00023229+0.0004425i,0.00043554+4.5621e-05i,0.00026039-0.00043754i,-0.00014925-0.00069361i,-0.00080003-0.00027114i,-0.0013847+0.00028655i
-6.2782e-05+0.00022205i,0.00039755-6.2937e-05i,0.00039799+0.00014531i,1.7908e-05+0.0003828i,-0.00020134-7.944e-05i,0.00077625-0.00029167i,0.0018886-0.00096731i,0.0022957-0.00080893i,0.0027861-6.504e-05i,0.0020465+0.00064479i,-7.8944e-06+0.00123i,-0.0012233+0.0017813i,-0.0010326+0.0018846i,-0.00033432+0.00047716i,0.00056607-0.00070077i,0.00093842-0.00089552i,0.0010153-0.00067506i,0.00040626-0.00056305i,-0.0002143-0.00023454i,7.2686e-05+0.00054955i,0.00017905+0.00065626i,-0.00059948+0.00051063i,-0.001068+0.00052846i
-0.0037492+6.8433e-05i,-0.0034832-0.00032928i,-0.0033997+0.00022817i,-0.0020105+0.00020526i,-6.5098e-05-0.00018576i,0.00083749-0.00076809i,0.0011142-0.0018459i,0.00049525-0.0020058i,0.00017985-0.00025072i,-0.00011773+0.001579i,-0.00062567+0.0017253i,-0.0010732+0.0018063i,-0.0016382+0.0021422i,-0.0014685+0.0021222i,-0.00052382+0.0013242i,2.8439e-05+0.00092714i,0.00034224+0.0008595i,0.00062233+0.00026069i,-0.00024658-0.00037674i,-0.00079951-0.00021994i,-0.00076725+0.00020487i,-0.00081961+7.4074e-05i,-0.00031872-0.00039009i
0.00010895+0.00052783i,1.5513e-05-0.00024431i,0.00011716+2.4075e-05i,8.1066e-05+0.00023321i,5.4989e-05-0.00021727i,0.00044815-0.0014656i,4.0944e-05-0.0023838i,-0.00053453-0.0025637i,-0.0005618-0.0021552i,-0.00022524-0.0011061i,-0.00033244-0.0003577i,-0.00070256+0.00030825i,-0.0014474+0.0012022i,-0.0016277+0.00077687i,-0.00044139-0.00043018i,0.0002401-0.00041571i,0.00052072+0.00029998i,0.00090637+0.00052615i,-0.00019095-0.00024953i,-0.00086934-0.00085168i,-0.00042782-0.00038004i,-0.0010351+0.00034383i,-0.00075388+0.00056744i
-0.00012193+0.0024321i,-0.00024782+0.0020395i,-0.00018098+0.0012482i,0.00088617+0.00069608i,0.0015518-0.0004352i,0.0012189-0.0014536i,8.3047e-05-0.0011482i,-0.0015061-0.00025531i,-0.0019438+0.00049241i,-0.00081183+0.00076592i,-0.00030682+4.9786e-05i,-0.00085125-0.00056923i,-0.0012755-0.00040912i,-0.00092627-0.00050006i,-0.00077787-0.00057713i,-0.0016141-0.00064255i,-0.0013087-0.00056957i,0.00020525-0.0002205i,0.00078503-0.00033856i,0.0008032-0.00010501i,-2.7463e-05+0.00035968i,-0.00077565+0.00025644i,-7.675e-05-0.00042622i
0.00101+0.0029592i,0.00054257+0.0023157i,0.0013101+0.0021644i,0.0017056+0.00084577i,0.001023-0.00059783i,0.00072341-0.00088739i,0.00052557+0.00015951i,0.00033034+0.0010989i,-0.00046019+0.0013154i,-0.0011373+0.00098982i,-0.00070406+0.00023586i,-0.00017622-0.00048683i,-9.9088e-05-0.00067342i,-0.00027788-0.00059991i,7.264e-05-0.00078783i,-0.00046084-0.00010603i,-0.00093832+0.00046855i,-0.00021412-7.3444e-05i,-8.8139e-05-0.00015142i,-0.0002344-5.1275e-05i,-9.2157e-05+0.00055623i,0.00025234+0.0010473i,0.00023484+0.0003226i
0.0012872-0.00025517i,0.0021899-0.0010027i,0.0017108-0.0026056i,0.0012502-0.0024091i,0.00098992-0.0015717i,0.001106-0.0019158i,0.0016737-0.0012844i,0.0015437+0.00026021i,0.00065537+0.001052i,-8.5801e-05+0.00096208i,-0.00019652+0.0010142i,0.00050758+0.00078692i,0.0012494-0.00017983i,0.0010096-0.00058401i,0.00071536-7.1799e-05i,0.00081619+7.3686e-05i,0.00051952+0.00026004i,0.00042727+0.0005332i,0.00042544+0.00047046i,-0.00041758-0.00028261i,-0.0012591-0.00051018i,-0.0011118-0.00012175i,-0.00025413+0.00031527i
0.0016591-1.5583e-06i,0.0010459+0.0012181i,0.0014852+0.0015862i,0.00089271+0.0015597i,0.00057214+0.00014372i,0.00051987-0.0013578i,0.00049452-0.0018994i,0.00054608-0.0015174i,0.0007416-0.00036715i,0.00093488+0.00012587i,0.0006305+0.0006971i,0.00034432+0.0012034i,0.00084883+0.0010212i,0.001077+0.0012862i,0.00093032+0.00062695i,0.0011868-0.00029855i,0.0011464-0.00054742i,0.0011999-0.0009242i,0.00084624-0.00062168i,0.00043741-0.00029885i,-0.00018218-0.00014597i,-0.0004361+0.00012196i,0.00034997+0.00067112i
0.00043558+0.0010022i,-0.00059159-0.00019924i,-0.00095496+1.1237e-05i,1.4179e-05+0.00040281i,0.00141+4.8109e-06i,0.0019596-0.00018926i,0.0013058-0.0010725i,0.0011041-0.0017164i,0.0010868-0.00087909i,0.00032322+0.00035421i,8.7127e-05+0.00072811i,-8.9977e-05+0.0012562i,0.0002171+0.0020296i,0.00078053+0.0014278i,0.0015972-0.00029331i,0.00177-0.00083133i,0.0010057-0.00095234i,0.0010024-0.00079923i,0.0011386-0.0012477i,0.00063065-0.0011764i,-0.0001469+5.9076e-05i,-0.0007081+0.00058197i,-0.0010077+0.0010546i
0.0020929+0.00026489i,0.0022121+0.00087824i,0.0019839+2.0675e-05i,0.0014297-0.00056064i,-0.00037785-0.00067068i,-0.0015645-0.00081986i,-0.0014694-0.00092204i,-0.0016029-0.0012605i,-0.001223-0.0013901i,-8.4415e-05-0.00035045i,0.00023006-9.2559e-05i,-0.00042525+0.00015247i,-0.0010898+0.0017144i,-0.0010056+0.0018702i,-5.178e-05+0.00073712i,0.00025365-0.00056075i,-0.00034666-0.00085894i,-0.00023755+0.0002557i,0.00063323+0.00060888i,0.00022084+0.00030424i,-0.00083826+0.0005867i,-0.0010212+0.00070422i,-0.00050505+0.00046662i
0.00064843-0.002375i,2.2031e-05-0.002155i,-0.00056652-0.0018728i,-0.00081884-0.001566i,-0.000531-0.0011693i,-0.00016926-0.0013078i,-0.00061678-0.0015645i,-0.0015195-0.00093782i,-0.0018046-0.00057971i,-0.0018052-0.00042725i,-0.001786+7.0669e-05i,-0.0019497-0.00017458i,-0.0015988-8.3858e-05i,-0.0003285+0.00018468i,-2.7598e-05+0.00011826i,-0.00023053-4.8991e-05i,-4.3305e-06-0.00010843i,1.17e-05+0.00040467i,-2.0798e-05+0.00070402i,-0.00023637+0.00039009i,-0.00048738-1.6224e-05i,0.00013742-0.00054679i,0.00061796-0.00047832i
0.0025106-0.00098296i,0.0036978-0.0010088i,0.0034517-0.0024748i,0.0018089-0.0025895i,0.00012513-0.00186i,-0.00062456-0.001416i,0.00024286-0.0010041i,1.0034e-06-0.0002626i,-0.00081242+0.00057159i,-0.0012369+0.0011333i,-0.0013611+0.00065397i,-0.00086986+0.00033109i,-0.00048154-0.0002626i,-0.00075-0.000317i,-0.00067279+0.00027492i,-0.00075126+0.0005481i,-0.001096+0.00060255i,-0.00033983+0.00058837i,0.00042991+0.0009765i,0.00075846+0.0015889i,0.00060807+0.0013293i,0.00021235+0.00056266i,-0.00012657+0.00015226i
-0.00058052-0.0010027i,-0.0014472-0.00095722i,-0.0030723+0.00034516i,-0.0021206+0.00097635i,0.00045884-0.000173i,0.00097198-0.00099354i,0.00059651-0.0015498i,0.00057265-0.0011082i,0.00072889-0.00018863i,0.00044428-0.00046665i,-0.00068232-0.00050223i,-0.0007439-0.00050553i,-0.00010494-0.00075403i,0.00047465-0.00027075i,4.6583e-05+0.00071109i,-0.00060063+0.00082887i,-0.00011575+0.00065582i,7.1711e-05+0.00024647i,-0.00051286+4.6114e-05i,-0.00018076+0.00031727i,0.00033167+0.00018141i,-4.8998e-05-0.00020436i,-0.00042454-0.00018757i
0.0017209-0.00083508i,0.00096369-0.0012448i,0.00072882-0.002024i,-0.00037506-0.0022182i,-0.00092241-0.0014456i,-0.00052141-0.0010486i,-0.00022462-0.0008605i,0.00035999-0.0010002i,0.00049034-0.00047075i,3.5005e-05+0.00038326i,0.00019458-4.7616e-05i,0.00083054-0.00048731i,0.00038291+0.00025252i,0.00018683+0.00050512i,0.00081915+0.00015438i,0.001066-3.5004e-05i,0.00060019-0.00066805i,4.1483e-05-0.000877i,5.5102e-05-0.00055564i,-0.00013062+5.3447e-05i,-0.00066058+0.00016986i,-0.00057624-0.00020007i,-0.00064215+0.0001463i
0.00025632+0.0026439i,0.0010337+0.0020525i,0.001215+0.0023959i,0.0013965+0.001027i,0.0019963-0.001293i,0.0017403-0.0016725i,0.00056951-0.0007934i,-0.0002982-0.00063683i,-0.00035773-0.00051841i,0.00018154-0.00049315i,0.00077689-0.00027692i,0.00048286+0.00042938i,-0.00015272+0.0010041i,-2.9253e-05+0.0010223i,0.00079319+0.00014287i,0.00058473-0.00096891i,0.00063599-0.000818i,0.00038199+8.6018e-06i,-0.00045666-0.00042037i,-0.00066633-0.00023009i,-0.001032+0.0002903i,-0.00073481+0.00036596i,-0.00013053+0.00043839i
0.0010297+0.0026334i,0.0016805+0.0012931i,0.00064044+0.0021015i,0.0005291+0.0015493i,0.0009026-0.00045414i,0.0010553-0.0020115i,0.00045758-0.002081i,-0.0011007-0.00097818i,-0.0016504-0.00074791i,-0.0012769+0.00022816i,-0.00093193+0.0014103i,-0.00054287+0.0018008i,-0.00057495+0.0022315i,-2.2257e-05+0.0018747i,0.00026947+0.0010359i,3.4517e-05+0.00041469i,-7.8961e-05-5.5891e-05i,-0.00029356-6.0095e-05i,-0.00035611-0.00096075i,-0.00016719-0.0012344i,0.00041258-0.00022558i,0.0011897+0.0002323i,0.0010555+0.00036453i
0.0010136+0.00088823i,-0.00019218+0.00051778i,-0.0011582+0.000967i,-0.00056284+0.00099386i,0.00043277+0.00071231i,0.0010156-0.00039139i,0.00033013-0.0014014i,-8.0094e-05-0.00058444i,0.00089712+0.0010596i,0.00071413+0.0014291i,-0.00019547+0.0012268i,-0.0017022+0.0013686i,-0.0030088+0.0017106i,-0.0018312+0.0013891i,-0.00039167+0.00036076i,9.2541e-05-0.00031865i,0.00034754-0.00032753i,0.00020421+4.3218e-05i,0.00037207+3.4906e-05i,0.00082836+4.6447e-05i,0.00079385+0.00061615i,0.00038332+0.00094246i,0.00017199+0.0004156i
0.0013692+0.00054303i,0.0018404+0.00032413i,0.0020229-0.00023939i,0.0012735-0.00061304i,0.0014803-0.0014994i,0.0016408-0.0025186i,0.0015347-0.0013195i,0.0012966+0.00082253i,0.00074052+0.0012204i,0.00070497+0.0012953i,0.00015055+0.0020318i,-0.00065844+0.0017206i,-0.00066053+0.0010126i,-0.00016606+0.0013005i,0.00012131+0.0019107i,-0.00036075+0.0022561i,-0.0004593+0.0016034i,0.00025907+0.0009249i,0.00053244+0.00059689i,-1.6641e-05+0.00025752i,-0.00043727+0.00059627i,-0.00051321+0.00053849i,-4.0711e-05-0.00058317i
0.0033617+0.0010236i,0.0032077+0.00080757i,0.0030289+0.00063437i,0.0016655-0.00067572i,3.9337e-05-0.0018227i,-0.00058628-0.0015823i,0.00044259-0.0020343i,0.0010261-0.0026004i,0.0011105-0.0012629i,0.00093347+0.00079871i,0.00078418+0.0010164i,-0.00035813+0.00033982i,-0.00065001-0.00014662i,0.00022271-0.00094546i,6.1574e-05-0.00085954i,-0.00077164-0.00040643i,-0.00059284-0.00029102i,0.00025872+0.00012485i,4.4062e-05+0.00049923i,-0.00034093+0.0007115i,0.00028889+0.00017182i,0.00074585+4.0965e-05i,0.00028667+0.0008119i
-0.00071653-0.00068192i,-0.0012489-0.00056548i,-0.00077086-8.8991e-05i,0.00067287+0.00028239i,0.0006297+0.00063328i,0.00033543-6.7474e-06i,0.00025533-0.00074934i,8.1961e-05-0.00097902i,-0.00064795-0.00044732i,-0.00059239+0.00078285i,-0.00015178+0.00079912i,9.2057e-05+0.00070065i,0.00054009+0.0011089i,0.0010852+0.0010613i,0.00019415+0.00040346i,-0.00049133+7.544e-05i,0.00053039+0.00020682i,0.00076424+0.00017544i,0.00059002-6.2108e-05i,0.00099264-0.00039836i,0.00051733-0.0001978i,-4.7601e-05-0.00028407i,0.00039677-1.6088e-05i
0.0020247+1.0375e-05i,0.0020162+0.00076453i,0.0017116-0.00021405i,0.0010674-0.0014552i,-4.0527e-05-0.0020319i,-0.00056214-0.0016884i,-0.00075064-0.0014673i,-0.00045985-0.0014251i,0.00043888-0.0010928i,0.00048412-0.00054749i,-0.00028209-0.00027253i,-2.315e-05-0.00033923i,0.0010597+0.00031133i,0.0011721+0.00042611i,0.00054612-0.00068738i,-0.00023066-0.0015637i,-0.00087974-0.0017042i,-0.00067847-0.0013451i,-0.00058198-0.00093203i,-0.00071378-0.00058976i,-0.00037284-0.00038238i,-1.1871e-05-0.00055583i,-0.00070036-0.00051181i
-0.00035002+0.00088558i,0.00047853+0.001016i,1.5447e-05+0.00096054i,-0.00026095+0.0002138i,0.00068704-0.00047174i,0.0014664-0.0002194i,0.0015241-0.0001437i,0.0009463-0.0001131i,0.00051669+5.0389e-05i,0.00043068+0.00074395i,0.00024188+0.001308i,-0.00038209+0.0011045i,-0.00055836+0.00038452i,0.0003439+0.00031498i,0.00012149+0.00010522i,-0.00073112-0.00019266i,-0.000347-0.0010893i,0.00010971-0.0015849i,-0.00074396-0.00043703i,-0.00044779-0.00019284i,6.8834e-05+0.00013465i,0.00035258+0.00061478i,0.00083798+0.0004164i
0.00082454-0.00026373i,0.00045197-0.00029765i,-6.4691e-05-0.0012224i,-0.00099054-0.0010661i,-0.0007642-0.00082466i,-0.00033846-0.00068976i,0.0002368-0.00082334i,0.00051513-0.00068468i,0.0006016+0.00025887i,0.00059298+0.00091528i,0.00016078+0.00083794i,0.00013682+0.00065216i,0.00045077+0.00015989i,0.00054767-0.00022673i,0.00087213-0.00029188i,8.891e-05-0.00050561i,-0.00040272-0.00035399i,0.00047606-5.5199e-06i,0.00046175+0.00025653i,-0.00018328+0.00020004i,-0.00052324-0.00052039i,-0.00059198-0.00037715i,-0.00053987-0.00013362i
0.0020698+1.4395e-05i,0.0016392+0.00079865i,0.0016893+0.00050974i,0.0011878-0.00010942i,0.0012937+0.00055018i,0.0016069+0.00058614i,0.0013484-0.00040961i,0.0012753-0.00069135i,0.0011655-0.0010674i,-5.6701e-05-0.0005667i,-0.00050398+0.00040917i,-0.00059549+0.00063255i,-0.00097024+0.0005702i,9.9344e-05+0.000369i,0.0011263+0.00027646i,0.00024943-0.00024545i,-4.3907e-05-0.00072342i,0.00071477-0.00050642i,0.00080052+0.00010234i,0.00012192+0.00077652i,-0.00039998+3.4518e-05i,-0.00041217-0.00085754i,5.5642e-07-0.00028161i
0.001523-0.00011532i,0.00058412-0.00051851i,-0.00054509-0.0011037i,-0.0016232-0.0010133i,-0.00055541-0.0010987i,0.00090209-0.00073415i,0.00048886+5.5652e-05i,-0.00029925+1.511e-05i,-0.00031334-0.00064133i,-0.00027042-0.00051925i,-0.0010783+0.00034589i,-0.0008641+0.00057191i,-0.00026189-0.0001755i,-0.00034391-0.0012607i,-0.0002513-0.001143i,-0.00049696-2.5067e-05i,-0.0008758+0.00030748i,-0.00038821+0.00035642i,0.00021585+0.00017562i,0.00048273-0.00012926i,-2.5225e-05+6.2483e-05i,-0.00033398-0.0002098i,-0.00086542-0.00054343i
-0.0013805-0.00048188i,0.00038326+0.00039944i,0.00040664-0.00068976i,0.00060406-0.00089818i,0.00075778+0.00013197i,0.00076698-0.00027717i,0.00044642-0.001488i,-0.00064602-0.0013912i,-0.00062875-0.00069712i,-0.00023443+0.00012239i,-0.00014745+0.00044804i,-0.00039597-0.00011877i,-0.00075844+0.0002695i,-0.00097257+0.00061537i,-0.0012941-0.00011121i,-0.00080633-0.00052831i,-9.5606e-06-0.0009657i,-0.00012659-0.0012256i,-0.00034277-0.0010299i,-0.00025778-0.00083263i,-6.4202e-05-0.00018061i,-0.00086947+5.1321e-06i,-0.0017965+7.834e-05i
0.0010809+0.00082275i,0.0020357+0.00072417i,0.0012548+0.00040617i,0.001313+0.00062252i,0.0011137+0.00078655i,0.00026024-0.00039646i,0.00068633-0.0013673i,0.00086282-0.00063958i,-0.0002102-1.6552e-05i,-0.00082135+9.5763e-05i,-0.00046986-2.0937e-05i,-0.00025603-0.00016196i,-0.00054831-0.00056365i,-0.0010907-0.00054582i,-0.000643+7.4528e-05i,0.00029004+8.4993e-05i,-0.00023861-0.00019354i,-0.00042963-0.000603i,0.00082271-0.00082888i,0.0010217+6.6151e-06i,8.834e-05+0.0010347i,-0.0005154+0.0010548i,-0.0002296+0.00088349i
-0.00040678-0.00078498i,-0.00017607-0.0014428i,0.0017445-0.0012555i,0.0021255-0.001244i,0.00092883-0.00057172i,0.00043711-0.00015779i,0.0012509+0.00022311i,0.0012155+0.00042935i,-0.0001389+0.00079728i,-0.00071467+0.0013153i,-7.0112e-05+0.0011957i,0.00024605+0.0013792i,-0.00010722+0.0014401i,-0.00043023+0.00097559i,-0.00029741+4.8411e-05i,-4.2289e-05-0.0002677i,-0.00017245-0.00029395i,-0.00023212-0.00012118i,-0.00025525+0.00073128i,-0.00061072+0.00074585i,-0.0012431+0.00048994i,-0.0010871+0.00043166i,0.00044524-0.00027588i
0.0012-0.0004405i,0.0011154+0.00017859i,0.00026216-7.0628e-05i,-0.00070958-0.0013935i,-0.00096992-0.001505i,5.1802e-05-0.00082989i,0.00092178-0.0010709i,0.00094605-0.00066135i,0.0003348-7.2015e-05i,-0.00017038-0.00014247i,-0.00088891+0.0003369i,-0.00064273+0.00031985i,-0.00012944+0.0005366i,-0.00017236+0.00031753i,1.6568e-05-0.00063825i,-0.00012003-0.00037414i,-0.00033865+2.9644e-05i,-0.0001611+3.2613e-05i,-0.00012259-0.00026092i,-0.00023324-0.0005948i,-0.00067291-0.0003146i,-0.00042371-0.00077478i,-0.00021781-0.0011418i
0.00082189+0.00060033i,0.00090091-0.00041223i,0.0016922-0.00089551i,0.0019151-0.0010301i,0.0013473-0.00084544i,0.00028674-0.00084197i,0.00025415-0.00082482i,0.00031001-0.00035068i,-0.00014244-0.0004566i,-0.0005714-0.00048774i,1.0391e-05-0.0004353i,0.00018923-0.00017209i,-0.0006312+0.0010216i,-0.00061384+0.0011827i,-0.00011968+0.00073515i,0.0003408+0.00065444i,0.00075786+0.0010014i,0.00032534+0.00088612i,0.0010039+0.00083754i,0.0015546+0.00037833i,0.00049693-0.00070246i,-0.0005335-0.00089849i,-0.00098314-0.00071469i
0.00014952-0.0029742i,0.00073946-0.0025834i,0.00074634-0.0033758i,0.00026273-0.0025081i,-6.4969e-05-0.0014923i,-0.00018459-0.0021155i,-1.3916e-05-0.0022042i,-0.00018303-0.00083329i,-0.0006024+5.5601e-05i,-0.00038152-0.00039345i,-0.00074258-0.00080395i,-0.0011781+4.833e-05i,-0.00090999+0.0012717i,-0.00085102+0.00096116i,-0.0005913-8.9583e-05i,-0.00036771-1.8155e-05i,-0.0003394+0.00021576i,-0.00059224+0.00048115i,-0.00030043+0.00038161i,-4.355e-05-0.00029502i,-0.0001851-0.00047768i,-6.9021e-05-0.00045264i,-0.00063026-0.00029769i
-0.0017447+0.00020158i,-0.0010351-0.00037045i,-0.0010656+0.00081474i,-0.00018466+0.0012932i,0.0010398+0.0008935i,0.0014131+0.00018575i,4.2178e-05-0.00088447i,-0.00099735-0.0012751i,-0.00075301-0.00065862i,0.00040565-8.6417e-06i,0.00044958+0.00076821i,-0.00037522+0.0012496i,-0.00029447+0.0014263i,0.00074696+0.0015314i,0.00021753+0.00093851i,-0.00088613+0.00093036i,-0.00063876+0.0014922i,-0.00021517+0.00053052i,-0.00056702-0.00017346i,-0.00082702+7.0597e-05i,-0.00055498+1.6415e-05i,-9.5069e-05+2.4014e-05i,-0.00010283-0.0001612i
-0.00097243+0.00056518i,-0.00080688-0.0002734i,-0.00098011+0.00019688i,-0.0012864+0.00025335i,-0.00088493-0.00053073i,0.00051085-0.0007371i,0.0009463-0.00064342i,-6.856e-05-0.00045131i,-0.00030169+0.0002249i,-2.0769e-05+0.00020848i,-0.00011771-0.00025935i,-0.0004093+6.7387e-06i,-0.00081922+0.00036414i,-0.0010644+8.8645e-05i,-0.00021676-0.0012295i,0.00023032-0.0018769i,6.4859e-05-0.00081632i,0.00029693+0.00019211i,0.00047008+0.00035306i,0.00016155+0.00034934i,-0.00075283+0.00057609i,-0.00054223+0.00065222i,-0.00045994+0.00026976i
0.0018365-3.0197e-06i,0.0018752+2.0817e-05i,0.0028279-0.00062581i,0.002456-0.0014084i,0.0010354-0.0020424i,0.00069816-0.0015008i,0.00083931-0.00055478i,0.0008965-0.00017989i,-1.6648e-05+0.00070385i,-0.0013639+0.0012951i,-0.0010506+0.00081197i,-0.00070418+0.00042964i,-0.00091747+0.00019839i,-0.00071312-0.00075649i,-0.00032601-0.0015835i,-0.00034737-0.0012208i,-0.0009336-0.0006305i,-0.00058921+9.7554e-05i,-2.8306e-06+0.00043495i,-0.00015992+0.0002127i,-0.00050465+0.00010234i,-0.00053709-0.00022869i,-0.00032753-0.00010996i
0.0003561-0.0017931i,0.00039924-0.0020933i,-0.00035301-0.0025004i,-0.0011727-0.0012211i,-0.0015595-0.00016853i,-0.00028486-0.00031896i,0.00077812-0.0010665i,0.00034328-0.0011067i,3.3813e-06-0.00036622i,-0.0001752+0.00076102i,-0.00059717+0.0010361i,-0.00049512+0.00071022i,-0.00032565+0.00079749i,0.00010874+0.00060967i,0.00019842-0.00016983i,-0.00035261-0.0004309i,-0.00069408-0.00010737i,-0.00068008-0.00011166i,-0.00025211-0.00034511i,0.00042493-0.00029402i,-6.2529e-05+0.00024292i,-0.00047767+0.00057691i,-9.5334e-05+0.00056193i
0.0010834-0.0010404i,0.00045146-0.00092099i,-6.9849e-05-0.0001368i,-0.00042158+0.00076016i,7.6769e-05+0.00034467i,0.00028768-0.0011888i,-4.0693e-05-0.0015716i,-0.00042974-0.001358i,-0.00057017-0.00078024i,-0.00065018+0.00015639i,-0.0004159-0.00015873i,-0.0006053-0.00040858i,-0.00095032+0.00069976i,-0.00071065+0.00085072i,0.00027279+0.0001349i,0.0010772+0.0005172i,0.00064777+0.00082346i,0.0001734+0.00041864i,-0.00020084+0.00057705i,-0.00018672+0.00035693i,0.00020494+0.00012344i,-5.4866e-05+0.00045451i,-0.00068548+0.00047322i
0.0014566+0.00020952i,0.0018715+0.00033009i,0.0012543-0.00069565i,3.8928e-05-0.0010555i,-0.00021651-0.0008744i,0.00011-0.00098835i,-0.00025749-0.00024523i,-0.0006984+0.00032054i,3.0886e-05+0.00063546i,0.00088199+0.0010303i,0.00032978+0.00069698i,-0.0002087-4.2082e-05i,-0.00036998+0.00026965i,0.0002595+0.00032422i,0.0011675-6.1364e-05i,0.00047682-0.0003404i,-0.00052998-0.00014843i,-0.00028347-0.00010769i,-0.00018529-0.00084068i,-7.9546e-05-0.00060186i,-0.00018139-0.00017764i,0.00040011-0.00016017i,0.0012048+6.105e-05i
-0.00069353-0.00020263i,-0.00056356-0.00020819i,-0.00058911+0.0002299i,-0.00090224+0.0008897i,-0.00042828+0.00087994i,0.00060896+0.00018464i,0.00052253+0.00015781i,-0.00029972+0.00014782i,-0.00061611+0.00037213i,-0.00059919+0.00066078i,-0.00046013+0.0010614i,-0.00075045+0.0010212i,-0.00044625+0.00061439i,-0.00034853+0.00058086i,-0.00042503+0.00017921i,2.5665e-05-4.539e-05i,0.00027233+3.2037e-06i,0.00073359-8.4624e-05i,0.00016281-7.2446e-05i,-0.00022677+0.00043629i,6.5741e-05+0.00049985i,1.2468e-05+0.00062433i,-9.7488e-05+0.00039427i
0.0013811-0.00050807i,0.001211-0.00028062i,0.0006113+0.00060127i,0.00042359+0.00010555i,0.0012439-0.00098007i,0.0015167-0.0012819i,0.00046725-0.00057767i,-0.00037576-0.00025342i,9.1176e-05+0.00049192i,-0.000436+0.00042773i,-0.00105+0.00064524i,-0.00082541+0.0013318i,-0.00035888+0.00076965i,0.00017505+0.00023276i,5.3448e-06-0.00032975i,-0.00045852-0.00037829i,-0.00011439+0.00050191i,0.00075552+0.00095989i,0.00031356+0.00029002i,-0.00078342-0.0012445i,-0.00058473-0.0017044i,-0.00011392-0.0011761i,0.00011266-4.7105e-05i
