-0.00092034+0.00075824i,0.000156-0.00063028i,0.00036104-0.0011773i,-0.00058963-0.001273i,-0.0017846-0.00018757i,-0.0022127+0.0010416i,-0.00056163+0.0011033i,0.0011744+0.001089i,0.0015389-4.7213e-06i,0.0010667-0.00094111i,0.00014543-0.00080061i,-0.00013155-0.00062933i,0.00054841-0.00025409i,0.00091125-0.00030018i,0.00043854-0.00047217i,0.00013602-0.00055241i,0.00041948-0.00041138i,0.00080968+0.00024294i,0.00064397+0.0003126i,7.4984e-05-0.00058805i,-0.00013906-0.00062047i,-0.00070197-1.1848e-05i,-0.00073148-7.7857e-05i
0.0020089-0.0010973i,0.0021728+3.0535e-05i,0.0016283+0.0002866i,0.0010301+0.00010963i,0.0004974-0.00031632i,0.00014878-0.00024393i,0.00046503-0.00027046i,0.00014247-0.0014598i,-0.00048811-0.0019147i,-0.00073636-0.0014132i,-0.00011543-0.00062477i,4.8582e-07+0.00017595i,0.00016171+3.3854e-05i,0.00077147-0.00015349i,0.00076914-0.00019656i,0.00078369-0.00068084i,0.00068398-0.00065614i,4.6053e-05-0.0004003i,-0.00081017-0.00059303i,-0.0010059-0.00077165i,-0.0006422-3.7115e-05i,-0.00046146+0.0005348i,-0.00053087+0.00038005i
0.0018048-0.0011365i,0.0016164-0.00095871i,0.00027265-0.0016532i,-0.00070434-0.0016152i,-0.00093479-0.00098713i,-0.00031533-0.00049476i,-0.00016351-0.00021705i,-0.00056494+3.6441e-05i,-0.00097178-0.0006146i,-0.001073-0.00043683i,-0.00088172+0.00070551i,-1.9609e-05+0.0011354i,0.0006138+0.0011986i,0.00048583+0.00059116i,-0.00015588-8.4193e-05i,-0.00053819-0.00015916i,0.00013701-0.00013818i,0.00057014+0.00025445i,0.00036589+0.00043748i,-0.00037152+0.00042664i,-0.00056927+0.00044143i,0.0003943+0.00055048i,0.0006646+0.0011536i
-0.000357+0.00033858i,2.6851e-05+0.0010593i,0.00075129+0.0017769i,0.0016867+0.0023526i,0.0026294+0.0022489i,0.0020545+0.00083244i,0.00099629-0.0007254i,0.00049138-0.0011219i,0.00042257-0.001116i,0.0004606-0.00074323i,0.00023227-0.0004569i,-0.00057944-0.00041515i,-0.0014074-0.0004851i,-0.0015543-0.00060035i,-0.00091878-0.0003202i,-0.00028618-2.0906e-05i,9.0138e-05-0.00046987i,0.0005466-0.00051617i,-5.1978e-05-7.1443e-05i,-0.00041366-0.00036031i,0.00029983+8.441e-05i,0.00055235+0.00059522i,0.00031889+0.00041511i
0.0015586+0.0013367i,0.0014385+0.00069207i,0.0014933+0.00089456i,0.0019308+0.00039061i,0.0017057-0.00077329i,0.00026645-0.00086524i,-0.00078048-0.00095613i,-0.00021505-0.0011474i,0.00078486-0.00062104i,0.00050553-0.00038964i,0.00056447-0.00023516i,0.0013682-0.00045889i,0.0016391-0.00096628i,0.0011775-0.00060618i,0.00039127-0.00039284i,-0.00019275-0.00045371i,-0.00090345-0.0004596i,-0.0010568-1.0003e-05i,-7.6544e-05+3.7009e-05i,0.00068646-0.00036619i,0.00055761-3.2855e-05i,-0.00012395+0.00045696i,-0.00024346+0.00026486i
0.0010001+0.0002197i,0.00054827-0.00095139i,0.0011207-0.00072843i,0.0011698-3.1954e-05i,0.001638-0.00010289i,0.0010683-0.00030046i,-0.00012226-0.00079513i,-0.00037766-0.0014977i,-0.00055262-0.0012097i,-0.00030871-0.00021316i,0.00021623-0.00015129i,1.8929e-07-4.8079e-06i,-0.00025259-0.00036203i,0.00040857-0.0010007i,0.00058544-0.00072826i,-0.00011913-0.00025301i,-0.00065007-7.2726e-05i,-0.0004119-0.00089977i,-0.00036687-0.0015763i,-0.0011826-0.00048186i,-0.00078648+0.00059753i,0.0001642+0.00094498i,0.00025872+0.00051113i
-0.0005767+2.6334e-05i,-0.00088523-0.00065122i,-0.0013418-0.0012474i,-0.0011163-0.0007251i,0.00019521+0.00059127i,0.0012436+0.00069964i,0.0012104-0.00054239i,5.9434e-05-0.0015742i,-0.00091182-0.0013844i,-0.00048433-8.4069e-05i,-5.1027e-05+0.00020381i,0.00021074+0.00015949i,0.00069382+0.0003414i,0.00085567+0.00036343i,0.00041109+0.00035976i,8.5804e-05+1.3194e-05i,-0.00015514+6.8001e-05i,0.00029666-0.00010643i,0.00028459-0.00076421i,-9.482e-05-0.00097968i,-0.00028406-0.00048484i,-0.00019664+0.00018511i,0.00089454+0.00047293i
7.748e-05-0.0011677i,4.8491e-05-0.0012758i,-0.00054622-0.0014366i,0.00018029+0.00017708i,0.00058632+0.00072877i,0.00047253-9.4696e-05i,4.9224e-05-0.00055891i,-0.00025251-0.00094797i,-0.00012421-0.0013485i,-0.00089239-0.0014969i,-0.001255-0.0011354i,-0.00042502-0.00027539i,-3.1952e-05-8.5126e-05i,0.00021628-0.00068737i,0.00014683-0.00040561i,-0.00025186-0.00029716i,0.00019901-0.00042147i,9.6958e-06-0.0006241i,-0.0010202-0.0010563i,-0.0012023-0.00082299i,-0.00042526-0.00037677i,-0.00039743-0.00039661i,-0.00080136-0.00026308i
0.0024543-0.00017265i,0.0022994-0.00054805i,0.0020213-0.00054916i,0.0010715-0.00054266i,0.00068479-0.00061717i,0.0011066-0.00023952i,0.0012494+4.269e-05i,0.0012636-0.00026659i,0.0010748-0.00014248i,0.001011+0.00039689i,0.001114-0.00033428i,0.00032693-0.00090407i,-0.00058872-0.00023026i,-0.00035503-4.4487e-05i,-0.00011992-0.00038442i,-0.00022666-0.00063253i,-8.5933e-05-8.6771e-05i,-1.4169e-05+0.00021486i,-9.0591e-05-0.000361i,-0.00022813-0.00051805i,-0.00028963-6.9546e-05i,-0.00013622-2.4108e-05i,0.0001469+6.06e-05i
-0.00036402-0.00041569i,-0.00048296-0.00045574i,0.00052414-0.00096001i,0.00067583-0.0015073i,-0.00040985-0.0018361i,-0.00064108-0.0015271i,-0.00043922-0.00069942i,3.9863e-05-0.0004374i,6.4843e-05-0.00077369i,-0.00042403-0.0004142i,-0.000319+0.00010152i,0.00042162-0.00019841i,0.00026337-0.00080006i,-0.00087307-0.00050071i,-0.0011073-0.00031441i,-0.00043603-0.00066902i,-0.00022291+1.2827e-05i,-0.00054511+0.00054706i,-0.00090538+0.00057817i,-0.00074529+0.00070346i,-0.00070781+0.00025715i,-0.00046075+0.00018423i,0.00031288+0.0006528i
0.00068324+0.0012166i,0.0013501+0.00065422i,0.002395+0.0010362i,0.002379+0.00075342i,0.0022694+0.00024569i,0.0017204-3.2464e-05i,0.0021544-0.0011527i,0.0023738-0.0021491i,0.0012876-0.0015404i,5.5663e-05-0.0006264i,-0.0004236-1.8314e-05i,-0.00079248+0.00041116i,-0.00036872-5.0712e-05i,0.0003217-0.0011534i,0.00044886-0.00063405i,0.00030191-5.8257e-05i,-0.00049146+0.00046343i,-0.00046852+0.001115i,0.00027989+0.00063219i,-0.00040796-0.0001758i,-0.00079188-0.00015389i,-0.00046972+2.4065e-05i,-0.00057798+0.00050056i
-0.00063192-0.0015527i,0.00096401-0.002477i,-9.3744e-06-0.0016187i,-0.00094813-0.00096743i,-0.00082373-0.00041591i,-0.00025343-0.00036132i,0.00096483-0.0005559i,0.0012665-0.00075968i,0.00053602-0.0008136i,-0.00057062-0.00018242i,-0.001076+1.4872e-06i,-0.00094208-0.00065835i,-0.00040927-0.00061888i,-0.00010872+4.49e-05i,-0.00012974-0.00020437i,0.00023257-0.00010405i,0.00076472+0.00034729i,0.0010234-9.1965e-05i,0.00086458-0.00115i,0.00070044-0.00070744i,0.00036732-0.00020779i,8.4791e-05-0.00020331i,-0.00018468-0.00039399i
0.00029784+0.0014129i,0.0007982+0.0014559i,0.00046337+0.00061906i,0.0011222+0.00079755i,0.0015659+0.0013685i,0.0009313+0.00056601i,0.00039517+0.00035911i,5.987e-05-0.00017838i,0.00022907-0.0005656i,0.00029701+0.00011482i,5.1381e-05+0.0001757i,-0.00077364-0.0003633i,-0.00097288-0.00014758i,-2.9508e-05+3.8682e-05i,0.0002306+0.00041009i,-0.00022053+0.0008141i,-0.00016209+6.6902e-05i,0.00063923-0.00087923i,0.00041071-0.00032659i,-0.00039299-0.00015285i,-0.00051332-0.00050166i,-0.00043427+0.00053138i,-6.9257e-05+0.00051523i
-5.2164e-06-0.0015538i,-0.00042608-0.0014135i,-0.0013493-0.0017658i,-0.001093-0.0010303i,-0.0004219+0.00022013i,-6.936e-05+0.00057961i,0.00014347-0.00032306i,-3.664e-05-0.00080103i,-1.9777e-05-0.00077976i,0.00015077-0.00047281i,-0.00051374+5.9495e-06i,-0.00093431-0.00049334i,-0.0013095-0.00046758i,-0.0015293-0.0007485i,-0.0012226-0.0011947i,-0.0004065+4.6991e-05i,-0.00018674+0.00059637i,-0.00086719+0.00026618i,-0.00097409+5.039e-05i,-0.00072025-6.0046e-05i,-0.00062526-4.708e-05i,-0.00030545+5.6164e-05i,-8.5057e-05+6.2764e-05i
0.00014664-0.0017448i,0.00046983-0.00098318i,-0.00077804-0.00049105i,-0.00068114+0.00060866i,-0.00025832+0.0019458i,0.00041465+0.0014971i,0.00066419+6.7599e-05i,0.00045353-0.001485i,-0.0001459-0.001737i,-5.7613e-05-7.2718e-05i,-0.00027989+0.0012084i,-0.00081941+0.00065584i,-0.00090857-0.00048555i,-0.00091964-0.00035293i,-0.00022257+0.00028985i,8.7129e-05+0.0004157i,-0.00024939+0.00063454i,-0.00084434+0.00074806i,-0.0010018+0.00053114i,-0.00057358+0.00079796i,-1.2025e-05+0.00097831i,-0.00033226+0.0012752i,-0.0008056+0.0012192i
-0.0018786-2.1643e-05i,-0.0026017-0.00034853i,-0.0027506-0.00031146i,-0.0015018+0.00066381i,0.00023172+0.00055574i,0.00071383-0.00034652i,0.00048649-0.00042768i,5.254e-05-0.00085598i,-0.0010116-0.00080742i,-0.0011373+0.00036797i,-0.00070705+0.00097541i,-0.00053758+0.00064769i,-0.00042192+0.00087421i,-0.0012341+0.00056856i,-0.0012307+8.4017e-05i,9.962e-06-0.00025361i,-0.00011402-0.0001737i,-0.00054512+0.00059599i,-0.00058923+0.0014913i,-0.00067776+0.0011958i,-0.00038397-2.2646e-05i,0.00013507-0.00046838i,-0.00032947-0.00048743i
-0.00025735-0.00014544i,-0.00087555+0.0016177i,-0.00052826+0.0019098i,-0.00028588+0.00059811i,0.00067863+0.00022851i,0.00060825-0.00038437i,0.00011265-0.00050346i,0.00024213-0.00060769i,-0.00061457-0.00052708i,-0.00099592+0.00030529i,-0.00041749+0.00091836i,-0.00030482+0.001162i,-0.00055901+0.0011792i,-0.00038001+0.00028796i,-8.0621e-05-0.00030143i,0.00016526-0.00024003i,-4.5992e-05-0.00036347i,-0.00025834+0.00019527i,-0.00059783+0.00084681i,-0.00073532+0.00074195i,-0.00046876+0.00054906i,-0.00020051+0.00042218i,3.1007e-05+0.00074324i
0.0017334-0.00021875i,0.0019029+2.723e-05i,0.0021393+0.00035969i,0.001497+0.00073301i,0.00095305+0.0008055i,0.0014218+0.00059757i,0.0010361-0.00012642i,0.00026566-0.00086614i,0.00055825-0.0011003i,0.00084305-0.00090517i,0.0011974-0.00038066i,0.0010279-0.00023279i,0.00014093-0.00057705i,-0.00017857-0.00083372i,0.0001384-0.00090096i,0.00044255-0.00042192i,4.7396e-05+0.00034651i,1.2242e-05+0.00039108i,0.00011102-0.00023558i,-0.0001382+0.00010599i,-5.3315e-05+0.0006321i,-4.7685e-05+0.00062629i,0.00036732+8.3467e-05i
-0.000375+7.8293e-05i,9.5405e-05-5.42e-05i,0.00027854+0.00011836i,0.00019349+0.00028886i,-4.0989e-05-2.961e-06i,-0.00018613+0.00011677i,-0.00048119+0.00040541i,-0.00066882-0.00036851i,-0.00081069-0.00075619i,-0.00047433-0.00012775i,-0.000461+6.7098e-06i,-0.00019867-0.00058523i,0.00010898-0.00094504i,-0.00077917-0.0010602i,-0.00075359-0.0014322i,0.00020304-0.0014216i,0.00039443-0.00031557i,-0.00027743+0.00048131i,-0.00068795+0.00012379i,-8.7973e-05+0.00021818i,-0.00050498+0.00012675i,-0.00040243+5.2104e-05i,0.00045712+0.00013586i
-0.00029238-0.0011638i,-0.00093212-0.0014117i,-0.00095512-0.0011976i,-0.0011386-1.2962e-05i,-0.00065837+0.00082459i,-3.3674e-05+0.0004393i,0.00015161-0.00043634i,0.0002822-0.00055782i,9.6807e-05-0.00031229i,-0.00016641-0.00052498i,-4.1621e-05-0.00025118i,0.00062473+0.00081708i,0.0010506+0.00065666i,0.00074611-0.0003607i,3.4889e-05-0.0010904i,-0.00050168-0.0010009i,0.00015968-4.022e-05i,0.00076087+0.00054038i,0.00077913-0.00032322i,0.00015906-0.00089334i,6.137e-05-0.0003223i,0.00062133-3.4928e-05i,0.00067294-5.4215e-05i
-0.001837+0.0015314i,-0.0024394+0.0011915i,-0.0024204+0.0013156i,-0.00053345+0.00060531i,0.001414+0.00061168i,0.0014988+0.0015341i,0.0013433+0.0010656i,0.00077474-0.00016372i,-6.8657e-05+0.00014928i,-3.2183e-06+0.0011999i,0.00033488+0.0014135i,0.00019939+0.0011645i,0.00028532+0.00048126i,0.00058693+0.00024868i,-3.4611e-05+0.00019596i,-0.00034413-0.0007539i,-9.2233e-05-0.00090452i,-0.0005436-0.00047457i,-0.0012513-0.00098268i,-0.00092233-0.00076052i,-0.00062619-0.000196i,-0.00074265-0.00016679i,-0.00042467+0.00049999i
-0.00064524-5.4152e-05i,-0.00052977-0.00036318i,-8.1004e-05-0.00052173i,0.0006241+0.00037652i,0.0006783+4.8936e-05i,0.00023078-0.00088235i,0.00053743-0.0012099i,0.00085529-0.001207i,-0.0001243-0.0012231i,-0.0010799-0.00080362i,-0.001827-0.0004765i,-0.0018991-0.00032434i,-0.0010284-7.5556e-05i,-0.00031426-8.4061e-06i,-0.00061764-0.0002015i,-0.00044014-0.000544i,-0.00046613-0.0005829i,-0.00033521-0.00095005i,0.00060252-0.00086709i,-0.00045849-0.00066444i,-0.0014445-0.00089657i,-0.0014239-0.00083849i,-0.0012362-0.00016055i
-4.5995e-05-0.00086247i,-0.00054777-0.001877i,-0.0011486-0.0026001i,-0.001636-0.0011159i,-0.00094439+0.00028442i,-0.00030006+0.00065891i,-4.2349e-05-0.00011907i,-7.1481e-05-0.00084479i,0.00034589-0.00077426i,-0.00063336-0.00012743i,-0.0014636+0.00053263i,-0.00067118+0.00028854i,-0.00045908+0.00034752i,-0.0010677+0.001308i,-0.0010216+0.0007986i,-0.00028526-4.2899e-06i,-0.00060597-0.00017902i,-0.00061239-0.00073577i,-0.00048206-0.00057432i,-0.0012848-0.0003555i,-0.0010354-0.00055912i,-0.00087453+0.00022294i,-0.00058291+0.00057319i
0.0021621+0.001145i,0.0014284+0.0011526i,0.00083674+0.00078167i,0.00061592+8.6697e-05i,0.00098316-0.00020126i,0.00045655-0.00043816i,0.00064684-0.00081601i,0.0012674-0.00069575i,0.0009418-0.0008981i,3.1661e-05-0.00083995i,1.3763e-05-0.00022531i,0.00040451-0.00013219i,0.0007527-0.00089041i,0.00061652-0.0010714i,-0.0003314-0.00012977i,-0.00015384+6.7446e-05i,-0.00010779+0.00047147i,-0.00037688+0.001071i,-0.00029896+0.0007354i,-0.00018191+0.00090498i,-0.00017645+0.0011735i,-2.0351e-05+0.0011312i,0.00011653+0.00074065i
0.00083338+0.0027138i,0.001001+0.0021113i,0.001112+0.0013026i,0.0014768+0.00014725i,0.0018905-0.00018548i,0.0016734+0.00028852i,0.00077258+6.1091e-05i,0.0003465-0.00020315i,0.00055866+0.00037961i,-0.00029255+0.0007935i,3.6273e-05+0.00016266i,0.001202+0.00017459i,0.00094431+4.1372e-05i,0.00065787-0.00040287i,0.0011111-0.00053495i,0.0014218-0.0010928i,0.0010389-0.0009309i,0.00079065-0.00056796i,0.00062117+0.00052862i,-0.00012614+0.001179i,-0.00029596+0.00014329i,-0.0004174-8.9135e-05i,-1.6716e-05+0.00046471i
0.0011958-0.0015949i,0.0012356-0.0019027i,0.00088315-0.00066133i,0.00078453+0.00021677i,0.00046368+0.00022551i,0.00027451+3.2514e-05i,0.00058427-0.00030854i,0.00040185-0.00069994i,0.00016432-0.0011466i,0.00043338-0.0013384i,0.00019816-0.00079704i,-0.00069269+0.000226i,-0.00102+1.0953e-05i,-0.0010504+7.2035e-05i,-0.00042201+0.00028262i,0.00042666-4.9936e-05i,0.00038768-0.00044728i,-0.00023874-0.00077987i,-0.00086726-0.0011348i,-0.0011787-0.00031902i,-0.0016267+0.0004786i,-0.0012621+4.9031e-05i,-1.9155e-05-0.00015232i
0.00023963+0.00023295i,-4.7777e-05-5.3155e-06i,0.00087162-0.00052919i,0.00097045-0.0010417i,0.0016238-0.0020018i,0.0016183-0.0025766i,0.001012-0.001499i,0.00090602-0.0012237i,0.00016025-0.0014162i,-0.00047897-0.00046501i,-5.3391e-05+4.2066e-06i,2.2628e-05+0.00056433i,-0.00034094+0.00078159i,-0.00033555+2.512e-05i,0.00022039-0.00044445i,0.00074985-0.00039575i,0.00053978+6.3245e-06i,0.00033043+0.00034642i,0.0006881-0.00083894i,0.00037489-0.00091542i,-0.00076164+0.00042124i,-0.0011111+0.00011452i,-0.00077229-8.69e-05i
-0.00017284-0.0013531i,0.00011548-0.002555i,0.0011302-0.0030084i,0.00033618-0.0015226i,-0.00012852-0.00050374i,0.00066777+0.00033596i,0.00068753+5.8476e-05i,-0.00035385-0.0011935i,-0.00076658-0.00041416i,-0.0004855+0.00015527i,-0.00040854-0.00063068i,-0.00069094-0.0010712i,-0.00085827-0.00086052i,-0.0012988-0.00083354i,-0.0011561-0.00059538i,-0.00099332-0.00030019i,-0.0011968-0.00019015i,-0.00064724-3.6944e-05i,-0.00011991+5.4497e-05i,-0.00025033+0.00018699i,-0.00043645+5.1667e-05i,-0.00055159-0.00017553i,-0.00050604+0.00022316i
-0.002065+0.001964i,-0.0018817+0.0013538i,-0.0011176+0.00041202i,0.0005616+0.00058454i,0.0015282+0.00073765i,0.0014777+0.00035879i,0.0013277-0.00054972i,0.00075223-0.0016089i,-0.00019547-0.0010328i,-0.00073107-0.00010101i,-0.00024139+5.0805e-05i,0.00068519-0.00038349i,0.00045175-0.001141i,-0.0002234-0.0011615i,-0.00066569-0.00012358i,-0.00084674-0.00030845i,-5.5031e-06-0.00064358i,0.0002602+0.00015746i,0.00042188+0.00090426i,0.00019764+0.00063785i,-0.00027779-0.00018235i,0.00013379+1.763e-05i,0.00027783-8.291e-05i
-0.00036522+0.0011029i,1.2546e-05+0.0017974i,0.0003698+0.0029184i,0.00062911+0.0029283i,0.00080481+0.0015933i,0.0015503+0.0002112i,0.0022681-0.00093838i,0.0012767-0.0012661i,4.2066e-06-0.00053909i,0.00010798+0.00053318i,-0.00035864+0.0011513i,-0.00030426+0.00072662i,0.0005405+0.00022017i,0.00063265+0.00044867i,3.0158e-05+0.00017287i,-0.00041552-0.0006095i,3.8313e-05-0.00038811i,0.00015608+0.00014879i,-0.00038644+0.0012002i,-0.00066865+0.0016605i,-0.0012422+0.00092268i,-0.0010636+0.00030686i,-0.0004718+0.00060904i
0.00089644+0.00015837i,0.0017434+0.001021i,0.0011266+0.00073921i,0.00067881+3.9098e-05i,0.0006673-0.00020818i,0.00028867-0.00082912i,0.00033951-0.0010648i,0.0002429-0.00073295i,0.0001138-0.00057238i,-0.00015737-0.00038444i,-0.0004404-0.00016774i,-0.00039587-0.00067983i,-0.00026354-0.00046793i,0.00014521-0.00025013i,0.00062824-0.00043506i,0.00037866-0.00089136i,-0.00022454-0.00067677i,-0.00068321-0.00027897i,-0.00069264-0.00065568i,-0.00093264-0.00085484i,-0.00027185-0.00053928i,0.00048393-0.00064472i,-2.8118e-05-0.0009966i
0.00082078-0.0016604i,0.00085464-0.0011628i,0.00020598-0.0014617i,-0.0003681-0.0010155i,-8.176e-05-0.00038652i,0.00085924-0.00038761i,0.00081378-0.00084205i,-0.00012007-0.0014244i,7.0462e-05-0.00094804i,0.00020129+0.0002811i,-0.00098137+0.00048826i,-0.001096-1.2375e-05i,-0.00024737-0.00040214i,0.00043598-0.00069538i,0.00030533-0.00072907i,-0.00063968-0.00037581i,-0.00033613-0.00019285i,8.0245e-05-0.00084682i,-0.00055857-0.0011108i,2.3601e-05-0.00036528i,0.00013281+0.00031561i,-0.00078097+0.00010792i,9.0213e-05+0.00029233i
0.00046884+0.0018647i,0.0014262+0.0024286i,0.0019367+0.0018934i,0.002468+0.0012486i,0.0021997+0.00050509i,0.0011364-0.00081096i,8.1444e-05-0.0008684i,1.7322e-05-0.00047175i,-1.652e-05-0.00097944i,-0.00029765-0.00057706i,-0.00062146+0.0007398i,-0.0004278+2.8245e-05i,-0.00041312-0.0011968i,-0.00079246-0.0010736i,-0.00074069-0.0006256i,6.0119e-05-0.00084945i,0.00025532-0.00047247i,-0.00053733+0.00052022i,-0.00044664+0.00054865i,-0.00029534+0.00063054i,-0.00020977+0.00034842i,0.00056971-0.00033446i,0.00089212-1.0026e-05i
0.00091587+0.00038334i,0.0013896+4.5578e-05i,0.0010697+0.00052473i,0.0009187+0.0006834i,0.0010437+0.00052204i,0.0012441+0.00022998i,0.00138+0.00010422i,0.00062091-0.00058851i,0.00012478-0.0012963i,-0.0002556-0.0011823i,-0.00016654-0.00084498i,0.00036085-0.00078226i,0.00044252-0.00073406i,9.5704e-05-0.00071645i,-0.00016172-0.0009205i,-4.3409e-05-0.00095365i,8.3511e-05-0.00034685i,9.3856e-05-0.00033118i,6.4159e-05-0.00066794i,-0.00027181-0.00030341i,0.00024021+0.00018494i,0.00039766+0.00058697i,-0.00055287+0.0007784i
0.00080416+0.0026503i,0.0017804+0.0029451i,0.0022833+0.0028441i,0.0019365+0.0011914i,0.0022702-0.00033423i,0.0018472-0.0011595i,0.00092536-0.0013342i,0.00033356-0.00095i,0.00045737-0.00030987i,0.00074151-0.00026915i,0.00074853-0.00016084i,0.0011934+4.5234e-06i,0.0016358-7.7846e-05i,0.00081335-0.00044802i,0.00011246-0.00025139i,0.0001977-0.00014144i,0.00031034-0.00039642i,-0.00011318-0.00027964i,-0.0012173-0.00091173i,-0.0014933-0.00089688i,-0.00056675+0.00039038i,-0.00043227+0.0006056i,-0.00018735-0.00022259i
-0.0016458+0.0015669i,-0.002124+0.0013849i,-0.0010502+0.0020057i,0.00015632+0.0016446i,0.0012743+0.00090809i,0.0011851+0.0004749i,0.00018478-0.0001861i,-0.00010879-0.00014698i,-0.00036741+0.00035115i,3.6975e-05+0.00053979i,0.00068647+0.00071406i,0.00081064+0.0010267i,-2.5766e-05+0.00029027i,-0.00069233+0.00024215i,-0.00054583+0.0007041i,0.00012102+0.00032971i,0.0010062+0.00042719i,0.00051332+0.00087751i,-0.00052127+0.00038291i,-0.00081026+0.00058786i,-0.0014595+0.00105i,-0.0011689+0.00059891i,-0.00042491+0.00043888i
-0.00047352-0.00015727i,-0.0014151+0.00014009i,-0.0013885+0.0015391i,9.7134e-06+0.0017254i,0.0014482+0.0016552i,0.0015892+0.0015656i,0.001303+0.00034787i,0.0010182-0.00023817i,0.00033382+0.00014608i,-2.7196e-05+0.00036206i,0.00019933+0.00037385i,0.00018811+0.00011646i,-0.0001751-0.00089269i,6.3068e-05-0.0011255i,0.00087714-0.0004679i,0.00097421+4.8424e-05i,0.00041072+0.00061019i,-0.00021886+0.0012659i,-0.00079325+0.00097342i,-0.0011226+0.00017728i,-0.00078182+0.00015352i,-0.00048283+0.00020574i,-0.0001961-0.00033536i
-0.00085388+0.0011872i,-0.001515+0.0010429i,-0.0011749+0.0013666i,0.00060106+0.0015346i,0.0021724+0.00083119i,0.0018256-0.00022451i,0.0012598-0.0010862i,0.0012161-0.0017457i,0.00050959-0.0018014i,-3.1209e-05-0.00085879i,0.000532+0.00020969i,0.000369+0.0010808i,0.00033561+0.00015937i,0.00055231-0.00092049i,1.2014e-05-0.00074548i,0.00021448-0.0004255i,-0.00012225-0.00011259i,-0.00047866-3.7194e-05i,-0.00047145+0.00045721i,-0.00042804+0.00065307i,-0.00033626-0.00015867i,-0.000484-0.00020336i,-0.00081642+0.00030705i
0.00025884+0.0016103i,0.00022898+0.0014998i,0.0007738+0.0017105i,0.001367+0.0011704i,0.0011052-0.00054865i,0.00068492-0.0015838i,0.00011353-0.0011404i,-0.00025754-0.00095857i,-0.0001211-0.00087666i,0.00048585-0.00016977i,0.0010087+0.0005336i,0.00057354+0.00071468i,0.00031838+0.00082751i,0.00072633+0.00032971i,0.0007776-0.00087285i,0.00031482-0.00066061i,-0.00014905-1.9129e-05i,-0.00011061+0.00010363i,-9.0376e-05+9.7173e-05i,5.1882e-05-4.7597e-05i,0.00035341+0.00054843i,0.000592+0.00099819i,0.00060581+0.00019152i
-0.0026188-0.0014223i,-0.0021296-0.0011738i,-0.0025267+0.00017213i,-0.001576+0.00055338i,0.00070444+0.00017439i,0.0018418-5.3072e-05i,0.0018299-0.00088135i,0.00098988-0.00082638i,9.0356e-05-0.00058744i,-0.00053458-0.00075163i,-0.00022022-3.0643e-05i,-0.00012453+0.00016983i,0.00018396+0.00010497i,7.9864e-05+0.00073335i,-0.0001832+0.00053711i,0.00062332+0.0003535i,0.00045564+0.0011247i,7.7163e-05+0.0013595i,-0.00019321+0.00084448i,-0.00011417+0.00062022i,0.00026627+0.00045345i,-8.4075e-07+0.00043002i,-0.00021445+0.00063217i
-0.0015419+0.00049185i,-0.001923-0.00052794i,-0.0017396+0.00014749i,-0.00096819+0.0014774i,-0.0006662+0.001267i,-8.4523e-05+6.0533e-05i,0.00014177-0.0012725i,3.0534e-05-0.0019961i,-0.00011908-0.0016677i,-5.707e-05-0.00071083i,0.00012087+0.00083972i,0.00014011+0.0018526i,-0.0010367+0.0015821i,-0.0011145+0.00034206i,-0.00032823-6.8574e-05i,-0.00022992-5.6169e-05i,-0.00023805+0.00035318i,-0.00025864+0.00072972i,-0.00029166+0.0006544i,-0.00045763-0.00060366i,-0.00047303-0.00088378i,-0.00042383+0.00025581i,-0.0004582+0.00086965i
-0.0018904-3.9278e-05i,-0.0015467+0.0007481i,-0.00098763+0.00045615i,-0.00016912+0.00048647i,0.00049001+0.0016377i,0.001358+0.0016714i,0.0012958+0.00070166i,0.00016363-0.00024624i,-0.00072053-0.00034013i,3.7565e-05+0.00057387i,-0.00034275+0.00060221i,-0.0010119-1.5581e-05i,-0.00042749+9.2354e-05i,3.1249e-05-0.00024799i,0.00018581-0.00032689i,0.0005326+7.7874e-05i,0.00061545+6.0089e-05i,-0.00028454+6.214e-05i,-0.0011765+0.00067121i,-0.00060624+0.00099325i,0.00021518+0.00059362i,-8.68e-05+0.00043419i,-6.8831e-05+0.00076863i
-0.0014644-0.0014604i,-0.00091928-0.0014314i,-0.0017892-0.0011159i,-0.0025195-0.00056202i,-0.0017525-0.00022509i,0.00010383-0.00066582i,0.00053642-0.0010845i,0.00070153-0.0012697i,0.0014304-0.0011553i,0.0012793-0.0004272i,0.00026953+0.00032819i,8.0301e-05+0.00077732i,0.00012263+0.00056455i,0.00038372-0.00039625i,-5.4956e-05-0.00085978i,-0.00088181-0.00059958i,-0.00097481-0.00053347i,-0.0011088-0.00063836i,-0.0010488-0.0010457i,-0.00087789-0.00094786i,-0.00063179-0.00024479i,-0.00033195+0.0006009i,-0.00029007+0.0011787i
