-0.0013421+0.0011969i,-0.00087079-0.00041159i,-0.002491-0.00039546i,-0.002357-0.00052348i,-0.0017189+0.00088323i,-0.002249+0.001739i,-0.0014142+0.0016148i,0.00022241+0.0018083i,0.0017027+0.0016291i,0.0020176+0.00058935i,0.00146-0.00060191i,0.001223-0.00030244i,0.00088377-0.00045187i,0.00092202-0.0013323i,0.00033186-0.0006362i,-0.00036946+0.00013154i,0.00028195-9.1952e-05i,0.0010081+0.00029326i,2.7726e-05+0.00076606i,-0.00069305+0.00039061i,-0.00042463-0.00039423i,2.5358e-05-0.00025858i,0.00048165+0.00030059i
0.0017245-0.00147i,0.0013912-0.0022284i,0.0003319-0.0024372i,-0.00037268-0.002312i,-7.5079e-05-0.0017872i,8.3923e-05-0.00022161i,0.00014495+5.9835e-05i,0.00069075+0.00027665i,0.0014852+0.00034382i,0.0014181-5.8282e-05i,0.00035247+0.00039546i,-0.00030333+0.00048748i,-0.00017278+0.00019669i,0.00014166+0.00043509i,0.00056318+0.00028866i,0.00043775-0.00015499i,0.00062406-0.00027642i,0.00077368-3.9695e-05i,0.00056135+0.00011934i,0.0010294-0.00015582i,0.00062791+0.00026536i,-0.00019626+0.0005031i,-0.00026329+0.00016772i
0.00073157+0.0032465i,-4.8446e-05+0.0037208i,0.00011861+0.0036224i,0.00082911+0.0024001i,0.0010696+0.00069376i,-0.00041543+0.00024267i,-0.00054585+0.00055751i,0.00013926+0.0013958i,-2.9834e-05+0.0012917i,0.0004178-0.00031076i,0.00022188-0.00089433i,-0.00012387-0.0008429i,-0.00036975-0.0011193i,-0.00060307-0.00093717i,-0.00035051+0.00045066i,-0.00061078+0.0011282i,-0.00079418+0.0011919i,2.0181e-06+0.0013593i,-0.00026375+0.0011212i,-0.0008172+0.0012017i,-0.00069361+0.00067357i,-0.00041298-0.00022755i,0.00012484+0.00018017i
0.0021523+0.00081492i,0.0018074+0.00031658i,0.0014498-0.00024346i,0.00015052-0.00046933i,-0.00036223-0.0006729i,-0.00098288-0.000425i,-0.00057286-6.4734e-05i,0.00033615-0.00033565i,0.00035243-0.00038791i,-0.00020718-9.716e-05i,-0.00091197+0.00013371i,-0.0010039-0.00099258i,-0.00036263-0.0011228i,-0.00020633-0.0003813i,-0.00014664+0.00040745i,0.00018614+0.0010761i,0.00068381+0.00047829i,0.0012701-0.00026141i,0.0013965-0.00060344i,0.00082229-0.00071367i,0.00037904+0.00019231i,0.00026917+6.8449e-05i,0.00048068-0.0002627i
0.00074826-0.00057237i,0.0012084-0.00020799i,0.0022222+9.9804e-05i,0.0014094+0.00013459i,-0.00013364+0.00014385i,-0.00091378-0.00052399i,-0.00092973-0.0005039i,0.00037428+8.0347e-05i,0.0012504-3.937e-05i,0.00081124-0.00061938i,0.00021535-0.00088778i,-0.00021515-0.00025537i,-0.00025646+0.0004443i,0.00018327+0.00098384i,0.00047885+0.00085879i,0.00077524+1.8103e-05i,0.00027952-0.0003452i,-0.00019062-7.6117e-05i,0.00035859+0.00043772i,0.00049276+0.00028867i,0.00029201-0.0002909i,0.00039861-0.000553i,0.00027907-0.00070719i
0.001478+0.0028823i,0.0011888+0.00127i,0.00084118-6.8121e-05i,0.00056593-0.00028769i,0.00032248-0.00018802i,-0.0001934-0.00067064i,-0.00026907-0.00012592i,0.0003024+0.00030078i,0.0012183+0.00017483i,0.0016558-0.00075595i,0.00096097-0.0013721i,1.561e-06-0.00099914i,9.1787e-05-0.00032272i,0.00027645+0.00010979i,-0.00013231+5.6275e-05i,-7.9684e-05-5.3387e-05i,9.8306e-05-9.8617e-05i,0.00059115+0.00041379i,0.00075323+0.00056874i,0.0013079-0.00036613i,0.0012142-0.0006136i,0.00062603-0.00014401i,0.00046905+0.00013962i
0.00023345+0.00077732i,-3.2876e-05+0.00068268i,0.00028436+0.00033119i,-0.00012128+0.00056133i,-0.00058224+0.0010416i,-0.00048266+0.00038948i,-0.00076655-0.00084799i,-0.00078152-0.0011224i,-0.00020334-0.00076521i,-0.00038423-0.0006486i,-9.9435e-05-0.00063996i,0.00056751-0.0006265i,0.00024986-0.00098327i,-0.00013296-0.00034523i,-0.00065284-0.00050428i,-0.00064349-0.00097353i,0.00017684-0.0004159i,0.0002568+0.00067067i,0.00010173+0.00052299i,-0.00021947+0.00018159i,-0.00054183+0.00090373i,-2.0525e-05+0.0010502i,0.00032945+0.00029648i
-0.00029949-0.00056166i,0.00011835-0.00042415i,-0.00010587-0.0005917i,0.00024556+0.0001285i,-0.00039548+7.3258e-05i,-0.00065283-0.00021322i,-0.0010605+0.00026996i,-0.0011355-0.00055503i,-0.00042264-0.0011502i,0.00014271-0.00074214i,-0.00045976-0.00086976i,-0.0005476-0.00093728i,0.00025988-0.0011989i,0.00071475-0.0010719i,0.00061568-0.00082218i,-8.0091e-05-0.00081474i,-0.00045669-0.00034152i,-0.00093497+0.0002804i,-0.00043505+0.00067303i,0.00059491+0.0007114i,0.0010368+5.356e-05i,0.00077391-6.0057e-05i,0.00024561+0.00062064i
-0.0014716+0.0013616i,-0.0015369+0.0013775i,-0.001733+0.0021519i,-0.0011696+0.0028166i,-0.00076424+0.0020148i,-0.00060513+0.00081706i,-0.00029408+0.00062089i,0.00068927+0.00073287i,0.0013724+0.00050887i,0.00092946-0.00017413i,0.00017815+5.56e-05i,0.0003064+0.0001066i,0.0010445-0.0011864i,-4.6049e-05-0.0020793i,-0.0011302-0.0013684i,-0.00070169-0.00031015i,-0.00023256-0.00010374i,0.00018492+0.00016141i,0.00043922+0.00037163i,3.8234e-06+0.00038833i,-0.00066237+0.00030825i,-0.00012497-0.00015703i,0.00078336-0.00029962i
0.0016895+0.001177i,0.00077867+0.00086881i,0.00042513+0.00028627i,-0.00014975-7.4448e-05i,-0.00038156-0.000187i,-0.0004797-0.00062368i,-0.00056055-0.00065667i,-0.00024359-0.00031247i,0.00040439-0.00044519i,0.00040976-0.0015423i,-0.00023912-0.0019606i,-0.00066361-0.001246i,-0.00063182-0.00067016i,-0.00021619-0.00021179i,-8.6404e-05-2.2267e-05i,-0.00074533-0.00029215i,-0.0010427-0.00019374i,-0.00053402-0.00020509i,0.00025624-0.00045973i,0.00082075-0.00013552i,0.00043849+8.0753e-05i,-0.00024167-0.00065157i,0.0003859-0.00084214i
0.0022025+0.00043645i,0.0018281+0.00020651i,0.0022531+0.00015499i,0.0015578+0.0011603i,0.00059012+0.0011211i,0.0004208+0.00046743i,0.00063941+0.00035845i,0.00050126+0.00027585i,0.0002132-0.00010796i,5.5531e-05-0.00066468i,-0.00026958-0.0011485i,-0.00011209-0.0009327i,4.9783e-05-0.00061957i,0.00025612-0.00046623i,0.00054101-3.6809e-05i,0.0002803+0.00019347i,0.00027431+0.00011857i,0.00023942-7.5636e-05i,0.00011145+0.00041774i,-3.3583e-05+0.0009407i,0.00019941+0.00064633i,0.00021168+0.00051878i,0.00016309+0.00077733i
0.0025372-0.00453i,0.0017582-0.0036983i,0.00031461-0.0049944i,-0.0021865-0.0041935i,-0.0036914-0.0017008i,-0.0023829+0.00090481i,-0.00076004+0.0021286i,6.1293e-05+0.00096056i,0.00042792-0.00021787i,-9.0619e-05-0.00028537i,-6.0689e-06-2.1427e-05i,0.00017317-0.00015479i,0.00081956-0.00024414i,0.00089706-0.00016533i,-6.3992e-05-4.3498e-05i,2.7921e-05-0.00016065i,0.00070863-0.00020916i,0.00055655-0.00011145i,0.00045673-0.00010777i,0.0001872-0.00015596i,0.0001449-0.00068993i,0.00097232-0.00063124i,0.0011151-0.00012824i
0.00054454-0.00028094i,-0.00056656-5.694e-05i,-0.0012464+0.00028943i,-0.0015698-7.0075e-05i,-0.0013629-0.00030767i,-0.001101-0.00069614i,-0.0010855-0.0009892i,-0.00011007-0.00083917i,0.0010577-0.00066303i,0.00081162-0.00063799i,0.00031496-0.00046449i,0.00023995-0.00076943i,0.0008513-0.001679i,0.00060224-0.0019759i,0.00078855-0.0016959i,0.0012146-0.0013022i,0.00086746-0.00052429i,-4.4073e-06-0.00044606i,4.2362e-05-0.00076211i,0.00077243-5.5555e-05i,0.00027522+0.00010689i,-0.00054715-0.00066109i,-0.00029946-0.0003824i
-0.0021073-0.0026154i,-0.00228-0.0015846i,-0.0036788-0.0010463i,-0.0036452+0.00067707i,-0.0019083+0.002481i,-0.00043391+0.002116i,-0.00025235+0.00041775i,0.00020773+0.00022986i,0.00046118+0.00068034i,0.0002601+0.00050814i,0.00016422+0.00062792i,0.00041777+0.00049717i,0.00073865-0.00015978i,0.00010036-0.0012153i,-0.00036125-0.00075411i,4.0928e-05+8.8712e-05i,0.00023015-3.9928e-05i,-0.00030139-0.00018392i,-0.00049721-0.00038838i,0.00014995-0.0007848i,0.00014122-0.00061763i,-0.00034764+0.00050116i,-0.0005231+6.0701e-05i
0.0024333-0.00077089i,0.0020667-0.0015696i,0.001423-0.0019088i,0.00014689-0.00039273i,-0.0017456+0.00029366i,-0.0015902-0.00069064i,-0.00058714-0.00068642i,-0.00024482+0.00018296i,-6.5492e-05+0.00027213i,-0.00072707-0.00030728i,-0.0011553-0.0013864i,-0.0010319-0.0014881i,-8.6078e-05-0.00065389i,0.00040246-0.00016111i,0.00073432+3.033e-05i,0.0012667+9.2332e-05i,0.0011258+0.00037399i,0.00040395+0.00065774i,-7.4361e-05+0.00050144i,-0.00054276+3.2334e-05i,-0.00058428-0.00064434i,9.1363e-05-0.00071423i,8.2643e-05-0.0014234i
-0.0006758+0.0011978i,-0.00088049+0.0010479i,-0.00072226+0.00254i,-0.00018681+0.0039416i,-0.00034485+0.0031216i,-6.046e-06+0.00082605i,0.00061339-0.0002582i,0.00083673+0.00043574i,0.0015705+0.00021701i,0.001686-0.00047594i,0.00080239-0.00062094i,0.00045759-0.00085293i,7.1043e-05-0.00072218i,-0.0001694-0.00021034i,0.00033054-1.7788e-06i,0.00085049-0.00039614i,0.00076463-0.00017865i,0.00086835+0.00058671i,0.00092274+0.00025397i,0.00088199+7.7016e-05i,0.00037858+0.0010937i,-0.00019662+0.0010797i,-5.5714e-05+0.00061991i
0.0024683+0.00033708i,0.003058-0.0006866i,0.0015011-0.0021049i,-0.00036967-0.0022801i,-0.0013535-0.00092337i,-0.0013869+3.9952e-05i,-0.0011494+0.00067207i,-0.00040387+0.00045956i,0.00063291-7.7444e-05i,0.00059277-0.00048077i,-0.00032183-0.00068142i,1.9622e-05-0.00057295i,1.0938e-05-0.00013955i,-0.00052024-0.00035353i,0.00035405+0.00012618i,0.00028611+0.00081634i,9.0359e-05+0.00067347i,0.00054115+2.4473e-05i,0.00065029+0.0002203i,0.00022477+0.0012806i,-0.00013968+0.00065732i,-0.00014225-0.00053142i,-4.2459e-05-0.00093885i
-0.00083296-0.00093435i,-3.1865e-05-8.3182e-05i,0.00048891+3.865e-05i,0.00075458-0.00073781i,0.00019614-0.001234i,0.00042136-0.0010393i,0.0012296+0.00015156i,0.0013545+0.00012024i,0.0015204-0.00026393i,0.0014207-1.2558e-05i,0.0010138+0.00013706i,0.00046711+2.1966e-05i,0.00017385-0.00090344i,0.00028957-0.0008065i,-2.8673e-05+0.00015095i,0.00017902+0.00057083i,4.8743e-05+0.00063222i,-0.00052758+0.00042395i,-1.9292e-05+0.0004657i,0.00090744+0.00035305i,0.0012713-0.00034708i,0.00036736-0.0010329i,-6.9697e-05-0.0012759i
-0.00070803-0.00035638i,-0.00095518-0.00017285i,-0.00076117-0.0012099i,-0.00092437-0.0013127i,-0.0017549+0.0005902i,-0.0028387+0.0019245i,-0.0016756+0.0014962i,-0.00011331+0.001017i,0.00030325+0.00053405i,0.00040759-5.3599e-05i,0.00014038-0.00083669i,1.7492e-05-0.00098089i,0.00066421+6.6949e-05i,0.0014029-3.2344e-06i,0.00049795-0.0011266i,-0.00035999-0.0012802i,-0.00040313+0.00025984i,-0.00031067+0.001022i,-0.00016399+0.00036646i,-0.00042356+4.6214e-06i,-0.00019853+0.00045017i,6.8835e-05+0.00080499i,2.0965e-05+0.00017891i
0.00087462-0.00088861i,0.00041798-0.00022526i,-0.0006319-0.00031619i,-0.0010688-0.00034993i,-0.00097446-0.0001129i,-0.00040712+0.00049068i,-0.00030278+0.00070049i,-0.00015891+0.0010389i,7.0243e-05+0.00069385i,-0.00036397-9.682e-05i,-0.00013785-0.00037585i,0.00065561-0.00029425i,0.00079729-0.00042608i,0.00055672-0.00017365i,-8.3328e-06+8.1814e-05i,6.8777e-05-0.00037408i,-0.00025097+7.1084e-05i,-0.00017941+0.00054532i,8.2477e-05+4.5634e-05i,0.00031524-0.00069794i,0.00042204-0.00035387i,0.0004462+0.00028445i,-2.507e-05-0.00025354i
-0.0012769+0.0016833i,-0.0016669+0.0018762i,-0.0018246+0.0025207i,-0.0014932+0.0023552i,-0.00052018+0.001432i,-0.0001478+0.00033651i,-0.00071136+0.00011795i,-0.00015812+0.000411i,0.00050764-9.172e-05i,0.00046577-0.00070135i,0.00053478+0.00021825i,0.00038457+0.00014527i,0.00023807-0.0013314i,0.00016801-0.0016788i,0.00010997-0.00056066i,-0.00034319+0.0005967i,-0.0003817+0.00042314i,0.00014032+0.00050382i,0.00014949+0.00060776i,-0.00011342+0.00018954i,-0.00019809+2.666e-06i,0.00032803+0.00010902i,0.00074162+0.00060304i
0.00082725-0.00084062i,0.0011084-0.0013601i,0.00017818-0.0015704i,-0.00082008-0.0017475i,-0.00055813-0.0015692i,-0.00068982-0.00067059i,-0.00062523-0.00085716i,0.00035404-0.0014383i,0.0014633-0.0012523i,0.0019914-0.001017i,0.0011283-0.0011419i,0.00010398-0.0012532i,-6.4561e-05-0.0013881i,-0.00020256-0.00066721i,6.0907e-05+0.00036101i,8.3091e-05+0.00087429i,-0.00028691+0.00025548i,-0.00045653-0.0005603i,-0.00019529-0.00055325i,0.00029618-3.3973e-05i,0.00041548+0.0010504i,0.00050306+0.00084074i,0.00040446-0.00015849i
8.122e-05+0.00050077i,0.0011483+0.00096552i,0.0010653+0.0012452i,0.00033384+0.00035561i,0.00069061-0.00071712i,0.00055358-0.00095613i,-0.00053793-0.00035164i,-0.00020207+0.00056135i,0.00083493+0.00026558i,0.0010351-0.00049502i,0.00044763-0.0009108i,-0.00049797-0.00099638i,-0.00086479-0.00090744i,-0.00024441-0.00057195i,0.0006506+0.00057026i,0.00023347+0.0013094i,-0.00079585+0.0011608i,-0.00035413-6.5019e-05i,0.00030217-1.4181e-05i,-0.00016498+0.00025403i,-0.00019118+0.0005047i,0.00017247+0.0012868i,0.00016601+0.00062251i
0.00066614+0.00094745i,-0.00028273+0.00079082i,-0.00071645+0.0017874i,-0.0007557+0.0028062i,-0.00062587+0.0016575i,-0.00054382+0.00054926i,-0.00069123+0.00074692i,-0.00025735+0.00068523i,0.00017297-1.1611e-05i,0.00073225-0.0006428i,0.0007609-0.00068768i,0.00016749-0.00091462i,8.6177e-06-0.001483i,0.00030703-0.0011003i,-8.3572e-05-0.0004847i,-0.00046657-0.00054279i,-0.00038354-0.00039712i,-0.00027222-0.0001102i,-0.00034942+7.0578e-05i,-0.00012004-0.00015044i,0.00047251-0.00066035i,0.00050231-0.00026145i,0.00037684+0.00038429i
-0.00068583-0.0024446i,-3.2419e-05-0.0023028i,0.00029048-0.00086133i,-0.0010896+0.00037518i,-0.0015654+0.00083783i,-0.0011602+0.00094188i,-0.00051189+0.00095264i,-0.00031526+0.00092201i,0.00017447+0.00060425i,0.00059452+9.4688e-05i,6.4045e-05-0.00067427i,-6.9386e-05-0.00033778i,0.00012931+0.00053542i,0.00015506-1.9356e-05i,0.00032076-0.00090548i,0.00014826-0.0011575i,3.4145e-05-0.00049131i,-4.5228e-05+9.4718e-05i,3.1384e-05+0.00018006i,0.00035981+0.00057389i,0.00025314+0.00059635i,0.00033394+0.00035268i,0.00032041+0.00020997i
1.9724e-05-0.00077844i,-0.00053453-8.2864e-05i,0.00017025+0.00038574i,0.00058619+0.00032103i,-0.00038624-8.2708e-05i,-0.00032809-0.00057318i,-0.00043975-0.00018141i,-0.00087802-0.0004i,-3.2233e-05-0.0009821i,0.00064989-0.0004406i,-4.5375e-05-0.00027598i,0.00022435-0.00081978i,0.00096675-0.00039334i,1.4148e-05+0.0006296i,-0.00090607+0.00076873i,-0.0010066+7.0699e-05i,-0.00056985-0.00044721i,-0.00034939+0.00044277i,-0.00016608+0.00087807i,0.00020345+0.00013489i,-0.00023363-9.1863e-05i,-0.00075725+0.00012012i,-0.00057799+0.00016097i
0.0007893-0.00037297i,0.00015382+8.0902e-05i,-0.0011876+0.00038883i,-0.0017566+0.00075792i,-0.002218+0.0016779i,-0.001387+0.0020816i,-0.0012718+0.0015189i,-0.00077417+0.000497i,0.00036746-0.00050891i,0.00016458-0.00029063i,-0.00024979+0.00021621i,-0.00033875+7.0883e-06i,-0.00028227-0.00047059i,-6.9204e-05+0.00012946i,-9.8131e-06+0.00050528i,-0.00068635+0.00021286i,-0.0015869-0.00045352i,-0.0011937-0.00015429i,0.00011389+0.00022567i,0.00089419+4.5484e-05i,0.00035427+0.00042021i,-0.00016817+0.00015456i,-0.00010338-0.00039815i
0.00069048-0.00014305i,0.00075318+0.00031886i,0.00024927+0.00034349i,-0.00086682+0.00020305i,-0.0015289-0.00052115i,-0.0012749-0.0010552i,-0.00058054-0.00023622i,0.00028175+0.0011919i,0.0012999+0.00047935i,0.0012661-0.00075746i,0.00060205-0.00095886i,0.00053688-0.00081962i,0.00030634-0.00067163i,0.00018075+0.00046716i,0.00016985+0.0010123i,-9.8605e-06+0.00042685i,0.00021683-0.00014731i,0.00047211+0.00040092i,0.00025485+0.0012208i,0.00021222+0.0012173i,0.0010164+0.0007719i,0.0013919-1.2978e-06i,0.0012598-0.00091883i
0.00095444-8.3583e-05i,0.00027956-0.00038879i,0.00036008-0.0003364i,0.00050428-0.00067147i,-0.00030932-0.00079546i,-0.00072958-0.00024451i,-0.00019926-0.00021899i,0.00064943-0.00042169i,0.0009908-0.0012047i,0.00040588-0.0018897i,0.00042662-0.0014859i,0.0006977-0.00061107i,0.00020553-8.2986e-06i,6.858e-05-0.00014132i,0.00044861-0.00013628i,0.00024262-0.00016393i,-0.00026256-0.00064745i,3.1394e-05-0.00094629i,0.00098249-4.6196e-05i,0.00054551+0.00038634i,-0.00039705+0.00052449i,0.00037756+0.00018712i,0.0015215-0.00031138i
0.0022894+0.0011523i,0.0012349+0.00075404i,0.0015428+0.00021694i,-0.00013337-0.00062816i,-0.0018923-0.0014521i,-0.0021165-0.00093445i,-0.0019559-0.0002364i,-0.0012744+0.0001795i,0.0001419+0.0004021i,0.0013996-0.00040163i,0.00085508-0.0011354i,6.2177e-05-0.00093838i,0.00057153-0.0012011i,0.0013616-0.00059698i,0.00034737+0.00067081i,-0.00050032+0.0010216i,0.0001182+0.00056983i,0.00061777+6.0614e-05i,0.001556-0.00017778i,0.001661-0.00043313i,0.00081861-0.00020309i,0.00043203+0.00021606i,0.0001067+0.00080278i
-0.0017299+0.00088742i,-0.0010473+0.00031941i,-0.0010787-7.1178e-05i,-0.00062433+0.00017079i,0.0012081+0.00055699i,0.0017541+0.00034801i,0.0008696+0.00011323i,0.00019643+0.00051139i,0.00070198+0.0011143i,0.0008516+0.00059238i,0.00030404-0.00088796i,0.0006986-0.00070712i,0.00025893-0.00033009i,-0.00021525-0.0011682i,0.00029785-0.00063011i,0.00057387-0.00010269i,0.00078206-5.5082e-05i,0.00066749+0.00028585i,0.0001632+0.00021909i,-0.0004232+0.00079587i,-0.00057226+0.00071624i,-8.7642e-05+0.0001414i,4.4884e-05-0.00038734i
0.0017882-0.00070414i,0.0017178-0.0018784i,0.0011193-0.0030607i,0.00049207-0.0033743i,-0.00024225-0.0020276i,-0.00099963-0.00024474i,-0.0010116+0.00036067i,-0.00072218-0.00016767i,-0.00032066-0.0010319i,0.00012705-0.00093766i,7.9096e-05-0.00032594i,0.00066241-0.00013119i,0.0011001+0.00011374i,0.00016592+0.00055189i,-0.00047883+0.00045358i,-0.00043446+0.00052596i,0.00023786-3.7084e-05i,0.00042314-0.00024316i,0.00057426-0.00022209i,0.00073181-0.00065574i,0.00017732-0.00011988i,-0.00039342+0.00040706i,-0.00089955+0.00046165i
0.00012782+0.00029462i,0.0004831+0.00045529i,-6.0391e-05+0.00016799i,-0.00062808+1.1264e-05i,-0.00078669+0.00036353i,-0.0012101+0.00065769i,-0.00081963+0.00060487i,0.00033186+0.0010034i,0.00072737+0.0012631i,0.00023693+0.00053219i,0.00033086-0.00027094i,0.00068327+3.1066e-05i,0.0013893-0.00024209i,0.0011474-0.00049787i,-9.2259e-05-0.00018329i,-0.00014738+0.00039708i,0.00037052+0.0010011i,0.00031201+0.00099395i,0.00037549+0.00051059i,0.00064298+0.00075916i,0.00038762+0.00083133i,9.1153e-05+0.00015212i,0.00044718-0.00031088i
-0.00157-0.001277i,-0.0010001-0.00072733i,-0.0006085+0.00020381i,-0.00069267+0.0010414i,-0.0001178+0.0016509i,0.00029311+0.0012319i,8.0983e-05+0.00087593i,9.2974e-05+0.0002907i,0.00025826-0.00013361i,0.00054208+0.0001769i,0.0013952+0.00017506i,0.0015874+0.00016746i,0.0002675-0.00016319i,-0.00052653-0.00083117i,-0.00034838-0.00074323i,-0.0006143-0.00033198i,-0.00086265-0.00023246i,-0.00027845-0.00071173i,0.0001789-0.00082218i,0.00018916+6.2759e-05i,-0.00016916+3.1176e-05i,-0.00026086-0.00064628i,-0.00089655-0.0010246i
0.0025792-0.0009633i,0.0026701-0.0010112i,0.0010996-0.0011392i,-0.00068619-0.0014327i,-0.0015213-0.00073855i,-0.0012482+0.00027667i,-0.00030543+0.0006853i,0.00092763+0.00038657i,0.0011916-0.0001758i,0.00044282-0.00087706i,7.4654e-05-0.00090913i,0.00027885-0.00081492i,0.00041073-0.00086299i,3.6395e-05-0.00013762i,0.0003689+0.00020733i,0.00084508+0.00045554i,0.00010217+0.00083668i,-0.00093924+0.00044316i,-0.00097979+8.9943e-05i,-0.00020499-0.00018962i,0.00010387-0.00096372i,0.00054737-0.0014416i,0.00034255-0.0010008i
-0.00075706-0.0016734i,-0.0015392-0.00066204i,-0.0026001-0.0012577i,-0.0020227-0.00092944i,-0.0012539-0.00016096i,-0.0004277-0.00016989i,0.00049446+7.4549e-05i,0.0016094+0.00043829i,0.0020877-8.5974e-05i,0.0015806-0.00044993i,0.00028468-0.00057089i,-0.00065352-0.0009272i,-0.00031698-0.00079835i,0.00053433-0.00015561i,0.0010031-4.6963e-05i,0.0010235+0.00020804i,-0.00018904+0.00047704i,-0.00060008+0.00054713i,0.0010777+0.00027445i,0.0016462-0.00011529i,0.00046912+0.00032433i,8.7037e-05+0.0001172i,0.00025943-0.00043173i
-4.1224e-05+0.00020503i,0.00035259-0.00051627i,0.0012078-0.0015573i,0.0004361-0.0014346i,-0.0007271-0.00088957i,-0.00090512-0.00028758i,-0.0007188+0.00018103i,-0.0001219+0.00011575i,0.00031611-0.00055738i,0.00046905-0.0010684i,0.00029056-0.00089022i,-0.0001096-0.0010189i,-0.00038667-0.00099939i,-0.00025078-0.00052428i,0.00017072+2.1603e-05i,0.00052599+0.00022739i,0.00065231+4.5439e-05i,-0.00018154-0.00031183i,-0.00058187-0.00084341i,-0.00012394-0.0012526i,-0.00010648-0.00049921i,7.3001e-05+0.00030024i,0.00044594+0.0004721i
0.0021788-0.0013554i,0.0027286-0.00049786i,0.0025683+0.00046363i,0.0011071+0.00088038i,-0.00027547+0.0011688i,-0.00090067+0.00070243i,-0.00045969+0.00026973i,0.00082403+0.00063087i,0.0011797+0.00035099i,0.00022137-0.00063203i,-0.00023957-0.00066104i,-0.00053803+0.0005267i,0.00032625+0.00080368i,0.0013406+0.00016102i,0.00067952+0.00097105i,0.00010599+0.0014008i,-2.2649e-05+0.00042292i,-2.0196e-05+0.00013145i,0.00034996+0.00022143i,0.00015514-0.00026975i,-0.00017661-0.00052615i,-0.00047097-0.00014801i,-0.0011634-0.00015228i
0.0015053-0.00051544i,9.4614e-05-0.00052344i,0.0004392+0.0008217i,0.0010343+0.0006325i,0.00027922-0.00026258i,-0.00062563-0.00051107i,-0.00083911-0.00010278i,7.9481e-05+0.00057714i,0.0008604+0.0010537i,0.00094159+0.00064888i,0.00040938-0.00027117i,-0.0003781-0.0010453i,-0.00019567-0.0009987i,0.00074598-0.00073682i,0.0010432-0.00019143i,0.00074787+0.00043212i,6.9806e-05+0.0006907i,-0.00035898+0.00046528i,0.0002977+0.00028406i,0.00056028-0.00041022i,0.00042769-0.0010083i,0.00017656-0.00086346i,-0.00053697-0.00049997i
-0.00075283-0.0001645i,-0.00050776+0.00022483i,-0.00078801+0.00061744i,-0.00097811+0.00036646i,-0.00016631+0.00043481i,4.169e-05+0.00041687i,-0.00035079+0.00014441i,0.00023872-0.00031225i,0.00086308-0.00051892i,0.00085601-0.00010521i,0.0010846-0.00033414i,0.0012615-0.00082082i,0.00083553-0.00091523i,0.00044804-0.001081i,0.00029612-0.0010967i,0.00017908-0.0010659i,0.0002886-0.00068153i,0.00043514+0.0001856i,0.00021715+0.00062763i,0.00011159+0.00056682i,-1.3706e-05+0.0004673i,0.00039322-4.4036e-05i,0.00054518-0.00060019i
0.00030215-0.0009634i,1.5319e-05-0.00088928i,0.00041161-0.00067975i,0.00074878-0.0010735i,0.00097625-0.00045831i,0.00036604+0.0001856i,-0.00013698+0.00077183i,0.00027341+0.00066241i,0.00074443-0.00024541i,0.0005364-0.00043407i,0.00082806-0.00063165i,0.00055059-0.0015243i,-0.00032855-0.0012843i,-0.00039712-0.00031125i,-0.00010519-0.00068273i,-9.3392e-06-0.00062547i,-0.00015741-0.0001382i,-0.00016925+3.7995e-05i,-4.0031e-05+1.866e-05i,-0.00023964+4.3632e-05i,2.2601e-05+0.00030968i,0.00052398+0.00038569i,8.8117e-05-2.2761e-05i
0.00096119+0.0033595i,0.0010935+0.0034269i,0.001114+0.0035694i,0.0012101+0.0022156i,0.001136+0.00040977i,0.00020108+0.00031504i,-0.00075007+0.0012989i,-5.9098e-05+0.0010107i,0.00096862-0.00014146i,0.0005546-0.00044781i,0.00026472-0.00057637i,3.9999e-05-0.00044258i,-0.0005846-0.00010164i,-0.0008586+0.0001892i,-0.00087601+0.00091185i,-0.00022772+0.00083271i,0.00037396+0.00050527i,0.00025025+0.00068917i,0.0001255+0.00029029i,0.00014709-0.00029189i,-1.0344e-05-0.00049837i,-0.00053219-0.00021944i,-0.00028415+0.00035132i
-0.00060338+0.0012548i,-0.00081519-4.2688e-05i,-0.00032305-0.0001593i,-1.8213e-06+0.00023668i,0.00032119-6.62e-06i,0.00074675-0.00046289i,-3.7571e-05-0.00020694i,-0.00055492+0.00037044i,0.00021696+0.00020125i,0.00073504-0.00037396i,0.00042693-0.0010676i,0.00032588-0.0019033i,0.00027313-0.002277i,1.0548e-05-0.0019836i,-3.0159e-05-0.00048554i,0.00011829+0.00063528i,0.00019321+0.00038392i,0.0001235+0.00054809i,0.00079884+0.00071422i,0.00091923+0.0003806i,2.8455e-05+0.00013913i,-0.00047283+0.00037099i,-0.00062219+0.00063969i
-0.00016232+0.00064549i,0.00015759+0.00083545i,0.00085941+0.0011622i,0.00065635+0.0016923i,0.00050885+0.0017181i,0.00059679+0.0012102i,0.00013072+0.0012827i,0.00043605+0.00042751i,0.0013862-2.7399e-05i,0.001911+9.6515e-05i,0.0011957-0.00057168i,-0.00027838-0.0019787i,0.00069176-0.0023225i,0.0016461-0.0010007i,0.00033713-0.00030168i,-0.00011017-0.00032463i,0.00024878-0.0003509i,0.00058374-0.00024893i,-3.3574e-07+0.00043134i,-1.6812e-05+0.00053191i,0.00026808+0.00031083i,-0.00039184+0.00022902i,-0.00067601-0.00018875i
