-0.0042055+0.0023048i,-0.0025102+0.0034813i,-0.0021728+0.004533i,-0.0020329+0.0039888i,-0.00040815+0.0036782i,0.00053152+0.0034512i,0.00048112+0.0028567i,0.00052692+0.0024331i,0.00021303+0.00189i,0.00078344+0.0012475i,0.001009+0.0001247i,6.2153e-05-0.00074157i,-0.00039965-0.0014985i,-0.00013659-0.0011723i,-0.00019235+4.7246e-05i,-0.00078935+0.00014436i,-0.00081118+0.00024918i,-0.00041725+0.00075116i,-0.00055631+2.1808e-05i,0.00026599-0.00041948i,0.00068434-0.00058534i,-2.4255e-05-0.00010739i,0.00012945+0.00012797i
-1.299e-05+0.00015653i,-0.00022229+0.0014214i,-0.0012348+0.0016191i,-0.0024607+0.0017798i,-0.0023986+0.0017802i,-0.00099792+0.001794i,-6.4569e-06+0.0016951i,0.00069981+0.00112i,0.0013733+0.00021607i,0.00044859-0.00042765i,-0.00040152-0.00072033i,0.00035097+4.113e-05i,0.00069286+0.00086554i,-0.00017914+0.00074407i,-0.00081162+0.00022018i,-0.00031112+0.00013303i,0.00067422-3.6867e-05i,0.00086542-0.0001425i,0.00020991-0.00010489i,-3.4549e-05+0.00030185i,0.00048694+0.00081333i,0.00075374+0.00062372i,0.00051457-6.7323e-05i
-0.0010224+0.00028597i,-7.7784e-05+0.00067777i,0.0006117+0.00093321i,0.00095405+0.0016496i,0.0012965+0.0011582i,0.0019351+0.00021218i,0.0015287-7.0267e-05i,0.00059909-0.00021847i,0.00027938+0.00043576i,0.00068473+0.00057848i,0.00069298+0.00010217i,-4.9416e-05-0.00014362i,-0.00042744-0.00080089i,-0.00022252-0.00041298i,-0.00086843+0.00018174i,-0.00052515-0.00034852i,0.00044139-0.001081i,0.00011348-0.00044231i,-0.00065419+0.00034883i,-0.00021302+0.00050151i,0.00070183+8.0722e-06i,0.001008-0.00032728i,0.0010894+4.6408e-05i
0.00016267+0.00070794i,0.00094516+0.00088224i,0.0003135-0.00013968i,-0.00085576-0.00033822i,-0.00041777+0.00055982i,0.0002646+0.00053567i,0.00070817+0.0012943i,0.0013549+0.0016744i,0.0013428+0.00055198i,0.0016168-0.00011652i,0.0013559-0.00017126i,8.3034e-05-0.00031434i,-0.00038395-0.00086079i,0.00024972-0.00072521i,2.0626e-05+0.0001164i,-0.00068747+0.00021928i,-0.00082726-8.6006e-05i,-0.00055823-0.00026218i,-0.00024603-0.00046876i,-0.00022601-0.00036183i,0.00015105-0.00059162i,0.00040302-0.00026448i,-0.00035889+0.00023586i
0.00089682+0.0022006i,0.0013205+0.0023273i,0.0020797+0.0009759i,0.0024-0.00071552i,0.0012957-0.0012649i,0.00022809-0.00061748i,-0.00049142+5.5126e-05i,-0.00041374+0.00028375i,0.0010033+0.00058844i,0.001522+0.00010552i,0.00091102-0.00012923i,0.0010181-2.5191e-05i,0.0010624-0.00010057i,-0.00027477-1.3572e-05i,-0.00083661+0.00071262i,-0.00069654+0.00048497i,-0.00080961-0.0003097i,-0.00015609+0.00054572i,0.000423+0.0011502i,0.00026409+0.00029944i,-0.00058999-0.00026521i,-0.00035126-0.00054832i,-0.00016186-0.00031163i
-0.00056383-0.00011352i,-0.0025184+0.00036958i,-0.0034021+0.00070654i,-0.002363+0.00068718i,-0.00064621+0.0010887i,0.00012989+0.0010428i,9.3236e-05+0.00049645i,0.00061965+0.00041851i,0.0015012+0.00025027i,0.0010441-0.00014515i,-0.00028334-0.00038515i,2.6091e-05-0.00011384i,0.00054161-0.00047104i,0.00024484-0.00066806i,-0.00016485+0.0004449i,-0.00038603+0.0007537i,-0.00042941-0.00024202i,-0.00020528-0.00092835i,-0.00021927-0.00076886i,-0.00055046-0.00032002i,-0.00064036-0.00057508i,-0.00042582-0.0014563i,1.1562e-05-0.0011075i
0.0011729+0.00081088i,0.0016408+0.00029118i,0.0014018+0.00039572i,0.0015675+0.0010131i,0.0013219+0.00090683i,0.00045733+0.00011479i,0.00045802+0.00070711i,0.00074236+0.0018594i,0.0010881+0.0011837i,0.0012291-0.00069787i,0.0009427-0.00066159i,0.00091171+0.000267i,0.00066526+0.00059041i,-4.7226e-05+8.7029e-05i,-0.0010351-0.0012678i,-0.00099943-0.0012872i,-0.00051402-0.00045434i,-0.00039052-0.0003313i,-0.00018397-0.00018071i,0.00025739+0.00023648i,0.00071051+0.00057675i,0.00038882+0.00034215i,-5.9558e-05-0.00014167i
0.0014373+6.0884e-05i,0.0011701+0.0008013i,0.00074968+0.0016078i,-6.5718e-05+0.00084593i,-0.00096637-0.00056695i,-0.00037278-0.00034386i,0.00047696+0.00064716i,0.00011522+0.00022151i,0.00076163-0.000214i,0.0018221-0.00090284i,0.0016823-0.0014651i,0.0014471-0.00097646i,0.00052479-0.00027795i,-0.00021441+0.00012874i,-0.00047714+0.00037636i,-0.00048331-0.00037432i,7.5481e-05-0.0010098i,0.00061204-9.8163e-05i,0.00020221+0.00043865i,-0.00026791+0.00027029i,-0.00029654+0.00025652i,0.00015935-5.5421e-05i,0.000722-0.00016213i
0.00041506-0.0002301i,0.00076602-0.0014031i,0.00016184-0.0022056i,-0.00022485-0.0017734i,-0.00030128-0.0012791i,-6.3048e-05-0.00017222i,0.00083422+0.0007883i,0.0010027+0.00064429i,0.00073122+0.0003271i,0.00047943-0.00019184i,-0.00062393-0.00085475i,-0.00089681-0.00078181i,0.00018693+8.067e-05i,0.00055412+0.00047364i,-0.00013182+0.00017087i,-0.00010086-0.00038107i,-0.00021614-0.00042989i,-7.2029e-06-0.00015874i,0.00075934+0.00025657i,0.00056456+0.00067062i,0.00047207+0.00049831i,0.00065601+9.9231e-05i,0.00081654+0.00016932i
0.0014634-0.00018703i,0.00094236+0.00044374i,0.00022634+0.00044011i,-0.00041224+4.9131e-06i,-0.00094495+0.00022033i,-0.00099673+0.00018863i,-0.00046525+0.00051347i,9.0539e-05+0.00084017i,0.0012252+9.9553e-05i,0.0014388-0.00036055i,-0.00013335-0.0011338i,-0.00044233-0.00094571i,9.4739e-05-0.0005217i,0.00034024-0.00080653i,0.00046355-0.00049287i,0.00035134-0.00043517i,-0.00013-0.00023058i,-0.00011861-0.00032566i,0.00064061-9.5631e-05i,0.00092032+0.00020291i,4.644e-05+0.00028231i,9.5218e-05+0.00048553i,0.00043666+0.00022379i
0.00028993-0.0009638i,0.00085805+0.0005141i,0.00040004+0.00035825i,0.00029724-0.00049362i,8.1324e-05+0.0001347i,-0.00094829+0.0011548i,-0.00078322+0.0012385i,0.00045683+0.00053657i,0.0017779+8.2428e-05i,0.0020686-0.00034177i,0.00050787-0.0005855i,-0.00038732-0.00035501i,2.4968e-05-0.00076149i,0.00086952-0.00012527i,0.0011314+0.00088682i,0.00053448+0.00039221i,-8.951e-05-0.000146i,-0.00018631+0.00027118i,0.00014575+0.00047687i,0.00056483+0.00036394i,0.00080723+0.00063666i,0.00037539+4.4502e-05i,-0.00024375-0.00076856i
-0.00024428+0.00034995i,0.00056673-0.00028498i,-0.0001665-0.00062766i,-0.00068804+6.4745e-05i,-3.255e-05+0.00074732i,0.00033838+0.0003057i,0.00043594-0.00013178i,0.00077988+0.00014154i,0.0012526+0.00016167i,0.0011475-0.00026258i,0.0005374-0.00031321i,7.8349e-06-8.0019e-05i,-0.0004035-0.00033097i,-0.00069123-0.00020499i,-0.00029416-0.00025214i,0.00074367-0.00083604i,0.00063658-0.00081345i,0.00035524-0.00090569i,0.00029767-0.00020975i,-0.00030593+0.00053689i,-0.00068229+0.00050616i,-0.00044049+0.00045477i,-0.00014145-0.00021614i
0.0004862-0.00034816i,-0.00057459-0.00081515i,-0.00077487-0.0022492i,0.00021637-0.0024176i,-0.00043111-0.0018481i,-0.0012765-0.0010761i,-0.00060856+0.00042015i,0.00072167+0.0009589i,0.0011619-0.00013371i,0.00067837-0.00077088i,1.1464e-06-0.00033716i,-0.0008367+1.4596e-05i,-0.00072543+0.00013797i,-0.00036383-5.6597e-05i,-0.00043836+6.2698e-05i,-0.00042001-1.572e-05i,-0.00018559+0.00022136i,-4.6415e-05+0.00044745i,-0.00025099+0.00021206i,-0.00034325+0.00017527i,0.00039459+0.00061231i,0.00078902+0.00088309i,-0.00018011+0.00048242i
0.0009184-0.00013203i,0.0014839+5.6891e-05i,0.0010617-0.00037534i,-0.00034419+0.00018298i,-0.00078804+0.001002i,-0.00019372+0.0018599i,0.00058187+0.001389i,0.00048298+0.00075433i,4.1474e-05+0.00075695i,-0.0002593+0.00061824i,-0.00069884+4.0993e-05i,-0.00050118+0.00033711i,-0.0010433-0.00010332i,-0.00085913-0.0012256i,-0.0001549-0.00056905i,0.00034203-6.6341e-06i,0.00095015-4.4725e-05i,0.001118-0.00031699i,0.00067037-0.00027254i,0.00023738+0.00035518i,8.1785e-05+0.00062416i,-0.00023494+0.0002664i,-0.00059585-0.00016089i
0.0003428-0.00052413i,-0.00044558-0.00045727i,-0.0024804+1.3728e-05i,-0.0030311+0.00090777i,-0.0013767+0.0013954i,-0.00030572+0.0017903i,-2.6132e-05+0.0018718i,0.00046271+0.00081308i,0.00092939-0.00036383i,0.00070352-0.0003174i,0.00013501-0.00055075i,-0.00041888-0.0010461i,-0.00063632-0.00089169i,0.00026472-0.00086452i,0.00087369-0.00077493i,0.00031942-0.00065547i,-0.00061536-0.00072881i,-0.00061397-0.00054518i,0.00025355-5.4288e-05i,0.00046708+0.00030454i,0.00026722-8.5747e-05i,-8.2242e-05-0.00071623i,-0.00014395-0.00062499i
-0.00072388-0.00029292i,-1.2612e-05+0.0001052i,0.00055448+0.0014482i,0.0006646+0.0016556i,0.0010791+0.0016815i,0.0012454+0.0016343i,0.0008938+0.0005325i,0.001275+0.0010787i,0.0011668+0.0012859i,0.00061788+0.0006286i,0.00041111+0.00012342i,0.00066235+0.00032789i,0.00075108+0.00052206i,-0.00019589-0.00032308i,-0.00041862-0.00066143i,0.00020969-0.00027212i,0.00024769-0.00015235i,-5.2674e-05-0.00041629i,0.0002012+0.00010729i,0.0010502-0.00013043i,0.0013101-0.00010372i,0.00077558+0.00052809i,-0.00010858-0.0002194i
-0.0010148+0.00039093i,-0.0010209+0.0011841i,-0.00065448+0.00094762i,-0.0011729+0.00048108i,-0.0015262+0.00073333i,-0.0011433+0.001007i,-0.0003022+0.0011854i,0.00020383+0.0011098i,0.00068163+0.00065951i,0.00064025+0.00038377i,0.00044014+0.00078822i,0.0002272+0.00081299i,-0.00057806+0.00070681i,6.4421e-05+0.00029697i,0.0001827-0.00011125i,-0.00053756-0.00035458i,-0.00064362-0.00071752i,-0.00055022-0.00052219i,-0.00034684-0.00042285i,1.4884e-05-0.00014677i,0.00013873+0.000336i,0.00010974+9.3073e-06i,-0.00011247-0.00015876i
-0.0017126-0.0012264i,-0.0015166+0.00024451i,-0.00074296+0.0011085i,-0.00019594+0.00086263i,7.9018e-05+0.001285i,0.00016499+0.0012038i,0.00086412+0.00097893i,0.0016885+0.0011846i,0.0012914+0.00076706i,0.00092617-0.0007034i,0.00070256-0.00056929i,7.8285e-05-0.00028071i,9.4422e-05-0.0005424i,8.1542e-05-0.00016528i,-0.00028534+0.00014113i,-0.00033172-2.3768e-05i,-8.4016e-05-0.0001864i,-8.1148e-05+0.00025584i,-0.00033314+0.00058662i,-0.00036532-4.6525e-05i,8.7853e-05-9.2923e-05i,0.0008192+0.00020446i,0.00080011-0.00014109i
0.00020583-0.00014441i,-0.00067224+0.00020037i,-0.0010983+0.00021043i,-0.00034555-0.00044845i,0.0006299-0.00047342i,0.00087986-0.00012518i,0.0005916+0.00059432i,0.00075142+0.0018131i,0.00069085+0.001379i,0.0001743-0.000656i,-0.00084333-0.00081262i,-0.0010954+0.0002679i,-0.00056264+0.00054013i,-0.0004266+0.00021361i,-0.0001929+0.00012507i,9.1019e-06+2.6576e-05i,0.00025531+0.0003493i,-2.9511e-05+0.00049918i,-0.00033371-0.00017959i,0.00090581-0.00070044i,0.00062826-0.00095334i,-0.0002551-0.0011037i,-9.0322e-05-0.00080101i
-0.0013577+0.00035708i,6.4392e-05+0.0001774i,0.00018143+0.0010305i,-4.0004e-05+0.0013436i,0.00044911+0.00090764i,0.0010486+0.0015121i,0.0010897+0.0017313i,0.00078946+0.00057321i,4.4235e-05-0.00048101i,-0.00075007-0.00019365i,-0.00025549-0.00025541i,0.00076802-3.9258e-05i,0.0007002-0.00044454i,-6.6982e-05-0.0014882i,-0.00012477-0.0006439i,0.00010228+0.00039336i,0.00030039+0.00041956i,0.00035527+0.0003504i,-2.2933e-05-0.00014641i,0.00029145-0.0001773i,0.00063635-8.6138e-05i,0.00056255-0.00044413i,0.00061394-0.0011698i
0.0020301+0.0017868i,0.0016393+0.0010793i,0.001718-0.00013102i,0.00091903-0.0014213i,-0.00010194-0.0017174i,-0.00084428-0.00044263i,-0.00066347+0.00075604i,0.00039264+0.001507i,0.00067826+0.0012523i,0.00017754+0.00033492i,-0.00015719+0.00026445i,-0.00016187+0.00087703i,-0.00015789+0.00051983i,-0.00038538-0.00053787i,-0.00035238-0.00076996i,5.6999e-05-0.00021502i,0.00017677-0.00038887i,8.7069e-05-0.00013704i,-0.00024924+0.0005965i,-0.00024924+0.00052793i,-0.00021929+0.00078255i,-0.00023078+0.00041164i,0.00038278-0.0002313i
-0.00092309+0.0004253i,-0.0018162+0.0008703i,-0.0021157+0.00082269i,-0.0012819-3.3161e-05i,0.00028392+3.3416e-05i,0.00049995+0.00071311i,0.00089498+0.0014437i,0.0010331+0.00167i,0.00049199+0.0007872i,0.0004+0.00029601i,0.00086721+7.7038e-06i,0.0007437-0.00057863i,-1.7407e-05-0.00066123i,-8.6133e-05-0.00021966i,-0.00028181-0.00026789i,-0.00068061-0.00083968i,-0.00034645-0.00074549i,0.00032653-6.7009e-05i,0.00041385+0.00026241i,0.00011689+0.00051667i,-0.00029562+0.0003459i,-0.0002135+0.00047817i,-4.7652e-05+0.00035074i
0.0010894+0.00020966i,0.0010219-0.00012123i,0.0010522-0.0011112i,2.4367e-05-0.0010194i,-0.0010083+9.073e-05i,-0.0011133+0.0010236i,-0.00057038+0.00041583i,0.00047534+0.00045821i,0.00078572+0.00070343i,0.00011997-0.00041376i,-0.00041983-0.0012547i,-0.00066638-0.0010309i,6.1128e-05-0.00058394i,0.00067111-3.2927e-05i,0.0003286-5.7519e-05i,0.00028598-0.00044202i,0.0005061-0.00013601i,0.00026513+6.0793e-05i,0.00020909-0.0002139i,0.0009558-0.00015158i,0.00085199+0.00063049i,0.00011649+0.00015101i,0.00016222-0.00058241i
-0.0010916+0.0008184i,-0.00065239+0.0015763i,9.8425e-05+0.0027186i,-0.00019302+0.0023121i,2.5806e-05+0.0015349i,0.00088849+0.0014514i,0.00024748+0.0014865i,-0.00040559+0.0013671i,1.0339e-05+0.00062249i,0.00017487-0.00017998i,0.00015089-0.00036733i,0.00064815-0.00068183i,0.00055862-0.00044803i,-0.00052341-0.00076215i,-0.0012223-0.0011129i,-0.0011399-0.000993i,-0.00098024-0.00081816i,-0.00059246-0.00031695i,-0.00049707-9.5078e-05i,-0.00044333+3.3318e-05i,-0.00036161+0.00055902i,-0.00056376+0.00087813i,-0.00033228+0.00021061i
-0.00072333+0.00082614i,0.00036153+0.00091523i,0.0012442+7.9591e-05i,0.0013913-0.001048i,0.00094091-0.0013597i,0.00010846-0.00049124i,-0.00059998+8.8068e-05i,-1.602e-06+0.00074354i,0.00089469+0.0013161i,0.0013291+0.000451i,0.0012974-0.00069205i,0.0011556-0.0011805i,0.001004-0.0008547i,-4.9736e-05-0.00047506i,-0.00036251+0.00020238i,2.0722e-05+0.0004291i,-0.00070234+0.00034315i,-0.0017723+0.00036878i,-0.0012195-0.00049796i,-0.00013885-0.0006261i,0.00023291-1.3626e-05i,-0.00025165-0.00027336i,-0.00022447-4.4757e-05i
0.0027277-0.0015631i,0.0023354-0.0008434i,0.0019733-0.00099078i,0.00036167-0.001967i,-0.0015127-0.0016561i,-0.0022241-0.00058238i,-0.0017628+0.00018489i,-0.00018598+0.00071287i,0.0014875+0.00087373i,0.0010399+0.00011869i,4.0692e-05-0.00075386i,-0.00016054-0.00052218i,0.00013309+3.4124e-05i,-0.00010006-7.3796e-05i,-0.00068295+0.00016262i,-0.0006554+0.00034826i,-0.00062067-0.00017043i,-0.00049353+0.00011218i,-0.00029456+0.00081228i,1.3178e-05+0.00081115i,-0.00012892+0.00060489i,-0.00035239+0.00019168i,0.00011626+0.00026455i
-0.00038176+0.0020055i,0.00098993+0.0019306i,0.0011692+0.0017368i,0.00045021+0.0020866i,-3.9012e-05+0.0017277i,-0.00029409+0.0002366i,9.4719e-05-0.00036901i,0.0010451+8.9493e-05i,0.0013771+0.00095883i,0.00048409+0.00042446i,7.0393e-05-0.00051777i,-0.00029411-0.00062137i,-0.00065444-0.00054941i,-0.00046828-0.0002841i,0.0001497-0.00037504i,0.00020304-5.6001e-05i,0.00012289+5.4032e-05i,0.00021353-3.1747e-06i,0.00014308-8.1436e-05i,0.00018854-0.00021429i,0.00042021-0.00027408i,9.3301e-05-0.00043669i,-0.00020352-0.00068792i
0.00046514+0.0004513i,-0.00065752-6.1639e-06i,8.5931e-06+0.00015825i,0.00087695+0.00023201i,0.00031426-0.00038419i,-0.00098799+0.00012149i,-0.00077933+0.0011547i,-0.00017448+0.0013695i,0.00034653+0.00040586i,0.00062194-0.0004348i,-0.00015239-0.00065269i,-0.00053427-0.00056425i,-8.5763e-05-0.00026358i,-4.3765e-05-7.084e-05i,0.00013529+4.8658e-05i,-0.00012059-0.00056378i,-0.00099698-0.0011522i,-0.0010369-0.00075661i,-0.00061709-0.00030308i,1.8009e-05-0.00033609i,0.00018648-0.00056613i,8.939e-05-0.00074629i,0.00062749-0.00061758i
0.0012711-0.00056565i,0.00020715-0.0011952i,-0.0011934-0.0016872i,-0.0016651-0.0020708i,-0.001779-0.00087055i,-0.00078262+0.00028701i,0.0006008+0.0010413i,0.00081777+0.0011719i,0.00028591+0.00030374i,-0.00040798-9.5903e-05i,-0.00025516+0.00026801i,-8.3577e-05+0.00033112i,0.00017152+0.0001946i,7.9615e-05+0.0002716i,-0.00034578+2.4923e-05i,0.00040306+0.00034129i,0.00074385+0.00049006i,0.00015889+0.00018047i,-0.0006338-0.00026142i,7.7472e-05-0.00014615i,0.00057871+0.00041627i,0.00014945+7.4008e-05i,0.00027053-6.7437e-05i
-1.4301e-05-0.00012775i,0.00042856+0.00078825i,0.00041099+0.0017678i,0.00083088+0.001892i,0.0011905+0.00096499i,0.00051163-0.00040356i,0.00026576-0.0014546i,0.00060034-0.0012805i,-1.3374e-05+0.0001143i,-0.0005675+0.00027405i,-0.00042452-0.00028925i,0.0004352-0.00030046i,0.00038124-5.1084e-05i,-0.00039464+0.0001277i,-0.00019045-3.3321e-05i,6.7957e-05-0.00076569i,-0.00052676-0.0012104i,-0.00095043-0.0012244i,-0.00016174-0.0010168i,0.00021326-0.00041376i,-0.0003727+8.965e-05i,-0.00019376+8.3876e-05i,0.00013947-0.00021496i
0.00020389+0.00090114i,0.0005569+0.0014338i,0.0004855+0.00038706i,-7.057e-06+0.00015015i,-3.3298e-05+0.0007036i,-0.00049928+0.00092337i,-0.00033877+0.0011709i,0.00095237+0.0012416i,0.0017832+0.0013448i,0.0010603+0.0010599i,0.0007411+0.00068752i,0.00043415+0.00035259i,-0.00034444-0.00014779i,-0.0007717-0.00069852i,-0.00042129-0.00050652i,0.00012755+0.00049264i,0.00033581+0.00067414i,0.00074375+0.00078494i,0.0011566+0.00093054i,0.00049736+0.00042895i,0.00015062+0.00032107i,0.00043178-0.00044138i,0.00052927-0.0006684i
-0.00019819-0.00049698i,-0.0015359-0.00012583i,-0.0019226+0.00044512i,-0.00087047+0.00027123i,-0.00026596-5.6845e-05i,0.00021572+0.00026787i,0.00037235+0.00087276i,9.3762e-05+0.00087388i,0.00023289+0.00089167i,0.00072301+0.00023251i,0.00086003+7.6469e-05i,0.00030053+0.00019788i,-7.5745e-05-0.00062414i,3.2867e-05-0.0011853i,8.7067e-05-0.00083624i,-0.00012394-0.00010244i,-0.000549+0.0003536i,-0.00028353+0.00023065i,0.00042807+0.00056423i,0.00034762+0.0015665i,-0.0005852+0.00091581i,-0.00020057+1.3834e-05i,-4.9751e-05-4.3824e-05i
-0.00096046-0.00082813i,-0.0015532+0.00031448i,-0.00024913+0.00035503i,0.00052703-2.8159e-05i,0.00039611+0.00033081i,0.00084341+0.0012342i,0.00060502+0.0012049i,0.00043597+8.2238e-06i,0.00073869-0.00027353i,-8.516e-06+0.00018043i,3.3932e-05+0.0005884i,0.00020128+0.0004796i,-0.00040854-0.00046423i,0.00016547-0.00027089i,0.00041967-6.1327e-05i,0.00015985-0.00062512i,0.00019082-0.0014622i,0.00029893-0.0015944i,0.00026445-0.00087429i,0.00029468+8.6497e-05i,0.00029021+0.00038664i,0.00036662+0.00050463i,-0.00030422+0.00036228i
-0.0011785+0.00087204i,-0.00080937+0.0011463i,-3.6354e-05+0.00099178i,0.00043101+0.00059273i,0.00071888+0.00068174i,0.0010424+0.0010302i,0.0012983+0.00066921i,0.00073084+0.00020518i,0.00028783-0.00041447i,0.00093913-0.00082848i,0.0012603-0.0002187i,0.0009775+0.00016207i,0.00047823-0.00022187i,-0.00025514-0.00029685i,-0.00055327-0.00017737i,-0.00080202-0.0001646i,-0.00051025-8.8872e-05i,-4.4069e-05-3.4014e-05i,0.00026496+0.00022461i,-0.00012893+0.00060862i,-0.00044995+0.00055419i,-5.9374e-05-1.2481e-05i,0.00036662-0.00044345i
-0.00029302+0.0010058i,-0.0011904-0.00058518i,-0.0017228-0.0011507i,-0.0012423-0.00033306i,-0.00091472+0.00027859i,-0.00086115+0.00035987i,-0.00046718+0.00089528i,0.00032861+0.0014188i,0.00053139+0.0012574i,0.0003768+0.00091813i,0.00071413+0.00037321i,0.0005025+0.00023782i,-0.00056855+0.00047629i,-0.00044002+0.00071451i,0.00010807+0.00016901i,-0.00031362-0.00086676i,8.6605e-05-0.0007962i,0.00075647-0.00061721i,0.00088734-0.00020484i,0.00047423-0.00029624i,-0.00025584+3.6356e-05i,-0.00079228+0.00054065i,-0.00076152+0.00043031i
0.00048925+0.00089858i,-9.935e-05+0.0010344i,-0.00027562+0.0012406i,-2.5394e-05+0.00027281i,-0.0001484-0.00033081i,6.8976e-07+0.00043024i,0.00027998+0.00083489i,-0.00016574+0.00070526i,-0.00021853+0.00075001i,8.7624e-05+0.00068391i,0.00035904+0.00040528i,0.00022188+0.00042084i,-6.7709e-07+0.00040834i,-8.1383e-05-0.00046956i,0.00063496-0.00090123i,0.00050252-0.00042503i,-0.00024931-0.0002235i,-2.6015e-05-0.00030838i,0.00016759-0.0003002i,0.00018699-0.0010827i,0.00025857-0.0011952i,-7.9368e-05-0.00044552i,-0.00029856+4.8983e-05i
0.00064788+0.00049411i,-0.0010766+0.0018856i,-0.0019067+0.0016901i,-0.0011645+0.0010288i,-0.00024289+0.00099912i,0.00051056+0.0012638i,0.0001671+0.0013162i,-0.00025315+0.00086283i,0.00077436-0.00015864i,0.00076639-0.0012309i,-0.00020692-0.00094168i,-7.2371e-05-0.00056298i,0.00072935-0.00041827i,0.00019288-0.00025229i,-0.00022631-0.0002264i,5.7229e-05+0.00051732i,-3.8756e-05+0.00088105i,-0.00018921-0.00030784i,-9.5262e-06-0.00079371i,0.00060503-0.00028195i,0.00073537+0.00031035i,-3.7926e-05+5.032e-05i,-5.9941e-05-0.0004033i
-7.0209e-05-8.5154e-05i,0.00024529+0.0003522i,-0.00015026-0.00070867i,-0.00077664-0.00057086i,-0.0017484+0.00023146i,-0.0010596+0.00051985i,-0.00042766+0.00056259i,-0.00055103+0.00048405i,-4.6626e-05-0.00054883i,-0.00048677-0.00054572i,-0.0008551-0.00023981i,0.00081265+7.9173e-05i,0.0012336+0.00033687i,0.0007374+0.00011258i,0.00070311-0.00036058i,0.0006912-0.00053024i,0.00050072-9.5297e-05i,-0.00046913+0.00031289i,-0.00015842+0.00056783i,0.00040824+0.00067296i,3.7608e-05+0.0012293i,-0.00040836+0.00067065i,-0.00045425-0.00032268i
-0.00064866+0.0001767i,0.00054442+0.0004702i,-0.00021807+0.00095371i,-0.00052929+0.0013814i,0.00046737+0.0013727i,-3.9203e-05+0.00097506i,-0.00076127+0.0005078i,0.00019641+0.00043231i,0.00082514+0.00054322i,0.00039315+4.0675e-05i,-0.00015901-0.00080713i,-0.00025796-0.00073825i,-0.0001542-0.00051154i,-0.00035753-0.00076724i,0.00018242+3.4502e-05i,0.00071359+0.00044701i,0.00013528-0.00080095i,5.2171e-05-0.0011636i,0.0008118-0.00036608i,0.0010391+0.00026096i,3.1518e-07-7.217e-05i,-0.00045568-0.00044006i,-0.00022342-0.00057819i
-0.00054774+0.00049888i,-0.001021+0.0014449i,-0.00045225+0.0013423i,0.00089735+0.00059211i,0.0007488+0.00055759i,0.00053989+0.00088451i,0.00057294+0.0007271i,0.00037029-3.5708e-06i,0.00084717-0.00027557i,0.00055602+0.00026764i,-0.00073662+0.00034354i,-0.00087223-6.1296e-05i,-0.00044223-0.00012219i,-0.00099472-0.00031413i,-0.0015545-0.00019799i,-0.0010229-0.00022749i,4.3341e-05-0.00078947i,0.00040469-0.0012037i,0.00044142-0.00094201i,0.00038019-0.00071314i,0.00040091-0.00048011i,0.00015255-0.00010876i,0.0001258-0.00041777i
0.00028252-0.0013409i,-0.00022079-0.0012429i,0.00073976-0.0012407i,-9.9528e-05-0.0007494i,-0.00062679-2.9159e-05i,2.9419e-05+4.5887e-05i,0.00050866-0.00017358i,0.0011256+0.00010955i,0.0013274+0.00040697i,0.00076809+0.00016952i,0.00031929+0.00031884i,0.00049169+0.00019493i,0.00061046-0.00065136i,0.00052419-0.0003194i,0.0003784-0.00049519i,0.00088336-0.0013241i,0.00057984-0.00097969i,-0.00073057-0.00056719i,-0.0010448-0.00025389i,-0.00055207+0.00086274i,-0.00021931+0.001476i,7.4765e-05+0.00059169i,0.00027518-8.2696e-05i
-0.00043579+0.0007046i,0.00015033+0.0025666i,0.00065711+0.0032107i,0.00077218+0.0024265i,-0.00013701+0.0012205i,-0.00080472+0.00080979i,-0.00036875+0.00051183i,0.00023879+0.00043767i,0.00069642+0.00073832i,0.00071617+0.00066413i,0.0006578+0.00013011i,0.00044897-0.00059901i,0.00025255-0.00019215i,-2.9845e-05-0.00054718i,-0.00025583-0.00041344i,-0.00026329+0.00038473i,-0.00050418+0.00045181i,-0.00026069+0.00057758i,0.00063779+0.00050875i,0.0010453+0.00025941i,0.00087066-0.00025053i,0.0005517-0.00064769i,0.00037957-0.00039731i
0.0016396-0.001i,0.0004727-0.0010555i,-0.00073914-0.00087715i,-0.00098562-0.00075003i,0.00020496+5.5337e-05i,0.000806+0.00064983i,-0.00061507+0.0008495i,-0.00059024+0.0010116i,0.00057997+0.00057734i,0.00031002-0.00021943i,0.00033783-0.00066711i,0.00025865-0.00041524i,4.0743e-05+4.4766e-05i,0.00071473+0.00037344i,0.0007476-5.0181e-05i,-0.0004257-0.00045539i,-0.00073111-0.00063102i,-0.00049911-0.00031289i,-0.00026338+8.3563e-05i,0.00061333+0.00026312i,0.00093665+0.00025506i,0.00025873-0.00013034i,-0.00019135-4.6099e-05i
