0.0011377+0.00096079i,0.00022367-0.00095044i,-0.0017983-0.0021209i,-0.0031448-0.0010684i,-0.004289+4.2553e-05i,-0.0041799+0.00094583i,-0.002342+0.002049i,-6.6409e-05+0.0018288i,0.00046147+0.00054722i,-0.0006187-0.0010062i,-0.0012463-0.0015234i,-0.0010937-0.0013587i,-0.00092458-0.0010463i,-0.00089849-0.00027744i,-0.00021365+0.00076129i,-5.428e-05+0.0009405i,-0.00048529+0.00017844i,-0.00078508-0.00028199i,-0.00091821-0.00054767i,-0.00012611-0.00089438i,0.00076826-0.00044443i,0.0010488+4.7477e-06i,0.0008182+0.00094089i
-0.0017598-0.0014355i,-0.00087505-0.00011566i,-0.00093916+0.0014477i,-0.0017915+0.001121i,-0.0022227-0.00012253i,-0.0027802-0.00042152i,-0.0021868+0.00039591i,-0.00083539+0.00059711i,-0.00075255+0.0002254i,-0.00091668+0.00013048i,-0.00070299+0.00064491i,-0.00055985+0.00039739i,-0.00050731-0.00037038i,2.953e-05-0.00050577i,-0.00010062-0.00046896i,-0.0003274-0.00077335i,-5.5117e-05-0.0010129i,9.62e-05-0.00036861i,0.00043792+0.00066017i,0.00087559+0.00057498i,0.0011755-0.00011247i,0.00071519-0.0005658i,0.00041905-6.2274e-05i
0.00024641+0.0033942i,0.0014198+0.0041281i,0.002133+0.0043605i,0.0015512+0.0035322i,-0.00033811+0.001846i,-0.0021241+0.00080531i,-0.0027188+0.00048999i,-0.0023518+0.00054224i,-0.00089573+0.00060099i,-0.00020141-0.00021954i,-0.00065201-0.00035608i,-6.6485e-05+0.00015512i,0.00017563-1.0429e-05i,-0.00034274-0.001038i,0.00041553-0.0014795i,0.00084313-0.00070585i,0.0010379-0.0001608i,0.00063775+0.00058618i,-0.00051556+0.00081107i,-0.00090921+0.00057527i,-0.00049042+0.00027725i,0.00012134-0.00061627i,0.00031214-0.0011816i
0.00017181+0.00073577i,0.00040497+0.00099059i,0.00026314+0.0020673i,0.00021286+0.0018197i,0.00043958+0.00014121i,-0.00018937-0.00050189i,-0.0022557-0.00030561i,-0.0023484+0.00048891i,-0.0014513+0.00067528i,-0.001676+0.00021649i,-0.0010909+0.00044483i,-0.00064688+0.00063624i,-0.0012169-0.00074863i,-0.0013205-0.0021817i,-0.00055507-0.0016002i,-0.00031688-0.00094829i,-0.00024927-0.0014869i,-0.00045288-0.0013894i,-0.0014513-0.00077457i,-0.0016411-1.0802e-05i,-0.00063068+0.00066076i,0.00059613+0.00054755i,0.0015084+0.00011053i
-0.001367-0.0012473i,-0.0026421+0.00082461i,-0.0023114+0.0032114i,-0.00093034+0.0030391i,-0.00026183+0.0019789i,-0.000181+0.00088862i,-0.00037155+0.0002044i,-0.0012596-7.9209e-05i,-0.0017564-0.00020136i,-0.0013254+0.00027789i,-0.001083+0.00051131i,-0.0011649+0.00067073i,-0.00053682+0.00075894i,0.00020962-3.1679e-05i,7.0757e-05-0.00067431i,0.00026256-0.00068014i,0.00031455-0.00043642i,-0.00031533+0.00028855i,-0.00053203+0.00043549i,-0.00036114-9.2135e-05i,-0.00076381-0.00017798i,-0.00064066+2.3981e-05i,-0.00015406+0.00031896i
-0.00013211+0.00089538i,-0.0007671+0.0012218i,-0.0010891+0.0018345i,-0.0015973+0.0021626i,-0.0018377+0.0013547i,-0.0028386+0.00031239i,-0.0033494+0.00043044i,-0.0022361+0.00063178i,-0.00051606+0.0002159i,-0.0003625+0.00042886i,-0.00099222+0.00056638i,-0.00062057+0.00036264i,-0.00050749+7.2928e-05i,-0.00061969-0.00050774i,-0.00072174-0.0006063i,-0.00057788-0.00054429i,-0.00020528-0.00041428i,0.00050425-0.00028516i,0.00077007-0.0003162i,0.00050791+0.00030601i,0.00035971+0.00086466i,0.00026137+0.00082356i,-6.274e-05+0.00053464i
-0.00082933-0.0015717i,-0.0012466-0.0027447i,-0.0011565-0.0012521i,-0.0008618+0.0016384i,-0.0013683+0.0026144i,-0.0012823+0.0020446i,-0.0011607+0.0013412i,-0.00081431+0.0014354i,0.00035021+0.0010804i,0.00050398+1.0964e-07i,-0.00010112+4.1136e-06i,-0.00033551+0.00052453i,-0.0007917+0.00062301i,-0.00086855+0.00077835i,-0.00052721+0.0007411i,-0.00013772+0.00026308i,0.00044271-0.00078853i,0.00043877-0.00094206i,-0.00023386-0.00098598i,-0.00047548-0.0010409i,0.00017378-0.00045319i,0.00060647-0.00026428i,-4.5004e-05-0.00034098i
-0.0028471-0.0020169i,-0.0037524-0.0018867i,-0.0039481+0.00073572i,-0.0030483+0.0023626i,-0.0017947+0.0016885i,-0.0016066+0.00049362i,-0.0021775-8.9457e-05i,-0.0020607+0.00017889i,-0.0014169+0.00060679i,-0.0015979+0.00094454i,-0.0012527+0.00069608i,3.3665e-05+0.00013182i,0.00088723-0.00012167i,0.0011494+0.00011899i,0.0010645+0.00067657i,0.00052941+0.00066476i,0.00045756-4.7232e-05i,0.00076455-0.00048298i,0.00038041-0.00041291i,9.9391e-05-0.00065747i,-9.5093e-05-0.0004403i,-0.00093387+0.00047713i,-0.0014823+0.00056425i
0.00098678-0.00058143i,-0.0001212+0.0010545i,-0.00032399+0.0021613i,-0.00075269+0.0014085i,-0.001353+0.00015942i,-0.0014602-6.5123e-05i,-0.0012225-4.3491e-05i,-0.0013649+0.00065755i,-0.0013483+0.001137i,-0.0011789+0.00014845i,-0.001232-0.00047354i,-0.0012648+1.5175e-05i,-0.00077155+0.00039922i,-0.00082369+0.0002313i,-0.0012658-3.1609e-05i,-0.00032514-0.00010948i,0.00023053-0.00014493i,0.0001707+2.0623e-05i,-3.0726e-05+6.801e-05i,-0.00093068-0.00023228i,-0.00095072-0.00023061i,-0.00022605-0.00016164i,8.4843e-05+6.0843e-05i
-0.0017187-0.0010814i,-0.0024537+0.0010225i,-0.0026643+0.002288i,-0.0024369+0.0026392i,-0.0019321+0.0020013i,-0.0014126+0.0008625i,-0.0010125+1.6267e-06i,-0.00027472-0.00022562i,-0.00041771+0.00012896i,-0.00091747+0.00038574i,-0.0012672+0.00091281i,-0.00031975+0.00076807i,0.00085385+0.00027477i,0.00070781+0.00012515i,0.00036801+0.00037823i,-0.0002713+0.00086244i,-0.00024402+0.00083243i,0.00063242-0.00039551i,0.00072099-0.0016847i,0.00023965-0.0019417i,-0.00020088-0.0008018i,-0.0007244-0.00022386i,-0.00027852+3.3917e-06i
-0.0018648-0.001002i,-0.0019235-0.00023364i,-0.0010755+0.0013761i,-0.0015144+0.001969i,-0.0012984+0.0012038i,-0.0018076+0.00094422i,-0.0026412+0.00072397i,-0.0012851+1.9857e-05i,-0.00016631-0.00023962i,-0.00042547+0.00014691i,-0.00078627+0.00082063i,-0.00092314+0.00083027i,-0.00085052+0.00046625i,-0.00059353+0.00033737i,0.00029909+0.00064866i,0.00063891+0.00078256i,0.00042188+0.00050334i,3.7807e-05-0.00026423i,0.00023483-0.00045849i,0.00056333-1.9916e-06i,0.0008182+1.2588e-05i,0.00081616-0.00096175i,0.00029935-0.00087891i
-0.00084353-0.0014909i,-0.0011398-0.00074891i,-8.7916e-05+0.001128i,0.00039113+0.0015522i,0.00020442+0.00096878i,-0.00066373+0.0003773i,-0.0010957+0.0002997i,-0.00058797-9.5609e-05i,-0.00070894-0.00054943i,-0.0010002-0.00054935i,-0.00067465-2.7248e-05i,-0.00031863+0.00051659i,0.00012853+0.00056745i,0.00037042+0.00045479i,-0.00014333-5.7951e-05i,-0.0010706-9.4646e-05i,-0.00099185-0.00025642i,-0.00036386+0.00057007i,-0.00012993+0.0014499i,-0.00052775+0.00058541i,-0.00039795-0.00050946i,0.00034207-0.0010572i,0.00013258-0.00069052i
-0.0011669+0.0013206i,-0.0020792+0.0029817i,-0.001711+0.0033174i,-0.0012728+0.0027634i,-0.0021099+0.0018134i,-0.0024145+0.0010756i,-0.0020515+0.0011005i,-0.001238+0.00054389i,-0.00040001-0.00023801i,-0.00095445-0.00053978i,-0.001177+9.0228e-05i,5.6209e-05+0.00096813i,0.00081456+0.00074549i,0.00042441-6.1608e-05i,0.0005672-0.00072294i,0.00053524-0.0006242i,-9.6919e-05+0.00039769i,-0.00039777+0.00019447i,-0.0003585-2.2201e-05i,-0.00038728+5.8043e-05i,-0.00072969+8.6676e-05i,-0.00049356+0.00042429i,4.3653e-05+0.00026875i
-0.00089801-0.001515i,-0.0013506-0.0015687i,-0.0013334+0.00067364i,-0.0012662+0.002027i,-0.00084378+0.0010708i,-0.001366+0.00041506i,-0.0021182+0.00038745i,-0.0023942+0.00058561i,-0.0017862+0.00045925i,-0.00080197-6.9129e-05i,-0.00069528-0.00026593i,-0.00042665+2.8978e-05i,-0.0006458-0.00014429i,-0.00093219-0.00097345i,-0.00052785-0.0009485i,-0.00030819-0.00060297i,-0.00078422-0.00034928i,-0.00030141+0.00040145i,0.00073124+0.00061074i,0.00072439-0.00016313i,-0.00024973-0.00017499i,-0.00081698+0.00050571i,-0.0002656+0.0010687i
-0.00063869-0.00155i,-0.0007705-7.5482e-05i,-0.001061+0.0021344i,-0.00086006+0.0024844i,-0.00053958+0.0010065i,-0.0012112+0.00032371i,-0.0016527+0.00074322i,-0.0010463+0.0010537i,-0.00054731+0.00063211i,-0.00082673+8.9127e-05i,-0.0010696+0.00034029i,-0.001143+0.00030969i,-0.00093316-0.00021126i,0.00034887-0.00059343i,8.1127e-05-0.00035997i,-0.00071454-0.00052597i,-0.00086254-0.00041601i,-0.00036169-0.00048246i,0.00010029-0.00062964i,8.9597e-05+0.00010605i,-0.00044447-0.00013577i,-0.00045718-0.00064994i,-0.00054242-0.00031087i
-0.000155-0.00061676i,-0.0021148+0.0012299i,-0.0025179+0.0027376i,-0.0023081+0.0028354i,-0.0020692+0.0018556i,-0.0017787+0.001567i,-0.0019196+0.0012158i,-0.0019788+0.00024533i,-0.00093299+0.00014591i,-0.00023837+0.00073475i,-0.00064759+0.00091835i,-0.00065081+0.00060211i,-0.00031517+0.00090704i,-0.00050723+0.0010396i,-0.00066076+0.00050745i,-0.00027883+9.2475e-05i,-0.00018481-0.0002497i,-0.0005409-0.00057878i,-0.00098669-0.0004091i,-0.00044104-0.00040179i,0.00041869-0.00065336i,5.7556e-05-0.00073699i,-0.00095837-0.00015147i
-0.0020896-0.00050008i,-0.0022463+0.00034569i,-0.0025019+0.002502i,-0.0018682+0.0027362i,-0.00091484+0.0011799i,-0.0015898+0.00031821i,-0.0015862+0.00020457i,-0.00087365+0.00059216i,-0.00043868+0.0001835i,-8.3433e-05-0.00070296i,-0.00036304-0.00021682i,-0.00073017-0.00033444i,-0.00020334-0.00081326i,0.00022286-0.00046357i,0.00075969-0.00037908i,0.0006478-0.00059146i,3.3784e-05-0.0011128i,-0.00017233-0.00077443i,-0.00016241+0.00011115i,6.7918e-05+0.00043669i,-0.00026602+0.00021312i,-0.0010518+1.9431e-05i,-0.0017682-3.6615e-05i
0.00066688-0.00028735i,-0.0004997+0.00065892i,-0.00057764+0.001907i,-0.0012555+0.0018533i,-0.0019703+0.00069674i,-0.001797+0.00019954i,-0.0013919+0.00016272i,-0.00056004+0.00054259i,-0.00042386+0.0006722i,-0.0015365+0.00030081i,-0.0015036+6.1225e-05i,-0.0010702+0.00041702i,-0.00071309+0.00025918i,-0.0004225+0.00022002i,-6.3011e-05+0.00048793i,0.00019408+0.00014562i,1.4442e-05-0.00035544i,0.00020615-0.00048693i,0.00040602+3.6822e-06i,0.00038873-8.8007e-06i,0.00035132+0.00032355i,-2.0517e-05+0.00058155i,0.00018693+6.9697e-07i
-0.0013558-1.4529e-05i,-0.0018209+0.00093897i,-0.0027341+0.0010629i,-0.0020487+0.0016511i,-0.0021011+0.0014992i,-0.0020563+0.00076318i,-0.0012481+0.00089791i,-0.00092919+0.00040552i,-0.0011188-2.0079e-05i,-0.00092119-0.00022249i,-0.00079553-8.5339e-05i,-0.0004059+7.052e-05i,-0.0003073+0.0002277i,-3.3409e-05+0.00051935i,0.00063454+0.0010899i,0.00064504+0.0010515i,0.00068094-7.9254e-06i,0.0006834-4.1475e-05i,0.00043624+0.00094373i,0.00015948+0.0010295i,0.00044278+0.00026161i,0.00068218-0.00031802i,0.00051114-0.0002265i
-0.0011913-0.0025002i,-0.0016654-0.00095164i,-0.001894+0.0010823i,-0.0022377+0.0018805i,-0.0020412+0.0018812i,-0.0013768+0.00099091i,-0.00079756+0.00048064i,-0.00093189+0.00063095i,3.8057e-05-0.00067869i,0.00057414-0.00084493i,-0.00046425-0.00033488i,-0.001097-6.0312e-06i,-0.0013384+7.265e-05i,-0.0008064-4.7528e-05i,-0.00010692-7.7448e-05i,0.00015327-0.00082408i,-0.00010077-0.00048503i,-0.00035091+0.00040622i,8.1465e-05-1.6726e-05i,0.00027007-0.00039909i,-6.9464e-05-0.00049003i,-0.00033325-0.00016434i,-0.00014167+6.4234e-05i
0.00043764-0.001812i,-0.00083096+0.00054568i,-0.0016075+0.0030352i,-0.0012037+0.0029482i,-0.0012037+0.0020589i,-0.0015609+0.0012139i,-0.00094095+0.00047709i,-0.0005339+0.00041343i,-0.00084125+0.00041246i,-0.00070465+0.00049604i,-0.00090885+6.8789e-05i,-0.00072853+0.00032003i,-7.6485e-05+0.00047519i,0.00017844-9.557e-05i,0.00035149-0.00040061i,8.6302e-05-0.00094952i,-6.8933e-05-0.00021103i,7.24e-05+0.0010173i,5.6562e-05+0.0012361i,0.00045079+0.00050132i,0.00033843-0.00016592i,0.00034174-0.00028593i,0.00023408+0.00019412i
-0.0021065+0.001529i,-0.0028491+0.0031865i,-0.0025883+0.0040937i,-0.0015704+0.0037334i,-0.0012246+0.001955i,-0.0017207+0.00021741i,-0.0018465+8.6016e-05i,-0.0014139+0.00087681i,-0.00083106+0.001224i,-0.00045291+0.00062959i,-0.00025487+0.00018758i,-0.00077149+0.00072031i,-0.00083255+0.00076269i,-0.00030242+0.00039334i,-0.00073006+0.00017319i,-0.0012071+6.4815e-05i,-0.00057204-0.00043626i,-0.00048601-0.0011863i,-0.00047079-0.00060966i,-0.00027111-4.1108e-05i,-0.00045775-0.0004256i,-0.00012303-0.00038433i,-2.8363e-05-0.00044225i
-0.0021203-0.00029378i,-0.0018117+0.00084814i,-0.00084485+0.0018845i,-0.00049999+0.0022949i,-0.0011097+0.002043i,-0.0015112+0.0016226i,-0.0013809+0.0011122i,-0.00077702+0.00032716i,-0.00019324-0.00077597i,-0.00033355-0.00080033i,-0.00063529-0.00017193i,-0.00043109-0.00073759i,-7.4438e-05-0.00056782i,-2.2151e-05-0.0001495i,-0.00015816-0.00067028i,-0.00011746-0.0007822i,-0.00011985-0.0008595i,-2.8237e-05-0.00073755i,-0.00038464-9.1568e-06i,-0.00038223+0.00096738i,8.0832e-05+0.0013679i,0.0007553+0.0005862i,0.0010699+0.00017096i
-0.0025877-0.0021403i,-0.0041379-0.0016046i,-0.0042437+0.00056986i,-0.0023787+0.0032138i,-0.00063172+0.0033272i,-0.0002291+0.00064103i,-0.0014498-0.00046054i,-0.0018633+0.00014909i,-0.001574+0.0003156i,-0.0016766-0.00015078i,-0.0016437-4.4828e-05i,-0.00079244-0.00017576i,0.00027077+0.0001446i,0.0010218+0.00042321i,0.0010205+6.9236e-05i,0.00037668-0.0004421i,-0.00038132-0.0010954i,-0.00084331-0.00080729i,4.2184e-05-0.00021749i,0.00044969-0.00022481i,-0.00015577+0.00022747i,-0.00023415+0.00076656i,0.0001889+0.0004938i
0.000596+0.00084747i,0.0010222+0.001537i,0.00062435+0.0026808i,0.00075701+0.0015697i,-0.00039433-0.00025079i,-0.002636-0.00075652i,-0.0033491-0.0014051i,-0.0026122-0.0011177i,-0.0017386-0.00041847i,-0.00099722-0.00068906i,-0.00031498-6.0208e-05i,-0.00064767+0.00042644i,-0.0010408-0.00076215i,-0.00043211-0.0016786i,0.00017981-0.001263i,5.1722e-06-0.00050401i,0.00029718-0.00037957i,0.0010218+7.5398e-05i,0.00042309+0.00054526i,-0.00031127+0.00080566i,-0.00013697+0.0011603i,0.00034894+0.00058251i,0.00066163+7.8608e-05i
-0.002096-0.00092169i,-0.0015758-0.00017887i,-0.00089931+0.0012127i,5.6304e-05+0.0021323i,0.00012544+0.0022034i,-0.00085314+0.0013073i,-0.001697+0.00083724i,-0.0023586+0.0001547i,-0.002364-0.00012719i,-0.0019252+2.2838e-05i,-0.0016699+0.00014698i,-0.0010188+0.00055557i,-0.00024544+0.0005094i,0.00048656-0.00027065i,0.0012894-0.00020813i,0.0012487-4.8465e-05i,0.0010498-0.00036607i,0.0009707-0.00013406i,0.00030183-0.00033739i,6.2013e-05-0.00068255i,0.00030855-0.00038582i,0.00025826-0.00018691i,2.6123e-05-0.0001742i
-0.0024497+0.0010751i,-0.0019228+0.0022666i,-0.001049+0.0031716i,-0.00084779+0.0028928i,-0.00099363+0.0015365i,-0.0019441+2.7006e-06i,-0.0030493-0.00034827i,-0.0022919-0.00011779i,-0.00086292+7.1619e-05i,-0.0011524+0.00045727i,-0.001071+0.00012957i,-0.00042279+0.00015535i,-0.00059497+0.00010437i,-0.00037165-0.00065993i,7.8891e-05-0.00083944i,0.00053468-3.534e-05i,0.00091888+0.00011031i,0.00048409-9.6416e-05i,0.00010276-0.00030956i,-3.5237e-05-0.0006911i,0.00023344-0.00036947i,8.2737e-05+0.00023661i,-0.00067554+0.00032621i
-0.0019492-0.0002712i,-0.0032641+0.00033593i,-0.002806+0.0024545i,-0.00016666+0.0042318i,0.00090857+0.0032798i,0.00024586+0.0005304i,-0.00045642-0.00067622i,-0.0015826-0.00066332i,-0.001774-0.00047204i,-0.00072531+0.00019405i,-0.00035225+0.00035806i,-0.00013635+7.8581e-05i,0.00025987-6.6061e-05i,3.253e-06-0.00091056i,0.00026413-0.0015763i,0.00027309-0.00099092i,-0.00018038-0.00090873i,-5.4559e-05-0.001497i,-0.00021927-0.0013829i,-0.00117-6.9115e-05i,-0.0015572+0.0001919i,-0.00087913-7.082e-05i,-0.00013691+0.00013364i
0.00090501+0.0014039i,-0.00028968+0.0015474i,0.0005453+0.0031721i,0.0012272+0.0029252i,-0.00074839+0.00097993i,-0.0029+0.0006694i,-0.0031055+0.0011139i,-0.0018005+0.00073931i,-0.00054361-0.0004365i,-0.00087411-0.00081375i,-0.0020341-0.00036686i,-0.0021831+0.00016765i,-0.0012918+0.00022522i,-0.00062443-9.1671e-05i,-0.001242-0.00016525i,-0.0017152+0.00017583i,-0.0014126-0.00043391i,-0.00075402-0.00032217i,-0.00032557+0.00045126i,0.00041659+0.00041681i,0.00087055-0.00017041i,3.4748e-05-0.00045881i,0.00022191+0.00025652i
0.00070583-0.00073813i,0.00052115-0.0013259i,-5.3249e-05-0.00063612i,-0.0010554+0.00036118i,-0.0012469+0.00049767i,-0.00091656+8.3206e-05i,-0.0016128+0.00028953i,-0.0019038+0.00088568i,-0.0010177+0.00067436i,-0.00027742+0.00041359i,-0.00075725+0.00042966i,-0.0016181+0.0006066i,-0.0017286+0.00072222i,-0.0012055+0.00017603i,-0.00071327+7.0224e-05i,-0.00067829+0.00050285i,-0.00088695+0.00061487i,-0.00059589-7.7708e-06i,2.5485e-05-0.00030966i,-2.6901e-05-0.00043724i,-6.5847e-05-0.00085644i,0.00038085-0.00033704i,0.00080299-0.00043588i
-0.0021139-0.00060788i,-0.0029123+0.0017987i,-0.0035833+0.0037393i,-0.0019252+0.0045046i,-5.789e-06+0.0034509i,9.6526e-05+0.0013857i,-0.001468+0.00021921i,-0.0017726+8.743e-05i,-0.00090092+0.0002257i,-0.0010138-0.00050573i,-0.0015779-0.00059287i,-0.0010848+0.00023192i,-0.0008902-0.00015311i,-0.00077247-0.00077177i,0.00056167-0.0011012i,0.0010574-0.00097601i,0.00067054-0.00022333i,0.00028063-0.00020787i,-0.00039814-0.00081548i,-0.000773-0.00043944i,-0.00045364-1.623e-05i,0.00035719+0.00014462i,5.0058e-05+0.00011843i
-0.000147+0.0011193i,-0.00099798+0.0018561i,0.00037516+0.0026255i,0.0006943+0.002567i,0.00066812+0.00072629i,0.00057582+9.5882e-05i,-0.00033865+0.0007812i,-0.00089186+0.0014116i,-0.00052719+0.0012885i,-0.00044312+0.00044081i,-0.00067495+0.00059042i,-0.00067466+0.0012884i,-0.00039005+0.0005395i,0.0002839-0.00023378i,-9.0974e-06-0.00026493i,-0.00044325-0.0010086i,-0.00036206-0.00094218i,-0.00020794-0.00030609i,-0.0006999+3.59e-05i,-0.00072623-0.00038559i,7.528e-05-0.00047531i,-0.00064359+0.0001439i,-0.0011586+0.00040728i
-0.0021093-0.0017203i,-0.0039627-0.00091273i,-0.0044574+0.00015662i,-0.0037385+0.0013629i,-0.0029828+0.001833i,-0.0023146+0.0016274i,-0.0018286+0.0011611i,-0.0012405+0.00096063i,-0.00069124+0.00087205i,-0.0006802+0.00052475i,-0.00082756+0.00025699i,-0.00035291+0.00065521i,-0.00018081+0.0010836i,-9.4558e-05+0.00074442i,-9.411e-05+0.00079974i,-9.1437e-05+0.00038922i,-0.00013833-4.9511e-05i,-1.595e-05-0.00019483i,-1.5726e-05-0.00067718i,-0.00012075-0.00065657i,0.00044744-0.00057238i,0.00046038-0.00080299i,-0.00019338-0.00020109i
-0.0017305-0.0001547i,-0.0024288+0.0011143i,-0.0019105+0.0031634i,-0.00069938+0.0030132i,-0.00053796+0.0015832i,-0.0016251+0.00072595i,-0.0014841+0.00035726i,-0.00052053-5.9639e-05i,0.00053291-0.00012113i,0.00088425+0.00048369i,1.6139e-05+0.00091868i,-0.0010857+0.0007045i,-0.00079021+0.00050991i,-0.00071184+0.00015184i,-0.00082689-0.00039774i,-0.00012643-0.00055256i,0.00036109-8.8854e-05i,0.00033916+0.00036011i,-0.00012836+7.2696e-05i,-0.00025372+0.0001099i,7.4948e-05+0.00042197i,0.00073832-7.1564e-05i,5.0477e-06-0.00011966i
-0.00085408+0.0016501i,-0.00088183+0.001699i,-0.00068081+0.0027535i,-0.00058868+0.0030221i,-0.00024134+0.0023042i,-0.0011579+0.0011218i,-0.0026699+0.00011054i,-0.0028174-1.6698e-05i,-0.0017648+0.00046963i,-0.0011893+0.00046858i,-0.0011056+0.00051817i,-0.00035615+0.00095044i,0.00077518+0.0010787i,0.00093283+0.00032971i,0.0010198-0.00035409i,0.001184+2.4714e-05i,0.00038062+0.00059463i,-0.00056218+0.00017964i,-0.00072391-0.00073879i,-0.00050936-0.00054567i,-0.00011613-0.00041385i,-0.00014699-0.00092025i,-0.00082235-0.00069596i
-0.00073787-0.0028575i,-0.0011648-0.002033i,-0.0015211-0.00058088i,-0.0017526+0.00064245i,-0.0020367+0.0011119i,-0.0012692-0.00016036i,-0.00071934-0.0004892i,-0.00059541-0.00060132i,-0.00032284-0.00032975i,-0.00052874+0.00026464i,-0.00063185+0.00013365i,-0.0006844+0.00027255i,-0.00037857+4.3262e-06i,-0.00029171-7.5323e-05i,-0.0006905-0.00011789i,-0.00093922-0.00058806i,-0.0010936-0.00071575i,-0.00078114-0.00048332i,0.00037068+0.00012879i,0.00029588-0.00013265i,-0.0001019-0.0007194i,0.00060905-0.00036224i,0.00040044+0.00012457i
-0.0012162+0.002499i,-0.0019271+0.0024795i,-0.00048842+0.0028622i,-0.000447+0.0022788i,-0.0018235+0.00071203i,-0.002606-0.00073421i,-0.0032173-0.00034398i,-0.0029544+0.00044034i,-0.0019033+0.00038344i,-0.0006588+0.00050119i,-0.00032581+0.0010504i,-0.00081641+0.0009056i,-0.0014881+5.3133e-05i,-0.0014912-0.0010354i,-0.0010672-0.0017764i,-0.00094377-0.00097051i,-0.00085646+0.0004708i,-0.00084301+0.0015585i,-0.0013738+0.00089486i,-0.0014481-0.00033255i,-0.0011077+2.8124e-05i,-0.00079246-0.00036478i,-0.00032904-0.00064318i
0.0010635+0.0004557i,0.0012094+0.0012805i,0.001206+0.0025409i,-1.6693e-06+0.0020001i,-0.00080269+0.0004261i,-0.0003013+5.2346e-05i,-7.099e-05+0.00015567i,-0.00039959-1.3215e-05i,-0.00076966+0.00024561i,-0.00016676+0.00090272i,-0.00033991+0.0014832i,-0.00072602+0.001376i,-0.00030081+0.00074459i,-4.1452e-05+0.00041399i,0.00016636+0.0005127i,0.00070855-0.00012817i,0.0010146-0.00040942i,0.00029882-0.00010214i,0.00030992-7.1595e-05i,0.00039599-3.4781e-05i,0.00010836+8.1417e-05i,0.00013682-0.00017045i,8.4308e-05-0.00027565i
-0.00045804+0.00064655i,-0.00087046+0.0012613i,-0.0011088+0.0027956i,-0.00068719+0.0030181i,-0.00085191+0.0027105i,-0.0016304+0.0017472i,-0.001645+0.00075949i,-0.0013108+0.00049394i,-0.00050306+0.00073957i,0.00023858+0.00080545i,-0.00094029+0.00044325i,-0.0018266+0.00044764i,-0.0014119-0.00028757i,-0.00077347-0.00075657i,-0.00019719-0.000795i,0.0001231-0.0012193i,0.00028241-0.0012841i,-0.00029997-0.00087839i,-0.00024432-0.00030955i,8.1624e-05-0.00023552i,-3.1697e-05+5.8745e-05i,-0.00076406+0.00029505i,-0.0017993-0.00013526i
-0.0030824-0.00087954i,-0.0050793+0.00046605i,-0.0039882+0.0015866i,-0.0015601+0.0012266i,-0.00061404-8.5287e-05i,-0.00081924-0.00036186i,-0.0013575-0.00033578i,-0.0014812-0.00019688i,-0.00067782+0.00030714i,0.00038363+0.0004945i,0.001154+0.00012048i,0.00083396+0.00027546i,0.00078116+0.0007882i,0.0011958+0.00081509i,0.00049057+0.00065353i,2.3369e-05+0.00049475i,-6.4252e-06-0.00011019i,0.00037049-0.00052473i,0.00067679-0.0002813i,-8.6697e-05+0.00012933i,-0.00053029+0.00030869i,-0.00064882+0.00028512i,-0.00080147+0.00033643i
-0.0016745-0.0010533i,-0.001781-0.0003586i,-0.0024192+0.0017054i,-0.0014343+0.0027829i,-0.0001273+0.0019921i,-0.00035895+0.00056722i,-0.00097577+0.00060091i,-0.0010197+0.00092361i,-0.0011392+0.00055609i,-0.00085094+0.00074013i,-0.0004303+0.0013478i,-0.00019989+0.00094556i,-0.00018283-0.00017751i,9.008e-05-0.00042606i,0.00025031-0.00038566i,3.4396e-05-0.00040384i,0.00014599-0.00040062i,3.8655e-05-0.00023392i,-0.00034881-0.00031054i,-0.00020839-0.00045103i,-0.00070243+0.00024336i,-0.00084831+0.00029636i,-0.00019413+4.1007e-07i
-0.0014797+0.00025971i,-0.002618+0.0014607i,-0.0022248+0.0032057i,-0.00096133+0.0031596i,-0.00084463+0.0016059i,-0.0026864-0.00059443i,-0.0039874-0.0015282i,-0.0034307-0.00086364i,-0.0018467+0.0007534i,-0.00068002+0.0011034i,-0.00045939+0.00057796i,-0.00060115+0.00033285i,-0.00060944+0.00034799i,-0.00069677+0.00010637i,-0.00062527-0.00079211i,7.9725e-05-0.0012201i,0.0003857-0.00048004i,0.00016083-0.00033447i,0.00013654-0.00047406i,0.00038782-0.00040725i,-0.00023522-0.00046101i,-0.00057095-0.00029614i,1.0062e-05+0.00019433i
-0.0076225+0.0013212i,-0.0088092+0.0041212i,-0.0062103+0.008715i,-0.0011422+0.0073499i,0.0021164+0.0034267i,0.0015419-0.0011819i,-0.00055147-0.0021605i,-0.0023416-0.00060494i,-0.0028613+0.00072065i,-0.00060259+0.0011161i,0.00060712+0.00013331i,0.00029953-0.0014858i,0.00078673-0.0021303i,0.0016581-0.0033821i,0.0024249-0.0037228i,0.0023161-0.0016088i,0.00093012-0.00047149i,-3.9427e-05-0.00040826i,-0.00056423-0.0012699i,-0.00059444-0.001204i,-0.00018613-0.00031978i,0.00024441-0.00028022i,0.00014738-0.00028149i
