-0.0026999+0.00021814i,-0.001434-0.0013159i,-0.0022109-0.0014103i,-0.0036622-0.00055401i,-0.0035211+0.00028722i,-0.0019787+0.00088936i,-0.00067928+0.00091135i,0.00035505+0.00060828i,0.0011185+0.00035295i,0.0010217+0.00050887i,0.00063967+0.00025919i,0.00090352-0.00034497i,0.0010455+0.00027567i,3.7206e-05+0.00056142i,-0.0002735-0.00010663i,-0.00015097-4.097e-05i,3.9746e-05+5.5477e-05i,0.00024385+6.0065e-05i,0.00041576+0.00099773i,-0.00041453+0.0010078i,-0.0012612+1.7062e-05i,-0.00076596-0.00028184i,-0.00016606-0.00042448i
0.0013236-0.00028652i,0.00090304-0.00083462i,-2.2963e-05-0.0011388i,-0.0019806-0.00045167i,-0.0032341+0.00034918i,-0.0027654+0.00035068i,-0.0012592+0.00030315i,9.6026e-05+0.00014174i,0.00031682-0.00058076i,-3.2173e-05-0.00077389i,0.00053481-5.7189e-05i,0.0004316-0.00035337i,-7.5823e-05+0.00016497i,0.00016717+0.0010523i,0.00021516+0.00086445i,0.00024114+0.00048508i,-0.00014073+0.00059953i,-0.00016715+0.00052713i,0.00043513-8.392e-05i,0.00067037-0.00025885i,0.00035833-0.00042969i,-0.00034848-0.0001657i,0.00026344-0.00016062i
0.00056982-0.0002065i,-0.00093498-0.00045745i,-0.0026838-0.0011088i,-0.0041941-0.0005681i,-0.0043565+6.8625e-05i,-0.0036693-7.2787e-05i,-0.0023141-0.00099859i,-0.0004511-0.0019653i,0.00032391-0.0019509i,-0.00022449-0.0013444i,-0.00038207-0.00032303i,-9.1315e-05-5.7273e-05i,-0.0003247-0.00093623i,-0.00043238-0.00042182i,-0.00027744+0.00072783i,0.00012899-5.6797e-05i,0.00034276-0.00073336i,0.00017483-0.00031664i,0.00028948+6.8554e-05i,1.2823e-05+6.7165e-05i,-0.00069132+0.00011037i,-0.00067486+0.00023425i,-0.00074915+8.0142e-06i
-0.00067356-0.0013957i,-0.002204-0.0019252i,-0.0028991-0.0024577i,-0.0031846-0.0024245i,-0.0019825-0.0022361i,-0.00089922-0.00095995i,-0.00018156+0.00061119i,0.0010464+0.00049347i,0.0012496-0.00038307i,0.00062442-0.00067537i,0.00038028+5.173e-05i,0.00059125+0.00033568i,0.0005333-0.00017385i,-0.00014646-0.00027605i,-0.00033505+4.8311e-05i,0.00048285+0.00052801i,0.00074688+0.0012015i,0.00033728+0.0009296i,-2.1111e-06+0.00023421i,-7.0874e-05+0.00012235i,0.00014079-1.1855e-05i,0.00011528-0.00040532i,0.00013016-0.0002804i
0.00061232+0.002042i,0.00049329+0.00010614i,0.00021169-0.00089092i,-0.00020319-0.00041497i,-0.0004366+0.00050424i,-0.00030136+0.00045032i,-0.00010804+0.0010652i,-1.5849e-05+0.00095676i,0.00039677-0.00030628i,0.00087125-0.00055282i,0.00072729-0.00031618i,0.00014127-0.00066328i,-7.609e-05-0.00037052i,-0.00020818+0.0007061i,-0.00052205+0.00068597i,-7.5036e-05-0.00012541i,0.00012836-0.00033242i,0.00050655+0.00020347i,0.00073073+0.00017335i,0.00067293+0.00055855i,0.00043511+0.00068072i,6.5121e-05-0.00033745i,-0.00040489-0.00086132i
0.0022606-0.00052912i,0.0016996-0.00090074i,2.8053e-05-0.00029637i,-0.001447-6.1501e-05i,-0.0027239-0.00036972i,-0.002395-0.00027901i,-0.001169-0.00023515i,-0.00042747+5.5098e-07i,-0.00036229+0.00050792i,-0.00036275+0.00023872i,-0.00018564+0.00052979i,-2.6522e-05+0.0007891i,0.00048552+0.00083584i,0.00040556+0.0014804i,-0.00018498+0.0018155i,3.7793e-05+0.0011507i,0.00047486+0.00049909i,0.00010871+0.00011945i,-0.00045147-0.00065182i,-0.000781-0.0012662i,-0.00047096-0.0011443i,-6.7911e-05-0.00065619i,2.0254e-06-0.00045565i
0.0015792+0.0021926i,0.0018187+0.0015844i,0.0015799+0.00086732i,-0.00010392-5.1544e-05i,-0.0017268-0.00029709i,-0.0016427+1.5637e-05i,-0.00083978-0.00030466i,0.0001013-0.00051673i,0.00065901-0.00052233i,0.00085126-0.00055247i,0.00050012-0.00056832i,2.3225e-05-0.00051674i,-0.00018474-6.7622e-05i,-0.0010925+0.00070109i,-0.00091758+0.00062169i,0.00040021+0.00028257i,0.0015425+0.00041598i,0.0014425+4.2497e-05i,0.00063252-0.00046792i,-3.2219e-05-0.00041469i,0.00020727-0.00031342i,0.00096429-0.00016286i,0.00099782+0.00020653i
0.0012576+0.00060576i,0.00038957+0.00027605i,-0.00035695-0.00080715i,-0.0016977-0.00089667i,-0.0032473-0.00096567i,-0.0034743-0.0012981i,-0.001875-0.000449i,2.0035e-05+0.00031302i,0.0011147+0.00067071i,8.9696e-05+0.00046412i,-0.00037476-0.00037187i,9.0518e-05-0.0010923i,-0.00033471-0.00072355i,-0.00013029-7.4292e-05i,0.00041336+3.327e-05i,0.00049015+0.00043907i,6.6249e-05+0.00070338i,0.00024357+0.00054521i,0.00078188+0.00033379i,0.00075187-0.00054768i,0.00024589-0.00099576i,-0.00023259-0.00022223i,-0.00016628-0.00020648i
-0.00069217+0.0010355i,-0.0004894+0.00093869i,-0.00045551+0.00011901i,-0.00094031+0.00014528i,-0.0014884+0.00011907i,-0.0017391+3.583e-05i,-0.00044717+0.0003207i,0.0014399-8.554e-05i,0.0013384-0.00048485i,0.00071177-0.00048763i,0.00038416-0.00028196i,0.00039493-0.000472i,0.00037228-0.0003481i,-0.00022631-0.00015017i,0.00027948-3.4352e-05i,0.0011368+0.00011249i,0.00047992-0.00019111i,-0.00024365-0.00033283i,-0.00038015-0.00053981i,-0.00019935-0.00041103i,-0.00026333+0.00017325i,-0.00052283-0.00063571i,-0.00011845-0.00093789i
-0.0013022+0.002056i,-0.00096732+0.0014102i,-0.0010276+0.0011841i,-0.0017841+0.0010141i,-0.001552+0.0010367i,-0.0009554+0.00070092i,-0.00055457-0.00064526i,-0.0001074-0.0013101i,0.00034424-0.0010182i,0.00034889-0.00037297i,-0.00025971+0.0001167i,-0.00027312+0.00041489i,-1.1586e-05+0.00063954i,-0.00013043+0.00095127i,-0.00045139+0.0013156i,-0.00054231+0.00091072i,-0.00045729+0.00026572i,-0.00037005+0.00021475i,-4.4763e-05+0.00040454i,5.7079e-05+2.2468e-06i,7.6625e-05-0.00040593i,0.0003563-0.00028885i,0.00045254+0.00038893i
0.00010528-0.00036859i,-0.00046767-0.00078855i,-0.00040408-0.00092233i,-0.001829-0.0014859i,-0.0024938-0.00019303i,-0.0018149+0.00064975i,-0.0017598-5.9353e-06i,-0.0010742-0.0005694i,-5.7379e-05-0.0001884i,0.00023615+0.00019727i,-0.00026246+0.00027697i,-0.00015207+0.0011099i,0.00025612+0.0013499i,0.00025028+0.00092763i,0.00062101+0.00085541i,0.00031445+0.0006326i,0.00031862+0.00032462i,0.00020082+6.6399e-05i,0.00015374-0.00062015i,0.00066232-0.0015269i,0.00045113-0.0017715i,0.00043919-0.00073881i,0.00043035+0.00036871i
0.00071019+0.0022679i,0.0014278+0.0017558i,0.0011945+0.00073045i,-0.00064172-0.00061404i,-0.0020364-0.00092296i,-0.0016649-0.00063081i,-0.00089746+7.7269e-05i,-8.5542e-05+0.00042752i,0.0010976+0.00028028i,0.0012107+0.00052121i,0.00052232-2.0084e-05i,0.00049447-0.00068219i,0.00042291+6.7072e-05i,-0.00038983+0.00038845i,-0.0005786+0.00023726i,-0.00038403+0.00064669i,-0.00036851+0.00030942i,2.0038e-05-9.4698e-06i,0.00045357-7.5371e-05i,0.00045152-0.00062951i,0.00025616-0.00066137i,0.00025491-0.00022235i,4.2383e-05+0.00031808i
-0.00090057+0.0016378i,-0.00013237+0.0016516i,-0.000338+0.0016853i,-0.0013401+0.00088843i,-0.0022753-0.00048746i,-0.0017377-0.00090364i,-0.00051519-1.8775e-05i,0.00040989+0.00013919i,0.00011188-0.00011496i,-0.00021482-9.1001e-05i,0.00017249-0.00093736i,0.00016157-0.00095865i,0.00043549-0.00048102i,0.00068506+7.72e-05i,-3.5672e-05+0.00069541i,-0.00070702+0.0010853i,-0.00031078+0.00020292i,-0.00014529-0.00049832i,-0.00032598+0.00044068i,-0.0011322+0.0012899i,-0.0010053+0.00081365i,-0.00022554-0.00014957i,0.00015581-0.00057146i
0.00014088+0.00070216i,-0.0012796+0.00012526i,-0.0021713+0.00012783i,-0.0028789-0.00021261i,-0.0028215-0.00012277i,-0.0022506+0.00031194i,-0.00069868-0.00029146i,0.00080128-8.0744e-05i,0.0012493+9.4833e-05i,0.0011056-0.00083274i,0.00076126-0.0011527i,2.3035e-05-0.00086366i,-0.00040659-0.00035591i,-4.8529e-05+0.00032864i,0.00035384+0.0012233i,0.00090396+0.0011398i,0.0013029+8.4727e-06i,0.0010556-0.00037735i,0.0006107-0.00020389i,0.00026209+0.00088944i,0.00076866+0.0011358i,0.0011211+0.00054144i,0.00026042+0.00045217i
-0.00091166+0.0016116i,-0.0012484+0.000126i,-0.0012696-0.000303i,-0.0022761-2.2382e-05i,-0.0025171-0.00014806i,-0.0012632-5.9451e-05i,-0.00010297+9.5909e-05i,-0.00025938-0.00014337i,-0.00021789-0.00021188i,0.00072249-0.00028502i,0.00062791-0.00061448i,0.0001658-0.00076897i,4.3934e-06-0.00038332i,-0.00067088+0.00068433i,-0.00047024+0.001524i,-9.4162e-05+0.001452i,0.00024662+0.00016082i,0.00050982-0.0004645i,-2.463e-05-0.0002976i,0.0005201-0.00069261i,0.00068085-0.0011243i,0.00020655-0.00043146i,-0.00059895-0.00027518i
0.0034149+0.0012553i,0.0023573-0.0005279i,0.001343-0.0020317i,-0.00045527-0.001747i,-0.0019057-0.00090859i,-0.0016502-0.00034698i,-0.0011179+0.00031968i,-0.00046694+0.00088503i,9.5931e-05+0.00035096i,0.00078676-0.00027515i,0.00066561+0.00024718i,-0.00020416-0.0003041i,-0.0011395-0.00089055i,-0.00054182-0.00056828i,0.0004853-0.00021591i,0.00021021+0.00010384i,-0.00051583+0.00065814i,-0.00063492+0.0004349i,0.00025191+0.00015667i,0.00027722+0.00025139i,-0.00019675+0.00019954i,0.00046046-7.6514e-05i,0.0010298+0.00029333i
-0.00072074-0.0013449i,-0.0018836-0.00015662i,-0.0034196+0.00076392i,-0.0040796+0.00074651i,-0.0033743+0.00058686i,-0.0012862+0.00042396i,0.00071665+0.00032576i,0.00083935-0.00027496i,-0.00024331-0.00050256i,-0.0010381+0.00019079i,-0.001768+0.00037404i,-0.0017578-0.00058906i,-0.00061734-0.00071947i,0.00047258-0.00048606i,0.00033363-0.00012515i,0.00042615+0.0004308i,0.00090015+0.00040872i,0.00074299+0.00064166i,0.00040606+0.00063871i,-0.00027977+0.00012198i,-0.00022575+0.00015045i,-0.00026962+0.00024195i,-0.00058406-0.00014108i
0.0010861-5.1605e-05i,-0.00011957-0.00078829i,-0.0011104-0.0027918i,-0.0018714-0.0021999i,-0.0023304-0.0010217i,-0.0018788-3.0856e-05i,-0.00098719+0.00087241i,-0.00056124+0.0007568i,-0.00057857-0.0001607i,-0.0001358-0.0010908i,-2.0377e-05-0.0009335i,7.9499e-05-0.00044016i,-8.556e-05-0.00026838i,5.7774e-05+0.00076709i,0.00060263+0.0010746i,0.00077407-2.524e-05i,0.0012428-0.00046932i,0.00072845-0.00076204i,-0.00068237-8.4849e-05i,-0.00096975+0.0003763i,3.4471e-05-0.00041178i,0.00010099-0.00063519i,0.00020699-0.00032267i
-0.001525+0.00083147i,-0.0009785+0.00065988i,-0.00087315+0.001628i,-0.0015737+0.0012453i,-0.002192+0.00033394i,-0.0012951+0.00011891i,7.3482e-06+0.00020473i,2.3681e-05-0.00049815i,-0.00050522-0.001081i,-0.0010941-0.00066477i,-0.00068581-0.0002744i,-0.00012697-0.0004187i,-6.1594e-05-0.00035835i,0.00059823+0.00030628i,0.00055938+0.00060082i,0.0003675+0.00045212i,0.00034319+0.00018526i,-0.00017683-0.00035367i,-0.00023316-0.00032171i,-0.00022041+0.00012136i,-0.00041937+0.00072596i,-0.00042425+0.00116i,-0.00053911+0.0005798i
0.0016249+0.00033436i,0.00091613+0.00038111i,0.00085846+1.9667e-05i,-0.0009396-0.00021654i,-0.0031562+5.629e-05i,-0.0027495+0.00016542i,-0.00084263+0.00024194i,0.00065636+0.00075769i,0.00081687+0.00060397i,8.7578e-05+0.00012072i,0.00017463+0.00028998i,0.00025393-0.00019184i,-0.001049-0.00088926i,-0.0013201+0.00025866i,-0.0010941+0.00093643i,-0.00076185+0.00034473i,0.00015238+0.00037953i,0.00014991+0.0008333i,-0.00038346+0.0010915i,-0.00011132+0.00093365i,0.00033781+0.00050711i,0.00025297+0.00034517i,0.00061187-0.00022604i
-0.00056938-0.00011186i,-0.00037694-0.0015522i,-0.00065054-0.0012229i,-0.0010276-0.00037589i,-0.0017871-0.00010528i,-0.0017426+9.0612e-05i,-0.0010791+0.00063773i,-0.00071359+0.00096381i,-0.00014671-0.00026828i,0.00045366-0.00069684i,0.00048177+0.00017223i,0.0001749+0.00042898i,-6.5399e-05+0.00061927i,9.1785e-05+0.00040197i,0.00041317+4.8977e-05i,0.00069402-0.00055859i,0.00033668-0.0011083i,0.00034833-0.00069447i,0.00047736-1.8887e-05i,0.00027402+0.00018498i,-0.00012547+0.00042849i,-0.00032744+0.0004723i,7.3272e-05-2.6225e-05i
5.9907e-05-0.0014568i,-0.00041273-0.0008897i,-0.0020694-0.00026252i,-0.0040075+9.8716e-05i,-0.0046019+0.00032941i,-0.0021658-1.159e-05i,-0.00055223-0.00019551i,4.4338e-06-0.00053828i,-0.00026755-0.00057432i,-0.0013036-0.00057564i,-0.00089819+3.8313e-05i,-0.00044791+0.00068246i,-0.00082324+0.00086703i,-0.0011696+0.0007382i,-0.00088059+0.00012556i,-0.00038067+0.00036742i,-0.00057979-9.5606e-05i,-0.00069654-0.00076611i,-0.00039088-0.00040871i,-0.00017318-8.2966e-05i,-0.00023525-0.00064073i,-0.00076401-0.001052i,-0.0011991-0.00060894i
-0.0011104-0.0014709i,-0.0020971-7.3776e-05i,-0.0028668+0.00013116i,-0.0024034+0.00036305i,-0.0016719+0.00063883i,-0.00038279+0.00092667i,0.00086443+0.00035737i,0.00051333-0.00073236i,0.00041049-0.0015755i,0.00066029-0.0018277i,0.00056438-0.0013581i,-7.8317e-06-0.00050745i,-0.00078055+0.00048628i,-0.00088605+0.00098034i,0.00051314+0.00090642i,0.0015886+0.00077816i,0.0013046-0.00010182i,0.0008234-0.00055262i,0.00045713+8.7865e-05i,3.06e-05+0.00035388i,-0.00027693-0.00039509i,-0.00025159-0.00065215i,-0.00019008-0.00035223i
0.00024495-0.00013907i,0.00097446-0.0010928i,0.00060102-0.00048302i,-0.0014516-0.00057947i,-0.0027706-0.0015065i,-0.0029178-0.00089383i,-0.0022108-0.00024423i,-0.00093132-0.00049148i,0.00014002-0.00045692i,0.00054032-0.00014115i,0.00069858+5.5787e-05i,0.00022732-0.00020776i,-0.00015393-0.00027492i,0.00040268+0.00040497i,0.00034045+0.00040495i,0.00048037+0.00025708i,0.0014951+0.00053261i,0.0015017+3.9327e-05i,0.00034659+0.00020236i,-0.00051819+0.00041315i,-0.00067081+0.00018264i,-0.00056376-0.00011938i,-0.00042814-0.00069133i
-0.00029354-0.00057257i,-0.0015179-0.00050378i,-0.0028055-0.00070267i,-0.00372-0.00095195i,-0.0041591+3.1837e-05i,-0.0027682+0.0010673i,-0.00058418+0.00054755i,0.00057531-0.00067733i,0.00066444-0.00035895i,0.00071811+0.00022303i,-0.0003635-0.00031427i,-0.00095317-0.00036029i,-9.2321e-05+6.8928e-05i,-0.00013176+0.00026927i,-0.00016823+0.00041664i,0.00060178+0.00023334i,0.00094745-0.00037431i,0.0010471-0.00034514i,0.0011097-9.2207e-05i,0.001151-0.0003499i,0.00058599+2.0643e-05i,-0.00027615+0.00034414i,-0.00035135-0.00024317i
0.0005369+0.00042202i,-0.00057353-0.0001579i,-0.0020064-0.0014191i,-0.0030588-0.0012905i,-0.0033398-0.0010801i,-0.0026597-0.00026803i,-0.0011587+0.0008618i,0.00026928+0.00038791i,0.0010237-0.0002324i,0.0006919-0.00050676i,0.00063879-0.00039302i,0.00080985-0.00017439i,0.00052546+2.8643e-05i,7.7373e-05+0.00024958i,0.00027642+0.00031613i,0.00089117+2.0654e-05i,0.00028534-0.00041158i,-0.00043287-0.00027994i,-0.0002546-4.8771e-05i,-1.3401e-05+0.00017017i,-0.00047145+0.00085945i,-0.00068546+0.00047011i,-0.00068893+2.1769e-05i
0.0007223-0.0014727i,-0.00036514-0.0013222i,-0.0021465-0.00086252i,-0.0034355-0.00092327i,-0.003018-0.00125i,-0.0020102-0.00017954i,7.8713e-05-9.6936e-05i,0.00068457-0.00080335i,0.00015977-0.00071091i,-1.4938e-05-1.2084e-05i,-0.00055297-0.00034122i,-0.0012033-0.00017071i,-0.0011861+0.0007894i,-0.00024112+0.00069969i,0.00019141+0.0002918i,0.00042321+0.00060785i,0.00052927+0.00082305i,0.00063992+0.00073484i,0.00026615+0.00013784i,-0.00029123-0.00061557i,-0.0009463-0.0010455i,-0.0012952-0.00077244i,-0.0003264-0.00061764i
0.00029095-0.001873i,-0.00093889-0.00165i,-0.0025359-0.00055863i,-0.0035239+0.00046989i,-0.0033508+0.00027114i,-0.0017262+0.00071664i,0.00050042+0.0010655i,0.0016756+0.00011212i,0.0012426-0.0007108i,0.00015734-0.00020883i,-0.00021348+0.00035256i,0.00050692-0.00013823i,0.00010252-0.00066977i,-0.001044+0.00027394i,-0.001208+0.00014865i,-0.00036065-0.00072157i,7.9994e-05-0.00015397i,-0.00031126-0.00045064i,-0.0003979-0.00048453i,-0.0005999+0.0005398i,-0.00099006+0.00044084i,3.9547e-05-0.00045909i,0.00075759-0.00020083i
-0.0012793-0.00025441i,-0.0020164+0.00045973i,-0.0031519+0.00058012i,-0.0034466+0.00051534i,-0.0030901+0.00058623i,-0.0017596+0.00072559i,-0.00034964+0.00048351i,-0.00017889-5.5082e-05i,-0.00019898-0.00089011i,0.0004087-0.00079936i,0.0001246-9.552e-05i,-0.00039561-5.7591e-05i,-0.00094256-0.00059391i,-0.00020289-0.00043748i,0.00052568-0.00053286i,-0.00019309-0.0013017i,8.7892e-05-0.0010846i,0.00035285-0.00013772i,-0.00018973+6.5488e-06i,-0.0012336-0.0003277i,-0.0022074-0.0006566i,-0.0017457-0.00057422i,-0.00039665+0.00025799i
-0.00013208+0.0015949i,0.0010709+0.0012995i,0.0016674+0.0011864i,-0.00044597+0.00045232i,-0.0019663-7.7297e-05i,-0.0017934-0.00010566i,-0.001125+0.00035063i,-0.0010232+0.00057379i,-0.00048621+9.0435e-05i,-0.0003429-0.00054842i,-0.0002829-0.0013652i,0.00052371-0.0012112i,0.00074449-0.00047526i,0.00063375-0.00023839i,0.0013212+0.00038064i,0.0014799+1.5564e-05i,0.00075693-0.00068766i,-0.00012728-0.00040042i,2.7293e-05-0.00027404i,0.00042049-0.00049299i,0.0001012-0.00032776i,-0.00041729-0.00024088i,-0.00052446+0.00022647i
0.00023415+0.00010088i,-0.0007024+0.00050278i,-0.0019521+6.8103e-05i,-0.0027377-0.00035509i,-0.0024477-0.00037253i,-0.0019935-0.00041329i,-0.0010757-0.00047911i,-0.00039099-0.00066605i,2.9575e-05-0.0011994i,-0.00025706-0.0011534i,-0.0007482-0.00024078i,-0.00032099-0.0001006i,0.00064631-8.9483e-05i,0.00092611+0.00021845i,0.00017944+0.00010646i,-0.00022226-0.00014536i,4.9232e-05-3.5215e-05i,0.00035211+0.00025722i,0.00025569-8.2474e-05i,0.00016157-0.00034818i,0.0007392-6.9238e-05i,9.0974e-05-0.00016291i,-0.00055941-0.00030091i
0.001395+0.0016657i,0.0011938+0.00084638i,-0.00066701-0.00030161i,-0.0018776-0.00088942i,-0.0026603-0.00055724i,-0.0021079-0.00093836i,-0.00052703-0.00063903i,0.00062767+0.00015296i,0.0011923-6.19e-05i,0.0012478-0.00055497i,0.00053177-0.00036413i,-0.00081082-0.00038918i,-0.0014681-3.6635e-06i,-0.00066474+0.00053519i,-5.4983e-05+0.00084269i,-0.00015758+0.00095405i,-8.5415e-05+0.00029078i,-0.00024796-0.00020476i,0.00035973+0.00020017i,0.00063202+0.00048684i,0.00019182+0.00011379i,-7.9675e-05+0.00025693i,-7.7468e-05+0.00082423i
0.00093117-0.0004763i,-0.00043543-0.00027814i,-0.0010094+0.00018215i,-0.0015636+0.00070749i,-0.0024453+0.00024259i,-0.0024072-0.00055655i,-0.0014666-0.00051687i,-0.00094336-0.00042997i,-0.00026986-4.6369e-05i,-0.00031503-4.096e-05i,-0.00027353-0.00043704i,-0.00028382-0.00025642i,-0.00033101-0.00035574i,-0.00052939+6.5304e-05i,-0.00081901+0.0005175i,-0.00049844+0.00059285i,0.00016285+0.0009392i,0.00078042+0.00081926i,0.00045347-0.00018163i,-8.0752e-05-0.00043817i,0.0001481-0.00022207i,0.00053847-0.00037962i,0.00015898-0.00032036i
-0.00091335-0.0011174i,-1.8631e-05-0.00069276i,-0.0010123+0.00023829i,-0.0026103+0.00025071i,-0.002913+1.2735e-05i,-0.0022542-0.00096986i,-0.00073972-0.0010854i,0.00021725-0.00090784i,-7.5847e-05-0.00066475i,-0.00096678-0.0003067i,-0.0011262-0.00066057i,-0.00034182-0.0011519i,0.00016971-0.0012394i,0.0005153-0.00015034i,0.00041046+7.1938e-05i,0.00016819-0.00020056i,0.00021724+0.00050336i,-2.5582e-05+0.00079743i,-0.00022379+0.00024511i,-0.00015802+7.5255e-05i,0.0002405+0.00048763i,0.00026836+0.0003437i,5.009e-06+0.000459i
0.0002219+2.899e-05i,-8.7301e-06-0.00056734i,-0.00098319-0.0012831i,-0.0025376-0.0019568i,-0.0028482-0.0016229i,-0.0015239-9.7645e-06i,5.968e-06+0.0010128i,0.00083616+0.00020423i,0.00042965-0.00060704i,-0.00040498-0.00059635i,-0.0002521-0.00043392i,0.00055174+1.1495e-05i,0.00096286+5.2741e-06i,0.00080148+9.5112e-05i,0.00052529+0.0004015i,-0.00028432+0.00064366i,-0.0009673+0.0003049i,-0.00069463+0.0007239i,-0.00019809+0.0011633i,-0.00044095+0.00045848i,-0.00015175-0.00015816i,0.00041887-0.00066839i,0.00022748-0.00079197i
0.0010237+0.003077i,0.001779+0.002716i,0.0016922+0.0021365i,0.00038278+0.001345i,-0.0015438+3.2436e-05i,-0.0016202-0.00043807i,-0.00054311+0.00083025i,-0.00045676+0.00065179i,-0.00057665-1.0146e-05i,7.5015e-05+0.00060257i,0.00053574+0.0005621i,0.00023543-8.2174e-05i,0.00019852-0.00011663i,-8.4963e-05-0.00013408i,-0.000255-0.00022883i,-0.00024906-3.9636e-05i,-0.00046236-3.5468e-07i,-8.0094e-05+0.00030046i,-0.00025893+0.00039552i,-0.00088197-0.00031021i,-0.00012628-0.0004562i,0.00020914+0.00035563i,0.00024618+0.0001963i
-0.00079848-0.0018361i,-0.0023821-0.0019496i,-0.0035469-0.0016512i,-0.0036957-7.1054e-05i,-0.0039482+0.001134i,-0.0033427+0.001222i,-0.00077967+0.00021184i,0.00053168-0.00082188i,0.0001305-0.0013147i,6.797e-05-0.00089396i,9.3737e-05-0.0003016i,2.9353e-05-0.0007972i,-0.00019169-0.00073078i,-9.2083e-05-0.00010758i,-4.2229e-05+1.4641e-05i,-3.378e-05+0.00017605i,-0.00013099+0.00017159i,-0.00013414-0.00099387i,5.1773e-05-0.001717i,-0.00019674-0.0010071i,-3.3072e-05-0.0013699i,0.00051174-0.0010449i,0.00034957-0.00014269i
0.0018688-0.00052556i,0.00063594-0.00027476i,-0.0007922-0.00089688i,-0.0021233-0.00081438i,-0.0027372-0.0011087i,-0.0021691-0.0013476i,-0.00036484-0.00050677i,0.00090409-0.0004464i,0.00059268-0.00049193i,-0.00053483+1.7959e-05i,-0.00067327+1.1401e-05i,0.00033208-0.0001392i,0.00060514-0.00012143i,0.0005428-0.00057948i,0.00014078-0.00038134i,-0.00045092+3.521e-05i,-0.00027862-2.6029e-05i,-0.00060456-0.00029803i,-0.00038164-0.00021469i,-4.0041e-05+0.00029521i,-8.8632e-05+0.00013684i,0.00010237-0.00012934i,0.00031606+0.00050904i
-0.00020072-0.0013901i,-0.0017832-0.00071264i,-0.0020084-0.00051565i,-0.0024288-0.00027019i,-0.0028316-8.308e-05i,-0.00145-0.00031144i,3.9397e-05-0.00038103i,0.00030708-0.00088133i,5.3415e-05-0.00094282i,-0.00071648-0.00069397i,-0.00099916-0.00051463i,-0.00037839-0.00019805i,0.00031594-0.00062898i,0.00041299-0.00036522i,5.734e-06+0.00041145i,-0.00020875+0.00076419i,-9.5411e-05+0.00085395i,0.0003207+0.00043884i,0.00067116-0.00019364i,0.00060227-0.00039939i,0.0006291+0.00030743i,-2.0133e-06+0.0006137i,-0.000259+0.00026253i
0.0018343+0.00070213i,0.0019808+0.00036942i,0.00084673+0.0010851i,-0.0013534+0.00141i,-0.0031107+0.00028456i,-0.0026763-0.00083945i,-0.0010654-0.00018435i,-0.00016111+0.00083894i,-0.00019568+0.00050746i,-0.00022765-0.00046535i,-3.3238e-05-0.00024203i,2.1996e-05+0.00051944i,-0.00012319+0.00088373i,2.6158e-05+0.00094173i,6.9209e-05+0.00033337i,0.0002307+0.00012175i,-8.851e-05+0.00016877i,-0.00023195-0.00024345i,0.00022105+0.00022396i,0.00066319-2.2888e-05i,0.0005305-0.00046644i,-4.5578e-05-7.6495e-05i,-0.0015572-0.00011456i
-0.00095521-0.0022747i,-0.0023625-0.0015846i,-0.0031237-0.0019817i,-0.0035593-0.0019635i,-0.0040911-0.00051032i,-0.0029201+0.00090214i,-0.00056023+0.0010549i,0.00090707+0.00046458i,0.0012195-0.00032852i,0.00071225-0.00033181i,0.00038269+7.1249e-05i,0.00055078+0.00011307i,0.00049653-0.00015157i,0.00084208-0.0002541i,0.0010105+0.00059165i,0.00025775+0.0005986i,-0.00030799-0.00036681i,-0.00049778-0.00049331i,-0.00015303-0.00026779i,0.00046288-0.00027571i,0.00022837-0.00028471i,-0.00049449-0.00016551i,-0.00063904-0.00066003i
0.0021314+0.00020232i,0.0012871-0.00017043i,0.0011413-0.0018819i,-0.00048143-0.003206i,-0.0026399-0.0027938i,-0.0027487-0.0011052i,-0.001222+0.00059707i,-4.8854e-05+0.00071114i,0.0010678-0.00037613i,0.0012573-0.00049827i,0.00087375-0.0010426i,0.00030308-0.0014446i,-0.00034301-0.0005513i,-3.7238e-05+0.00038175i,8.6493e-05+0.00016037i,-0.00015799+0.00018753i,-0.00033769+0.00044672i,7.9048e-05+0.00013208i,-1.584e-05+0.00044431i,-0.00028904+0.00050473i,-6.3151e-05-0.0001231i,0.0001723-0.00022835i,0.00014394-0.0002814i
-5.7222e-05-0.0024377i,-0.00052111-0.0031414i,-0.0015571-0.003353i,-0.0034395-0.0028513i,-0.0046905-0.002044i,-0.0041262-0.0017854i,-0.0017787-0.0014164i,0.00048647-0.001022i,0.00048111-0.0012953i,-0.00031609-0.0013586i,0.0004526-0.00015836i,0.00074867+0.0006875i,-2.7561e-05+0.00039128i,-0.00015219+4.3426e-05i,0.00039096+6.8891e-05i,0.00078305-0.00010859i,0.00050488-0.00058635i,-0.00044428-0.00016208i,-0.00058225-0.00023759i,-0.00024858-0.00084492i,-0.00036644-0.00055952i,-0.00028477-0.00055376i,0.00023448-0.00067754i
