-0.0013223+0.00094574i,6.5319e-05-0.00079894i,-0.0024425-0.001327i,-0.0022816+0.00069534i,-0.0011504+0.0032964i,-0.0016835+0.0035685i,-0.001068+0.0026746i,-1.9282e-05+0.0015448i,0.00063696+0.00088807i,0.0011272+0.00071738i,0.0016831-0.00085893i,0.001017-0.0015953i,-0.00050994-0.0011488i,-0.0010494-0.00099583i,-0.00060397-0.00043514i,-1.266e-05-0.00024954i,0.00042612+0.00018518i,0.00081072-0.00013541i,0.00087093+0.00015426i,0.00030265+0.00053497i,9.8241e-05-0.00024264i,-0.00018724-0.00070789i,-1.5106e-05-0.00023987i
0.00047047-0.0013037i,0.00060018-0.0016513i,0.00051544-0.0011041i,-0.00013457+0.00045409i,-0.00095362+0.00034379i,-0.0010658+0.00026268i,-0.00093741+0.00053299i,0.00023561+0.00010041i,0.0011155-0.00059463i,0.00037622-0.00079686i,-0.00049233-0.00080682i,-0.0003315-0.00045153i,-0.00017375+0.00029436i,0.0004445+0.00038477i,0.0010439+0.00013969i,0.00076579+0.00015729i,-0.00015158+0.00066369i,-0.00027638+0.00069257i,-8.3364e-05+0.00031652i,-0.00053646-0.00019104i,-0.00043012+7.7212e-05i,7.5306e-05+0.00021623i,0.00030004-0.00037434i
0.00045905-0.00077606i,-0.00016113-0.0016242i,-0.00074854-0.00086232i,-0.0012689+0.00051424i,-0.0013772+0.0014075i,-0.0021238+0.0012154i,-0.0020227+0.00035773i,-0.00095719-0.00042095i,-0.00041919-0.00058369i,-0.00018848-0.00039442i,7.6836e-05-0.00070103i,-0.00032759-0.00067538i,-0.00091355+0.0001433i,-0.00060523+0.00069835i,-0.00030842+0.00047628i,0.00023728+0.0002185i,0.00025914+6.6137e-05i,0.00053376+0.00057798i,0.00037381+0.00095542i,-0.00050447+0.00040878i,-0.00013824-0.00059213i,0.0005505-0.0011963i,0.00068979-0.00031546i
0.0014996-0.0015612i,0.00046677-0.0017018i,-0.0010673-0.0016615i,-0.0014798-0.000666i,-0.0014106+0.0007699i,-0.00044942+0.0010842i,0.0005981+3.5961e-05i,0.00042071-0.00025237i,0.00019294-0.0001138i,2.5455e-05-0.00055409i,0.0002511-0.00030149i,0.00043264-0.00061884i,0.00028671-0.0014081i,0.00044397-0.0012387i,0.00039423-0.00032144i,1.7487e-05+0.00054454i,-0.0003232+0.00030804i,-0.00062835-0.00025021i,-0.00050197-0.00050355i,0.00018064-0.00058118i,0.00021141-0.00018952i,3.6277e-05+0.00022145i,0.00022183-0.0002973i
0.0030694-0.0020397i,0.0025901-0.0022792i,0.0010561-0.0021344i,-0.00064825-0.0019558i,-0.00092528-0.0015044i,-0.0011226-0.001065i,-0.0015896-0.00032481i,-0.00095512+0.00064898i,-0.00049633+0.00017527i,-0.00015182-8.0298e-05i,0.00039829-0.00021631i,0.00055988-0.0001166i,0.00090657+6.8268e-05i,0.0012049+0.00043157i,0.0011746+0.00090673i,0.00067819+0.00073547i,-0.00025334+0.00072798i,-0.0011086+0.00045399i,-0.0010497+0.00012442i,-0.00050507-0.00025161i,-1.5928e-05-0.00015313i,0.00050892+2.1987e-05i,0.00049143+0.00039281i
0.00039386-0.0017083i,0.00011127-0.0024693i,-0.0013783-0.0024088i,-0.0016951-0.00047145i,-0.00088493+0.0011716i,-0.00055995+0.0016346i,-0.00015219+0.0012236i,0.00094288+0.00082985i,0.00065478+0.0005935i,3.96e-05+0.00081062i,0.00022255+0.0011325i,0.00014815+0.00047776i,0.00022863-0.0011679i,0.00090521-0.0013791i,0.00087028+0.00028229i,0.00059799+0.0012578i,3.4027e-05+0.00078881i,-0.00058091+0.00084527i,-0.00021958+5.7122e-05i,0.00017211-0.0010626i,-0.00012552-0.00044744i,-0.00037547+0.00016864i,-0.00061029-0.00010919i
0.0008502+0.00012362i,0.0011925-0.00062231i,0.00068003+0.00027386i,0.000799+0.00042433i,0.00079329+0.00034743i,6.649e-06+0.00054313i,-0.00057068+0.00046428i,-0.0011911-3.0498e-05i,-0.00074249-0.00054381i,0.000161+0.00052626i,-2.2692e-05+0.00097481i,-0.00019754+0.00048985i,-0.00045355+0.0013717i,-0.00082856+0.0023226i,-0.00050296+0.0013809i,-0.0001258+0.00017328i,-0.00031593+0.00031777i,-0.00058096+0.00014968i,-0.00068755-0.00047585i,-0.00078701-0.00044784i,-0.00056657-0.00017877i,-0.0002039-0.00030883i,0.00080866+0.00012649i
0.00060781-0.0019001i,0.00059911-0.00089311i,-7.1146e-05-0.00039646i,-0.00078451-0.00053865i,-0.0001864+0.00019221i,-0.00012253+0.00098637i,8.9852e-05+9.1905e-05i,6.0508e-05-0.00094134i,-0.00040886-0.0010563i,2.2831e-05-0.0013925i,0.00074711-0.0011886i,0.0009882-0.00027101i,0.00038752+0.00027473i,0.00029179+0.00042232i,0.00031482-2.1635e-06i,0.0002129-0.00045368i,0.00073766-9.6599e-05i,0.00011929-0.00016696i,-0.00019833+0.00020159i,-0.00017719+0.00040909i,-0.0003559+0.00064247i,0.00021195+0.0011748i,0.00074543+0.0012383i
0.0026448-0.0012201i,0.0015763-0.0020628i,0.00020965-0.0023169i,-0.00023051-0.0017268i,2.878e-05-0.00055864i,-0.00063679+0.00090089i,-0.00048533+0.0013864i,0.00012759+0.0011423i,-0.0002774+0.00049381i,-0.00088596-0.00084726i,-0.00086709-0.00060623i,-0.0001216-0.00030407i,0.0001255-0.00023512i,0.0009853+0.00069428i,0.0025003+0.00070513i,0.0026271-0.0005361i,0.0012826-0.00041381i,0.00027481+0.00043057i,-0.00017378-4.2422e-05i,9.0371e-05-0.00037552i,0.0001377+0.00045038i,-0.00019527+0.00087051i,-0.00053362+0.0005903i
0.0011597+0.00015078i,0.0018315-0.00061599i,0.0011685-4.6128e-05i,0.0009852-0.00017409i,0.0015369+0.0002285i,0.00047353+0.00097471i,-1.7387e-05+0.00027686i,-0.00035227-0.00066854i,-0.00049962-0.0008731i,0.00010104-0.0007049i,0.00056359-0.00054255i,0.00039157+5.8732e-05i,-0.00032359+0.00050675i,-0.00084309+0.00025079i,-0.00052233-0.00066928i,0.00049052-0.0009114i,0.00053796-0.00036036i,-0.00028506-9.3513e-05i,0.000235-0.00056993i,0.00063206-0.0002233i,8.8643e-05+0.00061537i,0.00011989+0.00081892i,0.00039301+0.00089464i
0.0014298-0.0014471i,0.0010725-0.0010958i,0.00079234-0.00079194i,0.00033118-0.00010631i,-0.00016038+0.0007328i,-0.00025796+0.00067267i,0.0001162+0.00034152i,0.0010208+0.00048304i,0.00095817+0.0002982i,0.00040527+0.00045742i,-0.00040488+0.0010363i,-0.00074659+0.00069869i,-0.0004314-0.00011548i,-2.7374e-05-0.0003769i,0.00019234-0.00016793i,0.00056414-0.0004987i,0.00042837-0.00056647i,-0.00015727-3.2474e-06i,-0.00032148+0.00050007i,-0.00063948+0.00027553i,-0.00038701+0.00040187i,0.00012708+0.00028926i,3.5909e-05-0.00045808i
0.0002728-0.0010548i,0.00036194-0.001358i,-0.0004399-0.0014627i,-0.00031664-6.5302e-05i,-0.00028938+0.0017687i,0.00015146+0.0012988i,0.00064779-0.00012136i,0.00020925-0.00068325i,0.00010841-1.2713e-05i,0.000203+0.00054216i,-0.00026983+0.00097014i,-0.0011607+0.0012746i,-0.0013729+0.00071521i,-0.00063261+0.00028689i,-0.00023926+0.00038618i,0.0001234+0.0010456i,0.00041741+0.00096533i,0.00036376+0.00038402i,0.00057789+0.00037461i,0.00010677+0.00023494i,0.00012126+0.00029116i,0.00038082+0.00029747i,0.00019821+5.4432e-05i
-0.0015685-0.00047665i,-0.00087936-0.0009419i,-0.0012988+0.00036751i,-0.00093163+0.0013507i,-0.00018118+0.0011941i,-0.00026023+0.001145i,-0.00031466+0.00083451i,-0.00074753-0.0001792i,-0.00020372-0.00088014i,0.00065116-0.00038908i,0.00013709+0.00069089i,-0.00033571+0.0010936i,-9.761e-05+0.00085243i,-5.1435e-05+0.00024113i,-0.00060591-0.00030033i,-0.00089756-7.9039e-05i,-0.00038209-0.0002798i,-0.00090311-7.1576e-06i,-0.0007256+0.00026193i,-0.00035552-0.00025484i,-0.00055213-0.00046776i,6.3946e-05-0.00027455i,0.00072012-8.442e-05i
0.0011625-0.00071008i,0.0012611-0.0007696i,-9.7652e-05-0.00028933i,-0.0013373+0.0005184i,-0.0015585+0.00067247i,-0.00041706+0.00080268i,0.00072372+0.00023062i,-3.9099e-05-0.0005689i,-0.00089577-0.00083061i,-0.00057718-0.00071867i,0.00049494-0.00023609i,0.00065877-0.00021066i,0.00014868-0.00089317i,0.00041153-0.00051535i,0.00036958+0.00016053i,0.00031255-0.00024366i,0.00022225-0.00044194i,-0.00041158+8.5159e-05i,-0.0005356+0.00029687i,-0.00026427+4.4025e-05i,-0.00026765+5.8152e-05i,-0.00015223+0.00031649i,0.00011728+0.00042672i
7.5475e-05-0.0013556i,-0.000173-0.0012723i,-0.0012928-0.00097351i,-0.0022586-0.00057714i,-0.0023137-4.3036e-05i,-0.0013358+2.6389e-05i,-0.00046683-0.00011546i,-0.00067353+0.00016141i,-0.00029624-0.00026287i,-4.7341e-05-0.0010665i,-0.0002659-0.0012193i,-3.6113e-05-0.00087868i,0.0005518-0.00017909i,0.00092232+0.00012306i,0.0005855-0.00015964i,0.00079795+0.00013554i,0.00083139+0.00054098i,0.00019531+0.00031409i,0.00026015-0.00027472i,-7.391e-05+0.00015219i,-0.0001248+0.00083098i,-0.00024287+0.00053091i,-7.269e-05-0.00061018i
0.0010797+0.00023138i,0.0010947-0.00012864i,0.00022813-0.00099131i,0.00047431-0.00038395i,0.00077748+0.00071517i,0.00048054+0.0008495i,-0.0001427+0.00020011i,-0.0004872+0.00048792i,-0.00076641+0.0008418i,-0.00015666-5.4444e-05i,0.00028518-0.00037692i,-0.00046781+0.00070314i,-0.00082422+0.0016035i,-0.00021914+0.00088261i,0.00065205+0.0004668i,0.00083125+0.00069047i,0.0004581+0.0016138i,-0.00013619+0.0015505i,-0.00069255+0.00043389i,-0.00056632+0.0005596i,0.00045203+0.00071909i,0.00063624+0.00054732i,0.00011306+0.00015998i
-0.00018971+0.0005143i,0.0010591+0.0017673i,0.0011288+0.0027135i,0.00093539+0.002577i,0.00090344+0.0025262i,0.00086408+0.0023997i,0.00065897+0.0018969i,-0.00039633+0.00050138i,-0.00081602-0.00026364i,-0.00051513+0.00026827i,-0.00028459+3.4866e-05i,-8.1793e-05+0.00024707i,0.00020966+0.0010487i,0.00064571+0.00043029i,0.00040352+0.00028565i,4.9356e-05+0.00013918i,0.00036667-0.0004977i,0.00025738-0.00093314i,-1.9344e-05-0.00088516i,0.00012976-0.000464i,-0.00065513-0.00032179i,-0.00091544-0.00037596i,-0.00035006-4.132e-05i
0.0014931-0.00095499i,-0.00070103-0.0025615i,-0.0017509-0.0033224i,-0.00145-0.0025108i,-0.0019505-0.00087525i,-0.0012172+0.0005766i,-0.00018899+0.00075463i,-2.5868e-05+0.00050258i,-0.00029199+0.00016587i,-0.00037596+0.00010383i,-0.00052152+0.00016084i,-0.00063189+0.0003481i,-0.00037456+0.00053671i,0.00032162+0.00014247i,0.00097161-7.9216e-05i,0.0012592+0.00016848i,0.0010413-1.4829e-05i,0.00039122-0.00081606i,-0.00018465-0.00083371i,3.1096e-05-0.00023794i,0.00057264+0.000447i,0.00094813+0.00061927i,0.00077561+0.0010099i
0.00036728+0.0012529i,0.0013112+0.00078072i,0.0017367-6.5029e-05i,-6.3638e-05+0.00051997i,-1.9878e-05+0.00047053i,0.00054715+0.0009235i,0.00033585+0.00060975i,0.0007817-0.00044523i,0.00019786-0.00089183i,0.00019237-0.0013604i,0.00036657-0.0017112i,-0.00035421-0.0011145i,-0.00053403+9.1333e-05i,-0.00018012+0.00037619i,0.00014717+0.00010803i,0.00096634+0.00032625i,0.001224+0.00040595i,0.00043057-0.00030581i,-0.00017927-0.00075485i,0.00020822-0.00036379i,0.0011549-0.00039335i,0.0016111-3.9762e-05i,0.0012515-0.00012621i
-0.00036756-0.0013325i,0.00020414-0.0011187i,0.00036738+0.00028335i,0.00059252+0.00053089i,0.0013698-7.3754e-05i,0.0018128-0.00055424i,0.001511-0.00058305i,0.00079662+0.00014133i,-7.1228e-05+0.00066146i,-0.00042398+0.0006607i,-0.00035186+0.00011868i,-0.00059327-0.00037464i,-0.0005974-0.00061386i,-9.7836e-05-0.00014833i,-0.00014706+0.00099583i,-0.00018807+0.0012705i,0.00044181+0.00026874i,0.00054825-0.00064945i,2.3834e-05-0.00025362i,-6.5067e-05+0.00016317i,0.00026979+0.00050398i,0.0007951+0.00043633i,0.00033094-4.3246e-05i
-0.00020146+0.00011439i,0.0011878-0.00078242i,0.001566+0.000302i,0.00035428+0.0020276i,-0.0010597+0.0032102i,-0.0012401+0.0025645i,-0.00060802+0.0014159i,-0.00024596+0.0012776i,0.00036401+0.00098707i,0.00025146+0.00024471i,-0.00038243-0.00021646i,0.00065962-0.00061247i,0.00075465-0.00019031i,-0.00029378+0.00048142i,-0.00014333+0.00082972i,0.000252+0.00057993i,-0.00015864+0.00022052i,-0.00045452+0.0003408i,-0.00088918+0.0008367i,-0.00071278+0.00055398i,0.00023075+0.00045352i,0.00066395-0.00024996i,0.00047096-0.00096028i
0.0010489+0.00091141i,0.0021457+0.00032083i,0.0023927-0.00012296i,0.0017573-0.00070177i,0.0024738-0.00047248i,0.0013113+0.00014684i,-0.00096073-0.00010343i,-0.0012519+0.00019646i,-0.0010143+0.0010231i,-0.00055738+0.00073136i,6.7448e-05+0.0010175i,-0.00011287+0.0016222i,-6.9784e-05+0.0015745i,-0.00041099+0.001563i,-0.00062324+0.0020444i,0.00029199+0.0018509i,0.00052657+0.00083486i,0.00048197+0.00050349i,0.0003945+0.00038164i,-6.4615e-05-0.00049479i,0.00017649-0.0010581i,0.00023705-0.0002568i,-1.8045e-05+0.00037503i
0.0013025-0.00085989i,0.0014539-0.00049242i,0.0013667-0.0015081i,0.0011725-0.0014639i,0.00037867-0.00060802i,-0.00032811-0.00051273i,-0.00024694-0.00028538i,0.00030455-0.00043253i,-0.00022782-0.00051153i,-0.0015303-0.00073656i,-0.0015039-0.00036711i,-0.00097677+0.00067019i,-0.0012051+0.00099271i,-0.0016521+0.00060419i,-0.00047356+0.00045769i,0.0007334+4.6525e-05i,-0.00022964-0.00010069i,-0.00073666+0.0001961i,-0.00046357+5.4825e-06i,-0.00052839-0.0001494i,-0.0005481+0.00016353i,-0.00029279-0.00020947i,-0.00023362-0.00071875i
0.001739+0.00039893i,0.00049999-0.0016604i,-0.0011489-0.00088567i,-0.0016417+0.0013957i,-0.0014037+0.0020147i,-0.00041423+0.0012319i,-0.00010644+0.00049325i,8.2567e-05+1.6014e-06i,3.503e-05-0.00012636i,-9.492e-05-0.00017857i,-0.00043078-0.00031862i,-0.0011738-0.00029045i,-0.0014681-0.00021385i,-0.0011511-1.1104e-05i,-0.00059423+7.845e-05i,-0.00022226-4.8909e-06i,-6.6096e-05-0.00032036i,0.00011553+7.9022e-05i,-3.0297e-05+0.00097236i,-0.0001816+0.00079818i,-0.00015526+0.00027484i,0.00033646+0.00020778i,0.00031937+0.00040778i
-0.00079958-0.0017389i,1.873e-06-0.0019533i,0.0001288-0.0017256i,-0.0014039-0.00091744i,-0.0024439-0.0001153i,-0.0014243+0.0010337i,0.00023948+0.001234i,0.0006322-0.00013302i,0.00097555-0.0014983i,0.00034182-0.0011688i,-0.00048206-0.00013247i,-0.0004922+0.00070455i,-0.00015624+0.00040303i,0.00064244-5.6229e-05i,0.0016994+0.00043944i,0.0014012+0.00044953i,0.00011159+0.00063595i,-9.4812e-05+0.00052902i,-0.0001852+0.00049858i,0.00011779+0.00039435i,-5.933e-05+0.0004712i,-0.0010904+0.00056941i,-0.00077743+0.00030657i
0.0022157-0.0020276i,0.0014333-0.0029819i,0.000521-0.0037609i,0.00010595-0.0029151i,3.9343e-06-0.00029137i,-0.00069102+0.0013774i,-0.00038067+0.00084209i,0.00052168+0.00059576i,0.00060149+0.00052243i,0.00045201+6.392e-05i,0.00043372-2.6495e-05i,0.0011317+0.00014971i,0.0013516+0.00013436i,0.00093995+7.5222e-05i,0.0011312+0.00086185i,0.0011569+0.0012054i,0.00083391+0.00036018i,0.00059636+0.00026585i,-0.00043267+0.00044971i,-0.00074347+0.00049305i,-0.000697+0.00026674i,-0.00053598-5.7463e-05i,0.00051783-0.00027833i
-0.0010376+0.00299i,0.0002756+0.0026401i,0.00022223+0.0032177i,0.0011412+0.0033973i,0.0027477+0.0031443i,0.0029517+0.001692i,0.0013496-0.00015906i,0.00012764-0.00041808i,0.00018972+0.0002562i,0.00027755+0.00085585i,-8.7177e-05+0.00095389i,5.0427e-05+0.0003671i,-0.00035161-0.00071211i,-0.00041858-0.0011328i,0.00028638-0.00083759i,0.00052268-0.00069182i,8.7754e-05+6.0274e-05i,-0.00047136+0.00088867i,-0.00088868+0.0010653i,-0.00045133+0.00029314i,0.00062472-0.00046398i,0.00043298-7.5397e-05i,-0.00042912+0.00019868i
0.00048578-0.0037826i,-0.00032106-0.0043869i,-0.00079332-0.004202i,-0.00069134-0.0023887i,-0.0011309-2.734e-05i,-0.0012196+0.0016887i,-0.00089572+0.0011477i,-0.00092629-0.00038636i,-0.00079038-0.00097873i,-0.00098657-0.00074813i,-0.00041135-0.00021431i,0.00065706+0.00026244i,0.0006913+0.0005033i,0.00044376+0.00027001i,0.00084717-0.00068168i,0.00074229-0.00075222i,0.00021995-0.00015006i,2.0403e-05+4.2089e-05i,0.00031907-4.7688e-05i,0.00046562-0.00029518i,-3.2917e-05+0.00037116i,-0.00031585+0.00055651i,-0.00080865-0.00027325i
0.0012797+0.00026964i,0.0011169-0.00014604i,8.949e-05-0.00016461i,-0.00025239+0.00054767i,-0.00074051+0.0017146i,-0.00013151+0.0021339i,0.00067587+0.00040597i,-0.00013958-0.00060349i,-0.00059591-7.8774e-05i,-7.8747e-05+0.00045797i,0.00045315+0.00010481i,0.00021367-0.00036545i,0.00030659+4.3724e-05i,0.00042675+0.00043523i,0.00067019+0.00078091i,0.00091756+0.00087059i,0.00079196+0.00014243i,0.00075678-0.00040234i,0.00010504-0.00039863i,-0.00059498-0.00033232i,-0.00046904-2.9256e-05i,-0.0003824+0.00017736i,-0.00035725+0.00041485i
0.00094243+0.0023689i,0.0014426+0.0018384i,0.00061437+0.001516i,0.00090124+0.0011196i,0.0014334+0.00069658i,0.0014307-0.00045369i,0.0012796-0.00058423i,0.00068886-0.00022613i,0.0013173-0.00043495i,0.002094-0.00050079i,0.0010612-0.00041379i,-4.6607e-05-0.0009397i,-0.00072729-0.00064317i,-0.00073123+0.00092033i,0.00019848+0.0014077i,0.0011535+0.0012947i,0.00098459+0.0013195i,0.00088318+0.0001243i,0.00054373-0.00054205i,-0.00025007-5.7374e-05i,0.00020953+0.0001489i,0.00022498-0.0006149i,-4.3022e-06-0.00095532i
0.001747-0.0017359i,0.0010996-0.0024238i,0.0007192-0.0026231i,0.0006173-0.00092154i,0.00080007+0.00065901i,0.001665+0.0014271i,0.0010495+0.0012496i,0.00064054+0.00071243i,0.0011405-0.00013342i,0.00081339-0.00060285i,0.00022255-0.00030964i,0.00078099+0.00013698i,0.00073739+0.00045181i,0.00030121+0.00039259i,0.00063395+0.00022417i,-9.5847e-05+0.00033568i,-0.0013696+0.00043116i,-0.0016604+0.00031119i,-0.0013913+0.00037958i,-0.00072372+0.00048236i,-4.0079e-05+0.0006585i,-0.00013002+0.00068126i,0.00021683+0.00049768i
0.00031065+0.00012525i,-0.00038504-0.00017839i,-0.0012381+0.00047198i,-0.0015445+0.0011061i,-0.0010944+0.0012885i,-0.00027336+0.00074766i,-0.00046925+0.00065101i,-0.0010156+0.0004872i,-0.0002931+0.00010483i,0.00050272+0.00021614i,0.00091887+1.9714e-05i,0.0011114-5.8918e-05i,0.00060365-0.0001333i,0.00021558+0.00020505i,0.00032354+0.0011182i,9.1713e-05+0.0011113i,-0.00016728-6.2258e-06i,7.1689e-05-0.00079044i,0.0005157-0.00033829i,0.00089924-6.4668e-05i,0.00085341-0.00045279i,0.00052957-0.00051683i,0.00046678-0.00060366i
0.0017336-0.00030959i,0.0013889-0.0014976i,0.00087373-0.0019974i,-0.00045382-0.0012387i,-0.0010018-1.9027e-07i,-0.0017652+0.0012165i,-0.0019362+0.0017165i,-0.00080373+0.00066525i,-0.00080018-0.00056018i,-0.00079354-0.00017953i,-0.00068111+0.00079297i,-0.00054167+0.0012651i,-0.00064676+0.0010935i,-0.00098727+0.00099897i,-0.00018356+0.00088641i,0.00067754+0.00091413i,0.00067444+0.00054638i,0.0003217-2.9314e-05i,7.7274e-05+0.00018605i,0.00050212-2.0668e-05i,0.00096321-0.000336i,0.0014745+0.0004373i,0.0012412+0.00080531i
0.0001067-0.0013217i,0.00074399-0.0021049i,-0.0003381-0.00092077i,-0.0013884+0.0011429i,-0.0010321+0.0018784i,0.00056579+0.00089836i,0.0012324-0.00048769i,0.00039807-0.0014215i,-5.9332e-05-0.00073426i,-0.00028787+0.00019317i,-0.00029775+1.3856e-06i,-0.00049101-0.00012244i,5.8623e-05-0.0002164i,0.00078119-0.0002038i,3.7156e-05-0.00038853i,6.1207e-06-0.00040518i,0.00059309-0.00012707i,0.00074099+0.00011784i,-0.00033809+0.0010514i,-0.0013998+0.00068672i,-0.00096907-0.0001584i,-0.00072303+0.00037103i,-0.00043483-0.00013337i
0.0010837-0.0025583i,0.00094857-0.0024556i,-0.00090975-0.0031829i,-0.0022937-0.0027336i,-0.0026501-0.00018702i,-0.001769+0.00096528i,-0.00023126+0.0014212i,0.00049399+0.0017084i,0.00060414+0.00094564i,-7.6885e-05+0.00026783i,-0.00091651-0.00061048i,-0.0010367-0.0002207i,-0.00049811+0.00055687i,7.1004e-05+8.5723e-05i,0.00014416+0.00046635i,0.00018768+0.00070993i,0.00015731-5.5092e-05i,0.00016425-8.5014e-06i,6.582e-06+0.00024827i,-0.00026661+0.00036479i,-0.00010999+0.00071747i,0.00028854+0.00077302i,9.8956e-05+0.00025549i
0.0019063-0.0014734i,0.0014367-0.00098724i,5.0535e-05-0.0026307i,-0.00093701-0.0022173i,-0.0010822-0.00016667i,-0.00036749+0.0012065i,0.00068202+0.0010141i,0.00081213+0.00012341i,0.00012714+8.5949e-05i,0.00028363+0.00029693i,0.00030925+2.6217e-05i,-2.1427e-05+3.7928e-05i,5.8009e-05+0.00013969i,0.0004072+0.00052045i,0.000125+0.00034354i,-0.00020403+0.00016392i,0.00033796+0.00031141i,0.00027686+0.00028054i,-0.00058796+0.00012336i,-0.0015093+0.0002266i,-0.0007811-8.7187e-05i,0.00103-0.00033243i,0.0017216-9.0877e-05i
0.00063635-0.00055791i,-0.0004512-0.0019803i,-0.001611-0.0017053i,-0.00090873-0.0011122i,0.00054502-0.001675i,0.0016056-0.0015572i,0.00073999-0.00092343i,-3.0435e-05-0.00050705i,0.00041873-4.4409e-05i,0.00054973+0.00026298i,0.0007294-0.00015231i,0.00097727-0.00062759i,0.00059989-0.00072417i,0.00022028-0.00017967i,0.00016317+0.00010827i,0.00011406-0.00016932i,-6.1588e-06-0.00027291i,-0.0007394+0.00014907i,-0.00023108+0.00021519i,0.00053882+0.00038882i,-0.00024524+0.0010294i,-0.00098166+0.00040192i,-0.00059398+0.00044425i
0.00076445-0.00082582i,0.0015694-0.0016357i,0.0012226-0.00052809i,0.00055636+0.0012652i,2.6403e-05+0.0026598i,-0.00018502+0.0023396i,6.1294e-05+0.0010258i,-0.00031756-0.00017779i,-0.0004359-0.00035116i,2.0022e-05+0.00028285i,0.0005564-0.00016191i,0.00039667-0.00063374i,-0.00040832-0.0003624i,0.00033997-0.00032674i,0.0010353+0.00037407i,0.00031204+0.00036353i,0.00016842+0.00025098i,0.00045763+0.00036693i,0.00089912-0.00032182i,0.00092145+0.0002346i,0.00013818+0.00088251i,3.9283e-05+0.00013173i,-3.6752e-05-0.00047409i
0.00084463+0.00020562i,0.0010605+0.00019713i,0.00062074-0.00012616i,0.00040386-0.00080455i,0.00038631-0.00076935i,-2.0089e-05+0.00017295i,-0.0007386+0.00022607i,-0.00076783-0.00055304i,-4.6554e-05-0.00070474i,0.00050254-0.00026555i,-0.00034704-0.00028882i,-0.00086414-0.00054645i,1.9241e-05-0.00071752i,-1.6049e-05-9.8256e-05i,-0.00057912+0.00071067i,8.6152e-05+0.00043033i,0.00012927+0.00016437i,-0.00053715-0.00026173i,-0.00031959-0.00011571i,-6.6844e-05-6.7677e-05i,-6.8773e-05-0.00044967i,0.00019975-0.00058048i,0.00042281-0.00023637i
0.0008785+0.00016673i,0.0019972-0.00043476i,0.002149-0.0010867i,0.0010455-0.001549i,-0.00020208-0.0013377i,-0.001244-0.00061277i,-0.0017727-0.00017946i,-0.0012985-0.00019468i,-0.00085734-0.00055466i,-0.00069027-0.0010979i,-0.00048521-0.00087696i,-0.00078703-0.00022525i,-0.00065982-0.00011836i,-0.00062026+0.00046563i,-0.0005842+0.00059033i,-9.1761e-05-0.00024228i,-0.00037057-0.00074314i,-7.1511e-05-0.00028991i,0.00037169-0.00021195i,2.7588e-05-8.2344e-05i,-0.00014063-2.2085e-05i,0.00023089-0.00023821i,0.00079489+0.00027824i
0.0016041-4.9245e-05i,0.00070832-0.00054708i,0.00065684-0.00061904i,0.00026975-0.00035427i,0.00058746+0.0007421i,0.00034384+0.0011644i,-0.00029878+0.00041832i,0.00024763+9.8985e-05i,0.0014028+0.00037256i,0.0018038+7.8097e-05i,0.00082368-0.0012847i,0.00047536-0.0010883i,0.00061427+0.00055731i,0.00047709+0.0011771i,0.00070961-0.00014082i,0.0010837-9.5853e-05i,0.00075096+0.00061647i,0.0007496+0.00084022i,0.00079419+0.0010645i,0.0003585+0.00012434i,5.8527e-05-5.5473e-05i,-0.0005585+0.00030903i,-0.00079056+6.5338e-05i
0.00049014-0.0010299i,-0.000229+0.00018905i,-0.001682+0.0001285i,-0.0016084-0.00036792i,-0.00070478+0.00094751i,0.0001048+0.0017416i,0.00043158+0.00069623i,0.00047564-0.00027769i,4.2461e-06-0.00010197i,-0.00048055+0.00012184i,-0.00040654+0.00060436i,-0.0010708+0.00060265i,-0.0015854+6.3522e-05i,-0.0014013+0.00045694i,-6.1823e-05+0.00068559i,0.0012786+0.0011347i,0.00070984+0.0013219i,-0.00038609+0.00065149i,-0.00051656+0.00035801i,-0.00035542-0.00010883i,-0.00032694-0.00022224i,-2.8851e-05+3.9372e-05i,3.9863e-05+0.00046028i
0.001677-0.0014341i,0.00057792-0.001868i,-9.0786e-05-0.00093236i,-0.0014421-0.00066231i,-0.0026714-0.00068697i,-0.002188+0.00014888i,-0.0007593+0.00042772i,-0.00065383+0.00030345i,-0.0012676-0.00044969i,-0.00078047-0.00031194i,-0.00050349+0.00055369i,-0.00039004+0.00098594i,-0.00012002+0.00099305i,0.00027028+0.00068639i,0.00099144+8.5069e-05i,0.00082041-0.00042856i,-2.6271e-05-0.00012771i,-0.00036404-0.00011929i,-0.00045027-0.00044694i,-0.00017893-7.8175e-05i,0.00077181+0.00012913i,0.00072634+0.00017802i,0.00073182+0.00014794i
0.0019502+0.0012161i,0.0024817-0.00063923i,0.0033952+7.3027e-05i,0.0031286+0.00019659i,0.0033753-0.00088837i,0.0022234-0.00090734i,0.00048091-0.00013435i,5.9228e-05+0.00012152i,-2.1336e-05-0.000175i,8.1334e-05-0.00020162i,-0.00035326+0.00052281i,-0.00096092+0.00051687i,-0.0011356+0.00027437i,-0.0006848+0.00070037i,0.00012647+0.00062319i,0.00058062+0.00033775i,0.00066144+0.00021173i,0.00026446-3.2295e-05i,-0.00065999-0.0011365i,-0.00073962-0.0011662i,-0.00040861-0.00015248i,-0.00028958+0.00080009i,-0.00023184+0.00076913i
