-0.0024275-0.00032477i,-0.0028292-0.00057596i,-0.0047022+0.00026169i,-0.0043196+0.00061572i,-0.0023281+0.0010791i,-0.00048189+0.0016529i,0.00053489+0.0010957i,0.00086818+0.00056322i,0.0014005+4.1035e-05i,0.001793-0.0009711i,0.0013946-0.00091521i,0.0010272+5.46e-05i,0.0015917+0.00026032i,0.0013887+0.00055167i,0.00014663+0.00039154i,-0.00033053-0.00028103i,-0.00052837-1.1439e-06i,-0.00072652+0.000642i,-0.00072712+0.00029563i,-0.0002364+1.3949e-05i,-0.00020228-8.0011e-05i,-0.0012576-0.00049295i,-0.00081661-0.00072943i
-0.0013221-0.0020944i,-0.00098642-0.001058i,-0.0015923-0.00010981i,-0.0015923+0.00037642i,-0.00082511+0.0007664i,0.00033082+0.00029951i,0.00080604-0.0010289i,-1.2057e-05-0.0021597i,-0.00013886-0.0017029i,0.00029727-0.00048099i,-0.00053368+0.00017075i,-0.00065701+0.00024734i,0.00018645+0.00063045i,0.00019394+0.00071447i,0.00033952+0.00010208i,0.00050921+0.00018456i,-0.00036809+0.00070631i,-0.00035168+0.0010608i,0.00032604+0.00072373i,0.00010047+0.00021032i,8.942e-05+5.9338e-05i,0.00056225-0.000137i,0.00072609-0.00081371i
-0.0005943+0.0013062i,-0.0010184+0.0007951i,-0.00017507+0.00084014i,-0.00027037+0.0010831i,-0.00015636+0.001172i,0.00096101+4.1216e-05i,0.00080628-0.0016937i,-0.0001519-0.002065i,0.000823-0.0015159i,0.0016693-0.0014924i,0.00054673-0.0012396i,8.818e-05-0.001118i,0.00059739-0.0013038i,0.0013267-0.0014224i,0.0016884-0.00088625i,0.0010956-0.00029458i,0.00047254-2.7693e-05i,0.00025443+0.00048214i,0.00011316-0.00058415i,0.00045874-0.0011458i,0.00098715-0.00046659i,0.0015653+0.00022789i,0.0012362+0.00012671i
-0.0014185+0.0010732i,-0.0010868+0.0001049i,-0.00099961+0.00083811i,-0.00073253+0.002378i,2.7433e-05+0.0026283i,0.0010533+0.00093206i,0.0011627-0.00089834i,0.00075447-0.0011514i,0.00046223-0.00085207i,-5.1925e-05-0.00056752i,-0.00024541+2.5488e-05i,1.7925e-05+0.00062091i,3.1616e-05-0.00034456i,0.00035158-0.0015356i,0.00075485-0.0014978i,0.00037019-0.00095604i,-8.0342e-05+0.00012436i,-0.00044956+0.00098414i,-0.00020662+0.00098468i,0.00050567+0.00041459i,0.00052651-0.00062254i,-0.0002518-0.0012851i,-0.00047126-0.0012769i
0.00086627-0.00022839i,-0.00010406+8.3319e-05i,-0.00011671-1.247e-05i,-0.00074676+0.00060733i,-0.000582+0.001237i,0.00058283+0.00083182i,0.0011371+0.00025655i,0.00081919-0.0002155i,-0.00014678-0.00064003i,-0.00048752-0.00046853i,-0.00016325+4.979e-05i,-0.00025883+0.00080271i,-0.00032604+0.00046738i,0.00021678-0.00068606i,0.00055118-0.00065561i,-0.0005062-0.00034912i,-0.001293-0.00041241i,-0.0012866+4.7341e-05i,-0.00091051+0.00059241i,-0.0006353+0.00072356i,-0.00061453+6.9599e-05i,0.00016421-4.4817e-05i,0.00049201-1.9363e-05i
-0.0030644-0.00070392i,-0.0030705-0.00026704i,-0.003292+0.0011745i,-0.0024339+0.0032045i,-0.00072616+0.0031809i,0.0012549+0.0017199i,0.0014398+0.00019912i,0.0010041-0.00040549i,0.0011555-0.00035575i,0.0011216-0.00049909i,0.00059362-0.0011501i,-0.00020378-0.00042675i,5.8312e-05+0.000254i,0.00087421+0.00038686i,0.00045268-0.00056735i,8.0176e-05-0.0014033i,-0.000198-0.0013399i,0.00031267-0.00091293i,0.00078229-0.00035122i,8.3361e-05-0.00013002i,-0.00020152+0.00015882i,3.4326e-05+0.00057914i,-5.8112e-05+0.00011666i
-0.00049598-0.00016056i,-0.00041815-0.00073555i,-0.0010875-0.00068505i,-0.0017779+0.00011851i,-0.0012272+0.00031819i,0.00057468-0.00026384i,0.0020077-0.0011815i,0.001151-0.0017983i,8.3556e-05-0.00082369i,-0.0007242+6.1606e-06i,-0.0011347-0.00014488i,0.00014853+0.00011878i,0.00088892+0.00036906i,0.00080405-0.00025522i,0.00084692-0.00049031i,0.00063888-1.7756e-05i,0.0005052+0.00021985i,0.0001813+0.001422i,0.00015326+0.0021395i,0.00014927+0.00084869i,9.3904e-05-0.00058784i,0.00076248-0.00078192i,0.00070397-0.00017803i
0.00012299-0.0018532i,-0.00064381-0.001688i,-0.0019777-0.0018442i,-0.0035863-0.00084928i,-0.0031558-0.00037782i,-0.00058026-0.00051013i,0.0010031-0.0007373i,0.00056879-0.00081789i,-0.00014966-0.0012205i,-3.1652e-05-0.0012765i,-4.383e-05-0.001024i,-0.00062467-0.00098494i,-0.00096594-0.00062296i,-0.00058855+1.1839e-05i,-0.00071073+0.00029467i,-0.001521+0.0002247i,-0.0015695+0.0002477i,-0.0011843+0.00047573i,-0.0010041+0.0005135i,-0.00050156+0.00021429i,0.00010659+0.00034698i,0.00019592+0.00012717i,0.00017372-4.1772e-05i
-0.0007772-0.00030949i,-0.00040555+9.3959e-05i,-0.0010444+0.00056264i,-0.0011843+0.00059193i,-0.0007167+0.0002661i,-0.0004419-0.00059956i,0.00011775-0.00075326i,-0.00049736-0.00088129i,-0.001008-0.0012004i,-0.00070458-0.0016997i,-8.0592e-05-0.0016976i,-0.00038095-0.00031889i,-0.00034431+0.00014476i,0.00027578-0.00033466i,6.0284e-05-0.00053526i,-0.00042568-0.00093165i,-0.00065131-0.00054034i,-0.00075921+0.00022146i,-0.0011208+0.00078565i,-0.00070593+0.00066836i,-2.7661e-05+0.00052632i,-0.00058247+0.00033751i,-0.00075988+0.00057032i
0.00053362+0.00038019i,0.00037219+0.00037354i,0.00092501+0.0011199i,0.00079947+0.0020127i,0.00011416+0.001958i,0.00054291+0.00082701i,0.00071494-0.00036849i,0.0004181-0.0012589i,0.0010529-0.001479i,0.0005812-0.00051065i,-0.0007242+0.00011948i,-0.00067008-0.00018219i,0.00086873-0.00045067i,0.00075047-0.00057729i,-2.2827e-05-0.00011555i,-9.0067e-05-0.00039942i,-0.00019362-0.0010898i,-0.0010083-0.0011545i,-0.0013279-0.00052893i,-0.00057511+0.00018002i,0.00021236-0.00017907i,0.000389-0.00058329i,-0.00020293-0.00059731i
-0.001138+0.0019346i,-0.0020661+0.0008452i,-0.0022995+0.00031095i,-0.0016729+0.00011323i,-0.0004737-0.00031532i,0.00018901-0.001088i,-6.6449e-05-0.0014553i,-0.0010714-0.00073135i,-0.00023951-0.00015969i,0.00087174-0.00083496i,-3.392e-05-0.00098305i,-0.00075182+0.00015575i,-0.00048744+0.00042882i,0.00028438-0.00018464i,0.00048957-0.0001342i,0.00044668+0.00058004i,0.00029449+0.00018493i,8.0838e-05+6.3866e-05i,-6.6439e-06+0.00025894i,0.00044287+0.00048491i,4.0841e-05+0.00091799i,-0.00028125+0.0003278i,0.00039198-0.00040048i
7.8018e-05+0.00017011i,0.00016849+0.0004031i,5.8114e-05+0.00011191i,-0.00041329-0.00016867i,-9.7939e-05-9.1647e-05i,0.00089169+2.7852e-05i,0.0012572-0.00052214i,0.00070525-0.00067564i,0.00012567-0.00076961i,-0.00012937-0.00069723i,-9.3377e-06-0.00016819i,-0.00010439-0.00020081i,0.00030278-0.00021687i,0.00046603+9.0257e-06i,0.00055426-0.00010347i,0.00051744-2.6661e-06i,0.00042784-5.2306e-05i,0.00058377-0.00022305i,0.00022054-0.00034887i,-0.00013446-0.00046872i,0.00025206-5.1738e-05i,0.00039745+6.9416e-05i,0.00013419+0.00038953i
-0.00056669+0.00081292i,-0.00023108+0.0010858i,0.0001753+0.0023338i,0.00079908+0.00284i,0.0012854+0.0026707i,0.0012326+0.001585i,0.00062855-0.00094096i,-4.6594e-05-0.0016926i,-0.00014069-0.00095456i,-0.00030254-0.00043252i,-0.00073806-0.00032234i,-0.0005642+0.00012442i,0.00023648+0.00063895i,0.00047948+0.00066583i,-3.0148e-05-3.5046e-05i,-0.0005743-0.0003458i,-0.00040097-7.6797e-05i,-3.494e-05+0.00025422i,-0.0006492+0.00068339i,-0.0013444+0.00057414i,-0.00051222+0.00063376i,0.00030779+0.00075016i,0.00032196-0.00048271i
6.9125e-06-0.0003234i,0.00061704+0.00064961i,-0.00042288+0.0016323i,-0.00069713+0.001854i,0.0005681+0.0015127i,0.0010429+4.2917e-05i,0.00028898-0.00072018i,-0.00027822-0.00014104i,-0.00062657-0.00019033i,-0.00086135-0.00043236i,-0.0013216+0.00021916i,-0.0013099+0.00034506i,-5.0827e-06-0.0001782i,0.00061585-0.00022086i,0.00038194-0.00016265i,0.00013828+0.00012579i,-0.00066756+0.0007415i,-0.00078968+0.00052508i,8.8385e-05+0.00052992i,0.00068075+0.0005733i,0.00056577-0.0001762i,0.000236-0.00024298i,-0.00029999+0.00012426i
-0.00066609-0.00042039i,-0.0015386+0.00049106i,-0.0018983+0.00092644i,-0.0011068+0.00072913i,-0.00066286+0.0010244i,8.69e-05+0.00064627i,0.0007273-0.00061931i,0.0009959-0.001158i,0.00030169-0.0009732i,-0.00029899-0.00049851i,-0.00015836-6.0425e-05i,-0.00033407-0.00047097i,5.2685e-05-0.00035302i,0.00088727-4.6581e-05i,0.00090316+1.2686e-06i,0.00030751+0.00052203i,-5.3321e-05+0.00016592i,0.00038566-0.00022716i,0.00079488+0.00037183i,2.5651e-05+0.00060637i,-0.00037589+0.00076378i,-0.00030914+0.000899i,6.5311e-05+0.00034698i
0.00024413+0.0010906i,0.00097035+0.00074955i,0.00090223+0.0011598i,0.00058326+0.0021166i,0.00048134+0.0018411i,0.0012282+2.9002e-05i,0.0010855-0.0013293i,-7.7472e-05-0.0011146i,-0.00039529-0.00023864i,0.00029273+0.00016168i,0.00030897-0.00022589i,0.00026228+1.3926e-05i,0.00054747+0.00088511i,0.00079656-2.3323e-05i,0.00040996-0.00085779i,-0.00075619-4.0538e-05i,-0.001275+0.00057853i,-0.00056022+0.00087234i,-0.00016535+0.0013321i,-0.00025868+0.00060252i,-0.0002149-0.0006745i,5.8683e-05-0.0013795i,-0.00010863-0.00045662i
-0.0015564+0.00068164i,-0.0022921+0.0011761i,-0.0029915+0.0011542i,-0.0029565+0.0021884i,-0.0019983+0.0023535i,1.5279e-06+0.00075443i,0.0012481-0.00057211i,0.00079856-0.0011327i,0.00046043-0.00086899i,0.00034066-0.00024687i,-0.00062925-0.00013902i,-0.00074236+0.00016431i,-0.00014953+0.00012116i,0.00015093+0.00027036i,0.00014229+0.00057916i,-0.00061735+2.5065e-05i,-0.00093608-0.00038283i,-0.00053734+1.6792e-05i,0.00010159+0.00016174i,0.00084499+0.00041476i,0.00052501+0.0008259i,-0.00017069+0.00067286i,-0.00054954+0.00040992i
-0.00089057+0.001599i,-0.00081195+0.0012718i,-0.00060041+0.0012848i,-0.00064748+0.0018081i,-0.00037274+0.0020366i,0.00044938+0.0008339i,0.00057769-0.00051484i,0.00021178-0.00077485i,0.00027866-0.00021299i,4.7976e-05-0.00037265i,-0.00047333-0.00063746i,-0.00039612-0.00039613i,0.00051308-0.00050474i,0.00065553-0.0012295i,0.00012639-0.0013428i,-0.00020727-0.00015593i,0.00016532+0.00016019i,0.00054746-0.00039872i,0.0001889+0.00031575i,0.00025863+0.00091867i,0.00015997+0.00051166i,-0.00015283+4.2329e-05i,-0.00014649+7.1234e-05i
-0.00042426-0.001022i,-0.00054995-0.0014263i,0.00032193-0.0019695i,0.0011685-0.0015516i,0.00092005-0.00048599i,0.00010882-8.4218e-06i,0.00045167-7.3394e-05i,0.00072355-0.00065127i,0.00049308-0.0011391i,0.0002786-0.0013212i,7.6543e-06-0.00099555i,0.00039742-0.00043413i,0.00078981+1.9661e-05i,0.00038636+0.00028356i,-0.00031809-0.00021757i,-0.0010324-0.00056942i,-0.0013769-0.00028253i,-0.0010572+7.1717e-05i,-0.00063094+0.00042404i,-0.00021592+3.9432e-05i,0.00036885-0.00064211i,0.00020708-0.00093488i,0.00029302-0.0007388i
-0.0010743-0.00039979i,-0.0013038+0.0015173i,-0.0015421+0.0023948i,-0.0019274+0.0026971i,-0.0018069+0.0023881i,-0.00017083+0.0012315i,0.00090129+0.00062247i,0.00050759-7.3055e-05i,0.00031705-0.00099113i,0.00025732-0.0012317i,0.00011808-0.00058653i,-0.00016504+4.8641e-05i,2.7242e-05-3.665e-05i,0.0004546-6.8897e-05i,0.00043931-0.00026261i,0.0005068-0.00014447i,0.00071456+0.00011534i,0.00027503-0.00027155i,-0.00041588+2.7483e-06i,-0.00053491+0.00010001i,-0.00067416+4.0448e-05i,-0.0001867+0.00062025i,0.00043847+0.00046552i
0.00024433+0.0021234i,0.00049393+0.0010578i,0.0013139+0.0014279i,0.00099979+0.0016178i,0.00035609+0.00098841i,0.00041863+3.8389e-05i,0.00013788-0.0013567i,1.1985e-05-0.0020469i,-0.00021515-0.0013274i,-2.3674e-05-0.0010373i,0.00024759-0.0010423i,0.00040156-0.0010195i,0.0002525-0.00096911i,-0.00013195-0.00097961i,-6.3645e-05-0.00093487i,-0.00014276-0.00082421i,-0.00051547-0.00034362i,-0.00032266+0.00029047i,-0.00018221+0.0003986i,-0.0002538+0.00010825i,-2.2042e-05+0.00020539i,-0.00023562+0.00020457i,0.00015584-8.9966e-05i
-0.00047074+0.00016202i,-0.00073071-0.00016218i,-0.00019317+0.00092566i,0.0011405+0.0017605i,0.0013587+0.0016413i,0.0011216+0.0009065i,0.00035497-0.00059214i,7.8514e-05-0.0018757i,0.00050097-0.0023246i,0.00021009-0.0018677i,-0.0001519-0.00044709i,9.8094e-06+0.00094928i,0.0004413+0.00031964i,0.00033794-0.00033281i,-0.00067446-0.00027946i,-0.0011058+0.00013843i,-0.00035376+0.00085679i,0.00052904+0.00038567i,0.00072578+0.00015031i,0.00034201+2.0499e-05i,-1.1101e-05-0.00015044i,7.1967e-05+5.78e-05i,0.00059241-0.0003523i
-0.00025276-0.00017101i,-0.0014012-9.6993e-05i,-0.0023711+0.00077756i,-0.0022218+0.0009807i,-0.0017989+0.0011845i,-0.00052444+0.0012567i,0.00011862+0.00086646i,5.9566e-05+0.00010368i,0.00022592-0.00034041i,0.0006978-0.00063763i,0.00055037-0.001431i,0.00037948-0.0012571i,0.00022912+3.973e-06i,0.00032504+4.1313e-05i,0.00094641-0.00049084i,0.0001994-0.0004936i,-0.00098378-0.00064602i,-0.0017457-0.00039144i,-0.0013564-2.5988e-05i,-0.00048031+0.00052202i,-0.00058299+0.0004998i,-0.00013855+0.00016229i,0.00016497+0.0010593i
-0.00019565+0.00076053i,0.00039272+0.0013904i,0.00093479+0.0020127i,0.00089227+0.0012983i,0.00089133+0.0013767i,0.0010298+0.0015123i,0.00078341+0.00053365i,0.001208-0.00071282i,0.0011436-0.0015314i,0.00044211-0.0014093i,0.00050061-0.0014787i,0.00070879-0.0012571i,-8.9739e-05-0.00056539i,-0.00092414-0.00011913i,-0.00045461+0.00029706i,0.00022724+0.0011414i,-0.00047637+0.0010452i,-0.0005906+0.00035176i,-1.1001e-06+0.00054633i,-0.00013601+0.00035161i,5.5078e-05-7.8509e-06i,0.00065936+0.0003986i,0.00014613+0.00054938i
-0.0022106-0.00038747i,-0.0015021-0.00025033i,-0.0010037+0.00040346i,-0.00079396+0.00094748i,-0.0001378+0.0010212i,0.00085202+0.00017574i,0.0012225-0.00089108i,0.0010723-0.0010434i,0.0004248-0.00071661i,6.9321e-05-0.00061633i,0.00032522-0.00035692i,0.00022537+0.00012508i,0.000237+0.00020902i,0.0013578+0.00076088i,0.001271+0.00080606i,4.6699e-05-0.00016865i,-0.00041164-0.00025495i,-6.1696e-05+0.00060201i,0.00067408+0.00086942i,0.00093636+0.00066189i,0.00069626+0.0013051i,0.00032312+0.0014691i,0.00023504+0.00066653i
-0.00036728-0.00039348i,-0.00074162+7.2073e-05i,-0.00046645+0.0012192i,-0.00032542+0.0015975i,-0.00024871+0.00093392i,0.0002527-0.00046068i,0.00050784-0.0010837i,1.8591e-06-0.00083515i,-0.0003769-0.0011153i,-0.0002426-0.0010788i,0.00010613-0.00047272i,0.00061761-1.2876e-05i,0.0013651+0.00067471i,0.0014311+0.00046984i,1.2037e-05+3.8654e-05i,-0.00091705-0.00015654i,-0.00091129+0.00043258i,-0.00076323+0.0011417i,-0.00029527+0.00082163i,7.2098e-05+0.00014853i,0.00025699-0.00040446i,0.00047449-0.00047959i,-9.4477e-06-0.0004806i
0.0015673-0.0015411i,0.00016407-0.0014708i,0.00017282-0.0018424i,-0.00026459-0.0017835i,-0.0011649-0.00089905i,-0.0010483-0.00013159i,-0.00064979+0.00021634i,-0.0008646-0.00039741i,-0.00028628-0.00086666i,0.00040533-0.00070368i,-0.00023547-0.00074557i,-0.00053166-0.00077697i,-0.00050828-0.00050728i,-0.0003782-0.00053059i,0.00013751-0.00081248i,-0.00024053-0.00036085i,-0.00038264+9.4474e-05i,-0.00038314+5.3449e-05i,-0.00027151+2.9567e-06i,-0.00045223+0.00018151i,-0.00049842+2.9275e-05i,-9.4852e-05-0.00011743i,-7.3134e-05-0.00049753i
0.0006694+0.0023221i,0.00097773+0.0027128i,0.0016538+0.003161i,0.0014682+0.0029633i,0.0013509+0.0023066i,0.00090077+0.00069359i,-0.00026769-0.0002762i,-0.00046152-0.0010927i,0.00041872-0.0013417i,0.0010151-0.0012102i,0.0012965-0.0014536i,0.0011139-0.0011625i,0.00085461-0.00041105i,0.00096489-0.00052348i,0.00089832-0.00062518i,0.00034063-0.00023991i,-0.00086711-2.58e-05i,-0.0014243-3.6504e-05i,-4.486e-05-3.8516e-05i,0.00075061-0.00043991i,-6.5065e-06-0.00092093i,-0.00036347-0.00083647i,-0.00057676-0.0010056i
-0.00040639+0.0017834i,0.00051158+0.0018002i,8.1724e-05+0.0021566i,0.00023422+0.0021406i,0.001238+0.0010816i,0.0017227-2.1082e-05i,0.0012319-0.00030709i,0.00022474-0.00062621i,-8.9323e-05+4.9664e-06i,-0.00031608+0.00023888i,-0.0005476-0.00022938i,-0.00048706-6.5017e-05i,0.00015663+0.00011686i,0.0014132+0.00016575i,0.001366-0.00018261i,0.00048838-0.00058157i,-0.00023255-0.0002615i,-0.0010372+0.00039545i,-0.00072857+0.00035148i,-7.1519e-05+6.9611e-06i,5.7082e-05+0.00052756i,0.00010396+0.00035294i,-0.00063109+3.5105e-05i
-0.0014113-5.5264e-05i,-0.0019052-0.00027195i,-0.0026176+0.00011115i,-0.002304+0.0007709i,-0.0020461+0.0014049i,-0.0010191+0.00096375i,0.0010386-0.00092345i,0.0011628-0.0018537i,2.1682e-05-0.0019204i,-0.00081155-0.0015521i,-0.0014206-0.00082201i,-0.0008113+0.00038957i,0.00053111+0.0010265i,0.00085891+7.0271e-05i,-0.00036146+9.3997e-05i,-0.00096276+0.00044607i,2.284e-05-0.0001621i,-4.3339e-05-8.3139e-05i,-0.0008833+0.00021526i,-0.00058014+1.779e-05i,-0.00019624+8.9356e-05i,-2.7051e-05+0.00046392i,-0.00017208+0.00042822i
8.3558e-05-0.0006895i,-0.001001-7.5088e-05i,-0.0010729+0.00081393i,-0.00015685+0.0017591i,0.00042745+0.001499i,0.00018562+0.00037895i,-3.1876e-06+0.00033085i,-0.00010671+0.00025888i,-0.00045455-0.00036456i,-0.00079873-0.00059558i,-0.00061196+3.1194e-06i,-0.0003212+0.00062851i,0.00036818+7.0031e-05i,0.00071565-0.001001i,0.00031932-0.0012778i,0.00024958-0.00053817i,7.228e-05+0.00031601i,2.3178e-05+0.0010563i,0.00072494+0.00070975i,0.0012454-3.4855e-05i,0.001475+0.00068833i,0.001338+0.0012375i,0.00045255+0.00013012i
-0.00039406-0.0015187i,-0.00046404-0.001629i,-0.0018844-0.0018707i,-0.0031728-0.0011285i,-0.0020452+9.6284e-05i,0.00043011+0.00031354i,0.0010908-0.00034722i,0.00015658-0.0011256i,7.0408e-05-0.0017481i,0.0005389-0.0017746i,0.00069096-0.001452i,0.00031967-0.00058137i,0.00047715-0.00014409i,0.0010317-0.00053413i,0.00023601-0.0003043i,-0.0014213+0.00071945i,-0.002171+0.00098586i,-0.0017262+0.00091756i,-0.00075197+0.0010853i,-0.00060126+0.00037472i,-0.00076584-0.0002862i,-0.00062579+2.9876e-06i,-0.00042978+0.00051296i
-0.0010945+0.00010456i,-0.0012752+0.00073304i,-0.0017786+0.0013889i,-0.00079171+0.0016681i,0.00055825+0.0030044i,0.00031516+0.0023331i,0.00028042+0.00038463i,0.00017486+0.00022507i,-0.0003248+0.00011482i,-0.00056211-0.00084281i,-0.00064614-0.00053221i,-0.00036482+0.00030399i,0.00017113+0.00013456i,0.0007985+9.4408e-05i,0.00041601-0.00083013i,-0.0011101-0.00072336i,-0.0015828+0.00034617i,-0.0011728+0.00056259i,-0.00073218+0.00075963i,-0.000486-4.8328e-05i,-0.00013012-0.00051389i,0.0010277-0.00020143i,0.0014149+0.00096068i
0.00059753-0.0011733i,0.00010423-0.0018916i,-0.00070132-0.0014806i,-0.0010793+0.00036081i,-0.00058369+0.0015562i,0.0011452+0.00067067i,0.0015757-0.00089421i,0.00071403-0.0012088i,-0.0003545-0.00082375i,-0.0007586-0.0013567i,-5.6533e-05-0.0018813i,0.0004178-0.0015347i,0.00051178-0.0011818i,0.00023997-0.0014422i,-0.0005271-0.0018507i,-0.0010127-0.0013531i,-0.00087803-0.00024439i,-0.00035116+0.00042139i,-5.288e-05+0.00053642i,3.3342e-05-2.6998e-05i,-0.00028773-0.00058387i,-0.000215-1.8616e-05i,0.00026784+0.00071907i
-0.00065147-0.00027179i,4.2788e-05+0.00054416i,0.00064422+0.0011307i,0.0010835+0.0018965i,0.0012681+0.0022873i,0.0012787+0.0012124i,0.00069611-0.0005046i,-7.4387e-05-0.001165i,-0.00073835-0.00086941i,-0.00052674-0.00082811i,-0.00011852-0.0006171i,-0.00033087+0.00027272i,0.00033438+0.00094801i,0.00077322+0.00080281i,0.00058043+4.9156e-05i,0.00034291-0.0009139i,-0.00019445-0.00055083i,-1.813e-05-0.0002055i,0.00042194+0.00012065i,0.00038324+0.00044351i,-0.00024197+5.0748e-05i,-0.00081251-0.00026037i,-0.00088993+3.3687e-05i
-0.00040613+0.000875i,-0.0013665+0.0001658i,-0.0022108-0.00021019i,-0.0019888+2.8683e-05i,-0.00097931+0.00060775i,-1.7007e-05-0.00034672i,0.00032718-0.0013598i,0.00023872-0.0011658i,0.00017246-0.00085024i,-0.00012595-0.00094514i,-0.00076976-0.0010922i,-0.00054404-0.00058377i,-0.00033202-6.2045e-05i,-0.00049234+0.00035722i,-0.00052775+0.0002659i,-0.0005851+0.00052275i,-0.00038139+0.00062978i,6.6989e-05+0.00073719i,0.00022608+0.00065982i,-3.3816e-05+0.00028993i,-0.00039583+0.00033484i,-5.7141e-05+0.0003254i,0.00059913+8.6829e-06i
0.0016605+0.0012145i,-0.00022379+0.00063063i,-0.00067335+0.00072808i,-0.0011658+0.00137i,-0.0011186+0.0010339i,-5.9103e-06+0.0001828i,0.00071783-0.00051733i,0.0010071-0.0006258i,0.00037797-0.00044672i,-0.00011536-0.00013839i,-0.00040514+0.0001719i,-0.00063538+0.00035664i,-0.00036869-0.00031172i,4.0034e-05-0.0012094i,0.0001953-0.0011496i,-0.00016619-0.00084816i,-0.00032172+5.5602e-05i,5.7893e-05+0.00091514i,0.00020114+0.00036897i,0.00056927-0.00063946i,0.000514-0.00029414i,0.00011795+0.00022438i,3.2436e-05+0.00032791i
-7.4581e-05+0.00032081i,0.0017312+0.00018752i,0.0021075+0.0010325i,0.00071805+0.0022566i,0.00054186+0.0024093i,0.0013794+0.0014228i,0.00019322+0.00059497i,-0.00061521+0.00053482i,-0.00013128+0.00042599i,-1.6294e-05-0.00042577i,1.0101e-05-0.0008909i,-4.956e-05-0.0003895i,-0.00044793-9.8928e-05i,-0.00035862-0.00028656i,0.00030248-0.00040425i,5.2172e-05-0.00048089i,-4.3346e-05+0.00014273i,0.00021609+0.00076733i,0.00038076+0.0005303i,0.00049021+0.00077746i,-5.2611e-05+0.00067671i,-0.00014237+3.2329e-05i,-0.00056231-0.00034919i
-0.00022707-6.7284e-05i,-0.00087965+3.7759e-05i,-0.0010928+0.0013799i,-0.00050187+0.0019692i,0.00019328+0.0010438i,0.0012177-0.00015382i,0.0011552-0.0007836i,0.00069979-0.0009376i,0.00036885-0.00070393i,-2.5348e-05-0.00082788i,-9.7982e-05-0.0010393i,0.00029722-0.00014762i,0.0010528+0.00058812i,0.0011369-8.2109e-05i,0.00056872-0.00062048i,0.00062617+5.3157e-05i,0.00040558+0.00079553i,-0.00043522+0.00044492i,-0.00091059-0.00029898i,-0.00087922-0.0005145i,-0.00056199-0.00011886i,-0.00042686+0.00023017i,-0.00040262+0.0004908i
0.0023902-0.00049394i,0.0016796-0.0016638i,0.0012874-0.0019587i,0.00086929-0.0012272i,-0.00015919-0.00086741i,-0.00041063-0.00093722i,0.00019602-0.00054424i,0.00093564-0.00065352i,0.00093636-0.0013471i,0.00087464-0.0014905i,0.00074255-0.0012469i,0.00064027-0.00081333i,0.00090929-0.00030226i,0.00090742-0.00040778i,0.00082266-0.00062597i,0.00017276-0.00063691i,-0.000391-0.00011884i,-0.00030746+3.8459e-05i,-3.2259e-05+0.00031799i,-0.00019935+0.00045239i,-0.00030873-0.00016557i,-0.000469-0.00029225i,-0.00071806-7.9439e-05i
-0.0022236-0.00032589i,-0.001708+0.0012937i,-0.0022032+0.0024854i,-0.002976+0.0033288i,-0.0027245+0.0029129i,-0.001054+0.00089545i,0.00027311-0.000302i,-0.00021622-0.00060467i,-0.00028927-0.00025792i,0.00030196-8.2319e-05i,0.00023451-0.00057937i,0.00038148-0.0004425i,0.0009573+0.0010029i,0.00085303+0.0011327i,0.00090446-0.00010392i,0.00064978-0.0004909i,0.0005235-0.00045883i,0.00022642+0.00015911i,-6.9397e-05+0.00066445i,0.00014657+0.00052421i,0.00094771+0.0008024i,0.0012459+0.0010055i,0.0006797+0.00046071i
0.0003924+0.00010837i,-0.00014008-0.0002167i,-0.00043623+0.00032072i,-0.00022208+0.0017912i,-0.00015318+0.0024475i,0.00020595+0.002377i,0.00084487+0.00097249i,-0.00013419-0.00026822i,-0.00093715-0.00032829i,-0.00068631-0.00013768i,-0.00091705-0.00065059i,-0.00082294-0.0013332i,-0.00046039-0.0012002i,-0.00053143-0.0011294i,-0.00026958-0.00057923i,-0.0006542-6.0793e-07i,-0.00068313-0.00013748i,-0.00024462+8.1537e-05i,-0.00011632+0.00052255i,-0.00035438+0.00025664i,-0.0011155-0.00038018i,-0.00094544-0.00089244i,-0.00024516-0.00087254i
0.0014875-0.0012003i,0.00055947-0.0012585i,1.3501e-05-0.0017949i,-0.00068564-0.0018541i,-0.00085182-0.00051659i,-0.00015532+0.00032299i,0.00046108+0.00036796i,0.00010228+0.00067141i,0.00030779+0.00019052i,0.0007775-0.00089759i,-0.00045013-0.00069373i,-0.00096531+0.00018007i,-0.00013852+0.00033438i,3.4769e-05-0.00029929i,-0.00064811-0.00046937i,-0.0013071+9.544e-05i,-0.001202+0.00098372i,-0.0008835+0.00066937i,-0.00014792-8.4999e-05i,0.00050409+0.0001319i,0.00075889+0.00060194i,0.00091569+0.00033464i,0.00028375-4.2035e-05i
