-0.0014896+0.00091094i,0.0005037-0.0015612i,0.00032325-6.8071e-05i,0.00094988+0.0025787i,0.0017164+0.0044802i,0.0028435+0.0040897i,0.0030624+0.0024178i,0.0016171+0.0019799i,0.0010209+0.0013297i,0.0015046+0.00073395i,0.0011309-0.00052307i,0.00047008-0.0020601i,0.00032186-0.0015192i,-0.00020059-0.0010974i,-0.00076249-0.0009866i,-6.2883e-05-0.00060663i,0.00021502-0.00084949i,-0.00018565-0.00055461i,-0.00035825-0.00048066i,-0.00029373-0.00072148i,-1.5e-05-0.00051658i,0.00011831+1.3032e-05i,0.00022349-0.00031942i
0.00083174-0.00021118i,-0.00010695-0.00070572i,-0.0012871-0.0013447i,-0.0009719-0.0010684i,-0.0010002+0.00045428i,-0.00063672+0.00095437i,0.0001623+0.00034895i,6.5794e-05+0.00079824i,-0.00018049+0.0010835i,-0.00047792+0.00072929i,-0.00039223-3.04e-05i,-1.6744e-05-8.558e-05i,0.0003247+0.00048153i,0.00041113+0.0002874i,0.00051526+0.00028401i,6.4625e-05+0.0008888i,-0.0003046+0.00063008i,8.3884e-05-1.7614e-05i,-0.00028409+0.00059237i,-0.0010589+0.00054198i,-0.00084446-0.00015257i,-0.00020167+3.5573e-05i,0.00045235-0.00035107i
0.00020994+0.0014412i,-0.00015251+0.00096481i,0.00082377+0.0018714i,0.0015033+0.0031081i,0.0019321+0.0022731i,0.0017599+0.00093999i,0.0011443+0.0010507i,0.00083303+0.001036i,0.00089864+0.00042014i,0.00060567+0.00034258i,0.00032019-0.00029761i,-0.00018194-0.00038352i,-0.00069677+0.00041993i,-0.00046796+0.00056736i,-0.00066553+0.00014172i,-0.00028739+0.00018713i,-0.0001779-9.861e-05i,-0.00056246-0.00052036i,-0.00056561-6.4446e-05i,-0.0003453-0.00026509i,-0.0013517-0.00050025i,-0.0011819-7.9762e-05i,8.9542e-05+0.00030629i
0.00069552+0.002176i,0.00061732+0.0017821i,0.00060893+0.00019615i,0.00028057-0.00047039i,0.00034658+0.00072424i,-0.00060981+0.0021846i,-0.00095036+0.0014645i,-0.00053037+0.00042398i,-8.6089e-05+1.3861e-05i,-0.00029461-0.00073857i,-0.00056712-0.00096419i,-0.00014307+0.00019546i,-0.00021244+0.0014551i,-0.00038778+0.0010509i,-0.00033754+0.00058955i,-0.0002063+0.00079514i,-0.00034281+0.00038471i,-0.00014727-0.00016088i,6.2601e-05+3.1099e-05i,-0.0006166+0.00043798i,-0.001191+0.00047237i,-0.0011019+0.00024301i,-0.00041419+0.00021822i
-0.00051396+0.0007152i,-6.9243e-05-0.00018044i,0.00096514-0.0008295i,0.0015181-0.00068543i,0.0015167-0.00054668i,0.00071125-0.00055163i,0.00021098+0.00020484i,0.00016645-4.9904e-06i,0.00068636+8.4147e-05i,0.0011222+0.00060206i,0.00047019+0.00050989i,-0.00024458+7.9265e-05i,-0.00036266-5.7589e-05i,-0.00078237+0.00024502i,-0.0009668+0.00063295i,-0.0006837+0.00037723i,-4.2004e-06-0.00043725i,0.00036658-0.00018319i,-0.00047205+0.00055733i,-0.00034333-3.7338e-05i,2.7231e-06-0.00074918i,-0.00054564-0.00043176i,-0.00063492-0.00039865i
-0.00089692-0.00085444i,8.82e-06+0.00015418i,0.00024171+0.0021341i,0.0010212+0.0026448i,0.0017857+0.0021436i,0.0015582+0.0020021i,0.0006875+0.0015777i,-0.00010991+0.00072121i,-7.6531e-05+0.0007199i,0.00016204+0.00080704i,0.00060501+0.0004575i,0.00035843+0.00026838i,-6.3695e-05-0.00055264i,0.00050737-0.0012193i,0.00031503-0.00048456i,0.00062564+0.00024223i,0.00080506-0.00051766i,0.0004555-0.00083901i,-1.1693e-05-0.00030153i,-0.00029099-3.9742e-05i,0.00017497-9.8767e-05i,-0.00036071-0.00065167i,-1.0821e-05-0.00067113i
0.00021553+0.0021573i,-0.00035792+0.0020977i,-0.00087897+0.0028743i,1.7039e-05+0.0031493i,0.0011587+0.0021997i,0.0020445+0.0009097i,0.0020788+0.00063046i,0.0011314+0.00085298i,0.00037337+0.00024959i,0.0001926-0.00095554i,0.00050285-0.0011144i,0.00081149-0.00060273i,0.00058221-0.00028499i,0.00053159+0.00027561i,0.00023401+0.00092797i,-0.00032139+0.00026511i,-6.5222e-05-0.0003735i,0.00039335-8.2567e-05i,0.0004705-0.0010318i,0.00027337-0.0021525i,-1.5093e-05-0.0013015i,-0.00037914-0.00018273i,-0.00063179+0.00020753i
-0.001803+0.00020748i,-0.0014239-0.00033741i,-0.0013878+0.0002385i,0.00029844+0.00063583i,0.0018654+0.0019267i,0.0018614+0.0023728i,0.00039526+0.0012442i,-0.00034773+9.4542e-06i,0.0002497-0.00012232i,0.00045284+0.00028251i,0.00098482+0.00012941i,0.0014804+9.4904e-05i,0.0008118-0.00016312i,-0.00014898-0.00058901i,-0.00032778-0.00095377i,2.6348e-05-0.0011857i,0.00057866-0.00081137i,0.00048223-0.00066356i,-8.9397e-05-0.001436i,-0.00010513-0.0011035i,-4.4799e-05+2.1442e-05i,0.00085226-0.0003759i,0.00077526-0.00057505i
0.0012902-3.1807e-05i,0.0004794+7.616e-05i,-9.1193e-05-0.00031017i,0.00051912-0.00090594i,0.00058871-0.00056577i,0.00076829+0.00059428i,0.0012837+0.0012949i,0.0010829+0.00069623i,0.00045019+0.00024213i,0.00018891-0.0003725i,-0.00027592+1.3527e-07i,-0.00029402+0.00065221i,6.3818e-05+0.00094991i,0.00017526+0.0014929i,-9.1425e-05+0.00096134i,0.00034114+0.00036205i,0.00089697-4.3875e-06i,0.00039301-0.00024007i,-0.00022212-0.00021083i,0.00034584+0.00026344i,0.0007871+0.00055053i,0.00089422-0.00022773i,0.00074499-0.00017761i
0.0010243-0.0012369i,0.00048322-0.00082774i,-0.00031227-0.00069433i,-0.00052442+0.00029638i,-0.00066566+0.0011947i,0.0004702+0.0018313i,0.0020983+0.001532i,0.0021484+0.00041902i,0.0013806-0.00060948i,0.00084294-0.00086882i,0.00055789-0.00083171i,0.00056268-0.00046859i,0.0010525-2.1311e-05i,0.0012311-0.00063885i,0.00036868-0.00075069i,-7.6052e-05-0.00010717i,0.00077056-0.00027382i,0.00153-0.00014905i,0.00095756+0.00015127i,0.0004225+7.5912e-05i,9.9044e-07+0.00047616i,-0.00054457+2.7376e-05i,-0.00056551-0.00029342i
-0.0011167+0.00082636i,-0.00035797+0.0017149i,0.00027149+0.0034198i,0.00066265+0.0038119i,0.001808+0.0028672i,0.0024288+0.0018135i,0.0017861+0.0014042i,0.0011848+0.00093486i,0.00040733+0.00034573i,0.00030014-0.00020057i,0.00014685-0.00068059i,-0.00055869-0.00010562i,-0.00012553+0.00021888i,0.00010826-0.00017785i,-0.00051479-0.00034188i,-0.00016752-0.00039854i,-3.9982e-06-0.00053812i,-0.00018797-0.00034337i,-0.00023685-0.00039196i,2.2098e-05-0.00034032i,0.00012004-4.8706e-05i,-0.00017117-0.00012009i,-0.00017068-0.00043016i
0.0015276-0.0015173i,0.00041543-0.0020952i,0.00071363-0.0022404i,0.00011872-0.00085951i,-0.0012461-0.00025578i,-0.0014017-0.00056396i,-0.00055594-8.1533e-05i,-0.0001761+0.00031571i,0.00058164+1.8397e-05i,0.00071788+1.2471e-05i,-0.00055639+0.00029081i,-0.00072638+0.00013207i,-0.00027392-0.00019344i,-0.00017834-8.1295e-05i,-0.00010967+0.00027647i,0.00042779+0.0010544i,0.00074316+0.0016218i,0.00011837+0.0015221i,-0.00044562+0.00071422i,-0.00047218+0.00011838i,-2.9832e-05+0.00030634i,0.00021528+0.00016236i,0.0001587-0.00029325i
0.00026023-0.0001634i,0.00095806+0.0012203i,0.00072788+0.0013219i,0.0010483-0.00026748i,0.0022325-7.9875e-05i,0.0016476+0.00044041i,0.00059083+0.00011246i,0.00049242+0.00020579i,-6.4859e-05+0.00017339i,-0.00091523+0.00011289i,-0.00081105+0.00061782i,-0.00044765-5.7878e-05i,-0.0001997-5.2586e-05i,-0.00040864+0.00071876i,-0.00065856+0.00044914i,-3.0356e-05+0.0007137i,0.00035114+0.001247i,0.00042101+0.0010868i,0.0002378+0.001028i,2.1672e-05+0.0011158i,0.00017331+0.001517i,0.00086269+0.0011383i,0.00087504-0.00010227i
-0.00059407+0.00066045i,-0.0010818+0.0014292i,-0.001042+0.00089266i,0.00018028+0.00053196i,0.00094553+0.00087739i,0.00085169+0.001621i,0.00032767+0.0014068i,-0.00017939-0.0001955i,-0.00018572-0.00028458i,-0.00072712+0.00040946i,-0.00072842-8.9851e-05i,-0.00041253-0.00044135i,-0.00010765-0.00031077i,0.00018193-0.00031131i,0.00026865+8.1803e-05i,0.00052645+0.00055615i,0.00080053-4.844e-05i,0.0010936-0.00015737i,0.00073741+0.00031526i,-1.5085e-05-0.00022268i,0.00048702-0.00068432i,0.0012091-0.00062291i,0.00083697-0.0010678i
-0.00063975-0.00075194i,0.00062331+0.00030746i,0.0019224+0.00080296i,0.0022954+0.0012059i,0.0013758+0.0014276i,0.00077527+0.0020721i,0.00059461+0.0025282i,0.00052065+0.0013323i,0.00058327+0.00014696i,0.0006079+8.7648e-05i,6.4145e-05+0.00044254i,-0.0004427+0.00089605i,-0.0001624+0.00012848i,-0.00023027-0.00018535i,-2.3527e-05+0.0005447i,0.00029355+0.00064953i,-1.7081e-05+1.4641e-05i,-0.00052264-1.6946e-05i,-0.00086521-0.00053817i,-0.00092249-0.0007012i,-0.00024985-0.00041634i,0.00096573-0.00079027i,0.0011284-0.00058657i
-0.00020046+0.00077428i,0.00058221+0.0013611i,0.00019703+0.00059734i,4.0362e-05+0.00049365i,0.00020217+0.00096624i,0.00011837+0.0015476i,0.00083754+0.001255i,0.0012308+0.00086812i,0.00081555+0.0012447i,0.00031649+0.00070848i,0.00031728-5.8959e-06i,0.0006192+0.0002112i,0.00040971+0.00051146i,-0.00021195-9.952e-05i,-0.00030206-0.00029621i,0.00018027-7.0527e-05i,0.00039332+0.00037983i,-3.1284e-05+0.00059094i,-2.1003e-06-0.0002418i,0.00036366-0.00028903i,0.00037864+0.00017814i,0.00016067+0.00019388i,-9.9981e-05-4.164e-05i
-0.0014212-3.5228e-05i,-0.001132+0.00018845i,-0.00053658-0.0010075i,-1.0099e-06-0.0013082i,0.000833+1.1101e-05i,0.0013902+0.00040819i,0.00065229+0.00038917i,0.00031303-0.00015717i,0.00055118+3.0198e-05i,6.7166e-05+0.00034112i,-0.00047827-0.00049771i,-4.1187e-05-0.0010415i,-2.5739e-05-0.00059956i,-6.9711e-05+9.8016e-05i,-0.00039733+0.00034867i,-0.00071814+0.00024361i,-0.000248+0.00057128i,-6.322e-05+0.00038675i,0.00038151+0.00041371i,0.00018286+0.0002168i,-0.00015884-0.00031478i,-9.4603e-05-0.00010353i,-0.00012663+5.7799e-05i
2.8739e-05+0.0018438i,0.0017888+0.0013832i,0.0029405+0.0013564i,0.002843+0.0021107i,0.001728+0.0014193i,0.0010502+0.00030745i,0.0010792+0.00031575i,0.00044004+0.00082253i,-0.00078884+0.00062516i,-0.00071682+3.7205e-05i,0.00010003-2.2096e-05i,5.42e-05+0.00049557i,-0.0001073+0.00077099i,2.8353e-05+8.7387e-05i,-2.3849e-05+4.165e-05i,0.00056376+0.00028677i,0.00061914-0.0005145i,0.00039991-0.00069048i,0.00068958-0.00069907i,0.00013364-0.00085527i,-0.00065932-0.00022908i,-0.00076156+1.2246e-05i,-0.00030035-6.4473e-05i
-0.00028224+0.00069109i,0.00015268+6.8227e-05i,0.00041117+0.000981i,0.00066672+0.0016774i,0.00080721+0.0019374i,0.00057242+0.001787i,0.0010526+0.0012733i,0.0015633+0.0010091i,0.0013056+0.00095139i,0.0012263+0.00082161i,0.001053+0.00039935i,0.00027345-0.00072243i,0.0002869-0.0010136i,0.00038712+4.3414e-05i,-0.00050011+0.00075698i,-0.00071333+0.00034648i,-0.00068478-4.2086e-05i,0.00010095+0.0005697i,0.00052372+0.0010497i,0.00031367+0.00065258i,0.00050884+4.7327e-05i,0.00079901-0.00072555i,0.0014313-0.0010279i
-0.0008459-0.00041404i,-0.00016062+0.00065721i,-0.00010505+0.00058966i,-0.00068015+0.00019361i,1.8202e-05+0.00083798i,0.0013842+0.0015974i,0.0015897+0.0015627i,0.0014375+0.00041276i,0.00075477+0.00022173i,0.00050852+0.00060158i,0.00068705+0.00079147i,5.487e-05+0.0011001i,-0.00037406+0.00085952i,-0.00019197+0.00018821i,0.00019561+0.00040705i,0.00044513+0.00061025i,0.00055153-0.00023328i,0.00047359-0.00039007i,-0.00022067-0.00042156i,-0.00016146-0.00049985i,0.00021487-7.1702e-05i,-0.00036909+0.00021353i,-0.00038106-0.00035119i
0.0015346-0.00081605i,0.0012477-0.00010683i,-0.00079054-0.00013985i,-0.0023273+0.00043368i,-0.0015424+0.0014652i,-5.6474e-05+0.0015428i,0.00063251+0.0013137i,0.00096876+0.00082359i,0.00054194+0.00020478i,0.00026858-4.9084e-05i,0.00075974+0.0001889i,0.00044353+0.00037455i,0.00049841-0.00037262i,0.0010742-0.00021995i,0.00062584-1.172e-05i,0.00052308+3.6977e-05i,0.00078289+0.00020194i,0.00054303+0.00046923i,0.00074158+0.0015133i,0.0005502+0.0015739i,0.00073115+8.3274e-05i,0.00074381-0.00050148i,9.1923e-05+0.00012333i
-0.00072277-9.0246e-05i,0.00029239-0.00016184i,0.00046528+0.00031235i,0.0016086+0.0010303i,0.0026081+0.001069i,0.0027295+0.0010443i,0.0020683+0.0011069i,8.4602e-05+0.00010796i,-0.00017938+0.00022017i,0.00029162+0.00076496i,6.316e-05+0.0010843i,0.00010185+0.0003599i,0.00076665-0.00036006i,0.00024229-0.00015767i,-0.00045806-4.3522e-05i,-0.00034212-0.00026481i,-0.00058384-0.00016276i,-0.00023299+0.00064243i,8.6748e-05+0.00029833i,0.0001012-0.00047343i,0.00010823-0.00050447i,0.00055274-0.00017637i,0.00056682+0.00027147i
0.00018184+0.00030664i,0.00078936-0.00015429i,0.00047522+0.0013213i,0.00025726+0.0024376i,0.00028967+0.0021406i,0.00034626+0.0017629i,0.00033442+0.0022913i,0.00058439+0.002106i,0.00082175+0.0010456i,-2.328e-05+0.00096448i,-0.000438+0.0013812i,-0.00013364+0.0015142i,0.00027228+0.0012474i,-2.0449e-05+0.00079995i,0.00015575+0.00043118i,0.00081285+0.00012873i,0.00064818+0.00077538i,8.8824e-05+0.0017707i,-4.3302e-05+0.0014734i,-2.8336e-05+0.00059937i,-0.0002924+0.00010207i,0.00019199-0.00015873i,-3.4158e-05+2.1399e-05i
0.00043677-0.0019321i,-0.00024434-0.0011189i,-0.001182-8.1101e-05i,-0.0011046+0.0002333i,-0.00078398+0.0014485i,-0.00067208+0.0027564i,-0.00021958+0.0024802i,-0.00019364+0.0012126i,0.0007825+0.00083791i,0.0016726+0.0011583i,0.0007996+0.00052113i,-7.3865e-06-0.00045535i,0.00013402-0.00063348i,0.00045176-0.00062555i,0.00014867-0.0012098i,-0.00032891-0.00085654i,-7.0513e-05+9.2981e-05i,0.00022401+0.00029997i,0.00079952+0.0004678i,0.0012208+0.00055949i,0.00042149+0.0004129i,-0.00025312-0.00026916i,6.981e-05-0.00043948i
-0.00067379+0.0015127i,-0.00054634+0.0008835i,-0.0011556+0.00033658i,-0.00074971+0.0006718i,-0.00041772+0.0015635i,0.00019421+0.00048798i,0.0015307+4.5769e-05i,0.00080458+0.00045357i,-0.0001585+0.00017513i,-5.158e-06-0.00017185i,0.00019888-0.00022558i,0.00024269+0.00012714i,0.00019731+0.00066575i,-3.3187e-05+0.00037259i,0.00012652+0.00025691i,0.00016242+0.0006157i,-0.00017186+0.00086376i,-0.00035058+0.00027107i,0.00021887-0.00015731i,0.00054256+0.00013778i,-0.00018398-0.00055944i,-0.0001002-0.0011151i,0.00010454-0.00052957i
-0.00019992-0.00019533i,-0.00089031-0.00017252i,-0.0012826+0.00020397i,-0.00051879+0.00043596i,-0.00013825+0.00064381i,-5.1689e-05+0.0017349i,0.00013685+0.0021964i,0.00032799+0.0017654i,0.00014661+0.00080643i,8.5908e-05+0.00041828i,-0.0001132+0.00060068i,-0.00017134+0.00022549i,-0.00015651-4.2133e-05i,-0.00019112-0.00039302i,6.9232e-05-0.00024412i,0.00049793+0.00019192i,-3.4235e-05+0.00012403i,-0.00024677+0.00022726i,0.0001666+0.00045843i,0.00039571+0.00059538i,0.00073158+0.00040955i,0.00034015+0.0001899i,-0.00021727+0.00021344i
0.0022236+0.00020253i,0.0020429+4.9265e-06i,0.002888+0.0003692i,0.0032387+0.00091928i,0.0023618+0.00074363i,0.0012244+0.0017512i,0.00033222+0.0026949i,-0.00048325+0.0018496i,-0.00029915+0.00054234i,-0.00055318+0.00056806i,-0.00053193+0.00061558i,-7.9736e-05-0.00037967i,0.00023521-0.0012839i,-1.887e-05-0.00027488i,4.5067e-05+0.00061755i,0.00088122+0.00058206i,0.00051371+0.00053129i,-0.00040149+0.00046918i,-0.00018362-5.1035e-05i,0.0004788-3.5276e-05i,0.00057482+0.00068396i,0.00014979+0.00028956i,-5.9285e-05-0.00085017i
0.00019839+5.132e-05i,-0.00064563+0.00031345i,-0.0010827+0.0011168i,-0.000923+0.0014593i,-0.00071362+0.0017106i,-0.00093124+0.001671i,0.00010946+0.0010128i,0.0012185+0.00018503i,0.00093429-0.00014498i,0.00044735-0.0010325i,0.00027607-0.0013927i,0.00051374-0.00021981i,0.00041708+0.00047173i,8.0895e-05+0.00049811i,3.2247e-05+0.00053345i,5.39e-05+0.00024363i,7.4387e-05+0.00010456i,-0.00028063+0.00017877i,-0.0008579-2.2937e-05i,-0.0013093+0.00041989i,-0.00042466+0.00068112i,0.00026304+0.00016474i,0.00079167-0.0003353i
-0.00077344+0.0009236i,-0.00019004+0.0014199i,4.6381e-05+0.0022303i,0.00017919+0.0022584i,0.00093095+0.00127i,0.00074257+5.51e-05i,0.00041963+0.00014766i,0.00060863+0.00044693i,0.00061677+5.1843e-05i,0.00027426-0.00010034i,-0.00015505-0.0001434i,0.00039995+0.00021053i,0.00085595+0.00033562i,0.0005042+0.00026694i,0.00036756+0.00048594i,0.00021577+0.00060687i,0.00024845-8.5408e-05i,0.00032789-0.00030772i,0.00019729+0.00035172i,0.00049565+0.00051908i,0.00053197+0.00049977i,7.7969e-05+0.00017385i,-0.00024521-0.00039337i
0.000615+0.0011509i,0.00082964+0.0016712i,0.00017447+0.0014715i,0.00043294+0.00032701i,0.00094483+0.00047473i,0.00054461+0.001527i,-0.00010679+0.0023442i,-0.00042105+0.0017206i,-6.4042e-05+0.00098865i,2.8045e-05+0.00081587i,0.00013705+0.00011191i,7.6314e-05-9.1511e-05i,-0.000411+0.00041153i,-0.00031731+0.0010566i,0.00014742+0.00094861i,-5.5401e-05+0.00073371i,-6.884e-05+0.0011329i,0.0001397+0.00074234i,0.00023312+0.00057773i,0.00053851+0.0011831i,0.0002079+0.00061917i,-0.0002262-0.00038038i,0.00023034-0.0011605i
0.0012842+0.00046027i,0.0014588-1.3247e-05i,0.0018604+0.00073887i,0.0013689+0.00095533i,0.0020841+0.0010221i,0.0023278+0.0012632i,0.0018471+0.0012444i,0.0011401+0.0011605i,0.00018589+0.00084568i,0.00033441+0.00080041i,0.00060226+9.1342e-05i,9.4506e-05-0.00098168i,-0.00032884-0.0011895i,-6.8743e-05-0.00053989i,0.00039017+0.00028212i,0.00061441+0.0006327i,0.00077291+0.00051003i,0.00097671+0.00014i,-4.1394e-06-0.00048255i,-0.00077107-0.00064446i,0.0003394-0.00019894i,0.00070422+0.00013263i,-8.4121e-06+0.00014371i
0.00063214+0.00041467i,0.0005138+0.001114i,-0.00024156+0.00076639i,-0.00066227+0.00079959i,-0.00085803+0.0012211i,-0.0016419+0.0018093i,-0.0013192+0.0014687i,-0.00045248+0.00096795i,0.00025285+0.00033099i,0.00057841-0.00025698i,0.00056188-0.00031881i,-0.00011261-1.0443e-05i,-0.00036569+0.00025444i,0.00026109+0.00085676i,-0.00065333+0.00093429i,-0.0012703+0.00050414i,-0.0010076+0.00058478i,-0.00069205+0.00031243i,-0.00027873-0.00019678i,6.6962e-05-2.7387e-05i,0.00034523+0.00011599i,0.00022103+0.0002842i,0.000914+0.0003991i
8.2903e-05-0.001157i,-0.00070367-0.00024122i,-0.0010629+0.00037866i,-0.00027191+0.0012027i,-0.00025813+0.0021334i,-0.00015045+0.0024266i,0.00063731+0.0019636i,0.00025367+0.00091894i,-0.0003455+0.00075534i,2.9071e-05+0.001504i,-8.8994e-05+0.0012663i,-0.00061474+0.00034803i,9.5332e-06-0.00079862i,0.00087292-0.00068263i,0.00044558+0.00047471i,0.00036251+0.00042028i,0.00030782-0.00048306i,0.00070933-0.00098145i,0.0012554-0.00041818i,0.00043164-0.00050758i,0.00014762-0.00071672i,0.00047558-0.00085124i,0.00030754-0.00013209i
0.0012574+0.00080125i,0.0013231+0.00033644i,0.0008847-0.00031969i,0.0012635-0.00099093i,0.0014539-0.0012432i,0.0012065-0.00041314i,0.00097675-9.4555e-05i,0.00095283+0.00025688i,0.00067067+0.00074307i,-0.00035564+0.00062705i,-0.00047455-0.00014983i,-0.00028302-0.00072724i,-0.0004082-0.00072327i,-0.00025692-0.00037682i,0.00014259+7.0203e-05i,0.00028163+0.00022752i,0.00063691+0.00079676i,4.6357e-05+0.00097117i,-0.00053518+0.00012259i,1.8306e-05+0.00022333i,0.00040655+0.00096758i,0.00067086+0.00034413i,0.00033591-0.0002145i
0.00075172+0.0010532i,4.8745e-05+0.00090292i,2.0015e-06+0.0012056i,0.00079579+0.00026447i,0.00071725+3.2917e-05i,-4.4842e-05+0.0010288i,0.0012283+0.0010934i,0.0018441+0.0012578i,0.00086383+0.0013009i,-0.00011959+0.00076849i,-0.00085433+0.00019832i,-0.00089625+0.00020122i,-0.00071788+0.00044792i,-0.00056339+0.00020411i,-0.000291+0.00053234i,-0.0001846+0.0010918i,0.00034548+0.00053766i,0.00048425+3.3189e-05i,0.00024674+7.4565e-06i,0.00016479-0.0003608i,0.0001999-0.00065019i,7.9843e-05-0.00039362i,-0.00047367+2.6875e-05i
0.00016849-0.00029546i,-0.00092169+0.00061258i,-0.00061286+0.0018024i,0.00042779+0.0025865i,0.0010554+0.0027009i,0.00081384+0.0025093i,0.00091452+0.0023766i,0.00097791+0.0015918i,0.00020713+0.00037351i,-0.00039365+0.00012925i,-6.6375e-05+0.00026285i,-0.00018936+0.00073127i,-0.00034453+0.00112i,-0.00063216+0.0009434i,-0.00010676+0.00013586i,0.00010549-8.2281e-05i,-0.00022779+5.1721e-06i,-0.00030565-5.8833e-05i,-0.00034163+0.00020117i,-0.00034106+0.00052454i,-0.00017303+0.00042483i,0.00032668-9.2584e-06i,0.00064125-0.00039934i
0.00075376+0.00048652i,0.00023073+0.0004874i,0.00056846-0.00095891i,-0.00028137-0.0010716i,-0.00068224-0.00025826i,0.00012503+0.00079983i,0.00031717+0.0021867i,0.00071639+0.0015794i,0.00085237-4.8409e-05i,0.00054066-0.00055754i,0.00014436-0.00042298i,0.00042759+0.00025014i,0.0003461+0.00078497i,-0.00011656+0.00036329i,0.00012614-0.0004027i,0.0005995-0.00078681i,0.00030849+1.5109e-05i,-0.00025475+0.00082037i,-0.00078586+0.00066149i,-0.00094902+0.00010904i,-0.00057964-0.00028589i,-0.00046988-0.0003014i,-9.8902e-05-0.00067235i
-0.00069263-0.00029862i,-0.0012463+0.00021145i,-0.00087008+0.00070178i,0.00066189+0.0012182i,0.0013037+0.0014727i,0.0011542+0.00081444i,0.00096425+3.5505e-06i,0.0010999+0.00016351i,0.0004317+0.00017276i,-0.00013644-0.000111i,-4.6218e-05+9.3627e-05i,-1.9399e-05+0.00041222i,-0.00035126+0.00075857i,-0.0004294+0.00044097i,0.00028247-1.7263e-05i,0.00045667+0.00015563i,-0.00031847+0.00031016i,-0.00042225-8.6371e-05i,0.00019864-0.00047974i,0.00048832+3.3788e-05i,-0.00023449+0.00026361i,-0.00074724-0.0002411i,-0.00045362-0.00049667i
3.1779e-05-0.00097072i,0.001038-0.0011051i,0.0017481-4.0713e-05i,0.0018554+0.0016086i,0.0017672+0.0027222i,0.00131+0.0022504i,0.00047332+0.00092602i,-9.8185e-05+0.00051624i,-0.00031322+0.00046833i,0.00028855+0.00031305i,0.00095038+0.00035136i,0.00060834-0.00052323i,0.0011466-0.0012788i,0.00078855-0.0006316i,-0.00019852-7.3034e-05i,-0.00041923+0.00034866i,-0.00029837+0.00051736i,-0.00033081+0.00048191i,-0.00034297+0.00044141i,5.4305e-06+0.00068612i,-0.00019582+0.00059489i,-0.000478+0.00068704i,-0.00024287+0.00071279i
-0.00029574+0.0018121i,7.44e-05+0.0015452i,-3.8224e-05+0.0022418i,-8.2313e-05+0.0022311i,0.00013373+0.0018417i,0.00035218+0.0015487i,0.00054741+0.0014164i,0.00062923+0.001697i,0.0007802+0.0016995i,0.00065949+0.00090823i,0.0005265+0.00020058i,-0.00016054+0.00047078i,-0.00085989+0.00011914i,-0.00093569-0.00083751i,-0.00012966-0.00056645i,0.00092902+0.00015245i,0.00060861+0.00042105i,0.0002669+0.0001648i,0.00071796+0.0005797i,0.00050628+0.00099459i,0.0004301+0.00084763i,0.0004265+0.00059598i,0.00031729-1.8752e-07i
-0.00027525+6.0486e-05i,-0.0012982+0.00029134i,-0.00064669-2.5296e-05i,-0.00029821+0.00031739i,-5.08e-05+0.00065929i,0.00031956+0.0012676i,0.00029636+0.0013152i,0.00037788+0.000435i,5.0955e-05-0.00030767i,-0.00055575-3.1072e-05i,-0.00063419+0.00024524i,3.2708e-05-0.00010967i,7.6624e-05-0.0005108i,-0.00022908-0.00051029i,7.3307e-05-9.5434e-05i,3.0971e-05+5.5779e-05i,-0.00028077+0.0006835i,-3.2e-05+0.001156i,-0.00012788+0.00069579i,-0.00011364+0.00040712i,0.00041733+0.00075736i,0.00011132+0.0013306i,-0.00057795+0.001515i
0.001428-0.0012203i,0.0019219-0.00066831i,0.00047997-0.00015621i,-0.00028742+0.000189i,0.00028518+0.0012472i,0.00079235+0.0026873i,0.0010694+0.0019729i,0.00072677+0.00098869i,0.00028067-0.00021459i,-3.8572e-05-0.0012831i,3.789e-05-0.00097884i,0.00085296-8.7656e-05i,0.0011892+0.00049032i,0.0010569+0.00085952i,0.00059759+0.00057432i,0.00023242-0.00029203i,3.1991e-05-0.0010338i,-0.00035177-0.0005133i,-0.00064867-0.00021328i,-0.00058288+0.00011648i,3.1923e-05+0.00077195i,5.0368e-05+0.00076584i,-0.00011419+0.00077695i
-0.00075625+0.00093902i,-0.00079365+0.0016802i,-0.00058099+0.0010442i,0.00016171+0.0010153i,0.00030309+0.0013467i,9.6575e-05+0.0021451i,0.00041982+0.0027878i,0.0008208+0.0021951i,0.00036388+0.0012498i,0.00014211+0.00060278i,-0.00032+0.00027658i,-0.00078804-2.2915e-05i,-0.00020331-0.00014341i,0.00021715-7.7559e-05i,0.00080815-0.00035824i,0.00098546-2.7224e-05i,0.00061765+1.1791e-05i,0.00049563+0.00010961i,-1.653e-05+7.6041e-05i,-0.00079387-0.00010409i,-0.00054219+7.0108e-05i,5.1795e-05+0.00013925i,0.00030173+0.00011627i
-0.0018492-0.00024429i,-0.0022753+0.00035807i,-0.0012498+0.0016333i,0.0011941+0.0022634i,0.0020251+0.0024359i,0.0014135+0.0019513i,0.0014555+0.0013515i,0.0014371+0.0004932i,0.0011511-2.4312e-05i,0.00016571-0.00023249i,-0.00031856-0.00071669i,0.00010691-0.00073684i,2.0672e-05+5.0415e-05i,-0.0004682+0.00030666i,-5.7102e-05+0.00025047i,0.00046349+0.00038029i,0.00018305+0.00013223i,0.00010788+6.9128e-05i,-0.0002184-0.00025724i,-0.00073268-0.0010028i,-0.00074055-0.00084515i,-5.9823e-05-0.0002523i,0.00067842-0.00029293i
