0.001183+0.00027355i,0.0011116-0.00048517i,0.00065928-0.0015126i,-0.0021029-0.0025787i,-0.0040435-0.0018056i,-0.0043978+0.00030804i,-0.0024341+0.0019708i,-0.00027163+0.0018105i,0.00080067+0.00044225i,0.0006177-0.00061716i,0.00018305-0.00091066i,0.00021404-0.0007344i,0.00064805-0.00056353i,0.0009766-0.00028504i,-0.00022408-0.00026515i,-0.001388+0.00022878i,-0.00071939+0.00060804i,0.00037247+0.00068452i,0.00048421+0.00054832i,-0.00019174+0.00042431i,-0.00012453+0.00070443i,0.00042387+0.00094772i,0.000242+0.0010111i
-0.000295+6.0683e-05i,0.00015145+7.2886e-05i,0.00030408-0.001376i,-0.00063249-0.0020879i,-0.0012566-0.0011606i,-0.0015373+5.9576e-06i,-0.0015563+0.00052133i,-0.0012137-1.2262e-05i,-0.00080393-0.0002953i,-0.00052075+0.00032872i,9.2696e-05+0.00098388i,0.00044776+0.0013695i,0.00025243+0.0014679i,-0.00071804+0.00064466i,-0.0015324-0.00010691i,-0.00098025-0.00047782i,-7.3414e-05-0.00038334i,0.00032838-0.00014087i,0.00038308+0.00038898i,-0.0004784+0.00041182i,-0.001082-0.00059912i,-0.0010245-0.00090957i,-0.0004071-0.00055625i
0.0008059+0.0012615i,0.0012169+0.0017926i,0.0011983+0.00079085i,0.0007108-0.00043715i,-0.0010317-0.00090491i,-0.0023971-0.00091333i,-0.0022937-0.00054398i,-0.0010068+7.3115e-05i,4.9193e-05+0.00068998i,7.4122e-05+0.0012374i,0.00035478+0.0011237i,0.00039543+0.00033185i,-0.00027587+0.00049935i,-0.00082633+0.00066303i,-0.0005309+0.00051423i,-8.4169e-06+5.3179e-05i,5.66e-06-0.00017865i,-0.0003322-0.00016081i,-0.00056352-0.00037805i,-0.00064458-0.00020092i,-0.00036862+0.00016373i,-0.0001214-0.00013117i,0.00021028-0.00048308i
0.0012555+0.0018031i,0.0013523+0.0014502i,0.0014555+0.00066398i,0.0010412-0.00056517i,-0.0011242-0.0011287i,-0.0026673-0.0003771i,-0.0011922-0.00010585i,0.00023804+2.0887e-05i,0.00023378+0.00034852i,0.00014944-0.00052407i,0.0002451-0.00061664i,0.00048656+1.869e-05i,0.00091709-0.0004103i,0.00058646-0.00077181i,-0.00024123-0.0004862i,-7.5019e-05+0.00028259i,0.00051312+0.00038886i,0.00076278-0.00031673i,0.00051158-2.1032e-05i,0.00012453+0.00043934i,0.00046419-0.00031923i,0.00041083-0.00017288i,-0.00022241+2.2627e-05i
0.0015+0.00015856i,0.00043869+0.00021934i,-0.00077743-0.00077161i,-0.0020209-0.0018269i,-0.0020686-0.0016711i,-0.0013059-0.00026107i,-0.0012942+0.00017434i,-0.00054094-0.0002386i,-5.2532e-05-0.00045752i,-0.00056297+0.00028778i,-0.00039655+0.00026678i,-0.00038757+2.0816e-05i,-0.00058278+0.00028443i,-0.0008406+0.00033607i,-0.00029203+0.00019545i,0.00058574+0.00014255i,0.0006678+0.00047565i,-3.588e-05-0.00026036i,-0.00017716-0.00031635i,0.00028992+0.00093947i,8.5634e-05+0.00096818i,9.3546e-05-0.00040289i,0.00050723-0.00097757i
4.9256e-05-9.6923e-05i,0.0006394-0.00013408i,-0.00034267-0.00071438i,-0.0012607-0.00091914i,-0.0020197-0.00066057i,-0.0019906-0.00032769i,-0.001148+0.00038762i,-0.00076253+0.00034671i,-0.00085842-0.00020024i,-0.00070998-0.00013831i,-0.00051982+0.0006245i,0.00012839+0.00062695i,0.00039891+0.00035011i,-0.00020718-0.00012996i,-0.00028496-0.0007434i,-0.00056945-0.00040862i,-0.00049347-0.0004965i,-3.4421e-05-0.00019987i,0.00020824-7.9785e-06i,0.00075461+0.00010344i,0.00074424+0.00057805i,0.00079966+0.00029522i,0.00044036-0.00048967i
0.0023399+0.0012104i,0.0013351+0.00038769i,0.001364-0.0012469i,0.00086013-0.0013502i,-0.001203-0.00085696i,-0.0022188-0.00024906i,-0.0016712+0.00077469i,-0.00067394+0.00090385i,-7.1565e-05+0.00064336i,7.1364e-06+0.00026986i,0.0002689-0.00019731i,-0.00021466+0.00038299i,-0.00037214+0.00032855i,0.00038003+0.00013283i,0.00036642-8.606e-05i,-0.00010612-0.00064274i,-5.2063e-05-0.00085778i,0.00054892-0.00083024i,0.00059536-0.00016203i,0.0010085+0.00081154i,0.0014757+0.00045152i,0.00091119-0.00027582i,-9.7407e-05+9.3168e-05i
0.0012788+0.00043828i,0.00065314-0.00054936i,0.0011981-0.0013556i,0.00074543-0.0013517i,-0.00066617-0.0013367i,-0.00058175-0.00094267i,-0.00066507-0.00056669i,-0.00079972-0.00093724i,-0.00039644-0.00059855i,6.8164e-05-0.00040909i,-0.00021995-0.00036291i,-0.00028133+0.00032273i,0.00066995+0.00053587i,0.00039194+0.00026471i,8.3023e-05+0.00036528i,0.0006664+1.0984e-05i,9.4481e-05-0.00038531i,-0.00035307-0.00059491i,0.00046462-0.00041434i,0.00055265+0.000528i,3.5316e-05+0.00033755i,-7.3247e-05-0.00071018i,0.00012479-0.001181i
-0.00021044+0.00036689i,0.00078748+0.00096669i,0.00018505+0.00038089i,-0.00071297-0.00016258i,-0.0015139-0.00034186i,-0.0012408+0.00017213i,-0.00034752+0.00038297i,-0.0005052+0.00028492i,-0.00035474+0.00015896i,5.1408e-05-0.00020749i,0.00029483+0.00061157i,0.00028549+0.0013421i,0.00017328+0.00053847i,0.00049709-0.00025916i,0.001067-0.00031511i,0.00067672-0.00023454i,-0.00036632-6.7254e-05i,-0.0007705+0.00029222i,-0.00086171-0.00038091i,-0.00099774-0.00083872i,-0.0011854-0.00030039i,-0.00069036-0.00019199i,-0.00064341-0.00013676i
-0.0010736+0.0017263i,0.00011799+0.0020009i,0.0018132+0.0023567i,0.0020158+0.0012093i,0.00076783-0.00025771i,-0.00015082-0.00014375i,-0.00070675+0.00047101i,-0.0004591+0.00022291i,-8.5285e-05-0.00028638i,0.00030264-0.00043026i,0.00027343+0.00035788i,0.00047237+0.00048232i,0.0010754+9.1362e-05i,0.00087189+0.00014608i,0.00025591+7.4543e-05i,0.0005983-0.00041874i,0.0009536-0.00010579i,0.00047269-0.00035384i,-0.00010354-0.00098355i,-0.00079447-0.0014007i,-0.0010972-0.0015081i,-0.00019946-0.00091401i,-4.2341e-05-0.00047403i
0.0012283+0.0011431i,0.00099232+0.0014373i,0.00055278+0.00050243i,-0.00032781-0.00046981i,-0.0012402-0.00081904i,-0.0014853-0.00030931i,-0.0014899+5.5425e-05i,-0.00089931+0.0005967i,-0.00017029+0.00051377i,-0.0002682-9.363e-05i,-4.4846e-05-0.00097525i,-0.00022495-0.0013438i,-0.00034719-0.00087818i,0.0005324-0.00022702i,0.00057435+3.6305e-05i,0.00041026+0.00054826i,0.00044608+0.0011082i,0.00025121+0.00070744i,0.00060155-0.00037549i,7.8235e-05-0.00024514i,-0.00061537+0.00071349i,-0.0006266+0.00052753i,0.0002985+5.9429e-05i
-0.0012156+0.0011489i,-0.00016565+0.0012079i,-0.00016909+0.0013907i,-0.00094538+0.00037091i,-0.0010565-0.00063464i,-0.00011573-0.00035852i,-6.6453e-05+0.0010475i,-0.00050365+0.001356i,0.00021024+0.00028165i,0.0002719+0.00030467i,5.3921e-07+0.00092352i,0.00083575+0.00059644i,0.0013569-0.00082504i,0.0015604-0.00057514i,0.0015121+0.0005857i,0.00051328+0.00058098i,-0.00037811-6.6563e-05i,-0.00024615+0.00018383i,-0.00042106+0.00046271i,-0.0005626+0.00024218i,-0.00023968+0.00037473i,0.00013373+0.00011781i,-2.8071e-05+1.1704e-05i
0.00118-0.0011667i,0.00078509-0.00024161i,-0.0003769-0.00057217i,-0.0012535-0.0012092i,-0.0021485-0.00063176i,-0.0029182-0.00030659i,-0.0023857-0.0010034i,-0.0013917-0.0012307i,-0.001475-0.00014428i,-0.0015967+0.00057891i,-0.0010066+0.00065314i,-0.0004661-0.00035137i,-0.00042045-0.0011341i,0.00035408-0.0011741i,0.001115-0.00039395i,1.2388e-05-0.00022112i,-0.0004368-0.00078119i,0.00054056-0.00045883i,0.00083858+0.00012772i,0.0004713+0.00038551i,-0.00031142+2.3641e-05i,-0.00024917-0.00020537i,0.00062744+0.00037906i
-0.0015529+0.0012989i,-0.0011354+0.00090942i,0.00027931+0.0012948i,0.00090057+0.00080355i,0.00012673+0.00010972i,-0.0013273+0.00065939i,-0.001504+0.00079739i,-0.00057891+0.0009789i,0.00014464+0.0011436i,0.00018094+0.00070049i,-0.00019654+0.00016784i,0.00021751+0.00050537i,0.0004332+0.00012612i,0.00045733-0.00050093i,0.00078346-9.582e-05i,0.00036467-0.00040242i,-0.00046192-0.00087659i,-0.00066268-0.00038921i,-0.00061729+0.00047719i,-0.00031737+0.00063126i,-0.00016122+0.0009832i,-0.00015427+0.0014645i,8.7748e-05+0.00079481i
-0.00092961+0.00031636i,0.00048274+0.0001891i,0.00087631+0.00044495i,0.00064837+3.5714e-05i,0.00015967-0.00049026i,-0.00047739-0.0005202i,-0.00085576-0.00050706i,-0.00065851-0.00034193i,-0.00090928+0.00041054i,-0.0011824+0.00085104i,-9.5673e-05+0.0005037i,0.001336+0.00075381i,0.0016951+0.0014808i,0.0011394+0.0019659i,0.00077157+0.0011149i,0.000415-0.00015836i,8.3285e-05+0.00012383i,-0.00011805+0.0011243i,-0.00020231+0.00094723i,0.00031545+0.00036449i,0.0007351+0.0009428i,0.00034882+0.0013225i,0.00040839+0.00049059i
-0.0013162+0.0010805i,-0.00030244+0.0014531i,-0.00055059+0.00048633i,-0.0025291-0.00047576i,-0.003439+3.6755e-05i,-0.0027655+0.00072881i,-0.0016425+0.00079401i,-0.0007132+0.00050985i,-0.00057129+0.00049127i,-0.00081656+0.00069297i,-0.0006917+0.00044699i,-0.0005387+0.00030401i,-5.6171e-05-1.9118e-05i,7.1361e-06-0.00050384i,-0.00032305-0.0003975i,-9.4309e-05+0.00036381i,0.00071161+0.00066278i,0.00062361+0.00040007i,0.00031947+0.00036294i,0.00015954+0.00039487i,-0.00053035+0.0010843i,-0.0012078+0.0014449i,-0.0011563+0.00066227i
0.0022563-0.0010389i,0.00062207-0.0016193i,-0.00010432-0.0018119i,0.00022417-0.0016835i,0.00018188-0.0016138i,-0.0003176-0.0012608i,-0.0009934-7.9129e-05i,-0.00063546-0.00055511i,-0.00010983-0.0012117i,-0.0002023-0.00054187i,-0.00035727+0.0001827i,-0.00066516+0.00058554i,-0.00028848+0.00062408i,0.0004931-9.1739e-05i,0.00043594-0.00070034i,-0.00049497-0.00016727i,-0.0010454+0.00013949i,-7.5728e-05-0.00038703i,0.00090997-0.00081646i,-0.00011675-0.00026013i,-0.00074652+5.8172e-05i,-0.00047345+4.8445e-06i,-0.00028927+0.00033723i
0.0017124+0.0015783i,0.002121+0.002337i,0.0013593+0.00048911i,-0.00044821-0.0015266i,-0.001809-0.0015707i,-0.001007-0.00062553i,-0.00024699+0.00054167i,-0.00041424+0.0005416i,-0.00034309-0.00021212i,-0.00070413+4.4932e-06i,-0.00098095+0.00020999i,-0.00083643-0.00025476i,3.2579e-05+0.00033951i,0.0006456+0.00034291i,0.00042935-0.00035145i,0.00029841-0.00068759i,3.5279e-05-0.00022843i,-0.00051186+0.00035469i,9.0317e-05+0.0001946i,0.00031102+0.0001016i,-0.00053123+0.00036776i,-0.00052102+6.1746e-05i,8.9401e-05-0.00055345i
0.00016602-0.00085022i,0.00038302-0.00071386i,0.00088195-0.0018848i,6.118e-05-0.0023504i,-0.0014789-0.0020264i,-0.0021664-0.0012355i,-0.0016408+3.6281e-05i,-0.00076798+0.00070452i,0.00019531+0.00061935i,-0.00016107+0.00038013i,-0.00061314+0.0003689i,0.00049713+0.00024335i,0.00066052+7.5592e-05i,-0.00030245-0.00022886i,-0.00057701-0.00030508i,-0.00022649-0.00018881i,0.00019287-0.00034107i,1.7453e-06-0.0004255i,-0.00027025-0.00097086i,-0.00036659-0.0010553i,-0.00030431-0.00061474i,-0.00079172-0.00020631i,-0.0003276+3.0638e-05i
-0.0017065+0.0017871i,-0.00032246+0.0010404i,0.00094986+0.00012808i,0.0017771+0.00089942i,0.0014422+0.00084339i,0.00055384+3.8913e-05i,-0.00061746-0.00046668i,-0.00077984-0.00031893i,-0.00012854+6.4316e-05i,-0.00020122+0.00045945i,0.00016341+0.0011024i,0.00083723+0.0013196i,0.0007655+0.00063876i,0.00044742-6.8281e-05i,0.00014542-0.00024981i,0.00026633+2.5559e-06i,0.00072469+0.00023395i,0.00053108-6.4518e-05i,-0.00025001-8.915e-05i,-0.00025811+0.00020645i,0.00075084-3.5936e-05i,0.0013685-0.00042705i,0.0012485-0.00056402i
0.00094331-0.00070955i,0.00013766+0.00010923i,-0.0013003+8.6797e-05i,-0.0021527-0.0018506i,-0.0025307-0.0020399i,-0.0021115+2.6469e-05i,-0.00073033+0.0013603i,0.00030851+0.00064936i,0.00027957-0.00083909i,-0.00047062-0.0011612i,-0.0008152-0.00044307i,-0.00066628+0.0001784i,-0.00081531+0.00024743i,-0.0010689+0.00013953i,-0.00095857+0.00026181i,2.6762e-05+9.9043e-05i,0.00053009-0.00021334i,6.5115e-05+0.00010972i,-0.00063675+0.00023075i,-0.00074267-0.00012571i,0.00013682-0.00013644i,0.00074255-0.00032504i,0.00021004-0.00022316i
0.001992-0.00083771i,0.0012727-0.0010711i,0.00071638-0.0015868i,0.00047925-0.00089182i,-0.00081151-0.00070367i,-0.0019424-0.00068502i,-0.0015609-0.00078747i,-0.00035027-0.00084646i,0.00089769-9.5178e-05i,0.00078804-6.9898e-06i,-3.918e-05+0.00040797i,0.00030926+0.0010089i,0.00063629+0.0012476i,0.00035407+0.00092775i,0.00052184+0.00067046i,0.00048588+0.00054782i,-9.987e-05-0.00057692i,-0.0005999-0.00080067i,-0.00022194-8.3178e-05i,2.4897e-05-0.0004727i,-0.00016479-0.00061719i,-0.00043007+1.301e-05i,-0.00063985+0.00034402i
-0.0010381+0.00068937i,-0.00049395-0.00010337i,-0.0006301-0.0021655i,-0.0015263-0.0029359i,-0.0025929-0.0022926i,-0.0019871-0.0013166i,-0.00060936-0.00018523i,-0.00030284+0.00023582i,-0.0002464-0.0001093i,0.00022624-0.00017878i,0.00037126+0.00083939i,0.00038473+0.0010626i,7.3073e-05+0.00062228i,-0.00022182+0.00032725i,-0.0005094-0.00040233i,-0.00038161-4.3467e-05i,0.0005996+0.00030048i,0.00090048-2.9242e-05i,0.00045023-0.00011377i,0.00036495+0.00020534i,0.00028861+0.00038651i,-0.0002866+0.00045349i,-0.00028473+0.00092708i
-0.00082803+0.00056028i,-9.9274e-05+0.00076985i,0.00018224+0.00061273i,-0.00072549+4.4811e-05i,-0.0016598-0.00074047i,-0.0015962-0.0008821i,-0.00074323-0.00071149i,-0.00034571-0.00065093i,0.00016857-0.00013489i,0.00069497-0.00038557i,0.0014172-0.00076025i,0.0018252-8.151e-05i,0.00033842+0.00019032i,0.00032819+0.00021587i,0.00057155+0.00051122i,5.1235e-05+0.00077186i,-0.00018831+0.00072833i,-0.00053335+0.00044376i,-0.00020511-1.0989e-05i,0.00018461-0.00015488i,-8.5574e-06-0.0004077i,-0.00031928-0.00049519i,-0.00014425+0.00028135i
0.0012763+0.0022431i,0.0014449+0.0023836i,0.0010718+0.001727i,0.0011801-0.00034681i,0.0008367-0.0016706i,-0.000382-0.0013298i,-0.0012255-0.0011299i,-0.00065887-0.0011485i,0.00018074-0.00064127i,0.00051274-0.00021651i,-5.6992e-05-3.9672e-05i,0.00020658+3.2894e-05i,0.00075523-4.9361e-05i,-0.00013621-0.00060662i,-0.00063592-0.00025385i,-0.00024251+0.00048432i,-7.8229e-05-2.4862e-05i,-0.00056722-0.00026594i,-0.00030589-0.00040997i,0.00040988-0.00029992i,0.00034014+0.00023087i,-5.2037e-05+0.00018353i,-0.0007366+0.00018462i
0.00022616-0.00077718i,0.0005255-0.00010745i,9.5071e-05-0.00068902i,-0.00078321-0.0026965i,-0.0012098-0.0023804i,-0.0011839-0.00090532i,-0.0010772-0.00026782i,-0.00059253+0.00010144i,-0.00010349-0.00010849i,-0.00011001-0.00031067i,0.00023497+0.00045029i,0.00041747+0.00054251i,-0.00011614-0.00033411i,-0.00072315-0.00088246i,-0.00068805-0.0011336i,-0.00019556-0.0011304i,-0.00014348-0.00055078i,2.1421e-05-0.00032428i,5.6136e-05+0.00015086i,2.7938e-05+0.00065932i,0.00071215+0.00026545i,0.0004591+0.00028848i,0.00010906+9.5383e-05i
-0.0010243+0.0018724i,0.00038925+0.0011184i,0.00030465+0.00049199i,-0.0013967-0.0012151i,-0.0019747-0.0017187i,-0.001233-0.0005853i,-0.0015411-0.00046626i,-0.0019816-0.00038468i,-0.00057359+0.00010417i,0.00043994+0.00038261i,0.00043105+0.00058929i,0.00028905+0.00026195i,0.00035557+0.00028764i,0.00081255+0.00097124i,0.00039602+0.00060893i,2.3508e-05+3.8503e-05i,0.00057952-0.00031418i,0.00096376-0.00019589i,-2.7777e-05+0.00027169i,-0.00046367+0.00087203i,0.00034512+0.0011138i,0.00091871+0.00083828i,0.0012752+0.00016351i
-0.00051456-0.00015965i,-0.00045403-1.7121e-05i,-0.00053504+0.00042672i,-0.0010411+0.0005976i,-0.0009094+7.2727e-06i,-0.0006192-3.7931e-05i,-0.00072183+0.00058296i,-0.0003163+0.00052261i,0.0002819+0.00031575i,-0.00038488+0.00048852i,-0.0007985+0.00091159i,-0.00057296+0.0015072i,0.00016398+0.0011565i,0.0009481+0.00068162i,0.0010823+0.0001845i,0.00059961+0.00016248i,-0.00052511-0.00020895i,-0.00055024-0.00073229i,-0.00035465-0.00069506i,-0.00041483-0.00061379i,-0.000155-0.00082294i,0.00022554-0.00076953i,0.00045891-0.00023361i
-1.4244e-05-0.00041576i,-0.00013452-0.00019846i,-0.00088837-0.00043883i,-0.0017212-0.00064509i,-0.00239-0.0014449i,-0.00166-0.001246i,-0.0013517-0.00095171i,-0.0017146-0.00067356i,-0.0011118-0.00037129i,-0.0003255+7.6713e-05i,-0.00054306+0.00046265i,-3.0482e-05+0.00082101i,0.00012947+0.0011838i,-0.00013905+0.001021i,-0.00057934+0.00010809i,-0.00086295-0.00039319i,-0.00046308+0.00010627i,-0.00013057+0.0007138i,-0.00079229+0.00033169i,9.5514e-05-0.00023135i,0.0011939+0.00013053i,0.0010679+0.00052412i,0.0010923+0.00023053i
-0.00015664-0.00084202i,0.00038977-0.00071292i,0.00011566-0.0010236i,-0.00046181+0.00015323i,-0.0008154+0.00072545i,-0.00087372+0.00077205i,-0.00098117+0.001451i,-0.00088451+0.0014981i,-0.00061479+0.0012872i,-6.4343e-05+0.0012761i,-0.00043961+0.00094933i,-0.00069381+0.00018323i,-0.00014102+8.5039e-05i,0.0001237+0.00054804i,0.00045907+0.00069145i,0.00078622+0.00050654i,0.0003905+0.00011326i,3.3116e-05-0.00023685i,-1.3008e-05+0.00050145i,0.0001509+0.0003686i,0.00050229-0.00035049i,0.00030471-1.5309e-05i,2.0197e-05+0.00020826i
0.0033304+0.00163i,0.0033892+0.0011819i,0.0020917-0.00072164i,0.0011281-0.0025582i,-0.00053801-0.0027305i,-0.0019449-0.00094933i,-0.0017334+9.9185e-05i,-0.00081858+4.1735e-05i,-0.00069863-5.2064e-05i,-0.00071112-0.00061005i,-0.00039383-0.00082043i,0.0001019-0.00072528i,0.0011321+0.00012638i,0.0008003+0.00033455i,-0.00011221-0.00027394i,-0.00020733+9.3211e-05i,8.0116e-05+0.00056326i,0.00019875+0.00096056i,-6.6221e-05+0.0010651i,-0.00022653+0.00068353i,0.00030305+0.00036072i,0.00025749+0.00027454i,-0.00042761-0.00014953i
7.3124e-05-0.00026744i,-0.00012534+0.0005227i,2.669e-06-0.00017532i,-0.00088552-0.0006655i,-0.0020165-0.0011106i,-0.0020766-0.0010068i,-0.0015533-0.0001549i,-0.0012998+0.0006296i,-0.00071617+0.00049132i,-0.00083774+0.00016637i,-0.0012862+0.00038206i,-0.00081779+0.00034002i,-0.00069065-0.00033964i,-0.00071497-4.9284e-05i,-0.00064991+0.00012611i,-0.000696-2.5107e-06i,-0.00066707+0.00011074i,-0.00029087+8.7841e-05i,0.00031177-0.00025677i,5.671e-05-7.1852e-06i,-0.00040581+1.0037e-05i,-0.00057519-0.0006559i,-0.00047655-0.00072921i
-0.0010156-0.00056881i,-0.0010068-0.0011348i,-0.00075957-0.00097787i,-0.00064664-0.00069561i,-0.00082764-0.00010856i,-0.0016082+0.00043894i,-0.0015524+0.0002749i,-0.00055759+0.00020702i,-0.00027+0.00071216i,-0.00025166+0.0010702i,-0.00023349+0.00086867i,5.5369e-06+0.00052654i,7.1521e-05+0.00055909i,0.00026653+0.00041587i,0.00092981+0.0006653i,0.00071469+0.00053115i,0.00063238+0.00017823i,0.00088471-5.9994e-06i,0.00016236-0.00046322i,0.00040466+1.5915e-05i,0.00026925+0.00025608i,0.00026627+0.00012961i,0.00055222-0.00020899i
0.001591-0.00084329i,0.0023177-0.00054742i,0.0018727-0.0017031i,-0.000333-0.0020617i,-0.0028848-0.00085472i,-0.0028706+0.00058188i,-0.0014737+0.0017706i,-0.00080427+0.0013285i,8.2214e-05+0.00067967i,1.2475e-05+0.00061871i,-0.00050936+0.00092264i,-0.00014834+0.0010891i,-0.00017273+0.00068219i,-0.00080895+0.00040654i,-0.00092989+0.00018587i,-0.00017952-0.0002808i,-1.5844e-05-0.00035578i,-0.00019915-0.00038572i,0.00011485+0.00030891i,0.00021611+0.0011273i,-0.00013896+0.0013339i,0.000149+0.0011484i,0.00067095+0.00053506i
0.001495+0.00062048i,0.0023484+0.0019016i,0.0015131+0.0006769i,0.00047444-0.0014126i,-0.00016126-0.0014883i,-0.00096566-0.0010532i,-0.0012169-0.0011964i,-0.0005768-0.00044359i,4.3527e-05-0.00011694i,-0.00025979+8.6785e-05i,-0.00064571+0.00027045i,-0.00049076-0.00074536i,-3.3467e-05-0.0012511i,-0.00027446-0.00053906i,-0.00077972-0.00056932i,-0.00064647-0.00058714i,1.7132e-05-0.00017614i,-0.00023569+9.2031e-05i,-0.00065252+0.00038009i,-0.00057624+0.00011593i,-0.00075321-0.00043568i,-0.00058977-0.0004873i,0.0001983-0.00017853i
0.00053677-7.7808e-05i,0.00094414-0.00031887i,0.00045239-0.00052619i,-0.00033374+0.00073692i,-0.0012305+0.0014323i,-0.0017028+0.00061912i,-0.0014643-0.00028416i,-0.0010794-0.00036869i,-0.00067871+0.00061386i,-0.0011162+0.0011483i,-0.00092499+0.0011977i,7.3496e-05+0.0012219i,0.00025266+0.0010039i,-0.00027668+0.00052813i,-0.00037052+0.00011028i,-0.00015182-3.6435e-05i,0.00017306+9.7291e-05i,0.00049253-0.00012861i,0.0004332-0.00048758i,0.00040188-0.00025958i,0.00062273+0.00040933i,0.00031281-0.00013826i,-0.00019945-0.00022645i
-0.0012777-0.00035003i,-0.00053936+0.00038441i,0.00085516+0.00011442i,0.00034729-0.0011928i,-0.0013971-0.0016166i,-0.0016137-0.00097093i,-0.00075471-0.00075235i,-0.00066769-0.00095758i,-0.00070286-0.0011611i,-0.00018051-0.00078916i,0.00026698-0.00018135i,0.0001229-0.0003618i,0.00032496-0.00027718i,0.00052285-9.2358e-05i,0.0002783+9.755e-05i,0.00037497+5.0433e-05i,4.2314e-05-0.00022306i,-0.0006479-0.0004661i,-0.00047181-0.00072352i,0.00013937-0.00041976i,0.00028807-0.00018474i,0.00023243-0.00043143i,0.00068103-0.00057066i
0.0010556-0.0004743i,0.0012485-0.0011224i,-1.1603e-05-0.0010412i,-0.0016237-0.00094868i,-0.0015282-0.0013846i,-0.001305-0.0011809i,-0.0012417-0.00068148i,-0.0011967-0.00054998i,-0.0013777-0.00014111i,-0.0013141+0.00090777i,-0.00016948+0.00061162i,0.00085921-6.1989e-05i,0.0012786-0.00025422i,0.00084872-0.00025166i,0.0003606-2.1048e-05i,0.00088661-0.00048687i,0.00046094-0.00070435i,0.00029805-0.00051212i,0.00070756-0.00040058i,0.00064896-4.4314e-05i,0.00043065-0.0002515i,-0.00017037-0.00039979i,-0.0005443+0.00059726i
-0.0019777+0.0013612i,0.0003901+0.0018694i,0.00045848+0.0014198i,-0.00031489+0.00052526i,-0.00077927-0.00017207i,-0.00095714-0.00019004i,-0.00043319+0.00061217i,-0.00032252+0.00018347i,0.00012008+0.00011979i,0.00047803+0.00069336i,-0.00018775+0.0004788i,-0.00046191-0.00021762i,-1.6956e-05-0.0004161i,0.00015457+0.00016706i,0.00076159+0.00052076i,0.00026491+0.00045144i,-0.00017067-8.5758e-06i,-0.00017849-1.4548e-05i,-0.00011421+0.00018539i,1.9732e-05+0.00087695i,0.00019926+0.0013992i,-4.2412e-05+0.00045815i,-2.9485e-05-0.00037103i
0.0017084-4.0664e-05i,0.002269-0.00084968i,0.0019766-0.0010145i,0.00090042-0.0007328i,-0.00018185-0.00085844i,-0.0014856-0.00020662i,-0.0015718-6.485e-05i,-0.0012441-0.00034375i,-0.0013493-0.00012276i,-0.0010352+9.3382e-05i,-0.00069631-0.00014952i,-0.00053905-0.00037752i,-0.00018018-0.00035727i,0.00034712-0.00067291i,0.00067055-0.00038305i,0.0004154+0.00033986i,-0.000128+0.00067901i,-0.00040083+0.00029394i,4.6834e-05-0.00026532i,-8.7059e-06-0.00053315i,-0.00074433-0.001035i,-0.00074712-0.00044769i,4.3263e-05+3.09e-05i
0.00037929+0.0022853i,0.0007091+0.0023309i,-0.00046243+0.00075531i,-0.0010911+0.00025804i,-0.0010437-0.0001304i,-0.001076-0.00042876i,-0.0013658-0.00011102i,-0.0017057-0.00026757i,-0.0015979-0.00083527i,-0.00067838-0.00062285i,-4.6253e-06+0.00081066i,-8.037e-05+0.0011475i,-0.00016674+0.00047406i,-0.00014129+0.00031387i,0.00020402+0.00039923i,0.00088971+0.00029101i,0.0014369+1.9818e-05i,0.0010919+0.0004368i,1.1411e-06+0.00074147i,-0.000772+0.00018493i,-0.00062846-0.00030265i,-0.00055727-0.00043605i,-0.00053991-0.00010863i
-0.0019718-0.0016542i,-0.0015815+0.00038228i,-0.0028698-0.00018896i,-0.004358-0.0014768i,-0.0034173-0.0017548i,-0.0024391-0.0013154i,-0.0019585-0.0002665i,-0.0017454+0.00042937i,-0.0017482-0.00029352i,-0.0018282-0.00094929i,-0.0018824-0.00036867i,-0.0010941+0.00037797i,-0.00046267+0.00048007i,-2.7522e-05-0.00020218i,0.00027861-0.00030446i,0.00018641-0.00051081i,6.1996e-06-0.00045233i,-3.972e-05+0.00065985i,-9.8621e-05+0.00076306i,-0.00019705+0.00024886i,-0.00059174+0.00051739i,-0.0015117+0.00033755i,-0.0016625-0.00072546i
0.0042287-0.00065525i,0.0027482-0.00082792i,0.0013394-0.0016602i,-8.377e-05-0.0023613i,-0.0013596-0.0013258i,-0.0026429-0.0006013i,-0.0022559-0.00035931i,-0.00085331+0.00030864i,-0.0001426+0.0001557i,5.8235e-05-0.0002207i,0.00046963-0.00047396i,0.00049147+0.00012369i,0.00015612+0.0011542i,0.00025481+0.00055304i,0.00039915-0.00025838i,-0.0002889-0.000337i,-0.00052299-0.00023799i,-0.00079222-0.00066346i,-0.0002953-0.00080141i,0.00051289-0.00010181i,-9.6714e-05+0.00060885i,-0.00059356+0.00034738i,-8.6602e-05-0.00043171i
