0.0033669+0.0015915i,0.0041021-0.00051978i,0.0012885-0.0049363i,-0.0014902-0.0044498i,-0.0034165-0.0012472i,-0.0034624+0.00053933i,-0.00075834+0.00083509i,0.0010548+0.00010311i,0.0014366+7.6062e-05i,0.00081089-0.0002895i,-0.00028428-0.00090688i,-0.0010308-0.00053243i,-0.0011249+0.00059115i,-0.00092425+0.0013264i,-0.0018042+0.0010825i,-0.0020323+0.00053041i,-0.00060704-9.7418e-05i,0.00091251-7.1314e-05i,0.00060975+0.00073729i,-0.00044479+0.00044916i,-0.00045021-0.00011087i,-4.061e-05-0.00046181i,-2.956e-05-0.00079211i
0.0018264+0.0020021i,0.0010026+0.0025069i,0.00026744+0.0021226i,0.00046659+0.001328i,0.00044468-4.0945e-05i,-0.00031675-0.0017708i,-0.00094009-0.0023594i,-0.0013386-0.0017704i,-0.00033491-0.00089834i,0.00021433-0.00064118i,-3.1589e-05-0.00043455i,0.00012847+0.0004217i,0.00020484+0.00088876i,-0.00014917+0.00042116i,0.00021332+0.00021897i,0.00048071+0.00047057i,0.00023922+0.0003904i,-6.5816e-05+0.00073118i,0.00011761+0.00059309i,0.00010772+0.00031102i,-0.00019246+0.00024218i,-0.000134-5.5875e-05i,0.000127-0.00031772i
-0.0041313-0.00017903i,-0.0048791-0.00046731i,-0.0029234-0.00013959i,-0.00036646+0.00076328i,0.0006056+0.0010467i,0.00046118-4.5047e-05i,0.00040785-0.00069553i,-0.00010331-0.00033299i,-0.00035744-7.0528e-05i,0.00064532+5.8631e-05i,0.00057513-0.00045102i,-7.2785e-05-0.00094808i,3.2152e-05-0.00089204i,0.00011834-0.00082258i,0.00035948-0.0010885i,0.00017299-0.00093369i,-5.5746e-05-0.00053207i,0.00026588-0.00067489i,-1.3157e-05-0.0010081i,-0.00082462-0.0011447i,-0.00057685-0.0010195i,0.00054389-0.00075356i,0.00071147-0.00053705i
-0.0013524-0.0021618i,-0.0025268-0.0018157i,-0.0019643-0.0014293i,-0.00098349-0.0013187i,-0.00082161-0.0016841i,0.00024425-0.0015388i,0.00040095-0.00090053i,-3.9197e-05-0.00035853i,0.00049887-8.6056e-05i,0.00074122+1.7932e-05i,-0.00044891+0.00010782i,-0.00062424+0.00034496i,-0.00041658-6.6824e-05i,-0.00077315-0.00090496i,-5.4437e-05-0.00061839i,0.00054609-7.138e-05i,0.00042522+0.00012336i,0.00028523+0.00043292i,0.00040831+0.00016135i,0.00010287-3.417e-05i,-0.00038535-0.00059246i,-0.00020118-0.000847i,-0.00022789-0.00057373i
-0.0018351-0.0040116i,-0.0021215-0.003063i,-0.0024832-0.001647i,-0.0018821-0.00026945i,-0.00084906+0.0010951i,-0.00021355+0.00076261i,0.0001882-3.908e-05i,0.00082971-0.00040959i,0.0008584-0.00047836i,0.00096959-0.00041324i,0.0006125-0.00029598i,-0.00041503+0.00050909i,-0.00060286+0.001259i,0.00028007+0.001335i,0.0011543+0.00071398i,0.00075037+0.0002609i,-6.5476e-05+0.00088149i,-0.00026396+0.0014721i,-0.00069639+0.00095974i,-0.00061444+0.00011062i,0.00029771-0.0001252i,0.00028756+0.00090911i,-0.00012737+0.0011849i
0.00093542-0.0029653i,-0.00086047-0.0035214i,-0.00097958-0.001757i,-0.00072326-0.00082422i,0.00053967-0.0012806i,0.00091453-0.0010587i,-0.00010209-0.0016612i,-0.00043987-0.0014449i,3.1298e-05-0.00038679i,0.00078294-0.00049661i,0.0010169-0.00074983i,0.00059461+0.00020559i,0.000375+0.0010616i,-7.9051e-05+0.00037238i,0.00034827-0.00041727i,0.00065966-0.00038612i,0.00050302-0.00025589i,0.0005283-0.00068031i,-0.00029718-0.0010234i,0.00016934-0.00016897i,0.00094633+0.00052632i,0.00024419+0.00075654i,-0.00021139+0.00060417i
-0.0011662-0.0013325i,-0.0019676-0.0029335i,-0.0031321-0.0036972i,-0.0032399-0.0023172i,-0.00296-0.00041026i,-0.0031465+0.0001137i,-0.0022516-2.6155e-05i,-0.0010213+0.00072402i,-0.00049668+0.00060005i,0.0007975-0.00012435i,0.0011044+0.00022935i,0.00060155+0.00092308i,-6.8978e-05+0.0010734i,-0.0002165+0.0017851i,1.6812e-06+0.001902i,-0.00039256+0.00098852i,-0.00038746+0.0007414i,0.00029016+0.00085799i,0.00075844+0.00069092i,0.00044237+0.00063578i,0.00010653+0.0003543i,0.00018452-0.00065398i,-0.00052837-0.00070838i
-0.0017729-0.0040299i,-0.0031254-0.0034117i,-0.0035046-0.0018333i,-0.0018019-0.00063655i,-0.00041097-0.00070573i,0.00044104+0.00028342i,0.0008515+0.00039854i,-0.00047172-0.00067083i,-0.0012033-0.00049799i,-0.00028402-0.0003093i,0.00038269-0.00076734i,0.00054366-0.00017748i,0.00036532+0.00031204i,0.00061017+0.00043534i,0.00036186+0.00043993i,-0.00052259-0.0003681i,-0.00014681-0.00022723i,0.00042071+0.00013498i,0.00097913-0.00091034i,0.0010649-0.0013667i,0.00038603-0.00081214i,0.00024357-0.00056363i,0.00025955-0.00051495i
0.0033961+0.0010845i,0.0019473-0.00041021i,0.0010894-0.0014114i,0.00093106-0.0014471i,0.0016756-0.0021516i,0.0010814-0.0020607i,-0.00014827-0.0011476i,-0.00065251-9.5923e-05i,-0.00025586+0.00070408i,0.00020658+0.00015195i,0.00044667-0.00017087i,0.00012638+9.0522e-05i,-0.00015687-0.00031163i,-0.00033497-0.00072904i,-0.00084459-0.00027694i,-0.00047419+0.00028302i,0.00021114+4.8865e-05i,0.00027969-0.00016984i,-0.00022013-0.00014046i,-0.00030447-1.3859e-05i,1.4046e-05+0.00025317i,0.00054136-0.00025393i,0.00069667-0.0004883i
-0.0020074+0.0025051i,-0.0023377+0.0017262i,-0.000898+0.0010644i,0.00036489+0.00082673i,0.00054255+0.00056806i,0.00094384-0.00036195i,0.00076372-0.00095271i,0.00027238-0.00061916i,0.00040951-0.00041384i,0.00061653+0.00033079i,-8.9811e-05+0.00086064i,-0.00034305+0.00054144i,0.00033377+0.00073792i,0.00054951+0.00037994i,0.00051985-8.6894e-05i,0.00024538-0.0004201i,0.00025807-0.00040698i,5.3116e-05-0.00023289i,-0.00043112-0.00018285i,-0.00087871-0.00041193i,-0.00084771-0.00030582i,-0.00043812-0.00017326i,-1.9691e-05+2.4662e-05i
-0.0025411+0.001056i,-0.002571+0.002905i,-0.00048337+0.0025184i,0.00069477+0.00093146i,0.00062462-0.00024127i,2.1107e-05-0.00080019i,0.00019034-0.00073277i,0.00099344-0.00027632i,0.00087639+0.00079962i,0.00050428+0.00091066i,0.00056258+0.00036717i,0.00043041+0.00029813i,0.00030962+0.00064136i,0.00015938+0.00022159i,-0.00020596-0.00067086i,-2.9685e-05-0.0003089i,0.00022942+0.00063319i,0.00038777+0.00019148i,0.00033002-0.00028534i,0.00017921-0.0002365i,0.00027809-0.0002881i,0.00043452-0.00060838i,0.0010088-0.00014445i
-0.00034244-0.00082935i,-0.0008813-0.00082519i,-0.0011271+0.00076248i,0.0004115+0.00099835i,0.0017812-0.0004412i,0.00096622-0.0021549i,-0.00093153-0.0019645i,-0.0017078-0.00032098i,-0.00044346+0.0004856i,0.00028768+0.00078698i,-0.00047076+0.00063857i,-0.00078609+0.00044865i,-0.00061864+0.00061177i,-0.00029396-0.00062788i,0.00091141-0.0013298i,0.00053305-0.00086356i,0.00013027-3.1896e-05i,0.00041213+0.00063934i,-0.00034616+0.00089097i,-0.00052231+0.00076326i,0.00055781+0.00038292i,0.00083558+0.00080598i,0.00050029+0.00037285i
0.0012833-0.00041265i,0.00026773-0.0012055i,-0.0017411-0.0012781i,-0.0022173-0.0012216i,-0.0016997-0.0011364i,-0.0018245-0.0013964i,-0.0016825-0.00063131i,-0.001185+0.00014462i,-0.00039526+0.00044823i,-0.00056918+0.00076368i,-0.00099936+0.00032507i,-0.00050109+0.00060766i,-9.5049e-05+0.00069412i,-0.00040661+0.00038024i,-0.00061402+0.00043927i,-5.7682e-05-0.00035001i,-0.00014182-0.00078244i,-0.00012499-0.00036458i,-0.00015842-0.00018904i,-0.00039271+0.00012525i,-0.00021833+0.00026705i,1.6389e-05-0.00031686i,-8.6552e-05-0.00066769i
-0.0031848-0.0022158i,-0.0024454-0.0026438i,-0.0021354-0.0007307i,-0.0016385+0.00046196i,-8.9839e-05+0.00046979i,0.0011016-0.00083039i,0.0006048-0.0021696i,-0.00061075-0.0022653i,-0.001055-0.0015078i,-0.00075276-0.0007366i,-0.00023054-0.0001153i,0.00052647+2.7388e-05i,0.0010509-0.00058903i,0.0012521-0.00058806i,0.0011104-5.5708e-05i,0.0011506-8.6107e-05i,0.0017709+0.00054446i,0.0012891+0.00068681i,0.00061522+0.0003729i,0.0011275+0.00014627i,0.0015154-0.00018895i,0.0001844-0.00031276i,-0.00057709-0.00080989i
0.0010129-0.00022897i,0.00075969-0.00076858i,0.001473-0.0014782i,0.0012871-0.0025451i,-0.00041186-0.0029515i,-0.00056047-0.0022214i,0.00027377-0.00085395i,-0.00016454-0.00053164i,0.00025585-0.00081538i,0.00047651-0.00064687i,-6.4524e-05-0.00082043i,-0.00047003-0.00015613i,-0.0007987+0.0014747i,-0.0014493+0.0016704i,-0.0011001+0.00025609i,-0.00040589+0.00012531i,0.0001252+0.00066418i,0.00048081+0.00018521i,3.7542e-05+0.00023089i,-0.00034227+0.00049876i,-0.00055934+0.00049986i,-0.00056467+0.00012286i,-0.0007035-0.0010253i
-0.0015447+0.0018138i,-0.0023513+0.0022336i,-0.00048604+0.0029902i,0.0022147+0.0025039i,0.0029397+0.0011881i,0.0011063-0.00031615i,-0.00071341-0.00096945i,-0.00095319-0.00024668i,0.00052537+0.0001845i,0.001398-0.00034653i,0.00099765-0.00028893i,0.0004917+0.00051822i,6.2055e-05+0.00029736i,-0.00011898-0.0010831i,3.5298e-05-0.0014086i,0.00048184-0.0012192i,8.3407e-05-0.00043524i,-0.0003504+0.00060232i,-3.4755e-05+0.00024618i,-7.4888e-06-0.00038929i,-0.00031857+7.9225e-05i,-0.00070108+0.00048493i,-0.0011943+0.00041078i
8.4315e-05+0.00041881i,-0.0011326+0.0012156i,-0.0022302+0.00087443i,-0.0020278+0.00067342i,-0.00018454+0.00079602i,0.0011301-4.7336e-05i,0.001149-0.0010406i,0.00063374-0.0010575i,0.00039849-0.00061071i,0.00051903+0.00013763i,6.8547e-05+0.00027567i,-0.00041189-0.00040122i,-0.00023694+0.00017216i,-0.00023923+0.00083827i,-2.3823e-05+0.00062973i,-5.9301e-05+0.00031801i,-0.00039149+0.00065165i,4.1978e-05+0.00095446i,0.00079464+0.0003025i,0.0013452-0.00029021i,0.0007257-1.647e-05i,0.00052471-6.7607e-06i,0.00038324-0.00047964i
-0.0049418-0.0005834i,-0.0053602+0.00018319i,-0.0042356-0.0002319i,-0.0017819-3.2159e-05i,6.1379e-05+0.00072143i,0.0012292-0.00098284i,0.0010966-0.0032324i,0.00044789-0.0026331i,6.3133e-05-0.0012399i,-7.8366e-05-4.4942e-05i,-0.00069736+0.00031949i,-0.00052565-0.00020978i,0.00079268-0.00070928i,0.0013483-0.0007422i,0.0013945+0.00027125i,0.0011348+0.00086095i,0.00066975+0.00065231i,0.00020004+0.00017224i,-9.9323e-05-0.00024123i,0.00016914-0.0006263i,0.0005518-0.0006707i,0.00033029-0.00025727i,0.00039582+0.00032874i
0.00014136-0.0032806i,-0.00085717-0.0030466i,-0.0022808-0.0025626i,-0.0017826-0.0022472i,-0.0014838-0.00174i,-0.0016074-0.0010909i,-0.0005765-0.00055742i,0.00024067+5.4652e-05i,0.00018147-0.00044209i,-0.00024161-0.00060734i,-0.00043959-0.00026218i,-3.2191e-05+0.00033143i,0.00035742+0.00093864i,-0.00011286+0.00050832i,-0.0012073-3.7502e-05i,-0.0010814-0.0004306i,0.00015877-0.00039369i,0.00048752+0.00075224i,0.00025277+0.0010105i,0.000192+0.00029625i,0.00049439-0.00032759i,0.000574-0.001125i,0.00025518-0.0014663i
-0.00018939-0.0011717i,-0.00042865-0.0013658i,0.001297-0.00040799i,0.001873+0.00072943i,0.00097009+6.4457e-05i,0.0012513-0.0011468i,0.0014181-0.0017559i,0.00072602-0.00096832i,0.00016858+0.00043009i,0.00027688+0.00050042i,0.0004337+0.0005301i,7.7943e-05+0.0011529i,-0.00064061+0.00081122i,-0.00080585+0.00061239i,-0.00060552+0.00021484i,-0.00016625-1.5218e-06i,0.00029522+0.00048378i,0.00069427+7.4801e-05i,0.00044986+0.00011637i,8.0738e-05+0.00088943i,9.898e-05+0.00026717i,0.00063609-0.00089044i,0.0002804-0.00090908i
0.0013007-0.00018863i,-0.00039658-0.0010743i,-7.0587e-06-0.0018078i,-0.00032724-0.0015355i,-0.00099189-0.0016308i,-0.0012254-0.0019653i,-0.00096172-0.0016096i,0.00030813-0.00061649i,0.00060135+0.00049706i,0.0003457+0.00031051i,-0.00022418-0.00075307i,-0.0012862-0.00077014i,-0.00080647-0.00086028i,3.7357e-05-0.00059784i,-0.00065437-0.00032612i,-0.00093075-0.00056596i,-6.9215e-05-0.00074359i,0.00046324-0.00033982i,9.6159e-05+0.00052676i,-8.2369e-05+0.00013216i,0.00063074-0.00095823i,0.00075843-0.00067411i,-0.00028708-5.6119e-05i
-0.0018779-0.00088268i,-0.00021756+0.0010843i,0.00089966+0.0013364i,0.00091953+0.00146i,0.00051367+0.0012458i,0.00027908+0.00078079i,0.0004841-0.0001093i,0.0011713-0.00061211i,0.00089654+0.00011689i,0.00042981+0.00077191i,-1.9952e-05+0.00082042i,-0.00010723+0.00047922i,0.00054908+0.0003902i,0.00043288+0.00024309i,6.4394e-05+0.00012978i,0.00032861+0.00025147i,0.00013148-0.00011912i,-0.00043923-0.00030927i,0.00024884-0.00019602i,0.00042948+0.00011451i,-0.00039916+6.3968e-05i,-0.00029166+8.1415e-05i,0.00020741-0.00017877i
0.000506-0.0012002i,-0.00055515-0.0010501i,-0.0019361-0.00096397i,-0.0023221-0.00098591i,-0.0025638-0.001294i,-0.00090063-0.0011419i,0.00046285+0.00022422i,0.00063468+0.00079289i,0.00066631+0.0011003i,0.00027579+0.00097155i,2.6568e-05+0.00064745i,-0.00013457+0.00054079i,-0.00032471-1.1344e-05i,-0.00052-0.00015301i,-0.00024443-0.00020749i,0.00016563-0.0004894i,-0.00019876-3.4902e-05i,-0.00048571+0.00067708i,-0.00047175+0.00091925i,-0.00037173+8.685e-05i,0.00018372-0.0003251i,0.00049049-0.00020515i,0.00073926-0.00048072i
0.0021428+0.0003623i,0.0023601-0.001227i,0.0015997-0.0027282i,0.0013416-0.0030656i,0.0011567-0.0031537i,0.00084154-0.0022665i,0.00057258-0.0013218i,0.00060333-0.00055127i,0.00094533+7.6072e-05i,0.001546-0.00042139i,0.0012696-0.00079696i,-1.2335e-05-0.00030391i,-0.00086876+0.00013042i,-0.00064569+0.00027691i,-0.00040011+0.00066206i,-0.00071301+0.00070955i,-0.0005379+0.001062i,-1.3274e-06+0.0011678i,-1.3604e-05+0.00062344i,0.00016572-0.00015034i,-4.1528e-06-0.00036815i,-0.00032043-0.00041773i,-0.00059145+2.9825e-05i
-0.0018556+0.0017659i,-0.0018704+0.0022113i,-0.0017363+0.002395i,-0.0005635+0.0012666i,0.000726-0.00026659i,0.00049286-0.00075646i,-0.00095639-7.9471e-05i,-0.0015153+0.001164i,-0.00048598+0.0015062i,0.00084716+0.00063948i,0.00086703-0.00034997i,-0.00024618-6.3337e-05i,-0.00078848+0.00025564i,-0.0006075-0.0001934i,-0.00022341-0.00056196i,0.00054807-0.00062615i,0.00026268+0.00016551i,-0.00043893+0.00066377i,0.00024166+0.00046967i,0.00091873+0.00059104i,0.00098981+0.00056366i,0.00098522-0.00016137i,0.00030904-0.00081021i
-0.00024184-0.001636i,-0.00037037-0.00097968i,0.00028445+1.4351e-05i,0.00042978-0.00046402i,0.00021719-0.0012855i,0.00021209-0.0012639i,-7.8959e-05-0.00093345i,-0.00048725-0.0004874i,-0.00049542-2.344e-05i,-0.00026348-0.00055142i,0.00038429-0.00057059i,-9.4835e-05-0.00013781i,-0.00054259-0.00011209i,-0.00061718+1.2283e-05i,-0.00046545+0.00040988i,-0.00084328+0.00082964i,-0.00014053+0.00061044i,0.0010913+0.00011977i,0.00073037+0.00043173i,0.00010401+0.00067618i,0.00047745+1.179e-05i,-0.00023968-0.00061366i,-0.0012928-0.00053253i
-0.00043427+0.0023789i,0.00013165+0.0019836i,0.0015635+0.0021863i,0.00227+0.00075285i,0.0020031-0.001183i,0.00088466-0.0021287i,0.00040779-0.0015525i,0.00067203-0.00039259i,0.00071837+0.00053053i,0.00029624+0.00039829i,6.2482e-06-0.00066828i,3.2897e-05-0.00064221i,-0.00039795-0.00052784i,-0.0010824-0.0015941i,-0.00020691-0.0024094i,0.00031101-0.0018012i,-7.8642e-06-0.0013119i,-0.00021879-0.00074439i,-0.00018549+2.3848e-05i,-0.00047663+0.00041509i,-0.00036296-0.0001965i,7.095e-05-0.00039948i,-0.00043093-0.00019176i
-0.0033141+0.00097157i,-0.0039451+0.00034969i,-0.0026458+0.00016226i,-0.00094339-0.00054242i,-0.00027089-0.0012719i,-0.00064923-0.0012826i,-0.00096479-0.0010281i,-0.00069832-0.00012655i,0.00058055+0.00056839i,0.00079045+0.00058154i,-0.00056917+0.00020855i,-0.001291+0.00016968i,-0.0004866+0.00085631i,0.00050321+0.00093544i,0.00053077+0.00037457i,0.00030494+0.00055642i,0.00062325+0.000436i,3.8766e-05-0.00011394i,-0.00051501+5.4684e-05i,-0.00079631+0.0010563i,-0.00045082+0.0015626i,0.00011928+0.0004885i,-2.4195e-05+0.00019384i
0.00029396-0.0011283i,0.00068192-0.0016663i,0.00063665-0.0022162i,0.00075855-0.0019102i,0.00082082-0.00063813i,6.5367e-05-0.00015818i,-0.00041427-0.0005243i,-0.00025681-0.00044189i,1.2182e-05-5.7205e-06i,0.00013642+0.0004914i,-0.00023516+0.00035582i,-0.00040336-0.00029212i,-0.00021405-0.00047464i,-0.00052998-0.00018808i,-5.0767e-05-0.00015731i,0.00033538-0.00056295i,8.7047e-05-0.00058309i,-0.00010157-1.4893e-05i,-7.5297e-05+0.00052408i,-8.9885e-05+0.0011615i,-0.00037128+0.001264i,-0.00013822+0.00078481i,-0.000226+0.00056883i
0.0011466-6.6253e-05i,6.3506e-06-0.00054969i,-8.7989e-05-0.00025773i,0.00050334-2.5961e-05i,0.00042783-8.3016e-05i,0.00032746-0.00064672i,-1.3434e-05-0.00062324i,-0.0005062+0.00024681i,-0.000443+0.00052974i,-0.00038845+0.00077891i,-0.00036102+0.00051998i,7.2236e-06+0.00051035i,0.00051026+0.0012468i,0.00025722+0.00041568i,-0.0010784-0.00055055i,-0.0013601-0.00065525i,-0.000718-0.001014i,8.7094e-05-0.00097365i,0.00068127-0.0010111i,0.001059-0.00042094i,0.00033551+0.00040626i,0.00014851+1.3195e-05i,0.0003903-0.0005035i
-0.00069928-0.00024823i,-0.00075295-0.00116i,-0.00098437-0.0015356i,-0.0010786-0.0012149i,-0.0011862-0.0013316i,-0.00094987-0.0018156i,-0.00072567-0.0015057i,-0.00029684-0.00094966i,0.00046859-0.0010196i,0.00048007-0.0011454i,-0.00029463-0.00067075i,-0.00070264-0.00031566i,-0.00037888+0.00053422i,-7.6842e-05+0.00058857i,-4.2691e-05+0.0002495i,-0.00048068+0.00090571i,0.00032894+0.00049826i,0.00088423+1.4231e-06i,0.0010653+3.4799e-05i,0.00099877-0.00073071i,0.0010634-0.0010311i,0.00070643-6.1366e-05i,-0.00070388-0.00021231i
0.00015061-4.4877e-06i,-0.000334+0.00012511i,-0.0001252+0.0004294i,0.00025377+0.00062328i,0.00048575+3.9912e-05i,0.00067956-0.00014819i,0.0010365-4.8694e-05i,0.00082346-0.00037307i,0.00072455-0.00042845i,0.00099603+0.00015407i,0.0008832+8.1421e-05i,0.0004567+6.4438e-06i,0.00037235+0.00087535i,6.534e-05+0.00087117i,2.7204e-05+0.00018008i,-2.3759e-05-0.0005178i,-0.00060122-0.00047974i,-0.00053414+2.3827e-05i,-2.23e-05-0.0004168i,-3.3027e-05-0.0011196i,-0.00038292-0.00071174i,-0.00034209+0.00024242i,-0.00013943+0.00041979i
-0.0021863-0.00040365i,-0.0022908+0.00040923i,-0.0022014+0.00064661i,-0.0003318+0.00045022i,0.0013575-0.00024296i,0.0010784-0.0015191i,-0.00019917-0.001683i,-0.00094588-0.00050353i,0.00025229+0.00057174i,0.0012821+0.00076498i,0.00072324+0.00052114i,-0.00053202+0.00012732i,-0.00089112-0.00028224i,-0.0005834-0.00032562i,1.5891e-05-0.00075952i,0.00062159-0.00065785i,0.0004504-0.0001368i,-0.00015222-0.00046454i,0.000272-0.0003587i,0.00016591+1.9276e-05i,-0.0007548-0.00017993i,-0.00025602+0.00016031i,0.0005046+0.00095374i
0.00066927-0.0014125i,-0.0010573-0.0019181i,-0.0016499-0.0017032i,-0.002017-0.00079183i,-0.0020226-0.00083622i,-0.0013619+0.00046015i,-0.00035239+0.0011735i,0.00068806+0.00035984i,0.00060795-0.00068962i,-0.00034619-0.0012116i,-0.00036372-0.0001668i,-0.00039359+0.00074382i,-0.00049824+0.0011672i,-0.00045875+0.0011652i,-0.00079944+0.00089363i,-0.00077965+0.00040606i,-0.00046346-0.00010561i,-4.0992e-05-0.00041623i,-0.00039337+0.00043394i,-0.00026507+0.00069315i,0.00055947-0.00016909i,-2.6241e-05+0.00036923i,-0.00099375+0.00084608i
-0.0033201+0.00043507i,-0.0032259-0.00088887i,-0.0024862-0.00049059i,-0.00036616-0.00070128i,0.00085972-0.0016945i,0.00090427-0.0020965i,0.00053553-0.0016202i,0.00012744-0.00058048i,-0.00023637+0.00077827i,-0.00045951+0.00039486i,-0.00060052-0.00026964i,-0.00082495-0.00064154i,-0.00040918-0.00096348i,0.0005519-0.0012539i,0.00012396-0.0016997i,-0.00025829-0.0012511i,-8.9395e-05-0.00094311i,-8.0655e-05-0.0001519i,-4.7141e-05+0.00098926i,0.00051389+0.00024648i,0.00064352-0.00085157i,0.000192-0.00060442i,0.0004067+0.00031596i
0.002052-0.0030244i,0.0017121-0.0031205i,0.0014884-0.0019191i,0.00053413-0.00089885i,-0.001496-0.00025382i,-0.0015791-0.0008332i,-0.0008565-0.00077793i,-0.00055377-0.00035213i,0.00014156-0.00052034i,0.00030311-0.00094386i,-0.00025968-0.00087084i,-0.00062732-0.00050943i,-0.00048743-7.6913e-05i,1.1202e-05+0.00043531i,0.00025467+0.00071089i,0.00010576+0.0011988i,-0.00016554+0.00083602i,-9.855e-05-7.5926e-05i,-4.1851e-05+9.0674e-05i,-1.8752e-05-0.00022494i,1.6516e-05-0.00053839i,-0.00032342+0.00030646i,-0.0003405+0.00069776i
-0.00029969-0.00054777i,-0.00077505-0.00065544i,-0.0017229-0.0012567i,-0.0024309-0.001128i,-0.0017874-0.0012531i,-0.00025298-0.00096975i,0.00024496-0.00082311i,0.00052311-0.0005965i,0.0013819+0.00010825i,0.0014077+0.00022871i,0.00076628+0.00051761i,4.0353e-05+0.00057973i,-0.00043412+0.0010201i,-0.00043478+0.00094056i,-0.00049909+0.00034439i,-0.00012994-5.6197e-05i,0.00043997+0.000134i,0.00056249+0.00073809i,0.00030405+0.00059199i,-0.0003994+0.00047578i,-0.0003549+0.0006061i,0.00078649+0.00028174i,0.00058402-0.00012691i
-0.0021766+0.00022351i,-0.0021515-0.0010999i,-0.0014423-0.00067653i,5.7701e-05-0.00016242i,3.4923e-05-0.00030419i,-0.00051973-0.00029242i,0.00062603-0.00077328i,0.00051112-0.00049702i,0.00030132+0.0002601i,0.00066211+0.0002012i,-5.244e-05+0.00034908i,0.00012266+0.00085883i,0.0012916+0.0010856i,0.00074155+0.00079659i,-0.00066236+0.00015075i,-0.00097511-0.00031146i,-0.00040594-0.00052567i,0.00031498-0.00050932i,0.00025654-0.00044062i,0.00029696-0.00051346i,0.00060928-0.00045261i,0.00063504-0.00032771i,-8.6196e-05-0.00014792i
-0.0024842+0.0012714i,-0.0010491+0.0024624i,0.00085024+0.0023755i,0.00050697+0.0011249i,-0.00043078-0.00026154i,-0.00062401-0.00099958i,-0.00040264-0.00085817i,-0.00016871+2.4074e-05i,7.4091e-05+0.00060199i,0.00053382+0.00026321i,0.00089207+0.00024124i,0.00023049-7.1052e-05i,-0.00051604-0.0010534i,-0.00016018-0.0021081i,0.00040317-0.001847i,0.00011747-0.0010076i,-0.00064041-0.00027612i,-0.00068154+0.00036625i,-0.00087782+0.00049706i,-0.00089952+9.1338e-05i,0.000213-0.00010058i,0.00042358-0.00024539i,0.00015147-0.00029576i
-0.00018684-0.0008996i,-0.00037798-0.00027695i,0.00024234+0.00032453i,0.0014244+0.00026395i,0.0012983-0.0006674i,0.00054515-0.0014655i,0.00016353-0.0009783i,-0.00011857+0.00025665i,9.3984e-05+0.0011527i,0.00034422+0.0010524i,-3.246e-05+8.4664e-05i,-0.00065848-0.00091981i,-0.00041258-0.0004261i,-0.000203+0.00063154i,-5.1732e-07+0.00013873i,-0.00064163-0.00053406i,-0.00074764-0.0003691i,-0.00010208+0.000443i,-0.00038151+0.00093317i,3.3575e-05+0.00041503i,0.0010248-0.0002511i,0.00083969-5.9058e-05i,0.00046752-0.00030536i
0.0010503+0.00083352i,-0.00022588+0.001223i,-0.00080249+0.00032294i,-0.00062118-0.000588i,-0.00037871-0.000505i,-0.00068572-0.00049725i,-0.0010802-0.000158i,-0.0013674+0.0009267i,-0.0010507+0.0011528i,-9.7976e-05+9.0504e-05i,8.9946e-05-0.00039065i,-1.6552e-05-0.00041589i,9.984e-05-0.00030069i,0.0003006-0.00066101i,0.00054206-0.0010225i,0.00047561-0.00035986i,0.00072717+0.00041519i,0.00081605+0.00087529i,0.00063834+0.00059507i,0.00076483+0.00078779i,0.00040412+0.00031291i,-0.00024094-0.00047984i,-0.00010852-0.0002569i
-0.0015203+0.0021501i,-0.00081292+0.001859i,0.00071299+0.0019194i,0.0016511+0.00077764i,0.0011997-0.00069633i,0.00032201-0.0016507i,-0.001131-0.00084426i,-0.0015884+0.00043762i,-0.00062453+2.6876e-05i,-0.00017825-0.00037693i,-0.00041499-0.00017712i,-0.00043621+0.00025582i,-0.00041104-0.00022415i,-0.00080512-0.0010151i,-0.0010829-0.00083469i,-0.00064973-0.00024599i,-0.00021749+0.00026423i,-6.7728e-05+0.00048856i,0.00046033+8.5832e-05i,0.00034779+0.00022786i,-0.00067176+7.9847e-06i,-0.00094566-0.00039993i,-0.00045553-0.00061266i
-5.789e-05-0.0022877i,-9.6704e-05-0.0036324i,0.00064905-0.0033043i,0.00076997-0.0018282i,0.00076556-0.0013727i,0.00056849-0.0024454i,-0.00034234-0.0024629i,-0.00087024-0.001152i,-0.00063654+0.00033275i,-0.00088547+0.00042295i,-0.00051291-8.8428e-05i,-0.00023051-0.00013447i,-0.00074157-0.00025036i,-0.0016239+0.00016747i,-0.0011572-0.0004701i,0.00011811-0.0015214i,0.00014816-0.0013181i,-0.00023024-0.00033766i,-0.00020776-0.00057272i,-0.00035606-0.00084101i,-0.00051399-0.00067866i,-0.00018803-0.00068594i,-0.00029865+3.1881e-05i
-0.0017736-0.0010165i,-0.001946+4.1782e-05i,-0.0010593+0.0012647i,-0.00021941+0.0017039i,6.8877e-06+5.5069e-05i,0.00028876-0.00083928i,0.00037683-0.0002515i,-4.3234e-05-6.4778e-05i,-0.00035917+0.0002962i,0.00020046+0.0001726i,-0.00052126-0.00016766i,-0.0010141+0.00030458i,-0.00056114+0.00059122i,-0.00074949+0.00046622i,-0.00039169-0.00024547i,-0.00012475-0.00052578i,-4.3302e-07-0.00033138i,0.00065413-0.0003054i,0.00055632-0.00012339i,0.00013811-0.00060206i,0.00028074-0.00066409i,-0.00020439-7.9609e-05i,-0.00062933+1.482e-05i
