-0.00095345+0.00049641i,-0.0012015-3.9466e-06i,-0.00098748+0.00030663i,-0.0012742+0.00043283i,-0.001186-0.00021576i,-2.3044e-05+0.00024428i,0.0013405+0.0013932i,0.0014318+0.0015117i,0.00095477+0.0014048i,0.0015464+0.0006823i,0.0019196-0.00089927i,0.0016269-0.0010764i,0.00067475-0.00013222i,-8.8056e-05-0.00018505i,-0.00025095+0.00011468i,0.00046545+0.00032248i,0.0009832-0.00016643i,0.00082811-4.6435e-05i,0.00012336+9.9504e-05i,0.00024268-0.00023106i,0.00076399-0.00074367i,0.00089094-0.00077614i,0.0010874-0.00051634i
-0.0014626-0.0009394i,-0.0014227-0.0002974i,-0.0013007+0.0011053i,-0.00086584+0.0013164i,-0.00021429+0.0015264i,0.0014132+0.0012582i,0.0024487+0.00096445i,0.0017214+0.00059413i,0.001316+0.00014501i,0.0007596+0.00036079i,0.00043001+0.00018725i,0.0004774-9.9539e-06i,0.00050993+0.00013125i,0.00088392+0.00053872i,0.00053812+0.00073087i,-0.0001334+0.00060793i,-0.00067809+0.00033115i,-0.00083201-0.00050627i,-0.00014333-0.00087668i,3.3859e-05-0.00036531i,-0.00012269-0.00046974i,0.00059193-0.00083288i,0.00073532-0.00051134i
-0.00019349+9.732e-05i,-0.0006031+0.00011479i,-0.0013879-0.00033578i,-0.0014687-5.4533e-06i,-0.00016395+0.00010291i,0.0011393+2.5859e-05i,0.0017891+0.0003009i,0.0012661+0.00011224i,-0.0002396-0.00065676i,-5.4925e-06+1.4191e-05i,0.00057895+0.00067413i,-2.8372e-05+0.00042754i,-0.00098427+0.0002388i,-0.00062712-0.00018666i,0.00010597-0.00061319i,-0.0001019-0.00048296i,-0.0012153+9.6644e-05i,-0.0013711-0.00010899i,-0.00019208-8.0357e-05i,0.00034511-0.00016976i,-9.9411e-06+3.8989e-05i,5.7046e-05+0.00058231i,0.00021494+3.2776e-05i
-0.00034231+0.00021232i,-0.00077736+0.00018138i,-0.0012297+0.00060023i,-0.00067231+0.0004052i,0.00050931+0.00043852i,0.00098232+0.00092552i,0.0015986+0.00095738i,0.001468+0.00066646i,0.00078047+0.00036569i,0.00089583+0.00041446i,0.0014553+0.00021539i,0.0015418-0.00045642i,0.00055379+0.00011718i,-0.0005901+0.00067709i,-0.0010793+0.00036603i,-0.00088991+0.0004346i,-0.00032267+0.00032914i,0.00031195+0.00043172i,1.6331e-05+0.00050769i,-0.00085067-0.00079793i,-0.00054591-0.0015106i,0.00024905-0.00068089i,-0.0001356+7.7948e-05i
-0.0042404-0.0012147i,-0.0036011-0.0010648i,-0.0033464+0.00030852i,-0.0021823+0.0021009i,5.2809e-05+0.0025756i,0.001472+0.00069221i,0.0019123-0.00023387i,0.0015657-0.0002321i,7.8721e-05-0.00014872i,-0.00037285+0.00014423i,0.00043137+0.00011257i,0.00089163-0.00010235i,0.0013882-7.4434e-05i,0.001951-0.00027901i,0.0015441+0.00044069i,-3.1755e-06+0.00019603i,-0.00031033-0.00035421i,-9.9245e-05-0.0003162i,-0.00026219-0.00057979i,-0.00066457-0.00093064i,-0.0001723-0.00044617i,0.00022233+0.00088157i,0.00018668+0.00088127i
-0.001028-0.0017947i,-0.00067965-0.00062451i,-0.0014462-0.00024158i,-0.0015019+0.00074869i,-0.00011328+0.0018812i,0.0016601+0.0014751i,0.0020598+0.00026197i,0.00074563-0.0006959i,-0.0009462-0.00074017i,-0.00071191-6.5784e-06i,-0.00023911+0.0002649i,-0.00044284+0.00047725i,-0.00013062+0.00090028i,0.0006343+0.00056541i,0.00089317+0.0010899i,0.00074748+0.0010522i,0.00092323+0.00021393i,0.00065995-6.4757e-05i,-0.00022795-0.00014766i,-0.00045665-0.00056594i,0.00015157-0.00069225i,0.00054106-6.9625e-05i,0.00066026+0.00025231i
-0.0010332-0.0015158i,-0.0015109-0.00079923i,-0.0014691+0.00016798i,-0.00049257+0.0009831i,0.00076234+0.0015231i,0.0012773+0.0011469i,0.0013175+0.00047679i,0.00080813-0.0004073i,-0.00017339-0.00075952i,-1.659e-05+0.00024105i,0.00061958-0.00020035i,0.0004024-0.00094679i,-0.00023462-0.00041951i,-0.00035664-0.00059694i,-8.9939e-05-0.00064999i,-0.00036409-0.0003639i,6.923e-05-0.00043633i,4.8877e-05+7.3242e-05i,-0.00048045+0.0013999i,-0.00034674+0.0014245i,4.2973e-05+0.00030073i,-0.00036057+5.3708e-05i,-0.00044479+0.00039226i
0.00092386-0.001403i,0.0011753-0.0015487i,0.00073858-0.00075398i,0.00085409+0.00073242i,0.0024513+0.0013036i,0.0033679+0.00077427i,0.0029562+0.00044888i,0.0016119+0.00018862i,0.00056394+0.00010754i,0.0012118+8.6856e-05i,0.001524+0.00022015i,0.00030311-0.0003403i,7.2033e-05-0.00059258i,0.00014465-0.00024623i,0.00072976+0.00027557i,0.00086377+0.00064111i,1.4217e-05+0.00074391i,5.4791e-05+0.00044618i,6.538e-05+9.3555e-05i,0.00039019+0.00042324i,0.0010204+0.00067639i,0.00068626+0.00038702i,-0.0001578+0.00026793i
-0.0025666+0.0024582i,-0.0026248+0.0037154i,-0.0017524+0.0040066i,-0.00021615+0.0030015i,0.00055482+0.0022246i,0.00089464+0.0018941i,0.0010424+0.0015297i,0.00046327+0.0011019i,0.00029082+0.0008935i,0.00062352-0.00012331i,0.00066894-0.0011558i,0.00066883-0.00058409i,0.00040943+0.00018996i,9.4968e-05+0.00040686i,0.0001874-0.00040344i,0.00022587-0.00048687i,-3.6085e-05+5.7275e-05i,-0.00010797-0.00015959i,-0.00016051-6.9261e-05i,-3.1337e-06-0.00022323i,0.0001156-4.4618e-05i,-0.00031366+0.00014234i,-0.00029365-0.00070591i
-0.00097815-0.002253i,-0.0012601-0.0019741i,-0.0015805-0.00079483i,-0.0019945+0.00027063i,-0.0015373+0.00028379i,0.00054962+0.00015518i,0.0015656+0.0009288i,0.00069769+0.00055909i,-7.4415e-05-4.7007e-05i,-0.00053839+0.00029523i,-0.00083259+0.00017133i,-0.00035775-0.0001167i,-0.00020192-0.00063072i,4.4647e-05-0.00093516i,0.00066251-0.000926i,8.8512e-05-0.00070413i,-0.00078236-0.0002896i,-0.00063164+4.7991e-05i,-0.00026254-0.00017193i,-0.00020418-0.00077049i,0.00055889-0.00034724i,0.0012962-4.1905e-05i,0.001325+0.00016873i
-0.00083378+0.00025879i,-0.0013224+0.0012915i,-0.0016132+0.002137i,-0.0007933+0.0027199i,0.00034178+0.0021568i,0.0011207+0.00073544i,0.00082123+0.00064603i,-3.2994e-05+0.000646i,-0.0012239+0.00032894i,-0.00094687+7.8122e-05i,4.3803e-05-2.3978e-06i,0.00026442-0.00060554i,0.00018871-0.00012803i,6.8114e-05-0.00016546i,9.5132e-06-0.00057191i,-0.0001732-0.00047734i,-0.00047616-0.00088903i,-0.00082969-0.00062564i,-0.00091586-0.00050127i,-0.00069947-0.00077089i,-8.8028e-05-0.00050762i,0.0005538+0.00018811i,0.00027199+9.5051e-05i
-0.0017494-0.0005387i,-0.0010939-0.00083093i,-0.0011185-0.001714i,-0.00075739-0.00091367i,0.00035795+0.00047675i,0.0020528+0.00090896i,0.0032978+0.0010751i,0.0026075+0.00044921i,0.0014378-9.0131e-05i,0.001022+0.00043075i,0.00047887+0.0012266i,5.6487e-05+0.0014436i,-0.00037526+0.0014644i,-0.00089469+0.0012974i,-0.00041481+0.00079767i,0.00040251+0.00085457i,0.00051827+0.00089791i,0.00096554+0.00093643i,0.0011054+0.00092295i,0.00048252+0.000262i,-0.00041947-0.00073058i,-0.00023926-0.0010791i,0.00030432-0.0014808i
-0.0018734-0.0010882i,-0.0011236-0.00028102i,-0.00014329+0.0012639i,0.00062257+0.0012812i,0.0010859+0.00050644i,0.0013527+4.2203e-05i,0.0015087+0.00016946i,0.00088122+0.00014676i,9.0489e-05-0.00040232i,-0.00019016-5.4314e-05i,0.000586+0.00063753i,0.00019653+0.00080035i,-0.00071831+0.0001712i,-0.00047588-0.00034103i,-0.00080021+0.00016356i,-0.0015258+0.00029384i,-0.001351+0.00032499i,-0.00079446+0.0004195i,-0.00047986-0.00069636i,-0.00046844-0.00092359i,0.00020001-6.8287e-06i,0.00048676+0.00011851i,-2.2979e-05-0.00023245i
-0.00066567+0.0003229i,-0.00081324+0.00095176i,-0.00053612+0.0015196i,-4.5036e-05+0.0019665i,0.0012198+0.0018446i,0.0021986+0.0019767i,0.001886+0.0016635i,0.0011851+0.0009792i,0.00034395+0.00069884i,0.00035184+0.00050976i,0.00070055-0.00026215i,0.0004762-0.00067399i,0.00026545-0.00046587i,-0.00016028-0.00090774i,3.9159e-05-0.0013537i,0.00066892-0.00061046i,0.0002076-0.00034722i,-7.8288e-05-0.00050126i,0.00032656-0.00040388i,0.00080051-0.00064143i,0.0010557-0.00074308i,0.00079508-0.00019342i,-0.00012502+3.8548e-05i
-0.00055019+0.00021349i,-0.0011707-0.00018914i,-0.0018001+0.00057958i,-0.0011356+0.0016839i,0.00016298+0.0015346i,0.0015442+0.00024894i,0.0017237-9.1235e-05i,0.00059714+3.4054e-05i,-4.6915e-06-1.8168e-05i,0.00035423+0.00025203i,0.00044133-0.00011422i,0.00065525-0.00074999i,0.00015891-5.4258e-05i,0.00013667+0.00074807i,0.00070881+0.00078055i,0.00071892+0.00094598i,0.00052336+0.00050031i,-8.6411e-05-0.00094967i,9.43e-05-0.00064063i,0.00090946+0.00032835i,0.00073557+0.00048455i,-4.3489e-05+0.0005157i,8.0103e-05+0.00039783i
-0.0012648-0.0006088i,8.6246e-05-0.00042565i,-0.00018031+0.00076549i,1.6072e-05+0.00122i,0.0013275+0.00047313i,0.0022026+0.0002381i,0.0026885-0.00020343i,0.0016199-0.00095994i,8.7971e-05-0.00053381i,-0.00036227+0.00030259i,-0.00017283+0.00021711i,0.00032321+0.00026622i,0.00035022+0.00013173i,0.00016254-0.00048861i,-8.3367e-05-0.00078094i,0.00014406-0.00036372i,0.0009408-2.0868e-05i,0.00053136+0.00015208i,-0.00039108-2.5963e-05i,-0.00017682-0.00021714i,9.9669e-05+4.8906e-05i,-0.00019464+0.00012287i,-0.00063447-0.0003005i
-0.001074-3.8777e-05i,-0.0019394+0.00080272i,-0.0018901+0.0015351i,-0.0013331+0.0011741i,-0.00043784+0.0010268i,0.00048988+0.00026699i,0.0014508-0.00019627i,0.0015421+0.0005428i,0.00096011+0.0011966i,0.00067708+0.0010339i,0.00079431+0.00054627i,0.00060472+4.0322e-05i,-0.0001352+0.00027364i,-0.00030483+0.00018377i,-0.00047888-9.0137e-05i,-0.0013758-0.00029945i,-0.0013568+0.00045304i,-0.00013559+0.00056299i,0.00010577-0.0006463i,4.5186e-05-0.00097223i,0.00042484-0.00047845i,0.0013784-0.00024989i,0.0018021-0.00030254i
-0.0011496-0.0024034i,-0.0015386-0.0024752i,-0.0026671+3.6054e-05i,-0.0022823+0.0014477i,-0.00020986+0.0016432i,0.0017164+0.001916i,0.0022455+0.0009365i,0.0015371-0.00029653i,0.00083389-0.00043172i,0.00060584+0.00026991i,0.00039721+0.00059949i,0.00095644+0.0010067i,0.0016951+0.0010639i,0.00087578+0.00080038i,-9.3688e-05+0.0012636i,-0.00012591+0.00055933i,0.00046678-0.00013806i,0.00033195+0.00032667i,-8.7803e-05+0.00014963i,-0.00035971-0.0001098i,-7.047e-05-0.00060482i,0.00076814-0.00054057i,0.0010118+0.00012437i
-0.00091626+0.00098264i,-0.00083992+0.0009827i,-0.0003876+0.00072282i,-0.00084607-1.9943e-06i,-0.00011036+7.8376e-05i,0.0012386+0.00068143i,0.00078209+0.00020793i,0.00043918-0.0004142i,0.00024886+0.00024142i,0.0002834+0.00058338i,0.00088102-0.00054656i,0.00095652-0.00095276i,0.00010107-0.00024566i,-0.0008177-0.00026316i,-0.00083351-0.00046277i,-0.00098064-0.00020089i,-0.00069334+0.00042491i,-0.00041108+0.0005504i,-0.00039123+7.0337e-05i,1.0393e-05-0.00016531i,0.00046075-0.00057275i,0.00081717-0.0004941i,0.00070004-0.00026534i
-0.00077045-0.0033419i,-0.00018921-0.0030091i,-0.001514-0.0023957i,-0.0021821-0.00031262i,-0.00065203+0.0014591i,0.0011227+0.0013346i,0.0017612+0.0002644i,0.0011815-0.0013026i,0.00055419-0.001756i,6.2735e-05-0.0010791i,-8.8212e-05-0.00071818i,1.8045e-05-0.0010335i,0.00071759-0.00028877i,0.00091682+0.001049i,0.00058421+0.0008714i,8.4731e-05-1.8795e-05i,0.00021593-1.9011e-05i,0.00051299+0.00046474i,0.00039322-0.0002459i,0.00023953-0.00094188i,-8.6756e-06-0.00062849i,0.00014712-0.00026368i,0.00019907-6.1094e-05i
0.00079361+0.0014777i,0.00081077+0.0020329i,-0.00023767+0.0021311i,-8.5406e-05+0.0017262i,0.0013979+0.0014869i,0.0016711+0.0018936i,0.001247+0.0015541i,0.0011239+0.00039461i,0.0012264+0.00060435i,0.0014316+0.00097291i,0.0010682+0.00056047i,0.00028759-5.3201e-06i,0.00057566+0.00011526i,0.00076691+0.00039961i,0.0004021-6.5266e-05i,0.00017441+0.0003481i,-6.3657e-05+0.00078285i,-0.00015875+0.00061838i,-0.00061396+0.00041127i,3.8062e-05+0.00020616i,0.00074732+0.00038113i,0.0002097-0.00011699i,0.00039647-0.0010481i
-0.0037105+0.00098515i,-0.003742+0.0023904i,-0.0030159+0.0027282i,-0.0017112+0.0032192i,0.00020798+0.0033209i,0.0024134+0.002711i,0.0024788+0.0016133i,0.0010165+8.8966e-05i,-6.5195e-05+5.4733e-05i,-0.00017892+0.00035021i,0.00028011-0.00074266i,0.00073619-0.00069735i,0.00087095+0.00038379i,0.00062703+0.00059004i,0.00019897+0.00014114i,0.00012297-0.00050822i,0.00018787-1.6222e-05i,6.9513e-05+0.0001i,0.00052576+0.0001323i,0.00060623+0.00047594i,0.00075772-0.00029388i,0.001365-0.00086048i,0.00070337-0.00010338i
-0.0067472-0.00416i,-0.0057287-0.0021555i,-0.0056428+0.00063277i,-0.0037195+0.0017904i,-0.00024746+0.0026298i,0.0022207+0.002038i,0.002334+0.00012408i,0.0013015-0.00097217i,0.00037329-0.0002394i,0.0011377+0.00051659i,0.0021832+0.00025507i,0.0019882-0.0006068i,0.0020879-0.00113i,0.0021923-0.00057055i,0.0020013+0.00015075i,0.00089136-0.00042679i,0.00017817-0.00065182i,0.00096506-0.00015347i,0.00099732+1.1592e-05i,0.00031347+0.00012279i,1.6593e-05-0.00010389i,-0.00017444+0.00030021i,-5.267e-05+0.00037992i
0.0030498-0.0012428i,0.0014583-0.0018502i,0.0007438-0.0030708i,0.00065643-0.0018435i,0.00028255-0.00064722i,0.00056677-0.00027394i,0.00136-0.00031747i,0.0012195-0.00032722i,0.00096919-0.000165i,0.00075531-0.00036897i,0.00038058-6.2798e-05i,0.00014222+0.00018043i,-2.329e-05+0.00053249i,-0.0006364+0.0005318i,-0.0012368+2.7979e-05i,-0.00090514+0.00040453i,-0.00047601+0.00065415i,-0.00048737+0.00042334i,-0.00028061+0.00025566i,-4.4905e-05+0.00045569i,0.00015893+0.00034159i,0.00014301-0.00033147i,0.00023-0.00023649i
0.00011222+0.0028864i,0.0006705+0.0018167i,0.0010632+0.0014867i,0.00094812+0.0024383i,0.0012872+0.002547i,0.0011012+0.0015476i,0.00065948+0.0011086i,0.00052423+0.0010286i,0.00071704+0.00076688i,0.00058303+0.00036043i,4.1106e-05-0.00030734i,0.0001873-0.00052841i,-0.00017511-0.00044413i,4.3494e-05-0.0005504i,0.00078221-0.00020315i,0.00060197-7.3966e-05i,0.00033464-7.3342e-06i,-2.0574e-05-0.00026958i,-0.0001688-0.00076458i,0.00028579-0.00039668i,0.00077771-0.00021071i,0.0008112-0.00015053i,0.00055471-0.00014438i
-0.0014044-0.00023924i,-0.0013902+5.0284e-05i,-0.00039403+0.00025446i,0.00078646+0.0013984i,0.0013277+0.0011613i,0.0011538+0.00031403i,0.0011404+0.00017917i,0.001455-6.6808e-05i,0.00078699-3.885e-05i,7.7224e-05-3.5545e-05i,0.00042373-0.00032734i,0.00073825-0.00039529i,0.00044918-3.3497e-05i,-4.9455e-05+0.00034486i,7.6331e-05-0.00010998i,0.00041386-0.00068305i,0.00080123-0.0006122i,0.00069288-0.00021903i,0.00014792+0.00030684i,0.00043778+0.00053377i,0.00084142-0.00014721i,0.0007263-0.0007684i,0.0013854-0.00053226i
0.0013399-0.0009832i,0.00081919-0.00055971i,0.0006115+0.00045593i,0.00048757+0.00079943i,0.0005468+6.2221e-05i,0.0011427-2.8129e-05i,0.0013896+0.00010005i,0.0010946+0.00031255i,0.00042273-0.00051822i,0.00023258-0.0011698i,-0.00018869-0.00033951i,-0.00046888+0.00063932i,-0.00021955+0.00046205i,-0.0005886+0.00029863i,-0.00072953+0.00032319i,-0.00039123+0.00040432i,-0.00032388+0.00069076i,-3.5946e-05+0.00057322i,7.5851e-08+7.7677e-05i,-0.00028418-0.00094075i,-5.889e-05-0.0010701i,0.00025599-0.00029612i,0.0002035+0.00024005i
-0.00013536+0.0013824i,-0.00061175+0.0016405i,-3.4009e-05+0.00089654i,0.00024369+0.0008618i,0.00075762+0.0013969i,0.0018003+0.0020468i,0.0023356+0.0019035i,0.0022129+0.0010682i,0.0019439-9.1939e-05i,0.0015442-0.00020702i,0.00056909-0.00026202i,-7.5779e-05-0.00030932i,-0.00013725+0.000145i,-0.00030789+0.00031747i,-0.00046526+0.00065285i,-0.00046881+0.00051364i,-0.00013785-0.00046493i,0.00022028-0.00086342i,0.00025983-0.00040047i,0.00050346-0.00029764i,0.0005801-0.00016038i,0.00038203-3.7193e-05i,0.00011498-0.00039463i
-0.0013423+0.00095548i,-0.0015681+0.0020574i,-0.0022688+0.0018654i,-0.0019364+0.0011782i,-0.00065173+0.00031515i,3.4758e-05+0.00017923i,0.00052592+0.00015013i,0.00048103-0.00048214i,3.957e-05-0.00034154i,8.3167e-05+0.00012713i,0.00094375+0.00046608i,0.0010894+0.00086849i,0.00037175+0.0010176i,-0.00020125+0.0009098i,0.00051259+0.00033865i,0.0010195+8.0723e-05i,0.00093792+0.00041263i,0.00061156-0.00010735i,0.00042007-7.1547e-05i,0.00044423-7.1396e-05i,0.00071423-0.00011983i,0.0010335+0.0001005i,0.00046867-4.964e-05i
0.0013688-0.002281i,-2.8067e-05-0.0013751i,-0.00083748-0.0010269i,-0.00053915-0.00029411i,0.00089482+0.0007816i,0.0016057+0.0013102i,0.0020087+0.0011888i,0.0018968+0.0010004i,0.00098205+0.00037101i,-0.00024575+0.00062895i,-0.00045233+3.7815e-05i,0.00031732-0.00082785i,0.0009668-0.00020052i,0.00045238+0.00046643i,6.4624e-05+0.00067098i,6.8287e-05+0.0011858i,8.651e-07+0.0011088i,0.00057646+0.00058102i,0.00038057+0.00012214i,-0.00022187-2.5779e-05i,-4.4664e-05-8.5825e-05i,0.00028791-0.00027727i,0.00022278-0.00072757i
-5.2672e-05+0.001149i,-0.00044484-0.00027296i,-0.00055523-0.00056144i,-0.00095303+5.883e-05i,-0.0009229-2.5413e-05i,1.7321e-06+9.411e-05i,0.0012041+0.00025171i,0.0013172+0.00014675i,0.00073325+0.00053774i,0.00089012+0.00026039i,0.0005487-0.00035552i,-0.00022288-0.00097605i,-0.00057864-0.0013073i,-0.00073082-0.00066042i,-0.000866-4.0475e-06i,-0.0013493-0.0001242i,-0.001294+5.37e-05i,-0.00051151+0.00054875i,-0.00047621+0.00018423i,-0.00019569+0.00017175i,0.00069238+0.00017665i,0.00086288-0.00014206i,0.00032343-0.00030716i
-0.001314-0.0021283i,-0.0013285-0.0010403i,-0.001217+0.00082815i,-0.00092784+0.0014693i,-0.0004074+0.0017427i,0.00061559+0.0016157i,0.0013204+0.0006742i,0.00085362-0.0011619i,0.00092985-0.0014829i,0.0013196-6.4309e-05i,0.00099631+0.0007216i,0.00034032+0.00041052i,9.4504e-05-0.00043252i,2.0028e-07-0.0013383i,0.00013544-0.00070449i,9.7436e-05-0.00021198i,-0.00029618-0.00036696i,0.00023088-0.00039117i,0.00094863+0.00014386i,0.00065663+6.8627e-05i,0.00036162-0.00089994i,0.00034014-0.0010133i,0.00067395-2.5074e-05i
0.00073551-0.0017765i,-0.0012562-0.00094072i,-0.0020669+1.9142e-05i,-0.0014297+0.0001126i,-0.00031624-0.00010615i,0.00084053+8.8062e-05i,0.0015907+0.0006099i,0.0015607+0.0006729i,0.00047167-3.628e-05i,-1.6111e-06-0.0001849i,0.00067954+0.0002556i,0.00035413+6.7598e-05i,-0.00024264+0.00019635i,-0.00027532+0.00053979i,1.2192e-06+0.00043274i,-0.00016647-0.00037677i,-0.00037596-0.00062644i,9.1167e-05-0.00018484i,0.00053617-0.00016001i,-4.4564e-05+0.0002464i,-0.00063735+0.00056823i,-0.0006955+0.00079305i,-0.00075389+0.0011052i
0.00072139-0.0018089i,-0.00076871-0.0022838i,-0.001409-0.00086947i,-0.001055+0.00099748i,-0.00010234+0.001062i,0.00096374+0.00049052i,0.0013719-0.00011815i,0.0011201-0.00064516i,0.00055866-0.00092538i,0.00072356-0.00056478i,0.0011308+0.00028494i,0.00030762+0.00047661i,-0.00050085+0.00019975i,-0.00047453+0.00033478i,-0.0004223+0.00029809i,-6.1001e-05-0.00017174i,0.00026395-0.00021182i,0.00055509+0.00010781i,0.0011-0.00024714i,0.0016324-0.00032696i,0.0017878-0.00050229i,0.00074081-0.00082404i,-0.00086863-0.00079965i
0.00085017+0.00135i,0.00077483+0.0027908i,0.0014746+0.0021052i,0.0010649+0.00097359i,0.00118+0.00087771i,0.00157+0.0011079i,0.00069895+0.00037728i,-0.00014521+0.00018787i,-0.00021387+0.00064511i,0.00049767-7.5694e-05i,0.0014016-0.0011359i,0.0011699-0.00088571i,-0.00015797-0.00010428i,0.00011482-0.00037805i,0.00094725-0.00090016i,0.00043659-0.00046071i,0.0001541+0.00038552i,0.00022584+0.00041516i,-6.8073e-05-0.00039835i,-0.00020142-0.0002671i,-4.2068e-05+0.00061542i,0.00021263+0.00045419i,0.00028473+0.0003842i
-0.00054276-0.0015302i,-0.0020919-0.00035734i,-0.0024187+0.00023065i,-0.00236+0.00051591i,-0.0018663+0.00095923i,-0.00020049+0.00092473i,0.00088476+0.00046277i,0.00083725+0.00035337i,0.00089732-0.00069253i,0.00058863-0.0016204i,-0.00033201-0.00043856i,-1.9503e-05+0.00026811i,7.7962e-05+2.7268e-05i,-0.00030912+3.9334e-05i,-0.00018811+0.00058405i,-9.2251e-07+0.0005542i,0.00016839-9.1486e-05i,0.00069324-0.00019443i,0.00078835-4.6333e-05i,0.00043162-0.00056661i,0.00062577-0.00065903i,0.00024374+5.4254e-05i,-0.00042813+0.00010221i
0.00037356+0.0001132i,-4.2754e-05+0.00052601i,-0.0017326+0.0014157i,-0.0011527+0.0016712i,0.0010012+0.0011844i,0.0012378+0.0010594i,0.0011516+0.00018959i,0.00074091-0.000716i,-0.00059217-0.00098606i,-0.00022564-0.00028975i,0.00085612+0.00017353i,0.00055683+0.00049048i,-9.6518e-05+0.0010532i,-8.4162e-05+0.001785i,0.00055449+0.0012273i,0.00074207-8.6701e-05i,0.00025306-0.00097806i,-0.00018219-0.0014084i,0.00059143-0.0011452i,0.0011712-0.00080917i,0.00085596-0.00028881i,0.00061186+0.00055215i,0.00081883+0.00046848i
-8.7047e-05+0.0012624i,5.7301e-05+0.0015336i,-3.7193e-05+0.00062911i,0.00055907-0.00019177i,0.0011482+0.00026361i,0.0012762+0.00076949i,0.0011528+0.00012175i,0.0013493-0.00079654i,0.0013061-0.00060064i,0.00071903-9.3951e-05i,0.00049597+0.00035914i,0.00064022+0.00068227i,0.00065227-0.00019502i,0.00092547-0.00041376i,0.00085736+0.00072401i,0.00085259+0.0011359i,0.0005601+0.0015391i,0.00037167+0.00069431i,-0.00037927+0.00010643i,-0.00080826+0.0007631i,0.00036071+0.00032706i,0.001023-0.00014756i,0.00081724+2.5806e-06i
-0.0011397-0.00020312i,-0.0023842-0.00070617i,-0.0028996-0.00096299i,-0.0020177-0.00016137i,-0.001022+0.00076376i,0.00059888+0.0015361i,0.0015616+0.001235i,0.0012235-0.00022162i,0.00081577-0.0015748i,0.00093763-0.00064511i,0.0008336+7.76e-05i,0.0010708-0.00037661i,0.00067376-0.00010867i,0.00021793+0.0010001i,0.00065512+0.00072921i,0.00072863-0.00054423i,0.00083039-0.00033292i,0.0010735+0.00015529i,0.00083522+0.00014499i,0.00060608+0.00010786i,0.00033516-0.00017396i,-0.00024642-0.00022533i,-0.00025422+0.00021833i
-0.0012339-0.0030679i,-0.0012969-0.0040959i,-0.00023347-0.002005i,0.0007896+0.00038276i,0.00094009+0.00095443i,0.00078905+0.00073126i,0.0010072+0.00044191i,0.0012374-6.8953e-05i,0.00062818-0.00013294i,0.00014841-5.8553e-05i,-4.0622e-05-0.00058515i,0.00022574-0.0007381i,0.0005095-5.7012e-05i,-0.00037906+0.00070065i,-0.00090843+0.00049305i,-0.00073308-0.00044444i,-0.0001461-0.00050179i,0.00025655-0.00099189i,0.000335-0.00064833i,0.00071527-0.0005316i,0.00073983-0.00052735i,0.00050302+0.00028707i,0.00031262+0.00092415i
0.0029264+0.0019576i,0.0024536+0.0013443i,0.00073545+4.7904e-07i,-0.00032799-0.00034372i,5.1149e-05+0.00072575i,0.00072811+0.0016614i,0.0012958+0.0014619i,0.0014074+0.001011i,0.0010388+0.00087954i,0.00051154+0.0012529i,-3.2672e-05+0.00038869i,-0.00017597-4.4639e-05i,-0.00058386+0.00038666i,-0.0016488+0.00017641i,-0.001602+0.00010061i,-0.00048861-0.00030653i,0.00022582-0.00035156i,0.00011169-0.00023665i,-0.00021805-3.9275e-05i,-0.00017089+0.00016486i,-0.00022805-0.00018802i,-0.0002926-0.00057929i,-0.00081887-0.00074797i
-0.0038323+0.0020836i,-0.0024219+0.001115i,0.00032719+0.0013725i,0.00068654+0.0024758i,0.0010884+0.0018594i,0.0017086+0.00041369i,0.0010091-0.00036304i,4.3705e-05-0.00030818i,-0.00024059+0.0003019i,-0.00011149+0.00079054i,0.00033474+0.00042981i,0.00094299-0.00029551i,0.0011837-0.00059612i,0.0011675-0.00035393i,0.00043028-0.00050414i,3.5507e-06-0.0010211i,-0.00010005-0.0010667i,-0.00091846-0.00078359i,-0.0010162-0.00044049i,4.679e-06+0.00053521i,0.00023723+0.0014568i,-0.00056659+0.00094081i,-0.0010205+0.00015541i
-0.001056+0.00084624i,-0.0014693+0.0018984i,-0.0022194+0.0025432i,-0.00085775+0.0023859i,0.0012542+0.0020629i,0.001986+0.0012042i,0.00083661+0.00052479i,-0.00026041+0.00026157i,-0.00014892+0.00023768i,6.5973e-05+0.00043655i,0.00050453+2.0414e-05i,0.00084805-0.0007281i,0.00062316-0.00092687i,0.00041434-0.00027852i,0.00027922-0.00040023i,0.00090756-0.00039186i,0.00091109+0.00036734i,-0.00023843-8.8219e-05i,-0.0010308-0.00036195i,-0.0004607-3.7136e-05i,8.7244e-05+9.2769e-05i,-0.0001931-0.00053559i,-0.00027338-0.00081608i
0.00048063+0.00080387i,0.00040031+0.00024406i,0.00015578+0.00083482i,6.9553e-05+0.0010463i,0.0011505+0.00095971i,0.0022763+0.001162i,0.003123+0.0013519i,0.0026975+0.0012779i,0.0018151+0.0009572i,0.0012377+0.0004134i,0.00055037-6.0958e-05i,0.00010119-0.00014671i,6.8673e-05+8.7071e-05i,-0.00045382+0.00071582i,-0.00030542+0.00063926i,0.00042864+0.00023755i,0.00015784-6.4403e-06i,0.00026116-0.00023585i,0.00076625-0.00018578i,0.00065394-0.00019528i,0.00051316-0.0003059i,0.00038155+4.0439e-05i,0.00050419+0.00027607i
