-0.0003994-6.515e-06i,-0.00013543-0.00012666i,-0.00071528-0.00049075i,-0.00099183-0.0010047i,-0.00083352-0.00026527i,-0.0011572+0.00051674i,-0.00045395+0.00077773i,0.0012611+0.00094595i,0.001926+9.0954e-06i,0.0016423-0.00020494i,0.00087408-6.6487e-05i,-0.00022011-0.00058343i,-0.00057354-0.00068768i,-9.2935e-05-0.00027999i,0.00018557+0.00044315i,-0.0002003+0.0014696i,-0.00044355+0.0012018i,-6.8442e-05+0.00046816i,0.00028536-0.000187i,0.00028633-0.00042332i,-0.00013353-0.0005105i,-0.00041606-0.0005455i,-0.00072995-0.00059389i
-0.0291+0.032952i,-0.049484+0.047192i,-0.038615+0.036733i,-0.0065321+0.015491i,0.0047585+0.0059313i,0.00044634+0.0063517i,-7.3749e-05+0.007441i,0.0028622+0.0011171i,0.0018137-0.00561i,-0.0027648-0.0049536i,-0.0045107-0.00011438i,-0.0018323+0.0032102i,0.0015646+0.0029369i,0.0030079-0.00025577i,0.0023063-0.0028616i,0.00065574-0.0020324i,9.5118e-05+0.00015724i,0.0013068+0.0028019i,0.0011539+0.0054839i,-0.0012138+0.0057624i,-0.0030439+0.0039444i,-0.0039793+0.00060119i,-0.0043578-0.0021147i
0.0071349-0.043685i,0.013424-0.071511i,0.012716-0.068265i,0.0033734-0.043588i,-0.0039254-0.027592i,-0.0064617-0.015731i,-0.0051441-0.0068046i,-0.0038461-0.0057927i,-0.0069687-0.0053662i,-0.0089979-0.0021003i,-0.0054261-0.00015161i,-0.00067614-0.0009937i,0.0022037-0.0020888i,0.0036002-0.0016894i,0.0033042-0.0015748i,0.0020204-0.0036689i,0.00068626-0.0055917i,-0.00073848-0.0064653i,-5.6495e-05-0.0085113i,0.0033944-0.0090727i,0.0052725-0.0065445i,0.0034076-0.0032973i,0.00017803+0.00012214i
0.023281+0.034432i,0.03266+0.055755i,0.023694+0.047879i,0.0064619+0.017407i,0.0010433-0.00054907i,0.0037703-0.0037373i,0.0034561-0.0066152i,-0.0056354-0.0081143i,-0.012069-0.004474i,-0.0071424+0.00030964i,0.00050937+0.00051758i,0.0033348-0.0010129i,0.0016513-0.0013911i,-0.00042889-0.0015372i,-0.0010928-0.00016768i,-0.00090318+0.0022584i,-0.00041052+0.0034866i,0.00038018+0.0039739i,0.00031603+0.0044636i,-0.0021801+0.0036248i,-0.0047279+0.0018624i,-0.0054797+0.0016569i,-0.0045505+0.0027864i
-0.037368-0.010694i,-0.056735-0.020466i,-0.048022-0.018885i,-0.026992-0.0064604i,-0.017873+0.0018625i,-0.014289-0.0025387i,-0.011391-0.0086973i,-0.0081016-0.0066227i,-0.0028069-0.001413i,0.0016077-0.00036644i,0.0015578-0.0018461i,-0.0010693-0.00022847i,-0.0021676+0.0027486i,-0.0021234+0.0038234i,-0.0026909+0.0024595i,-0.0037664+0.00076149i,-0.0046318+9.8445e-05i,-0.0049268-0.0019572i,-0.0038613-0.0043084i,-0.0013392-0.0043049i,0.00084404-0.0027162i,0.0021948-0.00021607i,0.0027432+0.0020791i
0.036834-0.0094102i,0.058451-0.011676i,0.054381-0.0049812i,0.031108+0.0010691i,0.010103+0.0017563i,-0.0012676+0.001663i,-0.005456+0.0023091i,-0.0020292+0.0032038i,0.0058514-0.00018368i,0.0067585-0.0069868i,0.0006733-0.008516i,-0.0035448-0.003419i,-0.0037064+0.0010474i,-0.0025468+0.0027902i,-0.00071966+0.0043081i,0.0017447+0.0046425i,0.0032298+0.0046341i,0.0052515+0.0046528i,0.0053613+0.0050438i,0.0013699+0.0050808i,-0.00093088+0.0036971i,-0.00081917+0.0016768i,-0.00097719-0.00098796i
-0.018377+0.028136i,-0.031057+0.038699i,-0.027608+0.03167i,-0.007288+0.018124i,0.0061382+0.010235i,0.0030778+0.0099066i,0.0020921+0.010388i,0.0087383+0.0051462i,0.012091-0.0034316i,0.0079327-0.0063547i,0.0024056-0.0022304i,0.00048503+0.0017206i,0.0012461+0.0016049i,0.0013063-0.00026186i,3.9594e-05-0.0010373i,-2.8964e-05-0.00031728i,-0.00027609-3.3758e-05i,-0.0013325-0.00010508i,-0.0017754-0.0015982i,0.00012184-0.0024605i,0.0025053-0.0012449i,0.0026916-0.0010365i,0.0014724-0.0015738i
-0.0029452-0.029619i,0.0029556-0.046766i,0.0086212-0.045901i,0.0048411-0.031411i,0.0021777-0.016514i,0.0044192-0.0070459i,0.0077878-0.0015954i,0.0095088-0.0022261i,0.0061761-0.0041773i,0.0020757-0.0014167i,0.0016693+0.00026518i,0.0021616-0.0014148i,0.0016812-0.0025596i,0.00086897-0.0021531i,0.0019563-0.0022285i,0.0039855-0.0028627i,0.0050658-0.0034762i,0.0059844-0.003911i,0.0055509-0.00297i,0.0021641-0.0022772i,-0.00064386-0.0022249i,-0.0011999-0.0019139i,-0.0011393-0.00076619i
0.017597+0.02163i,0.020764+0.036461i,0.015977+0.031478i,0.010393+0.008267i,0.0033005-0.0075176i,0.0018953-0.010113i,0.0039817-0.012068i,-0.00082461-0.01166i,-0.0068732-0.003939i,-0.0034148+0.0033823i,0.0039403+0.0036936i,0.0045967+0.00074539i,0.0012401-0.0015264i,-0.0013383-0.0025259i,-0.0038615-0.0023526i,-0.0051421-0.00099144i,-0.0051645-0.00034991i,-0.0060725-0.00013568i,-0.0065651-0.0012312i,-0.0044127-0.0026677i,-0.0015155-0.0022608i,-0.00065232-9.6569e-05i,-0.00015316+0.0020195i
-0.027662-0.0067563i,-0.041154-0.016873i,-0.039404-0.016001i,-0.027279-0.0030193i,-0.018729-0.00088889i,-0.016627-0.006866i,-0.015986-0.0084873i,-0.016599-0.0048438i,-0.014257+0.0027694i,-0.007275+0.0062112i,-0.0022719+0.002761i,-0.0015061-0.00041324i,-0.0014877-0.00073775i,-0.00048378+0.00037669i,4.6071e-05+0.0014506i,-0.0016402+0.0014867i,-0.0029918+0.0010733i,-0.0013573+3.0691e-05i,-0.00010742-0.0012686i,-0.0013935-0.001937i,-0.0026254-0.001535i,-0.0017474-0.00074145i,0.00040781-0.00072228i
0.026901-0.013816i,0.042082-0.013935i,0.0366-0.010615i,0.012877-0.0076519i,-0.004388-0.0018337i,-0.011963+0.0014065i,-0.015997+0.0024071i,-0.014085+0.005191i,-0.0080678+0.0055339i,-0.0045464+0.0026389i,-0.0037165+0.0016825i,-0.002323+0.0025406i,-0.00068625+0.0033502i,-0.0011505+0.0030223i,-0.0019675+0.0029595i,-0.0014714+0.0047399i,-0.00078359+0.0068644i,-0.0022519+0.0070892i,-0.0028333+0.0054181i,-0.00055798+0.0033796i,0.0012609+0.002689i,0.0011488+0.003034i,-0.00012856+0.0028042i
-0.011544+0.017178i,-0.024454+0.026505i,-0.022524+0.022656i,-0.0067902+0.012193i,-0.00023551+0.0095434i,-0.001757+0.014439i,-0.00016769+0.015904i,0.004494+0.0083826i,0.0057655-0.0031363i,0.001663-0.0067458i,-0.001544-0.0016883i,-0.00038925+0.0019695i,0.0021174+0.0019141i,0.0034948+0.0006106i,0.0036159-0.00099986i,0.0034449-0.0017074i,0.003732-0.0019317i,0.0050539-0.0037066i,0.0052371-0.004635i,0.0031594-0.0031092i,0.0024651-0.001601i,0.0030164-0.00042275i,0.0019802-4.2797e-05i
-0.0019984-0.019423i,0.0043168-0.035379i,0.0097361-0.034464i,0.0084501-0.021471i,0.0070881-0.012367i,0.0089007-0.0053997i,0.013558-0.0012036i,0.017054-0.0049493i,0.012955-0.011308i,0.0049143-0.010384i,0.00098773-0.0046587i,0.00069917-0.0012227i,0.001324-6.5225e-05i,0.0015417-0.00027176i,0.0011889-0.0020129i,0.00183-0.0025979i,0.0027933-0.0015879i,0.0026139+0.00054817i,0.0025993+0.0014182i,0.0030675+0.00014366i,0.0025321+0.00054434i,0.0011514+0.0019295i,-3.1135e-05+0.0022084i
0.014874+0.016708i,0.0212+0.028595i,0.017124+0.023982i,0.010008+0.0046321i,0.0090262-0.0083193i,0.010423-0.01255i,0.011272-0.014884i,0.0087719-0.016505i,0.0043743-0.013904i,0.0020499-0.0086942i,0.00060732-0.0055521i,-0.0015899-0.0034349i,-0.0016572-0.0010012i,0.0002605-0.00021627i,0.0010541-0.0010086i,0.00059835-0.0024664i,-8.3986e-05-0.0041772i,0.00011841-0.0057397i,8.6035e-05-0.0065229i,-0.000641-0.0063567i,-0.001447-0.0056513i,-0.0015956-0.0040158i,0.00021312-0.0025741i
-0.022382-0.0038112i,-0.035173-0.0095357i,-0.028923-0.011263i,-0.015274-0.0074126i,-0.011031-0.0055611i,-0.010708-0.0097501i,-0.011229-0.014156i,-0.011177-0.010711i,-0.007796-0.0020071i,-0.0012594+0.0021029i,0.001498+0.000521i,-2.484e-05+0.00017319i,-0.0017384+0.0023918i,-0.0025153+0.0027771i,-0.0031714+0.001995i,-0.0035799+0.0029602i,-0.0033394+0.0046722i,-0.0032198+0.0052004i,-0.0024999+0.0037178i,-0.0020551+0.0021801i,-0.0029197+0.0023605i,-0.0029555+0.0026842i,-0.0027093+0.0024515i
0.018837-0.0071501i,0.031131-0.010165i,0.028871-0.0056048i,0.012758-0.0018207i,-0.0028613-0.002226i,-0.01057-0.00056455i,-0.014441+0.0030531i,-0.014489+0.0086715i,-0.0080558+0.011698i,-0.00048046+0.0072588i,0.0017634+0.00061659i,0.00088676-0.00066803i,0.00082335+0.0015383i,0.00044056+0.0029557i,-0.00052788+0.0039337i,-0.00090234+0.0040274i,-0.0016398+0.0026802i,-0.0024428+0.00058928i,-0.0028077-0.00065193i,-0.002821-0.00058853i,-0.0026381-0.00023847i,-0.0024076+0.00041247i,-0.0012967+0.0012391i
-0.0062125+0.015025i,-0.014323+0.022018i,-0.016245+0.018635i,-0.0087286+0.012865i,-0.0023477+0.012656i,-0.0037221+0.01546i,-0.004749+0.01799i,-0.0018387+0.016121i,0.0005897+0.010637i,0.0020649+0.0053316i,0.0032434+0.0015747i,0.0035755-0.00072901i,0.0021903-0.0020509i,-2.3972e-05-0.0022686i,-0.0010813+7.5429e-05i,-0.0011153+0.0031186i,8.2603e-05+0.005011i,0.00097945+0.0053903i,0.0016769+0.0042132i,0.0023805+0.0032546i,0.0022833+0.0041974i,0.0017472+0.0046293i,0.00096913+0.004089i
-0.0025599-0.019817i,-0.0018372-0.030331i,0.0016883-0.028754i,0.0011298-0.016849i,-6.2668e-05-0.0057793i,0.0035343+0.0011641i,0.008883+0.0038213i,0.011131+0.0014269i,0.0058981-0.0033602i,-0.0015526-0.0034452i,-0.0029918-0.00030029i,-0.00083034-0.00038742i,0.00014359-0.0029866i,0.00093501-0.0041888i,0.0017714-0.0040376i,0.0028461-0.0037346i,0.0036977-0.0044031i,0.0031528-0.0055984i,0.0024691-0.0058408i,0.00257-0.0061304i,0.002963-0.0058914i,0.0030631-0.0044122i,0.0026863-0.0019273i
0.0094057+0.0092137i,0.01263+0.016067i,0.010185+0.015798i,0.0081+0.004428i,0.0059532-0.0051241i,0.0069293-0.0085027i,0.010289-0.01249i,0.008499-0.016425i,0.002297-0.01606i,-0.0024175-0.0092446i,-0.0024528-0.00095936i,-0.0012094+0.0022354i,-0.0010898+0.0016439i,-0.0010721-0.0004696i,-0.001277-0.0021052i,-0.0010729-0.0020496i,-0.00060352-0.0011448i,-1.4787e-05-0.00085724i,0.00081081-0.0010185i,0.0013188-0.00092407i,0.00080447-0.00085079i,0.00024679-0.00073366i,0.00080213-0.00064369i
-0.014619-0.0012316i,-0.020432-0.0056685i,-0.018512-0.0084326i,-0.012461-0.0057317i,-0.0078665-0.0054081i,-0.0074776-0.0096965i,-0.008192-0.015108i,-0.0081347-0.01809i,-0.0065805-0.015057i,-0.0032408-0.008438i,-0.0008792-0.0029342i,-0.00037626+0.0017189i,0.00065671+0.0043123i,0.0025779+0.002881i,0.00127-0.00029894i,-0.0011324-0.0029555i,-0.0017462-0.0039845i,-0.0023719-0.0042027i,-0.0036422-0.0047593i,-0.004387-0.0048196i,-0.0040606-0.0034573i,-0.0035549-0.0021581i,-0.0032885-0.00098816i
0.010699-0.0039125i,0.019522-0.0041699i,0.019005-0.00095466i,0.008973-0.0023187i,-0.00065246-0.0048403i,-0.0084663-0.0057549i,-0.013968-0.0045846i,-0.013645-0.00094921i,-0.0074901+0.0010936i,-0.0014903-0.0012979i,-0.001161-0.0033433i,-0.0016957-0.00052485i,0.00068586+0.0033258i,0.0023086+0.0033054i,0.001468+0.0029855i,-2.6171e-05+0.004661i,-0.0013893+0.0054379i,-0.0013407+0.0049362i,-0.00070312+0.0043195i,-0.00086813+0.0038727i,-0.0011494+0.0045991i,-0.0011351+0.0043672i,-0.0015491+0.0024985i
-0.0030246+0.008567i,-0.010123+0.013099i,-0.011162+0.010558i,-0.0047585+0.006208i,-0.0032953+0.0060025i,-0.0047614+0.0090768i,-0.0042078+0.012962i,-0.0024816+0.014087i,0.00075975+0.010223i,0.002595+0.0036696i,0.0013558-0.0011623i,0.00020974-0.0020484i,0.0008819-0.0013657i,0.0018715-0.00032241i,0.00099534+0.001075i,0.0010429+0.0020815i,0.0015014+0.0019924i,4.7994e-05+0.0003462i,-0.0011057-0.00059136i,-0.0011718-0.00065038i,-0.0001789-0.00060052i,0.00017914+0.00027817i,-0.00015563+0.0012763i
-0.0033791-0.012277i,-0.00071294-0.018738i,0.0014363-0.016715i,0.00057157-0.0072678i,-0.00092984-0.0010836i,0.0012339+0.0031761i,0.0072229+0.0066104i,0.011314+0.0073644i,0.0093868+0.0067487i,0.0045023+0.0054595i,0.0012953+0.0029589i,-0.00067376+0.00024472i,-0.0022149-0.0021594i,-0.002838-0.0030368i,-0.0017195-0.0016704i,9.6796e-05-0.00031755i,0.0019866+0.0010522i,0.0035984+0.002365i,0.0046861+0.0017372i,0.0051193+0.00094014i,0.0045064+0.00054005i,0.0035231+0.00056222i,0.0020842+0.0013728i
0.0099573+0.0042256i,0.011262+0.0088839i,0.0083472+0.0068049i,0.0050661-0.0019499i,0.0050074-0.0059944i,0.0057388-0.0047591i,0.007535-0.0063486i,0.0080312-0.0089841i,0.0054671-0.008175i,0.0040013-0.0051437i,0.0040886-0.0020073i,0.0021404-0.0009384i,-0.0016063-0.00024448i,-0.0030175+0.0012679i,-0.0011196+0.00028064i,0.0014878-0.0020139i,0.002118-0.0036702i,0.00084323-0.0043548i,-0.00032473-0.0042404i,-0.0012612-0.0048379i,-0.0017025-0.005116i,-0.0011097-0.0041969i,-3.9459e-05-0.001764i
-0.0077499-0.00083537i,-0.013506-0.004824i,-0.011071-0.0079605i,-0.0053773-0.0067879i,-0.0042729-0.0057199i,-0.0045813-0.0093826i,-0.0040782-0.013697i,-0.0051663-0.015689i,-0.0066616-0.01305i,-0.003794-0.0060633i,3.9674e-05-0.0010717i,0.0012102+0.00085298i,0.00045002+0.0017464i,-0.00016449+0.0009834i,-0.00066282-0.00028107i,-0.0022017-0.0012611i,-0.0030746-0.0010616i,-0.0017792-0.0012928i,-0.00017453-0.0021427i,-0.00023195-0.0015941i,-0.00071366-0.00029459i,-0.00093093+0.00059452i,-0.00044608+0.00026156i
0.0059492-0.0042426i,0.012556-0.0041939i,0.011385-0.0031011i,0.0042856-0.0032132i,-0.00085695-0.0045765i,-0.0061029-0.0036648i,-0.01216-0.0041469i,-0.014807-0.0060365i,-0.012472-0.0057926i,-0.008832-0.0037619i,-0.0053919-0.002331i,-0.0010844-0.00089366i,0.0032688+0.00045309i,0.0047348+0.00091933i,0.0030463+0.00087993i,0.00061045+0.00023974i,-0.0013597-0.00015584i,-0.0037114+0.00026595i,-0.0059094+0.00081562i,-0.0051524+0.0010697i,-0.002862+0.00161i,-0.00075659+0.001804i,-0.00027065+0.00085865i
-0.003104+0.007992i,-0.0052296+0.010578i,-0.0036805+0.0083826i,-0.00084801+0.0038808i,-0.0011537+0.0027714i,-0.0034468+0.0031121i,-0.0046458+0.0049095i,-0.0045985+0.0068514i,-0.0025898+0.006097i,-0.0012188+0.00357i,-0.0021226+0.002568i,-0.0021458+0.0028796i,-0.00022108+0.0012619i,0.00070601-0.0016119i,0.00037232-0.0011542i,-8.1971e-05+0.0022477i,0.00019539+0.0043741i,0.0016221+0.0035523i,0.0028669+0.001604i,0.0024958+0.0013393i,0.001153+0.0020221i,0.0002234+0.0017154i,-0.001215+0.0010896i
-0.0043677-0.0058596i,-0.0041387-0.0092947i,-0.0021515-0.0069627i,-0.00037315-0.0026156i,0.00050118+4.6176e-06i,0.0023947+0.0027974i,0.0046058+0.0058543i,0.0075476+0.0075081i,0.0077319+0.006188i,0.0051694+0.0037742i,0.0029903+0.001927i,0.001763-7.7608e-05i,0.00018664-0.0016194i,-0.00041722-0.0018467i,0.00048844-0.0011233i,0.0020897-0.00066168i,0.0025515+0.000759i,0.002138+0.001932i,0.0023766+0.0015147i,0.0024837-0.00037966i,0.0015647-0.00080386i,0.0011289+0.00033771i,0.00097668+0.0021297i
0.001986+0.0037325i,0.0048345+0.0084948i,0.0046346+0.0087417i,0.0051649+0.0043335i,0.0051827+0.0014524i,0.0063136+0.00076383i,0.010138-0.0014864i,0.012093-0.0040802i,0.0094752-0.0039275i,0.0054285-0.0026094i,0.0034824-0.0018625i,0.0012227-0.0016013i,-0.0025424-0.0004073i,-0.0044574+0.00058028i,-0.0030565+0.0013607i,-0.0012881+0.0012063i,0.00097966-0.0003141i,0.0031431-0.0023574i,0.0029848-0.0041349i,0.002138-0.0042785i,0.0016286-0.0033136i,0.0014636-0.0017302i,0.0010235+0.00028082i
-0.0057578-0.0018705i,-0.0089926-0.0030116i,-0.0075999-0.0036061i,-0.0039375-0.0030354i,-0.0024434-0.0034999i,-0.0019781-0.0056101i,-0.00013381-0.0086455i,0.0008941-0.010666i,-5.0158e-05-0.0091399i,-0.001242-0.0053423i,-0.0012376-0.0027168i,-0.00094931-0.00054086i,-0.0010553+0.0014946i,-0.00082434+0.0019892i,-0.00023545+0.0014048i,2.5787e-06-0.00031273i,-0.001445-0.00060278i,-0.0022142+0.00055458i,-0.0024279+0.00048985i,-0.0028663-0.00046203i,-0.0023041-0.0013717i,-0.001755-0.0015162i,-0.00016328-0.00074111i
0.0015059-0.0030245i,0.0040724-0.0021654i,0.0035684-0.0014102i,-1.5936e-05-0.0025595i,-0.0031652-0.0039531i,-0.005282-0.0044741i,-0.0081859-0.0046513i,-0.010121-0.0051986i,-0.0097821-0.0044741i,-0.0063037-0.002659i,-0.00294-0.0010893i,-0.0016595+0.0010249i,0.00082674+0.0025868i,0.0031504+0.0021193i,0.0023895+0.00065562i,0.00062187-0.00046962i,-0.0013571+0.00010621i,-0.0025519-7.3252e-05i,-0.0035152-0.0011679i,-0.0032303-0.00074692i,-0.0019112-0.00012054i,-0.0017738-0.00043264i,-0.0019507-0.00082251i
0.00074276+0.0020602i,-0.00079654+0.00073209i,-0.0016866-0.0017734i,-0.0013031-0.0034341i,-0.0028411-0.0030632i,-0.0060755+1.9513e-05i,-0.0081792+0.0035021i,-0.008104+0.0037484i,-0.0049641+0.0014713i,-0.0016453-8.2782e-05i,-0.00056122+0.00013296i,0.000164+0.0008047i,0.0010819-0.00040577i,0.0014547-0.0016375i,0.0011078-0.0009894i,0.00041444+0.00033255i,-9.3546e-05+0.0016072i,-0.0010255+0.0033356i,-0.0013872+0.0041272i,-0.00091353+0.0030785i,-0.00044124+0.0016302i,1.0035e-05+0.00097482i,-0.00033418+0.0011076i
-0.0023012+4.7284e-06i,9.9441e-05-0.002843i,0.0040006-0.0026242i,0.0033964-0.0010606i,0.00078767-0.00035398i,0.00075458+0.00039748i,0.0014059+0.0013268i,0.0016337+0.0029445i,0.0019652+0.0025119i,0.0014049+0.00044604i,0.00053867+0.00015335i,0.00021075-0.00023801i,0.00013728-0.0020863i,-0.00058906-0.0026498i,-0.0019432-0.0017624i,-0.0012152-0.0008876i,0.00077431-0.001176i,0.0018926-0.0024708i,0.0016578-0.0028441i,0.00090268-0.00095794i,0.00064442+0.00073764i,0.0012197+0.00041194i,8.4382e-05+0.0008955i
-0.0013179+0.0040717i,0.00027028+0.0072513i,0.0011619+0.0085257i,0.0024986+0.00373i,0.0025316-0.00072682i,0.0031983-0.0014458i,0.0062069-0.0010523i,0.0080333-0.001571i,0.0069393-0.0025835i,0.0047758-0.0026499i,0.0035621-0.0025144i,0.0018325-0.0025021i,-0.0012816-0.0014118i,-0.0032464+0.00069575i,-0.003359+0.0021261i,-0.0010951+0.0015532i,0.0014274+0.0013325i,0.0023172+0.0014181i,0.0035157-0.00044053i,0.0034184-0.001822i,0.0022367-0.00054788i,0.0021237+0.00052879i,0.0018733+0.00033058i
-0.0032859-0.00081809i,-0.0035887-0.0014851i,-0.0031733-0.0017562i,-0.0011537-0.00097598i,0.00052811+0.00043399i,0.0024442-0.00089301i,0.0042988-0.0047673i,0.0044226-0.0065336i,0.0027105-0.0044932i,0.0010869-0.00066473i,0.00055225+0.00038405i,0.00050149-0.00012977i,-0.00084445+0.00030733i,-0.0016567+0.0009226i,-0.00078856+0.00069989i,-0.00056402-0.0010192i,-0.00093491-0.0026794i,-0.00076095-0.0033062i,-0.00054761-0.0034258i,-0.0012639-0.0032651i,-0.0015437-0.0028715i,-0.00090043-0.0021777i,-0.00047823-0.001007i
-0.0022793-0.0015947i,0.00067924+0.00027619i,0.0030201+0.0015611i,0.0016896-0.00040672i,-0.00091524-0.0027085i,-0.0020009-0.0041295i,-0.0029373-0.0061142i,-0.0038182-0.0064058i,-0.0043794-0.0036833i,-0.0038081-0.0004817i,-0.0016455+0.001321i,0.00077793+0.0018383i,0.002297+0.0016691i,0.0022484+0.00063518i,0.001637+1.8015e-05i,0.00079753+0.0012331i,-4.1381e-05+0.0021746i,-0.00060225+0.0023149i,-0.00093041+0.0014874i,-0.0008988+0.0002595i,-0.00059167-0.00015923i,-0.00060459-0.00023303i,-4.6657e-06-0.00052964i
-0.0035049+0.0038361i,-0.0050834+0.005403i,-0.0037509+0.0056173i,0.00082738+0.0030152i,0.0018689+0.00047733i,-0.0013839-0.00054687i,-0.0049071+0.00015733i,-0.0067315+0.00096286i,-0.0055432+0.00092904i,-0.0022223+0.0006858i,-0.00027222+0.00041548i,-0.0012914+0.0004182i,-0.0010285-0.00072512i,0.00037519-0.0026778i,7.0539e-05-0.0026602i,5.9341e-05-0.0011191i,-0.00088776-0.00018623i,-0.0025818+0.00011488i,-0.0019844+0.00024888i,-0.0018879+0.0014765i,-0.0026375+0.0016484i,-0.0020735+0.0011371i,-0.0019116+0.00099285i
7.584e-05-0.001824i,0.0016117-0.0045182i,0.0033463-0.0049172i,0.0017547-0.0035712i,-0.0010491-0.0021437i,-0.002499+0.00028855i,-0.0044642+0.0016972i,-0.004594+0.0016571i,-0.0023539+0.00083265i,-0.00029412-0.00082494i,0.00046488-0.0012782i,-0.00019915-0.00073434i,-0.00022333-0.00035072i,0.00063377-0.00040063i,0.0010784-0.00069443i,0.0012454+0.00023391i,0.0014709+0.0015636i,0.0022198+0.0025479i,0.0030319+0.0020139i,0.0026242+0.00028665i,0.0020408+0.00058758i,0.0010605+0.00091502i,0.00036143+0.00042095i
0.00026371+0.001646i,0.0011513+0.0031653i,0.0018289+0.0027287i,0.0013962-0.00039591i,-0.00012618-0.0020017i,-0.00076684-0.0015829i,0.00096186+0.0001075i,0.0021634+0.0008546i,0.0018394-0.00099227i,0.001197-0.0026756i,-4.6922e-05-0.0018252i,-0.0014959+0.00010327i,-0.0023636+0.0010077i,-0.0026995+0.0014512i,-0.0019448+0.0012277i,-0.00085357+0.00064325i,-0.00075883+0.00018755i,-0.00085883-0.00093875i,-0.00079046-0.0016726i,-0.00036394-0.0016935i,0.00032636-0.00085612i,0.00058606+2.4084e-05i,0.00050359+0.00047206i
-0.0014234-0.0032486i,-0.0025321-0.0042934i,-0.0013326-0.0044148i,-0.001185-0.002923i,-0.00091895-0.001581i,-6.1994e-05-0.0012504i,0.001822-0.0026576i,0.0032446-0.0035486i,0.0029533-0.0029987i,0.0017299-0.001986i,0.0012463-0.00081356i,0.0010964+0.00013273i,0.00014586+0.0012293i,-0.0010552+0.0019611i,-0.001425+0.0019286i,-0.00094404+0.0016024i,-0.00049719+0.0009521i,0.00067244-0.00098563i,0.0020741-0.0026526i,0.0017499-0.0020948i,0.00062385-0.00095146i,0.00038486-0.00044665i,0.00077777-0.00047958i
0.0055107-0.00012769i,0.0071362-0.0014869i,0.0069131-0.002959i,0.0030283-0.0044687i,-0.0014022-0.0057022i,-0.0036342-0.0067265i,-0.0028547-0.0075766i,-0.0007062-0.0075946i,0.0011041-0.0052841i,0.0012458-0.0015899i,0.00042332+0.00077064i,0.00056886+0.0014204i,0.0014024+0.0016773i,0.0026402+0.001727i,0.0033792+0.0018527i,0.0026236+0.0018826i,0.00089303+0.00075021i,-0.0010641-0.00027423i,-0.0027151-0.0003061i,-0.002578-0.00073188i,-0.001423-0.00052807i,-0.0010567+0.00046035i,-0.00035907+0.00030011i
-0.0027744+0.0057103i,-0.00065769+0.006882i,0.0021587+0.0060153i,0.0040014+0.0025113i,0.0043637-0.0014086i,0.0010263-0.0034165i,-0.002928-0.0036193i,-0.0034094-0.0038329i,-0.0012996-0.0024892i,0.0015152-0.0010376i,0.0023304-0.00093654i,0.0016727-0.00083206i,0.0011619-0.0015065i,0.0003452-0.0017547i,-0.0005903-0.00036104i,-0.001207+0.0012274i,-0.0013598+0.001459i,-0.0015358+0.0010385i,-0.00054707+0.00049045i,0.00066659-7.2454e-05i,0.00059238+0.00040582i,-0.00078947+9.5113e-05i,-0.0011887-0.00088138i
-0.00013306-0.0010792i,0.0013603-0.0019219i,0.0031674-0.0014187i,0.0027706-0.0014011i,0.00055517-0.00076745i,-0.00092177+0.00052939i,-0.0016897+0.0011452i,-0.0019658+0.0014034i,-0.0013453+0.00083372i,-0.00056767-3.9346e-05i,-0.00083755-0.00040501i,-0.0013009-5.7944e-05i,-0.00069884-0.00045107i,0.00023199-0.0018113i,0.00087622-0.0028696i,0.00028361-0.0028075i,-0.00028774-0.00075616i,-0.00070649+0.0015085i,-0.0011963+0.0019089i,-0.0012079+0.0014886i,-0.00047418+0.0014072i,-1.0178e-05+0.001934i,-0.0001404+0.0014977i
-0.00092597+0.0055536i,-0.0010836+0.0070452i,0.00061872+0.0057647i,0.0019608+0.0012631i,0.0016151-0.0026123i,0.00055524-0.002023i,3.8692e-05+0.00058591i,-0.00020805+0.00112i,-0.0016877+0.00021943i,-0.0021125+0.00013463i,-0.001091-0.00010466i,-0.0008903+0.00029455i,-0.0011233+0.0011476i,-0.0015937+0.0013505i,-0.0019232+0.0014063i,-0.0013461+0.0015897i,-0.00033148+0.00030061i,0.00016129-0.00034989i,0.0004022-0.0010302i,0.00071588-0.0025045i,0.0015525-0.0015849i,0.0016765-0.00035081i,0.0013129-0.00037395i
-0.0020673-0.00068286i,-0.0016284-0.0021707i,-0.00075696-0.003085i,0.00041712-0.0019664i,0.00091809-0.001546i,0.0011647-0.0020923i,0.0015702-0.0015789i,0.0015234-0.00098421i,0.00042928-0.0010804i,-0.00069911-0.00086433i,-0.0010315-0.0001563i,-0.00069171+0.00028261i,-0.00091025+0.00092897i,-0.0017722+0.0014681i,-0.0021926+0.0011176i,-0.00072218+0.00042924i,0.0011484+8.0092e-05i,0.0013171-0.00026104i,0.00045874-0.00032155i,0.00015095-0.00073957i,9.6258e-05-0.0010707i,0.00093619-0.00053874i,0.00097228+0.00037792i
