-0.0029124-0.00050518i,-0.0020805-0.0023784i,-0.0021753-0.0030663i,-0.0024979-0.0022025i,-0.0020361-0.00062273i,-0.0019314+0.00063261i,-0.0014769+0.0012424i,0.00056485+0.0010003i,0.0015829+0.00045976i,0.00028204-0.00019834i,-0.00045282-0.00085566i,-0.00010234-0.00088238i,-0.00068092-0.00028967i,-0.0013388+0.00079537i,-9.767e-05+0.0016558i,0.00088207+0.00092059i,0.00011147-8.9997e-05i,-0.00038053-0.00038544i,0.00043665-0.00068448i,0.0009211-0.00094764i,0.00060704-0.00050529i,-0.00027056-0.0002833i,0.00010952-0.0002357i
-0.0010021-0.0019054i,-0.00095579-0.0023209i,-0.0027135-0.0026595i,-0.0031085-0.002027i,-0.0018227-0.00096882i,-0.00035593+0.00056702i,0.0014013+0.00075079i,0.0019534+0.00071365i,0.00065604+0.00029896i,-0.00037421-0.00040693i,-0.00073112-0.00079739i,-0.00074945-0.00099393i,-0.0007701-0.00052289i,-0.00053732+2.0087e-05i,0.00011135-9.6094e-05i,0.00012904+0.00013364i,-0.00011363+0.00075593i,0.00020388+0.0011527i,0.0007026+0.00078182i,0.00047591+0.00039473i,0.00032873+0.00040964i,0.00045364+0.00033397i,0.00018782-0.00014315i
0.00013279+0.00011981i,0.00025089-0.00018334i,0.00078623+1.6797e-05i,0.00048092+0.00084022i,-0.00028295+0.0016493i,-0.00038857+0.0012238i,-0.00044209+0.00085715i,0.00011164+0.00019658i,0.00060983-0.0011357i,6.7869e-05-0.0016839i,-0.00081495-0.0016263i,-0.0018545-0.0018655i,-0.0021352-0.0016803i,-0.0011705-0.0010489i,-0.00068865-0.00046769i,-0.00085469-1.9512e-05i,-0.0010128+0.00019155i,-0.00074516+0.00038493i,-0.00067758+0.00034848i,-7.4842e-05-6.2048e-05i,0.00086843-0.00049397i,0.00077092-0.00071918i,-1.7428e-05-0.00023592i
0.0020065-0.00056401i,0.0022857-0.0013652i,0.002106-0.00061379i,0.00098185-0.00075269i,-0.00016187-0.0020369i,-0.00024049-0.0017112i,7.1999e-05-0.0012045i,-0.00011143-0.0014911i,-0.00050738-0.0015515i,-0.0013165-0.0024946i,-0.001765-0.0035072i,-0.002094-0.0038224i,-0.0017144-0.0030624i,-0.00063761-0.0013066i,-0.0001147-0.00085966i,-0.00022311-0.00070166i,-0.00030512+8.936e-06i,0.00020731-0.00067997i,0.00039705-0.0012651i,5.9813e-05-0.00039273i,-1.2445e-05+0.00020513i,-1.0846e-05-0.00036949i,-0.00018361-0.00089911i
0.001751+0.00099583i,0.00182+0.0018944i,0.0015195+0.0020292i,0.0015817+0.0014268i,0.0010878+0.00071655i,4.4141e-05+0.00020671i,0.00030489+9.1766e-05i,0.0011143-0.00037572i,0.00082303-0.0013819i,0.00012552-0.0027283i,4.2132e-05-0.0027549i,-0.00076069-0.0023229i,-0.0016694-0.0024005i,-0.00088442-0.0017826i,0.00028708-0.00070571i,0.00053815-0.00057013i,0.00061466-0.00062936i,0.00078964-0.00057258i,7.4456e-05-0.00082727i,-0.0006598+5.5122e-05i,-0.00074564+0.00023331i,-0.0012335-0.0003775i,-0.0010991-0.00066164i
0.0016195-0.0016622i,0.0011876-0.0011596i,0.00091786+7.7491e-05i,-0.00037201-9.2085e-05i,-0.00075974-0.0013819i,0.00014537-0.0011193i,0.00079936-0.00043637i,0.00097774-0.00087052i,0.00012418-0.0012629i,6.0465e-05-0.0012699i,0.00057256-0.0016349i,0.00037034-0.0017913i,-0.00024139-0.001778i,-0.00059997-0.0016504i,-0.00036064-0.0010211i,-0.00029751-0.00076034i,0.00016993-0.00091497i,0.00021953-0.0011382i,-0.0004243-0.0014358i,-0.00015989-0.0015352i,0.0010193-0.001148i,0.0014853-0.00087953i,0.00078305-0.00064932i
0.00034185+0.002981i,0.0010338+0.0033531i,0.0020673+0.0019405i,0.0027812+0.00016474i,0.0013862-0.00070557i,0.00045242-0.0013062i,0.00094264-0.00042185i,0.0007151+0.00037843i,0.00082622+0.00022374i,0.001617-0.00033484i,0.0021982-0.0010414i,0.002247-0.0014232i,0.0017847-0.0011395i,0.001497-0.0010425i,0.00099311-0.0010731i,0.00072294-0.00092888i,5.4655e-05-0.0014617i,-0.00029744-0.0010801i,-0.00027445+0.00012808i,-0.00037566+0.00012796i,7.7973e-05-0.00022148i,-0.00013278-0.00032581i,-0.00063357-4.898e-05i
0.0019552-0.0022592i,0.0014479-0.0022106i,0.00065653-0.0020247i,-0.00064239-0.0016857i,-0.0022547-0.00087643i,-0.0021191+0.00010739i,-0.00068585+0.00022269i,0.00046158-0.00028485i,0.0004279-0.00087511i,-0.00021781-0.00065624i,0.0003163+9.272e-05i,0.0010842+8.1641e-05i,0.00064022+0.0001334i,-8.8469e-05-0.00020736i,0.00028269-0.00060334i,0.00028466-0.00061296i,-0.00021587-0.00045887i,-0.00044789-9.3937e-05i,-0.00057877+0.00010468i,0.00049741+0.0003569i,0.0014949-0.00019848i,0.0010646-7.7529e-05i,-3.9028e-05+0.00040655i
-0.00094729+0.0020617i,-0.0014228+0.0023974i,-0.0010067+0.0024931i,-0.00022881+0.0023197i,-0.00054165+0.0018626i,-0.00075826+0.00036206i,-0.0003373+0.000384i,0.00069201+0.00069062i,0.0012321+0.0005686i,0.0010057+0.0006838i,0.00042483+0.00051049i,0.00038487+0.00051729i,0.00034416+0.001286i,0.00054071+0.0012942i,0.00075415+0.00078907i,-0.00028602+0.00021006i,-0.00072842-0.00053595i,-0.00058262-0.00023994i,9.7394e-05+5.8713e-05i,0.0006176+0.00029224i,0.00033156+0.00024587i,4.785e-06+0.00010786i,0.0002799+0.00074732i
0.00044899-0.00056529i,0.0010627-0.00063214i,0.0016565-0.0011103i,0.0011801-0.0011221i,0.00084542-0.00036195i,0.00014059+0.00014034i,3.7915e-05-0.00039003i,0.00077525-0.00089217i,7.0572e-05-0.00085932i,-0.00093377-0.0009259i,-0.00049919-0.00023741i,-0.00023449+0.0009365i,-0.00091257+0.001053i,-0.00065579+0.00043464i,0.00050414-0.00019725i,0.00070791-0.00042238i,0.00038701-0.00055782i,0.00045351-0.0014523i,9.1006e-05-0.0014669i,-0.0004009-0.00047841i,-0.00067008-7.4645e-05i,-0.00058554-0.00065305i,-0.00065945-0.00093557i
-0.0008867-0.0021889i,-0.0016285-0.0020873i,-0.00123-0.0031466i,-0.0012085-0.0035627i,-0.0026208-0.0021159i,-0.0025777-0.00026988i,-0.0010831+0.00064359i,1.1381e-05+0.00012963i,7.2481e-05-0.00070027i,-0.00088116-0.00036651i,-0.0014697-0.00015856i,-0.0012812+0.00019845i,-0.0013565+0.00094619i,-0.0014383+0.0014573i,-0.00097242+0.0013067i,-0.00014268+0.00067119i,0.00063228-0.00012553i,0.00089307-0.00053721i,0.0011043-0.00018594i,0.0011916-0.0006323i,0.00085432-0.00092983i,0.00098533-0.0004779i,0.00074798-0.00032633i
-0.00035275-0.00063222i,0.00051194-0.0017191i,0.00041034-0.0017539i,0.00025738-0.0011056i,0.00028123-0.0012196i,-0.00010035-0.0012321i,0.00020796-0.00053781i,0.00020953-2.0835e-05i,-0.0003744-0.00071684i,-0.00055575-0.0012617i,-0.001446-0.00086964i,-0.0024724+9.985e-05i,-0.0018709-0.00025596i,-0.00078083-0.00091837i,0.00011555-0.00059877i,0.0006837-0.0006752i,0.0007064-0.00027209i,0.00016498-6.8615e-06i,0.00081005-0.00078133i,0.001259-0.00084304i,0.00054852-0.0012173i,0.00033261-0.0014544i,0.0001003-0.00065173i
-0.0031666+0.0020801i,-0.0021566+0.0019567i,-0.0010362+0.0022817i,-0.00064086+0.0025171i,-0.00065505+0.0022314i,-0.0009231+0.00090156i,-0.00056881-0.00015997i,0.00024962-0.00043426i,0.00052498-0.0012518i,0.00074379-0.002211i,0.00055195-0.0020606i,-2.5328e-05-0.001319i,-0.00046509-0.00017137i,-0.00037235+0.00067774i,0.00016831+0.00022775i,0.00016916-0.00057875i,-0.00071529-0.00030442i,-0.00053888+0.00012205i,-0.00023609+0.00062973i,-0.00010872+0.00085402i,-4.9407e-05-0.00018529i,-0.00053553-0.0010628i,-4.2822e-06-1.6964e-05i
0.00016911+0.0011375i,1.1766e-05+0.0012722i,0.00049039+0.00059118i,0.00036541-0.00014795i,-4.8628e-05-0.00067917i,-0.00015996-0.00032808i,0.00034585+0.0005428i,0.001099+0.00035186i,0.0015819-0.00037615i,0.0011667-0.0013813i,0.00056695-0.0024653i,-0.00057295-0.0024482i,-0.0012451-0.0014536i,-0.00073747-0.00052867i,-0.00036158-0.000258i,-0.00074708+6.3799e-05i,-0.00094927+0.00015565i,-0.00026901+0.00043014i,-0.00034648+0.00070402i,-0.00091195-0.00067679i,-0.00089302-0.0015054i,2.2671e-05-0.0012448i,0.00064045-0.00022045i
0.00036797+0.0012408i,-0.00025885+0.0017602i,-0.00031149+0.0035464i,-0.00090582+0.0023257i,-0.0020235-0.00043232i,-0.0018121-0.0012129i,-0.00075059-0.00032395i,0.00058754+0.00015866i,0.0014586-0.00056307i,0.00099814-0.001193i,0.0010307-0.0021431i,0.00099997-0.0031843i,0.00021335-0.0025807i,0.00016932-0.0018994i,0.00049932-0.00083047i,0.00037914+0.00036084i,0.00017686+0.00037917i,-0.00044204+0.00014263i,-0.00027697-3.9752e-05i,0.00055309-0.00015882i,0.00033855+0.00013821i,6.4776e-05+0.00045819i,1.7172e-05+0.00046599i
-0.00017077+0.00071381i,-0.00043377-5.7263e-05i,-0.00068126-0.0011227i,0.00048021-0.0018308i,0.0004609-0.0018892i,-0.00070253-0.00053851i,-0.00033508-0.00090849i,0.00070988-0.0018911i,0.00061418-0.0017361i,-3.8391e-05-0.0018987i,-0.00028543-0.0023767i,-5.1093e-05-0.0025707i,0.00026931-0.0018146i,0.00035211-0.00077565i,2.7875e-05+4.384e-05i,-8.7676e-05-0.00015059i,-0.0010393-0.00063217i,-0.0013524-0.00041316i,-0.00034038+4.3112e-05i,-0.0003998+0.00049522i,-0.0002277+0.00098788i,0.00025835+0.00073056i,0.00013667+3.803e-05i
-0.0013739-2.3761e-06i,-0.0013609-4.2371e-05i,-0.0012374+0.00046876i,-0.00053177+0.0011189i,-0.00029568+0.00095271i,-0.00086172+0.0001346i,8.1383e-05-0.00077035i,0.001184-0.0012324i,0.0009562-0.0015031i,0.0001243-0.0012688i,0.00028188-0.00082113i,0.0012281-0.00038996i,0.0016583-0.00056051i,0.0014123-0.0010326i,0.0011112-0.00086439i,0.00042694-0.00086079i,-0.00061464-0.0012779i,-0.00087003-0.0013173i,7.4995e-05-0.0015057i,0.00029915-0.0012461i,-0.00018816-0.00056509i,-0.00053128-0.00049763i,-0.0011142-0.00080495i
-0.0015745+0.0015031i,-0.0012854+0.0017958i,-0.0025949+0.0016382i,-0.0023115+0.0018576i,-0.00050177+0.0016034i,0.00027861+0.00077618i,0.00086275+0.00024656i,0.0013461-0.00067523i,0.0011317-0.00037547i,0.00042563+0.00057325i,0.00074369+0.00073178i,0.0017701+0.00064735i,0.0019476+0.00068797i,0.001738+0.00046379i,0.0015092-0.00024806i,0.00074315-0.00057591i,-0.00012255-0.00079826i,-0.00014634-0.0010227i,0.0010032-0.0008377i,0.0013484-0.00037597i,0.00083951-0.00024561i,0.00030597-0.00020944i,0.00037881+0.00038569i
0.00038682-0.00024181i,0.00057967-0.0014897i,0.0010352-0.0023355i,0.00086801-0.0012517i,-0.0010877+0.00010407i,-0.0018891+0.00026132i,-0.0011442+0.00013871i,-0.0005595+1.5954e-05i,0.0002833-0.0006447i,0.00073129-0.00086105i,0.0003845+0.00026865i,0.00033268+0.00088152i,0.000391+0.00097856i,0.00056635+0.00018187i,0.00061971-0.00031459i,0.00092554-0.00095913i,0.0010924-0.001684i,0.0010221-0.0011844i,0.00083417-0.00061774i,0.00042671-0.001155i,-0.00044644-0.0011609i,-0.00099107-0.00083741i,-8.9069e-06-0.00075589i
-0.0014075-0.0014924i,-0.00097928-0.00066153i,-0.00062895-0.00066858i,-9.7646e-05-0.0012192i,-0.00030748-0.00077739i,-0.0004405-0.000545i,-3.4538e-05-0.00011589i,0.00043929+0.00053195i,0.00077649-6.3835e-05i,0.00069919-0.00046855i,-0.00031264+0.0001421i,-0.0011557+0.00087961i,-0.00076584+0.00067479i,0.00048052+0.00032413i,0.00093194+0.00047218i,0.00073584-5.5387e-06i,0.00084389-0.00047793i,0.00064168-0.00034548i,1.3633e-05+0.00010675i,-0.00037209-0.00011717i,-0.00010055-0.00072254i,-0.00013164-0.00102i,-0.00051669-0.0010926i
0.0018072+0.00024661i,0.00050532-0.00054275i,7.9435e-05-0.0011187i,0.00036478-0.0004694i,0.0004674+0.00040509i,0.00045401+7.2129e-05i,0.00053661-0.00070111i,0.0010786-0.00082558i,0.00082317-0.00077536i,0.00035727+0.00031529i,-0.00043088+0.0012226i,-0.0012871+0.0013789i,-0.0013136+0.0010738i,-0.0010325+0.00095393i,-0.00048502+0.00091598i,-9.5341e-05+0.00094521i,-0.00029909+0.001059i,-0.00045588+0.00073829i,-0.00056976+7.3423e-05i,0.00028791+6.3645e-05i,0.0010541-0.00061474i,0.00049642-0.0005917i,0.00039731+9.1492e-05i
-0.0026416-0.0011075i,-0.0018649-0.0017338i,-0.0011573-0.001774i,-0.00069073-0.00048263i,-7.2238e-05+0.00022759i,4.354e-05+7.6743e-05i,-0.0004932+0.00034874i,-0.00052965+0.0008028i,-0.00024615+0.00037108i,-0.00043791-0.00071658i,-0.0010415-0.00075502i,-0.0012547-0.00043628i,-0.0014796-2.5049e-05i,-0.0017441+0.00067845i,-0.00068786+0.0005983i,0.00013703-2.5951e-06i,-7.5227e-06-0.00021357i,0.00043922-0.00067593i,0.00036713-0.00012826i,-0.00021719+0.00070555i,-0.00052875-0.00014094i,0.00013303-0.0010979i,0.0006825-0.0011054i
-0.00034813-0.00047671i,-0.0002-0.0010019i,-0.0014993-0.0012565i,-0.0020097-0.00042016i,-0.0016687+0.00022231i,-0.00062191+0.00091296i,0.00069824+0.0010929i,0.0012831+0.00039153i,0.00058341-0.00034311i,-0.00055909-0.0011195i,-0.0012974-0.0014704i,-0.001949-0.0014522i,-0.0019872-0.0010383i,-0.0013756-0.0001328i,-0.00020951+0.00055691i,0.00011872+0.0010925i,-0.00045951+0.00066385i,-0.00046739-8.7423e-05i,-0.00062076-0.0002472i,-0.0007353+6.7409e-06i,-0.00021741+8.7707e-06i,0.00015428-0.00043565i,-0.0003809-0.00046149i
0.0013015-0.0019904i,0.00064537-0.0017684i,0.00010879-0.0025014i,-0.00045129-0.0026808i,-0.0013868-0.0019791i,-0.0011429-0.00061744i,-0.00011275-1.6833e-05i,0.00035162-0.00080255i,0.00019776-0.0017625i,-0.00075271-0.0014499i,-0.0017201-0.0014418i,-0.0012104-0.0024462i,-0.00020355-0.0030321i,0.00080446-0.00212i,0.0006152-0.00083387i,-0.00036996-0.00018388i,-0.00056302-0.00049833i,3.8723e-05-0.00095478i,0.00061336+4.9491e-05i,0.00048815+0.00064847i,0.00014106+0.001062i,-0.00087315+0.0010682i,-0.0012366+0.00082414i
0.0018311-0.001655i,0.0023898-0.0011566i,0.003221-0.00066281i,0.0023352-0.0017686i,0.0005814-0.0020009i,-0.00055903-0.00032002i,0.00016453+0.00054407i,0.00030103+0.00027245i,-0.00061533-0.00058627i,-0.00083851-0.0017265i,-0.00047921-0.0021744i,-0.00010601-0.0021781i,0.0006596-0.001906i,0.00067608-0.0013917i,9.3169e-05-0.0010384i,-0.00082055-0.0014613i,-0.0012912-0.0017075i,-0.00040803-0.0011836i,0.00031904-0.00029013i,-0.00049215-5.4252e-05i,-0.0019003-0.00062137i,-0.0017236-0.00061252i,-0.00033969-0.00035305i
0.0011539-0.00049321i,0.0018006-0.0011901i,0.0019168+2.3109e-05i,0.0023216+0.00017332i,0.0024215-0.00038966i,0.0012402+5.6054e-05i,0.00014686+0.00078344i,0.00083513+0.0013244i,0.00093064+0.00014817i,0.00090919-0.0015659i,0.0014358-0.0017673i,0.0017805-0.00063797i,0.0017923-2.8311e-05i,0.00098081-4.2633e-05i,0.0002802-0.00064267i,0.0002364-0.00068927i,0.00040978-0.0005909i,0.00030349-0.00062311i,-0.00067688-0.00012913i,-0.001467+0.00010989i,-0.00079422+0.00037024i,-0.00023707+0.00087018i,-0.00083808+0.00053685i
-0.0010201-0.00052463i,-0.0010816+0.00018578i,-0.0018054+1.0789e-05i,-0.00074185+0.0009513i,-0.0001442+0.0019994i,-3.1994e-05+0.0014017i,0.00059656+0.00097927i,0.0010637+0.00064599i,0.0014377-0.00028938i,0.0010402-0.00089908i,0.00082224-0.0011587i,0.001159-0.00074425i,0.0020801+0.00042075i,0.0016782+0.00031913i,0.0007663-0.00010124i,0.00077137-0.00030526i,6.4597e-05-0.00010499i,-0.00033777+0.00010795i,0.00034245-0.0003363i,0.0006654-0.0007592i,-0.00012903-0.00088229i,-0.00088352-0.00038308i,-0.0009462+0.00058166i
-0.000709-0.0013878i,-0.00046539-0.0014238i,-0.00049895-0.00051726i,-0.0011418+6.4504e-06i,-0.0010322+0.00019884i,-0.00049516+0.00059873i,0.00011054+0.00081376i,0.00066234+0.00072487i,0.0010186+0.0003379i,0.00097849-0.00022295i,0.00035463-0.00023309i,-0.00063006+3.0629e-05i,-0.00048237+0.00049078i,0.00096637+0.0007038i,0.0016998+0.00079749i,0.0012118+0.00087493i,0.00080036+0.00022585i,0.00024368+0.00018556i,-0.00028437+0.00048397i,-0.00076932-0.00012888i,-0.00065847-0.00054823i,-0.00053995-0.00057715i,-0.00075575-0.00095109i
0.0013411-0.002116i,0.0013236-0.0013371i,0.0012646-0.00088366i,-5.7637e-05-0.0016896i,-0.00088155-0.0019404i,-0.00018645-0.0010551i,0.0003883-0.00041769i,0.00063213-0.00028541i,0.00088645-0.0003377i,0.00075478-0.00065559i,0.00019785-0.00085517i,-0.00096998-0.00038054i,-0.0010983+0.00020823i,-0.00043064+0.0003872i,0.00048581+0.00011867i,0.0012974-0.00010859i,0.0014573+2.912e-05i,0.0013045-4.2946e-05i,0.0011373-0.00028376i,0.0013321-0.00077096i,0.0017272-0.0011218i,0.00091825-0.001336i,-6.6276e-05-0.0011585i
0.0008911+0.0015707i,0.0017571+0.0014556i,0.0023933+0.00071592i,0.0024425-2.3065e-05i,0.0015884-0.0005458i,0.00057725-0.00035259i,-8.4058e-05+1.4596e-05i,-3.0625e-06-7.5248e-05i,0.00095638-0.00074941i,0.0010288-0.0010019i,-0.00014451-0.00087082i,-0.0011005-0.00059965i,-0.00030559-0.00035175i,0.0010168-0.00019172i,0.0010589+2.4948e-05i,0.000859-0.00081074i,0.00083509-0.001047i,0.00029953-0.00042473i,0.00041162-2.4846e-07i,0.00068802+0.00080633i,0.00055227+0.00091406i,0.00073604+9.1989e-05i,0.00081454+0.00010289i
-0.0011542+0.0023213i,-0.00084995+0.0015418i,-0.0011737+0.00095095i,-0.00050337+0.0013406i,-0.00026427+0.0022049i,-0.00087265+0.0020985i,-0.0010659+0.0011796i,-0.0011439+0.00037766i,-0.0016353-0.00013457i,-0.0017245-0.00064294i,-0.00064663-0.00064163i,0.00018132-0.00069251i,-0.00079472-0.00040756i,-0.00059539-0.00018342i,0.00058887-5.1611e-05i,0.00031223+5.5719e-05i,5.4035e-05-0.00030086i,0.00016153-0.00096168i,-0.00013331-0.0016655i,1.7609e-05-0.0013596i,0.00052565-0.0004027i,0.00062756-0.00037285i,0.00046303-0.00065836i
-0.00080605+0.00025465i,-0.0013012+0.00028212i,-0.0010369+0.0010087i,-0.00050901+0.001132i,-0.00030833+0.0006436i,0.00021494+0.00056615i,-0.00015047+0.00062815i,-0.00034556-0.00011269i,0.00035325-0.0012559i,-3.4199e-05-0.0012785i,-0.00044149-0.00076424i,-3.5309e-05-0.0013917i,-0.00015303-0.0014164i,-0.00071467-0.00067087i,-0.00030813-5.6897e-06i,0.00023162+0.0003571i,-0.00047712+0.00028676i,-0.00079962-4.564e-05i,-0.00023341-0.00046759i,8.6182e-05-0.00068772i,0.00022191-0.00079747i,0.00049254-0.0006472i,0.00046755-0.00055987i
0.00017382-0.00059867i,0.00041252-0.00061092i,0.00030253+0.00012295i,-0.0001801-0.00025033i,-0.00011414-0.00119i,-0.0001941-0.00066407i,-0.00041232+0.00024568i,0.00046945-0.0002972i,0.0011703-0.00077616i,0.00047617-0.0012418i,-0.00010665-0.0024274i,-0.00010813-0.0032877i,-0.00035922-0.0026797i,-0.0012081-0.0005144i,-0.0013556+0.00033453i,-0.00046039+2.492e-05i,-0.00011329+3.2044e-05i,-0.0003637+0.00010854i,-0.00046644+7.2468e-05i,-0.00053454-0.00018805i,-0.00044374-0.00012544i,0.00039586+0.0001772i,0.00063091+0.00012223i
0.00060106-0.00048672i,0.00086175-0.00087638i,0.0011662-0.00069395i,0.00090916-0.0010913i,3.0938e-05-0.0010618i,-0.00092247-0.00050154i,-0.00074579-0.00031575i,0.00029905-8.0392e-05i,0.00059138-0.00056374i,-0.00052539-0.0012822i,-4.8495e-05-0.0016396i,0.0008325-0.0015546i,0.00048434-0.0014443i,0.00013081-0.001182i,0.00039944-0.00081235i,0.00071258-0.0011444i,0.00047978-0.0012902i,0.00035841-0.00043318i,0.000269-2.6419e-05i,9.8318e-05-0.00014679i,0.00017177-0.00020631i,0.00030812+0.00045722i,0.0006476+0.00042827i
0.0008206+0.0021405i,0.001263+0.0018523i,0.0025506+0.00096598i,0.0025525+0.00070891i,0.0016253+0.00065776i,0.00022904+0.00050317i,-0.00058741+0.00082534i,0.0004088+0.00042461i,0.0013386-0.00019591i,0.0014831-0.00089658i,0.001475-0.0017335i,0.0015981-0.0013751i,0.0015387-0.00089561i,0.00099857-0.00094755i,0.00032331-0.00064637i,-0.00011433-0.00029859i,0.00021829-1.8198e-05i,0.00025572+2.3697e-05i,-0.00036334-6.7404e-05i,-0.00049502-0.00015555i,-0.00027597-0.00025826i,-0.00028492-0.000296i,0.00016958-0.00046798i
-0.00032217-0.00078451i,-0.00051023-0.0012491i,-0.0010823-0.00085415i,-0.0018567-4.1893e-05i,-0.0017088+0.00019757i,-0.00099212+0.00027283i,-0.0003045-5.6155e-05i,0.0001982-0.00020118i,-0.00012955-0.00045291i,-0.0011558-0.0004791i,-0.00074623-0.00034821i,-2.5201e-05-0.00070726i,0.00019319-0.0011326i,0.00070853-0.0013714i,0.00071158-0.0008699i,0.00018968+5.4749e-05i,-1.089e-05+0.00026592i,-0.0006471-0.00022514i,-0.00097137-0.00017535i,0.00010311+0.00032353i,0.00053722+0.00010852i,0.00030725+0.00017008i,-3.2386e-05+0.00053922i
-0.00073752-0.0011818i,-0.00030031-0.0013132i,-0.0010136-0.0012911i,-0.0014477-0.0012989i,-0.0017694-0.00085762i,-0.0016142-0.00033638i,-0.00038678+0.00014046i,0.00015364+3.0282e-05i,4.735e-05-0.00075101i,0.00026048-0.00060543i,-0.0004525-0.00047111i,-0.00098342-7.1026e-05i,-0.00088703+0.00028286i,-0.00064621-6.2493e-05i,-5.3715e-06-0.00043187i,0.00015871-0.0010295i,0.00020243-0.00065569i,0.00015015-5.4706e-05i,0.000434-0.00063923i,0.00075434-0.00096916i,6.5226e-05-0.00083909i,6.1055e-05-0.00056515i,0.001077+0.00029098i
-0.00028556-0.00096097i,-0.00088732-0.0012294i,-0.00086294+8.4052e-05i,-0.00055986+0.00023208i,-0.00042291-0.00070693i,-0.00038668-0.00067749i,0.00070737-1.5796e-05i,0.0010579+0.00035222i,8.5408e-05-0.00013526i,-0.00062435-0.00060927i,-0.0021506-0.00063656i,-0.0025323-0.0010347i,-0.001415-0.0004564i,-0.00048396-1.7011e-05i,0.00044305-0.00016653i,0.00011542-8.667e-05i,-0.00061014+0.00044887i,-0.00040769+0.00012057i,2.9617e-05+0.00018862i,-0.00032917+0.00027621i,-4.7304e-05-0.0002444i,-9.2113e-05-0.00055054i,-0.00063785-0.00052063i
0.0010454-0.00091765i,0.0010828-0.00017031i,0.0007995-0.0002579i,0.00073348-0.00075121i,0.00060216-0.0010752i,0.00023241-0.0010007i,-7.414e-05+0.00013443i,0.00036209+0.00025577i,0.0011358-0.0008418i,0.00095486-0.0013037i,0.00053255-0.00037016i,-0.00021474-0.0002196i,-0.00028156-5.8752e-05i,0.00055899+0.00072088i,0.001419+0.0005069i,0.0010496+0.00017418i,0.00038113+1.048e-05i,0.0010392+0.00057271i,0.0009075+0.00024724i,0.0003703-0.00070033i,0.00044047-0.0011758i,0.00092353-0.0011651i,0.00057441-0.00042232i
0.00051838+0.0021349i,0.00036162+0.0017826i,0.0010238+0.0017042i,0.0012207+0.0010918i,0.00059572+0.0010357i,0.0002233+0.0009983i,-3.0592e-05+0.0007939i,0.00022062+0.00038889i,0.00089232-0.00029898i,0.00075321-0.00069187i,0.00035541-0.0012065i,0.00026302-0.0016809i,0.00045263-0.001205i,0.00046054-0.00019084i,0.0003606+0.00057241i,0.00030926+0.00049019i,0.001062+0.0002118i,0.0015155-0.00019634i,0.0015252-0.0010047i,0.00094266-0.0008473i,0.00089227-0.0004096i,0.0012706-1.5753e-05i,0.0005622+0.00034395i
-0.0027586-0.0013006i,-0.0029886-0.0014399i,-0.0028156-0.0012088i,-0.002343-0.00018634i,-0.0015311+0.00053503i,-0.00050322+0.0004581i,0.00060817+9.0724e-05i,0.0014981+0.00023381i,0.0010719+0.00027367i,0.00022484-0.00036435i,0.00089911-0.0011111i,0.0014037-0.0013469i,0.00070774-0.00084418i,0.00020831-0.00015153i,-0.00025799+0.00028652i,-0.00035219+0.00055603i,0.00034135+0.00027554i,0.00075133+4.5552e-05i,0.00020494+0.00050123i,3.3629e-05+0.00026712i,0.00042392-1.0047e-06i,0.00061305+0.00018402i,3.9417e-05+7.9196e-06i
0.0013202-0.0034714i,0.0019141-0.0027957i,0.0015898-0.0024697i,2.1751e-05-0.0023888i,-0.0011729-0.0018902i,-0.0012184-0.00106i,7.4504e-05-0.00050097i,0.00096743-0.00060955i,0.00097495-0.0007331i,0.00071817-0.00088649i,0.00025871-0.0010714i,-0.00015225-0.0013117i,0.00026844-0.0020307i,0.00056336-0.00084214i,1.6977e-06+0.0012181i,-6.1096e-05+0.0011638i,0.00062131-0.00046397i,0.00081782-0.0012453i,0.00072232-0.00027007i,0.00060363+0.00070668i,-0.00013816+0.0006671i,-0.00087623+0.00013928i,-4.6317e-05-0.00033426i
0.00044772+3.7938e-05i,0.00034967-5.7195e-05i,0.00094888-0.00095748i,0.00096672-0.00032819i,0.00023807-4.32e-05i,-0.00049355+0.00016963i,0.00026483-0.00015587i,0.0011451-0.00048095i,0.00102-0.00057525i,0.00059885-0.0012515i,0.00042033-0.0018051i,0.00072611-0.00065753i,0.00023092+0.00099405i,-0.00048194+0.0011011i,-0.0002132+0.00027515i,-0.00060273-0.0007532i,-0.00046814-0.0013062i,-0.00025598-0.001235i,-0.00049764-0.0011991i,8.0519e-05-0.001287i,0.00070639-0.00061764i,0.00050692+9.4503e-05i,-0.00049261-0.00010948i
-0.00068773-0.0014743i,-0.00019639-0.0027711i,-0.0014411-0.0017608i,-0.0013798-7.3692e-05i,-0.0011415+0.00094177i,-0.00045542+0.0014568i,0.00058525+0.00086038i,0.00040855+0.00011736i,-0.00015092-0.00071635i,-0.00050644-0.0015712i,-0.00032428-0.0015291i,-4.6346e-05-0.00040495i,0.00035021+0.0007803i,0.00029058+0.00072744i,-0.00024231-0.00022463i,-0.00041154-0.00051139i,2.1478e-05-0.00059581i,0.00032856-0.0010752i,0.00069092-0.0013913i,0.0007607-0.00099475i,0.00079515-0.00087846i,0.0008196-0.00048921i,0.00033844+4.0542e-05i
