0.00060143+0.0019132i,0.0029859+0.00069508i,0.0016524-0.0016075i,-0.00057076-0.002757i,-0.0022844-0.0010039i,-0.0028324+0.00073681i,-0.0018113+0.0011043i,-0.0003458+0.001327i,0.00068293+0.0012406i,0.00032758+4.0585e-05i,-0.00067522-0.00078202i,-0.0014549-0.00014154i,-0.0010135+2.4297e-05i,-0.00051455+0.00050138i,-0.00096733+0.00069333i,-0.00039299-0.0002893i,0.00025324-0.00070327i,0.00012038-0.00012492i,0.00030258+0.00078064i,0.00011018+0.00058768i,-0.0001449+8.3162e-05i,-0.00061963+0.00016984i,-0.0011286-7.0902e-05i
-0.0022727+0.00083365i,-0.0014499+0.00093552i,-0.0014649+0.0017493i,-0.00075351+0.002775i,0.00027549+0.0033512i,0.00083213+0.0029529i,0.00040481+0.0019537i,-6.1958e-05+0.001011i,0.00056121+0.00063528i,0.0011803+0.00054194i,0.0014253+0.00040263i,0.00064657+0.00019221i,-0.00027095-0.00019039i,5.5808e-05-0.00016371i,-4.9697e-05+0.00093782i,-0.00039874+0.0016705i,0.00015204+0.0015473i,1.3127e-05+0.0011709i,-0.000448+0.001147i,-0.00016281+0.0013485i,-0.00031027+2.4548e-05i,-0.00040409-0.0012306i,-0.00032336-0.00029821i
0.0018989-0.00031996i,0.0019092-0.0013195i,0.0016491-0.0025481i,0.0025366-0.0018948i,0.0024052-0.00032128i,0.00081923+0.00014025i,-0.00042163+0.00023733i,-0.00098758+0.00092796i,-0.0011052+0.00085839i,4.2028e-06-0.00023022i,0.00072746-0.00043176i,2.4345e-05+0.00019266i,-0.00024231+0.0012397i,-0.00072094+0.002054i,-0.00119+0.0018518i,-0.00075028+0.0011056i,6.318e-05+0.00066556i,0.00035554+0.00061441i,0.00066768+0.0004096i,0.00088829-3.289e-05i,0.0011606+0.00019452i,0.00048053+0.00022112i,-0.00036907-0.00050198i
0.0017407-0.0012903i,0.0010245-0.0015252i,0.0007851-0.002824i,0.00058979-0.0018606i,0.00013169-0.00059582i,0.00073113+0.00021732i,0.00011857+0.00061497i,-0.00031255+0.00091052i,0.00027746+0.0010316i,0.00043968+0.00022446i,0.00035901-0.00013704i,0.00015113+0.00033285i,0.0002876+0.00052116i,0.00039484+0.00058i,0.00045374+0.00057011i,0.00053782+0.00069226i,0.00062442+0.00069063i,0.00078489+0.00062245i,0.00022355+0.0014403i,-0.00031761+0.0014635i,-0.00010683+0.00065128i,-0.00036439+0.00055466i,-0.00058169-0.00011517i
0.0016628-0.00055407i,0.0018045-0.00096259i,0.00094204-0.001227i,-0.00020898-0.0012449i,-0.0019282-0.00029166i,-0.0025491+0.00027075i,-0.0012245+3.293e-05i,4.8465e-06-4.64e-05i,-4.2243e-05-7.1915e-05i,6.3405e-05+0.00047804i,0.00022428+0.00079069i,0.00011555+0.0006293i,-0.00028335+0.0005855i,-0.00031998+0.00072618i,0.00031742+0.00057789i,0.00086186+0.00076115i,0.00048776+0.0011558i,8.679e-05+0.0011826i,0.00027161+0.0010533i,0.00024118+0.0012899i,0.00062107+0.0013187i,0.00040107+0.0001479i,-0.00030261-0.00073848i
0.00098889+0.0016139i,0.00051838+0.00011297i,0.0014954-0.00043488i,0.0022807+0.00050345i,0.002375+0.0014905i,0.0010981+0.0012183i,0.00026198+0.0008322i,0.00049864+0.00087542i,0.00072415+0.00028901i,0.00020799-0.00038384i,-0.00058917+0.00017638i,-0.00061306+0.00091117i,-0.00056208+0.00091658i,-0.00025991+0.0011122i,-0.00014786+0.0011596i,-0.00045826+0.00087686i,-0.00031007+0.00028884i,-3.0259e-05+0.0002536i,-0.00018626+0.00070663i,0.00057668+0.00047057i,0.0010602-0.00042909i,0.00056337-0.00070069i,0.00035777-0.0010098i
0.0020595-0.00040419i,0.00064506-0.00094828i,0.00023245-0.002925i,0.00058975-0.0035778i,0.00069848-0.0026038i,0.00055329-0.0019359i,-9.2409e-05-0.0010053i,0.00058878+0.00022214i,0.0014118+0.00098722i,0.00044525+0.0010961i,-0.00058155+0.0002603i,-8.6961e-06-2.417e-05i,0.00059882+0.00061284i,0.00035432+0.00095154i,-0.00012585+0.0010023i,-0.00030224+0.00044173i,0.00035233+8.5023e-05i,0.00070114+0.00069223i,0.00029576+0.00081114i,0.00012618+0.00013597i,0.000697-8.8048e-05i,0.00083752+0.00010325i,-5.3115e-05+0.00047326i
0.00050146+0.00074785i,0.00071892-0.00043144i,0.00061311-0.00042443i,-0.00013049+0.0007962i,0.00063258+0.00062237i,0.00081394-0.0010285i,-0.00073444-0.0010831i,-0.00072634-0.00063543i,0.00083819-0.00098397i,0.0011742-0.001449i,0.00052279-0.00075104i,0.0005753-2.7151e-05i,0.00050419+0.00032522i,0.00019449+0.00050566i,-0.00021867+0.00045498i,-0.00083701+0.00091108i,-0.00035617+0.0012624i,0.00015328+0.00069806i,0.00026834+7.9395e-05i,0.00028137+0.00027744i,0.0002188+0.00054863i,-0.00045284+0.00034993i,-0.00065555+0.00011015i
0.00080209-0.0018605i,0.00072439-0.0020312i,0.00044037-0.0025301i,-0.00045724-0.0021554i,-0.00069289-0.00031653i,0.00016017+0.0017132i,0.00041232+0.0019566i,0.00012678+0.00096271i,0.00020697+0.00047905i,0.00079715-0.00014072i,0.00029442-0.0002173i,-0.00085209+0.0013223i,-0.00036805+0.0014701i,-0.00053401+8.2046e-05i,-0.00083835-0.0010101i,-0.00018227-0.00042018i,0.00017093+0.00022614i,0.00051471+0.00017313i,0.00078312+0.00036435i,0.00057466+0.00045437i,9.6351e-05-1.5991e-05i,9.8816e-05-0.00080061i,0.00070843-0.00061107i
0.0027017-0.00064733i,0.001487-0.00062143i,0.0019185-0.0011565i,0.0023615-0.0015579i,0.0022472-0.0012165i,0.0015971-0.00066086i,0.0015727+0.00020755i,0.0012125+0.00061701i,6.1193e-05+0.00035042i,0.00028332-0.0003698i,0.00058262-0.0004193i,0.00026392+0.00043288i,5.6831e-05+0.00090422i,-0.00044792+0.0011761i,-0.00018753+0.00079941i,0.00018632+0.00014659i,0.0001486-0.00029124i,0.00052336-0.00021008i,0.00094167+0.00037065i,0.00078655+0.00041311i,0.00028365-5.269e-05i,9.3367e-05-0.00019722i,0.00019156-0.0004514i
0.00025903-0.00053298i,-5.7694e-05-0.00030937i,0.00031413-6.4914e-05i,0.001849-0.00013524i,0.0023523+0.00081863i,0.00054992+0.0010189i,-0.00083234-0.00028766i,-0.00047425-4.8243e-05i,-4.7779e-05+0.00092601i,5.3141e-05+0.001105i,-4.1877e-05+0.00052728i,-0.00047908-3.8608e-05i,-6.3442e-05-0.00021806i,0.00028781+0.00056007i,0.00010047+0.0010385i,2.2623e-05+0.0012012i,-0.00017301+0.0014057i,-0.00065305+0.0015254i,-0.00026213+0.0010378i,0.00053177+0.00052095i,0.00031502+9.989e-05i,0.00050724-0.00020022i,-0.00023927-0.00017445i
0.00094016-0.0019419i,0.00015561-0.0016574i,0.00037455-0.0011093i,0.00058065+0.00036002i,0.00018331+0.0016941i,0.0003452+0.0018495i,0.00053056+0.00077935i,0.0009988+0.00061621i,0.0019146+0.0011226i,0.0015677+0.0003839i,0.00060799-2.7424e-05i,0.00068008+0.00041004i,0.0012683+0.00077034i,0.00081409+0.0010357i,-0.00052909+0.00083194i,-0.0014173+0.00054266i,-0.0010449+0.00048385i,-0.00025904+0.0010836i,-5.2395e-05+0.0010923i,3.0122e-05+0.00045008i,8.5869e-05+6.2185e-05i,-0.00022183-0.00034211i,-0.00020952-0.0011312i
-0.0030121-0.00062799i,-0.0019809+1.6083e-05i,-0.001684+0.00038351i,-0.00090418+0.00076532i,0.00073945+0.0011316i,0.0021335+0.0018686i,0.0014112+0.0023362i,0.00010279+0.0013067i,-3.6808e-05+0.00025646i,0.00037001+0.00020119i,0.0005838+0.00033206i,0.00084692+0.00034887i,0.00097309-0.00030511i,0.00021709-0.00065138i,-0.00046906-0.00014769i,-0.00047585+0.00014114i,-0.00034115+0.0004057i,-0.00011256+0.00033532i,8.0333e-05+0.00058643i,0.00016252+0.00032847i,-0.00012719-0.00072368i,0.00012675-0.00096789i,0.0003219-0.00067365i
0.0010824-0.00073309i,0.00015131-0.00085611i,0.00074089-0.00036994i,0.00043153-0.00013628i,0.00085443+0.0003357i,0.00083857+0.00069113i,-0.0004674+0.0006915i,-0.00090418+0.00093593i,-0.00046961+0.00067442i,-0.00030546-0.00060086i,-0.00042566-0.00082556i,0.00011687-0.00016835i,0.00087461+0.00087096i,0.00067923+0.0011975i,-2.5649e-06+0.0002624i,0.00016706+0.0001826i,1.0804e-05+0.00046092i,0.00018654+0.00093866i,0.00073834+0.0018831i,0.00059924+0.0015917i,0.00077595+0.00065413i,0.00064149+0.0003304i,0.00029518-0.00013116i
-0.0011155-0.0023675i,-0.00086166-0.002761i,-0.00073451-0.0024008i,-0.00054702-0.00029047i,0.00028309+0.0018952i,0.0011333+0.0018834i,-1.1149e-05+0.00099273i,-0.00026495+0.00052433i,0.00068559+0.00021958i,0.00057936+0.00075564i,2.4514e-05+0.0012382i,8.2431e-05+0.00033903i,0.0008261-0.00062242i,0.00049075-0.00053935i,-0.00020609-9.785e-05i,7.5126e-05+0.00027013i,0.00034184+0.00092228i,0.00097917+0.0010363i,0.0012689+0.001447i,0.00061504+0.0011304i,2.9511e-05+3.2962e-05i,-0.00080348+7.0382e-05i,-0.00075654+7.1924e-05i
-4.7728e-05-0.0011772i,0.00032886-0.0005399i,0.00026237+0.00094994i,0.00072757+0.0015262i,0.00062911+0.0017795i,0.00013084+0.0011464i,-0.00048583+0.0008179i,-0.00058171+0.00087786i,2.1792e-05+0.00084098i,0.00046093+0.00090024i,0.00013435+0.00044108i,-0.00049562+0.00049898i,-0.00029706+0.000232i,0.00068598-0.00038535i,0.00079387-0.00035347i,0.00012599+0.00011972i,3.2356e-05+0.00075461i,-0.00020111+0.0010214i,-0.0001342+0.000722i,7.9411e-05+0.00037169i,0.00032103+0.00058459i,0.00020021+0.00073117i,-0.00059229+0.00065138i
-0.00085039+0.0012997i,-0.00023699+0.0011306i,0.0001272+0.00033242i,0.00068659+0.0018158i,0.00063965+0.0022635i,-7.2945e-05+0.0005401i,-0.00073903+0.00020405i,-0.001542+0.00013868i,-0.00046268-0.00075173i,0.00042295-0.0008875i,0.00020546-0.00067522i,-0.00025974-0.00052292i,-0.00080563+0.00014517i,-0.00071256+0.00066759i,-0.00029137+0.00026624i,0.00064343+0.000402i,0.00091494+0.0011443i,0.00064851+0.0013758i,0.0007989+0.001447i,0.00070039+0.00069373i,-1.6615e-05-0.00049008i,-0.0003342-0.00070213i,-4.9627e-05-0.00016273i
-0.0014915+0.00060105i,-0.00045639-0.00052783i,0.0017632+0.0001752i,0.0018928+0.0017509i,0.0013923+0.0019439i,0.0011621+0.0016071i,0.00021729+0.0013147i,6.179e-05+0.00065446i,0.00048851+0.00048224i,-8.3806e-05+0.00027054i,0.00047742-6.6499e-05i,0.00086133+0.00058987i,-0.0001263+0.0010003i,-0.00052725+0.00071338i,-0.00029215+0.000783i,0.00038609+0.00097342i,0.00012728+0.0013661i,-0.00037561+0.0013798i,2.1703e-05+0.00094247i,0.0010869+0.0006585i,0.0011561-2.8999e-05i,-8.624e-06-0.0005685i,-7.662e-05-0.00061332i
-0.00094816-0.0026492i,-0.00061258-0.0020012i,-0.0014294-0.0014198i,-0.0010961-0.00073856i,0.00018659+0.00022746i,0.00090028+0.00035157i,0.00048321-0.00037982i,0.00015661-0.00064394i,0.00013055-0.00029757i,4.0177e-05-0.00035425i,0.00045596+9.9369e-05i,0.00049911+0.00033788i,0.00083922-0.00011591i,0.00058653+3.626e-05i,-0.00023232+0.00028873i,-0.00011963+0.0008917i,-8.2938e-06+0.00086994i,0.00016568+0.00061056i,7.6002e-05+0.0002151i,-0.00017852-7.5483e-06i,-1.5606e-06+9.0989e-05i,0.00019293+0.0004986i,-0.00029137+0.00035014i
-0.0016817+0.00041755i,-0.00029271+0.0010928i,-0.00094358+0.0013948i,-0.00034326+0.0015357i,0.0016889+0.0016233i,0.0021255+0.00087036i,0.00077144+0.00011558i,0.0001302+8.016e-06i,0.0008598+0.00014145i,0.00058187-6.3586e-05i,0.00046388+6.87e-05i,0.0007064+0.00063259i,-0.00030075+0.00054978i,-0.0005221+0.00020142i,0.0003213+0.00036992i,0.00037668+0.00083303i,-0.00016918+0.0003208i,-0.00010342-0.00027024i,0.00067838+0.00055726i,0.00068939+0.00079216i,-0.00015745+0.00057189i,-0.00063552+0.00031599i,-0.00069476+4.8691e-06i
0.00050727+0.00018427i,-0.00084879-0.00073022i,-8.0747e-05-0.00089701i,6.5547e-05-0.00023088i,0.00025256+0.00053175i,0.00095525+0.00038574i,0.00055346-6.4849e-05i,-7.9817e-05+0.00031761i,-0.00013505+0.00072111i,-0.00014568+0.00083293i,-0.0010294-0.00015563i,-0.00082261-0.0012339i,0.00017973-0.00076618i,0.00051774-1.3616e-05i,0.00078394+4.078e-05i,0.00072019+9.4667e-05i,0.0002133+5.4897e-05i,-0.0002689-5.3269e-05i,-0.00031904+0.00052627i,-0.00014062+9.8356e-05i,-0.00043442-0.00013797i,-0.00015329+0.00074008i,-0.00016013+0.0011855i
-0.00092652+0.0013764i,-0.0010394+0.00047277i,9.8476e-05+0.00065679i,0.00089107+0.0008951i,0.0017922+0.00087262i,0.0019212+0.00081844i,0.0011198+1.1718e-05i,0.00067565+0.00058837i,0.0008975+0.0013046i,0.0013394-0.00020296i,0.0013322-0.00062128i,0.00027892-0.00043549i,-0.00064501-0.00029374i,-0.00029169-4.0793e-05i,0.00041636-0.00017273i,0.00026318+0.00025372i,-0.00038538+0.00078508i,-4.0373e-05+0.0010043i,0.00068944+0.0012633i,0.00023725+0.0014022i,-0.00027845+0.00084255i,-0.00073258+0.00015513i,-0.0007099-1.6999e-05i
-0.00095429-0.00031515i,-0.0014941-0.00051239i,-0.00109-0.00041393i,-0.00019472+0.00051395i,-0.0002459+0.0020244i,-0.00034015+0.0024534i,-0.00067572+0.0019067i,-0.0010892+0.0006618i,-0.00093317-0.00052452i,-0.00048712-0.00079081i,7.8419e-05-0.00078718i,0.00059583-0.00032018i,0.00028888+0.00027786i,0.00017572+0.00033474i,0.0002047+0.00066262i,7.255e-07+0.00086527i,7.9591e-05+0.0013583i,0.00037663+0.0016469i,0.00033532+0.00079867i,0.00025527+0.00017258i,0.00022423+0.0003234i,-0.00035041+0.00041124i,-0.0009856+0.00038114i
-0.0012296+0.0018623i,-0.00051528+0.00091599i,0.00046182+0.0010185i,0.0014315+0.0012689i,0.0018504+0.00096179i,0.00087979+0.00053513i,-0.00043752+0.0010976i,-0.0010563+0.0015476i,-0.00057381+0.0011405i,0.00018664+0.00054484i,0.00025102+0.00096815i,6.1722e-05+0.0010957i,-0.00029765+9.6106e-05i,-0.00066096-0.00025727i,-0.00035237+0.00091534i,-4.5032e-05+0.0013602i,0.00040946+0.00070082i,0.00034296+0.00098682i,0.00035343+0.001119i,0.00017605+0.00028943i,8.2177e-05-0.00019243i,7.818e-05+0.00048025i,-0.00038968+0.00045485i
-3.9452e-06+7.6574e-05i,0.00052947-0.00025471i,-0.00027191-0.00085111i,0.00010724-0.00013966i,0.0011303+0.00060024i,0.00068757+0.00077939i,-0.00064648+0.00093071i,-0.00096894+0.0012597i,-0.00031349+0.00074836i,-0.00010874+0.00015286i,-0.00011974+8.3223e-05i,0.00055632+0.00028507i,0.00056082+5.4147e-05i,-0.00011327-6.1063e-05i,-0.00014132-1.2352e-05i,6.2046e-05-0.00030095i,-3.6442e-05+0.00054094i,-0.00045973+0.0017475i,0.00029841+0.00094576i,0.0011049+0.00015872i,5.4623e-05-0.00016076i,-0.0010241-0.00059135i,-0.00039097+0.00017177i
0.00017281+0.0026177i,0.00061996+0.0030093i,0.0018369+0.002718i,0.0026457+0.001426i,0.0028099+0.00094172i,0.0023669+0.00054734i,0.0013498+0.00014852i,0.00015437+0.00031307i,0.00066951+0.00075261i,0.00088474+0.00098736i,-0.00016828+0.0003018i,-0.00045307-0.00035312i,-0.00033507-5.7641e-05i,-0.0010329+0.00039351i,-0.0016451+0.00089093i,-0.0012778+0.00079434i,-0.00080826+0.00060228i,0.00016163+0.0002653i,0.00093722+2.0533e-07i,0.00058534+0.0004574i,0.00080664+0.00051856i,0.00083289+6.5943e-05i,-0.00050583-0.00039058i
0.0011492-0.00018103i,1.0883e-05-0.00021376i,-0.00012902-0.00062495i,0.00096589-0.00075854i,0.00084381+0.00069906i,-0.00023487+0.0014707i,-0.0010611+0.00047066i,-0.0011379+0.00046423i,-0.0011485+0.0010182i,-0.00069556+0.00080083i,0.00053487+0.00051707i,0.00080292+0.00082045i,-0.00039668+0.0010831i,-0.0012251+0.00093293i,-0.00086398+0.00041541i,-0.00063586+0.00029269i,-0.00051151+0.00048755i,8.0134e-05+0.0012182i,0.00044085+0.0016774i,-0.00013714+0.00071736i,-0.00022678-0.00043538i,-0.00045427-0.00043375i,-0.00085004-0.00020001i
0.0015887+0.0021966i,0.0012229+0.0016048i,0.0017316+0.0011469i,0.002937+0.0012124i,0.0034539+0.0008306i,0.0024554+5.4769e-05i,0.0016206-5.1885e-05i,0.0008069-2.699e-05i,0.00035448-0.00061287i,0.00068962-0.00080835i,0.00061579-0.00096006i,0.00062453-0.0012765i,-6.8438e-05-0.00062539i,-0.00063207+0.0011368i,-0.00047738+0.001356i,-0.00066977+0.00068745i,-0.00041728+0.00093919i,0.00037241+0.0013839i,0.00043467+0.00087926i,2.5436e-05+0.00020177i,-0.0007519-0.00024278i,-0.00062259-0.00067061i,-0.00069157-0.00044927i
-0.00035628+0.0012324i,-0.0011379+0.00054184i,-0.00047941+0.0003475i,0.0010403+0.00095098i,0.0016431+0.0014867i,0.001214+0.00064086i,0.00069273+0.00052862i,0.00024492+0.00082467i,0.00073499+0.00062853i,0.00079926+9.7406e-06i,0.000437-0.00054863i,0.00015134-0.00069338i,-8.7797e-05+0.00010524i,-0.00034003+0.0014461i,-0.00016439+0.0022568i,0.00027788+0.0024192i,-0.00031218+0.0010399i,-0.00061248+0.00052124i,-0.00041308+0.00050352i,-0.00032829-0.00054958i,-2.0794e-05-0.0011081i,0.00010226-0.00097628i,-0.00048895-0.00033802i
7.9394e-05-6.3114e-05i,-0.0011829-0.0011217i,-0.00094534-0.0024655i,-0.00044822-0.0011859i,-0.00082107+0.00080089i,-0.00074987+0.00087145i,-0.00030713-6.9351e-06i,0.00051687-0.00025765i,0.0013327-0.00026585i,0.00089003-0.00055734i,-8.8922e-05-0.00045651i,4.56e-05-0.00013041i,0.00073542+0.0002247i,0.00025535+0.00041328i,-0.0011031+0.00028276i,-0.00099752+6.8353e-06i,-0.00015948+0.00027054i,3.4247e-05+0.0012109i,7.2487e-05+0.00079873i,5.2873e-05-1.6138e-05i,0.00029652-3.7483e-05i,0.00020405+0.0002824i,0.00010788-3.1599e-05i
0.00097903-0.0013506i,0.0019284-0.002116i,0.0018044-0.0029337i,0.00060965-0.0021653i,0.00045163+0.00017268i,0.00034861+0.0010361i,-0.00058232+0.00051876i,-0.00076063+0.00075691i,-0.00018611+0.00095317i,-0.00012124+0.00061215i,-0.00038618+0.0002774i,-0.00074614+0.0010912i,-0.00090578+0.001478i,-0.00068339+0.00066312i,-0.00020942+0.0010478i,-0.00016628+0.001226i,-0.0004551+0.00071045i,-0.00054828+0.00035958i,0.00011425-0.0002782i,0.00013851-6.6561e-05i,-0.00063138+0.00054567i,-0.00077127+0.00023859i,-0.00077989+4.3548e-05i
0.000455+0.0011277i,0.0020346+0.00058556i,0.0029787+0.00027097i,0.0028792+0.00027172i,0.0016341+2.2149e-05i,0.0001606-0.00056775i,-0.0001881-0.00056209i,0.00044575-0.00076726i,0.0010526-0.0012601i,0.00033948-0.0011253i,0.00020034-0.0012209i,0.00052396-0.00092209i,2.2472e-05-0.00021502i,-0.00026787-9.5129e-05i,-6.9031e-05+0.00053209i,3.5202e-06+0.0011268i,-0.00015601+0.0013152i,0.00021967+0.0012689i,0.00060173+0.0011847i,0.00011948+0.00079185i,-0.00016538+3.6911e-05i,7.0027e-05+0.00013907i,0.00010206+0.00035665i
0.00075553-0.00034834i,0.0012992-0.00022414i,0.0015162-0.00050593i,0.001232-0.00031968i,0.00057574+0.00076229i,0.00075022+0.0014822i,0.00091317+0.001782i,0.00048775+0.0014676i,0.0002519+0.00052957i,0.00025945-0.00055161i,0.00027651+0.00010817i,-8.3435e-05+0.00108i,4.0095e-05+0.00078313i,0.00029531+0.00056896i,0.00031255+0.00031083i,0.00042301+0.00030744i,0.00059876+0.00025163i,0.00045922+0.00046296i,4.933e-06+0.00061218i,-5.1101e-05+0.00066816i,0.00023127+0.00043082i,0.00048278-0.00027386i,0.00013739-0.00037252i
-0.0013719-0.0010139i,-0.0011645-0.0013764i,-0.0010651-0.0021738i,-0.0003474-0.00033732i,0.00018631+0.0015489i,0.00013835+0.002105i,-0.00012777+0.0014392i,-0.0010068+0.00093734i,-0.0010229+0.0011728i,-0.00035892+0.0010251i,-0.00015739+0.00036562i,2.1831e-05+0.00047799i,-9.1082e-05+0.00099301i,-0.00056669+0.00075649i,-0.00015202+9.2953e-05i,-0.00010412+0.00025834i,-0.00072004+7.2108e-05i,-0.0001898-0.00032951i,0.00038017+4.3478e-05i,-3.8881e-05+0.00032021i,-0.00073411+0.0004141i,-0.0010907-0.00076128i,-0.00038604-0.0010956i
-0.00065216-0.0039183i,-0.0001024-0.0037468i,0.00062304-0.0038832i,-0.00077886-0.0020749i,-0.0018907+0.0003078i,-0.0012636+0.00075793i,-7.0832e-05+0.00075813i,0.00030394+0.00067747i,0.00011818+0.00010852i,-6.2405e-06-0.00010528i,-0.0001005+0.00063988i,0.00042036+0.0014657i,0.00029341+0.001034i,-0.0001708+0.0003707i,0.00022903+5.8551e-05i,-0.00021909-0.00013455i,-0.00069201+6.0413e-05i,0.00031835-7.3412e-05i,0.00080221+6.315e-05i,0.00051526+0.00089346i,7.4147e-05+0.00059436i,-0.00077446-0.00032315i,-0.0011231-0.0011112i
0.0011833-0.0029426i,0.0021475-0.0025451i,0.0021423-0.0026957i,0.00076391-0.00065371i,-0.0002366+0.0011217i,0.00026527+0.0019472i,-2.0667e-05+0.0017472i,-0.00057445+0.00065786i,-0.00021515+3.3418e-05i,0.00053369+0.00073876i,0.00026503+0.0014281i,0.00061549+0.0012405i,0.00090416+0.0012743i,0.0007013+0.0014895i,0.00052493+0.0014486i,0.00051793+0.0011298i,0.0010107+0.00090917i,0.00097323+0.00076132i,0.00037199+6.2176e-05i,2.7234e-05-0.00018231i,-0.0002253+0.00014636i,-0.00077464-0.00055179i,-0.00089913-0.0016292i
-0.0015361-0.0004237i,-0.00076015-0.00028789i,-0.0022607+0.00010154i,-0.0024454+0.00090559i,-0.00072547+0.0014321i,0.00070566+0.00084249i,0.00050818+0.00021761i,0.00021539+0.00028128i,0.00053931+0.00089517i,0.0004427+0.00078267i,0.00059476+1.4606e-05i,0.0010273+0.00061742i,0.0001894+0.00059687i,0.00010909-0.00050461i,0.0006684-0.00031625i,0.00048441+0.00023612i,2.2069e-05+0.00037647i,-0.00022026+0.00048303i,0.00024188+0.00040765i,0.0012404+3.8143e-05i,0.0013003-6.4644e-05i,0.00081751-0.00038621i,0.00058236-0.00048166i
-0.00053087-0.00075524i,-0.0010071-0.00047184i,-0.0012441-0.00026299i,-0.0014093-0.00036641i,-0.00043881-0.00039178i,0.00051785+0.00036403i,0.00026672+0.0012353i,-0.00032114+0.0010592i,-0.00036909+0.00040257i,-8.5027e-05+0.00034769i,0.0004628+0.0010515i,0.00060915+0.0013742i,0.00049906+0.00088427i,-1.9807e-05+0.00038749i,-0.00045399+0.00044725i,4.4692e-05+0.0012741i,0.00059717+0.0015352i,0.00033878+0.0010141i,-0.0003273+0.0012475i,0.00022377+0.00079634i,0.00047515-0.00014406i,-0.00059764-0.00073889i,-0.0010102-0.0011126i
-0.00048011+0.00093151i,3.5729e-05+0.00016766i,0.00089365-0.00043309i,0.0021517+0.00043449i,0.0024156+0.0015982i,0.0013939+0.0010747i,0.00043736+0.00054885i,0.00062547+0.0010898i,0.0013786+0.0017208i,0.0011467+0.0012655i,0.00033096+0.00011839i,0.00024085-1.6445e-05i,3.9214e-05+0.00029286i,-0.0011238+0.00015108i,-0.0011321+0.00025996i,-0.00058586+0.00074385i,-0.00057186+0.00041268i,9.4975e-05-0.00013311i,0.00016561+0.00077115i,-0.00016014+0.0006984i,6.3136e-05-0.0001887i,0.00030038-0.00053351i,-0.00055661-0.00096631i
0.00080415-0.0014937i,0.00073383-0.001593i,3.617e-05-0.0017871i,-0.00058993-0.00032802i,4.2486e-05+0.0011098i,0.00055337+0.00076579i,0.0006049+0.00018446i,0.00088404+0.00013807i,0.00023587-0.00034732i,-0.0007165-0.00033367i,-0.0008382+7.0891e-05i,-0.00039418+4.1397e-05i,-0.00028349+0.00039801i,-0.00060022+0.00076795i,-0.00014456+0.00096557i,0.00029311+0.0010506i,0.00094099+0.00081687i,0.00044406+0.00036405i,-0.0002446-2.3319e-05i,0.00019657-0.00039721i,0.00026272-0.00081026i,0.00049989-0.00072944i,0.00068574-0.00032782i
0.0003308+7.0494e-05i,-5.8707e-06+0.00069199i,0.00082075+0.00026498i,0.00099938+0.0004372i,0.00075495+0.0017531i,-0.000217+0.0026305i,-0.00041011+0.001711i,7.2148e-05+0.0012671i,0.00042715+0.0010371i,-0.0002727+0.0010146i,-0.0010103+0.0010114i,-0.00057833+0.00034783i,-5.5094e-05+0.00064507i,0.00028851+0.00070314i,0.00023022+0.00044003i,-0.00015679+0.00012983i,-0.00024957+0.00026836i,0.00076222+0.0011531i,0.0017767+0.00080484i,0.0016025+0.000234i,0.00096002+0.00065997i,-0.00010076+0.00068073i,-0.00036647-0.00037299i
0.0014387-0.0024128i,0.00076628-0.0025094i,-4.586e-05-0.0013658i,-0.00022098-0.00095083i,-0.00025061+0.00027758i,-3.723e-05+0.00093325i,0.00016976+0.00069433i,4.9449e-05+0.00094747i,-0.00025832+0.00086781i,-0.00011742+0.00024051i,0.00015757+0.00069162i,0.0003472+0.0014482i,0.0012203+0.00087039i,0.0006933+0.00032613i,-9.9758e-05+0.00030975i,-0.00012085-9.9057e-05i,-8.1592e-05+0.00010526i,-0.00016423+0.00064253i,-5.8483e-05+0.00034535i,0.00064289+0.00060361i,0.00065919+0.00076271i,0.00052885+0.000488i,0.0003347+0.00085581i
-0.00029694-0.00067463i,-0.0016327-0.00091624i,-0.00049833-0.0013579i,0.00010818-0.00011218i,-0.00016202+0.0012027i,-0.00021847+0.00065407i,-0.00078173+0.00014457i,-0.0013433-0.00018116i,-0.00081811-0.00060532i,-0.00029946-0.00042279i,-0.00017634-0.00048268i,0.00035718-0.0006283i,0.0003565+0.00025062i,-3.0473e-05+0.00066076i,-8.3942e-05+0.00066844i,-0.00026075+0.00070469i,0.0001257+0.00086202i,0.00032867+0.00077702i,0.00054254+0.00043267i,0.0009201+0.00031385i,0.00040853+0.00062901i,0.00041658+0.00030793i,0.00027708-0.00088824i
-0.00030114+0.0007069i,-1.3012e-05+0.00084983i,0.0014021+0.0010755i,0.002355+0.001447i,0.0023005+0.0008512i,0.0011916+0.00058106i,-0.00059314+0.00097558i,-0.0010803+0.00072091i,-0.00051368+0.00019073i,-8.1588e-05+0.00021083i,-3.5851e-05+0.00017425i,-0.00035511-0.0005814i,-0.00022951-0.00072716i,0.00051437-0.00031331i,0.00064086+4.6256e-06i,-0.00047568+0.00048178i,-0.0010775+0.00064428i,-0.00041584+0.00062799i,0.00089549+0.00073058i,0.00083636+0.00043538i,0.00021586+0.00040519i,0.00033414+0.0007563i,0.0006116+0.00027699i
