-0.0036841-0.00086017i,-0.0032187-0.0020211i,-0.0033824-0.0015898i,-0.0030874+0.00052669i,-0.0021587+0.0020746i,-0.0016459+0.0017797i,-0.00067847+0.00066426i,8.6687e-05+0.00019284i,-0.00040489-0.00044513i,-0.0001669-0.0011901i,0.00042311-0.00076395i,0.0012105-0.00028919i,0.0010112+0.00010883i,0.0001651+0.0010149i,-0.00039988+0.0012188i,-0.00071212+0.00075696i,1.6808e-05+0.00081226i,9.6632e-05+0.00068716i,-0.00016708+0.00074547i,0.00029022+0.00059104i,-0.00019603+0.0001713i,-0.00049484-0.00032777i,-0.00050029-0.00088123i
0.0024662-0.03589i,0.0095549-0.034166i,0.011474-0.018356i,0.012491-0.003073i,0.010342+0.0015944i,0.0037662+0.0012461i,-0.00041406+0.00073057i,-0.00082322+0.00021365i,-0.0010795-9.6852e-05i,-0.0007099+0.00014002i,-0.00023269-0.00024682i,-0.00011249-0.00076129i,0.00029711-0.00024697i,0.0007585-6.1692e-06i,0.00064047-0.00043148i,-3.1021e-06-0.0015656i,0.00023273-0.0022203i,0.00085197-0.00030296i,0.00058489+0.0014324i,0.00040827+0.0011742i,0.0001096-8.4286e-05i,-0.00032907-0.00020178i,-0.00019387-0.00018935i
0.035245-0.0087303i,0.032474-0.00073523i,0.01754+0.0053982i,0.0039552+0.0092741i,-0.0022345+0.0091821i,-0.0032486+0.0042189i,-0.0020997+0.00076353i,-0.0008531-0.0002854i,0.00039251-2.9551e-05i,0.00090872+0.0005669i,0.0014714-7.3692e-05i,0.0013904-0.00021621i,0.00045853+0.00050828i,0.0003036+0.00099842i,0.0013545+0.00082187i,0.0019683+0.000701i,0.0015759+0.00054914i,0.00018613+0.00029854i,-0.00079144+0.00015902i,-0.00062317+0.00012829i,0.00021598-0.0007706i,0.00016816-0.0011101i,-0.00083413-8.7313e-05i
0.015127+0.030341i,0.0086402+0.033039i,-7.5175e-05+0.020979i,-0.0078842+0.006889i,-0.0096809-0.0004031i,-0.0041887-0.0021198i,0.00019854-0.0011709i,0.00088287+0.00021804i,0.00045135+0.0010677i,0.00017071+0.0011698i,0.00080195+0.0012025i,0.0017179+0.0011074i,0.0013984+0.00055331i,0.0010342+0.00074238i,0.0014899+0.0015443i,0.00056995+0.0015595i,0.00012305+0.0011907i,0.00066362+0.00026391i,0.00019459-0.0010503i,1.5319e-05-0.00046845i,0.00055207+0.00020695i,0.00084904-0.00034616i,0.0010731-0.00019925i
-0.026504+0.023193i,-0.029699+0.017214i,-0.019224+0.00474i,-0.0076074-0.0064062i,-0.0018745-0.0091645i,0.0010128-0.0043037i,0.0014863-0.00030683i,0.00024351+0.00087536i,0.00017056+0.0014558i,0.00062436+0.00080632i,0.000518+0.00043332i,-0.0001576+0.00048698i,-0.00084775+0.0001088i,-0.001011+0.00012645i,-0.0012607+0.00036698i,-0.0017092+0.00063015i,-0.00173+0.00028537i,-0.00068517-0.0003111i,0.0006659-0.0010829i,0.00066371-0.0011405i,0.00021094-0.00011553i,-0.00037236+0.00035568i,-0.00074031-0.00034682i
-0.024226-0.016809i,-0.019384-0.02497i,-0.0061682-0.01886i,0.0071-0.0083857i,0.010098-0.0038776i,0.0045424-0.0017257i,0.00048677-7.382e-05i,0.00018123+0.00097794i,0.0004082+0.0011775i,0.00040344-7.9381e-05i,0.0002631-0.00087273i,-0.00070346-0.00017402i,-0.0011721+0.00058291i,-0.00059906+0.00014188i,-0.00017317-0.00089164i,-0.00038723-0.001365i,-0.00059452-0.0015963i,-0.00012955-0.00036414i,0.0005415+0.0013855i,0.00058779+0.00087509i,-0.00024074+0.0004971i,-0.00070267+0.00074398i,-0.00023769+5.492e-05i
0.0099893-0.028134i,0.015177-0.026642i,0.011576-0.011818i,0.0069224+0.0037776i,0.003452+0.0086846i,0.00063295+0.0060173i,-0.00081433+0.0030344i,-0.00063488+0.00099012i,-0.00024775-1.1578e-05i,0.0011035-0.00078036i,0.0018431-0.00096128i,0.0010152-0.00099316i,0.00066397-0.0011251i,0.0011901-0.00084627i,0.0014034-0.00060927i,0.0010943-0.00050258i,0.00093048-0.00062298i,0.00038529-6.2056e-05i,-0.00029121+0.00094482i,-0.00055154+0.0015533i,-0.00096153+0.00098547i,-0.00098702+0.00088111i,-0.0002136+0.0016209i
0.028233-0.00033295i,0.026966+0.0056405i,0.012176+0.0036876i,-0.0041476+0.0017103i,-0.0095671+0.0023721i,-0.0062267+0.0013956i,-0.0018708+0.0005664i,0.00065006+0.00026081i,0.00092488-0.00064294i,0.00065615+0.00015206i,0.0012747+0.00088443i,0.0017185+0.0011358i,0.002022+0.0015082i,0.0017696+0.0013106i,0.0014426+0.0010854i,0.0016324+0.0011375i,0.0012777+0.00091271i,0.0003286-6.1802e-05i,-0.00011143-0.00030133i,0.00024776-4.5339e-05i,0.00098949-0.00020927i,0.0011912-0.00022816i,0.00094348+0.00021659i
0.0013629+0.026458i,-0.0032024+0.029962i,-0.0056173+0.01699i,-0.007572+0.0009781i,-0.0068625-0.0045796i,-0.0025071-0.0028467i,0.00084051-0.00033241i,0.0011951+0.00077526i,0.00078943+0.00071375i,0.00053275+0.0006747i,0.00059019+0.0012814i,0.00066453+0.0016395i,-0.00035602+0.0015062i,-0.00073985+0.0018095i,-7.2112e-05+0.002128i,0.00010221+0.0018072i,0.00067225+0.00064717i,0.001069-0.00010824i,0.00044086-0.00036016i,0.00044654-0.00051464i,0.00099455-0.00038421i,0.0013267-0.00038591i,0.0008665-1.7464e-05i
-0.026279+0.010377i,-0.029124+0.0052244i,-0.016328+0.00057734i,-0.00044953-0.0037974i,0.0065458-0.0062537i,0.0044822-0.0038335i,0.00068839-0.00068407i,-0.00047244+0.00015289i,8.4454e-05+0.00076214i,-2.8406e-05+0.00096558i,-0.00062923+4.7712e-05i,-0.00024551-0.00012908i,-0.00070634+0.00023187i,-0.00092273+0.00010676i,-0.0005423+0.00029189i,-0.0011593+0.00060754i,-0.0013771+0.00079308i,-0.0003633+0.0005527i,0.00036769+0.00016059i,0.00028567-0.00010532i,0.00044254+0.0006336i,0.00051937+0.00098943i,-0.0004345+3.3431e-06i
-0.013943-0.0209i,-0.013291-0.027616i,-0.0080606-0.016838i,0.00050196-0.0015241i,0.0046648+0.0047178i,0.002307+0.0042753i,-0.00083317+0.0015344i,-0.0010764-0.00033741i,-0.00053134-0.00050596i,-0.00032397-0.00033035i,0.00026575-6.3155e-05i,0.00053358-7.5897e-05i,0.00068221-0.0010099i,0.00043587-0.0013314i,-0.00033172-0.0013505i,-0.00080947-0.0020842i,-0.001256-0.0019714i,-0.00091068-0.00044116i,1.5328e-05+0.00063441i,0.00039142+0.00051794i,-0.00027204+0.00070174i,-0.0011448+0.00095166i,-0.00041818+0.00039847i
0.01469-0.017632i,0.018788-0.018412i,0.010978-0.0095508i,0.0011692+0.0017612i,-0.001895+0.0064072i,-0.00098676+0.0034694i,-0.0001091+7.4676e-05i,0.001054-0.0008321i,0.0013182-0.0007235i,0.0012268-0.00089068i,0.0017472-0.0014213i,0.0020292-0.0014143i,0.0018498-0.00060231i,0.0015595-0.00011878i,0.0016416-0.00041036i,0.0013534-0.00071792i,0.00041448-0.0009805i,2.1396e-05-0.00088733i,0.00017223-0.00021474i,0.00039707-8.3476e-05i,-7.4784e-06-0.00072738i,-0.0002653-0.00084355i,4.6654e-05+0.00015249i
0.022553+0.0094115i,0.023726+0.014786i,0.013973+0.0078878i,0.00031817-0.00089132i,-0.0065781-0.0028543i,-0.0045463-0.00083324i,-0.00077512+0.00046914i,0.00093604+0.00081188i,0.0013316+0.0011157i,0.0011627+0.00075666i,0.00017192+0.00080514i,-0.00025901+0.0014392i,0.00026544+0.0013054i,0.00024858+0.0006151i,0.001042+0.00083735i,0.0019747+0.0013386i,0.0019653+0.0010754i,0.001847+0.0004022i,0.001016+0.0001298i,0.00098781+0.00035932i,0.0015917+0.00024436i,0.000641+0.00032211i,0.00011826+0.00067342i
-0.0080591+0.023224i,-0.0095285+0.026593i,-0.0034286+0.017267i,0.001695+0.0035625i,0.0015691-0.0033276i,0.00024589-0.0024344i,0.00035662-4.3263e-05i,-0.00017315+0.0011682i,-0.00016433+0.0015008i,7.0291e-05+0.0018344i,0.00012998+0.0019266i,-0.000267+0.0016414i,-0.0015105+0.0016043i,-0.0010077+0.0016579i,0.00013181+0.0015191i,0.000357+0.0020914i,0.00037781+0.0022894i,0.00029237+0.0012556i,0.00039221-0.000181i,0.0001167-0.00094916i,-0.00011403-0.00025008i,-1.9934e-06+7.0577e-05i,-0.00019525+0.00018488i
-0.022675-0.00044769i,-0.026981-0.0036094i,-0.017281-0.00094864i,-0.0036745+0.0022295i,0.0035509+0.00051021i,0.0023476-0.00094148i,-0.00065992-0.00041407i,-0.0017075+0.00011028i,-0.0019821+0.00014392i,-0.0015751-0.00046731i,-0.00099351-0.00085198i,-0.00072902-0.0010264i,-0.0010024-0.0008282i,-0.00062815-0.00024203i,-0.00055789+0.00024759i,-0.0012157-4.9991e-05i,-0.00060873-0.00019231i,-1.1076e-05+0.00033321i,-5.3774e-05+0.00074297i,-0.00032184+0.00099453i,-0.0006759+0.0015809i,-0.00086479+0.0018393i,-0.00044095+0.00087222i
-0.0035667-0.021675i,-0.0045922-0.028114i,-0.0074652-0.017957i,-0.0070495-0.0034398i,-0.003148+0.0031204i,-0.00058505+0.0025172i,0.00027069+0.00026034i,0.00076457-0.00087096i,0.00079174-0.00070441i,0.00043997-7.006e-05i,0.0005427-7.5832e-05i,0.00096465-0.00045464i,0.00078729-0.000828i,0.00026476-0.0010857i,2.403e-05-0.001592i,0.00064204-0.0015069i,0.0005954-0.000848i,0.00018618-0.00064822i,-0.00032852-0.00064094i,-0.0009755-0.00070916i,-0.00098022-0.00086354i,-0.0010698-0.00040974i,-0.0012042+0.00034439i
0.018871-0.0085336i,0.023774-0.010048i,0.014186-0.0097985i,0.0026191-0.0067097i,-0.0018225-0.0015818i,-0.0011963+0.00070752i,0.001074+0.00064208i,0.0023983+0.00053125i,0.002632+0.00056662i,0.0024185+0.00044352i,0.0020921+0.00072426i,0.0021594+0.0014585i,0.0019196+0.0010664i,0.0013092+0.00032618i,0.00086687-0.00026476i,0.0012185-0.00057438i,0.0013099-0.00064641i,0.0011957-0.00083555i,0.00089528-0.001049i,4.4379e-05-0.0012063i,-0.00013963-0.00078909i,0.0004879-1.3958e-05i,0.00092546+0.00010835i
0.012705+0.014722i,0.017682+0.019637i,0.016846+0.011421i,0.0093497-0.00046016i,0.0018945-0.0038192i,-0.0015413-0.00070421i,-0.0011277+0.0022677i,9.3023e-05+0.0025779i,0.00081825+0.0018895i,0.0013912+0.0016728i,0.00067644+0.0019999i,2.6506e-05+0.0021797i,0.00059633+0.001946i,0.00052748+0.0017458i,-0.00029778+0.0015989i,-0.00019779+0.0013488i,0.00028358+0.001604i,0.00067144+0.0016627i,0.0012627+0.0009979i,0.0010561+3.778e-05i,0.0004552-0.00031356i,0.00018465-1.4456e-05i,6.2808e-05+0.000154i
-0.012604+0.014868i,-0.017482+0.019551i,-0.010704+0.015579i,-0.0017066+0.0076517i,2.7993e-05+0.0019343i,-0.0010236+0.00015715i,-0.00082345+0.00094533i,-0.00065939+0.0013602i,-0.0012613+0.00051544i,-0.0021163+0.00041998i,-0.0021501+0.000291i,-0.0013685-1.8512e-06i,-0.00073868+0.00045947i,-0.00061018+0.00092802i,-0.00060664+0.00064905i,-0.00055915+0.0011066i,-0.00063559+0.0018445i,-0.00054786+0.0019041i,0.00033852+0.0015702i,0.00098129+0.0017097i,2.3698e-05+0.0014178i,-2.2787e-05+6.5324e-05i,-0.00023214-0.00093373i
-0.019106-0.0062293i,-0.025416-0.0082741i,-0.02169-0.001633i,-0.010885+0.0043086i,-0.0023093+0.0035818i,0.00021034+0.00077138i,-0.00027121-0.0007699i,-0.00096047-0.0017973i,-0.00052284-0.0018197i,-0.00060231-0.0018577i,-5.2277e-05-0.0017413i,0.00071328-0.0015416i,0.00041213-0.0013424i,0.00013358-0.0006423i,-0.0005861+7.7818e-05i,-0.0015702+0.00045842i,-0.0017504+9.5503e-05i,-0.0015991+0.00030336i,-0.0012574+0.0012635i,-0.0012+0.0011234i,-0.00088161+0.00037492i,-0.00011909+4.6721e-05i,0.00026068-0.00085743i
0.0028493-0.020357i,0.0021063-0.027101i,-0.0030111-0.021295i,-0.0055066-0.010035i,-0.0019726-0.0017696i,0.0020365+0.00034204i,0.0025973-0.0017746i,0.0024724-0.0025113i,0.0021985-0.0018121i,0.0017872-0.0010481i,0.0023403-0.0001952i,0.0030063-0.00027977i,0.0027352-0.00085055i,0.0018301-0.00087282i,0.0012935-0.0012069i,0.00068816-0.0014765i,-0.0003699-0.0015178i,-0.0016447-0.001647i,-0.0015537-0.0010716i,-0.00049601-0.00091825i,-0.00064031-0.00099995i,-0.0011237-0.00041314i,-0.0006906-0.00020998i
0.019134+0.00074747i,0.026688-0.00054534i,0.023261-0.0057004i,0.012679-0.0079696i,0.0042443-0.0048253i,0.00093405-0.00059684i,0.0013916+0.0019034i,0.0024059+0.0021042i,0.0027243+0.0016064i,0.0030553+0.0011343i,0.0026765+0.00044566i,0.0011517+0.0009695i,0.00048437+0.0017465i,0.0011644+0.0011464i,0.0011637-1.9998e-05i,0.00064753-0.00020112i,0.00019975-0.00012114i,0.00061904-0.00052125i,0.0010714-0.00075326i,0.00063912-0.00051335i,0.00014186-0.00065855i,-6.4215e-05-0.00038055i,-0.00032842+0.00070796i
0.0037345+0.015793i,0.0067336+0.024234i,0.0089694+0.02017i,0.0068173+0.0097895i,0.0017876+0.0036828i,-0.001039+0.0028403i,-0.00058604+0.0028294i,-0.00055258+0.0031505i,-0.00064942+0.0027576i,-0.00052799+0.0018166i,-0.00091495+0.001389i,-0.0012236+0.0016049i,-0.0012048+0.0017169i,-0.00081204+0.0012296i,0.00015107+0.00096755i,0.0001826+0.00070512i,-0.0004372+8.2322e-05i,0.00052221+0.00056915i,0.0020011+0.00082447i,0.0023813+0.00012057i,0.0016477+0.00022809i,0.0003859-0.00028663i,-0.0011538-0.000334i
-0.01581+0.0090675i,-0.02184+0.012604i,-0.016647+0.012689i,-0.0082593+0.0089903i,-0.004723+0.0029692i,-0.0043327-0.00037264i,-0.0040763-0.00012168i,-0.002628+4.6035e-05i,-0.0015083-6.4927e-05i,-0.0013257+0.00023029i,-0.0013578-7.9155e-05i,-0.0011887-0.00054754i,-0.00084373-0.00097575i,-0.00082403-0.00037451i,1.5614e-05+0.00010222i,0.00066996+0.0011265i,-0.00040379+0.0021803i,-0.00095986+0.0019122i,-0.0004791+0.002225i,-0.0005129+0.0022128i,-0.00012488+0.0013393i,0.0003894+0.0011513i,-0.00059647+0.00036902i
-0.014351-0.01512i,-0.020115-0.019725i,-0.020601-0.015357i,-0.014948-0.0071396i,-0.0068908-0.0025763i,-0.0014228-0.0020687i,0.00053971-0.0025883i,0.00074913-0.002409i,-0.00023977-0.0019119i,-0.0010518-0.0013994i,0.00011584-0.001051i,0.0017376-0.00085967i,0.0020244-0.00038673i,0.00067255+6.2398e-05i,-0.00020976-4.5548e-05i,-0.00018119-0.00030253i,-0.00011278-1.7217e-05i,-0.00047033+0.0004168i,-0.00032306+0.00029205i,-0.00018171-0.00015642i,-0.00057158-0.00029181i,-2.6801e-05+0.0001622i,0.00078643+0.00029417i
0.012353-0.015757i,0.014536-0.022164i,0.0092337-0.021928i,0.004341-0.016134i,0.0032333-0.0079444i,0.0034464-0.0024154i,0.0038518-0.00027919i,0.0039888+0.00031728i,0.003294-0.0001222i,0.0025909-0.00053632i,0.0020583+0.00076966i,0.0015471+0.001845i,0.001435+0.0013813i,0.0015664+0.0010297i,0.0010402+0.0010271i,0.00048631+0.001156i,0.00016263+0.0011254i,-0.00012912+0.0011191i,-1.4854e-05+0.00056017i,-0.0001615-0.0005416i,-0.00043166-0.0014261i,-0.00048273-0.0014761i,-5.775e-05-0.00050366i
0.017505+0.0076148i,0.025649+0.0099626i,0.024416+0.0059029i,0.016198+0.0019663i,0.0085704+0.0020392i,0.0040319+0.0035983i,0.0015193+0.0042926i,0.00083608+0.0027648i,0.0015696+0.0013126i,0.0015195+0.0016692i,0.00051509+0.0026863i,-0.00086627+0.0030086i,-0.0011152+0.0027993i,-0.00079389+0.0014616i,0.00013389-0.00013063i,0.00098196-0.00028868i,0.0015852+9.503e-05i,0.002062-0.000956i,0.0012871-0.00097932i,0.00052264+0.00019078i,0.0010032+0.00013684i,0.0004966-0.00025091i,-0.00053425+0.00023582i
-0.0077697+0.016873i,-0.0068699+0.02522i,-0.0019702+0.025041i,-0.00031234+0.018227i,-0.0017526+0.0093259i,-0.0024863+0.0038303i,-0.0027316+0.0018649i,-0.0026324+0.00089739i,-0.0017526+0.00070898i,-0.0014447+0.00092774i,-0.0021451+0.0010246i,-0.002384+0.00049748i,-0.0018483-4.2001e-05i,-0.00074361-0.00015982i,-5.9828e-05+0.00012292i,0.00051801+0.00039951i,0.0013118+0.00081291i,0.0018195+0.00062008i,0.0015294+0.00013868i,0.0011308+0.00031528i,0.00041675+0.00091494i,6.13e-06+0.0010524i,-0.0004188-0.00037252i
-0.016805+4.111e-06i,-0.025464+0.0010649i,-0.025397+0.0030178i,-0.018356+0.0036207i,-0.010943+0.0001933i,-0.0054853-0.0015017i,-0.0020476-0.0013925i,-0.00042984-0.0020777i,-0.00048588-0.0020162i,-0.00076758-0.00078038i,-0.00049341-0.00021233i,0.00017349-0.00099394i,0.00043105-0.0012743i,3.843e-05+0.0002941i,0.00013131+0.00070685i,0.0003336-7.6204e-05i,0.00011382+0.00037488i,-3.8037e-07+0.00099328i,-0.00022936+0.00075673i,-0.0010527+0.00026449i,-0.0012792-0.00087731i,-0.00069577-0.0011919i,-0.00067422-0.00063603i
-0.0029122-0.017479i,-0.0064538-0.02468i,-0.0073456-0.024562i,-0.0058508-0.018657i,-0.0029458-0.011761i,-0.00022457-0.0060884i,0.0016609-0.0031085i,0.0029074-0.0021207i,0.0026258-0.002186i,0.0013715-0.0023282i,0.00072743-0.0011058i,0.0014459-0.00017511i,0.001702-0.00076042i,0.00081558-0.00076893i,0.00067438-0.00019699i,-8.3295e-05+0.00025264i,-0.00088779+0.00037343i,-0.00072867+0.00031895i,-0.00046195+0.00025827i,-5.8887e-05-0.00012646i,-0.00045238-0.00082099i,-0.00051237-0.00068164i,0.00059214-0.00035837i
0.013317-0.0079789i,0.020286-0.011579i,0.019813-0.010653i,0.014457-0.0077983i,0.010175-0.0042116i,0.0073275-0.0011137i,0.0044007+0.0013192i,0.0029004+0.0017337i,0.0019239+0.00095851i,0.0013974+8.5817e-05i,0.0017433+0.00082858i,0.0015457+0.0018866i,0.0014974+0.001398i,0.0013572+0.00066533i,0.0004899+0.00085081i,-0.00056593+0.00042078i,-0.0011764-0.0003732i,-0.0018818-0.0013004i,-0.0015042-0.0016426i,-0.00020117-0.00053225i,0.00033262+2.7422e-05i,0.0010086+0.00037269i,0.0012938+0.00018639i
0.011818+0.012125i,0.016899+0.017691i,0.015593+0.016672i,0.010298+0.012391i,0.0042999+0.0085636i,0.0009129+0.0055031i,7.0615e-06+0.0042595i,-0.00024202+0.0026968i,0.00067815+0.0015428i,0.0012353+0.0015556i,0.00040785+0.0020791i,-0.00036393+0.0026744i,6.742e-05+0.0027819i,0.00079015+0.0020164i,0.00056952+0.0010977i,0.00046944+0.00019339i,0.00039464-0.00047476i,0.0006408-0.0006239i,0.0006239-0.00089994i,0.00043491-0.00050983i,0.00061292+0.0003292i,0.00026107+0.00077993i,-7.6621e-05+0.00046108i
-0.012406+0.013675i,-0.015776+0.019426i,-0.014615+0.018778i,-0.011653+0.012842i,-0.0091363+0.0062133i,-0.0064217+0.0017757i,-0.0041339-0.00015622i,-0.0025586-0.00070329i,-0.0013256+0.0001282i,-0.0014232+0.00067658i,-0.0017535+0.00037454i,-0.0014543-0.00033288i,-0.0013508-0.0011442i,-0.00067752-0.0010262i,0.00050143-0.00036429i,0.00063432-0.00010915i,0.00036987+0.00014056i,0.00072285+0.00011147i,0.0010967+0.00035381i,0.00080228+0.0016483i,-0.00012822+0.0019861i,-0.00068661+0.00090669i,-0.00083989+0.0001767i
-0.014886-0.0084721i,-0.022609-0.012615i,-0.022349-0.01216i,-0.015591-0.0099654i,-0.0085381-0.0090691i,-0.0035854-0.0061399i,-0.00079816-0.0030952i,0.00031926-0.0025288i,-3.4427e-05-0.001872i,-0.0005281-0.0013824i,0.00027915-0.0014192i,5.1215e-05-0.00092369i,-0.00022706-0.0015097i,0.00060785-0.0014385i,0.00062641-0.00053143i,0.00015957-0.00011458i,0.00025892+0.00012296i,-2.7125e-05+0.0005207i,-0.00018535+0.00025652i,-0.00025393-6.7699e-06i,-0.0010872+0.00013732i,-0.0015709-0.00029028i,-0.0013518-0.00083385i
0.004164-0.015219i,0.0053972-0.022817i,0.0053099-0.022671i,0.0054065-0.01677i,0.0060985-0.009689i,0.0047448-0.0049249i,0.0032825-0.0018741i,0.0029714+0.00028088i,0.0018923+0.00017641i,0.0012164-0.00083899i,0.001138-0.0007342i,0.0012274-5.183e-05i,0.0013707+0.00029834i,0.00088985+0.00024751i,0.00076543+0.00035532i,-3.9323e-05+0.00054409i,-0.0013211+0.00046845i,-0.001657+0.00032941i,-0.0010429+0.00043004i,0.00019585-0.00020076i,0.00052334-0.00087322i,-0.00010285-0.0014071i,-0.0004071-0.0015675i
0.016147-0.00068455i,0.022242-0.00029777i,0.021772-0.00042916i,0.015476+2.343e-05i,0.00841+0.0024176i,0.0040343+0.0043775i,0.0020782+0.0047897i,0.0012528+0.0032214i,0.0011505+0.0015714i,0.0009672+0.001796i,0.0011734+0.002626i,0.0015067+0.0027139i,0.0014302+0.0021823i,0.0009955+0.0019783i,-5.145e-05+0.0017155i,-0.00016823+0.00075863i,-0.00040775+0.00032066i,-0.00042521-0.00014311i,0.00043968-0.00059553i,0.00065052-0.00035639i,0.00021308+6.8094e-05i,0.00012022+9.6962e-05i,0.00016243+0.00056166i
0.0036394+0.014492i,0.0038618+0.020694i,0.0013767+0.019577i,-0.00078619+0.014771i,-0.0017274+0.0096179i,-0.001243+0.0054573i,-0.00040048+0.003483i,-0.00071302+0.0021854i,-0.00083167+0.0012937i,-0.00037954+0.0013731i,-0.00066077+0.001152i,-0.00078057+0.0010568i,-0.00071958+0.0016659i,-0.00018198+0.00098084i,0.00056292-9.5248e-05i,0.00070956-0.00010259i,0.00026479+0.00014417i,7.428e-05-0.00026847i,0.00056933-0.0001032i,0.00062425+0.00048002i,0.00070983+0.00094976i,0.00040798+0.0015515i,0.00035468+0.0016142i
-0.012721+0.0096182i,-0.01877+0.0107i,-0.017743+0.0074167i,-0.013261+0.0019248i,-0.009842-0.0015988i,-0.0066185-0.0020548i,-0.0037196-0.0017302i,-0.0014315-0.0010172i,-0.00058916-0.00043537i,-0.0011295-0.00062376i,-0.0017565-3.9483e-05i,-0.0020268-6.0613e-05i,-0.001534-0.00044434i,-0.00094643-1.058e-06i,-0.00027712+0.00076642i,0.00032368+0.00075874i,0.00109+9.6735e-05i,0.001462+0.00091762i,0.00077104+0.0016089i,0.00022106+0.00068417i,-0.00066719+0.0002536i,-0.0011513+0.0006336i,-0.0009286+0.00046759i
-0.010945-0.012543i,-0.015264-0.018504i,-0.013436-0.01831i,-0.0082834-0.01419i,-0.0034531-0.0098535i,-0.0011345-0.0056377i,0.00010049-0.0026396i,0.0016291-0.0013008i,0.0014563-0.00043611i,0.00048908-0.00022672i,0.00044257-0.0003976i,0.00058465-0.0007194i,0.00077676-0.00055521i,0.00099849+9.4947e-05i,0.0010214+0.00068059i,0.0012442+0.00065769i,0.0012895+0.00083357i,0.00022915+0.00084986i,-0.00010464+0.00078049i,-0.00011077+0.00078854i,-0.00027396+0.00019895i,-0.00058543-0.0001019i,-0.00087638-0.00064663i
0.0099345-0.013501i,0.01483-0.01759i,0.014477-0.014668i,0.010443-0.0079537i,0.0073035-0.0030319i,0.0049636-0.00073417i,0.0034269+0.00067343i,0.0028066+0.0008018i,0.0023692+0.00056687i,0.0018602+0.00017299i,0.0016909-0.00033989i,0.0015746+0.00046772i,0.0014024+0.00011955i,0.0013741-0.00039966i,0.0010906-0.00047943i,0.00015296-0.00023661i,-0.00054388+0.00042696i,-0.00019505+0.00041264i,0.00068505+0.00029168i,0.00073394-0.00029696i,8.3999e-05-0.00077553i,-6.6629e-05-0.0013115i,-0.00012621-0.0013473i
0.013847+0.0073457i,0.018477+0.011316i,0.016569+0.010889i,0.010071+0.0083289i,0.0045162+0.0060215i,0.0014815+0.0048108i,-0.00047323+0.0040645i,-0.0016762+0.0025539i,-0.00062249+0.0016645i,0.00099028+0.0015342i,0.0012614+0.0017865i,0.00048367+0.0017905i,-9.0901e-06+0.0012409i,7.938e-05+0.00054327i,0.00017021-0.00011538i,-6.8767e-05+0.00012718i,-0.00052859+0.00023147i,2.5397e-05+0.00042203i,0.00069554+0.00077563i,0.00057797+0.00072347i,0.00074679+0.00091289i,0.0010402+0.00049647i,0.0010046+0.00026518i
-0.0030247+0.014515i,-0.0054463+0.018427i,-0.0077068+0.015902i,-0.0062701+0.0096906i,-0.0040781+0.0054295i,-0.0037489+0.0030175i,-0.0033147+0.0011824i,-0.0024707+0.00039821i,-0.0012722+0.00077891i,-0.00028379+0.00096552i,-0.00058022+0.0004431i,-0.00080155+0.00021903i,-0.00040613-0.00017336i,-0.0002032+7.0865e-05i,-0.00017135+0.00027262i,0.00040459+0.00063557i,0.00038981+0.00042166i,-8.6827e-05-0.00074533i,0.00035167-0.00052903i,0.0010015+0.00049291i,0.00053241+0.0015478i,-0.00061332+0.0011994i,-0.00094738+0.00022604i
-0.012438+0.0035577i,-0.016513+0.00018514i,-0.014681-0.0032484i,-0.0087952-0.0052223i,-0.0040346-0.004698i,-0.0018979-0.0034086i,-0.0012086-0.0029438i,-0.00073925-0.002675i,-0.00079998-0.0017099i,-0.00098297-0.00083114i,-0.00076975-0.001765i,0.00017772-0.0023104i,0.00027231-0.0012207i,0.00010608-0.00037198i,0.0010582-0.0002664i,0.0011587-0.00053675i,0.0007311-0.00021592i,0.00040205+0.00071038i,0.00036408+0.00084252i,-0.00018912+0.00041048i,-0.00058028-0.00021465i,-5.8007e-05-0.00081961i,0.0004212-0.00087746i
-0.0056613-0.013245i,-0.0062308-0.018405i,-0.0032456-0.016431i,0.00065435-0.010834i,0.0019953-0.0059938i,0.0016118-0.0022877i,0.0017786-0.00080635i,0.0026068-0.00041097i,0.0019031-0.00057727i,0.0012465-0.001271i,0.0011667-0.0014018i,0.0010847-0.0013985i,0.00069443-0.00068056i,4.9775e-05+0.00039763i,0.00031862+0.00034554i,5.7517e-05-3.3197e-05i,-0.0004438+0.00084248i,-0.00068425+0.0017302i,-0.00042635+0.00069486i,0.00039364-8.2049e-05i,0.00067597+0.00061441i,0.00020634+7.5772e-05i,-0.00035853-0.0011708i
0.011705-0.0083764i,0.016204-0.0091874i,0.014232-0.0063241i,0.0084449-0.0018496i,0.0041885+0.00055769i,0.0024301+0.0017639i,0.0020654+0.0023698i,0.0019346+0.0023038i,0.0015933+0.0017096i,0.0011701+0.00085266i,0.00073891+0.00084209i,0.00093278+0.00016469i,0.0015686-0.00015988i,0.0016181+0.00034277i,0.0012707+0.00014093i,0.00022517-0.00072117i,-0.000201-0.00057232i,-0.00052885+0.00018064i,-0.00037745+0.00051028i,-0.00016655+0.00054332i,1.5555e-05+0.00021617i,0.00052255+0.00036568i,0.00013165+0.00064061i
