-0.002773+0.0010152i,-0.0035651+0.00058594i,-0.0044562+0.0016586i,-0.0032985+0.0027873i,-0.0019053+0.003431i,-0.00071408+0.0019467i,-0.00032304+0.00078368i,-8.327e-05+0.0016398i,0.00032427+0.0016153i,-3.6064e-05+0.00051124i,-0.00011784+0.00022325i,0.00030709+0.00084812i,0.00057245+0.00036754i,0.00031599+8.9092e-05i,-0.00026385+0.00070137i,4.0424e-05+0.00023369i,0.00088215-0.00015256i,0.00041842+8.1739e-05i,-0.00013041-8.5316e-05i,0.00059588-0.00025987i,0.0012561-0.00047469i,0.0012802-4.3614e-06i,0.00084965+0.00021094i
0.2715+0.36758i,0.45457+0.46193i,0.53614+0.25865i,0.45992-0.037483i,0.35895-0.13281i,0.32635-0.13684i,0.2228-0.15551i,0.062652-0.066778i,0.0082145+0.042522i,0.00046775+0.042702i,-0.039463+0.026697i,-0.044928+0.04711i,-0.012012+0.043974i,-0.019211-0.0032589i,-0.082178-0.044263i,-0.1305-0.017969i,-0.11088+0.060963i,-0.05706+0.12132i,-0.025221+0.11208i,-0.033866+0.059273i,-0.044477+0.031782i,-0.017679+0.025016i,0.0067106+0.0043447i
-0.13667+0.024367i,-0.27687+0.10553i,-0.48977+0.41294i,-0.55203+0.67495i,-0.44497+0.55926i,-0.37272+0.29172i,-0.28616+0.19029i,-0.10824+0.17439i,0.0095375+0.14224i,0.035444+0.12844i,0.063724+0.091507i,0.077916+0.018934i,0.05517-0.024666i,0.02569-0.036933i,-0.0023925-0.049714i,-0.033841-0.060611i,-0.059968-0.04946i,-0.057114-0.027189i,-0.03459-0.017433i,-0.030891+0.0047466i,-0.032201+0.048316i,-0.012801+0.069342i,0.0044791+0.053437i
0.35778+0.23781i,0.60165+0.17851i,0.57517+0.0020405i,0.31185-0.055604i,0.15296+0.059456i,0.1773+0.12392i,0.15513+0.087038i,0.067128+0.033714i,0.020309-0.034381i,0.020195-0.080478i,0.048283-0.073448i,0.060423-0.069133i,0.0287-0.070828i,0.023006-0.033131i,0.062956+0.030649i,0.073325+0.092401i,0.050677+0.13288i,0.052889+0.11827i,0.079189+0.057292i,0.084172-0.0041252i,0.051924-0.035766i,0.010407-0.033763i,-0.018626-0.017107i
-0.35355+0.040445i,-0.39086-0.15564i,-0.29071-0.43452i,-0.25012-0.52903i,-0.36785-0.37333i,-0.42869-0.14569i,-0.315+0.0018929i,-0.1531+0.060829i,-0.062571+0.073383i,-0.069061+0.073561i,-0.086843+0.093832i,-0.03144+0.095787i,0.038607+0.02747i,0.030859-0.054378i,-0.030297-0.093719i,-0.0765-0.11597i,-0.085348-0.12773i,-0.067333-0.080816i,-0.044124+0.0044413i,-0.043327+0.045064i,-0.055067+0.038621i,-0.045276+0.018231i,-0.032569-0.012184i
0.18774+0.12631i,0.34437+0.36501i,0.30539+0.58307i,0.25159+0.67029i,0.431+0.59171i,0.66905+0.37936i,0.67016+0.095076i,0.4534-0.11705i,0.23353-0.19907i,0.094478-0.24422i,-0.036322-0.24046i,-0.11571-0.13463i,-0.083814-0.039133i,-0.038252-0.0070215i,-0.032627+0.058303i,-0.0087568+0.14811i,0.034194+0.16031i,0.031395+0.081187i,-0.02686-0.0012574i,-0.062394-0.015078i,-0.044893+0.012828i,-0.01951+0.035256i,-0.001739+0.036682i
-0.44259+0.11315i,-0.54712+0.33052i,-0.46316+0.38389i,-0.33209+0.177i,-0.41978-0.14375i,-0.63317-0.33319i,-0.68682-0.28996i,-0.54554-0.10851i,-0.35546+0.057881i,-0.24094+0.12898i,-0.18769+0.14881i,-0.10721+0.15579i,-0.026992+0.1155i,-0.006083+0.039473i,-0.017998-0.042987i,-0.043088-0.10329i,-0.069362-0.10023i,-0.040653-0.06303i,0.023458-0.065452i,0.02391-0.092805i,-0.02577-0.086678i,-0.055836-0.057811i,-0.062319-0.021645i
0.85276+8.3973i,2.8631+7.0454i,6.0056+7.0868i,7.3351+4.5593i,6.2713+0.70539i,3.2351-2.2797i,0.37053-2.3099i,-0.53895-0.9332i,-0.2046+0.11548i,0.5528+0.61499i,1.1605+0.42344i,1.394-0.20856i,1.3558-0.78515i,1.0713-0.89557i,0.87069-0.7068i,0.71931-0.59076i,0.36942-0.50895i,0.089648-0.24583i,0.15054+0.073039i,0.36719+0.17684i,0.49632+0.058673i,0.46125-0.10406i,0.29343-0.16028i
-0.39762+0.12892i,-0.44+0.56656i,-0.15491+0.86313i,0.2202+0.79347i,0.24235+0.55873i,0.0027452+0.41705i,-0.12154+0.28029i,-0.093796+0.070231i,-0.035617-0.076081i,-0.023639-0.085739i,-0.061556+0.015681i,-0.074618+0.093973i,-0.083095+0.060297i,-0.13077+0.028884i,-0.14268+0.060307i,-0.068843+0.098116i,0.027334+0.10441i,0.085356+0.064397i,0.094171-0.011575i,0.079505-0.074445i,0.064383-0.098139i,0.033574-0.096097i,0.00617-0.067078i
-0.023224-0.14241i,0.035301-0.14948i,0.12179-0.15495i,0.094784-0.14726i,-0.15541-0.03231i,-0.40431+0.17063i,-0.36994+0.28689i,-0.19878+0.22112i,-0.10733+0.096242i,-0.079375+0.041153i,-0.073775+0.037735i,-0.073458+0.030827i,-0.076962-0.0075155i,-0.082352-0.050766i,-0.071708-0.094511i,-0.057551-0.14765i,-0.052184-0.16274i,-0.063183-0.11973i,-0.084865-0.05466i,-0.082091-0.0098382i,-0.050539+0.0071171i,-0.02071+0.012886i,-0.00094652+0.022117i
-0.089387+0.12849i,-0.22981+0.13679i,-0.31781-0.061976i,-0.30041-0.26609i,-0.13778-0.27443i,0.00054511-0.23272i,-0.052513-0.20536i,-0.13577-0.11022i,-0.13302-0.042908i,-0.091867-0.040207i,-0.0014656-0.032645i,0.067237-0.044926i,0.034747-0.04937i,-0.0013329+0.017641i,0.038257+0.10846i,0.10415+0.13066i,0.12494+0.076647i,0.09761+0.0015672i,0.053483-0.055089i,0.024137-0.06388i,0.01658-0.028556i,0.0065473+0.017171i,0.00028352+0.045677i
0.22818-0.15147i,0.3249-0.23245i,0.36652-0.16182i,0.35606-0.079499i,0.3204-0.16133i,0.18334-0.25927i,0.0088075-0.17675i,-0.031679-0.035198i,0.020623+0.0045994i,0.071504-0.018197i,0.098225-0.038311i,0.084615-0.025318i,0.057473+0.010017i,0.055913+0.020958i,0.079801-0.006877i,0.091493-0.050027i,0.079885-0.079051i,0.060791-0.076469i,0.030779-0.051186i,0.0004214-0.033169i,-0.0096332-0.030186i,-0.0067092-0.025209i,-0.0051653-0.018561i
-0.15877+0.1475i,-0.12478+0.42337i,0.18434+0.5424i,0.50938+0.34497i,0.46401+0.11571i,0.1683+0.11608i,-0.016815+0.22319i,-0.068074+0.22064i,-0.10031+0.15436i,-0.092386+0.13228i,-0.046423+0.1192i,-0.036944+0.082065i,-0.060844+0.054927i,-0.052392+0.02888i,-0.015475-0.015733i,0.014865-0.05551i,0.027926-0.076637i,0.01473-0.071784i,-0.0035803-0.041595i,-0.0071983-0.020931i,-0.014535-0.029691i,-0.023154-0.041653i,-0.009556-0.037051i
0.093552-0.18075i,-0.037898-0.44072i,-0.27003-0.53714i,-0.41449-0.30486i,-0.37742+0.10035i,-0.20198+0.35618i,-0.0018433+0.32045i,0.072838+0.15648i,0.03344+0.086367i,0.015556+0.09913i,0.027888+0.091607i,0.02029+0.060744i,0.0005608+0.045103i,-0.012201+0.050589i,-0.017594+0.053426i,-0.023086+0.040813i,-0.031942+0.026113i,-0.034368+0.01346i,-0.024565+0.0036463i,-0.0051618+0.0098963i,0.0063398+0.023204i,0.00059959+0.033664i,0.0014406+0.038909i
-0.016562+0.19929i,0.15309+0.28337i,0.36083+0.10517i,0.32894-0.14934i,0.17111-0.12463i,0.1409+0.034461i,0.10859+0.01822i,0.007198-0.035583i,-0.028336-0.007261i,-0.0049485+0.023793i,0.0056+0.037196i,0.0063274+0.042957i,0.002497+0.046859i,-0.0066249+0.048834i,-0.01538+0.015271i,-0.032835-0.055526i,-0.065772-0.10253i,-0.092176-0.087379i,-0.084882-0.036328i,-0.044785+0.002777i,0.0018529+0.01893i,0.031536+0.031125i,0.04511+0.030335i
0.13116-0.18189i,0.12379-0.38654i,-0.031449-0.56644i,-0.26714-0.59481i,-0.37293-0.45469i,-0.30254-0.29337i,-0.18708-0.17565i,-0.12665-0.077823i,-0.085397-0.010441i,-0.025879+0.014175i,0.035988+0.0060391i,0.05982-0.0089875i,0.047011-0.00044346i,0.043979+0.0083976i,0.039348-0.0090455i,0.001739-0.02629i,-0.047827-0.021341i,-0.079645+0.0070208i,-0.06481+0.037424i,-0.015597+0.029779i,0.0093602+0.00070074i,0.012609-0.010259i,0.019486-0.015589i
-0.4+0.18788i,-0.74291+0.40014i,-0.90687+0.60949i,-0.64798+0.66724i,-0.16853+0.4642i,0.097782+0.18644i,0.10725+0.083737i,0.093467+0.057304i,0.077061-0.0078325i,0.04377-0.054659i,0.037615-0.081459i,0.022831-0.094466i,-0.012041-0.069304i,-0.036128-0.0251i,-0.033267+0.025266i,0.003583+0.084026i,0.046901+0.12945i,0.067393+0.13009i,0.058727+0.08547i,0.027592+0.03654i,-0.0029017+0.0060381i,-0.02413-0.013692i,-0.035043-0.013481i
0.20668-0.25785i,0.26026-0.24558i,0.26129+0.058837i,0.23971+0.38531i,0.20801+0.3995i,0.14746+0.22173i,0.079714+0.062683i,0.020631-0.019758i,-0.0038412-0.034805i,-0.0037057-0.045657i,-0.039921-0.048376i,-0.066506-0.0074497i,-0.018236+0.021549i,0.039089+0.0020933i,0.036351-0.033216i,0.0020709-0.05446i,-0.0090554-0.046709i,0.0023319-0.026069i,0.0051185-0.014278i,-0.0031522-0.005558i,-0.0033382+0.0021397i,0.0025168+0.0038278i,0.0042186+0.002423i
0.033412+0.27776i,0.26774+0.33999i,0.6038+0.12592i,0.72088-0.19611i,0.50713-0.22738i,0.24239+0.011891i,0.12817+0.18227i,0.11698+0.17339i,0.12092+0.0888i,0.098161+0.035655i,0.063926+0.02983i,0.038738+0.013229i,0.010163-0.016875i,-0.013303-0.019071i,-0.010729+0.0062971i,0.01238+0.02668i,0.030374+0.01563i,0.02519-0.0097685i,0.0072423-0.022899i,0.00066197-0.024233i,0.00462-0.021786i,0.0070478-0.017853i,0.011012-0.012475i
0.10509-0.21034i,0.12703-0.28326i,0.063522-0.27692i,-0.097196-0.2171i,-0.27201-0.11573i,-0.30031-0.022567i,-0.18141-0.014426i,-0.073702-0.030263i,0.0029896-0.0035942i,0.067108+0.0076725i,0.070928-0.0094806i,0.044016-0.008669i,0.031795-0.0035178i,0.031129-0.0039403i,0.041961-0.0010848i,0.052634-0.004862i,0.052967-0.017515i,0.037805-0.032665i,0.0088314-0.027383i,-0.01255-0.00061409i,-0.020621+0.0158i,-0.022478+0.02335i,-0.0080265+0.030575i
-0.12248+0.18902i,-0.18862+0.10718i,-0.152-0.20033i,-0.10722-0.50776i,-0.17574-0.56211i,-0.26422-0.37247i,-0.24888-0.10648i,-0.16383+0.060886i,-0.10135+0.13326i,-0.045031+0.16722i,0.021173+0.14934i,0.050915+0.090116i,0.025661+0.024138i,-0.020898-0.019089i,-0.046272-0.030651i,-0.04551-0.038085i,-0.043796-0.049591i,-0.048538-0.038686i,-0.04472-0.0019656i,-0.020503+0.026939i,0.010421+0.026495i,0.022374+0.0099542i,0.011043-0.0029427i
-0.03206-0.27589i,-0.080994-0.4254i,-0.27395-0.47876i,-0.49236-0.37543i,-0.48004-0.20609i,-0.31899-0.071566i,-0.20203+0.027082i,-0.14936+0.1086i,-0.11473+0.13028i,-0.055274+0.088558i,0.0026613+0.021771i,0.0083099-0.013482i,-0.011037+0.012625i,-0.014243+0.048028i,-0.00028209+0.049386i,0.0081497+0.029467i,-0.003971+0.011205i,-0.01893+0.0045165i,-0.010694+0.0025853i,0.0065644-0.0046802i,0.0058941-0.011496i,-0.0064796-0.0064842i,-0.010468+0.0061904i
-0.07756+0.26363i,-0.15981+0.5861i,0.0037603+0.79657i,0.38923+0.53384i,0.59378+0.025213i,0.45863-0.19i,0.24106-0.1244i,0.087677-0.07566i,-0.015929-0.05864i,-0.066451+0.0088391i,-0.067959+0.089139i,-0.056979+0.1301i,-0.034869+0.12981i,-0.0056243+0.087808i,0.0030588+0.029036i,-0.0014117-0.0092575i,-0.0046858-0.014419i,0.0076479+0.00204i,0.026099+0.0036085i,0.015656-0.0092576i,-0.0090417-0.0057846i,-0.01195+0.0030215i,0.0012512-0.00028554i
0.14946-0.18038i,0.36234-0.29545i,0.53573-0.27702i,0.53567-0.083557i,0.41012+0.092816i,0.28301+0.052646i,0.099078-0.098259i,-0.096975-0.1349i,-0.15666-0.07934i,-0.09628-0.05566i,-0.030508-0.061371i,-0.0016705-0.044032i,0.022868-0.0066145i,0.066614+0.001544i,0.086348-0.030201i,0.061966-0.054288i,0.037724-0.057804i,0.024645-0.061703i,0.0046536-0.063864i,-0.010646-0.055233i,-0.0083931-0.044552i,-0.0075206-0.040227i,-0.017444-0.029266i
0.013535-0.041972i,-0.10658-0.14418i,-0.19588-0.24179i,-0.12133-0.22444i,0.045937-0.14527i,0.094695-0.12032i,0.0444-0.12035i,0.012337-0.1272i,-0.026428-0.12353i,-0.062689-0.068057i,-0.051816-0.024255i,-0.034588-0.039587i,-0.050182-0.053912i,-0.082233-0.034444i,-0.088551-0.0054561i,-0.04612+0.0012471i,-0.0054657-0.024296i,-0.0129-0.047145i,-0.044005-0.03377i,-0.05602-0.0074728i,-0.04575+0.0032347i,-0.031348+0.0052929i,-0.019727+0.007349i
0.13939+0.14626i,0.34586+0.12935i,0.39046+0.051112i,0.18913+0.048367i,-0.046603+0.16302i,-0.14195+0.24877i,-0.10747+0.19117i,-0.058587+0.059667i,-0.043266-0.018926i,-0.011631-0.015085i,0.026638-0.0032161i,0.023915-0.013228i,-0.0063707-0.013301i,-0.019293+0.014412i,-0.011703+0.044657i,-0.014072+0.04679i,-0.022913+0.034354i,-0.020439+0.024276i,-0.012803+0.026482i,-0.0022466+0.044522i,0.009825+0.056552i,0.014005+0.051005i,0.011137+0.037629i
-0.27485+0.025949i,-0.44754+0.16844i,-0.30706+0.23285i,0.075779+0.037366i,0.27213-0.19547i,0.22871-0.16057i,0.17177-0.031096i,0.12325-0.015086i,0.072319-0.028346i,0.049204-0.013133i,0.030594+0.0052593i,0.0093192+0.022294i,-0.0015887+0.02943i,0.00076497+0.022063i,0.0085962+0.0081691i,0.010588+0.0078456i,0.0070434+0.02751i,0.0093518+0.04441i,0.024146+0.036501i,0.03212+0.0015371i,0.021251-0.027384i,0.012792-0.029112i,0.018828-0.018945i
0.07737+0.098276i,0.17141+0.17066i,0.2173+0.24715i,0.20188+0.28814i,0.18453+0.24784i,0.1778+0.10221i,0.15688-0.035493i,0.12922-0.094662i,0.093559-0.11446i,0.031905-0.1176i,-0.03285-0.085485i,-0.053979-0.030508i,-0.020838+0.00087556i,0.026993-0.004102i,0.044707-0.021485i,0.034823-0.026518i,0.029485-0.013631i,0.037525-0.0036458i,0.038704-0.011007i,0.031634-0.013531i,0.030009-0.0089807i,0.026294-0.013164i,0.012876-0.020585i
-0.093681-0.29711i,-0.080551-0.37341i,0.042325-0.28733i,0.14805-0.1217i,0.14148-0.039529i,0.07491-0.037446i,0.0048969-0.055281i,-0.02333-0.057137i,-0.010804-0.046101i,-0.001438-0.030181i,0.0067152-0.010768i,0.027409-0.012304i,0.020199-0.038545i,-0.029585-0.055242i,-0.073782-0.046404i,-0.079253-0.029823i,-0.060848-0.026082i,-0.04857-0.029418i,-0.038672-0.0252i,-0.018782-0.027266i,-0.0057922-0.035284i,-0.0073357-0.026063i,-0.0087386-0.0045115i
0.35779+0.094744i,0.47172-0.044347i,0.28037-0.22121i,-0.032984-0.13724i,-0.13625+0.18497i,-0.079214+0.38937i,0.010565+0.36423i,0.093623+0.24437i,0.11545+0.12414i,0.083996+0.055436i,0.047524+0.012431i,0.0041305-0.031511i,-0.037716-0.03479i,-0.047261+0.0025958i,-0.026145+0.042277i,0.0082457+0.062852i,0.030056+0.056345i,0.021187+0.033747i,-0.0060981+0.013996i,-0.033166+0.0083699i,-0.048443+0.0128i,-0.044489+0.011391i,-0.029269+0.0014299i
-0.3021+0.00097022i,-0.514+0.11395i,-0.51549+0.24853i,-0.2474+0.29775i,0.01176+0.22308i,0.086309+0.10646i,0.057179+0.035023i,0.038008-0.0060052i,0.043234-0.012135i,0.061511+0.020499i,0.072451+0.046995i,0.047197+0.045391i,0.0059954+0.038739i,-0.0029947+0.04479i,0.029474+0.039957i,0.067766+0.0054713i,0.075268-0.028224i,0.057211-0.029158i,0.037528-0.0085316i,0.029139+0.0067037i,0.029778+0.011171i,0.02885+0.014009i,0.024266+0.017389i
0.15007+0.21452i,0.24493+0.37572i,0.32532+0.42376i,0.31129+0.28982i,0.1722+0.089435i,0.017586-0.033116i,-0.046539-0.061841i,-0.034258-0.053834i,-0.011093-0.05653i,-0.011507-0.056153i,-0.01473-0.04198i,-0.0093251-0.018241i,0.012118+0.0054331i,0.040613-0.0035976i,0.040883-0.03681i,0.0088852-0.049345i,-0.013847-0.031533i,-0.0050873-0.010138i,0.0072457-0.0099756i,-0.0012167-0.021654i,-0.017072-0.024945i,-0.023269-0.018162i,-0.017262-0.010243i
-0.22085-0.10367i,-0.24756-0.15347i,-0.22983-0.12229i,-0.24614-0.037544i,-0.22689-0.03074i,-0.1622-0.09198i,-0.097923-0.089541i,-0.044276-0.014722i,-0.024991+0.044951i,-0.04427+0.049645i,-0.060214+0.035912i,-0.034103+0.027924i,-0.0018415+0.015996i,-0.0041341+0.009949i,-0.013709+0.0048292i,-0.010901-0.015827i,-0.0071184-0.040473i,-0.011486-0.047669i,-0.013823-0.02469i,-0.0031175+0.0093599i,0.0094752+0.026647i,0.014995+0.027158i,0.016818+0.021i
0.14232-0.016904i,0.22364+0.13624i,0.34668+0.24797i,0.33809+0.14336i,0.11722+0.015673i,-0.034527+0.033477i,-0.0013023+0.034264i,0.03633-0.027786i,0.028829-0.044171i,0.031801-0.014536i,0.044029+0.0052631i,0.038625+0.0053829i,0.024467+0.0079557i,0.028122+0.0033463i,0.02355-0.019999i,-0.0095897-0.030953i,-0.040041-0.020518i,-0.043318-0.0085059i,-0.0268-0.0060638i,-0.0090425-0.012514i,0.0017007-0.019708i,0.0054732-0.023709i,0.0012992-0.026432i
0.036608-0.1743i,0.013643-0.53663i,-0.11077-0.77253i,-0.2065-0.57047i,-0.17333-0.16409i,-0.08568+0.085424i,-0.035496+0.17505i,-0.02646+0.18423i,-0.016373+0.14758i,0.013693+0.090873i,0.035839+0.029845i,0.033345-0.0070741i,0.010986-0.017396i,-0.03092-0.009812i,-0.056161+0.016008i,-0.038638+0.039711i,-0.010095+0.042084i,-0.0057397+0.02979i,-0.015776+0.023351i,-0.017138+0.028405i,-0.011308+0.02967i,-0.0079864+0.021483i,-0.0099338+0.015878i
-0.06891+0.08276i,-0.20949+0.27531i,-0.27257+0.40583i,-0.13853+0.32399i,0.051807+0.11932i,0.12293-0.060609i,0.10607-0.13186i,0.092605-0.12471i,0.07766-0.096343i,0.057046-0.055154i,0.046144-0.014456i,0.039335+0.0036132i,0.039247-0.0059488i,0.048266-0.025218i,0.045777-0.033339i,0.024302-0.022477i,0.0097177+0.0014271i,0.016156+0.021304i,0.028011+0.018827i,0.033856-0.00070858i,0.033214-0.018885i,0.021505-0.026984i,0.0074829-0.020814i
0.20938+0.16908i,0.39228+0.082301i,0.37572-0.066894i,0.10274-0.14155i,-0.14991-0.10473i,-0.21587-0.01806i,-0.181+0.04499i,-0.12848+0.076421i,-0.077894+0.066408i,-0.05699+0.030212i,-0.051514+0.0048705i,-0.034976-0.017974i,-0.033862-0.044943i,-0.064629-0.047597i,-0.08682-0.012252i,-0.061436+0.029598i,-0.014164+0.040828i,0.013187+0.019793i,0.012314-0.0070194i,-0.0026506-0.017802i,-0.012052-0.01255i,-0.0083631+0.0021254i,0.0012076+0.011658i
-0.37767+0.044698i,-0.54176+0.26125i,-0.4852+0.40482i,-0.23203+0.31929i,0.003463+0.16391i,0.11423+0.093919i,0.13479+0.052596i,0.099764+0.0064361i,0.062458-0.0014189i,0.049792+0.0081007i,0.030231+0.0067053i,-0.0089026+0.0073393i,-0.029747+0.026306i,0.0072052+0.050852i,0.071163+0.049012i,0.10259+0.013218i,0.08838-0.022284i,0.055443-0.028412i,0.030705-0.017966i,0.017039-0.0068805i,0.0073551+0.0018163i,0.0042444+0.0060024i,0.0089845+0.00052122i
0.19817-0.057415i,0.30663-0.099595i,0.37708-0.025264i,0.32371+0.085057i,0.13518+0.10889i,-0.028643+0.10049i,-0.05662+0.10261i,-0.016812+0.079867i,-0.0063542+0.033338i,-0.01476+0.0069702i,-0.015533-0.0012666i,-0.025326+0.0045018i,-0.039705+0.020141i,-0.039393+0.010279i,-0.030095-0.028539i,-0.025865-0.059471i,-0.02824-0.067376i,-0.030034-0.054561i,-0.02441-0.034388i,-0.015429-0.027445i,-0.01246-0.027581i,-0.013311-0.02153i,-0.013123-0.011944i
-0.15702-0.19906i,-0.18268-0.37102i,-0.14946-0.40873i,-0.012497-0.19372i,0.16396+0.012176i,0.20787+0.015095i,0.11036-0.044615i,0.024536-0.05396i,0.0060612-0.024062i,0.016532+0.0037574i,0.024816+0.018125i,0.028703+0.031243i,0.042906+0.041788i,0.058125+0.043536i,0.056039+0.029883i,0.027717+0.0097103i,-0.005337+0.0065965i,-0.020849+0.017388i,-0.026254+0.027398i,-0.027267+0.037896i,-0.019378+0.040479i,-0.007067+0.028862i,0.0018414+0.018795i
0.2864+0.075557i,0.36226+0.1789i,0.30312+0.16081i,0.14581-0.023573i,-0.0019179-0.19569i,-0.066972-0.23476i,-0.045264-0.15978i,0.0073776-0.069925i,0.022078-0.037457i,-0.012806-0.025713i,-0.03078+0.0017564i,-0.0039365+0.018356i,0.018322+0.0034615i,0.0024797-0.029807i,-0.035212-0.045665i,-0.052719-0.020788i,-0.033436+0.012347i,-0.0065185+0.020724i,0.0070809+0.01666i,0.017211+0.014966i,0.024915+0.011569i,0.017712+0.0069335i,0.0054895+0.0025586i
-0.15913+0.14265i,-0.13076+0.12481i,-0.059159-0.030422i,-0.040096-0.1773i,-0.077702-0.15389i,-0.092772-0.042308i,-0.083024-0.00694i,-0.084937-0.0042642i,-0.065426+0.02589i,-0.018052+0.042046i,0.011534+0.030513i,0.022161+0.009575i,0.022965-0.0017654i,0.01293+0.02417i,0.014292+0.064746i,0.032014+0.073318i,0.042297+0.052448i,0.034495+0.026484i,0.018387+0.0040634i,0.0017341-0.0090942i,-0.0095917-0.010391i,-0.007719-0.0053614i,-1.986e-05-0.00095571i
-0.10442-0.057783i,-0.26637+0.069215i,-0.32392+0.18263i,-0.2282+0.14461i,-0.12006+0.044392i,-0.069995+0.049509i,-0.014735+0.11289i,0.024027+0.092736i,0.020855+0.029483i,0.013928-0.0025115i,0.0079123-0.018902i,-0.01849-0.031167i,-0.042888-0.032981i,-0.035591-0.031856i,-0.0064508-0.031609i,0.019515-0.033066i,0.02246-0.032426i,0.0086237-0.021608i,0.003218-0.0087235i,0.011667-0.0055839i,0.015574-0.0075837i,0.0096395-0.0044254i,0.006583+0.0017218i
0.039886-0.027198i,0.088754-0.12211i,0.096187-0.086917i,0.023008+0.083565i,-0.047492+0.18241i,-0.066516+0.17018i,-0.064845+0.13723i,-0.034282+0.10442i,-8.4308e-05+0.066059i,0.020368+0.038203i,0.029485+0.017979i,0.018887+0.0059295i,0.0076151+0.010904i,0.011227+0.013027i,0.010108-0.0039924i,-0.0067055-0.029248i,-0.022283-0.043577i,-0.022304-0.038022i,-0.013027-0.029233i,-0.012946-0.031678i,-0.019334-0.029965i,-0.015546-0.017496i,-0.0070346-0.0075777i
0.020882-0.12814i,0.023951-0.09455i,0.0223-0.0062088i,0.051795+0.07814i,0.14739+0.087195i,0.23952-0.0020688i,0.23505-0.095202i,0.16596-0.11524i,0.090517-0.09457i,0.024248-0.059973i,-0.0064624-0.026876i,-0.0075487-0.012849i,-0.0058451-0.017518i,-0.0096925-0.038039i,-0.024373-0.048559i,-0.043444-0.028239i,-0.045953+0.00089871i,-0.031703+0.011548i,-0.021711+0.013576i,-0.018511+0.023732i,-0.0095806+0.027757i,-0.0041361+0.018447i,-0.0078225+0.012336i
0.14694+0.18379i,0.19594+0.21209i,0.21957+0.134i,0.18865-0.016866i,0.092164-0.12076i,-0.022226-0.15394i,-0.084525-0.12231i,-0.08823-0.043522i,-0.058566+0.011294i,-0.034864+0.021114i,-0.022921+0.029502i,-0.0038267+0.037944i,0.003651+0.037944i,-0.0067889+0.045862i,-0.0098901+0.052411i,0.0047034+0.047648i,0.024358+0.03459i,0.031198+0.016109i,0.027006+0.0016801i,0.025382-0.0089478i,0.022447-0.015409i,0.013966-0.014766i,0.0078502-0.013797i
-0.18021-0.068126i,-0.22439-0.073394i,-0.1344-0.050027i,0.011749-0.0049832i,0.048163+0.073208i,0.030154+0.14856i,0.065123+0.11918i,0.06791+0.019881i,0.015384-0.017003i,-0.0048994-0.0076236i,-0.0014968-0.013563i,-0.0042726-0.021775i,-0.0051153-0.02657i,-0.0016714-0.021476i,0.010366-0.0050806i,0.023879+0.0058489i,0.019973+0.0073814i,0.00056508+0.007432i,-0.01369+0.010032i,-0.012505+0.012815i,-0.0053628+0.0093031i,-0.0056899+0.0019712i,-0.011634+0.0041757i
0.12702+0.0012855i,0.07797-0.061403i,-0.034286-0.087644i,-0.11843-0.072529i,-0.14396-0.057263i,-0.16211-0.029152i,-0.17803+0.034539i,-0.12855+0.082391i,-0.037747+0.076992i,0.018271+0.050002i,0.02735+0.030098i,0.0095774+0.019583i,-0.0080412+0.021576i,-0.0052107+0.029554i,0.016162+0.024036i,0.03492-0.0026084i,0.035628-0.02289i,0.027474-0.016461i,0.024642-0.00027138i,0.0235+0.0040038i,0.015738+0.001317i,0.0074593+0.0039703i,0.0080522+0.0058543i
-0.066266+0.033679i,-0.0078145+0.031452i,0.00079209+0.032635i,-0.072831+0.032733i,-0.11858+0.036868i,-0.096901+0.062705i,-0.042947+0.072308i,0.0027786+0.041685i,0.0069688+0.011602i,0.0088944+0.0046812i,0.026816-0.0085098i,0.027438-0.02193i,0.026177-0.022415i,0.034716-0.04104i,0.022054-0.070129i,-0.012406-0.076784i,-0.035359-0.059851i,-0.030903-0.034742i,-0.017902-0.01711i,-0.017038-0.0063332i,-0.019459+0.0054375i,-0.014067+0.01239i,-0.006882+0.0093508i
0.067316+0.037991i,0.063425+0.074264i,0.040134+0.038252i,0.059253-0.045921i,0.1502-0.11092i,0.20878-0.16511i,0.15161-0.15009i,0.074083-0.058598i,0.053139-0.0065365i,0.027195-0.0041998i,-0.0064114+0.011108i,-0.0086465+0.022i,-0.0093732+0.015519i,-0.031767+0.014989i,-0.053067+0.023672i,-0.051054+0.035804i,-0.028294+0.036312i,-0.0042225+0.016743i,0.0059217-0.0039081i,0.006787-0.0096296i,0.007911-0.005723i,0.011706-0.0019243i,0.016432-0.0031421i
-0.16587+0.050486i,-0.16964+0.079657i,-0.035174+0.12405i,0.12967+0.11399i,0.12416+0.019927i,0.01859-0.055936i,-0.030857-0.076846i,-0.04734-0.084153i,-0.067801-0.068869i,-0.063559-0.038761i,-0.037872-0.020666i,-0.016223-0.0083272i,0.00050332+0.00068816i,0.018588+0.0064723i,0.032733+0.012836i,0.036014+0.01664i,0.025515+0.014484i,0.0033735+0.0076194i,-0.015351-0.00080661i,-0.014429-0.0087851i,-0.0020993-0.015968i,0.0038539-0.021674i,0.0025916-0.022182i
