-0.0010254-0.00069259i,-0.0010426-0.00039507i,-0.0016768-0.00021849i,-0.0011809+0.00053469i,-0.00025064+0.0022342i,-0.00032152+0.0019118i,-0.0005945+0.0011992i,0.00042927+0.0012131i,0.001497+0.00071173i,0.0019797-0.00074903i,0.0016332-0.0015778i,0.0013166-0.00043615i,0.00069789+0.00045928i,-5.8655e-05+0.00048904i,-0.00088925+0.00079379i,-0.0016361+0.00068159i,-0.0012347+0.00017642i,-0.00028538-0.0007692i,-0.00048243-0.00073499i,-0.00027737+0.00018696i,0.00010643+0.00078509i,-0.00019749+0.0010622i,-0.00010517+0.00064865i
-0.0020657-0.00010487i,-0.0023869+0.00069996i,-0.0022793+0.00082242i,-0.00072837+0.0013673i,0.00030185+0.0020321i,0.00083105+0.0014751i,0.0013092+9.6408e-05i,0.0016775-0.00087504i,0.00062478-0.00084631i,-4.1375e-05-0.00062098i,0.00010622-0.00049461i,0.00039102-0.00013364i,0.00080633+0.00029852i,0.00054639+0.0001154i,0.00058265-0.00015682i,0.00058505+0.00039417i,2.8372e-05+0.0011407i,-6.7267e-06+0.0007955i,0.00010294+0.00038911i,-0.00062002-0.000478i,-0.00055751-0.00095691i,8.1197e-05-0.00069398i,0.00017504-0.00020821i
-0.0010141+7.991e-05i,-0.00021997+0.00070092i,0.00022216+0.0013544i,0.0005473+0.0014447i,0.0010921+0.00098365i,0.0017472-0.00054757i,0.0015068-0.0016873i,0.00076191-0.00093873i,0.00024495-0.00023809i,-0.00024606-0.00049529i,2.6334e-05-0.00080529i,0.00070309-0.00085912i,0.0011923-0.00094887i,0.00064643-0.0006254i,-0.00027089+9.5748e-05i,4.1384e-05+0.00083831i,-9.8893e-05+0.0011933i,8.0506e-06+0.00087981i,0.00010384+0.00079372i,-7.4106e-05+0.00033638i,8.5348e-05-0.0004324i,-0.00041812-0.00048363i,-0.00019669-0.00019967i
0.00023937+0.0016529i,0.00070852+0.0011861i,-1.1367e-06-0.00036877i,-0.00022049-0.00091808i,0.00037688-0.00057419i,0.00060852-0.0006984i,0.00078636-0.00073504i,0.00049569-0.0010259i,0.0003015-0.0010207i,-0.00016616-0.0012661i,0.00033944-0.0011004i,0.00035866-0.00058682i,-0.00030881-9.7266e-06i,-0.00043508-0.00023387i,-0.0002044-0.00032631i,-0.00048018+0.00051648i,-5.8347e-05+0.00061756i,0.00051863+0.00052164i,0.00018933+0.00010822i,0.00014745+0.00016459i,1.4779e-05+0.00095834i,-0.00025713+0.00069465i,0.00031+0.00030844i
-0.00098407-6.6572e-05i,-0.001055+0.00090735i,-0.00058611+0.0010687i,-0.00050023+0.00072334i,0.00026252+0.00083272i,0.0011752+0.00050279i,0.00057372-0.00018264i,0.00021697-0.00076796i,0.0011495-0.0015947i,0.0013791-0.0019162i,0.00059064-0.00083379i,0.00066212-0.0001777i,0.00074308-0.00028917i,0.00045364-0.00081808i,0.00063183-0.0009724i,0.00010408-0.00017187i,-0.00043646+8.1306e-05i,-0.0002693-6.3549e-05i,-9.907e-05+3.3649e-05i,-1.9838e-05+0.00012722i,-0.00023386+0.00025993i,-0.00066052+0.00012527i,-0.00071502-0.00045804i
0.00053946+0.00025782i,0.0001177+0.00026215i,-0.00027078-0.00027252i,-0.0014465-0.00051525i,-0.0010574+0.00042598i,0.00021957+0.0014034i,0.00027144+0.00092167i,-1.2461e-05-0.00046808i,0.00012797-0.0017536i,0.00022406-0.0017404i,6.8123e-05-0.001212i,-0.00077282-0.00072611i,-0.00085011-0.00073307i,-0.0003451-0.0012251i,-0.00019338-0.00044926i,6.9974e-05+0.0002715i,0.00055399+0.00031708i,0.00033464+0.00032299i,0.00016348-0.00015117i,0.00058675-2.5644e-05i,0.00072448+0.00066189i,0.00028497+0.00079024i,-0.00029956+0.00028311i
-0.00074746-0.00030954i,-0.00068484-9.9118e-05i,-0.0011418-0.00033754i,-0.0017555-0.00031556i,-0.0010351+0.00027217i,0.00017011+0.00087347i,0.00086139-0.00038803i,0.00081935-0.0013974i,0.00041191-0.001634i,-2.0383e-05-0.0011199i,-0.00031588-0.00045323i,-8.2865e-05-0.00023041i,3.1634e-05-0.000424i,-6.5426e-05-0.00081087i,0.00017021-0.0011118i,0.00039633-0.00068532i,0.00049098+0.00026428i,0.00011068+0.00054218i,-0.00030073+0.00053869i,0.00017372+0.00057217i,0.00086483+0.00060746i,0.00040175+0.00013994i,-0.00021636-0.00019113i
0.00033134-0.00077029i,2.7775e-05-0.00062825i,-0.00043018+0.00083406i,0.00088917+0.0014556i,0.0019153+0.0010914i,0.0015071+0.00040374i,0.00089863-0.00036347i,0.00022327-0.00083541i,0.00042243-0.0012778i,0.00063772-0.0015207i,0.00035394-0.0012824i,9.6665e-05-0.00093482i,2.8993e-05-0.00040797i,-0.0003387+0.00033413i,-0.00063057+0.00069428i,-0.00066367+0.00088178i,-0.00062816+8.2035e-05i,0.00033561-0.00072362i,0.0003946-0.00063259i,-0.00038119+0.00034207i,-0.0001451+0.0011686i,0.00041725+0.00076598i,0.00090487+0.00014779i
-0.00091784+0.0019673i,-0.0011158+0.0015123i,-0.00012228+0.0021084i,0.00056398+0.0026157i,0.0013729+0.0018562i,0.0013746+0.00075515i,0.00043177-0.00069678i,2.1891e-05-0.0011i,-0.00029453-0.001056i,0.00018489-0.0005038i,0.00050039-7.3083e-06i,0.00039229+0.00047614i,0.00074109-2.7803e-05i,0.00075108-0.00081659i,0.00029014-0.00011046i,0.00063806-9.8627e-05i,0.00017366-0.00073862i,-0.00094889-0.0015225i,-0.00060676-0.0016778i,0.00023642-0.00035158i,0.00087948+0.00066235i,0.00060652-0.00015637i,7.4467e-06-0.00034072i
-6.2869e-05+0.00045233i,0.0018511-0.00018382i,0.0022192-0.000896i,0.00089353-0.00071106i,0.00021229-0.00033725i,0.00091218-0.0010325i,0.0013596-0.00081089i,0.00078317-0.00053197i,0.0009418-0.0013671i,0.00035611-0.0015336i,-0.00020487-0.0013494i,0.0001615-0.0009272i,0.00053718-0.00033739i,-0.00011338-1.9622e-05i,-0.0010633+0.00019534i,-0.001069+7.0815e-05i,-0.0010918+5.7806e-05i,-0.00042217+0.00068451i,0.00018441+0.00072867i,-0.00050054-0.00020394i,-0.001151-0.00077401i,-0.000887-0.00061481i,-0.00014234+0.00019i
0.0010365-0.00053634i,7.2665e-05-0.0013457i,0.00053885-0.0016248i,0.00051783-0.00093922i,3.2763e-05-0.00029437i,0.00041201-0.00066689i,0.00058905-0.0011439i,0.00031055-0.0013781i,0.00030059-0.0021151i,0.00038195-0.001435i,-0.00043495-0.00035022i,-0.0005685-0.00071679i,-7.7623e-05-0.0013106i,0.00048552-0.00016621i,0.0013195+0.00044056i,0.0011743+9.6856e-05i,0.00023+1.6456e-05i,-0.00038487+0.00052952i,-0.00056755+0.00094293i,-0.00075771+0.00087532i,-1.7333e-05+0.00031221i,0.00043948-7.3996e-05i,0.00034856-0.00015611i
0.0010542+0.00036168i,0.0012877+0.0007717i,0.0014098+0.00096189i,0.00024019+0.00078827i,-0.00056866-9.8834e-05i,4.3841e-05+4.3587e-05i,0.00026461+0.00026729i,-0.00021026-0.00049861i,-0.00034712-0.0007841i,0.00041011-0.00083256i,0.00099652-0.00057048i,0.0011733-3.3652e-05i,0.00062532+0.00022837i,0.00053182+0.00016965i,0.00085437+0.00019505i,0.00021252+0.00095332i,-0.00033424+0.00074098i,-0.00063109+0.00019745i,-0.00061019+0.00025127i,-3.9801e-05+0.0004393i,-0.00015133+0.0006352i,-0.00022657+0.00064345i,0.00057459+0.00064954i
0.00022278+0.0012652i,0.00030748+0.0020631i,0.00086816+0.00075857i,0.00057354-0.00028726i,0.00023515-8.9628e-05i,0.00084039-9.4985e-05i,0.00090647-0.0004692i,0.00017501-0.00074274i,-0.00012759-0.0015897i,-0.00043521-0.0017815i,-0.00048738-0.00072952i,-0.00037435-0.00029061i,-0.00062226-0.0011251i,-0.00047492-0.0013042i,-0.00032169-0.00010743i,-0.00025117+0.00024879i,0.00034157-0.00027668i,0.00048449+0.00033166i,-0.00033555+0.00033189i,-0.001004-0.00034933i,-0.00078467+6.6709e-05i,-0.00055655+0.00097238i,0.00015585+0.00116i
0.00029376+0.0010075i,-0.00031865-0.0011346i,0.00064094-0.0020627i,0.0015653-0.0017965i,0.0010121-0.0010372i,0.00033172-0.0010812i,0.00084558-0.00098008i,0.0017984-0.00033273i,0.001798-0.00031499i,0.00072534-0.00044532i,-0.0003043+0.00036058i,-1.7866e-05+0.00020217i,-8.6151e-05-0.00098562i,1.0914e-05-0.0010712i,0.00028539-0.00024767i,-0.0002117+0.00027512i,-0.00033753+0.00062267i,-0.00031032+0.00032251i,-0.00075414-0.00023616i,-7.479e-05+3.081e-07i,-6.0959e-06-0.00031253i,-1.0797e-06-0.00066756i,0.00031705-0.00061444i
0.00064241-0.00065267i,0.0015714-0.00019127i,0.0012486+0.00010889i,0.00039151-0.0013194i,0.00054321-0.001378i,0.00089855-0.00035171i,0.00072836-4.6313e-05i,0.00060674-0.0002887i,0.0008996-0.00052382i,0.00081993-0.00044688i,-0.00013446-0.00019108i,-0.00043821+6.6314e-05i,-0.00023241-8.4364e-05i,0.00051646-0.00035156i,0.0013192-0.00015884i,0.00099915+2.3584e-05i,0.00040043+5.5871e-05i,-0.00014614+7.001e-05i,-0.0003299-0.00012669i,-0.00013393-3.3145e-05i,0.00038871+0.00016147i,0.0010049+0.00063647i,0.00032897+0.00060245i
-9.1028e-05-0.00010844i,-0.00014001+0.00076128i,-0.00036936+0.00057077i,-0.00038967+0.00044213i,-4.1166e-05-0.00019784i,0.00087109-0.00080876i,0.0013357-0.00072705i,0.00094255-0.00092771i,0.00073833-0.00067403i,0.00020392+5.1496e-05i,-0.0007423-0.0003047i,-0.00052459-0.0010317i,-8.6281e-05-0.0010167i,0.00021144-8.5458e-05i,0.00030339+7.3721e-05i,0.00097519-5.7867e-05i,0.00080453+0.00018332i,0.00060845+8.7442e-05i,0.00038901+0.00026383i,-0.00012081+0.00033105i,0.00025154+0.00010405i,0.0006981-0.0006505i,0.00063002-0.00062768i
0.00058461+0.00014887i,0.00078043-0.0017437i,-0.00028759-0.0020902i,-0.00092654-0.0009036i,-0.00040383+0.00058455i,-0.00012549+0.00090086i,0.0002716-0.00061997i,0.00045553-0.001472i,0.00025852-0.0013126i,0.00065974-0.0010543i,0.00062582-0.0007606i,0.0001665+0.00010058i,0.00019876+6.5285e-05i,-0.00035651-0.00025487i,-0.0010806+8.9884e-07i,-0.00099703+0.00057565i,-0.00053541+0.0005629i,-0.00048985-0.0002116i,-0.00086602-0.00026969i,-0.00060236+0.00027714i,0.00038244+0.0011256i,8.5037e-05+0.001192i,-0.00066209-0.00012055i
-0.00067057-0.0015678i,-0.0021358-0.00047338i,-0.0033442+0.00011491i,-0.00307+9.9275e-05i,-0.0015505+0.00018934i,-0.00048367+0.00059026i,0.00033964+0.0005643i,0.00074606-0.000128i,0.00051276-0.00086756i,0.00021144-0.00084508i,0.00014044-0.00069125i,-7.741e-05+2.6227e-05i,-0.00034358+0.00042234i,-0.00068625-0.00034584i,-3.8739e-05-0.00097672i,0.00094658-0.00033188i,0.00051593-0.00031107i,-0.00065848-7.963e-05i,-0.00097144+0.00044229i,-0.00030134+0.0001193i,5.4189e-05+7.6537e-05i,-0.00010812+0.00030703i,0.00065161+0.00043894i
0.00067299+9.6345e-05i,0.0005258+0.00042062i,2.7713e-06+0.00024034i,-0.00070446-0.00081324i,-0.00054024-0.0010244i,0.00018579+0.00024751i,0.00025717+0.0005505i,0.00012578-0.00064608i,-0.0005109-0.0013806i,-0.0010173-0.0010494i,-5.7183e-05-0.00080797i,0.00032501-0.00030156i,0.00060086+6.0427e-06i,0.00095964-8.5743e-06i,0.00084829+8.9802e-05i,0.00063924-0.00029411i,-0.00055875-0.00027704i,-0.00073674-0.00013575i,0.00028654-0.00038872i,0.000783-0.00012529i,0.00063432+0.00060447i,0.00056567+0.00090176i,0.00063552+0.0013515i
0.00072921-0.00090885i,0.0010711-0.0012344i,0.00076632-0.00075497i,-5.1581e-05-0.00028516i,-0.00035338-0.00030526i,0.00019067-0.00027463i,0.00053817-0.00037349i,0.00081965-0.00084908i,0.00050248-0.0011657i,0.00067056-0.0012151i,0.0010024-0.0010859i,0.0010892-0.00086249i,0.00096492-0.00028073i,-0.00021098+0.00052779i,-0.00073275+0.00074737i,0.0002054+0.00010159i,0.00034479+0.00011152i,2.4436e-05+0.00021201i,8.6555e-05-0.00045946i,1.7437e-05-0.00059575i,0.00016067-0.00038888i,0.00059228-0.00054038i,0.00059372-0.00014817i
0.00049661+0.001232i,0.00048601+0.0018579i,0.00023219+0.0017932i,0.0006864+0.00089767i,0.0012028+0.00038403i,0.001012+0.00030629i,0.00098813+0.0001615i,0.00092689-0.00036191i,0.00048961-0.00042634i,6.4865e-05-0.00055472i,-0.00048788-0.0015749i,-0.00016334-0.0014722i,-2.9995e-05-0.00067967i,6.0659e-06-9.8949e-06i,0.00052298-5.2324e-05i,0.00016931-0.00096207i,-0.00013891-0.00077413i,0.00040694-0.00017306i,0.00042912+0.00034031i,0.00035439+0.00068382i,0.00051373+2.6838e-05i,0.00042094-0.00075941i,0.0001429-0.00067296i
0.00028105-0.0018043i,0.00057171-0.0025234i,0.00045017-0.0020077i,-0.00046757-0.0011669i,-0.001357-0.00039646i,-0.0006861+6.4575e-05i,0.00010918+0.00019779i,1.3877e-05-0.0005594i,-7.9603e-06-0.001498i,-0.00048238-0.0017457i,-0.00089407-0.0017748i,-0.0012282-0.00060761i,-0.00074762-0.00027798i,0.0008059-0.0010882i,0.0013235-0.0008441i,0.00069284+0.00018306i,3.6557e-05+0.00049465i,-6.0804e-05+0.00043047i,-0.0006107+0.00065723i,-0.0010114+0.00030957i,-0.00065479-0.00023867i,-0.00033092-0.00032172i,0.00018878-0.00066636i
-0.0012501-0.00058499i,-0.0014255-0.0015568i,-0.00071833-0.0015773i,-0.00089405-0.0015521i,-4.301e-05-0.00027554i,0.0010585+0.00050082i,0.0014559-0.00019077i,0.00097252-0.00041345i,7.8051e-05-0.00032557i,-0.00063151-0.00061844i,-0.0006624-0.00037803i,-0.0002534-0.00012483i,0.00028296-0.00047648i,0.00050725-0.00085839i,0.00040435-0.00042004i,0.00019295+0.00034694i,-0.00030903+0.0007388i,-0.00092146+0.00090756i,-0.0015781+0.00054873i,-0.00089763-0.00011494i,0.00040826-0.00059583i,0.00023042-0.00053019i,-0.00040259-0.0005649i
0.0010135+0.0018232i,0.0014705+0.0012487i,0.0020746+0.00024211i,0.0018622-0.00067479i,0.00053072-0.0010382i,-0.00010726-0.00025386i,8.8569e-05+0.00055151i,0.00040047+0.00037815i,0.00048669+0.00058093i,0.00051233-0.00014085i,0.00062124-0.0011241i,0.0010573-0.0014583i,0.00088421-0.00079641i,-0.00020347-6.8545e-05i,-0.00057095+0.00010119i,-0.00012094+0.00012025i,0.00084521-0.00025731i,0.00078008+7.0675e-05i,-0.00057648+0.00096675i,-0.0010684+0.00074481i,-0.00040444-0.00031894i,0.00020367-0.00074399i,-0.0001803-0.00040222i
-0.0010081+1.4716e-05i,-0.00061345-0.00013424i,-0.00018707+0.00080552i,0.0011124+0.0011948i,0.001303+0.00053308i,0.00060536-0.00049997i,0.0011775-0.0012828i,0.0014733-0.0010826i,0.0011788-0.00076075i,0.0013197-0.0012817i,0.00057611-0.0011595i,-0.00030576-0.00046693i,-0.00059447-0.00044068i,-0.00061589-0.001066i,-3.6491e-05-0.00096924i,0.00053723-0.00022748i,0.00026428+5.4048e-05i,0.00030242+0.00063584i,0.00020433+0.0008505i,-0.00058875+0.00034698i,-0.0002331+7.5876e-05i,0.00033023-0.00011493i,-0.00035238+0.00012214i
-0.00061375-0.00090846i,-0.0013446+0.00013683i,-0.0019863+0.00043216i,-0.0021034+0.00041409i,-0.0010001+0.002038i,0.00063659+0.0022386i,0.0014956+0.00049262i,0.0014322-0.00049619i,0.0013032-0.000557i,0.00017933-0.00044745i,-0.00065537-0.0006351i,-3.1084e-06-0.00090154i,0.00044877-0.0011333i,0.00021494-0.0013853i,-0.00024062-0.00076731i,-0.00054098-0.0002316i,-0.00064966-0.00038623i,-7.659e-05-0.00038569i,9.646e-05-0.00044777i,-0.00015748-0.00025921i,0.0004566-0.00010163i,0.00087203-0.00025464i,8.2997e-05-0.00017306i
-0.00043988-0.0018141i,-0.00051747-0.0015509i,-0.00026452-0.0018034i,-0.00042753-0.0012946i,-0.00076023-0.00040905i,-3.2726e-05+0.00056113i,0.00023988-7.7436e-05i,-0.00022017-0.00068156i,0.00011492-0.00040105i,8.4468e-05-6.4319e-05i,-0.00027826+0.00010076i,-0.00038821+0.00015825i,-4.2885e-05-0.00051434i,0.00099923-0.00085613i,0.0013973-0.00081732i,0.00068463-0.00077005i,0.00043668-0.00055686i,7.9741e-05-6.9056e-05i,-0.00074466+0.00047187i,-0.0006755-4.7461e-05i,0.00013722-1.6162e-05i,0.00029659+0.00025875i,-0.00018746+0.00064456i
-0.00024298-0.00069707i,0.00017689+0.00017153i,-0.0014226+0.0011087i,-0.0019121+0.001506i,-0.00036577+0.0017996i,0.0012125+0.00096846i,0.0014917+0.00012099i,0.00057873-0.0010409i,-4.3601e-05-0.0011905i,-0.00020827-0.00032684i,-2.3266e-05-5.5433e-05i,-5.9925e-05-0.00044006i,-0.00054797-0.00088921i,-0.00040786-0.00036108i,0.00028888+0.00024667i,0.00064125+0.00065135i,6.3435e-05+0.00028187i,0.00016078-0.0005896i,0.00013237-0.00074111i,-0.00043881-0.00027688i,-0.00017921+0.00013631i,0.00013078-0.00026545i,0.00019-0.00045193i
-0.00075053+0.0038505i,0.00089475+0.004558i,0.0016241+0.0039202i,0.0021595+0.0023452i,0.0023819+0.00095372i,0.0015668+2.4076e-05i,0.001016-0.0013847i,0.00088668-0.0014951i,0.00058996-0.00061591i,0.00066194-0.00055027i,0.00090972-0.0006077i,0.00057502-0.00039833i,1.3913e-06-0.00069079i,-0.00043498-0.00030873i,-0.0005682+0.00073153i,-0.00059198+0.0008516i,-0.00078187+0.00033861i,-0.0004087+0.00038993i,-0.00023741+0.00072241i,-0.00019514+0.00030876i,0.00027139-0.00030203i,-8.9883e-05+6.1061e-05i,-0.00012446+0.0003652i
-0.0011209-0.00058494i,-0.00091818-0.0018975i,-0.0011701-0.0017385i,-0.0005093-0.00044084i,0.00039345+0.00054307i,0.00085118+0.00046934i,0.001418-0.00032482i,0.00094274-0.00072779i,0.00028935-0.0010413i,0.00059875-0.00081648i,0.00051297-3.9813e-05i,-2.4808e-05+0.00023615i,-0.00044794-0.00039344i,-0.0002738-0.0012516i,0.00032649-0.00030368i,0.00068842-3.0344e-05i,0.00097365-0.0010512i,0.0008266-0.00059923i,0.00037729-0.00029997i,6.8007e-05-0.0011975i,0.0001934-0.001407i,0.00023838-0.00013473i,-0.00032914-2.9803e-05i
0.0022364-0.0011443i,0.0017499-0.0014502i,0.0015756-0.0019674i,0.00025852-0.0021478i,-0.0014595-0.0017267i,-0.0009289-0.00024531i,-0.00064785+0.00044299i,-0.0012642-0.00069367i,-0.0014694-0.0016172i,-0.0009335-0.0014075i,-6.6086e-05-0.00038362i,0.00029342+0.00041461i,0.00073219+0.00038958i,0.00062972+0.00029727i,0.00025071-5.5275e-05i,-3.8681e-05-0.00034536i,-0.00053674-0.00019356i,-0.00087624-8.2267e-07i,-0.00091704+0.00046339i,-0.00011656+0.00089008i,0.00047507+0.00091213i,0.00011789+0.00065112i,-6.8041e-05+0.00015884i
0.00038446+0.00021616i,0.001229-0.0003728i,0.0014125-0.00016784i,0.0013574-0.00029083i,0.00095669-0.00040101i,0.00037949-0.00012855i,-1.6402e-05-0.00084218i,-0.00041889-0.0021094i,-8.3927e-05-0.0021891i,0.00030007-0.0010391i,-0.00034912+8.7923e-05i,-0.00068125+0.00095788i,-0.00047813+0.00091865i,8.1488e-05+0.0010105i,0.00033911+0.0015736i,0.00071567+0.0012718i,0.00048482+0.0012254i,-9.8414e-05+0.0016089i,-0.00032944+0.0018846i,-0.00032287+0.0013183i,1.127e-05+0.00011656i,0.00027902-0.0013982i,-0.00063605-0.0014514i
-0.0033934-0.0010931i,-0.0053364-0.00077522i,-0.0052367+0.0008871i,-0.00237+0.0017685i,-0.00020431+0.001023i,0.00039592-0.0014424i,-0.0018225-0.003792i,-0.0063689-0.0037305i,-0.0086284-0.0014469i,-0.0073457+0.0016495i,-0.0048686+0.0033604i,-0.0015377+0.0040439i,0.0010469+0.0037329i,0.0018356+0.0024109i,0.001021+0.00081699i,0.00076253-0.00042973i,0.00035345-0.00095031i,-0.00048105-0.0009823i,-0.00074442-0.00077285i,-0.00028176+0.00026839i,0.00029237+0.00026793i,0.00063813-0.00041642i,0.00040849-0.00059197i
0.00068272-0.00080541i,0.00069866-0.0014161i,0.00051091-0.00065217i,5.1631e-05+0.0003898i,6.6421e-05+0.00075411i,5.9313e-05+0.0013012i,0.00059841+0.0012596i,0.001681+0.0001167i,0.0018006-0.00075599i,0.0008433-0.00082779i,0.00022939-0.00086487i,0.00027794-0.00070103i,-0.00034139-0.001055i,-0.00053169-0.0014938i,-0.00041379-0.00087754i,-0.0002107-0.00037186i,-0.00019698-0.00046475i,-8.2954e-05-0.00054852i,0.00036342-0.00085362i,-0.00026665-0.00083824i,-0.0010013-0.00047288i,-0.00083111+0.00012379i,-0.00029018+5.5327e-05i
0.0019495-0.0017615i,0.0017669-0.0035699i,0.0021605-0.0041211i,0.00083046-0.0029951i,-0.00036198-0.0013458i,5.416e-05-0.00038196i,0.00031294-7.6962e-05i,0.0010644+8.0128e-05i,0.0015811-0.00025617i,0.0011053-0.00099913i,0.00096189-0.0010141i,0.00080416-0.00022331i,0.0011249+0.00027552i,0.0012799+8.949e-05i,0.00052844-2.2941e-05i,-0.000527+0.00020434i,-0.00037802-5.5608e-05i,0.00014167-0.00027334i,0.00039232-5.8242e-05i,0.00095444+0.00018267i,0.0010826-0.00028247i,0.00079808+0.00056583i,0.0006813+0.0015808i
0.00039331-0.00053755i,-0.00056106-0.00019404i,-0.0015993-0.00044144i,-0.0014794-0.00030173i,-0.00081735+0.00078117i,-0.00068579+0.00095182i,0.00017305+0.0001585i,0.0013583-0.000921i,0.0012684-0.0015042i,0.00094426-0.00080696i,0.00036373-0.0006232i,-0.00050085-0.001049i,-0.00016408-0.0014541i,0.00022356-0.0009674i,4.1824e-05+0.00013492i,-0.00031177+0.00028816i,7.3776e-05-0.00068662i,0.00030182-0.00074033i,-0.00024106-0.00012692i,0.00024582-0.00074285i,0.0010592-0.00076171i,0.00088331-5.0036e-05i,0.00073154+0.00040984i
0.00023847+0.00071808i,-4.6338e-05+0.0016554i,-0.00022163+0.0025187i,-5.6255e-05+0.0019008i,0.00028555+0.0012944i,0.00044363+0.0013815i,0.00040845+0.00058362i,0.00055814-0.00047172i,0.00098557-0.00048863i,0.0012333-0.00054976i,0.0010661-0.00042215i,0.00059837-1.6046e-05i,0.0001347-0.00019339i,-8.5558e-05-0.0011002i,0.00010288-0.0012095i,0.00075857-7.8184e-05i,0.00079371+0.00044459i,-0.00036848+3.6195e-05i,-0.00071633+0.00053471i,-0.00080537+0.0013724i,-0.00049227+0.00093496i,-0.00015536+0.00057907i,3.7573e-05+0.00095447i
0.0009303-0.0008127i,0.0015181-0.0015144i,0.0004873-0.0020707i,-0.0006573-0.0022715i,-0.00068026-0.0015153i,-0.00058128-0.00014264i,1.7138e-05+0.00035631i,0.00069166-0.00035107i,0.0010182-0.00027217i,0.0015203-0.00022105i,0.00056686+0.00028124i,-0.00034392+0.00050185i,0.00055348-4.7927e-05i,0.0011405-0.00044903i,0.0012716-0.00030102i,0.00088732+0.00012358i,0.00073541-0.00033568i,0.00079536-0.00036312i,2.2691e-05+0.00026444i,-0.00043457+0.00040085i,5.6401e-05-0.00029828i,0.00045519-0.00076644i,0.00060755-0.00021156i
0.00049778-0.0003508i,-0.0010374-0.00051535i,-0.0012204-0.0016579i,-0.00043717-0.0011173i,-0.0006451+0.00078092i,-0.00077159+0.0013266i,0.0002303+6.2504e-05i,0.00083301-0.0010073i,0.00067776-0.001872i,0.00039749-0.0022577i,8.6362e-06-0.0019855i,-0.00014522-0.001583i,-0.00049213-0.00058573i,-0.00062229+0.00048194i,-2.5681e-05+0.00049258i,0.00073951+0.00023336i,0.00051629+6.1494e-05i,-0.00021535-0.00022527i,-0.0002181-0.00017827i,0.00041898+0.00029996i,0.00050337+0.00049468i,0.00031209+0.00062001i,0.00026174+0.00031646i
1.0528e-05+0.00090894i,0.00032034+0.0006981i,0.0002623+0.0011196i,0.00076252+0.0012557i,0.0017788+0.00077264i,0.0013821-7.0633e-05i,0.0010503-0.00043258i,0.00084294-0.00066936i,0.00068948-0.00024912i,0.00093505-0.00010241i,0.00014216-0.00045057i,-2.5623e-05-0.00097051i,0.0010421-0.00036031i,9.4051e-05+0.0002632i,-0.00095848-0.00034905i,-0.00035851-0.00045841i,0.00037094+3.5599e-05i,0.00083349+0.0001374i,0.00068593-0.00012631i,-3.6669e-05+0.00011059i,-2.2174e-05+0.00045506i,0.00030681+0.00068428i,1.2948e-05+0.0010759i
-0.00056767-5.0836e-05i,0.00013166+4.8034e-05i,0.001005-7.7561e-05i,0.00085195+0.00031841i,0.00076965+0.00031326i,0.00073641-0.00023475i,0.00029182-0.00067251i,0.00096752-0.00068097i,0.0015242-0.00078025i,0.0014016-0.00049642i,0.000834+4.6735e-05i,4.3065e-05-0.00018198i,0.00010788+0.00023921i,-0.00010923-7.9377e-05i,-0.00017878-0.00067149i,-8.6341e-05+0.00060639i,-0.00018227+0.0010055i,-0.00013753+0.00071692i,6.0404e-05+0.00043292i,0.00057757-0.00015981i,0.00062396-0.00032096i,0.00025547-0.00039722i,6.599e-05-5.9707e-05i
0.0027774-0.00026433i,0.0018743+9.9649e-05i,0.0013399-0.00031865i,0.00082866-0.00081593i,-6.7096e-05-0.00098014i,-0.00046858-0.00088281i,-0.00016223-0.00086335i,-0.00039834-0.0011341i,-0.00015581-0.0003246i,0.00037062-0.00046459i,-0.00010976-0.001285i,-0.0004752-0.0012607i,-0.00029047-0.00075986i,-0.00035976-0.00013281i,-0.00070391+0.00039164i,-0.00075035+0.00037913i,3.3929e-05+0.00024006i,0.00063565+0.00033079i,-0.00010278+0.00015413i,-0.00068286-0.00010385i,-0.00065458-0.00064174i,-0.00097547-0.00013018i,-0.00073175+0.00016024i
0.00095647-0.00063403i,0.00072078-0.00057927i,0.0018919-0.00034817i,0.0012351-0.00074167i,-9.6845e-06-0.0011218i,0.00023609-5.3239e-05i,0.00027105+0.00042974i,-0.00011789-0.00051925i,0.00011029-0.0010525i,4.8707e-05-0.00081367i,-0.00064377-0.00077252i,-0.00055616-0.0010145i,0.0001394-0.00047728i,1.1074e-05+0.00010925i,-0.00015363-0.00016155i,3.4486e-05-0.00012842i,-0.00029865-0.00014227i,-0.00033503+1.082e-05i,-0.00018844+8.7116e-05i,-0.00061992-0.00019862i,-0.00043069-0.00031444i,0.00072741-0.00012167i,0.0007477+0.0002942i
0.00029333-0.00081116i,0.00072463-0.00080065i,0.00058806-0.00026262i,-1.8047e-05+0.00023648i,-9.1336e-05+0.00041169i,0.00040028+0.00010558i,0.00026456-0.00053917i,0.00035477-0.00062572i,0.00095663-0.00063071i,0.00095706-0.00058191i,0.00094459-0.00080278i,0.0010061-0.00072967i,6.4114e-05-0.0007769i,-0.00079225-0.0012656i,-0.00064687-0.00039694i,-0.00011799+0.00025137i,-0.00026088-6.0016e-05i,-0.00059336-2.9849e-05i,-0.00081851-4.7884e-05i,-0.00067302-0.00023411i,-0.00058003-0.00023595i,-0.00033786-0.00014011i,-9.479e-05-1.333e-07i
