-0.002162-0.00072607i,-0.002472-0.00082282i,-0.0033145-0.00098296i,-0.0030124-0.00091705i,-0.0023239+0.00027045i,-0.0011506+0.0016748i,0.0004492+0.0016976i,0.0011786+0.0015667i,0.0014785+0.001201i,0.001527+0.00010428i,0.00099393-3.7353e-05i,0.00035741+0.00029577i,0.00018558+0.00018841i,8.5091e-05+1.7897e-05i,-0.00070871+0.00037214i,-0.0005523-0.00015035i,0.00082401-0.000593i,0.001476-0.0002235i,0.0010275+0.00064812i,-0.00043686+0.0004815i,-0.00072319+2.2699e-05i,-0.00051699+9.8946e-05i,-0.00087517-2.4148e-05i
-0.00091679-0.00045139i,-0.00036692+0.0007612i,0.00067653+0.00049362i,-0.00016916+3.1395e-05i,-0.00042282+0.00094552i,0.00061885+0.0018848i,0.0010952+0.00094149i,0.0010673-0.0004991i,0.00028579-0.00091863i,-0.00016945-0.00017664i,-6.8565e-05-2.5027e-05i,-0.00055428-5.7766e-05i,-0.00011749-0.00015039i,0.0013193-0.00031145i,0.00070761-9.6738e-05i,-0.00018995-0.00013866i,-0.00013322-0.00041038i,-6.3338e-05-0.00038866i,0.00036961+0.00034292i,-9.1953e-05+0.00059517i,-0.00071566-2.308e-05i,-7.5524e-05+0.0002159i,0.00097774+0.00086129i
-0.00059498-0.00049403i,-0.0012164+0.0012105i,-0.0013711+0.0024531i,-0.0013151+0.002737i,-0.0015464+0.0025587i,-0.00079743+0.0020886i,-0.00020097+0.0010853i,-0.0003634+6.1273e-05i,0.00033892-0.00052153i,0.00022815-0.00057427i,0.00024052-0.0012118i,0.00059672-0.0012051i,0.0002129-0.00073369i,0.00076809-0.00033924i,0.0011468+0.0001527i,0.00075782+0.00078503i,0.00023469+0.00056897i,2.6079e-05+0.00026096i,-0.00025421+0.00035642i,-0.00097578-0.0001129i,-0.00078864-2.0992e-05i,-0.00033586+0.00041983i,-0.00088804+0.0010492i
-0.0015107+0.00028809i,-0.00094111-0.00092038i,-0.00069495-0.00101i,0.00023291+0.00093069i,0.0010414+0.002056i,0.00083504+0.0016409i,0.0005759+0.0014928i,-2.1244e-05+0.00083015i,-1.6697e-06+0.00023556i,5.4483e-06-0.00028801i,-0.00093883-0.00049586i,-0.0012066-0.00045951i,-0.00038388-0.00023299i,0.00054129+0.00015627i,0.0010041-0.00020694i,0.0011186-4.191e-05i,0.00080098+0.00064365i,2.7189e-05+0.00015329i,-7.9678e-05-0.00029658i,-9.4918e-05-0.00011259i,-0.00096399-0.0001798i,-0.00075041+6.8169e-05i,0.00044234+0.00049326i
0.00021497-0.00093558i,0.00092791+0.00041214i,0.0011366+0.00016628i,-5.9841e-05-0.00024176i,-0.00036796-0.00067473i,0.00072386-0.0010117i,0.0017529-0.00076923i,0.0023776-0.00029656i,0.0015237+0.00014754i,0.00015475+0.00048395i,-0.00029766+0.00026677i,-0.00017842-0.00030917i,-0.0005905-0.00023625i,-0.00070357-8.3891e-05i,-0.00012494-0.00012742i,0.00024488+0.00036069i,0.00038228+0.00092259i,0.00022534+0.00075553i,0.00010523-0.00027016i,-0.00055487-0.00084064i,-0.00064141-0.00036834i,-0.00038475-0.00041259i,-0.00097524-0.0005054i
-0.0022248+0.00017934i,-0.0015864+0.001813i,0.00042228+0.0017959i,0.00075899+0.0016451i,1.1328e-05+0.0017153i,0.00044418+0.0010877i,0.0011872+0.0013713i,0.001814+0.00045415i,0.0016324-0.00043362i,2.5601e-05+0.00013032i,-0.00072953+0.0001685i,-8.5938e-05+0.00037274i,-0.00022389+0.00053312i,-0.00098789+0.00077257i,-0.00034315+0.00014454i,0.00080329-0.00036307i,0.001135-0.00019799i,0.0013933-2.8789e-05i,0.0011323+0.00093406i,0.00046457+0.0011404i,-0.00038901+0.00062329i,-0.00068599-0.00012377i,-0.00080082-0.0004817i
-0.0014677-8.4575e-05i,-0.0010286+0.0010577i,-0.0016368+0.0010585i,-0.0015096+0.0017467i,-0.00056708+0.0029414i,-0.00011261+0.0026889i,0.00034269+0.001162i,0.0010035-0.00029248i,0.0010931-0.0011819i,0.0012938-0.00085763i,0.0020252+0.00032789i,0.0015661+0.00089875i,0.00046544+0.0012435i,-0.00035917+0.00080188i,-0.00056599+0.00057826i,0.00021622+0.00066227i,0.00063435+0.0003707i,0.00042321+0.00041973i,-0.00014434+0.00066157i,-0.00091046+0.00028287i,-0.00038746-0.00025456i,0.00086018-0.00071246i,0.00013073-0.0009335i
-0.002151+0.00029411i,-0.0026269+0.0014204i,-0.0017649+0.0014371i,-0.00034442+0.00085566i,0.00021534+2.0646e-05i,-0.00019277-0.00019895i,-1.1251e-05-0.00021282i,-0.00010891-0.0001166i,-0.00034067-0.00013593i,-0.00037768-8.4646e-05i,0.00015284-0.00077618i,0.00098709-0.0014006i,0.00148-0.00086821i,0.0018566+0.0002871i,0.0012723+0.00077796i,0.00014818+0.00045228i,1.4899e-05+0.0004263i,0.00052948+0.00050243i,0.00081861+2.4188e-05i,0.00051633-0.00068798i,0.00069849-0.00078408i,0.00082364-0.00056947i,0.0004617+0.00011141i
5.42e-05-0.00010703i,-0.00045429+5.1872e-05i,6.0791e-05+0.00071979i,0.00071344+0.0012377i,0.00029163+0.0010753i,0.00016791+0.0012609i,0.0011424+0.0012033i,0.0011635+1.5775e-05i,0.00072989-0.00012898i,0.00053244-7.0513e-05i,-7.55e-05-0.00042441i,-0.00038088-0.00049935i,-0.00019047-0.00019442i,-0.00043805-0.00017511i,-0.000705-0.00053173i,-0.00046591-0.0010444i,-7.8834e-05-0.00093656i,6.4472e-05-0.00040997i,-9.0742e-05-0.00058513i,-0.00020908-0.00082609i,-0.00036734-0.0010512i,-0.00056236-0.00065917i,0.00020475+0.00024336i
-0.0005378+0.0014877i,-0.00076478+0.0012571i,-0.00043393+0.0013965i,0.00016323+0.0014695i,0.00068144+0.0020029i,0.00078298+0.0016549i,0.00034088+0.0011202i,0.00028485+0.0010332i,0.00066005+0.00056131i,0.00096391-0.00028074i,0.00052249-0.00043032i,-0.00031918-0.00030647i,-0.00072932-0.00062186i,-0.00039347-0.00063639i,2.8143e-05-0.00082387i,2.3539e-06-0.00062204i,0.00026799+0.00030686i,0.0010825+0.0012539i,0.0011406+0.0012299i,0.00064227+0.00058775i,-0.00011363+0.00031464i,-0.0004867+0.00067614i,-0.0004373+0.0005126i
-0.0028769+0.00044341i,-0.001478+0.00090051i,-0.00071952+0.0030918i,0.00011046+0.0035728i,0.00099048+0.0025963i,0.0010128+0.0026722i,0.0012013+0.0020886i,0.0013795+0.0011153i,0.0014669+0.00048945i,0.0011163+9.3779e-05i,3.9869e-05+0.0006338i,-0.0005676+0.0006759i,-0.00040414+0.00018495i,-0.00036133-0.00043476i,-0.00040635-0.00071584i,-0.00049716-0.00054068i,-0.0001212-0.00037751i,0.00013616-0.00013401i,-0.00061803+2.2962e-06i,-0.00097338+0.00035739i,-0.00029275+0.001025i,0.00017758+0.00047206i,-0.000652-6.7924e-05i
-0.00039391-0.0010364i,-0.000164-0.0016251i,0.00035423-0.0013678i,0.0010161-0.00068162i,0.00077969-0.00029859i,0.00089943-0.00018899i,0.0011754-0.0002774i,0.0015389-0.00048952i,0.0012145-0.0011642i,0.00010161-0.0010947i,-0.00022908-8.9294e-05i,-0.00016993+0.00080479i,0.00042812+0.00091879i,0.00074501+0.00055007i,0.00020837+0.00051164i,0.00048304+0.00033405i,0.00022395+0.00018004i,-0.00032348-3.5096e-05i,-0.00025369-0.00045414i,-9.9745e-05-0.00057283i,-2.464e-05-0.00081072i,-0.00016473-0.0012966i,-0.00068829-0.0014812i
-0.00045934+0.00091535i,-9.5124e-05+0.0016184i,0.00054595+0.0011149i,0.00060212+0.00015701i,0.00024212+0.00082855i,0.0009907+0.0011842i,0.001792+0.00026524i,0.00082784-0.00033881i,2.8936e-06-1.7907e-05i,0.0002352-0.00016028i,0.00055607-0.00099421i,0.0009843-0.0004961i,0.001142+8.5299e-05i,0.00084041-4.0902e-05i,0.00091078-0.00010796i,0.0011401+0.00010658i,0.0011476+0.00014131i,0.00046715-0.00016713i,-0.0002898-0.00020377i,-0.00022734+0.00044815i,0.00069127+0.00013992i,0.00092511-0.00019585i,0.0010725-4.4756e-05i
-0.0020122-0.00099448i,-0.0020795-0.00049209i,-0.0026112+0.0011138i,-0.0025195+0.0021598i,-0.0012359+0.0020461i,0.00020626+0.0015562i,0.0012753+0.0011825i,0.0014018+0.00079536i,0.00070331+0.00033119i,0.00025401-0.00019391i,0.00051511-0.00078i,0.00069601-0.0010815i,0.0010408-0.0010002i,0.0012839-0.00032959i,0.00062868+0.0002773i,0.00089281+8.0323e-05i,0.001068-2.3685e-05i,0.00062837+0.00039397i,0.0011118+0.00086288i,0.0010051+0.00083209i,5.3825e-05+0.00051798i,-0.00068349+0.00055188i,-0.00070157+0.00089237i
0.00040915-0.00081617i,0.00049105-0.00075776i,0.00046429-0.0001347i,7.6593e-05+0.00067369i,-0.00035405+0.00089641i,6.3388e-05+0.0013436i,0.00033739+0.00090403i,0.00083606+0.00024115i,0.00069874+0.0005087i,-7.9449e-05+0.0010567i,-0.00067594+0.0001306i,-0.0011539-0.00091549i,-0.00050777-0.0011239i,0.0010003-0.00083393i,0.0017102-0.00098859i,0.0015527-0.00099489i,0.0011555-0.00047226i,0.0004082-0.00063618i,-6.576e-05-0.0011241i,0.00049107-0.00094522i,0.00026489-0.00031732i,-0.00052928-0.0002257i,-0.0003794-0.00031597i
0.0023524-0.0008184i,0.0026048-0.00017132i,0.0028515-0.00029969i,0.0015477-0.0013023i,-0.0002958-0.00042092i,-0.0008736+0.0019056i,-9.6367e-05+0.0018805i,0.00058693+0.00087902i,0.0009379+0.00078082i,0.0009968-0.00010736i,0.00029253-0.00040498i,-0.00087601+0.00040694i,-0.0016408+0.00031384i,-0.0011909-1.0206e-05i,-0.00068356+0.00034702i,-0.0002697+8.6381e-05i,-0.00013982-0.00014459i,0.00017517-0.00020398i,0.00063577-0.00058251i,0.00067121-0.00085587i,0.00044236-0.00043888i,-0.00018646-0.00061927i,-0.00036202-0.00098882i
0.00084491+0.00098042i,0.00071551+0.0012261i,0.00071848+0.001755i,0.00058978+0.0018863i,0.00047756+0.0019162i,0.00053007+0.0021054i,0.0011292+0.0019742i,0.0019304+0.0014858i,0.0023493+0.00097519i,0.001289+0.00018999i,0.00051568-0.00047998i,0.00037337-0.0002684i,0.00029729+0.00030617i,0.00055845-0.00018238i,0.00094281-0.00051833i,0.00075429-7.3469e-05i,0.00053721+0.00044471i,0.00042489+0.00056377i,0.00036784-0.00035425i,0.00040102-0.00081833i,0.00071719-0.00038848i,0.00089437-0.0004787i,0.00033757-0.00066152i
-0.0012993+0.00056742i,-0.0016307+0.0019685i,-0.0014368+0.0026376i,-0.0007407+0.0018292i,0.00040148+0.0017414i,0.0011443+0.0027604i,0.0015606+0.0021202i,0.0016992+0.00027387i,0.00089552+0.00051009i,0.00042999+0.00016734i,0.00015033-0.001163i,0.00044094-0.00069419i,0.0011455-0.00028433i,0.0011869-0.00053097i,0.00042854-0.00011766i,0.00012263+0.00011846i,0.00057633+0.00035588i,-9.0014e-05-8.0501e-05i,-0.00039772-8.5273e-05i,-4.1198e-05+0.00043921i,0.00041592+0.00025492i,0.00077974-3.2397e-05i,8.2561e-05-3.1156e-05i
-0.00013409-0.00084926i,-0.00019557-0.00054753i,0.0014525+2.6811e-05i,0.0015546-0.00035276i,0.0003844-0.00071315i,0.0012194+0.00063978i,0.0018226+0.0014975i,0.001535+6.0429e-05i,0.00081781-0.00084367i,-0.00033627-0.00081377i,-0.00071186-0.00096477i,-0.00027979-0.00075529i,0.00049336-0.00026154i,0.00051555-0.0005203i,0.00019173-0.00012464i,0.00047743-5.6393e-05i,0.0007751-0.00040284i,0.00081385+3.4493e-05i,0.00052792+0.00040547i,-5.5352e-05+0.00034485i,-0.00014197+0.00038412i,2.0403e-05-0.00036352i,7.6899e-05-0.0011729i
0.00097846-0.0012472i,0.001496-0.00088243i,0.0013714+0.00033837i,0.0018849+0.00045613i,0.00078028+0.00023387i,-0.00072625+0.00090398i,-0.00085906+0.0011123i,-0.0003888+0.00037971i,-0.00042722-8.658e-05i,0.00033502+4.022e-05i,-0.00018185-0.00034936i,-0.0014087-0.00020867i,-1.5633e-05+0.00022605i,0.0008441-0.00030561i,0.00073881-0.00070094i,0.00063432-0.00037755i,8.0812e-05+0.00028015i,-1.6441e-05+0.00062649i,-0.0001673-3.0209e-05i,-0.00022939-0.00082992i,2.398e-05-0.0010737i,0.00040844-0.0008139i,0.00057578+0.00047088i
-0.0010075+0.0025492i,-0.00054005+0.0024747i,0.00066265+0.0028075i,0.00082096+0.0015491i,0.00039224+0.00074387i,-3.9351e-05+0.00060177i,0.00072969+0.0008268i,0.0011321+0.00033625i,0.0013882+8.7347e-05i,0.0014789+3.5918e-05i,0.00056443-0.00055574i,-0.00020608-0.0012893i,-0.00068568-0.001474i,-0.0010375-0.0012701i,-0.00064884-0.0013026i,-0.00044838-0.00077551i,-0.00078044+0.00046539i,-0.00063034+0.00098409i,0.00017326+0.00067836i,0.00031903+0.00028923i,-3.9586e-05-0.00057647i,0.00027015-0.00068169i,0.00048061-0.00028641i
0.00043914-0.0016412i,0.00013382-0.00052396i,-0.00090646-4.371e-05i,-0.0018157-0.00014871i,-0.0017466+0.00051872i,-0.00071232+0.0010526i,0.00055202+0.0015132i,0.00047136+0.0017535i,0.00050823+0.0011517i,0.0010783+0.00074237i,0.00066414+0.00080158i,-0.00047864+0.00076429i,-0.00051536+0.00047414i,2.7885e-05-0.00010738i,0.00015055-0.00014241i,9.4409e-05+0.00034209i,0.00035167+3.8469e-06i,0.0004661-0.00037813i,0.00018011-0.00047147i,0.00025523-0.0009526i,0.00021432-0.00067612i,-0.00060631+0.0006967i,-0.0010658+0.0010243i
0.0020025-0.0033541i,0.0010715-0.0031967i,-0.00076094-0.0032767i,-0.0021398-0.0025943i,-0.001501-0.00099117i,-0.00017112+0.0013699i,0.00093281+0.0023451i,0.00083288+0.0010186i,0.00097774-0.00041468i,0.00097831-0.00082224i,-0.00046742-0.00017312i,-0.0013425+0.0010714i,-0.0010195+0.0013409i,-0.0013287+0.00048521i,-0.0014497+0.00042938i,-0.00091496+0.00033836i,-0.00011433+0.00038463i,0.00012726+0.00047859i,0.00032078+0.0003682i,0.00026897+6.1035e-05i,-0.00013555-9.4572e-05i,-0.00033635+0.00049438i,-0.00063881+0.00082209i
-0.00123-0.0013481i,-0.0024611-0.00081254i,-0.00055378+0.00022201i,0.00091482+0.001427i,0.0008083+0.0020936i,0.0012534+0.0023571i,0.0013396+0.0021836i,0.00066857+0.00018146i,2.2857e-05-0.0014245i,-0.00060295-0.0013251i,-0.00076857-0.0013043i,-9.2765e-05-0.0010884i,-0.00021076-0.00026429i,-0.0005451+0.00061438i,5.0252e-05+0.00078707i,0.00019462+0.00045933i,-2.2067e-06+0.00047935i,0.00028605+0.0008767i,0.00068644-7.7794e-05i,0.0010076-0.0010772i,0.00095214-0.00070416i,0.00013212+0.00014543i,-0.00056379-7.2141e-05i
-0.00065982+0.00041868i,-0.00069377+0.00057379i,-0.0022199+0.0025288i,-0.0019716+0.0031254i,-0.00058215+0.0026481i,0.0010344+0.0022269i,0.0019499+0.00095195i,0.0016529-0.00045329i,0.0010295-0.0007773i,1.9933e-05-0.00081214i,-0.00035541-0.001612i,-0.00035037-0.0017836i,-0.00037934-0.001i,-7.8396e-05-0.00051096i,3.2739e-05-0.00034641i,0.00033039+0.00036235i,0.00067972+0.00065447i,0.00075218+0.00014826i,0.00045249-0.00021932i,0.00013291-8.5931e-05i,0.00034007+0.0004225i,0.00076587+0.00011236i,0.00066397-0.00034106i
0.00092485+0.00088008i,0.00033371+0.0017947i,0.0015316+0.00043306i,0.001548-0.00052716i,0.00086553+0.00062998i,0.00047085+0.0011344i,0.00031036+0.00019486i,0.00025214-0.00029717i,-3.6014e-07-0.0006124i,4.7164e-05-0.00062487i,-0.00030415-0.00026373i,-0.00047757-0.00086732i,-0.00047341-0.000642i,-0.0002825-0.00046787i,5.1597e-05-0.00080125i,9.6525e-05-0.0003775i,0.00052602-0.00022679i,0.00094074+1.4869e-05i,0.00063327+0.00048656i,0.00011194+0.0002257i,-0.00024891-0.00049284i,-0.00025814+5.1365e-05i,-0.0002341+0.00059257i
-0.00076877+0.00020707i,0.00019573-0.00026965i,0.00021547-0.00043274i,5.0761e-05-0.00049983i,-0.00033619+0.00028326i,-0.001061+0.0016789i,-0.00082731+0.0020282i,0.00013353+0.0010601i,0.00053474+0.00053789i,0.00062172+0.0012774i,0.00070677+0.0014317i,0.00022925+0.00071251i,-0.0001485+0.00066955i,-0.0006954+0.00019501i,-0.00058657-8.6542e-05i,0.00060824-0.00046859i,0.00097553-0.00090369i,0.00056643-0.00028633i,0.00035256+0.0003738i,0.00042925-0.00019237i,-9.0863e-05-0.0005396i,-0.00017815-0.00038851i,3.1249e-05-0.00016807i
0.0021449+0.00083545i,0.0012015+0.0011777i,0.0007221+0.0011484i,0.001314-0.00017174i,0.00088374-0.0013118i,-0.00030163+0.00026195i,-0.00045844+0.0015034i,0.00056897+0.0019545i,0.0012301+0.0021561i,0.0016271+0.00098064i,0.0015745+2.6818e-05i,0.0011287+3.2134e-05i,0.0011094+0.00011994i,0.00029129+0.00016194i,-0.00010443-0.00023106i,0.00017411-0.0001013i,-7.7317e-05+0.00039378i,5.9398e-05+0.00055175i,0.00070741+7.4202e-05i,0.0009087-0.00025285i,0.00046164-0.00043843i,-0.00027919-6.1219e-05i,-0.00032005+0.00063521i
0.0019915+0.00021896i,0.00096911-5.3998e-05i,0.0014465-0.00057128i,0.0012082-0.00089705i,0.00020263-0.00070632i,-0.00048386+0.0010303i,0.00043324+0.0024743i,0.0013359+0.0015867i,0.0016674-9.7596e-05i,0.0013735-0.0010027i,0.00042309-0.0012387i,-0.00015999-0.00086611i,2.1044e-05-0.00047315i,0.0001625+0.00022769i,-0.00059108+0.00076453i,8.1409e-05+0.00023734i,0.0015578-4.8766e-05i,0.0012563+9.6647e-05i,0.001018-0.00054942i,0.00070625-0.00070012i,5.6907e-05+0.00016748i,0.00053613+4.5622e-05i,0.00038883-0.00039289i
0.001499+0.0003692i,0.0016943+0.0015281i,0.0018242+0.0032305i,0.0016599+0.0022882i,0.0013629+0.0010754i,0.0013597+0.0010937i,0.0011989+0.0008266i,0.00051634-0.00041455i,0.00047398-0.0014855i,0.00093654-0.0013198i,-8.3644e-05-0.0011971i,-0.00086957-0.0014911i,4.3734e-05-0.00037401i,0.0004326+0.00045774i,0.00013996-4.7968e-05i,0.00039939-0.00047469i,0.00046793+0.00027791i,0.00016844+0.00059858i,0.00051067+1.1572e-05i,2.8999e-05+7.3647e-05i,-0.0006357+0.00039729i,-0.00039023+0.00039817i,0.00010936+0.00032757i
-0.0011251-0.00026153i,-0.0010743+0.0016108i,-0.00094236+0.0036911i,-0.00053887+0.0041549i,-0.00020235+0.00337i,0.00060127+0.0029388i,0.00086089+0.0021194i,-0.00041704+0.00036105i,-0.0012106-0.00088306i,-0.0012425-0.00022955i,-0.0010331+0.00092019i,-0.0010092+0.00078296i,-0.00068546-0.00028278i,0.00020272-0.00027661i,0.00051743+0.00050399i,0.00067057+0.00043313i,0.00065494-0.00025226i,5.7698e-05-0.0002943i,-0.00048804+0.00036032i,-0.00036644+0.0011603i,-2.1889e-05+0.00070944i,-0.00070881-5.0961e-05i,-0.0013893+0.00029735i
-0.00038339+0.00080854i,-0.00071769+0.00014141i,0.00024559-0.00028467i,0.00087054-0.00066356i,0.00096568-0.00081776i,0.0012622-0.00040307i,0.00045224-0.0010549i,-0.00039078-0.0015985i,-0.00046759-0.00045227i,-0.00070213+0.0012311i,-0.00076551+0.0017225i,-0.00067522+0.00047639i,-0.00077276-0.00059043i,-0.00024777-0.00050372i,0.00051081+9.3278e-05i,0.00094427+0.0002723i,0.0011818+0.00032509i,0.0012833+0.00031625i,0.0011155-0.0004772i,0.0010735-0.00035354i,0.00082609+0.00055305i,0.00047883-3.209e-05i,2.5933e-05-0.000383i
0.0022206-0.00092652i,0.0020885-0.0012614i,0.0035436-0.00094502i,0.0032945-0.0010634i,0.0017269-0.0018873i,0.0013357-0.0012287i,0.00096014-1.403e-05i,0.00048828+0.00022235i,0.00045404+0.00045223i,0.00060802+0.0012648i,0.00050414+0.00067137i,-0.00045753+0.00037725i,-0.0008668+0.00071583i,-6.9058e-05+0.00044903i,0.00042617-0.00010032i,0.00033972-0.00057088i,0.00077496-0.00062799i,0.00074478-0.00043358i,0.00062737-1.9383e-05i,0.00081658+0.00045018i,5.3758e-05+0.00070103i,0.00011686+0.00091541i,0.00045571+0.00056643i
0.00012307+0.0013859i,-0.0011582+0.0023681i,-0.00074443+0.0030743i,0.00073297+0.0020275i,0.00045766+0.00077132i,-9.0843e-05+0.00027468i,0.0001724+0.00085583i,0.0010646+0.0010083i,0.0014949+0.00061344i,0.0014888+0.00065741i,0.0015883+6.1246e-05i,0.001109-0.00025536i,0.0002889-7.2714e-05i,1.5783e-05+0.00017174i,0.00045979+0.00070177i,0.00099881+0.00099483i,0.0012898+0.00030645i,0.0012753-0.0001244i,0.0014626-0.00011693i,0.0012722-0.0013768i,0.00055907-0.0013089i,-0.00016405-0.00054028i,-0.00014333-0.00042532i
-0.0024385+0.0003931i,-0.002589+0.00067935i,-0.0018817+0.0032935i,-0.0011783+0.0042488i,-2.5713e-05+0.0030758i,0.00024524+0.0031832i,0.00063887+0.0028388i,0.0013557+0.001515i,0.0011559+0.0002169i,0.0010859-0.00071461i,0.00075788-0.0011041i,0.00028466-0.0014378i,0.0010294-0.0012635i,0.0012202-0.00084192i,0.00048842-0.00052236i,-4.7394e-05-0.00066822i,-0.0002119-8.4518e-05i,-0.00059713+0.00059525i,-0.00043717+0.00062694i,-0.00026845+0.0001745i,0.00021365-5.031e-05i,0.00048406+0.00024632i,0.00014483+0.0003594i
0.00083948-0.00017903i,0.0011573-0.000462i,0.00059565-0.00091687i,0.00063615-0.00024598i,0.00027194+0.001106i,0.00020095+0.0015948i,0.0014868+0.0015693i,0.0015386+0.0010072i,0.00067837+0.00029052i,-0.00016697-0.0004318i,-0.00064535-0.00024304i,-0.0001161-0.00043075i,9.9067e-05-0.00082846i,-4.725e-05+6.3632e-06i,0.00026995+0.00026261i,0.00057884+0.00026685i,0.00023221+0.00012791i,3.3868e-05-0.00034382i,-0.00039153-0.00015178i,-0.00054165-5.3552e-06i,-5.8708e-05+0.00021606i,-0.00011896+0.00072643i,1.648e-05+0.00075872i
-0.0011825-0.00093562i,-0.0012838+8.2927e-05i,-0.0001377-0.00055361i,0.00052229-0.0013519i,0.00069015+0.00031893i,0.0012494+0.0021534i,0.0014892+0.0013741i,0.001258-0.00046738i,0.00048216-0.0015732i,7.4927e-05-0.0018396i,-0.00023557-0.0014874i,-0.00043763-0.0003593i,-0.00022258+0.00021935i,-0.00013895-9.6914e-05i,-0.00017628-0.0002909i,0.00028516-0.00024255i,0.00084974-1.5902e-05i,0.00098982+0.00056368i,0.00083914+0.00037787i,0.00059343+0.00014269i,0.00017266+0.00024544i,-0.00023542+0.0005083i,-0.0003115+0.00049979i
-0.0005446+0.0011944i,-0.0012212+0.0019957i,-0.00085875+0.0027343i,7.0074e-05+0.0026216i,0.0010407+0.0017188i,0.0009994+0.00073464i,0.00010711-0.00028844i,-3.7407e-06-0.00016431i,0.00036177+0.001291i,9.0424e-05+0.0021632i,-0.00010759+0.0014323i,-0.00040603-0.00033392i,-8.0645e-05-0.0017159i,0.00026616-0.0013864i,5.7979e-05-0.00010892i,0.00029773-0.0001722i,0.00057164-0.00078744i,0.00050693-0.0005155i,0.00061058-0.00024649i,0.00094141+8.0884e-05i,0.00077613+0.00016053i,0.00075218-0.00058575i,0.00058262-0.00086652i
-0.0011061-0.0002225i,-0.0010396+0.00072227i,-0.0006756+0.00038004i,-0.00046896+0.00078084i,-0.00040186+0.00094788i,0.00029829+0.00071177i,0.0013483-6.7771e-05i,0.001093-0.00074322i,0.00072485-0.00036158i,0.0011328+0.00058445i,0.0011085+0.00038903i,0.00052518+0.00049416i,-0.00070803+0.00097961i,-0.00065532+0.00058889i,-0.00019454+0.00074693i,-0.00013882+0.00023046i,0.00033353-0.00029156i,0.00011397-0.00037466i,-0.00033303-0.00059563i,-0.00019187-0.0003414i,0.0003389-0.0001774i,0.00077036+6.2328e-05i,0.0012313+0.00013133i
-0.00092234-0.0010063i,-1.6166e-05-0.0007526i,0.00047329-0.0013005i,0.0011717-0.00096782i,0.0010398+0.00031871i,0.0010512+0.00073321i,0.00082514+0.00095673i,0.00015587+0.0012455i,-5.6794e-06+0.00038238i,0.00025775-0.00076755i,-0.00014434-0.0011417i,-0.0008351-0.00087849i,-0.00053603-0.00013343i,0.00069849+0.00029244i,0.0015885+0.00080738i,0.0014962+0.001198i,0.00064967+0.00041312i,0.00048728-2.8155e-05i,0.0005001+2.5303e-05i,0.00013057-7.5523e-06i,-2.5501e-05+0.0001453i,0.00026051+0.00027242i,0.00061379+0.00034849i
-0.0013493+0.001318i,-0.00095406+0.0014091i,-0.00080193+0.0017313i,-0.00050915+0.001074i,-0.00010422+0.0011264i,-0.00069484+0.0018925i,-0.00035911+0.0014009i,0.00078101+0.00069084i,0.00098107+0.00046914i,0.00031823-7.7275e-06i,0.00011379-8.351e-05i,-0.00035449+0.00024753i,-0.00043553+0.00035692i,2.033e-05+0.00015203i,0.00049626+8.5162e-05i,0.00096751+0.00030965i,0.00074378+0.00033096i,0.00089334-0.00027014i,0.00063463-0.00079589i,-0.00023414-0.00063246i,-0.00061678+8.4667e-05i,-0.0005816+0.00015812i,0.00012392-2.3989e-06i
-0.0012278-0.0021337i,-0.0023531-0.00077337i,-0.0039453-0.00013802i,-0.0042386+9.3104e-06i,-0.0025522+0.0012068i,-0.00013612+0.0022118i,0.0011563+0.0017978i,0.0018173+0.00048925i,0.0012553-0.00066607i,6.2554e-05-0.00089533i,-0.00043178-0.00027292i,-0.00044816-0.00028446i,-0.00012587+0.00026134i,0.00042932+0.0010707i,0.0010492+0.0004947i,0.00095273-6.9541e-05i,0.0010406-0.00024514i,0.0011088-9.8608e-05i,0.00030158-0.00011715i,0.00032924-0.00054318i,0.00086018-0.00079975i,0.00055563-0.00012132i,0.00029721+0.00016034i
-0.0028433-0.00052149i,-0.002616-0.00023938i,-0.0022502+0.00020852i,-0.0010804+0.00060314i,0.00034385+0.00099631i,0.0013559+0.0015866i,0.0015407+0.0013263i,0.0013721+0.00021415i,0.00061714-0.00069537i,-2.2255e-05-0.00083005i,5.4108e-05-0.00050337i,0.00071488+0.00023092i,0.00034874+0.00076995i,0.00053197+0.00037805i,0.0011245+0.00031351i,0.00036803+0.00060899i,-7.4189e-05+0.00089683i,-0.0003164+0.00055579i,-0.0004913-0.00038318i,-0.00021151+0.00016505i,-0.00026106+0.00064527i,-0.00060939+0.00051491i,-0.00045077+0.00045288i
-0.0016824+0.00076398i,-0.0014567+0.00098249i,-0.00012305+0.0013037i,0.0009284+0.0012723i,0.00066385+0.0021384i,0.00061829+0.002071i,0.00049826+0.0015195i,0.00042772+0.0008703i,0.00038723-7.1203e-05i,0.00012886-0.00025318i,0.00022895+5.7166e-05i,0.00035138+0.00033177i,0.000106-0.00014527i,3.5826e-05-0.00022591i,0.00014861+0.00048147i,0.00024525+0.00027265i,0.00020481-6.9977e-05i,0.00024357-9.4476e-05i,0.000334+0.00015671i,0.00037351+0.00024106i,-0.00011136-0.00029003i,0.00013222-0.00057069i,0.00075545+0.00011208i
