0.00095525+0.00088787i,0.0024978+0.00021212i,0.0036573-0.0020432i,0.004173-0.0040865i,0.002247-0.0038959i,-0.00017967-0.00048419i,0.00073274+0.0023816i,0.0027992+0.0021949i,0.0026952+0.00084102i,0.0016637-0.00029765i,0.0012306-0.00080999i,0.00057127-0.0012741i,-0.00054418-0.0011488i,-0.00026381-0.00047415i,-0.00014589-0.00021782i,-0.00052212-0.00014226i,-0.00012809+9.6327e-05i,0.00058095+3.3909e-05i,0.00071025-0.0004992i,1.5797e-05-0.00062942i,-0.00057014-0.00055526i,-0.00063588-0.00013054i,-0.00082272-0.00019796i
0.0019513+0.00040016i,0.0036278-0.00027653i,0.0051882-0.0021035i,0.0048386-0.0039408i,0.0024218-0.0047416i,0.0011549-0.0037028i,0.0013536-0.0022013i,0.0017379-0.0018178i,0.0012832-0.0016756i,0.00047083-0.00083731i,0.00087158-0.00048001i,0.0006476-0.00039162i,0.00012996-6.0175e-05i,6.2449e-05-0.0001189i,3.413e-05-0.00030678i,0.00020015-0.00099884i,0.00046419-0.0013376i,0.00048853-0.0007431i,0.00069796-0.00062467i,0.00042959-0.0015223i,-0.00057496-0.0010626i,-0.0012737-0.00031717i,-0.0011987-6.5634e-05i
0.00028776-0.00081003i,-0.00039823-0.00018505i,-0.00018189-0.0011678i,0.0004298-0.0032279i,-1.2763e-05-0.0035136i,-0.00020996-0.0017872i,0.001081-0.00068569i,0.002221-0.0008256i,0.0018808-0.00026528i,0.00040283+0.0002902i,-0.00087483+9.2282e-05i,-0.00080768-0.00016653i,-0.00047661-0.00045738i,-0.00057082-0.00077015i,-0.00054264-0.00088072i,0.00016406-0.00069842i,0.00018074-0.00047462i,9.6422e-05-0.00070143i,-0.00016656-0.00076567i,-8.1221e-05-0.00044801i,0.00071212+0.00018553i,0.001262+0.0006069i,0.0011343+0.00035835i
0.0024615-0.00019777i,0.0029556-0.0011106i,0.0029378-0.003466i,0.002103-0.0058808i,0.0002982-0.0060879i,-0.00091476-0.0026718i,0.00057076+0.00022193i,0.0020439-0.00014607i,0.0020581-0.00087716i,0.00085979-8.5665e-05i,-0.00054575+0.00022786i,-0.00071037+0.00059858i,-0.00021632+0.00077141i,0.00047097+0.0003223i,0.00029451+0.00018081i,-2.9691e-05-0.000228i,0.00081493-2.2081e-05i,0.0011221+1.2243e-05i,0.00056036-0.00038045i,4.5003e-05+0.00025449i,-0.0006235+0.00062804i,-0.00059574+0.00068909i,4.7268e-05+0.00019978i
0.00028539+0.00075699i,0.00031395+0.00039347i,0.0017496-0.0013883i,0.0024493-0.004472i,0.0018004-0.0056303i,0.0014456-0.002732i,0.0019131-0.0006641i,0.0024845-0.00053388i,0.0017799-0.00065726i,0.00076103-0.00089008i,0.00041464-0.00051637i,0.00059134+0.00016796i,0.00059835+5.3588e-05i,-0.0002758-0.00024958i,-0.00083126+0.00037703i,-0.00020772+0.00081514i,0.0010517+0.00034753i,0.0013769-0.00050638i,0.0007233-0.00022937i,0.00079706+0.00024108i,0.00014912+0.00013726i,-0.00062754-9.2075e-05i,-0.0005469-2.8069e-05i
-2.0513e-05-0.0026172i,-0.00058927-0.0026533i,-0.00034028-0.0049442i,0.00026994-0.0072438i,-0.00089539-0.0058343i,-0.0019088-0.0019937i,0.00042037-9.1012e-05i,0.0022805-0.0007089i,0.0016645-0.00049568i,0.00014921+0.00085028i,-0.00049831+0.0006275i,-0.00010859+0.00032376i,0.00051091+0.00035524i,0.001204-0.00018249i,0.0016521-0.00032206i,0.0016017+0.00040379i,0.0012548+0.00048109i,0.0014964-4.9241e-05i,0.001064-0.00084533i,0.00039814-0.0013807i,0.00037304-0.0007197i,0.00016999-0.00038007i,-7.1701e-05-0.00069031i
0.0024311-0.001091i,0.003613-0.0012821i,0.0053593-0.0040753i,0.0049392-0.0065246i,0.0017197-0.0066694i,0.00018856-0.0038528i,0.001707-0.00044348i,0.0029604+0.00052143i,0.0027979-0.00074565i,0.00056865-0.00096204i,-0.0002878+0.00013119i,0.00080865+0.00013232i,0.00069963+0.00010502i,0.00049207+0.0003865i,0.0013271+0.00058295i,0.0017592+0.00055516i,0.0013847+9.235e-05i,0.0010354-0.00036979i,0.00098815-0.00029933i,0.0011197+0.00031699i,0.00040168+0.00035701i,-0.0001908+2.4146e-05i,-0.00032884+0.00037743i
0.00065003-0.00079424i,0.0033343-0.00035593i,0.0048962-0.001218i,0.0037201-0.0032792i,0.00070224-0.0045445i,-8.2515e-05-0.0022232i,0.0011052-5.2636e-05i,0.0015864-0.00069384i,0.0012136-0.0013341i,0.00062143-0.00050254i,-3.1486e-05+0.00043195i,-0.00015931+0.00092673i,-0.00046888+0.00067849i,-0.00061557-0.0003413i,0.0002838-0.00052445i,0.00087848+0.00012537i,0.00031127+0.00066856i,0.00052363+0.00011512i,0.00060798-0.0012412i,-0.00033225-0.0018859i,-0.00074915-0.0014443i,-0.00038323-0.0011933i,2.2564e-05-0.0011002i
-0.00052787+0.00012442i,-0.00075108+0.00088807i,0.0010125-0.00029773i,0.0017305-0.0032345i,0.00089806-0.004763i,0.00053325-0.0023958i,0.0024801+0.001117i,0.0031733+0.0015039i,0.0014872+0.00021396i,0.00055465-0.00051431i,0.0003757-0.00048282i,0.00053883-0.000245i,0.00030424-0.00024863i,-0.00018203+0.00039941i,-4.5701e-07+0.00086432i,0.00034081+0.00097927i,0.00014264+0.0011636i,0.00028683+0.00017393i,0.00032125-0.00099396i,9.4291e-05-0.00049072i,-0.00030185+0.00051045i,-0.00085117+0.00046189i,-0.00085508+0.00017219i
0.00045522-0.00020963i,-0.00087459-0.00073962i,-0.00012733-0.003214i,0.00030468-0.0062069i,-0.00046403-0.0053137i,-0.00052913-0.0017922i,0.0012507-0.0003653i,0.0026058-0.00082008i,0.0020564-0.00057781i,0.00077508-0.00026962i,0.00074562-0.0008076i,0.0007188-0.0010871i,-0.00011498-0.0004183i,-0.00063492-0.00015669i,-0.0001022-8.2928e-06i,0.00065349-2.3763e-05i,0.001347-0.00056561i,0.0013715-0.00060163i,0.00021547-2.7423e-05i,-0.00069915-1.0015e-05i,-0.00030167-0.00017307i,0.00016138-0.00068409i,5.1973e-05-0.00063669i
0.00032569+0.00047337i,0.00069808-0.0017788i,0.0016496-0.0045876i,0.0028721-0.007384i,0.0022021-0.0073794i,-9.4726e-05-0.0032824i,0.0001719+0.00031909i,0.0012934+0.00037627i,0.0017162+7.8059e-05i,0.0014035+0.00046224i,0.00089205+0.00010079i,0.00080823-0.00056117i,0.0005604+0.00037336i,0.00034289+0.00083061i,0.00036451+5.1349e-07i,0.00061495-0.0004475i,0.0010818-0.00093354i,0.00033301-0.0014658i,0.00027454-0.0013157i,0.00050884-0.00074477i,0.00015786-0.00033081i,0.00018708-0.0003082i,-0.00025806+0.00011346i
0.00079352+0.00021148i,0.0021382-0.00022255i,0.0040972-0.0029922i,0.005319-0.0052483i,0.0032093-0.004943i,0.001744-0.0020739i,0.0028123-0.00062402i,0.0027912-0.00083044i,0.0014894-0.00062089i,0.00059483-0.00098217i,0.0010144-0.00059108i,0.0014425-0.00013384i,0.00068598+0.00040513i,-0.00019597-1.07e-05i,0.00030225-0.00081041i,0.00086309-0.00047567i,0.001277-0.00052802i,0.0015019-0.00087998i,0.00089707-0.00029994i,-0.00043375-0.00021961i,-0.00088509-0.00058715i,1.2449e-05+0.00019292i,0.0001686+0.00048483i
0.0014615-0.0018219i,0.001054-0.00072218i,0.0026525-0.0019238i,0.0033428-0.0044402i,0.0018761-0.0050548i,0.0010468-0.0023193i,0.0023021+0.00075019i,0.00311+0.00056674i,0.001772-0.0010998i,-0.00011943-0.00055655i,-0.0011725+0.00019991i,-0.00082724-0.00048577i,-0.00021063-0.00094928i,-0.00039532-0.00088146i,0.00018808-0.00061553i,0.00035794-0.00061779i,0.00052552-0.00033401i,0.001025-0.00010206i,0.0006275-0.0004936i,0.00022349-0.00021556i,-0.00021602-0.00035854i,-0.00034198-0.00032075i,0.00039807-4.0814e-05i
0.0012194-0.00029767i,0.0011031+0.00040103i,0.0021084-0.00097318i,0.0027728-0.0030504i,0.0021501-0.0035978i,0.00080362-0.0013596i,0.0017377+0.00034959i,0.0025024+0.00016085i,0.0011972+0.0003555i,0.00030219+0.00010301i,0.00010585-0.00037316i,-0.0003406+0.00057923i,2.5152e-05+0.0014906i,0.00034129+0.0011822i,0.0003891+2.8461e-05i,0.00032106-0.00031726i,0.0011047-0.00016285i,0.0013131+7.2562e-05i,0.00054116-0.00023888i,0.0004781-0.00046374i,0.00056964+2.4544e-05i,0.00045442+8.772e-05i,0.00015098-0.00042638i
0.00078674-0.00010931i,0.00029313-0.0015799i,0.0014034-0.0037353i,0.0029388-0.005104i,0.0019213-0.0050762i,0.0005003-0.0024304i,0.0012398+4.6962e-05i,0.0019103+4.7479e-05i,0.0016434-0.00070242i,0.001065-9.3733e-05i,-0.00014991+0.00071489i,-0.001003+0.00040236i,-0.00040221-2.6675e-05i,0.00054629-9.2315e-06i,0.0012798+0.00017616i,0.0013475+0.00061649i,0.00043418+0.00056597i,-0.00031951-0.00074511i,-0.00046611-0.0011904i,8.3852e-05-0.0004272i,0.00057364+0.00016369i,0.0011069+0.00074203i,0.00076067+0.0013087i
-4.217e-05+0.00045111i,0.0010185-0.0013253i,0.003233-0.0034579i,0.0034208-0.0070913i,0.0011729-0.0067342i,9.0922e-05-0.0029053i,0.0010577-0.00040631i,0.0024617-0.00021842i,0.0020882-0.00028238i,0.00092593+8.562e-05i,0.00024268-0.00018488i,-0.00049095-0.00070086i,-0.00052123-0.00020816i,1.6384e-05+0.00015004i,-0.00020784+0.00024017i,-0.00015639-7.1296e-05i,0.00080413-0.00025952i,0.001476-0.00018925i,0.00059026-7.2746e-05i,-0.00014965+2.0982e-05i,8.0333e-05-0.00016268i,0.00044115-0.0010147i,0.00029795-0.00086533i
0.0003419+0.00096528i,0.0027443+0.00049569i,0.0041789+0.00020574i,0.005194-0.0016775i,0.0036257-0.0036284i,0.0016663-0.0018733i,0.0020824+0.00031552i,0.0025495+0.00015077i,0.0016176+0.00035666i,0.00074218+0.00064825i,0.00045648+0.00017432i,0.00063282-8.5605e-06i,0.00046002+7.4254e-05i,0.00057373-0.00048908i,0.0011042-0.00080065i,0.00069821-3.1963e-05i,-0.00013064+0.00044628i,0.000119-0.00013871i,-8.0995e-05-0.00047243i,-0.00074153-0.00014315i,-0.0003079+8.2393e-05i,0.00070029+8.2549e-05i,0.00055197+0.00043589i
4.5207e-05+3.3375e-05i,0.0002832-3.2782e-05i,0.0013234-0.0022733i,0.001227-0.0042877i,0.0003448-0.0037677i,0.00077407-0.0012084i,0.0022127+0.00074549i,0.0026499+0.00016303i,0.0011609-0.00062021i,-1.2546e-05-0.00039775i,0.00051047+0.00024715i,0.00026784+0.00028294i,-0.00038778+6.1344e-05i,0.00011377+8.1162e-05i,0.00052304-0.00056656i,0.00060476-0.0011688i,0.00087763-0.00094112i,0.0010317-0.0005162i,0.00077742-0.00097407i,0.00011991-0.0012417i,-0.0001003-0.00038474i,0.00013362+6.7621e-05i,0.00067126-0.00024049i
-0.00078312+0.00093182i,-0.0010645+0.00087281i,0.0013706-0.00183i,0.0035581-0.0053313i,0.0028947-0.0058507i,3.3813e-06-0.0034028i,-4.3063e-05-0.0012061i,0.0016823-0.00062325i,0.0017479-0.00092145i,0.001155-0.00048331i,0.00064103+0.00038345i,0.00028513+0.00053183i,0.00030807-0.00022725i,0.00012569-1.5308e-05i,0.00015797+0.00075941i,0.000854+0.00060808i,0.001162-6.9948e-05i,0.00088582-0.0003045i,0.00029521-0.0005652i,3.1984e-05-0.00026563i,0.00045641+0.00047168i,0.00043859+0.00097251i,-0.0002222+0.00064215i
0.00071887-0.00055001i,0.00070092-0.00095332i,0.0019661-0.0021074i,0.0022869-0.0048407i,0.00072564-0.0058693i,-0.00028506-0.0036605i,0.00098027-0.0019641i,0.001714-0.0017791i,0.00077811-0.0017344i,8.8769e-05-0.00096654i,-0.00020723-0.00020539i,-0.00052704+6.7556e-05i,-0.00069894-0.00024689i,4.0413e-05-0.00077739i,0.00039064-0.00064476i,0.00047821+1.0946e-06i,0.0011402-0.00041314i,0.0013136-0.001325i,0.00075742-0.0010621i,0.00050843-0.00047048i,2.1111e-05-0.00080324i,7.1514e-05-0.0011645i,0.00063143-0.00051275i
-0.00067703-8.6183e-06i,-4.4027e-05-0.00059123i,0.002217-0.00053777i,0.0038324-0.0021169i,0.0034429-0.0036948i,0.0029998-0.0023311i,0.0032847-0.0011879i,0.002647-0.0011758i,0.0011458-0.00047663i,0.00095746+7.1495e-05i,0.0011505-8.4648e-05i,0.00071348-0.00055773i,0.00052817-0.00047536i,-0.00015109-0.00035654i,-0.00048006-0.00034762i,0.00043385-0.00023532i,0.00047409+0.00030842i,-0.00038389+0.00011648i,9.7923e-05-0.0007014i,0.00048053-0.0013375i,1.7701e-05-0.0015063i,-0.00025518-0.00056857i,-0.00033513-5.5203e-06i
1.1242e-05-0.0002319i,0.00088667-0.0015006i,0.0017945-0.0034673i,0.0024171-0.0051708i,0.0011052-0.00482i,-0.00023425-0.0018457i,0.00087534+0.00044915i,0.0024233+0.00055097i,0.002059-0.00021556i,0.00071193-0.00047675i,0.00096546-0.00028183i,0.0015698+0.00060242i,0.0011244+0.00054855i,0.00064649+0.00040663i,0.00025371+0.00089289i,0.00043027+0.0005712i,0.00082576-3.7574e-05i,0.001242-4.3262e-05i,0.0015217-8.6765e-05i,0.0009976-0.00038478i,0.0001698-0.0005748i,-0.00051265-0.00010763i,-0.00057638+0.00046009i
0.0014788+1.4936e-05i,0.0033139-0.00016026i,0.0047709-0.0015573i,0.0042048-0.0038328i,0.0014472-0.0050028i,-0.0003948-0.0032404i,0.00095986-0.00058601i,0.0015415+0.00028717i,0.00040158-0.00021441i,-7.4169e-05+0.00027315i,-0.00025367+0.00090602i,-0.00059225+0.00052356i,-0.00080951+0.00025247i,-0.0011749-0.00024956i,-0.00060749-0.00096578i,-4.7839e-05-0.00083242i,0.00039667-0.00049009i,0.00099497-0.00036425i,0.00077866-0.00015283i,0.00010999-0.00032341i,-0.00031396-0.00013658i,-0.00060661-0.00018553i,-0.00085411+0.00035113i
-0.00093305+0.0023061i,-0.0010062+0.0021804i,0.00073757+0.00088448i,0.0023331-0.0018542i,0.001435-0.0028762i,0.0011426-0.0011336i,0.0014978+0.00036609i,0.0011481+0.00028709i,0.00046433-0.00019018i,-0.00030614-1.7816e-05i,-0.00022729+0.00019409i,-0.00020421+0.00031064i,-0.00074475+0.00070909i,4.9687e-05-0.00010253i,0.00089762-0.00058624i,0.00080673-5.0503e-05i,-0.00022497-0.00033212i,-0.00086019-0.00039384i,0.00053317-0.0004623i,0.0016914-0.0005448i,0.0013675-0.00076118i,0.00060269-0.0012377i,0.00018393-0.00060958i
-0.0010548+4.0577e-05i,-0.0011691-0.00078204i,0.00027313-0.0024897i,0.0010765-0.0043128i,0.00034747-0.0048059i,0.00047305-0.002939i,0.0023872-0.00049713i,0.0029087+0.00046125i,0.0020255+0.00057479i,0.0010023-0.00012828i,0.00059429-0.0011292i,0.00036413-0.00047967i,-5.3475e-05+0.00074391i,-0.0001745+0.00085881i,-0.00075489+0.00087024i,-0.00097696+0.0006081i,-0.00068352+0.00020055i,-0.0005334+6.0655e-05i,2.8504e-05-0.0010102i,-0.00035468-0.00089961i,-0.00097742+0.00051225i,-0.00044575+3.7417e-05i,0.00068613-0.00055265i
0.00061385-0.00072274i,0.0029362-0.0021024i,0.0046117-0.0026397i,0.0039928-0.0044519i,0.0029019-0.0054493i,0.0018669-0.0035992i,0.0021717-0.0013825i,0.0024507-0.00031563i,0.0011693-0.00036731i,0.00032669-0.00072492i,0.00086741-0.00074678i,0.0010765-0.0005459i,0.00065037-0.00040284i,0.00020904-0.00054554i,0.00024601+8.1473e-05i,0.00030009+0.00043935i,0.00053758-8.9534e-05i,0.00090033-0.00011827i,0.00082317+0.00013309i,0.00048149+0.0001603i,0.0008543-0.00019985i,0.0014146-0.00067056i,0.00029361+4.4569e-06i
0.00098102+0.0021546i,0.0012378+0.0018329i,0.0024233+0.0010382i,0.0031244-0.0010817i,0.0014454-0.0027585i,-2.9449e-05-0.0016154i,0.0012477-0.00021467i,0.0025896-5.6516e-06i,0.0016088-0.00017909i,0.00028868-0.00037013i,-0.00031416-0.00056773i,-0.00040706-0.00059519i,-0.0010419-0.00051834i,-0.0015713+0.00013672i,-0.0013681-3.3264e-05i,-0.00051301-0.00057186i,0.00036611-0.00070102i,0.00050173-0.00077615i,0.00077051-0.00076909i,0.00099413-0.0011264i,8.5151e-05-0.00071668i,-0.00048766+0.00012668i,-0.00022588+0.00026605i
-0.0012058-0.00058066i,-0.00070699-0.0014017i,0.00094763-0.0035272i,0.0030067-0.0058569i,0.0025836-0.0053111i,0.0012834-0.0025815i,0.0018139-0.00061757i,0.0024088-0.0010225i,0.0020789-0.0019815i,0.0010617-0.0013152i,0.00038862-0.00038829i,0.0006091+0.00017455i,0.00032698-8.9764e-06i,0.00036471-0.00062179i,0.0011391-0.00085431i,0.00078897-0.00018138i,-8.0132e-07-0.00017419i,0.00067148+6.8226e-05i,0.0011699+0.00073706i,0.00037807+9.0773e-06i,-0.00043735-0.00052694i,-0.0004387-0.00019848i,0.00041522-0.00016071i
0.0022714-0.0014644i,0.0028773-0.0011163i,0.0030829-0.0014795i,0.0022834-0.0029461i,0.00077509-0.0039562i,0.0010324-0.0019233i,0.0021504-8.9534e-05i,0.0027188+0.00032304i,0.0021665+0.00010791i,0.0010304+0.00038954i,1.896e-05+0.00096437i,0.00024341+0.00042516i,0.00073037-0.00018854i,0.00065927-0.00027553i,0.00036296+0.00018528i,0.00014574+0.00040613i,0.00080252-0.00039303i,0.0015494-0.0013413i,0.001335-0.00055819i,0.00033165+0.0003685i,-0.00030631-0.00012016i,0.00016622-0.00028907i,7.7715e-05-0.00024355i
2.926e-05+0.00011821i,0.0013068+0.00063007i,0.002388-0.0010063i,0.0023524-0.00329i,0.0015834-0.0042534i,0.00043077-0.0027792i,0.00058255-0.00088098i,0.0016035-0.00030787i,0.0016321-0.00021518i,0.00089684+6.3995e-05i,0.00050205+6.3384e-05i,0.00077223+0.0005251i,0.0011154+0.00091439i,0.00068625+0.00023419i,0.00035444-0.00037362i,0.00069692-0.0002688i,0.0014057-0.00018874i,0.0012324-0.00010543i,-1.8268e-05-1.3634e-06i,-0.00092318-0.00027703i,-0.00094559-0.00071086i,-0.00052526-0.00042102i,0.00037074-2.5537e-05i
-0.0003522-9.8549e-05i,0.00065246-0.00051868i,0.0028057-0.0019704i,0.0040011-0.0045971i,0.0024899-0.0056125i,0.0018124-0.0032028i,0.0028574-0.00018989i,0.0022029+0.00036749i,0.00094988+0.00035389i,0.00012291+1.7385e-05i,6.3533e-05-0.0010047i,0.0009045-0.0013675i,0.0011453-0.0016531i,0.00049243-0.0010392i,0.00033986+0.00025438i,0.0002707+0.00049031i,0.0002845+0.00010819i,0.00091107-0.00080045i,0.00072037-0.00083009i,0.00022584+0.00015733i,0.00028546+0.00027785i,0.00019995-0.00038588i,-0.0001373-0.00068415i
0.00096724-0.00095163i,0.0022022-0.00037017i,0.0031552-0.0013942i,0.0032951-0.0039435i,0.002195-0.0047265i,0.0010512-0.0023739i,0.0020625-0.00043191i,0.00287-0.00020412i,0.0013707-0.00042792i,0.00050646+0.0002374i,0.00064925+0.00038216i,0.0003921-0.00070494i,7.4447e-05-0.0013706i,-0.0003035-0.0013758i,-0.00015488-0.0016627i,0.00071805-0.00096461i,0.00097135-0.00027214i,0.00086093-0.0008445i,0.00083738-0.0012073i,0.00024875-0.00077229i,-0.00054137-0.00013214i,-0.00041565+5.7996e-05i,7.7775e-05-0.00021628i
0.00035766+0.00096078i,0.0016852+0.0011364i,0.0038029+0.00018838i,0.0043076-0.0019518i,0.0026702-0.0028803i,0.0013689-0.0012795i,0.0016009+0.00046263i,0.0020364+0.00061404i,0.001525+0.00069102i,0.001336+0.00079218i,0.0020734+0.00030925i,0.0017135-0.0005129i,0.00093303-0.00027541i,0.00016855+7.9863e-06i,3.3917e-05+0.00019038i,0.00061524-0.00012248i,0.0011448-0.00020592i,0.00099736+0.00014375i,0.00061984+4.3428e-05i,0.00039247-0.00015332i,0.00077448-2.1367e-05i,0.00065609-0.00015451i,0.00035804-0.00080674i
-0.00023091-0.00025144i,-0.0010231-0.0011239i,0.00026599-0.0023495i,0.0023346-0.0044969i,0.003678-0.0057741i,0.0034185-0.0036807i,0.0033217-0.00076179i,0.0027199+9.546e-05i,0.0012576-0.00087717i,0.00095825-0.001561i,0.0010589-0.0017743i,0.001206-0.0012556i,0.00028634-0.00072392i,-0.00091545-6.5382e-05i,-0.00063868+0.00015186i,0.00026715-0.00031098i,0.00029566-0.00032734i,0.00037014-0.00017774i,0.00033698-2.2588e-05i,-0.00037181+8.317e-05i,-0.001023-0.00021204i,-0.00059415-0.00048341i,-0.00038111-0.00045706i
-0.0015629-0.00048106i,0.0003399-0.0015192i,0.0016858-0.0022606i,0.0023506-0.0042175i,0.0014761-0.0048035i,0.00076353-0.0030358i,0.0015491-0.00097762i,0.0029403+0.00019219i,0.001936-0.00030004i,0.0002755-0.0006599i,0.00060306+2.0921e-05i,0.00010516-0.00039239i,-0.00031431-0.00094631i,-5.1649e-05-0.00056831i,-0.00042852-0.00020672i,-4.4044e-05-0.0003615i,0.00050309-0.0010584i,0.00014979-0.0013957i,-0.00061165-0.0011588i,-0.00038291-0.0014868i,0.00071033-0.0015411i,0.00067296-0.0012232i,0.00025923-0.00046864i
-0.00085316-0.0013628i,0.00070616-0.00094206i,0.0018366-0.0013492i,0.0024631-0.0034466i,0.0015277-0.0043556i,0.00085924-0.0020219i,0.0016658+0.00037688i,0.0019499+0.00010624i,0.00085147-0.00052877i,-0.00015978-0.00015598i,0.00016029+0.00021895i,0.00045876+0.00050039i,0.00042949+0.00031674i,0.0010034-0.00035268i,0.0010983-0.00061101i,0.00051204-0.00063273i,-3.6496e-05-0.00065452i,-0.00061753-0.00040069i,-0.0010994-0.0004573i,-0.00040531-0.00036934i,0.00038505+0.00011378i,0.00041098+3.9396e-05i,0.00037453-0.00060449i
0.0010045+0.00029269i,0.0012564-0.00016275i,0.0037558-0.0030221i,0.0054419-0.0058665i,0.0035419-0.0061388i,0.0015613-0.0033378i,0.001498-0.00061246i,0.0017587+1.841e-05i,0.0012291-0.00054122i,0.00019294-0.0005057i,-0.0004108+0.00025989i,-0.00028112+0.00056697i,0.00043661+4.5311e-06i,0.00082509-0.00015532i,0.00012562+0.00025035i,-0.00051741+0.00051123i,-7.083e-05+0.00025004i,-0.00016364+0.00011959i,-0.00066612+0.00013578i,-0.00039751-0.00044131i,-6.3728e-05-0.00053254i,2.2502e-05-0.00041788i,0.00039139-0.00047396i
0.00089894-0.00063107i,0.0032016-0.00094912i,0.003996-0.001183i,0.0042666-0.0031063i,0.0029013-0.0038558i,0.0009508-0.0020272i,0.0017439-0.0001942i,0.0031592+0.00034168i,0.0019838+0.00017279i,0.00057867-0.00047704i,0.00018775-0.00063851i,0.00020286+0.0001086i,0.00029426-2.8298e-05i,-0.00013323-0.00045815i,-0.00032079-0.00030397i,-0.00052559+0.00010997i,-0.00055776-0.00022001i,0.00028897-0.00099003i,0.00048061-0.0018329i,0.00021036-0.0013286i,-7.6996e-05-0.00047782i,0.00032697-0.00059456i,0.0013105-0.00011843i
-0.0003133-0.00031274i,0.00081299-0.00063985i,0.0020017-0.0010556i,0.0027029-0.0031551i,0.0023613-0.0043054i,0.0013581-0.0011112i,0.0015721+0.0011814i,0.0016967+0.00083291i,0.00026689-0.00014968i,-0.00069656-0.00074541i,-0.00052337-0.00025465i,-0.00023709+0.00018969i,6.2071e-06-0.00028756i,-5.3391e-05-0.00025788i,0.00011493+2.8378e-05i,0.00070126+0.0005775i,0.0010414+0.00088609i,0.0011826+0.00030063i,0.00070496+0.00015884i,0.00037209-0.00072794i,0.00040122-0.0011108i,0.00038181-0.00048654i,0.00030128+7.7557e-05i
-0.00048165+0.0011722i,0.00095441-0.00026173i,0.003313-0.0024216i,0.0043121-0.0054435i,0.0032882-0.0059192i,0.0017979-0.0033343i,0.0019532-0.00059004i,0.0017286+9.6256e-05i,0.00063995-0.00057606i,0.00048769-0.00086879i,-0.00011103-0.00089021i,-0.00089937-0.00027586i,-0.0013279+0.00024576i,-0.00077228+0.00060647i,-0.00026904+0.00073568i,0.00013138+0.000268i,0.00056119-1.9408e-05i,0.00040209+2.9349e-05i,-0.0001163-0.00023364i,-0.00012433-0.00054527i,0.00014082-0.00057877i,-2.1907e-05-0.00081125i,7.7614e-05-0.0006714i
0.0011274+0.0017646i,0.0015022+0.0010143i,0.0029719-0.0015018i,0.004556-0.0058062i,0.0037279-0.006947i,0.0014316-0.0041602i,0.00054772-0.0014071i,0.00059384-0.00057775i,0.00086546-0.00050244i,0.0012953-0.00071975i,0.00020051-0.0010832i,-0.0011122-0.00089183i,-0.0013363-8.3832e-05i,-0.0011525+0.00036381i,-0.00080451+0.00031762i,-0.00089562+0.00082786i,-0.0005792+0.00065038i,0.00040624-0.00028312i,0.00044359-0.00070607i,0.00015841-0.00060383i,0.00029429+1.435e-05i,-0.00019191-0.00015619i,-0.00016866-0.00025041i
-0.0003722+0.00030238i,0.00097211+1.5327e-06i,0.0020655-0.00087846i,0.0033992-0.0024775i,0.0025604-0.003631i,0.0011903-0.002154i,0.0015601+0.00053768i,0.0017914+0.00051193i,0.00109-0.00073876i,0.00027876-0.00044226i,-1.9365e-05-0.00030379i,2.8034e-05-0.00080458i,4.4148e-06-0.0010236i,-0.00049874-0.0019129i,-0.0001689-0.0011888i,0.00022281-0.00065862i,0.00014436-0.00099796i,-6.9676e-05-0.0011373i,0.00010709-0.0012385i,0.00045133-0.0010934i,0.0007327-0.00035854i,0.00040275-2.9526e-05i,-0.00020956-0.00015047i
-0.00049379-4.0418e-05i,0.00020277-0.00025547i,0.0018617-0.0010413i,0.0025993-0.0036605i,0.0016251-0.0053387i,0.0010744-0.0034594i,0.0014589-0.00061106i,0.0018322-9.76e-06i,0.0015028-0.00050665i,0.0006981-0.0007922i,7.8758e-05-0.0011457i,-0.00035107-0.00097927i,-0.00058132+4.4886e-05i,-0.00029213+0.00044584i,-0.00010817+0.00021234i,0.00035353-0.00023875i,0.0013453-0.00028955i,0.00097954-2.3877e-05i,-0.00042345-0.00039905i,-0.00065435-0.00032133i,-0.00017957+2.1629e-05i,-5.7705e-05+0.00036129i,-0.00053853+0.00050392i
-0.00093431+0.00038195i,0.00051349-0.0013223i,0.0025701-0.0031891i,0.0046134-0.005673i,0.0043401-0.006207i,0.0024373-0.0039432i,0.0021236-0.0012086i,0.002434+0.00010531i,0.0015322+0.00066976i,0.00045798+0.00094793i,0.00047289+0.00091922i,0.00050399+0.00093887i,-0.00017133+5.4858e-05i,-0.00062399-0.000445i,-0.00036627+0.00011409i,0.00010686-0.00020717i,0.00026303-0.0007778i,0.00057589-0.00070622i,0.00047255-0.00011291i,0.00029748+0.00047937i,0.00081881-0.00029457i,0.0011499-0.00064561i,0.0010333-0.00031871i
0.00013899+0.00019174i,0.0013882-0.00017966i,0.0030366-0.0019337i,0.003905-0.0048556i,0.0024116-0.0055115i,0.0018631-0.0033038i,0.0026965-0.0003345i,0.0030275+0.00044002i,0.0019394-0.0004036i,0.00067816-0.00063482i,0.000585-0.0002472i,0.00043091-6.2713e-05i,0.00017116-0.00040575i,-0.00022624-0.00016039i,-0.00043499+0.00030621i,-0.00051275+0.00016267i,-0.00014336-0.00036887i,0.000344-0.00072934i,0.00036934-0.00063499i,0.0006289-0.00050639i,0.0010837-0.00060527i,0.0010747-0.00066275i,0.0012926-0.00017118i
