-0.0024114+0.0005765i,-0.0009831+0.00093558i,-0.0019329+0.0040084i,-0.0024711+0.0072564i,-0.0019894+0.0085699i,-0.00093227+0.0055047i,-0.00073457+0.0022943i,-0.0004031+0.00069497i,0.00039661-0.00068761i,0.00043034-0.00062397i,0.00012105-0.00054365i,-0.00027995-0.0010265i,-0.00051521-0.0013337i,-0.00095562-0.0013038i,-0.0017728-0.0012217i,-0.00091916-0.00039087i,-8.0051e-05+0.00030418i,-0.00068714+0.00044848i,-0.00098128+0.00047518i,-0.00023849+0.00030968i,-9.9093e-05+0.00086928i,-0.00050702+0.0010574i,-0.00030454+0.00072771i
0.0001296-0.0015647i,-0.00081996+0.00014876i,-0.0033436+0.0016332i,-0.004596+0.004554i,-0.0037297+0.0059277i,-0.0020604+0.0035891i,-0.0014154+0.00068703i,-0.0010034-0.001054i,-0.00050976-0.0015476i,-0.0006824-0.0013083i,-0.00051737-0.00053506i,-3.8384e-05+0.00063877i,0.00025974+0.0011215i,0.00057964+0.00023937i,0.0004887-0.00057659i,0.00025027-0.0003676i,-0.0009571-8.4382e-05i,-0.0012434-0.00010757i,-0.00032708+0.00091333i,7.5784e-05+0.0010527i,-0.00033987+0.00058985i,-0.00080354+0.0007588i,-0.00051284+0.0007834i
-0.00055775+0.00036338i,-0.0015716+0.00096607i,-0.0027045+0.003918i,-0.0030449+0.0059894i,-0.0017224+0.0060599i,-0.0010667+0.0031232i,-0.0021379+6.0888e-05i,-0.0017383-0.00075018i,-0.00012496-0.00085778i,0.00032013-0.00050963i,-0.00043093+0.00035425i,-0.0006836+0.00020955i,-0.00021367-0.00055467i,0.00028376-0.0011328i,-9.1556e-05-0.0012185i,-0.00076175-0.00092168i,-0.00052984-0.00050175i,-0.00034741+1.3337e-05i,-0.000354+0.00034933i,-0.00017602+0.00013026i,-5.9952e-05-0.000106i,0.00010883+0.00025105i,0.00040511+0.0007257i
-0.0027238+7.1646e-05i,-0.0023487+0.00082744i,-0.0026891+0.0021477i,-0.0030601+0.0046295i,-0.0025042+0.0056246i,-0.0013155+0.0032573i,-0.00093414-5.5003e-05i,-0.00055157-0.0018569i,-0.0002884-0.0020472i,7.9368e-05-0.0010824i,0.0005909-2.8589e-06i,0.00051942-7.4641e-05i,0.00046272-0.00072795i,-5.3267e-05-0.0010068i,-0.00068164-0.00058425i,-0.00068814-0.00073114i,2.8868e-05-0.00064254i,0.00014046+6.8641e-05i,-3.1788e-05+0.00069769i,0.00022774+0.0012091i,0.00030335+2.645e-05i,8.5245e-06-0.00082405i,-0.00025226-0.00036915i
-0.0010823+0.00070636i,-0.001501+0.00025903i,-0.0028076+0.0015513i,-0.0047551+0.0030101i,-0.0044258+0.004048i,-0.0024814+0.0030275i,-0.0024639+0.0010902i,-0.003043+0.00017776i,-0.0013726-0.00011054i,0.00030037-0.00044882i,0.00038963-0.00077566i,0.00053945-0.0014901i,0.00016933-0.0010332i,-0.0003149-0.00017612i,-7.4245e-05-0.00057527i,-0.00069899-0.0010104i,-0.0013803-0.00039759i,-0.0011503-6.5688e-06i,-0.0010699-0.00079335i,-0.00050301-0.00031023i,-7.0652e-05+0.00036873i,-0.0007206-0.0004136i,-0.0002901-0.00094806i
-0.00061517-0.0012687i,-0.0012684+0.00092814i,-0.0040422+0.0031133i,-0.0044892+0.0055065i,-0.0029021+0.0060558i,-0.00080201+0.0039638i,-0.00063317+0.00066652i,-0.001169-0.0010914i,-0.00027221-0.00068569i,-0.00016243-0.00052595i,-0.00065531-0.00015066i,-0.00018627-0.00025655i,0.00043972-0.0011029i,0.00013623-0.0010185i,-0.00093233-0.0006138i,-0.0013148-0.00016668i,-0.00046447+0.0011207i,0.00048519+0.0009916i,-0.00028286-0.00049538i,-0.00029439-0.00011583i,0.00081745+0.0011576i,0.00085515+0.0009132i,0.00020084+7.9513e-05i
-0.00057523-0.00039708i,-0.0016845+0.00059776i,-0.0037406+0.0014815i,-0.0048222+0.0035239i,-0.004157+0.0048058i,-0.0028611+0.002842i,-0.0020695+0.00095562i,-0.001799+0.00061269i,-0.00074285+5.1061e-05i,-7.6197e-05-0.0006209i,-0.000384-0.0004655i,-0.00055761+0.00021945i,-0.00029808-0.0001007i,0.00018052-0.00058531i,0.00031784-0.00081601i,0.00021047-0.00098235i,-0.00010083-0.001145i,-0.00014359-0.0011112i,-0.00032461-0.00036544i,-0.00075746-0.00011885i,-0.00099897-0.00029208i,-0.00072721+9.3294e-05i,0.00013207+0.0006714i
0.00051488+0.0001012i,3.8921e-05-0.00023259i,-0.0010886+0.00064649i,-0.0025742+0.0030393i,-0.0019115+0.0033695i,-0.0013264+0.0014356i,-0.0027744+0.00011867i,-0.0030477-0.00012299i,-0.0013035-0.00036049i,0.00059057-0.00090324i,0.00051487-0.00051961i,-0.00027933-0.00033623i,-0.00031345-0.001092i,8.3045e-05-0.00085704i,0.00018207-0.00030711i,-0.0003149-0.00066632i,3.4846e-05-0.00060153i,-1.8272e-05+0.00015087i,-0.0003428+0.00053637i,-0.00063219+0.00020404i,-0.001007-0.00029704i,-0.00079131-0.00091076i,-0.000502-0.00090512i
0.00044824+0.00011556i,-0.00017835+0.00022608i,-0.0023945+0.0025318i,-0.0039112+0.0050998i,-0.0028242+0.0063029i,-0.0015792+0.0035685i,-0.0017317-0.00023254i,-0.0017424-0.0013483i,-0.0010083-0.00051887i,-0.00057823-0.0004783i,0.00068305-0.00060337i,0.0012873-0.00067988i,0.00027772-0.0012447i,-0.00073045-0.00065118i,-0.00034353-0.00028156i,0.00020914-0.00062375i,-0.00041324-0.00027841i,-0.0009285-0.00025371i,-0.0015477-0.00028517i,-0.0018709+0.00024201i,-0.00059248+0.00020565i,0.00042129-0.00013526i,4.6107e-06-0.00020852i
0.00043029-6.1882e-05i,0.0003112+0.00051521i,-0.0020056+0.0014274i,-0.0039946+0.0038993i,-0.0026472+0.0049489i,-0.0017355+0.0030233i,-0.0018622+0.0006534i,-0.0010413-0.00050327i,-0.0001167-0.0011429i,0.00013717-0.0012967i,0.0001519-0.0011017i,0.00057058-0.0015726i,0.00051245-0.0014566i,0.00042349-0.0013012i,0.00059695-0.0016693i,7.5432e-06-0.00098307i,-0.0010148-0.00085665i,-0.0016525-0.00014168i,-0.0011786+0.00080183i,2.6817e-05+0.00052336i,-7.1977e-05+1.3497e-05i,-0.00043503+0.00018929i,-4.2466e-05+0.00010015i
-0.00023146-0.00042958i,-0.00084817+0.00082362i,-0.0025459+0.0035582i,-0.0039971+0.0063985i,-0.0025969+0.0065094i,-0.00068051+0.0037178i,-0.0009675+0.00011425i,-0.0015773-0.0015005i,-0.0009401-0.0014478i,-0.00074326-0.00096372i,-0.00024768-0.00069595i,0.00018079-0.00073785i,-0.00026372-0.00092167i,-0.00033094-0.0010578i,-9.7119e-05-0.00082319i,-5.5496e-05-0.00014017i,-0.00018896+0.00069219i,-0.00084878+0.00038401i,-0.0007984-7.764e-05i,-0.00026732+0.00024519i,-0.00017957+0.00024232i,0.00025825+0.00065372i,-6.1957e-07+0.0010282i
0.00039938-0.0019566i,-0.0010816-0.0016092i,-0.002569+0.00022521i,-0.0034671+0.0027086i,-0.0027836+0.0043118i,-0.0013741+0.0021878i,-0.0012521-0.00035721i,-0.0013645-0.00099507i,-0.00042398-0.00082672i,0.00021918-0.00049683i,0.00036441-0.00099206i,0.00063361-0.0011395i,0.00086079-3.8598e-06i,0.00047855-0.00013287i,-8.2707e-05-0.00058856i,-0.00071472+4.6123e-05i,-0.0011606+0.00018252i,-0.0012609+0.00021526i,-0.0009675+0.00065424i,-0.00030005+0.0008366i,-0.00023472+0.00042901i,0.00029532-0.00028829i,0.00044619-0.0010595i
-0.00097565+0.00080827i,-0.0011922+0.00074993i,-0.0025991+0.0017004i,-0.0025773+0.0033363i,-0.0011455+0.004266i,-0.00041959+0.0023332i,-0.0015829-0.00079007i,-0.0021928-0.0016402i,-0.0014028-0.00089472i,-0.000916-0.0005362i,-0.00055409-0.0006153i,-0.00023604-0.00065775i,-1.6415e-07-0.00061501i,-0.00015202-0.00062205i,-0.00032148-0.00062455i,-0.00047272-0.00035529i,-0.00093161+0.00020282i,-0.0011243+0.0011829i,-0.00019898+0.0013068i,-0.00013103+0.00068002i,-0.00046943+5.8018e-05i,-1.3101e-05-0.00051363i,0.00019557-0.00082366i
-0.00040708-0.0014285i,-0.0004479-0.00066948i,-0.0022598+0.0028439i,-0.0031443+0.0074738i,-0.0024371+0.0086543i,-0.0015417+0.0052788i,-0.0016179+0.0013459i,-0.0016451-0.00079697i,-0.00077832-0.001553i,-0.00070041-0.0011837i,-0.0011471-0.00082069i,-0.0009215-0.00071912i,-0.00065335-0.00062683i,-0.00035789-0.00028626i,5.8439e-05-0.00054642i,-0.00027153-0.0006362i,-0.00073716-8.1536e-05i,-0.00087428+0.00038552i,-0.00056886-0.00026038i,-0.00036066-0.00013972i,7.3303e-06+0.00033079i,-7.3637e-05+0.00038883i,0.0001104+0.00022325i
-0.00065183-0.0010741i,-0.0015131-0.0016091i,-0.002781+0.00015445i,-0.0033768+0.0037405i,-0.0020554+0.0053858i,-0.00048684+0.0026324i,-0.0014887-0.00086962i,-0.0025226-0.001571i,-0.0020474-0.0011307i,-0.00086677-0.00085996i,0.00037855-0.0010305i,0.00050526-0.0013724i,-0.00011558-0.00092108i,-0.00026913+5.346e-05i,-0.00078461+0.00044189i,-0.0013306+0.00029283i,-0.0012249-0.00066487i,-0.00075957-0.00093625i,-0.00085596+0.00026074i,-0.00072497+0.00012605i,-0.00021384-0.00025813i,-9.9273e-05+0.00011353i,-0.0002056+0.00011981i
-7.1201e-05+0.00079987i,3.4992e-05+0.00023247i,-0.0018676+0.0015057i,-0.0036887+0.0045471i,-0.0029379+0.0052707i,-0.0015694+0.0027626i,-0.0022122+0.00030853i,-0.0024402+3.7406e-05i,-0.0011311-0.00023432i,-0.00056769-7.5002e-05i,-0.0010657+0.00042145i,-0.0009253+0.0003608i,-0.00019192+0.00023722i,0.00019273-0.00097315i,-0.00011656-0.0014951i,-0.00014968-0.0011284i,-6.6519e-06-0.0011048i,0.00020119-0.00075674i,0.00056417-0.0008884i,0.00022582-0.00065295i,-0.00057501+0.00024741i,-0.001142+6.7737e-05i,-0.0009972+9.9231e-05i
-0.00014769-0.00081817i,-0.0010152+2.9161e-05i,-0.0031153+0.0022441i,-0.00413+0.0046452i,-0.0032219+0.0055754i,-0.0020637+0.0032985i,-0.0021565-7.92e-05i,-0.0024247-0.0012388i,-0.0012338-0.0011675i,0.00034632-0.00065171i,0.00077216+0.00016807i,0.00057821-0.00020725i,0.00055372-0.00070934i,0.00067709-0.00042872i,-0.00045555-0.00049607i,-0.001179-0.00042773i,-0.00059397+0.00019124i,-0.00062985+0.00084855i,-0.0011269+0.00036629i,-0.0012505-2.5861e-05i,-0.0011976+0.00026934i,-0.00088301+0.00053477i,-0.00047905+0.00028128i
0.00019687-0.00080683i,-0.00052021+0.0001036i,-0.0017952+0.0017035i,-0.0031656+0.0037761i,-0.0036389+0.0044939i,-0.0026562+0.0029821i,-0.0025474+0.00081141i,-0.0020123-0.00059749i,-0.00062025-0.00068235i,-7.92e-05-0.00016362i,-0.0001234+0.00019395i,5.0853e-05-0.000577i,0.00065742-0.00056912i,0.00026133-0.00042336i,-0.00027991-0.0011607i,1.0257e-05-0.00081437i,0.00012473+0.00018038i,-0.00060446+0.00075901i,-0.00082492+0.00048004i,-8.5406e-06+0.00020894i,0.00028889+0.00016935i,-0.00013927-0.00050236i,-0.0002926-0.00063468i
0.00024915-0.00055087i,-0.00012335+0.00032014i,-0.0014942+0.0018478i,-0.001995+0.0041409i,-0.0014172+0.0048939i,-0.001138+0.0025623i,-0.0019201-0.00027082i,-0.0018344-0.00080534i,-0.00052595-0.00085852i,9.3327e-06-0.0011661i,0.00061879-0.00042451i,0.00087057+0.00012815i,-0.00010291-0.00032884i,-0.00054044-0.00055291i,0.0004524-0.0008113i,0.00099004-0.0011398i,0.00021214-0.00044234i,-0.00010393+0.00079527i,7.1334e-05+0.00095576i,-0.00057026+8.2528e-05i,-0.00070467+1.8364e-05i,-0.00033149+0.00043156i,2.6724e-05+0.00058304i
0.00052801+0.0023221i,-0.00091396+0.0015217i,-0.0022381+0.0016245i,-0.0031101+0.0033773i,-0.0022679+0.0040183i,-0.001662+0.0019518i,-0.002698+0.00019188i,-0.0023748+0.00015i,-0.00071708-0.00023169i,0.00032569-0.00049526i,0.00019882-0.0003366i,-0.00047874-0.00025292i,-0.00073843+0.00010475i,-0.00018562+0.000593i,-0.00025921+0.00049361i,-0.0015039-0.00045997i,-0.001675-0.0004572i,-0.0016862+0.00067473i,-0.0013142+0.00040748i,-0.001189-7.4353e-05i,-0.001532-0.00014691i,-0.000775+0.00019666i,-0.00059574+0.00028117i
0.00083652-0.00029713i,0.00030855+0.00022321i,-0.0016803+0.0015242i,-0.0027429+0.0044455i,-0.002082+0.0048438i,-0.001483+0.0026355i,-0.0018473+0.00056966i,-0.0019045+0.00026904i,-0.00090671+9.4348e-05i,6.8211e-05-0.00044786i,0.00041477+0.00035465i,0.00076323+0.00086069i,0.0011679-5.9606e-05i,0.00034824-3.4169e-05i,-0.00049922+0.00053543i,-0.00025705+0.00011126i,-0.0001906+8.4045e-05i,-0.0013718+0.00057169i,-0.001896+0.00032947i,-0.00070863+9.9242e-05i,5.518e-05+5.6799e-05i,0.00012441-0.00046331i,0.00055382-6.6987e-05i
0.00080787+0.00059743i,0.00016467+0.001297i,-0.00095382+0.0016348i,-0.0024003+0.0039415i,-0.0030719+0.004587i,-0.002516+0.0015699i,-0.0023273-0.0001383i,-0.0018098+0.00016006i,-0.0004132-0.00020138i,9.9716e-05-0.00055234i,0.00041694-0.000197i,0.00074238+0.00042337i,0.00085485+0.00073727i,0.0013021+0.00026299i,0.0010985-0.00035953i,-1.6079e-05-0.00080754i,-0.00019583-0.00039601i,-0.00026798+0.00080965i,-0.00032779+0.00034516i,-0.0002107+3.8433e-05i,-0.0005636-0.00047926i,-0.0002617-0.00066712i,0.00035016+0.00028304i
-0.00016755+0.0019398i,-0.00083566+0.0023858i,-0.0016772+0.0033882i,-0.002642+0.0049492i,-0.0026755+0.0045831i,-0.0015199+0.0015834i,-0.0011035-0.0010766i,-0.0012502-0.0018038i,-0.00071186-0.0015638i,1.8647e-05-0.00054465i,0.00019502+0.00022522i,0.0004484-0.00048041i,2.5039e-05-0.00088809i,-9.7424e-05-0.00039243i,0.00044158-0.00025163i,0.00035966-0.00027209i,-0.00053599-0.00038895i,-0.001121-0.00022394i,-0.00055641+0.0001908i,8.763e-05+0.00066631i,0.00025114+0.0012328i,-6.8157e-05+0.0010182i,-0.00074689+0.00033314i
-0.001326+0.0016972i,-0.0033468+0.001358i,-0.0042084+0.0014874i,-0.0043862+0.0035452i,-0.0037198+0.0044643i,-0.0027343+0.0018511i,-0.0024087-0.00055718i,-0.0012844-0.0011848i,0.0002916-0.0011777i,0.00014525-0.0015579i,-0.00048661-0.0011599i,-0.00018286-0.00047574i,-0.00036364-0.00072116i,-0.00081062-0.00090782i,-0.00067298-0.00052681i,-0.00094879+0.00011413i,-0.00080247+0.00033031i,-0.00045783+0.00021539i,-0.00079285+0.00021238i,-0.00088825+0.00014207i,-0.00062262+3.961e-05i,-0.00079033+0.00036884i,-0.00059327+0.00076265i
-0.0012032-0.0002537i,-0.0011057-0.00086835i,-0.0023302+0.00048343i,-0.0031982+0.0033848i,-0.0022402+0.0057703i,-0.00078311+0.0042711i,-0.0010036+0.0010521i,-0.00098505-0.00043128i,-0.0005197-0.00047949i,-0.00098701-0.0004311i,-0.001188-0.00033733i,-0.00073577-0.00032799i,-0.00050867+0.00039015i,-5.2714e-05+0.001109i,3.5144e-05+0.000323i,-6.4991e-05-0.00067492i,-0.00051445-5.0055e-05i,-0.00035649+0.00051512i,-6.3896e-05+0.00049858i,-0.00046705+0.000761i,-0.00036643+0.00089991i,-2.2884e-05+0.00097359i,6.5475e-05-0.00023516i
-0.0008806+0.00025304i,-0.0011675+1.5973e-05i,-0.0016904+0.0024939i,-0.0020663+0.0057491i,-0.0015284+0.0051797i,-0.0004532+0.0011857i,-0.00076005-0.0011893i,-0.0012985-0.0010844i,-0.00090007-0.00071977i,-1.5918e-05-0.00018722i,0.00073082+0.00032777i,0.00040797+7.1243e-05i,0.00033977-0.00059156i,0.00016284-0.0007345i,-0.00028792-0.00092504i,0.00017983-0.00074418i,0.00080086-0.00030308i,-0.00023237+0.00011574i,-0.001134+0.00036808i,-0.0008009+0.00014789i,-0.00039749-0.00015002i,0.00022553-1.6311e-05i,-0.00014693-5.1431e-05i
0.0011018-6.1473e-05i,0.00050399+0.00044088i,-0.0010868+0.0019727i,-0.0025467+0.0043072i,-0.0027388+0.0051871i,-0.0023437+0.0028535i,-0.0023584+2.4541e-05i,-0.0023229-0.00092923i,-0.0016926-0.00077847i,-0.0006076-7.5166e-05i,-0.00016622+9.8161e-05i,-0.00010941-0.00044347i,0.00085698-0.00061272i,0.0013667-0.00048933i,0.00057661-0.00081578i,-0.00064274-0.00045657i,-0.0011799+0.00050322i,-0.00092314+0.00094783i,-0.000462+0.00067547i,-0.0002194+0.00041244i,-0.00025698+0.00056231i,-0.00023359+0.00056838i,-0.00012471-0.00022255i
0.00014304+0.00097592i,-0.0017014+0.00043644i,-0.0028846+0.00095069i,-0.0037279+0.0042968i,-0.0033314+0.0054073i,-0.002297+0.0029721i,-0.0028132+0.00057377i,-0.0027622-0.00020578i,-0.0011109+0.00032434i,0.00075599+8.3651e-05i,0.00099378-0.00041204i,-6.7473e-05-0.0002227i,-0.000224-0.00051473i,0.00049707-0.00070126i,0.0010131-0.00030972i,-5.1873e-06-0.00019463i,-0.00049355-0.00024319i,5.18e-05+0.00013037i,-0.00031072+0.00010618i,-0.00060797+9.9092e-06i,-0.00045219+0.00025329i,0.00033091+0.00084825i,0.00069122+0.0010457i
-0.00085039-9.6111e-05i,-0.0020878+0.0007053i,-0.0043244+0.0019239i,-0.0060967+0.0046339i,-0.0057749+0.0056506i,-0.0042032+0.0036573i,-0.0026357+0.00069165i,-0.0011685-0.00011122i,1.0636e-05-0.00011808i,7.6663e-05-7.6649e-05i,-8.2537e-05+0.00018782i,-0.00096136+3.084e-06i,-0.0011659-0.0008144i,-0.00012436-0.0010951i,0.00073277-0.0002897i,0.00056929-0.00028836i,0.00024098-0.00053947i,6.8563e-05-0.00022557i,0.00013052+0.00082058i,0.00038126+0.0012818i,0.00042453+0.00060473i,-2.2823e-05+5.2909e-05i,-0.00025591-0.00017672i
-0.00084869-0.0008589i,-0.0011635+0.00069416i,-0.0026433+0.0029533i,-0.004227+0.0063075i,-0.004078+0.0073552i,-0.00244+0.0043323i,-0.0010632+0.00054679i,-0.00015095-0.00094752i,-0.00040973-0.00038978i,-0.00039796+0.00075225i,0.00076+0.00090351i,0.00094792+0.00030472i,0.0010569-0.0003417i,0.00081311-0.0009704i,0.00038458-0.0014533i,0.00032537-0.0017119i,-0.00014419-0.0010334i,-0.00049009-2.4027e-05i,-0.00059834+0.00028544i,-0.00043972+0.00025427i,-0.00041653+0.00018756i,-0.0002157-0.00025305i,-0.00024697+0.00046921i
-0.0005561+0.00070379i,-0.0020482-0.00052251i,-0.0032994+0.00022372i,-0.0033883+0.0025748i,-0.0021047+0.0039015i,-0.0015192+0.0017381i,-0.0022859-0.0012581i,-0.0019651-0.0015869i,-0.0001355-0.00085598i,0.00074113-0.00018669i,0.0005883+0.00026914i,0.00019629-0.00041249i,-0.00041128-0.00065644i,-0.00054646-3.5664e-05i,-0.00014776+0.00090219i,-0.00058606+0.0005172i,-0.00064178-8.5368e-05i,-0.00054013-7.3171e-05i,-0.00090145-0.00074348i,-0.00037049-0.00085499i,-6.7981e-06+0.00045787i,-0.00075149+0.0011398i,-0.00084106+0.0003989i
0.00041491-0.0015984i,-0.00028494-0.0017932i,-0.0030036+0.00022803i,-0.0040068+0.0029666i,-0.0025495+0.0044008i,-0.0011327+0.0030608i,-0.0015631+0.00017184i,-0.0019942-0.0012764i,-0.00089945-0.0015596i,-0.00018115-0.0011685i,-0.00047685-0.00095136i,-0.0003978-0.0010951i,0.00066631-0.00057653i,0.0011406-0.00040381i,-0.00011295-0.00050671i,-0.00075439+8.4055e-05i,-0.0001295+0.00016033i,-0.00042587+0.00062833i,-0.00092892+0.00055094i,-0.00031705+0.00036615i,-3.7168e-06+0.00075221i,0.00020767+0.00023149i,0.00018419+0.00025272i
-0.00034976-0.0012441i,-0.0002816-0.00081309i,-0.0014032+0.00011496i,-0.0030937+0.0040072i,-0.0039332+0.0063904i,-0.002219+0.0040954i,-0.0011802+0.00026009i,-0.00066193-0.00091919i,5.0982e-05-0.00040531i,-0.00055492-0.00011482i,-0.00072639+8.8891e-05i,4.8494e-05-0.00021175i,7.5772e-05-0.00052867i,-0.00054414-0.00045773i,-0.00095144-5.9709e-06i,-0.0004581-3.1499e-05i,-1.8834e-06-0.00053219i,-0.00031309-0.00019271i,-6.7481e-05-0.00039306i,0.00019423-0.00074049i,4.9612e-05-0.00019681i,-0.00066817+2.1626e-05i,-0.00072152-9.2333e-05i
-7.2215e-05-0.00058602i,-0.0012836+0.0009317i,-0.0025607+0.0036106i,-0.0028255+0.0066761i,-0.0020978+0.0070788i,-0.00068658+0.004096i,-0.00057045+0.00054165i,-0.0010216-0.0012833i,-0.00029544-0.0015237i,0.00023998-0.0014686i,0.00064755-0.00071152i,0.00090743-0.00036763i,0.00074441-0.0012373i,0.00020915-0.0016152i,-0.0003192-0.0012719i,-0.00038613-0.0015024i,-0.00037037-0.0013603i,-0.00061381-0.00070779i,-0.00051169+5.464e-05i,0.00011965+0.00070717i,-7.2698e-05+0.00058257i,-0.00057416-0.0001763i,-0.00028593-0.00029183i
-0.00066131-0.00098254i,-0.0010727-0.0003996i,-0.0025453+0.0010539i,-0.0042767+0.0041769i,-0.0039182+0.0054811i,-0.0033915+0.0038174i,-0.0030567+0.0013384i,-0.0018462+0.0001559i,-0.0006172-0.00019939i,-0.00048154-0.00067294i,-0.00083375-0.00039069i,-0.00096698-0.00013911i,-0.00031729+0.00026074i,-0.0001055+0.00017786i,-0.00026604-0.00044611i,-0.00034479-0.00053958i,-0.00029672-0.00028471i,-0.0003273+0.00079082i,-0.00075585+0.0013092i,2.6074e-05+0.0010026i,0.00027116+0.00078651i,-0.00072554+0.00065595i,-0.0014266+0.00073241i
-0.00067394+0.00062593i,-0.001495+0.00032005i,-0.0020819+0.0012123i,-0.0028531+0.0031683i,-0.0027497+0.004004i,-0.0019996+0.001881i,-0.0015007-5.7168e-05i,-0.0015568+0.00017818i,-0.0007221+6.7159e-05i,0.00043896-0.00021019i,0.00082794-0.00020186i,5.5983e-05-2.6512e-05i,-0.00082587+0.00010822i,-0.00063063-0.00036952i,5.3384e-05-0.00043547i,4.5122e-05-0.00017829i,-8.0822e-05-0.00032929i,-0.00025549-0.00029616i,-0.00034846+0.00010916i,0.00031974-4.9465e-05i,0.00019074-0.00039129i,-0.00012816+6.1374e-05i,2.9956e-05+0.00047436i
0.00027779-0.00031871i,-0.00058069-0.00015829i,-0.0018414+0.0016374i,-0.0046731+0.0041678i,-0.0047935+0.0049741i,-0.0029602+0.0015262i,-0.0020795-0.0012587i,-0.0013044-0.0011261i,0.00016428-0.0010423i,0.00057098-0.00073726i,-0.00040129-0.00044793i,-0.00095567+8.0455e-05i,-9.6353e-05+0.00049825i,0.00044278-0.0003486i,0.00025771-0.00070582i,-5.1866e-05-3.5384e-05i,-0.00066975+0.00039961i,-0.001322-0.00024011i,-0.0011859-0.00024675i,-0.0009114-0.00016542i,-0.00084926-0.0006027i,-0.00072787-3.1667e-05i,-0.00058902+0.00067237i
0.00084702+0.0010025i,-0.00057862+0.0015964i,-0.0020824+0.0031641i,-0.0027678+0.0056524i,-0.0025522+0.0060067i,-0.0019358+0.0036312i,-0.0020211+0.0012894i,-0.002127-0.00048884i,-0.0012722-0.00089124i,-0.00075352+0.000106i,-0.0004732+0.00071068i,-0.00045597+0.00015682i,-0.00096784-0.00010275i,-0.00087521-9.0722e-05i,-0.0007098-0.00022924i,-0.00091797-0.00032318i,-0.00077906-0.00074625i,-0.0005709-0.00028056i,-0.00050227+0.00079977i,-0.00020076+1.7455e-06i,0.00056163-0.00092584i,0.00063769-0.00046404i,0.00052664-3.3174e-05i
5.5279e-05+0.00020702i,-0.0017734-0.00012169i,-0.0044896+0.00097245i,-0.0053328+0.0028164i,-0.0037212+0.0031857i,-0.0017728+0.002116i,-0.0014765+0.00087313i,-0.0012207-0.00040809i,0.00035258-0.00073692i,0.00059947-0.00060512i,-0.00018195-0.00066895i,-0.00024752-0.00034105i,5.8186e-05-0.0001609i,0.00056147-0.00030199i,0.00048473+5.3407e-05i,-6.9482e-05+5.2816e-05i,-0.00071223-0.00028032i,-0.0008522+0.00013975i,-0.0001352+0.00032392i,-6.3058e-05+4.8557e-05i,0.00036386-1.6992e-06i,0.00093737+0.00049827i,0.00011494+0.00045364i
-0.00082168+0.00060922i,-0.0021858-3.128e-05i,-0.0033932+0.00069722i,-0.0048197+0.0029188i,-0.0042221+0.0036956i,-0.0025639+0.0016157i,-0.0025537-0.00032121i,-0.0023169-0.00060012i,-0.0012397-0.00085351i,-0.00057523-0.00027774i,-0.00045086+0.00028044i,-0.00036751-0.0001136i,0.00013253-0.00020124i,0.00020726-0.00062489i,8.9475e-05-0.00098537i,0.00038363-0.00047748i,0.00027262+0.00032368i,-0.00042734+0.00095636i,-0.00084208+0.00077724i,9.9808e-05+0.00066676i,0.0003137+0.00030316i,-8.1664e-05-0.00046039i,-0.00018729-0.0010276i
-0.0020839-0.00050573i,-0.0021401-0.0013916i,-0.0033354+0.0008546i,-0.0047186+0.0039888i,-0.0039733+0.005075i,-0.002293+0.0029692i,-0.0014645+0.00050316i,-0.0012091-0.00030179i,-0.00058607-0.00022525i,-0.00016494-0.00022701i,0.00011051-0.00027031i,6.4587e-05-0.00072915i,7.9824e-05-0.0011411i,8.326e-05-0.00076625i,-0.0004814-0.00045013i,-0.001383-0.00030798i,-0.0015621+0.00010446i,-0.00084058+0.00043079i,-0.00094965+0.00034058i,-0.00080372+0.00026655i,0.00021239-0.00015451i,0.00030845-0.00043204i,-0.00040016+2.7366e-05i
-0.00030045+0.00099222i,-0.0011031+0.00060658i,-0.0023284+0.002155i,-0.0034027+0.0050765i,-0.0022044+0.0060377i,-0.0015472+0.0029121i,-0.0015211-0.00033092i,-0.0014946-0.00096383i,-0.00019584-0.00037456i,0.00073842-0.00049207i,0.00019233-0.0010862i,-0.0002928-0.00051043i,-0.00058614-0.00058222i,-0.00051527-0.00097975i,0.00011191-0.00036925i,-0.00035795-0.00053236i,-0.0011147-0.00054245i,-0.00076275+4.6387e-06i,-0.00045984+0.00031025i,-0.00054192+0.00037058i,-0.00016497-0.00019507i,0.00034673-0.00061135i,0.00035754-0.00073398i
0.00054614-4.8387e-05i,-0.00047654+0.00096083i,-0.0017643+0.0014676i,-0.0033814+0.0024136i,-0.0034936+0.003015i,-0.0022911+0.0010175i,-0.0020475-0.00073241i,-0.0021881-0.0001181i,-0.0013731+0.00041638i,-0.00035728+4.8638e-06i,0.00022735-0.00043723i,0.00067932-0.00070475i,0.0011814-0.00030124i,0.001194+0.00047747i,0.0004157+0.00065069i,-0.00080393+0.00053643i,-0.0011257+0.00042247i,-0.0011882+0.00017617i,-0.0013083-0.00013018i,-0.0011203-0.00033049i,-0.00033115+5.4163e-05i,-0.00053071+0.00053879i,-0.0015194-0.00032913i
