-0.0034316+0.00165i,-0.0037858+0.00042154i,-0.0038294+0.00050981i,-0.0028658-0.00025819i,-0.0024699+0.00029527i,-0.0022329+0.0011628i,-0.00097638+0.0013972i,0.00053748+0.001013i,0.00049852-0.00041807i,0.00043582-0.00014458i,0.00061022+0.00028294i,0.00015659-0.001088i,0.000243-0.0016309i,0.00075806-0.000512i,0.0012927-9.0906e-06i,0.00073262-0.00029091i,-0.00051319-0.00054953i,-0.00088236-0.00050585i,-2.7831e-05-0.0011659i,0.00021614-0.0017108i,0.00021509-0.00074271i,0.00047901+0.00062373i,0.00018674+0.0010675i
-0.0014836+0.0036241i,-0.00083427+0.0049269i,-8.2348e-05+0.0042365i,-1.6418e-05+0.0022887i,-0.00046887+0.00016823i,-0.00056263-0.0002248i,-0.0003869+5.3992e-05i,-0.00066365-4.8183e-05i,-0.00072999-3.3071e-05i,2.1097e-05+0.00029956i,0.00039846+0.00032351i,0.00053132+7.3574e-05i,0.00038304-4.3128e-05i,0.00031676+0.00029889i,0.00072486+5.3219e-05i,0.00054324-9.8703e-05i,2.9193e-05-0.00017061i,0.00074137-0.00035792i,0.00071792-0.00017299i,9.6042e-05-5.515e-05i,-9.3566e-06+0.00030463i,-0.00012302-0.00030319i,-0.00064772-0.00095621i
0.0011544-0.00082392i,0.00024707-0.00061298i,-0.0010075-0.00074637i,-0.001244-0.00090456i,-0.00060982-0.00057701i,0.0003795+5.1566e-06i,0.00072349+0.00024782i,0.0003264+0.00068482i,-0.00022809+0.00095572i,-0.00060307+0.00092742i,-0.00045558+0.00078863i,0.00038206+0.00029599i,0.00068897+0.00029011i,-9.9275e-05+0.0005504i,-0.00021882+0.00055665i,-0.00024444+0.00034595i,-0.00042063+0.00040254i,0.00010996+7.3751e-05i,0.00019988-0.00030628i,-7.0712e-05-3.5552e-05i,-0.00037585+0.00015971i,-0.00051921+0.00029004i,-0.00045415+0.00036295i
0.00074198-0.00049854i,0.00030682-1.5473e-05i,-0.00074739-0.00016935i,-0.00056634-0.00054917i,-0.00048603-0.00061209i,-0.00041721-0.00020686i,0.00024768+8.3645e-05i,0.0011353-0.00027555i,0.0013904-0.00070049i,0.0006344-0.0012438i,0.00027765-0.0012969i,0.0004113-0.000679i,0.00041158-0.00047147i,-0.00030373-0.0003986i,-0.00077595-0.0001977i,-0.0003386-0.00010609i,0.00042335-5.3186e-05i,0.00023621+0.00036629i,9.104e-05+0.00090745i,0.00053788+0.00027833i,0.00034316-0.00034195i,0.0002395-2.6185e-05i,0.00029226+0.0002526i
-0.0010862+0.0019509i,-0.0014566+0.0018683i,-0.0018065+0.0017897i,-0.0014939+0.00091493i,-9.2678e-05+0.0009823i,0.00014701+0.00086543i,-0.00050345+0.00035871i,-0.00096415+0.00036257i,-0.0013687+0.00022936i,-0.0009466-0.00042893i,-0.00024384-0.00045291i,3.9641e-06-0.00024035i,-0.00020517+0.00014215i,-0.00025614+0.00047046i,0.00031101+0.0004414i,0.00065481+0.00029899i,1.391e-05+0.00040728i,-0.00047698-0.00037793i,-5.95e-05-0.0010441i,6.1843e-05-0.00061981i,0.00033949+0.00062388i,0.00078134+0.0012983i,0.00053261+0.00039376i
3.4241e-05-0.0009411i,-0.00086657-0.00074861i,-0.00073483-0.00013921i,-6.3243e-05+0.0003197i,-0.00044513+0.00056362i,-0.0010959+0.00036173i,-0.00073787+0.00069197i,-0.00031298+0.0010253i,-6.7201e-05+0.00062939i,0.00032161+1.0535e-05i,0.00069913+0.00039463i,0.00057837+0.0011384i,-3.6882e-05+0.00028878i,-0.00031813-0.00035334i,-0.0001743-0.00042737i,9.0453e-05+0.00013656i,0.00015473+0.00012352i,-0.0003418-0.00053231i,0.00025837-0.0004616i,0.00076137-0.00015596i,0.0002071+0.00023562i,-0.00012352+0.00027193i,-0.00018157+0.00022387i
-0.0011926+0.0010703i,-0.00024473+0.0012321i,-0.00035268+0.00072681i,-0.001478+0.00050481i,-0.0017838-0.00026565i,-0.0014047+6.7186e-05i,-0.001279+0.00085503i,-0.00011937+6.8198e-05i,0.00063685-0.00064536i,0.00057734-0.00056344i,0.00020221+0.00013578i,-4.3122e-05+0.00017364i,0.00010877-0.00029508i,0.00011323-0.00040187i,-0.00048705-0.00049123i,-0.00059934-0.00037188i,-0.00018933-0.00016988i,-0.00054079-2.3304e-05i,-0.00076387+0.00031366i,-0.00070542+0.0005502i,-0.00027966+0.00028607i,0.00015402+0.00027199i,-0.0003487+0.00057847i
0.0014452-6.3799e-05i,0.0013276+0.00018312i,0.00053648+0.00068031i,0.00075165+0.0010953i,0.00052202+0.00044604i,-0.0011318-0.00024228i,-0.0015084+1.6288e-05i,-0.0010223+0.00048431i,-0.00095913+0.00010515i,-0.00081138+0.00017561i,-0.00030001+0.00033036i,-0.00012994-0.00015135i,0.00015883-0.0007249i,0.00025813-0.00037625i,-0.00048561+0.00053713i,-0.0008656+0.00045885i,-0.00041881+0.00011028i,-0.00023885-0.00072418i,-0.00031917-0.00039377i,-0.00069407+0.00049054i,-0.00089133+0.00018692i,-0.00024219-6.0134e-05i,0.00085547+0.00045806i
0.0019965+0.0013876i,0.0021276+0.0016759i,0.0022085+0.0014392i,0.001705+0.00019516i,0.00061787-0.00099388i,1.4019e-05-0.00049562i,-0.00044181+0.0010102i,-0.0010758+0.0012802i,-0.00093935-7.3447e-05i,-0.00079013+9.2538e-07i,-0.00045156+9.62e-05i,-0.00078008-0.0001903i,-0.00094969-0.00050761i,-0.00062395-0.00066217i,-0.00073735-0.00035839i,-0.00064317+0.00013417i,-0.0008691-0.00030069i,-0.0012586-0.00030978i,-0.00040695-0.00017293i,0.00076702-0.00019595i,0.0005985+9.2855e-05i,9.431e-06-0.00031352i,0.00042853-0.00053214i
0.0012119+0.0009733i,0.0013052-0.0001243i,0.00071256-0.0014155i,-0.00052329-0.0017234i,-0.0011824-0.00089829i,-0.0019745+0.00064406i,-0.0016587+0.0019544i,-0.00031146+0.002243i,5.5356e-05+0.00077012i,-1.6611e-06-0.00038877i,-0.00052774-0.00067376i,-0.00083964-0.00017383i,-0.00049102+3.0129e-05i,-0.00044463-0.00021843i,-0.00039979-0.00035575i,-0.00012734+5.6284e-05i,4.1142e-05+0.0004165i,-6.8377e-05+0.00028107i,0.00059989+0.00011845i,0.0014081+0.00011001i,0.0017572-2.5664e-05i,0.00065415+1.3075e-05i,-0.00072678+0.0006697i
0.00082746-0.0010327i,0.00063515-0.0006848i,-0.00054355-0.00080979i,-0.0021401-0.00081147i,-0.0024694-0.00072359i,-0.0016715-0.00046186i,-0.00088065+7.8668e-06i,-0.00054914-6.4947e-06i,-0.00029241-0.00059201i,-0.0004588-0.00040026i,-0.00031149+0.00012026i,-0.00014117+0.00025479i,4.7715e-05+0.00043516i,-0.00018461+0.00051481i,-0.00048593+0.00080333i,-0.00043114+0.00063978i,-0.00079971+0.00063931i,-0.0007161+0.00084984i,-0.00065722+0.00023761i,-0.00067731-0.0003724i,0.00015416-0.00055104i,0.00028392-0.00050224i,0.00023592-0.00070164i
-5.0788e-05-7.731e-05i,-0.0010433-0.00055298i,-0.0012397-0.0007199i,-0.0005207-0.00087135i,-0.00012408+0.00034067i,-6.3835e-05+0.00041977i,-7.1879e-05-0.00017199i,0.00015258-0.00038526i,0.00021157-0.0005311i,-0.00014535-2.4546e-05i,-2.3195e-05+0.00033091i,0.00045474+0.00062784i,0.00034534+0.0006993i,0.0003502+0.0010843i,0.0010709+0.0011536i,0.00095368+0.00082619i,0.00028705+0.00033119i,0.00027823-0.00055158i,0.00052859-0.00091746i,7.8587e-06-0.00038476i,-0.00020019-0.00043105i,0.00035942-0.00074706i,0.0010385-5.1416e-05i
0.00015408+0.0020786i,0.00011756+0.0027776i,0.0010912+0.0018783i,0.0011473+0.0010295i,0.00034184+0.00037315i,-0.00079057+0.00013861i,-0.0010631+0.00022188i,-0.00038668-7.0413e-05i,-0.00024976-0.00040231i,-0.00033084-0.00050636i,-0.00015471-0.00023844i,-9.0545e-05+0.00029677i,-0.00021922+0.00016272i,-0.0004424+0.0001119i,-0.00028047+0.00033057i,0.00054317+0.00065509i,0.00063306+0.00095728i,-1.1418e-05+0.00025611i,-0.000826-0.00038162i,-0.0013526-0.00082449i,-0.0010468-0.0007555i,-0.00051201-0.00023751i,-0.00022368+0.00011858i
-0.00051151+0.0010384i,-0.00060691+0.0014134i,-0.0015758-0.00022335i,-0.0009241-0.00079314i,-0.0012659-0.00050927i,-0.0016168-0.00069924i,-0.00073359-0.00013529i,0.00055572+0.00051444i,0.001109+0.00020003i,0.00072976+0.00061975i,0.00042812+0.00044217i,0.00043323-0.00056537i,-0.0005763-0.00092976i,-0.00081098-0.00092581i,-0.00032932-0.00019833i,-0.00041784+7.342e-05i,-0.00027191+9.9207e-05i,0.0002288+0.00047926i,-0.00026977+0.00079611i,-0.00081514-0.00013369i,-0.0006892-0.00072416i,-8.3507e-05-7.3854e-05i,0.00056505-0.00021969i
0.0016812-0.0018275i,-0.00027083-0.00095617i,-0.0011891-0.00075801i,-0.001223-0.00028183i,-0.00099983-0.00080135i,7.8672e-06-0.0002492i,-0.00011617+0.00073591i,-0.00048145+0.00070526i,0.00022892-0.00016043i,-0.000224-0.00059524i,-0.00077917-0.00021141i,0.00018086+0.00037993i,0.00069953+0.00078765i,0.00013678+0.00046899i,-0.00044789+0.00067454i,-0.0003414+0.00045049i,-0.0003395+0.00010212i,-0.00025659+0.00043452i,0.00021676+8.0226e-05i,0.00092068-0.00051264i,0.00059051-0.00058875i,-9.2244e-05-0.00017846i,-5.479e-05-0.00023663i
-0.0013703+0.004405i,-4.0244e-05+0.0053546i,0.0003576+0.0042224i,-9.8995e-05+0.0022511i,-0.00017418+0.00083009i,-0.0004426-0.00038736i,-0.0012517-0.00029042i,-0.0019069+0.00046532i,-0.0013546+6.1418e-05i,-0.00030311+0.00014936i,0.00043316+0.00050516i,0.00028584+0.00036071i,-0.00042979-6.158e-05i,-0.0011317-0.00068718i,-0.00085957-0.00071247i,-0.00012898+0.00013555i,0.00011973+0.00035458i,-6.8496e-05-0.00032201i,-0.00071417-0.00052891i,-0.00084801+0.00012617i,-0.00056764+0.00050024i,-0.00030096+4.5968e-05i,-0.00015333-0.00047073i
-0.002056-0.0015268i,-0.0019537-0.00080657i,-0.0014127+0.00073833i,-0.0010548+0.0016579i,-0.0010873+0.0012572i,-0.0010263+0.00032171i,-0.0011437-0.00077727i,-0.0014221-0.0012389i,-0.001121-0.00016339i,-0.00057425+0.0002575i,0.00028845-0.0005059i,0.00076784-0.00094497i,0.00077079+7.8506e-05i,0.0006473+0.00090989i,0.00043448+0.00015077i,2.393e-05+4.0323e-05i,-0.000484+0.00042022i,-0.00022627+0.00021531i,8.8403e-05-0.00023077i,-0.00064278-0.0003136i,-0.00040227-0.0004143i,8.5787e-05-0.00035718i,0.00011241+4.5287e-05i
0.0015994-0.0011048i,0.00040861-0.0006479i,-0.00066727-8.6696e-05i,-0.0012196+0.00071932i,-0.0013938+0.0012751i,-0.0005681+0.00045825i,-0.00015035-9.9891e-05i,3.5373e-05+0.00029239i,0.00026232-2.5562e-06i,7.7581e-05-0.00049868i,-0.00054546-0.00039738i,-0.00047638+6.5366e-05i,0.00018398+0.00041047i,-0.00036122+0.00072296i,-0.0012137+0.00030466i,-0.00083052-0.00020254i,0.00038445-0.00013568i,0.00061788+0.00074999i,-0.00012001+0.0010756i,-0.00038397+0.00038882i,-0.00061745-6.5685e-05i,-0.00051079+1.8887e-05i,0.0004218-0.00036576i
-0.00038107+0.003004i,-0.001161+0.0022345i,-0.001145+0.00037614i,-0.00073982-0.00055569i,-0.00067712-0.00043087i,-0.00024911-0.00060871i,0.00025669-0.0003124i,0.00074988-0.00017618i,0.00072296-0.00049092i,0.00052783-0.00086058i,0.00023698-0.00038584i,-0.00014422+0.0003462i,-0.000112+0.00038621i,0.00055473+0.00037977i,0.00074175+0.00011981i,0.00026273+1.8005e-05i,-0.00012771-0.00021434i,-0.00026075-0.00012229i,-0.00039679-0.0003726i,-0.00043172-0.00089924i,-1.6097e-06-0.00080863i,0.00042612-0.0004203i,0.00034725+7.2038e-05i
0.00011991-0.00090281i,-0.00037096-0.0010788i,-0.00052188-0.00053722i,-0.00062933-0.0010603i,-0.00078987-0.0018051i,-0.00061267-0.0012477i,0.00023765-0.0005302i,0.00097922-0.00039988i,0.0006326-0.00080433i,2.4998e-05-0.0006849i,-3.349e-05-0.00046738i,0.00024275-0.00055643i,0.00015841-0.00052954i,1.1675e-06-0.00044295i,-7.4511e-05-6.687e-05i,-0.00056192+2.1034e-05i,0.00015015+0.00020642i,0.00095214+0.00018027i,0.00054789-0.00018359i,0.00046521-0.00022653i,0.00013027-0.000401i,-0.00025595-0.00015577i,-9.8042e-05-0.00041423i
0.00047676-0.00076881i,0.00088884-0.0018862i,0.00097918-0.00080239i,0.00055014-0.00071882i,0.00092569-0.00084711i,0.00065847-0.00021698i,-0.00066634+0.00021962i,-0.00050401-0.00027121i,0.00051995-0.00064241i,0.00046998-0.00056436i,0.00082518+4.0586e-05i,0.00084509+0.00030238i,0.00061723-0.0002206i,9.7393e-05-9.7874e-05i,-0.000639-0.00022952i,-0.0011272-0.00046176i,-0.00092846-0.00024046i,0.00010354-6.5638e-05i,0.00047686+0.00032644i,0.00047556-0.00019936i,0.00032424-0.00070488i,0.00091051-3.3713e-05i,0.0012001+0.00071291i
-3.6753e-06+0.0037665i,0.00091037+0.0048137i,0.0011146+0.0040137i,0.0016365+0.0028726i,0.0010825+0.0015759i,6.4502e-05+0.00018194i,-0.0010336-0.00076876i,-0.00095821-0.00011699i,-0.00024349+0.00069094i,1.1753e-05+0.00011216i,0.0003043-0.00013577i,0.00061267-0.00033213i,0.00038625-0.00038532i,0.0004334-0.00024209i,0.00084683+0.00049014i,0.0005906+0.001078i,0.00015816+0.0010143i,-0.00039751+8.6651e-06i,-0.00045108-0.00028416i,-0.00029705-0.00020014i,-6.7969e-05+3.9059e-05i,0.00034074+0.00056591i,0.00063638+0.00064568i
-0.0018369+0.0026496i,-0.0010551+0.0028446i,-0.0008603+0.002576i,-0.00048812+0.0010566i,-0.00068951-0.00033078i,-0.0015865-0.00086546i,-0.00030148-0.00023457i,0.00031529+0.00061069i,0.00013029+0.00093883i,0.00033867+0.00051593i,0.00049582+0.00012496i,-9.7317e-05-0.00049466i,-0.001066-0.0013157i,-0.00049297-0.0011316i,0.00042597-0.00058644i,-0.00016481+0.00018552i,-1.1858e-05+0.00060001i,0.00036391-1.9448e-05i,0.00010044-0.00038613i,0.00022391-0.00041091i,-6.9032e-07+3.2185e-05i,-0.00049882-3.8464e-06i,0.00018349+0.00016971i
0.00035283+0.0032229i,0.00037246+0.0023848i,0.001038+0.0026559i,0.0014054+0.0018807i,0.0015699-0.00071601i,0.00065434-0.0020327i,-0.0007629-0.0012673i,-0.0011871+0.00024731i,0.0001084+0.0011662i,0.0014101+0.0014036i,0.001092+0.00065837i,0.00059138-0.00071103i,0.00015894-0.00038051i,-0.00073677-0.00054944i,-0.00094282-0.0017009i,-0.00041791-0.0010069i,-0.00023658-0.00028039i,-0.0003441-0.001189i,-5.3734e-07-0.0013523i,0.00022709-0.00068977i,0.00013206-0.00034314i,-0.0001941+0.00031089i,0.00046655+0.00082436i
0.00096248-0.0002457i,0.00019981+0.00057709i,-0.0006314+0.00041245i,-0.00011804-0.00021185i,0.00018009-7.2161e-06i,0.00024551+0.00017782i,0.00074565+0.00042703i,0.0010577+0.00091788i,0.00079165+0.0003141i,0.0012227-0.00030329i,0.0014147-6.0185e-05i,0.00043205+0.00056687i,-0.00051713+0.00026001i,-0.00041538+3.9433e-05i,0.00027326+0.0006211i,0.00072458+0.00089023i,0.00013164+0.00041798i,-6.6231e-05+0.00028985i,0.00057263+0.00107i,0.00064401+0.0009878i,0.00024238+0.0009677i,-1.9452e-06+0.0011545i,0.00029464+0.00052835i
-0.0020736-0.001521i,-0.0018878-0.00044022i,-0.0013108+0.00075475i,0.00038567+0.00086938i,0.0017041+0.00077948i,0.0019377+0.00053284i,0.0016618+0.00070069i,0.0013168+0.00037668i,0.0004837-0.0005152i,0.00021664-0.00047634i,0.00039031+0.00036376i,6.4713e-05+0.00089154i,0.00050451+0.00036346i,0.0012204-0.0002558i,0.0010321-0.0001456i,0.00019097+0.00012928i,0.00054209+0.00026974i,0.0013852+0.00028356i,0.0011711+0.00036818i,0.00058383+0.00028154i,0.00040831+0.00059608i,-0.00019848+0.0010436i,-0.00027845+0.00089898i
0.00041874-0.0010678i,-0.00011849-0.00084182i,-0.00023524-0.00045857i,-0.0011486+0.00061356i,-0.0024452+0.0010203i,-0.0022357+0.00081261i,-0.0011644+0.00061505i,-0.00049382+0.00019766i,-0.0003238-0.0009398i,-0.00063677-0.0012255i,-0.00059699-0.00041469i,0.00031664+0.00034885i,-3.532e-05+0.00048915i,-0.00045885+0.0011132i,-0.00010102+0.0015102i,0.0003245+0.00076133i,0.00064878+0.00043163i,0.00066861+0.00045258i,0.00049515+0.00022457i,-9.3108e-05-0.00026142i,-0.00045676-7.7604e-05i,-0.00075175+0.00052908i,-0.00069511+0.00018907i
-0.0010084+0.00082416i,-0.00080162+0.0012788i,-0.00075563+0.0012323i,-0.00034316+0.00046212i,-0.00022176-0.00028092i,-0.00087956-0.00053781i,-0.0010844-0.00022648i,-0.0007972-0.00010861i,-0.00083207+0.00017544i,-0.00043315+0.00020268i,0.0003498-0.000905i,0.00087217-0.001598i,0.00063547-0.0016358i,0.00059566-0.00083116i,0.00059187-0.00010821i,0.00022447+7.8567e-05i,0.00023823+0.00011142i,-0.00029832-8.6174e-05i,-0.0010787+0.00020863i,-0.0015763+0.000743i,-0.0012408+0.0002867i,-0.0006324+4.8965e-05i,-0.0010516+7.9007e-05i
-0.0010887-0.0012836i,-0.0021399-0.00098852i,-0.0032598-0.0011836i,-0.0028964-0.00045369i,-0.0013172+0.00036743i,-8.0179e-05+0.00055388i,-0.0001485+0.0004323i,-0.00010917-0.00051126i,-0.00018404-0.00059832i,-0.00052169+0.00014222i,-0.0001132+0.00028337i,0.00042007+0.00053563i,0.00016739+0.00067154i,0.00022837+0.00012631i,0.00055772+0.000405i,-7.0301e-06+0.0006914i,-6.168e-05-0.00011265i,0.00040386-0.00045817i,0.00039312-0.0003697i,-3.1485e-05-0.0007646i,-0.00025208-0.0011139i,-0.00027907-0.00089826i,-0.00024029-0.00075678i
-0.001703-0.0019862i,-0.0005901-0.0019543i,-0.00046707-0.0021931i,-0.00052124-0.0020147i,-0.0004355-0.00080996i,-0.00081778+0.00010161i,-0.00060284+0.00014936i,0.00014422-0.00034711i,0.00054817+4.0612e-05i,-0.00039975+6.5625e-05i,-0.00060801-0.00051973i,0.00022456-0.00013303i,0.0011297+0.00061645i,0.00085198+0.00092467i,-0.00051894+0.00065489i,-0.00044647+0.0007414i,0.00062538+0.00040809i,0.00094861+0.0002821i,0.00092007+0.00019925i,0.0012378+0.00030154i,0.00077448+0.00033215i,8.5292e-05+1.4839e-05i,-0.00058676+3.0822e-05i
0.00087593+0.0016951i,0.0014394+0.0017431i,0.0020534+0.0011634i,0.0023208-6.1378e-05i,0.0018181-0.00080144i,0.00060842-0.0006286i,-3.3094e-05-0.00047763i,0.00045981-0.00031497i,0.00055855-0.00014593i,0.00072576-0.00024362i,0.00080591-0.00049441i,0.00012616-0.00077278i,-0.00015998-0.00058588i,-6.5648e-05-0.00021781i,-0.00036136-0.00069695i,-0.00074217-0.0006877i,-0.00029136-0.00014215i,0.00036646+0.00038629i,0.0010028+0.00027384i,0.001446-0.0004188i,0.0006369-0.0006402i,0.0003711-0.00020324i,0.00088196-0.00020141i
-0.00078957-0.00022269i,-0.0028578+0.0011092i,-0.0028701+0.0018158i,-0.0018327+0.0012603i,-0.00114+0.00054833i,-0.00093766+0.00018619i,-0.0007345+1.5927e-05i,-0.00048016+3.853e-05i,-0.00047097-0.00051043i,-3.0055e-05-0.000553i,0.00089766-0.00057205i,0.00081438-0.0005818i,0.00063395-0.00049894i,0.00055553-0.00058032i,0.00030583-0.0006331i,0.00047244+0.00027818i,0.00042823+0.00055041i,0.00048214-0.00016505i,5.5647e-05-0.00071198i,-0.00031744-0.00084614i,0.00022751-0.00012286i,0.00054095+7.032e-05i,0.00059104-0.00070733i
-0.0016319-0.00026348i,-0.0022128+0.00012382i,-0.0028721+0.00087089i,-0.0020725+0.0018762i,-0.0013953+0.0013229i,-0.0017884+0.0010141i,-0.0014767+0.00086093i,-0.00075046+0.00057572i,-0.00015794+0.00043785i,0.00039454-6.7782e-05i,0.00061161-0.00035688i,0.00064833-0.00017988i,0.00033568-0.00031331i,0.00038802-0.00039057i,0.00017206-0.00011228i,1.8379e-05+0.00020663i,-0.00020821-2.1361e-05i,-3.1472e-05+0.00022768i,-9.329e-05+0.00088104i,-0.00069321+0.00086227i,-0.00018767+0.00029845i,-0.00014291+2.4362e-05i,-0.00011333+3.3943e-05i
0.0018552+0.00021014i,0.00098578+1.041e-05i,-0.00050991+0.00061115i,-0.00056851+0.00012093i,-0.00029716-0.00044458i,-0.00036994-0.00051898i,-0.00011423-0.00032314i,0.00016191-0.00018276i,0.00042671-0.00049458i,0.00025553-0.0004973i,5.0576e-05-0.00034051i,0.00034751+9.2305e-05i,0.00075081-5.5591e-05i,0.00045018-0.00067054i,2.6299e-05-0.0006036i,-5.6341e-05+9.3698e-05i,-1.0259e-05+0.0010502i,0.00049142+0.00071824i,0.0005003+0.00049425i,-0.00050207+0.00031525i,-0.00077145-0.00020342i,-0.00010724-0.00061221i,2.0472e-05-0.00076413i
0.0014252-0.00093139i,0.00076782-0.0012704i,0.00032083-0.0016058i,-3.2332e-05-0.0018572i,-0.0006941-0.00055218i,-0.0013792+0.0006355i,-0.0013877+0.0007884i,-0.00054115+0.00032013i,-0.00011755-0.00010998i,-0.0001786-0.00072648i,0.0001698-0.00058799i,-0.00040705+0.00047201i,-0.00083152+2.7809e-05i,-0.00066999+0.00037742i,-0.0011212+0.0010759i,-0.0006998+0.00066268i,0.00020357+0.00056295i,0.00028332+0.00032238i,0.00036524+0.0003519i,0.00015111-8.8345e-05i,0.00022276-0.00045442i,0.00062052-0.00038861i,-0.00011537-0.00071701i
-0.00071861-0.0021354i,-0.0008778-0.00041338i,-0.0024108+0.00014799i,-0.0027111+2.5362e-05i,-0.0016553+2.8913e-05i,-0.00028566+0.00029009i,6.0202e-05-0.00026974i,7.4757e-05-0.00093593i,0.00052747-0.00068798i,0.00023931-0.00035546i,-0.00078157-0.00030206i,-0.0001046-0.00016089i,0.00077203+0.00064599i,0.0011813+0.00059639i,0.0014465-0.00012484i,0.0011828-0.00021004i,0.00075577-0.00052785i,6.0619e-05-0.00044827i,-0.00043424-0.00014178i,-6.7239e-05-0.00044294i,-0.00012932-0.00035525i,-0.00058275+1.8098e-05i,-0.00049489+0.00024694i
0.00018285+0.0017963i,-0.00071304+0.0030374i,-0.0011353+0.002785i,-0.00079297+0.0006794i,-0.00052987-0.00051878i,-0.00089703-0.00075339i,-0.0012653-0.00089416i,-0.00057597-0.00069913i,0.00027674-0.00059683i,0.00047721-0.00065122i,0.00085146-0.0010512i,0.00035873-0.0012275i,-0.00066809-0.00087658i,-0.00097281-0.00076955i,-0.00074817-0.0004339i,-0.00018542+0.00043724i,-5.603e-05+0.00060472i,-0.00030452+4.3907e-05i,-0.00031208+2.6456e-05i,-0.00011986+7.9448e-05i,-0.00028865-0.00047678i,-0.0004881-0.0004548i,-0.00020383-0.00048215i
-0.0017498-4.1856e-06i,-0.002068+0.00043371i,-0.001291+0.00046409i,-0.001002+0.00073697i,-0.00083748+0.0010648i,-0.00082286+0.00088891i,-0.0011031+0.00082682i,-0.00091274+0.00054194i,-0.00028526-0.00069742i,9.4838e-05-0.0013543i,5.9645e-05-0.0011112i,6.6088e-06-0.00065884i,-0.00025722+4.275e-05i,-0.00049865-0.00017598i,1.3508e-05-0.00012283i,1.2973e-05-0.00019i,-0.00042865-0.00012847i,-0.00035761+0.00023614i,-5.0471e-05+0.00018564i,8.1449e-06-9.7704e-05i,1.3766e-05-1.6354e-05i,0.00013781-1.6242e-05i,-0.00037602-0.00021709i
0.001588+0.0007761i,0.0016614-0.00012496i,0.00078851-3.8484e-05i,0.00029809+0.00017086i,-0.00029411-0.00022146i,-0.0008675-0.00030863i,-0.0011766-0.00020324i,-0.0010525-0.00021823i,-0.00077203-0.00031233i,-0.00064277+0.0003555i,-0.00047418+0.00065341i,-0.00042456-8.4559e-05i,-0.00084094-0.00043233i,-0.00074656-0.0010471i,-0.00016803-0.0010381i,0.00032376+0.00027967i,0.0010236+0.00045488i,0.0011152-0.00023744i,0.00058262-0.0011666i,0.00043934-0.0013697i,0.00035508-0.00018117i,-0.00023534+0.00052772i,-0.00022939+0.00021441i
0.00073375+0.0034596i,0.00071697+0.0037015i,0.001313+0.0034368i,0.0016575+0.002074i,0.001212+0.00076307i,0.00062498+0.00042799i,-0.00051394-3.183e-05i,-0.00041728-6.9152e-05i,0.00056123+0.00055226i,0.00072155+0.00036939i,0.00096094-0.0002253i,0.0013516-0.0007957i,0.00054288-0.00070379i,-0.00025334-0.00044414i,-0.00042451-0.00049548i,-0.00027594-0.00020758i,-0.00074072+0.00031443i,-0.00087467+0.00055466i,-0.00078553+0.00030763i,-0.00089379-0.00028878i,-0.00047012-0.00048408i,0.00020246-0.00058281i,0.00032233-0.00014517i
-0.00073789+0.00097072i,-0.0013739+1.9641e-05i,-0.0014939-0.00094892i,-0.0018887-0.0013441i,-0.0010583-0.00075557i,-0.00035154-0.00027313i,-0.00053807+0.00030448i,-0.00076599+0.0010637i,-0.00088701+0.00080169i,-0.0006819+0.0001731i,6.2458e-05-8.0256e-05i,0.00097963+0.00030642i,0.001346+0.00072067i,0.0014315+0.00063773i,0.00055199+0.0001398i,-0.00055956-0.00025486i,-0.00057365+0.00020774i,0.00029841+0.00012092i,-6.1534e-05-0.00017949i,-0.00085442-8.4254e-05i,-0.0008761+2.4251e-05i,-0.00012903-0.00018335i,5.2625e-05-0.00033747i
-0.001392-0.0025537i,-0.0017532-0.0027906i,-0.0011007-0.00041732i,-0.00038094+0.0013554i,-0.0001685+0.001383i,0.00016548+0.0017088i,-0.00028219+0.0013954i,-0.001009+0.00026491i,-0.00067963-0.00059504i,3.6816e-06-0.00088855i,0.00013204-0.00027505i,0.00051568+0.00080936i,0.00037172+0.00091257i,-0.00036155+0.0010072i,-0.00068896+0.0009285i,-0.00056339+0.00088951i,-0.00036162+0.0011887i,0.00024582+0.0013778i,0.00049215+0.0014138i,-0.00019666+0.00080934i,-0.00071537+0.00012003i,-3.1102e-05+0.00047155i,-1.9373e-05+0.00056235i
-0.00013679+0.0014232i,-0.00015636+0.0014249i,-0.00054191+0.0012956i,-0.00057591+0.0011504i,-8.764e-05+0.0011217i,-0.00024245+0.00082165i,-0.0011355+0.00042224i,-0.00075097-1.4618e-05i,-0.00012733-0.00038458i,-0.0002863-0.0003631i,0.00037829+0.00047283i,0.00076468+0.00076346i,0.00012995-0.00016999i,-0.00039376-0.00036946i,-6.6641e-05+0.00020815i,0.00047776-0.00012474i,0.00039387-0.0010187i,0.00031966-0.00092096i,2.1855e-05-0.00015872i,-0.00013451+0.00058121i,0.00022362+0.0011067i,0.00053741+0.0012617i,0.00091541+0.0014008i
