-0.0023843+0.00018174i,-0.00094637-0.0010168i,-0.0020985-0.0016567i,-0.0017381-0.00079546i,-0.0009361+0.00122i,-0.00037635+0.0029765i,-0.00013301+0.002935i,0.00083227+0.0017465i,0.0021207+0.0013384i,0.0015643+0.0010075i,0.00054745+0.00031927i,-3.5185e-05+9.4704e-05i,-0.00075055-0.00019341i,-0.0010472-0.00050381i,-0.00048167-0.00025958i,-6.6926e-05+0.00071331i,-0.00050331+0.0015035i,-0.00052001+0.00091664i,2.4254e-05+0.00021135i,0.00026532+0.00040544i,0.00015269+0.00051067i,0.00040991+0.00051206i,0.00055268+0.0005503i
0.00056737+0.00033316i,-0.00051547-0.00091628i,-0.00065361-0.00093991i,-5.1923e-05-0.00056258i,7.5135e-05-0.0006934i,-9.7317e-05-7.2206e-05i,-0.00038518+6.6416e-05i,0.0003838+8.3554e-05i,0.0013+0.00048942i,0.001362+0.00038964i,0.00056226-6.6102e-06i,-6.6266e-05-0.00022916i,-5.4594e-05-0.00020849i,-4.7796e-06+0.00031107i,-0.00026206+0.00046972i,-0.00045464-0.000148i,-5.4953e-05-6.1901e-05i,-0.00047819+0.00022363i,-0.00073752+9.9096e-05i,-0.00030885+0.00015789i,-0.00066266+9.1834e-06i,-0.0010448-0.00059203i,-0.00041764-0.00067749i
0.0024428-0.00040545i,0.0024496-0.0018978i,0.0026626-0.0022021i,0.0014273-0.0016002i,-0.00031402-0.00074712i,-0.0011903-1.3149e-05i,-3.2679e-05+0.00026335i,0.00048508+0.00050727i,8.3387e-05+2.7186e-05i,0.00040296-0.00066759i,0.00033329-0.00081566i,-0.00050902-0.00052715i,-0.00071946-0.00044613i,-0.0011838-1.7674e-05i,-0.0019037+0.00032943i,-0.0010535+0.0001957i,-0.00028857-0.00021502i,-7.2661e-05-0.0003402i,-0.00013546+0.00012041i,-0.00049464+0.00042766i,-6.171e-05-0.00012133i,0.0012467-0.00082076i,0.0008101-0.00035683i
-0.00083567-0.00034186i,-0.0011948+0.00071041i,-0.0021358+0.00041666i,-0.0018363-7.7852e-05i,-0.00049677+0.00049046i,-0.00020902+0.0010455i,-0.00028909+0.00060853i,-0.0002621-0.00016254i,0.00057318-0.000116i,0.00056816+0.00047824i,-0.00027384+0.00075068i,7.5885e-05+0.00029799i,0.00036929-1.2247e-05i,0.00019212+0.00050142i,-4.2597e-05+0.0014379i,0.00015507+0.0010498i,0.00025433+0.00015212i,0.00059107+0.00011886i,0.00023566+0.00045535i,-0.00035813+0.00065866i,0.00039745+0.00055559i,0.00037178+0.00063103i,-9.1228e-05+0.00060578i
0.00083056+0.00030396i,0.0017716-0.00015746i,0.0011556-0.00080886i,-0.00027729-0.001924i,-0.00054042-0.0021374i,-0.00066241-0.000915i,-0.00067929+6.4617e-05i,-0.00012264-4.5509e-05i,-0.00012103-0.00035475i,-0.00046269-0.00017142i,4.4944e-05+0.00032046i,0.00038959+0.0010614i,-0.00013004+0.0013268i,-0.00038938+0.00073538i,-3.7657e-05-0.00016349i,0.00013756-0.00054206i,-0.00021183+6.1217e-05i,-0.00030407+0.00090552i,-0.00027522+0.00017036i,0.00011426+8.6949e-05i,-0.00016465+0.00044262i,-0.00031348+0.00013736i,0.0003581+0.00012608i
-0.00016821-4.0392e-05i,0.0003791-0.00085205i,0.00049501-0.0020808i,-0.00034433-0.0017059i,-0.00040444-0.00032799i,0.00013509-9.7065e-05i,5.6505e-05+4.4804e-05i,-0.00012386+0.00015092i,0.00036302-0.00072277i,0.0006239-0.00051322i,0.00054855-0.0001479i,0.00099828-0.00090264i,0.00093718-0.0009965i,0.00015539-0.00068123i,-0.00031435+0.00015296i,-0.0004915+0.00089512i,-0.00054938+0.00011536i,-0.00036652-0.00061418i,0.00011413-0.0010235i,0.00031326-0.00074999i,-0.00045515-0.00021237i,-0.00065593-1.4966e-05i,-0.00040812-0.00040274i
-0.00055764-0.0012166i,0.00011789-0.0017141i,-0.00017841-0.002508i,-0.00099367-0.0019659i,-0.00066039-0.00037453i,0.00014765+0.0007161i,0.00044155+0.0010694i,0.00044906+0.0012359i,0.00072789+0.00075301i,0.00029432+0.00028651i,3.294e-05+0.00024727i,0.00054229+0.00086679i,0.00046225+0.0008697i,0.00012119+0.00042322i,-0.00012679+0.0001606i,0.00056057+7.5714e-05i,0.00085539-2.6268e-05i,7.8231e-05+9.8053e-05i,-0.00045339-4.2833e-05i,0.0002507-0.0010317i,0.00076743-0.0016913i,0.00018185-0.0012915i,0.00029033+0.00021436i
-0.0010894+0.0008923i,-0.0014635+0.0021093i,-0.00048724+0.0023384i,0.0001145+0.0010331i,-0.00088792+0.0011937i,-0.00091449+0.0018101i,-6.1322e-05+0.0015086i,-1.4558e-05+0.0011817i,-0.00020304+0.00058566i,0.00011426+0.00042894i,0.00032486+0.00042755i,0.00031256+0.00019232i,0.00069935-0.00012677i,0.0010007+1.5011e-05i,4.2272e-05+0.00012856i,-0.0003179+3.7525e-05i,0.00014694+8.1221e-05i,-2.7322e-05-0.00010856i,-0.00037246-8.6685e-05i,-0.00034269-4.8628e-06i,-8.1144e-05-0.00020154i,0.00012039-0.00022161i,-0.00030454+7.7194e-05i
0.0003132-0.00044906i,0.00034595-0.000422i,-0.00094255-0.001845i,-0.0019928-0.0020508i,-0.0014776-0.00040375i,-0.0010861+0.0002459i,-0.00080216+0.00057321i,-0.00044286+0.00094206i,2.4752e-06+0.00049927i,-0.00026132+0.00017858i,-0.00074865+0.00034108i,-0.00041603+0.00025672i,0.00048641+0.00043206i,0.00050247+0.00062153i,0.00037398+0.00058265i,6.2094e-05+0.00044941i,-0.00059078+0.00049696i,-0.00049404+0.00017192i,0.00022766-3.1642e-05i,0.00051401+0.00050696i,0.00066845+0.00052856i,-5.4617e-05+0.00026421i,-0.00095758+0.00012529i
0.001062+0.001032i,0.0018687+0.0015922i,0.0012264+7.531e-05i,-0.00015756-0.00077411i,-0.00061848-0.00045082i,-0.00031726+0.00040919i,-0.00040587+0.0011714i,-0.00039161+0.0016252i,0.0001557+0.0017352i,-0.00012069+0.0010151i,-0.00060634+0.00037792i,-8.165e-05-0.0001131i,-3.8436e-05-0.00031409i,-0.0002375-3.3196e-05i,0.00019003+0.00020032i,-0.0003943+0.0007623i,-0.0011469+0.00085884i,-0.000312+0.00038565i,1.6506e-05-0.00041088i,-6.9663e-05-0.00093235i,5.693e-05-0.00048338i,-0.00013363+1.2989e-05i,0.00043189+3.3454e-05i
-0.0012873+0.0013571i,-0.0014664+0.00067813i,-0.00096803-2.3626e-05i,-0.00018631-4.2068e-05i,0.00028624-0.00024645i,-0.00059966-0.00066767i,-0.0011892-0.00021869i,3.2514e-05+0.00021141i,0.00024849+3.3065e-05i,6.717e-05-0.00041492i,0.00039947-0.00047441i,0.00062576-0.00017644i,0.00074079-5.8072e-05i,0.00092664+9.8603e-05i,0.0013087+0.00039337i,0.001443+0.00062901i,0.00028217+9.1415e-05i,-0.00092782-0.00033601i,-0.00088941-0.00033428i,-0.00017872-0.00020708i,0.0002821-0.00021387i,0.00048598-9.1315e-05i,0.00048467+0.00013656i
0.00064004-0.0014458i,0.0016221-0.0009326i,0.0014861-0.00013132i,-0.00011566-0.00077938i,-0.0013571-0.0012203i,-0.0018996+1.3e-05i,-0.001724+0.00029402i,-0.00046999+3.5123e-06i,5.9346e-05+0.00055496i,-0.00071355+0.00075226i,-0.0012097+0.00013049i,-0.00051018-0.00053437i,-0.00021996-0.00073707i,-0.00040994-0.00066363i,-0.00043865-0.00076078i,-0.00019917-0.00059381i,-9.8867e-05-0.00019377i,-0.00053178-0.00035525i,-0.00037993-0.0001221i,0.00021643+0.0001998i,0.00027638+0.00068311i,0.00049467+0.0010296i,0.0006447+0.00022859i
0.0028494-0.0016236i,0.0026568-0.00074381i,0.0011618-0.0017316i,0.00057446-0.0022875i,0.00063164-0.0018826i,0.00042578-0.0010107i,0.00035091+0.0004971i,0.00049271+0.00064453i,0.00076578+2.8776e-05i,0.00034682-0.00074053i,8.1754e-05-0.00090941i,0.00023728-0.0004772i,-0.000635+0.00043018i,-0.0015297+0.00011515i,-0.0012628-0.00073808i,-0.00034541-0.00076496i,-0.00031142-0.00015714i,-0.00077074+3.3221e-06i,-0.00012984-5.5887e-05i,0.00043708+0.0002606i,0.00066398+0.00027698i,0.00089329+0.0001251i,0.00047364-0.00012374i
-0.0018428-0.0011045i,-0.0015037-0.0010852i,-0.00087879-0.00061258i,-0.00045449+0.0001008i,-0.0006542+0.00067974i,-0.00067657+0.00064097i,0.00011099+0.000775i,0.00075552+0.00093839i,0.00058622+0.00045541i,0.00053168-0.00018871i,0.0003572-0.00040618i,-1.0677e-05-0.00081983i,0.00033547-0.0005349i,0.00079274-0.00010964i,0.00066729-0.00032666i,0.00064905-0.00063504i,0.00014177-0.00075452i,-5.2263e-06-0.00081092i,0.0002859-0.00098919i,0.00051857-0.00010498i,0.00015999+0.00078128i,-0.00037563+0.00068219i,-0.00051906+0.00033885i
0.000784+0.0015685i,0.0010978+0.0013309i,0.00083092+0.00020664i,0.00062061-0.000656i,0.00057069-0.00086429i,-6.5286e-05-0.0008277i,-0.00025517-1.2207e-05i,-5.5296e-06+0.00065947i,0.00037396+0.00054802i,0.00065441-0.00028018i,0.00014127-0.00070884i,-0.000668-0.0011403i,-0.00081201-0.0011361i,-0.00095711-0.00031833i,-0.0012203-0.00013304i,-0.0006373-0.00083117i,-0.00034377-0.00055274i,-0.00053435+0.00038937i,-0.00013861+0.00087206i,-5.0438e-05+0.00082999i,6.6562e-05+0.00059339i,-0.00017711-0.00046032i,0.00022674-0.00043461i
0.00115-0.00048974i,0.0029991-0.00088139i,0.0024874-0.0016846i,0.00075344-0.0018025i,-0.00020285-0.00063949i,0.00014348+0.00053305i,0.0007145+0.0012335i,0.00055231+0.0016373i,0.00035979+0.00035076i,0.00023134-0.00031284i,-0.00033204-8.3774e-06i,-5.0316e-05-0.00051319i,0.00055649-0.00018716i,-3.4961e-05+0.0011842i,-0.00077681+0.00097358i,-0.00059384+4.1139e-05i,-0.00090207-0.0001064i,-0.00044037-0.0003287i,0.00020472-0.00038199i,2.5962e-05-0.00035043i,-9.1515e-05-0.00051098i,-2.2775e-05+0.00013605i,-0.00058215+0.00057619i
0.00040012+0.0007928i,-0.00023324+0.00034715i,-0.00056144-0.00025363i,-0.00015915-3.6725e-05i,-0.0005842+0.00036269i,-0.0011457+0.00022278i,-0.00043404-0.0002906i,0.00060166-5.0433e-06i,0.00082174-5.4778e-05i,0.00025235-0.00032238i,-0.00023651+0.00048713i,-0.00039935+0.00053661i,-0.00038946+0.00015522i,-0.00074752-0.00012701i,-0.0012091-0.0004617i,-0.0016686-0.00065028i,-0.0015981-0.00096413i,-0.00069717-0.00089229i,-9.7228e-05-0.00075245i,0.00016376-0.00077827i,0.00040391-0.00016951i,0.00033935+1.2088e-05i,3.1234e-05-0.0001614i
-0.00052842-0.00042454i,-0.00048294-0.0009589i,-7.4462e-05-0.00083982i,-0.00034372-0.00051427i,-1.9073e-05-8.4174e-05i,0.0011668+0.00063382i,0.0008926+0.0010936i,0.00020361+0.00070279i,-0.00050122+0.0003323i,-0.0011367+8.7131e-05i,-0.0010873+0.00060262i,-0.00061438+0.00081325i,-0.00035137-0.00053238i,-0.00033306-0.0012258i,9.9311e-05-0.00028985i,0.00062671+0.00015754i,0.00045679+2.8874e-05i,-0.00034012-0.00016031i,-0.00036348-0.00056861i,-0.00037511-0.00094138i,-9.6113e-06-0.00063214i,0.00047723-3.0644e-05i,-0.00020981+0.00028629i
0.0012984+0.0019391i,0.0018744+0.0013235i,0.00080268+6.2737e-05i,-0.00044477-0.0010189i,-0.00067147-0.00071794i,-0.00013514+5.7703e-05i,-4.127e-05+0.00055639i,0.0002112+0.00084715i,0.0002222+0.00078479i,-0.00015466+0.00059777i,-0.00038931+0.00034731i,-0.00038229+0.00042798i,-0.00040885+0.00080025i,-0.00038852+0.00026831i,-0.00043121-0.00026719i,-0.00054032-0.00054048i,-0.00043509-0.00033325i,-0.00010291+2.7033e-05i,0.00044529+0.00018574i,0.0004221+0.00020555i,0.00010256-0.00012374i,-0.00022709-9.2507e-05i,-5.1708e-05-0.00013935i
-0.0014285-0.00050159i,-0.00081092-0.00088095i,-0.0005602-0.00068367i,-0.0005204-0.00051495i,-0.0003389-0.00034855i,-0.00045256-0.00045555i,-0.00082548-0.00013078i,-0.00088439+0.00026946i,-0.00085051+0.00027571i,0.00031188-0.0003976i,0.00033217-0.00010706i,-0.00032284+0.00096879i,0.00063287+0.00075075i,0.0010598+0.00029001i,0.00054761+0.00012729i,0.00017035-0.00011159i,1.7778e-05-0.0003609i,2.5022e-05-0.00061415i,0.00024712-0.00011647i,7.5717e-05-0.00053969i,-0.00060888-0.0012262i,-0.00013025-0.00055539i,0.00078163+4.4241e-05i
0.0026877-0.00045567i,0.0015635-0.0015777i,0.00086925-0.0019274i,0.00011537-0.0011786i,-0.00078001-0.00027678i,-0.0010027+0.00045706i,-0.00073854+0.00121i,0.00064565+0.0015669i,0.0015367+0.00069135i,0.00075844-0.00069686i,-0.00019018-0.00092698i,-0.00052155+0.00011171i,-0.0010274+0.0011688i,-0.0010304+0.0017014i,-0.00038471+0.0016756i,0.00090153+0.001431i,0.0017221+0.0011132i,0.00025215+0.00036956i,-0.00030152+0.00041494i,0.00052861+0.00067655i,0.001274+0.00013448i,0.00098666-0.0004961i,0.00069386-0.00019436i
0.00093832+0.0028529i,0.00039111+0.0024311i,-0.00027895+0.001519i,4.0406e-05+0.00015799i,0.00015215+0.00032996i,3.8977e-05+0.00058663i,-0.00024466+0.0012727i,-0.00012838+0.0018436i,-3.9994e-05+0.0010389i,-0.00046242+0.00051512i,-0.00057888+0.00095604i,0.0001687+0.00010653i,0.00036529-0.0015229i,-0.00024639-0.0014428i,8.6768e-06-0.00091742i,0.00063587-0.00037825i,0.00094407+5.9022e-05i,0.00070438-0.00013236i,-0.00048277-0.00032773i,-0.0017128-0.00023215i,-0.0018103+0.00032893i,-0.0010201+0.00034071i,-0.00047002-3.7772e-05i
-0.0018903+0.00051438i,-0.0014954+0.00048171i,-0.00023877-0.00014071i,0.00052043-0.00040828i,0.00039732+0.0003665i,-6.308e-06+0.0015556i,-0.00049292+0.0018506i,-0.00093289+0.0016911i,-0.00033579+0.00084103i,0.00037221-3.497e-05i,0.00038184+0.00025915i,0.00032469+0.00061087i,0.00024881+0.00030943i,0.00029695+0.00033795i,0.00040788+0.00021813i,0.00035983+0.00033789i,0.00010176+0.00073631i,-0.00057268+0.00060176i,-0.00069506-3.1757e-05i,-0.00022188-0.00051349i,-0.00022134+6.3683e-05i,-1.5138e-05+0.00076037i,0.00013987+0.0012503i
0.00015464+0.00062858i,-7.9732e-05-0.00070837i,0.00032201-0.00098878i,8.0228e-06-0.0011986i,0.00032107-0.0012655i,0.00050914-0.00098668i,-0.00021512-0.0007843i,-0.00060836-1.8772e-05i,3.8423e-06+0.00060658i,0.00023853+0.00022455i,3.9219e-06-0.00075601i,-0.00038267-0.00085273i,0.00023855-0.00018338i,0.00053976-0.00049293i,-0.00068707-0.0007001i,-0.0015704+0.00041089i,-0.0012253+0.00061293i,-0.00069157+0.00030606i,-0.00045209+0.00069382i,-0.00086904+0.00095339i,-0.00086449+0.00041454i,-0.0002894-0.00063403i,3.7815e-05-0.00079294i
0.0022797+0.0019824i,0.0022076+0.0006242i,0.0021656+0.00066265i,0.0019302-0.00056831i,0.00089905-0.0015206i,-0.0010206-0.00086923i,-0.0013035+0.0004027i,-0.0002194+0.0016604i,0.00087297+0.0018867i,0.0016157+0.0012442i,0.00076636+0.00054346i,0.00014056-0.00020051i,0.00029941-0.00052974i,-0.00072146-0.00053491i,-0.0013362-0.00069042i,-0.0010728-0.0002527i,1.2312e-05+0.00048206i,-3.4247e-05+0.00055573i,-0.0015047-9.4146e-05i,-0.0015964-0.00053898i,-0.00048797-0.00045921i,-0.00033106-0.00077495i,-0.00058268-0.00057137i
0.00035499-0.00046031i,0.001182-0.00086711i,0.00063279-0.0024805i,-0.0011362-0.002183i,-0.0017368-9.1586e-05i,-0.00017109+0.0015641i,0.0010613+0.0016977i,0.0014783+0.00058467i,0.00058708-0.00032247i,-0.00055281-0.00012822i,-0.00036992+0.00027307i,9.3295e-05+0.00045232i,0.00044756+0.00056069i,0.00078683+0.0010886i,9.1357e-05+0.0016215i,-0.00071989+0.0013632i,-0.00078326+0.00097851i,-0.00088235+0.00082891i,-7.709e-05+0.0004254i,0.00085224+0.00030628i,0.00072025-0.00027871i,0.00029206-0.00031006i,-3.7405e-05+7.7873e-05i
-0.0025321-0.0029259i,-0.0024132-0.0023527i,-0.0022232-0.002051i,-0.0019229-0.00018191i,-0.0014719+0.00060162i,-0.00089134+0.0012747i,-0.00036308+0.0018566i,0.0005679+0.00082636i,0.00058967-0.00023593i,0.00012898-0.00015195i,-0.0006787+0.00049754i,-0.00097686+0.00047563i,-6.8416e-05+0.00038504i,0.00048893+0.00034794i,0.00062283+0.00020938i,0.00032494+5.2355e-05i,-0.00011532-2.5134e-05i,0.0001812+0.0001932i,0.00060488+0.00023883i,0.00093936+0.00036743i,0.00070533+0.00030314i,0.00028502+0.00020088i,-0.00047027+3.6276e-05i
0.0031615-0.00064668i,0.0025056-0.0002015i,0.00171+0.00059552i,0.00095264+8.6113e-05i,0.00040197-0.00095939i,-6.5447e-05-6.6227e-05i,-0.00066795+0.0010892i,-0.00030612+0.0014501i,0.0002825+0.0011942i,0.00033153+0.00056901i,0.0002185+0.00029414i,-0.00015324+0.00061037i,-0.00061632+0.00094765i,-0.0003402+0.00052504i,-0.00038347+0.00017304i,-4.4924e-05-0.00034958i,0.00068353-0.00057671i,0.0001747+0.00037592i,-0.00034064+0.00045542i,-0.0002859+0.00070607i,-0.0004099+0.00056324i,-0.00050994-0.00034279i,-0.00027666-0.00047055i
-0.0019847-0.00014607i,-0.0011755-0.00041593i,-0.00052548+6.967e-05i,-0.00015381+7.1432e-05i,0.00041828-0.00011656i,0.00019987+6.0955e-05i,-0.00035988+0.00034847i,7.2096e-05+0.00092545i,0.00057717+0.00085155i,-0.00013798+4.1807e-05i,-0.00010761+7.1605e-06i,-0.00050143-2.0893e-05i,-0.00079778-0.00049167i,-2.9624e-05-0.00051897i,-0.00072948-0.00048957i,-0.00050964+0.000242i,0.00012949+0.00075834i,-0.00064051-2.6668e-05i,-0.00041341-4.0143e-05i,-5.6128e-05+0.00022244i,0.0001969-0.00042639i,0.00025333-0.00029138i,-0.00031111+0.00024795i
0.0029508-0.0010094i,0.0022194-0.0017378i,0.00080711-0.0027648i,-0.00018063-0.0026777i,-0.00088082-0.0017499i,-0.001782+0.00051068i,-0.0010186+0.0013857i,0.00010875+0.0014964i,0.00046224+0.00063327i,0.00020152-0.00087647i,-0.00078927-0.00088914i,-0.0010397+0.00026902i,7.4865e-05+0.0014215i,-2.763e-05+0.001096i,-0.0011016+0.00034285i,-0.00071788+3.7678e-05i,0.00053865-0.00047413i,0.0011091+0.0002045i,0.0011439+0.00062585i,0.001271+9.0865e-06i,0.0015054-0.00043314i,0.0011209-0.00060446i,0.00010665+1.1204e-05i
0.00075559-0.00047476i,0.00072285-0.0018953i,0.00041783-0.0029161i,-0.00047185-0.0022086i,-0.0012364-0.0015102i,-0.0011527-0.00029356i,-0.00076523+0.00073174i,0.00013282+0.00036181i,0.0010805+0.00018665i,8.0517e-05-0.00016214i,-0.00090571-0.0005412i,-0.00041256-0.00027418i,0.00065835+0.00072036i,0.0003694+0.0016837i,-0.00098145+0.0011112i,-0.00091338+0.00055832i,-0.00041166+0.00072011i,-0.00017223+0.0007573i,0.00089762+0.00070445i,0.0011412+0.00066526i,0.0001511-0.00028294i,-0.00058171-0.00052461i,-0.00070518-0.00017458i
-0.00097098-0.0009064i,0.00054117-0.0011976i,0.0017572-0.00090088i,0.0010978+0.00021586i,7.2315e-05+0.00083186i,-0.00090203+0.00018666i,-0.0010285-4.5502e-05i,-0.00072257+0.0002733i,-0.00059702+0.00018057i,-0.00053825+0.00012207i,-0.0003394-9.9303e-05i,-0.00043107-2.0743e-06i,-0.00091112-0.00042572i,-0.00027935-0.00055798i,0.00018971+0.00023148i,-0.00013068+0.00032376i,-8.5115e-06-0.000455i,0.0005191-0.00092624i,3.6092e-05-0.00034311i,-0.00098564+0.00025495i,-0.0013261+0.00026538i,-0.00069723+1.8128e-05i,3.8033e-05+4.5343e-05i
0.00038178-0.0013383i,0.00080512-0.0013697i,-0.00027349-0.001936i,-0.00076891-0.0019212i,-0.00069263-0.0011112i,-0.00040597-0.00068481i,-0.00035293-0.00075576i,-0.00052674-0.0006716i,-0.00081602-0.0012355i,-0.00056085-0.0011094i,2.9393e-05-0.00038773i,-0.00055625+7.5661e-05i,-0.00070795-5.0068e-05i,-0.00084094+8.6656e-05i,-0.00076115+0.00093813i,-0.00014097+0.00062232i,7.4468e-05+2.5331e-05i,0.00046221+0.00019245i,0.00082583+0.00090184i,0.00084579+0.0010955i,0.00040613+0.00056435i,0.00012199+0.00055589i,0.00024214+0.00050323i
0.0010281+0.0012911i,0.00012204+0.00010899i,-0.00067032-7.1453e-05i,-0.0013682-0.00031398i,-0.0016854-0.00084672i,-0.00091-0.0001731i,-0.0010819+0.00075535i,-0.0011608+0.0012002i,-0.00036561+0.00067665i,-0.0006875-0.0004932i,-0.00095172-0.00087309i,-0.00041941-0.00047561i,1.6122e-05-0.00010535i,-0.00016308+0.00095301i,-0.0011614+0.00114i,-0.00092161-3.8681e-05i,-0.00053026-0.00049267i,-0.00034726-0.00024235i,-0.00019029+8.3275e-05i,4.5943e-05+0.00093514i,5.2335e-05+0.0013445i,0.00019688+0.00029312i,0.0003371-7.7985e-05i
-0.00051033-2.3515e-05i,0.00050572-0.00069032i,0.00033707-0.00092493i,-0.00028373-0.00039947i,8.728e-05-7.3959e-05i,0.0002414+0.00076349i,0.00077449+0.0010065i,0.00073471+9.6193e-05i,0.00042478-0.00054785i,0.00032478-0.0013324i,5.0694e-06-0.0012934i,-0.00018037-0.00048672i,-0.00022072-0.00017311i,-0.00035563-0.00074604i,-0.00028638-0.00053462i,0.00013421+4.5604e-05i,0.0001959+0.00046974i,-6.8281e-05+0.0009993i,0.00016253+0.00052107i,0.0011573-0.00024695i,0.00084019-0.00011533i,-0.0010273-0.00013815i,-0.00085392-0.00069305i
-0.00055144-0.0009219i,-0.00058616-0.00094115i,0.00085685-0.0014373i,0.0014258-0.002034i,0.00025918-0.0013892i,-0.00035923-0.00095432i,-0.00055505-0.00029459i,-0.00090216+0.00072468i,-0.0013039+0.00094266i,-0.0011578+0.00089848i,0.00020713+0.00043483i,0.00065162-0.00028924i,-0.00041446-0.000157i,-0.00044606-0.00030715i,0.00014091-0.00041296i,-6.1272e-05-9.7954e-05i,-0.00047106+4.445e-06i,-0.00066458-0.00027533i,-0.00057514-0.00011595i,-0.00022948+0.00028208i,0.00017784+0.00037213i,0.00058551+0.00047848i,0.00047559+0.00058631i
0.0030124+0.0016461i,0.0033496+0.00017942i,0.0017551-0.0007832i,0.00083979-0.0022544i,0.00058556-0.0020431i,-0.0008182-0.0008589i,-0.00054361+0.00037543i,0.00062136+0.000945i,0.0010396+0.00019229i,0.00072304-0.00011592i,-0.00012138-0.00027446i,0.00010695+6.3984e-05i,-0.00043766+0.00033129i,-0.00079538-0.00029553i,0.00056619-0.0007756i,0.0010314+0.00015374i,0.00037071+0.00066326i,-0.00019739+0.0010395i,-0.00054061+0.00058149i,-0.00066197-0.00065092i,-0.00026406-0.00064346i,7.3427e-05+0.00016016i,-0.00040341+0.00039572i
-1.2767e-05+0.0027481i,0.00071744+0.0027276i,0.0012484+0.00097296i,0.00061809+9.3588e-05i,-0.00040241+0.00070569i,-0.0012061+0.0017915i,-0.0013083+0.0024557i,-0.00045859+0.0018796i,4.1498e-05+0.00063408i,0.00027162-0.00016117i,0.00070335-0.00028007i,0.000914-0.00010992i,4.429e-06-0.00053594i,-0.00079888-0.00032126i,-0.00085438-0.00010293i,-0.00069994-0.00040057i,-0.00041836+0.00034348i,0.00010827+0.00066645i,7.452e-05-0.0005142i,-0.00067871-0.00075079i,-0.00078858+0.00019244i,-8.5453e-05+0.00024379i,0.00057917-0.00051735i
0.00037825-0.002204i,-0.00032622-0.0028982i,0.00048169-0.0029234i,1.2871e-05-0.0029604i,-0.0010927-0.0020795i,-0.00080881-0.00026514i,-0.00053487+0.00091546i,-0.0002303+0.0012399i,0.00058681+0.00062696i,0.00079536-0.00052266i,0.00080038-0.00075351i,0.00056042+0.00073361i,0.00018293+0.0015847i,0.00016367+0.00096073i,-0.00022829+0.00053183i,-0.00022633+0.00019563i,-0.00032211-0.00029184i,-0.00064453-0.00033842i,-0.0010462-0.00022431i,-0.00031881+5.341e-05i,0.00047935+0.00016582i,2.5293e-05+8.0189e-05i,-0.00024769+0.00042065i
0.0008966-0.00055779i,0.00089531-0.0005017i,0.0012154-0.00075426i,0.0006965-0.0009724i,0.00023485-0.0016715i,-0.000237-0.0012646i,-0.0010436-0.00017072i,-0.00088555+0.00092155i,0.00067366+0.0010205i,0.0013365+0.00030281i,0.00089037-0.00015447i,0.0010093+0.0006413i,0.00058275+0.0010715i,-0.00018271-0.00035929i,-9.0937e-05-0.0017517i,-0.00020152-0.00072177i,-0.00039307+0.00050046i,-0.00019165+0.00076701i,-0.00014311+0.0007141i,-0.00040776+0.000128i,-0.00030053+8.3148e-05i,0.0004166+0.00043135i,0.00093744+0.00036549i
0.002096+0.0014961i,0.0016642+0.0017167i,0.00032729+0.00047417i,-0.00065906-0.00027238i,-0.00094971-0.00046276i,-0.0010662-0.0006203i,-0.0013084-0.00026769i,-0.0018621+0.00026142i,-0.00090882-4.2943e-05i,0.00038065-0.00084212i,-3.3422e-05-0.00076159i,0.00024698+0.00028596i,0.00013932+7.3512e-06i,-0.00034265-0.00066928i,-0.0004079-0.00058916i,-0.00045795-0.00024809i,-0.00041288+0.00022769i,-0.00064678-0.00019751i,-0.00048969-0.0011236i,-0.00094395-0.0006109i,-0.00083288+0.00020288i,0.00018379+0.00054994i,0.00018175+0.00012803i
0.0012464+0.0031892i,0.0021692+0.0023498i,0.0020352+0.00069308i,7.5463e-05-0.00038377i,-0.00080485-0.00038688i,-0.0012954+0.00012726i,-0.0012286+0.0008308i,-6.7319e-05+0.0011354i,4.3383e-05+0.00061305i,0.00027477-0.00038138i,-0.00010796-0.00015341i,-0.00031752+0.00034294i,7.4896e-05-0.00029333i,-7.516e-05-0.00070227i,5.8974e-06-0.00012488i,0.00023772-0.00012951i,0.00086255-0.00056342i,0.00077365-0.00035547i,0.00011408+0.00049997i,9.008e-05+0.0012369i,-0.00025298+0.0010787i,-0.00098097-0.00032034i,-0.00080339-0.00052969i
-0.00155-0.0010533i,0.00016601-0.0015011i,0.0013882-0.0018231i,0.00078616-0.002126i,0.00023404-0.0016969i,0.00049266-0.00071985i,0.00050846-0.00013474i,0.0011746+0.00028579i,0.0016505-0.00014567i,0.00074853-0.00039725i,-0.00019262-0.00016187i,-0.00060546+0.00067632i,-0.00067596+0.00033634i,-7.7833e-05-0.00072006i,7.2849e-05-4.2264e-05i,-0.00027431+0.00069381i,-0.00059453-0.00034329i,-0.0002952-0.0012598i,-3.7265e-05-0.00078425i,9.6838e-05-9.5098e-05i,0.00057055+0.00022293i,0.00035244+0.00034774i,-0.0003685+0.0003483i
