-0.0034733-0.00030147i,-0.0030362-0.00010394i,-0.0036574-0.0004035i,-0.0025083-0.00032827i,-0.0015743+0.0012063i,-0.00098436+0.0021336i,-0.00011877+0.0016251i,3.0421e-07+0.0011113i,5.3509e-05+0.0010688i,0.00031779+0.00084682i,0.00060895+0.00030133i,0.00035257-0.00059606i,0.00016578-0.00042387i,0.00031907+0.00064385i,0.00020245+0.00081041i,-0.00043873+0.00020643i,-0.00040209+0.00024927i,0.00024345+0.00099778i,0.00070899+0.00018474i,0.00066164-0.0014067i,-8.541e-05-0.0010936i,-0.00022458+0.00015333i,0.00016123+0.00077652i
-0.00077771-6.1536e-05i,0.00024527+0.00013864i,-0.0003814+0.00055573i,0.00063941+0.0007698i,0.0019203+0.00036542i,0.0019304+0.00027121i,0.0019286+0.0001386i,0.0018506-0.00024949i,0.0014157-0.00035492i,0.00087188+0.00050389i,0.00059854+0.00099514i,5.7724e-05+0.0004822i,-0.00013114-1.8425e-05i,0.00052026-0.00060729i,0.00089662+0.00023183i,-0.00017082+0.0014751i,-0.00081599+0.00080983i,0.00051673+0.00014062i,0.00045847+0.00064609i,-0.00072687+0.00053373i,-0.00081056+0.00027074i,-0.00055733-0.00012798i,-0.00088838-0.00036663i
-0.00071933-0.00078535i,-0.0011192-0.00070332i,-0.0012303-0.00073742i,1.0729e-05+0.00066416i,0.00050573+0.0014772i,0.00038335+0.00031189i,0.00047724-0.0006176i,0.0010973-0.00060847i,0.00075807-9.509e-05i,-0.0002319+5.3098e-05i,-0.00015837-8.3613e-05i,2.0347e-05-0.00083564i,-0.0010148-0.00035451i,-0.0017042+0.00017507i,-0.00075582-0.00038992i,0.00022126-0.00014663i,0.00028985-0.00023126i,-0.00027303-0.00028092i,-0.0004349-0.00023044i,0.00048766-0.00059092i,0.001115-0.00062651i,0.0009434+0.00021311i,0.00075551+0.00092685i
-0.0026122-0.00043589i,-0.0025103-0.00040997i,-0.0018985-0.00081556i,-0.00048991+0.0001507i,0.00036425+0.00080703i,0.00072469+0.0012923i,-9.1071e-05+0.00093205i,-0.0010369+0.0002931i,-0.00095707+0.00010107i,-0.00062542+0.00017595i,-0.00093327+0.00015269i,-0.0012286+0.00042137i,-0.00099777+0.00079496i,-0.0014117-9.5178e-05i,-0.0012748-0.00041262i,7.7279e-06-0.00045916i,0.00059661-0.00027309i,0.00076299-0.00049502i,0.00057015-0.00059179i,-0.00018175-0.00014704i,-0.00027107-0.00012177i,-0.00049454-0.00014013i,-9.9766e-05-0.00064396i
-0.00061167-0.0012552i,-0.00081439-0.00050525i,0.0007302+0.00023065i,0.0008651-0.00038128i,0.00043485-0.0010594i,0.00062337-0.00044475i,0.0014735+0.00027323i,0.0015625-6.4795e-05i,0.0013493-0.00048342i,0.00076988-0.00045599i,0.00056833-0.00013536i,0.00064604+2.1349e-05i,-0.00012469-0.00026607i,-6.8338e-05+0.00010941i,-0.00010823-6.9207e-05i,5.0279e-05-0.00041706i,0.0007571+0.00032073i,0.00063657+0.0012986i,0.00034283+0.00089057i,0.00043934-0.00038481i,0.00041712-0.00032841i,0.0002626+8.8185e-05i,0.00020753-0.00075182i
-0.001419+0.0021133i,-0.00027759+0.0018887i,-0.00040057+0.0012868i,0.00020493+0.0017735i,0.00097297+0.0014684i,0.00073507-8.6869e-05i,-0.00019222-0.00082145i,-0.00052422-0.0010258i,-0.00056296-0.00082433i,-0.0010429+8.4984e-05i,-0.00096681+0.00048254i,-0.0010504+9.6108e-05i,-0.0011999+0.00028174i,-0.00089493+5.0659e-05i,6.9459e-05-0.00064796i,0.00068539-0.0008714i,0.00089611-0.00023246i,0.00043698+0.00048713i,-0.00058719+0.00039673i,-0.00091208-0.00076592i,-0.00070371-0.00095303i,-0.00039002+0.00077913i,5.8285e-05+0.0014977i
0.0016762+0.00056493i,0.0016841+0.0010373i,0.00070719+0.0010555i,0.0010947+0.00027666i,0.0021176+0.0002853i,0.0014748-2.3123e-05i,0.00031294-0.00025625i,0.00024914-0.00029949i,6.8018e-06-0.00048361i,-0.00048332-0.00086494i,-0.00036856-0.0010643i,-0.00057436-0.00059092i,-0.00090073-0.00025098i,-0.00061515-0.00038063i,6.5248e-05-0.00022233i,0.00020169+0.00021969i,0.00012602+0.00063027i,0.00033128+0.0003137i,0.00023633-0.00013754i,0.00011766+4.5969e-05i,-2.5205e-05+0.00028676i,1.5708e-05-7.3607e-06i,0.00028514+9.3227e-05i
0.0015202-0.0011684i,0.0011655-0.0014919i,0.00063884-0.0024443i,-1.2755e-06-0.0021553i,-0.00029102-0.0014163i,3.2606e-05-0.00081287i,0.00027305+2.2242e-05i,0.00029826+0.00064463i,0.00025015+9.7273e-06i,0.00027489+6.1701e-05i,-0.00045562+0.00022407i,-0.00066732-0.00014648i,-0.00074241-0.0004204i,-0.00060314-0.00027429i,4.1937e-05+0.00050248i,-0.00036362+0.0011804i,0.00035995+0.0011797i,0.0015477+0.00049029i,0.0012343+0.00028891i,-0.00014287+0.00020615i,-0.00071789-0.00015979i,-5.7755e-05+0.00010864i,0.00050688+0.0010217i
-0.0012401-0.0006533i,-0.00037419+0.00053063i,-0.0005324+0.00050955i,-0.00060878+0.00010745i,-0.00016899+0.00020537i,0.00028194+0.00084887i,0.00022367+0.0004365i,8.3056e-05+3.7123e-05i,-0.0010272-0.00056893i,-0.0012577-0.00017569i,-0.00034488+0.0013522i,-8.6105e-05+0.00050612i,-5.7745e-05-0.00078871i,-0.0001328-0.00046514i,-6.7216e-05+0.00053657i,-0.00035284+0.00046887i,-0.00039155+2.2445e-05i,0.00040987+0.00044085i,0.00090328+0.00057868i,0.00051247+7.0024e-06i,0.00024221-0.00091911i,-0.00046563-0.00081996i,-0.0013916-0.00019099i
0.00033003-0.00055098i,-0.0010015-0.0014207i,-0.0013792-0.0022116i,-0.00098684-0.0017135i,-4.7672e-05-0.00038252i,0.0001794+0.00088744i,0.00043879+0.0016107i,0.00071494+0.0013747i,0.00059566+0.00099534i,-0.00026+0.00040308i,-0.00038603-0.00064221i,0.00049916-0.00084052i,0.00066719-0.00083294i,-6.9596e-05-0.00094306i,-0.00024924-0.00093679i,4.0454e-05-0.0010332i,0.00025762-0.00057102i,0.0011503+0.0002337i,0.0013163+5.9943e-05i,0.00057708-7.668e-05i,-0.00018028+0.00072183i,-2.3584e-05+0.0010768i,0.00073497+0.0010861i
0.00057722-0.00036427i,0.0012189-0.00074508i,0.00051614-0.0018111i,0.00077055-0.0016078i,0.00064902-0.0011214i,0.00016457-0.0014499i,0.00010016-0.00065403i,0.00010285-0.00019346i,-0.00043046-0.00052934i,-0.00048266-0.00020677i,0.00079398-8.6181e-06i,0.00096617+0.00019165i,0.00033687+0.00052014i,-0.00010457-0.00012178i,-0.00081952-0.00057873i,-0.00082412+1.6303e-05i,-0.00054978+3.3311e-05i,-0.00068412-0.00087166i,-0.00068627-0.00065717i,4.8008e-05+2.5499e-05i,7.6937e-05-0.00010877i,2.6934e-05-0.00057721i,7.3042e-05-8.2924e-06i
-0.0012565+0.00019879i,-0.0019043+0.00043059i,-0.0015726+0.00045268i,-0.00068784+0.00044623i,-3.5028e-05+0.00086294i,0.00019914+0.00039638i,-0.00025239-0.0007111i,-0.00068946-0.0011172i,-0.00070768-0.001366i,-0.00015689-0.00090366i,2.8524e-05-0.00030395i,0.00027106-0.00077174i,0.00088377-0.0014513i,0.00035449-0.0013691i,-0.00022705-0.001136i,-0.00028073-0.0013397i,0.00017876-0.00030296i,0.00072019+0.00080926i,6.6481e-05+0.00053854i,-7.8685e-05-0.00029667i,0.00013595-0.00078218i,-0.00030563-0.00022665i,-0.00057039+2.9944e-05i
-0.00010179-0.00096299i,9.28e-05-0.00031968i,-0.00059188+0.00024698i,0.00045641+0.00064891i,0.0016616+0.00041968i,0.0016661-0.00013294i,0.00098933-0.00059406i,-0.00051587-0.00055449i,-0.00087806-5.8084e-05i,-0.00014822+0.00047489i,0.00013341+0.00073076i,-0.00026735+0.00063681i,-0.00045583+0.00077764i,7.6716e-05+0.00047601i,0.00051489-0.00019848i,0.0012909-0.00029461i,0.0011818+2.882e-05i,0.0005964+0.00026349i,0.00086836+0.0003781i,0.00078977-5.956e-05i,0.0002871-0.00073851i,-0.00052609+8.7368e-05i,-0.00025332+0.00074727i
-0.0015746+0.0008955i,-0.0019502+0.00011822i,-0.0018919+0.00080224i,-0.0013083+0.0012937i,-0.00084303+0.00026684i,-0.00017555-0.00079953i,0.00045009-0.00085718i,0.00031385-0.00047526i,7.5965e-05+0.00053275i,-0.0002556+0.00088812i,0.00013868+0.00036159i,-6.9402e-05+0.00015065i,3.6421e-05+0.00058803i,0.00085318+0.0006539i,0.0002009+0.00010155i,-0.00031056+0.00035143i,0.00039926+9.8329e-05i,0.00096463-3.9681e-05i,0.00038038+0.00019817i,-6.1154e-05-3.1395e-05i,0.00022393+0.00026306i,0.00011922+0.00056583i,-2.5983e-05+7.3424e-05i
-0.0015319-0.00056618i,-0.0011485-0.00068188i,-0.00047993+0.00050504i,-0.00033906+0.0017972i,-0.00050268+0.0018225i,-0.00082367+0.00044556i,-8.9112e-05-2.9332e-05i,-1.707e-05+0.00051565i,-0.00034271+0.00040466i,-0.00017985+0.00038223i,-0.00063836+0.000155i,-0.00060159-6.3489e-08i,-0.00027952+0.00031137i,-5.0869e-05+0.00034149i,0.0007576+0.00027095i,0.0013543+0.00029749i,0.0017363+0.00027575i,0.0015849-0.00031755i,0.00090599-0.001119i,0.00041859-0.00079402i,-0.00027734+3.3976e-05i,-0.00073102-3.7694e-05i,-0.0005146-0.00062108i
-0.00034423-0.00062518i,0.00042235+0.00017007i,0.00040794+0.0002252i,6.2197e-05-0.00072913i,0.00012937-0.0014599i,0.00090201-0.0010078i,0.00074415-0.00062419i,-0.00080372-0.00072187i,-0.00074518-0.0004804i,0.00036526-0.00037243i,0.00053671+0.00014597i,0.00056422+0.00040349i,0.00033545-0.00043253i,0.0002305-0.00083224i,-0.00014739-0.00068259i,-0.00076053-0.00092856i,-0.0006641-0.00066819i,-0.0002151+0.00016051i,9.8184e-05+4.013e-05i,8.1763e-05-0.00070982i,0.00019339-0.001168i,-0.00010104-0.00058481i,-0.00060832+0.0006338i
0.00032197-0.00031991i,0.00072477+1.9227e-06i,0.0010489-0.00026982i,0.00080045-0.00042036i,0.00022999-0.00068801i,0.00036985-0.00064567i,0.00062704-0.00070268i,1.0309e-05-0.0010222i,-0.00046014-0.0012966i,-0.00032247-0.0012625i,4.2829e-05-0.0010458i,0.0002954-0.00097166i,-0.00030966-0.0012639i,-0.00063454-0.00050779i,-0.00034273+0.00041581i,-0.00010599+0.00038845i,0.00020011+0.00037656i,0.00081643+0.00023447i,0.0010845-4.1245e-05i,1.2901e-05-0.00021708i,-0.00056998-0.00019128i,-0.00019951+6.3532e-05i,-8.4551e-05+3.1959e-05i
0.00029952+0.000779i,-0.00026983+0.00094006i,-4.3816e-05+0.00094136i,1.5531e-05+0.0009865i,0.0005285+0.0001347i,0.0012803-0.00029429i,0.0011078-3.7309e-06i,-0.00057988-0.00040323i,-0.00085032-0.00027536i,1.4206e-05-2.2691e-05i,-0.00020497-0.0004795i,-0.0010318-0.00096579i,-0.0012744-0.00041489i,-0.00029693+0.00052261i,0.00058592+0.00043263i,0.00079931+0.00032704i,0.0010031+0.00061835i,0.0013739+0.00046727i,0.00077896+8.5994e-05i,7.8467e-05-9.772e-05i,0.00010288+0.00040274i,0.00044708+0.00079669i,5.4143e-05+0.00040927i
-0.0011281+0.00019463i,-0.00092992-0.00011927i,-0.0001398+0.0006722i,0.0011085+0.0010721i,0.0016879+0.00084137i,0.0014966+0.00054641i,0.0013259+0.00071979i,0.0009958+0.00097909i,0.00025762+0.00035186i,-0.00020376-0.00010497i,-3.4971e-05+0.00016407i,-0.00037716+0.00058696i,-0.00095276+0.00018443i,-0.0010767+0.00068466i,-0.00045362+0.00088374i,0.00025553+9.6442e-05i,0.00010085-0.00020431i,0.00029617+2.6415e-05i,0.0008269+0.00032507i,0.00045118-0.00027325i,-0.00035388-0.000925i,-8.6486e-05-0.0008216i,0.00048377-0.00065905i
0.00041857-0.00066569i,0.00043533-0.00089839i,-5.8757e-05-0.0014164i,-0.00042262-0.0020115i,0.0012681-0.0030312i,0.0012145-0.0021124i,-0.00046725-0.00045633i,-0.0012204-0.00024778i,-0.00059737-0.00035245i,9.9297e-05-0.00051628i,-0.00018304-0.0010258i,-0.00054184-0.00081582i,-0.0006903-0.00092201i,-0.00036115-0.0003394i,-0.00018176+0.00043579i,0.00010344+0.00021061i,5.5953e-05-0.00030543i,-0.00021875-1.1708e-05i,-0.00017046+0.00023742i,3.0993e-05-0.00012458i,-0.00043066-0.00050173i,-0.00017444-0.00082728i,0.00096369-0.00031481i
-0.0014517+0.00086174i,-0.00047934+0.0015173i,-0.00021513+0.0020645i,0.00045863+0.0019866i,0.0007726+0.00096481i,0.00069887+0.0002177i,0.00014925-5.4174e-05i,-0.00029908+4.4192e-05i,-0.00058138-0.00031419i,-0.00064359-0.00026537i,-0.00028789+0.00017325i,-6.3618e-05-0.00016752i,9.2228e-05-0.00073673i,0.00090781-0.00054307i,0.00069647+0.00062979i,-0.00023648+0.00050733i,0.0004437-0.00076619i,0.0010442-0.0015733i,0.00069288-0.001421i,-0.00013725-0.0011032i,-0.00064023-0.00047715i,-0.00022681-7.8441e-06i,0.00026707-0.00047434i
0.00086293-0.0013769i,-6.9065e-05-0.0018023i,-0.0017759-0.0019637i,-0.001711-0.0014714i,-0.00067533-0.00060393i,0.00073824-0.00062675i,0.00093897-0.00089438i,0.00014726-0.00030117i,-0.00070752-0.00033165i,-0.00064922-0.00088118i,-0.00016983-0.00074712i,-0.00057927-0.00044269i,-0.00067198-0.00042316i,-0.0001529-0.000896i,-0.00078488-0.0010138i,-0.00092553-0.001048i,0.00027731-0.0008392i,0.00057797-0.00030031i,0.00027813-8.1366e-05i,-0.0003001+0.00011416i,-0.0010255+5.0479e-05i,-0.00049548+7.7588e-05i,0.00037928+1.8376e-05i
-5.3304e-05+0.00071701i,9.22e-06+0.00024199i,7.3692e-05+0.00057587i,0.00085453+0.00099382i,0.0017451+0.00095606i,0.0012249+0.00066467i,0.00054353+0.00049516i,0.00031305-0.00026375i,0.00011902-0.00065115i,7.192e-05-0.0002666i,-4.6288e-05-0.00018311i,-0.00064121-0.00012765i,-0.00091785+0.00019564i,-0.00010532-2.1843e-05i,0.00059795-3.4799e-06i,0.0012056+0.00075457i,0.0016492+0.0013918i,0.0017768+0.00090172i,0.0010253-0.00010536i,1.9343e-05-0.00044597i,-5.2336e-05+4.4364e-05i,-0.00011433+0.00014612i,-0.0001474-0.00010766i
-6.5987e-05-0.00016691i,-0.00053002+0.00017337i,-0.0011767+0.0010668i,-0.0014541+0.00023782i,-0.00097619-0.0010018i,0.00028481-0.0007126i,0.0010183+2.57e-05i,0.00039084+0.00017643i,-0.00045794+0.00032735i,-4.0332e-05+0.00043204i,-0.00051928-0.0008497i,-0.0014168-0.0018652i,-0.00097829-0.00077644i,-0.00051644+0.00020611i,-0.00042458-5.5297e-05i,0.00027664-6.7627e-05i,0.0004298+1.0071e-05i,0.00015971+8.3878e-05i,0.0013924+0.00041747i,0.0015088+0.0001264i,6.4657e-05+0.00046759i,-0.00017249+0.0005048i,-0.00032311+0.0001173i
-0.0017201-0.00066032i,-0.0016849-0.0010987i,-0.0020203+0.00027327i,-0.00089233+0.0017346i,-0.00017204+0.0014228i,0.00038863+0.00053673i,0.00046453+0.00037379i,0.00014513+0.00025776i,0.00014574+8.2362e-05i,1.0723e-05+0.0003242i,0.00022277+0.00049812i,-0.00014758+0.00041284i,-0.00037232+0.00045112i,0.0001173+0.00064129i,0.00013741+0.00050244i,0.00052395+0.00036901i,0.00056091+0.00074253i,0.00074526+0.00060803i,0.0010587+0.00031547i,0.00017257-0.00017642i,-0.0006765-0.00055968i,1.1418e-05+0.00046975i,0.00032471+0.00031897i
-0.0003962-0.0017893i,-0.00043642-0.0018867i,-0.00062667-0.0016694i,-0.00018609-0.0005853i,0.00043048+0.0007184i,0.00063412+0.0009955i,0.00085554+0.00046032i,0.0006836+0.00040636i,3.8777e-05-2.513e-05i,0.00013479-0.00032987i,0.00025139-0.00029708i,-0.00063668-0.0011178i,-0.0011001-0.0014484i,-0.000399-0.00028976i,-0.00038651+5.4764e-05i,-0.00057002-0.00037501i,-7.4077e-06+6.8375e-05i,0.00051047+0.00034101i,0.00064813-0.00027809i,0.00036874-0.00033127i,6.1702e-05-0.00018771i,0.00015891-0.0004101i,0.00033435-0.00062473i
0.00041897+0.0013157i,0.00065828+0.00032342i,0.0018053+0.00019093i,0.0025097+0.00029046i,0.0023646-0.00055045i,0.002376-0.00096663i,0.0017489-0.00044086i,0.00041589-0.00020818i,0.00060485-8.9415e-05i,0.00030216-0.00051359i,-0.0001702-0.00038623i,4.6356e-05-0.00027581i,0.00020135-0.00046819i,0.00070747-6.2174e-07i,0.00064181+0.00062714i,1.2025e-05+0.00058291i,0.00015181+8.217e-05i,0.00066234+0.00016305i,0.00081697+0.00019388i,0.00022741-0.00027996i,-0.00037864-0.00093265i,0.00062676-0.00051862i,0.0015194+0.00064692i
0.00022572+0.00096468i,1.0505e-05+0.0018038i,-0.00040168+0.0010099i,0.00054737+0.00012586i,0.0013165+0.00053178i,0.0015797+0.00059586i,0.0014108+0.00018905i,0.00030577-0.00046001i,-0.00016523-0.0011646i,-1.4694e-05-0.00074356i,-0.0005669-0.00066401i,-0.00099429-0.00033411i,-0.00047731+9.8529e-05i,-0.00010535-0.00068373i,-0.00017385-0.00077463i,-0.00038872-0.00020753i,-0.00031607-0.00033361i,0.00083624-0.00025879i,0.0010609-0.00031812i,4.9706e-05-0.00026012i,7.2508e-05+0.0010338i,0.00056654+0.0015092i,0.00036165+0.00090608i
-0.0025831+0.00015158i,-0.0028891-3.9031e-05i,-0.0023228+0.0014967i,-0.00036888+0.002352i,0.0015081+0.0019813i,0.0017729+0.00040919i,0.00070498-0.00059836i,-0.00049091-0.00063811i,-0.0005842-0.00069345i,2.612e-05-0.00011079i,0.00042849+0.00028748i,-0.00025945+0.00037872i,-0.00017994+0.0008768i,0.00028533+0.0013713i,-0.00017525+0.0010701i,0.00012633+0.0004743i,0.00058656+0.00039589i,0.00015177+0.00034528i,0.00043852+0.00053479i,-9.1482e-05+0.0004439i,-0.0015362-0.0006203i,-0.0021229-0.0011323i,-0.0016338-0.00070444i
-0.001036+0.00051477i,-0.00034677+7.305e-05i,-0.00051071+0.00072603i,-0.00079538+0.0015895i,-0.00021674+0.0013364i,0.00031575+0.00095071i,0.00064207-0.00026147i,1.2844e-05-0.00042634i,-0.00095198+0.00075494i,-0.00075644+0.00060341i,-0.0002262+0.0005518i,0.00011082+0.00067974i,0.00015238+0.00068942i,0.00044536+0.00057869i,0.00049973+0.00036877i,-3.2483e-05+0.00043147i,-0.00010202+0.00036435i,-1.6744e-05+0.00055104i,0.00018136+0.00040901i,0.0001868+0.00014572i,-0.00023428-0.00053796i,-0.00064053-0.00084044i,-0.00030671-0.00075195i
0.00013209-0.0018399i,-0.0010554-0.001157i,-0.00099683-0.00056288i,-8.6629e-05+0.00035406i,0.0010756+0.00062445i,0.00094203+0.00058294i,0.00029309+0.00053565i,0.00017439+0.00030133i,3.8986e-05-0.00016807i,-0.00041702+0.00088417i,-0.00076194+0.00071844i,-0.00022802-0.00088573i,-9.9848e-05-0.0008044i,3.2376e-06-4.9057e-05i,0.00048646+0.00034823i,0.00076765+0.00073972i,0.00063746+0.001161i,0.0003054+0.000604i,-3.027e-05+0.00017241i,0.00017523-0.0001138i,-2.7204e-05-0.00061963i,-0.00045212-0.0013025i,-7.9074e-05-0.001657i
0.0014532-0.0014124i,0.0019267-0.0010522i,0.00075266-0.001707i,-0.00029825-0.0016983i,-0.00038693-0.00066591i,-0.0002561-0.0004086i,-0.00012987-0.00064457i,-0.00038248-0.00028766i,-0.000653-0.00028726i,-0.0011238-0.00048725i,-0.0011108-0.00088102i,-4.9637e-05-0.0010992i,-0.00016178-0.0010676i,-0.0010172-0.00072667i,-0.0012012-0.00043046i,-0.00065889-0.0004412i,0.00055011-0.00066755i,0.00061469-0.00034649i,0.00054496-0.00019786i,0.001014+0.0002914i,0.00041688+0.00052289i,-0.00035915-0.00024408i,-0.00017893-0.000233i
0.00021153+0.0012198i,0.00071194-0.00035776i,0.001035+0.0009211i,0.0011173-0.00012931i,0.0014823-0.00094266i,0.0014015-0.00047706i,0.0013131-0.00057008i,0.00075592-0.00040203i,0.00017983+0.00027558i,0.00041686+0.00042477i,6.4666e-05+0.00026392i,-0.00044168-0.00021669i,-0.00014333-0.00057989i,0.00012759-0.00053684i,-0.00026642-0.00055798i,-0.00069349+0.00022555i,-0.00017318+0.00033222i,0.00035824-0.00036236i,0.00048683-0.00063185i,3.9967e-06-0.00020035i,-0.00097251+0.0001262i,-0.0011169-0.00010584i,-0.0001704-0.00060096i
0.0021656-0.00172i,0.0007673+0.00088224i,0.0031001-0.0019953i,0.0028941-0.0026459i,0.00076228-0.0015525i,7.4081e-05-0.00061531i,0.00055525-0.00077426i,0.0004837-0.001836i,0.00078915-0.0012468i,0.0009453-0.00089165i,0.00064812-0.0010856i,-0.00018672-0.00044187i,-0.00071017-0.00017626i,-0.00051189+0.00031706i,-0.00011375+0.00054417i,-0.00010895+0.00042619i,0.00011928+0.00037171i,0.00032699+3.8089e-05i,0.00034202+5.2747e-05i,0.00043256-0.00017547i,0.00071829-0.00035778i,0.00036008+0.00033055i,-0.00012294+0.00035853i
9.1766e-05-0.0008413i,-0.00029225+0.00052594i,-0.00119-0.0013963i,-0.00086319-0.0022611i,-0.00020353-0.0010021i,-0.00038045-0.0002097i,6.3621e-06-0.00017063i,0.00021579+0.00036468i,-0.0012216+0.0010964i,-0.0012474+0.00076166i,2.1326e-05+2.9172e-05i,0.00045001+0.00012493i,1.9691e-05+0.00051572i,-8.5402e-05+0.00015829i,0.0006586+0.00021679i,0.00052458+0.00061679i,-0.00030214+0.0010456i,-0.00089411+0.00095665i,-0.00070286+0.00027245i,0.00022737-0.00084908i,-9.3375e-05-0.0002349i,-0.00022396+0.00091175i,2.6491e-05+0.000538i
-0.0029458-0.00085581i,-0.001993-0.00033952i,-0.00011096+0.00032421i,0.00024542+0.00079737i,-0.00051468+0.0010181i,-0.0001387+0.00013369i,0.00099516-0.00096274i,0.0013071-0.00093676i,0.0012939-0.0005725i,0.00067491-4.2854e-05i,-0.00019349-0.00056455i,-0.0001931-0.0010568i,0.00050236+0.00027035i,0.00097807+0.0011071i,0.00070298+0.00096048i,6.5602e-05+0.00052085i,-0.00016661-0.0002161i,-7.2414e-05-0.00019233i,0.00011883-0.0004903i,0.00036155-0.00047438i,-0.00020381-0.00050165i,-0.00091768-0.00023828i,-0.00045046-2.2874e-05i
0.0021112-0.0015813i,0.0015661-0.0014775i,0.0011097-0.0023355i,0.00035081-0.0018347i,-2.5277e-05-0.00061996i,0.00040451+0.0014721i,0.00083828+0.0018988i,0.00051579+0.00034683i,-0.00046025-0.00021217i,-0.0010522+0.00023918i,-0.00099058+0.00035417i,-0.00044828-0.00082877i,0.00011461-0.0012006i,0.00023801-0.00021612i,-0.00044154+9.0446e-05i,-0.00055848-0.0001493i,5.4599e-05-0.00027209i,0.00011119+0.00086303i,-0.0002084+0.00033902i,-0.00076237-0.0007894i,-0.00088964-0.00080825i,-0.00027367-0.00042516i,-0.00020336+0.00016786i
0.00099062-0.0002283i,0.00061397-0.00050051i,0.0013539-0.0012877i,0.0015363-0.00075805i,0.00076678-0.00088885i,0.00098157-0.0014713i,0.0014875-0.00078664i,0.00067961-0.00041986i,0.00018741-1.0505e-05i,8.4139e-05+0.00033985i,5.0292e-05+0.00041072i,-0.00057887+0.0003026i,-0.0010349-0.00018234i,-0.00011261+0.00027107i,0.00028737+0.0010032i,0.00014007+0.0011689i,0.00065685+0.0015017i,0.00083471+0.0012952i,0.00018108+0.00084485i,-0.00048413+0.00061785i,-3.2675e-05-2.1716e-05i,0.00015856-0.0002256i,-0.00081162-0.0010143i
9.4068e-05+0.00020757i,0.00018877-9.1907e-05i,0.00022296-0.00042296i,0.00049526-8.559e-05i,0.00039788+0.00018383i,0.00034646+6.5523e-05i,-1.1956e-05-8.6161e-05i,6.7255e-05-0.00060279i,5.2418e-05-0.00042404i,0.00029872+3.5844e-05i,0.00039618-0.00015088i,0.00032213-0.00049664i,0.0007813-0.00089058i,0.00024801-0.00063231i,-0.00034011-0.00047324i,0.00024885-0.00041157i,-5.117e-05-0.00015157i,-0.0002701-1.3004e-05i,0.00032258-0.00069993i,-0.00014949-0.00075343i,-0.00092183-0.00013762i,-0.00050841-0.00011126i,0.00049004-0.00035472i
-0.00079172+0.00049929i,-0.0010671+5.0999e-05i,0.0005238+0.00041724i,0.0016129+0.0007417i,0.0015712+0.00029732i,0.0014219-0.00050044i,0.0010206-0.00116i,0.00037151-0.00093834i,8.2e-05-0.00074376i,0.00044708+0.0002944i,0.00076827+0.0013442i,0.00057917+0.00097412i,-0.00021464+0.00055604i,8.5392e-05+9.8527e-05i,6.9165e-05-0.00030283i,-0.00042196-9.0662e-05i,-0.00031125-0.00030288i,0.00033157-0.00023703i,0.00089685-0.00027983i,0.00010917-0.00067915i,-0.00058123-0.00074788i,-0.0010271-0.00027673i,-0.0016265-0.00057753i
0.00027287+0.00029133i,0.00050791-7.8336e-05i,0.00048032+0.00052533i,0.00058386+0.00083478i,0.00068727-0.0003439i,0.00093919-0.00062684i,0.00054033+0.00037934i,0.00013683+0.00046683i,-0.00024754+0.00033291i,-0.00055536+0.00024769i,-0.0008657+0.00012375i,-0.0014554+0.00035718i,-0.00064357+0.00068439i,0.00018612+0.00073853i,-0.00022464+0.00072023i,-0.00032144+0.00071792i,-0.00015535+0.00075202i,0.00030998+0.00092769i,0.00096718+0.001785i,0.00054218+0.0014815i,-0.0011463-0.00020511i,-0.0013513-0.00074219i,-0.00082193-0.00048536i
-0.0019949-8.9504e-05i,-0.001385-0.00023117i,-0.00016974-2.9817e-05i,0.00051994-0.00017798i,0.00045753-6.9683e-05i,0.00073835-0.00062987i,0.00058783-0.00058784i,-0.00068256-0.00047061i,-0.00076882-0.0010855i,-0.00035642-0.0011029i,-0.0008393-0.00057449i,-0.00090376-0.00050701i,-0.0008673-0.00059145i,-0.00076388-0.00064062i,-0.00015124-0.00037305i,0.00047551+6.4381e-05i,0.00046444+1.4857e-05i,0.00011765-0.00059025i,0.00011148-0.00079803i,-0.00031948-0.00073479i,-0.00017319-0.00062243i,0.00019755-6.0862e-05i,0.00049241+8.2946e-05i
0.0021652-0.00014183i,0.0020925-0.00018121i,0.0017821-0.00037337i,0.00071715-5.4569e-05i,0.00029179-0.00026934i,-5.2979e-06-0.00023703i,-0.00050919+0.00081152i,-0.00069157+0.00094327i,-0.0003266+0.00072627i,0.00021828+0.00077851i,9.7242e-05+0.00032058i,-0.00031377-0.0013534i,-6.2427e-05-0.0019625i,0.00035819-0.00058616i,0.00030944+0.0009373i,0.00023704+0.00054527i,-7.3636e-06-0.00027903i,9.777e-05-0.00032669i,-0.00062122-0.0001454i,-0.0014868+0.00021348i,-0.00086391-5.3136e-05i,0.00043983-0.00037122i,0.00023064+0.00019131i
