-0.001408+0.00085734i,-0.0021538+0.00055193i,-0.0028135+0.00016828i,-0.0021956-0.00037078i,-0.00064523-0.00013177i,0.00061505+0.00017462i,0.0013297+0.00095604i,0.0006921+0.0016672i,-2.8709e-05+0.0010386i,0.00016854+0.00014231i,-1.9028e-06+0.00051276i,-0.00045115+0.00079816i,0.00018006-0.00016831i,0.001402-0.0002743i,0.0010366+0.000512i,0.00055825+0.00056649i,0.00056724-0.00033471i,0.00068109-0.0013583i,3.2645e-05-0.0017788i,-0.00050222-0.0009655i,-0.00046546+0.0004751i,6.3203e-05+4.5597e-05i,0.00040614-0.00057674i
0.002578+4.1749e-05i,0.003129-0.00068138i,0.0019725-0.0021408i,0.00028762-0.0032494i,-0.00033829-0.0025788i,-0.00040956-0.0016003i,-8.3083e-06-0.0010194i,0.00043911-0.00048635i,0.00050775-0.00034423i,0.00084929-0.0002848i,0.0011979-9.7902e-05i,0.00036368+0.00039682i,-0.00086251-6.474e-05i,-0.0004154-0.00026794i,9.9656e-05+6.0302e-05i,-0.00025188+0.00023695i,-0.00081257+0.00010527i,-0.00035691+0.00091059i,0.00093467+0.0012284i,0.0015876+0.00017824i,0.0011931-0.00062233i,-4.6936e-05-0.00071497i,-0.00086903-0.00051097i
0.0011492-0.0011667i,0.000999-0.0027326i,0.00035974-0.0029542i,-0.00063361-0.0022209i,-0.00053147-0.0021754i,0.00062236-0.0018259i,0.0015221-0.0015564i,0.0012119-0.0017456i,0.00047371-0.0011374i,0.00016858-0.00020049i,-0.0001074+0.00013377i,-0.00019642+0.00011272i,-2.4099e-05+0.00029976i,-0.00072393+0.00041676i,-0.00056591+0.00044384i,0.0001516+0.00044619i,0.00040278-0.00010502i,0.00046822-0.00037441i,0.00045459-0.00028017i,0.00031782-0.00021538i,-0.0003307+3.9836e-05i,-0.00037204+0.00017992i,-0.00021108-0.00024566i
-0.0011475-0.00050833i,-0.0014596-0.00047373i,-0.00069631+0.00017885i,-8.9844e-05+0.00019787i,-0.00010294-5.2554e-05i,1.3317e-05-0.00016878i,0.00097695-0.00078725i,0.00088266-0.00091875i,0.00024977-0.00039732i,0.00011702+0.0002864i,-0.00029921+0.00058547i,-0.00052337+0.00044365i,-0.00025615+0.00034265i,0.00028329+4.8272e-05i,0.00060273-0.00031179i,0.00077781-0.00029947i,0.00050045-0.00057636i,0.00039433-0.0007218i,0.0004919-0.00081786i,0.00043999-0.00044256i,0.00037352+0.00017496i,0.00038397-0.00010968i,0.00088919-0.00039108i
-0.00038273+0.0010273i,0.00042999+0.0012863i,0.00026229+0.0010994i,0.0016902+0.00046839i,0.0026718-0.00035614i,0.0027372-0.0010582i,0.0022104-0.00097537i,0.00064527-0.00076239i,0.00052306-0.0010302i,0.00076304-0.00059321i,0.00028672-0.00020788i,-0.00069136+0.00015319i,-0.0008274+0.00043537i,-2.0767e-05-0.00013621i,0.00045585-0.00037946i,0.0010576-2.2103e-05i,0.00094844+0.00038326i,0.00030798+0.00049286i,-6.741e-05+0.00020519i,5.5341e-05+0.00028641i,-0.00048668+0.00061734i,-0.00075457+0.00042027i,-0.00057845+0.00053268i
-0.00060966+0.00017583i,-0.0002352+0.00018846i,4.9894e-05-0.0011445i,-0.00011182-0.0012372i,-0.00019055-0.0011628i,-0.00036143-0.0014471i,-5.4982e-05-0.0017462i,-0.00012587-0.0018536i,-5.3848e-06-0.0013971i,0.00081051-0.00072862i,0.00095451-0.00036636i,0.0004869+0.00013475i,0.000285-9.3863e-05i,0.00014037-0.0006698i,-0.00038299+3.1114e-05i,-0.00069512+0.00012628i,-0.00086586-0.00046738i,-0.00094872-0.00055254i,-0.00039987-0.00050562i,0.00030331-0.00031549i,0.00027359-0.00026719i,-0.00013568-0.00050842i,0.00034169-0.00066278i
0.00088159-0.0010397i,8.8604e-05-0.0027784i,-0.00086522-0.0025632i,-0.00080568-0.00096169i,0.00037479+1.347e-05i,0.0018759+8.5169e-05i,0.0020935-0.00077292i,0.0011843-0.0010147i,0.00034987-0.00055692i,6.1641e-05-0.00018518i,-1.4632e-06-0.00016083i,6.0446e-05-0.00044939i,0.00059564-0.00043623i,0.00066787-0.00033377i,0.00010712-0.00014327i,0.00018117-0.0001333i,5.832e-05-0.0002672i,-0.00036194+0.00011951i,-0.00025719-0.00011245i,-0.00017148+0.00041895i,-0.00042115+0.00038907i,-0.00035011-0.00039164i,-0.00053638-0.000664i
0.00013234-0.00098431i,0.001139-0.0018546i,0.0022914-0.0019531i,0.002312-0.001828i,0.001608-0.001654i,0.0010858-0.0013246i,0.0007181-0.0014004i,8.9219e-05-0.00075204i,0.0003556-0.00044475i,0.00078797-5.2015e-05i,0.00016891+0.00012779i,-0.00040094+9.4972e-05i,-0.00017008+0.00048328i,-2.6007e-06+0.00049148i,-9.8402e-05+0.00043472i,0.00025949+0.00018596i,0.0009342+0.00032115i,0.00075258+0.00047456i,8.5871e-05-5.0903e-05i,7.855e-05-0.00017724i,-4.7363e-05-0.00047234i,-6.1026e-05-0.00072266i,0.00021197-0.001157i
0.0022703-0.00052105i,0.0021243-0.00062783i,0.0010936-0.0013436i,0.00015464-0.0015316i,0.00046921-4.4815e-05i,0.00065651+0.00093777i,0.00072261-5.788e-05i,0.00089651-0.0015633i,0.00059683-0.0018429i,0.00073863-0.0012004i,0.00060999-0.000333i,0.00016092+0.00019355i,0.00060537+0.0002247i,0.00067405+0.00020331i,0.00025065-0.00010885i,0.00035676-0.00016102i,0.00042226+0.00084802i,-0.00057794+0.00092328i,-0.00082817+0.00062321i,-0.00055506+0.00029126i,-0.001001-7.9072e-05i,-0.001321-0.00015364i,-0.000976-0.00036986i
0.00061424+0.0007173i,0.00080166-0.00047702i,0.00084581-0.0016007i,0.0010492-0.0019677i,0.0001801-0.0017161i,-0.00034881-0.00066521i,0.00040291-0.00012409i,0.00079549-0.00070059i,0.0005067-0.00080912i,0.00042073-0.00025392i,-1.5427e-05-1.3687e-05i,-4.9541e-05+0.00055761i,6.2504e-05+0.00079578i,-1.5757e-05+0.00036837i,0.00064738+0.00020333i,0.00061531+0.00016131i,-6.3723e-06+2.2893e-05i,-0.00039962-6.3564e-05i,-0.00092312-0.0011623i,-0.00053596-0.0014991i,0.00012808-0.00037875i,3.0339e-05-0.00011698i,0.00012108-2.5467e-05i
0.0016757-0.00091343i,0.0017213+0.00028123i,0.0011169+0.00080865i,0.00062472+0.00081597i,0.00082524+0.0003863i,0.00066316+0.00092468i,0.0010773+0.0011124i,0.0012332-0.0007029i,0.00071575-0.0018652i,0.0001026-0.00069842i,0.00022471+0.00063396i,0.00028403+0.00013455i,9.074e-05-0.00030472i,0.00031361+0.00010359i,0.00079306-0.00033729i,0.00063581+9.3183e-05i,0.00061773+0.00084155i,0.00094631+0.00093137i,0.0004799+0.000432i,-0.000307+0.00036624i,-0.00036842+0.0010076i,1.2307e-05+0.00088961i,-0.00020556+0.00022176i
1.8971e-06-5.6151e-05i,0.0013192+0.00047337i,0.001938+0.00020558i,0.00043158-0.0017188i,-0.00055632-0.0022343i,-0.00011554-0.00056212i,0.00024304+0.00046246i,0.00059927-0.0002734i,0.0011402-0.00012935i,0.00061014+0.0006484i,-0.00031136+0.00051464i,-0.00042966+0.00056997i,-0.00037769+0.00056294i,-0.0008354-7.4795e-05i,-0.00071544-0.00066272i,6.2646e-05-0.00037985i,0.00022219+0.00022296i,0.00019543-4.3917e-05i,-0.00033658-0.00056199i,-0.00060884-7.1107e-05i,-0.00038235+0.00038485i,-0.00020826+0.00019428i,0.00019007-0.00032966i
0.00027165-0.00067037i,0.00096112-0.0013604i,0.0017053-0.0014956i,0.0012941-0.00056982i,0.0011418-0.0002683i,0.0011125-0.00040549i,0.00096229-0.000102i,0.00071107+0.0003276i,0.00043703-0.00035153i,0.0010112-0.00081991i,0.00073335-7.0921e-05i,-8.8004e-06+0.00011867i,-0.00066636-1.0902e-05i,-0.00092729-2.1912e-05i,-0.00079115+0.00037561i,-0.0002128+0.00052253i,2.1085e-05-0.00020244i,-0.00024697-0.00031173i,-0.0002017-0.00025501i,1.4096e-05-0.00062734i,0.0002819-0.00079612i,0.00070496-0.00052278i,0.0005752-0.00020386i
0.0010305-0.0012097i,0.0017097-5.785e-05i,0.00032884+0.0009427i,0.00014054+0.00017787i,-0.00018378-5.6143e-05i,-0.00047634+0.00035876i,0.00032424+0.00079341i,0.00062413+0.00026121i,0.00063741-0.0002558i,-1.7119e-05-0.00027819i,-0.00081904-0.00034215i,-0.00044692+0.00017975i,-0.00010825+0.0014556i,-0.00011687+0.0013341i,-0.00011452+0.0010504i,3.087e-07+0.00081719i,-0.00018802+0.00032528i,-0.00091461+0.00015973i,-0.00095246+2.8938e-05i,-0.00035247+0.00027431i,-4.3266e-05+0.00076405i,0.00047475+0.00031392i,0.00064802-0.00089122i
-0.0014147+0.0015559i,-0.0023283+0.00068159i,-0.0009014-0.00043756i,0.00010649-0.0015725i,9.5556e-05-0.0028393i,-0.00023555-0.0026181i,-0.00093009-0.001333i,-0.00094742-0.0010543i,-0.00014006-0.00052148i,3.0946e-05+2.7706e-05i,-0.00039869+0.00020648i,-0.00041918-0.00023929i,-0.0002396-0.00033999i,-0.00022408-0.00070924i,-5.23e-05-0.0015246i,-0.00019243-0.00056879i,-0.00012566+0.00021275i,-0.00011262-0.00017983i,4.2996e-05-0.00054458i,0.00063151-0.00023535i,0.00024315+2.597e-05i,0.0001953-0.00018111i,-4.5311e-05+0.00010581i
-0.00020808-0.0024963i,-0.00013342-0.0032965i,-0.00064214-0.0026725i,-0.00079654-0.0016885i,-0.00017436-0.00090013i,0.00057705+0.00080858i,0.0017634+0.0008797i,0.002276-0.00012541i,0.0012436-0.00033806i,0.00026241+3.0125e-05i,-0.00015662+0.0005096i,-0.00020211+0.00029601i,-0.00050118+0.0007325i,-0.0011035+0.00041386i,-0.00013116+0.00018454i,0.00090513+0.00026158i,0.00089244-6.5743e-05i,0.00051566-0.00036121i,0.00057695-0.0010727i,0.00083708-0.0010619i,0.00036802-0.00070935i,-0.00034931-0.0011121i,-0.00035777-0.0010028i
-0.00088508+0.00032462i,-0.001159+0.00093806i,-0.0016332+0.00099923i,-0.0014463+0.00042036i,-4.4174e-05-0.00010714i,0.0013927+4.3309e-05i,0.0012545-0.0002i,9.5814e-05-0.00048954i,-0.0005228+0.0004972i,-0.00037721+0.00020005i,0.00064127-0.00048944i,0.000517-0.00046742i,-0.00040632+8.1136e-05i,-0.0002407+0.00036164i,5.1996e-05+0.00041671i,0.00014356+0.00092376i,-0.00047159+0.0001848i,-0.00043599-0.0010386i,-8.9457e-05-0.00099721i,-0.00065759-0.00020795i,-0.00079708+0.00040887i,-0.00017067+0.00024802i,0.00015577-0.00036773i
-0.0018221+0.0013461i,-0.0019684+0.0014975i,-0.0018572+0.00084329i,-0.0018628-0.00044887i,-0.0010717-0.00055985i,9.0296e-05-0.00036688i,0.00095243-0.00020803i,0.0014139-0.00019763i,0.00057623+9.8339e-05i,3.2981e-05+0.00013016i,-0.0002483-0.00050796i,-0.00041858-0.00045175i,-0.00048215-0.00018685i,-0.00038483-3.9368e-06i,-5.2341e-05-0.0002017i,0.00050029-0.00028104i,0.00052875+0.00032509i,-0.00040723+0.00055943i,-0.00040803-0.00014301i,-0.00023081-0.00026791i,0.00028712+8.9761e-05i,0.00062735-0.00024554i,0.00028426-0.00074942i
-0.00043343-0.0016915i,-0.00080821-0.0028409i,-0.00028458-0.0042275i,-0.00018734-0.0041155i,-0.00069451-0.0031223i,-0.00030989-0.0018513i,0.0015542-0.00041727i,0.0019746+0.00020635i,0.00064929-0.00011282i,0.00043899+0.00027953i,0.00058372+1.6364e-05i,0.00073165-6.5909e-05i,0.0002216+0.00020495i,-0.00071047+0.00011454i,-0.0015027+0.00069288i,-0.001324+0.001275i,-0.00089298+0.00049594i,-0.00011663-0.00011504i,0.00066037-0.00026308i,0.00041316-0.00014538i,-0.00054925+0.00051515i,-0.00076123+0.00051875i,-0.00058825+6.2587e-06i
-0.00050248-0.0023061i,-0.0005741-0.0038497i,0.00013963-0.0043683i,0.00026698-0.0031339i,-0.0002026-0.00167i,4.4898e-05-0.00051056i,0.00013831+6.5138e-05i,0.00051774-0.00010514i,0.00073089+0.00024563i,0.00019948+0.00070059i,-0.00032751+0.00068021i,-0.00072065+0.00017062i,-0.00045682-0.00014841i,-8.7324e-05-9.6383e-05i,0.00048987+0.00029244i,0.00099418+0.00069811i,0.000701+0.00011861i,0.00045554-0.0009177i,7.9692e-05-0.0008643i,-0.00080672-0.00030602i,-0.00047551-0.0002447i,0.00028517+0.00051175i,0.00031979+0.00077472i
0.00021713-0.00047907i,0.00099986-0.0012738i,0.00063128-0.0017438i,0.0010266-0.0023976i,0.00055488-0.0018801i,-0.00011573-0.0003651i,0.00071484+0.00056765i,0.0016057+0.00025438i,0.0012592-7.7134e-05i,-0.00041658-0.00034013i,-0.00071676-0.00090399i,-0.0003701-0.00034395i,-0.00096912+0.00068606i,-0.00068531+0.0012696i,5.7675e-05+0.00070544i,-3.6896e-05+1.8353e-05i,0.00011987-0.00072553i,0.00045949-0.00071296i,0.0001666+0.00023138i,0.00011381+0.00057294i,-5.7099e-05+0.00043006i,-0.00015505+0.00012069i,-3.1763e-05-0.00054052i
1.5534e-05+0.0025835i,0.0016032+0.0024666i,0.0032179+0.001327i,0.0035035-8.7133e-05i,0.0027012-0.0014149i,0.00082539-0.0023005i,0.00013745-0.0019427i,-0.00056461-0.00081315i,-0.00047573+5.1587e-05i,0.00044312+0.00019631i,0.00065333+0.00057425i,0.00082924+0.00059649i,0.0003971+0.0002156i,0.00028543-0.00064375i,0.0003617-0.0010228i,-6.0732e-06-0.00049049i,4.6319e-05-0.00048354i,0.00048355-0.00023585i,6.7337e-05+0.00044269i,-0.00030572+0.0010728i,0.00023027+0.0012236i,6.4212e-05+0.00074827i,-0.00020155+0.0001439i
-0.00026562-0.001553i,0.00057191-0.00096025i,0.00080793-0.0011862i,0.0007502-0.0015536i,0.00023825-0.0012542i,-0.00030452-0.00024164i,0.00029211-0.00042795i,0.00067028-0.00067509i,0.00042667-0.00036075i,0.00033504-0.00060483i,0.00092344-0.00092182i,0.0010496-0.00061866i,0.00052757+0.00028601i,0.0009343+0.00019923i,0.0011798+0.00022909i,0.0010816-0.00020104i,0.00022907-0.00023621i,-0.0012443-0.0001499i,-0.00099389+0.00042098i,0.00059489+0.001124i,0.0010526+0.00034038i,0.00075031+9.1959e-05i,0.00039645+0.00048959i
0.00026731-7.1757e-05i,6.5544e-05-0.00072876i,-0.00056484-0.00082958i,-0.00090511-0.0010777i,0.00014669-0.0014463i,0.0012928-0.00099574i,0.0013178-0.00038414i,0.0011079-0.00038493i,0.00036239-0.00066521i,-1.4366e-05-0.00093842i,-3.7444e-05-0.00031994i,-0.00049979+0.001298i,-0.00080081+0.001977i,-0.00068988+0.0013968i,-0.00046872+0.00022815i,-5.3397e-05-0.0006613i,0.00059012-0.00050307i,0.000321-0.00038346i,-0.0005828-0.00040215i,-0.0011082-0.00026523i,-0.00095385-0.00022834i,-0.00041363+0.00022927i,-0.00010109+4.4738e-05i
0.00062215-0.001546i,0.001038-0.0010081i,0.00097398+0.00024725i,0.00097647+0.00035209i,0.00028829+0.00052268i,0.00052744+0.00075374i,0.0017517+0.00033565i,0.0011044-0.00078614i,7.3969e-05-0.0006259i,0.00024376+0.00024398i,0.00077548+0.0004575i,0.00057855+0.00054186i,-0.00010199+0.00079803i,-0.00047864+8.7749e-05i,-0.00062714-0.00054795i,-0.0001948-0.0005181i,-1.041e-05-0.00070207i,-8.456e-05-0.00032214i,-0.00010964-0.00030501i,-0.00055266-0.0010599i,-0.00074888-0.00094284i,0.00021381-0.00037745i,0.0011676-0.00030202i
0.00035333-0.00042081i,0.0016584-0.00096543i,0.0012871-0.00038001i,0.00067351-0.00064427i,0.00086688-0.001497i,0.0010246-0.00075945i,0.0015183+0.00054018i,0.0012656+0.0004921i,0.00010289+0.00041773i,-0.00062407-5.05e-05i,-0.00019355-0.0003415i,-6.8398e-05+0.00061928i,-0.00095002+0.0008949i,-0.00074779+0.00030723i,-1.5352e-05-0.00038274i,-0.00034994-0.00089297i,0.00024115-0.00014307i,0.0011532-5.0626e-06i,0.00042135-0.00061434i,-0.00040538-0.00099957i,-0.0010905-0.0011321i,-0.0010497-0.00064951i,-0.00045794+0.00015085i
-4.5891e-05-0.00059123i,-0.00042506+5.7919e-05i,-0.00067056+0.00052374i,-0.0008991+0.00066514i,-0.000892+0.00010191i,0.00055634-0.00025172i,0.0020318-0.00021842i,0.0018408-0.00013188i,0.001127-0.00014745i,0.00059315-0.00016017i,0.00016337+0.00010769i,4.7114e-06+0.00023445i,-0.00014896+0.00050039i,0.00049532+0.00065942i,0.0009274+0.00057017i,0.00025318+0.00011113i,-7.3993e-05-0.00034056i,-9.2628e-05-0.00047654i,-0.00032512+0.00030157i,-8.7359e-06+0.00043415i,0.00013052-0.00024755i,0.00016436-0.00078946i,0.0003328-0.00063202i
0.0010241-0.0015863i,0.00089682-0.0013761i,0.00091606-0.0019359i,0.00076884-0.0020372i,0.00074966-0.0014755i,0.00067234-0.00053298i,0.0011814-0.00017955i,0.0012434-0.00041697i,0.00042053-0.00044482i,-0.00020561-0.00018651i,-0.00025145+0.00043096i,-0.00022727+0.00065542i,-9.0323e-05+0.00090396i,-0.0002855+0.00090532i,-0.00015077+0.00066406i,0.00016286+2.1145e-05i,0.00049741-0.00061421i,0.0011003+0.00028233i,0.00076694+0.00082295i,-0.00017426+1.7098e-05i,-0.00084761+0.00016429i,-0.00055311+0.00024354i,-0.00048197+0.0001314i
0.0019196+0.00027498i,0.0025048-0.000372i,0.0027268-0.0014268i,0.0008346-0.0013744i,-0.00050231-0.00088063i,0.00068002-0.00016543i,0.001633-0.00016567i,0.0012341-0.00065714i,0.00041128-0.00081779i,5.9669e-05-0.0012493i,-0.00011203-0.0011804i,0.00040518+0.00021864i,0.00034956+0.001094i,2.4968e-06+0.00074938i,-0.00017791+0.00080398i,-0.00044923+0.00058111i,-0.00033446+0.00037454i,3.3661e-05-1.9308e-05i,0.0004159-5.0781e-05i,0.00082744+0.00045159i,0.0010301+0.00030156i,0.00057318+0.00036634i,3.6603e-05-0.00013232i
0.00039646-0.0013488i,0.00024135-0.0024469i,0.00019165-0.0030265i,0.00012334-0.0030707i,0.00038767-0.0023692i,0.00072732-0.00060709i,0.0008021+0.00085732i,0.0009507+0.00038189i,0.00071941-8.5215e-05i,0.00012364+2.2092e-05i,-0.00040709+5.4597e-05i,-0.00013046+0.00048794i,0.00050116+0.00080472i,0.0011297+0.00095788i,0.0013359+0.00081472i,0.0011165+0.0011201i,0.000242+0.00096188i,-0.00069518+0.0003372i,-0.00046205-0.0003859i,0.00010574-0.00090614i,0.00010769-4.9713e-05i,-0.00039909-2.2342e-06i,-0.00012143-0.00051689i
0.0011159-0.00096011i,-0.0002077-0.00073825i,-0.00058992-0.00093149i,-0.00055504-0.00016743i,-0.00042737-5.0361e-06i,0.0007639+1.6069e-05i,0.001726-5.6251e-05i,0.0016792-0.00012955i,0.00045771-0.00040697i,-0.00043075+0.00014931i,-0.00070462+0.00072937i,-0.0011735+0.00063276i,-0.00084949+0.00066741i,-0.0012182+0.00081653i,-0.001343+0.0004874i,-0.0010507+0.00048986i,-0.00033081+0.00046937i,0.00050616-0.00033081i,0.00030974-0.00058502i,6.9323e-05-0.00010634i,0.00027137+1.5511e-05i,9.3587e-06-0.00028382i,-0.00028483+0.00069931i
0.00031731+0.00098869i,0.00022538+0.0011811i,-0.00022682+0.0011502i,0.00027897+0.00015303i,0.00082305-0.00073109i,0.00043459-0.0008799i,0.00015648-8.1907e-05i,0.00088297+0.00017164i,0.0010208-0.00032722i,0.00054437+0.00017565i,0.00026756+0.0004943i,0.00021751-0.00021326i,0.00058411-0.00066226i,0.00071634-0.00032231i,-0.00017787+5.7445e-05i,-0.00021214+0.00034033i,0.00010984+0.00046347i,-0.000293+0.00022895i,-0.00015086+0.00032438i,9.9873e-05+0.00013646i,0.00019113-0.00054438i,0.00058889+7.1424e-05i,0.0010014+0.00046189i
0.00069228-0.00065197i,0.0016686-0.0011476i,0.0018813-0.0012879i,0.0011231-0.0020322i,3.3706e-05-0.0023156i,-0.00038763-0.00089554i,0.00020613-0.00022557i,0.0010495-0.00098839i,0.00092518-0.00093868i,0.00078766-0.00017089i,0.00050364-9.2991e-05i,-0.00046282+6.5224e-05i,-0.00087013+0.00047184i,-0.0010121-5.4959e-05i,-0.00082051-0.00029124i,-0.00025257+0.00083769i,0.00049378+0.0010017i,0.00022066+0.00016291i,-0.00070481-0.00022806i,-0.00016636-0.00058169i,0.00082233-0.00066067i,0.00099936-0.00054681i,0.00069332-0.00059275i
-0.00017632-0.0011628i,-0.0013057-0.00045086i,-0.0015353+0.00052163i,0.0002835+0.00016053i,0.0010618+0.00025031i,0.00080759+0.00057091i,0.0014079-0.00046816i,0.0012942-0.00088062i,0.00082174-0.0010529i,0.0010435-0.0010059i,0.00048274-0.00032986i,-0.00028074-0.00018667i,-9.0876e-06-8.2846e-05i,0.00059029+0.00033054i,0.0004777+0.00072894i,0.00038393+0.0011167i,4.687e-05+0.0007107i,-8.3054e-06-0.00019752i,-0.00029017-0.0002365i,-0.00016168-0.00086603i,0.00022332-0.0016427i,4.464e-05-0.00092743i,-0.00035144-0.0006993i
8.5536e-05+0.00012066i,0.0001785+5.4098e-05i,0.0012471-0.0008014i,0.00079458-0.0019055i,-0.00056978-0.0019834i,-0.00072681-0.00068101i,0.00033377-0.00032294i,0.001126-0.00071646i,0.0015177-0.0003749i,0.00082009-3.8263e-05i,-0.0003869-0.00074367i,-0.00055621-0.00068774i,-0.00036963+0.00070376i,-0.00037112+0.00090663i,-0.00010039-0.00015581i,0.00012634-0.0007232i,-0.00035948-0.0010286i,-0.0012232-0.00055214i,-0.00085598+0.00033631i,4.0252e-06+0.00018829i,0.00043356-0.000215i,0.00035458+0.00010625i,-0.00012595-7.2726e-05i
-0.00019877-4.2386e-05i,-1.5431e-05-0.00053257i,0.00083373-0.00038038i,0.00088776-0.00020739i,0.00083552-0.00072225i,0.001116-0.00082374i,0.0013786-0.0012867i,0.00060159-0.0017063i,-3.6358e-05-0.0004847i,0.00040277+3.6701e-05i,0.00026015-0.00088683i,-0.00018628-0.00071145i,-0.00029263+0.0008818i,0.00027895+0.0018092i,0.00017683+0.0010538i,-0.00023033+0.00031601i,-0.00056223+0.00052303i,-0.00087507+5.2918e-05i,-0.00099976-0.00019166i,-0.0009525+0.00038156i,-0.00030621+0.00040235i,0.00027482+0.00043747i,0.00031365+0.00025872i
0.00092337-0.002017i,0.00089587-0.0012219i,0.0015295-0.0011721i,0.0010612-0.0015183i,-0.00047699-0.0018196i,-0.00045664-0.0014871i,0.00042636-0.00071427i,0.00078185-0.00050415i,-8.8835e-06-0.00088006i,-0.00091577-0.0010191i,-0.00050198-0.00049248i,0.00061119+0.00016008i,0.00067402+2.388e-05i,0.00039336-9.0337e-05i,0.0001192+0.00033783i,-2.6932e-05+0.00012947i,-0.00010649-0.00021291i,-0.00035226-0.0001061i,-0.00048549+2.9711e-06i,-0.00062798+0.00027793i,-0.0011061+0.00052939i,-0.00089206+0.00064888i,-2.5993e-07+0.00059686i
0.0007505+0.00081994i,0.0017308+0.001417i,0.0020163+0.0016241i,0.00015876-0.00037766i,-0.0004767-0.0017104i,0.00012976-0.001264i,0.00078338-0.0012292i,0.001116-0.0014072i,0.00079942-0.0010766i,0.00041881-0.00031819i,0.00017927-0.00036167i,-3.898e-05-0.00062976i,9.4957e-06-0.00049563i,-0.00013843+0.00010632i,-0.00035536+0.00049498i,-0.00055875+0.00038676i,-0.00035035-0.00023381i,0.00040591+0.00021748i,-0.00062023+0.00033562i,-0.00059-0.0001944i,0.00042478-9.2713e-05i,0.0002042-0.00018465i,-1.465e-05-0.00042226i
0.0020577+0.00021116i,0.0028655-0.00055141i,0.0039948-0.0013897i,0.0023822-0.0022476i,0.00011391-0.0026584i,-0.00026526-0.00155i,0.00032624-0.00082079i,0.00040087-0.00061547i,6.7375e-05-0.00026604i,-0.00073417-0.00046963i,-0.0010885-0.0014592i,-0.00050983-0.0012689i,-0.00063545-0.0002191i,-0.0014328+0.00039101i,-0.00093831+0.0012574i,-6.6665e-05+0.0011716i,0.00012413+8.497e-05i,-0.00030989-0.00079629i,-0.00052775-0.00020086i,0.00044338+0.00085142i,0.00081231+0.00043086i,-0.00032479-0.000864i,-0.0005716-0.000936i
-0.00090164-0.00012169i,-0.0015756+0.00058195i,-0.0023223-7.7896e-05i,-0.0028195-0.00061861i,-0.0018134-0.00090368i,0.00032981-0.0005445i,0.0011735-0.00057284i,0.00083279-0.0011081i,0.0006994-0.00088969i,-0.00011827-0.00053302i,-0.00045014-9.903e-05i,-0.00024551+0.00061282i,-0.00048602+0.00094029i,-0.00097042+0.00067585i,-0.0012975+0.00034832i,-0.00079604+2.4846e-05i,-4.4511e-05-1.0575e-05i,-0.00030132-0.00056627i,-0.00043816-0.00095208i,6.6733e-05-0.00055578i,0.00028405-0.00021755i,0.00022407+0.00063441i,0.00048071+0.0010832i
0.00067809-0.0022892i,0.00062512-0.0024822i,-0.00034809-0.0023721i,-0.00098258-0.0017631i,-0.00065932-0.0006056i,0.00012458+0.00057157i,0.0012088+0.0005047i,0.0011874-0.00029182i,0.00070002-0.00024687i,0.00077762+0.00017368i,0.00039034+0.00015869i,0.00011683-1.9382e-05i,0.00010552+1.3145e-05i,0.00024939+0.00071616i,0.00018397+0.0010943i,-0.00025922+0.00027023i,-0.00050628+6.8659e-05i,-0.00014562+0.000681i,-0.00028175+0.0002708i,-0.00085561-0.00052752i,-0.0010065-0.00024468i,-0.00023196-0.00038882i,5.7974e-05-0.0002264i
-0.00072671-0.0007247i,-0.0012769-0.00050091i,-0.0011312-0.00049673i,-0.00040906-0.00028649i,-5.894e-05+0.00028007i,0.00081623-0.00054056i,0.0014377-0.0015025i,0.0013117-0.0016363i,0.00042961-0.0011774i,-0.00073894-0.00057795i,-0.00080819+0.00015774i,-0.00034004+0.00040758i,-0.00011587-0.00032506i,9.316e-05-0.00042333i,0.00059902+0.00032343i,0.0011493+0.0004426i,0.00089812+0.00028252i,3.616e-05+0.00047893i,-3.131e-05-0.00031714i,0.00078322-0.0011306i,0.00051975-0.0013361i,2.7734e-05-0.00096948i,-0.00031495+0.00020026i
-1.8993e-05-0.0030085i,0.00035492-0.00403i,0.00085654-0.0033162i,0.00074558-0.0023824i,-0.0001997-0.0015736i,-0.00027969-0.00071974i,3.5183e-06-0.00010118i,0.0004839+0.00058239i,0.00041117+0.00081633i,0.0002486+0.00080451i,0.00040793+0.00061544i,0.00023944+8.9574e-05i,0.00019355+0.00030107i,0.00016839+0.00020959i,-0.00055094-0.00043591i,-0.00060113-0.00044301i,-1.175e-05+3.2464e-05i,0.0003793+0.00084415i,-0.00046642+0.00097561i,-0.00043974+7.6164e-05i,-0.00033469-0.00016941i,-0.00058476-5.1982e-05i,0.00033038-0.00014058i
0.00084965-0.0016266i,0.00080323-0.0020291i,0.0008279-0.001462i,0.0010482-0.00094306i,0.00096991-0.00033337i,0.00084605+0.00012181i,0.0013261+6.936e-05i,0.0018239-0.00045045i,0.0020805-0.00084392i,0.00087005-0.00076006i,-0.00044957-0.00090326i,-0.00043921-0.00053798i,-2.5317e-05+0.00014044i,0.00023431+0.0001497i,0.00084596-0.00010822i,0.00055321+0.00011378i,5.1201e-05+0.00074645i,0.00017876-3.0221e-05i,0.0001294-0.00088206i,-5.8885e-05-0.00038136i,0.00026243-0.00014929i,7.2959e-05+6.7419e-05i,-0.00061973-0.00024958i
