0.00086091-0.00063949i,0.0015445-0.0018978i,0.0024486-0.0020066i,0.0014128-0.0014727i,0.00028483-0.0011137i,0.00011324+0.00041448i,0.00055015+0.0017066i,0.0014367+0.0019675i,0.0018429+0.0009732i,0.0012517-0.00027317i,1.2671e-05-0.0012046i,-0.00077195-0.00076406i,-0.00068116-0.00039947i,9.4344e-05-0.00035965i,0.00076503+0.00050976i,0.00058295+0.00035028i,0.0010723-0.00028308i,0.0012457-0.00077555i,0.00064176-0.00043977i,-0.00025207+0.00036089i,-0.00042279+0.00011904i,-0.00011026-0.00024842i,-0.00048679+0.00010774i
1.2925e-05-0.0043345i,-3.1292e-05-0.0048109i,-0.00051289-0.0018289i,-0.00065307+0.00061817i,-6.2031e-05+0.0014959i,0.0011478+0.0020626i,0.0031147+0.0027414i,0.0028977+0.0049639i,0.00034095+0.0064193i,-0.0027539+0.0048715i,-0.0041158+0.0023764i,-0.0026588+0.00024316i,-0.00079447-0.0013385i,-3.1444e-05-0.0014286i,0.00021601-0.0019966i,-0.00024588-0.0029966i,-0.00062625-0.0022186i,-0.00048111-0.00097729i,-0.0014061-0.00043797i,-0.0012019-0.00049816i,-0.00040771-0.00049612i,-0.00094344+0.00047027i,-0.0013314+0.0010007i
0.0046463-0.00016793i,0.005863+0.00055578i,0.0027868-0.00038468i,0.00010709-0.00046234i,0.0011663+0.0020316i,0.0016225+0.004603i,0.001327+0.0069655i,0.0012123+0.0080772i,-0.0003685+0.0069138i,-0.0023667+0.0034551i,-0.0025155+0.00031843i,-0.001273-0.0010808i,-0.00088685-0.00093242i,-0.0010493-0.0001595i,-0.00023648+8.4498e-05i,0.00016452+0.000398i,0.00045335+0.00089742i,1.5231e-05+0.0013426i,-0.00053652+0.00038075i,-0.00057061-0.0009443i,-0.001039-0.00099272i,-0.00096996-0.00048976i,7.8711e-05-0.00068362i
-0.004153+0.003434i,-0.0066215+0.0049939i,-0.0064447+0.0030288i,-0.0041569+0.00072337i,-0.0022146+0.00086183i,-0.0010748+0.0028056i,-0.0028597+0.0048007i,-0.005095+0.0056448i,-0.0042657+0.0044492i,-0.0020825+0.0021442i,-0.00076448+0.0010749i,-0.0010615+0.0018443i,-0.00157+0.0019224i,-0.0013645+0.00093082i,-0.0012636+0.0013414i,-0.0010939+0.0017701i,0.0004031+0.0013496i,0.0015233+0.0006501i,0.00050152+0.00024849i,-0.00062247-0.00027331i,-0.00091068-0.0007976i,-0.0008253-0.00095705i,-0.00028141-0.00067494i
-0.0039397-0.0036137i,-0.003058-0.0062881i,-0.002823-0.0048912i,-0.0029084-0.00044672i,-0.0022339+0.0016096i,-0.0030486+0.0018861i,-0.00526+0.0011971i,-0.0082429+0.00021558i,-0.0097377-0.0011204i,-0.0079348-0.0016204i,-0.0057021-0.00036161i,-0.0053065+0.0017738i,-0.0033288+0.0021743i,-0.00090345+0.00065928i,-0.00024266-0.00034268i,0.00028771-0.00039839i,-3.1856e-05+4.2552e-06i,-0.00068782+0.00032048i,9.2981e-05+0.00011519i,0.0010763-0.0012142i,0.0011308-0.0020699i,0.0013783-0.00086795i,0.0022251-0.00024428i
0.0029634-0.0022481i,0.0054113-0.0011168i,0.0044635+0.0018861i,0.0011966+0.0036839i,-0.0013875+0.0034246i,-0.0019651+0.0014932i,-0.0035337-0.00082929i,-0.0064363-0.0034243i,-0.007076-0.0050315i,-0.0053718-0.0049913i,-0.0037261-0.0042178i,-0.0032127-0.0020844i,-0.0030503+0.00012332i,-0.00031795+0.00061933i,0.0025733+0.00045383i,0.0023711+0.0010044i,0.00054798+0.00079795i,-3.7065e-05+0.0001522i,0.00067929-0.00046773i,0.00091881-0.0014712i,0.00050984-0.0020871i,0.00078074-0.0018818i,0.0012692-0.0010716i
0.0021359+0.0043606i,0.00054684+0.0049443i,-0.0026362+0.0025059i,-0.0032508-0.00068251i,-0.0020609-0.0020834i,0.00028532-0.0034065i,0.0012114-0.0061398i,9.2169e-05-0.0082101i,0.00026347-0.0063637i,0.0024201-0.0035959i,0.003615-0.0019219i,0.0032031-0.0004741i,0.001775+6.8711e-05i,-0.00030743-5.8356e-05i,-0.00064239+3.9563e-05i,-0.00065848+8.0781e-05i,-0.0018661-0.00048596i,-0.0021311-0.00049564i,-0.0012677+0.0006747i,-0.00056192+0.0014539i,5.3881e-05+0.0013316i,0.00050308+0.0011817i,0.00044781+0.0011984i
-0.0051383+0.0049152i,-0.0056381+0.0036362i,-0.0019513+0.001758i,0.0010047+0.0012865i,0.0011577+0.0018923i,0.001028+0.00033981i,0.0023584-0.0034349i,0.0049736-0.0044321i,0.0056681-0.001925i,0.0050383+0.00053169i,0.0036718+0.0022707i,0.0022619+0.0014584i,0.0012001-0.0011957i,-0.0004728-0.0034313i,-0.0022235-0.003146i,-0.0031763-0.0014845i,-0.0028616-0.00060389i,-0.0021627+3.6318e-05i,-0.00078206+0.00047246i,0.00066043+0.00055471i,0.0010471-3.0899e-06i,0.0016653-0.00027909i,0.0015894+0.0010741i
0.00024903-0.0040038i,0.0019077-0.0052987i,0.0043773-0.0023394i,0.0041977-1.4643e-05i,0.0032887-0.00098915i,0.0046649-0.0010286i,0.0076219+0.0003844i,0.0099902+0.00054687i,0.0091955+9.2861e-05i,0.0048035+0.00030717i,0.00029413+0.00034036i,-0.00095775-0.0001312i,6.7116e-05-0.0015635i,0.0010205-0.0025945i,0.0010648-0.0025884i,0.00013965-0.0026417i,-0.00026721-0.0018252i,0.00040477-0.00089955i,-0.00049588+0.0001316i,-0.0012162+0.0010552i,-0.00041879+0.00093957i,-0.00020478+0.00068563i,-0.00085796+0.00038844i
0.008426+0.0017686i,0.010413+0.0044458i,0.0070139+0.003703i,0.001284+0.0010032i,-0.0014681+0.00015257i,-4.0896e-05+0.0003295i,0.0050039+0.0013746i,0.0090363+0.0028691i,0.0086461+0.0029202i,0.0052384+0.00081257i,0.0012262-0.0013539i,-5.6362e-05-0.0017689i,0.00047595+0.00029712i,7.5997e-05+0.0022338i,0.00011138+0.0016748i,0.00056945+0.00017837i,0.0010232-0.00097559i,0.00078082-0.00081342i,0.0003909-0.00020995i,0.0014718+8.4697e-05i,0.0013616+0.0005495i,0.00020118+0.00095246i,-7.6602e-05+0.0010549i
-0.0022684+0.0066426i,-0.0065551+0.0078901i,-0.0057585+0.0049968i,-0.0021089+0.0029889i,-0.00091132+0.0032879i,4.3163e-05+0.0054934i,0.00097545+0.0090295i,0.00058857+0.011414i,-0.00051457+0.011032i,-0.0013852+0.0081312i,-0.0012605+0.0055363i,-0.00062981+0.0036267i,-0.00069553+0.0010293i,-0.00047753-0.0010634i,-0.00052336-0.00071666i,-0.000462+0.00019906i,-0.00030291-0.0006589i,-0.00047107-0.0016666i,-0.00092309-0.0014951i,-0.0014426-0.0013014i,-0.00043553-0.0018565i,0.00062082-0.0017502i,-3.4186e-05-0.0015633i
-0.006344-0.0040331i,-0.0060687-0.0080588i,-0.0002382-0.0079742i,0.0033125-0.0032593i,0.0026235+0.00086695i,0.00026774+0.0035326i,-0.0031184+0.0063742i,-0.0072463+0.0093215i,-0.0093735+0.010409i,-0.0077384+0.0085998i,-0.0058212+0.0055864i,-0.0032904+0.0041085i,-2.2235e-05+0.002374i,0.0018984-0.00066838i,0.0024165-0.0020989i,0.0017843-0.0014176i,0.0012013-0.00077343i,0.00020114-0.00062101i,-0.00092663+0.00033767i,-0.0015864+0.00082928i,-0.0025798+0.00050869i,-0.0028029-0.00030402i,-0.00083058-0.0012145i
0.0068074-0.0020796i,0.011328+0.00040549i,0.010241+0.0052533i,0.0029057+0.0051647i,-0.0029696+0.002804i,-0.0063363+0.00016599i,-0.0085906-0.0010832i,-0.010508+0.00070974i,-0.010248+0.0020376i,-0.0072452+0.00029554i,-0.0042581-0.0019848i,-0.0023916-0.0011233i,-0.00063384+0.00075646i,0.0017239+0.0019845i,0.0032825+0.001046i,0.0033029+2.1612e-05i,0.0025288+0.0014071i,0.0017902+0.0017278i,0.0017855+0.00020895i,0.0018898-0.0010949i,0.001577-0.00084737i,0.0002819+0.00036242i,0.00022505+0.00041148i
0.0060497+0.0072446i,0.0039712+0.012208i,-0.00059869+0.0090209i,-0.0035334+0.0031682i,-0.0036167+0.0010235i,-0.0036969+0.00077327i,-0.0067761-0.0010818i,-0.0099542-0.0036054i,-0.0090313-0.0037273i,-0.0042387-0.0040486i,-0.00081765-0.0044513i,-0.0018923-0.0029227i,-0.0038177-0.00011612i,-0.0041216+0.0026122i,-0.0026384+0.0045127i,-0.0013442+0.0052799i,-6.5671e-05+0.0035259i,0.0006833+0.0010639i,-2.3207e-06-0.0003792i,-0.00062295-0.0013936i,-0.00061073-0.0019893i,-0.0011966-0.0015426i,-0.0012288-0.00030367i
-0.0048292+0.00017249i,-0.0085323-0.003791i,-0.0035238-0.0096202i,0.0010354-0.0088535i,0.0010323-0.007333i,0.00017534-0.0068563i,-0.00061384-0.006491i,-0.00281-0.0087167i,-0.0049827-0.010199i,-0.0052374-0.0077042i,-0.0031471-0.0035775i,-0.0017072-0.0016506i,-0.0023852-0.0022699i,-0.0041821-0.0030294i,-0.0050767-0.0019488i,-0.0033482-7.045e-05i,-0.0013447+0.00051857i,-0.00046259+0.00024627i,0.00067506+0.0011137i,0.0021526+0.0019068i,0.0023524+0.0017392i,0.00093862+0.0011219i,-0.00077888+0.00070771i
-0.0078025-0.0088978i,-0.0050994-0.014426i,-0.0037944-0.0067174i,-0.0024627+0.0014223i,-0.00071531+0.0021983i,0.0018279-0.0020928i,0.00326-0.0088071i,0.003758-0.012874i,0.0018449-0.012437i,-0.00071969-0.0083445i,-0.0017012-0.0027435i,-0.0003627+0.0010366i,0.0016439+0.001531i,0.001884+0.00046016i,0.0005867+0.00022972i,-0.00040803+0.00030784i,-0.00067963-0.00043907i,-0.0016205-0.0010999i,-0.0014604-0.0011102i,0.00056581-0.0023322i,0.0016487-0.002871i,0.0013031-0.0015814i,0.00044075-0.00051047i
0.014215+0.0041018i,0.017771+0.01082i,0.012255+0.015254i,0.0053099+0.011203i,0.0035132+0.0061862i,0.0055033+0.0034335i,0.0091438+0.001139i,0.011827-0.001381i,0.011449-0.0032214i,0.0081647-0.0033331i,0.0052471-0.0023605i,0.003566-0.0016884i,0.0021145-0.00091103i,0.0014811+0.0010415i,0.0013914+0.0018481i,0.00049286+0.00086805i,-0.0019583-7.7681e-05i,-0.0035314-4.2832e-06i,-0.0033438+0.0002847i,-0.00328+0.00010929i,-0.003184+0.00026816i,-0.0020128+0.00020579i,-0.00079626-0.0007277i
-0.0052137+0.010667i,-0.013346+0.013246i,-0.016512+0.0049361i,-0.0090999-0.0036486i,-0.0012901-0.0035718i,0.0043847-0.00046746i,0.010436+0.003256i,0.013575+0.0061881i,0.013465+0.0062314i,0.010275+0.0045004i,0.0060921+0.0028947i,0.0040978+0.0010548i,0.0010359-0.0014859i,-0.0028089-0.0023994i,-0.0043758-0.0024633i,-0.003799-0.003097i,-0.0030511-0.0017649i,-0.0025655-0.00011366i,-0.00068405+0.00024604i,0.0014568+0.0010843i,0.0021852+0.0016622i,0.0012616+0.0010736i,-6.1657e-05-0.00011492i
-0.010599-0.0049844i,-0.012635-0.013723i,-0.0066444-0.016827i,-0.001496-0.0093138i,-0.00037743-0.0010478i,-0.00010938+0.0033367i,-0.00064294+0.0049793i,-0.00019747+0.0066217i,0.0025988+0.0067027i,0.0033271+0.0045235i,0.00060153+0.0031765i,-0.00060025+0.0015173i,0.00037961-0.0016996i,-6.51e-05-0.0043206i,-0.0017258-0.0057584i,-0.002311-0.0057512i,-0.0011682-0.0046028i,-1.9689e-05-0.003715i,0.00048802-0.0035631i,0.00057575-0.0040498i,0.00011549-0.0038118i,4.5286e-05-0.002886i,0.0008776-0.0022854i
0.010633-0.011166i,0.020546-0.011371i,0.022289-0.0034182i,0.013231+0.0057875i,0.0059945+0.0089616i,0.0021549+0.0093813i,-0.0032662+0.010854i,-0.0063778+0.012832i,-0.0047357+0.012862i,-0.0029793+0.0078506i,-0.003834+0.0025207i,-0.0038592+0.0019058i,0.00049284+0.0025161i,0.0053154+0.0020393i,0.0058993+0.0010975i,0.0042386-7.2545e-05i,0.0027871-0.0010062i,0.0010363-0.0016316i,-0.00012726-0.00098864i,-0.00065995+0.001189i,-0.00018057+0.0015163i,0.00025394+0.00071574i,0.00018561+0.0012115i
0.0080329+0.010871i,0.0074822+0.021787i,0.00011312+0.02151i,-0.0045523+0.0095954i,-0.0031535+0.0024322i,-0.0021487+0.001172i,-0.0028731+0.0023028i,-0.0061467+0.0065313i,-0.0093712+0.011042i,-0.0080503+0.010143i,-0.0047998+0.0056913i,-0.0023947+0.004393i,-0.00074606+0.0057436i,5.7351e-05+0.005957i,0.00089157+0.0045399i,0.0025005+0.0028938i,0.0032116+0.0014377i,0.0029368-0.00016605i,0.0034616-0.00096329i,0.0045134-0.001707i,0.0041574-0.0022861i,0.0024844-0.00058954i,0.001709+0.0019624i
-0.014482+0.0084202i,-0.028117+0.0054426i,-0.02837-0.003265i,-0.016672-0.0058416i,-0.0096883-0.0023225i,-0.0098455-0.00050484i,-0.011602-0.0017767i,-0.013337-0.0020199i,-0.01383+0.0028806i,-0.010731+0.0070647i,-0.0053937+0.0065988i,-0.0015187+0.0047059i,-0.00077825+0.0022267i,-0.002188+6.7146e-05i,-0.0027653-7.5646e-05i,-0.0015868-0.0001042i,-0.00058448-0.00096938i,8.182e-05-0.0012705i,1.6805e-05-0.0012583i,-0.0012591-0.001227i,-0.0034861-0.0012159i,-0.003538-0.0010052i,-0.0014553-0.00076322i
-0.0053108-0.014948i,0.00015646-0.027748i,0.010884-0.024203i,0.012239-0.0088339i,0.0061079+0.00027563i,0.0026655+0.0013143i,0.0005043-0.0014117i,-0.0021742-0.0047642i,-0.0039206-0.0044815i,-0.0037782-0.0014536i,-0.002144+0.00095284i,-0.00056572+0.00013877i,0.0004676-0.002951i,0.0020862-0.0044325i,0.0035389-0.0034189i,0.003663-0.0012349i,0.0027446+0.0011464i,0.00040293+0.0027429i,-0.00049156+0.0044266i,0.00052497+0.0059833i,0.00099026+0.0050958i,0.00013234+0.0026067i,-0.0011206+0.00070735i
0.019008-0.001768i,0.030915+0.006797i,0.026008+0.016057i,0.010149+0.011818i,0.0022452+0.0029426i,0.0015961-0.003297i,0.0043708-0.010512i,0.0058823-0.014661i,0.0034469-0.014513i,0.00038673-0.011287i,-0.00096833-0.0075444i,-0.0017497-0.0050323i,-0.0017306-0.0017023i,-0.00080891+0.0019559i,0.00043767+0.0020059i,0.0011135+0.0012662i,0.0015471+0.0020399i,0.0019117+0.0023731i,0.0014882+0.00095634i,0.0015778-0.001428i,0.0018597-0.0023526i,0.0017199-0.0016735i,0.00086628-0.00026499i
-0.00017272+0.019115i,-0.012254+0.031444i,-0.023903+0.026428i,-0.021219+0.013144i,-0.012675+0.0064789i,-0.0055206+0.0022147i,-0.00085497-0.0019294i,0.000657-0.0064301i,-0.00072002-0.011797i,-0.0027613-0.012602i,-0.0028867-0.0075568i,-0.0025807-0.0023729i,-0.0041651+0.00018916i,-0.0059719+0.0022516i,-0.006705+0.0044079i,-0.0064629+0.0044974i,-0.0047902+0.0027608i,-0.0037246+0.00086607i,-0.0031227-0.00018262i,-0.0028223-0.00029834i,-0.0027166+0.00014156i,-0.0016253+0.00042212i,-0.00013068-0.00048905i
-0.020644-0.0037753i,-0.030073-0.01713i,-0.021096-0.02585i,-0.0032296-0.017213i,0.0042904-0.0061054i,0.0045245-0.001068i,0.0046852+0.0033953i,0.0044055+0.0046435i,0.0014866-1.8964e-06i,-0.0026922-0.004057i,-0.003981-0.002702i,-0.0015816+5.8304e-05i,-7.8887e-05-0.00023649i,-0.0010724-0.0020735i,-0.0011727-0.0033632i,-0.00054494-0.0029452i,-0.00080455-0.00096307i,-0.001224+0.0014845i,-0.0011466+0.0032294i,0.00075103+0.0036234i,0.0027662+0.0015975i,0.0027937+0.00010036i,0.0014045+0.0009098i
0.0096563-0.020823i,0.024582-0.030879i,0.033883-0.02328i,0.02252-0.011036i,0.0090347-0.0083191i,0.0043883-0.007322i,0.0027828-0.0026998i,0.003755+0.0030229i,0.0046756+0.0056839i,0.0020311+0.0038619i,-0.0012734+0.0011352i,-0.00057387+0.0013284i,0.0027936+0.0016108i,0.0046511+5.1211e-05i,0.0041481-0.0012687i,0.0029454-0.0025199i,0.0018611-0.0032154i,0.00085501-0.0026307i,-0.00010126-0.0018723i,-0.00085119-0.0031052i,-0.0016081-0.0045377i,-0.0013843-0.0034941i,0.00012487-0.0013991i
0.020857+0.013296i,0.026256+0.033124i,0.01328+0.042822i,-0.0024017+0.032287i,-0.0058397+0.016505i,-0.0017386+0.0085583i,0.00017572+0.0058977i,0.0019914+0.0064656i,0.007261+0.0091209i,0.0091868+0.0070455i,0.0066052+0.0028831i,0.0041145+0.0015942i,0.003025+0.0018729i,0.0015283+0.0030924i,-0.00063212+0.0039942i,-0.0019445+0.0031543i,-0.0030377+0.0013731i,-0.0043126-0.00037594i,-0.0046983-0.00047288i,-0.0041653+0.0013562i,-0.0033519+0.0028231i,-0.0030412+0.0024038i,-0.0022853+0.0015425i
-0.018125+0.018867i,-0.040294+0.02412i,-0.045323+0.010646i,-0.022858-0.0011401i,-0.0018251+0.00021029i,0.0059011+0.0038865i,0.0079404+0.0051219i,0.0077062+0.0058363i,0.0098872+0.0061947i,0.011512+0.0042175i,0.0086851+0.0013369i,0.0039858+0.00032451i,0.00069836-0.0013066i,-0.0011624-0.0031377i,-0.0022945-0.0031392i,-0.0016398-0.0016901i,-0.00094077-0.0013546i,0.00092796-0.00014942i,0.0033747+0.0010848i,0.004543+0.00015683i,0.0043837-0.00046715i,0.0027288+8.2674e-05i,0.00071223+0.00096289i
-0.015441-0.022638i,-0.01618-0.04862i,-0.0018043-0.056869i,0.0059787-0.038439i,0.00327-0.018534i,0.0019802-0.0076295i,0.0010596-0.0031518i,-0.0011062-0.0013721i,-0.0021543+0.00054716i,-0.0011815+0.0011694i,-0.0011509-0.0004142i,-0.0021816-0.0012207i,-0.0018704-0.0024444i,-0.0012194-0.0049876i,-0.00065689-0.005909i,0.00011536-0.0057393i,0.00068278-0.0054557i,0.0017431-0.0049557i,0.001598-0.0041182i,-0.00090331-0.0039279i,-0.0021527-0.0030397i,-0.0021375-0.0017187i,-0.00084085-0.00074082i
0.026039-0.017594i,0.053637-0.012899i,0.055763+0.0070652i,0.027835+0.0206i,0.0058808+0.019978i,-3.9027e-05+0.0142i,-0.0032086+0.0071509i,-0.00874+0.0033556i,-0.013838+0.0040254i,-0.01289+0.0042918i,-0.0082773+0.0021034i,-0.0046365+0.00063555i,-0.0022335+0.0016225i,-0.00033149+0.0020365i,0.00095671+0.0018636i,0.001299+0.0024728i,0.00023942+0.0016887i,-0.0022578+0.00015063i,-0.0033737-6.402e-05i,-0.0028152+0.0010288i,-0.0013855+0.00091872i,-5.8507e-05-9.3486e-05i,-0.00047183-0.00054774i
0.010794+0.028995i,0.0021633+0.058435i,-0.013688+0.058862i,-0.011739+0.033721i,0.00048745+0.017902i,0.0032329+0.011884i,0.0015304+0.0080352i,-0.0026895+0.0059132i,-0.010258+0.005463i,-0.012675+0.0075351i,-0.0075057+0.0072384i,-0.0022833+0.0043586i,-0.0008829+0.0032698i,0.00017266+0.0031551i,0.00088348+0.0022568i,0.00030939+0.0014427i,0.0011788+0.0016024i,0.002653+0.002036i,0.0026756+0.0011035i,0.0022522-0.0013511i,0.0014113-0.0033685i,0.00033493-0.0032942i,0.00041284-0.0025162i
-0.03939+0.0098274i,-0.069814-0.0065086i,-0.070315-0.027467i,-0.045041-0.028739i,-0.026427-0.018706i,-0.017439-0.0095506i,-0.010903-0.0017203i,-0.0072662+0.0025562i,-0.0076118+0.0048983i,-0.0069122+0.007209i,-0.0042482+0.0084688i,-0.0021365+0.0061399i,0.00027222+0.0032757i,0.001787+0.0018531i,0.00071949-0.0001603i,-0.0018018-0.0014663i,-0.0024511-0.0017723i,-0.0016936-0.00094565i,-0.0011404+0.00030832i,-0.0011902+0.00032075i,-0.0015968+0.00068078i,-0.0007596+0.0012161i,0.00049431+0.00038354i
0.00049566-0.042699i,0.021067-0.068232i,0.039374-0.060079i,0.029026-0.022375i,0.005622+0.0016501i,-0.0070517+0.0032718i,-0.010431+0.0014629i,-0.009939-0.00050018i,-0.0072059-0.0033754i,-0.0054298-0.0035389i,-0.0049212-0.0009644i,-0.0033666+0.00071645i,-0.0010183+0.0006349i,0.00097954+0.0013162i,0.0027524+0.0025675i,0.0031078+0.0022341i,0.00070194+0.0015782i,-0.0020068+0.001653i,-0.0014958+0.0020147i,0.0012286+0.0027306i,0.0032808+0.0024779i,0.0028374+0.0022484i,0.0012983+0.002742i
0.046039+0.0059987i,0.070662+0.031012i,0.065004+0.04953i,0.039976+0.033531i,0.023802+0.0080059i,0.016022-0.0045372i,0.0084425-0.010645i,0.0027067-0.015328i,-0.00049955-0.019437i,-0.0026047-0.018911i,-0.0031163-0.011972i,-0.0013301-0.0048577i,0.00031667-0.0016852i,0.00010092-0.00098682i,-0.00018399-0.0003657i,0.0013728+0.00054084i,0.0037423+0.0006463i,0.004135+0.00044385i,0.0032918-8.6523e-05i,0.002668-0.0021718i,0.0016688-0.0035799i,4.0318e-05-0.003022i,-0.00030985-0.0013675i
-0.014151+0.048669i,-0.044856+0.070436i,-0.068366+0.055375i,-0.060273+0.019838i,-0.036006-0.0057844i,-0.014151-0.014889i,-0.00055661-0.015506i,0.004957-0.014878i,0.0053432-0.015616i,0.0019813-0.014249i,-0.00076336-0.0072503i,-0.00075451-0.00064244i,-0.0008544+0.00056032i,-0.0022493-0.00022218i,-0.003255-0.00094037i,-0.0026316-0.0022228i,-0.0013625-0.0033305i,-0.0010529-0.0038568i,-0.0017943-0.0035435i,-0.0025508-0.0018242i,-0.0024182-0.00031523i,-0.0019413+0.00033518i,-0.0010473+0.00080802i
-0.043909-0.023347i,-0.061401-0.056043i,-0.044714-0.069343i,-0.013384-0.041154i,0.0020089-0.0061173i,0.0053593+0.0049182i,0.0086238+0.003408i,0.011377+0.0032502i,0.011823+0.0040107i,0.0066687+0.002096i,-0.0012783+8.1457e-05i,-0.004142+0.000689i,-0.0029559+0.001186i,-0.0029782+0.0012694i,-0.0011609+0.0013353i,0.0013394+0.0011358i,0.00046529+0.0014838i,-0.0017242+0.0025163i,-0.0030728+0.0032922i,-0.0029202+0.0037371i,-0.0015547+0.0024006i,-0.00025526-0.00018505i,0.00075169-0.00046798i
0.034302-0.045229i,0.074136-0.063429i,0.091379-0.051508i,0.07338-0.029348i,0.051655-0.017878i,0.039576-0.0095659i,0.027272-0.002019i,0.018099+0.0037596i,0.013359+0.0072594i,0.0091967+0.0047997i,0.0040947-0.00089241i,0.00028094-0.0037788i,-0.0003667-0.0049074i,-0.00055929-0.0048355i,-0.00052001-0.0023079i,0.0017665+0.0002374i,0.0030373+0.0011644i,0.0026014+0.00017261i,0.0019182-0.00061444i,-0.00045578-0.00079539i,-0.0022857-0.00075645i,-0.0029637+0.00017303i,-0.0027964+0.00043685i
0.043749+0.043759i,0.051354+0.090278i,0.026945+0.10258i,-0.0080486+0.068602i,-0.019831+0.032532i,-0.0095758+0.018552i,0.0054797+0.013933i,0.011489+0.010377i,0.011478+0.0080235i,0.01125+0.0036955i,0.0075981-0.00076777i,0.0024693-0.0026491i,0.00052912-0.0028432i,-0.00031113-0.0038958i,-0.002715-0.0026295i,-0.0040335+0.00064705i,-0.0027726+0.0018139i,-0.00055819+0.00035989i,0.00025461-0.0016219i,-5.35e-05-0.0026092i,0.00021089-0.0017054i,0.00067507+0.00094681i,0.00059005+0.0020926i
-0.050975+0.036811i,-0.099784+0.038743i,-0.1023+0.025783i,-0.055427+0.021848i,-0.017412+0.034661i,-0.0093319+0.041343i,-0.0076526+0.036357i,-0.0043053+0.027868i,-0.0017622+0.019158i,0.00081704+0.011649i,0.0013676+0.0054779i,-1.2668e-05+0.0033108i,6.0933e-05+0.0034734i,0.0022516+0.0015973i,0.0031653-0.00039221i,0.0010318+9.4748e-05i,-0.0011182+0.0027671i,-0.0011416+0.0059103i,0.00077633+0.006033i,0.0029811+0.0023369i,0.0029085-0.00099208i,0.0015491-0.0026326i,0.00037651-0.0034473i
-0.027963-0.067096i,-0.020177-0.12006i,0.001037-0.13056i,0.01398-0.092579i,0.0095956-0.051948i,-0.0021811-0.022524i,-0.014083+0.0012914i,-0.022319+0.01419i,-0.024656+0.015985i,-0.020146+0.012612i,-0.011383+0.0070088i,-0.0052623+0.0032012i,-0.0024755+0.0021453i,-0.00036763+0.0013374i,0.00060117+0.0002367i,0.00076393-0.0011164i,9.1802e-06-0.00155i,-0.00068489-0.00028668i,-0.000161-6.5071e-05i,0.00061275-0.002653i,0.00070285-0.0037758i,0.00038829-0.0020765i,-2.9206e-05-9.2414e-05i
0.071972-0.016855i,0.11712+0.0029054i,0.11052+0.027034i,0.046313+0.03224i,-0.016387+0.020569i,-0.03715+0.003293i,-0.033809-0.0066962i,-0.029962-0.00394i,-0.025458+0.0028345i,-0.015764+0.0060597i,-0.0047753+0.0053948i,0.0018386+0.0027796i,0.0033475+0.00096231i,0.0014889+7.3572e-05i,-0.0012414-0.00025937i,-0.0028915-0.00067021i,-0.0032764-0.0035022i,-0.0047454-0.0064687i,-0.0057959-0.0047249i,-0.005304-0.00099042i,-0.003552+0.001074i,0.00043813+0.0019184i,0.0037131+0.0020652i
0.0019982+0.081059i,-0.018258+0.12682i,-0.031467+0.12931i,-0.017345+0.089071i,0.0015559+0.048159i,0.0034106+0.021681i,-0.003799+0.0010884i,-0.0062902-0.0093879i,-0.0013816-0.008016i,0.0031477-0.0015239i,0.0059191+0.0041389i,0.007936+0.005864i,0.0069279+0.0042749i,0.0050934+0.0015603i,0.0023762-0.0013268i,-0.00019434-0.0027654i,-0.00043778-0.0016896i,8.1352e-05+0.0014043i,0.00077728+0.004774i,0.0021368+0.0051497i,0.0017342+0.0035453i,-0.0017732+0.0026725i,-0.004266+0.0014606i
-0.084383-0.014095i,-0.12844-0.04319i,-0.12732-0.070227i,-0.082303-0.080262i,-0.033671-0.077984i,-0.0080916-0.063886i,0.0033563-0.040663i,0.0086873-0.02645i,0.0070356-0.021559i,0.0017726-0.014514i,-0.0026394-0.006044i,-0.0047115-0.000966i,-0.0055081-0.0004585i,-0.0036596-0.00019169i,8.724e-06-0.00039806i,0.0015599-0.0014178i,0.0015293-0.0022221i,0.001987-0.0026169i,0.002561-0.001623i,0.00228-0.0014505i,0.00084485-0.0020291i,2.1575e-05-0.0007994i,-0.00023189+0.0011945i
0.030542-0.080926i,0.061104-0.12045i,0.068309-0.10969i,0.038351-0.055402i,0.0018113-0.014066i,-0.0073343-0.013497i,-0.00047814-0.02567i,0.0027076-0.027336i,-0.00061535-0.023665i,-0.0074615-0.019882i,-0.011461-0.012851i,-0.01167-0.0058245i,-0.010936-0.0026203i,-0.0079824+0.00069234i,-0.002567+0.0032437i,0.001088+0.0022518i,0.00062399-5.1809e-05i,-0.0030787-0.0016731i,-0.0065563-0.00027839i,-0.005867+0.0028263i,-0.0016151+0.0027054i,0.0016429-0.00060815i,0.0027011-0.003513i
0.078233+0.049308i,0.12187+0.088177i,0.12744+0.098924i,0.10805+0.073183i,0.094393+0.042233i,0.080116+0.024266i,0.052249+0.008171i,0.023618-0.0039283i,0.0061004-0.0083789i,-0.0034026-0.0070818i,-0.0061754-0.0024349i,-0.0035981+0.0022366i,-0.00053896+0.0043035i,0.00078351+0.0034596i,0.00074081+0.0019497i,0.00063187+0.0018829i,0.0016338+0.0025528i,0.003116+0.0021085i,0.0035133+9.0729e-05i,0.0035929-0.0027073i,0.0023518-0.0039573i,-0.0014831-0.0026875i,-0.0047473-0.0018799i
