-0.0020159+0.00058171i,-0.0014704-0.00015387i,-0.0024141+8.2489e-06i,-0.0025671+0.00074544i,-0.001607+0.0010791i,-0.00052782+0.0011842i,-0.00080504+0.0017366i,-0.0014375+0.0018315i,-0.0004292+0.0015237i,0.00091808+0.0011141i,0.00087641+0.0006816i,0.00088775+0.0006172i,0.0007996+0.0008294i,0.00015022+0.00073557i,0.00036914+0.00077178i,8.775e-05+0.00016434i,-0.00025076-0.00042372i,-0.00032197-0.00096223i,-0.00013851-0.00076879i,-0.00025337-0.00069298i,-0.00089065-0.00058481i,-0.00086451-2.1768e-05i,-0.00032935+0.00029685i
-0.001217+0.0013901i,-0.0019578+0.0015626i,-0.0013863+0.00099509i,-0.00037678+9.4932e-05i,0.00020229-0.00056996i,0.00063807-0.00070702i,0.00073941-6.0262e-06i,0.00015689+0.0009401i,9.5345e-05+0.0011661i,0.00013803+0.0010987i,7.8288e-05+0.0011152i,0.0002689+0.00066463i,0.00048806-0.00021926i,0.00070469-0.00047355i,0.00057935-0.00027101i,0.00017761-0.00034316i,-0.000416-0.0006583i,-0.00033048-0.00066758i,-0.0001509-0.00046739i,-0.00037455-0.00030177i,-0.00064086+7.4271e-05i,-0.0010663+0.00061744i,-0.0012638+0.00062643i
-1.2835e-05+0.0007908i,-5.4196e-05+0.00020423i,-2.6293e-05+0.0009361i,0.00099595+0.00070031i,0.0015683-0.00024966i,-7.8707e-05-0.00021104i,-0.0016499+0.00017032i,-0.0018796-9.7287e-06i,-0.0013981+0.00035425i,-0.00065354+0.0016018i,0.00027728+0.0018876i,0.00066172+0.0012362i,0.0011967+0.00090535i,0.00075874-0.00026318i,-0.00021335-0.0016388i,0.00039339-0.0015937i,0.00057585-0.00090518i,0.00082055-7.2694e-05i,0.0011763+0.00015442i,0.00067502+0.00061067i,0.0003932+0.0013365i,0.0011438+0.00080252i,0.00052286-0.00014916i
-0.0024339+0.0008845i,-0.0016669+0.00049745i,-0.00098177+0.00077463i,-0.00035287+0.00086257i,0.000267+0.0010892i,0.00046426+0.0010878i,0.00012263+0.00012978i,-5.3283e-05+0.00010235i,-0.00047946+0.00025698i,-0.00062168+0.0005284i,-0.00041084+0.0013362i,-5.7778e-05+0.0012659i,0.00073785+0.00095354i,0.0011948+0.00095792i,0.001138+0.00073343i,0.0010537+0.00021369i,0.001218-0.00050978i,0.0012815-0.0010144i,0.0008673-0.00067058i,-0.00010418-0.00036813i,-0.00069807+0.00016735i,-0.00069315+0.00057877i,-0.00041397+0.00045531i
0.0021448+0.00021056i,0.0015862+0.00034069i,0.0017372-0.00036732i,0.0019799-0.0013481i,0.0013526-0.0018312i,2.4439e-05-0.0017427i,-0.0010257-0.0011867i,-0.00089478+0.0001252i,-0.00031811+0.00058534i,-0.00079137+5.801e-05i,-0.00029015+3.2794e-05i,0.00068637+0.00063516i,0.0007807+0.00060482i,0.00095636+0.00056759i,0.001206+0.00075146i,0.00096278+0.00020873i,0.0006826-0.00014395i,0.00059944+0.00012653i,0.0005559+0.00034682i,-0.00016635+0.00025751i,-0.00054933-0.00049116i,-0.00056432-0.00054986i,-0.00010097-0.00049702i
-0.0015523-0.00058704i,-0.0016789+0.00041835i,-0.00155+0.0011663i,-0.0008035+0.0011002i,-0.00039276+0.0012697i,4.7028e-05+0.0017707i,-0.00028173+0.0018358i,-0.0012652+0.001789i,-0.0011101+0.0012514i,-0.00020948+0.00069277i,-0.00029648+0.00037641i,-0.00050097+3.1394e-05i,0.00055371+0.00063368i,0.00081551+0.0015291i,8.8026e-05+0.0015512i,-0.0002668+0.0008695i,0.00032553-3.1915e-05i,0.0014284-0.00074856i,0.0021079-0.00079927i,0.00051993-0.0005898i,-0.0010186-0.00030554i,-0.00057659-1.6409e-05i,-0.00025494-0.00038981i
-0.0013264-0.0018119i,-0.0014949-0.0012778i,-0.0022856-0.0023067i,-0.0023806-0.002326i,-0.0014555-0.0011024i,-0.00083165-0.00022346i,-0.00010724+6.1761e-05i,-0.00028288+0.00045546i,-0.00083611+0.00084885i,-0.00087199+0.00068549i,-0.00036608+0.00022592i,1.692e-06-1.2212e-05i,-0.00068327+0.00026513i,-0.00048296+0.00034279i,-0.00020875+0.00026024i,0.00038907+0.001124i,0.00096308+0.0018727i,0.0005874+0.0013514i,0.00038818+0.0008735i,0.0001218+0.00021336i,0.0003159-0.0010158i,0.00027639-0.001072i,-0.00060786-0.00092974i
-0.00039862+0.00024395i,-0.00031502+0.00045711i,0.00034948+0.0012354i,0.0011746-0.00055661i,0.0011209-0.0012983i,-0.00029126+2.3737e-05i,-0.0013947+0.0014748i,-0.0011926+0.0016798i,-0.0011694+0.00054874i,-0.00048547+0.00028324i,0.0002771+0.00090524i,-0.00062508+0.00040872i,-0.00080222-7.0049e-05i,0.00033168+0.00027086i,0.00015698+7.5106e-05i,-0.00067705-0.00021473i,0.0001602+7.0108e-05i,0.001481+0.0010264i,0.00091536+0.0011726i,-0.00050898+0.0013103i,-0.00074441+0.001154i,6.7434e-05+0.00036001i,0.00044707+0.00030414i
0.00027291-0.00025546i,0.00044046-0.00021558i,0.0014727+0.00054692i,0.0011488+0.00015971i,0.0006917-0.00024864i,-0.00029182+0.00033909i,-0.0010056-0.00035218i,-0.00066564-0.00018227i,-0.00045848+0.00049855i,-0.00057468+0.00042679i,-0.00084402+1.6473e-05i,-0.00074172-0.00040676i,-0.00015093-0.0002986i,-0.00056695+0.00014406i,-0.0013556+0.0004849i,-0.0012482+0.00037235i,-0.0010274+0.00028917i,-0.00020887+0.00017174i,0.00088807-0.00011642i,0.0011865-2.4062e-05i,0.00054833+0.00010796i,-0.0001631+4.5843e-05i,-0.0004586+0.0001071i
0.0002129-0.0013274i,-0.0005453-0.00098965i,-0.0006616-0.0017483i,0.00072656-0.0013814i,0.00084579-0.00036438i,0.00028034+5.7935e-05i,-0.00047511+0.00017639i,-0.001437+0.00018799i,-0.00182-0.00011206i,-0.0014442-0.00024321i,0.00035333-0.00057222i,0.0012012-0.0003401i,0.00038394+5.0639e-05i,-0.00037577+1.9545e-05i,-0.00072174+0.00012347i,-9.2144e-05-4.7805e-05i,0.00034277-0.00026779i,-0.00032481+1.3087e-05i,-0.0010819+0.00073215i,-0.0011106+0.00061396i,-0.00069856-0.00044009i,-0.00041277-0.00036609i,-0.00014595-2.1226e-05i
0.0018824+0.0027639i,0.0015461+0.0015813i,0.0021483+0.0018288i,0.0017715+0.0013114i,0.0013961-0.00028314i,5.2263e-05-0.00095962i,-0.0014423-0.0010409i,-0.0013534-8.4527e-05i,-0.00089562+0.00030581i,-0.00059711-4.0209e-05i,0.0003002-0.00011989i,0.00091224-0.00041434i,0.00046529-0.0012114i,0.00014134-0.0015383i,0.0003483-0.0015097i,0.00094593-0.0010327i,0.00090629-0.00034525i,-6.1114e-05+0.00068301i,-0.00050583+0.0009396i,-8.5009e-05+0.00015994i,0.00016582-0.00033852i,6.512e-05+0.00014456i,0.00017405-0.00021724i
0.0015677-0.00052421i,0.0012664-0.0015571i,0.00033625-0.0023968i,-0.00035427-0.0028155i,6.9741e-06-0.0024657i,0.00025604-0.00076178i,0.00028759+0.00099533i,-0.00067082+0.0011741i,-0.0004643+0.00092788i,0.00018753+0.00011026i,0.00025319-0.00027772i,0.00044652+6.344e-05i,0.00030134+0.00018114i,6.6515e-05-0.00030356i,0.00026447-0.00062573i,-0.00015008-0.00039496i,-0.00037762-0.0006292i,0.00075164-0.0011041i,0.0011271-0.00075219i,0.00040815-0.00058531i,0.00058565-0.00012189i,0.0013083+0.00015783i,0.00095322+0.00018582i
0.00043434-0.00028861i,0.0015386-0.00083336i,0.0025668-0.00062032i,0.0023435-0.00013022i,0.0015458+0.00013198i,0.00048168+0.00023388i,0.00015519+0.001004i,7.8475e-05+0.00055408i,0.00015248-0.00022571i,5.867e-05-0.00014787i,4.0657e-05+0.00016101i,0.0010604-0.00051378i,0.0019391-0.00075499i,0.0014672-0.00084164i,0.00049023-0.0008702i,2.8555e-05-0.00034365i,9.6436e-05-0.00066056i,0.00019637-0.00082465i,-0.00051934-0.00016912i,-0.0010412+0.00026356i,-0.0016414+0.0008001i,-0.00094851+0.00037898i,0.00056898-0.00023577i
-0.00045121+0.0017603i,-0.0016633+0.0021315i,-0.0012201+0.0038996i,-0.00011917+0.0030841i,0.00043924+0.00013256i,-0.00047952-0.0010511i,-0.0016056-0.00092228i,-0.001779-0.00028043i,-0.0011989+0.00019899i,-0.00037196+0.00026718i,0.00018193+0.00049474i,0.00063224+0.0012866i,0.00064316+0.0014971i,0.000563+0.0013216i,0.00092276+0.00052818i,0.00054942-0.00042088i,0.00011123-0.00033625i,0.00015583-0.00040395i,0.00040085-0.00046041i,0.00017347+0.00030787i,-0.00019796+0.00067295i,-0.00047919+6.1302e-05i,-0.00051322-0.00051492i
-0.00099757-0.0017898i,-0.0018739-0.0027085i,-0.0018076-0.0036579i,-0.0010579-0.0037099i,-0.00059972-0.0025444i,-0.00061781-0.00095353i,-0.00091816-0.00025311i,-0.0017079+0.00040955i,-0.0025842+0.0013122i,-0.0023871+0.0010663i,-0.00081953+0.0013055i,-3.6252e-05+0.0018119i,-0.00016913+0.0020043i,0.00063907+0.0018078i,0.0013256+0.00091338i,0.0016456+0.0002552i,0.0018423-0.00043924i,0.00155-0.0013817i,0.0010448-0.0010844i,0.00024086-0.00070134i,-0.00035561-0.0014118i,6.179e-05-0.0010978i,0.00017307+0.00015978i
-0.00052332-0.0025584i,-0.00027622-0.0023454i,-0.00022095-0.0018225i,0.00041742-0.0011339i,0.0011137-0.00031038i,0.0012577+0.00017584i,-8.594e-05+4.3557e-05i,-0.0012453-0.00016676i,-0.001686-0.00050748i,-0.0010156+5.2527e-05i,0.00023141+0.00069973i,6.051e-05+0.0013001i,-0.00042923+0.0015421i,-0.00034194+0.00077854i,-0.00015191+0.0004446i,0.0001516+0.0005206i,0.00030184+0.00010762i,0.00034264-0.00019244i,0.0003187-1.2825e-05i,-8.3229e-05-8.5888e-06i,-0.00067417-0.00058815i,-0.00050345-0.00070482i,-0.00010152+0.00016896i
0.0017958-0.0014425i,0.0025566-0.0011431i,0.0031025-0.0010327i,0.0024338-0.0014074i,0.00096775-0.0015052i,-0.00020705-0.00072693i,-0.00059145+0.00061636i,-0.00061687+0.0012266i,-0.00090235+0.0010926i,-0.0010355+0.0007567i,-0.00037406+0.00080284i,9.5467e-05+0.00067304i,0.00024507+0.00064379i,0.00039351+0.00065716i,0.0003512+0.00047959i,0.0010651+0.00061998i,0.0012694+0.00042737i,0.0010795+0.00020998i,0.00068275+0.00018545i,7.208e-05-0.00087455i,0.00018562-0.00081358i,-0.0005383+0.00024351i,-0.00058784-0.0001992i
9.0482e-05+0.0032837i,-0.00071859+0.0033518i,-0.00048198+0.0038708i,0.00083422+0.0025455i,0.001465+0.001227i,0.00053298+0.00062236i,-0.0008052+0.00056259i,-0.0010672+0.0008888i,0.00011496+0.0015234i,0.0010462+0.0014289i,0.0012625+0.00047108i,0.00071159+8.5199e-06i,-0.00016281-0.00018893i,-0.00025195-0.00058418i,0.00024478-0.00058076i,0.00068859-1.2063e-05i,0.00054774+0.00028312i,0.00075995+2.3093e-05i,0.00083099+1.6599e-05i,0.00014329+0.00019401i,5.224e-05+0.00012328i,0.000505+7.8463e-05i,0.00030408-0.00030665i
0.00038833-0.00082126i,-0.00048287-0.00066353i,-0.00045222+0.00033411i,0.00011156+0.00010015i,-0.00015292-0.000399i,-0.00033426-0.00043938i,-0.00085955+0.00033968i,-0.00063727+0.00053509i,0.00011369+0.00015279i,0.00050663+0.00059194i,-0.00025683+0.00031312i,-0.00085274+5.6766e-05i,-0.00091458+0.00027798i,-0.0006211+0.00048601i,-0.00026698+0.0009762i,-0.00033397+0.00070732i,-0.00057502+0.00019262i,-0.00015611-0.0001495i,0.00026545-0.00010046i,0.00069163-0.00045412i,0.00065742-0.00041783i,0.00030606-0.00034774i,0.00069321-0.00031634i
0.00095346-0.0011807i,0.0017017-0.0014558i,0.0013663-0.002562i,0.0014024-0.0028571i,0.00063614-0.0021199i,-0.00059948-0.00092616i,-0.00084931+0.00024306i,-0.00088973+0.0011976i,-0.0012072+0.0017524i,-0.00146+0.0022273i,-0.0013482+0.0023316i,-0.00080055+0.0012165i,5.8568e-05-4.5389e-05i,-0.00040595+7.9904e-05i,-0.0012557+0.00022731i,-0.0011991-0.00014063i,-0.00065362-0.0005839i,-0.00044505-0.00080609i,-3.8024e-06-0.00032594i,0.00040026+0.00020896i,-0.00012382+0.00032041i,-2.5829e-05-0.00025941i,0.0001812-0.00061991i
0.0003696+0.0015034i,0.0007051+0.0012295i,-0.00013408+0.00054748i,0.00010112+0.0007388i,0.00080809-0.00038997i,0.0011187-0.0013411i,0.00036459-0.00054142i,-0.00047673+2.8562e-05i,-0.00063794+0.00013049i,-0.00032275+0.00042514i,-3.7783e-05+0.00068645i,0.00026413+0.00018748i,0.0006977+9.9151e-05i,-6.3502e-05-0.00026627i,-0.00084447-0.0010429i,-0.00067445-0.00074889i,-0.0005954+0.0002439i,-0.0014148+0.00052744i,-0.0011162-0.00015089i,-0.00012032-0.00061767i,5.767e-05-0.00034858i,0.00030686-0.00010428i,0.00075215+0.00040285i
0.00099387-0.00040826i,0.0015046+0.00078614i,0.0018688+0.0013836i,0.0019021+0.00051064i,0.0010268-0.0001094i,-0.00056268-0.0002792i,-0.0013389-0.00022286i,-0.0011747-4.5078e-05i,-0.0010558+0.00028962i,1.8684e-06+0.00043374i,2.7673e-06+0.00036761i,-0.00075031+5.9808e-05i,-0.00010975-0.00054967i,-0.00015668-0.00076194i,-0.00035636-0.0010768i,-0.0002578-0.0013159i,-0.00063778-0.00091869i,-0.00064959-0.00017132i,0.00012848+0.00037395i,0.00081305+0.0005062i,0.00067339+0.00028035i,0.00071814-0.00067839i,0.00012932-0.0010558i
0.00051544-0.00064701i,0.00062016-0.0010511i,0.00018017-0.0011614i,0.0011195-0.0009958i,0.0017959-0.0006017i,0.0012422-0.00045491i,0.0001253-5.297e-05i,-0.00029617+0.00038084i,-0.00065023+0.00037385i,-0.00088807+0.00017651i,-0.00037639+0.00010575i,8.2223e-05+0.00014814i,0.00034618-5.6413e-05i,0.00023306-0.00050854i,0.00021882-0.0010072i,0.0004856-0.0006998i,0.00050644-0.00057507i,-0.00031603-0.0012615i,-0.00044458-0.001402i,-0.00046754-0.00085088i,-0.00033953-9.9033e-05i,-0.00018657+0.00027115i,-5.3447e-05+0.00030249i
-0.0012912-0.00039736i,-0.00085157-0.00010948i,-0.0009962-2.9195e-05i,-0.0011371-0.00023519i,-0.00048498+0.00030683i,0.00021809+0.00050337i,-0.00032206-0.00029455i,-0.0013655-0.00018087i,-0.0010071+0.00083701i,-0.00081049+0.0021497i,-0.00082501+0.0018469i,0.00048218+0.0003653i,0.0010945+0.00019629i,0.00079905-0.00016865i,0.00091711-0.0011525i,0.00038647-0.0012037i,4.6859e-05-0.00026397i,-2.374e-05+0.00026172i,3.121e-05-0.00043362i,5.0234e-05-0.00047186i,-0.00048344+4.7612e-05i,-0.00096632+7.8733e-05i,-0.00096165-0.0001228i
0.00012613-0.0014418i,0.00089975-0.0015679i,0.0022674-0.0014894i,0.0021165-0.00060819i,0.00061504-0.0008973i,1.9459e-05-0.00068051i,-0.0001165-0.00033434i,-0.00023509-0.00058274i,0.00022671-0.00057822i,0.00021308-0.00063209i,-0.00049135-0.00034166i,-0.00053439+2.7501e-06i,0.00010106-0.00069915i,0.00050246-0.0006394i,0.00015111-0.00022199i,-0.00024153-0.00075912i,-0.00050943-0.0015081i,-0.00053374-0.0012748i,-0.00018543-0.00074229i,-4.7806e-05-0.00046417i,-0.00044025-0.00018705i,-0.00068701+0.00024768i,-0.0005603+0.00040867i
0.00026587-0.0025599i,0.000377-0.0015894i,0.0010656-0.00097493i,0.0013777-0.00099823i,0.0015212-0.0010741i,0.00041452+0.00016617i,-0.00053132+0.0010541i,-0.00040601+0.0007052i,7.919e-05+0.0003645i,0.00010433+0.0003345i,-0.00026963+0.00058485i,-7.5181e-05+0.00082439i,0.00060702+0.00057848i,0.00064029+0.00070098i,0.00047625+0.0011175i,0.00043674+0.00083772i,0.00015429+0.00079077i,0.00027686+0.00096597i,0.00019468-0.00035583i,0.00061453-0.00081465i,0.00042061-0.0005162i,-9.1057e-05-0.00050727i,-0.00059994-0.000747i
-0.0022416+0.001193i,-0.0031834+0.00038784i,-0.0041345+0.00033943i,-0.0027078+9.4132e-05i,-0.00084423-0.00011733i,-0.00074883-0.00014823i,-0.0015076-0.00021265i,-0.0020679+0.00032729i,-0.001742+0.00063893i,-0.00093382-7.9639e-05i,-0.00043872+0.0003097i,-0.00012798+0.0013069i,0.00023034+0.0013879i,0.00046779+0.00098858i,0.0005386+0.00058207i,0.00074218+0.00077848i,0.00055204-2.2408e-05i,2.4544e-05-0.00043117i,-0.00048268+3.6189e-05i,-0.00089718+2.1872e-05i,-0.00070497-8.0835e-06i,-0.0001794-0.00061494i,0.00039166-0.00089285i
0.0007789-0.0012413i,0.001368-0.0025999i,0.0024303-0.0027566i,0.0015797-0.0025224i,0.00070081-0.0020996i,0.00019836-0.0010229i,-0.00050966-0.00018007i,-0.0012057+0.00098343i,-0.0014532+0.0016353i,-0.00081837+0.0014838i,-0.00045973+0.0012859i,-2.7814e-05+0.0005348i,0.00018585+0.00066664i,-1.5002e-05+0.0013462i,-0.00030079+0.00091763i,1.1515e-05+0.0002963i,0.00062756+0.00032407i,0.0011853+0.00033123i,0.00082829-4.8714e-05i,0.00018995-9.4398e-05i,-1.3957e-06+0.00039332i,0.00018058+0.00028116i,0.00023634+0.00021514i
-0.001117+0.001199i,3.2651e-05+0.0021138i,0.00019902+0.0019303i,-0.00014506+0.0013642i,-0.00042877+0.00096942i,-0.00029066+0.00019263i,7.3004e-05+0.00050798i,-0.00028764+0.0013697i,-0.00024499+0.0013357i,0.00051202+0.0011927i,0.0006796+0.0013966i,-0.00028379+0.0011759i,2.7855e-05+0.00079835i,0.00074266+0.0012359i,0.00079009+0.0011731i,0.00012606+0.0009476i,-0.00050322+6.5265e-05i,-0.00045549-5.8921e-05i,-0.00082051+4.2834e-05i,-0.0004893-0.00027919i,0.00023777-0.00034756i,0.00029951-6.9972e-05i,0.00010763+0.00021824i
-0.0006605-0.00068356i,-0.00088334-0.0007763i,-0.00051144-0.0009191i,-1.9276e-09-0.0010472i,-2.3307e-05-0.0013867i,0.00010687-0.0016279i,-0.00035846-0.00021368i,-0.0016941+0.00069776i,-0.0012417+0.00041514i,-0.00039716+0.00029408i,-0.0010207+0.00064748i,-0.00096831+0.000505i,-0.00036766-0.00015239i,-0.00048566-0.00045691i,-0.0001215+7.3212e-05i,0.00059438+1.5774e-05i,0.00056477-0.00080417i,0.00060864-0.00077741i,0.0003464-0.0002246i,-7.179e-06+0.00026407i,7.086e-05+0.00019641i,-0.00017169-0.00047958i,-5.0688e-05-0.00067177i
6.5258e-05-5.5022e-05i,-0.00029611+0.00055006i,-2.9647e-06-0.00036893i,0.00053167-0.0015195i,-1.8175e-05-0.00037777i,-0.00069133+0.00026843i,-0.0012675-0.00011669i,-0.0018047+0.00051558i,-0.0019429+0.0016653i,-0.0010872+0.001337i,-1.5388e-05+0.00071449i,-0.00022809+0.00081267i,-0.00047752+0.00052639i,-0.00041237+0.00040118i,-1.5567e-06+0.00072092i,3.5717e-05+0.0013865i,-0.00049682+0.0018056i,-0.00046288+0.0012321i,-0.0007671+0.0009081i,-0.00037149+0.00052218i,-0.00014709-0.00014174i,-0.00010318-0.00049395i,-5.6246e-05-0.00075576i
-0.0001877-0.0011942i,-0.0002072-0.00014949i,0.00014163-0.00022586i,0.00029926+5.1188e-05i,-0.00045709+0.00083473i,-0.00063742+0.00054883i,-0.0006786-0.0002763i,-0.00083327-0.00020567i,-0.00061865+0.00053494i,-0.00044808+0.0014614i,-0.00014731+0.00096841i,0.00065933-0.00011179i,0.00038409-0.00018741i,-0.00019296-9.6432e-05i,-0.0009209-9.9409e-07i,-0.0014135+2.2278e-05i,-0.00078965-0.00066851i,-0.00041693-0.00072328i,-0.00075986-0.00012276i,-0.00048156-0.00044316i,0.00038388-0.00017678i,0.00038701+0.0004465i,9.9656e-06+0.00033362i
0.00066005+0.00019866i,0.00094478-7.5342e-05i,0.0020266-7.4215e-05i,0.0030237-0.00072914i,0.0023882-0.0014311i,0.00089908-0.00036476i,-0.00044915+0.00055245i,-0.00067253+0.00034009i,-0.00032971+0.00043775i,-0.00014326+0.0005544i,4.8283e-05+0.00060849i,1.4038e-05+0.00075921i,0.00030802-0.00010409i,0.00069725-0.00045532i,0.00011537+0.00037383i,0.00014847+0.00032037i,0.00099974-0.00066185i,0.00061218-0.00080702i,-0.00020559-0.00081699i,-0.00049131-0.0012237i,-0.00012449-0.00049212i,0.00034207+0.00012315i,0.00020666+0.00033636i
0.00068125+0.0028488i,0.00045893+0.0017215i,0.00079149+0.00027775i,0.00077683-0.00023651i,0.00052784-0.00012276i,0.00031662+0.00061834i,0.00017515+0.00096111i,-0.00031297+0.00055503i,-0.00071613+0.00045771i,-0.00033122+0.00059124i,0.00025252+0.00060164i,0.00059543+0.00054133i,0.00079063+0.0005944i,0.00095734+9.4001e-05i,0.00065044-0.00054075i,-0.00081682-0.00043775i,-0.0013817-0.00069126i,-0.00037658-0.00097699i,0.00017794-0.00068453i,0.00064465-0.00025826i,0.00094195-0.00035922i,0.00049227-0.00015839i,0.00019957+0.00077627i
0.001508-0.00021673i,0.0011828-0.00055372i,0.00070618-5.8506e-05i,0.00058913+0.00019179i,0.0011814-0.00015341i,0.0013726+0.00042864i,-2.1381e-05+0.00072776i,-0.00066084+0.00076578i,-0.00027074+0.00041191i,-0.00071613+0.00017082i,-0.0012442+0.00090354i,-0.00030393+0.0010164i,0.00025716-0.00027239i,0.00015968-0.0013279i,-9.573e-05-0.00087106i,-4.4745e-05+0.00034286i,0.00033425+0.0010014i,-0.00017156+0.0010176i,2.2871e-05+0.0010333i,0.00019507+0.00099383i,-0.00025322+0.0008294i,-0.00054119+0.00068041i,-0.00054398+6.0918e-05i
0.0009367+0.0010565i,0.00093576+0.0021841i,0.00093889+0.00085147i,0.00087006+2.7696e-05i,0.00088552+1.9921e-06i,0.00039058-0.00021351i,-0.00044439+4.7584e-05i,-0.00097559+0.00071877i,-0.0006309+0.0010709i,-0.00028647+0.00045965i,-0.00026469-9.0439e-07i,-0.00049074-0.00013614i,0.0001473-0.00055364i,0.0010774-0.00059161i,0.0010987-0.00021355i,0.0014037+0.00060618i,0.0014585+0.00072529i,0.00097196+0.00025739i,0.0010192-2.4135e-05i,0.00091621-0.00031001i,0.00062676+8.0425e-05i,-9.0878e-05+0.00077459i,-0.00019678+0.00090024i
-0.00071838-0.00030772i,-0.0010941-0.00054539i,-0.0013098-0.0002846i,-0.0005421-0.00043349i,-0.00032421-0.0005174i,-0.00090738-0.00011021i,-0.0007805+2.8084e-05i,-0.00050231+0.00046648i,-0.00040028+0.0008113i,-0.00046416+0.0012081i,-9.2745e-05+0.0012149i,4.5944e-05+0.00016288i,0.00029335-0.00028896i,0.00094297-0.00054042i,0.00057293-9.0524e-06i,0.0001125+0.00068813i,0.00053342+0.00050862i,0.00057105-0.00038035i,0.0006335-0.00014557i,0.00019708+0.0004291i,-2.8785e-05+7.3187e-05i,-0.0001183-0.00011067i,-0.00097096-0.00049064i
0.00058997-0.00062303i,0.00016914-0.0010117i,0.00039564-0.00038398i,0.00085743+0.00035198i,0.00093072-0.00054295i,-8.2512e-05-0.00064499i,-0.00073111+0.00011908i,-0.0013061+0.0005132i,-0.0012711+0.00092045i,-0.00043612+0.0012288i,-0.00022792+0.0012235i,0.00018541+0.0008385i,-1.6849e-05+0.0010708i,-3.3036e-05+0.0012263i,0.00046248+0.00043326i,0.0004622+0.00029308i,0.00042734+0.00059223i,0.00059993+0.00075622i,0.00048665+0.00071949i,0.00014563+0.0002111i,-0.00013542-0.00031711i,-0.00048118-0.00016553i,-0.00088679-0.00021029i
0.00075875+0.00034474i,0.0010163-0.00082751i,0.00030246-0.0029901i,8.7151e-05-0.002914i,-0.00023526-0.001903i,-0.00014642-0.0011545i,-0.00042586-0.00024937i,-0.00076893+9.7471e-05i,-0.00010138-0.00023072i,0.00053882+2.104e-05i,-0.00036891+0.00023444i,-0.00097849-0.00018819i,-0.00043209-0.0003856i,-0.00033482-0.00049498i,7.4204e-05-0.00059592i,0.00015049+0.00023975i,0.00035301+0.00029615i,0.0013347-0.00057803i,0.0011168-0.00039781i,0.00010479+0.00017052i,-0.00037889+0.0003438i,-0.00011024+0.00064514i,8.1745e-05+0.0003841i
0.0012239+0.0017316i,0.001882+0.0012498i,0.0025263+0.00027649i,0.0019237+0.0012744i,0.00031658+0.0016303i,-0.0011208+0.00059669i,-0.0018191+0.00060121i,-0.0018572+0.0015928i,-0.0017546+0.0015522i,-0.001776+0.0014104i,-0.0014697+0.0010707i,-0.00081529-1.8938e-06i,-9.5318e-05-0.00049124i,0.00024441-0.000381i,0.00053401+4.6957e-05i,0.00010671+0.0004957i,-0.00055888+0.00070091i,-0.00031821+0.00022911i,-0.00015384+0.00029454i,0.00029629+0.00027873i,0.00075523-0.00018527i,-0.00034727+0.00041017i,-0.00091958+0.00095724i
-0.0014724+0.00051452i,-0.0018791+0.00051736i,-0.00050537+0.0014548i,0.00070718+0.0015074i,0.0012194+0.00051979i,0.0006916+7.9612e-05i,-0.00061576+0.00056062i,-0.0004442+0.00047865i,-0.00021952+0.00055065i,9.0536e-05+0.001184i,0.00033798+0.0011795i,-0.00029215+0.00076916i,-2.0128e-05-1.5239e-05i,0.00049787-0.00071199i,6.6084e-05-0.00042633i,-0.00048972+0.00029065i,-0.00091291+0.00016465i,-0.00066485-0.00024714i,-0.0002857-0.00066381i,0.00013356-0.00068838i,0.00046738+0.00019347i,3.9221e-05+0.00045403i,-0.00024595+0.00060188i
0.00021693+0.00012604i,0.00073203-0.0009751i,0.00074901-0.0015735i,0.00062556-0.00066599i,0.0010459-3.8806e-05i,0.00027786+9.7826e-05i,-0.0018397+0.00072632i,-0.0021909+0.00097054i,-0.0013836+0.00041988i,-0.0005649+2.7014e-05i,-0.0005116-0.00062657i,-0.0016102-0.0010822i,-0.0018674-0.00071468i,-0.00097061-6.9926e-05i,-0.00012792+0.00060833i,0.00022598+0.00087729i,0.00054297+0.00090531i,0.00017809+0.00015518i,-0.00020322-0.0003032i,-0.00056736-0.00025625i,-0.00095592-0.00010971i,-0.00081702+3.9366e-05i,-0.00050018-0.00047353i
-0.0016333-0.00049225i,-0.00098582+2.2702e-06i,-0.00096539-0.00025877i,-0.0010496-0.00082752i,-0.00022592-4.5551e-06i,-0.00035818-0.00015433i,-0.0012574-2.6881e-05i,-0.0012468+0.0009339i,-0.00081209+0.0013963i,-0.00059297+0.00095732i,-0.00027364+0.00088571i,0.00041249+0.0010631i,0.00075345+0.0011161i,0.00054522-5.5442e-05i,0.00020637-0.0014372i,-0.00032248-0.0016685i,-0.00017957-0.0015135i,6.6953e-05-0.00058989i,0.00029897+0.00044998i,3.6595e-05+0.0006747i,-0.00072278+0.00070907i,-0.00052713+0.00036608i,0.00025354+8.2313e-05i
