-0.0032918+0.00026434i,-0.0021292+0.00036379i,-0.0018964+0.0013829i,-0.0020182+0.002493i,-0.0016779+0.0033528i,-0.00084928+0.0029244i,-0.00053577+0.0013846i,-0.00063481+0.0011147i,-0.00066341+0.001779i,-0.00048219+0.0014985i,0.00013716+0.0002501i,0.0004184-0.0010384i,-0.00051279-0.00074769i,-0.0012671-5.9267e-05i,-0.00092082+0.00011073i,0.00022243+9.166e-05i,0.00035128+0.00047376i,-2.081e-05+0.00065175i,0.00041358-0.0001275i,0.00085541-2.7845e-05i,0.00048145+0.00035076i,-0.00058812+3.3057e-05i,-0.00055876-0.00086461i
-0.0017305-0.0015394i,-0.0021673-9.1909e-05i,-0.0033245+0.00069547i,-0.0032971+0.0015838i,-0.0014421+0.0026541i,0.00014166+0.0017911i,-0.00020179+0.00096075i,-0.00033834+0.00075792i,0.00015248+0.0010966i,8.7011e-05+0.0011453i,6.7445e-05+0.00034369i,-0.00019549-0.00049576i,-0.00063454-0.00091121i,-0.00057275-0.00052556i,1.654e-05-0.00043809i,-0.00041355-0.00091936i,-0.00045467-0.00096611i,0.00037569+0.0003102i,0.00043091+0.0010361i,0.00052728+0.0004198i,0.0004322+0.00056845i,0.00040841+0.00051636i,6.019e-05-2.7732e-05i
0.0012419+0.0010355i,-0.00054862+0.00032016i,-0.0017705-0.00060829i,-0.00031625-0.00090919i,0.0012672-0.00034632i,0.0005618+0.00034508i,0.0002832+0.00053451i,0.00076604+0.00039004i,0.00061321+4.5626e-05i,0.0002555-0.00019374i,-0.00021994-0.00039073i,-0.00078726-0.0006125i,-0.00072941+8.3859e-05i,-0.00039119+0.00059115i,-0.00032261+0.00048466i,-0.00030557+0.0002279i,0.00051383-0.0003531i,0.00075245-0.00038142i,0.00056326-0.00014903i,0.00089322-4.8965e-05i,0.00055721-0.00010138i,0.00017-9.0524e-05i,5.1642e-06-0.00038069i
0.0014114+0.0002058i,0.0018246+6.3782e-05i,0.00076044+5.9209e-05i,-0.00061039+0.00032166i,-0.00096717+0.0015392i,-0.0005893+0.0023139i,0.00033623+0.0023924i,0.0003858+0.0025444i,0.00070865+0.0019196i,0.00060584+0.001176i,2.344e-05+0.00059117i,0.00053119+0.00010326i,0.0003441+0.00027961i,-0.00064133+0.00085939i,-0.00059988+0.001111i,-9.5289e-05+0.00086378i,0.00010297+0.0004522i,0.00022879+0.00014737i,-0.00023789+0.00058798i,-0.00030064+0.00056966i,-0.00026579-0.00010526i,-0.00048551-0.00048772i,-0.00047849-0.00018349i
-0.0012761-0.0012745i,-0.0018108-0.00088207i,-0.0022164-0.00029274i,-0.00081821+0.00054145i,0.00031059+0.0012193i,0.00034449+0.00050462i,0.00069543+0.00043612i,0.00067413+0.001698i,0.00069332+0.0013347i,0.00081633+0.00087548i,0.0007034+0.0014103i,0.00055627+0.0010842i,5.2954e-05-0.00011076i,-3.5398e-05-0.00042045i,-0.0001314-0.00023905i,-0.00041323-0.00081105i,-0.00033556-0.00068194i,-0.00032346-0.0004162i,2.9912e-05-0.00038529i,-0.00018426+3.3555e-05i,-0.0012181+0.00031932i,-0.0009553+0.00042075i,-0.00060089+0.00089455i
0.00073864+0.00035959i,0.0012164+5.8315e-05i,0.0011727-0.00041567i,0.00036495-0.00038215i,-0.00072438+0.00034675i,-0.00060975+0.0013112i,-0.00043193+0.0017908i,-0.0011162+0.0012828i,-0.0008016+0.0004623i,-0.00053365+0.00041703i,-0.00071272+0.00072034i,-0.00020759+3.361e-05i,-0.00013515+0.00010641i,-0.00077384+0.00051639i,-0.00065321-0.00010803i,-0.00059052-9.3134e-05i,-0.00055803-5.2483e-05i,0.000449-0.00055732i,0.00076439-0.00016595i,0.00030314+0.00020716i,-0.00039361+0.00013246i,2.2579e-06+3.6494e-05i,0.00094953-0.00066964i
-0.00028225-0.0011708i,-0.0012227-0.000384i,-0.0010976+0.00071713i,0.00013176+0.00094759i,0.00028215+0.0019657i,0.00011369+0.0023167i,0.00026498+0.0012669i,0.00062241+0.00073861i,0.00075261+0.0012369i,-0.00010629+0.0014315i,0.00010966+0.00061021i,0.00039278-9.9699e-05i,1.7547e-05-0.00011322i,-0.00030307+0.00013948i,-9.0109e-05-0.00037987i,-1.0778e-05-0.00060163i,-0.00017527-0.00031516i,-0.00038071-0.00051623i,-2.8393e-05-0.00022381i,-0.00024753+0.00016628i,-0.00045974+0.00016162i,-0.0002002+0.00019205i,3.1773e-05+0.00033938i
-0.00064604-0.0019809i,-0.00060998-0.00066872i,-0.00025129+0.0011361i,-0.00072917+0.0016499i,-0.00066305+0.0013864i,0.00028797+0.0012413i,0.0008537+0.0011648i,0.00034447+0.0015611i,-0.0010815+0.0016704i,-0.0018281+0.0010225i,-0.0011482+4.3449e-05i,-0.00024075-0.00051408i,-0.00057367-0.00041155i,-0.00073289-6.5679e-05i,-0.0002048+0.00013507i,-0.00016282-0.00053725i,0.00015593-0.00064104i,0.00023136-0.00027173i,0.00010706-0.00048018i,0.00025314+0.0004134i,-0.00047742+0.00034804i,-0.00082406-0.00037187i,-0.00040697+0.00011166i
-0.00057405+0.0004402i,-0.00012316+5.7565e-05i,0.00015592+0.00039862i,-2.2329e-05+0.0013536i,3.2106e-05+0.0013912i,0.0005938+0.0011543i,0.00012255+0.0016332i,-0.00028906+0.0019706i,-7.072e-05+0.001064i,0.00011911+0.00039066i,0.00034201+0.00025435i,-4.3279e-05-4.2786e-05i,-0.00013437-0.0010241i,0.00051573-0.0013657i,0.0012237-0.0009144i,0.00084987-0.00025142i,0.0002421-0.00043433i,2.757e-05-0.00069587i,-0.00024876-0.000292i,-0.00076506-0.00031218i,-0.0010923-0.00022209i,-0.00071925+7.2465e-06i,-0.00053821-2.965e-05i
0.00069627-0.0003171i,0.00073702-0.00031985i,0.00071916+0.00020812i,0.00060985+0.00080944i,0.00027441+0.00035064i,0.00013908+1.6435e-05i,0.00048469+0.00026767i,0.0004095+0.00042675i,0.00018329+0.00092115i,9.1422e-05+0.0015465i,1.9858e-05+0.00016343i,2.7075e-05-0.00039531i,5.4565e-05-0.0001443i,-1.1531e-05-0.0004963i,-0.00010155-0.00012888i,-8.5449e-05+0.00010634i,3.0581e-06-2.498e-05i,0.00063186-0.00040795i,0.00078585+4.0403e-05i,0.00014957+0.0013738i,-0.00026336+0.00079186i,-0.00018043-0.00058463i,0.00017631-0.00049782i
0.00075326+0.0012847i,4.969e-05-4.945e-05i,-0.0001023+0.00012424i,-0.00018166+0.0005077i,-0.00024002+0.00027858i,-0.00043687+0.00087013i,-0.00039742+0.001999i,0.00030257+0.002868i,0.00038383+0.001829i,0.00015315+0.00011336i,5.2622e-05-0.00035716i,-0.00010294-1.2302e-06i,-0.00045846+0.00077476i,-0.00017962+0.0010717i,0.00092558+0.00073649i,0.00074685-0.00017323i,-0.00090079-0.00036023i,-0.0013663-0.00016262i,0.00017546-0.00017533i,0.00066931+0.00056904i,0.00011814+0.00053208i,-0.00044327-0.00045311i,-0.00072715-0.00093082i
-0.00053492-0.0012433i,-0.00058273-0.0011074i,-0.00033907+0.00033136i,-0.00037662+0.00099742i,-0.00066191+0.001732i,-0.00061805+0.0018694i,6.014e-05+0.0011625i,0.00044705+0.00069494i,0.00012457+0.00083424i,-2.9149e-05+0.001299i,0.00041206+0.0010509i,0.0004335+0.00033173i,0.00049078-0.0001226i,0.00029742-0.00054904i,-0.00026501-0.00033953i,-0.0010437+0.00010735i,-0.00047391-0.0004832i,0.00048513-0.00049425i,0.00082234+0.0003302i,0.00067426+0.00085138i,0.00034479+0.00035905i,9.3473e-05-0.0003577i,-0.00040217-0.00091957i
-0.0002608+0.0013866i,-6.5865e-05-0.00049132i,0.000174-0.00044865i,0.00059499+0.00017298i,0.0011088+0.00071911i,0.0013239+0.00050318i,0.00085571+0.00059232i,0.00068347+0.0012743i,0.0006731+0.0013171i,0.00045312+0.00066422i,0.00054246+0.00024777i,3.893e-05+0.00023753i,-3.3004e-05-0.00012771i,-0.00030853-0.00040496i,-0.00083198-0.00032808i,-0.00036472-0.00024914i,0.00023449-0.00018898i,-0.00027006+0.0001067i,-0.00053592+0.00038819i,4.4085e-05+0.00067843i,0.0001852+0.00054766i,3.5294e-05-0.00011423i,0.00048144-0.0010574i
0.00047659+0.0016488i,0.0010913+0.0023817i,0.001148+0.0016635i,0.00041228+0.00062166i,8.2986e-05+0.00099793i,0.00045589+0.0010912i,0.00040066+0.00096608i,0.00044515+0.0010157i,0.00075919+0.0010889i,0.00070433+0.00060084i,0.00035118-0.00047533i,0.0002178-0.00042793i,-1.3025e-05+0.00025232i,3.5212e-05+0.00015373i,0.00070491-0.00025172i,0.00030593-0.0010114i,-0.00016462-0.0011952i,-0.00032777-0.00033908i,0.0001827+0.00023601i,8.9953e-05+0.00024558i,-0.0002645+0.00035622i,-8.5163e-05+0.00065447i,0.00038829+0.00073443i
-0.0009535-0.00055574i,-0.00066239+1.7205e-05i,-0.00044161+0.00063193i,-0.00092709+0.0012889i,-0.00058242+0.0014649i,0.00019069+0.00089981i,0.00037714+0.00040717i,0.0002132+1.8068e-05i,-0.00074529-0.00034724i,-0.0012277-0.0004382i,-0.00055086-0.00025023i,-9.5981e-05+2.3833e-05i,-0.00022753-0.0001807i,2.9598e-06-0.00054492i,1.7019e-05-0.00015012i,-0.00035971+0.00051151i,-0.00017155-5.0413e-05i,-0.00044567-0.00050558i,-0.00062108+0.00071832i,0.00026659+0.00083886i,0.00041409-0.0002753i,0.00011346-0.00033373i,-0.00020356+0.00011882i
-0.00099429-0.0010091i,-0.001909+0.00035847i,-0.0022453+0.0013352i,-0.0010217+0.0018115i,4.7942e-05+0.0013818i,0.00053568+0.00075279i,0.00044032+0.00034826i,0.00048828+0.00056359i,0.00076465+0.00035053i,0.00036152-0.00029979i,-0.00031434-0.00026708i,-0.00056353-0.00035306i,-0.00048639-0.00052295i,0.00046569-0.00078736i,0.00067844-0.00063433i,0.00024914-0.00035321i,0.00015805-0.00029815i,0.00037789-0.00068773i,0.00076908-0.00041598i,0.00048598+0.00073733i,-0.00015919+0.0011935i,-0.00098963+0.00078463i,-0.0012279-8.1793e-05i
-0.001388-0.0015777i,-0.0019471-0.00047179i,-0.0023986+0.00036495i,-0.0013221+0.00056561i,4.7527e-05+0.0011201i,0.00022811+0.0014947i,-8.1292e-05+0.0011225i,-0.00019845+0.00029049i,0.00023778-2.5453e-05i,-0.00030143+0.00050136i,-0.000759+0.00071114i,0.00016911+0.00080796i,0.00037052+0.00075006i,0.00043125+5.3294e-05i,0.00083087+2.0371e-05i,-4.6808e-05+0.00025911i,-0.0006387-0.00013366i,-0.00061774-0.00013341i,-0.0012498+0.00061541i,-0.0011482+0.0010098i,-0.0003485+5.0326e-05i,0.00025223-0.00041068i,0.00078167-0.00050386i
0.00088613-0.0014884i,0.00012094-0.00046304i,-0.0006701+0.00046299i,-0.00076165+0.00020473i,-0.00021641+0.00049251i,0.00082955+0.0018628i,0.0011126+0.0023613i,0.0012125+0.0016316i,0.0007797+0.00079164i,-0.00050418+0.00074144i,-0.00074902+6.6206e-05i,0.00027617-0.00043238i,0.00043074-0.00019663i,-0.0003865-0.00063785i,-0.00048109-0.00052393i,-0.00011364+0.00022268i,-0.00038866+2.613e-05i,-1.5565e-05-0.00062831i,0.00020874-0.00054426i,-0.00021898-7.0923e-05i,0.00024306+2.8579e-05i,0.00061905+0.00043031i,2.5997e-07+0.0011784i
-0.00025129+0.0019563i,-0.00085624+0.0015433i,-0.00066702+0.0016866i,-8.1261e-05+0.0012612i,-0.00063792+0.00071094i,-0.00081214+9.3509e-05i,-0.00079247+0.00053711i,-7.4017e-05+0.00097634i,0.0014423+0.00026536i,0.00139-0.00037153i,0.00053824-0.00059514i,-0.00022036-0.00096388i,-0.0010029-0.00077061i,-0.0014768-0.00045759i,-0.0010716-0.00038198i,-0.00035826-0.00035331i,3.9889e-05-0.00058413i,0.00046415-0.00066431i,-0.00012335-0.00018755i,-0.001224+6.3537e-05i,-0.0013794-0.00021785i,-0.00089469-0.00041129i,-0.0003874-0.0010616i
-0.0012871+0.00026665i,-0.00035436-0.00065899i,-0.00023288+0.00020036i,-0.00047713+0.0018879i,0.00022019+0.0021102i,0.0011763+0.0020387i,0.00153+0.0012662i,0.0017407+0.0015152i,0.0013092+0.00192i,0.0010323+0.001013i,0.0010361+5.0431e-05i,0.00035958-0.00052216i,-0.00034195-0.00082535i,-0.0010872-0.0011763i,-0.0012815-0.00071601i,-0.00016507+0.00035016i,0.00086436+0.00081196i,0.00028456+0.00061664i,-0.00029489+0.00032244i,-2.8496e-05+0.00084258i,-7.0702e-05+0.00087599i,0.000252-0.0003737i,0.00036714-0.0010991i
0.00194+0.00034068i,0.0029352-0.00055668i,0.0031877-0.0016179i,0.002476-0.00088458i,0.0021312+9.9451e-05i,0.0022723+0.0005499i,0.0031767+0.00082072i,0.0051523+0.00047606i,0.0053248-0.0010139i,0.003564-0.0032831i,0.0015-0.0046157i,3.9958e-05-0.0040624i,-0.00083473-0.0021858i,-0.0012271-0.00062721i,-0.001296+0.00054332i,-0.00081999+0.00059133i,0.00040943+0.00040965i,0.0011829+0.00043573i,0.0010714+0.00050299i,0.00073666+0.00061151i,0.00059943+0.0008427i,0.00066401+0.0009088i,0.00038685+0.00045384i
-0.0031159+0.00058168i,-0.0040137+0.0018492i,-0.0028153+0.0031243i,-0.0012876+0.0031613i,-0.00092541+0.0023935i,-0.00091578+0.0011389i,-0.0018328+0.0004939i,-0.0036055+0.0024686i,-0.0044566+0.0045375i,-0.0032835+0.005707i,-0.0013131+0.0058647i,0.00067373+0.0035628i,0.0026241+0.0012108i,0.0025879+0.00086299i,0.00086154+0.00065387i,-0.0002669-0.0015537i,-0.00017092-0.0022085i,-0.00028055-0.00055818i,-0.00093033-0.00014998i,-0.0010804-0.00049868i,-0.00039903-3.7278e-05i,0.00032889-0.00019375i,8.7952e-05-0.00032479i
0.001228-0.00025004i,0.0015433+0.00086841i,0.00038427+0.0012967i,-0.00037808+0.00058647i,-0.00066081+0.00019479i,-0.0011452-0.00035381i,-0.001951-7.4241e-05i,-0.0025706+0.0016187i,-0.0021589+0.0032535i,-0.0015192+0.0035248i,-0.00056546+0.0023918i,0.00035533+0.0013969i,0.00046525+0.0012562i,0.001045+0.00099877i,0.0013978-0.00027092i,0.001074-0.00047614i,0.00064431+0.00017741i,8.0092e-05-6.3908e-05i,-0.00072179-0.00022528i,-0.00075061-0.00015222i,2.6033e-05+0.00025581i,-0.0002975+0.00014897i,-0.00061038+2.9079e-05i
-0.00022025-0.00072763i,-0.00073715-5.9567e-05i,-0.00049617+0.00053506i,-0.00068731+0.00058657i,-0.0007496+0.0018324i,-0.00060944+0.0022929i,-0.00026612+0.0014129i,-1.5708e-05+0.001001i,-0.00087733+0.0010069i,-0.0016559+0.00091962i,-0.00090338+0.001312i,-5.2009e-05+0.0012692i,1.4295e-05+0.00046954i,-8.8829e-05-0.00045128i,-0.00052683-0.0013831i,-0.00062955-0.0010837i,-0.00042587-0.00067392i,-0.00071497-0.00060811i,-0.00097645-8.2747e-05i,-0.0010861+9.3749e-05i,-0.00072534+0.0005324i,3.1672e-05+0.00024671i,0.00028536+3.3885e-05i
0.00036621-0.0013466i,0.00052721-0.0012317i,8.3409e-05-0.00016609i,0.00025934+0.00056368i,0.00070995+0.0012506i,-0.00013841+0.0017707i,-0.0012698+0.0010236i,-0.00080705+0.00072998i,9.7909e-05+0.0019712i,0.00028413+0.0020707i,6.7789e-05+0.00078422i,1.5912e-05-3.958e-05i,-0.00017539+0.00053319i,-0.00056571+0.0010181i,-0.00026945+0.00046944i,0.00037764+2.0285e-05i,0.00032877-0.0005175i,-0.00024995-0.00073231i,-0.00082265-0.00032407i,-0.00066458+3.7217e-05i,-0.00048878-0.00029001i,-0.00037572-0.00051296i,0.00064535+0.00017079i
-0.00013124+0.00023183i,-0.0013911+0.00027302i,-0.0010628+0.00046035i,-2.267e-05+0.0010511i,0.00049007+0.0010722i,0.00031153+0.0011345i,-0.00037909+0.0016036i,-0.00083514+0.0015735i,-0.0002966+0.00099851i,-0.00010575+0.00077238i,-0.0005383+0.00059257i,-1.189e-05-0.00026514i,0.0005166-0.00063474i,0.00059349-0.00017764i,0.00038433-2.1237e-05i,-0.00014056-0.00012661i,-0.00024534-0.0003291i,-8.017e-05-0.00017411i,-0.00049528+0.00015908i,-2.3364e-05+0.00069118i,0.00050577+0.0004978i,0.00023004-0.00024901i,-0.00010721-0.0002605i
0.00080083-8.758e-06i,-0.00016957-0.00024231i,-0.00014354+0.00042666i,0.00075881+0.0016372i,0.00054288+0.0017357i,0.00037916+0.0013293i,0.00094252+0.00097341i,0.00046384+0.00061243i,-0.00046941+0.00086438i,-0.00045234+0.0013925i,0.00036741+0.0013235i,0.00092508+0.00101i,0.00058+0.00052953i,-2.3562e-05+0.00011182i,-0.00058003-0.00013069i,-4.4623e-05-0.0004139i,0.00056321-0.0011734i,9.4646e-05-0.00040236i,-0.00076167+8.3341e-05i,-0.0011663-0.00038545i,-0.0002924-8.8701e-05i,-0.00048734-5.4207e-05i,-0.00062376-0.00038995i
-3.7919e-05-0.00031221i,-0.00089819+0.00021197i,-0.0022247+0.00022145i,-0.0019739+0.00072205i,-0.00029939+0.0012747i,0.00074578+0.001216i,0.00027087+0.0013084i,-2.5652e-05+0.0013383i,-0.00011216+0.0012188i,-0.00059649+0.0007613i,-0.0010126+0.00041391i,5.7187e-05+0.00052476i,0.00054997+0.00089729i,0.00046072+0.00039205i,0.00057532+0.00024885i,0.0003437+0.00036638i,8.4487e-05+3.8568e-05i,6.997e-05-0.00027813i,-4.1442e-05-0.00025178i,-0.00011855+0.00036122i,-0.00023236+0.00097327i,-0.00018015+0.00057236i,0.00017917+0.00081828i
-0.001152-0.00063314i,-0.0015641-0.00096454i,-0.0011597-0.0008862i,-0.00020354-0.00032355i,0.00014374+1.0451e-05i,-0.00062843+0.00078197i,-0.001016+0.0010938i,-0.0011805+0.0010073i,-0.00096994+0.0009939i,-0.00048922+0.00097839i,-0.00025449+0.0012373i,-0.00014336+0.000712i,-9.5064e-05-0.0001411i,0.00029812-0.00060413i,0.00026852-0.00035881i,-0.00032535+3.4509e-05i,-6.9286e-05-0.00043295i,0.00029748-0.00066942i,-0.00021823+0.00011341i,-0.0010812+0.00054975i,-0.0005115+0.0002493i,0.00036893-7.8112e-06i,-0.00039746-0.00049021i
0.001497-2.9317e-05i,0.0013551+0.00011373i,0.0010546-0.00029379i,0.0010496+1.3849e-05i,-0.00012953+0.00055371i,-0.00053925+0.0012627i,0.00017977+0.0012875i,8.6508e-06+0.00098732i,-0.00062725+0.00095037i,-0.00050363+0.00082006i,-0.00041578+0.00018135i,-0.0003312+0.00024069i,-0.00043286+0.00083052i,-0.00068746+0.00023986i,-0.00058781-0.00044638i,-0.0010091-0.00066944i,-0.00058594-1.4911e-05i,-0.00024952+0.00033429i,-0.00065807-0.00034243i,-0.0003694-0.00085883i,-0.00019207-0.00012934i,-5.6157e-05+0.00047934i,0.00044144+8.9613e-05i
0.00056901+8.9273e-05i,0.00081816+0.00073905i,0.0011034+0.0012456i,0.0003645+0.0009385i,2.6694e-05-0.00032882i,0.00039774-0.00061398i,0.00050983+0.00053454i,0.00071913+0.0013487i,0.00057302+0.0011695i,0.00012981+0.00053928i,0.00012635+0.0002404i,-0.00054031+0.00016353i,-0.00031824+0.00046797i,0.00044602-6.4742e-06i,-6.2962e-06-0.00033276i,6.8943e-05-0.00078421i,0.00094764-0.00057712i,0.00052413-7.1816e-05i,-0.0007163+0.00021764i,-0.00082695+0.00020592i,-0.00046591+0.00051546i,-0.00033068+0.0012804i,-0.00067814+0.0010633i
0.0012159+0.0019893i,0.0017443+0.0017739i,0.0013562+0.0010449i,0.00044181+0.00031742i,0.00091382-0.000416i,0.0010336-0.00064559i,0.00044573+0.00023343i,-0.0001539+0.00085684i,4.2235e-06+0.0015313i,0.00033977+0.0018376i,-0.00059491+0.00087692i,-0.0010257+2.4266e-05i,-0.00039358+0.00016764i,-0.00012105+0.00018501i,2.6631e-05-0.0002608i,-2.4396e-05-0.00053764i,-8.0725e-05-0.00043653i,-0.00042724+0.0003072i,-0.00035099+0.00082426i,-6.5464e-05+0.0003968i,0.00021041-0.00016013i,0.0005461-3.2982e-05i,0.00040263-0.00053051i
-0.00069753+0.0014956i,-0.00023433+0.0017806i,0.001019+0.0026703i,0.0015012+0.0022004i,0.0009756+0.0012828i,0.00075542+0.00081735i,0.0003769+0.00069149i,-0.00022842+0.00099036i,-0.00042755+0.001937i,0.00015053+0.0017348i,0.00086425+0.00068711i,0.00052119-0.00057986i,-4.4974e-06-0.0014209i,0.00041313-0.00081256i,0.00032204+0.00015554i,-0.00014964+0.00032039i,-0.00048512+0.00019482i,-0.00067024+6.5118e-05i,-6.5144e-05-0.00025337i,0.00045094-2.0059e-05i,-0.00045549-0.00044354i,-0.00060262-0.0010956i,-0.00022545-0.00066689i
-0.00020177+0.0022226i,0.00038873+0.0013511i,0.00062492+0.0018907i,0.00044751+0.0016497i,0.0012036+0.00050119i,0.0010723+2.746e-05i,-0.00018843+0.00045407i,-0.0010377+0.0017075i,-0.0011401+0.0014863i,-0.00067229+0.00026903i,0.0001268-0.00023229i,0.00042767-0.00030948i,-0.00016111-0.00022801i,-0.00010549+0.00039731i,0.00023897+0.00060983i,0.00024133-0.00013478i,0.00058427-0.00054396i,0.00082787-0.0003842i,3.634e-05-0.00044111i,-0.00037296+8.973e-05i,-0.00017948+0.00048707i,-0.0001562+0.00016895i,0.00049273-0.00022992i
0.0006131+0.00025736i,-0.00043199+0.00031279i,-0.00083539-0.00022289i,-0.000866-0.00021411i,-0.00068761+0.00010865i,-2.6173e-05+0.0013206i,-8.0628e-05+0.0023511i,0.00025044+0.0016772i,0.00014759+0.00065147i,-0.00018059-7.1753e-05i,0.00022003-0.00037014i,0.00078381-0.00053712i,0.00039605-0.00043942i,-0.00036895+0.00025857i,-0.0009167+0.00084336i,-0.0010388+0.0010959i,0.00039335+0.00057246i,0.0010136+0.00019088i,-0.00034331+0.000588i,-0.0002618+0.0002153i,0.00049302+0.00013852i,0.00033344+0.0003715i,0.00097274-0.00063047i
-0.00050554-0.00022886i,-0.001152+0.0003764i,-0.0015676+0.00032782i,-0.0012263+0.00018339i,-0.00016646+0.00084755i,0.0010904+0.00088164i,0.0012416+0.00092994i,0.00075701+0.0011169i,4.9053e-05+0.00060478i,-0.00036672+0.00042749i,-0.00048609+0.00093418i,-0.00074833+0.00072225i,-0.00014267+0.00079657i,3.5985e-05+0.00062163i,2.9648e-05-0.00021374i,-6.3487e-05-0.0005345i,0.00026866-0.00034417i,0.00049283-0.00026701i,0.00039374-0.00022796i,-0.00016508+8.6766e-05i,-0.00020632+0.0008306i,-0.00037598+0.00070312i,1.0786e-05+0.00020491i
0.0027788+0.00035759i,0.001921+0.00029377i,0.0018158-0.0012937i,0.0017076-0.0018142i,0.0009057-0.0011144i,-8.5819e-05+0.00020201i,-0.00039531+0.0014793i,-0.00021101+0.0011914i,0.00019533+0.00030523i,0.00059689+0.00023201i,0.00022159-0.00052063i,-0.00055623-0.00081858i,-0.00019225+1.3344e-05i,0.00014083+0.00065996i,-0.00031188+0.00086178i,0.00014856+0.0001714i,0.0010137-0.00028989i,0.00042354-0.00023146i,-0.001155+0.00059895i,-0.0012259+0.0015726i,-0.00028337+0.00065915i,0.00053415-0.00045575i,0.0012853-0.00066846i
0.0013742-0.00077983i,0.00092586-0.00046007i,-0.00031949-0.00021035i,-0.00068918-0.00032473i,0.00017931+6.8852e-06i,0.00040942+0.0011783i,-2.3649e-05+0.0015365i,-0.00058272+0.00067703i,-0.00056078+0.00032429i,1.4946e-05+0.00095937i,0.00049168+0.00094038i,0.0010917+0.0007998i,0.0011497+0.00058488i,0.00069895+0.00040406i,0.00036162+7.1963e-05i,0.00049993-0.000515i,0.0005975-0.00089077i,0.00073759-0.00061924i,0.00019115-1.2322e-05i,-0.00070197+0.00076345i,-0.00024351+0.0010975i,0.00042843+0.00037846i,0.0002649-1.2059e-05i
0.0013348+0.0014946i,0.00078363+0.00036279i,0.00059774+0.00010669i,0.0009156+0.00075439i,0.00031922+0.00091864i,0.0003663+0.00011221i,0.0011547+7.2445e-05i,0.00094715+0.00059537i,0.00036888+0.00057524i,-0.00010155+0.0005275i,-0.0007417-0.00026716i,-0.0010883-0.000874i,-0.00085611-0.00073811i,-0.00074517-0.00046872i,-0.00070605-0.00019483i,-0.00030974-0.00024424i,-0.00016442-0.00086046i,4.6242e-05-0.00094484i,-0.00025701-6.0574e-05i,-0.00088585+0.00062374i,-0.00086918+0.00070005i,-0.00027552+0.00062576i,-0.00032067+0.00043149i
-0.0016589+0.0013791i,-0.0020817+0.0022001i,-0.0025267+0.0019267i,-0.001391+0.0014847i,-0.00044033+0.0012937i,0.00030336+0.0013395i,0.00081506+0.0013374i,0.00072836+0.0006701i,0.00074824+0.00045003i,0.0003737+0.0012151i,0.00017766+0.0014542i,0.00047054+0.00041793i,0.00073286+0.00033943i,0.00048601-3.1103e-05i,-0.00049678-0.00086091i,-0.00055893-0.00032576i,0.00010104+0.0007152i,0.00020408+0.0015802i,-0.00014683+0.0011716i,-0.00049054+0.0001783i,-0.00074966+6.2614e-05i,-0.00012058-0.00011934i,0.00054624-0.00063738i
0.00051223+0.0010741i,0.0008359+0.001522i,0.00011138+0.0016379i,-0.00043083+0.001587i,0.00040768+0.0012103i,0.0008587+0.00091532i,0.00031637+0.0011439i,-0.00026331+0.0012448i,-0.00019955+0.0011086i,0.00027927+0.0016679i,0.00076793+0.0011907i,0.00050748+5.7791e-05i,-0.0010258-0.00064224i,-0.001188-0.00051394i,-9.7514e-05-0.00025622i,0.00065311-0.00028056i,0.00098391-5.0666e-06i,0.00050652-0.00013321i,-9.3803e-05-0.00053404i,-0.00039548-0.00054906i,-0.00017236-8.9525e-05i,0.00033605+0.00012947i,0.00083323-0.00020756i
-0.0020016-5.0478e-05i,-0.0015779-9.6654e-06i,-0.0023114+0.00079484i,-0.0022879+0.0015254i,-0.00067235+0.0014158i,-0.00022416+0.00040874i,0.00046298-6.7707e-05i,0.00044528+0.00025099i,-0.00085217+0.00056987i,-0.0014576+0.00072481i,-0.00098666+0.00075269i,4.3966e-05+7.133e-05i,0.00085745-0.00080123i,0.00095638-0.00097046i,0.0005578-0.00069726i,-0.00046666-0.00020092i,-0.00098598-0.00052686i,-0.00079182-0.00093333i,-0.00038753-0.00050655i,0.00024306-1.7616e-05i,0.0006231-0.0001052i,0.00012625+0.00021022i,5.9441e-05+1.4732e-05i
0.00028478+0.001081i,0.0017866+0.00081694i,0.0021915+0.00079613i,0.0014676+0.00083729i,0.0012031+0.00049215i,0.00090305+0.00076053i,0.00031461+0.00086341i,0.00027948+0.0007341i,0.00039391+0.0007813i,7.867e-05+0.00087514i,-0.00034633+0.00088858i,0.00040476+8.8705e-05i,0.0010138-0.00050536i,0.00081787-0.00079139i,0.00054619-0.0010933i,-0.0001096-0.00087665i,-0.00071903-0.00088161i,-0.00010305-3.5806e-05i,0.0004633+0.00068114i,-6.8407e-05+0.00071793i,-0.00023302+0.00048678i,0.00021919-5.2945e-05i,0.00038222+0.00049573i
