0.0028552+0.00096379i,0.0027219-0.00034116i,0.0010727-0.0013309i,-0.0012101-0.0019488i,-0.0020762-0.00062333i,-0.0018624+0.0016238i,-0.00075749+0.0028958i,-0.00031952+0.0025426i,0.00032678+0.0010582i,0.0011438+0.00024129i,0.0015029-0.00016505i,0.00086701-0.00028493i,3.0491e-05+6.3419e-06i,-0.00054348-0.00011871i,-0.00054646-0.00056908i,-0.00023927-0.00034351i,5.3415e-05+5.19e-05i,0.00037157+0.00066407i,0.00012045+0.00036916i,-0.00034899-0.00052238i,7.4572e-05-0.00036644i,0.00025861-0.00010246i,0.00012573-0.00034956i
-0.0017903-0.00068285i,-0.0011033+0.0011878i,-0.00034533+0.0016229i,0.00030474+0.0019134i,-3.6281e-05+0.0016935i,-0.00029993+0.00073108i,0.00042879+0.00017177i,0.00084327-0.00079371i,0.0012925-0.0015103i,0.00079755-0.0012791i,-3.628e-05-0.00031093i,-0.00025319+0.00036325i,-0.00033511+0.00046237i,-0.00055024+0.00014226i,-0.00020464+0.00029254i,0.00056165+0.00021367i,0.00030922-8.5703e-05i,-0.00020636-6.0326e-05i,0.00076192-0.00064617i,0.00085815-0.00088245i,-4.1737e-05-0.00047564i,-0.00063438-0.00040288i,-0.00093398-0.00092622i
0.00053465+0.00073961i,0.0020511+0.00073757i,0.0029954+0.0016803i,0.003048+0.00055644i,0.0027995-2.5387e-05i,0.0018041-0.00033209i,0.00054298-0.00019833i,0.00021879-0.00026005i,0.00048885-0.00073612i,-0.00010944-0.00022356i,-0.00071496+3.3756e-05i,-0.00036242-0.00075149i,0.00017516-0.00083977i,-0.00016567-0.00085729i,-0.00087989-0.0010404i,-0.00083872+0.00010787i,-4.3387e-05+0.00044468i,0.00046811-0.00014081i,0.00040689-0.00065189i,0.00016654-0.00091279i,4.8265e-05-0.00031672i,0.00057284+0.00015747i,-8.3662e-06-6.5002e-05i
0.00030842+0.0032064i,-0.0010017+0.0016989i,-0.0012245+0.0011407i,-0.00050657+0.00074065i,0.00018593-0.00047544i,0.00039515-0.0010766i,9.0954e-05-0.00058628i,0.00021236+0.0001996i,-8.3581e-05+0.00031348i,-0.00034031+0.0001733i,0.00027799-0.00043616i,0.00023015-0.0012462i,-0.00068851-0.00092033i,-0.0010141-0.00013932i,-0.0012495-0.00082213i,-0.00071416-0.001272i,-0.00062673-0.00075541i,-0.00077055-0.0005808i,-0.00016158-0.00064756i,-0.00047457-0.00051128i,-0.00062928-0.00040645i,-0.00020598-0.00055598i,9.448e-05-0.00043981i
0.0011836+9.1301e-06i,0.00053631-0.00029494i,0.00073491-0.00018322i,0.0018044+0.00027331i,0.0014034+0.0013925i,0.00080002+0.0023092i,0.0008933+0.0021326i,0.00051271+0.0006987i,-0.00013644-0.00060778i,-0.00043107-0.00067605i,-0.00046283-0.00011944i,-0.00075687+0.00070614i,-0.00078824+0.00087344i,-4.8723e-05+0.0003875i,0.00019823-0.00027602i,0.00018817-0.00024016i,0.00016932-0.00034757i,-2.895e-05-0.000542i,-0.00011939-0.00025191i,-0.00030054-0.00026339i,0.00013519-0.00092576i,0.00043069-0.0006022i,0.00023209+7.4221e-05i
-0.001739-0.00025971i,-0.0016834-0.0012863i,-0.0012333-0.00097587i,-0.00064067-0.00018996i,0.00066757-5.4572e-06i,0.0012869-0.00022853i,0.0012167-0.00048458i,0.0010575-0.00041142i,0.001056+0.00010593i,0.00036926+0.00054306i,-0.0001286+0.0002474i,-4.9927e-05-0.00040146i,0.00011146-0.00098795i,0.00037699-0.00068212i,0.0002518-0.00037188i,0.0008705-0.00052266i,0.0010196-0.0003798i,0.00073464-0.00013259i,0.0005628+0.00014559i,-0.00042424+5.4547e-05i,-0.0012375+0.00035787i,-0.0012143+8.4627e-07i,-0.00047941-0.00072077i
0.00024846-0.00066035i,0.00088633-0.00033733i,-6.7403e-05-0.00031365i,-0.0013732+3.7892e-05i,-0.00083402+0.00050932i,0.00064868+0.0010077i,0.0016659+0.0013213i,0.0016955+0.00069827i,0.00070257-0.00021951i,-3.5451e-05-0.00089617i,-0.00014063-0.00079987i,-0.00026771-0.00039404i,-0.00041214+0.00026906i,-0.00063722+0.0010545i,-0.000323+0.0010334i,0.00051808+0.00045978i,0.0003971+0.00013299i,0.00014143-2.064e-05i,0.00020674+0.00023186i,0.00047014+0.00063624i,0.00082357+0.00088374i,7.076e-05+0.00081978i,-0.00069051+0.00050173i
7.463e-05+0.0036123i,0.00027851+0.0018793i,0.00062281+0.0013238i,0.002093+0.0017188i,0.0027431+0.00043176i,0.001635-0.0012283i,0.0013174-0.001394i,0.0014067+2.3738e-05i,0.00058873+0.00032202i,0.00035548-0.00041315i,-7.6903e-05-0.00061846i,-0.00056491+0.00024026i,-0.00031674+0.00081522i,0.00023679+5.1609e-05i,0.00065667-0.00079737i,0.0006953-0.00070964i,0.00046113+0.00021998i,0.00035048+0.00064062i,0.00066711+0.00023622i,0.00089381+9.2478e-05i,0.00056256-0.00024204i,0.0003933-0.00042303i,0.00010591-4.6677e-05i
-0.00035132+0.00058137i,-0.00028339-0.00066926i,0.00055907-0.0015126i,0.00056178-0.0013534i,-0.00061619-4.7991e-05i,-1.1101e-05+0.00049595i,0.0011597+0.00014912i,0.0010819+0.00037949i,0.00039678+0.00024654i,-0.00057806-0.00010222i,-0.00041901-0.00051134i,-0.00017703-0.00072995i,-0.00018237-0.00031789i,-0.00055131+0.00019943i,-0.00065851+0.00038823i,-0.00036372+0.00064616i,3.9116e-05+0.00038397i,0.00028963-0.0001867i,0.00050686-0.00014963i,0.00065214-0.00047461i,0.0001365-0.00064578i,-0.00044398-0.00058132i,-0.0010211-0.00028087i
0.00021654-0.00084693i,-0.00035033-0.0008973i,-0.0011479+0.00056312i,-0.00041697+0.0018133i,0.0014055+0.00095484i,0.0017674+5.2383e-05i,0.00068777+0.00019251i,-0.00012229+0.00026263i,-0.00011739-0.00021455i,0.00070331+0.00045348i,0.0013658+0.00055564i,0.00096834-0.00013924i,-7.4912e-05-0.0006786i,2.4412e-05-0.00078395i,0.00038345+0.00016267i,0.00073367+5.8553e-05i,0.00027459-0.00038615i,-0.00076633+0.00017162i,-0.00094957+0.00070564i,-0.00044045+0.0002135i,0.00050483-0.00017156i,0.0001653-2.0712e-05i,-0.00067001+0.0004983i
0.0013789-0.00050317i,0.0022576+0.000247i,0.0011844+0.0010503i,0.00018796+0.0020769i,0.00012229+0.0014914i,0.00091924+0.00077268i,0.001205+0.00054746i,0.00039784+6.8567e-05i,-0.00043615-0.0006963i,-0.00097845-0.00035509i,-0.00080251+0.00027125i,-0.00069689+0.00034318i,-0.0005151+3.5374e-05i,-0.00031346+0.00018717i,-0.00028385-0.000115i,0.0007592-0.0005913i,0.00065373-0.00056677i,-0.00030587-0.00061321i,-0.00043504-0.00010361i,-0.00093006-4.155e-05i,-0.0013663-0.00050923i,-0.00087575+0.00017091i,-8.2312e-05+0.00081395i
-0.0020796-0.00039883i,-0.0033013+0.00047228i,-0.0023726+0.00077101i,-0.0014141+1.2752e-06i,-0.0005042-0.00067585i,0.00099797-0.00056457i,0.0011553+0.00014981i,0.00075244+0.00031075i,0.00095217-0.00042219i,0.00058113-0.00074723i,-6.5927e-06-0.00030697i,0.00029021-0.00012692i,0.00048559+0.00058847i,-5.893e-05+0.0013085i,-0.000478+0.00074538i,-0.0007257+0.00016927i,-6.3875e-05+0.00032959i,0.00076279+0.0010801i,0.00065136+0.0009676i,6.9752e-05+0.00018769i,-0.00054962+0.00010499i,-0.00014683-0.00012725i,0.00060851-0.00042084i
-0.00097904-0.0013302i,-3.3659e-05-0.00074071i,0.00042372+0.00015553i,0.00073028+0.0010124i,0.0010478+0.001828i,0.0012619+0.0021939i,0.0017505+0.0016584i,0.0013345+0.00017031i,0.00029781-0.00078199i,-0.00018291-0.00031529i,-0.00020546+0.00075581i,3.0971e-05+0.00092764i,0.00042226+0.00078801i,0.00055646+0.0002806i,0.00077845+0.00030316i,0.0001385+0.0010687i,-0.00077226+0.00063493i,-0.0011778+0.00012113i,-0.00062102-0.00039626i,-0.00075734-0.00056501i,-0.00087575-0.00082275i,-0.00075718-0.0007944i,-0.00041808-9.1818e-05i
0.00074061-0.0015818i,0.00037244-0.0025684i,0.00033585-0.0020379i,6.403e-05-0.0011816i,-0.00010684-0.0011137i,0.00022732-0.001491i,0.00041536-0.0011938i,0.00045461-0.00053038i,0.00052126-0.00021927i,0.00088943-0.00037189i,0.00038044-0.00081814i,-0.00039514-0.001186i,-0.00032501-0.00088734i,-4.7095e-05-0.00040773i,0.00028722+6.6104e-05i,0.0001186-0.00058929i,1.0929e-05-0.00090093i,-0.00019422-0.00055494i,-0.00044327-0.0003751i,-0.00055568+0.00021311i,-0.00074594+0.00043824i,-0.00015921+0.00022259i,-2.5841e-05+0.00039201i
0.0019279+0.00028172i,0.0020072+9.7582e-05i,0.0017939+0.00048357i,0.0018162+0.00023153i,0.0017018-0.00021159i,0.0016195-0.00074899i,0.0010723-3.9764e-05i,0.00022188+0.00065633i,-0.00035734+0.0002092i,-0.00027438+0.00028051i,0.00037699+0.00054344i,0.00062804+0.00035921i,-0.00030331+0.00030896i,-0.0012814-0.0001712i,-0.00081914-0.00091554i,-8.8156e-05-0.00071186i,1.0783e-06-0.0007426i,-0.0003294-0.00031181i,-0.0011329-0.00037875i,-0.0012182-0.00044914i,-0.00085308+2.0833e-05i,-0.00074853-8.6886e-05i,-0.00077095-0.00027353i
4.5949e-05+0.0018068i,-0.00041664+0.0014055i,-2.8446e-05+0.00036728i,0.00056026-0.000198i,0.00026503+0.00047945i,0.00014462+0.0011356i,6.4076e-05+0.00089088i,0.00022004+0.00079398i,0.0002118+0.00069695i,-0.00070274+7.4704e-05i,-0.00091351+0.00015225i,-0.00045458+0.00020168i,0.00013134-0.00024048i,-9.438e-05-1.4835e-05i,-0.00061901+9.5182e-05i,-0.00028105+0.00012241i,6.5748e-06+0.00059524i,0.00021608+0.00023873i,0.00046478-7.5248e-05i,0.00011135+0.00041464i,0.00015955+0.00020725i,0.00024517-0.00034883i,7.8588e-05-0.00028162i
0.0011575-0.0020547i,0.0014389-0.0018908i,0.0011794+6.607e-05i,0.0014193+0.0012374i,0.0010641+0.00067051i,0.00062933+0.00025673i,0.00068973+0.00036953i,0.00050437+0.00034696i,0.00033813+8.2923e-05i,2.6841e-05-0.00030905i,1.7305e-05-0.00058399i,0.00029764-0.0004394i,0.0004386+0.00038885i,-3.0206e-05+0.00067831i,-0.00075631-0.00041216i,-0.00048379-0.0013353i,0.00014889-0.00078212i,-0.00029525-2.5688e-06i,-0.0010074+0.00023597i,-0.00066494+0.0003572i,-1.3881e-05+0.00049093i,-0.00029158+0.00061003i,-0.00036533+0.0003873i
0.0037399+0.0023672i,0.0032351+0.0020798i,0.0026461+0.0019413i,0.001961+0.0016454i,0.0019605+0.0012087i,0.001354+0.0011698i,0.00084678+0.00095699i,0.00020965+0.00046788i,-0.00061297-3.1567e-05i,-0.0002767-0.0004713i,-6.5423e-05-0.00092484i,-8.1041e-05-0.00094758i,-0.00011776-0.00041217i,-0.00074548-0.0006226i,-0.00089887-0.00082545i,-0.00051757-0.00012845i,-0.00015798+0.00050036i,-0.0003445+0.00021021i,-0.0001377-2.9164e-05i,0.00030107+0.0005527i,0.00035973+0.00056406i,0.00055887-0.00037209i,0.00025836-0.00024588i
-0.0014796+3.1915e-05i,-0.0018057-0.0010806i,-0.0012969-0.0011318i,-0.00076671-0.00051576i,0.00013897-8.1816e-05i,0.00030583+0.00053713i,0.00086489+0.00089763i,0.0015136+0.00054453i,0.00090819-0.00079889i,-0.00031084-0.001209i,-0.0011674-0.00034046i,-0.00098633+6.7959e-05i,-0.00040886+0.00032393i,-0.00018497+0.0011777i,-0.00081334+0.0013979i,-0.00041897+0.00045157i,0.00084541-2.3605e-05i,0.00083942+0.00010513i,0.0010871+0.00019272i,0.0010636+0.00056256i,0.00064701+0.00076314i,-6.5364e-05+0.0005687i,-0.0011095+0.00036158i
0.00080266-0.0014667i,0.0016548-0.0012325i,0.0019542+3.1625e-05i,0.001585+0.00031077i,0.00097989-8.5457e-05i,0.00062175-0.00033633i,-0.00016366-0.00065174i,-0.00051874-0.00056053i,-0.00060956+0.0003257i,-0.00095279+0.0003714i,-0.0019108-0.00031776i,-0.0021511+0.00027449i,-0.0011966+0.00086664i,-0.00039322+0.00056262i,-6.2851e-05-0.00020415i,0.00013882-0.00029285i,0.00034297+5.5059e-05i,7.2084e-05+2.0461e-05i,-0.00015727-4.3573e-05i,0.00020039+0.00066431i,0.00060583+0.00067561i,0.00016736-0.00045498i,-0.00031293-0.00079341i
0.0003102-0.0015738i,-0.00026901-0.0023484i,-0.00091701-0.0015439i,-0.0004896-0.00046269i,0.00029412-7.4124e-05i,0.00040654+0.00046225i,8.0454e-05+0.00092607i,0.00035223+0.0005459i,0.00023893+2.354e-05i,-4.9354e-05-4.695e-05i,0.00033863+0.00038241i,0.00089761+0.00067442i,0.00044481+0.00049556i,-0.0002718+0.00011108i,8.2431e-06+8.562e-06i,0.0011081+0.00020763i,0.0012779+0.00077787i,0.00065387+0.00089628i,0.00061768+0.0006591i,0.00077754+0.00044316i,0.00056688+0.00040193i,0.0002051+0.00073973i,0.00026476+0.000294i
-0.00023051-0.001512i,4.1823e-05-0.0015925i,-0.00038959-0.0014496i,-0.00038541-0.00091526i,0.00017987+0.00078594i,0.0011743+0.00064127i,0.0018597-0.00081352i,0.0010529-0.0010298i,3.0774e-05-0.00028546i,-0.00062362+0.00063001i,-0.00082612+0.00083138i,0.00022184+0.00062797i,0.001306+1.3167e-05i,0.0015212-0.00018522i,0.00062415-0.00036719i,-0.00034924-0.00071661i,-0.00064682-0.00050513i,-3.8716e-05-0.00067749i,0.00069061-0.00066957i,9.1553e-05-0.00020745i,-0.0007357+2.7649e-05i,-0.00040332-4.4577e-05i,6.2514e-05+0.00024811i
-0.0015321+0.0023757i,-0.00021086+0.0020488i,0.00092218+0.0026277i,0.0011988+0.0010376i,0.0012781-0.00021031i,0.0011181+0.0001852i,0.001243-0.00011683i,0.00068605+0.00016377i,1.6159e-05+0.0010138i,0.00018913+0.0010055i,0.00035983+0.00066902i,9.0854e-06+0.00035682i,-0.00037521+0.00033778i,-0.00049691-0.00055382i,-0.0005731-0.0017392i,-0.00053582-0.0011648i,-0.00065319-0.00037984i,-0.0002691-0.00018008i,-4.6118e-05-4.7021e-05i,-0.00040316-0.00062407i,3.3303e-05-0.0010243i,0.00031564-0.00094517i,0.00013077-0.00048408i
0.0017066+0.0010188i,0.00088808+0.00075625i,0.00028976-0.00048072i,-0.00023508-0.00081567i,-0.00062338-0.00032506i,-0.00078951-0.00011369i,-0.00068892+0.00048096i,5.3578e-06+0.0005118i,0.00023698-0.00049679i,0.00025076-0.0012687i,-0.00061641-0.0010633i,-0.0018772-0.00047422i,-0.0017-0.00058864i,-0.001314-0.00039668i,-0.00085376+4.3416e-05i,1.881e-05+0.00044697i,9.4688e-05+0.0003079i,-0.00015338+0.00018456i,0.0001268+0.00044191i,0.00045468+0.0001339i,0.00049969-0.00078694i,0.00082623-0.00055591i,0.00060476+0.00019143i
-0.0016449-0.00087958i,-0.0014063-0.0005149i,-0.00012746+8.0233e-05i,0.0011993+0.00036009i,0.0017061+0.00043682i,0.0013775+0.00028827i,0.0014056+0.00027463i,0.0014984+0.0004656i,0.00061745+0.00041613i,-0.00025845+0.00027636i,-0.00025545+0.00016067i,0.00021323-0.00038358i,0.00075647-0.00011474i,0.0011081+0.00041635i,0.00074914-0.0001135i,-0.00023197-0.00070975i,-1.779e-05-0.00056291i,0.00059838-0.00013717i,2.2174e-05-0.00010788i,9.9232e-05+0.00062576i,0.00043188+0.00084294i,0.00013874+0.00046622i,-0.00038349+0.00072103i
0.00013186-0.0015027i,0.00052723-0.0011564i,-0.00069498+0.00012243i,-0.00161+0.00092285i,-0.00078321+0.0010804i,0.00078436+0.00060979i,0.00093137+0.00085123i,0.00021004+0.00065958i,-0.00015738+0.00051415i,-0.00039887+0.00038268i,6.8688e-06+0.00015485i,1.9084e-05+0.00035845i,-0.00020752-0.00025993i,0.00059582-0.0014687i,0.0010077-0.0015676i,0.0010582-0.00078641i,0.00089436-0.00021677i,-4.8354e-05+3.5643e-06i,-0.00042868-0.0004361i,-3.8728e-05-6.698e-05i,9.4774e-05+9.7121e-05i,9.6195e-05-0.00023249i,-7.505e-05+0.0003588i
0.0020501-0.0012904i,0.0010477-0.0012131i,0.00026427-0.0017729i,-0.00045746-0.0013797i,-0.00094278-0.00068589i,-0.00043476+0.00021359i,0.0010714+0.0002708i,0.0011072-0.00038962i,-7.2652e-06-0.0010248i,-0.00087054-0.0010834i,-0.00096574-0.00057024i,-0.00096853+0.00015158i,-0.0010881+0.00053901i,-0.00074497+0.00052645i,-0.00089032+0.00077294i,-0.00031648+0.00045673i,0.00051215+0.00066662i,0.00077166+0.0013183i,0.00063571+0.00084579i,0.00059378+0.00011266i,0.00044788-0.00019898i,0.00033825+2.0633e-05i,0.00076624+0.00022936i
-0.0016462+0.00036898i,-0.0013815+0.0016801i,-0.00017913+0.0021612i,0.00076184+0.0018272i,0.0011653+0.00077132i,0.0015107+0.00034737i,0.00098482+0.0004932i,0.00020291+0.00047892i,-0.00041797+0.00092083i,-0.00054331+0.00090914i,-0.00054109-0.00010096i,-0.00035486-0.00047665i,0.00067885-0.00085545i,0.00098995-0.00079825i,0.00030296-0.00037852i,-6.7384e-05+0.00017605i,-0.00017934+9.0015e-05i,-0.00013887-0.00042827i,-0.00037955-0.00087317i,1.6959e-05-0.00023019i,-0.00027545+7.6454e-05i,-0.00094661-0.00016891i,-0.00062936-9.1079e-05i
-0.00031391-0.00052611i,-0.00048636+0.00042175i,-0.001195-0.00097666i,-0.00055566-0.0016657i,-0.00032723-0.0013621i,-0.00060197-0.00068974i,-0.00045561+0.00018136i,-0.00010036+0.00048722i,2.5452e-05+0.00038181i,0.00020723+0.00071746i,0.00017879+0.00048023i,0.00019993+0.00010367i,5.7517e-05-0.00057778i,-0.00035869-0.0013744i,1.9e-05-0.001121i,0.00050346-0.00039917i,0.00092534+0.00039673i,0.00091316+0.0010686i,0.00013881+0.0010843i,-0.00042197+0.00093847i,-0.00032127+0.0003931i,-0.00075421-0.0001402i,-0.00075785-0.00033838i
0.0013238+0.00051964i,0.0019677-0.00044255i,0.0028409-0.0010658i,0.0022767-5.2031e-05i,0.0014924+0.001166i,0.0013819+0.0012595i,0.0016147-2.6774e-05i,0.00088034+8.3347e-05i,-0.00057165+0.00082344i,-0.00093695+0.00021004i,-0.00071308-7.8726e-05i,-0.00047407+3.1097e-05i,-0.00066383+0.0004829i,-0.0005726+0.00074711i,-0.00012261-2.4345e-05i,-1.109e-05-0.00075071i,-0.0001146-0.0010322i,0.00021056-0.00079375i,0.00026974-0.00083602i,0.00017969-0.00093962i,1.1495e-05-0.00015093i,-0.00036048+0.00083125i,-0.00033344+0.00017055i
-0.0012071+0.0028956i,-0.00061223+0.003269i,5.5674e-05+0.002903i,-6.4442e-05+0.0014446i,-0.00049136+0.00043267i,0.00022138-3.7358e-05i,0.00098961-0.00039722i,0.00042106+0.00021192i,-0.00020981+0.00090106i,-3.7628e-06+0.00041666i,0.00056236-0.00053651i,-0.00026627-0.00062622i,-0.00081346-0.00043948i,-3.7272e-06-0.00013703i,0.00056936+6.7665e-05i,0.00028279-0.00054193i,-0.0007755-0.00022605i,-0.0013566+0.00036691i,-0.00064286-8.316e-06i,0.00038987-0.00029537i,0.00072956-0.0002441i,0.0003811-0.00036556i,0.00051116-0.00043258i
0.00022663-0.0018629i,-0.00084757-0.0022976i,-0.00089625-0.00075335i,0.00011032+0.0010459i,0.00057025+0.0014848i,0.0012692+0.0009914i,0.0014178+0.0008014i,0.00079071+0.00039261i,0.00049667+0.00038139i,0.00042349+0.00064614i,8.5279e-05+0.00063365i,-0.00054442+0.00060283i,-5.2021e-05+0.00059895i,0.0019304+0.00042344i,0.0026546+0.00070751i,0.001122+0.00067308i,0.00015089+0.00063963i,-0.00018233+0.00033438i,-0.00026589+0.00010185i,4.0629e-05-0.0001528i,-4.6588e-05-0.0005001i,0.00040488-0.00022666i,0.001069-0.0002435i
0.0012259-9.9476e-05i,0.0010458-0.00031091i,0.00047638-0.00067933i,0.00012109-0.00054517i,0.00040924-0.00050074i,0.0013857-0.00071326i,0.0023514-0.00036891i,0.0016752+0.00051533i,0.00026524+0.00062312i,-0.00011026-0.00021537i,-0.00032358-0.00035848i,-0.00069828-9.2645e-05i,-0.00015582+1.4706e-05i,0.00020819+0.00011073i,-0.00037265+0.00031096i,-0.00029981+0.00078101i,-0.00038783+0.00094773i,-0.00026628+0.00028694i,0.00040358-5.4158e-05i,0.00035152-0.00014434i,5.2973e-05-0.00016521i,-0.00021333-0.00041562i,-0.00022523-0.00062252i
-0.000877-0.00028492i,-0.0025779-0.00018503i,-0.003034-0.0002727i,-0.0020635+0.00027589i,-0.00032041+0.00073722i,0.00014997+0.0013975i,0.00027131+0.0015402i,0.00065712+0.00027573i,0.00099724-0.00088511i,0.0011621-0.0010892i,0.00017431-0.00097367i,-0.00025026-0.00049128i,4.0776e-05+0.00018982i,0.00047656+0.00064741i,0.00025938+0.0002388i,-0.00046352-0.00040718i,-0.00029332-0.00033844i,0.00031886+0.00017811i,0.00090316+3.1728e-05i,0.0007269+0.00019248i,0.00030363+0.00050889i,0.00088786-3.0044e-05i,0.00077401-0.00037084i
0.00048922-0.00082069i,0.0012609-0.0026183i,0.0026247-0.0024287i,0.00279-0.0010856i,0.0020441-0.00014459i,0.00070503+0.00041666i,0.0001985+0.00014076i,-5.0182e-05-0.00024574i,-0.00068566-0.00047597i,-0.00029622-0.00043865i,-0.00057183+0.00024956i,-0.0010663+0.00081408i,-0.00059687+0.00097634i,-0.00019627+0.00091741i,-0.0001707+0.0011792i,-0.00042433+0.00078007i,-0.00052668-2.8668e-05i,-0.00077631-1.9644e-05i,-0.00064726+0.00036344i,-0.000751+1.211e-05i,9.3021e-06-0.00038599i,0.0010501-2.3174e-06i,0.00069677+5.9133e-05i
-0.0004554+0.0024078i,0.00064389+0.0029564i,0.001043+0.0029437i,0.00040988+0.0013195i,6.7671e-05-0.00055369i,0.00025885-0.0013247i,0.00029148-5.9366e-05i,-8.0948e-05+0.00085781i,0.00058568+0.00012974i,0.0014697-0.0003932i,0.00068851+0.00070055i,-0.00015185+0.00034214i,0.00025941-0.00039643i,0.00037739-0.00024648i,-0.00021073-0.00051618i,0.0002361-0.00019408i,0.00085782+0.00027159i,5.9422e-05-0.00022895i,-0.00068282-0.00021861i,-0.00071418-9.8188e-05i,8.4969e-05+0.00045441i,0.00056358+0.00096063i,0.00018257+0.00036133i
-0.0012009-0.0014869i,-0.0014133-0.0013203i,-0.0012363+5.9487e-05i,-0.00091731+0.00078i,-4.3391e-05+0.0011704i,0.001139+0.0017458i,0.0011748+0.0010667i,0.00085611+0.00023908i,0.00049284-0.00020609i,0.00029394-0.0001624i,-4.5301e-05-5.3449e-05i,-0.00073231+9.3037e-06i,-9.2601e-05+0.00058985i,0.0010649+6.5196e-05i,0.0012506-0.00013207i,-5.5687e-05-0.0001762i,-0.0011314+0.00049704i,-0.00069663+0.0013595i,2.2124e-06+0.0011378i,0.0003308+0.00061873i,-0.00019728+7.2495e-05i,-0.00029231-0.00062798i,-0.00017915-0.00046013i
0.00071127+0.00034528i,0.00010823+0.00056742i,-6.7904e-05+9.7174e-05i,0.00047618+0.00061254i,0.00076945+0.001322i,0.00076355+0.00091913i,0.00074106+0.00038604i,0.00025884+0.00024456i,0.00018753-8.7744e-05i,0.00049059+5.1501e-05i,0.00063262-3.7656e-05i,0.00078444-7.6196e-05i,7.3352e-05+0.00039797i,-0.00046771+0.00076619i,-0.00019522+0.0010884i,5.7241e-05+0.0010432i,0.00041061+0.00046476i,0.00040595+2.8842e-05i,-1.1729e-05-7.6446e-05i,-8.8072e-05-0.00015629i,0.00015489+0.00057882i,-0.000402+0.00089215i,-0.00024371+0.00072969i
0.0018334-0.00095827i,0.00185-0.0025614i,0.00010468-0.003261i,-0.0010579-0.0019685i,-0.0010417+7.8196e-05i,-0.00091016+7.1449e-05i,5.084e-05-0.0003967i,0.00033527-0.00043668i,-0.00080033-1.3361e-05i,-0.00097745+0.00020244i,-0.00028915+0.00015208i,-0.00052552+0.00013116i,-0.0011004-0.00027716i,-0.001301-6.4756e-05i,-0.0013899+0.00028806i,-0.0016796+0.00015928i,-0.001541-0.00091697i,-8.9209e-05-0.00067554i,0.0010291-0.00011156i,0.0014119-0.00039928i,0.00063757-1.2365e-05i,-0.00052826+0.00020516i,-0.00023854+0.00023846i
0.0017378-0.0018996i,0.0022088-0.0024121i,0.0015717-0.0021311i,0.00050055-0.001659i,0.00035615-0.0014025i,-0.00050731-0.0002941i,-0.00023568+0.00068899i,5.5233e-05+0.00068533i,-0.00019724+0.00036056i,-0.00026363+0.00044136i,2.3646e-05-9.1765e-06i,0.00020155+8.8802e-05i,2.7582e-05+0.00076674i,-0.00069621+0.00073802i,-0.0010998+0.00057556i,-0.00021388-0.00016034i,0.0007963-0.00062216i,0.0011176+8.2017e-05i,0.00074115+0.00026709i,0.00012048-0.00019672i,0.00027312-0.00025267i,-6.0013e-05+3.8229e-05i,-0.00076245+0.00060908i
-0.0014178-0.00018772i,7.4018e-06+0.00021961i,0.00069323+0.0013203i,0.00074294+0.0015787i,0.00016472+0.0019358i,0.00095077+0.0012484i,0.0013721+0.00038464i,0.0010046+0.00065249i,0.00049554+0.0005401i,0.00040379+0.00053175i,0.00016136+0.00036093i,-6.2235e-05+0.00032607i,-0.00026718+0.00012717i,-4.993e-06-0.00014904i,0.00031688+0.00022885i,-2.8254e-07+2.5433e-05i,-4.0596e-06-0.00010262i,0.00028078+4.8036e-05i,5.1845e-05-0.00017301i,-0.00086173-0.00052175i,-0.0012928+0.00026943i,-6.3944e-06+0.00059954i,0.0012171-0.00018998i
0.00022114-0.0026284i,-0.00048719-0.0015105i,-0.0026451-0.00037422i,-0.0025892+0.00038162i,-0.0011379+0.00089154i,-0.00030723+0.0017208i,0.00011883+0.0017367i,-0.00023425+0.00030803i,-0.0012541-0.00016928i,-0.0009201+0.00034733i,0.00010575+0.00083097i,0.00019386+0.00087003i,0.00018306+0.00062448i,0.0003531+0.00082619i,0.00080596+0.00052846i,0.0012952-0.0007009i,0.00096029-0.00083976i,0.00057321-0.00052169i,6.7904e-05-0.00047427i,0.00017916-0.0011123i,-0.00011983-0.0010267i,-0.00047728-8.114e-05i,0.00041419+0.00010259i
0.00082484+0.0011945i,0.00050752+0.00065275i,-0.00036936+0.00058799i,-0.00013222+0.0012148i,0.00029227+0.0011904i,0.00088997+0.00012248i,0.00070351-0.00048413i,-0.00020794-4.4736e-05i,-3.1321e-05-1.4114e-05i,4.4716e-05+6.714e-05i,-0.0006255+0.00031788i,-0.0011433-3.5192e-05i,-0.0013553-0.00052516i,-0.00061426-0.00078491i,0.00061092-0.00031585i,0.00046105+0.00033818i,0.00030502+0.00011904i,0.0009941-0.00033768i,0.0010411-0.0004701i,0.0002693-0.00022i,0.00010735+0.0001789i,0.00016296+0.00030176i,0.00016158+0.00044106i
