-0.0032886-0.00038311i,-0.0029387-0.00084816i,-0.0031507-0.00074459i,-0.0031019-0.00033786i,-0.0019689+0.00084538i,-0.00088232+0.0019359i,-0.00042428+0.0012481i,0.0001749+0.00061313i,0.00034809+0.00090622i,5.4067e-05+0.0013492i,0.00040372+0.0015339i,6.3269e-05+0.0016116i,-0.0006029+0.00079395i,-3.3507e-05-0.00072835i,-0.00015599-0.00076927i,-0.00021626-0.00023798i,-3.0704e-05+0.00077073i,-0.00054658+0.0021637i,-0.00059424+0.0016067i,0.00050692+0.00024685i,0.00087985+8.3588e-05i,1.7314e-05+0.00057708i,8.3107e-06+6.7431e-05i
-0.002686+0.0011952i,-0.0025207+0.0018366i,-0.0023795+0.0025487i,-0.0010973+0.0029546i,-0.00026195+0.0026986i,-0.00096804+0.0016272i,-0.0012278-8.5853e-05i,-0.00078927-0.0016708i,-0.00056201-0.0010231i,-0.00031143+0.0010239i,-0.00070644+0.001996i,-0.0018837+0.0012248i,-0.0013203-6.7528e-06i,0.00016776-0.00041284i,0.00010313+0.0009853i,-0.00065042+0.0017045i,-0.0016682+0.00073755i,-0.0022164+0.00065074i,-0.0015013+0.00065463i,-0.00074419-0.00035546i,-0.00051024-0.0011046i,-0.00045676-0.00072448i,1.311e-06-0.00032216i
0.0015179-0.00044311i,0.00096539-0.0012963i,-0.0004629-0.0011845i,-0.0017679-0.00035499i,-0.0024935-0.00063832i,-0.0015313-0.0010814i,-0.00063168-0.0011703i,-0.00070619-0.0014477i,-0.0010022-0.00096076i,-0.0016355+0.00025398i,-0.0023195+0.00082861i,-0.002134-0.00015359i,-0.00024996-0.00010856i,0.00093169+0.0015309i,0.00058348+0.0013721i,0.00039598+0.00042691i,0.00023197+0.00075789i,-0.00033631+0.00096729i,-0.0011734+0.00052873i,-0.0013641+3.9774e-05i,-0.00078467-0.00023959i,-6.3577e-05-0.00047672i,9.2249e-05-0.00050112i
0.0025584+0.00044367i,0.0032422+0.0012875i,0.0020739+0.0013693i,-0.00034206+1.3274e-05i,-0.0012086+7.8194e-05i,-0.0011469-0.00025639i,-0.00038313-0.0010562i,0.00085819+0.00027588i,0.00062247+0.00063348i,-0.00055737+0.00043672i,-0.00067177+0.0004511i,0.0004389+0.00027991i,0.001459+0.00045296i,0.00096445+0.0013917i,-0.00033119+0.0020218i,-0.00072607+0.001885i,-0.00026259+0.0015453i,1.3076e-05+0.00093478i,0.000495+5.8708e-05i,0.00051886+0.00057042i,0.0006339+0.0013358i,0.00019867+0.00050283i,8.7057e-05-0.00060817i
-0.0010495+0.0027306i,-0.00026032+0.0026654i,0.0001962+0.0018286i,9.1575e-05+8.7639e-05i,0.00088936-0.001481i,0.00040666-0.0015243i,-0.00051507-0.0011988i,-0.000195-0.00033951i,0.00055883+0.00026649i,0.00086568-5.2782e-05i,0.00065802+0.00024246i,0.00088578+0.0010402i,0.00026208+0.0014184i,-0.001027+0.0014513i,-0.00066691+0.00070932i,-0.00059016+0.00032287i,-0.0012795+0.001256i,-0.00078412+0.0011913i,-0.00019242-0.0005088i,0.00058804-0.0010742i,0.00092535-0.0013221i,0.001076-0.00132i,0.00077054-0.00041784i
-0.0035854-0.0015902i,-0.0029352-0.0014856i,-0.0023124-0.00056948i,-0.002455+0.0011027i,-0.001822+0.0020904i,-0.00046294+0.00066973i,0.00040123-0.0013441i,0.00012118-0.0022239i,-0.00055916-0.0011899i,-2.959e-05+0.0014629i,0.00055567+0.0028692i,-8.1339e-05+0.0019256i,-0.00084769+0.00030131i,-0.00022029-0.00085059i,0.00041686-5.4064e-05i,-0.00010534+0.0010439i,-0.00060425+0.0013165i,-0.0011327+0.00087158i,-0.00085544+0.00087478i,0.00062763+0.0012369i,0.0013298+0.00033991i,0.0016737-0.00043799i,0.0014135-0.00017774i
0.0022524+0.0001748i,0.0029664-0.0011047i,0.0022674-0.0020004i,0.00098245-0.0015711i,0.00016185-0.0016536i,-0.0008158-0.0018633i,-0.0007484-0.0016074i,-4.9443e-05-0.0017258i,-0.0001655-0.00076868i,-0.00061215+0.0011862i,-0.0013747+0.0010017i,-0.0017882-0.00025082i,-0.00084227-0.00038276i,0.00015729+0.00046614i,0.0010292+0.001496i,0.0014574+0.002296i,0.00041691+0.0015806i,-0.00017324+0.00039066i,-0.00079849-7.1337e-05i,-0.0016298+0.00023676i,-0.00073528+0.00034714i,0.00022625-6.2988e-06i,0.00020994+0.0007509i
0.0033433+0.0027862i,0.0051674+0.0029771i,0.0054839+0.0018744i,0.0029819+0.00052148i,0.00036563-0.00040326i,0.00024627-0.00071712i,0.00085288-0.00043935i,0.00063089-0.00046724i,2.2135e-05-0.00012421i,-0.00011878+0.00048188i,-0.00035812+0.00020378i,-0.00032787-0.00027415i,0.00057117+0.0001794i,0.00076981+0.00040965i,0.00022565+0.00069639i,0.00048077+0.0015464i,0.00027711+0.001294i,0.00016838+0.00030117i,0.00053518-0.00049053i,0.00078475-0.0002771i,0.00090806-0.00019334i,0.00067732-0.00048555i,0.00023815+0.00022629i
-0.0016068+0.0023712i,-0.0014084+0.0022961i,0.00010183+0.00072798i,0.00044298-0.00068167i,-0.00027381-0.00027451i,-0.0011037-0.00038894i,-0.00073061-0.00082511i,0.00014696-0.00055657i,0.00020706-0.00010427i,-4.2958e-05+4.2868e-05i,6.9749e-05-6.4298e-05i,0.00017915+0.00025965i,-0.00051555+0.00055961i,-0.00098222+0.00023533i,-0.00080359+0.00041709i,-0.00061917+0.00035686i,-0.00050087+5.6399e-05i,-0.00024123+0.00028723i,0.00021326-2.6603e-05i,0.00075208-0.00044312i,0.0010989-0.00031263i,0.0010334+0.0010452i,0.00057144+0.002061i
-0.00041462-0.00089364i,0.00022231-0.0014327i,-0.00059912-0.00056255i,-0.0016818+0.00041936i,-0.00089314+0.00046579i,-0.00035692-0.00063509i,4.0073e-05-0.0018301i,4.8675e-05-0.0018324i,0.00026528-0.0010289i,0.0016104+0.00013482i,0.0015218+0.0017615i,0.00036089+0.0018904i,-0.00054684+0.0013997i,-0.0011137+0.0010723i,-0.00083121+0.00080744i,-0.00062047+0.0013309i,-0.00072661+0.001138i,-0.00032368+0.00068738i,-8.8633e-05+0.00073638i,-0.0005491+0.00084817i,-0.0004722+0.0007809i,-0.00012567+0.00022797i,9.3782e-05-0.00027542i
0.0035839-0.0011078i,0.0032643-0.0029994i,0.0022143-0.0029795i,-7.0825e-05-0.0024269i,-0.0011875-0.0024251i,-0.0014426-0.0027767i,-0.0010859-0.0019737i,0.00055353-0.00087771i,0.0017954-0.00024154i,0.0006692+0.00087496i,-0.0014377+0.0016246i,-0.0023611+0.00129i,-0.0015039+0.0007471i,-5.3853e-05+0.00082473i,0.0011023+0.0012845i,0.0013474+0.00057634i,0.00091136+0.00094534i,0.00016092+0.0015187i,6.6572e-05+0.00095589i,0.00050577+0.0013904i,0.00043038+0.0017511i,-8.3491e-06+0.0010131i,0.00022558-0.00036082i
-8.1533e-05+0.0011974i,0.00023231+0.0018067i,-0.00057802+0.0016583i,-0.00097704+0.00060692i,0.00032245-0.00024341i,0.0016277-0.0008745i,0.001286-0.0011422i,0.00056504-0.00012642i,0.00050184+0.00023715i,0.00033422+8.4463e-05i,-0.00056569-9.3809e-05i,-0.001215-0.0013411i,-0.00057774-0.0019318i,0.00055677-0.00058581i,0.00013111+0.00096825i,-0.00046137+0.0016414i,-0.0001795+0.0013858i,0.00022896+0.00022472i,0.00053624-0.00010204i,0.00068323+8.4019e-05i,0.00063252+0.00052413i,0.00078053+0.00070252i,0.00048806+0.00048984i
-0.0031236-0.001072i,-0.002643-0.00059972i,-0.0014742-0.00024867i,-0.0014797+0.00096292i,-0.0022918+0.00078573i,-0.001748-0.00090689i,-0.0005269-0.0020842i,-1.8605e-05-0.0024089i,-0.00072491-0.0014341i,-0.0009724-0.00087566i,0.0001412-0.00090233i,0.0013709-0.00064688i,0.0018849-0.00019292i,0.0018832+0.00070891i,0.0010994+0.00088655i,0.00058772+4.2162e-05i,0.00043969+0.00030807i,-0.00028634+0.0010962i,-0.00072178-0.00010302i,-0.00063108-0.00065989i,-0.00055521-5.719e-05i,-0.00026015+0.00033872i,-2.8501e-05+0.0009981i
0.0025232-0.0028169i,0.0022839-0.0054623i,0.00040363-0.0052777i,-0.00083499-0.0023384i,-0.0012608-0.00043488i,-0.0015899-0.00062979i,-0.0011548-0.00073101i,0.00014716-0.00028684i,0.00056061-6.1837e-07i,0.00047116-0.00021986i,0.0010878+0.00037224i,0.0014002+0.0017681i,0.0003583+0.0019816i,-0.00060678+0.0015454i,-0.00060028+0.00068069i,-0.00055812-0.00023986i,-0.00012443-2.3102e-05i,-0.00036071+0.00073943i,-0.00017075+0.00046834i,0.00056153+0.00020631i,0.0010162+0.00034574i,0.0012699-2.3864e-05i,0.0012532+0.0002076i
0.0032699+0.0027165i,0.003963+0.0035629i,0.003693+0.0027359i,0.0011525+0.00055392i,-0.00095421-0.00077084i,-0.0011703-0.0017859i,1.4465e-05-0.0016862i,0.0011018-0.0009264i,0.0014672+0.00042129i,0.00082818+0.0015557i,-0.0002001+0.0028345i,-0.0008479+0.0029856i,-0.0020981+0.001337i,-0.0017654+0.00035803i,-0.00018518+0.00084818i,0.00040696+0.0014359i,0.00049537+0.0013009i,-9.3729e-05+0.00099327i,-0.00075411+0.00037587i,-0.00054625+0.00014992i,2.0345e-05+4.6843e-05i,-2.7098e-05+0.00030379i,-0.00019387+0.00051546i
-0.0024024+0.0018485i,-0.00035392+0.0025794i,0.0018432+0.0031587i,0.002082+0.0021173i,2.3587e-05+0.0010027i,-0.00078146+0.00032084i,0.00029101+0.00028443i,0.00086897+0.00067424i,0.00086988+0.0019949i,0.00047328+0.0026422i,-0.0010138+0.0015598i,-0.0022711-0.00035703i,-0.0019511-0.0013813i,-0.00082633-0.0008018i,2.6696e-05-4.1983e-05i,0.00036791+0.0008978i,0.00063237+0.0008122i,0.00078388-0.00010367i,0.00095603+0.00023719i,0.0011881+0.00045015i,0.0011847-0.0001922i,0.0010523-0.00046022i,0.00086317-3.7619e-05i
-0.00010721-0.00057341i,-0.0020396-0.0018581i,-0.0042784-0.0038144i,-0.0035703-0.0036445i,-0.0018949-0.0022482i,-0.00087012-0.001344i,-0.00012535-0.0010519i,-0.0001483-0.0010905i,4.37e-05-0.00055783i,-0.0001768-0.0010501i,-0.0014383-0.0016622i,-0.0015813-0.0021244i,-4.9834e-05-0.0021211i,0.0011997-0.00033804i,0.00091966+0.00098297i,0.00022309+0.0013476i,1.7679e-05+0.0019391i,1.3759e-05+0.0020694i,-5.6701e-05+0.00066138i,6.0691e-05-0.00073345i,-0.00023882-0.00034587i,-5.0833e-05+0.00064086i,0.00028223+0.0013507i
0.0019653+0.0017535i,0.0016904+0.0016561i,0.0010471+0.0011701i,-0.00094636+0.0015517i,-0.0028486+0.0010371i,-0.002476-0.0010929i,-0.00093758-0.0027525i,-0.00049251-0.0032183i,-0.0011143-0.0025632i,-0.0010534-0.0010621i,0.00031602-0.00036121i,0.0021627-0.00036697i,0.0023031+0.00015685i,0.0011992+0.0011536i,-0.00025114+0.0019487i,-0.0011241+0.0016943i,-0.0014956+0.0011097i,-0.0013103+0.00062535i,-0.00028913+0.00051949i,-0.00020712+0.00052499i,-0.0010394-8.6144e-05i,-0.00059128-0.00086274i,0.0008395-0.00026288i
-0.0019461+0.00049833i,-0.0009994-0.00078074i,-0.00033816-0.0018356i,-0.00012608-0.0016701i,0.00022248-0.00059473i,0.00075771-0.00081153i,0.00078536-0.0018433i,0.0005942-0.001814i,0.0012966-0.00070166i,0.0018317+0.00093251i,0.0024252+0.0026331i,0.0025133+0.0037343i,0.0013561+0.0032533i,5.3944e-05+0.0025929i,-0.00056722+0.0013195i,-0.00059423+0.00029161i,-0.00069646+0.00049392i,0.000165+0.00013795i,0.0010768-9.601e-05i,0.0013371+0.00010499i,0.001135-0.00012049i,0.00030835-0.00039267i,-0.00034616+0.00045885i
-0.0019022-0.0012042i,-3.9191e-05-0.00039809i,0.00055121-8.6981e-05i,0.00036326-0.00059188i,-6.6314e-06-0.00070114i,6.1428e-05-0.001496i,0.00057262-0.0020685i,0.00010211-0.0010672i,0.00032818+0.00091502i,0.0007642+0.0023399i,-0.00014636+0.0027921i,-0.00162+0.0024895i,-0.0026961+0.0014566i,-0.0020725+0.00076439i,-0.00095037+0.0010986i,1.4395e-05+0.0012135i,0.00024277+0.0013863i,-0.00068122+0.001267i,-0.0011727+0.00086791i,-0.00099101+0.00075575i,0.00037956-0.00010193i,0.00088367-0.00054252i,0.00061958-0.000247i
0.0047304+0.0014194i,0.0050177+0.0018297i,0.0024637+0.0022733i,-0.00061526+0.0023854i,-0.0015211+0.0011928i,-0.0012836-0.00049948i,-0.00078186-0.0015893i,-0.00058276-0.0018752i,-0.00099849-0.0018882i,-0.0014176-0.0017219i,-0.0019234-0.0014367i,-0.0027013-0.0019725i,-0.0022716-0.0020867i,-0.0007574-0.0011651i,-0.00036185-5.9877e-05i,-0.00095424+0.0010526i,-0.0016619+0.0014049i,-0.0021436+0.0012135i,-0.0020359+0.00055401i,-0.0010328+0.00021566i,-0.00033092+0.00020764i,0.00027224+0.00068897i,0.00017952+0.0013622i
-0.0014445+0.0020785i,-0.001598+0.002485i,-0.0019501+0.0028686i,-0.00084307+0.0023508i,0.0010328+0.0015507i,0.0016034+0.0011632i,0.00097702-0.00027204i,0.00012434-0.00088456i,0.00014611-0.00075344i,0.00027119-0.00099799i,0.00016635-0.0017659i,0.00045498-0.0024896i,0.00057197-0.0017646i,0.00074525+0.00034126i,0.00044817+0.0016708i,-0.00055866+0.0016092i,-0.00099817+0.00070891i,-0.00071399+0.00020887i,-0.00065138+0.00023013i,-0.00088988+0.00019548i,-0.0010601+0.00039548i,-0.00024898+0.00092376i,3.1822e-05+0.00070229i
-0.0028681-0.00078321i,-0.0023595-0.00052875i,-0.0020684-0.001373i,-0.0021142-0.0021628i,-0.0016272-0.00088377i,-0.00065419-0.00016535i,-2.076e-05-0.00072355i,0.00030545-0.0013023i,0.00046799-0.00081201i,0.00048755+0.00043479i,0.0011069+0.0020147i,0.0024678+0.0024578i,0.0028415+0.0020135i,0.0014163+0.0020189i,-0.00063314+0.0019853i,-0.0016833+0.0014241i,-0.0019632+0.0011695i,-0.0011177+0.00068057i,-0.00010568+0.00019502i,-3.712e-05-1.5954e-05i,0.00014778-0.00017148i,0.00054493-0.0001754i,0.00058693+0.00033936i
0.00028056-0.0017714i,0.00050782-0.0024331i,0.00023332-0.0019598i,-0.00057885+0.0003232i,-0.0016851+0.0025563i,-0.0011552+0.0020377i,0.00068749+0.00063691i,0.0010823+0.00019203i,0.0003267+0.00093141i,0.00038085+0.002035i,0.00023283+0.0026162i,9.95e-05+0.0038738i,-0.00031403+0.0047778i,-0.0011724+0.0028537i,-0.00098911+0.0010153i,-8.5279e-05+0.00036709i,0.00058146+0.0005976i,0.00085171+0.00074907i,0.0011738+0.00066405i,0.0008189+0.00048422i,0.00055456+9.9031e-05i,0.00057871+7.4279e-05i,0.00059671+1.7397e-05i
0.0012727-0.00083796i,0.00040677+0.0001681i,-0.0009897+0.00056862i,-0.0027443+0.0004432i,-0.0036114-0.00032451i,-0.0028156-4.3072e-05i,-0.0013653-0.0003549i,-0.00033363-0.0011488i,-0.00032131-0.00047909i,-0.00086338+0.0014804i,-0.0020658+0.0021336i,-0.00283+0.0010077i,-0.0019466+0.00062525i,-0.00062207+0.00054186i,0.00065678-9.2647e-05i,0.00098502-0.00030636i,0.00058923-4.6964e-05i,0.00011492+0.00035694i,-0.00028935+0.00021409i,-7.5589e-05+0.0010035i,0.00051367+0.0009328i,0.00074841-0.00048305i,0.00037568-0.00021178i
-0.0018965+0.0014589i,-0.0013185+0.0022652i,-0.0012759+0.0022225i,-0.0011992+0.0013711i,-0.00061547+0.00071345i,0.00052535+0.00078474i,0.0010062-0.00064332i,0.00010318-0.002249i,-0.00064057-0.00157i,-0.001233-0.0007478i,-0.0012973-0.0018076i,-0.00062777-0.0032835i,0.00011221-0.0036659i,0.00067728-0.0027613i,0.0010537-0.0007798i,0.00082326+0.00075722i,-6.4515e-05+0.0016897i,-0.00051891+0.0019491i,-0.00036419+0.00095112i,-0.00044667-0.00011089i,-0.0001961-0.00035447i,0.00078974+3.2545e-05i,0.0008538+0.0004014i
0.0020686-0.00097332i,0.00076559-0.0037216i,-0.00038072-0.0045181i,-0.0014679-0.0040899i,-0.0024247-0.003254i,-0.0014592-0.0020493i,-0.00066557-0.00051029i,9.1096e-05+0.00057254i,0.00065391-0.0005016i,0.00024842-0.0012884i,0.00047084-0.0014438i,0.0015353-0.00080038i,0.0018398+0.00077637i,0.00079764+0.0017824i,-0.00041189+0.0019829i,-0.00093123+0.0015408i,-0.00069883+0.001014i,-0.00037872+0.00037666i,-0.00046308-0.00012083i,-0.00031765-0.0001221i,0.00022341-0.00035928i,0.00013855-1.7997e-05i,5.2928e-05+0.00026437i
-0.0011784+0.0027404i,0.00047015+0.0044794i,0.00085455+0.0046498i,0.0014874+0.0020822i,0.0022246+0.00093804i,0.0008747+0.00045043i,-0.00099552-0.001117i,-0.00046438-0.0010176i,0.00012975+0.0008324i,0.00012482+0.0023513i,0.0014673+0.0024486i,0.0020863+0.002708i,0.0017177+0.0030953i,0.00015435+0.0025871i,-0.00092311+0.0021179i,-0.00087359+0.0015822i,-0.00096342+0.0015174i,-0.0011784+0.0018527i,-0.00054016+0.00094085i,0.00025533-0.00065093i,0.0011934-0.00073032i,0.0014744+0.0002371i,0.00095587+0.0007642i
-0.0018086+0.0037376i,0.00044374+0.0040479i,0.0018698+0.0041568i,0.0026605+0.0017746i,0.002756-0.00054433i,0.0020105-0.0021194i,0.00067339-0.0026048i,0.00018397-0.0014765i,0.00034233-0.00013107i,0.0015831+0.0016973i,0.0025915+0.0036733i,0.00069872+0.0033741i,-0.0021508+0.0018709i,-0.0029357+0.001302i,-0.0021331+0.001315i,-0.0012272+0.00082469i,-0.00097+0.00057515i,-0.0010247+0.0011434i,-0.001018+0.00094255i,-0.00024007-0.00048483i,0.00034002-0.0010376i,8.3507e-06-0.00044849i,0.00021815-0.00022761i
0.014385-0.0025799i,0.015185-0.0081501i,0.013215-0.01625i,0.003854-0.014855i,-0.005253-0.01097i,-0.0091925-0.0069275i,-0.0054922-0.0030329i,-0.0002782-0.0025828i,0.0024361-0.0033805i,0.00071641-0.0030736i,-0.0031182-0.00095089i,-0.0042374+0.00079015i,-0.0028859+0.0012641i,-0.00045512+0.0016289i,0.0014691+0.0016531i,0.0014962+0.00065865i,0.0010531-0.0002675i,0.00016605+0.00023292i,-0.00060133+0.00068172i,-0.00045297+0.00085072i,-5.7807e-05+0.00068099i,0.00058036+0.00025082i,0.00097612+3.7249e-05i
0.0010329+0.0015172i,-0.00040137+0.001863i,-0.00066513+0.0008447i,-0.0013689-0.00047055i,-0.0015375-0.0016336i,-0.0011591-0.0013922i,-0.00037436-0.0010433i,0.0005874-0.00089702i,0.00046139-0.0013417i,-0.00023526-0.0012748i,-0.00070787-0.0018249i,-0.000903-0.0031423i,-0.00011175-0.0030053i,0.00041986-0.00199i,0.00036495-0.0013346i,0.00047201+3.608e-05i,0.00062759+0.00095585i,0.00054564+0.00066712i,0.00080076-0.00061598i,0.001004-0.00122i,0.00054655-0.00063307i,0.00059062+0.00012734i,-1.6174e-05+0.00034925i
0.0031895+0.00091133i,0.0038879-0.00032449i,0.0042352-0.0018708i,0.0028499-0.0029744i,0.00030996-0.0035359i,-0.0018912-0.0036078i,-0.0018702-0.0034023i,-0.00042894-0.0019151i,0.00058249-0.00041075i,0.0011958-0.0016094i,0.0016753-0.002382i,0.002059-0.0011452i,0.0022733-0.00044339i,0.0014195-0.00034004i,0.00027654+0.00012625i,-0.00088358+0.0004677i,-0.0014965+0.00085342i,-0.0017397+0.0001991i,-0.0015262-0.00036524i,-0.000745+0.00021537i,-0.0002136+0.00075001i,-9.3185e-05+0.0011405i,7.3335e-05+0.0013494i
0.0028723-5.0095e-05i,0.00039615-0.0027261i,-0.0010924-0.0049632i,-0.0030013-0.0044289i,-0.0033044-0.0026532i,-0.0021282-0.0023624i,-0.00099838-0.0027635i,0.00034442-0.0025862i,0.0013327-0.0021477i,0.0021531-0.00061243i,0.0017199+0.0017253i,0.0011525+0.0035454i,0.0010507+0.004454i,0.00017347+0.0043438i,4.2016e-05+0.0034044i,0.00037445+0.0021142i,-0.00021819+0.0011575i,-0.00047234+0.00053095i,-0.00059235+0.00049089i,-0.00034183+0.00026319i,0.00042782+0.0003805i,0.00061722+0.00069602i,0.00019055+0.00041586i
-0.0016652+0.0018983i,-2.2966e-05+0.0024956i,0.0020227+0.0030867i,0.0033927+0.0012578i,0.0026902-0.0014858i,0.00030229-0.002731i,-0.00050341-0.0021471i,0.00079404-0.0011609i,0.0017786+0.00012224i,0.00055446+0.0024153i,-0.0018357+0.0039812i,-0.0028146+0.0025324i,-0.0017293+0.00081025i,-0.00068544+0.0010595i,-0.00027445+0.0011249i,0.00043466+0.00057071i,0.00094717+0.00010997i,0.00086167+0.00043199i,0.0010292+0.00051481i,0.00057143+8.2181e-05i,0.00037092+8.4893e-05i,0.00040939+4.9387e-05i,0.00042171-0.00020192i
0.0024903+0.00031283i,0.0028816+3.3298e-05i,0.0022586+0.00013858i,0.0016756+0.0006067i,0.0008524+0.00048622i,0.00076069-0.0002549i,0.0015045-0.0016396i,0.0013312-0.0013717i,0.0004516+7.222e-05i,-0.0010206+0.00035436i,-0.0019666+6.8149e-05i,-0.0013387-0.00050205i,-0.00040108-0.00065274i,3.0931e-05-0.00045564i,0.00018371+0.0001926i,0.00035288+0.0014943i,1.9786e-05+0.001455i,-0.0010401+0.00068062i,-0.0015375+0.00029846i,-0.0004289-0.00034935i,0.00056512-0.00051983i,0.00022107-0.00092971i,-0.00058752-0.00040554i
-0.0023252+0.00043571i,-0.0031047+0.00026166i,-0.0041068+0.00072338i,-0.003404+0.001536i,-0.00083764+0.0004683i,0.0011191-0.00091752i,0.0011221-0.0015298i,6.2149e-05-0.00082238i,-2.4487e-05-0.00072247i,0.00057857-0.00097697i,0.00083202-0.0022112i,0.0017946-0.0030397i,0.0019596-0.0019623i,0.0011984-0.00056829i,0.00025694+0.00044154i,-0.00018241+0.001315i,-0.00022598+0.0019296i,-0.00087537+0.0011556i,-0.00096128+4.7989e-05i,-0.00024877+2.2017e-05i,-0.00041517-3.9505e-06i,-0.0005461+0.00020561i,-0.00079595+0.0013306i
-0.00041497+0.00023884i,-9.8346e-06-8.7267e-05i,0.00013408-0.00026218i,-0.00034783-0.00065637i,-0.000624-0.0012903i,-0.0017577-0.0010879i,-0.002326-8.5568e-05i,-0.00097467-0.00017148i,0.00034497-0.00044909i,0.0015903+5.1877e-05i,0.0027161+0.0011365i,0.0023787+0.002608i,0.001741+0.003552i,0.0010054+0.0027405i,-0.00023011+0.0015595i,-0.0010501+0.00087945i,-0.0014029+0.00029265i,-0.0014321-0.00017607i,-0.0014527-0.00069368i,-0.00057619-0.00048559i,-5.0178e-05+0.00032581i,-4.3806e-05-3.5001e-05i,0.00046668-0.00058089i
0.0015462+0.0015662i,0.0049396+0.0010971i,0.003845+0.001058i,0.0014105+0.00064002i,0.0010588+0.0016934i,0.0014972+0.001032i,0.0016793-0.00083462i,0.0021889-0.00080849i,0.0022398+0.00037514i,0.0016021+0.0030499i,-0.00015754+0.0047471i,-0.0017212+0.0043943i,-0.002268+0.0044674i,-0.001628+0.0045333i,-0.00033895+0.0033558i,1.6782e-05+0.0025355i,-7.0828e-05+0.0017961i,-0.00022952+0.00057272i,-0.00015364-5.9667e-07i,0.00028385-0.00018043i,0.00036446-0.00014494i,0.00035961+0.00053341i,3.5568e-05+0.00036244i
0.0029424+0.00032685i,0.0036002-0.00019196i,0.003434-0.0018748i,0.0019473-0.0033484i,-0.00012996-0.0037571i,-0.0017281-0.0043007i,-0.0014975-0.0039938i,-0.00043786-0.0026465i,-0.00044272-0.001164i,-0.0029184+3.427e-08i,-0.0050938+0.00045344i,-0.0051835+0.00051887i,-0.003221+0.0012291i,-0.0014876+0.0024182i,-0.00067782+0.0027927i,0.00017766+0.0028275i,0.00037727+0.0023366i,0.00034733+0.00070966i,0.0016127-0.00034198i,0.0018281-0.00060686i,0.00072503-0.00046609i,-0.00032265-0.00014112i,-0.00057482+4.4485e-05i
0.0016725+0.0024089i,0.0022267+0.002239i,0.0025889+0.002823i,0.0010108+0.0019974i,-6.0924e-05-0.00073386i,0.00066268-0.0019492i,0.0011696-0.0016761i,0.00093738-0.0012028i,9.1274e-05-0.0015736i,-0.00039668-0.0028592i,-0.00084177-0.0037573i,-0.00098996-0.0039543i,-0.0008528-0.0028297i,-0.00083229-0.00094254i,-0.0018621+0.00072234i,-0.0019165+0.0010251i,-0.0015933+0.00044685i,-0.0016151+0.00042434i,-0.00049813-0.0002374i,0.00022261-0.0012374i,0.00013454-0.0010193i,0.00029879-0.00038031i,6.9989e-05-0.00017355i
0.0027867+0.0031309i,0.0035124+0.0028131i,0.0023646+0.001542i,6.2566e-05-0.00058066i,-0.00063281-0.0023158i,-0.00077972-0.0027759i,-0.0012835-0.0031034i,-0.00013757-0.0031394i,0.0014101-0.0020349i,0.0030362-0.0017096i,0.0044078-0.0020662i,0.0043933-0.0021678i,0.0024369-0.0023347i,0.00025901-0.0016336i,-0.0002536-7.4849e-05i,-0.00055321+0.00053692i,-0.0010655+0.00020767i,-0.00071226+0.00039134i,0.00060321+0.00078581i,0.00016725+0.00048137i,-0.00044815-0.00015952i,9.1155e-05-0.00085457i,0.00097464-0.00014873i
4.5336e-05+0.00047504i,0.00048865-0.0010412i,0.000222-0.0022625i,-9.7911e-05-0.0019243i,0.00015562-0.0010312i,0.00038815-0.00058135i,-0.00034628-0.00037538i,0.00032502-0.00027352i,0.0015805+0.00022055i,0.0014277+0.002741i,0.0015142+0.0049723i,0.0016793+0.0036102i,0.0012942+0.0013627i,0.00090378+0.0017002i,0.00065234+0.0015436i,0.0010595-0.00011866i,0.0012355-0.0003318i,0.00036957+0.00053244i,0.00014345+0.0007403i,0.00069534+0.00011744i,0.0010056-0.0005324i,0.00069282-0.00078897i,0.00083586-0.0004371i
0.0026574+0.0014985i,0.0036151-0.0011891i,0.0032101-0.0037027i,0.0023731-0.0038003i,0.00035912-0.0014499i,-0.00095465-0.00066983i,-0.00042887-0.0011549i,0.00034337-0.00023513i,4.0006e-05+0.00082355i,-0.0015424+0.0017342i,-0.0033429+0.0026864i,-0.003901+0.0027021i,-0.003185+0.0026741i,-0.0018606+0.0033659i,-0.00060193+0.0046521i,0.00017039+0.0045824i,0.00015848+0.0032567i,0.00010963+0.0024015i,-1.7943e-06+0.0014966i,-3.3955e-05+0.00060727i,0.00026813+0.00069847i,0.0004893+0.00070244i,0.00060977+0.00034344i
0.0031739+0.00038138i,0.0038725-0.002102i,0.0051645-0.0040279i,0.003837-0.0027516i,-0.00044734-0.0018899i,-0.0013567-0.0017317i,0.00046781-0.001537i,0.0008591-0.0016808i,0.00051184-0.0016401i,-0.00011404-0.0028494i,-0.0019178-0.0046519i,-0.0034801-0.0040583i,-0.0031844-0.00049955i,-0.002567+0.0017194i,-0.0024999+0.0019541i,-0.0016726+0.0024371i,-0.0011294+0.0022313i,-0.0010507+0.00032395i,-6.8911e-05-0.001029i,0.0009863-0.0005783i,0.0012198+1.4192e-05i,0.00055795+9.1518e-05i,7.5128e-05+5.3162e-05i
