-0.002289-0.00064858i,-0.0014509-0.0017364i,-0.0021997-0.00030473i,-0.0032936+0.00070012i,-0.0021603+0.0024331i,-0.00055383+0.0029193i,0.00014519+0.0020916i,0.0009474+0.0020278i,0.0014814+0.0018999i,0.0020883+0.0010146i,0.0017895-0.00014121i,0.00059873-0.00090666i,6.0277e-05-0.00067801i,-0.00065742+1.7632e-05i,-0.0011546+0.0004925i,-0.00104+0.00088433i,-0.00037086-0.00010813i,0.0003512-0.00030559i,8.4545e-05+0.00039055i,0.00025305+0.0010024i,0.00073379+0.0010147i,0.0005791+0.00033593i,0.00021668-0.00038246i
-0.00020647-0.00092723i,-0.00044944+0.00054501i,-0.00079673+0.001802i,-0.0010025+0.0026484i,-0.0010779+0.003147i,-0.00072818+0.0030355i,8.8401e-05+0.0024054i,0.0010283+0.0017637i,0.001134+0.001495i,0.00052028+0.00067548i,0.00051745+0.00052585i,0.00093418+0.0011315i,0.0014873+0.0012966i,0.0014161+0.00083131i,0.0010404+0.00020422i,0.00092059-0.000678i,0.00067903-0.0011246i,0.0004328-0.00099044i,2.5684e-05+0.00022424i,-5.426e-05+0.00074092i,0.00019045-0.00020016i,0.00016804-5.0652e-05i,-0.00047004+0.00075666i
-0.00041934-9.7516e-05i,-0.00069612+0.00018887i,-0.0013612+0.0016084i,-0.0020578+0.0033725i,-0.0011264+0.0033553i,0.00072433+0.0017713i,0.0011582+0.0008419i,0.001022+0.00027994i,0.00064514+0.00024259i,0.00062461+0.0010212i,0.00076534+0.0014419i,0.00029692+0.0013774i,-0.00029404+0.00060563i,-0.00065515-5.9508e-05i,-0.00056101+7.6418e-05i,0.00020277+0.0002671i,0.00057045+0.00060466i,0.00013274+0.00061987i,-7.2e-05-0.00020229i,0.00040579-0.000415i,0.00032386-0.00057009i,0.00014968-0.00067347i,-0.0002811-8.7832e-05i
0.00047147-0.0016954i,-0.00040213+0.00027796i,-0.0025112+0.001592i,-0.0035098+0.0033228i,-0.0021617+0.0041705i,-0.00121+0.0036254i,-0.00046381+0.0022584i,-0.00021864+0.00076806i,-0.00041982-0.00042304i,-8.7016e-05-0.00099345i,0.00015309-0.00030287i,0.00036613+0.00089954i,0.00055002+0.00091796i,0.00086451+0.0010798i,0.00035902+0.00091739i,9.9238e-06+0.0005022i,-7.0028e-05+0.0010531i,-0.00071123+0.0011461i,-0.00094518+0.00024808i,-0.00033436+0.00010745i,0.00049311+0.00011559i,0.00055239-0.00050017i,-0.00023534-0.0012326i
3.8427e-07+0.00011904i,0.00019637-0.00015897i,-9.4281e-05+0.00036128i,-0.00021811+0.000259i,0.00088902+0.00038551i,0.00049129-0.00032443i,0.00026311-0.001486i,0.0010193-0.00095344i,0.0010996+1.3728e-05i,0.00074414-0.00030206i,3.7949e-05-0.00035787i,-0.00041353-0.00016346i,-1.8745e-05-0.00013938i,0.00018229+0.00011287i,-0.0003858+0.00038503i,-0.00065203-3.6372e-05i,-0.0002745-0.00078283i,0.00049782-0.0007239i,0.00048904-0.0011023i,6.9521e-05-0.00078724i,-7.6416e-05+0.00022751i,-0.00047458-9.8265e-05i,-0.00063398-0.00061695i
-4.0721e-06+0.00059203i,-0.001221+0.0012644i,-0.0022362+0.0013427i,-0.0024205+0.0019991i,-0.001111+0.0025316i,-0.0010927+0.00163i,-0.00084411+0.00086772i,0.00021946+0.00045112i,0.00089316+0.00047176i,0.00079085+0.00069991i,0.00030096+0.00074107i,-0.00016491+0.000826i,-0.00050729+0.00049786i,8.9837e-05-0.0006779i,0.00039475-0.0009227i,-4.8851e-05+0.00036695i,-0.00041813+0.00021082i,-0.00030346-0.00055866i,-0.00015818-0.0004589i,5.711e-05-7.3991e-05i,-0.00054166+5.2065e-05i,-0.00052476-0.00044345i,0.00052991+0.00014018i
-0.0006448-0.00034007i,-0.00031322+0.00060865i,7.7547e-06+0.0017705i,0.00018511+0.0031687i,0.00021037+0.003325i,0.00075149+0.001763i,0.0014662+0.00074866i,0.0017334+0.00058217i,0.0014539+1.1781e-05i,0.00046788-0.00025758i,-0.00023384+0.00069596i,-0.00035788+0.00099919i,-0.0002243+0.00027525i,0.0003051-1.8279e-05i,0.00066601-1.7836e-06i,0.00067532+0.00031363i,0.00044596+0.00017918i,0.00062205+0.0004392i,0.00062757-0.00028441i,0.00016007-0.00054915i,0.00039699+0.001101i,0.00026834+0.0012349i,0.00010968-0.00010864i
-0.00024839+0.0020441i,-0.0017505+0.0022735i,-0.0018083+0.0032679i,-0.0009146+0.0039776i,-0.00025239+0.0036854i,0.00015004+0.0026945i,0.00099709+0.0013313i,0.0016634+0.00062997i,0.00096538+0.00027601i,0.00059596-0.00019369i,0.0010297+9.0561e-05i,0.00089182+0.00013103i,0.001138-2.4715e-05i,0.00078759+0.00045701i,-0.00014759+0.00071759i,-0.00061764+0.00065873i,-0.00048724+0.00071986i,0.00014391+0.00065769i,0.00031662+3.3123e-05i,0.00055866+7.3974e-05i,0.00035595+0.00054318i,9.422e-05+0.00076747i,0.00036494+0.00032868i
0.00054703-0.00071037i,-5.9058e-05-0.00032448i,-0.0021107+0.0005267i,-0.0026377+0.0014325i,-0.0013729+0.0028754i,-0.00097205+0.0032669i,-0.0011612+0.0023189i,-0.00015159+0.00097736i,0.00065359-0.00049087i,0.00056321-0.001205i,0.00058284-0.00091702i,0.0009037+8.2565e-05i,0.0010873+0.00086072i,0.00087632+0.0012987i,0.00045516+0.00092559i,0.00029253+5.7345e-05i,0.00029563-0.00039669i,-0.00013591-0.00090616i,-0.00055367-0.001095i,-0.00068608+0.00022408i,-0.00063566+0.00064743i,0.00014843+0.00022864i,0.00029157+0.00092739i
-0.001347-0.0014023i,-0.0004884-0.00049193i,-0.001448+0.00080874i,-0.0025133+0.0024482i,-0.00075643+0.0038504i,0.00087365+0.0035838i,0.00019923+0.0026126i,-1.8781e-05+0.00088918i,0.00098465-0.00050462i,0.0012544-0.0005559i,0.00073895-0.00016635i,0.00071719+9.5241e-05i,0.0011908+0.0003789i,0.0015016+0.00079367i,0.00075554+0.00045289i,-0.00025849+0.00038414i,1.571e-06+0.00077935i,0.00027153+0.00071247i,-6.3899e-05+0.00021948i,-0.00039959-0.00052504i,5.0953e-05-0.00017094i,0.0007524-0.00016722i,0.00077497-0.00020494i
-0.00081729-0.00081623i,-0.001264+0.00042368i,-0.0024466+0.0026117i,-0.002428+0.0033564i,-0.0015473+0.003856i,0.00057124+0.0038972i,0.0020174+0.0025242i,0.0014476+0.00098971i,0.00032787+0.00025463i,0.00042744+0.00031934i,0.0010307+0.00052533i,0.0007768+0.00026278i,0.00029836-0.00010236i,0.00028493-3.7061e-05i,0.00050557+6.2889e-09i,0.00019619-0.00056465i,-0.00033467-0.00045032i,-0.0002898+0.00012441i,-0.00020211+0.00024354i,-0.00054172+0.00049169i,0.00024042+0.00022313i,0.0014372-0.00083384i,0.0017672-0.00069531i
-0.00095046-5.3026e-05i,-0.00078708-0.00034566i,-0.001013+0.00046818i,-0.00098145+0.0021231i,8.2104e-05+0.0027926i,0.000549+0.0019483i,-0.00025679+0.0013114i,-0.00047949+0.00053458i,0.00041363+0.00011148i,0.00099126+0.00049513i,0.00086591+0.00063337i,0.00027844+0.00027683i,-0.00038251+0.00032564i,-0.00039671+0.00011276i,-0.00038734-0.00012641i,-0.00039595+0.00052945i,0.00027391+0.00069581i,0.00019298-0.00037832i,-5.1695e-05-0.00084845i,-0.00015316+0.00025476i,-0.00054116+0.00052016i,-0.00043346-7.6746e-05i,-0.00044989+5.3161e-05i
-0.0014855+0.00035921i,-0.0026203+0.0010929i,-0.0026848+0.0037531i,-0.0019514+0.0060639i,-2.4562e-06+0.0050125i,0.0018455+0.0029471i,0.0017618+0.00090463i,0.0010649+0.00033057i,0.00021432+0.00053551i,0.00044983-0.00051596i,0.00089591-0.00068725i,5.7436e-05+0.00017507i,-0.0004678+0.00079659i,-0.0004433+0.00078369i,-0.00069395+8.3002e-05i,-0.0003534-0.00012295i,0.00013486-0.00050147i,-0.00030329-0.00089616i,1.9217e-05-0.0004321i,0.0001393+0.00010196i,0.00042201+0.00043765i,0.0013358+0.00031419i,0.0012218+0.00017542i
-0.00019386+0.00043861i,-0.0015956+0.0004607i,-0.0027825+0.00046589i,-0.0033848+0.0017056i,-0.0025523+0.0023622i,-0.0014861+0.0013953i,-0.0011064+0.00063685i,-0.00050107+0.00079287i,0.00059948+0.00065393i,0.0007391-0.00010545i,0.00043467-0.00053685i,0.00034553-0.00020596i,-1.2891e-05+6.9173e-05i,-0.00013035-9.2968e-06i,0.00018763+0.00028884i,-0.00012439+0.00031065i,4.7525e-05+0.00039432i,4.4136e-05+0.00058739i,8.6128e-05+0.00043016i,-2.2667e-05-0.00024735i,0.00010785-0.00086151i,0.00046322-0.0011629i,0.00060214-0.0010355i
0.0011686-0.0018134i,0.0011705-0.00086878i,-0.00023527+0.00097616i,-0.0020531+0.0028614i,-0.0025196+0.0034991i,-0.0015142+0.0030654i,-0.00030357+0.0019958i,0.0001886+0.0017145i,0.00066699+0.001546i,0.0011556+0.00055961i,0.0010785-0.0003225i,0.0006197-0.00055181i,0.00093981-0.0003365i,0.0010891-0.00040977i,0.00084016-0.00095527i,0.00074046-0.00089634i,-9.0287e-06-9.9735e-07i,-0.00087246-4.6778e-05i,-0.00057671-0.00034326i,-0.00017309-0.00058435i,-0.00026561-0.00023125i,-2.8969e-05-0.00028821i,9.1319e-05-0.00047537i
0.00061886+0.00032968i,-0.00095029+0.00068581i,-0.0042633+0.00075129i,-0.0048848+0.0018519i,-0.0025422+0.0030696i,-0.0011053+0.0022112i,-0.00021736+0.0013115i,0.00080557+0.00074203i,0.0011522+0.00014621i,0.00042804-0.00021315i,-0.00046505-0.00066812i,-6.5681e-06-0.00019639i,0.00030445+0.00049676i,0.00047071+0.00034596i,0.00060946-8.1389e-05i,0.00018129+0.00019521i,-2.8394e-05+0.0002139i,-0.00078901-0.00021884i,-0.0012337-0.00088831i,-0.001029-0.0011496i,-0.00054707-0.00037399i,-9.5488e-06+0.00021392i,-0.00036844+0.00029529i
0.00038838+0.00041858i,-5.3985e-06+0.0013346i,0.00017794+0.0019281i,-0.00053718+0.0018395i,-0.00034008+0.0016665i,-0.00048779+0.0024162i,-0.00035427+0.0021631i,0.00045301+0.00081488i,0.0002388+0.00061796i,-0.00029928+0.001235i,-0.00013839+0.0010974i,-0.0004446+0.00040533i,-0.00028834+0.00024929i,0.00045282+3.3678e-05i,0.00062809-0.00035484i,0.00020618-0.00039642i,1.5334e-05-0.0012365i,-0.0003466-0.0016818i,-0.00024002-0.00080782i,-0.00024132-0.00026863i,-2.5763e-05-0.00052586i,-0.00029404-0.00055426i,-0.00017037-6.8152e-05i
0.00064688+0.0012189i,-0.0011801+0.0008082i,-0.0019646+0.00022663i,-0.0027611+0.00059998i,-0.0022993+0.0021332i,-0.0018217+0.0015491i,-0.0020316+0.00079377i,-0.001019+0.0013454i,0.00043908+0.0013733i,0.00089681+0.00044566i,0.00047303+0.00023911i,0.00039952-0.0002999i,0.00094121-0.00082882i,0.00084037-9.5613e-05i,0.00024253+0.00010078i,-6.3144e-05-0.0005506i,-0.00061683-0.0005853i,-0.00065159-0.0001387i,-0.00057304-0.00011825i,-0.00099865+0.00020805i,-0.00044942+0.00018978i,0.00083176-0.00055394i,0.00086317-0.00066078i
0.00025051-0.00017443i,-0.00051315-0.00039779i,-0.0022232+1.332e-05i,-0.0029825+0.0010052i,-0.0019558+0.0012841i,-0.00077075+0.0013512i,-0.00058106+0.0021975i,0.00029577+0.0026092i,0.0011821+0.0011202i,0.0012307-8.3026e-05i,0.0013726+0.00069991i,0.0010768+0.00087805i,0.00066483+0.0006163i,0.00053607+8.0162e-05i,0.00058987-0.00011357i,-0.00019381+0.00040068i,-0.00029683+0.0010351i,0.00062578+0.00063943i,0.0010195-1.419e-05i,0.00041949+0.00025885i,6.2672e-05+0.00017363i,0.00045907+0.00025124i,0.00084935+7.6389e-05i
0.00058983+0.00022705i,-7.5313e-05+0.0018834i,-0.001089+0.0027836i,-0.0012354+0.0034284i,-0.00054059+0.0033457i,0.00036776+0.0017032i,0.0010032+0.00053313i,0.00075085+0.00038341i,0.00035406-0.00045743i,0.00066739-0.00084194i,0.00082351-0.00015663i,0.00067134+6.9439e-06i,8.6211e-05-0.0008002i,0.00038949-0.0010156i,0.00046965-0.00015861i,-0.00049645+7.0884e-05i,-0.00025155+5.9503e-05i,0.00058125+0.00015636i,0.00042814-0.00020695i,-0.00011256-0.00027649i,-4.7612e-05+0.00037977i,0.00053414+0.00052838i,0.00057593+0.00052478i
0.00037482+0.00030247i,-0.0012588+0.0009065i,-0.0019547+0.0011468i,-0.0016175+0.00086521i,-0.0014318+0.00067872i,-0.0018351+0.00095263i,-0.0012022+0.00044648i,0.00063055+0.00012247i,0.0010615-0.00019586i,0.00092142-0.0005501i,0.00062659-0.00033433i,0.00069704-0.00021654i,0.0016893+0.00030907i,0.0011294+0.00092946i,-0.00012339+0.00041352i,-0.0008485+0.00030071i,-0.00095072+0.00032548i,-0.0004124-8.2173e-05i,-0.00039619-0.00019367i,-6.6948e-05-0.00040147i,-8.8121e-05-7.4504e-05i,-2.9989e-05+0.00016544i,0.00064891-0.00019154i
0.00070329-0.00049973i,-3.5184e-06-0.00086553i,-0.0013943+0.00011905i,-0.0016424+0.0018125i,-0.000963+0.0023933i,-0.00046008+0.0023406i,-0.00091207+0.0014974i,-0.00083107+0.00018623i,-0.00075171-0.00094366i,-0.00058485-0.00095428i,-0.00016413-0.00039682i,0.00088931+0.00014566i,0.0015047+0.000526i,0.00063187+6.921e-05i,-4.3295e-05-0.0002717i,-0.00052573-0.00034194i,-0.0012256-0.00065978i,-0.00094915-0.00044968i,-3.4937e-05+0.00043492i,0.00017556+0.0010588i,-4.3431e-05+0.0011186i,-0.00021052+0.00064172i,-0.00024965-0.00030483i
0.00046245-0.00016788i,0.0011647+0.00087811i,5.7179e-05+0.001482i,-0.00056777+0.002848i,6.5265e-05+0.0033274i,0.0010869+0.0026896i,0.0013147+0.0017919i,0.00099845+0.0012082i,0.00057064+0.00029985i,5.4096e-05-0.00039931i,0.00037344-0.00076098i,0.00079586-0.0010171i,2.4597e-05-0.00096313i,-0.00014637-0.00012493i,0.0003984+0.00022616i,0.00029714+9.6085e-05i,-5.3526e-05+0.00010075i,-0.00012511+0.00045663i,-0.00043887+0.00034724i,-0.00053631-0.00017912i,-0.00022515-0.00029379i,0.00026936-0.00012432i,0.00029096-3.3793e-05i
-0.0013426+0.00069477i,-0.0016686+0.0013126i,-0.002202+0.0021126i,-0.0022665+0.0035288i,-0.00081877+0.0038853i,0.00058082+0.0029214i,0.00047555+0.0013795i,0.0010565+0.00018339i,0.0012775-7.4723e-05i,0.00080317-5.0744e-05i,0.00086431-0.00040513i,0.00096228-0.00075406i,0.00074386-0.00018076i,0.00026297+0.00030971i,-0.00061583+0.00040221i,-0.00061434+0.00041881i,-9.5798e-05+0.00034636i,2.1763e-05-5.392e-05i,0.00014406+0.00015319i,0.00034066+0.00031106i,0.0002913-0.00011836i,0.00019225-2.833e-05i,-0.00018624+0.00082935i
5.3506e-05+0.0018448i,-0.00018141+0.00082639i,0.00072263+0.00074743i,0.00086352+0.0024441i,0.00030483+0.0024406i,5.0616e-06+0.0010089i,-7.4991e-05+0.0010743i,-0.00031457+0.0014071i,-6.9439e-05+0.00046244i,0.00022777-0.00069711i,6.5788e-05-0.0007067i,-0.00041632+1.4114e-05i,-0.00017824+0.00040998i,6.5972e-05+0.00070466i,-0.00063791+0.000723i,-0.0010114+0.00027905i,-0.00089812-0.00039511i,3.2703e-05-0.00016999i,0.0010098+0.00022322i,0.00083811+0.00023797i,-0.00021212+7.8355e-05i,-0.00072678-0.00058638i,-0.00056772-0.00082148i
-0.00019747+0.00012066i,-0.00052915+0.00065719i,-0.0023169+0.0016343i,-0.0027047+0.0019488i,-0.0011506+0.0021666i,0.00050779+0.0019113i,0.0010489+0.0011633i,0.00032245+0.00027739i,0.00017885-8.4276e-05i,0.00095585-2.417e-06i,0.0013021-0.00035466i,0.0012723-0.00021061i,0.0010199+0.00096666i,0.00035133+0.0015894i,-0.00056899+0.0014123i,-0.0013348-0.00024381i,-0.0015384-0.0013175i,-0.0014322-0.0012901i,-0.0010544-0.00090895i,-0.00033883-0.00017729i,0.00022897+0.00041024i,3.306e-05+0.00054101i,4.3718e-06+0.00047965i
-0.0010147-0.00075464i,-0.0016211-0.00018418i,-0.0026856+0.0015355i,-0.0041107+0.0027465i,-0.0036886+0.003371i,-0.0021987+0.0026565i,-0.0011759+0.0007076i,-0.00061078+8.6004e-05i,-0.00064463+4.2443e-05i,-0.00069217+0.00021184i,0.00034277+0.00057295i,0.00085398+0.00057824i,0.00090668-2.1259e-05i,0.00031953-0.00036189i,-0.00012181-0.0006725i,-0.00025711-0.00068607i,-0.00054249-0.00062062i,0.00032727-0.0004288i,0.00055874-0.00037945i,7.6763e-05-0.00081445i,7.4033e-05-2.6715e-05i,-0.00023856+0.0003834i,-0.00076219-0.00021315i
-0.00064811+0.00033467i,-0.00089159+0.00020141i,-0.0015808+0.0012414i,-0.0018582+0.0031527i,-0.0012993+0.003814i,-3.1844e-05+0.0026931i,0.0011168+0.00097139i,0.0014981+0.00018706i,0.00074711-9.2784e-05i,0.0004421-0.00027555i,0.00070022+0.00028112i,-0.00028703-0.00021341i,-0.00071978-0.00071474i,-0.00057416-0.00044138i,-0.0010363-0.00013557i,-0.0012629+0.00042825i,-0.00075762+0.00085556i,-0.00022828+0.00064919i,0.00012133-0.00030506i,0.00094018-0.00082263i,0.0014625-0.00092198i,0.0014045-0.00084247i,0.000373-0.0012247i
0.00029716+0.0015841i,7.5143e-06+0.001044i,-0.00068796+0.001209i,-0.0017436+0.0013374i,-0.0011505+0.0010701i,9.5109e-05+0.00078283i,0.00063393+0.00072313i,0.00094031+0.00032958i,0.00053258+1.473e-05i,1.0186e-05+0.00021458i,0.00024951+0.00030711i,-1.4763e-05-0.0001596i,0.00014658-0.00048035i,0.00010151-0.00071274i,-7.1778e-05-0.00078213i,-0.00039948+0.00023215i,-0.00049615+9.8522e-05i,-0.0001008-0.00012206i,0.00010773-0.00069562i,0.00031863-0.0014513i,0.00049549-0.0010428i,0.00023134-6.3897e-05i,-0.00021931-0.00042362i
0.00022452+0.0011441i,-0.000568+0.0014028i,-0.00077454+0.0017555i,-0.0011802+0.0010036i,-0.0002092+5.9163e-05i,0.00032913+0.00043444i,0.00049155+0.00073158i,0.00094099+0.00029892i,0.0011554-0.0004131i,0.001866-0.00059143i,0.0018135+0.00024011i,0.00058152+0.00093611i,-0.00023904+0.00052735i,-0.00027007+0.00032828i,-1.4032e-05+0.00064895i,-0.00020328+0.00050913i,-0.00038405-0.00024738i,3.4403e-05-0.00011389i,0.00062259+0.00030262i,0.00031809-0.0003014i,-0.00015567-0.00049097i,0.00035503+0.0003428i,-0.00024226+0.00021349i
0.00024072+0.00035983i,-0.0011524-0.00011429i,-0.0018408+0.0010503i,-0.0013913+0.0026855i,-0.00037743+0.0034417i,0.00028778+0.002659i,0.00065319+0.0011664i,0.00097553+0.00069538i,0.0011792+0.00048835i,0.0014431-0.00046028i,0.0016824-0.0003445i,0.0011783+0.00052784i,0.00097931+0.0005521i,0.00084619+0.00048171i,0.001055+0.00042523i,0.0011511+0.00031871i,0.00093151+0.00011566i,0.00082162-0.00024575i,0.00037525-0.00051656i,-3.2358e-05-0.00063782i,0.00032833-0.00073489i,0.00098431-0.00052118i,0.00095644+0.00075652i
0.00076534+0.00051689i,0.000651+0.0007451i,-5.1598e-05+0.0018224i,-0.00054172+0.0026646i,-0.00065609+0.0024294i,0.0003246+0.0019031i,0.0010079+0.001148i,0.00043927+4.4683e-05i,0.00057851+0.00028891i,0.001242+0.00075986i,0.00087834+0.00020419i,0.00031581-0.00015235i,0.00061387+6.1548e-05i,0.001025-0.00027398i,0.00084359-0.00063441i,-0.00013971+0.0001817i,-0.00075814+0.00041417i,-0.00023483+0.00018201i,-0.00020519+0.00027842i,-0.00037575-0.000228i,-0.00041063-0.00036057i,-0.00043688-8.9326e-05i,-0.00035403+0.00026944i
0.0004471+0.00052017i,-0.0011663+0.00074658i,-0.0021621+0.0010882i,-0.0030518+0.0024122i,-0.0024899+0.0030555i,-0.0012635+0.0027656i,-0.0011039+0.0021973i,-0.00056034+0.00083808i,0.00078115-0.00048097i,0.00098715-0.00094702i,0.00042979-0.00025662i,-2.3797e-05+0.00029202i,0.00015713+0.00020747i,0.0003487+7.4463e-05i,-2.8875e-05-2.6699e-05i,-9.3468e-05+0.00017306i,0.00012895+0.00047371i,5.8955e-05+0.00050719i,-1.3249e-05-1.2776e-05i,0.00064443-0.00087123i,0.00052895-0.00044846i,-0.00060444-0.00018776i,-0.00039983-0.00070406i
0.0004729-0.00046084i,-0.00016749-0.00063354i,-0.0013942-0.00089616i,-0.0025887+0.00063742i,-0.0022148+0.0018361i,-0.0012662+0.0011666i,-0.00046075+0.00077488i,-0.00042518+0.00029375i,-2.6046e-05-0.00058404i,0.00063108-0.00037957i,0.00038529+3.7281e-05i,-6.7312e-05+9.7228e-05i,-0.0003338+0.00044423i,-0.00041592+0.00035131i,-0.00024664-0.00024476i,0.00016275-0.00010588i,0.00082343+0.00070001i,0.0012063+0.00023644i,0.00073397-0.00053658i,0.00021524-0.00012971i,0.0002417+0.00019235i,2.2768e-05-0.00026667i,-0.0006679+4.3097e-05i
0.00066701+0.0017514i,0.00086675+0.0022949i,0.00020685+0.0024282i,-0.00079653+0.0019868i,-0.00075795+0.0019558i,-0.00033615+0.00095748i,-0.00037931+0.0002975i,-0.00013099+0.00038467i,0.00074962+0.00020008i,0.00037605-0.00032315i,0.00048465+0.00026271i,0.00069452+0.00048958i,0.00033925+0.00053742i,-1.4163e-05+0.00059843i,0.00018879-0.00041208i,0.00032536-0.00058428i,-0.00032358-0.00071861i,-0.00042176-0.00078368i,5.8436e-05+0.00020483i,0.00021567+0.0002074i,-4.638e-05-0.0001292i,-0.00018358+0.00044767i,-0.00034505+0.00042905i
-0.0010511+0.0017275i,-0.0022445+0.001054i,-0.0026188+0.0020138i,-0.0026147+0.0031306i,-0.0018416+0.0025734i,-0.00098056+0.0015544i,-0.00060515+0.0013114i,-0.00032729+0.00084599i,0.00013045+0.00044137i,0.00027145-9.6755e-05i,0.0008466-0.00059627i,0.001271-0.00020854i,0.001089-6.9071e-05i,0.00051492-0.00041438i,-0.0003848-0.00042893i,-0.0006477-0.00017165i,-0.00026447-0.00042433i,-0.00016656-0.00017831i,-0.0006565+7.0586e-05i,-0.00036821-0.0008354i,0.00059346-0.0016318i,0.0008897-0.0013896i,0.00066672-0.00087551i
-0.0007165+0.00061954i,-0.0010024-0.00023929i,-0.00088821-0.0010421i,-0.00074882+0.00069936i,-0.00039552+0.0029074i,0.00036549+0.0029841i,0.00076149+0.0013305i,0.00074227+0.00037494i,0.00067897+0.00058192i,0.00025303+0.00048237i,7.2237e-05+9.435e-05i,0.00023896-0.00018177i,0.00023016-0.0001343i,0.00017964-0.00023889i,-7.2747e-05+0.00012266i,-0.00016279+0.00025101i,-0.00016178+0.0005641i,-0.0009128+0.00060372i,-0.0010176-5.1101e-05i,-0.00030222-0.00071088i,9.1966e-05-0.00088411i,-0.00026002-0.00024214i,-0.00067974+0.00065111i
-2.5267e-05+0.00021699i,-0.00081164+0.0011389i,-0.0030831+0.0029101i,-0.0034945+0.0034123i,-0.0019854+0.0032559i,4.5173e-05+0.0026778i,0.00068647+0.0018822i,0.00038878+0.00065704i,0.00030299+3.4446e-05i,5.2662e-05+0.00051551i,0.00037095+1.263e-05i,0.00054727-0.00068606i,-9.2613e-05+0.0002169i,-0.00020138+0.0007091i,-0.00022694+6.3382e-05i,-0.00022817+0.00022784i,-0.00013385+0.00049558i,-0.00021683+0.00039364i,-0.00073446-2.4973e-05i,-0.0009959-0.00017491i,-0.00045992-0.00010547i,0.00010452-0.00013165i,0.00060354-0.00039742i
-4.0217e-05-0.00043439i,-0.00044954+3.6107e-05i,-0.0012324+0.00048777i,-0.0018847+0.00068219i,-0.0014083+0.0011223i,5.0338e-05+0.0014112i,0.00036647+0.00089588i,0.0008146+0.00067738i,0.00042244+0.00055895i,-0.00046785-0.00033488i,-0.00053741-0.00062837i,-5.3957e-06-3.3947e-05i,0.00033332-3.4175e-05i,6.4533e-05-0.00059491i,-0.00025452-0.00091752i,-0.00055367-0.00094905i,-0.00038363-0.00046398i,-0.00054883-0.00013065i,-0.00029668-0.00061181i,-0.00018533-0.0006057i,-0.00078621-4.3772e-05i,-0.00047263+0.00079015i,0.00024183+0.0014137i
2.9483e-05+0.00042044i,-0.00064087+0.00056945i,-0.0020404+0.00046633i,-0.0032888+0.0020419i,-0.002921+0.0026781i,-0.0019408+0.0018743i,-0.0012839+0.0015865i,-0.00032476+0.0014379i,0.00078754+0.00075284i,0.00089948-7.7037e-05i,0.00027938-0.00016324i,-3.684e-05-0.00012616i,0.0010727-0.00011391i,0.0014071+0.00057993i,0.00067441+0.00068025i,0.0002697+9.0458e-05i,-0.0002715-1.566e-05i,-0.00019758+0.00036997i,-0.00041877+0.00037959i,-0.00067714-0.00047852i,-0.00018841-0.0011952i,0.00045338-0.0013416i,-0.00012437-0.00078627i
-4.5385e-05+7.8707e-05i,-0.00019138+0.00067408i,-0.0014847+0.00054956i,-0.0024595+0.0017431i,-0.0014047+0.0029317i,-0.00033575+0.0027809i,0.00059019+0.0019397i,0.00096545+0.0014895i,0.0008855+0.0010703i,0.0010055+0.00023362i,0.0010402+0.00021965i,0.001183+0.00097929i,0.00099986+0.0012497i,0.00072193+0.0009919i,-0.0002396+0.00062057i,-0.00072732+0.00026373i,-0.00023297+0.00050884i,-0.00068737+0.0010395i,-0.00084731+0.00089899i,-0.00030267+0.00070484i,-0.00061699+0.00023511i,-0.0004716-0.00023105i,0.00028081+0.00023884i
0.00065627+0.00017135i,-0.00047215+0.00089982i,-0.0016225+0.0015793i,-0.001849+0.0019494i,-0.0011471+0.0016639i,-0.0006112+0.00087297i,0.0004218+0.00090092i,0.00047243+0.0009529i,0.00013219+0.00036499i,0.00050098-3.0459e-05i,0.0010702+0.00016608i,0.00075087+0.00032208i,-0.00042759+2.3222e-05i,-0.0003815-0.00034176i,0.00041259-0.00069792i,0.00052604-0.00059318i,-0.00023993-0.00085012i,-0.00037332-0.0008i,-0.00038815-3.4467e-05i,-0.00064708-6.8677e-05i,-0.0007274+2.5251e-05i,-0.00082267+0.00043075i,-0.00098584+0.001039i
0.00089199+0.0005038i,0.00059322+0.0016171i,-0.00075829+0.001506i,-0.001507+0.0019786i,-0.0019777+0.0028079i,-0.0015439+0.0024677i,-0.00024228+0.0008713i,0.00022626-0.00092591i,0.00065214-0.00097876i,0.0011964+6.2329e-05i,0.00064178+0.00044063i,0.00027029+0.00033261i,-0.00016751+0.00030896i,-0.00072219+4.6566e-05i,-0.00037378-0.00036059i,7.1441e-05+0.00025656i,-1.6044e-05+0.00072738i,-0.00027298+0.00070859i,-0.00066943+0.00049959i,-0.00043635+0.00024434i,7.967e-05+4.2867e-06i,-0.00020575-0.00046605i,-0.0010023-0.00020819i
