-0.00036238+0.00061427i,6.827e-05-0.00026691i,-9.6587e-05-0.00023956i,0.00021364-0.0006657i,0.00011186-0.00087492i,-0.00029923+0.00022009i,-0.00041665+0.00058672i,-0.00038747+0.0011885i,0.00013234+0.0015547i,0.0010645+0.00072371i,0.0010849-6.4572e-05i,0.00080613-0.00062849i,0.00069498-0.00050723i,-0.00046276+0.00022099i,-0.00065655+0.00013603i,0.00048388+0.00027631i,0.00066439+0.00046307i,0.0005963+0.00015417i,0.00064515+0.00087008i,0.00046549+0.001081i,-0.00022833+0.00012809i,-0.00014265-0.00025592i,0.00021156-0.00047931i
0.0010769+0.0018933i,0.0019636+0.0024248i,0.0032434+0.0026426i,0.0030205+0.0014786i,0.0019787-0.00031449i,0.0016585-0.0012056i,0.00035103-0.00013833i,-0.001152+0.00035541i,-0.00012428+0.00073582i,0.0013089+0.00087893i,0.0014185+0.00023152i,0.0014501-4.5656e-05i,0.0014183+4.5595e-05i,0.00039671-0.000134i,-3.261e-05-0.00058989i,0.00079579-0.000837i,0.0012617-0.00066062i,0.000962+0.00023414i,0.00013134+0.00078729i,-0.00055145+0.001194i,7.5394e-05+0.000824i,0.00092726-0.00030293i,0.00056552-0.00049667i
0.00028593-0.0011076i,-0.00034938-0.0006228i,-0.00065677-3.4594e-05i,-0.00015977+0.0010591i,-0.00019418+0.0010397i,-0.00069097+0.00012749i,-0.00083901+0.00060435i,-0.00096277+0.0017778i,-0.00061929+0.0013672i,8.0918e-05+0.00029391i,2.5124e-05+7.5226e-05i,0.00053579-0.00018737i,0.00034278-0.00029979i,-0.00026464-0.00071233i,-0.00031847-0.0004261i,0.00040554+0.00022904i,0.00094882+0.00036035i,0.00045153+0.00019661i,-0.00010741-0.00012909i,0.00010875-0.0002031i,0.00032683+0.00011271i,0.00039808+0.00017639i,0.00075824+0.00039136i
0.0018366+0.00038014i,0.0012928-1.6394e-05i,0.00076389-0.00078998i,7.5849e-05-0.00090752i,-0.0010596-0.001024i,-0.0011372-0.0011953i,-0.0014984-0.0012368i,-0.0014519-0.00050204i,-0.00016318+0.00013348i,0.00035053+0.00083568i,0.0001462+0.00075004i,0.00063172-0.00041858i,0.0005283-0.00096691i,-0.00013034-4.3299e-05i,-0.00071371+0.00054262i,-0.0014752-2.1438e-05i,-0.0015658-0.00046394i,-0.0011015-0.00058314i,-0.0012542-0.00010183i,-0.0013974+0.00055524i,-0.0005991+0.00032603i,-7.2405e-05+0.000287i,7.4698e-06+0.00011752i
-0.00029424+0.00061083i,-0.00075922+0.0012101i,0.00018797+0.0010538i,0.0009042+0.00014283i,0.0002837+0.00070232i,-0.00021244+0.001636i,-0.00064655+0.0016603i,-0.00011934+0.0013029i,0.00061729+0.0011432i,0.0008492+0.00094368i,0.0012944+0.00011049i,0.0011629-0.00044856i,8.0888e-05-0.00065295i,-0.00088827-0.00024116i,-6.3196e-05+0.00055066i,0.00032621+0.00045316i,-0.00056271+0.00039173i,-0.00086672+0.00048851i,-0.0005226+6.6735e-05i,-0.00032318-0.00025092i,-0.00054439-0.00012297i,-0.00046669+7.4159e-05i,-0.00054363-0.00052489i
-0.0008029+0.00046885i,-0.00015009+0.00015836i,-0.00086325+4.2392e-05i,-0.001245-0.0009075i,-0.0003429-0.00037362i,0.00017648+0.00018175i,-0.00035504-0.00076389i,0.00034781-0.00070512i,0.0018426+0.00027937i,0.0022351-8.8963e-05i,0.0019117-0.00053165i,0.0014082-0.00023125i,0.00067943-0.00044496i,-0.00017651-0.00032898i,-0.00048576+5.9655e-06i,-0.00035902+1.888e-05i,-0.00045596-0.00019298i,-0.00035729-0.00035594i,7.0871e-05+0.0003468i,0.00020268+0.0002111i,0.00059129-0.00026387i,0.00045936-2.9869e-05i,-0.00039358+0.00024996i
0.00029828-0.00023795i,0.00020085+0.00082269i,0.0011788+0.0010835i,0.0018264-2.4041e-06i,0.0011962-0.00090378i,0.00077206-0.00064802i,0.00054502-0.00076523i,0.00026919-0.00043966i,0.00032147+0.00026434i,0.00063716-0.00054959i,0.00047788-0.00084309i,-0.00029462-0.00052681i,-5.121e-05-0.00086911i,0.00057624-0.00080599i,5.9011e-05-6.2137e-05i,-0.00035154+0.00048097i,-0.00052504+0.00025221i,-2.4626e-05+0.00015527i,0.00042304+0.00058471i,0.00064345+0.0012002i,0.0006777+0.00094045i,9.2729e-05-0.00023265i,-6.7632e-05+5.7188e-05i
-0.00067188-0.00010311i,-0.0016521-0.00024127i,-0.0015241-0.00016454i,0.00015868+0.00080655i,0.0011346+0.0011114i,0.00044691+0.00010568i,-0.00047562-0.0012399i,-0.00052968-0.0012914i,-0.00011417+0.00025281i,0.00085647+0.00061794i,0.0014127+0.00018839i,0.0013171+0.00019365i,0.00063431+0.00018096i,-0.00057029+0.00052327i,-0.0015813+0.0006551i,-0.0012251+0.00062264i,-0.00048845+0.00053607i,0.00035755+0.00063003i,-9.6196e-06+0.001013i,-0.00061749+0.00086693i,-0.00024165+0.00012081i,9.6901e-05-0.00082441i,0.0005176-0.00047547i
-0.00027231+0.00080124i,-0.00031455+0.00079686i,0.0004059+0.00064143i,-0.00014698+0.00054986i,-0.0011289-0.00064164i,-0.00097689-0.0013223i,-0.0011944-0.00078043i,-0.00082554-0.00019542i,0.00035508+0.00049658i,0.0010074+0.00060054i,0.0013779+6.8457e-05i,0.0013088+0.00026824i,0.00070199-0.00038716i,8.9967e-05-0.00084301i,-2.0357e-05+0.00036147i,-0.00028344+0.00079786i,-0.00024592+7.2318e-05i,-0.00014812-0.00097008i,3.5927e-05-0.00043961i,6.4161e-06+0.0007735i,-0.00040917+0.0003679i,-6.8123e-05-0.00074976i,0.00067287-0.0016041i
0.0017272+0.00033858i,0.0015081+0.00101i,0.0008829+0.00047346i,-0.00061495+0.00052168i,-0.00080185+0.00080046i,-0.00021642+0.00060907i,-0.00024994+0.00061168i,-5.2059e-07+0.00086767i,0.001136+0.0012299i,0.0011371+0.00088112i,8.9266e-05+0.0001098i,-0.00029378-0.00037649i,5.6018e-05-0.0011431i,-0.00043489-0.00086493i,-0.00063984-8.6643e-05i,-0.00063161+0.00018617i,-0.00011272+0.00093132i,0.00034119+0.0009438i,-8.1614e-05+0.00019817i,0.00013835-0.00011891i,-0.0001089-2.4176e-05i,-0.00035169+0.00054609i,-0.00014406-0.00021814i
0.001162-0.0026185i,0.0018661-0.00095586i,0.0023284-0.0010009i,0.0010845-0.0011444i,0.00017785-0.00040398i,0.00016106+0.00043823i,5.5095e-05+0.0012176i,0.00025639+0.0012231i,0.0010432+0.00044155i,0.00079793+0.00054162i,0.00030309+0.00047886i,0.00040203-0.00051516i,0.00075227-0.00091297i,0.00073391-6.0295e-05i,3.9921e-05+0.00062131i,-0.00031685+0.00085042i,0.00018999+0.0007635i,0.00048983+0.00022981i,0.00014527-0.00018908i,-0.00016404+0.00022848i,0.0006369+0.00037592i,0.0012045-9.6259e-05i,0.00077131-0.00061056i
0.0012274-0.0011894i,0.001747-0.00069408i,0.0011941-0.0016641i,0.00046367-0.001824i,-3.7685e-05-0.0011658i,-0.00093505+9.3409e-05i,-0.00077008+0.00071323i,0.00016124+0.00018164i,0.0012656-0.0002597i,0.00092052-0.0006595i,0.00065146-0.00015821i,0.0018802+0.00019908i,0.001609-0.0003713i,0.00017006-0.0010136i,-0.00051391-0.00099106i,-0.00029243-0.00016566i,-0.00017641+0.00047807i,4.3663e-05+0.00093486i,4.3452e-05+0.00085781i,-0.00025123+0.00025828i,-7.4833e-05-0.00052477i,0.00057955-8.0109e-05i,0.0010324+0.00011931i
0.00074501-0.0018387i,-3.3559e-05-0.0019602i,-0.0011681-0.0018266i,-0.001882-0.00075323i,-0.001532+0.00010288i,-0.0012791-0.00068234i,-0.0014192-0.00093831i,-0.0011112+0.00050319i,0.00043952+0.0010413i,0.0010685+0.00040627i,0.0010051+0.00065095i,0.0012208+0.00017782i,0.00086752-0.00084446i,-0.00040663-0.0012522i,-0.00064845-0.0011407i,-6.3112e-05-0.00052149i,7.8815e-05-0.00087493i,1.1353e-05-0.00059699i,-0.00059654+0.00069847i,-0.00081178+0.0011588i,-0.00059416+0.00037429i,-0.00055148+0.00014372i,-0.00057504+0.00040231i
0.00047007-0.0014218i,5.2499e-05-0.00072463i,-0.00036469-0.0012933i,8.934e-05-0.00101i,0.00019557-0.00087527i,-0.0001091+0.00062451i,-0.0010881+0.001963i,-0.00082177+0.0011234i,5.8208e-05+0.00014336i,0.0003937+0.00045565i,0.00089426-7.6953e-05i,0.0011024-0.00042368i,0.00034909+2.4142e-05i,-0.00052102+0.00012424i,-0.00044316-0.00023542i,0.00011946-1.1829e-05i,0.00052667+0.00055336i,-3.207e-05+0.00028688i,-0.00084247+0.00089477i,-0.00073125+0.00088209i,-0.00013217+3.0794e-05i,0.00029409-0.00037511i,0.00064329-0.0010549i
-0.00036829+0.00093175i,-0.00038748+0.00088433i,-0.00080173+0.00053217i,-0.00014394+0.00060367i,0.00014471+0.00024539i,-0.00029961+9.2275e-05i,-0.0002948+0.00010861i,-5.0975e-05+0.00047958i,0.00025798+0.00095683i,0.00080964+0.00095659i,0.00088099+0.00043467i,0.00060903-0.00052332i,0.00062835-0.00068306i,0.00074586-0.00082978i,-0.00025588-0.00052834i,-0.00076987+0.00057432i,3.8655e-05+0.001806i,0.00025204+0.0020998i,0.00037955+0.0013685i,0.00044664+0.00084178i,0.00053975+0.00026323i,0.00070854-0.00018431i,0.00041435-0.00024692i
8.991e-05+0.00017597i,-0.00051229+0.0011852i,0.0002418+0.00051257i,0.00089315-0.00034054i,0.00021265+8.8264e-05i,0.00014434+0.00080054i,-0.00011414+0.00037248i,-0.00050989+0.00064267i,0.00091702+0.0017556i,0.0011397+0.0015663i,0.00016784+0.00071411i,0.00045168-1.6684e-05i,0.00038553-0.00045651i,-0.00016353-0.00022536i,8.2201e-06+6.9223e-06i,0.00018456+0.00043491i,-0.00043801+0.00011054i,-0.00094015-0.00035698i,-0.00075843-0.00031667i,-0.00036616-7.3628e-05i,-0.00016197+0.00037356i,-0.00043645+0.00044379i,-0.00054465+0.00010369i
-0.00060759-0.0017657i,-0.00061182-0.00043097i,-0.0011279+0.000946i,-0.00084532+0.0014759i,0.00024484+0.0010272i,0.00055183+0.00053315i,0.00018011+0.00052473i,-6.5782e-05+0.00048108i,-0.00013875+0.00043652i,0.00088738+0.00010542i,0.0018551+0.00019839i,0.0011489+0.00085011i,0.00017942+0.0010068i,0.00022826-0.00017246i,0.00051066+5.3938e-05i,0.00012145+0.00083193i,-0.00058357+0.00021233i,-0.00068035-0.00029423i,0.00017709-0.00036777i,-6.5952e-05-0.00021346i,-0.00033297+0.00010236i,0.00064909+0.00024057i,0.00048293-5.9273e-05i
-0.0027932+0.0015132i,-0.002288+0.0017198i,-0.0016973+0.0030173i,-0.00075813+0.0026871i,0.00038321+0.0014753i,0.00086558+0.00047567i,0.00083513+0.0004875i,0.00011581+0.00093154i,0.00018093+0.001234i,0.00095392+0.0010742i,0.001205+0.00050175i,0.00085784+0.00023975i,0.00042576+1.8952e-05i,0.00029473-0.00043301i,-0.00017505-0.0010473i,-0.0003008-0.00083803i,-0.00030477-7.9372e-05i,-0.00014967+0.00066418i,0.00020245+0.00115i,0.00029211+0.0010451i,0.00048038+0.001005i,0.0010175+0.00079958i,0.00090687+0.0001925i
0.00067609+0.00065248i,0.0017161-0.00051414i,0.0024047-9.1423e-05i,0.0017594+0.00045892i,0.00069925+3.3452e-05i,5.7406e-05-0.00031683i,0.00029322-0.0004454i,0.00043719+0.00021963i,0.00067783+0.0007303i,0.0015149+0.00062103i,0.0011767+0.0005159i,0.00085717+0.00012768i,0.00043342-0.00089918i,-0.00030629-0.0018127i,-0.0010781-0.00092983i,-0.0015673+0.00047974i,-0.00087414+0.0014303i,-0.00033062+0.0013783i,-1.1769e-05+0.00085821i,0.00019045+0.00044782i,-0.00013649+0.00046319i,0.00012251+0.00015884i,0.0003637-0.00040283i
0.0017028+0.0012237i,0.0017615+0.0013781i,0.0015312+0.0019718i,0.00071845+0.0016008i,-0.00077595+0.00059622i,-0.0013461-0.00017466i,-0.00084315+0.0004408i,-0.00033848+0.00088337i,0.00030122+0.0010658i,0.00019663+0.00060753i,0.0001559-0.00015873i,0.0010265-0.00029261i,0.00076498-0.00015085i,-2.6677e-05-0.00038453i,-0.0006499-0.00030531i,-0.00045147-0.00019993i,-8.3806e-05-0.00013377i,7.4924e-05-0.00048349i,-0.00074156-0.00052101i,-0.00073895+0.00039061i,0.00068006+0.00092775i,0.00046329+0.00042088i,-0.00043968+4.7082e-05i
0.0012904+0.00049883i,0.001638+0.00041768i,0.0012282+0.0004371i,0.00051949+0.00029519i,-0.00016826-0.00045392i,-0.00078394-0.0012654i,-0.00030212-0.00089998i,4.7441e-05-3.4734e-05i,0.00050657+0.00047852i,0.00091724+2.9699e-05i,0.0011153-0.00072054i,0.0010659-0.0012054i,0.0003237-0.001031i,-0.00019584-0.0009354i,-0.00042525-0.00017349i,-0.0002515+4.8204e-05i,4.4661e-05-0.00032168i,-0.00051804+0.00032309i,-0.00074714+0.00021956i,-0.00049769-0.00034917i,0.0001297-0.00014616i,-0.00032372+7.2332e-05i,-0.0010554+3.8701e-05i
-0.0022656+0.0022375i,-0.0030242+0.0013673i,-0.0027388+0.0017373i,-0.0018408+0.0013026i,-0.00029031+0.00031244i,0.00026686+0.0004738i,-0.0010591+0.00070186i,-0.00094204+0.00080175i,0.00036404+0.00084596i,0.00067215+0.0006223i,0.00047185-0.00017773i,0.00054276+1.8176e-05i,0.00063142-2.6271e-05i,0.00042754-0.00055826i,-0.00017243-0.00025829i,-0.00015025-7.1567e-05i,0.00035576+0.00053373i,0.00014868+0.00036822i,2.2072e-05-0.00088635i,-0.00015271-0.0011026i,-0.00044885-0.0007226i,-1.9879e-05+0.00026901i,0.00039499+0.0007792i
0.0018287+5.3666e-05i,0.0020614+0.00019614i,0.0017508-0.00017972i,0.001586-0.0004666i,0.0011344-0.00047224i,0.00012749-1.2018e-06i,-0.00043218+0.00055169i,0.00031287+0.00069014i,0.0012242+0.00057409i,0.000787+0.00025408i,0.00023392+2.513e-05i,0.00020254-0.00023836i,0.00017429-0.00046177i,3.0106e-05-0.00046257i,-0.0002896-0.00031428i,-0.00072754+0.00032022i,-7.3076e-05+0.00051571i,0.00064662-0.00035356i,0.00027955-0.00049685i,-5.5145e-05+0.00024843i,0.00048399+0.00032224i,0.00054026-0.00053945i,-0.0002854-0.00083459i
0.0017417+0.0021041i,0.0021574+0.00033467i,0.0009959+0.0031859i,-0.00031894+0.0040483i,-0.00050162+0.0022587i,-0.0010624+0.000512i,-0.00081301-0.00023872i,-4.7026e-06+0.00032516i,0.00040604+0.00033337i,0.0014046-0.00040931i,0.0014034-0.0012063i,0.0010639-0.0013594i,0.00099375-0.00091308i,-0.0001917-0.0010751i,-0.0009042-0.00066918i,0.00015618+0.00043506i,0.00030637+0.00088176i,-0.00073088+0.00075086i,-0.00090135+0.0005847i,-0.00040786+0.0006322i,1.2694e-05+0.00048711i,0.00024268-8.6469e-05i,0.00068752-0.00064539i
0.00082074-0.0020436i,0.00016474-0.0019414i,0.00044124-0.0017555i,0.00062861-0.0010282i,8.6036e-06-0.00063443i,-0.0002497-0.00088422i,0.00015584-0.00052335i,0.00011052+6.7897e-05i,0.00028192+0.0010191i,0.00038682+0.0013535i,0.00074968+0.00063268i,0.0010336-5.9027e-05i,0.00017167-0.00062125i,-0.00026315-0.00041047i,-0.00028984+0.00057225i,-0.00013505+0.00051438i,0.00024451-0.00092583i,-0.00011239-0.001627i,-0.00081526-0.00091337i,-0.00052155-0.00040591i,9.5061e-05-3.8608e-05i,-0.00012138+0.00059812i,0.00018514+0.00038792i
0.0011082-0.0014997i,0.0013066-0.0020021i,0.0016644-0.0025252i,0.00058827-0.001711i,-0.00076735-0.0015629i,-0.0013036-0.0014871i,-0.0010808-0.0010299i,-0.00065886-0.00059699i,-0.00038744+0.00034153i,0.00024465+0.000492i,0.0010752+9.3672e-05i,0.00072556-0.00040434i,0.00039999-0.0013804i,-0.00010801-0.0017731i,-0.00079299-0.0013771i,-0.00087148-0.00062526i,-0.00099145-2.2511e-05i,-0.00074624+0.00017402i,-0.0003837+0.00055195i,-0.00046764+0.00064191i,-0.00060223+0.00036567i,0.00020802+0.00026544i,0.00073935+0.00032834i
0.00096771-0.0017617i,0.0011877-0.0012952i,0.0012894-0.0029108i,-0.0001873-0.0038229i,-0.0013871-0.002438i,-0.0015857-0.00079515i,-0.0011528+0.00015779i,-0.0004539+0.00027024i,0.00017373+0.00059286i,0.00058858+0.00086356i,0.00049055+0.00036598i,0.00038469-0.00013694i,0.00059881+3.9167e-06i,0.000292+0.00076153i,-0.00090701+0.001293i,-0.001319+0.00056278i,-0.00060571-0.00036383i,-2.9717e-05-0.00016573i,0.00014711-0.00046864i,0.00028449-0.0010253i,0.00078559-0.00061671i,0.00078143+7.1433e-05i,0.00017352+0.00049158i
-0.0012763-0.00096924i,-0.00024367-0.0010511i,0.0014565-0.00061673i,0.0016608+0.00069379i,0.00058661+0.00092459i,-0.00062047+0.00053734i,-0.00040691-7.7703e-06i,0.00037405-0.00012928i,0.00070494+0.00039927i,0.0007793+0.00058754i,0.00037775-0.00010473i,0.0004722-0.00055459i,0.00022678-0.00033772i,-0.00053628-7.6396e-05i,-0.00029021+0.00048551i,-0.00078202+0.0011478i,-0.0010418+0.0008561i,3.3311e-05+0.00037506i,0.00062063+0.00030178i,-0.00011364-1.3664e-05i,-0.00047522-0.00031095i,-8.6609e-05-0.00036404i,-0.00034387+0.00020053i
5.4995e-05+0.00027307i,6.3764e-05+0.00020327i,-0.0015351-0.00046652i,-0.0022036-0.00020774i,-0.0014667+6.5872e-05i,-0.00042839-0.0005849i,-1.3935e-05-0.00068879i,5.7592e-05+5.449e-05i,5.1453e-05+0.00056747i,-0.00011088+0.00054788i,-0.00015849+0.00038113i,5.752e-05-0.00018408i,-1.0114e-05-0.00020608i,-0.00078105-6.841e-05i,-0.00071322-8.0072e-05i,8.34e-05-1.7228e-05i,0.0007535+0.00019314i,0.00052059+0.00016954i,4.2008e-05+8.827e-05i,-0.00019524-6.7969e-05i,-0.00096497+0.00014102i,-0.00097858+0.00063952i,3.6022e-05+0.00089072i
-0.00097723-0.0019602i,-0.00044104-0.002082i,-0.00042601-0.0018121i,0.00033967-0.0011159i,0.00078687-6.2557e-05i,-3.1709e-05-0.00025763i,-4.7634e-05-0.00030157i,0.0004358+0.0010265i,0.00085123+0.0017437i,0.00070575+0.0012228i,0.00083372+0.00025504i,0.0011342-0.00013305i,0.00072975-0.00023202i,0.00024013-0.000434i,0.00025272-0.00052745i,0.00024064-0.00063341i,-0.00018479-0.00033494i,-0.00084903+0.00015539i,-0.0010925+9.5001e-05i,-0.00055763+0.00010992i,-0.00016816+6.2882e-05i,0.00014713-0.00092443i,0.00084848-0.0011208i
-0.00029612+0.0022816i,-0.00047624+0.0012523i,-0.00021703+0.0010574i,-0.00014682+0.0010632i,0.0008085+0.00014248i,0.0012126-0.00129i,8.2634e-05-0.0011162i,-0.00020052+3.2346e-06i,0.001021+0.0010252i,0.0014238+0.0012883i,0.0011329+5.4078e-05i,0.00069985-0.00047424i,0.00037564+3.3195e-05i,-0.00038404+0.00019938i,-0.00049837+0.00016624i,-1.3455e-05+0.00093583i,0.00014136+0.00081713i,0.00037855+0.00082619i,0.00027981+0.00091162i,-0.00011274-0.00015841i,-4.0011e-05-0.00092717i,0.00071712-0.00045418i,0.00087834+0.0007901i
0.0014405+0.0027504i,0.0008175+0.0044349i,0.0022621+0.0027416i,0.0026476+0.00028739i,0.0017902-0.0012298i,0.00079786-0.0017267i,-0.00030045-0.00078931i,-0.00046268+0.0010646i,-0.00011468+0.0016445i,0.00027883+0.0011051i,0.0013145+0.00081103i,0.0012381+0.00022086i,0.00028561-0.00078798i,0.00053031-0.00095853i,0.00093574-0.0004995i,0.00057605-0.00046418i,0.00036363-0.00037034i,-0.00042349+9.3202e-05i,-0.00075067-0.00023769i,-0.00039453-0.00063155i,-0.00027372-0.00033583i,-0.00011541+0.00061084i,9.3343e-07+0.0011001i
6.4436e-05-0.00025573i,-0.00066655-0.00083293i,-0.0010093-0.0020568i,-0.0013321-0.00062222i,-0.0012242+0.00017744i,0.00016312-0.00040274i,-2.2539e-05-0.0004712i,-0.00040191+0.00021725i,0.00048162+0.00064106i,0.00086127+0.00052016i,0.00090442+0.00062131i,0.0011308+0.00031498i,0.00044339+4.7853e-05i,-0.00040261-8.133e-05i,-0.00052422-9.6403e-05i,-0.00053501-0.00033472i,-0.00097717+8.0392e-05i,-0.001322+0.00016665i,-0.0009025-0.00012005i,-0.00047323+3.562e-05i,-0.00031749+0.00016047i,7.9993e-06+0.00026162i,0.00062424+0.00012445i
-0.0011647+0.00034721i,-0.0011397+0.00080346i,-0.00041413+0.00023564i,5.3595e-06-0.00033874i,-0.00052747+0.00021994i,-0.00059602+0.00091796i,-0.00019341+0.00018514i,-7.4687e-05-0.00049783i,0.00023193+0.00011048i,0.00030123-0.00014485i,-0.00048707-0.00056539i,-0.00092201+0.00030919i,-0.00045457+6.63e-05i,0.00017793-0.0010503i,0.00025901-0.00070176i,0.00042147-0.00053713i,0.00070445+0.00032294i,-7.9741e-05+0.0014345i,-0.00032727+0.0010013i,-0.00013269+4.4007e-05i,-0.00056466-0.0002766i,-0.00052546-0.0001032i,-0.00040726-0.00042728i
0.0014194-0.0018033i,0.00049668-0.0011821i,-5.7636e-05-0.0016066i,0.00025833-0.0011145i,0.0002318-0.00027313i,-0.00016117+0.00010539i,-0.00024187-0.00011942i,-4.4155e-05+1.8247e-05i,0.0011326+0.00060935i,0.0014635-0.00016743i,0.0010983-0.00094655i,0.00076587-0.00046411i,-0.00021823-0.00021123i,-0.001008-0.00050103i,-0.0011632-0.00043926i,-0.001016-0.00034261i,-0.00077107-0.0010297i,0.00022649-0.0010193i,0.00071745-4.4194e-05i,-0.00021792+6.7808e-05i,0.00015352+0.00033566i,0.00062408+0.00038324i,6.2622e-05+8.7123e-06i
-0.0017343-0.00019826i,-0.0002005-0.00027886i,-0.0003598-0.00014137i,-0.0005491-7.1306e-05i,-0.00062632+0.00032799i,-0.00061789+0.00023007i,-1.3557e-05-0.00029984i,6.2158e-05+0.00064232i,2.7926e-05+0.0016113i,0.00085227+0.0014008i,0.0017166+0.00015655i,0.0013306-0.00063934i,0.00030647-0.00050929i,-0.00036144-0.00065806i,-0.00082433-5.0634e-05i,-0.00074903+0.00077237i,-3.165e-05+0.00067557i,0.00030505+0.00083835i,3.9853e-05+0.00077837i,-0.00031879+0.00028959i,-0.00019391+4.7448e-05i,-0.00010942+0.00039279i,7.6436e-05+0.00052931i
-0.00010853+0.00014913i,-0.00045013-5.6629e-05i,-0.0006009-0.00035353i,-0.0010088-0.00023435i,-0.0014611-0.00044081i,-0.0013907-0.00084156i,-1.6674e-05-0.00095963i,0.00065816-0.00033544i,3.9366e-05+0.00041453i,0.00067909+0.0003509i,0.001205-8.0313e-06i,0.00066798-0.00027575i,8.1953e-05-0.0003634i,-0.00027452-0.00015592i,-0.00053685+0.00019758i,-0.0006005+0.00014474i,-0.00047234-0.00053856i,-3.6853e-05-0.00011011i,5.9844e-05+0.00022263i,-0.0001924+0.00061349i,-0.00015557+0.001171i,1.6414e-05+0.0010398i,0.0004957+0.0010987i
-0.00039314-0.00035504i,-0.00093728-0.00068214i,-0.00076746-0.00054658i,-0.0002036-0.00047152i,0.00052777-8.6731e-05i,0.00066958+0.00042242i,-0.0001418+0.00047512i,-0.00022834+0.0010687i,3.927e-05+0.0011117i,0.00077364+0.00092897i,0.00068763+0.00074704i,0.00045-1.6152e-05i,0.00063083-0.00014118i,0.00042065-2.894e-05i,-0.00019264+0.00019575i,-0.00055869+0.00021254i,-0.00038917-4.0322e-05i,2.6256e-05+0.00037965i,-0.0003162+0.00048076i,0.00014242-0.00018241i,0.00069454-8.7203e-05i,-0.00018353+0.00018434i,-0.00063194+5.0453e-05i
0.00013624-0.00067014i,0.0010151-0.00020093i,0.0006884-0.00054792i,0.00077936-0.00085555i,0.0012022-0.00068403i,0.00056053-0.00029847i,8.7886e-05-0.000588i,-1.5952e-05-0.00012949i,0.00066141+0.00076467i,0.0013768+0.00042405i,0.0013918+0.00013433i,0.00079858+0.00033487i,0.00090431+0.00016144i,0.00046456-0.00074405i,-0.00093648-0.0011978i,-0.00073231-0.00072813i,-0.0007885-0.00058057i,-0.0010552-0.00022831i,-3.2391e-05+0.00041795i,0.000156+0.00070924i,5.7151e-05+0.00015887i,0.00099683+3.8134e-05i,0.0011564+0.00020669i
0.0020127-0.0016033i,0.0019999-0.0012108i,0.0029116-0.00073581i,0.0017111-0.00062936i,0.00021052-0.0017734i,-0.0004855-0.0017361i,-0.00075817-0.00047296i,-0.00035967+0.00029538i,0.00022592+0.00050587i,0.0013437+0.00067242i,0.0019747+0.00048677i,0.0014548-0.00085557i,0.00128-0.0012879i,0.00017408-0.00082935i,-0.00068502+0.00018914i,-0.00024672+0.00062259i,0.00033388+0.00060569i,0.00036303+0.00069244i,0.00014438-7.4931e-08i,0.00029694+0.00020297i,-9.921e-05+0.00077994i,-0.0004944+0.00031384i,-0.0010487-0.00011977i
-3.2405e-05+0.00076959i,-0.00076946+0.0012981i,-0.00024439+0.002016i,0.0004685+0.0021416i,0.00036299+0.00073435i,-6.9817e-05-0.00052335i,-0.00094805-0.00060565i,-0.00135+0.00060504i,-0.00025916+0.0012573i,0.00095881+0.00083954i,0.00053455+0.00047646i,-7.9869e-05+0.00066161i,0.00039698+0.0008715i,0.00069488-4.8458e-05i,1.3308e-05-0.00042747i,0.0002145+0.00027781i,0.00026333+0.00037609i,-0.0001682+0.00035877i,0.00034271+0.00022886i,0.00033597-0.0001541i,0.00024809-0.00034918i,0.00069646-0.00030544i,0.00065946-0.00048759i
-0.00013382-0.0011251i,-0.0006864-0.00072016i,-0.00063636-0.0013985i,-7.652e-05-0.0016367i,0.00035226-0.00088393i,0.00034602+0.00026257i,0.00053908+0.0010107i,0.00066095+0.00017848i,0.00085257-0.00014357i,0.0011044+0.00044971i,0.00065109+0.00046618i,0.00071608+0.0003132i,0.00081603-6.5085e-05i,0.00035077-0.00054629i,-0.00036796+6.1214e-05i,-0.00098381+0.00047258i,-0.00077237-8.0346e-05i,-6.0921e-05-0.00024601i,-0.00032853-0.0004672i,-0.00071392-0.00052074i,-0.00053791-5.4122e-05i,-5.4286e-05+4.7146e-05i,0.00038168+0.00069348i
0.00039869+0.0018837i,0.00061687+0.0018929i,0.0016418+0.0015594i,0.0016334+0.0012035i,0.00067071+0.00047927i,0.00024762-0.00035887i,-3.2339e-05+0.00019865i,-0.00034079+0.00055029i,0.00039816+0.0012293i,0.0011557+0.001629i,0.0013137+0.00035782i,0.0011398-0.00057844i,0.00026079-0.00032014i,-0.00095337-0.00012847i,-0.00099595-0.00032964i,0.00029212-0.00047429i,0.00030681-0.00015839i,-0.0011899-0.00042219i,-0.0010985-0.00051831i,-0.00049394+9.9704e-05i,-0.000486-7.247e-07i,-0.00045087+1.0813e-05i,-0.00082468+0.0001906i
