-0.0033492-0.0031019i,-0.003661-0.0028496i,-0.0034954+0.00032721i,-0.0028495+0.0031144i,-0.002081+0.0038156i,-0.00095213+0.0031966i,-0.0001389+0.0020612i,8.5846e-05+0.0020419i,0.00054642+0.002389i,0.0011845+0.0015316i,0.0011943+0.00034973i,0.00029266-0.0004387i,0.00045166-0.0013i,0.00082584-0.0012696i,0.00052738+0.00035392i,0.00077297+0.0011102i,0.00071657+0.00027664i,-0.00049661-0.0011007i,-0.0010912-0.0019414i,-0.0004817-0.001283i,-0.00011276-0.0002725i,-1.6595e-05-0.00042766i,-1.5784e-05-0.00092716i
-0.00090673+0.001636i,-0.00017823+0.0017996i,-0.00025085+0.0023358i,-0.00075241+0.0021882i,-3.2479e-05+0.0010962i,0.00080052+0.00053186i,0.0015769+0.00042504i,0.0017519+0.00020042i,0.0012204+0.00026235i,0.00069094-0.00047041i,0.00033953-0.00073702i,-0.00011905-0.00038493i,0.000364-0.00035868i,0.00067035-0.00013993i,0.00011706-0.00012828i,4.1374e-05-0.0001537i,9.3762e-05-9.4936e-05i,0.00033296+0.0001551i,0.00071756+0.00053082i,0.00043356+0.00044229i,-0.00075582+0.00060192i,-0.00056091+0.00037584i,-5.1612e-05-0.00047085i
0.00058383-0.00071562i,-0.00031608+0.00029848i,5.0934e-05+0.00024496i,-6.4723e-06-0.00078746i,-0.0011958-0.00038925i,-0.00064985+0.0005841i,0.00035183+0.00028489i,0.00047189-0.00016783i,0.00019568-7.3683e-05i,1.8415e-05+9.3647e-05i,0.00015358-0.00026981i,0.00087881-0.0007405i,0.00088585-0.00034416i,-8.8096e-05-0.00016705i,-0.00038976-0.00069145i,-6.2586e-05-0.00042311i,0.00057981+0.00067982i,0.00031545+0.0011303i,-0.00046433+0.00072504i,-0.00024192+2.9698e-05i,0.00020189-0.00097998i,0.00099091-0.00072836i,0.00094189+0.00029892i
0.0010795+0.00065877i,-0.00030716+0.00038086i,-0.00021493+0.00033161i,0.00024934+0.00015059i,0.00023054+0.0008758i,0.00012314+0.0018723i,-0.0001109+0.0013269i,0.00023299+0.00036157i,0.00098483+0.00018837i,0.0012922-0.00019755i,8.4964e-05-0.00036642i,-0.0010123-0.00081092i,-0.00040545-0.0013883i,-0.00012859-0.0012658i,2.0688e-05-0.00041331i,0.00066601+1.7625e-05i,0.00060062+0.00027336i,-4.0657e-05+0.00016262i,-8.2569e-05+0.00011721i,0.00020409+0.00022657i,0.00065352+4.9658e-05i,0.0012208-0.00034293i,0.0010629-0.00032939i
0.0031553+0.0010982i,0.0038923+0.0003886i,0.0016988-0.00097084i,-0.00025529-0.00093823i,0.0001204-2.1311e-05i,0.00083794+0.00085353i,0.00099547+0.00073068i,0.001258+0.0006251i,0.0014418+0.00071512i,0.0013251+0.00052235i,0.00076416+0.00041568i,0.00053429+3.3487e-05i,0.00065201-3.7772e-05i,0.00013493-0.00054777i,-0.00025089-0.00075268i,-0.00046628-0.00046429i,-0.0006747-0.00019777i,-0.00064138+0.00014685i,-0.00054187-9.9668e-05i,-8.7464e-05-0.00017601i,0.00022336+0.00031506i,3.5349e-06+0.00041793i,-0.00029602+0.00026619i
-0.00092924+0.0013098i,-0.00017488+0.00049685i,0.00052911+6.5409e-05i,0.00026956+0.0011634i,-0.0001781+0.0019947i,0.00049978+0.0019754i,0.001277+0.0017133i,0.001403+0.0012785i,0.0010312+0.00055142i,0.00025816-2.611e-06i,0.0004758+0.00049227i,0.00018141+0.0006115i,-0.00051374-0.00063485i,-0.0003504-0.0012245i,-0.00030852-0.00010498i,-0.00013537+0.00057611i,0.00082881+0.00033303i,0.001075+4.4429e-05i,0.00065449-0.00033541i,0.00030659-0.00026532i,-5.7386e-05-0.00010258i,0.00016108+0.00051943i,0.00022271+0.00044977i
0.0011306-0.00114i,0.00088029-0.00011425i,0.00058397+0.00028084i,-0.00023681+0.00052563i,-0.001205+0.0005819i,-0.00054303+0.00056612i,0.00063251+0.00087102i,0.0013643+0.00089561i,0.001452+0.00029184i,0.00061303-0.00050779i,-0.00055539+0.00029164i,0.00026069+0.00068871i,0.0016335+0.00042989i,0.0016273+0.00095823i,0.001057+0.00064651i,0.00066352-9.0213e-05i,0.00060776-0.00053415i,0.00035607-0.0005642i,0.00020349-0.00045776i,-0.00051004-0.00069038i,-0.00090683-0.00098724i,-0.00034033-0.0013604i,-0.00023436-0.001508i
0.0020597+0.0022215i,-0.00030272+0.003647i,-0.0028361+0.0037123i,-0.0034135+0.0016619i,-0.0019775+0.0012895i,0.00026446+0.0013397i,0.0019551+0.00073184i,0.001343+0.0008967i,0.00045754+0.00057677i,-0.0004025-0.00021015i,-0.00074444+5.2185e-05i,0.00022289+0.00044785i,0.00093348+0.00019915i,0.0003399-0.00026246i,-0.00057184-0.00040977i,-0.00074146-0.00018623i,-0.00027678+0.00055497i,-0.00018661+0.00056924i,0.00026427-0.00086234i,0.00063715-0.0017925i,0.00036596-0.0015477i,0.00019735-0.0012121i,0.0002121-0.00085947i
-0.0020034-0.0018874i,-0.0026814-0.0015847i,-0.0031935-0.00084959i,-0.0020833+0.00084844i,-0.001164+0.0025548i,-0.00092609+0.0030345i,-0.00065851+0.0018235i,0.00030826+0.00080209i,0.00076004+0.00049623i,0.00097693+0.00072964i,0.000475+0.00066829i,0.00016842-0.00012312i,0.0007321-8.0483e-05i,0.0012018+0.0009558i,0.0011355+0.0013596i,0.00067131+0.00084602i,-0.00012105+0.00037415i,2.0476e-05+0.00040393i,0.00023186-9.3327e-05i,-5.9593e-05-0.00036299i,4.0827e-05-0.00020244i,0.00024996+0.00039582i,-7.0063e-05+0.00019137i
-0.00051765-0.0050266i,-0.0012754-0.0041796i,-0.0015929-0.0038786i,-0.0015332-0.0019716i,-0.0017732+0.00081029i,1.7745e-05+0.0020815i,0.0011295+0.0018328i,0.00089743+0.0012263i,0.00068225+0.00053502i,0.00056105+0.00015199i,0.0004253+0.00076827i,0.00050541+0.0018535i,0.00034815+0.0021585i,0.00099715+0.0013838i,0.0016324+0.0010827i,0.0010466+0.00052506i,0.00014317-0.00030755i,1.7459e-05-5.6492e-05i,-0.00023431+0.00057785i,-0.0010227+0.00032293i,-0.001003+0.000148i,-0.0003467+0.00024329i,-0.00069424+1.5589e-05i
0.000434-0.00024368i,0.00056821-0.0002318i,0.00014266+0.00067394i,-6.8683e-05+0.0021906i,0.00015841+0.0030165i,0.00079039+0.0018592i,0.0017428+0.0006853i,0.0013137+0.00084495i,0.00047297+0.00093467i,-9.5867e-05+0.00096346i,-0.0002653+0.00077216i,-0.00024865+0.00072575i,-9.4125e-05+0.0010439i,-9.0185e-05+0.00047753i,0.00012084-0.00051551i,0.00070999-0.0009375i,0.00081158-9.0898e-06i,0.00011912+0.0010336i,0.00033626+0.00094201i,0.00037132+0.00028271i,0.00036908-0.00023905i,0.00040797+6.2586e-05i,-9.782e-05+4.9375e-05i
0.0016904+0.0010356i,0.0025656+0.0010607i,0.00021089+0.0010934i,-0.0010471+0.0012742i,-0.0010094+0.00074357i,-0.00036313+0.00068549i,0.00090123+0.00087889i,0.0015154+0.00052375i,0.0010674+0.00045236i,0.0008106+0.00035857i,0.00065206-0.00037207i,0.0010132-0.0005483i,0.00074432-0.00036823i,0.00010363-0.00021209i,0.00018976+5.4317e-05i,-0.00023125+8.2858e-05i,-0.00032827-7.7168e-05i,-8.8753e-05+0.00029614i,0.00067941+0.00068992i,0.00092532+0.00038006i,0.00015853-0.00032744i,-9.7196e-05-0.00081326i,-0.0002787-0.00076681i
-0.0016027-0.0015532i,-0.0013197+0.00034253i,-0.0014906+0.00071438i,-0.0012845+0.00086096i,-0.0013801+0.0014138i,-0.00064467+0.0016993i,0.0011661+0.0012082i,0.0018713+0.00088438i,0.0019874+0.00022802i,0.0015463-2.4523e-05i,0.00032699+0.00053218i,0.00018894+0.00080725i,0.00044005+0.00058362i,0.00081682+0.0009205i,0.00065683+0.0013857i,-0.00039458+0.00089844i,-0.00050813+0.00047936i,-0.00032113+0.00018155i,-0.00046972-0.00052365i,-0.00060496-0.00075296i,-0.00025628-0.00043315i,-0.00045626-0.00016413i,-0.00091411-0.00016643i
-0.0024614-0.0019128i,-0.0033175-0.0024862i,-0.0036065-0.0015968i,-0.0021297+0.00055104i,-0.0012484+0.002046i,-0.0010938+0.0021932i,-0.00070196+0.0011294i,1.061e-05+0.00051948i,0.00040539+0.00048028i,0.00091118-0.00034399i,0.0012494-0.0006104i,0.00037508-0.00030034i,6.5973e-05-0.00053427i,0.0003139-0.00036982i,-3.5813e-05+3.5764e-05i,-0.00088137-0.00033107i,-0.0010387-0.00042112i,-0.00092358-0.0001996i,-0.0010402+0.00012291i,-8.1222e-05+0.00033207i,0.00036694+0.00022399i,-0.00018757-0.00039915i,0.00024941-0.00058306i
0.0020412+0.0018655i,0.0033941+0.00067929i,0.0030638+0.00051675i,0.0017488+0.00056798i,0.0011978+0.00020277i,0.00056717+0.0011757i,0.00039952+0.0018619i,0.0014197+0.0016188i,0.0020973+0.0012267i,0.0015032+1.6659e-05i,0.00072661-0.00070596i,0.00073416-0.00038666i,0.00066892-0.00093153i,0.00022247-0.0015893i,0.00057149-0.00061861i,0.001204+0.00021513i,0.00098215-0.00019645i,0.00056192-0.00030232i,7.4116e-05+7.0838e-05i,-0.00010555+0.00047421i,0.00017057+0.00077949i,0.00015979+0.0004402i,0.00027344+0.00016824i
0.0018419+0.0010393i,0.0026782+0.0021696i,0.0018198+0.0011758i,1.5273e-05+0.00087104i,-0.00078673+0.00097522i,-1.6897e-05+0.0010844i,0.00053908+0.0012696i,0.0010549+0.00081419i,0.0014759+0.00029832i,0.00082439+0.00050913i,9.3508e-05+0.00055665i,0.00011059+0.00016629i,0.00064884+0.00053548i,-4.6797e-05+0.00055608i,-0.00076128-3.6512e-05i,-0.00072379-0.00016379i,-0.00087582-0.00024083i,-0.00078545+0.0004i,-0.00019341+0.00078406i,0.0002217+0.00036796i,-3.9026e-05+7.6163e-05i,-0.00046385-0.00077972i,-8.7475e-05-0.0015256i
-0.0026635-0.0019575i,-0.0035348-0.00080321i,-0.0026867+0.0011252i,-0.0016164+0.0013275i,-0.00039626+0.001732i,0.00047156+0.0029891i,0.00083941+0.002233i,0.00072743+0.00093652i,0.00016467+0.00064185i,-0.00025306+0.0011713i,-0.00026023+0.0015626i,-0.00014596+0.00069617i,0.00016753-0.00010354i,0.00052173+0.00032888i,0.00016805+0.00063493i,-0.00011056+0.00038391i,0.00021703+0.00035326i,0.00064013+0.00031374i,7.1839e-05-0.00030023i,-0.00064708-0.0010651i,-0.00043003-0.00048479i,-0.00020112-0.00014558i,-0.00075328-0.00067917i
-0.00080788-0.00067952i,-0.00019797+0.00010336i,5.074e-05+0.0032594i,-0.00040119+0.0047379i,0.00031153+0.002874i,0.0014275+0.0018382i,0.0013587+0.00098259i,0.0015788+9.2825e-05i,0.0018183-4.9864e-05i,0.0017057-0.00013463i,0.0010875-0.00033957i,0.00077625-0.00032824i,0.00066217-0.00020158i,0.00034837-0.00018447i,-5.5834e-05+0.00015266i,-0.00023849-4.7968e-05i,7.4249e-05-0.00016245i,0.00012698+0.00042964i,-3.1093e-05+0.00061909i,-0.00036705-0.00028398i,-4.2498e-05-0.0011811i,0.00048879-0.000949i,0.0004957-0.00062006i
0.0013359+0.0034746i,0.001097+0.0022777i,0.001169+0.0017083i,0.00036648+0.0014472i,0.00052267-0.00029217i,0.00063132-0.00074079i,0.00064549+0.00026621i,0.0004322+0.0005918i,0.00093252-0.00014472i,0.0013076-0.00079509i,0.0010235-0.0012203i,0.00066641-0.0007934i,0.00055504-0.0007616i,0.00023896-0.0010982i,0.0004282-0.000177i,0.00053689+0.00061469i,-0.00026794+0.00023629i,-0.00016924-0.00022517i,0.0001405-0.00019417i,0.00021351+1.2477e-06i,-6.0949e-05+0.00045836i,-0.0005063+0.00036954i,4.426e-05-0.00032514i
-0.00040949+0.0012762i,-0.00045203+0.0030356i,-0.00064224+0.002413i,-0.0010606+0.0018571i,-0.00081593+0.0029296i,-0.00040013+0.0030602i,-0.00041705+0.00221i,3.2823e-05+0.0007204i,0.00023613-3.3466e-05i,-0.00033235+0.00010344i,-0.00020989+0.00010811i,0.00047839+0.00018493i,0.00021391-7.2384e-06i,-7.9732e-05-9.1897e-05i,0.00024903+0.00043359i,-0.00013562+0.00085715i,-0.00066332+0.00066312i,-0.00080625+0.00014743i,-5.7438e-05-0.00023526i,0.00051207+7.8516e-05i,0.00014724-0.00028367i,-2.6897e-05-0.00031372i,-0.0003985-6.1402e-05i
-0.00083949+0.00072259i,-0.0007738+0.0016976i,0.00021023+0.0020683i,0.0001214+0.0017034i,-0.00041247+0.00011081i,-0.00036972-0.00040793i,-0.00036329+0.00051549i,-0.00021621+6.81e-05i,0.00029502-0.00035203i,0.0013606-1.8633e-05i,0.0013263+2.655e-05i,-7.3944e-06-0.00030245i,4.1964e-05-0.00037575i,0.00038493+0.00019971i,-0.0010021+0.00057366i,-0.0014258+0.00047433i,-0.0006314+0.00052762i,-0.00033835-0.00026712i,-0.00030448-0.00035873i,-0.000299+0.00047828i,-0.00017548+0.00058038i,-0.00015366-0.00010765i,0.00038293-0.00044924i
-0.00053804-0.000851i,-0.0014626-0.0010251i,-0.0011711+0.0010842i,-0.00064441+0.0034818i,-8.7925e-05+0.0032878i,0.00021343+0.002086i,0.00065502+0.0010668i,0.0010669+0.00048204i,0.0010477+0.00020175i,0.00067581+5.8496e-05i,0.00032731+0.00032921i,0.0004309+0.00058751i,-6.2539e-05-0.00016676i,0.00027048-4.9577e-05i,0.00037408+0.00091559i,0.00031257+0.00052073i,-7.3483e-05+0.0002299i,-0.00052832+2.2369e-06i,0.00062789-0.0001894i,0.00057466-0.00018703i,-0.00048914-0.00074157i,-0.00048559-0.00029099i,0.0001057+0.0001575i
0.00032851+0.0011566i,0.00039818+0.0016796i,-0.00051815+0.0014324i,-0.00059286+0.00059038i,0.00097816+0.00063425i,0.0016824+0.0016497i,0.0011484+0.0011159i,0.0011781+0.0002264i,0.0011872+0.0001341i,0.00083679-0.00029076i,0.00080526-0.00058264i,-8.4389e-05+0.00010405i,-0.00086499+0.0008887i,-0.00041817+0.00087867i,-0.00050285+0.00033321i,-0.00067409-0.00035651i,-0.00080963-0.00024949i,-0.00071553+0.0002585i,0.00050894+5.5561e-05i,0.00039649+0.00067995i,-0.00030197+0.0014551i,-0.00015076+0.00056947i,0.00014224-0.00020825i
-0.0011523-0.00010088i,-0.0010662+0.00045494i,-0.00093714-0.00051749i,-0.0016015-0.00056903i,-0.0014309+0.00027413i,0.00011196+0.00069783i,0.00084335+0.00054758i,0.00071395+0.00031669i,0.0011956+0.00025217i,0.00090768-0.00043638i,0.00026317-0.00058454i,0.00015647-0.00017315i,-8.3781e-05+0.00029839i,-0.00061607+0.00017646i,-0.00068171-0.0003429i,0.00016728-0.00088812i,0.00081445-0.0011582i,0.00070973-0.00065266i,0.00054048-0.00027575i,0.00040921-0.00029093i,0.0006301-0.00020828i,0.00046882+0.00020041i,-0.00030821-0.00035169i
-0.00026421+0.0011263i,-0.0010808+0.0018215i,-0.00073936+0.0012771i,-0.00058727+0.0020138i,-0.00067015+0.0019896i,1.4212e-05+0.00084299i,0.0011009+0.00018756i,0.0010054-5.4063e-05i,0.00019488-0.00037371i,-0.00013263+0.00014924i,6.517e-05+0.00044782i,0.00069535+0.00037703i,2.5613e-05+0.00070321i,-0.00091415+0.0006355i,-0.00018519+0.0002724i,0.00076851-0.00036119i,0.0010472-0.00066591i,0.00081292-0.00026903i,0.00096746+3.9858e-06i,0.00099368-0.00035507i,0.00073895-0.00049814i,0.00067143-0.00083784i,0.00036845-0.00052638i
-0.001547-0.00029271i,-0.0014901-0.00089475i,-0.00011217-0.0003295i,-0.00019158+0.00087352i,-6.2879e-05+0.0015307i,0.00076094+0.0015155i,0.0011772+0.0012076i,0.0011891+0.00036967i,0.0016592+0.00059064i,0.0018743+0.00049941i,0.0010279+0.00014353i,0.00080349+0.00052257i,0.00073071+0.00058347i,0.000356+0.00055606i,0.00081975+0.00039129i,0.00069551+0.00012756i,0.00018646+0.00021167i,0.00045784+0.00051632i,3.6559e-05+0.00089105i,-0.0012281+0.00093725i,-0.0014051+0.0005799i,-0.0014723-0.00070248i,-0.00077888-0.0016348i
0.0029544-0.0010054i,0.0030888-0.00063383i,0.0016807-7.7328e-05i,-0.00011027+0.00051407i,-0.00065152+0.0014453i,-0.00056522+0.001434i,-7.5746e-06+0.0012203i,0.00098509+0.00071435i,0.0011827-0.00052782i,0.00077467-0.001287i,0.00047187-0.00083569i,-0.00016902-0.00056458i,-0.00047032-0.00057i,-0.00022571+2.1101e-05i,0.00045176-0.00037942i,0.0008059-0.00075416i,0.00051373-0.00014818i,-7.4195e-05-7.0319e-05i,-0.00012218+0.00015154i,-0.00016229+0.00060719i,-0.00017844+0.00053224i,-0.00028706+0.00045452i,-0.00013991+0.00047377i
-0.0017503+0.001593i,-0.0016444+0.0032384i,-0.00017056+0.0043985i,0.0011298+0.0032975i,0.0013669+0.0020699i,0.00094474+0.0015488i,0.00076639+0.00086303i,0.001528+0.00054333i,0.0012028+0.00052148i,0.00036851+0.00037407i,0.00087114+0.00020908i,0.0013367-6.855e-05i,0.00076479-0.00099732i,1.2863e-05-0.0011321i,0.00039038-0.00038947i,0.00038149-0.00010654i,-0.00024704-0.00065615i,-0.00034036-0.0014338i,0.00029992-0.00041027i,0.00041436+0.00058094i,-0.00057614-0.00036847i,-0.00032003-0.00038638i,0.00024259+0.00022342i
-0.002108-0.0017353i,-0.0029764-0.0021504i,-0.0038336-3.2314e-05i,-0.0021893+0.0022993i,0.00018831+0.0032728i,0.00052775+0.0020114i,0.00021547+0.00086748i,4.225e-05+0.0013355i,0.00028879+0.001472i,6.532e-05+0.00091372i,-0.00019559+0.0001762i,-0.00024759-0.00061835i,-0.00026252-0.0012535i,-0.00029427-0.00064376i,-0.00060717-0.00019057i,-0.00043958-0.00035331i,-0.0001423+0.00012179i,-0.00038527+0.0001953i,-0.00076096+3.6242e-05i,-0.00028825+0.00061405i,-2.0786e-05+0.00065531i,-0.00042299-0.00023061i,-0.0008341-0.00043138i
0.0016787-0.00032869i,0.0010096-0.0010991i,-3.9387e-06-0.00050141i,-0.00061753+0.00073679i,-0.00032443+0.0014429i,-0.0003791+0.00075449i,-0.00024833+0.00045007i,0.00048321+0.00061137i,0.00035416+0.00059899i,0.00070857+0.00052372i,0.00032717+0.00032563i,-0.00041174+0.000388i,0.00011644+0.00053444i,0.00024118+0.00044661i,0.00033307+0.00035384i,7.6402e-05+0.00047687i,-0.00034508+0.00040431i,-3.7766e-05+0.00037546i,0.00018289+0.00019186i,0.00053248+2.2376e-05i,0.00081663+0.00063128i,0.00029042+0.00029881i,-0.00034724-0.00020479i
0.00023432+0.0011757i,0.00078633+0.0018454i,0.0015055+0.0010194i,0.0011946+0.00012008i,0.0012212+0.00020954i,0.0015018-0.00028413i,0.00093922-0.00013362i,0.00090617+0.00035098i,0.0010342+0.00041653i,0.00040595+0.00032471i,0.00018974-4.2111e-05i,0.00028836+0.00022694i,-0.00030959-0.00010598i,-0.00026097-0.00057862i,-2.9756e-05-0.0007189i,7.8648e-05-0.0008162i,-0.00027101-0.00056392i,-0.00063018-0.00021491i,-9.6175e-05-0.00061175i,-0.00043754-0.00084913i,-0.00028996-8.4946e-05i,-4.6083e-05+0.00024023i,-0.00059126+0.00047673i
0.0010281+0.0018429i,0.00038112+0.0037951i,0.00055953+0.0038263i,0.00047943+0.0024668i,0.00062085+0.0011551i,0.00073562+0.0011373i,0.00032381+0.0012819i,0.00011465+0.00030355i,0.00029618-0.00056939i,0.0004646-0.00093803i,0.00020889-0.00085985i,-8.5007e-05-0.00057431i,-0.00024879+9.4059e-05i,-0.00063545+0.00067663i,-0.00066193+0.00052853i,-0.00046819-0.00051847i,0.00012869-0.00089503i,0.00020018-0.00062891i,-2.3688e-05+4.8725e-05i,-0.00011621+0.0010024i,-4.314e-05+0.0010256i,0.00034573+0.00077745i,0.00086744+0.00025021i
-0.00096826+0.00093853i,-0.00080322+0.0010333i,0.00012026+0.0027817i,0.0012679+0.0037111i,0.0016604+0.0023754i,0.0012748+0.00035105i,0.00078003-0.00051347i,0.00099701-7.2599e-05i,0.0016215+0.00026565i,0.0011373-5.0512e-05i,0.00074077+3.1186e-05i,0.00087456+0.0006812i,2.2999e-05+4.4176e-05i,-0.00052666-0.00071573i,-0.00019819+3.4738e-05i,0.00037335+0.00029011i,0.00050921-7.1336e-05i,-0.0003737+8.4213e-05i,-9.0054e-06+0.00042018i,0.00056911+0.00029679i,7.5518e-05+9.5798e-05i,-6.04e-05-0.00018019i,7.6134e-05-0.00034229i
0.0027667+4.3075e-05i,0.002213+0.0012988i,0.001917+0.0010498i,0.0013041-0.00026913i,-8.1408e-05-0.00038678i,-0.0010722+0.0008184i,-0.0011607+0.001036i,-4.0467e-06+0.00053278i,0.0013143+0.00043708i,0.0010893-0.00022568i,-0.00041584-0.00056634i,-0.00032962-0.00045147i,0.00039501-6.4966e-06i,0.0003169+0.00060436i,0.00033461+0.0003701i,0.00017044+0.00041525i,-0.00033786+0.00082868i,-0.00049079+0.0006221i,-0.00040336+0.001005i,-0.0003641+0.00094129i,-0.00044428+5.3678e-05i,-0.00041779+0.00042416i,-0.00012369+0.00077507i
0.00087909+0.001549i,0.00075746+0.0018966i,0.00094444+0.0017182i,0.00027311+0.00076537i,0.00052663+0.00038497i,0.00046237+0.00080464i,0.00078363+0.00092129i,0.0015884+5.8387e-05i,0.00080722-0.0011993i,-0.00035357-0.0011615i,-0.00089414-0.00043106i,-0.00059013-0.00024984i,0.00019991-0.00055522i,-0.00011723-0.00021741i,-0.00048254+0.00012761i,-6.9575e-05+0.00025988i,-2.4189e-05+4.0071e-05i,-0.0003519-0.00021629i,-0.00079169-0.00025026i,-0.00077965+4.3113e-05i,2.2578e-05+0.00059703i,-0.00024109+0.00090273i,-0.0009552+0.001053i
-0.0016148-0.0015968i,-0.0023093-0.00087096i,-0.0021578+0.00025226i,-0.0020567+0.0014197i,-0.0016375+0.0022353i,-0.00063944+0.0026007i,0.00025751+0.0022113i,-0.0001067+0.0010423i,-0.00015251+0.00017733i,0.0003922+0.00040824i,0.00013468+0.00072068i,-0.00025576+0.00020987i,-0.0006578-8.7216e-05i,-0.00041366+0.00013712i,0.00012919+8.4108e-05i,9.3598e-05-0.00061823i,-0.00053075-0.00088696i,-0.00064613-0.00085582i,-0.0005892-0.00075749i,-0.00048144-6.5194e-05i,-0.00012+0.00058464i,0.00090515+0.00058949i,0.0014664-0.00026021i
0.0022153-0.00031421i,0.0012319+0.00071374i,0.00054042+0.00071532i,-0.00042414+0.0003377i,-0.0015112+0.00062184i,-0.0012879+0.0017208i,0.00038655+0.0023473i,0.00091367+0.001579i,0.0010595+0.00026107i,0.0015404-0.00072679i,0.00059602-0.00019735i,-0.00059937+0.00093125i,-0.0010429+0.0010258i,-0.00073575+0.00030965i,-8.1103e-05-0.00054194i,0.00087895-0.0008374i,0.00094889-0.00040145i,0.00027946+1.1389e-05i,-0.00013258-0.0008568i,-0.00046263-0.0012544i,-9.9444e-06-0.00055984i,0.00066502-0.00020264i,0.00011946+0.00018391i
-0.00022439+0.0014583i,0.0010308+0.0014376i,0.0018104+0.0016606i,0.0010601+0.0013634i,-0.00031001+0.0004599i,-0.000853-0.00044209i,5.4177e-05-0.00036911i,0.00063926-0.00015952i,0.0012085-0.00019257i,0.0020664-4.8753e-06i,0.0015077+0.00019895i,0.0010088+0.00080431i,0.00063825+0.001075i,9.9142e-05+0.0013196i,-6.4268e-05+0.00053042i,-0.00059452-0.00093292i,-0.00072006-0.0011464i,-0.00038305-0.0003475i,0.00014172+4.0781e-06i,0.000419-0.0001244i,0.00018311-0.0002123i,-0.00077507-0.0005916i,-0.00092895-0.00072169i
0.0015576+6.8555e-05i,0.00088362+0.00099458i,-0.00066562+0.0012626i,-0.0011313+0.00047673i,-0.000742+0.00095091i,0.00032859+0.0013269i,0.001511+0.00099892i,0.0018219+0.0007835i,0.0013221+0.00051072i,0.00046146-0.00023516i,0.00046022-6.8508e-05i,0.0011408+0.00029786i,0.0013386+0.00027169i,0.00072971+0.00011234i,0.00038663-0.00023116i,0.00031731-0.00081727i,0.00046184-0.00095331i,0.00055989-0.00019416i,0.00018966+0.00045948i,0.00071233+0.00042841i,0.00080916+0.00015201i,0.00029625+0.00025632i,0.0004291+0.00024749i
0.001939-0.0016285i,0.0020834-0.00089386i,-0.00030142-0.0003968i,-0.0017025+0.0013033i,-0.001529+0.0026691i,-0.00029846+0.0029268i,0.00072529+0.0017069i,0.00066461+0.001118i,0.000381+0.0009287i,0.00033244-6.9678e-05i,0.00025393-0.00034122i,0.00030549+0.00015834i,0.00027663+0.00049131i,0.0004024+0.00064374i,0.00090972+0.00076187i,0.00082085+0.00068796i,8.9204e-05-0.00023888i,-0.00082722-0.0009683i,-0.00070962-0.00047653i,9.9442e-05-0.00018318i,0.00016521-0.00040331i,0.00012178+0.00037283i,0.00054742+0.00019897i
-0.0027008+0.0018526i,-0.0015018+0.0010984i,0.00065186+0.0013351i,0.00088227+0.0021788i,0.00089806+0.0015989i,0.00058743+0.0011066i,0.00069615+0.00063836i,0.00058287+0.00061055i,1.8599e-05+0.00032853i,0.00033365+0.00012425i,0.00086292+0.00083204i,0.0006962+0.00087147i,0.000512-0.00014703i,0.0001297-0.00052676i,-6.9067e-05-0.0002604i,-0.00057809-0.00071503i,-0.00051616-0.0013986i,6.5905e-05-0.00084543i,0.00033852+0.00060389i,-9.4566e-05+0.00096302i,-0.00018859+0.00064514i,-0.00034427+0.00084845i,-0.00091261+0.00052428i
-0.0032256-2.7139e-06i,-0.001892+0.0015416i,7.9609e-05+0.0024312i,0.00038275+0.0022369i,9.2571e-05+0.0016788i,0.0011557+0.0013334i,0.0013457+0.00079802i,0.00041772-7.8723e-06i,0.0010642+0.0001411i,0.0017021-0.001267i,0.00051703-0.0020136i,3.6121e-05-0.0004832i,0.00022782+0.00059133i,0.00016294+8.2197e-05i,-9.1188e-05+0.00028098i,-0.00038539+2.3068e-05i,0.00031537-0.00035467i,0.00070285-0.0002268i,0.00041526-2.9571e-05i,0.00043285-0.0001407i,-0.00020749-0.00036383i,-0.00074575-0.00025896i,0.00015865-2.9423e-05i
0.0007022+0.0012274i,0.00054635+0.0023114i,0.0011626+0.0033111i,0.0012076+0.0025385i,0.00123+0.0013345i,0.0010878+0.00029784i,0.00044447+0.00075556i,0.00059441+0.0006436i,0.00079557+0.00044835i,0.00099203+0.000348i,0.00037203-4.7426e-05i,-0.00032979-0.00038527i,-2.1692e-05+0.00015464i,0.00076363+0.0007946i,0.00097991+0.00079987i,0.0007221+0.00065218i,0.00015234+7.7136e-05i,-0.00047611-0.00054757i,-0.00044582-0.00064152i,0.00016956-3.6549e-05i,0.00022891+0.00024379i,-0.00021735+0.00017006i,-0.0007054-0.00019073i
0.0013212+0.0026959i,0.0003615+0.004154i,0.00014586+0.0033578i,0.00024781+0.0024427i,-0.00038009+0.001421i,-0.00026464+0.00053198i,0.00037788+0.00054746i,0.00014523+0.00063172i,0.00025953+0.00064298i,0.00060617+0.0001416i,0.00037028-0.000614i,5.493e-05+1.2828e-05i,5.4808e-05+0.00041817i,0.00042186-0.00031268i,0.00029076-1.7056e-06i,-0.00022404+0.00013334i,-0.00025039-0.00025004i,-0.00016892-0.00046991i,-0.00092452+5.3462e-05i,-0.0007052+3.0544e-05i,-0.00019158-0.00063001i,-3.3909e-05-0.00018955i,-5.8849e-05+0.0001862i
