-0.0013936+0.0013197i,-0.0010176-0.00011651i,-0.0018944-0.00099902i,-0.0014467-0.00086354i,-0.0010923+0.00032128i,-0.00085319+0.00099354i,0.00059841+0.0012081i,0.0021295+0.0017637i,0.0019228+0.001819i,0.00074296+0.00062296i,-0.00036447-0.0004122i,-0.00084711-0.001481i,-0.00079519-0.0014159i,-0.0012159-0.00068472i,-0.00057843-0.00052379i,0.00035733-0.00024225i,0.00025086+0.0002799i,0.00016894+9.122e-05i,0.0001079-0.00027718i,0.00016736-0.00074547i,0.00057487-0.0012913i,-6.7087e-05-0.00064114i,-0.00071426+9.4812e-06i
-0.00012414+4.0291e-05i,9.9766e-05+0.00064053i,0.00094496+1.9367e-05i,0.0011878-0.0011931i,0.0010305-0.0017991i,0.00082986-0.0011973i,0.00098679-0.000408i,0.0013713-0.00042957i,0.0014942-0.00018282i,0.00053854-1.9735e-05i,-0.00040693+0.00013446i,-7.1473e-05+0.00055537i,-0.00010058+0.00029595i,-0.00036889-0.00029626i,-0.00056168-0.00028881i,-0.00088037+0.00022405i,-0.00071715-0.00010418i,-0.00099819-5.8377e-05i,-0.0014921+0.00051606i,-0.0008181+0.00035164i,-4.8279e-05+7.4503e-05i,0.00016782-5.987e-05i,-0.00017863+0.0002969i
-0.00065489+0.0034941i,-0.00072966+0.0035558i,0.00029996+0.0042876i,0.001461+0.0030216i,0.0012382+0.00077997i,0.00044341-0.00063494i,0.00108-0.00075655i,0.0016247-0.00050176i,0.00099807-0.00012544i,0.00032194-0.0004758i,0.00022636-0.0009864i,-4.4416e-05-0.0012094i,-0.00072282-0.0009509i,-0.00087112-0.0010317i,-0.00099774-0.0010795i,-0.0015189+6.8786e-05i,-0.0006278+0.00076065i,0.00071941+0.00016021i,0.0004974-0.00053155i,0.00045622+0.00018536i,0.00081043+0.00027283i,0.00025656-0.00020312i,0.00020363+0.00010238i
0.0013023-0.00069365i,0.00034308-0.0012605i,0.00061599-0.0018947i,0.00038222-0.0016178i,-0.00064231-0.0019597i,-0.00059538-0.0013621i,0.00020885-0.00068767i,-7.3682e-05-0.0012025i,-0.0009921-0.00026306i,-0.0014104+0.00072902i,-0.00049886+8.6677e-05i,0.00052841-9.6346e-05i,0.00061308-0.00044702i,0.00047946-0.00049868i,0.00043946-0.0002433i,0.00017281-0.0006868i,0.00032532-0.00038394i,0.00061122+0.00012718i,0.00078924-4.3026e-05i,0.00043622-0.00015226i,-0.00030164-0.00040927i,-0.00045563-0.001014i,-0.00017209-0.0011511i
0.001223+0.0013079i,0.00094362+0.0002136i,0.0022038-0.00070846i,0.0031445-0.00090939i,0.0018267-0.00099043i,-0.00024206-0.001386i,-0.00085815-0.00078252i,0.00040108-0.00028252i,0.0011418-0.00076871i,0.00019243-0.0011221i,-0.00030689-7.45e-05i,-0.00057959+0.00074809i,-0.0015245-0.00011554i,-0.0015537-0.00043358i,-0.0011068-0.00013064i,-0.00098332+0.00049815i,-0.00090296+0.00043077i,0.00010368+0.00039857i,3.4544e-05+0.0011899i,-0.0011433-6.9067e-05i,-0.00091368-0.00074847i,-0.00032419-0.00020549i,7.3229e-05-0.00052471i
0.00078222-0.00023148i,0.00056572+0.0001367i,0.00012629-0.00076815i,0.0006344-0.0012902i,0.0010215-0.00040478i,0.00073772-0.00056783i,0.00042432-0.00087565i,0.00042798-0.00112i,0.00056008-0.00087899i,0.00057719-0.00046624i,0.00047193-0.00061192i,0.00058648+9.4172e-05i,0.00058833-0.00011353i,0.00056758-0.0011014i,0.00045917-0.00079009i,0.00010032-0.00046345i,-7.7378e-05-0.00059365i,-0.00011656-0.00033337i,0.00022378+0.00021766i,0.00053489+0.00048025i,0.00021285+0.00038459i,-0.00034054-0.00015117i,-0.00055886-0.00039048i
0.00021262+5.8029e-05i,-6.5481e-05-5.4984e-05i,9.1598e-05-0.00016296i,0.00035593-0.00077769i,0.00066389-0.0013782i,0.00084284-0.0013227i,0.0011518-0.0013739i,0.0012762-0.0012387i,2.1318e-05-0.0011268i,-0.00078955-0.00072389i,-0.0010289+0.00029739i,-0.00057463+0.00018729i,-0.00012455-0.00029107i,0.00025182-6.1861e-06i,0.00028172+0.0002846i,-0.00085853-0.00050638i,-0.00128-0.00091597i,-0.00090908-0.00092416i,-0.00051877-0.00070143i,-0.00057227-4.8686e-05i,-0.0013285-1.1192e-05i,-0.0010636-0.00044016i,-0.00044397-0.00031783i
0.00026277-5.9898e-05i,0.0013567+0.00068721i,0.0018988+0.0008242i,0.00033648+0.00096941i,-0.0003233+0.00015663i,0.00024729+0.00017102i,0.00071597+0.0010313i,0.0010704+0.0012161i,0.00042053+0.0005858i,-0.00066441-0.00049771i,-0.00090759-0.00031253i,-0.0005443+0.00010194i,-0.00022781+0.00022291i,0.00038949+0.0003111i,7.9282e-06+0.00066484i,-0.00083594+0.00034295i,-0.00046863+0.00026096i,-7.3865e-05+0.00034299i,-0.00041987+0.00033393i,-0.00065339+0.00045772i,-0.00028405-0.00029026i,-0.00017775-0.00035444i,-0.00085864-0.00059937i
0.00077095-0.0015521i,0.00064402-0.00036524i,0.00031203-0.0010445i,0.00010326-0.00089075i,-0.00079622+0.00029438i,-0.0013195+4.5402e-05i,-0.00064456+6.8711e-06i,-1.3804e-05-0.00063155i,0.00012481-0.0013523i,-9.7345e-05-0.0012481i,-9.9231e-05-0.00049042i,0.00038871-0.00016803i,0.00046211+2.1679e-05i,0.00052353-0.0002328i,0.00027231-7.2355e-06i,-0.00025165+0.00032806i,-2.464e-05+0.00054849i,-3.5999e-05+0.00084847i,-0.00061224+0.00064117i,-0.00064774+0.00068254i,-0.00061379+0.0015386i,-0.00085915+0.00021641i,-0.00079648-0.00083484i
0.00060389-0.00087163i,0.00054934-0.0009481i,0.00094763-0.0017915i,5.2407e-05-0.0015923i,-0.00012657-0.00098692i,0.0004457-0.00026908i,0.0010277+7.9918e-06i,0.0014937-0.00042923i,0.0012675-0.0007833i,0.00041324-0.00019897i,-0.00046477+0.00019755i,7.4792e-06+0.00034647i,0.00039381-0.00010648i,0.00052098-0.00057956i,0.00088746-0.00034865i,0.00080007-0.00034596i,0.00068491-0.00032372i,0.00063029+1.7994e-05i,0.00056441-1.5556e-05i,-7.5427e-05+0.00024377i,-0.00087829+0.0008146i,-0.0010672+0.00087253i,-0.00052985+0.000871i
-0.00067817-0.0025452i,-0.001005-0.0023276i,-0.0014753-0.0024165i,-0.0013568-0.002492i,-0.0017548-0.0007687i,-0.0012697+0.00053342i,0.00065805+0.00050651i,0.0012873+0.00012602i,0.00072745-0.0011114i,4.3781e-05-0.00086337i,0.00011499+0.00035509i,0.00051374+0.00052741i,0.00057631+0.00049674i,0.00093544-0.00039813i,0.0011104-0.00069301i,0.00023987+0.00041023i,-0.00072863+0.00090962i,-0.00047017+0.00027612i,-5.2168e-05-0.00031902i,0.00028435-0.00066919i,-0.00038393-0.0011161i,-0.00058756-0.00021095i,-0.00027068+0.00086237i
0.0025231+0.00071838i,0.0023248+0.00017913i,0.0032499-0.00037093i,0.0025527-0.0013832i,0.0016846-0.0014239i,0.00097362-0.00069096i,0.00061283+6.0916e-05i,0.001053+0.0002295i,0.00099388-8.3606e-07i,-0.00026345-0.00028692i,-0.00096132-0.00091997i,-0.00082936-0.00018743i,-0.00097986+0.00012419i,-0.0013097-0.00035296i,-0.00036227+0.00068567i,0.00037943+0.00093423i,0.000366+0.00075465i,0.00066514+0.00047785i,0.00056429-0.0003151i,0.00023834-0.00030403i,0.00038139-0.00014254i,0.00069052-1.0243e-05i,0.00042034+1.8486e-05i
0.0018407+0.00038572i,0.00034806-0.00061246i,-0.00016909-0.0020689i,0.00015688-0.0020887i,0.00036981-0.00080713i,-0.00012166+0.00037298i,0.00058682+0.00093686i,0.0013165+0.0012696i,0.00051432+0.0010374i,3.8751e-05+0.00028333i,0.00076376+7.5897e-05i,0.0002854+0.00053077i,0.0001347+0.00055004i,0.00051461+1.3393e-05i,0.00042562+0.00034597i,0.00030849+0.00055745i,-5.9105e-05+0.00035959i,1.0171e-05+0.00028555i,-8.936e-05-0.00025959i,-0.00043335-0.00030571i,-0.00014882+0.00035242i,-0.00045452+0.0001221i,0.00011587-0.00051386i
0.0016125+0.0025594i,0.00074677+0.0025296i,0.0026186+0.00089566i,0.0032722-0.00051795i,0.0019503-0.00090709i,0.00088433-0.00086711i,0.00025894-0.00048242i,0.00070701-0.00050958i,0.0010532-0.0011421i,0.00071469-0.0014324i,0.0007654-0.0019134i,4.9897e-05-0.0017858i,-0.00088101-0.00088757i,-0.00075254-0.00050517i,-0.00088497-0.00086941i,-0.0012762-9.3204e-05i,-0.00086681+0.00036199i,-0.00048665+0.00023615i,-0.00030895+4.4255e-05i,0.0005627-0.00041746i,0.00064914-0.00046269i,0.00052822-7.139e-05i,0.0003612-0.00014553i
-0.00067736+0.00067588i,-0.0013155+0.00018932i,-0.0010234+0.00032942i,-0.00035358+0.00063157i,0.00092357+0.00050742i,0.0014442+0.00025382i,0.00080424+0.00052527i,0.00039677+3.6507e-05i,0.00095344-0.00045774i,0.00082161-0.00074567i,0.00026695-6.3991e-05i,0.00021839+0.00018984i,-0.00017723-0.00034883i,-0.00055679-0.00080351i,-0.00058964-0.00090862i,-0.000572-0.0011852i,-0.0010391-0.0003298i,-0.00062169+0.0011546i,0.00080006+0.0016177i,0.00086663+0.0011093i,0.00089837+0.00018383i,0.00070492-0.00058249i,-5.3884e-05-0.00087419i
0.0015848+0.0017412i,0.0008561+0.001804i,0.00075853+0.00094209i,0.0010689+0.00016734i,0.00038716-0.00094833i,-0.00064145-0.0010143i,-0.00014283-0.00019244i,0.00014917-0.00050051i,-0.00030026-0.0010802i,-0.00089297-0.00087616i,-0.0014273-0.0002428i,-0.001414+1.3358e-05i,-0.0013762+6.0185e-05i,-0.00060112+2.3152e-05i,-0.00010483-0.00016635i,0.00057338-4.3778e-05i,0.00053397+0.00046501i,-0.00017057+0.00096568i,7.0336e-05+0.00049732i,7.285e-05-0.00035036i,-0.00026921-0.00079527i,-0.00095568-0.00081801i,-0.0008504-0.00021664i
0.00085326-0.0013949i,0.001483-0.00045955i,0.0012452-0.00061714i,0.00037143-0.0018649i,1.3162e-05-0.001852i,0.00020691-0.00043868i,0.00089935-0.00017553i,0.0008002-0.00030965i,0.00044787-0.00048249i,-0.00014668-0.00072036i,-0.0008719-0.00087517i,-0.00075812-2.688e-05i,9.2085e-05+0.00064674i,0.00074037+0.00054543i,0.00074513+0.00034478i,0.00086633+0.00049204i,0.00055599+0.00060409i,0.00042019+0.00019569i,0.00032667+9.9986e-05i,-1.9004e-05+3.8356e-05i,9.6674e-05-0.00023836i,-4.678e-05+0.0004538i,-0.00062887+0.00048067i
0.0013503-0.00038238i,0.0014146-0.00042303i,0.0017081-0.0017534i,0.0014382-0.0021397i,0.00089042-0.0013816i,0.00035454-0.00055714i,-0.00011935-3.5038e-05i,-0.00098836-0.00028107i,-0.0013317-0.0011048i,-0.0010406-0.0011952i,-0.00037157-4.9034e-05i,0.00061907+0.00027528i,0.0009089+0.00030379i,0.0010633+0.0005287i,0.00082599+0.0003563i,0.00039481+0.00035708i,0.001017+0.00042231i,0.0011079+0.00029379i,0.00025142-0.00051711i,6.2005e-05-0.0010053i,-0.00053072-0.000653i,-0.00053999-0.00061448i,7.1288e-05-0.00062852i
0.0029539-0.00081141i,0.0031334-0.0005856i,0.0029002-0.0015197i,0.0019944-0.0022176i,0.00079879-0.0016981i,2.5447e-05-0.00077086i,-0.00015822+1.4107e-05i,0.00053899+8.5295e-05i,0.00048367-0.00049075i,-0.00094175-0.0012886i,-0.0012101-0.00079371i,-0.00094299+0.00044474i,-0.0010477+0.0006284i,-0.00070761+0.00043679i,-0.00070722+0.00075761i,-0.00027694+5.8097e-05i,0.00048804-0.00041727i,0.00071076-9.5786e-05i,-2.7853e-06+0.0001629i,-0.001037-0.00012659i,-0.00063958-0.00057913i,0.00072657-0.00057478i,0.0013288-2.542e-05i
0.00057379-0.00092345i,0.00041516+7.3975e-05i,0.00013675-1.3455e-05i,0.00028348-0.00044142i,-1.1239e-05+0.00011141i,0.000469+0.0010172i,0.0011727+0.0014273i,0.001209+0.00094474i,0.0009567+6.0875e-05i,0.00052144-0.00046605i,-4.9011e-05-0.00099473i,-8.4922e-05-0.00062095i,0.00041647-7.1271e-05i,0.0010249+2.4645e-05i,0.00083994+0.00016936i,-7.9055e-05+0.00048332i,-0.00041046+0.00087193i,8.5335e-05+0.00046968i,0.00061759-0.00024767i,0.00079962-0.00030352i,0.00015255-7.3519e-05i,-0.00020895-0.00043293i,-0.00057178-0.00034773i
-0.00061621-0.00065187i,-0.00021659+0.00017784i,-0.00042071-0.00063572i,-0.00071763-0.00077742i,-0.0014813+0.00020792i,-0.0015991+0.00044171i,-0.00034316+0.00043334i,0.00039472+1.3684e-05i,-7.7354e-05-0.0012724i,-0.0005588-0.0014601i,-0.00055513-3.4103e-05i,0.0003267+0.00088838i,0.00079828+0.0011766i,0.00010518+0.00019286i,-0.0001377-0.00056759i,-3.6603e-06+0.00032271i,7.7352e-05+0.00079197i,0.00035802+0.00028013i,0.00063909-0.00012942i,0.00062632-0.00011838i,-0.00016056-3.9343e-05i,-0.00027497-0.00010088i,-0.00027133-1.6342e-05i
0.00091966+8.2905e-05i,0.001697-0.00016495i,0.0016615-0.001397i,0.0014313-0.0009246i,0.00060299+0.00011628i,0.00024251+9.9538e-05i,0.0010688-0.00027514i,0.0014166-0.00067153i,0.00083843-0.00092694i,2.1199e-05-0.00074414i,8.1425e-06+0.00022893i,0.00064949+0.0007338i,0.00070146+0.0002566i,0.0005851-0.00020442i,0.00020793-0.00025801i,6.4905e-05-0.00031521i,0.00042021-0.00063034i,0.00018812-0.00043183i,3.4843e-05+0.00025034i,0.00014746+0.00016614i,-7.6935e-05-0.00035414i,-0.00039035-0.00053337i,-0.00051961+0.00021502i
0.0021773-0.00042099i,0.00067536+8.7441e-05i,-0.00049349-0.0015327i,-0.0012052-0.0022735i,-0.00064517-0.00086557i,-0.000146+0.00089954i,0.00014281+0.00072875i,0.00064702-0.00021424i,0.00045679-0.00064905i,-0.00037079-0.0010532i,-0.00055143-0.001185i,-2.9624e-05-0.00085791i,0.00048285-0.0011387i,0.00022275-0.0010806i,-0.00041425-0.00050801i,-0.00034596+0.00022226i,-0.00044002+0.00072311i,-0.00026672+0.00046196i,0.00030647+3.7624e-07i,0.00022599-0.00051761i,0.00012464-0.00088599i,0.00059481-0.00071488i,0.00054472-0.00016362i
0.00035421+0.00076197i,0.00038939-0.00043622i,0.00054704-0.00063777i,0.00088784-0.0014369i,0.0014809-0.0019193i,0.0012846-0.0012761i,0.00046295+7.8736e-05i,0.00026129+0.00023927i,0.00064678-0.00071856i,0.0010431-0.00048905i,0.0003347+0.00046866i,-0.00052697+0.00089702i,-0.00020324-1.9346e-05i,-0.00022463-0.00093311i,-0.00050424-0.0010601i,-0.00064642-0.000747i,-0.00088863-0.00074388i,-0.00054197-0.00057535i,3.0146e-05-0.00085069i,0.00039695-0.00047154i,0.00044039+0.00032114i,0.00039972-0.00013361i,-0.00030545+0.00024105i
-0.00032035-0.00091442i,-0.00090726-0.00023535i,-0.00062731-0.001074i,0.0006709-0.0018712i,0.001145-0.0010501i,0.00090442+4.0735e-05i,0.00071279+0.00024387i,0.00061008-0.0001248i,0.00060945+0.0003049i,0.00024223-3.7598e-05i,-0.00022829-0.00099705i,-0.00079471-0.0010605i,-0.00059408-0.0010672i,0.00016416-0.0011628i,0.00039131-0.0010623i,-0.00050015-0.0010252i,-0.0013628-0.00050449i,-0.0011117+0.00035248i,-0.00010758+0.00026988i,0.00047473+4.2078e-05i,0.00044943+2.4218e-05i,0.00031662+0.00020694i,4.5424e-05+0.00021921i
0.0011367+0.0011591i,0.00098569-7.9509e-06i,0.0012244-0.00013316i,0.0012168-0.00020803i,0.00068848-0.00091914i,-0.00016236-0.00088977i,0.00040841-0.00011352i,0.0012374-0.00011872i,0.00060448-0.00095716i,1.5185e-05-0.0013838i,-0.00066558-0.00067315i,-0.00047278-6.8684e-05i,3.3515e-05+0.00020225i,-0.00017222+0.0003414i,-0.0004788-8.0923e-05i,-0.00075277+0.00023126i,-0.00084323+0.00033106i,-0.00032248+0.00034269i,0.00012529+0.00020805i,-0.00045011-4.6118e-05i,-0.00010817-0.00052093i,1.0276e-05-0.00060254i,-0.00081237-0.00039319i
-0.00096835+0.002413i,-0.0014633+0.0013875i,-0.0007046+0.0019462i,0.00040939+0.002088i,0.0010033+0.0011328i,0.00095167+0.00030009i,0.00057106-0.00020835i,0.00084897-0.000633i,0.00065954-0.00097128i,0.00034905-0.00078824i,0.00061218-0.0010656i,0.00031907-0.001234i,9.4152e-05-0.0010376i,0.00023366-0.000799i,0.00041649-0.00084748i,-0.00011796-0.00041362i,-0.00065678+0.0002186i,-0.00062161+2.4297e-05i,-0.0005883-0.00059476i,-0.0009327-0.00058564i,-0.0010339-0.00024728i,-0.00031048-0.00015787i,3.8147e-05+0.00025741i
-0.0011355+6.387e-05i,-0.00047308+0.0011872i,0.00049348-0.00038142i,-0.00038324-0.0010517i,1.2068e-05-0.001048i,0.0011034-0.00065546i,0.00080901-5.0073e-05i,0.00056469-0.00035188i,0.0010706-0.00049714i,0.0016506-0.00076053i,0.0010522-0.00036844i,-1.7574e-05-0.00033412i,0.00057444-0.00050053i,0.00060121-0.00032212i,0.00049703-0.00033469i,0.00046548-0.00016155i,-0.0002567-9.9227e-06i,-0.00030303+0.0003128i,0.00016803+0.00050282i,-0.00014408+0.00030496i,-0.00027782-0.00066609i,-6.5788e-05-0.00055924i,-0.00050602+2.5484e-05i
0.00055743-0.0009209i,0.00030424-0.00016884i,-0.00019805+0.0012193i,-0.00015721+0.00094038i,-0.00018687-8.1853e-05i,-0.00026528-0.00092786i,-0.00086526-0.0012255i,-0.001007-0.0014937i,-4.8185e-05-0.00094384i,0.00015456-0.00036785i,-0.00033496-0.00023352i,-0.00053032-0.00013163i,9.7907e-05-0.00026401i,0.00065015+5.6276e-05i,0.00059524+0.00018089i,-0.00031572+0.00013382i,-0.00049702+0.00043236i,0.00032401+0.00019943i,0.00087573-0.00064607i,0.00035278-0.00041841i,8.1637e-05-3.2276e-05i,0.00023681-3.3129e-05i,-0.00066395+0.00022274i
6.5534e-05-4.4351e-05i,0.00050642+0.00046179i,0.0004888+0.0001942i,0.0009244-0.0012854i,0.0011092-0.0012727i,-9.3278e-05+1.7681e-05i,-0.00058219+0.00049545i,0.00038774+0.0006429i,0.00097446+0.00067177i,0.00065223+3.5299e-05i,-0.00029277+0.00013989i,-0.00089667+0.00081283i,-7.2242e-05+2.8868e-05i,0.00025649-0.00059478i,-0.0002404-0.00059975i,-0.00057958-8.0588e-05i,-0.001099+0.00032455i,-0.0008583+0.00049783i,-0.00028656+0.0013071i,-0.00020799+0.00069258i,0.00018887-0.00081739i,0.00040773-0.0010715i,0.00054476+6.7561e-05i
-0.00018231+0.00098083i,-0.00017318-0.00011633i,0.00047511-0.00030041i,0.00071755-0.0010274i,0.00076303-0.002674i,0.00071998-0.0026762i,0.00045585-0.0017812i,0.00077699-0.001432i,0.0011786-0.0013973i,0.0003977-0.0016835i,-0.00041765-0.0016012i,-0.00037288-0.00046505i,-0.00024999-4.3009e-05i,-0.00010302-0.00097116i,-0.00029278-0.001312i,-0.00052164-0.0010674i,-0.00037065-0.00069769i,-0.00013904+0.00027841i,3.1814e-05+0.00027717i,0.00033267-0.00041949i,0.00081874-0.00079029i,0.0012351-8.7903e-05i,0.0013214+0.00046234i
5.4297e-05+0.00059312i,0.0011996+9.3263e-05i,0.0014666-0.0009019i,0.000821-0.00069455i,0.00058087+0.000278i,-0.00011526+0.00068786i,0.00024457+0.00044683i,0.0009278-0.00021884i,0.00081522-0.001113i,-0.00016922-0.0010207i,-0.00060979-0.00024778i,-0.00071639+0.00027347i,-0.00023714-5.4371e-05i,0.00070107-0.00027597i,0.00041767-0.00073654i,-0.00015023-0.00061057i,-0.00024235-0.00020637i,3.446e-05-0.00055077i,0.00027075-0.00026172i,0.00040245-0.00020343i,0.00061845-0.00020624i,5.764e-06+0.00026824i,0.00029203-0.00032774i
-0.00056567-0.00053201i,-0.0011603+0.00056093i,0.00039242+0.00018398i,0.00096583-0.00021489i,-0.00023277+0.00064459i,-0.00052396+0.00035759i,-0.00093455-0.00010857i,-0.00026583+0.00023529i,0.00045641-0.00054612i,0.00071322-0.0010049i,0.0013628-0.00038757i,0.0014695-0.00069057i,0.0011017-0.0010208i,0.0002381-0.00075218i,-0.00012629-0.00067565i,0.00027749-0.00069886i,0.00016925-0.00087911i,0.00046447-0.0003189i,0.0012128+0.00030757i,0.00077903+0.0003223i,1.5843e-05+0.00086579i,0.00033087+0.00041534i,0.00015885-0.00013552i
-0.0018351+1.9147e-05i,-0.0023485-0.0010577i,-0.0013121+0.00040738i,-0.00062127+0.0014731i,-0.00045716+0.00091081i,0.00035098+0.0015796i,0.0015195+0.0025734i,0.0019283+0.0017048i,0.0012138+0.00039001i,0.00063058+0.00011264i,0.00069543+0.00035738i,0.00071491-8.3922e-05i,0.00059134-0.00029707i,7.0698e-05-0.00056956i,-0.00033896-0.00073045i,-0.00066289-0.00031579i,-0.00094105+0.00030815i,-0.00025981+0.00043537i,0.00076067+0.00032274i,0.00073688-0.0002241i,0.00040378+0.00047678i,-6.9995e-05+0.0014595i,-0.00056411+0.0008627i
0.00014881-0.00098057i,-0.00053474-0.00055247i,-0.00078436-0.0013029i,-0.0015465-0.00086745i,-0.0016059-0.00016836i,-0.0007361-0.00024129i,-0.00012043-0.00034609i,7.7217e-05-0.00080359i,7.2461e-05-0.0011957i,-0.00061916-0.00060468i,-0.00089087+0.00014423i,-0.00045002+0.00021087i,0.00057014+0.00021116i,0.0012549+0.00010598i,0.0010866-0.00032746i,0.00063933-0.00083345i,0.00041091-0.00054036i,-0.00025591+3.6104e-05i,-0.00078454+3.1453e-05i,-0.00023924-0.00031406i,-0.00024024-9.778e-05i,-0.00069839+0.00018179i,-0.00042449+0.00016772i
-0.00035106-0.00067434i,0.00058604-0.00034663i,0.00083086+0.0012252i,0.00029787+0.0012568i,0.00045036+0.00052453i,0.00084051+0.00017747i,0.00047571+0.00032434i,0.00038669+0.00029808i,0.00067793+9.8824e-05i,0.00029206+0.00060871i,-0.00057335+0.00063948i,-0.00077059+0.00021495i,-0.00015199-0.00054174i,-6.3407e-05-0.00095989i,-0.00073605-0.00059606i,-0.00085482-0.00058299i,-0.00066819-0.001136i,-0.0001721-0.00154i,-0.00011093-0.0019129i,-0.0005443-0.0014302i,-0.00028024-0.00040268i,8.6848e-05-0.00027984i,0.00039743-0.0004621i
-0.0024432-0.0011212i,-0.0033326-0.0011284i,-0.0033683-0.00057067i,-0.0016803+8.5944e-05i,-0.00046074+0.0003519i,-0.00033102+0.00020885i,3.7961e-05+0.00014099i,0.00022152-0.00034289i,-0.00065055-0.0006125i,-0.00066499-0.00011562i,0.00045752+8.1227e-06i,0.0003458-0.00088926i,9.9756e-05-0.0014107i,0.00046131-0.0015801i,0.00050485-0.00085309i,0.00020937+0.00013911i,0.00050108+0.00018974i,0.0007325+0.00013263i,-0.00037895+0.00062097i,-0.00045461+0.00097531i,-0.00032298+0.00084822i,-0.00054798+0.00045141i,-0.00073069-0.00016894i
-0.00033763-0.00084952i,-0.0013459-0.0010748i,-0.0023763+0.00011798i,-0.0020614+0.0007068i,-0.0014195+0.00035904i,-0.00064204-0.00023233i,-0.00036451+9.5015e-05i,-0.00027365-0.00010574i,0.000666-0.0008877i,0.00081817-0.00033398i,0.00015748+8.245e-05i,-0.0004023-0.00045886i,-9.3335e-05-0.0010546i,9.1144e-05-0.0017086i,0.00058056-0.0014877i,0.00059259+0.00010367i,-0.00037139+0.0001149i,-0.00030838-0.00038544i,-0.00029696-6.6138e-05i,-0.00042134+0.0002187i,-0.00063785-0.00031009i,-0.00086283-0.0012081i,-0.00048481-0.00078393i
0.00053914-0.00081858i,0.00081193-0.0013723i,0.001252-0.00070823i,0.0016025-6.5476e-05i,0.00085795-0.00025956i,0.00057852-0.00018317i,0.00141+0.00012621i,0.0013349-0.00039241i,0.00061027-0.0015137i,-0.00062641-0.0019966i,-0.00098883-0.00097293i,-0.00063528-0.00023915i,-8.5923e-05-0.00057739i,0.00032148-0.00046587i,6.1718e-05-0.00046464i,-8.2747e-05-0.00023737i,-8.1021e-05+0.00019968i,-0.00013773+2.9545e-05i,0.00026972-0.00018361i,0.00068594-0.0002465i,0.0012161-0.00072001i,0.00099348-0.00051414i,0.00013534+7.015e-08i
0.0016723+0.00074012i,0.00087506+0.00087497i,0.0017708+0.00055i,0.0017294-3.8643e-05i,0.00068887-0.0016331i,-0.00018434-0.0018664i,-0.00023902-0.001076i,0.00022239-0.00077078i,0.00031481-0.00050408i,-0.00026614-0.00059382i,-0.00033873-0.00070643i,-0.0005034-0.00040962i,-0.00024772-0.00069067i,-1.6776e-05-0.0010161i,-0.00059903-0.00039376i,-0.00054778+6.241e-05i,-0.0004572+0.00033174i,-0.00019261+0.00036923i,-0.00026392-4.7005e-05i,-0.00099622-0.00031914i,-0.00045458-0.00041974i,0.00031883-8.355e-05i,5.235e-07+0.00024926i
-0.0013319+0.00013999i,-0.002256-0.0014823i,-0.0020071-0.0017038i,-0.0013619-0.00037752i,-0.0010049+0.00021685i,-0.00047309-0.00017112i,0.0008348-0.00032298i,0.0010682-0.00056114i,0.00072355-0.00054568i,-1.6226e-05+2.1532e-06i,-0.00092643+0.00070756i,-0.00062027+0.00046162i,0.00075694+0.00019934i,0.0014802-3.7898e-05i,0.00071903-0.00070965i,-0.00043713-0.0012967i,-0.00080115-0.0011803i,-0.00037663-0.00045791i,-0.00015583+1.5737e-05i,-0.00062492-0.00082137i,-0.0008733-0.001354i,-0.00076775-0.00028098i,-0.00011738+0.00016583i
-0.0020498-0.0003375i,-0.0010679-0.00045165i,-0.000405-0.00022344i,2.9776e-05+0.00082321i,0.00026947+0.00076966i,0.00022609+0.00019895i,0.0002535+0.00039473i,0.00054889+0.00032648i,0.00052488-0.00017691i,0.00027001-0.00049582i,-0.00071778-0.00034688i,-0.00066089-3.9574e-05i,0.00021975+5.5581e-05i,-0.00011665-0.00016006i,-0.00061688-0.00078347i,-0.00067685-0.000939i,-0.00040876-8.2725e-05i,0.00053087+0.00015051i,0.0011743-3.5887e-05i,0.00032481-0.00022443i,-0.00056053-0.00041967i,-0.0003361-6.458e-05i,-0.00032199+0.00094063i
-0.00090813-0.0020817i,-0.0015676-0.002158i,-0.0012131-0.0027106i,-0.0007349-0.0015959i,-0.00080277-0.00071202i,-0.00058862-0.00027311i,0.00059776+0.00078446i,0.0013105+0.00053913i,0.00028684-0.00064109i,5.9325e-05-0.00083469i,0.0003873+1.2206e-05i,0.00020727+0.00010901i,-0.00020882-0.00025873i,-0.00062812-0.0011316i,-0.00036226-0.0021423i,-0.00011749-0.0012141i,-0.00038601+0.00084115i,-0.00091728+0.0012455i,-0.00085796+0.00012098i,-0.00053033-0.00011638i,-0.000482+0.00023215i,-0.00057257+0.00094517i,-0.00059342+0.00074167i
0.0002858-0.0016843i,0.00055313-0.00053531i,-0.0010238+0.00036228i,-0.0019534-0.00075539i,-0.0011186-0.001314i,-0.0003975-0.00095901i,7.6985e-05-0.00088707i,7.2608e-05-0.00056845i,-0.00031244-0.00060055i,-0.0012334-0.00061324i,-0.0012148+1.2493e-05i,-0.00030173+0.00038908i,0.00012556-0.00020521i,-3.1893e-05-0.0012616i,0.00014528-0.0011582i,0.00018601-0.00069915i,-0.00020852-0.00094851i,-0.0006499-0.00094002i,-0.00060366-0.00081866i,-0.00041487-0.00069618i,-0.00013609-0.00015702i,-7.7656e-05+0.00070397i,0.00012154+0.00082992i
