-0.0024754+0.0012173i,0.00010665+0.0013173i,0.00016769+0.0012527i,0.00082814+0.0010153i,0.00087988+0.0024681i,0.0007319+0.002401i,0.00088805+0.0013343i,0.0010249+0.00063745i,0.00082254+0.00021462i,0.00078755+0.00018884i,0.00042964-0.00019707i,-3.6461e-05-0.00038561i,0.00028189-3.5798e-05i,-0.00040302-0.00018148i,-0.001086-0.00033287i,-0.00081088+5.4519e-05i,-0.00043432+0.00061809i,-0.00023068+0.0010695i,-0.00060414+0.00091992i,-0.0012834-0.00065543i,-0.00077688-0.00098535i,-0.00044241-0.00012617i,-0.0011871-9.7842e-05i
0.10361-0.011231i,0.10676+0.00050924i,0.0040649+0.068903i,-0.09538+0.15627i,-0.081833+0.1534i,-0.018889+0.074458i,0.014385+0.015526i,0.018233-0.00053739i,0.014714-0.0061104i,0.0092566-0.010365i,0.0034353-0.013083i,-0.0031875-0.013696i,-0.0052655-0.0098695i,-0.001858-0.0066739i,0.0022634-0.0032351i,0.0058099+0.0011584i,0.0070236+0.0073566i,0.0021086+0.012682i,-0.0044296+0.01071i,-0.0039114+0.0027112i,0.0039895-0.0071886i,0.012546-0.010505i,0.016679-0.0068087i
-0.019336+0.12669i,-0.012611+0.23246i,0.034739+0.29248i,0.11074+0.29249i,0.15584+0.23266i,0.125+0.1092i,0.064721+0.011345i,0.033683-0.016477i,0.017982-0.014052i,0.0057635-0.0051439i,0.002587-0.00089489i,0.0029672-0.0020173i,0.005805-0.0021225i,0.010347-0.0045459i,0.011437-0.0086797i,0.011212-0.0085439i,0.014488-0.0019066i,0.019145+0.0054857i,0.019367+0.0040707i,0.0080426-0.0037596i,-0.010102-0.004548i,-0.017602+0.0021297i,-0.0086995+0.0041545i
-0.10308-0.033044i,-0.12781-0.039112i,-0.019344-0.015554i,0.13714-0.015027i,0.15411-0.043462i,0.069691-0.036312i,0.017295-0.01242i,0.007371-0.010368i,0.0030255-0.009258i,-0.003438-0.001925i,-0.0063884+0.005825i,-0.0021959+0.010521i,0.0033983+0.0069333i,0.0054637+0.0015487i,0.0042552-0.0029368i,-0.00016358-0.0075706i,-0.0047859-0.0093095i,-0.0054136-0.007046i,-0.0032882-0.0031656i,-0.0032711+0.0026584i,-0.0033934+0.011783i,-5.6914e-05+0.019651i,0.0038492+0.019909i
0.070324-0.12224i,0.11441-0.22674i,0.10153-0.30249i,0.025069-0.31377i,-0.052312-0.24923i,-0.082009-0.12137i,-0.057739-0.018853i,-0.026416+0.013731i,-0.011033+0.011777i,-0.0030502+0.0043134i,-0.0014316+0.0015399i,-0.0011795+0.0052784i,-0.00060002+0.0080711i,-0.0030136+0.010956i,-0.0045582+0.014979i,-0.0072574+0.015119i,-0.014798+0.010373i,-0.01937+0.0046862i,-0.012651+0.0031947i,0.0042572+0.0029867i,0.019135-0.0014279i,0.020145-0.0084937i,0.01031-0.0081986i
0.10868+0.044431i,0.15815+0.02081i,0.093826-0.087086i,-0.073789-0.16679i,-0.16399-0.10921i,-0.11047-0.012841i,-0.038465+0.02656i,-0.012596+0.029034i,-0.0055959+0.025226i,0.0046134+0.016858i,0.011058+0.0059427i,0.0066004-0.0006362i,-0.0007472-0.00019877i,-0.001553+0.0012523i,0.003795+0.00020244i,0.011535-0.0020119i,0.014477-0.0028685i,0.0096797-0.0010771i,0.0047244+0.000625i,0.0012053-0.0026401i,-0.0067556-0.012694i,-0.01621-0.018981i,-0.018938-0.014395i
-0.073239+0.073909i,-0.11997+0.12351i,-0.13726+0.15156i,-0.12275+0.16532i,-0.075381+0.15567i,0.00078634+0.10118i,0.032372+0.034059i,0.010842+0.012453i,0.0012411+0.016931i,0.0054307+0.011092i,0.006656+0.0029197i,0.0044021-0.0023275i,0.0026478-0.0032973i,0.0024902-0.0040217i,-0.00037022-0.0072376i,-0.00048282-0.011004i,0.005709-0.015296i,0.010747-0.017258i,0.0099731-0.015611i,0.0054234-0.0079984i,0.00075892+0.0041631i,-0.0031302+0.010546i,-0.0080536+0.0083548i
-0.069657-0.05562i,-0.12786-0.038642i,-0.12413+0.068292i,-0.01985+0.18043i,0.089339+0.15662i,0.085573+0.03877i,0.024548-0.023567i,-0.00035061-0.019754i,-0.00094555-0.010076i,-0.0049329-0.0057569i,-0.0097843-0.0039733i,-0.010754-0.0049041i,-0.0091978-0.0052631i,-0.009433-0.0027936i,-0.011977+0.0031839i,-0.014291+0.011131i,-0.012618+0.014518i,-0.0068211+0.01287i,-0.0030729+0.012583i,-0.0023356+0.011621i,0.00034978+0.0069253i,0.006944-0.0004676i,0.010937-0.0034542i
0.064887-0.0061502i,0.099667+0.00015388i,0.13252+0.022027i,0.1656+0.016282i,0.14546-0.027055i,0.055466-0.048987i,-0.008208-0.031997i,-0.008725-0.026958i,-0.0076305-0.027384i,-0.013105-0.015482i,-0.010077-0.0073995i,-0.005886-0.0041117i,-0.0048837-0.0019205i,-0.0032444+0.0040172i,0.0020316+0.015186i,0.0094569+0.026653i,0.013552+0.031794i,0.014079+0.023275i,0.0090156+0.0071069i,-0.00026745-0.00496i,-0.0064321-0.010608i,-0.0088857-0.01104i,-0.0054834-0.0094104i
0.016321+0.077142i,0.069975+0.11555i,0.12646+0.074696i,0.11504-0.039468i,0.033688-0.094284i,-0.010419-0.038766i,0.0087955+0.0003245i,0.012305-0.008377i,-0.0029863-0.0092418i,-0.0058345+0.00042395i,0.00013451+0.0084264i,0.0086004+0.012212i,0.011729+0.006786i,0.0084477-0.0023171i,0.0072046-0.012077i,0.0074948-0.024363i,0.0090562-0.027645i,0.0085514-0.020371i,0.0019667-0.011589i,-0.0068726-0.0018914i,-0.010881+0.0079316i,-0.0068722+0.012514i,-0.00094907+0.0086456i
-0.046085-0.029664i,-0.068084-0.04065i,-0.07646-0.060065i,-0.1061-0.071255i,-0.12737-0.039473i,-0.084292+0.01401i,-0.016281+0.033543i,0.0097715+0.019846i,0.0064927+0.01135i,0.0030991+0.0085255i,-0.00045544+0.0094963i,0.0027362+0.014432i,0.0078728+0.013542i,0.0052658+0.0068991i,-0.0034378-0.0022112i,-0.018372-0.011063i,-0.033419-0.017366i,-0.037077-0.017931i,-0.025552-0.013569i,-0.0039098-0.01042i,0.016694-0.0084314i,0.024356-0.0073797i,0.017236-0.0051885i
0.022863-0.087784i,-0.013171-0.17483i,-0.092895-0.18619i,-0.15573-0.081784i,-0.14044+0.022763i,-0.070222+0.036571i,-0.021502+0.023417i,-0.0026938+0.027115i,0.01099+0.020753i,0.01224+0.0081073i,0.0024725+0.0014314i,-0.011308+0.001003i,-0.015683+0.0064885i,-0.0086257+0.0090304i,-0.0043135+0.0087712i,-0.0038199+0.013577i,-0.0074696+0.020856i,-0.0089171+0.024966i,-0.0013327+0.025445i,0.0076329+0.020257i,0.010315+0.0092756i,0.005726-0.0009494i,0.0018607-0.0040418i
0.042548+0.018426i,0.05679-0.0047099i,0.020241-0.026407i,-0.0098898+0.0011345i,0.018184+0.035462i,0.033893+0.022701i,0.0045248+0.0078329i,-0.0060931+0.019495i,0.0029406+0.018744i,0.0054232+0.0057334i,0.0046895-0.0086364i,-0.0019826-0.015743i,-0.0030069-0.0079829i,0.0073045-0.0044665i,0.019514-0.0072341i,0.034258-0.0077988i,0.044133-0.0067739i,0.036662-0.0022941i,0.020122+0.0011862i,0.0069107-0.00032213i,-0.0022075+0.00093041i,-0.0049926+0.0082494i,-0.0029583+0.012105i
-0.025818+0.079833i,-0.021131+0.17571i,0.023844+0.20553i,0.098182+0.11803i,0.13518+0.0072814i,0.090895-0.030473i,0.028707-0.016367i,0.0039527-0.0071842i,-0.0039574+0.00021867i,-0.0068536+0.0068518i,-0.00024432+0.0045914i,0.0076532-0.0021098i,0.0066452-0.0082663i,-0.0020169-0.012433i,-0.010516-0.016909i,-0.015629-0.025131i,-0.013589-0.03227i,-0.0032307-0.028571i,0.0040443-0.01639i,0.0030513-0.0027026i,0.0017776+0.0059731i,0.0037861+0.0048216i,0.0032498-0.00036486i
-0.020398+0.027959i,-0.047022+0.082159i,-0.015193+0.13092i,0.03705+0.10284i,0.010288+0.033032i,-0.035572-0.0034884i,-0.030983-0.014478i,-0.018547-0.018511i,-0.014056-0.011703i,-0.010247-0.0019958i,-0.0052654+0.0052918i,0.0035712+0.0046714i,0.0020313-0.004427i,-0.0088974-7.0998e-05i,-0.013295+0.01679i,-0.017752+0.03128i,-0.024341+0.035104i,-0.021948+0.021254i,-0.014981+0.0011736i,-0.013015-0.012044i,-0.016532-0.018138i,-0.022431-0.017147i,-0.020273-0.011225i
-0.0065056-0.03834i,0.010442-0.10508i,0.015403-0.12268i,-0.02731-0.049905i,-0.083975+0.034394i,-0.088891+0.066367i,-0.045442+0.047073i,-0.01753+0.014544i,-0.010872+0.0033109i,0.0023092+0.004969i,0.0079558+0.0064677i,0.0046438+0.0098012i,0.0021475+0.013076i,0.0024196+0.016608i,0.0089438+0.01987i,0.021628+0.022846i,0.034666+0.024377i,0.037389+0.016562i,0.029978+0.00164i,0.01835-0.0052669i,0.0072055-0.00079928i,-0.0011659+0.0045053i,-0.0076856+0.0035635i
-0.0030226-0.071259i,0.036921-0.13961i,0.056648-0.19272i,0.02186-0.16713i,0.010898-0.068966i,0.046142+0.0049177i,0.054326+0.014595i,0.026089+0.012382i,0.0046026+0.015955i,0.0014839+0.0084655i,-0.0013841-0.0022487i,-0.0056156-0.0033536i,-0.0018742-0.0014796i,0.006305-0.0078204i,0.011085-0.01943i,0.016313-0.032145i,0.020507-0.040376i,0.014942-0.0336i,0.0038401-0.015665i,-0.0010816-0.0037554i,0.0017848-0.0028623i,0.0084645-0.0035469i,0.0113-0.0010141i
0.028081-0.021698i,0.0007986-0.0050282i,-0.022311-0.012421i,0.01592-0.074626i,0.088183-0.14162i,0.12346-0.14979i,0.097445-0.10245i,0.054959-0.051894i,0.023839-0.028172i,-0.0028302-0.017172i,-0.014778-0.0056089i,-0.01334+0.00094584i,-0.0088408+3.35e-05i,-0.0092333-0.0034504i,-0.018409-0.002395i,-0.032281+0.003619i,-0.044071+0.0066713i,-0.042284+0.008491i,-0.02567+0.01338i,-0.005157+0.015804i,0.0092957+0.011168i,0.013318+0.00093735i,0.011681-0.0086012i
0.03148+0.092774i,0.0089634+0.13924i,-0.029622+0.16891i,-0.034871+0.14234i,-0.031327+0.054157i,-0.050053-0.017889i,-0.045971-0.031325i,-0.017327-0.037457i,-0.003689-0.041552i,-0.0071388-0.023629i,-0.0077345-0.0067787i,-0.0052547-0.0021408i,-0.0030756+0.0012576i,0.0011388+0.0066424i,0.0069884+0.013137i,0.012018+0.023874i,0.0091974+0.036754i,-0.0032254+0.03822i,-0.013141+0.029637i,-0.013329+0.02353i,-0.0078294+0.020522i,-0.0030692+0.017034i,1.1387e-05+0.010543i
-0.011674+0.036326i,0.033974+0.061311i,0.048099+0.10335i,-0.012918+0.17254i,-0.08032+0.23535i,-0.094847+0.2191i,-0.070546+0.14135i,-0.038499+0.081931i,-0.01166+0.051695i,0.014221+0.030386i,0.027152+0.01128i,0.027573+0.0039916i,0.027521+0.0073781i,0.024195+0.004566i,0.015511-0.0071528i,0.010923-0.020508i,0.015274-0.028423i,0.022034-0.028717i,0.0222-0.025898i,0.015626-0.023582i,0.009241-0.0203i,0.0037622-0.014046i,-0.0021766-0.0041634i
0.033979-0.050865i,0.076907-0.06198i,0.10578-0.063715i,0.066446-0.043475i,-0.0010888+0.017528i,-0.013456+0.085485i,0.0039162+0.10246i,0.0042797+0.095472i,0.0043599+0.084911i,0.0051107+0.053781i,-0.0022134+0.02338i,-0.0069737+0.0070976i,-0.0077015-0.0032952i,-0.012155-0.011572i,-0.023114-0.020043i,-0.037315-0.028238i,-0.043243-0.03079i,-0.03305-0.024563i,-0.015812-0.017185i,-0.0081353-0.01287i,-0.007876-0.0069059i,-0.0052616-0.00089158i,1.4223e-06+0.0028466i
-0.029596+0.036459i,-0.095862+0.029431i,-0.11075-0.034889i,-0.042634-0.15389i,0.013166-0.25855i,0.0055538-0.25125i,-0.0021887-0.14761i,0.014311-0.072048i,0.0087756-0.043349i,-0.014727-0.013733i,-0.023178+0.010307i,-0.023888+0.014514i,-0.02606+0.0098456i,-0.022044+0.01155i,-0.010296+0.023023i,0.0025025+0.03821i,0.0067974+0.043746i,0.0049098+0.033264i,0.0023121+0.014465i,-0.0010933+0.0026156i,-0.0020206+0.00075719i,-0.00039148-0.00081323i,-0.0010957-0.0058901i
-0.15678+0.037855i,-0.25846+0.056523i,-0.26612+0.062618i,-0.16349+0.031099i,-0.089647-0.034673i,-0.099188-0.074787i,-0.096593-0.072805i,-0.066219-0.079721i,-0.050561-0.080592i,-0.039124-0.046479i,-0.022957-0.016435i,-0.017635-0.0041785i,-0.016032+0.0044222i,-0.0014964+0.0061271i,0.021643-0.0010138i,0.042431-0.012494i,0.051253-0.017116i,0.040251-0.0078459i,0.020588+0.007628i,0.012173+0.017117i,0.014014+0.014768i,0.015143+0.0061588i,0.013054-0.0011431i
-0.011841-0.10995i,-0.0042955-0.1035i,-0.0045801-7.0529e-05i,-0.0066472+0.14652i,0.025468+0.24642i,0.065003+0.23088i,0.043838+0.138i,-0.01338+0.081888i,-0.02042+0.05998i,0.012163+0.019247i,0.028504-0.017745i,0.029305-0.02431i,0.026419-0.0163i,0.016946-0.0086656i,0.0050758-0.0039073i,-0.0066451-0.0076048i,-0.013718-0.019486i,-0.011869-0.024251i,-0.0039402-0.016228i,-0.0011223-0.0097677i,-0.011187-0.0070046i,-0.021812-0.0015406i,-0.019828+0.0040221i
0.24108-0.071483i,0.37852-0.14584i,0.37676-0.15728i,0.24411-0.052481i,0.16982+0.083921i,0.18581+0.12469i,0.15501+0.085674i,0.092604+0.072196i,0.065041+0.070428i,0.04435+0.033775i,0.016207+0.0055744i,0.0080769-0.0061221i,0.0043145-0.016789i,-0.011425-0.01054i,-0.023699+0.0078943i,-0.02796+0.026212i,-0.026247+0.040535i,-0.013004+0.039595i,0.0036469+0.023252i,0.011416+0.0056379i,0.014007-0.003947i,0.014882-0.0026162i,0.012676+0.002099i
0.094297+0.088839i,0.18397+0.017163i,0.20208-0.14306i,0.11785-0.25197i,0.038882-0.25395i,0.042294-0.21373i,0.074642-0.17248i,0.079514-0.12767i,0.053314-0.082255i,0.020743-0.033073i,0.012069+0.0026528i,0.016987+0.012216i,0.020176+0.0059074i,0.021971-0.0033435i,0.025068-0.0038193i,0.036394+0.0044217i,0.050914+0.0080721i,0.046841-0.0013013i,0.021485-0.0093771i,-0.0021024-0.0055406i,-0.013021-0.00057571i,-0.019001+0.0013889i,-0.023434+0.0038093i
-0.1767+0.061676i,-0.26408+0.13192i,-0.24945+0.11882i,-0.17452+0.0026077i,-0.17081-0.10135i,-0.21054-0.10918i,-0.16876-0.071294i,-0.092498-0.067907i,-0.064993-0.05412i,-0.043885-0.0068156i,-0.014981+0.017311i,-0.0074509+0.019458i,-0.0018438+0.018307i,0.0083578+0.0011751i,0.0056461-0.02881i,-0.0088906-0.053217i,-0.022493-0.057193i,-0.022115-0.039576i,-0.01126-0.020645i,-0.00069262-0.013589i,0.0064877-0.011376i,0.0096571-0.010159i,0.0093674-0.0097452i
-0.11864+0.021324i,-0.2687+0.16351i,-0.31747+0.32762i,-0.199+0.33047i,-0.089278+0.19199i,-0.074412+0.10469i,-0.065748+0.10007i,-0.045435+0.089993i,-0.029776+0.063623i,-0.015466+0.03077i,-0.013816+0.0037618i,-0.018449+0.0020719i,-0.015938+0.014292i,-0.01004+0.019672i,-0.0096873+0.019211i,-0.02078+0.016355i,-0.039578+0.011892i,-0.048142+0.0084003i,-0.039341+0.0088473i,-0.025496+0.018704i,-0.011117+0.031996i,0.0027015+0.030161i,0.0092359+0.014095i
0.043549+0.046652i,0.10315+0.074885i,0.14186+0.12704i,0.1266+0.16743i,0.092915+0.16022i,0.061142+0.13295i,0.034966+0.10585i,0.033556+0.075409i,0.037435+0.033295i,0.010202+0.0040649i,-0.02169+0.0040554i,-0.028791+0.01096i,-0.028572+0.011653i,-0.025996+0.017641i,-0.015091+0.029221i,-0.0015457+0.034193i,0.0056015+0.029835i,0.0035567+0.023918i,0.00098716+0.01454i,0.0012143-0.0039194i,0.0052834-0.027066i,0.010909-0.041647i,0.011796-0.039052i
0.04981-0.094081i,0.18484-0.17921i,0.2702-0.23876i,0.19959-0.21007i,0.093743-0.1076i,0.07464-0.022626i,0.073259+0.0034392i,0.039304-0.0019012i,0.010891-0.011424i,0.0053581-0.01269i,0.015314-0.011568i,0.025713-0.019886i,0.024998-0.03023i,0.017749-0.032228i,0.014231-0.024088i,0.022785-0.015436i,0.030812-0.017691i,0.021049-0.021346i,0.0077137-0.0089308i,0.008174+0.011558i,0.0069424+0.025341i,-0.0054262+0.033275i,-0.011882+0.03537i
0.087473-0.14365i,0.055279-0.25821i,-0.042943-0.31756i,-0.11408-0.245i,-0.11272-0.09782i,-0.074421-0.0033038i,-0.041547+0.029997i,-0.032797+0.056699i,-0.027866+0.074936i,-0.0027812+0.061691i,0.018341+0.030561i,0.021451+0.0069683i,0.017048-0.0040338i,0.0028678-0.0090572i,-0.013192-0.0080427i,-0.019421+0.0028596i,-0.0098518+0.01598i,0.011003+0.01811i,0.024414+0.0041875i,0.018863-0.017822i,0.0061021-0.03095i,0.0026578-0.027969i,0.0029098-0.018077i
-0.041028+0.10393i,-0.20641+0.11059i,-0.37878+0.096191i,-0.3526+0.093538i,-0.18103+0.049221i,-0.064021-0.038523i,-0.019097-0.077587i,0.013817-0.052303i,0.025736-0.013474i,0.017126+0.004561i,0.0060347+0.00037221i,-0.0030116+0.0017341i,-0.0038546+0.017767i,0.0083411+0.030657i,0.02323+0.024005i,0.027252+0.0076741i,0.02623+0.0017268i,0.026622+0.0029831i,0.023086+0.0048189i,0.019675+0.012353i,0.021666+0.022688i,0.02182+0.025737i,0.017524+0.021497i
-0.14271+0.10373i,-0.12929+0.16811i,-0.019759+0.18952i,0.057141+0.14723i,0.030695+0.07439i,-0.042043+0.00074698i,-0.084393-0.068186i,-0.068767-0.1163i,-0.040834-0.11343i,-0.040087-0.061879i,-0.045367-0.0045633i,-0.040396+0.027998i,-0.029096+0.035382i,-0.01471+0.029312i,-0.0047742+0.016404i,-0.0044624+0.00078365i,-0.0075031-0.010575i,-0.0031965-0.011787i,-0.0022987-0.01058i,-0.01846-0.011993i,-0.037937-0.011136i,-0.039743-0.011783i,-0.028554-0.01355i
0.071955-0.062837i,0.27283-0.0022471i,0.45983+0.064664i,0.43797+0.020848i,0.26828-0.043908i,0.13353-0.01282i,0.037345+0.033417i,-0.04335+0.041457i,-0.062839+0.027903i,-0.038886+0.0045431i,-0.019652-0.0063116i,-0.0083845-0.0093837i,-0.0040411-0.019058i,-0.0080407-0.02508i,-0.010814-0.016714i,-0.0071847-0.0057574i,-0.0095306-0.0030521i,-0.017229-0.0025971i,-0.011191-0.0014487i,0.0097699+0.0025932i,0.028534+0.010418i,0.033181+0.018351i,0.027116+0.020619i
0.17383+0.046739i,0.21574+0.073838i,0.17119+0.010688i,0.089351-0.073052i,0.045475-0.033332i,0.071094+0.074117i,0.10237+0.14111i,0.071887+0.16298i,0.035883+0.14055i,0.030499+0.082152i,0.030895+0.033457i,0.026918+0.0093218i,0.015034-0.0057098i,-0.004587-0.011527i,-0.020687-0.0041054i,-0.022968+0.0097194i,-0.016116+0.014705i,-0.015696+0.0030888i,-0.026464-0.0084533i,-0.036922-0.010664i,-0.037996-0.014712i,-0.03334-0.023529i,-0.027579-0.025265i
-0.22458+0.08911i,-0.47615+0.083022i,-0.63217+0.08407i,-0.5157+0.11991i,-0.242+0.087383i,-0.021681-0.014894i,0.10557-0.08626i,0.14699-0.11287i,0.10758-0.097661i,0.059463-0.064337i,0.035209-0.055471i,0.018335-0.052683i,0.014854-0.036399i,0.02403-0.024852i,0.030066-0.032931i,0.016868-0.046638i,-0.0095816-0.043317i,-0.024555-0.022498i,-0.018204+0.0015489i,0.0063752+0.011013i,0.027796+0.0039587i,0.030318-0.0022635i,0.024639-0.0036779i
-0.18384-0.28898i,-0.259-0.42127i,-0.2235-0.31089i,-0.12012-0.078901i,-0.082993-0.0059367i,-0.13588-0.06972i,-0.15457-0.12661i,-0.096069-0.15055i,-0.050561-0.11819i,-0.029556-0.045546i,-0.01249-0.0034624i,-0.013549+0.0056122i,-0.016184+0.0079635i,-0.012258+0.0076779i,-0.011608+0.0099818i,-0.0070179+0.0153i,0.0036261+0.018958i,0.013613+0.018685i,0.01981+0.012405i,0.011912+0.007045i,-0.0055388+0.0090744i,-0.018006+0.011239i,-0.025943+0.0096556i
0.39121-0.1382i,0.65831-0.18386i,0.68095-0.19591i,0.43256-0.1913i,0.15938-0.15626i,-0.016878-0.089892i,-0.11653-0.0019424i,-0.13231+0.082718i,-0.074379+0.10448i,-0.025208+0.071456i,-0.015367+0.044586i,-0.0056102+0.032228i,0.0050965+0.019117i,0.0026741+0.0092992i,0.007428+0.0085779i,0.027358+0.0058688i,0.048564-0.0020886i,0.05888-0.011861i,0.054085-0.025219i,0.040658-0.034245i,0.026643-0.031083i,0.018203-0.015647i,0.01614-0.00023885i
0.18752+0.46072i,0.30185+0.56663i,0.30938+0.30111i,0.1631-0.03887i,-0.0033306-0.045823i,-0.018313+0.12896i,0.028768+0.20393i,0.025642+0.18204i,0.0029031+0.1227i,-0.016897+0.072275i,-0.019206+0.057049i,-0.0049367+0.046791i,-0.0012954+0.034857i,-0.0089463+0.032856i,-0.021696+0.04077i,-0.025007+0.049978i,-0.012529+0.041858i,-0.0023851+0.020573i,-0.0054087+0.010613i,-0.014304+0.017504i,-0.017593+0.022689i,-0.014013+0.013642i,-0.0083765+0.0032289i
-0.53206+0.20835i,-0.79174+0.36463i,-0.76362+0.40822i,-0.48866+0.31921i,-0.1731+0.18748i,0.069985+0.090925i,0.20041+0.010831i,0.18558-0.077278i,0.087808-0.11621i,0.013413-0.098987i,-0.013775-0.079089i,-0.023165-0.06087i,-0.015283-0.035936i,0.0071802-0.02876i,0.015404-0.039157i,0.00024517-0.037109i,-0.018605-0.015826i,-0.021998+0.0021681i,-0.014391+0.0024902i,-0.0073329-0.0053577i,0.0012274-0.011314i,0.01027-0.019188i,0.012937-0.027812i
-0.15778-0.54839i,-0.28079-0.70362i,-0.24824-0.43522i,-0.046946-0.065439i,0.080196+0.0070275i,0.025365-0.062566i,-0.030789-0.074333i,-0.0034376-0.060352i,0.020255-0.038046i,0.027586-0.01209i,0.031272-0.0014029i,0.025322+0.0076384i,0.017699+0.015763i,0.012463+0.023653i,0.016784+0.031741i,0.025661+0.025479i,0.021544+0.009438i,0.0023009+0.003167i,-0.013591+0.0075259i,-0.013688+0.010309i,-0.0072284+0.010101i,-0.0055697+0.010618i,-0.0058529+0.014573i
0.59932-0.17117i,0.88059-0.25009i,0.79373-0.19229i,0.46906-0.05373i,0.21201-0.0062838i,0.02509-0.063742i,-0.11792-0.065307i,-0.1287+0.023066i,-0.045544+0.081619i,0.018417+0.070551i,0.034264+0.03867i,0.03284+0.011341i,0.026986-0.0096917i,0.01821-0.028999i,0.012418-0.049801i,0.0010822-0.068716i,-0.01651-0.074534i,-0.025053-0.057692i,-0.016479-0.027851i,-0.0015886-0.0059853i,0.0071646+0.0017555i,0.012109+0.0058043i,0.017575+0.007959i
0.092691+0.5039i,0.18265+0.61848i,0.19861+0.3705i,0.083758+0.082425i,-0.05406+0.10265i,-0.066373+0.22165i,-0.041737+0.18176i,-0.087651+0.080857i,-0.11323+0.049906i,-0.080632+0.062465i,-0.037054+0.06881i,-0.013017+0.049418i,-0.016581+0.024193i,-0.026415+0.026178i,-0.024688+0.046105i,-0.011+0.061751i,0.010449+0.067568i,0.030199+0.054148i,0.039446+0.024085i,0.031905-0.0016771i,0.013364-0.012417i,-0.00066331-0.011245i,-0.0087837-0.010668i
-0.55803+0.10811i,-0.82742+0.23152i,-0.75352+0.27031i,-0.44066+0.15517i,-0.16377+0.0065912i,0.059037-0.052159i,0.19656-0.069536i,0.16986-0.1011i,0.063731-0.11213i,-0.014169-0.10085i,-0.062066-0.080869i,-0.080528-0.047308i,-0.064208-0.025361i,-0.043079-0.032119i,-0.037403-0.047183i,-0.034307-0.049689i,-0.013387-0.046974i,0.01235-0.043016i,0.015037-0.033974i,0.0036957-0.018236i,-0.00018416-0.00027119i,0.0010573+0.0047604i,-0.0033195+0.00062098i
-0.088321-0.42571i,-0.22012-0.5916i,-0.28183-0.49804i,-0.15825-0.30928i,-0.0047676-0.26001i,-0.007542-0.23446i,-0.017634-0.11351i,0.066654-0.013018i,0.11676-0.0048258i,0.086985-0.026605i,0.055353-0.024242i,0.055219-0.0050813i,0.056893+0.0062021i,0.043855+0.02086i,0.042326+0.048053i,0.051856+0.061984i,0.042359+0.05644i,0.025472+0.045428i,0.0226+0.027916i,0.017948+0.0020881i,0.0016922-0.015957i,-0.010606-0.01655i,-0.0078518-0.011628i
0.52037-0.0045218i,0.8591-0.067328i,0.88556-0.086878i,0.57367+0.012854i,0.23656+0.10294i,0.010086+0.056578i,-0.1372-0.0036526i,-0.13941+0.016753i,-0.046107+0.037244i,0.020135+0.03535i,0.031793+0.022184i,0.0046841+0.0062808i,-0.012138+0.0069672i,-0.0091818-0.0034723i,-0.026301-0.032723i,-0.054929-0.038417i,-0.06856-0.0078631i,-0.064313+0.025317i,-0.037441+0.034264i,5.0093e-06+0.022855i,0.021721+0.0024873i,0.0208-0.015794i,0.0081994-0.020107i
-0.058506+0.28297i,-0.032244+0.36937i,-0.043695+0.22958i,-0.1556+0.11367i,-0.22+0.27238i,-0.11184+0.42167i,-0.0053969+0.32026i,-0.044139+0.16155i,-0.089477+0.1093i,-0.043749+0.099212i,0.017622+0.067598i,0.031366+0.03525i,0.018177+0.027505i,0.024607+0.033672i,0.051581+0.039975i,0.077869+0.032656i,0.090197+0.0084237i,0.074424-0.010373i,0.033922-0.010572i,-0.0046305-0.0017937i,-0.019524+0.0035644i,-0.01826+0.0044776i,-0.018259+0.0055905i
-0.27021-0.13681i,-0.51678-0.12517i,-0.6435-0.024048i,-0.56943+0.022217i,-0.37282-0.046768i,-0.12257-0.11907i,0.099745-0.13255i,0.17055-0.11426i,0.10976-0.07046i,0.02449-0.026005i,-0.030637+0.0035891i,-0.029609+0.0096915i,-0.0049701-0.019409i,-0.015062-0.048405i,-0.050986-0.05252i,-0.083463-0.042865i,-0.098153-0.039339i,-0.086526-0.039066i,-0.053358-0.013609i,-0.00023407+0.023308i,0.042843+0.030928i,0.04775+0.017214i,0.042087+0.0084629i
0.024275-0.16528i,-0.10524-0.21191i,-0.17097-0.10356i,-0.00071176-0.039446i,0.16077-0.16588i,0.093811-0.21633i,0.017963-0.095761i,0.067727-0.026339i,0.099278-0.047513i,0.068374-0.072193i,0.03898-0.086774i,0.029876-0.089298i,0.023245-0.075966i,0.020591-0.042584i,0.053362-0.0049914i,0.10816+0.01469i,0.14452+0.02628i,0.14769+0.018039i,0.10874-0.020536i,0.037215-0.045815i,-0.018758-0.026876i,-0.032322+0.00098676i,-0.027977+0.0070636i
0.31617+0.1055i,0.74268+0.040188i,1.0965-0.10173i,1.0541-0.13584i,0.69422-0.066998i,0.29301-0.052363i,-0.021964-0.061943i,-0.17115-0.023762i,-0.16882+0.010154i,-0.1206+0.026452i,-0.084137+0.050587i,-0.062952+0.081626i,-0.033378+0.098622i,-0.011539+0.070635i,-0.047167+0.028016i,-0.097688+0.022165i,-0.096418+0.036276i,-0.059774+0.041628i,-0.022309+0.026555i,0.00461-0.00014533i,0.019302-0.017368i,0.028279-0.021287i,0.030232-0.021607i
