-0.0048428+0.00067165i,-0.0053332+0.0010465i,-0.0065103+0.0026415i,-0.0052909+0.0033206i,-0.0030834+0.0030141i,-0.0016844+0.0027009i,-0.0010493+0.0024896i,-0.0007317+0.002511i,-0.00080794+0.0017973i,-0.00032834+0.0013837i,0.00049118+0.00064793i,0.00064149-0.00032247i,0.0005541+0.00020333i,0.00030163+0.0013399i,-0.00044464+0.0016879i,-0.00039288+0.0010243i,0.00016852+0.0010266i,0.0004705+0.00083976i,0.00035789+0.0007437i,-0.00022048+0.00076249i,3.3429e-05+0.00036505i,0.00066091+0.00024086i,0.00031991+0.00034309i
-5.5596e-05-0.00064998i,0.00065258-0.00027943i,8.743e-05+4.0724e-05i,-0.00093643+0.00087798i,-0.0018138+0.00067644i,-0.0016249+0.00033609i,-0.00049941+0.0012165i,-8.8736e-05+0.0015099i,-0.00050893+0.00073772i,-0.00032745-0.00046907i,0.00049138-0.0008118i,0.00029113-0.0004937i,-0.00056236-0.00074474i,-0.00070281-0.001107i,-0.0004553-0.00073428i,0.00020217+9.1799e-05i,0.00076492+0.00052465i,0.00070226+0.00047154i,0.00023554+0.00021079i,8.5203e-05-0.00030714i,0.00013537-0.00030784i,-0.00021759+0.00023266i,-9.7963e-05+0.00052055i
-0.001054-0.0018147i,-0.00089858-0.00087791i,-0.00044879-0.00044647i,-0.000747-1.3232e-05i,-0.0022577+0.00048809i,-0.0019453+0.0009587i,-0.00015584+0.00086536i,0.00020023+0.00043408i,0.00031406+0.00037567i,0.00093353+0.00067041i,0.00083376+0.00090538i,-0.00021369+0.0016191i,-0.0010883+0.0011768i,-0.00075979+0.00020379i,1.4331e-05+8.183e-05i,0.00049924+0.00057247i,0.00022285+0.00096165i,-0.0003286+0.00061705i,-0.0010709+0.001052i,-0.0011081+0.00066874i,0.00014409-0.0001042i,0.00085134-2.2044e-05i,0.00070731+0.00045856i
-0.00067711-0.0003452i,0.00026159+0.00025032i,-0.00032214+0.0022584i,-0.00012392+0.002484i,0.00082049+0.0014514i,0.00067687+0.0011848i,0.00058034+0.0019432i,0.00055282+0.0016027i,0.0002867+0.00081296i,0.00015638+0.0016323i,0.0002698+0.0011934i,0.00016007+0.0002012i,-0.00040117+0.00025928i,-0.00056756+7.9502e-05i,-2.0354e-05-5.8623e-05i,0.00029623+0.00023939i,0.00039748+0.00035282i,0.00090599+0.000429i,0.00055401+0.00096062i,-0.00023788+0.0010176i,-0.00027515+0.00095197i,2.9764e-05+0.00056461i,-0.00016174-0.00015526i
-0.00010535-0.00028349i,0.00043604+0.00051219i,3.0992e-05-0.00053844i,0.00018509-0.0013068i,0.0012032-0.00012787i,0.0010363+0.001118i,0.00037883+0.0018221i,-0.00045312+0.0021645i,-0.0010105+0.0019683i,-0.00068742+0.0014428i,-0.00026986+0.00058226i,-0.0002634+0.00035865i,0.00017574-0.00013011i,0.00034628-0.00084864i,-0.00023723+0.00013039i,-0.00086906+0.00090773i,-0.00049172+0.00045535i,4.0366e-05+0.00032843i,0.00011935+0.00050793i,-1.7317e-05+0.00044318i,0.00035712+0.00063275i,0.0012617+0.00067366i,0.0013318+0.00081426i
-0.001798-0.00069648i,-0.00066848+9.5424e-05i,0.00011229+0.00063293i,-5.9635e-05+0.00085054i,-0.00011038+0.0012504i,-0.00028689+0.0013831i,-0.00076615+0.0013493i,-0.00096598+0.0010537i,-0.00056782+0.0003936i,-0.00050753-0.00030994i,-0.00054418-0.00067248i,-0.00040352-0.001373i,-0.00014174-0.00049176i,-0.00015726+0.0010014i,-0.0002624+0.0012083i,-0.00042037+0.0011265i,4.7137e-05+0.00091243i,8.5152e-05+0.00067223i,-0.00096351+0.0010954i,-0.00096194+0.0012949i,-0.00040005+0.00038559i,-5.3651e-05-0.00010714i,-0.00023589+0.00092044i
0.00079741-0.00061484i,0.00089905-0.00109i,0.0011067-0.0015064i,0.0012408-0.0017464i,0.00067743-0.00092752i,-5.9056e-06+0.00047856i,-8.889e-05+0.0016135i,-0.00021469+0.0018007i,-0.00042322+0.00069573i,-0.00030418-8.5204e-05i,-0.00020245+0.000277i,0.00032959+0.00037265i,0.00012211+0.0001759i,-0.00040654-0.00023896i,-0.00057913-0.00014162i,-0.00049331-0.00014737i,-0.00037938-0.00042794i,-0.00018144-0.0001052i,-0.00015157+0.00067449i,-0.00090443+0.00059832i,-0.00063725+4.536e-05i,-4.1996e-05+5.209e-05i,0.0002974+0.00028258i
0.00044741-0.0032127i,-0.00010707-0.0029705i,-0.0010051-0.0040088i,-0.0013359-0.0039589i,-0.0015819-0.0024199i,-0.0018517+0.00015261i,-0.0016561+0.0017284i,-0.00092751+0.0018177i,-0.00060996+0.0010699i,-0.00096428-0.00025721i,-0.00084306-0.00095463i,-0.0008811-0.00075864i,-0.00068413-0.0010459i,-0.00019522-0.0011374i,-0.00075455-0.00042174i,-0.00053511+0.0004224i,-7.2105e-05+0.00087728i,-0.00048716+0.00030786i,-0.0010428+6.8577e-05i,-0.00016735-0.00030378i,0.0005653-0.00049583i,0.00030674-6.4772e-05i,0.00020065-0.00018248i
-0.00030157-0.0018294i,-0.0014675-0.0017446i,-0.001949-0.0013036i,-0.0023193-0.00078957i,-0.0019431-0.00074369i,-0.0013909-0.00020946i,-0.00032009+0.00067285i,0.00048186+0.0010799i,5.2352e-05+0.00065191i,-0.0005338+4.445e-05i,-0.00039758-0.00025114i,-0.0004427-0.00042099i,0.00012941-0.00013853i,0.00055837+0.00032956i,0.00033534+0.00029706i,-5.3552e-05+0.00040504i,-0.0006468+0.00057262i,-0.00073754+0.00014932i,-0.00023471+0.00055314i,-7.7986e-06+0.00088416i,0.00036656+0.00042684i,0.0010673+0.00099032i,0.00098799+0.00082284i
-0.0004768+0.0013453i,-0.00011887-1.7409e-05i,0.0020232+0.0001867i,0.0020879+0.0007372i,0.0014861+0.00065501i,0.0011833+0.00031073i,0.0003772+0.00063994i,-4.1123e-05+0.001138i,-0.00042332+0.00090026i,-0.00060851+0.00068006i,1.362e-05+0.00071058i,0.00022542+1.7978e-05i,-0.00033169-0.00036796i,6.853e-05+0.00032671i,0.00058229+0.000397i,0.0003525+0.00031037i,-0.00020467+0.00023598i,-0.00043882-0.00027031i,-0.00034861-0.00044072i,-0.00055979-0.00067073i,0.00036287-0.00047761i,0.00014641+0.00029975i,-0.00044414+0.00021463i
0.00010972-0.0012083i,0.00083726-0.0012736i,0.0010204-0.00085065i,0.00039937+0.00029389i,-0.00076596+0.0015645i,-0.001424+0.0015699i,-0.0012753+0.00089313i,-0.00078431+0.0010458i,-0.00068357+0.00082001i,-0.00067492-0.00045343i,-0.00012586-0.00027719i,0.00045533+0.00099073i,0.00051049+0.00039788i,0.0004888+5.4103e-05i,0.00061218+0.0003938i,0.00036262+0.00012403i,0.00032353+0.00065648i,0.00093245+0.0010871i,0.00049546+0.00012974i,0.00033029-0.00074774i,0.0006065-0.0011782i,0.00038795-0.00045274i,0.00016839+0.0002869i
-0.0006081+0.0015664i,-0.00031701+0.0020318i,-0.0010727+0.0025436i,-0.00086218+0.0027685i,-0.00018345+0.0025753i,-0.00027839+0.0022345i,-0.00043726+0.0016419i,-0.00075133+0.00067341i,-0.00072541+0.00028777i,-0.00034122+0.00088561i,-0.00032626+0.00076201i,-3.6293e-05+4.1166e-05i,0.0007376-0.00042952i,0.00085409-0.00054096i,0.00069005-0.00055562i,0.0006243-2.1023e-05i,0.00044851+0.00017274i,-7.916e-06+0.00021309i,-8.008e-05+0.00039839i,0.00017433+0.00012451i,-4.4008e-05+1.8133e-05i,0.00021111-0.00024743i,0.00015137-0.00067123i
-0.00033909-0.0020913i,-0.0014895-0.0025513i,-0.0015776-0.0033595i,-0.0014176-0.0028322i,-0.0017514-0.0020934i,-0.0014705-0.00079817i,-0.00041062+0.00035622i,-0.00034876-7.6882e-05i,-0.0010676-0.00037297i,-0.00078359+0.0003549i,-0.00029808+0.00023122i,-0.00047521-0.00034256i,-0.0004474-0.00020191i,-0.00049808-8.0399e-05i,-0.00091164-0.00039715i,-0.00013603-0.0004302i,0.00035246+0.00042077i,0.00056729+0.001026i,0.00067033+0.0012004i,-7.0255e-05+0.00069768i,-0.00026411+0.00057539i,-8.547e-05+0.00056722i,-0.000202+0.00024018i
0.0011077-0.0021582i,0.0009434-0.0011795i,0.00098693-0.00063345i,0.0013646-0.00024712i,0.0011628-0.0004513i,-0.00011751-0.0002989i,-0.00024198+0.00061719i,0.00068557+0.001016i,0.00039687+0.00047045i,-0.00021591-0.00016981i,0.00041526-7.6021e-05i,0.0014727+0.00054303i,0.00143+0.00085816i,0.00050308+0.00064247i,-0.0001299+0.00086526i,-0.00023422+0.001037i,0.00024924+0.00088959i,5.8652e-05+0.00031157i,-7.0538e-05-6.251e-05i,0.00015085+6.5269e-05i,-0.00030875+0.00030877i,-0.00068924-3.7059e-05i,-0.00034086-0.00059406i
0.0013548-0.0017409i,0.0011981-0.00080372i,-0.00014239-0.0017047i,-0.0015268-0.0021149i,-0.0015205-0.0013018i,-0.00095642+0.00049917i,-0.00033705+0.00098552i,0.00046037+0.00074457i,0.00082678+0.00098834i,0.00068127+0.00060992i,0.00062984-0.00014004i,0.00034353-0.0011611i,0.00047742-0.00095182i,0.00053491+0.00010697i,-1.6363e-06+0.00057258i,-3.8262e-05+0.00070925i,-8.4884e-05+0.00083829i,-0.00045545+0.0015242i,-0.0004488+0.001066i,-0.00031028-0.00023023i,-0.00018873-0.0007857i,0.00035684-0.00094046i,3.6525e-05-0.00083277i
-0.0016953+0.0017374i,-0.00068926+0.0015084i,0.00088612+0.0016376i,0.00083911+0.0016777i,0.00012317+0.001234i,-0.00022227+0.0012158i,-0.00033684+0.001419i,-0.00058663+0.0011668i,-0.00089267+0.00046474i,-0.00073301+0.00061042i,-0.00025742+0.00040441i,-0.00036528-0.00056417i,-0.0011045-0.00059351i,-0.000607+6.5454e-05i,-0.00029264+0.0003625i,-0.00092063+0.00059283i,-0.00039638+0.00073909i,0.00053281+0.00069594i,0.00052463+0.00027697i,-0.00027841+0.00039319i,-9.9453e-06+0.00076833i,0.00069393+0.001014i,0.00026536+0.00075088i
-0.00051092+0.0012607i,-0.00016315+0.000508i,-0.00062902+0.0005518i,-0.001023+0.0016024i,-0.00026659+0.0017016i,0.00034697+0.00070062i,0.00012803+0.0010425i,-0.00018342+0.0018026i,-0.00032163+0.0012168i,-1.0225e-05+0.00089126i,0.00061663+0.0004468i,0.0008106-1.0946e-05i,0.0003879+0.00046815i,-0.00072992+0.00029803i,-0.00070927-0.00021707i,0.00038719-7.4125e-05i,0.00025859-6.9771e-05i,2.1526e-05+0.00012601i,0.00032976+0.00017331i,0.00023555-6.3132e-05i,0.00045116-0.00020379i,0.00058827+0.00056205i,0.0003987+0.0011109i
-0.00079817-7.2092e-05i,3.0954e-05+0.001126i,0.00035756+0.0003621i,0.00063503+0.00023521i,0.00090961+0.00070737i,0.00053073+0.00080574i,0.00028743+0.0014813i,-7.0078e-06+0.0012742i,-0.00015955+0.00079006i,-0.00020002+3.2142e-05i,0.00012975-0.00035822i,-1.9855e-06-0.00017278i,-0.00099174-0.00072474i,-0.0019959-0.00066635i,-0.0017346+0.00025532i,-0.00092886+0.00064638i,-0.00014579+2.4163e-05i,-0.00034246+0.00053726i,-0.00063868+0.0015917i,-0.00042396+0.0017781i,-0.0007347+0.00079243i,-0.00043734+0.00029633i,-5.3916e-05+0.00064836i
0.00067738-0.0018507i,0.0006608-0.0016372i,0.00027066-0.00022844i,-0.00046849+3.522e-05i,-0.00036869-6.6063e-05i,-0.00073612+0.00043495i,-0.00057462+0.0013231i,0.00052905+0.0010867i,0.00039463+0.0001061i,-8.2848e-05+9.1554e-05i,0.00019934+5.5809e-05i,0.00035692+0.0005097i,-0.00010969+0.00074251i,-0.00082167+0.00052474i,-0.00064363+0.00046553i,-0.00028868+0.00075012i,6.4148e-05+0.0010889i,0.00023431+0.0016392i,-9.6198e-05+0.0014375i,-0.00015038+0.00086102i,-0.00018805+0.001057i,-0.00020176+0.0013491i,-0.0002904+0.00075682i
0.0006428-0.00036899i,-0.00085603-0.00034225i,-0.0017202-0.00043673i,-0.0015609-0.0008951i,-0.00075098-0.00038994i,3.3144e-05+0.0010689i,-0.00020463+0.001251i,-0.00063148+0.00040869i,-0.00071335-0.00033859i,-0.00033611-0.0007264i,6.9572e-05-0.00039444i,7.1216e-05-0.0003798i,-0.00034161-0.00062193i,-0.00058861+7.1751e-05i,-0.00058044-6.0324e-05i,0.00010305-0.00041099i,0.00064486-1.7489e-05i,0.00048665+5.5707e-05i,2.1098e-05-0.0001744i,-0.00015631-0.00051881i,-0.00035416+6.003e-05i,-0.0002248+0.0012803i,0.0002762+0.0010211i
0.0001715+0.0006591i,0.00014955+0.0004891i,0.00031351-0.00020342i,0.00098059+0.00058754i,0.00064271+0.00030235i,0.00043277-0.00045534i,-9.8787e-05+0.00070571i,-0.00040737+0.001312i,0.0002637+0.00077753i,0.00063402+0.00037863i,0.0011235+0.00042915i,0.00079362+0.00040631i,-0.00040875-0.00032839i,-0.00042735-0.00024209i,-0.00022419+0.00062799i,-0.00055614+0.00070256i,-0.0006644+0.00066256i,-0.0002006+0.00064814i,0.00039946+0.00035138i,0.0009492-1.6941e-05i,0.0009746+0.00013496i,-4.1891e-05+0.00057399i,-0.00038224+0.00033964i
-0.0018979-0.00033263i,-0.0011871+0.000111i,0.00017014+0.0011762i,0.00021639+0.0017048i,-0.00041382+0.000828i,-0.00063127+0.0003134i,-0.00097836+0.00067592i,-0.001212+0.00080489i,-0.0012529+0.00052392i,-0.00062243+0.00048377i,-9.7541e-05+0.00047942i,-0.00029713+0.00034664i,-0.00023172+0.00067582i,-0.00041929+0.0011221i,-0.00061882+0.00059407i,-0.0011046+0.00031537i,-0.0011248+0.00084697i,-0.00038132+0.00029302i,0.00035372-0.00041116i,0.00087449+0.00028426i,0.0003421+0.00064993i,0.00048865+4.5519e-05i,0.00060595-0.00012993i
-0.00046544+0.00040522i,-0.00063114-0.00091092i,-0.00032913-0.00089715i,0.00060786-0.00079142i,0.0013188-3.4916e-05i,0.00031181+0.00062828i,-0.00043463+0.0011489i,0.00060388+0.0013657i,0.00075049+0.00074024i,0.00056511+0.00032323i,0.00073915+9.6545e-05i,0.0013633-1.6203e-05i,0.0016812+0.00040312i,0.00090705+0.00098675i,0.00049951+0.00067596i,0.00093862+0.00046725i,0.00095999+0.00037907i,-6.9914e-05-1.9445e-05i,-0.00074605-3.3969e-05i,-0.00020224+0.00040074i,-0.0008652+0.00031843i,-0.001459-0.00056605i,-0.0003949-0.0011817i
0.0014788+5.3876e-05i,0.0027147-0.00010089i,0.0035091-8.7005e-05i,0.0022762-0.00071203i,0.00063633-0.00099397i,4.1481e-05-0.00026654i,0.00015042+0.0011767i,0.00031286+0.0013805i,0.00033061+0.00040302i,0.00073036-0.00034756i,0.0015058-0.0008423i,0.001034-0.00032852i,6.9619e-05-0.00046821i,0.00033571-0.00084329i,0.00072249-0.00015387i,0.00045179+0.00081354i,0.00044048+0.0010293i,5.4595e-05+0.0015434i,-2.3292e-05+0.0017892i,0.00031762+0.0002125i,0.0004555-0.00078676i,0.00040683-0.00021239i,-0.00039712+0.00032071i
-0.00098278+1.2989e-05i,-0.0010341+0.00058556i,-0.0010867+0.0008678i,-0.00066394+0.00075318i,-0.0019663+0.0016075i,-0.0018657+0.0018046i,-0.00049945+0.0015816i,-0.00017626+0.0013i,-0.0002701+0.00081439i,-0.00025144+0.00018028i,4.9631e-05-0.00047825i,0.00052017-6.4586e-05i,0.00046662+0.00053358i,-0.00012855+0.00026066i,-3.3489e-05+6.4966e-05i,-0.00032026+0.00063677i,-0.00018331+0.00082333i,0.00012345-5.7054e-06i,0.00094059-0.00038718i,0.0009115+0.00011653i,0.0002399-8.6978e-05i,0.00040891-0.00031292i,0.00086409+0.00042081i
0.0013139-0.00015999i,0.0011256+0.00081118i,0.00061596+0.00051017i,0.0007224-0.0012199i,0.0011932-0.0013946i,0.00067508-0.00030024i,0.00055443+0.00049351i,0.00015813+0.00054668i,-0.00014088+0.00013129i,0.00015382-0.00011547i,0.00018553-0.000383i,0.00015409-0.00036032i,-0.00031018+0.00021525i,-0.0011661+0.00055952i,-0.0009303+8.8476e-05i,-5.8305e-06+0.00010499i,0.00058711+0.00074486i,0.00032678+0.0015114i,-0.00029553+0.001816i,-0.00067777+0.0010557i,-0.00053862+0.00027974i,1.4217e-05-5.5667e-05i,0.00032922-0.00015381i
0.00029406+0.00058829i,-0.00025899+0.00056956i,-0.00035891+0.00096431i,1.6138e-05+0.00099547i,-0.00021702+0.00078331i,-0.00054328+0.0014181i,-0.00081541+0.0017411i,-0.00063428+0.0016536i,-0.00067632+0.0014079i,-0.00059106+0.00046349i,-0.00066471-4.7881e-05i,-0.00072012+5.762e-05i,-0.00065056+0.00039855i,-0.00016044+0.00068722i,-6.0634e-05+0.00061789i,0.00023989+0.00058912i,0.00051026+0.00040985i,-0.00056185-0.00012045i,-0.0011697-3.2428e-05i,-0.00061133+0.00050919i,8.18e-05+0.00072131i,0.00022558+0.001079i,-0.00037374+0.00094187i
0.00066287+1.9079e-05i,0.00066573+9.3464e-05i,0.0011677-6.5633e-05i,0.0012497-0.00049003i,0.00022247-0.00044358i,-0.00071623+0.00026912i,-0.00090951+0.0020077i,-0.00073533+0.001348i,-0.00013448-0.00017237i,0.00022287+0.00010839i,0.0002744+0.00048595i,3.3185e-05+0.00033794i,7.3692e-05+0.00030469i,-4.5769e-05-0.00031173i,-7.5833e-05-6.4007e-05i,3.298e-05+0.00050329i,-0.00010993+0.00031927i,0.00028441+0.00071684i,0.00015791+0.00093249i,-0.00020092-0.00023365i,-0.00050825-0.00023428i,0.00029588+0.00041182i,0.0012846+0.00035869i
-0.0001321+0.0018233i,-0.00038433+0.0020173i,0.00099255+0.0016028i,0.0011334+0.00074768i,0.00014075+0.00036003i,0.00022561+0.00053561i,-0.00012696+0.0010851i,-0.00056153+0.0011792i,-1.2231e-05+0.00095737i,0.0006995+0.00013336i,0.00051381-0.00046993i,0.00030799+8.4779e-05i,-0.00018137+0.00067754i,-0.00022159+0.00029844i,0.00060499-0.00010624i,0.00026905+4.6879e-05i,-0.00074359+1.8829e-06i,-0.0004912-0.00039236i,-1.6989e-05-0.00038876i,-0.00030404-0.00027522i,-0.00045865-0.00021364i,-0.00043405-5.2803e-05i,-0.00023303-0.00036663i
0.0015136-0.0015299i,0.0014839-0.0025091i,0.0016528-0.0028929i,0.00083499-0.0019232i,-0.00017085-0.0014272i,-0.00061467-0.0006867i,-0.001276+0.00021335i,-0.0016209-3.1495e-07i,-0.00099139-0.00065596i,-0.00023142-0.0012592i,-0.00034016-0.0010672i,-0.00091231-0.00070703i,-0.0008851-0.00036219i,-0.00059164+0.00035502i,-0.00048152+0.00013182i,-0.00045353+6.0586e-05i,-0.00046288+0.00092878i,-0.00022789+0.0011962i,0.00030622+0.00013378i,0.00045409+9.0206e-05i,-0.00022971+0.00026717i,-0.00052866+0.00015729i,-0.00015105+0.00042106i
-0.0017491+0.0017645i,-0.00089097+0.0021414i,-0.00030837+0.0017172i,0.00062504+0.0011223i,0.0023197+0.0010085i,0.002948+0.00065822i,0.0020422+0.0002438i,0.00049743+0.00049388i,-0.00040267+0.00065602i,-0.00016618+0.00042372i,0.00031112+8.4107e-05i,0.00086433+0.00014007i,0.00055538-0.00034119i,-0.00019321-0.001125i,0.00025595-0.00093738i,0.00087806-0.00036832i,0.00026981-0.00030473i,-0.00047531-0.00019812i,-0.0002615+0.00040793i,0.00024468+0.00021242i,0.00051396-0.00020815i,0.00069222-0.00018778i,0.00083805-0.0002408i
-0.0017284-0.0021051i,-0.0029646-0.00090028i,-0.0034136-0.00041504i,-0.001973+0.00090171i,-0.00088939+0.0016325i,-0.00096111+0.0014517i,-0.0016182+0.00071862i,-0.00096185+0.00024122i,-0.00023952+0.00063586i,0.00019943+0.00040247i,0.00065268+0.00065592i,0.00073667+0.00060172i,0.00085842+0.00017867i,0.00026127-0.00050773i,-0.0003844-0.00066065i,-0.00072354+0.00046334i,-0.00056002+0.00059636i,-1.9382e-06+0.00034901i,-4.8808e-05+0.00015962i,-0.00054525+7.0016e-06i,-0.00034084+0.00020731i,7.2007e-05-0.00010686i,0.00014204-0.00019929i
0.00073163+0.0017128i,0.0015005-3.1187e-05i,0.0021316+0.00017089i,0.0016118+0.00043769i,0.00092238-0.000295i,0.00096314+0.00023455i,0.0010162+0.0012371i,0.00053768+0.001164i,0.00010633+0.00076492i,0.00054273+0.00078721i,0.00074272+0.00078871i,0.0001996+0.00062325i,2.6987e-05+0.00018707i,0.00027406-0.00011582i,0.00019652-8.7717e-05i,-0.00029862+0.00038596i,-0.00043436+0.00038416i,1.363e-05+0.00059436i,0.00044418+0.00060128i,0.00066542-6.9811e-05i,0.00013963-0.00012439i,-0.00041079+6.3147e-05i,-0.00044989-0.00017023i
0.00019202+0.00040464i,0.00062936+6.4251e-05i,0.0008133-2.992e-05i,0.0010894+0.00072215i,0.00086753+0.0019827i,0.00037932+0.0011999i,0.0001674+0.00083128i,-0.00033591+0.0013328i,-0.0006145+0.00067611i,9.0621e-06-0.00029249i,-5.1959e-05-0.0001008i,-0.00021304+7.2875e-05i,0.00018243-3.9035e-05i,0.00042209-0.00016842i,0.00049529-0.00030884i,-0.00016361+0.00014797i,-1.3178e-05+0.001006i,0.00033094+0.00095533i,8.9395e-05+0.00032712i,0.00023096+0.00013024i,0.00057685+0.00038499i,0.0002305+0.00064721i,0.00041294+0.00022534i
0.00065526+0.0010405i,0.0013811+0.00090929i,0.0018979+0.00060321i,0.00096816+0.00091566i,-0.00061522-1.572e-05i,-0.001359-0.00071767i,-0.00092554+0.00012316i,-0.00052258+0.00082699i,-0.00059769+0.00035724i,3.1997e-05-0.00032951i,0.00040423-0.00047956i,0.00023816-0.00035983i,0.0001925-0.00086285i,0.00014842-0.00048071i,-0.00023734+0.00064328i,-0.00085571+0.00067353i,-0.00076382+0.00037096i,-0.00046548+0.00015723i,-5.616e-05+0.00055317i,0.0004479+0.0011944i,0.00028496+0.00046135i,-0.00045775-2.9264e-05i,-0.00051518+5.0001e-05i
7.9725e-05+0.0028373i,0.00025145+0.0027216i,0.0012017+0.0031898i,0.0022289+0.0025878i,0.0016731+0.0021799i,5.887e-05+0.0013079i,-0.00065457+0.00087867i,-0.00034129+0.0011839i,-0.00062247+0.0011151i,-0.00054322+0.00035889i,0.00023888-0.00052199i,-4.8905e-05-0.00090977i,-0.00041158-0.00024854i,7.603e-05+0.00068629i,0.00046317+0.0012725i,0.00051304+0.0008443i,9.2811e-05+6.2647e-05i,-0.00093153-0.00048762i,-0.0010094-0.00021124i,-0.00063887-0.0001693i,-7.8285e-05-0.00028525i,-6.4065e-05+2.1295e-05i,-0.00052735+0.00011058i
0.0017133-0.0014149i,0.00037386-0.0025322i,0.00031818-0.0033375i,0.0002322-0.0029322i,-0.00080601-0.0020752i,-0.0018392+0.00065193i,-0.0018769+0.0019071i,-0.00032463+0.0010695i,0.00075766+0.00048066i,0.00072169+0.00023059i,0.00024353-0.0004348i,0.00030785-0.0011277i,0.00045268-0.00025004i,0.00029442+0.00047941i,-5.074e-05-0.0001198i,-0.0005195+1.4758e-05i,-0.00031548+0.00030057i,-0.00020362+0.00019277i,-0.00036767+0.00074591i,-0.00053816+0.00033982i,-0.00072304-0.00047319i,-0.00026035-0.0002375i,0.0001467+0.00068021i
0.0011146-0.00077995i,0.00065121-0.00011981i,0.0015061-0.00089026i,0.0015111-0.0017564i,0.00059971-0.0012618i,-0.00021513+0.00011019i,2.2896e-05+0.0014511i,0.00060627+0.0012139i,0.00030511+0.00077931i,0.00042909+0.0005567i,0.00068823+0.00096058i,0.00049697+0.00089894i,0.00040696+0.00066542i,-0.00021184+0.00077977i,-0.00094994+0.0011401i,-0.0007876+0.0017966i,0.0001529+0.001384i,0.00021492+0.00129i,-0.00045503+0.0015035i,6.9259e-05+0.0011369i,5.2821e-05-7.905e-06i,6.4691e-05-0.00086969i,0.000701-0.00045623i
-0.00099982+0.0024067i,9.1996e-05+0.002391i,0.00035583+0.0018458i,-0.00042575+0.0020605i,-0.00070909+0.0014125i,-0.00053277+0.00061196i,0.00012419+0.000215i,0.00043399+7.6452e-05i,-0.00026194+0.00060485i,-0.00064482+0.0016563i,-0.00076878+0.0016637i,-0.0012172+0.00059253i,-0.0014349+0.0002458i,-0.0012889-3.0797e-05i,-0.00084102-0.00037781i,-0.00041001-0.00027977i,0.00020123+0.00022415i,0.00062602+0.00069737i,0.00024707+0.00040249i,0.00012774-4.3953e-05i,2.7832e-05+0.00015558i,-0.00041277-0.00011592i,8.2458e-05+8.2105e-06i
-0.0016867+0.0013978i,-7.6495e-05+0.00022138i,0.0010557+0.00020416i,0.0017842+0.00070635i,0.0016586+0.00095957i,0.00091496+0.0011311i,7.6849e-05+0.0013158i,-0.00061581+0.00093488i,-0.00016101+0.00099593i,0.00062842+0.0011991i,0.00063883+0.00073274i,0.0003351-0.00053109i,0.00074551-0.00082463i,0.00012538+0.00025532i,-0.001327+0.00094964i,-0.0015287+0.00079035i,-0.00056317+0.00057338i,0.00054064+0.00037777i,0.00090518+0.00068594i,0.00035603+0.00053898i,0.00023536+0.00040613i,0.00080045+0.0011477i,0.00061086+0.0013627i
0.00074071-0.0011254i,0.00076654+0.0002203i,-0.00034053+0.00063901i,-0.0010311+0.00083465i,-0.00088578+0.00078001i,-1.8064e-05+0.00072235i,0.00017524+0.00032611i,4.8035e-05-0.0002586i,0.00028134+0.00026781i,0.00062694+0.0011331i,0.00057625+0.0010755i,-0.00029503+0.00056257i,-0.00091614+0.0001189i,-0.00069732+0.00012089i,-0.00030299+0.0010967i,-0.00017064+0.001156i,-0.0005386+0.00063975i,-0.00096895+0.0010233i,-0.00081183+0.00060682i,-0.00027858-0.00061933i,0.00030928-0.00036054i,0.00066049-8.3757e-05i,0.0012342-0.00042921i
0.0010396+0.00063477i,-8.5061e-06+0.00080493i,-0.00081412-0.00079187i,-0.0006541-0.0017432i,-0.0010488-0.00083009i,-0.0012123+0.00064577i,-0.00075815+0.0014757i,9.345e-05+0.00079562i,6.0826e-05+0.00073675i,-0.00047223+0.00083282i,5.765e-05+0.00035354i,0.00050236-4.18e-05i,0.00013489+0.00019647i,-0.00040478+0.00040343i,-2.0534e-05+0.00030935i,0.00060273+0.00062738i,0.00028858+0.00052803i,-0.00038393-8.7173e-05i,-0.00038383-0.00020388i,-0.00014316+0.00020096i,6.7531e-05+0.00015898i,0.00012896+9.4788e-05i,-0.00034577+0.00062546i
0.0004586-0.0011357i,-0.00011153-0.0013204i,-0.00018638-0.00018448i,-0.00021302+0.00058959i,-0.00020648+0.00026432i,0.00037957+0.00093386i,0.00017277+0.0013901i,-0.00066466+0.00088871i,-0.00075113+0.00046318i,-0.00045898+4.8024e-05i,-0.00034266+9.0766e-05i,-9.2101e-05+0.00082314i,-0.0007359+0.0010983i,-0.0017455+0.0005028i,-0.001137-2.9886e-06i,-0.00046183+0.00099137i,-0.00075199+0.0018159i,-0.00097382+0.00085184i,-0.0002837-0.0002398i,-6.3066e-05-0.0005102i,0.00036949-0.00030349i,0.00018066+0.00048567i,-0.00050572+0.00023842i
