-0.00097317+0.00017176i,-0.00072808+0.00016042i,-0.001296-6.2388e-06i,-0.0013482+9.2761e-05i,-0.0022472+0.00091383i,-0.0031057+0.0015734i,-0.0019493+0.0021358i,-9.7123e-05+0.0023241i,0.001241+0.0014402i,0.0010642+0.00068233i,0.0005678+0.00027967i,0.00045389+0.00038666i,0.00062877+0.00059959i,-2.9335e-05+0.00021502i,-0.00041483+0.0002946i,8.6606e-05+0.0005569i,0.00033579+0.00025012i,0.00046846-9.4451e-05i,0.00070701+0.00041597i,0.00082685+0.00051642i,0.00043757+0.00040036i,-4.2964e-05+0.0002272i,5.9359e-05+0.00087081i
-0.00069621-0.00020681i,-0.00016918-0.00034751i,-0.00016788-0.0002728i,0.0001217+0.00039523i,0.00050235+0.0010517i,0.00029768+0.00074505i,0.00094059+0.00023575i,0.0016116+0.0006436i,0.00098182+0.0011149i,0.00055152+0.0010931i,-6.5638e-05+0.00097284i,-0.00069229+0.0007956i,-0.00048323+0.00058388i,-0.00016639+0.00032149i,0.00024272+0.00027393i,0.00095502+0.00060063i,0.0010143+0.00070702i,0.001296+0.00059468i,0.0012813-2.5666e-05i,0.00066463-0.00062748i,0.00016381-0.00034101i,0.00019068+0.00073048i,-2.0904e-05+0.001151i
-0.0016455+0.00068635i,-0.00082179+0.0006197i,-0.001665+0.0011496i,-0.00036697+0.002169i,0.0018061+0.0024044i,0.0017949+0.0012449i,0.0016863+0.00090403i,0.0014761+0.00072448i,0.00095402+0.0011143i,0.00079118+0.0020166i,0.00063231+0.0021003i,-0.00032622+0.0013962i,-0.00023065+0.00075274i,0.00015054+0.00080132i,6.4496e-05-0.00017031i,0.00038273-0.0011569i,0.00070087-0.0011506i,0.0002736-0.001319i,0.00025545-0.0014606i,0.0010252-0.00058828i,0.0010339-3.5372e-05i,-0.00015179+0.00011605i,2.2852e-05+0.00016915i
0.0024559-8.1307e-05i,0.0013153+0.00023092i,0.00044406-0.00029976i,4.6726e-05+3.7885e-05i,-0.00064867+0.00088689i,6.3978e-05+0.00078313i,0.0013342+0.001144i,0.0018362+0.0014015i,0.0011798+0.00082429i,-8.3668e-05+0.0008701i,-0.00081001+0.001287i,-0.0013653+0.001262i,-0.0012385+0.001332i,-0.00055949+0.0010449i,-0.00057779+0.00061241i,-0.00036948-0.00020201i,-1.174e-05-0.00091105i,0.00018385-0.0015205i,0.00053571-0.0015256i,0.00072901-0.00057212i,0.00035131-0.00049949i,0.00022397-0.00062891i,8.812e-05-0.00035268i
-0.0009393+0.0015838i,-0.00083903+0.00055408i,0.00051344-1.5517e-05i,0.0009043-4.709e-05i,0.00084355+0.00011489i,0.0013824+0.00078661i,0.0019012+0.00084464i,0.0023157-0.00020661i,0.0012485+0.00029235i,0.00016487+0.0012824i,0.00026607+0.0011321i,0.00050202+0.00071612i,0.00028787+0.000597i,0.0003247+0.00045231i,0.00039534-0.00013543i,0.00024007-0.00080379i,2.007e-05-0.00094033i,-0.00012834-0.00033425i,-0.00051565-0.00031389i,-0.00088918-0.00044988i,-0.001053-0.00013064i,-0.00012069+0.00040189i,0.00075557+0.0015793i
-4.1453e-05-0.00085849i,-3.1032e-05-0.00064046i,0.00035854-0.00064024i,0.00074532-0.00051624i,0.00071647+0.00038878i,0.00099971+0.00065648i,0.0011837+0.001002i,0.00067146+0.0017886i,0.00053809+0.0012779i,0.0010221+0.0010466i,0.00080925+0.00059457i,0.00032733+7.2945e-05i,-0.00032139+0.00041352i,-0.001112+0.0001967i,-0.0013098-0.00042928i,-0.00051483-0.00021291i,0.0001005+9.0068e-05i,-9.1248e-06-0.00015915i,-0.0001126-0.00050946i,0.00020606-0.00038975i,0.00050303-0.00033098i,0.00042336-0.00074904i,0.00026008-0.00025983i
-0.00031378+0.00024026i,-8.156e-05+0.00079936i,-0.00018045+0.00056665i,-0.00030537+0.0007547i,0.00047331+0.00083809i,0.0017135+0.00054121i,0.0021974+0.00018943i,0.001344+0.00055795i,0.00087462+0.0010161i,0.0011309+0.0013645i,0.0011562+0.00050563i,0.00094226+0.00028441i,0.00044264+0.00078643i,-4.4491e-05+0.00012012i,-0.00056875+0.00029103i,-0.00031863+0.0008357i,0.00050566+0.00029979i,0.00088934-0.0003149i,0.00093677-0.00016169i,0.000581-3.8072e-05i,0.0001685-0.00030342i,4.2534e-05-0.0009526i,0.00090099+4.7713e-05i
-0.002324-9.4885e-05i,-0.0020972+0.0022183i,-0.0025405+0.0022537i,-0.0023523+0.001425i,-0.0011868+0.0014187i,0.00053329+0.0016979i,0.00089365+0.0012177i,0.00030279+0.00063044i,0.00094308+0.0011158i,0.001456+0.00092298i,0.0014205+0.00047963i,0.0010078+0.0014278i,0.00026756+0.0022179i,-0.00051693+0.0014615i,-0.00092335-2.3243e-05i,0.00044877-1.3287e-05i,0.00091216+0.0003065i,0.00021641-9.0284e-05i,0.00010651-0.00091799i,0.0006742-0.00090196i,0.00099411+4.606e-05i,0.00085584+5.3073e-05i,0.0010721-0.0002953i
0.0016726-0.0015203i,0.00098623-0.0030233i,0.00025608-0.0041671i,-2.6923e-05-0.0034185i,0.00012423-0.0022203i,0.00050348-0.00027445i,0.00097689+0.00052126i,0.0013264+0.00068554i,0.001357+0.0012067i,0.00041105+0.0013133i,-0.00022625+0.00055688i,-0.00065793+0.00013413i,-0.0006315+4.6364e-06i,-4.8829e-05-0.00026032i,-0.00034734-0.0002559i,-0.00058717-0.00066549i,0.00041265-0.00017848i,0.00093+0.00040093i,0.00077894-0.0005696i,0.00033366-0.00099213i,0.000643+0.00020727i,0.0013115+0.00045982i,0.00042628-0.00014696i
-0.0011291+0.00039059i,-0.00029273+9.8501e-05i,-0.00065906+0.001306i,-0.00087977+0.0020831i,9.6154e-05+0.0024756i,0.00068348+0.0012566i,0.00090328+0.00017414i,0.0013359-5.9854e-05i,0.0015506+9.3344e-05i,0.0012542+0.0010566i,0.0015984+0.0015714i,0.0013133+0.0016497i,0.00039368+0.00098614i,1.2993e-05+9.5366e-05i,-0.00043799-0.00024361i,-0.00070906-0.00080357i,-0.00035723-0.00090696i,0.00029647-0.00045622i,0.00048399-9.2329e-05i,0.00021373-0.00033418i,-6.4111e-05-0.0011138i,-4.1363e-05-0.001094i,-0.00010284-0.00017391i
0.00074841-0.001508i,0.00096409-0.00095437i,0.00055699-0.00088399i,-0.00013631-0.0010592i,-0.00029201-0.00085774i,0.0004058+0.00034367i,0.00067372+0.0010833i,0.00092903+0.00065528i,0.0012631+0.00077627i,4.0409e-05+0.00091573i,-0.0011073+0.00088558i,-0.0005864+0.0010084i,0.00033167+5.0792e-05i,0.00056731+0.00035172i,-0.00011174+0.00088131i,-0.00049714+0.00032772i,0.00013437+3.597e-05i,0.00054971+0.00050768i,0.0007933+0.0007541i,0.00079104+0.00037912i,0.00037044+0.00021554i,-1.5236e-05+1.7642e-05i,1.8364e-05+0.00031033i
1.9905e-05+0.0010692i,-0.0011006+0.00125i,-0.00088919+0.0025649i,-0.00026991+0.0027229i,0.00083781+0.0012217i,0.0019296+0.00088389i,0.002097+0.0013312i,0.0014916+0.0015532i,0.00079918+0.00092599i,0.00035576+0.00011638i,-1.7808e-05+0.00073072i,-0.00038625+0.0016063i,-0.00011281+0.0014132i,0.00079928+0.00089537i,0.00084726+0.0002789i,0.00039151+0.00020947i,-0.0003728+0.00014665i,-0.0010592-0.00093478i,-0.0010382-0.0011221i,-0.00049295-0.000299i,0.00019492+0.00033628i,0.00060388+0.00070493i,0.0008494+5.7933e-05i
0.0012945-0.00051622i,0.0010248-0.0018132i,0.0011438-0.0023228i,0.0015757-0.0012662i,0.0012063-0.00059185i,0.001104-0.00051736i,0.0015217-0.00048357i,0.0019005-0.00043229i,0.0016666+1.5253e-05i,0.00038018+0.00037828i,-0.0007652+0.00071438i,-0.00097475+0.00052903i,-0.00099871-5.6312e-05i,-0.00072483+2.9761e-05i,-0.00056537+0.00030768i,-0.00025442+0.00017042i,9.0352e-06-3.1605e-05i,0.00021775+2.5758e-05i,0.00071652-0.00062032i,0.0006593-0.0010688i,-0.00030263-0.00072733i,-0.00053985-0.00017891i,-0.00030066+0.00052329i
0.0014309+0.0020176i,0.0014971+0.0017591i,0.0016126+0.00068548i,0.0017493-0.00019542i,0.00084013-0.00027394i,0.00068213+5.8646e-05i,0.0016571+0.00019847i,0.0015772+9.4781e-05i,0.0013339+0.00052027i,0.0013983+0.00035417i,0.0013038+0.0003845i,0.00094124+0.0010418i,0.00037812+0.0014081i,0.00015243+0.0012293i,0.00012399+0.00021693i,-0.0003011-0.00037844i,-0.00044214-0.0001473i,-0.00030929-0.00032817i,4.4485e-05-0.00052052i,0.00041285-0.00050555i,0.00077141+9.5844e-06i,0.00077537+0.0003389i,0.00024384+0.00021159i
-0.0025752+0.0013148i,-0.0021835+0.001848i,-0.0028976+0.0018205i,-0.0021266+0.0017674i,-0.00023118+0.0022231i,0.00088269+0.0019046i,0.0018852+0.0010515i,0.0019771+0.00023377i,0.0014381-0.00066366i,0.0011123-0.00029519i,0.00069909+4.812e-05i,0.00044147+0.00044287i,0.00051965+0.00064385i,0.0004798-2.3203e-06i,0.00042714-8.6314e-05i,0.00061966-0.00033453i,0.00085125-0.00045035i,0.00091234-0.00020405i,0.00037765-0.00049291i,0.00032354-0.00046919i,0.00079068+9.3485e-05i,0.00091318+0.00037076i,0.00051047+0.00048515i
-0.0010235+0.0011526i,-0.0010955+0.0007385i,-0.00028495+0.00052292i,0.001059+0.0010703i,0.0019159+0.0016778i,0.0026532+0.0016136i,0.0027531+0.00093234i,0.0030663+0.001193i,0.0026504+0.0013286i,0.0014253+0.0014825i,0.00032557+0.0015936i,1.1139e-05+0.0010127i,0.00037653+0.00057538i,0.00074517-0.0002761i,0.00036864-0.0001643i,0.00024178+0.00041351i,0.00044585+0.00011811i,0.00031214-0.00067489i,0.00049594-0.0005421i,0.00052994-0.00071212i,-0.00014805-0.0005772i,-0.0006329+0.00018019i,-0.00019298+0.00068745i
0.00025418-0.00091729i,0.00053416-0.0012981i,1.601e-05-0.0016743i,-0.0014636-0.0010885i,-0.0012975-0.00018673i,-0.00039239+0.00097965i,0.0010186+0.0015077i,0.0017664+0.00039694i,0.00073859-6.9802e-05i,-0.0007481+0.0012284i,-0.00087786+0.0020534i,-0.00066507+0.002058i,-0.00046326+0.0014181i,0.00019212+5.5543e-05i,0.00042498-0.00073212i,-0.00025612-0.00045267i,-0.00060138-0.00044069i,-0.00048113-0.00029902i,0.00017105-0.00036478i,0.00072263-0.00088986i,0.00045316-0.00061807i,-7.9765e-05-0.00030479i,-0.00057228-0.00017405i
-0.00085892+0.0019952i,0.00050286+0.00299i,0.0017733+0.0031042i,0.0018114+0.0025634i,0.0015344+0.0010895i,0.0021736+0.00053568i,0.0021992+0.000819i,0.0016515+0.0014339i,0.0012151+0.0017172i,0.00080802+0.0015523i,0.00047599+0.0013424i,0.00045068+0.00097343i,0.00047514+0.00061099i,-0.00024467+1.3225e-05i,-0.00052755-0.00048609i,-0.00030058-0.00059518i,-0.00049805-0.00054944i,-0.0011137-0.00074093i,-0.0011615-7.9302e-05i,-0.0002779+0.00017769i,0.00045815-0.00085695i,0.00042199-0.0010796i,0.00070084-0.00034717i
-0.002241+0.0023242i,-0.0021908+0.0016346i,-0.003456+0.0012233i,-0.0029113+0.0015602i,-0.00016432+0.0023013i,0.0010686+0.0028192i,0.0004931+0.0020035i,0.0009565+0.0013149i,0.00033434+0.00095521i,-0.00098653+0.00067149i,-0.0003756+0.00073088i,3.9157e-05+0.0011369i,-0.0002691+0.0017811i,4.6959e-05+0.00082564i,0.00012157-0.00019289i,0.00054438-2.5608e-05i,0.00039651+0.00034221i,-0.00092261+0.00030178i,-0.0010048-0.00027396i,-0.00052415-0.00069827i,-0.00070021-0.00052936i,-0.00063099-0.00051207i,-0.00012168-0.00042177i
0.001336+0.00086381i,0.0021516+0.00075952i,0.0030703+6.2185e-05i,0.0017712-0.00029504i,0.0010823-1.9353e-05i,0.001281+0.00081579i,0.0014476+0.0012032i,0.001381+0.00077681i,0.00053863+0.00082228i,0.0006626+0.00065109i,0.00036463+0.00035411i,-0.00089323+0.00051396i,-0.0017603+0.00069872i,-0.0014363+0.0005196i,0.00012148+0.00073634i,0.0012801+0.00029967i,0.0014524-0.0008907i,0.00040988-0.0011655i,-0.0003349-0.0010675i,-8.8721e-05-0.00063831i,-0.0003822-0.00038428i,-0.00064212-0.00010223i,0.0002242+1.6422e-05i
-0.00093099+0.00073316i,-0.00065181-0.00052716i,-0.00036187-6.2128e-05i,-1.1839e-05+0.00090548i,0.001795+0.0015534i,0.0028995+0.00079783i,0.0020833-0.00018336i,0.0014943+0.00034341i,0.0013282+0.00097214i,0.00097361+0.00067217i,0.00044648+0.0012958i,-0.00055965+0.0014677i,-0.0001315+0.0010685i,0.00099952+0.0012145i,0.00094554+0.00086734i,0.00087623+0.0005752i,0.00084428+6.2641e-05i,0.00049405-0.00048704i,0.00047774-0.00044219i,0.00060054-0.00058388i,0.00097169-0.00076429i,0.001714-0.00060616i,0.0013017-0.0010217i
0.0016362+0.00031047i,0.0033253-0.00038298i,0.0022426-0.00090116i,0.00082353-0.00066529i,-3.0847e-05+0.00042914i,-0.00021593+0.00068593i,0.0005801+0.00074892i,0.0011345+0.0013318i,0.0015163+0.0014961i,0.0013328+0.0012908i,0.00078886+0.0006621i,-4.3564e-05+0.00053274i,-0.00042383+0.000637i,-0.00021191+0.00052075i,-0.00018303+0.0012379i,-9.2667e-05+0.0013052i,0.000301+0.00077188i,-2.1342e-05+0.0004355i,-0.00038558+0.00017714i,0.00027106-0.00030581i,0.00032459-0.00044419i,-0.00084016-0.00029405i,-0.0010801+0.00013062i
-0.00061206-0.0016023i,-0.00096293-0.00087957i,-0.0017525-0.0011282i,-0.0026277-0.0017297i,-0.0015911-0.0013401i,0.00085422+0.00010916i,0.0015891+0.001628i,0.0011093+0.0013448i,0.00096379+0.0010023i,0.00058928+0.00099011i,-0.00019656+0.00091686i,-0.0003633+0.0008247i,-0.00033735+0.00058186i,-0.00023501-0.0002522i,0.00019312-0.00089935i,0.00051881-0.00010918i,0.00034658+9.7679e-05i,-2.9974e-05-0.00026935i,8.3864e-05-0.0001847i,0.00037827-0.00040414i,0.00014552-0.00040847i,0.00036775+0.00024172i,-1.3712e-05-0.00037819i
0.0010703-0.0011243i,0.00051402-0.00072851i,0.00036978-0.0012264i,-0.00031519-0.00075826i,-0.00023947+0.00030131i,0.00076365+0.0010727i,0.0010256+0.0019867i,0.00076299+0.0018401i,0.00043178+0.0012996i,0.00065636+0.0014719i,0.00072449+0.0013967i,0.00028792+0.00065278i,-0.00023298-0.00034764i,-0.00033721-0.00057245i,-0.00068943+0.00025271i,-0.00082036+0.00062784i,-0.00081732+0.00029741i,-0.00068683-7.9937e-05i,-0.00053208-0.0008489i,-0.0005237-0.00074427i,-4.7656e-05-0.00036135i,9.703e-05-0.00018795i,-4.487e-05+0.00033431i
0.0012023-0.0008645i,0.001541-0.0010947i,0.0013615-0.00054853i,0.0011182+0.0002294i,0.0011191+0.00061192i,0.0012973+0.00076758i,0.0018+0.0014172i,0.0017724+0.0014635i,0.0015816+0.00055772i,0.0010765+0.00033433i,-2.3221e-05+0.00027305i,-0.00058928+0.00060706i,-0.00028305+0.0011046i,-0.00031222+0.0004555i,-0.00029675-0.00060845i,-0.00051349-0.00051669i,4.6724e-05-3.1547e-05i,0.00084671-0.00020047i,0.00049858-0.00069522i,0.00034127-0.00091256i,-4.6174e-05-0.00060511i,-0.0001128-0.00057923i,-0.00032744-0.00029056i
0.00030711-0.00047987i,0.0013748+0.00076515i,0.00078717+0.00046891i,0.00023333+0.00038525i,0.0011622+0.0011874i,0.0024826+0.0011811i,0.0030656+0.00031218i,0.0025371-0.00043642i,0.0020001-0.00018185i,0.0010323+0.00045933i,-0.00039324+0.000842i,-0.0011527+0.0010305i,-0.001063+0.00088516i,-0.00038777+0.000126i,-0.00032614-0.00053197i,-2.4011e-05-0.00076216i,-0.00011594-0.00072221i,-0.00018358-0.00065104i,0.00065457-7.1251e-06i,0.0009886+0.00030345i,0.00090932-0.0003176i,0.0012461-0.00079701i,0.00014159-0.00030979i
-0.0016064-0.0008226i,-0.0018029-0.00057392i,-0.0011686-0.00020162i,-0.0014049-0.00063851i,-0.0015246-0.0012771i,0.00016581-0.0004574i,0.0015124+0.00017377i,0.0015426+0.0010361i,0.00088118+0.0014933i,0.0005913+0.0010058i,5.0803e-05+0.00085435i,-0.00034331-0.00012984i,0.00013072-0.00027204i,-0.00012819+9.9825e-05i,-0.00021773-4.8094e-05i,-0.00018356-8.3006e-05i,0.00031406-9.1109e-05i,0.00065805-0.0002012i,0.00040198-0.00058952i,0.00087564-0.0011547i,0.00084885-0.0010763i,0.00047107-0.00053696i,0.00082362+0.00031073i
0.00060467-4.4091e-05i,0.00057217-0.00093204i,0.00025547-0.00049505i,-0.00069649+0.00066273i,-0.0007065+0.0011804i,0.00033557+0.0014232i,0.00069696+0.00075917i,0.00038278-0.00027558i,2.0634e-05-0.00035336i,-0.00029245+0.00050048i,-0.00066722+0.0010773i,-0.00072393+0.0013202i,-1.0711e-05+0.0012532i,0.00052081+0.00094986i,0.00015073+0.00073469i,-0.00014967+0.0010735i,5.5899e-05+0.0011727i,0.00052094+8.5284e-05i,0.00041941-0.00066233i,-0.00037522-0.00031615i,-0.00051865+8.1247e-06i,-0.00010074+4.1519e-05i,0.00026394+0.00045398i
0.0030693+0.00040799i,0.0031319-0.00039647i,0.0020507-0.0010246i,0.0010005-0.00098435i,0.0013856-0.00055618i,0.0018543+0.00092545i,0.0018299+0.0019778i,0.0019954+0.0013542i,0.001412+0.0012757i,0.00069252+0.0018414i,-0.00025104+0.00060037i,-0.0006154-0.00082593i,-0.00015433-0.00074121i,-5.8667e-05-0.00053384i,-0.0002463-0.00063017i,-9.4504e-05+0.00015226i,0.00042005+0.00053145i,0.00077828-0.00077615i,0.00050121-0.0013468i,0.00064363-0.0008465i,0.00095355-0.00043839i,0.0007395-0.0005226i,0.00095741-0.00026656i
-0.00026449+0.00043003i,1.1021e-05+0.0011547i,-2.2453e-05+0.00032244i,0.00064807-0.00015938i,0.0014478+5.9817e-05i,0.0013332+0.00043124i,0.0011632+0.00047761i,0.0015223+0.00035861i,0.0010841+0.00065958i,0.0001981+0.0010954i,-9.2613e-05+0.00068619i,-0.0002942+0.00021773i,-0.00037788+3.9813e-05i,-0.00030692-0.00044503i,-0.00056709-0.00040991i,-0.00069472+0.00013322i,-0.0004479-0.00025242i,-0.00031285-0.00094096i,-0.00030695-0.00058471i,0.00017159+0.00014235i,0.00083651-8.0012e-05i,0.0010101-9.2004e-05i,0.0005008+0.00044306i
0.00020085-0.0021497i,-0.00098799-0.0014217i,-0.0013252-0.00063565i,-0.00099421+0.00023421i,-0.00035643+0.00097882i,0.00063099+0.0022062i,0.0010973+0.0023487i,0.0016513+0.001061i,0.0015541+0.00084015i,0.0011785+0.00074044i,0.00059193+0.00036158i,0.00032209-0.0001483i,0.00092593+0.0003288i,0.0010908+0.0002455i,0.00013392-0.00092559i,-0.00045697-0.00044331i,-0.00084343+0.00028449i,-0.00087094+3.9029e-05i,-0.00043184-0.00048571i,-0.00030606-0.00033148i,-0.00072108-0.00076854i,-0.0010106-0.001046i,-0.0010137+2.7867e-05i
0.00089557+0.00037257i,0.0011708+0.00020787i,0.00022215+0.00062002i,-0.00093092+0.00080789i,-0.00065846+0.00091559i,-0.0001129+0.0012122i,5.0021e-05+0.0011074i,-0.00027102+0.00085944i,-0.00026463+0.0006761i,-0.00059199+0.00083448i,-0.00048127+0.0015132i,0.00014387+0.0017405i,0.00047748+0.00079989i,0.00070752-0.00010472i,0.00086796-0.00066562i,0.00013606-0.00045202i,-0.00029108-0.00017005i,2.047e-06-0.00010002i,0.00042371-0.0001449i,0.00053881-0.00063837i,0.00082554-0.00014309i,0.00066318+0.00056421i,-1.7154e-05-0.00020269i
0.0012245+0.0021822i,0.0004845+0.0014833i,0.00067285+0.00093108i,0.0007552+0.0010126i,0.0001744+0.00079812i,0.0004313+0.00063574i,0.00067853+0.0010845i,7.1181e-05+0.001096i,6.665e-06+0.00080391i,0.00017779+0.0013515i,-0.00054117+0.0014984i,-0.0005402+0.0009825i,0.00050498+0.000595i,0.0013432+3.2766e-05i,0.0010965-0.00036264i,0.00016565-0.00071699i,-6.2444e-05-0.00098459i,0.00032177-0.00060059i,0.00055871-0.00048151i,4.5611e-05-0.0010589i,-0.00037002-0.0013205i,-3.0113e-05-0.00018548i,8.4655e-05+0.00053476i
-0.0015829+4.0278e-05i,-0.0019331-0.00041123i,-0.00097139-0.00082683i,-0.00062911-0.00081641i,0.00054175+0.00069859i,0.0022274+0.0016477i,0.0024942+0.0017678i,0.0012703+0.0020656i,0.00024559+0.0012912i,-0.00013417+0.00036879i,-0.00049725+0.00017684i,-0.00076628+0.0002743i,-0.00048358+0.00090526i,-7.1854e-06+0.00074106i,0.00076398+0.00042416i,0.0010783+0.000598i,0.00026492+0.00052398i,-0.00012601+0.00034898i,-0.00077297+0.00023582i,-0.00072607-0.00021026i,-0.00022152-4.5675e-05i,-0.00067032+0.0003357i,-0.00025768-0.00015174i
-1.8912e-06-0.0029939i,-0.00013574-0.0023283i,-0.00035532-0.0029908i,-0.0011417-0.0030776i,-0.0013112-0.0014337i,-0.0005753+0.0010786i,0.00070252+0.0019093i,0.0015481+0.00090673i,0.0015763+0.00054237i,0.0010998+0.00089069i,3.272e-05+0.00079097i,-0.0010358+0.0007708i,-0.0008468+0.0011212i,-0.00059064+0.001089i,-0.00042861+0.0010766i,-0.00028509+0.00078775i,-0.00020747-7.1401e-05i,-0.00021836-0.00031285i,0.00024757-0.00072195i,0.00083762-0.0017461i,0.00067959-0.0019406i,0.0004993-0.00064134i,0.00031043+0.00074499i
0.0010788+0.00013334i,0.0012194+0.00069963i,0.0011136+0.00064438i,0.00031404-8.5004e-05i,0.00039285+0.00099677i,0.00045944+0.0017021i,0.0011532+0.00074677i,0.0014872-0.00026993i,0.00084847-0.00016582i,0.00029138+0.00010301i,0.00041981+0.00022348i,9.1013e-05+0.0010411i,-0.00079001+0.0011444i,-0.00075926+0.00031134i,-0.00082059+3.3744e-05i,-0.0005091+3.0938e-05i,0.00040994-0.00024256i,0.0009651-0.00088722i,0.0013536-0.001129i,0.0011378-0.00047818i,3.7154e-05+2.9601e-05i,-0.00011004+3.4827e-05i,2.6664e-05-0.00045845i
-0.00044995+0.0017721i,-0.00030944+0.0016645i,7.6613e-05+0.0016489i,0.00029386+0.0013044i,0.0010589+0.00048634i,0.0012338+0.00011587i,0.00090192+0.00045089i,0.00026927+0.00054749i,0.00069902+0.00026804i,0.0015435+7.6935e-05i,0.00091741+0.00021104i,-4.9027e-05+0.00057237i,-0.00024377-0.00016288i,0.00014624-0.0007391i,-0.00013323-0.00073099i,-0.0002228-0.00012721i,0.00023089+0.00046408i,0.00062085+0.00084314i,0.00075994+0.00031437i,0.00061586-0.00025858i,0.00021484-0.00027061i,5.6536e-06-0.00037074i,-7.4123e-05-0.00016944i
-0.00058545+0.0010949i,-0.00071172+0.00069109i,-0.00025527-9.5005e-05i,0.00021803-0.00012123i,0.00054121+0.00093697i,0.00092442+0.0013399i,0.00069543+0.00076022i,7.9878e-05+0.00072365i,0.0001042+0.00052613i,0.00058362+0.00047311i,0.00013373+0.00040021i,-0.00025732+0.00056449i,-0.00057919+0.00065911i,-0.00048909-0.00053714i,-0.00054074-0.0012115i,-0.00059214-0.0010429i,-8.0703e-05-0.00093527i,-0.00033813-0.00055196i,-0.00021902+0.00014217i,-0.00051905+0.00042835i,-0.00077162+0.00011699i,-9.2616e-05-0.00021212i,9.9775e-05+9.5534e-05i
0.0014286-0.00042191i,0.00090128-0.001672i,0.00073611-0.001927i,0.0010594-0.001479i,0.0013671-0.00028991i,0.0014585+0.0010169i,0.0015083+0.0020515i,0.0015583+0.0013318i,0.0012211+0.00038599i,0.00017361+0.00085533i,-0.00070056+0.00096586i,-0.00068223+0.00046837i,0.0002469+0.00031149i,0.00081791-0.00024581i,0.0010637-0.0010157i,0.0013742-0.0007936i,0.00096448-0.00075158i,0.0003509-0.00087325i,0.00029973-0.00047065i,0.00033286+2.6588e-05i,0.00028881-0.0002533i,1.6882e-05-0.00038508i,-4.8152e-05+6.1341e-05i
0.00012278+0.0014446i,0.0015916+0.00085036i,0.0017901+0.0012386i,0.0015078+0.001256i,0.0010239+0.00052118i,2.2123e-05+0.0003379i,4.5331e-05+0.00040209i,0.00014637+0.00022706i,0.00042141+0.00045153i,0.00076677+0.00063882i,0.00039451+0.0011139i,-0.00019376+0.00081676i,0.00022753-0.00036356i,0.00086589-0.00029582i,0.0007524+0.00040388i,0.00033355+0.00056751i,0.00035366+0.00038589i,0.00022731-7.1133e-06i,-0.00060372-0.00021526i,-0.00073777-0.000655i,-0.000141-0.00080756i,0.00030986-0.00030018i,0.00021018+7.4701e-05i
0.00023643-7.6518e-05i,0.00050733+0.00095978i,0.00088484+0.0011301i,2.5023e-05+0.0011578i,5.4566e-05+0.0020569i,0.0012194+0.0024035i,0.0019641+0.0014449i,0.0016099+0.00056609i,0.00055109+0.0011027i,0.00043624+0.0014248i,-0.00025166+0.0010408i,-0.00089716+0.0013172i,-0.00070172+0.0014793i,-0.00088283+0.00091364i,-0.00025513-1.0448e-05i,0.00015703-0.00036352i,0.00017736-0.00028276i,0.00014756-0.00011962i,0.00037401+2.9993e-05i,0.00025806+1.5696e-05i,0.00012652-0.00023725i,0.00026679-7.6935e-05i,3.3618e-05+0.00048433i
-0.0014646+0.00094327i,-0.0019875+0.0011127i,-0.0029237+0.0008434i,-0.0018819+0.00066705i,-0.0002497+0.00070199i,0.00020548+0.00077834i,0.0010363+0.00054479i,0.0009295+0.00080287i,0.00025845+0.00089649i,4.9541e-05+0.00080662i,-0.00028464+0.00026554i,1.2e-05+0.00081085i,-0.00016102+0.00099768i,-0.00031027-8.1043e-05i,-0.00036509-0.0008116i,0.00026981-0.00068664i,3.7551e-05-6.9855e-05i,2.7793e-05-0.00015214i,0.001208-0.00063727i,0.0011198-0.0013999i,0.00037561-0.00099532i,-0.00037069-0.00012525i,-0.00079402-5.3604e-05i
0.0026268-0.0032467i,0.0015127-0.0031085i,8.2832e-05-0.0034826i,-0.0011692-0.0021809i,-0.0012627-0.00048893i,3.8267e-05+0.00017865i,0.00070541+0.0010201i,0.0010966+0.0012945i,0.0014105+0.00078795i,0.0008088+0.00015875i,0.00034989-0.00020766i,3.4671e-05+0.00081146i,-0.00049772+0.0013463i,-0.0013808+0.00029373i,-0.0014224-0.00068001i,-0.00084218-0.00076426i,-0.00082649-0.00041348i,-0.00093217-0.0003209i,0.00013723-0.00056584i,0.00050336-0.00073046i,0.00037741-0.00032189i,0.00052845+0.00041921i,0.00037604+0.00087785i
1.6105e-05+0.0017174i,0.00032969+0.0020899i,0.0011784+0.001677i,0.0014739+0.0022404i,0.0011763+0.0028632i,0.00087847+0.0020624i,0.0010637+0.0011812i,0.0015853+0.0013396i,0.0015771+0.001568i,0.0013732+0.0013388i,0.00077656+0.0012116i,-0.0001192+0.00074723i,-0.00091563+0.0011504i,-0.0009451+0.00069842i,-0.00019398-0.00026926i,0.00051108-9.2025e-05i,0.00032327+0.00033851i,0.00047584+0.00052357i,0.00068848+0.00082499i,-0.00019806+0.00034774i,-0.00059153-0.00042647i,0.00041301-0.00065367i,0.0011159+3.3235e-05i
