0.00061929+4.6681e-05i,0.00095354-0.00049429i,-0.00066607-0.0015912i,-0.0020155-0.0018086i,-0.0022982-0.00085017i,-0.0019569-0.0004687i,-0.0010582-0.00056846i,-0.00011812+0.00027675i,0.00036303+0.00072075i,0.0004559-0.00039777i,0.00011127-0.00071575i,8.7923e-05-0.00080547i,0.00017721-0.00045742i,-0.0002541+0.0001962i,-0.00062744+0.00070425i,-0.0010085+0.0009785i,-0.00057035+0.00035987i,8.9824e-05-0.00082876i,0.0004363-0.0006327i,0.0002341-0.00030115i,-0.00041556-0.00049182i,-0.00088847-0.00031103i,-0.00072333-0.0002827i
0.00064392-0.00027135i,0.00099906-0.0011185i,0.00044176-0.0005286i,-0.00013418+0.00042054i,-0.00078019+0.00025442i,-0.00099282-0.00031144i,4.2675e-05+0.00011816i,0.00062133+0.00095214i,0.000466+0.0008806i,0.0004418+0.00011211i,0.00065227-0.00030197i,0.00090677-0.00077066i,0.000678-0.00058501i,0.00033893+0.00016475i,0.0001826-0.00014695i,6.7591e-05-0.00054875i,-0.00031057-0.00086361i,4.951e-05-0.00080523i,0.0010359-0.00046675i,0.00068969-0.00079265i,-9.3805e-05-0.00040426i,0.00016403+0.00017743i,0.00090634+7.7189e-05i
0.00094092-0.00094141i,0.0003846-0.0016635i,8.846e-05-0.001198i,0.00062404-6.8489e-05i,0.0017205-0.00025432i,0.0011205-0.0006591i,0.00061634-0.0012967i,0.00094717-0.0021111i,0.00095551-0.0022359i,-0.00014085-0.0013852i,-0.00084301-0.00050129i,7.0817e-05-0.00052512i,0.0004556-0.00040634i,-6.5456e-05-0.00027372i,-0.00033966-0.00084172i,-1.5742e-05-0.0011556i,0.00040402-0.00016556i,0.00064782+0.00070986i,0.00062329+0.00022308i,0.001234+6.8229e-05i,0.0010221+0.00039568i,1.1113e-05-0.00016561i,-0.00046485-0.00036118i
0.0023378+0.00030755i,0.0025722-0.00066994i,0.0022256-0.0005602i,0.00082993-0.00048769i,-0.00036467-0.0010072i,-0.00091926-0.0017381i,-0.001215-0.001395i,-0.0010433-0.0011406i,-0.00039314-0.00095473i,7.3565e-06-0.00046918i,-0.00046329-0.0001951i,-0.00074154-0.00025808i,-0.00027851-0.00074776i,0.00062602-0.0011393i,0.00062548-0.00085913i,1.9372e-06-0.00030219i,-0.00015278-0.00037931i,6.7627e-05-0.00041333i,0.00053879-5.6448e-05i,0.00046927-0.00052479i,0.00043117-0.00082205i,9.359e-05-0.00066015i,-0.00072986-0.00042842i
0.0019254+0.00070124i,0.0013942-0.00034266i,0.00030748-0.00043855i,-8.1985e-05-0.00041796i,0.0003881-0.00027628i,0.00029282-0.0012544i,5.929e-05-0.0014453i,0.00041044-0.00032157i,0.00097871-0.00083731i,0.00086136-0.001166i,0.00010412-0.00089739i,0.00013609-0.00079266i,0.00078392-0.00034401i,0.00096667+0.00027104i,0.00021129+0.00036878i,-0.00045322-0.00017379i,0.00056031-0.00031806i,0.0012701-0.00022817i,0.00076287-5.8252e-05i,0.00013872-0.0003592i,-3.9747e-05-0.00063445i,0.00054488+0.00025903i,0.0006925+0.00048958i
0.00091875-0.00021792i,0.00066787-0.00054865i,0.0010313-0.00042656i,0.00042639+0.00045016i,-0.00012809+0.00060125i,-0.00072578-0.00015718i,-0.0012393+0.00042404i,-0.000573+0.00098868i,-1.8944e-05+0.00049595i,-0.00045264-0.00028337i,-0.0011039-0.00019982i,-0.00087902-6.8928e-05i,-0.00040341-0.00063294i,-0.00017045-0.00074118i,-0.0003029-0.00056833i,-0.0007632-0.00066574i,-0.00073245+0.00029159i,0.00032886+0.0009006i,0.00034518+0.00024018i,-0.00063282-0.00063389i,-0.00072251-0.00070201i,6.8876e-05-0.00080352i,0.00045737-0.00085931i
0.001507+0.0014282i,0.0026442+0.0018781i,0.0028431+0.0010074i,0.0019013-0.00024597i,0.00092532-0.0010882i,0.00013615-0.0023631i,-0.00037239-0.0020606i,-2.8846e-05-0.00084985i,0.00059437-0.00038672i,0.00094998-0.0004061i,0.00094372-0.0010157i,0.00095618-0.0005122i,0.00019752+2.035e-05i,-0.00064143+0.00025789i,-0.00099775+4.8513e-05i,-0.00094506+2.2988e-05i,-0.00060266+0.00038107i,-4.2974e-05-7.9698e-05i,0.00035173-0.00043878i,-1.1577e-05-0.00039707i,-8.9718e-05-0.00055284i,0.00024807-0.00024595i,-8.8153e-06+0.0003545i
0.0029337-0.001614i,0.0024024-0.0010039i,0.0014763-0.00043535i,0.00081878-0.0012747i,0.00063284-0.0016597i,0.00033943-0.0010884i,-0.00034733-0.0009213i,-1.8425e-05-0.001514i,0.00013125-0.0017712i,-0.00028526-0.002067i,0.00020071-0.0014632i,0.0010563-0.00012998i,0.00095813-0.00010908i,0.0007844-0.00037044i,0.0003705-0.00039499i,-0.00054848-0.00034294i,-0.00081271-0.00025689i,0.00020111+0.00020001i,0.00023268+6.4628e-05i,-0.00013373-0.00057577i,0.00036381-0.00029727i,0.00072075-0.00044043i,0.00045946-0.00077763i
0.00097862-0.0020656i,0.00094064-0.0019769i,0.00030802-0.00073949i,-9.1141e-05+0.00018072i,0.00031497-0.00025392i,0.0010957-0.0013356i,0.00063809-0.0013234i,0.00026035-0.00057862i,0.00051134-2.449e-05i,0.00055916-0.00072916i,0.00071669-0.0013421i,0.00080688-0.00066121i,0.00060066-0.00042792i,0.0003199-8.361e-05i,4.7412e-05+0.00040542i,0.00046475-0.00033606i,0.0010062-0.00049449i,0.00066744+9.4695e-05i,0.00016487-0.00011943i,-0.00018516+7.7617e-05i,-0.00025147+2.6834e-05i,9.1612e-05-2.66e-06i,0.00020573+0.00088189i
0.0011285-0.00017215i,0.0010823-0.00018028i,0.00025111+0.0004604i,0.001187-0.00017482i,0.001461-0.0011825i,0.00091243-0.0019933i,0.000469-0.0020101i,0.00019508-0.00084016i,0.001008-0.00020717i,0.0016616-0.0001292i,0.00037413+0.00019842i,-0.00046473+0.00070426i,3.5248e-05+7.5283e-05i,0.00046411-0.0012398i,0.00012185-0.0014798i,-0.00031541-0.00049447i,-0.00059056-9.2409e-05i,-0.00014411-0.00017293i,0.00071198-0.00032287i,0.00054622-0.00070295i,-3.7221e-05-0.00060104i,-9.5312e-05-0.00037996i,0.0002029+0.00024147i
0.0019849+0.00093286i,0.0021103+0.00037749i,0.0014282-0.00092136i,0.00020161-0.00077544i,-0.00090756-0.0006331i,-0.0011717-0.0016478i,-0.00061611-0.0010798i,-0.00022082-0.000779i,0.00020644-0.0017801i,6.4507e-05-0.0012837i,-0.00041959-6.6016e-06i,-0.00040516+0.00037301i,-0.00065372+4.7374e-05i,-0.0013253-0.00056561i,-0.001776-0.00023961i,-0.00092061+0.000204i,0.00011442+0.00029703i,0.00075877+0.00053399i,0.0006425-0.00012669i,-0.0003165-0.00057291i,-0.00032192-0.00055826i,-0.00019472-0.000714i,-0.00050632-0.00036627i
0.0012225-0.00053075i,0.00031409-0.00096643i,-0.00032737-0.0015664i,-0.00015883-0.0015253i,-0.00021738-0.00086555i,-0.00049432-0.0001696i,-0.0011712-5.5532e-05i,-0.00090336-0.00051635i,0.00020258-0.00088612i,0.00063921-0.0010809i,0.0010908-0.00059483i,0.00086681+0.00061599i,0.00017705+0.00090031i,0.00026061+0.00062205i,2.6999e-05+0.00026776i,-8.127e-05-0.00075068i,0.00083995-0.00055479i,0.0006923+0.0006775i,-0.00014115+0.00032785i,-0.0001044-0.00058327i,0.00056651-0.00060837i,0.0006261-0.0010457i,6.9958e-05-0.00094958i
0.0021152-0.0023021i,0.0029631-0.00082285i,0.0028358+0.00014084i,0.0015009-9.0023e-05i,0.00033136-0.00067489i,0.0003354-0.0013944i,-0.00026042-0.0019854i,-0.00078626-0.0015295i,-0.00049102-0.0010011i,-0.00037229-0.00064201i,-0.00027504-0.00024038i,-0.0002622+6.3798e-05i,0.00027763+0.00048915i,0.00074938-8.5921e-05i,0.00063215-0.00037497i,0.00040135-0.00028559i,0.0010913+0.00024953i,0.0015555+0.00052066i,0.00090749-0.00036914i,0.0005574-0.00090254i,0.00065605-0.0010058i,0.00026138-0.00078317i,0.00016077-0.00040727i
-0.00034193+0.00064529i,-0.001098-0.0003742i,-0.000763+0.00072283i,0.00058414+0.0010075i,0.0017164-0.00035298i,0.00066666-0.0014182i,-0.00011437-0.0013202i,-0.00040597-0.00022575i,-0.00029181+0.00026443i,-0.00048324+0.00019649i,-0.0009056-4.2417e-05i,-0.0001969-0.00048871i,-0.00017649-0.00071224i,-0.0005096-0.00045753i,6.8829e-05-0.00039987i,0.00027052+2.4569e-05i,-6.7508e-05+0.00054745i,0.00021289+0.0001856i,0.0010258-8.7928e-05i,0.00046018-2.6333e-06i,-0.0001473-0.00040852i,0.00017385-0.0010421i,0.00085655-0.0011566i
0.0004995+0.00017327i,0.0016995+0.0005041i,0.00090475+0.00019089i,0.0001066-0.0010576i,-4.8826e-06-0.0016854i,0.00011243-0.0024198i,-0.00010105-0.0019093i,-0.00077021-0.00064993i,-0.00059672-0.00021545i,0.00042003-0.00035312i,0.00081035-0.00043094i,0.00034944-1.5001e-05i,-0.00049209-0.00020295i,-0.00054301-0.00070166i,0.00029192-0.00033711i,0.00090049+0.00061462i,0.00040213+0.00042775i,6.5728e-05-0.00075475i,-0.00031397-0.00053902i,-0.00063053-0.00028946i,9.5457e-05-0.00036692i,0.0010148-0.00026195i,0.00074622-7.3135e-05i
0.0025596-0.0010872i,0.0021555-8.9704e-05i,0.00086723+0.00054056i,0.00042926+0.00014497i,-0.00011559-0.00050806i,-0.00070592-0.00084283i,-0.00020369-0.0006602i,0.00043143-0.00043575i,0.00040023-0.00071304i,-0.00030567-0.0007554i,-0.00054617-0.00018504i,9.8201e-06-1.6061e-05i,0.00021714-0.00014529i,-0.00019979-7.7049e-05i,-0.00032059-0.00016398i,0.0004121+0.00019338i,0.00065573+0.00095066i,0.00077695+0.00092083i,0.0011936+0.00047053i,0.0010306-0.00044415i,0.00045366-0.00080365i,-0.00057369-7.7189e-05i,-0.0014729+0.00028584i
0.00031269+0.0002312i,0.0012914+0.000514i,0.0010867+0.001342i,0.00024368+0.00091024i,0.0010476-0.00067628i,0.0021896-0.0017608i,0.00085856-0.0020475i,7.7424e-05-0.0021652i,3.8344e-05-0.0017802i,3.7406e-05-0.0012151i,0.00021797-0.0013076i,0.00018772-0.00072972i,0.00059045+0.00041904i,0.00091913+0.0006259i,0.00087435+1.6484e-05i,0.00030776-0.00057521i,-0.00019642-0.00075034i,-0.00017122-0.0008912i,0.00010375-0.00099412i,1.8722e-05-0.00092016i,-0.00031872-0.00053924i,-0.00014385-0.00025838i,-0.00029762+0.0004013i
0.0023828-0.0010693i,0.0014675-0.001721i,0.00058968-0.0013972i,0.00076735-0.0001036i,0.0010091-5.6388e-05i,0.00025571-0.0012169i,-0.00061666-0.0020633i,-0.00057307-0.0016106i,-0.00088446-0.00037746i,-0.00010344+1.963e-06i,0.00074096-0.00052509i,0.00011975-0.0011287i,-0.00045092-0.0011111i,0.00010103-0.00131i,0.00010829-0.00089459i,-0.00047299-1.8741e-05i,-0.0001888-0.00010367i,0.00017363-0.0010239i,-0.00027175-0.0011509i,-0.0006793-0.00082871i,-0.00097619-0.0004101i,-0.00047498+8.1774e-05i,-0.0001759+0.00048371i
0.001713+0.0010199i,0.0027236+0.00078599i,0.0027218-0.00013976i,0.0024803-0.00082263i,0.0012732-0.001355i,-0.00026071-0.0021931i,-0.00057133-0.0018194i,-0.00011944-0.001283i,0.00083839-0.0013715i,0.0012267-0.00041357i,0.00067344+0.00048132i,0.00047666+0.00054595i,-0.00013424-0.00032088i,-0.00067218-0.0014042i,-0.00085122-0.00095i,-0.00034495+0.00018813i,0.00076096-0.00021953i,0.00080056-0.00052551i,0.00059401-0.00021039i,9.1025e-05-0.00053341i,-0.00029645-0.00066032i,0.00022115-0.00016405i,0.00047359+0.00028159i
0.0020022+0.00029807i,0.0011806+0.00026396i,0.00022908-8.0389e-05i,-6.1126e-05-0.00026003i,-5.5112e-05-0.00085095i,-0.00013953-0.00071153i,-0.00032683-0.00085565i,-0.00065307-0.0011158i,-0.00017266-0.0010164i,-0.0001332-0.0012781i,-0.00028223-0.00084692i,0.00020417-0.00018318i,7.1917e-05-0.00016034i,-0.00069228-8.1037e-06i,-0.00074402+5.3614e-05i,-0.00014774+8.0124e-05i,0.00072453-0.00013893i,0.00077114-0.00052269i,0.00036695-0.00039874i,-2.0633e-05-6.5099e-05i,-0.00052773-0.00049359i,-0.00010841-0.00079623i,-0.00019824-0.00054512i
0.00095168+0.0014459i,0.00052881+0.00032551i,0.00085398-6.7733e-05i,0.0016023+0.00015502i,0.0013453-0.00035586i,0.00056664-0.0015675i,0.00079155-0.0018666i,0.0012833-0.0014902i,0.00129-0.0011336i,0.00022298-0.00078483i,-0.00094164-9.6842e-05i,-0.0016019-0.00030399i,-0.0019251-0.00083375i,-0.0017903-0.0010958i,-0.0010134-0.00049874i,-1.7801e-05+8.3578e-05i,2.7538e-05-0.00035902i,-0.0002924-0.00070613i,-0.00025417-0.00065154i,0.00021313-0.00027986i,0.00030418-7.9279e-05i,-1.67e-05+0.00010765i,-0.00021854-0.00058486i
0.0015017+0.00011441i,0.0014571-0.0006795i,0.0015713-0.0012641i,0.001122-0.0017032i,0.0010164-0.0021289i,0.00052093-0.002696i,-0.00064635-0.0027339i,-0.0010276-0.0017043i,-0.00023048-0.0016389i,4.0565e-05-0.0012361i,-0.0002641-0.00054952i,6.7592e-05-0.00041093i,8.0948e-05-0.00077624i,-7.8305e-05-0.00080793i,8.0801e-05+0.00061614i,-5.3628e-05+0.0012389i,3.6403e-05+9.4987e-05i,0.00011927-0.00028392i,-4.9593e-05-0.00030015i,0.00010068-0.0008543i,-0.00024055-0.00067941i,-0.00036336+0.00037994i,-0.00069521+0.00068607i
0.0015283+6.134e-05i,0.0019227+0.00046202i,0.0016836+0.00098219i,0.0009892+0.00094324i,0.00041599+0.00027765i,0.00046292-0.00030694i,0.00047501-0.00068417i,0.00034051-0.0015141i,5.517e-05-0.0010079i,0.00014851+7.6232e-05i,0.0006573-0.00017298i,0.00092902-0.00058868i,0.00044416-0.00074944i,-0.00025219-0.00067637i,-0.00063886-0.00031125i,-0.00077608-0.00078655i,-0.00096264-0.0010073i,-0.00042008-0.00086855i,-8.1889e-05-0.00038876i,-0.00051953+0.00026237i,-0.00018308+0.00033676i,-0.00019158-0.00010667i,-0.00034074-0.0012071i
0.0016534-3.0397e-05i,0.0012707-0.00013703i,0.0011152-0.00061883i,0.0006821-0.0011349i,0.00020254-0.0014515i,-0.00010173-0.0018446i,-0.00010398-0.0019936i,0.00011543-0.001092i,0.00075217-0.0005613i,0.00027113-0.00058536i,-0.0011875-0.00091789i,-0.0019988-0.0010272i,-0.001263-0.00058181i,-0.00013443+0.00014816i,-0.00039787+0.00013802i,-0.00080849-0.00023598i,-0.0005703+0.00052496i,0.00017954+0.0014258i,0.0010291+0.00090333i,0.0011176-0.00025468i,0.0011367-9.0828e-05i,0.001267+0.00033656i,0.00037259+0.00029297i
0.00089173+6.6998e-05i,0.0012769+0.00047358i,0.0014572+0.00036707i,0.0019256+0.00023631i,0.0012106-0.00062078i,0.0006687-0.0013137i,0.00094547-0.00070371i,0.001425-0.0012694i,0.00082334-0.0027216i,-0.00088462-0.0021667i,-0.0017067-0.00063521i,-0.00064168-0.00021754i,0.00041083-0.0002515i,5.8942e-05-5.6914e-05i,-0.00044679+0.00044794i,-0.00035424+0.00058391i,0.00042997-0.00018156i,0.00095593-0.00029293i,0.00091242+4.5283e-05i,0.001052-0.00040028i,0.0010322-0.0007444i,0.0005372-0.00079954i,0.00021702-0.00033777i
0.0035335-0.0019032i,0.0016862-0.0018437i,-0.00035624-0.0016387i,-0.00074264-0.0011521i,-0.00037841-0.00044712i,0.00018374-0.00062281i,0.00057236-0.00061697i,0.00063939+8.7486e-05i,0.00030196-0.00089695i,-0.00052458-0.0026057i,-0.00062193-0.0019166i,-0.00013051-0.00045243i,0.00033698+8.7256e-06i,0.00034948+0.00045288i,0.00012833+0.00077398i,0.00022405+0.00013515i,0.00034436-0.00048409i,-0.0003913-0.00021106i,-0.0005789-0.00013829i,-0.00028497-0.00025811i,-0.00033704-0.00046657i,0.00025747-0.00062597i,0.00078619-0.00047113i
0.0020107-0.0006307i,0.0022457-0.00031839i,0.0014407+0.00034421i,0.00010346+0.00010673i,-4.3457e-05-0.00087975i,-5.2132e-05-0.0015016i,-0.00043504-0.0019648i,-0.00011314-0.0014194i,-0.00039266-0.0003326i,-0.00016887-0.00083089i,0.00036646-0.0011263i,0.00042118-0.00053923i,0.00034645-0.0004292i,6.7222e-05-3.0811e-06i,-0.00014881+0.00092585i,-0.00022108+0.00095648i,0.00028934+4.5715e-05i,0.00075163-0.00026411i,0.00077458-6.6058e-05i,0.00073735-0.0007928i,0.00057608-0.00029147i,-0.00043158+0.0005273i,-0.00058126+9.4388e-05i
0.0039433+0.00013291i,0.0032447+0.0002547i,0.00076653-0.0012097i,-0.00039573-0.0015488i,-0.00030145-0.0014848i,-0.00035123-0.0012779i,8.3008e-05-0.00080634i,0.00088018-0.0008522i,0.00088919-0.00088646i,0.0002539-0.00079133i,0.0004353-9.8168e-05i,0.0013179+0.00028421i,0.0014435+0.00052105i,0.0010354+2.0947e-05i,0.0010684-0.0011089i,0.00039384-0.0012562i,6.7585e-05-0.0002576i,0.00047642+0.00066518i,0.00046165+0.00038632i,0.00029753+0.00028491i,0.00052834+0.00026216i,0.00090006-0.00014668i,0.0010566-0.00016912i
0.001553-0.00059833i,0.0017171-0.001112i,0.0024778-2.048e-05i,0.0024422+0.00057494i,0.0012558-0.00077264i,2.6569e-05-0.0019095i,-0.00017415-0.0012425i,0.00046724+8.5988e-07i,0.00077509-2.8928e-05i,0.0008501-0.00068711i,0.00048307-0.00034695i,-0.00026162-0.00017852i,-0.00081631-0.00043428i,-0.00043666-0.0001753i,0.00033752+0.00015913i,0.00010344-0.00021293i,-8.0572e-05-0.00041603i,0.00034962-0.00039332i,0.00076727-0.00018204i,0.00030952+0.00037713i,-0.00023709+0.00031984i,7.0296e-05-0.00036259i,-0.00010898-0.00083152i
0.0026785+7.6702e-05i,0.0025526-0.00038151i,0.0019255-0.00041891i,0.0010691-0.00053174i,0.00095763-0.001469i,0.00021334-0.0016831i,-0.0005986-0.0012952i,-0.00028823-0.001312i,0.00051617-0.0017544i,7.6609e-05-0.0016128i,-0.00044645-0.0010336i,-0.00043764-0.00039497i,-0.00061198+5.3408e-05i,-0.00095292+0.00036483i,-0.00095523+0.00083124i,-0.00040528+0.00065897i,-0.00018982-3.4221e-05i,-0.00031577+0.00027646i,-0.00045452+0.00030196i,0.00032761-0.00046386i,0.0003637-0.00082786i,-0.00067646-0.00023321i,-0.00095739+0.00056608i
0.0020909+0.0010339i,0.00089235+0.0004199i,0.00095956-9.7785e-06i,0.001305-0.00075778i,0.0013914-0.001558i,0.000536-0.0019619i,-0.00048135-0.0015703i,-0.00031273-0.0010423i,-8.5734e-05-0.00087596i,-0.00079895-0.00014884i,-0.0011352+0.00019191i,-0.00060056-0.00032125i,-0.00043819-0.00096875i,-0.00041847-0.00092607i,-0.00028832-0.00035852i,0.00011186-6.0803e-05i,-0.00037803-0.00058279i,-0.0013297-0.00080536i,-0.00083584+0.00010396i,0.00032388-0.00018032i,-9.5451e-05-8.8213e-05i,-0.00032784+0.00070743i,0.00072727+0.00097163i
0.0021428+1.2039e-05i,0.0010148+0.00026358i,0.00031247+0.00019125i,0.00055107+0.00021849i,0.00058044-0.00074268i,9.1861e-05-0.0018435i,-0.00055936-0.0015107i,-0.00066417-0.00084188i,-8.5599e-05-0.00075555i,0.00016405-0.00043219i,0.00039197+0.00019072i,0.00067837+0.00010438i,0.0001376-0.00054867i,-0.00011978-0.00082068i,0.00033769-0.00088008i,0.00013432-0.00042478i,-0.00030522-7.3869e-05i,-0.00027552-0.00036429i,-1.8086e-05-6.786e-05i,0.00021459+0.00028278i,0.00061599-0.00024338i,0.0010366-0.00069508i,-0.00044025-0.00058619i
0.00038816-0.0004435i,0.0003536-0.0001833i,0.00051508-0.00029531i,0.00086689-0.0002935i,0.0014404-0.00055451i,0.00088971-0.0010534i,0.00019267-0.0012416i,3.9307e-05-0.0011918i,0.00065568-0.0017546i,0.0016074-0.0010843i,0.0015817-3.8739e-05i,0.00084992-0.00050792i,0.00025563-0.00091055i,-0.00014039-0.00090923i,-0.00068351-0.00092293i,-0.00076826-0.00065242i,-0.00016419-0.00020854i,0.00054995+0.00038483i,0.00041977-0.00018778i,0.00014316-0.00077043i,-0.00043247-0.0014516i,-0.00081954-0.001963i,-0.00028568-0.00079115i
0.0029208-0.00037079i,0.0022321+6.2351e-05i,0.0018841+0.00089331i,0.0017735+0.00038766i,0.0012523-0.0017418i,0.00042069-0.0029028i,-0.00078013-0.002195i,-0.00061012-0.0016612i,0.00052329-0.0018173i,0.0012426-0.0022026i,0.00087824-0.002412i,0.00050497-0.000929i,0.00048866+0.0002625i,5.0231e-06-0.00062158i,-0.00038384-0.00027542i,-0.00059825+0.00011054i,8.8042e-05+3.4506e-06i,0.0003256+0.00022411i,0.0003045-0.0003901i,0.00081529-0.00045042i,0.00065892-2.9793e-05i,-0.00013012+0.0005724i,-6.635e-05+0.00024519i
0.0014493-0.0018123i,0.0013412-0.0011658i,0.00025153-0.00017048i,-0.00026122+0.00069476i,-0.00014884-4.8828e-05i,-0.00021884-0.00036123i,-7.1252e-05-1.0996e-05i,0.00029718-4.9235e-05i,0.0005094-0.00082702i,0.00057976-0.0014012i,-0.00038601-0.0010935i,-0.00074135-0.00070948i,0.00023388-0.00055518i,0.00024232-0.00023624i,-0.0007271+0.00028541i,-0.00077843+0.00030264i,-0.00039229+4.8091e-05i,1.802e-07+0.00040425i,0.0012547+0.0010447i,0.00098285+0.00089247i,0.0002452+0.0005054i,0.00034621-0.00030066i,0.00033007-0.00015748i
0.00081645-0.00024824i,0.0014888-0.00030416i,0.00047879+0.00032598i,0.00038409+0.00065017i,0.0011428+0.00066206i,0.00091166-5.4734e-05i,8.0836e-05-0.0010079i,-0.00013011-0.0011674i,-0.00089733-0.00094637i,-0.0018839+0.00015472i,-0.0016005+0.00096071i,-0.00043293+0.0012601i,-1.9414e-06+0.0011427i,0.00043224+0.00036223i,0.00080315-0.00054256i,0.00026455-0.0011425i,-0.00031987-0.0014485i,-0.0004633-0.00072852i,0.00081049+0.00023483i,0.0013357+0.0010316i,0.00091221+0.00049848i,0.00049117-0.00036268i,0.00015415-0.00050601i
0.0027054-0.00059626i,0.0020378+0.00099203i,0.00147+0.00074489i,0.00017622-0.00018102i,-0.00012701-0.0013055i,-1.9934e-05-0.0017582i,7.6196e-06-0.00060641i,0.0001163+2.1671e-06i,2.5344e-05+0.00020828i,-0.000479+0.00055565i,-0.00054413+0.00018353i,-3.9945e-05-0.00065329i,0.00022825-0.0012261i,0.00082989-0.00072123i,0.00080242-0.00021361i,6.3549e-05-0.00021094i,7.7325e-05-0.00050254i,9.368e-05-0.00059611i,-0.00025882-5.7738e-05i,-0.00044824-0.00019128i,-0.00044457+0.00041068i,-0.00054361+0.0010181i,-0.00010042+0.00056963i
0.0014206-0.0008002i,0.0012316-0.0016115i,0.00081141-0.001619i,0.0001791-0.0010897i,-0.00036912-0.0011591i,-0.0010075-0.00056423i,-0.0019848-0.00055484i,-0.0015689-0.00082115i,-0.00011585-0.0011133i,-6.277e-05-0.0011709i,-0.00052067-0.00058172i,-0.00038449-0.00038809i,0.00038801-0.00021455i,0.00034144-0.00025214i,9.5115e-05-0.0003148i,-0.00049094-0.00017647i,-0.00075488-0.00032231i,-0.00063658-0.00026797i,-0.00049759-0.0002231i,-0.00038889+8.9046e-05i,-0.00020568+8.4327e-05i,4.6525e-05-0.00063241i,0.00057802-8.7743e-05i
0.0019741-1.7672e-05i,0.0014537-0.00016485i,0.00065421-0.001139i,0.0006788-0.0014113i,0.0010451-0.001446i,0.00084048-0.00071959i,0.00023367-0.00020424i,-0.00026733-0.00099022i,-0.00031516-0.0012177i,-0.00078319-0.00189i,-0.0011697-0.0030112i,-0.0011354-0.0029879i,-0.0011767-0.0019185i,-0.00086783-0.00091903i,-0.00022134-0.00054521i,0.00051421+0.00036165i,0.00063206+0.0011652i,5.734e-05+0.00047907i,6.7216e-05+0.00039954i,0.00067848+0.00060387i,0.0010421+0.00011797i,0.00018357-0.0007465i,-0.00071564-0.0011898i
0.0012868-9.1976e-05i,0.0022144-0.0006955i,0.0018858-0.00066338i,0.001261-0.00071158i,0.0016116-0.00056777i,0.0016894-0.0012651i,0.00030487-0.0024232i,-0.00016314-0.0024303i,0.00013759-0.0021672i,-0.00023165-0.0016585i,-0.00050787-0.0013136i,0.00025603-0.0010816i,0.00069134-0.00047811i,0.00031178-0.00037022i,0.00014293-0.0001644i,-0.00038196+0.00024691i,-0.00044792+0.00044852i,0.00053297+0.00077075i,0.0010588-0.0004245i,0.0011204-0.0010275i,0.00069891-0.00050924i,0.00037178-0.00021689i,-0.00012871-0.00037696i
0.0024762+0.0010092i,0.002096+0.0012871i,0.0012492-3.6966e-05i,0.0005394-0.00057138i,0.00041231-0.00036883i,-0.00030439-0.0014738i,-0.00037085-0.0017803i,0.0006811-0.0010468i,0.0012307-0.00045278i,0.00089179+0.00037177i,0.00066819+0.0011221i,0.00064094+0.0011197i,0.00045924+0.00014838i,0.00040046-0.00020525i,-0.00013575-0.00047423i,-0.00021184-0.00048965i,-1.3181e-05+0.0005172i,-0.0001187+5.0004e-05i,0.00026861-0.0010704i,0.00096581-0.00088999i,0.00090563-0.00030902i,-0.00014643+0.00012106i,-0.00028553-0.00029678i
0.00081927-0.00038656i,0.00043295-0.0011931i,-3.9736e-05-0.0011145i,0.00024131-0.00020037i,-6.0992e-06-0.00019978i,-0.0007137-0.00074442i,-0.00076538-0.00066943i,0.00058818+0.00029528i,0.0015078-0.00018735i,0.0014119-0.00058489i,0.0012769-0.00021319i,0.0010358+0.00032874i,0.00013441+0.00076496i,-0.00077005+6.4549e-05i,-0.00095694-0.00024939i,-0.0010483-6.9726e-05i,-0.0010508-6.2808e-05i,-0.00094134-0.0001315i,0.00069029+3.808e-05i,0.0016534+0.00028707i,0.0009879+0.00051117i,0.00047358+0.00067503i,0.00013319+0.00068366i
0.0020138+9.9656e-06i,0.0021412-9.5582e-05i,0.00051579+0.00026679i,-0.00042741+0.00052533i,0.00077079+0.00013583i,0.0011988-0.00034604i,0.00075218-0.0011335i,0.00069467-0.0011901i,0.00033882-0.0012073i,0.00014977-0.0017041i,-0.000596-0.0010912i,-0.0010029-0.00019963i,-0.0011574+0.00030187i,-0.0012071+0.00047618i,-0.00067428-0.00013911i,-0.00025968-0.00026042i,-1.9234e-05+0.00061447i,0.00011194+0.00061695i,5.1281e-06+0.0002323i,0.00036855+0.00041075i,0.00053301+0.00047794i,0.00051406-7.8077e-05i,9.8117e-05-0.0001701i
0.0028607-0.0012079i,0.0029838-0.0012297i,0.0024682-0.00067514i,0.0010725+0.00050327i,0.00073826+0.00038808i,0.0015476-0.0003859i,0.0008663-0.00015431i,-9.2021e-05-0.00013006i,-0.00089898-0.00064949i,-0.0021928-0.00054166i,-0.0019431-0.00040976i,-0.00087806-0.00057353i,-0.00022135-0.00056485i,7.6284e-05-0.00039913i,0.00030564+5.7274e-05i,0.00035012+0.00061057i,0.0004566+0.0004726i,0.00027896+0.00017672i,0.00023888-2.1224e-05i,0.00010548-0.00043163i,-0.00034441-0.00018631i,5.0607e-05+0.00048865i,-0.00011395+0.00033436i
