-0.003568+7.5957e-05i,-0.0023353+0.00071392i,-0.00078903+0.00019582i,0.00020964+0.00034014i,9.6953e-05+0.0016345i,-0.00014605+0.0022699i,-0.00045455+0.0016934i,-0.00029502+0.00074548i,0.00052488-0.00056809i,0.00041838-0.0007709i,-0.00026047-0.00085831i,-0.00059277-0.00076191i,-0.0008377-5.8016e-05i,-0.00062146+0.00032438i,-0.00022056+0.00020072i,0.00033551-3.2712e-05i,0.000236+0.0001638i,-8.6273e-05+0.00031405i,0.0002424+0.0002418i,0.0010797-4.9027e-05i,0.0008984-0.00038122i,0.00010646+0.0001813i,-1.258e-05+0.00038911i
-0.0046509+0.0026217i,-0.0028573+0.0021435i,-0.0014165+0.0021445i,-0.00017357+0.0010742i,0.00099196+0.0001614i,0.00097039-0.00021551i,0.0009654-0.00072061i,0.00085043-0.00037206i,0.00039731+0.00082058i,0.00061616+0.001671i,0.00095951+0.0012512i,0.00025729+0.00029377i,-0.00035804-0.00014264i,-0.00041368-0.00062083i,-0.00048336-0.00027955i,-0.0010163-0.00021468i,-0.0013759-0.00052159i,-0.0018272-0.00056818i,-0.0011062-0.00048247i,-0.00036149-0.00030164i,0.00029722-0.00090422i,0.00093886-0.00058649i,0.0005117+2.1e-05i
0.0007153+0.00022137i,0.0013493-0.00074031i,0.0020651-0.0014933i,0.0016919-0.00132i,0.0010203-0.0018829i,0.00038917-0.0019765i,-0.00065992-0.0014276i,-0.0011443-0.00083516i,-0.0013854-0.00022776i,-0.0015831-0.00013282i,-0.0016445+0.00014393i,-0.0013142-0.00010445i,6.8926e-05-0.00023042i,0.00069548+2.2458e-05i,5.864e-05+4.5984e-05i,-0.00042743-7.7206e-05i,-0.00071369+0.00010171i,-0.00018498-3.7227e-05i,0.0003653+5.6564e-05i,-4.2895e-06+0.00051312i,-0.001173+0.00054638i,-0.00093803+0.000691i,0.0002678+0.00068731i
0.0013055+0.00046343i,0.00030092+0.0020302i,-0.00043704+0.0015387i,1.3249e-05-0.00030506i,0.00082053-0.001365i,0.00069771-0.0013329i,-0.0002211-0.0015805i,-0.00059976-0.0011672i,-0.00054313-0.00015729i,-0.00035783+0.00011752i,-0.00013829-0.00010452i,0.00043655+0.00030491i,0.00083887+0.00067339i,0.00074401+0.00050814i,0.00050684+0.00023478i,-0.00020246+2.3872e-05i,-0.00095214-0.00041567i,-0.0012989-0.00090195i,-0.0011672-0.00079916i,-0.00035495-0.00051913i,0.00033512-0.00042983i,0.0003026-0.00048774i,0.00011693-0.00041699i
0.00040476-0.0038608i,-0.0012923-0.0040884i,-0.0023647-0.0035255i,-0.0019188-0.001494i,-0.0013313-0.00061113i,3.6633e-05-0.00059099i,0.0002921-0.00067318i,3.022e-05-0.0010558i,0.00031743-0.00039195i,-0.00013355+6.8073e-05i,-0.00018255+0.00047543i,-0.00024093+0.00061476i,-0.00073422+0.00093212i,0.00012499+0.00097294i,0.00084035+0.00080293i,0.00021279+0.00044622i,-0.00040304-7.9347e-05i,-0.00047032+0.00032835i,-0.00072609+0.00050011i,-0.00049993-0.00037754i,0.00039201-0.00044512i,0.00048855+0.00018083i,-0.00011912+0.00023946i
-0.00075373+0.0015531i,-0.00040018+0.0013261i,-0.00062257+0.0013245i,0.00059085+0.0017374i,0.00085522+0.0018095i,0.00041547+0.00098638i,0.0004647+0.00041884i,0.00012385+0.00042056i,-0.00048266+2.7614e-05i,-6.3889e-06-0.0001758i,0.00010718-0.00040329i,5.7596e-05-0.00034761i,-2.5676e-05+0.00045726i,-7.3445e-05+0.0006414i,0.00051297-5.0253e-05i,0.00024327-0.00020235i,-0.00066913+0.00011237i,-0.00083946+0.0003949i,-0.00068653+7.6771e-05i,0.0002376-0.00065254i,8.4134e-05-0.00092489i,-4.332e-05-0.00038001i,0.00059367+0.00079752i
0.0011716-0.00071468i,-7.6091e-05-0.0014813i,1.4871e-05-0.0023205i,0.0003273-0.0013009i,0.00068785-2.2854e-05i,0.001028+0.00018916i,0.00010608+0.00059981i,-0.0010303+0.00070946i,-9.3716e-05-5.9881e-05i,0.00057701-0.0002632i,-0.00020001+0.00013198i,-0.00062857+0.00037106i,-0.0011285-0.0001443i,-0.00083188-0.00036419i,-0.00026947+0.00015931i,-0.00018107+0.00090069i,5.1116e-06+0.0010464i,-1.9442e-06+0.00024276i,-0.00036559+0.00017418i,-0.00034432+0.00010234i,0.00022749+0.00034501i,-8.7223e-05+0.0010201i,-0.00097109+0.00096035i
-0.0033785-0.0012171i,-0.0033757-0.000153i,-0.0028537+0.001163i,-0.0014717+0.0020103i,0.00032684+0.0025478i,0.00083144+0.002246i,0.00018594+0.0011353i,8.8489e-06+0.00019763i,0.0003928+3.2736e-05i,0.0011049+0.00063243i,0.0011371+0.0010536i,0.00047188+0.00047081i,0.00058195+0.00021381i,0.00058162-0.00014885i,-2.0364e-05-0.00062401i,-0.0012936-0.00071506i,-0.0019217-0.0010162i,-0.00094937-0.0014999i,0.0001168-0.00153i,-0.00021439-0.0010315i,-0.00066808-0.00051445i,-0.00059916+0.00030261i,-0.00012391+0.00094764i
0.00024321+0.0029652i,0.0015491+0.0012185i,0.0019515-0.00016345i,0.00058324-0.00026503i,-0.00040338-0.00082557i,-0.00054525-0.0014258i,-0.00072374-0.0012348i,-0.00069778-0.00063696i,0.00028416-0.00020277i,0.00075879+0.0001639i,0.00050346-0.00010152i,0.00057616-0.00012475i,-0.0002253+0.00050867i,-0.00094865+0.00041032i,-0.0008301-5.9678e-05i,6.7542e-07-8.6874e-05i,0.00075484+0.00032823i,0.00074763+0.00015008i,0.00012133+0.0003256i,-0.00036529+0.00090271i,-0.00016099+4.2743e-05i,0.00029459-0.00071728i,-0.00021618-0.00018956i
0.0027924-0.0012686i,0.0016764-0.00021901i,0.00065029+0.00054172i,0.00051349+4.937e-05i,0.0010124-0.00061061i,0.00053451-0.00025428i,-0.00029647+8.6788e-05i,-0.00072798+4.0362e-05i,-0.00044636+0.00017771i,6.3646e-05-0.00030027i,0.00021669-0.00087945i,0.00013701-0.00019593i,0.00030102+0.00066664i,0.00016414+0.00047417i,-0.00042719-0.00033497i,0.0002182-0.00099291i,0.00054307-0.00085015i,3.5659e-05-0.00062119i,-5.0998e-05-6.5354e-05i,-0.00043927+0.00057251i,-0.00045394+0.00077802i,-0.00024861+0.00052537i,-0.00020653+0.00024804i
-0.0023817+0.0010082i,-0.0020567+0.0016639i,-0.0012074+0.002444i,-0.00027311+0.0020129i,0.00051238+0.00083995i,0.00094428-0.000131i,0.0010412-0.00068756i,0.00035056-0.00098739i,-0.00057988-0.00062332i,-0.00075774+0.00010884i,-0.00060972+0.00052854i,-0.00029625+0.00057421i,-7.0244e-05+0.0003255i,-0.00033198-0.00022329i,-0.00038837-0.00069059i,-0.00026045-0.00061121i,0.00012893-5.3193e-05i,0.00020755+0.00031106i,-2.4348e-05-9.4071e-05i,-0.00037984-0.00051437i,-0.00025848-9.6818e-05i,0.0001888-7.6795e-05i,0.00045481+2.6714e-05i
-0.0001104-0.00040596i,-0.00047921-0.00059331i,-0.0015147+0.00036345i,-0.0014746+0.0017864i,2.1867e-05+0.001975i,0.00060058+0.0010156i,-5.792e-05+0.0007207i,-3.3031e-05+0.00055128i,3.1998e-05+0.00020154i,-0.00045849-4.118e-05i,2.9904e-05-0.00062758i,3.1988e-05-0.00098079i,-4.1183e-06-0.00041785i,0.00010849+0.00037053i,7.8832e-05+0.00010765i,0.00040994-0.00045921i,-3.7072e-05-8.6207e-05i,-0.00059095-0.00026661i,-0.00052168-0.00073127i,-4.3046e-05-0.00017259i,-0.00025782-0.00017533i,-0.00017806-0.00022829i,0.00027304+5.986e-05i
-0.00028839+0.0003123i,0.00060027+0.00075993i,0.00047001+0.0010427i,-0.00065551+0.0010488i,-0.0001484+0.00045054i,0.0015157-0.00021405i,0.001351-8.4768e-05i,0.00017084+0.00024501i,-0.0005358+0.00034047i,-0.0001397+2.9096e-05i,0.00022003-0.00010213i,4.7462e-05+0.00032848i,0.00037754+0.00060729i,0.00021963+0.000613i,-0.00033714+0.00042706i,-0.0003891+0.00057371i,-0.00074377+0.00045174i,-0.0011903+0.00013317i,-0.0006769+0.00027802i,9.4279e-05+0.00052779i,0.00017454-0.00011716i,-0.00024523-0.00021042i,-0.00066565-0.00049299i
0.0014674-0.0018044i,0.0001391-0.0020162i,0.00039337-0.0019517i,0.00010182-0.00060244i,-0.00083055+0.00061538i,-0.00041625+0.00064699i,-0.00024058+0.00030552i,0.00034505-0.0012163i,0.00081068-0.0020697i,0.00018431-0.00089195i,-0.00048501-0.00022497i,-0.000581-0.00048968i,-0.00016238-0.0003832i,-0.00018736+0.00039869i,-0.00029872+0.00093105i,-0.0008586+0.0010153i,-0.0011039+0.00098141i,-0.00023754+0.00089544i,0.00022673+0.00034311i,-0.00017577-0.00044671i,-0.00042398-0.00027501i,-0.00056912+8.8443e-06i,-0.0010141-0.00010547i
0.00066811+0.00083627i,0.0001785+0.0012098i,-0.00016942+0.00073407i,0.0003813-4.158e-06i,0.00050564+0.00095882i,0.00025956+0.0012269i,0.00052991+0.00032924i,0.00013666+0.00022498i,-0.00045918-5.8282e-05i,-0.00048169-0.00029831i,0.00028659-0.00022111i,0.00072173-0.00018805i,-1.9339e-05-0.00035706i,-0.00042425-0.0011141i,0.00033038-0.00029939i,0.00020753+0.00082866i,-8.6575e-05+0.00026873i,-0.00016142-0.00068711i,-0.00020325-0.0007604i,8.845e-05-0.00016391i,-3.2197e-05-0.00037794i,-0.00044599+0.00013008i,-0.00073139+0.00056481i
-7.1291e-05+0.0032812i,-3.4439e-05+0.002389i,0.0002737+0.0015635i,0.00033924+0.00029501i,0.00055738-0.0015387i,4.5866e-05-0.0018018i,-8.2892e-05-0.00067598i,-0.00060118+0.00052504i,-0.001475+0.00039706i,-0.0011198-2.7834e-05i,-0.00010392-0.00014798i,0.00075202+5.8129e-05i,0.0010523+0.00093411i,0.0007315+0.0012824i,6.9979e-05+0.00043722i,-5.9646e-05-0.0003444i,0.00026171-0.00078865i,0.00014065-0.00067976i,1.7458e-05-0.00036777i,-0.00041315+2.3757e-05i,-0.001055+0.00040497i,-0.00058283-0.00016564i,-0.00028633-0.00073127i
0.0010805+0.003654i,0.0034719+0.0020521i,0.0054985+0.00079945i,0.0040831+9.8717e-05i,0.003473-0.00051373i,0.0024536-0.0016679i,0.00048219-0.0013811i,-0.00067782-0.00019744i,-0.00030675-2.0992e-05i,0.00078195-0.00057044i,0.00045226-0.0001761i,-0.00061368+0.00023827i,-0.00052281+0.00011234i,1.036e-06+0.0004952i,-0.00022102+0.0012846i,-0.00043+0.0011734i,-0.00037671+0.00056897i,-0.00025444+0.00070579i,-0.00047958+0.0011879i,-0.00084811+0.00075363i,-0.0007405-0.00042898i,-0.0002045-0.00045915i,0.00032879+0.00028377i
0.00032177-0.0010816i,-4.071e-05+0.00090808i,-0.00090833+0.0017711i,-0.00054312+0.0019596i,-0.00010148+0.0016364i,0.0012936+0.0011957i,0.00092772-0.00018936i,0.00053182-0.0014146i,0.0007306-0.00083588i,0.00021667+4.0696e-05i,0.00025985-0.00040642i,0.00069911-0.00031928i,0.00095894+0.00028828i,-1.8108e-05+0.00014419i,-0.00066898-0.0007931i,0.00054133-0.0015847i,0.00061378-0.00057808i,5.7027e-05+0.00025534i,-0.00026252+0.00026419i,-0.00014466+0.00042687i,0.00028796+2.2685e-05i,0.00051517+3.8875e-06i,9.0726e-05+0.00043735i
-0.00029791+0.00032365i,-0.00084279-0.0010691i,-0.0014062-0.0017732i,-0.0010172-0.00029008i,0.00011833+0.00068127i,0.00072337-0.00032442i,0.0017216-0.00047656i,0.0015699-0.00012702i,-9.998e-06+0.00034914i,-0.00084651+0.00098508i,0.00010877+0.0013628i,0.00067254+0.0013328i,0.0002521+0.00073825i,0.00064158+0.00059947i,0.00043089+0.00057288i,-0.00019871+4.9554e-06i,-0.00057362-0.00025195i,-8.3045e-05-3.106e-05i,1.2935e-05+3.6778e-05i,-0.00074074+0.00010629i,-0.00076178-0.00022248i,-0.00026942-0.00065589i,0.00021137+8.1632e-05i
-0.00079407+0.0022249i,0.00045018+0.0011028i,0.0013287-0.00017461i,0.0015087-0.00053664i,0.0015171-0.00063828i,0.00060107-0.0011513i,-0.00053173-0.00042576i,-0.00042175+0.00065004i,-0.00011611+0.00047715i,-7.8191e-05+0.00042299i,-0.00028283+0.00073866i,-0.00012163-7.7117e-05i,-0.00023494-0.00023677i,-0.00035311+0.0004491i,-0.00010295-0.00033159i,0.00030777-0.0012682i,-3.1226e-05-0.00087279i,-0.00046134+0.00012095i,-0.00014982+3.4041e-05i,-0.00062046-0.00031557i,-0.00118-4.9647e-06i,-0.0007072+0.0005926i,-0.00020707+0.000677i
-0.00047361-0.0022319i,-0.0014214-0.0008289i,-0.0020301+0.00026379i,-0.00091012+0.00076157i,0.00035478+0.0012279i,0.0013324+0.00094555i,0.00065749+0.00019494i,-0.00084764-0.00023513i,-0.0011894-3.2915e-05i,-0.00035747-0.00011946i,0.00049885-0.00063458i,0.00073531-0.00041625i,8.811e-05-0.00039428i,-0.0006291-0.00035623i,-2.3411e-05+0.00056734i,0.00017099+0.00063702i,-0.00076229-4.7062e-05i,-0.0011592-0.00016096i,-0.00072279+7.1425e-05i,-0.0003958-0.0003012i,8.6247e-05-0.00093284i,0.0003982-0.00056993i,0.00037485+0.00081354i
0.00069264+0.0030154i,0.0014908+0.0016125i,0.0011402+0.0004082i,0.00080914-0.00022711i,0.00070927-8.1754e-05i,0.00038532+0.00012258i,0.00057727+0.00030709i,0.00022995-0.00014094i,-0.00091066-0.00079251i,-0.0008165-0.00075268i,-0.00027702-0.00034298i,0.00044261+7.1217e-05i,0.00086301+0.00027506i,0.00037392+0.00036166i,0.00051911+0.00027278i,0.00059252+5.6811e-06i,0.00029479-0.00046288i,0.00019492-0.00045443i,0.00035796-0.00032438i,0.00036906-0.00071404i,0.00039456-0.0011496i,0.00089015-0.00087363i,0.00060325-0.0013103i
-0.0033227+0.00056858i,-0.001754+0.0010955i,0.00034973+0.0015197i,0.0016531+0.0020249i,0.0017487+0.0011662i,0.0011806-0.00041993i,0.0012646-0.0010762i,0.00087375-0.00039808i,0.00047934+0.00038779i,0.00042086+0.00061263i,0.00016867+0.00067642i,0.00034794-0.00012598i,0.00088675-0.00029127i,0.00048479+0.00024141i,8.8764e-05-0.00058713i,-0.00029506-0.00054572i,-0.0010298+0.00068037i,-0.0008836+0.00078229i,-0.00060569+8.9802e-05i,-4.7047e-05-0.00041166i,0.0013732+0.00010287i,0.0014796+0.0012874i,0.00052096+0.0008623i
-0.0028287-0.0027392i,-0.0033302-0.00086606i,-0.0030066+0.00099846i,-0.0018596+0.0023802i,-0.0003458+0.0019476i,-4.0741e-05+8.25e-05i,6.5086e-05-0.00070988i,0.00011458+0.00012473i,1.62e-05+0.00044448i,-0.00015333+0.00064681i,0.0001054+0.00048865i,0.00056374+0.00021173i,0.00061654+7.3875e-06i,0.00017233-0.00014706i,-7.1107e-05-5.4878e-05i,-0.00016122-9.0737e-06i,6.477e-05-0.00017028i,0.00027072-0.00028657i,-0.00032714-4.6606e-05i,-8.8346e-05-0.00022992i,0.00023414-0.00062843i,-0.00022234-0.00026575i,-0.00063046+0.0006326i
0.0012125+0.00016944i,-0.00019559-0.00018917i,0.00017333+0.00031049i,0.00073794-0.00013236i,0.00099354-0.00089837i,0.0011049-0.0013565i,0.00024423-0.0011424i,-0.00056427-0.00040416i,-0.00050775+7.7395e-05i,-0.00018079+0.00029749i,0.00026069+0.00033386i,0.00061255+0.00040761i,7.8381e-06+0.00075362i,-0.00076793+0.00034192i,-0.00062088-0.00021599i,-0.00016483-0.00023978i,-0.00016732+2.7033e-05i,-0.00037506-0.00013473i,-0.00017639-0.00037948i,-6.6384e-05+0.00020908i,-2.7519e-05+0.00026239i,-2.4869e-05+0.00015682i,-0.00052143+0.0002695i
0.0021364-0.00060532i,-0.00012734-0.0011385i,-0.0015864-3.1606e-05i,-0.0023299+0.00075302i,-0.0018968-0.00013265i,0.00036767-0.00060576i,0.0011173-5.7368e-05i,0.00045503-9.4397e-05i,-0.00024871-0.00087423i,-0.00063489-0.00064295i,-0.00059705+2.1403e-05i,0.00013796-0.00049945i,0.00070523-0.0008671i,0.00046097-2.6072e-05i,-4.4716e-05+0.00057318i,-0.00010937+0.00025498i,-0.00025601+4.0076e-05i,-0.0010423+9.2121e-05i,-0.00128+0.0002621i,-0.0010004-0.00018631i,-0.00056813-0.00059955i,-0.00042033-0.0004257i,-0.00057938-0.00032774i
-0.0035162-0.0022034i,-0.0023468-0.0019053i,-0.0019275-0.002001i,-0.00091948-0.0012725i,0.00059094-0.00018134i,0.0016997-0.00021519i,0.001299-0.00030168i,-0.0006393+0.00023653i,-0.0014639+0.00015183i,-0.00041832-0.00082067i,0.00036417-0.00046548i,0.00061222+0.00017223i,0.00066744+0.00013159i,0.00055827+0.00036846i,0.00015325+0.0008862i,-0.00038318+0.00090217i,-0.00063512+0.00052086i,0.00041938+1.6125e-05i,0.00046724-0.00023173i,-0.00033778-0.00023061i,-6.0411e-05-0.00045008i,0.00046132-0.00021399i,0.00018055+0.00039382i
-0.0026513+0.0003906i,-0.00068424+0.0010151i,0.0010074+0.0010476i,0.0007807+0.0012466i,0.0011254+0.0010438i,0.0022108+0.00048715i,0.0014348+0.00019487i,-0.00018916+0.00024466i,-0.00097112-7.1695e-05i,-0.00072773-0.00018296i,-0.00073285+6.0097e-05i,-0.00058719+3.1365e-05i,-0.00024113+4.4334e-05i,-3.3571e-05+0.00021352i,0.00020401-0.00029997i,5.1649e-05-0.00035142i,-0.00017393-0.00049582i,7.0374e-05-0.0011462i,0.00018261-0.00082841i,0.00042027-0.00024539i,9.4013e-05-0.00020973i,-0.00010358+0.00014105i,0.00012975+0.0003285i
0.0022497+0.00069529i,0.0013601-6.9281e-05i,0.00036063-0.00058124i,0.00062477-0.0004101i,0.0015655-0.00045096i,0.0010142-0.0012322i,-0.00012697-0.00098202i,6.1439e-05-9.1222e-05i,0.00042684+0.00016559i,-0.00026925-0.00036643i,-0.00093317-0.00066443i,-0.00055824-1.2728e-05i,-0.00017525+7.4057e-05i,-0.00011692-5.8565e-05i,-0.00042192+0.0010376i,-0.00015985+0.00070541i,0.00041347+0.00056712i,0.00043114+0.00059889i,0.00040925-4.3018e-05i,0.00042614-7.7552e-05i,-1.4266e-05-9.2979e-05i,-0.00027668-0.00038599i,0.00060527-0.00023006i
0.001645+0.00022564i,0.0024734+0.0011058i,0.0020447+0.00048906i,0.00073342+0.0010735i,0.00075249+0.0010833i,0.00078304-0.00058981i,0.00023588-0.00095092i,-0.00040205-0.00036397i,-0.00015809-9.3252e-05i,-0.00012743-0.0004463i,-0.000668-0.00046862i,0.00039782-0.00076845i,0.0010884-0.00083891i,8.0552e-05-0.00043763i,-0.00026061-0.00010799i,-0.00016759+0.00058475i,-0.00021777+0.00059139i,-0.00023101+0.00026492i,-0.0006748+0.0002564i,-0.00034606-0.00038953i,-0.00031162-0.0005275i,-0.00042006-0.00045362i,0.0001494-0.00050363i
0.00084283-0.0012194i,0.00074311-0.00047182i,0.00046185-0.00021092i,-0.00019403+2.2567e-05i,0.00044758+0.00026659i,0.00186+0.00025685i,0.001447+0.00024804i,0.00026944+0.00029006i,0.00014363-0.00035518i,0.00052458-0.00082559i,0.00044068-0.00017078i,0.00090559+0.00016146i,0.00081867+0.00022837i,0.00033932+0.0002654i,0.00039857+1.8863e-05i,0.0002442-0.00047896i,0.00045068-0.00070098i,0.00070824-0.00023012i,-4.9798e-05+9.6366e-05i,-0.0011122-0.00036294i,-0.00089503-0.00018421i,-0.00043961-5.6997e-05i,-0.00048354-0.0004149i
0.0012308+0.0014874i,0.00089893+0.0008682i,0.00017901+0.00010484i,-0.00019635+0.00075034i,-0.00048912+0.00085768i,-0.0008128-0.00020711i,-0.00036894-0.00060683i,-0.00039011-0.00026778i,-3.7189e-05-2.9142e-05i,3.0731e-05+0.00027832i,-0.00025381+0.00015319i,0.00010297-0.00023852i,0.00036446+5.3673e-05i,0.00067413+0.00028078i,0.00057864+0.00016738i,-6.5329e-06+2.2378e-05i,-0.00079074+5.2094e-05i,-0.0012664-0.00018627i,-0.0010777-0.00029816i,-0.00023686-7.6007e-05i,-4.6288e-05-0.00018534i,-0.000233-0.00014077i,-0.00059507+6.287e-05i
-0.00018279+0.00077075i,-0.00038605+0.00028601i,-0.00080087-0.00055798i,-0.0004501-0.00012543i,0.00056101-9.5748e-07i,0.00076051-0.00061696i,0.00080595-0.00076621i,-0.00014508-0.00041884i,-0.0010762-0.00032043i,-0.001036-1.61e-05i,-0.00087638+0.00029135i,-0.00021803+0.00023669i,0.00032181+0.00028355i,-0.00017935+0.00013582i,-0.00067584-0.00037166i,-0.0006868-0.00018596i,-0.00061273+0.0001383i,-0.00019802+0.00016022i,6.6697e-05+1.6109e-05i,-7.7917e-07-0.00026574i,-0.00062624-0.00039052i,-0.00053262+0.00023212i,-5.9899e-05+0.00015906i
0.00090083+0.0018096i,0.0010473+0.00068806i,0.00075463-0.00095519i,0.0013004-0.00080607i,0.0011194+0.00024456i,-0.00012633+0.000206i,-0.00068593+0.0001733i,-0.00037053+0.0004002i,-0.00049428-7.8648e-05i,-0.00079809-0.00010142i,-0.00053557-3.0002e-05i,3.0466e-05-0.00036415i,-0.00010351+0.00012875i,-0.00034924+0.00084177i,-0.00015715+0.00085635i,0.00052893+0.0001319i,0.00077594+0.00015587i,0.00033158+0.00036979i,6.4664e-05-8.2494e-05i,0.00021997-0.00051101i,0.00047167-0.00044981i,0.00049604-0.00020775i,0.00014-0.00015502i
0.0013617-0.0025862i,8.2663e-05-0.002429i,-0.0012389-0.0021373i,-0.00051776-0.0016922i,0.00062928-0.00044144i,0.00055404+0.00065542i,-6.8132e-05+0.00075444i,5.2086e-06+0.00024249i,0.00034575-0.00032048i,0.00031612-0.00028541i,-0.00018038+3.9877e-05i,-0.00028694-0.00036574i,-3.8462e-05-0.00050853i,-0.0003478-3.4706e-05i,-0.00023649-0.0004699i,-8.0169e-05-0.0010622i,0.00021084-0.0013617i,0.0005306-0.0012383i,0.0011428-0.00062477i,0.0015839-0.0004114i,0.00094167+6.0339e-05i,-0.00018555+4.7381e-05i,-0.0004624-5.5079e-05i
0.0029536+0.00095576i,0.0029919+0.0012371i,0.0017349+0.0010582i,3.5673e-05+0.00086502i,-0.0011687+0.00085925i,-0.00016554+0.00045642i,0.00094893+0.00020664i,0.0011132+0.00013249i,0.0011362+0.00026365i,0.00044441-0.00017653i,-0.00031806-0.00086267i,-0.00095505-0.00099465i,-0.00076102-0.0013185i,-0.00050564-0.00092347i,-0.00033458+8.2086e-06i,0.00016814-0.00037284i,0.00030589-0.00091303i,0.00022683-0.0004043i,-0.00028267+0.00019233i,4.756e-05+0.00013638i,0.00054391-0.00025941i,0.0010573+7.6669e-05i,0.00080036+0.00080929i
-0.001405+0.00012457i,-0.00040202-0.00028098i,-0.00021721-0.00043913i,-0.00045978+0.0002935i,-0.00080392+0.00039419i,-0.00049599+0.00034236i,0.00022486+0.00031002i,0.00024743+5.5589e-05i,0.00038058-0.00063722i,0.00037518-0.00059034i,0.00049855-0.00083852i,0.00019363-0.00068624i,-0.00035233+5.8618e-05i,0.00054189+6.4691e-05i,0.00093608-0.00032508i,0.00059205-0.00060891i,0.00012406-0.00035023i,-0.00041177-0.00031i,0.000164-0.00047512i,0.00062249-0.00013752i,-0.00019896-6.7406e-05i,-0.00060925+0.00053439i,-8.8831e-06+0.0011116i
-4.2847e-05+0.00078387i,-3.0405e-05+0.0026255i,-0.00038932+0.0032462i,-0.00024958+0.0018752i,0.00020113+0.00072037i,0.00028651+0.0002699i,-0.0003484+0.00017803i,-1.5161e-05+0.00012339i,0.0007685-0.00032087i,0.00042483-0.00018461i,4.3078e-05+0.00028484i,-0.00015258+0.00070861i,0.00031925+0.00097617i,0.00041586+0.00062628i,0.00030214+0.00061836i,0.00047884+0.00083196i,0.00029977+0.00092877i,-0.00011733+0.0001305i,0.0004149-0.0013898i,0.00087899-0.0012306i,-1.8855e-05-0.00061045i,-0.00038299-0.00037167i,-0.00030151+0.00022477i
-0.0017397-0.0014868i,-0.0032693-0.0014521i,-0.0039009-0.00085094i,-0.0024428+0.00014238i,-0.00039197+0.00031306i,0.00056603+0.00010273i,0.00059654-0.00087342i,1.5669e-05-0.00102i,-0.00044981+0.00011693i,-0.00058799+0.00037433i,-0.00050303+0.0005555i,-9.0807e-05+0.00093265i,0.00023967+0.00024359i,0.00045565+0.00017697i,0.00091134+0.00043209i,0.00090086-0.00033753i,0.00060148-0.0010358i,-0.00031536-0.00080478i,-0.00077604-6.0319e-05i,-0.0003125+0.00069988i,-0.00062237+0.0010047i,-0.00059262+0.00059405i,-0.0012123+7.749e-05i
0.00062886-0.00024204i,0.00098565+0.00013634i,0.0004492+0.00024266i,-0.00012991-0.00076085i,-0.00013227-0.00053404i,0.00064309+4.8904e-05i,0.0014293-0.00059466i,0.0012648-0.00050727i,0.00052665+0.00023457i,-0.00090786+0.00066455i,-0.0014917+0.00032744i,-0.00081382-0.00051654i,-0.00023272-0.00065015i,-8.7835e-05-0.00050159i,-0.00054309-0.00043915i,-0.00092489+0.00023094i,-0.00030722+0.00060388i,0.00023313+0.00095988i,0.0005599+0.00053964i,0.00047611-0.00010141i,1.3621e-05+0.0002806i,0.0001516+0.00032586i,0.00066241-0.00022137i
-0.00071203-0.00086122i,-0.0012003+0.0004899i,-0.00069315+0.00036384i,-0.00068144+0.00079685i,-0.00022524+0.00030073i,0.0014038-0.00022528i,0.00098685+0.00010751i,0.00069079+0.00044597i,0.00067329-0.00041749i,-8.5544e-05-0.00095361i,0.0001735-0.00040807i,0.00093415-0.00038425i,0.00057795+0.00020755i,-0.00048948+0.0010941i,-0.00029934+0.00079739i,0.00051602+0.00055033i,-7.4115e-07+0.00013942i,-0.00059189-0.0001221i,-0.0011365-0.00019663i,-0.0011903-0.00068489i,-0.00059643-0.00040281i,-0.00037026+6.4099e-05i,-0.00016925+2.9698e-06i
0.003447+0.00042648i,0.0014838-0.0017158i,0.00026308-0.0019125i,2.1518e-05-0.0013395i,0.00059161-0.0013622i,-1.7791e-05-0.00023651i,-0.00068612+0.00064564i,-0.00021548+0.00018378i,-0.00039064-0.00057679i,-0.00034244-0.00099117i,-0.00029091-6.8222e-05i,-0.00028911+0.00014524i,-0.00037356-0.00059193i,-0.0005912-2.63e-05i,-0.00032001+0.00063498i,3.5903e-06+0.00033116i,-0.00021173+0.00011121i,-0.00031952-0.0001381i,-0.00030997+0.0005835i,-0.00089082+0.0009223i,-0.00071803+0.00013132i,-7.6332e-05-0.00021778i,0.00083742-0.00081366i
-5.5021e-05-0.0017661i,0.000103-0.0017908i,-0.00021878-0.001529i,-0.00018941+0.00040932i,-0.0001002+0.0013813i,0.00015433+0.0012595i,0.00030099+0.00064819i,0.00077719-0.00080205i,0.00074474-0.0016009i,-0.00038277-0.0017223i,-0.00063117-0.00088835i,-6.9369e-06+8.82e-05i,4.4679e-05+0.00014398i,-3.3148e-05+0.0002489i,-0.00028967+0.00088338i,-0.00047769+0.00075206i,-0.0005553-0.00042858i,-0.0002989-0.0013561i,-0.00013579-0.0015238i,0.00026946-0.0010884i,0.00067456-0.00050397i,0.00061248-9.6563e-05i,0.00017621-0.00019984i
