0.000133+0.0007019i,-0.00018371-0.00012634i,-0.0015729-0.0012554i,-0.0018185-0.00089795i,-0.0019844+0.0014509i,-0.0017016+0.0025344i,-0.00074468+0.0024191i,-0.00021522+0.0016839i,0.00047287+0.00040145i,0.00094259-0.00030172i,0.00066584-0.00011195i,0.0015227+6.4425e-05i,0.0014905+1.7551e-06i,0.00014126+5.5487e-05i,-0.00010558+0.00022184i,3.6674e-05+0.00054432i,0.0005428+0.00099312i,-4.0929e-05+0.00095136i,-0.00080637+7.0011e-05i,-0.00027941-0.000199i,-0.00028086+0.00030405i,-0.0010969+0.00046929i,-0.0013896+0.00046199i
-0.00065228+0.0025504i,-0.00072394+0.0018427i,-0.00039456+0.001249i,0.00033085+0.0018546i,0.00057961+0.0018282i,0.00030783+0.0012319i,-0.00012293+0.00092189i,-8.5887e-05-2.5938e-05i,0.00061704-0.00066162i,0.0009929-0.00038042i,0.00086346-9.3665e-05i,0.00036961+5.3982e-05i,9.6972e-05+5.3185e-05i,-0.00045434+0.00032173i,0.00018195+0.00049317i,0.00098894+0.00021079i,0.00099421-3.8127e-05i,0.00088486-1.6404e-05i,0.00072973-5.2607e-06i,0.00030406+0.00052684i,0.00019058+0.00018781i,-7.225e-05+0.00022297i,-0.00070785+0.00083128i
0.00097171-0.00044434i,0.00059031-3.324e-05i,0.001136-0.00010492i,0.0010409-0.00011756i,0.00024162+0.00098689i,0.00035901+0.0017104i,0.00063193+0.00073672i,0.0012262-0.00055816i,0.0011204-0.00060774i,-0.00013012-0.000246i,-0.0002777-0.00082453i,-0.00073332-0.0015176i,-0.0013286-0.00086554i,-0.00085621+0.00086709i,0.00031313+0.0014405i,0.00090823+0.00039515i,0.0010551+7.3202e-05i,0.00048842+0.00069423i,-0.00058385+0.00070553i,-0.00078388+0.00032931i,-0.00043071-0.00032388i,-0.00032488-0.00030633i,-0.00059682-0.00019266i
0.0024003+0.00077975i,0.0022774+0.000367i,0.0020494-0.00042813i,0.00090634-0.00074001i,-0.00038865-0.00074524i,-0.00044846-0.00054563i,0.00032977-0.00025604i,0.00055798+0.00048761i,0.00064128+0.00056948i,0.00047357-0.00045299i,4.6291e-06-0.00063628i,0.00036678-0.00062166i,0.00030267-0.0004601i,0.00053886+0.0003138i,0.0011182+0.0007011i,0.00053122+0.00049328i,-0.00033036+0.00019165i,-0.00077667-3.5453e-06i,-0.00025517+7.7216e-05i,0.00011598+1.159e-05i,-0.00023046-8.8787e-05i,-0.00081427-0.00042811i,-0.00022755-0.00043432i
-0.0020396-0.0004475i,-0.0023798-5.5693e-05i,-0.002897-0.00070834i,-0.0021237+0.00018786i,-0.0014053+0.0012276i,-0.00035599+0.0010154i,0.00063443+0.00026783i,0.00021996-3.7448e-05i,-0.00032263+0.00049751i,-0.00070508+0.00056441i,-0.001131+0.00018374i,-0.00091846-0.00027141i,-0.0003299+0.0002123i,0.00030018+0.00048328i,3.5671e-05+0.00060151i,-0.00062279+0.00042395i,0.00028299-3.6915e-05i,0.00090135+8.6873e-05i,0.00049965-0.00025731i,0.0001729+9.8943e-06i,0.00037239+0.00048129i,3.1487e-05-7.3586e-07i,0.00030317+0.00012587i
-0.0012093-0.001252i,-0.0013259-0.0013645i,-0.00058725-0.00078495i,-0.00061384+0.00010699i,-0.00072702+0.0019487i,-4.2269e-06+0.0023413i,0.00053604+0.0010756i,-0.00042342+0.00082222i,-0.0014446+3.7755e-05i,-0.0010702-0.00048662i,-0.00044574-5.7388e-05i,-0.00015675-0.00046955i,0.00052314-0.00069615i,0.0011521-0.00029161i,0.00098212-7.1923e-06i,0.0007671+0.00020945i,0.00059631-0.00021313i,0.00059036+4.33e-05i,0.000242+0.00087423i,0.00052507+0.00078315i,-0.00019135-0.00019487i,-0.00029426-0.00067448i,-0.00020054-0.00039407i
-0.0016444+0.00085255i,-0.0023014+0.0014088i,-0.0018311+0.0022814i,0.00029802+0.002851i,0.0014899+0.0025729i,0.001216+0.0026222i,0.0001769+0.002081i,-0.00059145+0.00090844i,-0.00058693+0.00092039i,-0.00066392+0.0014093i,-0.0003165+0.00084876i,0.00060026-0.00013873i,0.00077063+0.00013609i,-1.2924e-05+0.00095454i,-0.00012994+0.00029702i,0.00024862-0.00049159i,0.00023432-8.2779e-05i,0.00049299+0.0003389i,0.00025035+0.00042409i,-0.00036239+0.00089339i,-0.00038631+0.00084311i,-0.00059675+0.00029495i,-0.00062555-0.00034058i
0.00099473-0.0022623i,0.00089378-0.0029647i,0.00063555-0.0039431i,-0.0010718-0.0030077i,-0.0019769-0.0010259i,-0.00095975+0.000611i,0.00077814+0.00086579i,0.00066289+0.00037555i,-0.0003835-0.00035668i,-0.00014248+2.7819e-05i,0.0003112+0.00053337i,0.00011429+0.00040235i,0.0004182+0.00041057i,0.0012743+0.00039971i,0.0013697-0.00052214i,0.0010347-0.00067917i,0.0010884+4.4015e-05i,0.00083775+6.995e-06i,0.00087545+0.00014699i,0.0013184+0.00058103i,0.00088887+0.00028572i,0.00036858+0.00014093i,-0.00020979+0.0002876i
-0.0028238+0.002048i,-0.0020264+0.0023757i,-0.0023421+0.0038855i,-0.0011291+0.003903i,0.00082548+0.0027018i,0.0012348+0.0019784i,0.00059346+0.0017214i,0.00030509+0.00059996i,0.00021348-0.00042266i,0.00039693-0.00047355i,0.00058656-0.00050807i,0.0004466-0.00035603i,0.00042867-0.00059857i,0.00010956-0.00095703i,0.00052925-0.0010526i,0.0010525-0.00044039i,0.0010571-0.00026582i,0.00035279+4.148e-05i,0.00010785+0.00073185i,0.00062625+0.00051607i,0.0010493-0.00018615i,0.00059732-0.00076698i,-0.00011928-0.00076315i
-0.0016936+0.0017314i,-0.0024038+0.0013022i,-0.0021756+0.0016596i,-0.0013317+0.0020371i,0.0006362+0.0020918i,0.0015636+0.0014196i,0.00090136-0.00019624i,0.00019772-0.00091186i,-0.00026312-0.00084729i,0.00030009-0.00040064i,0.00081562-0.00034718i,0.00095271-0.0010312i,0.00090161-0.00074709i,0.00080963-0.00057601i,0.0007292-0.0010146i,0.00057787-0.0012203i,0.00035581-0.0010928i,0.00026433-0.0006449i,-1.2007e-05+7.0374e-06i,0.00069315+0.00045392i,0.0011687+0.00057814i,0.00041629+0.00014647i,0.00040496-0.00067215i
0.0012022+0.0013661i,0.00019587+0.00055963i,0.0008878-0.00065831i,0.0013706+0.00027031i,0.00052162+0.0009511i,-0.00012667+0.00041745i,-0.00030343+0.00023706i,0.00022376-0.00023522i,0.00090203-0.00070464i,0.00078281-0.00107i,0.00075809-0.0014301i,0.00027033-0.0017384i,-0.00028726-0.0011163i,-0.00041349-0.00016776i,0.00049726+0.00043282i,0.0011581-6.6869e-05i,0.0010979-0.00029147i,0.0008117+0.00043764i,0.00023571+0.00049519i,0.00041323-0.00038384i,0.00057384-1.6729e-05i,0.0002671+0.0006687i,-0.00059091+0.00063826i
-0.00034562+0.0014515i,-9.1458e-05+0.00098211i,0.00094279+0.001582i,0.001849+0.0024856i,0.001823+0.0020711i,0.0014467+0.0015387i,0.0012718+0.00075548i,0.00069196-0.00032037i,-0.00025439-0.00072247i,6.6953e-05-0.00031182i,0.00091638-0.00012889i,0.00061402-0.0010162i,0.00018545-0.0010585i,-0.00017722-0.00013302i,0.00011569+0.00035786i,0.00015568+0.00021459i,8.599e-05-0.00061711i,0.00045595-0.00068291i,0.00027187+0.00054572i,0.00056344+0.001057i,0.0014217+0.00039371i,0.00080202+0.0003707i,-0.00039582+0.00055846i
0.00057755+0.0005773i,0.0001676+0.00047598i,9.4942e-05-0.00043908i,0.00049967-0.0010035i,0.0010842-2.3355e-05i,0.00095236+0.00011371i,0.00066288+0.00037557i,0.00081128+0.00022835i,0.00055261-0.00046558i,0.00016591-0.0001545i,-0.00044532-0.00032317i,-0.00075641-0.00056743i,-0.00020954+0.00016615i,0.00031345+0.00024937i,0.00084807-0.00023465i,0.00055047+0.00011548i,0.00040558+0.00051514i,0.00018467+0.00050921i,-1.2581e-05+0.00030088i,0.00030882+0.00035467i,-0.0001789+0.0001546i,-9.6516e-05-0.00037235i,0.00018483-0.00025704i
0.0016537+0.00072066i,0.00065141+0.0012524i,0.00092058+0.00061645i,0.0010768+0.00096991i,0.00018266+0.0012204i,-9.4959e-05+0.00092516i,-0.00036901+0.00024534i,-0.00066863-0.00080145i,-0.00026474-0.0012538i,-0.00017777-0.00067718i,-1.5586e-05-0.00013401i,0.00035043+9.8e-05i,0.00053608+0.0005911i,0.00047548+0.0010386i,0.00058315+0.00087892i,0.00048953+0.0010859i,0.00014599+0.00079155i,0.00028547+0.00016083i,1.7721e-05+0.00010539i,-0.00054665+0.00030686i,-0.00040205+0.00065904i,-0.00057898+0.0001828i,-0.0010431-0.00070304i
0.00018-2.8284e-05i,0.00018735-0.00037092i,0.00014496-0.00016702i,-0.0004083+0.00059718i,5.6154e-05+0.0011434i,0.0014591+0.00073388i,0.0013032+1.6189e-06i,0.00027679-0.00017979i,-0.00063633-0.00056409i,-0.00029368-0.00083397i,0.00036771-0.0002426i,0.00074652+3.2225e-05i,0.00071778-0.00037132i,6.7279e-05-0.00024061i,0.00014417+0.00045129i,0.00044953+0.0007884i,0.00045481+0.00064948i,1.5889e-05+0.00036006i,-0.00065522+0.00038739i,-0.00028504+0.00064341i,0.00028423+0.00043565i,2.4134e-05+0.00057501i,-3.4357e-05+0.0004114i
-0.00071241-0.0030823i,-0.0011873-0.0028811i,-0.0019565-0.0026961i,-0.0018068-0.00081058i,-0.00069888+0.0017056i,0.00015604+0.0025722i,0.0007963+0.0014479i,0.0013244+0.00029398i,0.00046388-0.0006041i,-0.00092297-0.00080999i,-0.0006188-0.00020718i,0.00053562+0.00051705i,0.00052691+0.00096202i,0.00026863+0.00060906i,0.00033593+0.00022667i,0.00029565+0.00038005i,0.00041005+0.00031118i,0.00042176+0.00037118i,0.00080567+0.00041849i,0.0012422+0.00083998i,0.0010472+0.00034981i,0.00050323-1.5664e-05i,-0.00010008+0.0005505i
0.0016821-0.0012044i,0.0016281-0.00084449i,9.123e-05-0.001178i,-0.0006882-0.0011389i,-7.911e-05-1.5644e-05i,0.00034236+0.0011422i,0.00042919+0.00095959i,0.00013271+0.00091034i,7.5404e-07+0.0010992i,8.6793e-05+0.00093706i,0.00014307+0.00090519i,0.00012722+0.00059792i,-0.00054199+3.5329e-05i,-7.7837e-05+0.00042026i,0.00037171+0.00044421i,0.0005911+0.00028109i,0.001076+0.00053908i,0.00054827+0.0009053i,-1.9199e-05+0.00062545i,4.9174e-05+0.00031949i,0.00048589-1.1816e-05i,0.00052378-0.00038192i,-0.00011102+0.0002903i
-0.0007228+2.2107e-05i,-0.00081863-1.5248e-05i,-0.0007538+0.00045901i,-0.00032786+0.000634i,0.00036073+0.0013377i,0.00028785+0.001662i,0.00021295+0.00022474i,-0.00017084-0.00092553i,-0.00025592-0.00040545i,-3.3568e-05-0.00053299i,0.00026082-0.0015826i,-0.00019228-0.00067194i,-0.00088262+0.00050244i,-3.6034e-06+0.00058256i,7.5835e-06+0.00046378i,-4.7238e-05+4.4764e-05i,0.0003101-0.00020138i,-1.5941e-05-6.0197e-05i,0.00035917+0.00073987i,0.0012817+0.0013583i,0.00061133+0.0007465i,-0.00045073+9.9901e-05i,4.4235e-05+0.0004179i
-0.00024767-0.00082372i,-0.00060333-0.00058822i,-0.00023088+0.0008789i,-8.6121e-05+0.00084021i,0.00013973+0.00028082i,0.00021018+0.0003239i,-0.00012269+0.00057302i,-0.00064809+0.00049022i,-0.00047756-0.00039883i,-0.00027974-0.0011996i,-0.00023412-0.001531i,8.0564e-06-0.0013884i,0.00049343-0.00054544i,0.00079172-2.4606e-06i,0.00071323-0.0001241i,0.0005486+0.00013903i,0.00044996+0.00078419i,0.00026331+0.00078788i,0.00011598+0.00065777i,0.00045258+0.0004105i,0.00074236+0.000203i,0.00094254+0.00011717i,0.00075096-0.00011369i
0.00023997-0.0014835i,0.0004099-0.00092598i,-0.00070705-0.00018125i,-0.0010813+0.00038729i,-1.101e-05+0.00092758i,0.00079774+0.0013823i,0.0007234+0.0014151i,0.00039054+0.00043536i,-0.00017646-0.00045492i,-0.00033523-0.00013114i,-0.00021325+0.00013481i,4.322e-05+0.00043437i,0.00020094+0.00083227i,-6.8009e-05+0.00067476i,-0.0003211+0.00010363i,-0.00020086-0.00019649i,-0.00010979+0.00015769i,0.00018861+0.00018253i,0.00067498+0.00062868i,0.00040678+0.00076856i,0.00013632+0.00047979i,0.00043406+0.00040531i,-0.0001053+0.00078887i
4.2856e-05+0.00078362i,-1.9407e-05+0.00018704i,0.00018499+0.00036306i,0.00074729+0.00099411i,0.00054339+0.0019501i,0.00038916+0.0017616i,0.00066072+0.00078857i,-0.00010975-2.9912e-05i,-0.00083483-0.00087438i,-0.00063715-0.0010859i,-0.00041787-0.00080544i,-0.0003755-0.00015274i,-0.00048577+0.00065805i,-0.0002639+0.00056183i,-0.00040724+0.00061254i,-0.00012378+0.00036889i,0.00099342-0.00080066i,0.0012854-0.00086632i,0.0011656+0.00016023i,0.00075962+0.00042106i,0.00071082+8.423e-05i,0.00071168-0.00045017i,-6.1133e-05-0.0009379i
-0.00026641-0.00058582i,-0.0016026-0.0008542i,-0.0014179-0.00070802i,-0.00021493+0.00044467i,0.00060874+0.0013648i,0.0010119+0.0014969i,0.00054871+0.00050021i,0.00027175-0.00062486i,1.0287e-05-0.0011089i,-0.00044218-0.00075728i,-6.1444e-05-8.5268e-05i,0.00032126-6.6383e-05i,0.0003294-0.00053653i,0.00046145-0.00087814i,0.00033825-0.00058914i,0.00021612-0.00041511i,-5.8487e-05-0.00075696i,-0.0007336-0.0005298i,-0.0009967+0.00058608i,-0.00046223+0.0012816i,0.00014589+0.00075687i,0.00050421-0.00052373i,0.0002948-0.00046347i
0.0013259-0.0015097i,0.0021738-0.00017123i,0.00069101+6.6062e-05i,-0.00071233-0.00030371i,-0.00091467+0.00023243i,0.00032103+0.0010634i,0.00037179+0.001353i,-0.00028214+3.9125e-05i,-0.00011372-0.00088287i,-0.00081485-0.00053542i,-0.0012159-0.0002819i,-4.3866e-05+0.00032668i,0.00066816+0.00092876i,0.00057036+0.0011728i,0.00062737+0.0014118i,0.0003775+0.0010755i,0.00018544+0.00113i,0.00034909+0.0012207i,0.00026094+0.0011042i,2.5094e-05+0.0018392i,3.469e-05+0.0013209i,-8.08e-05+0.00011196i,9.0182e-05+0.00024263i
-0.00058784+0.00017222i,-0.00096686+0.0018374i,-0.0018893+0.0015063i,-0.0015385+0.0010924i,-0.00022336+0.0013947i,0.0010293+0.0015146i,0.00092014+0.00051634i,0.00050821-0.0005704i,0.00031315-0.00038936i,0.00033254-0.00012397i,0.0011341+0.00013378i,0.0014193+7.2576e-05i,0.0011194-0.00037039i,0.0013513-0.00053903i,0.00085769-0.00041731i,1.0398e-05-0.00016238i,0.00039927+0.00080047i,0.0011268+0.0011903i,0.0010861+0.00056727i,0.0012877-5.9079e-05i,0.0013369+0.00043345i,7.6031e-05+0.00048969i,-0.00067953-0.00035509i
-0.002276+0.00041151i,-0.00096577+0.00042307i,-1.3413e-05+0.0012355i,-0.00016911+0.0018259i,0.00050095+0.0019739i,0.0015879+0.0011086i,0.0012587+0.00083104i,0.00045902+0.00058434i,0.00041824+0.00069814i,0.00086482+0.0012056i,0.0012265+0.0011273i,0.00086614+0.00095127i,0.00043978+0.00029594i,0.000519+2.3052e-05i,0.00018731+0.00027631i,9.5855e-05+0.00063685i,0.00051412+0.00049859i,0.00040008+1.5791e-05i,0.00061069-0.00011001i,0.001411+0.00014246i,0.0010555+0.00047225i,-0.00011287+6.1817e-05i,-0.00018117-0.00049855i
-0.00093354-0.0010438i,4.7433e-05-9.7086e-05i,-0.00038754+0.0018266i,-0.001566+0.0029189i,-0.00066412+0.0022138i,0.00060852+0.0018872i,0.00065901+0.0015908i,0.0004555+0.00031358i,0.0004785-0.00071708i,0.0005773-0.00068653i,0.001299-0.00092009i,0.0019915-0.00047044i,0.001401+0.00088504i,0.00064513+0.0012294i,0.00023563+0.0012167i,0.00030843+0.00079758i,0.00047746+0.00044812i,0.00026798+0.00042355i,0.00029249+0.00044721i,2.2899e-05+0.00063399i,-0.00036089+0.00057858i,-0.00079367+0.00061311i,-0.00085991+0.00065703i
0.0017579+0.00049014i,0.0022885-2.5367e-05i,0.001531-0.00052119i,0.00045693-0.00040347i,-0.00059704+0.00019318i,-0.00033877+0.00065011i,-0.00011991+0.0005243i,-0.00010154-1.4462e-05i,1.6776e-05-0.00046704i,-0.00026189-0.00035509i,-0.00061348+1.7663e-05i,-0.00097539-0.00016985i,-0.0012901-0.00048353i,-0.00097032-0.00044652i,-0.00022726+0.00017719i,0.00061336+0.0010132i,0.0012793+0.00094296i,0.00089591+0.00080425i,0.00019945+0.0015283i,0.00027621+0.0015356i,0.00039178+0.00071314i,-1.1431e-05+0.00013433i,-0.00014373+0.00056001i
0.0012233-0.0024727i,0.00028847-0.0028224i,-8.7147e-05-0.0039476i,-0.00061951-0.0028453i,-0.00086743-0.0017548i,-0.00027406+2.9068e-05i,0.00063728+0.00077906i,0.00040356-5.4278e-05i,-0.00073027-0.00021887i,-0.00093768-7.2502e-05i,-0.00025414-0.00015468i,5.2909e-05+0.00038067i,0.00019588+0.00064606i,0.00037592-0.00028157i,0.00027241-0.00032402i,0.00040987+0.00037007i,0.00083051+0.0010121i,0.00046008+0.0011619i,-9.5167e-05+0.00068885i,7.6525e-05+0.00063999i,0.00011138+0.00034335i,0.00058947-0.00013892i,0.0014082+0.00011022i
-0.00010997-0.00074509i,0.00050766-0.00076826i,-0.00049561-0.00093639i,-0.00098035-0.00010788i,-0.00073263+0.00086198i,-0.00033243+0.00087122i,0.00020926+0.00016953i,0.00058453-0.00053549i,0.00024358-0.0012706i,-9.6543e-05-0.0011357i,-0.00072008-0.00060975i,-0.0010535-0.00014448i,-0.00011649+0.00054033i,0.0001649+0.0005566i,-0.0002646+1.3651e-05i,-0.00056421-0.00014942i,-0.00054266+2.7993e-05i,-0.00048211-8.6191e-05i,0.00015866-0.00089305i,0.00096706-0.00053371i,0.0011777+0.00019617i,0.00016086+0.00030729i,-0.0005638+4.0626e-05i
-0.0015348+0.0025425i,-0.0020707+0.0034668i,-0.0025551+0.0028216i,-0.0012357+0.0025674i,0.00087119+0.0034182i,0.0015395+0.0026792i,0.00082436+0.0013981i,4.6944e-05+0.00078774i,-0.00043177+0.00044282i,2.1759e-06+0.00035547i,0.00045915+0.00051656i,0.00033913-0.0002571i,0.00014935-0.0015105i,3.5756e-05-0.00082066i,7.6343e-05+0.00046833i,0.00030636-0.00016292i,0.00064708-0.00047627i,5.1165e-05+0.00022384i,6.5645e-05+0.00049181i,0.00033052+0.00094451i,2.0536e-05+0.001439i,-0.00062554+0.0002609i,-0.00087325-0.00032886i
0.00046685+0.00053941i,0.00019479+0.0015818i,-0.00050829+0.0019968i,-8.2315e-05+0.0023867i,-0.00022501+0.0019454i,-0.00031739+0.00069678i,0.00052617-0.00029623i,0.00096607-0.0006385i,0.0007297+9.3862e-06i,0.00035282+0.00016265i,0.0003955-3.4919e-05i,0.0010823-0.00019849i,0.00066761-8.2446e-05i,0.00076488-0.0002737i,0.0014666-0.00014286i,0.0010356+0.00026966i,0.00048368-1.5946e-05i,0.0002647-0.0002317i,0.0001348+0.00032067i,0.00029695+0.0006259i,0.00036764-0.00049656i,0.00011094-0.0013008i,-0.00022043-0.00067453i
-0.0017498-0.0018848i,-0.0016569-0.0014181i,-0.0019948-0.000783i,-0.0025756-0.00055959i,-0.0016423+0.00023423i,-0.00035209+0.0011765i,0.00019627+0.0006616i,0.00040757-0.0001812i,0.00022965+0.00030054i,-9.1931e-06+0.00025316i,0.00040979-5.1065e-05i,0.00013281+0.00089905i,8.1809e-05+0.001631i,0.00056873+0.0013747i,0.00012854+0.0014672i,-0.00037631+0.0007171i,-3.6231e-05+0.00020147i,0.00022378+0.00014682i,0.00047391-0.00053424i,0.00083795-0.00087359i,0.00055446-0.0001498i,-0.00038624-9.5595e-05i,-0.0002171-0.00072688i
-0.0029577+0.0003604i,-0.0020649+0.0018428i,-0.0019801+0.0023448i,-0.0013048+0.0016066i,0.00015914+0.0014546i,0.00076864+0.0007347i,0.00047306-0.00036237i,0.00012679-0.00045553i,-0.00043341+0.00032946i,-0.00057704+0.0006485i,0.00018283+0.00036947i,0.00066189+0.00059935i,0.00024196+0.00053688i,0.00070762-0.00034483i,0.0010827-0.00044482i,0.00027579+4.8981e-05i,0.00044262+0.00027096i,0.0010894+0.00058953i,0.0007629+0.00012003i,0.00052903+0.00018139i,0.00082966+0.0005278i,0.00015593-8.2763e-05i,-0.00024746-0.00021819i
0.0014023+0.0010686i,0.0014656+0.0012978i,0.001871+0.00090069i,0.00081255+0.00065926i,-0.0001712+0.00047535i,0.00020343+0.00082617i,5.3728e-05+0.00045024i,0.00014713-0.00026156i,0.0010334-0.00073361i,0.00083585-0.0009642i,-0.00016772-0.00092036i,-0.00053002-8.4557e-06i,-0.00067803+0.00031628i,-0.00080291-2.519e-05i,-0.00058694+0.00013375i,-0.00018615+0.00022632i,-0.00034556+0.00035466i,6.0263e-05-4.3078e-05i,0.00085185-0.00021511i,0.00074998+0.00045191i,9.419e-05+0.0011662i,-0.00057078+0.0012444i,-0.00017486+4.0966e-05i
0.0013772+0.0010109i,0.0011582+0.0020621i,0.0017438+0.0021233i,0.0018073+0.0014992i,0.0010687+0.0013628i,0.00042581+0.0012902i,-4.3801e-05+0.00065339i,-0.00045197+0.00031635i,-0.00025176-0.0001624i,0.00033623-0.00083009i,0.00056292-0.00082251i,0.00037031-0.00075884i,0.00027398-0.00063808i,0.00025202-0.00025497i,-3.885e-05+0.00064018i,-0.00075127+0.00090407i,-0.00072432+0.00057173i,-0.00046703+0.00075138i,-0.00019519+0.00088998i,-0.00048465+0.00046597i,-0.00036379-3.9244e-05i,0.00012082-0.00062934i,-2.6329e-05-0.00099772i
-8.3398e-05-0.0013537i,0.00046573-0.00089129i,0.00078383-0.00083722i,-3.888e-05-0.00036715i,7.5892e-05+0.00010364i,0.00050807+0.00055413i,0.00081015+0.00095452i,0.00088631+0.00047913i,0.00073089-1.0943e-05i,0.00048877-0.00042346i,0.00039293-0.00075141i,-2.6463e-05-0.00053134i,-0.00048557-0.00046721i,-7.7691e-05-0.00024776i,0.00029931+0.00016248i,0.00058514+0.00033805i,0.00066619+0.00038857i,0.00012036-0.00075382i,0.00017048-0.00055107i,0.00020209+0.00092065i,0.0001398+0.00070107i,0.00026426-0.00019639i,0.00038599-0.00015585i
-0.00090441-1.7538e-05i,-0.001118-4.0823e-05i,-0.0017106+0.00037505i,-0.0013125+0.00068899i,-0.00013809+0.0017816i,0.00045689+0.0021435i,-6.642e-05+0.00064965i,-0.00014074-9.601e-05i,-0.00040527-0.00053548i,-0.00033235-0.00021518i,0.00026593-0.00021892i,0.00043608-0.00048771i,0.00010724+0.0001526i,-0.0003393-0.00043213i,-0.0002506-0.00077461i,1.7368e-06+0.0001852i,-0.00018083+0.00079366i,-7.1746e-05+0.00085503i,0.00020383+0.00041246i,0.00064095+0.00043455i,0.0005269+0.00082892i,3.9079e-05+0.00023646i,0.00038938+3.4862e-05i
0.00085245+0.00093261i,0.00039541+0.00093162i,0.0014306+0.0008374i,0.0011802+0.0013407i,0.0006009+0.0018168i,0.0012305+0.0018088i,0.0002593+0.001443i,6.8844e-05+0.00068055i,0.0003218-0.00049988i,-0.00044704-0.0010482i,-0.00048463-0.0013285i,-0.00032235-0.0015349i,-0.00058471-0.0010191i,-5.9841e-05-0.00074187i,-0.00016464-0.00054802i,-0.00063048+0.00064456i,-0.00039664+0.00067374i,6.0183e-05+0.00061379i,0.00031627+0.00091145i,0.00047204+0.00066244i,0.00027932+0.00043527i,-0.00027023-0.00013909i,-0.00013389-6.9791e-05i
0.0012555-0.00072194i,0.001848-0.00042597i,0.0011089-0.0017605i,-2.2566e-05-0.0018186i,-0.00051272-0.00031072i,0.00041191+0.0010597i,0.00053846+0.0010293i,-0.00023103+0.00028989i,4.3181e-05+9.416e-05i,0.00021158-8.4783e-05i,-0.0006956-0.00029556i,-0.0010599-4.6165e-05i,-0.00039676+0.00032241i,0.000393-0.00017975i,0.00090201-0.00030993i,0.00053666+0.00031998i,0.00013298+0.00087111i,0.00010181+0.00097206i,-0.00028283+0.0009278i,-0.0006612+0.0008728i,-0.00038756+0.00042185i,1.9686e-05+0.00051211i,-0.00065601+0.0003846i
0.00020789+0.0022265i,0.0012732+0.0028516i,-0.00045057+0.0026565i,-0.00039073+0.001659i,0.00060259+0.0014358i,0.00015904+0.0013194i,-0.00037224+0.00065066i,0.00023948-0.00011359i,0.00062218-0.00079399i,0.00029213-0.0013304i,-0.00083053-0.0017878i,-0.0010919-0.0010011i,-0.00094812+4.6995e-05i,-0.0004476+9.6966e-05i,-9.2192e-05+0.00041237i,0.00056938+0.00040138i,0.0013653+0.00062176i,0.000323+0.00055352i,-0.00047175-4.7326e-05i,-0.00039261-0.0004374i,-0.00014009+0.00031372i,-0.0001308+0.00035038i,-0.00070176-0.00089354i
0.00018497-0.0019336i,-0.00044355-0.0020408i,-0.00055683-0.0017045i,-0.00059486-2.1372e-05i,-3.6297e-05+0.0014574i,0.0015058+0.0015026i,0.0017192+0.00047852i,0.0012869-0.001077i,0.0006318-0.0019233i,-0.0002663-0.0012298i,-0.00045998+0.00016836i,-7.9892e-05+0.0004135i,0.0001693+0.00085717i,7.3942e-05+0.0013523i,-0.00010058+0.00077464i,0.00011684+0.00018255i,0.00053552+0.00032093i,-9.5859e-05+0.00069516i,-0.00065696+0.00064883i,-0.00040579+8.2975e-05i,-0.00011855+3.2468e-06i,0.00016951+1.566e-06i,0.00026955-0.00025959i
0.00054278-0.001967i,0.00089892-0.0017852i,0.00042718-0.0017609i,-0.00073985-0.0014751i,-0.00083478+0.00018211i,0.00049925+0.0016198i,0.0015222+0.0010684i,0.0016342+0.00027599i,0.00053824+0.00047578i,-0.00017289+1.5253e-05i,-0.00016203-0.00029918i,-0.00016952-0.00043607i,0.00042404-0.00059718i,0.00052149+6.7242e-05i,-1.3858e-05+0.00074605i,0.00019434+0.00091342i,0.00079918+0.00073375i,0.00074071+0.00011094i,0.00082988+0.00048077i,0.00074474+0.0012156i,0.00023652+0.00094396i,0.00028257+0.00072655i,0.00043676+0.00025155i
-0.00090912-0.0010162i,-0.00073701-0.0014088i,-0.0010174-0.0023061i,-0.0017059-0.00033173i,-0.0014792+0.0015549i,-0.00015881+0.0012048i,0.00055951+0.00024437i,0.00040484-0.00014046i,0.00018044-3.0962e-05i,7.0628e-05-8.6438e-05i,-0.00010999+6.2711e-05i,0.00022768+0.0005557i,0.00057053+0.00040836i,0.0012938+1.3021e-05i,0.0016663+0.0004147i,0.0013499+0.00097524i,0.00076068+0.0009353i,0.00078444+0.00020793i,0.00072852-0.00035298i,0.0001656-0.00037819i,-0.00013357-0.00068679i,0.00014426-0.0011724i,0.00089569-0.00075094i
-0.00062189+9.4025e-05i,-0.0006123-0.00042746i,-0.0014103+0.00019268i,-0.001397+0.0013236i,-0.0003149+0.0018199i,0.0003152+0.0013392i,-5.7344e-05+0.00041097i,-8.8589e-06-0.0011172i,1.0081e-05-0.0013348i,0.00017001-0.00034454i,0.00042136+0.0006281i,5.2574e-05+0.00065253i,-1.0412e-05+0.00060883i,0.00030013-3.374e-05i,-0.0002409+0.00011881i,-0.0001754+0.00031877i,0.00012731-0.00057877i,0.0003324-0.00042472i,0.00045694+0.00021483i,0.0002037+0.00019439i,0.00033763+0.00019995i,0.00017746+0.00016977i,-4.8082e-05-0.00010103i
