-0.002769+0.0012794i,-0.0013457+0.0024327i,-0.0023622+0.0034501i,-0.0022847+0.0032302i,-0.0016773+0.0026016i,-0.0003583+0.0022738i,-0.00015394+0.0021427i,-0.00059354+0.0017878i,-0.00016846+0.0015846i,0.00043742+0.00089193i,0.00055002-0.00091089i,0.00068056-0.0015968i,0.001067-0.0011371i,0.00080751-0.001836i,6.1952e-05-0.0017241i,-0.00012172-0.00052158i,0.00042433+0.00080017i,0.00026491+0.0012945i,0.00022151+0.0004065i,0.00085202+4.9267e-05i,0.00081039+0.00026465i,0.00052797+0.00047407i,0.00071213+3.5783e-05i
0.001443-0.014959i,0.0012895-0.029663i,0.0026927-0.040767i,0.0079681-0.043363i,0.011083-0.043267i,0.0019992-0.035997i,-0.013114-0.014869i,-0.016602+0.0072166i,-0.0093929+0.013295i,-0.006327+0.0089125i,-0.0088148+0.006515i,-0.0091066+0.007312i,-0.0036835+0.0074639i,0.0031252+0.0031739i,0.0049101-0.0038221i,0.0026676-0.0073948i,0.0014785-0.0068147i,0.0021761-0.0043708i,0.0017372-0.0034031i,0.0007309-0.0040455i,-0.00015449-0.0037455i,0.00036711-0.0021429i,0.0017677+5.7302e-05i
0.0056857-0.0075827i,0.011512-0.018316i,0.018612-0.027946i,0.028103-0.028921i,0.040281-0.022706i,0.040238-0.018206i,0.02715-0.015294i,0.018516-0.012499i,0.014346-0.011902i,0.0065203-0.010097i,0.0013338-0.0052586i,0.0026473-0.0012388i,0.0047913-0.00087031i,0.0071977-0.00093054i,0.009393-0.0010684i,0.0096284-0.0032196i,0.0077248-0.0034883i,0.0051149-0.0011461i,0.0048687+0.00076933i,0.0050431+0.00019695i,0.0041257-0.0023962i,0.0035856-0.0028013i,0.0034364-0.0012304i
0.006083-0.0049581i,0.013896-0.0041885i,0.019953-0.0026424i,0.024825+0.0051275i,0.032015+0.016908i,0.038389+0.014703i,0.036904-0.0092909i,0.027869-0.031848i,0.015091-0.034638i,0.0063927-0.024185i,0.0068606-0.014998i,0.0097111-0.011759i,0.007947-0.0090798i,0.0059223-0.0030531i,0.0083658+0.0015435i,0.010564+0.002618i,0.0081756+0.0020152i,0.00226+0.0020101i,-0.00040154+0.0027532i,0.0016201+0.003265i,0.0030846+0.0031672i,0.0044684+0.0039038i,0.0053858+0.0032192i
0.00055295+0.0090003i,0.0097867+0.020396i,0.019436+0.032241i,0.018562+0.042196i,0.0096388+0.04969i,0.0082993+0.040112i,0.013883+0.010454i,0.010828-0.014071i,0.0018179-0.016668i,0.00096671-0.0097067i,0.0039319-0.0078943i,0.0020403-0.0073352i,-0.0018332-0.0039568i,-0.00376+0.00070418i,-0.0026636+0.0055003i,0.00031014+0.0076957i,0.0020804+0.0056118i,0.0016172+0.0029515i,-0.00037642+0.0040691i,-0.00087933+0.0058015i,0.00029414+0.0063104i,0.0010878+0.0053827i,0.0017413+0.0031509i
-0.0028111+0.0033335i,-0.0001092+0.010562i,0.0047503+0.020984i,0.00043486+0.028086i,-0.017141+0.029724i,-0.026662+0.030004i,-0.016152+0.028398i,-0.0067278+0.024011i,-0.004036+0.018607i,-0.0017154+0.010805i,-0.0042467+0.0035568i,-0.0091343+0.0032965i,-0.0090992+0.0053442i,-0.0089106+0.0055818i,-0.010976+0.0071962i,-0.010355+0.010069i,-0.0044989+0.0085916i,0.00012464+0.0024387i,-0.00066146-0.0018936i,-0.0033003-0.00053763i,-0.0048639+0.0015991i,-0.0053034+0.0016018i,-0.0056166+0.0019866i
0.0014521+0.0028029i,-0.00042763+0.0074527i,-0.0034929+0.012058i,-0.01178+0.0057818i,-0.027419-0.0059348i,-0.035968-0.0029168i,-0.026904+0.019271i,-0.0096517+0.03499i,0.0022638+0.028136i,0.0035767+0.013184i,-0.0020371+0.0065198i,-0.0050855+0.0078336i,-0.0030212+0.0085328i,-0.002983+0.0052249i,-0.0075448+0.0020251i,-0.010825+0.0013733i,-0.0082563+0.0015475i,-0.00386-0.0011293i,-0.0032829-0.0047028i,-0.0054597-0.005846i,-0.0061219-0.0052937i,-0.0071673-0.0041277i,-0.0082155-0.00201i
-0.00077732-0.004369i,-0.0094555-0.0043908i,-0.018862-0.0051213i,-0.02123-0.012815i,-0.016887-0.027318i,-0.016136-0.027636i,-0.014697-0.0076562i,-0.0035453+0.0065859i,0.0068312+0.0024901i,0.0069489-0.0034993i,0.0062424-0.0030384i,0.0066851-0.0027054i,0.0050387-0.0036091i,0.0025879-0.0048833i,-0.00066718-0.0071882i,-0.0039463-0.0084735i,-0.0046997-0.0050539i,-0.003029-0.00027236i,-0.00085963+0.00041927i,-0.00067312-0.0020113i,-0.00092891-0.0044045i,-3.3686e-05-0.005943i,-0.00019985-0.0054392i
-0.00076554+0.0046771i,-0.0075171+0.012065i,-0.017962+0.014373i,-0.016779+0.0048293i,-0.00027249-0.0099291i,0.0098308-0.01987i,0.0032978-0.025311i,-0.0025461-0.026318i,-0.0022099-0.023367i,5.5982e-05-0.01713i,0.0061625-0.012748i,0.010026-0.014307i,0.0057633-0.015381i,0.0019836-0.012475i,0.0027075-0.010435i,0.0034775-0.0097885i,0.0021576-0.0063209i,0.0018526-0.00052802i,0.0048608+0.0017422i,0.0071185-0.0003427i,0.0081278-0.0024468i,0.0096344-0.0041782i,0.0090844-0.0065058i
-0.0027625-0.0051777i,-0.011308-0.0089482i,-0.020088-0.011438i,-0.017002-0.0038808i,0.00015585+0.0099929i,0.012672+0.0089918i,0.0088377-0.010033i,-0.00074187-0.022149i,-0.0046217-0.016893i,-0.0016406-0.009328i,0.0019996-0.0089838i,0.0023132-0.011301i,-0.00064288-0.01127i,-0.00081621-0.0078725i,0.0033266-0.0049272i,0.0049381-0.003547i,0.0029986-0.0023755i,0.0011329-0.0010941i,0.0027343-7.9343e-05i,0.0055431-0.0003447i,0.0079758+0.0016902i,0.011297+0.0033427i,0.011235+0.00025439i
-0.0097511-0.006238i,-0.017513-0.014216i,-0.022458-0.019204i,-0.02019-0.0063339i,-0.015069+0.019426i,-0.0056551+0.031801i,0.0035343+0.023319i,0.0035812+0.014654i,0.0015696+0.012124i,0.0014918+0.0084828i,-0.0010191+0.005434i,-0.0011051+0.0055176i,0.002719+0.003698i,0.0047501+0.001154i,0.0035197+0.00089787i,0.00098076+0.001851i,-0.0011537+0.0021714i,-0.0028228+0.0022595i,-0.0033989+0.004434i,-0.0024231+0.0071567i,-0.00016417+0.0079399i,0.0019823+0.008955i,0.0038823+0.0082121i
-0.0030797-0.014776i,-0.00051879-0.036295i,0.0061025-0.05364i,0.0019555-0.04931i,-0.014809-0.021807i,-0.021194+0.0075062i,-0.0083278+0.025826i,0.0062341+0.032264i,0.01158+0.024888i,0.0085018+0.013543i,0.0023088+0.011997i,0.0038216+0.017268i,0.010277+0.015249i,0.0099957+0.0072807i,0.0034824+0.0017298i,-0.0014182-2.2921e-05i,-0.0033633-0.00039462i,-0.0042849+0.00054068i,-0.004221+0.0037216i,-0.0031101+0.0060018i,-0.0048656+0.0054714i,-0.007581+0.005756i,-0.0056391+0.0063336i
0.014273-0.008624i,0.029103-0.019901i,0.036036-0.035223i,0.020944-0.047565i,-0.0062797-0.049304i,-0.024042-0.029694i,-0.019569-0.0012921i,-0.0060398+0.010075i,0.0012577+0.0047719i,0.0025419-0.00024371i,0.0043449+0.0016731i,0.0069911+0.0075824i,0.0091497+0.010761i,0.0076713+0.0069131i,0.0033004+0.00066461i,0.00071833-0.0034924i,0.001043-0.0056754i,-0.00068397-0.0060159i,-0.004361-0.0055198i,-0.0056197-0.004304i,-0.0063945-0.0034251i,-0.0081733-0.0025719i,-0.0078294+0.00027723i
0.014849+0.00056059i,0.039335+0.006615i,0.056031+0.011555i,0.04862-0.0045305i,0.023411-0.030363i,-0.00012313-0.040892i,-0.016435-0.036165i,-0.023385-0.026979i,-0.020773-0.016383i,-0.010898-0.0076828i,-0.0011766-0.0060474i,-0.0027264-0.006763i,-0.0075897-0.0028589i,-0.0050893+0.0013762i,0.00032455+0.0016519i,0.0053721-0.00075487i,0.0074288-0.003389i,0.0048109-0.0051532i,-1.7099e-06-0.0050482i,-0.0022143-0.0045713i,-0.0015714-0.0065442i,-0.0019344-0.0077884i,-0.0033413-0.0060692i
0.011492+0.018742i,0.026114+0.04859i,0.03921+0.067517i,0.046628+0.055387i,0.044798+0.022903i,0.02651-0.0090836i,-0.00071562-0.030876i,-0.018848-0.035257i,-0.020741-0.021854i,-0.012156-0.0086358i,-0.0072419-0.0085332i,-0.012923-0.012202i,-0.017421-0.0065625i,-0.011367+0.0021484i,-0.001728+0.006272i,0.0042389+0.0075907i,0.006848+0.0069498i,0.007114+0.0042412i,0.0066524+0.0014867i,0.0065374+0.0004837i,0.0075966-0.00091849i,0.0090891-0.0041261i,0.0079797-0.0060451i
-0.015076+0.025051i,-0.025466+0.051669i,-0.019632+0.072533i,0.012275+0.071679i,0.037121+0.052164i,0.037391+0.026415i,0.025429+0.0017542i,0.01285-0.010238i,0.005379-0.0085969i,0.0011891-0.0050157i,-0.0039496-0.0053284i,-0.0076453-0.0084104i,-0.010237-0.0085646i,-0.010265-0.0029026i,-0.0078613+0.0039133i,-0.0054892+0.0084778i,-0.0020077+0.010282i,0.0030974+0.0081132i,0.0063781+0.0039238i,0.0075035+0.0019084i,0.0085706+0.000522i,0.0083581-0.0025763i,0.0066264-0.0055675i
-0.024224+0.0085664i,-0.059606+0.013059i,-0.072692+0.013586i,-0.047504+0.022975i,-0.012249+0.03714i,0.0084705+0.036879i,0.024298+0.028099i,0.035272+0.015446i,0.029003-0.0022448i,0.012561-0.010716i,0.0037886-0.0047331i,0.0082465-0.00069749i,0.0091982-0.0058887i,0.0007352-0.0087557i,-0.0076099-0.0065567i,-0.012094-0.0026936i,-0.012283+0.0010864i,-0.0098071+0.0021342i,-0.0083989+0.0027373i,-0.0081627+0.0037234i,-0.0059692+0.0052455i,-0.001944+0.0059818i,0.00097732+0.0034789i
-0.033054-0.027885i,-0.065385-0.05309i,-0.090599-0.053045i,-0.08666-0.018811i,-0.057811+0.009949i,-0.024799+0.022792i,0.0055227+0.030089i,0.026221+0.022653i,0.02526+0.0027778i,0.011237-0.0071945i,0.0062588-0.002648i,0.01309+0.00072216i,0.016892-0.0056438i,0.010582-0.014669i,0.0010937-0.017828i,-0.0058309-0.015679i,-0.0086852-0.011692i,-0.0087762-0.00627i,-0.0091735-0.0013437i,-0.0088561+0.0030162i,-0.0070265+0.0072332i,-0.0042854+0.0093983i,-0.0015127+0.0098346i
0.0036256-0.04226i,0.0069802-0.077293i,-0.0049573-0.084209i,-0.033468-0.051504i,-0.050046-0.015203i,-0.036547-0.0013305i,-0.018784+0.0059914i,-0.0066078+0.012282i,0.0022425+0.009883i,0.0056887+0.0031094i,0.005256-0.0017061i,0.0038318-0.00033831i,0.0068542+0.00142i,0.0094752-0.0027847i,0.0078091-0.0075019i,0.0050619-0.010088i,0.0033601-0.0095857i,0.003769-0.0063955i,0.005363-0.0046669i,0.0051472-0.0044683i,0.0027255-0.0030344i,4.7441e-05+8.2337e-05i,-0.0017154+0.0028857i
0.040427-0.019518i,0.084502-0.036541i,0.088639-0.047506i,0.039036-0.044286i,-0.0037646-0.029485i,-0.019479-0.016581i,-0.029516-0.0080715i,-0.030127+0.0051351i,-0.014918+0.017143i,0.0020201+0.013133i,0.0051333+0.0007309i,-0.0021693-0.00067692i,-0.0040596+0.0084726i,0.0021559+0.011874i,0.0070182+0.0075063i,0.009523+0.0040557i,0.0099559+0.001673i,0.0080984-0.0011597i,0.0062563-0.0042561i,0.0037366-0.0069261i,0.00028821-0.0080209i,-0.0026378-0.0083517i,-0.0045864-0.0061675i
0.054702+0.031563i,0.10026+0.044012i,0.12042+0.02803i,0.088731-0.01154i,0.031942-0.027309i,-0.0019207-0.013039i,-0.016614-0.0042399i,-0.023482+0.0025575i,-0.012614+0.01157i,0.0037901+0.0080311i,0.0066963-0.00071857i,0.00048236-0.0032027i,-0.0041279+0.0024525i,-0.0026839+0.010418i,0.0008694+0.013619i,0.0017012+0.012199i,0.0017071+0.0099057i,0.0010451+0.010124i,0.0016762+0.012421i,0.0042679+0.010705i,0.0046198+0.0040519i,0.0038041-0.0023987i,0.0038118-0.0072772i
-0.00076035+0.062828i,0.0022588+0.10841i,0.015271+0.097406i,0.027715+0.032107i,0.022822-0.0068991i,0.0053534-0.0055426i,-0.0027613-0.0023173i,-0.0053448-0.0036212i,-0.0072712-0.0024779i,-0.0045189-0.00038899i,0.0010781+0.0024395i,0.0048762+0.0014864i,0.0010756-0.0023153i,-0.0041573-0.0009439i,-0.0045036+0.0014251i,-0.0054148+0.0022856i,-0.0061598+0.003457i,-0.0064416+0.0033954i,-0.0057636+0.0042683i,-0.001325+0.0055672i,0.0044944+0.0032642i,0.007452-0.00077537i,0.0062033-0.0036875i
-0.058029+0.031499i,-0.098472+0.065371i,-0.098471+0.08292i,-0.046975+0.055522i,-0.0061729+0.0043933i,-0.0019827-0.015124i,-0.00049621-0.011198i,-0.00025442-0.014801i,-0.0096542-0.015785i,-0.014559-0.0049605i,-0.0087853+0.0059159i,-0.0001649+0.0056904i,0.0015404-0.0035665i,-0.0038045-0.0091217i,-0.0072487-0.0089781i,-0.0074141-0.0083574i,-0.0068678-0.0087245i,-0.0061872-0.010836i,-0.0087962-0.010934i,-0.0097512-0.007739i,-0.0061514-0.0037031i,-0.0015318+0.00022272i,0.0021114+0.0024841i
-0.064049-0.026249i,-0.11773-0.034195i,-0.12509-0.014793i,-0.071726+0.011019i,-0.021725+0.0091559i,-0.0069818-0.01216i,-0.0050916-0.017564i,-0.0032385-0.015112i,-0.006706-0.014545i,-0.0091049-0.0089949i,-0.0079685-0.00349i,-0.0065332+0.0009095i,-0.0038557+0.00067966i,-0.0031557-0.0061161i,-0.0031763-0.011425i,-0.0017602-0.012603i,-0.0016607-0.011895i,-0.0027591-0.010727i,-0.0049791-0.0094869i,-0.0080288-0.0053439i,-0.0084896+0.0022059i,-0.005445+0.0088302i,-0.002564+0.010438i
-0.0011051-0.072086i,-0.0067515-0.13132i,-0.018729-0.12779i,-0.016006-0.054894i,0.0083805-0.0051851i,0.018142-0.0052342i,0.010008-0.0068566i,0.0078835-0.004827i,0.010477-0.0092777i,0.0091559-0.013904i,0.0034416-0.014734i,-0.0017552-0.0089357i,0.0012413-0.0020432i,0.0065822-0.002145i,0.0081039-0.0030468i,0.0086481-0.0018528i,0.0086739-0.0017581i,0.011208-0.0018821i,0.01536-0.0017329i,0.015073-0.00083385i,0.011783-0.0014742i,0.0057071-0.0029334i,0.0018151-0.0015698i
0.066548-0.046092i,0.10728-0.10088i,0.11488-0.12539i,0.077588-0.088741i,0.039242-0.02608i,0.031239+0.0074292i,0.028506+0.0075356i,0.023702+0.0030575i,0.023847-0.0016685i,0.019804-0.0066193i,0.011305-0.008933i,0.0045138-0.0078538i,0.003339-0.0013897i,0.0066646+0.0044852i,0.0079517+0.0067489i,0.0070817+0.0072658i,0.0060899+0.0086642i,0.0056474+0.010638i,0.0067759+0.0079516i,0.00743-0.00025i,0.0059723-0.0070459i,0.0026569-0.0087866i,-0.00086393-0.0087136i
0.071342+0.023419i,0.13701+0.028645i,0.14934+0.0011519i,0.089469-0.027981i,0.032132-0.013716i,0.011505+0.012669i,0.010007+0.01495i,0.013334+0.0096824i,0.01265+0.0084348i,0.0068015+0.0089667i,0.0050793+0.0085595i,0.0043802+0.0038915i,0.00043435+0.0020764i,-0.0006082+0.0067635i,-0.001063+0.010682i,-0.0028315+0.011162i,-0.0031102+0.0097224i,-0.0055378+0.0077294i,-0.0092349+0.0097187i,-0.0086438+0.013009i,-0.0036827+0.010418i,-0.00019611+0.0026585i,-0.00080184-0.002515i
0.022212+0.084288i,0.046436+0.1518i,0.05914+0.16978i,0.038311+0.10638i,-0.0047974+0.032536i,-0.031502+0.013415i,-0.030024+0.015589i,-0.018624+0.010807i,-0.011418+0.010034i,-0.0078436+0.013114i,-0.0022368+0.012548i,-0.00019445+0.0073661i,-0.0054664+0.0028889i,-0.0099514+0.0022654i,-0.011322+0.0022246i,-0.012332+0.0029954i,-0.011986+0.0044148i,-0.0096028+0.0059979i,-0.0066463+0.010078i,-0.0012583+0.014572i,0.0053035+0.016003i,0.0084965+0.013095i,0.0076158+0.0073754i
-0.060521+0.059274i,-0.1035+0.13479i,-0.10012+0.17454i,-0.057628+0.13814i,-0.037584+0.069545i,-0.041361+0.020832i,-0.039736+0.0062205i,-0.032048+0.0054614i,-0.022555+0.0021875i,-0.015071-0.0035716i,-0.011173-0.006692i,-0.0064336-0.0047224i,-0.00081782-0.0044325i,0.00012059-0.0087333i,-0.0016576-0.012484i,-0.0018979-0.012571i,-0.00073386-0.011271i,0.0008968-0.013917i,-0.00023695-0.018458i,-0.0040711-0.018549i,-0.0066398-0.011982i,-0.0051587-0.0051283i,-0.0019972-0.0009583i
-0.077352-0.011001i,-0.14693-0.017775i,-0.1614+0.0077716i,-0.094376+0.041845i,-0.022835+0.029267i,-0.0042567-0.0041678i,-0.0085237-0.011735i,-0.0070396-0.0044837i,-0.0010469-0.0079874i,-0.0002497-0.019103i,-0.0046539-0.021599i,-0.0040896-0.016139i,0.0013669-0.011763i,0.0045358-0.0097584i,0.0056158-0.0091538i,0.0062995-0.010123i,0.0055362-0.011267i,0.0029319-0.010394i,-0.002863-0.010476i,-0.011178-0.0095774i,-0.016041-0.0063943i,-0.012243-0.003325i,-0.0047384-0.00059694i
-0.032075-0.089469i,-0.074948-0.1696i,-0.098964-0.1996i,-0.080081-0.14147i,-0.028686-0.056523i,0.019315-0.018646i,0.034033-0.01306i,0.030174-0.009432i,0.024455-0.0097892i,0.017909-0.013355i,0.010806-0.011991i,0.0070318-0.0083169i,0.0043271-0.0058307i,0.0027191-0.0016108i,0.0050359+0.0013378i,0.0068107-6.3518e-05i,0.0034955-0.00061069i,0.00016499+0.001112i,0.002519+0.0041415i,0.0066594+0.0048277i,0.0087064+0.0033944i,0.0081825+0.00075182i,0.0044174-0.0031382i
0.059978-0.069803i,0.0954-0.15253i,0.070781-0.19975i,0.0040902-0.16124i,-0.017035-0.076248i,0.0093687-0.015578i,0.033173-0.0017216i,0.036632-0.0046022i,0.029175-0.0027096i,0.024492+0.0013689i,0.023724+0.003725i,0.018253+0.0050628i,0.0075132+0.0079369i,-0.00079159+0.010613i,-0.00457+0.011007i,-0.0045836+0.01183i,-0.00055727+0.013754i,0.004842+0.013417i,0.010138+0.0086312i,0.015064-0.00042329i,0.018022-0.0079987i,0.015507-0.010382i,0.0082765-0.0093308i
0.092966+0.013561i,0.17153+0.013767i,0.18968-0.0021879i,0.11123-0.029828i,0.014503-0.031528i,-0.021773-0.0031993i,-0.016057+0.010233i,-0.0079599+0.0045178i,-0.0032715+0.0065897i,0.0074563+0.012346i,0.015316+0.0089075i,0.011212+0.0041419i,0.0034446+0.0024163i,-0.0022231-0.00014813i,-0.0077937-0.0017465i,-0.011228-0.00017243i,-0.010144+0.0013639i,-0.0090126+0.00085398i,-0.0097028-0.00075433i,-0.010348-0.0010306i,-0.011567+0.0018048i,-0.010875+0.0060342i,-0.0067837+0.0061916i
0.044609+0.10407i,0.10695+0.18795i,0.14915+0.19712i,0.12199+0.1076i,0.040504+0.018741i,-0.036266-0.0032506i,-0.06232+0.011386i,-0.054476+0.019206i,-0.034395+0.016649i,-0.014751+0.010415i,-0.0097499+0.0037308i,-0.011285+0.0018864i,-0.0046406+0.00041045i,0.0019265-0.0039233i,0.00066895-0.0060858i,-0.0041811-0.0067299i,-0.0070553-0.0066944i,-0.0072615-0.004064i,-0.0073254+0.0050849i,-0.0066098+0.016837i,-0.0036225+0.021188i,-0.00073398+0.018196i,0.001726+0.013106i
-0.057121+0.081849i,-0.088927+0.14779i,-0.054177+0.17666i,0.023477+0.12551i,0.037084+0.038446i,-0.0080274-0.0048501i,-0.040396+0.004826i,-0.040012+0.020922i,-0.02776+0.015886i,-0.021984+0.0057623i,-0.0197+0.0027808i,-0.016778+0.0001851i,-0.010961-0.0038661i,-0.0013628-0.0059357i,0.0068565-0.0077298i,0.0078645-0.01118i,0.0023327-0.012662i,-0.0023411-0.0076637i,-0.00014883-0.0031597i,0.0075426-0.0046275i,0.0099809-0.0065189i,0.0055636-0.0048412i,0.0045192-0.0019836i
-0.10746-0.027072i,-0.19013-0.030206i,-0.19772-0.019879i,-0.10331+0.0031127i,0.0048827+0.012199i,0.04027-0.0060933i,0.027234-0.013945i,0.017873-0.0060854i,0.011871-0.0027521i,0.00098991-0.0013465i,-0.0035179+0.0032167i,-0.00074002+0.0021937i,-0.00043619-0.00029672i,0.0023591+0.0021587i,0.0091867+0.0041906i,0.014708+0.00023352i,0.017914-0.0068706i,0.014831-0.014269i,0.0047921-0.018504i,-0.0061608-0.017278i,-0.0082557-0.017303i,-0.0038715-0.018638i,-0.0023131-0.013162i
-0.03138-0.1004i,-0.086786-0.17983i,-0.13607-0.1863i,-0.11693-0.10378i,-0.034934-0.02645i,0.033624-0.010071i,0.052124-0.028194i,0.044085-0.035723i,0.031398-0.026459i,0.019279-0.012851i,0.013977-0.0030056i,0.012625-0.00072765i,0.0068751-0.00086624i,-0.00057534+0.0013285i,-0.0036498+0.0038267i,-0.00015123+0.0070315i,0.0050436+0.0085945i,0.002134+0.0066517i,-0.0057354+0.0072314i,-0.0055306+0.012087i,0.0012246+0.014356i,0.0037451+0.010134i,0.00098765+0.0050284i
0.078239-0.061855i,0.11919-0.12362i,0.098499-0.14021i,0.017265-0.091946i,-0.033639-0.028303i,-0.01696-0.0023911i,0.0087246-0.016406i,0.013474-0.033994i,0.0087256-0.029146i,0.01035-0.017361i,0.012553-0.013684i,0.0093608-0.007422i,0.0085577+0.00046207i,0.0060809+0.0027233i,-0.0016125+0.005207i,-0.0055387+0.011719i,-0.0011632+0.01662i,0.0077007+0.014919i,0.014759+0.010002i,0.016352+0.0043092i,0.013353+0.0018386i,0.0092677+0.0019991i,0.0046688-0.00080126i
0.10519+0.051862i,0.21259+0.066422i,0.24215+0.05918i,0.14876+0.036491i,0.030878+0.014667i,-0.029651+0.010299i,-0.032695+0.0093939i,-0.027179-0.00082982i,-0.025402-0.0074754i,-0.015322-0.011002i,-0.0075752-0.013985i,-0.0051569-0.0080512i,-0.0011028+0.0013152i,-0.00031171+0.0041037i,-0.0048847+0.0021912i,-0.010888+0.0012714i,-0.011919+0.0057049i,-0.0058584+0.0082508i,-0.001752-0.0002139i,-0.008302-0.0099039i,-0.015172-0.0098064i,-0.011948-0.0033287i,-0.0067293+0.0015218i
0.016388+0.092663i,0.056287+0.16628i,0.12266+0.16663i,0.15061+0.080104i,0.090385+0.0090788i,0.01503-0.0052465i,-0.019946+0.0057301i,-0.026504+0.016806i,-0.024224+0.012312i,-0.02275+0.0040541i,-0.017544+0.0012392i,-0.011746-0.00069841i,-0.0096891-0.00088911i,-0.0056952-0.00011782i,0.00073935-0.0027388i,-0.0013319-0.0099237i,-0.011661-0.014661i,-0.017551-0.0096123i,-0.01643+0.00048357i,-0.013452+0.0094171i,-0.010234+0.012215i,-0.0069474+0.0064531i,-0.001714-0.0011095i
-0.094005+0.054604i,-0.15795+0.10299i,-0.16096+0.10487i,-0.077844+0.058879i,0.011316+0.0137i,0.025721-0.0030109i,0.0062678+0.0085865i,0.010886+0.020872i,0.021046+0.013i,0.010813+0.0041145i,-0.0013936+0.0054626i,-0.0073231+0.0028699i,-0.014551-0.00088115i,-0.016947-0.00084032i,-0.014243-0.0021328i,-0.011394-0.0046692i,-0.0091496-0.0044783i,-0.0080462+0.00091179i,-0.0015524+0.006036i,0.011656+0.0027645i,0.022054-0.0042639i,0.023301-0.0081037i,0.015898-0.0077607i
-0.090733-0.066152i,-0.19367-0.091104i,-0.25066-0.054958i,-0.20426+0.021749i,-0.10122+0.060629i,-0.014771+0.055354i,0.026156+0.038403i,0.043911+0.021657i,0.052175+0.00073858i,0.038486-0.014207i,0.018014-0.010035i,0.0085929-0.0040786i,0.004546-0.0065349i,0.0011005-0.010258i,-0.0019985-0.0097965i,2.1384e-05-0.0053521i,0.0053919-0.0065405i,0.0068209-0.011915i,0.0062486-0.013958i,0.0050729-0.014063i,0.00086757-0.012642i,-0.001442-0.0091156i,0.00033033-0.0053439i
0.022465-0.095174i,0.015295-0.15794i,-0.022907-0.1409i,-0.073619-0.044351i,-0.082654+0.040506i,-0.039953+0.051886i,0.0035112+0.027261i,0.021938+0.0091275i,0.029015+0.00061049i,0.032122-0.010923i,0.024619-0.018397i,0.016547-0.012899i,0.015088-0.0096946i,0.012394-0.0098019i,0.0095589-0.0064268i,0.0085476-0.0030393i,0.0087673-0.0034712i,0.0051876-0.0063708i,-0.0073508-0.0038299i,-0.019986+0.0051379i,-0.022856+0.014184i,-0.016711+0.019215i,-0.0078681+0.018092i
0.12793-0.016812i,0.22291-0.061211i,0.22693-0.099083i,0.11941-0.10598i,0.00049855-0.088158i,-0.0527-0.046047i,-0.043968-0.015304i,-0.030129-0.0046406i,-0.022323+0.0080844i,-0.001892+0.010031i,0.010353-0.0021477i,0.010448-0.0090193i,0.012289-0.0098564i,0.014486-0.0094563i,0.015926-0.0092529i,0.013382-0.0083578i,0.0062301-0.0034777i,-4.0868e-05+0.0046277i,0.0015447+0.012033i,0.010147+0.014713i,0.012993+0.013004i,0.0065701+0.010322i,0.0022393+0.0073831i
0.056765+0.10558i,0.12529+0.14083i,0.17013+0.063592i,0.12804-0.076809i,0.030501-0.1306i,-0.033731-0.096604i,-0.052278-0.046983i,-0.054144-0.0058318i,-0.041255+0.021881i,-0.015806+0.03004i,0.0023772+0.020734i,0.0038642+0.010832i,0.0025596+0.011218i,0.005315+0.015534i,0.0076853+0.015127i,0.0066098+0.01074i,0.0075163+0.010555i,0.012665+0.0075482i,0.011509-0.0022287i,0.0036437-0.011378i,-0.00014279-0.020166i,0.0013806-0.023053i,0.0014191-0.015998i
-0.088275+0.092323i,-0.12103+0.14808i,-0.089158+0.14461i,-0.0028475+0.075696i,0.057413+0.0013527i,0.041971-0.030099i,-0.0038989-0.021408i,-0.02368-0.00048273i,-0.022806+0.010564i,-0.019279+0.018186i,-0.0098992+0.021967i,0.0012509+0.0181i,0.0070223+0.015049i,0.0044251+0.01218i,-0.0040975+0.0086979i,-0.0073784+0.0072593i,-0.0058+0.0046531i,-0.0048241-0.0023474i,-0.0028266-0.0092278i,-0.0017279-0.0086915i,-0.00096539-0.0036787i,-0.00087007-0.0041822i,-0.0036904-0.0069893i
-0.13249-0.060959i,-0.2212-0.043699i,-0.21043+0.023501i,-0.080188+0.073023i,0.044484+0.058727i,0.067133+0.01994i,0.033775-0.0010882i,0.010478-0.011948i,-0.0011925-0.018596i,-0.01154-0.011835i,-0.010895+0.0039414i,-0.0048184+0.013468i,-0.004968+0.013873i,-0.012282+0.0058061i,-0.017696-0.0004273i,-0.013989+0.0032849i,-0.0087756+0.0061004i,-0.0081164+0.0065371i,-0.0072181+0.010738i,-0.00097412+0.014344i,0.0047075+0.012217i,0.0043448+0.0079519i,0.0024353+0.005587i
0.034182-0.13152i,0.011703-0.18558i,-0.034513-0.13355i,-0.062449-0.026618i,-0.053288+0.02743i,-0.025045+0.025438i,0.0010203+0.006578i,0.0083708-0.013974i,0.0010245-0.026518i,-0.0049773-0.027061i,-0.0099407-0.020176i,-0.01459-0.013842i,-0.019593-0.013134i,-0.020952-0.011022i,-0.016187-0.0061393i,-0.012431-0.0042683i,-0.0086258-0.0031631i,-0.0022786-0.00094163i,0.0047983+0.00024429i,0.0085014-0.0042876i,0.0082152-0.0073625i,0.0075468-0.0038281i,0.0035878-0.0038468i
