-0.00011216+0.0015063i,0.00019899-0.00048154i,-0.00024865-0.0016438i,-0.0011956-0.0012875i,-0.0033035-0.00064291i,-0.0037602+0.00028396i,-0.0023401+0.0013608i,-0.0014043+0.0018786i,-0.00069253+0.001174i,0.00027682+0.00034036i,0.00018478+0.00015238i,-3.9108e-05+0.00014089i,0.0004949+0.00021357i,0.00044229+0.00016394i,0.00032616+0.00024486i,0.00020455-3.9574e-05i,0.00027139-0.00019098i,0.00083638-0.00050839i,0.00037553-0.00090533i,0.00018176-0.00077281i,0.00048993-0.00028585i,0.00030746+0.00084994i,0.00013917+0.0016361i
0.0014681+0.0023916i,0.0012697+0.0016843i,0.0011645+0.00021977i,0.00018922-0.0014752i,-0.00023437-0.0028838i,0.00046395-0.0027339i,0.00067919-0.0011657i,0.00029626+0.00060607i,0.00023279+0.00073041i,0.00013882+0.00019344i,-0.00014991+0.00023598i,-0.00039535+0.00036333i,-0.00057432+0.00058868i,-0.00067623+0.00030153i,-0.00021977+6.2921e-05i,0.00036011-4.2967e-05i,0.00014882+0.00019831i,-0.00013345+0.00080508i,-0.00036311+0.00075743i,-0.00094231-0.00015509i,-0.0011505-0.00032099i,-0.00023955+0.00022194i,-5.2036e-05+0.00036051i
-0.00091042-0.0020439i,-0.0012279-0.0012407i,-0.0014941-0.0013892i,-0.0028666-0.00081299i,-0.0033395+0.00020337i,-0.0020274+0.00092083i,-0.00048208+0.00059953i,0.00017144-0.00013063i,0.00072394+0.00018844i,0.00088904+0.00045491i,0.00060839+0.00063927i,0.00024536+0.00025255i,-0.00032289-0.00013517i,-0.00069216+0.00015147i,0.00053776+0.00058398i,0.00058653+0.00080832i,-0.00053986+0.00069176i,-0.0011011+0.00068191i,-0.0011651+0.00035507i,-0.000696-0.00029318i,-0.00011915-0.00031179i,0.00033574+0.00065041i,0.00052105+0.001349i
0.0012411+0.00080232i,0.0010496+0.00084581i,-5.1007e-05+0.0001427i,-0.00084849-0.00049688i,-0.00025697-0.00041488i,-0.00016689-0.0007504i,-0.00073024-0.0011998i,9.5573e-05+0.0005187i,0.0011805+0.0018711i,0.0013184+0.00057872i,0.00091223-0.00023883i,0.00065216+0.00016861i,-2.9794e-07+0.00026384i,-0.0002179+0.0003903i,-8.7448e-05+0.00059845i,-0.00037679-2.0909e-05i,-0.00016534-6.247e-05i,-6.7868e-05+0.00039601i,-0.00042812+0.00065144i,-0.0008297+0.00088515i,-0.0011071+0.0011783i,-0.00088698+0.00044581i,-0.0002016-0.00010748i
0.00082831-0.00020583i,0.0012719-0.00019942i,0.00039831-0.00072132i,-0.00055906-0.0012267i,-0.00061947-0.00096042i,0.00060024-0.00081675i,0.00073441-0.00024443i,-0.00021371+0.00040881i,0.00035949+0.000281i,0.00086638+0.00064197i,0.00038275+0.0011543i,0.00026417+0.0006854i,0.00024972+0.00053668i,3.3597e-05+0.00040091i,-0.00069205-0.0004958i,-0.00089456-0.00015282i,-0.00053995+0.00072182i,-0.00051983+0.00094424i,-0.000477+0.00085202i,0.00029509+0.00025555i,0.00048813+0.00012042i,0.00030901-0.00010126i,0.00050027-0.00031713i
0.0011085-0.0027461i,0.00089438-0.0027109i,-0.00047353-0.0028857i,-0.0030428-0.0015944i,-0.0039039-0.000341i,-0.0024949+0.00033301i,-0.0013396+0.00020571i,-5.9944e-06-0.00022763i,0.00035784-0.00034167i,0.00025593-0.00021539i,0.00042882+0.00045182i,0.00038355+0.00086887i,0.00033756+0.00049584i,0.0011162+0.00046307i,0.0020356+0.00073173i,0.0014263+0.00098623i,-7.783e-06+0.00038125i,-0.00045081+0.0005385i,-0.00018307+0.00051852i,0.00023172+5.3777e-05i,-2.1781e-05-0.00040551i,-0.00046001-0.00059259i,1.0525e-05-0.00021176i
-0.0020509+0.001454i,-0.0022643+0.0012131i,-0.0017657+0.0014891i,-0.00093569+0.0019675i,-0.00021386+0.0015432i,0.00069222+0.00045481i,0.0012418-0.0004217i,0.00099786+0.00051545i,0.00087014+0.0013466i,0.00058883+0.00081852i,-4.76e-05+0.00035123i,-0.0012882-0.00026694i,-0.00056103-0.00078416i,0.00035687-0.00022894i,-0.00057895+9.5002e-06i,-0.00075498+6.1468e-05i,-0.00071188-6.9949e-05i,-0.00060339-0.00020497i,-0.00046329+0.00050587i,-0.00069401+0.00010759i,-0.00034897-0.0007005i,4.3049e-05-0.0003859i,-0.00012853+4.4608e-05i
0.0013473+0.0014554i,0.00037988+0.00049308i,-0.00044798+0.00030849i,-0.00088277-0.00037621i,-0.0012804-0.0014519i,-0.0014599-0.0012901i,-0.00053486-0.0010556i,0.00051046-7.5357e-05i,0.00062879+0.00023383i,0.0011261-0.00053588i,0.00067062-0.00034475i,0.00032037+0.00098692i,0.00091199+0.0016669i,0.00069805+0.00098169i,-0.00022798+0.00039437i,-0.00048496-0.00035372i,-2.1505e-05-0.0010314i,-4.9756e-05-0.00097603i,-0.00074352+0.00031352i,0.00010353+0.0008757i,0.00038808+0.00029571i,-0.00030572-0.00050314i,-0.00038535-0.00031676i
-0.00029571-0.0022284i,-0.00050461-0.0012995i,-0.0013549-0.00074701i,-0.0013251-0.00036761i,-0.00058402-1.7286e-05i,0.00064473+0.00012968i,0.00051515+0.00010198i,-0.00021906+0.00014182i,-0.00044676+7.8565e-05i,-0.00035644+0.00017491i,-0.00047145+0.00047602i,0.00011062+0.0011353i,0.00012962+0.0012685i,-0.0007697+0.00026004i,-0.001093-0.00036383i,-0.00079519-0.0006004i,-0.00042971-0.0011251i,-8.2241e-06-0.00084018i,0.00080808+0.00042374i,0.0011548+0.0009593i,0.0011594+0.00095032i,0.00090232+0.00068935i,0.00024808+0.00029562i
0.0012456-0.00080585i,0.00026567-0.0010808i,-0.0022096-0.0023742i,-0.003701-0.0014279i,-0.0026941+0.00024845i,-0.0014091+0.00076885i,-0.00081618+0.00047052i,-0.0003784+0.00063563i,0.00016496+0.0008736i,0.00017606+0.0009509i,-0.00032253+0.0010223i,-0.00048367+0.00084071i,3.7908e-05+0.00077956i,0.0011218+0.00032608i,0.0011894-0.00073446i,0.00029664-0.00090499i,0.00025509-0.0003113i,0.00024586+0.00028009i,0.00022405+0.0005806i,0.000118+0.00066964i,-0.00013679+0.00069305i,6.8095e-05+0.00031159i,-8.1675e-05+0.00017949i
-0.00059177+0.001508i,3.2083e-05+0.001548i,0.00096996+0.001109i,0.0011883+0.00077982i,0.0012689+0.00058641i,0.0018246+4.1251e-05i,0.0012582-0.00086027i,0.00084628-0.0007863i,0.00097297-0.00027242i,0.00075008+0.00010819i,0.00066916-9.4139e-05i,0.00024504-0.00035715i,-6.7589e-05-0.00045059i,0.00018593-0.00013156i,0.0005106+0.00091634i,0.00065059+0.00097155i,9.5762e-05+0.00053305i,-0.00045662+0.00089992i,0.00010068+0.0012543i,0.0009461+0.0013363i,0.00074855+0.0012436i,0.00053514+0.00056541i,0.00060519+0.00041619i
0.00057994+0.0012853i,0.00063095-0.00034878i,-0.00034125-0.00025213i,-0.00053499-7.2256e-05i,0.00068609-0.00091666i,0.0013925-0.00079469i,-5.1985e-05-0.00086408i,-0.00092859-0.00065737i,-0.00052407+0.00098246i,0.00011871+0.0018112i,0.00089254+0.00068365i,0.00078977+0.00021158i,-2.6099e-05+0.00023594i,-0.00013454+0.00089608i,0.00020282+0.0015378i,0.00034914+0.00049106i,-0.00044071-0.00038784i,-0.0010287+5.8386e-05i,-0.0006981+0.00031559i,0.0001084+0.00014506i,0.0007628+6.347e-05i,0.00093094+0.00025081i,0.0012206+0.00058758i
7.3766e-05+0.0013751i,0.0012241+0.0018772i,0.0014841+0.00093332i,0.00027991+0.00022882i,0.00030348+0.00027018i,0.00035152+1.304e-05i,0.00033459-0.00089228i,0.00085634-0.00075067i,0.00043335+0.00060006i,0.00021061+0.0011317i,0.00040366+0.00088094i,0.00045526+0.00053204i,0.000697+0.000226i,0.00059708+0.00024582i,0.00065276+0.00081921i,0.00093773+0.0011494i,0.00072631+0.00016761i,-0.00029365-0.00036597i,-0.00069183-0.00040151i,-0.00043742+0.00040262i,-0.00037457+0.00031053i,0.00034716-0.00022848i,0.00037413+9.7991e-05i
-0.0018136+0.00092725i,-0.001085+0.00078404i,-0.00077437+0.0012778i,-0.0013888+0.001792i,-0.00093928+0.0013139i,0.00026799+0.000406i,-0.00010601-0.0002371i,-0.0005391-0.00023467i,0.0004469+0.00081594i,0.0013704+0.0015349i,0.0016987+0.0005402i,0.0015723-6.539e-05i,0.00079417+0.00033665i,8.7959e-05-2.8714e-05i,0.00061059+0.0002762i,0.00086214+0.0012026i,4.6447e-05+0.00089623i,-0.00055976+0.00036788i,-0.00065292+0.00049673i,-7.6848e-05+0.00074662i,0.000576+0.00037451i,0.00025259+0.00016467i,-1.7941e-05+1.1045e-05i
-0.00029765-5.7736e-05i,2.726e-05-0.00092728i,-0.00040364-0.0013169i,-0.0010089-0.00097271i,-0.0010808-0.00040372i,-0.00044141+0.00014999i,0.00033052+0.00017321i,0.00025443+0.0007356i,0.00025347+0.00097698i,0.00072665+0.0008616i,0.00083087+0.0010738i,0.00069409+0.001266i,-3.289e-05+0.00084038i,2.7802e-05-6.9184e-05i,0.00020012-0.00068047i,-0.00092245-0.00055779i,-0.001263+0.00037482i,-0.00045368+0.00057739i,0.00019619-0.00029625i,0.00037534-0.00066588i,0.00028179-0.00024249i,6.8243e-05+0.00030654i,4.4389e-05+0.00055563i
0.0019297-0.00060647i,0.00027973-0.00049408i,-0.0012309-0.0012871i,-0.0021122-0.00081148i,-0.0023364-0.00021335i,-0.0011469-0.00080288i,4.4601e-05-0.0011494i,0.00016114-0.00022467i,0.00058013+0.00086775i,0.00068588+0.00059861i,0.00016916+0.00097689i,0.00015916+0.0011647i,0.00038002+0.00080118i,0.0003557+0.00099242i,4.4295e-05+0.00055996i,-0.00047116-9.3185e-05i,-0.00099384-0.00024664i,-0.00077743+0.00025929i,-0.00033845+0.00069267i,-0.00051592+0.00051418i,0.00012857+0.00012334i,0.00030491+0.00043066i,2.5799e-05+0.00064602i
-0.0012232+0.0023077i,-0.00059663+0.0019116i,-0.00096763+0.0011117i,-0.0012501+0.00058484i,-0.00062894+0.00081397i,0.00064368+0.0003436i,0.001186-0.00023869i,0.00065076+0.00037964i,0.00089919+0.00095236i,0.001124+0.00047854i,0.0012065-3.7027e-06i,0.00072626+8.2063e-05i,-0.00019077-0.00026207i,3.1163e-05-0.00045184i,0.0004667-5.7477e-05i,-9.4303e-05+0.00012383i,-0.00086904+0.00021696i,-0.0005074+0.00045998i,-4.4677e-05+0.00063853i,0.00024512+0.00087432i,0.001199+0.00054673i,0.00082278-0.00046774i,0.00042412-0.00068549i
0.00094245-0.00036446i,0.0011783-1.1207e-05i,0.00029498-0.00037434i,-0.00092911-0.00092558i,-0.001177-0.0011689i,-0.00025768-0.0017229i,0.00027403-0.0010659i,0.00031909-0.00032657i,5.3179e-05+0.00027714i,0.00018032+0.00030739i,0.00051187-0.00029834i,7.386e-06-3.7479e-05i,-0.00086262+0.00073671i,-0.00082478+0.00091477i,-0.00011299+0.00043601i,0.00058336-8.5591e-05i,0.00062183-2.6474e-05i,8.6977e-05+0.00042089i,-0.00013716+0.00090759i,0.00036803+0.00069772i,0.0009345+0.00017288i,0.0007055-3.1094e-05i,-0.00013077+0.00014935i
0.00020988-0.0011353i,-0.00010938-0.0013549i,-0.0012212-0.0022366i,-0.0016121-0.001709i,-0.00124-0.00015612i,-4.7701e-06+0.00067658i,0.00051918-9.6323e-05i,-0.00046329+7.1976e-05i,-4.9245e-05+0.00097833i,0.00056246+0.00030831i,0.00024553-0.00053717i,0.00026634+0.00011859i,-8.1468e-05+0.00053833i,-0.00025765+0.00040195i,6.442e-05+0.00020036i,-0.00022783+0.0001402i,-0.00072661-3.314e-05i,-0.00074127-0.00056524i,0.00011346-0.00028466i,0.0005891+0.00032034i,0.00058326+0.00047704i,0.00067+0.00063164i,0.00057785+0.0004028i
-0.0011526+0.001381i,-0.0017524+0.00055391i,-0.0019753-0.00022063i,-0.0017316+5.2586e-05i,-0.0012235-0.00023975i,-0.00019645-0.001012i,0.00032394-0.0010764i,8.5184e-05-0.0003535i,-0.00037164+0.0003729i,-5.1867e-05+0.00083682i,8.201e-05+0.00093386i,0.00013341+0.00081388i,0.00050727+0.0010462i,-4.9987e-05+0.00036924i,-0.00025806-0.00032787i,2.3999e-05-0.00049831i,-0.00028524+8.6233e-05i,-0.00014556+0.00089239i,0.00089331+0.00092558i,0.0011679+0.0011776i,0.0010876+0.0010956i,0.00097463+0.00061958i,0.00028437+2.51e-05i
-0.00083887+0.00082223i,-0.00098557+0.0010401i,-0.00055746+0.0014306i,0.00081936+0.0013696i,0.00077951+0.0011945i,0.00080963+0.00082578i,0.00088791+0.00055961i,0.00029176+0.00043483i,0.00033229+0.00022289i,0.00051099-0.00013477i,0.00045693-0.00061416i,0.00011481-0.00075498i,-0.00028558-0.0003722i,0.00014913+0.00028833i,0.00027921+1.4955e-05i,-9.4036e-05-0.0013981i,0.00010303-0.0012011i,0.00013742-9.5228e-05i,0.00011829+0.0003818i,0.00033188+0.0006295i,0.00073717+0.00094228i,0.00035277+0.0011566i,-6.0325e-05+0.00058574i
-0.0010604+0.00050116i,-0.00087583+0.00055225i,-0.00079209+0.00086809i,-0.0018498+0.00035154i,-0.0017069+0.00011911i,-0.00043819+1.4054e-06i,0.00019348-0.0010667i,1.6545e-05-0.0004845i,0.00019489+0.0013774i,0.00038023+0.0012119i,-0.00019657+0.00022331i,-0.0007917-0.00063804i,-0.00059979-0.00097131i,0.00023979-0.00054324i,0.00031407-0.00010653i,-0.00059296+0.00015183i,-0.00081849-0.0001092i,-0.00069775-0.00022193i,-0.00041589-0.00020751i,-0.00071355-0.00036684i,-0.00043444-0.0001301i,0.00035793+0.0002816i,0.00069151+0.00035341i
-0.001298+0.00015162i,-0.00085042+0.00016934i,-0.00030362+0.0010166i,-0.00092904+0.0013179i,-0.0011377+0.0012089i,-0.00019873+0.0010126i,-4.3407e-05+0.00051123i,-0.00050255-0.00039604i,-0.00028927-0.0001797i,-0.00025814+0.0010415i,-0.00028305+0.00074061i,4.0287e-05+1.4569e-05i,0.00015996-9.1309e-05i,1.7703e-05+0.00016559i,7.2909e-05-0.00017025i,0.00022159-0.00069367i,-0.00031498-0.0002457i,-0.0004226+0.00023119i,-0.00039012+0.00056007i,-0.00026741+0.00073872i,0.00053828-0.00015509i,0.00067837-0.00040894i,-1.5324e-05+0.00033675i
-0.00065801-0.001501i,-0.0011202-0.0010146i,-0.0013089-0.00081231i,-0.0013933-0.0008195i,-0.00036665-0.00080997i,0.0010743+0.0005604i,0.00084841+0.00070274i,0.000688-4.9036e-05i,0.0012949+0.0001156i,0.0009928+0.00050073i,0.00035487+0.00083192i,-0.00012923+0.000834i,-0.00056354+0.00024457i,3.0663e-05+0.00026622i,0.00037001+0.00060994i,-0.00016779-4.459e-05i,-0.00027272-0.00060512i,-4.7236e-05-0.00017168i,0.00028939+0.00027327i,0.00093917+0.0011057i,0.00049619+0.0010174i,-0.00050221+0.00023506i,-6.3004e-05+0.00061744i
0.0009927+0.00055908i,0.00018314+0.00065783i,0.00021085+0.0008767i,-0.00055598+0.00097368i,-0.0021321+0.00072678i,-0.002177+0.00091346i,-0.00049861+0.00032123i,0.00077279-0.0010635i,0.000998-0.00086077i,0.00058707-0.00015875i,-8.5918e-05-0.000187i,-0.00021544+0.00031968i,-7.2823e-05+9.9514e-05i,0.00044092-0.00091199i,0.00060398-0.0010117i,0.00061968-0.00044733i,-0.00013324-0.00017883i,-0.0012155-0.00052336i,-0.00098756-0.0002463i,-0.00074753+0.00087173i,-0.00050592+0.00063488i,0.00023418-1.9171e-05i,0.00069052-0.0001035i
-0.0013043-1.0286e-05i,-0.0002-0.0011071i,0.0015383-0.001394i,0.0013582-0.0020855i,0.00038571-0.0030344i,0.00034535-0.0027745i,2.3088e-06-0.0018553i,-0.00042374+0.00014331i,-0.00035868+0.0013311i,0.00013304+0.00055918i,0.00083455-0.00024214i,0.0011426-0.0007359i,0.00090945-6.0691e-05i,0.0010099+0.00063669i,0.00041031+0.00072883i,0.00015417+0.00014969i,0.00039213-0.00040039i,-0.00028889+0.00060044i,-0.00037175+0.0016105i,1.9429e-05+0.0012353i,-0.00014835+0.00039682i,0.00032047+0.00060304i,0.00037755+0.00059093i
0.0010525-0.0012676i,0.00048825-0.0015135i,-0.0018764-0.0011852i,-0.0026804+0.00090393i,-0.0016445+0.0017287i,-0.00010095+0.00081165i,0.00051728+0.00083873i,7.2297e-05+0.0010683i,-0.00037669+0.00072829i,-0.00040709+0.00095031i,0.00012286+0.0010812i,0.00071478+0.00069389i,0.00098665+0.00030701i,0.00045468+0.00062684i,-0.00015726+0.00044465i,-0.00010695-0.00062112i,-0.00019154-0.00041611i,-0.00091321-1.7044e-05i,-0.0012479-0.00021222i,-0.00044369+0.00032665i,0.00044597+0.00059i,0.00028793+0.00041555i,0.00018601+0.00034171i
-0.00011621+0.001588i,-0.00083521+0.00071487i,-0.00045779+0.0002298i,-0.00055265+0.00021822i,-0.00041642+0.00026208i,0.00018694-0.00059441i,0.00027983-0.00061252i,0.00040486+0.0014185i,0.00018354+0.0027156i,-0.00026587+0.0017404i,0.00016934+0.00073296i,0.00061505+0.00034083i,0.00028269+0.00018689i,-0.00013394+0.00050391i,0.00027249+9.9209e-05i,0.00033625-0.00060415i,-0.00047367-0.00031218i,-0.00068708+0.00059296i,-0.00043932+0.0013762i,2.1235e-05+0.0011961i,0.00034362+0.00037943i,9.4579e-05+0.0001289i,0.00034448+0.0001204i
0.00047402-0.00094012i,-0.00065977-0.00049159i,-0.002003-0.00014307i,-0.0022882+0.00060187i,-0.0019127+0.0010526i,-0.0012831+0.0013638i,-0.00043307+0.00047514i,-6.1714e-05+7.7717e-05i,-4.1972e-05+0.00041097i,-8.9594e-05+0.00076737i,0.00025934+0.00094245i,0.0010052+0.0013903i,0.0010263+0.00089346i,0.000663+0.00033415i,-3.0201e-05+0.00026452i,-0.00028075-0.00054059i,-0.0003386-0.00065374i,-0.00036321+0.00053475i,-0.00036684+0.0013003i,-0.00034272+0.00088167i,0.00036925+0.0006011i,0.0005952+0.00037184i,0.00052696+0.00017682i
-0.0017816-0.001i,-0.0017781-0.0018839i,-0.0022079-0.0021063i,-0.0015017-0.00088873i,-0.00059613+0.00097526i,-0.00088665+0.0012354i,-0.00056296+0.00029529i,-0.00023298+0.00052883i,0.00035125+0.00052543i,0.00095536+0.00045567i,0.00078025-5.5925e-05i,0.00080183-0.00071478i,0.0010849-0.00034025i,0.00053128+0.00029586i,-0.00045142+0.00017301i,-0.00025233-0.0003349i,0.00012225-6.3057e-05i,-0.001042+0.00044718i,-0.0019534+0.0007784i,-0.0015043+0.0013274i,-0.00054522+0.0014839i,0.00036013+0.00086947i,0.00041804+0.00014381i
0.0017538+0.0010126i,0.0022246-6.7279e-05i,0.0028725-0.0015575i,0.0013229-0.0018812i,-0.00074248-0.0018324i,-0.00030901-0.00095703i,-0.00011773+0.0006872i,-0.00026044+0.0010269i,0.00053822+0.00074998i,0.0011998+0.0011639i,0.0014114+0.0010128i,0.00056373+0.00018047i,-5.1135e-05+8.2033e-05i,-0.00013104+0.00051493i,-0.00028677+0.000717i,-0.00010355+0.00042717i,0.000136+0.000515i,-0.00017145+0.00052923i,-0.0009885-6.6097e-05i,-0.0007136-0.00057745i,0.00030521-0.00069907i,0.00069014-0.0010592i,0.0010944-0.00061417i
-0.00070142+0.0012772i,-0.00027767+0.00083274i,-0.00023628-0.00032364i,-0.00019232-0.00015139i,-0.00032052-0.00034764i,0.00013333-0.00085592i,0.0011487-0.00039297i,0.0010504+0.00096042i,0.00045496+0.0014716i,-0.00030164+0.00015566i,-0.00070594+0.00046179i,-0.00014527+0.00061706i,0.00023787+0.00039161i,-5.7897e-05+0.0010167i,-0.00012243+0.00086836i,0.00013155+0.00013895i,0.00015828-0.00047505i,-0.00051194-0.00042518i,-0.00074513+0.00068165i,-0.00068428+0.0015113i,-0.00064203+0.00078973i,-0.00035286-0.00056812i,7.1405e-05-0.0009724i
-8.7324e-05-0.0013599i,-0.0013706-0.0023305i,-0.0018937-0.0024156i,-0.0022656-0.0019287i,-0.0018769-0.00073558i,-0.0011107+0.00038678i,-0.0006331+0.00024778i,0.00055993+0.00023101i,0.0010042+0.0011447i,0.00082717+0.0016708i,0.001618+0.0008761i,0.0016855-3.5288e-05i,0.00069371+8.999e-05i,0.0014929+0.00041206i,0.0016227+9.6506e-05i,0.00095194-0.0001945i,0.00012694+0.00074814i,-0.00064482+0.0010148i,-0.00055568+0.00019869i,-0.00024629+0.00032109i,-0.0002231+0.00071285i,0.00032886+0.0007553i,0.00085452+0.0012953i
0.0001492+0.00015449i,-0.00019652+0.00071626i,0.00010835+0.0015388i,0.00016448+0.0010021i,0.00091224+3.7032e-05i,0.0015427-0.0001139i,0.0010857+0.00022911i,-0.00038375+0.00080613i,-0.00073985+0.00066844i,0.00052459+0.00082362i,0.00048523+0.00091357i,-0.00030619-0.00014487i,-0.0001214-0.00047401i,-0.00022735-0.00029072i,-0.0010167+0.00068527i,-0.00075019+0.00091482i,-0.00078741+0.00049949i,-0.0013977+0.00019222i,-0.00081492+0.00021607i,0.00036957+0.00026714i,0.0009345+0.00022528i,0.00042717+1.0114e-05i,0.00013231-7.6629e-05i
0.00083327+0.0014967i,0.00055543-0.00013897i,0.0012666-0.0015333i,0.00033452-0.0023888i,-0.0012176-0.0032185i,-0.0013224-0.0022546i,-0.00084923-0.0008033i,-0.0002138-1.3214e-05i,0.00097734+0.00094239i,0.0013214+0.00058224i,0.00086564+4.6326e-06i,0.0001865+0.00015796i,-0.00010418-0.00011461i,9.7632e-05-6.6797e-05i,0.00060538-0.000205i,0.00047644-0.00055601i,-0.00071709-0.00050397i,-0.00055772-0.00016159i,-9.2437e-05+0.00044617i,-0.00039427+0.00041659i,1.9658e-05+0.00035046i,0.00022764+0.0007697i,0.0001194+0.00046863i
-0.001705+0.00211i,-0.00038926+0.0019881i,0.00088306+0.0026772i,0.0013202+0.0020166i,0.0010689+0.00072648i,0.00030662+2.8093e-06i,0.00076733+0.00047677i,0.0010937+0.0015512i,0.00043333+0.0020037i,4.6337e-05+0.0013545i,9.1913e-05+0.00026655i,0.00072477-0.00065267i,0.00085255-0.0010208i,0.00014361-0.00069364i,-0.00020429-0.00018695i,-0.00039499-0.00030604i,-0.00020652-0.00060991i,-0.00049543+0.00023328i,-0.00077429+0.0010201i,-0.0006177+0.00048469i,-0.0002822-0.00031162i,-0.00057987-0.00080098i,-0.00040062-0.00059376i
0.001997+0.00070443i,0.0013539+0.00052961i,-0.00027763-0.00010241i,-0.0011426-0.0013002i,-0.0005805-0.0019645i,-0.00012525-0.0009041i,0.00040856-0.00021848i,0.00081941-0.00011799i,0.00050208+0.00071898i,0.00050794+0.0015926i,0.00024938+0.0010619i,-0.00016746+0.00049922i,0.00015478+0.00032339i,0.00065338+0.00045995i,0.00082651+0.00071108i,0.0006407+0.00053936i,-0.00059045+0.00085208i,-0.0017998+0.00032974i,-0.001153-7.7548e-05i,0.00037035+0.00056801i,0.0014036+0.00080909i,0.0011865+0.00084082i,0.00043297+0.00094462i
0.00029468-0.0031619i,-0.00052842-0.00362i,-0.0020827-0.0034063i,-0.0028198-0.0020621i,-0.0022485+0.00021535i,-0.0012436+0.0017045i,-0.00043077+0.0010075i,0.00023266+0.001173i,0.00041323+0.0022356i,0.000568+0.001909i,0.00079751+0.0014729i,0.00042737+0.0011871i,0.00011953+0.00059392i,0.00094589+0.00034952i,0.0011543-4.3806e-05i,1.147e-05-7.8318e-05i,-0.00055373+4.5546e-06i,-0.00080909-0.00016203i,-0.00077503+0.00027852i,-0.0006224+0.00032172i,-0.00034675-0.00010118i,0.0001631-0.00026282i,-6.922e-05+0.00037577i
-0.000585+0.00056884i,-0.0014704+0.0010407i,-0.0021643+0.0010087i,-0.002007+0.0017112i,-0.001349+0.0017118i,-0.00042468+0.0011773i,0.00050833+0.0012364i,0.0010172+0.00088474i,0.00061549+0.00082953i,0.00020012+0.00066183i,0.00038829+0.0002008i,0.00059478-8.9679e-05i,-0.00034453-0.00041153i,-0.00048427-0.00080539i,0.00035304-0.0010082i,2.1051e-05-0.00097167i,-0.00092942-0.00086881i,-0.00065177-0.00070878i,0.00016467+2.0629e-05i,0.00064+0.00047656i,0.00050146+0.00048046i,0.00013579+0.00044904i,0.00027551+0.00039973i
-0.00038619-0.001502i,-0.00084641-0.0012992i,-0.00046313-0.00066269i,0.00032368-3.6367e-05i,0.0010649+0.00084238i,0.0020547+0.00050717i,0.0019996-0.00018772i,0.0008804+2.4305e-05i,0.00024582+0.00029135i,0.00078979+0.00069664i,0.0011855+0.0014527i,0.0008614+0.0011507i,0.00071932+0.0010351i,0.00088809+0.00080038i,8.6468e-05-0.00042091i,-0.00034202-0.0011006i,-0.00036772-0.00083618i,-0.00051639-0.00068588i,-0.00014514-0.00018632i,-0.00026427+0.00076411i,-0.00067843+0.0016278i,-0.00054976+0.00065192i,1.6509e-05-0.00044168i
-0.00029068-0.00094244i,-0.00031254-0.0015296i,-0.0012785-0.001634i,-0.0023197-0.0017435i,-0.0025627-0.0016161i,-0.0010155+0.00018106i,-0.00070147+0.00045972i,-0.00076868-0.00034863i,5.5604e-05+0.00022082i,0.0010395+0.00098339i,0.00066975+0.0011424i,8.4161e-05+0.00094665i,0.00033777+0.00049161i,0.00056139-4.4773e-05i,0.00035021-0.00075662i,0.00018179-0.0012762i,0.0003583-0.001019i,-0.00034961-0.00059807i,-0.00058411-0.00053755i,0.00037368-0.00024526i,6.1094e-05+0.00017335i,-0.00037268+0.00024205i,0.0001879+0.00034016i
-0.0013945-0.00022747i,-0.0009355+0.00050991i,-0.0015066-0.00018697i,-0.0018626+9.3072e-05i,-0.0021013+0.00065137i,-0.000832+0.0010203i,0.00034448+0.0008487i,0.00022022+0.00010367i,0.00026114-0.00033957i,0.00089141-0.00093383i,0.0010924-0.00087443i,0.00015159-0.00037351i,-0.0007656+0.00012513i,-0.0013905+3.8009e-07i,-0.0012309-0.0002123i,-0.00063191-0.00042991i,-0.00070108-0.00030375i,-0.00092741+0.00020557i,-0.0012505+0.00074111i,-0.00089669+0.00038283i,0.00015829+0.00020711i,0.00051912+0.00051414i,0.00026951+0.00037446i
0.0015389-0.00045907i,0.00027864-0.00078166i,-0.00085458-0.0010115i,-0.001055-0.00044768i,-0.00084094+0.0004651i,-0.00063869+0.00096232i,-0.000502+0.00057865i,-0.00033701-0.00022666i,0.00036965+0.00011069i,0.00068086+0.00046322i,0.0008238+3.666e-05i,0.00045868+0.00036348i,2.2279e-05+0.00065467i,0.00031104+0.0003192i,0.0009188+0.000838i,0.0011057+0.0013628i,-9.044e-05+0.0013726i,-0.00087078+0.00090556i,-0.00013952+0.00075369i,2.8545e-05+0.00049866i,0.00053923+5.6747e-05i,0.00063815+6.8833e-05i,0.00025769-0.00011193i
-0.00065435+0.00081585i,-0.00038508+0.00042374i,0.00076003+4.2438e-05i,0.00050333-0.00070418i,3.4477e-05-0.0012328i,0.00037279-0.00038822i,2.386e-05+2.6797e-05i,-5.8542e-05+0.00029105i,2.1877e-06+0.0012972i,0.0002156+0.001292i,0.0001337+0.00065337i,-0.00020503+0.00010292i,4.5713e-05+0.00020827i,0.00087567+0.0011689i,0.0007716+0.0013018i,0.00033533+0.00050704i,0.0001945+0.00025446i,0.00035456+0.00034075i,0.00026718+0.00038342i,0.00010729+0.00062692i,0.00043082+0.00074343i,0.00067395+0.00080954i,-0.00013264+0.00039753i
