-0.0013938+3.5377e-05i,0.00075167-0.0012292i,0.00063161-0.00205i,8.4609e-05-0.0012178i,-0.00062328+0.00029115i,-0.00089722+0.0007375i,5.6221e-05+0.0014925i,0.00083324+0.0016788i,0.0013801+0.0017166i,0.0013483+0.00077927i,0.00069101+0.0001619i,0.000647+9.497e-05i,0.00074883-0.00048609i,0.00058885-0.0012551i,0.00030607-0.0010519i,-0.00027331-0.00044154i,-0.00048437-5.2112e-05i,0.00017541+1.976e-05i,-5.1979e-05+0.00028304i,-0.00016587+0.00026288i,0.0003397-0.00065337i,-0.00038291-0.00093624i,-0.00059067-0.00029391i
0.00031552+0.00018969i,0.00024487-2.6918e-05i,0.00070565-0.00097831i,0.00073954-0.00032322i,-0.0003225+0.00034848i,-0.00081816-0.00024664i,-0.00085932+0.00022224i,-0.0012836+0.00048951i,-0.0017192+0.00088241i,-0.0008324+0.0016381i,0.00052676+0.0015611i,0.00077036+0.00058396i,0.0010203-7.5224e-05i,0.0012577+0.00026571i,0.00083988-0.00010272i,0.00023398+4.018e-05i,-0.00079249+0.001207i,-0.0011918+0.0011492i,-0.00014103-1.2227e-05i,0.0012162+5.7751e-05i,0.00096309+0.00095413i,0.00027044+0.00095055i,-0.00015058+0.00080631i
0.00043794+0.0007399i,0.0009795-0.00039078i,0.0015631-0.0013035i,0.0016067-0.0019823i,0.0012585-0.0022068i,0.00064615-0.0011569i,-0.00042119-0.00069621i,-0.001429-0.0012609i,-0.001438-0.0009393i,-0.00032043+0.00041399i,4.6911e-05+0.0010515i,-0.00055147+0.00038856i,-0.00071999-0.00081329i,0.00022471-0.0006043i,4.6457e-05+6.0561e-05i,-0.00099846-0.00075023i,-0.0011332-0.00082212i,-0.00048195+0.0003747i,-0.00052468+0.00058577i,-0.00057402+0.00012848i,-0.00057203+0.00055459i,-0.0003106+0.00082612i,0.00035449+0.00066194i
0.00017771-0.00056352i,0.0024385-0.00061283i,0.0027743-0.00093989i,0.0019037-0.0013143i,0.001195-0.0021907i,0.00054536-0.0025196i,0.0011753-0.0019125i,0.0014923-0.0015521i,0.00053413-0.0013749i,0.00020425-0.00040944i,0.00095698+0.00040062i,0.00046784+0.00058408i,-7.2228e-05+8.6184e-05i,0.00060645+0.00020984i,0.00076078+0.00063831i,-0.00045639+0.00053762i,-0.000803+8.6204e-05i,-0.00097633-0.00019333i,-0.0010505-0.00030675i,-0.00060426-0.00010677i,-0.00033036+0.00069995i,0.00012043+0.0013447i,0.00014106+0.0011677i
0.0010867+0.0025824i,0.002393+0.0013542i,0.0034512+0.001155i,0.0030955+0.0002041i,0.0024865-0.0013797i,0.00054412-0.0014754i,-0.00035639-0.00066402i,0.00083755-0.0010733i,0.00029286-0.0013743i,-0.0013615-0.00097992i,-0.0014262-0.00074246i,-0.00079937-0.0009557i,-0.001022-0.00057062i,-0.0013229+0.00051758i,-0.000987+0.0012667i,3.0372e-05+0.00060017i,0.0003714-8.8133e-05i,2.4004e-05+0.00036077i,0.00014426+0.00051897i,0.00044512+0.00064899i,0.00033275+0.0009437i,3.4755e-06+0.00048269i,-0.00027972+0.00034945i
0.0011502+0.00071816i,0.0020985-0.00026243i,0.0018357-0.0018725i,0.00068208-0.0026677i,0.0012168-0.0031882i,0.001307-0.002018i,0.0013155-0.00038943i,0.0022357+0.00011216i,0.0020381-0.00026454i,0.00032382-0.00075564i,-0.00035885-0.0012087i,3.9694e-05-0.0013043i,0.0006325-9.9078e-05i,0.00079592+0.0005973i,0.00057737+0.00091966i,0.00093203+0.00060963i,0.0012791-0.00015839i,0.00078746-0.00036694i,5.9421e-05+7.3162e-05i,-0.00011012+0.0006481i,-0.00029142+0.00059409i,-0.00063169+0.00015823i,-0.00079963-0.00014327i
0.0019149+0.00023165i,0.0021075-0.00056453i,0.002586-0.0010733i,0.0014537-0.0023597i,-0.00027391-0.0031238i,-0.00042827-0.0014601i,0.00096484+0.00025929i,0.0025429+0.00019001i,0.0029861-0.00075644i,0.0019891-0.00099249i,0.0011812-0.00052301i,0.0012486-0.00020482i,0.0007146-9.5145e-06i,-0.00017167+0.00065277i,-0.00045628+0.00082658i,-4.7927e-05+0.00054885i,0.00035951+0.0007535i,0.0009915+0.00091392i,0.00091175-0.00023873i,3.8981e-05-0.00038845i,-0.0010982+0.00069115i,-0.00090559-9.9565e-05i,-0.00021346-0.0013176i
0.0024053+0.00071165i,0.0024979+6.0308e-05i,0.0029227-0.00063004i,0.0025482-0.0010431i,0.00054645-0.0015204i,-0.0013777-0.0015408i,-0.00050342-0.00031141i,0.0014616+0.00082381i,0.0021242+3.4758e-05i,0.0020242-0.001124i,0.0014247-0.00089007i,0.0005773-0.00025913i,-9.803e-05-2.1435e-05i,-0.00045627+0.00014625i,0.00026665-0.00032686i,3.1668e-05-0.00072808i,-0.00079996-0.00013671i,-0.001136+0.00040549i,-0.00095317+0.00018259i,-0.00046897-0.00036893i,-0.00014373-0.00082343i,-0.00021718-0.00043682i,-0.00052321+5.4261e-05i
0.0018246+0.00070661i,0.0010757+0.00010302i,0.00093208-0.0017857i,0.00063345-0.0026425i,-0.00019584-0.0034105i,-0.00046778-0.0018976i,-7.0577e-05+0.0012648i,0.00039101+0.002387i,0.0013091+0.0015463i,0.0019899+0.00051262i,0.0021184+0.00018727i,0.001499+0.00056957i,-5.7064e-05+0.0011149i,-0.0008328+0.0016449i,-0.0010695+0.0014531i,-0.00079828+0.00097513i,-0.00030604+0.0013563i,-0.00027462+0.0014814i,-9.1658e-05+0.000425i,-8.4205e-05+4.8397e-05i,0.00020602+0.00037112i,0.00017225+0.00079032i,-0.00018216+0.00058602i
0.0017132+0.0018901i,0.0025664-0.00010569i,0.0046147-0.0012191i,0.0047115-0.0017913i,0.0036444-0.0024207i,0.0020579-0.0016035i,-0.00046728+0.00088937i,-0.00087503+0.0020605i,0.00023599+0.00166i,0.0012897+0.00070545i,0.0014889+0.00051436i,8.0329e-05+0.0010184i,-0.00091738+0.0009153i,-0.00062091+0.00038984i,-3.4649e-05+0.00015606i,0.00025102+0.00033842i,8.0596e-06-0.00017155i,0.00017796-0.0004509i,0.00032638+0.00012975i,-2.1972e-05+0.00034376i,-0.00014137+0.0007078i,0.00021006+0.00065149i,0.00054199+0.0005935i
0.0025946+0.0031384i,0.0040691+0.0016576i,0.0053016+0.00049486i,0.0043864-0.00090775i,0.0017209-0.0027942i,-0.00042595-0.0030565i,-0.0014507-0.0017283i,-0.0014674-0.00055186i,-0.00057893+0.00041466i,-0.00020775+0.00072911i,-0.0009282+0.00024737i,-0.0013017+0.00038401i,-0.00052353+0.0015175i,-0.00051425+0.0015809i,-0.00078602+0.0015552i,-0.00041902+0.0011524i,-0.0001707+3.1022e-05i,0.00048034-0.00031326i,0.00046012-0.00036709i,-0.00017627-0.00065224i,-0.00027506-0.00024762i,-0.00040214+0.00098127i,0.00020536+0.001299i
0.0022195+0.00092594i,0.0029007-0.00011673i,0.003348-0.00044099i,0.0030783-0.00076465i,0.0015199-0.0013795i,-0.00073555-0.0017576i,-0.0012765-0.0018289i,-0.00098847-0.0013637i,-0.00096408+1.964e-05i,-0.00087052+0.00064654i,-0.00064591-0.00017068i,-0.00044649-0.00016744i,-0.00066226+0.00060611i,-0.0008242+0.000758i,-0.00066197+0.00050105i,-0.00042645+0.00084174i,1.1867e-05+0.00052759i,0.00052969-0.00011564i,0.00024593-0.00015614i,0.00028277-0.00043005i,0.00058624+0.00011849i,3.4122e-05-0.00025732i,-0.00025183-0.00075457i
-1.2935e-06+0.0012047i,0.0018536+0.0011012i,0.0026741+0.0010332i,0.0013825+0.00024288i,0.00045824-0.0017494i,0.00020255-0.0024515i,0.0001546-0.0013692i,4.9768e-05-0.0014759i,-0.00092718-0.0020829i,-0.001534-0.001064i,-0.0011055-0.00061836i,-0.00038282-0.0014736i,-0.00021043-0.0016958i,3.7281e-06-0.0014449i,3.6679e-05-0.0014454i,-0.00041182-0.00054949i,-0.00056361+0.00060504i,-0.00059294+0.0007318i,-0.00059484+0.00082874i,-0.0005602+0.00027292i,-0.00016309-0.00043522i,0.00017329+0.00039444i,8.6077e-05+0.00073372i
-0.0020981-0.0012382i,-0.00056273-0.0003127i,-0.00017342+9.316e-05i,-2.4875e-05+0.0003169i,4.5708e-05+0.0012506i,0.0010415+0.0012682i,0.0019806+0.00067299i,0.0017176-0.0013665i,0.00076892-0.002675i,6.9194e-06-0.0014118i,-4.0956e-05-0.00052539i,0.00083978-0.0006786i,0.0014669-0.00085259i,0.00063342-0.00048127i,-0.00050393-0.00035603i,2.2747e-05-0.0011801i,0.00041733-0.0010398i,0.00029324-0.00018484i,0.00017158-0.00013527i,-0.00063573-0.00031102i,-0.00068622-0.00047552i,-0.0004173-0.00024785i,-0.001052-0.0004503i
-0.0018117+0.00063646i,-0.0008387+0.001096i,-0.00025995+0.0015725i,0.00040557+0.0010017i,0.00066603-0.0004443i,0.00096313-0.00079646i,0.0011924+8.1066e-05i,0.0024145-0.00047842i,0.0029513-0.0023738i,0.0019397-0.0024741i,0.0018636-0.0006992i,0.0017308+4.5569e-05i,0.00081163+5.9325e-05i,0.00025407-0.00022868i,0.00029192-0.00094267i,0.00040897-0.00061903i,-0.00020199-2.5143e-05i,-0.00063858+3.6048e-05i,-0.00058121+0.00015466i,-0.0011469-1.3659e-05i,-0.001219-6.8403e-05i,-0.00059529-0.00066714i,0.00033672-0.00070767i
0.00099933-0.0025943i,0.00038179-0.002698i,-0.00077595-0.0023129i,-0.00080599-0.0012962i,-0.0006376-0.00035675i,-0.0010523+0.00046471i,-0.00017011+0.0016215i,0.0021327+0.0014776i,0.0030528+0.00048588i,0.0023978+0.00017909i,0.0013776-0.00037564i,0.00096084-0.00076977i,0.00111-0.00047323i,0.001264+3.5887e-05i,0.00085366-0.00024414i,0.00034046-0.00017142i,0.00061842+2.6425e-06i,0.00095749-0.00038211i,0.00047776-0.00061756i,0.00011881-0.00041079i,-9.9297e-05+0.00010314i,0.000321+0.000741i,0.00017103+0.00064272i
0.0043976-0.0012318i,0.0034296-0.0011982i,0.0028515-0.0021003i,0.0021812-0.0029771i,0.00082599-0.0032398i,-0.00026787-0.0017444i,-0.00034964+0.00060667i,0.0013351+0.002238i,0.0021217+0.0021526i,0.0015771+0.00070651i,0.0013907+0.00062138i,0.00084518+0.0013795i,0.00067839+0.0017399i,-5.4296e-05+0.0015427i,-0.00026881+0.0015622i,7.0996e-05+0.0016632i,0.00012127+0.0012191i,0.00067886+0.00072312i,0.00065981+0.00038919i,0.00013205+0.00026125i,0.00017676+3.6108e-05i,0.00021355+0.00030767i,0.00034973+0.00064697i
0.00032441+0.0012277i,9.4672e-05+0.0018413i,0.00021145+0.00076782i,-0.00022029-0.00095507i,-0.0016807-0.0016562i,-0.0017016-0.0010374i,-0.00054611+0.0010748i,-0.00062445+0.0026639i,-0.00014746+0.0029278i,0.00050153+0.0022722i,-0.00011541+0.0019181i,-0.00019451+0.0017477i,-0.00018949+0.00053483i,-0.0010199+0.0001366i,-0.00089942+0.00051128i,-0.00012605+0.00048713i,-0.00039985+0.00066846i,-0.00017263+0.00046593i,0.00053404+0.00029773i,0.00053919+0.00025677i,0.00031547+0.00024554i,8.4263e-05+0.00028142i,-0.00021481+0.00087077i
1.1263e-05+0.00044308i,0.0007437-0.00025671i,0.0018393-0.0015315i,0.0033547-0.0011935i,0.0033528-0.0010939i,0.0017327-0.0014347i,-0.0010807-0.000199i,-0.0026064+0.0014265i,-0.001045+0.0022969i,0.00074323+0.0024846i,0.00048404+0.0013526i,-2.8602e-05+0.00066176i,-0.00052364+0.001124i,-0.00079919+0.00025971i,-0.00080337-0.00057989i,-0.00066682-0.00059412i,-0.00065697-1.2231e-05i,-0.0010281+0.00084983i,-0.00076719+0.00068678i,-0.00026499-0.00036704i,-6.7764e-05-7.1377e-05i,-0.00064029+0.0010473i,-0.00056206+0.00053299i
0.0025037+0.00074017i,0.0042583-0.0010655i,0.0046899-0.0020982i,0.0031904-0.0014018i,0.0014105+0.00020113i,-0.00026807+0.00028588i,-0.0021075-0.001301i,-0.0025182-0.0022846i,-0.0020934-0.00174i,-0.0019531-0.00086935i,-0.0018512-0.00092649i,-0.001217-0.0013835i,-0.00095769-0.00093405i,-0.0012529+0.00015077i,-0.0011909+0.00033965i,-0.00032319+0.00028224i,-0.0001187+0.0001903i,0.00023425+1.6833e-05i,0.0011381+0.00023172i,0.00084768+0.00026694i,-0.00027611+2.8798e-05i,-0.0011416+0.0003065i,-0.0010875+0.00042442i
-2.0228e-06-0.00093919i,0.00065683+0.00054098i,0.00055006+0.0011966i,0.00045636+0.0016451i,0.00033435+0.001052i,0.00036164-0.00069979i,6.8842e-05-0.0015668i,-0.00055749-0.0021849i,-0.001382-0.0023727i,-0.0012866-0.0015525i,-0.00054538-0.001118i,-0.00036559-0.0011246i,-0.00053638-0.0006725i,-0.00028079-0.00039036i,-0.0002322-0.00099556i,-0.00054257-0.00084915i,-0.00048072-0.00039419i,-0.00029511-6.6541e-05i,-0.00044235+7.4599e-05i,-0.00070506-0.00033769i,-0.00042129-0.00029745i,-0.00010911-0.00016987i,-0.00040665-0.00048775i
0.00037194-0.00037886i,-0.0014458-0.00085798i,-0.0015172-0.00098542i,-0.00042835-0.0013493i,-0.0010833-0.0021706i,-0.0019082-0.001426i,-0.00077128-0.0009005i,0.00075125-0.0012678i,0.00084072-0.0017928i,0.00012847-0.0013631i,-0.00064934-0.00087869i,-0.00065119-0.0015072i,0.0003291-0.0010018i,0.00071496-0.00018175i,0.00033685-0.00061032i,0.0003403-0.00067119i,0.00062931+0.00022794i,0.00089592+0.001021i,0.00079793+0.00052171i,1.393e-05-0.0002976i,-0.00045554-0.00066706i,0.00011262-9.0055e-05i,0.00056312+0.00041211i
-0.0012304-0.001008i,-0.00027923-0.00070384i,0.00084249-0.00020148i,0.0011173-0.00013739i,0.0014364+0.00028366i,0.0017063+0.00097372i,0.002548+0.00058896i,0.0036426-0.00073058i,0.0029905-0.0018109i,0.00074964-0.0020397i,0.00012939-0.0012905i,0.0010468-0.0012513i,0.0011258-0.0014958i,0.00071433-0.0014945i,0.0013624-0.0012084i,0.0012774-0.00060082i,0.00095071-0.00050993i,0.00061194-0.00014289i,-9.5918e-05+0.000729i,-0.00037945+0.00061921i,-0.00041767+8.8666e-05i,-0.00031811+7.3458e-05i,-0.00048962-0.00029023i
0.0013707-0.00040738i,0.0022113+0.00034984i,0.0015281+0.00062936i,-0.00027952+0.00074334i,-0.0013257+3.8472e-05i,-0.0010796-0.00095282i,0.00069669-0.00079243i,0.0031062-0.00021004i,0.0038492-0.00022638i,0.0022982-0.00051945i,0.00077126-0.00042543i,0.0016427+6.648e-05i,0.0022792+0.00055233i,0.0021631+0.00049618i,0.0019477+0.00034573i,0.0010217+0.00025708i,0.00098824+0.0002653i,0.00056262+0.00025766i,-4.0318e-05-0.00015993i,-0.00015006-0.00018014i,0.00036055+0.00034173i,0.0010268+0.00047352i,0.00077289+0.00061037i
0.0024779+0.00026945i,0.0014446-0.00097544i,0.0016726-0.0028318i,0.0012741-0.0032139i,-0.00024088-0.0018015i,-0.0012862+0.00042274i,-0.00075671+0.0018241i,0.0015813+0.0028136i,0.0035509+0.0022007i,0.0031138+0.00070384i,0.0015494+0.00073564i,0.00063628+0.0015664i,0.00028722+0.0018905i,0.00039326+0.0016693i,0.0012257+0.00097826i,0.0017398+0.00058893i,0.0012656+0.00019513i,0.001037+0.00030374i,0.00048195+0.00032018i,-0.00050349-2.8878e-05i,-0.00042306-0.00052157i,0.00050074-0.00039183i,0.0012713-0.0001142i
0.0011392-0.0021917i,0.0016116-0.0032202i,0.0023143-0.0030029i,0.0016365-0.0018368i,-0.00032395-0.0013377i,-0.0010672-0.00078188i,-0.0010723+0.00091341i,-0.00079395+0.0025727i,1.5411e-05+0.0024452i,0.000529+0.0011895i,0.00086217+0.00047183i,0.0006129+0.00036113i,0.0001584+0.00035829i,0.00052799+0.00092591i,0.00028719+0.0014757i,0.00017025+0.00089388i,0.00016421+0.0008131i,0.00023934+0.0009134i,0.0012147-0.00021005i,0.0010832-0.00057414i,-4.3852e-05+8.1374e-05i,0.00037339+0.00076258i,0.001218+0.00076911i
0.0013117+0.00047303i,0.001405+0.0009441i,0.0014599+0.0020457i,0.00066352+0.0015902i,-0.00024918+0.00010857i,-0.0010756-0.0003741i,-0.00068907+0.00018347i,-0.00021314+0.0013028i,-0.00030866+0.0018574i,-0.00048568+0.0016243i,-0.00057319+0.00041867i,-0.0010035-0.00041356i,-0.0011977+0.00077878i,-0.00067622+0.0016161i,-0.00021955+0.00093979i,-0.00015596+0.00019148i,-0.00045152+0.00051026i,-0.0004152+0.00087034i,-0.00061602+0.00066788i,-0.00057353+0.00041946i,1.2916e-05+3.9411e-05i,0.00012984+0.00013447i,-0.00028662+0.00081843i
-0.00014578+0.00016218i,-2.7328e-06+0.0011781i,0.0011952+0.00050658i,0.0014403-0.00080857i,0.00083505-0.00097646i,-0.00016295-0.00067917i,-0.0012285+0.00032097i,-0.0015642+0.00085392i,-0.0015933+0.00074074i,-0.0011267+0.00094984i,-0.0010183+0.00038763i,-0.00083266-0.00047333i,-0.00041234-0.00056296i,-3.1454e-06+0.00019383i,0.00017241+0.00024082i,-0.00061152+0.00019849i,-0.0011736+0.00078138i,-0.0010905+0.0013735i,-0.00075261+0.0013463i,-0.00048988+0.00062117i,-0.00057764+2.4648e-06i,-0.00043259-9.2218e-05i,-0.000121-0.00033664i
-0.0013738+3.6272e-05i,-0.00088449+0.00029418i,-2.2085e-05+2.6806e-05i,0.00046152-0.00012171i,0.0011078-0.00061833i,0.0010603-0.0008731i,0.00019463-0.001111i,6.2325e-05-0.0018689i,-0.00027294-0.0020849i,-0.00071308-0.00097482i,0.00012713+6.9934e-05i,0.00027764+0.00023369i,-0.0010518-0.00015748i,-0.0011449-0.00060747i,-0.00029058-0.0012014i,-7.0713e-05-0.001283i,-1.7158e-05-0.00067832i,-2.8747e-05-1.4145e-05i,-2.1321e-05+0.00053637i,0.00030656-0.00018825i,0.00023274-0.0008075i,0.00019821-0.00022703i,-0.00049337+4.5484e-05i
0.00097588+0.00059415i,0.0013458-7.8734e-05i,0.0016196-0.00051472i,0.0018119+0.00032573i,0.0014552-6.6714e-05i,0.00066992-0.001515i,0.00038646-0.0022588i,5.9087e-05-0.0026872i,-0.00058805-0.0027984i,-0.00036694-0.0017251i,-7.9673e-05-0.0009234i,2.1326e-05-0.0012602i,0.000364-0.00085328i,0.00051538+0.0002788i,0.00057333+0.00052328i,0.00055879+0.00030189i,0.00039148-0.00010722i,9.4641e-05-0.00051635i,0.00016133-0.00020114i,-0.0001591+0.00048398i,-0.00041231+0.00029867i,0.00017163+0.00025039i,0.00019825-0.00011633i
0.00054005+0.00079985i,0.00059306+0.00027283i,0.0003356-0.00053807i,0.00018749-0.00096115i,-0.00034637-0.00098563i,-0.00047928-0.00071887i,0.00031594-5.1003e-05i,0.0013295+9.3364e-05i,0.00099392-0.00072344i,0.00031753-0.00096835i,0.0005452-0.00072122i,0.00087813-0.00077414i,0.0013278-0.0012261i,0.00089506-0.00097874i,3.8025e-05-0.00029524i,0.00060959+0.0001602i,0.0015311+0.00061021i,0.0011258+0.00058478i,-0.00016157-4.6237e-05i,-0.00019387-0.00036978i,8.4063e-05+7.0552e-05i,0.00016341+4.5259e-05i,0.00012206-0.00048419i
0.0015014+0.00092687i,0.0027256+0.00029155i,0.0032253-0.00058016i,0.002901-0.0014093i,0.0020426-0.0015025i,0.00092238-0.0012351i,0.00086085-0.00029772i,0.0023217-0.00014876i,0.0030761-0.0013856i,0.0016366-0.0012492i,-4.5362e-05-0.0003508i,5.2203e-05-0.00062285i,0.0002003-0.00085721i,0.00021135-0.0003956i,0.00046145+5.0865e-05i,0.00012698-4.0453e-05i,0.00018014-4.599e-05i,0.0008385-0.00020733i,0.00068111-0.00041742i,3.5963e-05+1.4646e-05i,-0.00011939+0.00058126i,5.5414e-05+0.0001665i,0.00071518-0.00047853i
-6.4359e-05+0.0001726i,0.0017848-0.00036491i,0.0023296-6.4178e-05i,0.001584-0.00079969i,0.0011518-0.001419i,0.00083666-0.00042555i,0.0013384+0.00079865i,0.0020646+0.0010333i,0.0024152+0.00033415i,0.0021862-0.00020256i,0.00083331-4.0019e-05i,0.00015683+0.00039033i,0.00067189+0.00079624i,0.00028675+0.00074321i,-0.0010264+0.00052326i,-0.0012244+0.00026925i,-0.00014783+0.00039103i,6.1342e-05+0.00096487i,-5.0183e-05+0.00053665i,0.0002612-0.00042171i,0.00038188-0.00048413i,5.1466e-05-0.00039333i,-0.00040366-0.00054417i
-0.0015291+0.0014855i,-0.00017205+0.0028907i,0.0012683+0.002122i,0.0020528-0.00031895i,0.0018055-0.00075287i,0.0010553-0.00076868i,0.0004569+0.00015382i,0.00065165+0.0021394i,0.0015871+0.0018843i,0.0010953+6.8129e-06i,-0.00016769-1.7602e-05i,-0.00041462+0.00071424i,0.00031177+0.0001935i,0.00089188-0.00016826i,-0.00040697+2.4494e-05i,-0.00082696+0.00063412i,-0.00034833+0.00062979i,0.00028239-5.8521e-05i,0.00083646+0.00016299i,0.00059232+0.00041857i,8.9695e-07-0.00055733i,-0.0010329-0.00068404i,-0.0008885-0.0002056i
0.0022869-0.00035724i,0.0019194-0.00053474i,0.0016306-0.00065307i,0.0015286-0.00050746i,0.0006199-0.00080533i,-0.00041697-0.00022989i,-0.0006207+0.0010164i,-0.00038922+0.0021517i,-4.7465e-05+0.0021386i,0.00048429+0.00095371i,0.00031526+3.2831e-06i,-0.00056569+0.00018403i,-0.00031202+0.0012629i,0.00064409+0.0021037i,0.0007105+0.0010277i,0.00052507-0.0003503i,0.00061298-0.00012408i,0.00032539+0.00031798i,0.00030127+0.00040674i,0.00063333+6.8925e-05i,-0.00013293+7.6564e-05i,-0.00064613+0.00025821i,-0.00044289+0.00020331i
0.00021152-0.001542i,0.00057653-0.0017209i,0.00035781-0.0020233i,-0.00046358-0.0016803i,-0.0018469-0.00076697i,-0.0015296-0.00067029i,-0.00080708-0.00016656i,-0.00080131+0.0008931i,-0.0010458+0.001743i,-0.001246+0.0020487i,-0.001094+0.0017853i,-0.0012764+0.00023026i,-0.0014558-0.00030703i,-0.00012869+0.00044122i,0.00062545+0.0008284i,-0.00038906+0.0005562i,-0.00081982-3.485e-05i,0.00038404-0.00029811i,0.00093833-4.229e-06i,0.0010313-9.624e-05i,0.0011614+0.00019398i,0.00078348+0.00116i,0.00012306+0.00039399i
0.00030648+0.0011042i,0.00021565+0.0021916i,-3.3301e-05+0.0012056i,0.00021276+0.00016198i,-0.0001376-0.0012985i,-0.00099622-0.0018739i,-0.0012981-0.00062803i,-0.00088683+6.0851e-05i,-0.00050201-0.00030196i,-0.00071816-0.00036138i,-0.00056986+9.4099e-05i,-0.00064889+0.0001374i,-0.0011435-2.5962e-05i,-0.00052313-0.00013204i,0.00081507+0.0001284i,0.00048531+0.0007729i,-0.00044294+0.00091695i,-0.00029986+0.0011533i,-0.00044847+0.00055829i,-0.00015297-0.00035051i,0.00061579+0.00028322i,0.00063709+0.00065166i,0.00049568+0.00058149i
0.0025744+0.0012049i,0.0023966-0.000722i,0.0039429-0.0024854i,0.003506-0.0031407i,0.00087367-0.0037016i,-0.00090772-0.0030578i,-0.00029854-0.0010567i,0.00070153-5.7082e-05i,0.00046558-0.00073111i,-0.00053706-0.0010669i,-0.0012473-0.00028245i,-0.0011369-3.1601e-05i,-0.0015134+7.0533e-05i,-0.0016146+0.00062466i,-0.00024785+0.0012433i,0.0006253+0.0011272i,-6.4659e-05+3.4788e-05i,-0.00075134-0.00043569i,-0.00085853-5.5434e-05i,-0.00062794+0.00036936i,1.4534e-05+0.0003942i,6.4903e-05+0.00014692i,0.0001259+0.00031422i
-0.0013265-0.00038809i,-0.00010406-0.00024426i,-3.8043e-05-0.00013686i,0.00024203+2.161e-05i,0.00017782-2.0706e-05i,0.00029851-0.00019972i,0.0012152-0.00023075i,0.001174-0.0011746i,0.00083241-0.0019781i,-0.00025424-0.0023569i,-0.00066219-0.0018053i,0.00020871-0.0011528i,0.0011839-0.0012597i,0.0010219-0.00091683i,4.5849e-05+0.00027719i,0.00038638+0.0012447i,0.00020798+0.0010003i,-0.0009596+0.0002028i,-0.0010002+0.00035979i,-9.6782e-05+0.00031841i,-6.0892e-05-0.00022043i,0.00047143-0.00049597i,0.00049894-0.00063567i
0.0021359-0.00080395i,0.0027433-0.00080277i,0.0039567-0.0017436i,0.0031328-0.0024763i,0.0011925-0.0028042i,0.00026046-0.0028351i,0.00057985-0.0016122i,0.00086537-0.00082522i,0.00062176-0.0011759i,0.00038742-0.0014336i,0.00049593-0.0011537i,0.00076744-0.00020872i,0.00092898-2.6328e-05i,0.00083065-0.00072885i,0.00060509-0.00094313i,0.00039834-0.00017467i,0.00017512+0.00088433i,-0.00018702+0.00071353i,-0.00065281+0.00052i,-0.00091608+0.00013859i,-0.00024866+0.00023075i,0.00024219+0.00070865i,0.00018707+0.00057111i
2.5852e-05+0.0017805i,0.0012609+0.0011745i,0.003047-0.00053605i,0.0020968-0.00072989i,-0.00046738-0.00069254i,-0.0011873-0.001294i,-0.00027505-0.00091636i,0.0012786-0.00035683i,0.0027911-0.00066898i,0.0028643-0.00057594i,0.0015335-0.0008019i,0.0009675-0.00047353i,0.00060512+0.00024877i,-0.00018354-0.00033349i,-0.00077036-0.00068747i,-0.00079168-0.00039342i,-0.00023871+0.00045628i,0.00049619+0.00029776i,0.00036601-0.00081088i,0.00047886-0.00060782i,0.00061709+0.00037366i,0.00077473+0.00029889i,0.0011683-0.00016974i
-0.00070795-9.075e-05i,-0.00046153+0.00074023i,-4.4061e-05+0.0015904i,0.00076451+0.00076893i,0.00078537+5.4019e-05i,0.0011097+0.00038453i,0.0014557+0.0013147i,0.0019341+0.0014236i,0.0021094+0.00021836i,0.0020036-0.00087073i,0.0014956-0.0011184i,-2.6036e-05-0.00070929i,-0.00095014-0.0001146i,-7.2658e-05+0.00024468i,0.00054294-0.00023207i,0.00027187-0.00073604i,0.00040506+9.0119e-05i,-1.9417e-05+0.00058857i,-0.00074675-0.00036299i,-0.00026743-0.00014232i,-0.00029849+0.00061368i,-7.6155e-05+0.00056332i,0.00090709+0.00016219i
-0.0018491-0.0020008i,-0.0011839-0.0027484i,8.9943e-06-0.001367i,-0.00023569+0.0011188i,-0.00052432+0.0012211i,0.00025934+0.00028921i,0.0010073+0.00058876i,0.0017916+0.0013717i,0.0013817+0.00088011i,0.00045737+0.00086445i,0.00050878+0.00062176i,0.00080474-2.2125e-05i,0.00022492+0.00084205i,0.00033462+0.00088294i,0.001222+0.00052219i,0.0010291+0.0005936i,0.00051187+0.00028979i,1.257e-06-0.00040355i,0.00026772-0.0006495i,0.00034106-0.00028676i,-0.0003609-8.4022e-05i,-0.00029493-0.00027446i,-0.00029244-0.00016229i
-6.8091e-05-0.00122i,0.00042147-0.0015192i,4.6782e-05-0.0010609i,-0.00036141-0.000836i,-0.00019698-0.00048795i,0.00024101-0.00045139i,0.00053871+0.00059231i,0.00028408+0.001708i,-4.3479e-05+0.002064i,0.00013013+0.0022155i,0.00073801+0.00094945i,0.0010696-0.00039465i,-7.4875e-05-0.00076592i,-0.00027505-0.00061914i,0.00019892-0.00035859i,-0.00025806-0.00026825i,-0.00066471+0.00031361i,-8.1635e-05+0.00089085i,0.00035943+0.00054102i,0.00056204-7.6427e-05i,0.00021501+3.8944e-05i,-0.00057783+2.9241e-05i,-0.00047283+0.00017336i
