0.0012383+0.0019382i,0.0022672+0.0015783i,0.00087395-0.00012582i,-0.00072324-0.000952i,-0.0013232-0.00057195i,-0.0017232+0.0012558i,-0.0015823+0.0022311i,0.00017643+0.0011248i,0.0014547+0.00022565i,0.0012285-0.00049311i,0.00085558-0.00079035i,0.00033826-0.00075245i,0.00043368-0.00092881i,0.00021171-0.001199i,0.0001078-0.0015289i,0.00025253-0.00071619i,0.00026421-0.00050824i,0.00051587-0.0013158i,0.00016156-0.001195i,-6.7776e-05-0.00079443i,0.00018233-6.2006e-05i,0.00027419+0.00064805i,-0.00054364+0.00076215i
0.00025364-0.0016228i,-0.0010088-0.0017873i,-0.0015008-0.0017776i,-0.0012925-0.0012162i,-0.000598-0.00045898i,-0.000377+0.00054908i,-0.0010196+6.2337e-05i,-0.00031484-0.00084808i,-4.1066e-05-0.0006115i,-0.00060396-0.0011874i,-0.00075456-0.0011697i,-7.1589e-05+0.00064491i,0.00063897+0.0013996i,0.00049754+0.0014523i,1.2183e-05+0.00094496i,0.0010366+0.00061835i,0.001484+0.00019346i,0.00063342+7.2639e-05i,0.00068254-0.00014863i,0.00058416-0.00089141i,-0.00012639-0.00076364i,-0.00073422-0.00037277i,-0.0003435-0.00021076i
0.00086111+0.00014776i,0.0012247-0.0011842i,0.001063-0.0013345i,0.00058712-0.00026911i,0.00035726-1.6654e-05i,0.00044901+0.00039324i,0.00026712+0.001109i,0.00013991+0.00029193i,0.00024873-0.00050633i,0.00047991+0.00013916i,0.00082321+0.00075761i,0.00059885+0.00099426i,0.00093091+0.00079814i,0.0010345+0.00025572i,0.00051938-0.00032833i,0.00063557-0.00095384i,0.00029241-0.00070811i,-0.00052821-7.6442e-05i,-0.00045946-1.0563e-05i,-0.0009319-0.00024136i,-0.00092335+0.00026547i,-0.00050308+0.00044085i,-0.00055068+0.0001505i
0.0020074+0.0025807i,0.0027184+0.0024679i,0.0032536+0.0018244i,0.002664+0.00026812i,0.0011204-0.0010305i,-4.2732e-05-0.00091449i,-0.00027782-0.00082928i,0.00021731-0.0012204i,0.00043805-0.0015217i,0.0004363-0.0009013i,0.0005546-0.00041903i,-2.1977e-06-0.00038606i,-0.00069051-0.00039512i,-0.0010778+0.00055469i,-0.00069602+0.00056166i,-0.00051894-0.00014021i,-0.00071359+0.00081921i,-0.00030895+0.00092122i,-0.00036928+0.0006091i,-0.00054347+0.0004271i,-0.00045956+9.8383e-05i,-0.00057275-0.0008384i,-0.0001114-0.00095157i
0.001195-0.00059798i,0.00048907+0.00072573i,0.00011286+0.0010174i,-0.00012312+0.00058506i,-0.00084345+0.0013423i,-0.00043279+0.002517i,0.0007327+0.0024073i,0.0012416+0.0012674i,8.7986e-05-0.00025567i,-0.00068913-0.00045774i,-4.3646e-05-0.0002118i,-0.00032924+0.00010296i,-0.0005661+0.00083909i,-0.00029162+0.0011817i,-4.2745e-05+0.0010936i,0.00032717+0.00068259i,0.00038642-0.00025439i,0.00070892-0.00052999i,0.000887+0.00012958i,0.0010528+0.00074204i,0.00089697+0.0008791i,-0.00012787+3.5474e-05i,-0.00074509-6.9373e-05i
-0.001321-0.00049919i,-0.0018087-0.00012947i,-0.0022137+7.8117e-06i,-0.0019066-0.00040917i,-0.0013281-0.00023251i,-0.00060207+2.8038e-05i,-0.00013332+0.00041596i,-0.000183-0.00022432i,-0.00033176-0.0013394i,0.00017963-0.0017432i,-3.0888e-05-0.0015128i,-0.00028346-0.0014725i,0.0005537-0.001575i,0.0003818-0.00081222i,0.00020918-0.00068789i,0.00059789-0.0005033i,0.00051207-3.8546e-05i,0.0011195-0.00023737i,0.00084336-3.3537e-05i,0.00014382-0.00042626i,0.00026159-0.00086902i,-0.00010692-0.00043314i,-9.7399e-05+0.00018836i
-0.00030835+0.00035964i,-0.00063529-0.0014469i,-0.00095367-0.0021545i,-0.00011872-0.0011839i,0.00024222+0.00032826i,0.00020765+0.0020986i,0.0010846+0.0023377i,0.0010074+0.00072916i,4.7627e-05-0.00097115i,-0.00027919-0.0011452i,-0.00089715-0.00026376i,-0.00099806+0.00040821i,0.0004803+0.00011849i,0.00046477-0.00068945i,0.00036528-0.00034173i,0.0012367+0.00090078i,0.00088479+0.00072714i,0.00028225+0.00010118i,3.1763e-05-0.00014642i,-0.00011923-0.00040541i,0.00034132-0.00043877i,0.00045221-2.6799e-05i,-0.00014789-0.00056624i
0.0011397-0.0012717i,0.0022685-0.0017377i,0.002995-0.00017627i,0.0019957-0.00010366i,0.0011466-0.00096038i,0.00059554-0.00076958i,0.00027823+0.00019903i,0.00026148+0.00063365i,-0.0001786-5.7501e-06i,-0.00035033-0.0011164i,0.00013644-0.0010844i,-0.00026877-0.00015234i,-0.00048296+2.84e-05i,-0.00022202-0.000647i,1.5874e-06-0.0010187i,0.00050051-0.00035849i,0.00075782+0.00054831i,0.0003346+0.00021692i,-2.2287e-05-0.00032583i,-0.00026342-0.0004136i,-0.00046567-0.00022347i,-0.00037849-0.0004187i,-0.00041297-0.00065229i
0.00074254+0.00087029i,0.00083738+0.00048991i,0.0012041+0.00067576i,0.00034002+0.00077249i,-0.00068683+0.00087523i,-0.001492+0.0010581i,-0.0018181+0.0012609i,-0.0016804+0.00081291i,-0.0012576-0.00043097i,-0.00031988-0.0004774i,0.000677+0.00060943i,0.0010382+0.00081327i,0.00084799+0.00025001i,0.00071357-0.00037108i,0.00061312-0.00025653i,-7.3841e-05+0.00082835i,-0.00035155+0.00062294i,-7.1036e-05-0.00023739i,0.00030946-1.4069e-05i,0.00070772+0.00016623i,0.00055666-0.00010913i,-0.00046564+7.3422e-05i,-0.00018638+0.00064754i
0.00040072-0.00022893i,0.00012673-0.00053247i,-0.00035183-5.0741e-05i,-0.00047143+0.00022031i,4.166e-05+0.00054713i,0.00057261+0.00071433i,0.00038559+0.00090676i,0.00023992+0.0002399i,1.4524e-05-0.00033509i,-0.0002486+0.00016123i,-9.1083e-05+0.0002355i,-0.00074356+0.0001986i,-0.0011213+0.00021524i,-0.00090483+0.00034409i,-0.0013588+0.0002346i,-0.0013696-0.00019929i,-0.00011646+0.00024263i,0.00042565+0.00031721i,0.0003251+0.00026521i,0.00019885+0.00071206i,0.00019825+0.00056058i,0.0003457-2.5333e-06i,-0.00011158-4.4001e-07i
0.00064418+0.0017198i,0.0009272+0.0012665i,0.00085389-1.9769e-05i,0.00067048+0.00014131i,0.00049521+0.00090678i,0.00010794+0.001317i,-0.0012653+0.0015065i,-0.001293+0.0010428i,-0.00067903+7.6796e-05i,-0.00017992-0.00086401i,0.00025166-0.0013928i,0.00042796-0.0005566i,0.00063795+2.0249e-05i,0.0010345+7.8807e-05i,0.00097584+0.000282i,0.0001022-1.1105e-05i,-0.00017176-0.0001668i,0.00017936-0.00015406i,9.812e-05+1.9223e-05i,4.7654e-05-0.00092157i,0.00025728-0.0013624i,6.2068e-05-0.0012586i,-0.00019663-0.001525i
9.5795e-05+0.0017365i,0.0011659+0.00020352i,0.0022178-0.001796i,0.0018134-0.0015217i,0.0010548-0.0012593i,-0.00035373-0.001394i,-0.00030159-0.00037174i,0.00021894+0.00056622i,6.4224e-05+0.00058527i,-0.0005339-0.00017721i,-0.0012389-0.00059324i,-0.001127-0.00077308i,-0.00096588-0.00038726i,-0.00089846+0.00063851i,-0.00066193+0.0006687i,-0.00059238+0.00054356i,0.0002834+0.00017761i,0.00056542-0.00013915i,2.9783e-05+0.00051129i,2.4096e-05+0.00092488i,0.00042841-0.00011098i,0.000902-0.0012395i,0.00039858-0.00079135i
-0.0006062+0.0018531i,0.00018809+0.0019822i,0.00065056+0.0017777i,0.0012521+0.001087i,0.00091987+0.00099064i,0.00032905+0.0011134i,0.00097694+0.0010651i,0.0014323+0.00051325i,0.00070359-0.0001439i,-0.0004836-0.00033133i,-0.000342-0.00064319i,-0.00016575-0.00079802i,-0.00047892-0.00063674i,5.5342e-05-0.00010015i,0.00046828-0.00029159i,0.00052821-0.0007239i,0.00043086-0.00015988i,0.00021259+0.00047032i,0.00038876+0.00060521i,0.00060449+0.00061075i,0.00044257+0.00012549i,-0.0005889-6.8338e-05i,-0.00097772+0.00026867i
0.000483+0.00098698i,0.0010346+0.0012429i,0.00075428+0.00075055i,0.00037864-0.0001567i,5.9748e-05-0.00019506i,-0.0009868+0.00023615i,-0.001408+0.00040398i,-0.00076909+3.7212e-05i,-0.0004327-0.00021825i,-0.00014884+0.00032743i,-0.00019551+0.00024093i,0.00055187-0.00052603i,0.00064955-0.00036992i,-0.00010212-0.00033578i,-0.00017769-0.000652i,-0.000336-0.00095565i,-0.00044212-0.0005662i,-8.2403e-05-0.00038818i,0.0012308-4.5967e-05i,0.001075+0.00048372i,-5.6515e-05-0.00027818i,0.00025174-0.0007423i,0.00056833+0.00018754i
0.00073578+0.00037559i,0.00041012-0.00015432i,-0.00041454-0.0011784i,-0.00083627-0.0011123i,-0.00089408+0.00082953i,-0.00074881+0.002237i,3.7198e-05+0.0017052i,-4.3815e-05+0.00017937i,-0.00076511-0.0002681i,-0.00090209-0.00013167i,-0.00015616-0.00027314i,0.00027516+5.0442e-05i,0.00038503+0.00091766i,0.00046703+0.0014776i,0.00041964+0.0012097i,0.00027382+0.0010122i,-0.00016978+0.00090907i,-0.00035222+0.00072507i,0.00017533+0.00061575i,9.1698e-05+0.0011195i,-0.00012895+0.00047035i,4.8451e-05-0.00043749i,-0.00035752-0.0004567i
0.0012383+5.0884e-05i,0.0021474-0.0013293i,0.0029226-0.0023094i,0.0023034-0.0021006i,0.00087934-0.0010416i,-0.00025699-0.00033882i,-0.00045224+0.00054983i,-1.9541e-05+0.00081433i,9.1223e-05+0.00044161i,-0.00029954+2.8396e-05i,-0.00018838+6.1523e-05i,0.00024345+0.00013085i,5.6407e-05+0.00020581i,-0.00014486-0.00011182i,-0.00010384+3.2057e-05i,0.00036681+0.0013797i,0.00028967+0.0012977i,-0.00027436+0.00065671i,0.00031213-4.0554e-05i,0.00067754-0.00050547i,-0.00014186-0.00043786i,-0.00062963-0.00086927i,-0.00078999-0.0008906i
0.0024555+0.00026158i,0.0019299+0.00089114i,-2.5322e-05+0.00046582i,-0.00058685+0.00077236i,-0.00088365+0.0014173i,-0.00087166+0.0019535i,0.00029657+0.0019655i,-0.00013985+0.0006256i,-0.00089673-0.00049499i,-0.00079127+0.00039089i,-0.0015935+0.00085113i,-0.0009003+0.00025268i,0.00010994+7.7264e-05i,-0.0003133+8.6746e-05i,6.9769e-05+0.00073764i,0.00048835+0.00070812i,0.00023337+0.00017271i,-0.00053928+0.00038097i,-0.0011569+0.00051689i,-0.00070576-1.5272e-05i,-0.00051796-0.00031456i,-0.0010288-0.00049589i,-0.0017057-0.000769i
-0.00024917+0.00079044i,-3.9643e-05+6.6351e-05i,1.6395e-05-0.00093661i,-0.0003766-0.0012324i,-0.00067324-0.00057873i,-2.1581e-05-0.00022721i,0.00073952-0.00024902i,0.00064633-0.00027827i,-0.00024628-0.0003839i,-0.00032138-0.0004616i,0.00013215-0.00019835i,0.00057017+0.00064936i,0.0007815+0.0013088i,0.00050297+0.00087612i,0.00047001+0.00080043i,0.0006758+0.00074969i,0.00081204+0.00024233i,0.00022745+0.00027791i,-0.00021121+0.00040468i,0.0003289+0.00071779i,0.00024545+0.00073249i,-0.00026557+3.1298e-05i,-0.00069266-0.00024999i
0.0013125+4.1743e-05i,0.0012161-0.00056988i,0.00085094-0.00057965i,0.00041272+0.00093249i,-0.00043871+0.0021798i,-0.00052318+0.0027659i,3.5151e-05+0.0024336i,0.00030318+0.0017297i,-0.00048176+0.00016352i,-0.00063323-0.00071662i,0.00037848+0.00054549i,0.00084383+0.0016479i,0.00056475+0.00073147i,0.00048701-4.6326e-05i,0.00087399+0.00027798i,0.0011285+0.0007167i,0.00077715+0.00067699i,0.00094746+0.0010171i,0.0012431+0.0011684i,0.00062903+0.00076976i,-6.3287e-05+0.00024132i,-0.00036719-3.1201e-05i,-0.00033736+3.0804e-05i
0.00063166+0.0027114i,0.0023682+0.0012864i,0.0023211+0.00027747i,0.0013906-0.0011573i,0.001156-0.0014383i,0.00037419-0.00041931i,8.5708e-05+0.00070776i,6.0565e-05+0.00089749i,-0.00058439+0.00037642i,-0.00033427-0.00010765i,-0.00019302-2.3192e-05i,0.00022896+3.3088e-05i,0.00063899-0.00062539i,-0.00013158-0.00075571i,-0.00075576-0.0002693i,0.00013924+0.00015262i,0.00068957+0.00019058i,0.00015293-0.00010026i,0.00021277+0.00056145i,0.0012951+0.00099722i,0.00111+0.0010674i,-0.00015043+0.0013112i,-0.00034626+0.00093534i
9.7753e-05+0.0011544i,0.00097099+0.00078069i,0.0015981-0.00035173i,0.0014325-0.00078012i,0.00082024+0.00016936i,0.00012068+0.00065262i,-0.00047494+0.0006151i,0.00010271+0.00032642i,0.00069523+0.00012372i,-0.00029701-9.7675e-05i,-0.0010344-0.00012849i,-0.0001925-0.00032376i,0.00082039+0.0004298i,0.00067376+0.00090976i,1.654e-05+0.00026483i,4.0386e-05-0.00034986i,8.3309e-05+3.6046e-05i,-0.00043636+0.00093194i,-0.00024134+0.00087562i,7.1623e-06+4.7408e-05i,0.00023022-0.00048861i,0.00045874-0.00024259i,0.00011681+0.00035012i
0.0016324+0.001013i,0.0017411+0.00052434i,-0.00020391+0.00033916i,-0.0011898+0.00068851i,-0.00073774+0.00072973i,0.0001678+0.00029211i,0.0012431+0.00029218i,0.0014629+0.00028573i,-0.00024929-1.0533e-05i,-0.00094634-1.5124e-05i,-0.00041065+0.00017192i,0.00022779+0.00043336i,0.00014959+0.00060846i,0.00024669+0.00027189i,0.00071531+0.00045951i,0.0007871+0.00062813i,0.000854-3.2395e-05i,0.0004624-0.00071346i,0.00012192-0.00022384i,2.6728e-05+0.00021166i,-0.00031964+0.00026394i,5.2707e-05+6.4509e-05i,0.00043296+9.2834e-06i
-0.0020354+0.00044388i,-0.001657+0.0009615i,-0.0015249+0.00072958i,-0.0009391+0.00052233i,-8.2176e-05+0.00051158i,0.00039834+0.00053896i,0.00043478+0.00043187i,0.00030321+0.00012805i,-0.00014284-9.5274e-05i,-0.00069426-0.00028279i,-0.00058685-0.00083802i,-0.00024547-0.00091646i,0.00092524-0.0005344i,0.001226+5.1835e-05i,0.0014479+0.0011538i,0.0014543+0.0016643i,0.001102+0.00050256i,0.00078576-0.0010343i,0.00028519-0.00071339i,-0.00021976-0.00061804i,-0.00014634-0.00052795i,0.00054754+0.00034211i,0.0003897+0.00023464i
-0.0011905-0.00060092i,-0.0010181-0.0007381i,-0.0013732+0.00010348i,-0.00088049+0.00097329i,-0.00022067+0.00073177i,0.00018177-0.00089002i,0.00091659-0.001075i,0.0010121+1.9867e-05i,-1.6046e-05+0.00012747i,-0.0012192+0.00045838i,-0.0012964+0.00075496i,-0.00046457+0.00016427i,0.00034207-0.00013259i,5.3771e-05+0.00062786i,-0.00064256+0.00087044i,-0.00061385+0.00032208i,-0.00028298+1.1752e-06i,-9.8708e-05+7.5029e-05i,-0.00044302+0.00053648i,-0.00036493+0.00071684i,7.707e-05+0.00047786i,-0.00068856+0.00030276i,-0.00095445+9.2914e-05i
0.0013713+0.0012823i,0.00073964-0.00080441i,0.00089842-0.0017205i,0.00048931+3.969e-05i,1.3791e-05+0.0012569i,-0.00015273+0.0017421i,0.00071401+0.0020077i,0.0013932+0.0011252i,0.00041538+0.00032742i,-0.00010155-0.00039892i,-0.00020785-0.00034176i,-0.00037002+0.00023489i,-0.00032616+0.00046663i,-0.00010373+0.00011739i,-0.00016207-0.00013903i,0.00034015+0.00015023i,0.0011169-0.00016029i,0.0013103-0.00023386i,0.00057244+0.00043285i,-0.00057254+0.00073354i,-0.00011499+0.00082166i,-9.5206e-06-0.00020456i,-0.00027893-0.0012326i
0.00026407+0.0011397i,0.00088921+0.00097812i,0.0010416+0.0013553i,0.0011092+0.0014346i,0.00062468+0.00087564i,-0.00023498-0.00017762i,-0.00023513-0.00056184i,0.000156-0.00038485i,0.00026491-0.00037627i,0.0004047-0.00022937i,0.00033928+0.00088449i,-0.00010968+0.0014518i,0.00014+0.00071751i,0.0002758+0.00024536i,0.00074187+0.0001227i,0.00087178+9.4168e-05i,-0.00028119+0.00027218i,-0.00010984-0.00013069i,0.00089335-0.00032264i,0.00087348-0.00021483i,0.00038692+8.3944e-05i,0.00038012+0.00021131i,0.0009664+4.7917e-05i
-0.00090491-0.00071767i,-0.00112-0.00031149i,-0.001131+0.00039667i,-0.00012703+0.00041159i,0.0011039+0.00034034i,0.0018029+0.00065587i,0.0014856+0.00093435i,0.0007644+0.00043833i,4.7322e-05+0.00022843i,-0.00040854+0.00065789i,-0.00045459+0.00071831i,-0.00042236+0.00012332i,5.1953e-05-0.00064386i,0.00035186-0.00047284i,0.00086206-5.721e-06i,0.00094174-0.00023513i,0.00074301+0.00015601i,0.00054121+0.00067921i,0.0002918+0.00019029i,0.00074113-6.9146e-05i,0.00054126+7.1113e-05i,0.00022596-0.00018746i,0.00032021-6.5037e-05i
0.00066657+0.00083748i,0.0013469+0.00032568i,0.00097755-0.00013037i,-0.00054169-0.00043628i,-0.0010651+0.0005243i,-0.00076764+0.0021088i,-0.00064928+0.0018677i,-0.00055306+0.00074458i,-0.00062348-3.5873e-05i,-0.0010472-0.00059656i,-0.0006619-0.00017382i,0.00012095+0.00076327i,7.7388e-05+0.0011755i,-0.0004939+0.00084204i,-0.0010022+0.0006267i,-0.0002298+0.00022174i,0.00032074-0.00036641i,-0.00083972-0.00074002i,-0.0005967-0.00088405i,0.00038447-0.00055523i,0.001189-0.00051138i,0.00077053-0.00076944i,2.6924e-05-0.00090127i
0.0012353+0.0012303i,0.0011401-0.00034956i,0.0012897-2.8091e-05i,0.0015727+0.0014978i,0.0013212+0.0013864i,0.00088923+0.00049733i,0.00065691+0.0005523i,0.0001787+0.00025857i,-3.6287e-05-0.000363i,-0.00022527+0.00019654i,0.00042291-0.00010853i,0.0010919-0.00061681i,0.00083396-0.00024137i,0.00052099+6.6183e-05i,0.00019105+0.00015153i,0.00013158+5.7143e-05i,-2.3346e-05+0.00045427i,0.00034425+0.00063442i,0.00087621+0.00038817i,0.00066172+0.00017377i,0.00023973+0.00031536i,0.00011319+5.3797e-05i,0.00021935-0.00058659i
0.0017048-0.00059656i,0.00088914+8.4957e-05i,-7.0705e-05+5.5932e-05i,-2.6771e-05+0.00021926i,-5.3704e-05+0.0016269i,-0.00021687+0.0023268i,-0.0001488+0.0021687i,-0.00025485+0.0012049i,-0.00014539-0.00068994i,-0.00043943-0.00081209i,-0.00022697-0.00044208i,0.00021721-0.00060685i,7.2705e-05+1.8184e-05i,0.00042479+0.00072502i,0.0010818+0.0013838i,0.00085886+0.0013703i,0.0001287-0.00036627i,-0.00032669-0.00078154i,-3.1145e-05-0.00023937i,0.0009158-0.00088679i,0.00060854-0.00084525i,-0.00075285-0.00060072i,-0.00018537-0.00056289i
0.00094766+0.0029319i,0.00093091+0.0030311i,0.00098715+0.0016786i,0.00061989+0.00092958i,0.00033017+0.00063656i,0.00045831+0.0003721i,0.00013872+0.00067625i,-0.00034207+0.0005196i,-9.7702e-05-0.00010511i,0.00018142-0.00037549i,0.0002879-0.00044207i,0.00024604-0.00016486i,-3.7889e-05-0.0002571i,-0.00023134-0.0010833i,-0.00045542-0.0012131i,-0.00072706+2.1837e-05i,-0.00029374+0.00027451i,0.00065845+5.608e-06i,0.00017244+0.00045363i,-0.00058963+0.00051203i,-0.00017096+3.7365e-05i,0.00068885-5.6358e-05i,8.6425e-06-0.00020209i
-7.3998e-05-3.9716e-05i,-0.00094558-0.00011411i,-0.0010155-0.0005343i,-0.00080775-0.00086572i,-0.00064177+7.1501e-05i,-0.00039302+0.0011996i,-0.00010757+0.0017554i,-0.00013135+0.0010501i,-0.00041969-0.00066589i,-0.00035419-0.00033768i,-9.9199e-05+0.0010195i,3.776e-05+0.0011778i,-0.00023629+0.0002705i,-0.00038705-3.4623e-05i,-0.00044422+0.00022827i,-0.0003918+0.00054808i,0.00041273+0.00041113i,0.00089992+3.5545e-05i,0.00066884-2.2706e-05i,0.00010159-3.2287e-05i,-0.00022681+0.00014188i,0.00036907+0.00011341i,0.00063278-0.00049469i
0.0011205-0.00073773i,0.0013147-0.0012839i,0.00096986-0.0023009i,0.00049589-0.001423i,-0.00087788+0.00016878i,-0.0012478+0.00073426i,-0.00020894+0.00087601i,0.0011299+0.00027924i,0.0015958-0.00041049i,0.00034282-0.00032643i,-0.00036081-5.3306e-05i,-5.1845e-05-5.6003e-05i,0.00023641+0.00015252i,0.0004318-0.00050552i,0.00083716-0.00042759i,0.00066991-0.00033982i,6.5706e-05-0.00075203i,0.00024185+0.00031414i,0.00031542+0.00085127i,-0.00018305+0.00046331i,-0.00023386+0.00064644i,0.00023319+0.00049051i,-7.4979e-05-6.4119e-05i
-0.0011194+0.00055627i,-0.00015946+0.00058997i,0.00014844+0.0011675i,-0.0006042+0.00027294i,-0.0012628-0.00052542i,-0.0010311-0.0006373i,-0.00026419-0.0003126i,0.00040272-0.00049344i,9.8414e-05-0.00057568i,-0.00065885-0.00068204i,-0.00038849-0.0010524i,-3.839e-05-0.00069908i,0.00057419-0.00058689i,0.00052214-0.00013815i,-0.00023232+0.00056411i,-0.00056495+0.00053948i,0.000305+0.00049562i,0.0010993+0.0015444i,0.00035441+0.0020698i,-0.00053323+0.001897i,-0.00044259+0.0011089i,-0.00017322+0.00026943i,-0.00055037-0.00030406i
0.001225+0.00086985i,0.00074901+0.00029812i,-2.9502e-05+0.00052202i,0.00011937-0.00026088i,0.00028128-0.00057848i,0.00040266+0.00085084i,0.00053518+0.00073616i,2.8772e-05-0.00093878i,-0.00014626-0.0014977i,0.00021749-0.00070297i,0.00056041-0.00059606i,0.00075855-0.0013487i,0.0016245-0.0012491i,0.0019234-7.0275e-05i,0.0011549+0.00034682i,0.00073667-0.00061337i,0.00087624-0.00072474i,0.00068534-0.00014109i,-0.00013102+0.00020941i,-0.00041057+0.00025532i,0.0002871+2.2467e-05i,0.00040844-0.00026932i,-0.00038234+6.844e-05i
0.0010556-0.00017853i,0.00057541-0.00080691i,0.00051183-0.0021801i,0.00062968-0.0023767i,0.00026979-0.00061569i,-0.00029561+0.0012097i,4.1049e-05+0.0018143i,0.00043838+0.0012545i,-0.00023264-0.00014728i,-0.00087356-0.00044674i,-0.0011958+0.00024752i,-0.00065661+0.00042956i,-0.00041758+0.0010515i,-0.00033489+0.0017979i,0.00032479+0.0017058i,-0.00026882+0.0014176i,-0.00024589+0.00067727i,0.00078466+0.00033325i,0.00086459+0.00023369i,0.00043728+0.00038341i,0.00019234+0.00012887i,-0.00013204-5.7565e-05i,-0.00096399-8.7381e-06i
0.00040585-0.0016042i,0.00039056-0.0019968i,0.00062481-0.0032547i,0.00023599-0.0023396i,-0.00051026-0.00019134i,-0.00016229+0.00092705i,9.4457e-05+0.00081419i,-0.00026351+0.00049266i,-0.00033358-0.00046772i,-7.2008e-06-0.00079736i,-0.00019644-0.00019284i,-0.00016919-0.00017287i,0.00026609-0.00069833i,0.00048071-0.00076123i,0.00071206-0.00017674i,0.00026608+0.00033306i,-0.00029298+0.00044271i,-8.6756e-05-0.00033282i,0.00067167+0.00018007i,0.00060102+0.0010871i,-0.00021403+5.2181e-05i,-0.00056877-0.00024385i,-0.00049551+0.00017358i
0.00095529-0.0001641i,0.00076446-0.00046084i,0.00040777+0.00020753i,0.00010401+0.0010532i,-2.5077e-05+0.0020037i,-0.00069369+0.0022423i,-0.00066757+0.0014528i,-0.00029466+0.00082686i,-0.00013004+6.457e-05i,-5.9435e-05-0.00022043i,0.00017398+0.00016729i,-6.4123e-05-0.00010427i,-0.00051998-0.00023854i,-0.00056376+5.6299e-05i,-0.00053196+6.4456e-05i,-0.000307-0.00020053i,-0.00014432+0.00027021i,-0.00070094+0.000374i,-0.00097411+0.00017141i,-0.00034969-2.6481e-05i,0.00042453+3.5353e-05i,0.00074659+0.0006512i,0.00066314+0.00031888i
0.0013932+0.00075179i,0.0021336+0.00021193i,0.0015607+0.0001382i,0.00085173+0.00014725i,-0.00013691+5.54e-05i,-0.00013726+0.0009065i,0.00011132+0.0013995i,-0.0001543+0.00067829i,-0.00019469-0.00043555i,-9.2205e-05-0.00032724i,8.8106e-06+0.0005903i,0.00016923+0.00046589i,0.00010529-6.6845e-06i,0.00011983+0.00078425i,0.00018023+0.0017228i,0.00094298+0.0015167i,0.001368+0.00088085i,0.00083097+0.00091409i,0.00042563+0.00062483i,0.00027169-0.0001914i,0.00013251-0.00025122i,-0.00044399-0.00051071i,-0.00064524-0.001199i
-0.00058608-0.00062786i,-0.00085069-0.00021439i,-0.0010339-0.00015431i,-0.00092666+0.00063818i,-0.0006414+0.0016296i,-0.00024029+0.0019107i,0.00054531+0.0016107i,0.0012832+9.9209e-05i,0.00076813-0.00056659i,-0.00029244-0.00050091i,-0.00024913-3.4523e-05i,-0.00083696+0.00029644i,-0.00066443+3.8035e-06i,0.00062399-5.248e-05i,0.00087913+0.00039417i,0.00025339+0.00093859i,-0.00019808+0.00042449i,1.0664e-05-0.00043417i,0.00021007+4.0737e-06i,-0.00020736+0.00059992i,0.00018808+4.4906e-05i,0.00023404-0.00035206i,-0.00031865+0.00016459i
0.00045437+7.2109e-05i,0.00076076+9.1709e-05i,0.0004498+0.00023925i,-3.6824e-05-0.00031446i,-0.00043229-0.00031961i,-0.00053525+0.00033113i,0.00017084+0.00063962i,0.00076256+0.00037541i,0.00038713-0.00043225i,-0.00018736-7.5109e-05i,0.00033491+0.00082646i,0.0012071+0.0012816i,0.0017371+0.00045736i,0.0015736-0.00018909i,0.00087818+0.00032072i,0.00087775+0.0005954i,0.00019584+0.00080472i,-0.00099377+0.00064252i,-0.00069119-2.5165e-05i,0.00021845+7.0491e-05i,0.00031145-7.8163e-05i,0.00047705-0.00019818i,-0.0001428+0.00053714i
0.0014293-0.00095239i,0.001322-0.00035407i,-0.0001677+0.0002862i,-0.0013367+0.00013193i,-0.0012257+0.00050277i,-0.00042936+0.00049005i,0.00019152-0.00012117i,-0.00010557-5.0122e-06i,-0.00082354-0.00023656i,-0.00080714+0.00038367i,-0.00049055+0.00062234i,-0.00046916-4.2427e-05i,-0.00082697+0.00037252i,-8.4194e-05+0.00054304i,0.0011633+0.00054047i,0.00048126+0.0011033i,-5.9751e-05+0.00024717i,0.00096195-0.00055899i,0.00079073+0.000219i,6.9356e-05+0.00067411i,-0.00010557-0.00024189i,-0.00046756-0.0006173i,-0.00077578-0.00026564i
0.00091024+0.00098237i,-0.00014193+0.00045821i,-0.0015122-0.00063823i,-0.001348-0.0007307i,7.9151e-05+0.0008929i,0.0009647+0.0016652i,0.00080834+0.00087045i,0.00015835+0.00037599i,-0.00052131+0.0002152i,-0.0011664+0.00019715i,-0.00081151+0.0013016i,4.2195e-05+0.001963i,0.0013481+0.00075955i,0.0010294-0.00012728i,-0.00026543+0.00013294i,0.00021468+8.8085e-05i,0.0010698+0.00033288i,0.0013906+0.00071284i,0.00049059+0.000587i,-0.00023173-0.00012026i,-0.0006175-0.0011596i,-0.00042094-0.0013724i,0.00053344-0.00074739i
8.8058e-05+0.00049698i,-0.00059655+0.0016154i,-0.0012956+0.0016655i,-0.00065938+0.0002076i,0.00065502+0.00029746i,0.0011364+0.0010232i,0.00080512+0.00055776i,-0.00010821+0.0003128i,-0.0010114-9.4541e-06i,-0.00028306-0.00029173i,0.00086704-0.00022342i,0.00084806+0.00017232i,0.00061556+0.00029518i,0.00077886-0.00021963i,0.0011825-0.00033267i,0.0010307-0.00017574i,0.00074874-0.00029097i,0.00043104-0.00021676i,0.000406+5.219e-05i,0.00057979+0.00079182i,0.00024295+0.00018498i,-0.00040868-0.00091111i,-0.00032852-0.00015492i
