-0.002129+7.7033e-05i,-0.001919+0.00064552i,-0.002364+0.0012186i,-0.0027081+0.00098891i,-0.0025114+0.0010464i,-0.0016484+0.0013616i,-0.00090703+0.0005675i,-0.00023353+0.00028249i,0.00031518+0.00013441i,0.00033055-0.00049436i,0.00051629-0.00065196i,0.0003117-0.00036698i,0.00028054-0.0002231i,0.00030738-0.00057057i,4.1089e-05-0.00023882i,0.00024002+0.00024584i,0.00033858-1.1661e-05i,-0.00039016+4.1168e-05i,-0.00074783-0.00068938i,-0.00015299-0.00098305i,-2.0186e-05-0.00078701i,-9.0089e-05-0.0013662i,-3.4835e-06-0.0011259i
0.0010625-8.9843e-05i,0.0006735+5.1801e-05i,0.0001575-0.00017958i,0.00021786+7.5173e-05i,0.00018892+0.00032855i,-0.00088525-0.00042053i,-0.0012392-0.00072513i,-0.00029502-0.00075861i,0.00082047-0.0010214i,0.0010138-0.001428i,0.00041425-0.0012391i,-0.00014431-0.00064814i,-7.7234e-05+0.00025954i,-0.00031361+9.3527e-05i,-0.00076118-0.00071108i,-0.00057014-0.00033401i,0.00019853-0.0004434i,0.00061443-0.00082423i,0.00073373-0.0012101i,0.00068532-0.0013192i,0.00042617-0.00068766i,0.00043438-0.00027997i,0.00060134+0.00020282i
-0.0013774-0.00012644i,-0.0012188-0.00036719i,-0.0015948+0.0010021i,-0.00090975+0.0012307i,-0.00029633+0.0001125i,-3.362e-05-0.00078157i,0.00016535-0.001276i,0.00057885-0.00111i,0.00082873-0.00084422i,0.00044134-0.0008917i,-3.1609e-05-0.00045812i,0.00024319+0.00039216i,-0.00020864+0.00051184i,-0.00066256-0.00030919i,-6.6062e-05-0.00048065i,0.00043937-0.00020318i,0.00034052-0.000667i,-0.00067567-3.8413e-05i,-0.0010446+0.0008508i,-0.00023348+0.00010662i,-0.00017259+0.00017464i,-0.0007289+8.5821e-05i,0.00025359-0.00077053i
0.00031544-0.00015694i,0.00067497+7.5406e-05i,0.0015352+0.000114i,0.0010647-0.00051978i,-0.00017508-0.0010098i,-0.00090479-0.00098992i,-0.0010179-0.00085984i,-0.00043357-0.0017216i,0.00024508-0.0021266i,0.00048398-0.0009514i,0.00078663-0.00021425i,0.00099126+4.8222e-05i,0.00057266+0.00052839i,0.00051865+0.0002451i,0.00047141-8.7253e-05i,0.00010852-0.00012745i,-3.9799e-05-0.00078932i,-0.0010372-0.00063869i,-0.00092196-0.00063765i,0.00034415-0.00071963i,0.00058736-0.00032328i,0.0003338-0.00033992i,0.00023931+0.0001803i
-0.0006886-0.0011306i,-0.0012511-0.0014355i,-0.00040174-0.0012349i,0.00073683-0.00024091i,2.9942e-05+0.00016187i,-0.0011085+0.00021994i,-0.00063552+2.6773e-05i,0.00083652-6.7687e-05i,0.00089495-0.00039214i,4.5985e-05-0.00073983i,-0.00038061-0.00037568i,-6.315e-05+0.00024445i,-1.4093e-05+0.00044532i,-0.00062867+0.00063126i,-0.0002279+0.00042329i,0.00061523-4.5271e-05i,0.00062469+0.00027812i,0.00051033-0.0003097i,0.00012174-0.00063042i,-0.0002471+0.00019583i,-0.00018897+0.00026451i,-0.00033806-0.0002379i,-0.00067056-7.0998e-05i
-0.00034517-0.0015773i,-0.00065561-0.0017167i,-0.0019043-0.0017865i,-0.0024439-0.0012735i,-0.0018387-0.00017257i,-0.0013838+0.0003538i,-0.0012954-0.0007872i,-0.0011219-0.0010492i,-0.00067794-0.0011761i,-0.00021872-0.001325i,0.00071876-0.00042847i,0.00087585+0.00042434i,0.00026856+0.00026726i,0.00059015-3.3717e-05i,0.00040889+0.00023368i,-0.00046978-0.00018561i,-0.00051138-0.0005995i,-0.00023408-8.6757e-05i,-0.00033447+0.00037221i,-0.00040522+0.00077282i,8.5123e-05+0.000696i,0.00054812+0.00012216i,0.00025384+0.00024837i
-0.00013896-0.00045281i,-0.00022046+0.00051486i,-7.185e-05+0.0010367i,0.00097531+0.00043428i,0.0014072-8.4528e-05i,0.00094813-0.00024632i,0.00038542-0.00030199i,0.00032774-0.00058598i,0.00010074-0.0004431i,0.0002466-0.00022353i,0.0010838+9.5774e-05i,0.00080427-0.00020425i,0.00036091-0.00087556i,0.00056367-0.00031508i,0.00062068+0.00018185i,0.00080009+0.00061547i,9.4194e-05+0.0010669i,-0.00013504+0.00064799i,0.00047064+0.00023029i,0.00023839+3.6071e-05i,-8.2549e-06+9.8262e-05i,-5.218e-05-0.00017512i,-0.0003556-0.00046215i
0.00074687-0.00010093i,0.00013994+0.00016022i,-0.0011241+9.7697e-05i,-0.00062448-2.6401e-05i,-3.2281e-06+5.1124e-05i,-8.5059e-05-0.00053001i,0.00036911-0.0016287i,0.00026539-0.00090003i,-0.00027577-0.00043879i,4.3087e-05-0.00097616i,0.00086143-0.0010494i,0.0014718-0.00093982i,0.00085108-0.00086961i,-0.00028712-0.00032698i,7.6582e-05+0.0003648i,0.00053687+0.00023247i,0.00044891-0.00043667i,0.00017137-0.00030989i,-0.00027368+0.00014121i,-0.00036345-2.7505e-05i,-0.00053492+0.00026454i,-0.00039422+0.00068385i,-7.4699e-05+0.00017099i
-0.00087775-0.0012658i,-0.0011588-0.001179i,-0.00018368-0.0010413i,0.00083403-0.00030405i,0.0007093+0.00039439i,9.0199e-05+5.288e-05i,9.8744e-05-0.00041614i,0.00084032-2.4041e-05i,0.00011785-0.00023612i,-0.00016767-0.00039352i,0.00067592+0.0007132i,0.00072288+0.00091555i,0.00031938+0.00022049i,7.1065e-05+1.7789e-05i,-0.00021306+0.00019492i,0.00018306-0.00071144i,0.00021991-0.00054879i,-0.00013537+0.00039096i,-0.00039113+0.00090826i,-0.00016849+0.00092299i,-0.00023942+0.00024044i,-0.00069033-0.00037976i,-0.0003044+0.00032949i
-0.0010432-0.00018652i,-0.00056484-0.00075952i,-0.00027677-4.6593e-05i,0.00064491+0.00081975i,0.00076853+0.00019478i,-0.00051606-0.0013583i,-0.0011198-0.0015046i,-0.00037888-0.001545i,0.00043755-0.0017658i,0.00035949-0.00083163i,6.5116e-05-0.00014554i,0.00046871-0.000209i,0.001369+2.6081e-05i,0.0013035+0.000769i,0.00048089+0.00086067i,-0.00047535+0.00027823i,-0.0004897+1.0153e-05i,0.0007548+0.00021175i,0.00060184-0.00025401i,-0.00020652-0.0011053i,0.00014967-0.000931i,0.00013601-0.00022225i,-9.5832e-05+3.636e-05i
9.6596e-05-0.0010003i,0.000242-0.00068929i,0.00049946-0.00025288i,0.00025587-0.00052151i,0.00054379-0.00055261i,0.00062073-0.00040564i,0.00042698-0.00069442i,0.00067496-0.00069415i,0.0011705-0.00056277i,0.0012649-0.00027175i,0.00043791-9.7584e-06i,7.9234e-05+0.00041431i,0.00077326+1.7621e-05i,0.0016002-0.00056771i,0.0016131-0.00071223i,0.0011158-0.00073349i,0.00035379-0.00069951i,-0.00070193-0.00071808i,-0.00071341-0.00070767i,6.7553e-05-0.00025399i,0.00024652-0.00034494i,-0.00039595-0.00040949i,-0.0010882-0.00016346i
-0.00026268+0.0016511i,0.00047062+0.00053676i,0.00084321+0.00043076i,0.00098435+0.00014527i,0.001002-0.00072086i,0.00092719-0.0017971i,0.00053858-0.0020396i,0.00038614-0.00085169i,0.00083-0.00030082i,0.0005203-0.00049145i,0.00095183-9.2736e-05i,0.001833+0.00040196i,0.0015692-4.8225e-05i,0.0011587-0.00039769i,0.0010875-0.00017578i,0.00089617-0.00048471i,0.00050543-0.00044288i,0.00072796+7.3744e-05i,0.00078391-0.00010612i,0.00066005+0.0003761i,0.00072701+0.00032886i,0.00059599-0.00017726i,0.00031917-0.00034775i
-0.0013968+0.00085525i,-0.0016156+0.00017874i,-0.0023655+0.0010281i,-0.0014847+0.00069178i,0.00028909+0.00023571i,0.00083768+0.00025523i,0.00099689-0.00026026i,0.0010081-0.0011288i,-1.8741e-05-0.0014641i,-5.7352e-05-0.00026419i,0.00014859+0.00087267i,-0.00021756+0.00042584i,-7.4585e-05-0.00042274i,0.00060734-0.00071595i,0.00043554-0.0002606i,1.5605e-05+0.00012055i,-0.00015509+0.00013599i,-0.00029677+0.00043416i,-0.0003551+0.00034564i,-0.00067987-5.3286e-05i,0.00035334+0.00018941i,0.0012661-1.0553e-05i,0.00034383-0.0006917i
6.3376e-05+0.00085237i,0.00027829+0.00076872i,0.00078304-0.00055673i,0.0003839-0.0019104i,-0.00016529-0.0015891i,-0.0002447-0.0011501i,-0.00016066-0.0014461i,0.00054425-0.0012884i,0.00083759-4.9431e-06i,0.00020385-6.9291e-05i,0.00044971-0.00088736i,0.0013378-0.00055269i,0.0018395-0.00038494i,0.0018035-0.00072051i,0.0011856-0.00038714i,0.00029754-0.00029869i,-0.00044075-0.00049148i,-0.00023202+0.00025586i,0.0003881+0.00083923i,0.00033763+1.0834e-05i,0.00037922-0.00017223i,-5.5597e-05-2.6668e-05i,-0.00060126-0.00037148i
-0.001889-0.00064328i,-0.00045977-0.00036965i,-0.00046253+0.00016795i,-0.0005628+0.00032888i,0.00036104+9.9804e-05i,0.00074936-5.7459e-05i,0.00037515-4.0206e-05i,7.1698e-05-0.00036274i,0.00028795-0.0010814i,3.2899e-05-0.00046711i,-0.00019607-0.00016269i,0.00036124-0.00034311i,0.00039874-0.0004092i,0.00041746-0.00081971i,0.00096036-0.00028387i,0.00023038-2.0437e-05i,-0.0005732-0.00059886i,0.00060275-0.00063734i,0.0014183-0.00036686i,0.00057135-0.00054883i,-0.00026957-0.00081218i,-0.00047839-0.00058629i,-0.00023419-0.00047831i
0.0011819+0.00026792i,0.0015732-0.00031691i,0.0015426+0.00040986i,0.00083584+0.00016128i,8.5414e-05-0.0007446i,-0.00044352-0.00085492i,-0.0003177-0.00039863i,0.00088584+0.00027021i,0.0010232+0.00077627i,0.00051669+0.00020686i,0.00076891+0.00043027i,0.00036953+0.00082043i,-0.00046081+0.00097425i,-0.00025831+0.0010394i,0.00060905-0.000107i,0.00097161-0.00098661i,0.00062778-0.00019979i,0.00081799+0.00036018i,0.00063956-0.00062472i,0.00043152-0.0010766i,0.00023367-0.00063507i,0.00027324-0.0003974i,8.2533e-05+6.215e-05i
0.0038599-0.0021083i,0.0024454-0.0023206i,0.0016437-0.0027489i,0.00084573-0.0028636i,0.00083172-0.001947i,0.00016858-0.00063159i,1.1085e-06-0.00032951i,0.00083812-0.00093034i,0.0010455-0.002013i,0.0010928-0.0017532i,0.0004664-0.00027868i,-0.0011366+5.3566e-05i,-0.00089423-0.00057578i,0.00011982-0.00020577i,-0.00025264-0.0002716i,7.2971e-05-0.00010459i,0.00039145+0.00066477i,0.0005179+0.00034684i,0.00046609+0.0003542i,-4.8856e-05+0.00031436i,-0.00011512+4.9446e-05i,0.00061151-5.1459e-05i,0.0011234+0.00020448i
-0.001528+0.0010951i,-0.00061524-6.2271e-06i,-0.0010724+0.00025238i,-8.4979e-05+0.00056568i,8.0832e-05+0.00019765i,-0.0002431-0.00060179i,6.6814e-05-0.0015683i,0.00036553-0.0017133i,0.00037042-0.001161i,2.9715e-05-0.00024383i,0.0004516+0.00095239i,0.00080749+0.001818i,0.00046105+0.0013571i,0.00062421-1.5566e-05i,0.00056505-0.00040901i,0.000753-0.00026022i,0.00043155-0.00049334i,-5.7304e-05-0.00045377i,0.00015569-5.4492e-05i,0.00010177+0.0001503i,3.4983e-06-4.3694e-05i,0.00089892-0.00042785i,0.0011854-0.00014398i
-0.00016263-0.0010241i,0.00056845-0.0016012i,0.00050324-0.0018482i,-0.00014157-0.00050782i,-0.00011335+0.00073144i,-9.5991e-07+0.00071408i,0.00035142+0.00033305i,0.00051507-0.00039801i,0.00027198-0.0010477i,0.00048871-0.0015757i,0.0013835-0.0012417i,0.0014264-0.00053986i,0.00011428-0.0006612i,-0.0007716-0.001425i,-0.00050702-0.0016647i,9.8594e-05-0.00036818i,0.00029372+2.2689e-05i,0.00045125+9.3819e-06i,0.00013053+0.00048636i,-0.00097998+0.00083512i,-0.0013425+0.00035662i,-0.00038544-0.00015775i,3.905e-05-0.00021604i
-0.00098622+0.00046199i,0.00023359+0.00065379i,0.000389+0.00081709i,-6.7872e-06+0.00026702i,-0.00015878-0.0010171i,-0.00050238-0.0015075i,-0.00037785-0.0018209i,0.00014944-0.0016898i,0.00015768-0.0022918i,-9.0954e-06-0.0014792i,-0.0004401+0.0002604i,-0.00023963+0.00073475i,0.00030584+0.0006823i,0.0004752+0.00049282i,0.00065317-0.00027586i,-0.00016526-0.00081045i,-0.00035366-0.00027043i,0.00092668+7.3314e-05i,0.00093277-0.00049231i,0.00020785-0.00075563i,-2.8069e-05-0.00047009i,-0.0002486-0.00051229i,-0.00047831-0.00075109i
-0.00099317-0.00029293i,-0.00084736+0.00032914i,-0.0018981+0.00032407i,-0.0019303+0.00087982i,-0.0004216+0.0014893i,0.00010601+0.00061954i,0.00026198-0.00050384i,0.00066974-0.00066169i,0.0010491-0.00018665i,0.00099169+0.00011042i,0.00027548+8.682e-05i,-8.2867e-05-0.00015034i,5.8462e-05-0.00047574i,5.6224e-05-0.0010034i,0.00049516-0.00071474i,0.00087821-0.00019344i,0.00073632-1.1576e-05i,0.00016339-9.293e-05i,-0.00030123+1.068e-05i,0.00015578+0.00079543i,0.00047719+0.0010903i,-6.914e-05+0.00038256i,-0.00042802-0.00014422i
0.00095255+0.00029826i,0.0011697-0.00021098i,0.0014433-0.00093382i,0.0017332-0.0010536i,0.001104-0.0015107i,-3.2604e-06-0.0012053i,-9.7632e-06-0.00092407i,0.00065933-0.0012436i,0.00096046-0.0011913i,0.00055183-0.0012798i,0.00020259-0.00067724i,0.0003673+0.00010557i,0.0002009+0.00027238i,-0.00019305+2.587e-05i,-0.00043152+0.00022543i,-0.00061307+0.00045383i,-0.00059666+0.0001416i,-0.00070978-0.00016413i,-0.0005624+2.3819e-05i,-0.00030851+1.297e-05i,-0.00059115-0.00045548i,-0.001006-0.00052129i,-0.0011035-7.0928e-05i
0.0004918-0.00056111i,0.00035936+9.1501e-06i,-0.00030606-0.0006415i,-0.0010412-0.00073751i,-0.0012643-0.00039528i,-0.00039504+0.00028019i,-0.00057931+0.00043053i,-0.00012936-0.00022479i,0.00056395-0.0014213i,0.0002952-0.0020347i,-1.1231e-06-0.0011949i,0.0002563+0.0001942i,0.0010029+0.00034883i,0.0011802-0.00043321i,0.00055028-0.00040831i,0.00053219-6.5875e-05i,0.0006544+0.00011132i,-0.00027689+0.00068423i,-0.00082729+0.00021624i,-0.00075513-0.00017183i,-0.00047053+0.00025913i,0.00036159+0.00055437i,0.00079285+0.00031569i
-0.00034105-0.00034455i,-0.0011677-0.00095933i,-0.0016197-0.0013624i,-0.0010675-0.0015086i,-0.00043244-0.00097298i,-0.00043929-0.0007927i,0.00012482-0.00096163i,0.00081179-0.00084286i,0.00072051-0.00071757i,0.00022538-0.00017201i,-0.00034083+5.4093e-05i,-5.0774e-05+0.00040024i,0.00027595+0.00064845i,0.0004299-3.1157e-05i,0.00061593+0.00032128i,0.00020666+0.0010967i,0.00014135+0.0004318i,0.00063975+0.0001362i,0.00072099+0.00036096i,0.00085866-0.0001047i,0.001275-0.00040527i,0.0010491+3.8377e-05i,4.4968e-05+0.00051872i
0.001135+0.0024913i,0.0031496+0.00026415i,0.0045526-0.00082973i,0.0034367-0.0017695i,0.0025041-0.001605i,0.00089423-0.0011995i,4.4003e-06-0.0016828i,8.5974e-05-0.0017837i,-0.00017511-0.001029i,3.1388e-05-0.00029743i,0.0010985-9.4917e-05i,0.0020625+0.00035226i,0.0021492+0.00022516i,0.0017313-0.00057602i,0.00094405-0.00040126i,0.00031616-0.00029423i,0.00063111-0.00098753i,0.00042022-0.00068829i,2.3528e-05+0.00040313i,-6.2989e-05+0.00051992i,-0.00016732+0.00027653i,-0.00013573-0.00010317i,0.00018169-0.00067519i
-0.0011603-0.0015199i,-0.0019597-0.00068087i,-0.0023387+0.0002887i,-0.00092523+0.00073509i,1.1424e-05+0.00030259i,3.0028e-05+0.00017981i,0.00066744-0.00071965i,0.0007331-0.001109i,-0.00012435-0.00099204i,-0.00031709-0.0013132i,-5.1241e-05-0.00081141i,0.00066112+0.00047496i,0.00086513+0.0002615i,0.00022041-0.00055477i,0.00012336-0.00033652i,-0.00024536-0.00011549i,-0.0010165+0.0002924i,-0.00060095+0.00047442i,-0.00039022+5.7164e-05i,-0.00064368-0.00028579i,4.7821e-05-0.00026617i,0.00038882-0.00013705i,-0.00072741-0.00011646i
-0.00070035+0.00068709i,-0.00029549+0.0015473i,4.6462e-05+0.0013834i,0.00069046+0.00063412i,0.0014166-0.00069242i,0.0016393-0.00098602i,0.00031181-0.00089663i,-0.00022134-0.0007246i,0.00085453-0.00015864i,0.00077186+0.00038299i,0.00022174+0.00089178i,0.00033407+0.00068113i,0.00073268+0.000183i,0.00059151+0.00029495i,0.00035605-0.00010083i,0.00055929-0.0005329i,0.00084898+0.00019542i,0.00083851+0.00069916i,0.00061441+0.00062403i,0.0005-0.00013244i,0.00045112-0.0011384i,0.00013536-0.0011847i,-0.00026661-9.7861e-05i
-0.0014386+0.00061105i,-0.001117+0.00012592i,-0.0013938+0.00061633i,-0.00073221+0.0017298i,6.2324e-05+0.0017234i,0.00010455+0.00071858i,0.00049139-5.7515e-05i,0.00022747+5.5936e-05i,-0.00065715-0.00071982i,-0.00071693-0.001481i,0.00048652-0.0004091i,0.0012717+0.0010251i,0.00084254+0.00076495i,0.00021923+9.1419e-05i,0.00011627+0.00026799i,8.9974e-05+2.3142e-05i,-3.3908e-05-0.00035163i,0.00021573-0.00051807i,0.00071675-0.00069255i,0.00018103-0.00077381i,-0.00057596-0.00077149i,-6.2821e-05-0.00046157i,0.00030955+0.00088317i
0.0011552-0.00095967i,0.0010577-9.5649e-05i,0.00077271+0.00028134i,-6.1025e-06+0.00028958i,-0.00026271-0.00028513i,-0.0003127+0.00027845i,-0.00027085+0.00031639i,0.00056159-0.0012381i,0.001021-0.0017441i,0.0002932-0.0016201i,0.00048203-0.0013576i,0.00023881-0.00084084i,-0.00065973-0.00060834i,-0.00073532-0.00071456i,-0.00049878-0.0011424i,-0.00058294-0.0013861i,0.00019803-0.00092284i,0.00073417-0.00012349i,0.00011482+0.00042093i,-0.000594-0.00019563i,-0.00031959-0.00050981i,0.000208-0.00060499i,5.6997e-05-0.00074343i
0.0017055-0.00066945i,0.00023198-0.0012656i,-0.00064857-0.0024436i,0.00021397-0.0028766i,0.00080192-0.002233i,-0.00052422-0.001381i,-0.0017339-0.0010219i,-0.00012182-0.0012636i,0.00083809-0.0014573i,7.6796e-05-0.0017078i,-0.00031675-0.0011686i,-0.00027248-0.0003285i,0.00021928-8.6595e-05i,0.00022697-0.00040572i,0.00018554-0.00031576i,-5.7896e-05-3.7671e-05i,-4.6829e-05+0.00017377i,-0.00013042+2.0305e-05i,-0.00021203-0.00041937i,-0.00029286-0.00012244i,-0.000516+0.00050471i,-0.00021167+0.00034629i,-0.00042615-5.3868e-05i
-0.0017607-2.7697e-06i,-0.0012131-0.0011706i,-0.0013479-0.00053603i,-0.0013503+0.0014543i,-0.00097396+0.0017832i,-0.00065716+0.00079477i,-0.00071867-9.7739e-05i,-0.00047386-0.0005392i,0.00084223-0.00049533i,0.00066366-0.00012485i,-0.0003983+0.0002787i,0.00027316+0.00047834i,0.0005528+0.00095441i,-0.00051109+0.0006054i,-0.00059404+1.6676e-05i,-0.00014461+1.0532e-05i,-0.00055796-0.00029751i,-0.00072423-0.00066466i,-0.00079472-0.00097288i,-0.00094821-0.00072264i,-0.00053909+3.7723e-05i,1.8805e-05-4.5694e-05i,0.00054476-0.00015263i
-0.0014204+0.00085381i,-0.0021449+0.00043925i,-0.0018671-8.7315e-05i,-0.0010889-0.0001983i,-0.00023189-0.0004927i,0.00055511-0.0006962i,0.00064631-0.00063185i,0.00034429-0.00085439i,-0.00057785-0.00072607i,-0.00039099+7.6113e-05i,5.0894e-05+0.00044758i,0.00047419+0.00070692i,0.00089605+0.00046153i,0.00091366+0.00016059i,0.00013753+4.519e-05i,-0.00012439+4.5346e-06i,-0.00025305+0.00031796i,-0.00042468+0.00067152i,-0.00060668+0.00038813i,-0.00058605-0.00017589i,-0.00061071-0.00066044i,-0.00062825-0.00057789i,-0.00038177+0.00027587i
-8.3743e-05-0.001817i,0.00031736-0.0020477i,-3.6756e-05-0.0013956i,-0.00053641-0.00045929i,-0.00037113+0.00052389i,-0.00075454+0.0011425i,-0.00048541+0.0012056i,0.00062406+0.00054935i,0.0012114-0.0001475i,0.00051351-0.0010756i,-0.00051487-0.0012097i,-0.00074414-0.00071463i,-0.00050539-0.00017374i,-0.00041199+0.00016027i,0.0003828+0.0002689i,0.00072986-0.0001213i,-5.8837e-05-0.0003545i,-0.00018558-0.00059082i,0.00035083-0.00020539i,0.00050239-0.00029808i,0.00042998-0.00085045i,0.00041336-0.00036577i,0.00030515+0.00012421i
-0.0019137+0.00096852i,-0.0004716+0.0015694i,-0.00012259+0.0017947i,-9.9051e-05+0.0016216i,0.0002815+0.00078834i,0.00068737-0.00028846i,0.00047715-0.0011333i,0.00020662-0.0015786i,0.00010437-0.001646i,-4.9815e-05-0.0010649i,0.00074216+0.00015373i,0.0011704+0.00069331i,0.0016515+0.00032903i,0.0011434+0.00011809i,-0.00032858+0.00060063i,-0.00036908+0.00063666i,0.00024497+0.00077066i,0.0001444+0.00086714i,-6.2777e-05-3.4738e-05i,-0.00063013-0.00069336i,-0.00038902-0.00066044i,0.00063293-0.00041303i,0.00088611+7.5891e-05i
0.00072136-0.0005608i,-0.00074792-0.00010943i,-0.00053053-8.632e-05i,-0.00052189+0.00029995i,-0.00071224+0.00024172i,-0.00012091-6.9348e-05i,-0.0002817+2.9e-05i,0.00011311-0.00048455i,0.00079536-0.00077429i,0.00080823-0.00084629i,0.00039526-0.00052035i,0.00047971-0.00036082i,0.00016072-0.00039976i,-0.000194+0.00021395i,0.0004206+0.00046806i,0.0010993-2.5867e-05i,0.00129-0.00020106i,0.0011368-5.6797e-05i,0.0013089-0.00052373i,0.0004267-0.00060076i,-0.00076803-0.00051422i,-1.6769e-05-5.4381e-05i,0.00068404+0.00035421i
0.0011463-0.00033817i,0.0018232-0.00086375i,0.00084259-0.0010452i,0.00022237-0.0013758i,0.00022621-0.00087151i,-0.00061382-0.00077255i,2.5704e-05-0.0016122i,0.00071235-0.0017558i,8.2943e-05-0.0015271i,-0.00025727-0.0010843i,0.00022484-0.0011296i,0.00081271-0.0013224i,0.00044475-0.0010285i,-0.00034084-4.0565e-05i,-4.766e-05+0.00064935i,0.00012161+0.0003222i,-0.00074329-0.00028113i,-0.00050961-0.00025653i,0.00039474-7.9479e-05i,0.00057318-9.3593e-05i,0.00059708-0.00061779i,0.00089486-0.001126i,0.0008666-0.0012616i
0.0018189-0.00032539i,0.0017654-0.00054654i,0.0012586-0.00095038i,0.00045296-0.0015258i,-7.626e-05-0.001881i,-6.0182e-05-0.0007324i,0.00036692-0.0001445i,0.0011133-0.00067903i,0.0015839-0.0013736i,0.00076507-0.0014666i,-0.00043524-0.0020809i,-0.00023665-0.0017171i,-0.00015347-0.00074744i,-0.00025289-0.00084914i,0.00031826-0.00090639i,0.00029716-0.00081459i,0.00042798-0.0012211i,0.00097704-0.00059306i,0.00086979-0.00016949i,0.00022231-9.8163e-05i,0.00021969+1.4665e-05i,0.0005739+0.00030834i,7.6323e-05+0.00086387i
-0.0010727-0.00090654i,-0.00039897-0.0011875i,-0.00094036-0.0012023i,-0.001186-0.0010825i,-0.00057179-0.00088102i,5.2584e-06-0.00078977i,0.0004936-0.00037799i,0.00024228-0.00065954i,-5.689e-05-0.0014782i,-0.00041286-0.0012655i,-0.00022751-4.2308e-05i,-0.00016199+0.00091919i,-0.0001688+0.00081135i,-0.00049294+0.00048989i,-0.00010373+9.4293e-05i,0.0010416-0.00011359i,0.0010252-0.00044096i,0.00010411-0.0011175i,-0.0002231-0.00066243i,-0.00030931-0.00018998i,0.00012301-0.00037832i,-0.00069177+0.00023836i,-0.001284+0.00022524i
0.00080732-0.00072749i,0.0012463-0.0014188i,0.00055448-0.0019868i,-5.4253e-05-0.00118i,0.00045637-0.0004194i,0.0003057-0.0010498i,-7.6593e-05-0.0014707i,0.00026461-0.00068248i,0.0011579-0.00065934i,0.0012161-0.0012629i,0.0001831-0.00055661i,8.7135e-06+0.00034888i,-0.00012201+0.0003496i,-0.00017973+0.00021369i,0.00065606+0.00034175i,0.00082229-6.6916e-05i,0.00021107-0.00054919i,1.1362e-05-0.00053039i,0.00014802+5.2198e-05i,0.00046826+0.00025531i,0.00066596-9.7196e-05i,-0.00019355-0.00017651i,-0.00044555-0.00040374i
-0.00057244+0.00051353i,0.0006719+0.0011105i,0.00091106+0.0014252i,0.0001328+1.2124e-05i,-0.0011086-0.0011608i,-0.0010935-0.00058587i,-0.00034383+0.00011157i,-0.00026996-0.00090273i,-0.0005403-0.0019334i,-0.00081582-0.0013011i,-1.511e-05-0.00064397i,0.0011442-0.00067918i,0.0010245+0.00027379i,0.00061094+0.00073073i,0.00030122+0.0007665i,-0.00027657+0.00081037i,-0.00051079+0.00038123i,-0.00011606+0.00023867i,-0.00042066+0.00024648i,-0.0008527+3.2208e-06i,-8.2643e-05-0.00046028i,0.00086744-0.00099505i,0.0003893-0.0012523i
-0.00088941-0.0019743i,-0.0014728-0.0015391i,-0.0026617-0.00056153i,-0.0026334+0.00047294i,-0.00037657+0.00043311i,0.0010644+0.00018464i,0.0010665-2.2477e-05i,0.0011341-0.00022552i,0.0013702-0.00098694i,0.00077433-0.00055149i,0.00044781+0.00015383i,0.0012229-0.00010847i,0.0010811-0.00027213i,0.00081789-0.00059198i,0.00056552-0.00031909i,0.00076514+0.00010951i,0.00095779+3.7861e-05i,0.00024882+0.0004433i,-0.00040408-0.00019638i,-0.00067949-0.00032117i,-0.0011708+0.00037495i,-0.00055058-0.00031719i,0.00031002-0.00027608i
-0.00051085+0.002546i,0.00093331+0.0024415i,0.0026204+0.0028495i,0.002322+0.0011565i,0.0012445-0.0011884i,-1.9917e-05-0.0025036i,-0.0010871-0.002917i,-0.0010859-0.0027506i,-0.00018081-0.0018567i,0.00085079-0.0013569i,0.0014623-0.00069779i,0.0021517-0.00011089i,0.0023272-0.00046757i,0.0018074-0.00035224i,0.0011926-0.00022151i,0.00068563-0.00036972i,0.00063549-5.1917e-05i,0.00052818+0.00053805i,1.6035e-05+0.00086528i,-0.00066241-0.00021833i,-0.00091492-0.0014487i,-0.00057023-0.0011798i,-0.00093665-0.00078304i
-0.0011477-0.00048079i,-0.0011917+0.00017241i,-0.0011984+0.00095902i,-0.0015574+0.0021035i,-0.00153+0.0017649i,-0.00099395+0.00029598i,-0.00035786-0.00011383i,-0.00020571-6.957e-05i,-0.00022757-7.0991e-05i,-0.00018031-0.00025086i,-1.0195e-05-0.00037063i,0.00024587+0.00078464i,0.0005295+0.0010718i,0.00049553+0.00041018i,0.0004543+4.0354e-05i,0.00060359-0.00085491i,0.000213-0.0008119i,-0.00043423-0.00039494i,-0.00055356-6.302e-05i,-0.0004899+0.00029488i,-0.00036174-0.00016802i,8.0955e-05-0.00047876i,0.00053418+5.5667e-05i
0.00023548-0.00065186i,0.00024493-0.001755i,-0.00014843-0.0028059i,-0.00065218-0.002743i,-0.0013051-0.0017417i,-0.00093534-0.00091497i,0.00010616-0.0016057i,-0.00018565-0.0018433i,-0.00025567-0.0011246i,0.00021305-0.00079483i,0.00066586-0.00054415i,0.00083502-0.00051612i,0.00074832-0.00027455i,0.00021539-0.00046653i,-9.824e-05-0.00098969i,0.00061042-0.00057399i,2.0099e-05+0.00013758i,-0.00067444-0.00011318i,-5.5265e-05+0.00024493i,0.00016654+0.00027748i,-9.8002e-09-0.00048875i,0.00014701+0.00025716i,0.001187+0.00019722i
