0.00086481-0.0011495i,0.00066121-0.0017823i,-0.0019842-0.0021937i,-0.0030755-0.0016484i,-0.0022587-0.0010657i,-0.0015001+0.00010767i,-0.00096668+0.0015692i,-0.0012535+0.0021642i,-0.00035939+0.001065i,0.0007558-0.00017856i,0.00026393-0.00088468i,-0.00039418-0.0014929i,-0.0001486-0.0011751i,0.00049179+0.00014022i,-0.00032664+0.0011046i,-0.0011323+0.00074974i,-0.00068641+0.00012581i,0.0001711-0.00051889i,0.00063874-0.00021071i,6.3761e-05+0.00041891i,-0.00018716+3.843e-05i,-0.00023991+0.00012905i,0.00018334+0.00052577i
0.00039811-0.0011511i,-0.00098024-0.0015069i,-0.0017908-0.0012944i,-0.0021949-0.0013254i,-0.0022804-0.001071i,-0.0020576-0.00018097i,-0.0010192+0.00044203i,-0.00019218+0.00016034i,3.963e-05-0.00036179i,-0.00024451-0.00029321i,-0.00062268+0.00023332i,-0.00078551+0.00048279i,-0.00055374-0.00021842i,-0.00021079-6.6584e-05i,0.00067252-2.5882e-06i,0.00046866-0.00043166i,-0.00014502-0.00038137i,0.00033242+1.7929e-05i,0.00069823-3.4658e-05i,0.00072512+0.00041347i,0.00069353+0.00059218i,-0.00030868+8.52e-05i,-0.00092419+0.00061407i
0.00080458-7.4572e-05i,0.0016989-0.00024291i,0.0014162-1.0684e-05i,0.00059067-0.00022869i,8.3861e-05+0.00099687i,0.0005886+0.00126i,0.00023618+0.00014329i,2.8289e-05-0.00046586i,0.00011484-0.0004938i,8.6247e-05-0.0010549i,0.00059855-0.0010103i,-0.00015195-0.00038127i,-0.00059107-0.00040977i,-0.00028814+0.00038936i,-0.00050067+0.00038344i,-0.00012334-0.00047936i,0.00039471-6.405e-05i,0.00057588+0.00044892i,0.00029983+0.00020369i,-0.00018442+0.00010034i,0.0005604-7.5754e-05i,0.0014377+3.9733e-05i,0.0011483+0.00043761i
-0.002652+3.4128e-05i,-0.0027234+7.4263e-05i,-0.0026428-0.00089993i,-0.0024368-0.00043145i,-0.0018057+0.00087701i,-0.0013616+0.00094044i,-0.00045077+0.0003865i,0.00025532+1.4215e-05i,0.00042959+7.9534e-05i,0.00051387+0.00042011i,-2.3616e-07+0.00069104i,-2.8076e-05+0.00026633i,3.4907e-05-4.1523e-05i,0.00029924-0.00017484i,0.00066666+0.00012668i,0.00052523+0.00051984i,-0.0001842+0.00017297i,-9.0004e-05+0.00033104i,0.00068409+0.00085552i,0.00086838+0.0011784i,-0.00017488+0.00080936i,-0.00094397+0.0004577i,-0.00055307+0.00036323i
-0.00034961-1.4423e-05i,-0.0015329-0.0008379i,-0.0004931-6.5278e-05i,0.00069432+0.00071981i,0.00092805+3.0408e-05i,0.00070785-0.00043854i,0.00039062-0.00035553i,0.00019645-4.6787e-05i,0.00046953-0.00015097i,0.00072844-0.00060586i,-0.00025875-0.00079193i,-0.0003977-0.00018376i,-0.00015143+0.00063983i,-0.00066601+0.00064006i,-0.0012614+0.00094268i,-0.00088008+0.0010699i,-0.00070606+0.00067666i,-0.00086246-3.5658e-05i,0.00025595-0.00014652i,0.00031279+9.9805e-05i,-0.00031613+0.00019184i,0.00016956+0.0002932i,0.00045552+3.6668e-05i
0.0015721+0.00094254i,0.0027718+0.00053135i,0.002292+0.00049272i,0.00021018+0.00034073i,-0.00070234-1.0358e-05i,-0.00065537+0.00012669i,-0.0010582-0.00039162i,-0.00090361-0.00097157i,-0.00031308-0.0010377i,-0.00043375-0.0013726i,-0.00073724-0.00040228i,-0.00032957+0.00045686i,-0.00018022+0.00076052i,-0.00032134+0.0014101i,-0.00073405+0.0011753i,-0.00069747+0.00012797i,7.3008e-05-0.00027546i,0.00045346+0.00021823i,-8.8591e-05+0.00051553i,-0.00066563+0.00010644i,-0.00060647-0.00052957i,-0.00030076-0.00037403i,-0.00019283+0.00017197i
0.00068239+0.0020634i,0.00050857+0.0020953i,0.00073377+0.001802i,0.00015036+0.00083558i,-0.00077094+0.00085424i,-0.00055883+0.0014192i,0.00017922+0.0010959i,8.3957e-05+0.00041213i,-0.00064935+0.00028823i,-0.00061257+0.00057076i,-0.00055841+0.00016766i,-0.0010536-0.00086759i,-0.0004752-0.0012381i,0.00056684-0.00082696i,0.00044938-9.1184e-05i,0.00036561+0.0009733i,-0.00016415+0.001198i,-0.00058868+0.00099297i,-7.2283e-06+0.00039133i,-0.00014719-0.00013319i,-0.00063188-0.00024919i,-0.00036214-0.00056687i,-0.00027408+0.00013248i
-0.0017842-0.0012357i,-0.0019774-0.0019461i,-0.0018014-0.00088232i,-0.0013858+0.00021611i,-0.0012661+0.00080679i,-0.0010621+0.0008964i,-0.0011532+0.00033931i,-0.0006438-0.00071552i,-4.4257e-05-0.0007367i,0.00035989+3.4548e-05i,0.00040444-4.0251e-05i,0.00063737-4.7977e-06i,0.00063503+0.00022802i,0.00055701+0.00066276i,0.00032235+0.0010303i,0.00011619+0.0011189i,-3.6955e-05+0.00098083i,-0.00035471+0.00017682i,-0.00020397+6.213e-05i,8.97e-05+0.00017255i,0.00034933+0.00015486i,8.5571e-05+0.00027293i,-0.00022886+0.00087434i
-0.00018491-0.0015032i,-0.00053564-0.0011171i,-0.0017905-0.00053764i,-0.0027364+0.00012019i,-0.0023758+0.00096596i,-0.00033493+0.0013662i,0.00068999+0.00065293i,0.00012769-0.00079253i,-6.4154e-05-0.00042444i,-0.00013267+8.2253e-05i,-0.00040846-0.00060908i,-0.00045403-0.00086178i,-0.00058779-0.00063658i,-0.00070514-0.00025516i,0.00016285-0.0003607i,8.3936e-05-0.00056148i,-0.00035662-0.00038608i,0.00015913-6.5865e-05i,-0.00019748-5.8495e-05i,-0.00078302+9.3511e-05i,-0.00064403-0.00026676i,-0.00045568-0.00049091i,-0.00032946+0.0002144i
-0.00065535+0.00061921i,-8.8573e-05+0.00062248i,0.00021781+0.0010477i,0.00041316+0.0015216i,0.00038772+0.0020833i,5.7103e-05+0.0012302i,-0.0004488-0.00078236i,-0.00029792-0.0014054i,-8.1981e-05-0.00034255i,-0.00017131+3.3842e-05i,-0.0010077-0.00022347i,-0.0012339-9.6931e-05i,-0.00052423-0.00018033i,-0.0001832-0.00049487i,-0.00027053-0.00010167i,3.0625e-05+0.00022491i,0.00083902-0.00021353i,0.0012311-0.00081287i,0.00023229-0.00015775i,-0.0012973+0.00040409i,-0.0013551-0.00032882i,-0.00053233-0.00061789i,2.0907e-05-0.00039494i
-0.001491+0.0012222i,-0.0013545+0.00093175i,-0.001208+0.00073281i,-0.0014937+0.00079952i,-0.0019624+0.0020072i,-0.0018917+0.0013327i,-0.0011794-0.00023743i,-0.00012847-0.00089454i,0.0001276-0.00049236i,0.00010632-5.3582e-05i,0.00027402+0.00033683i,-0.00022575+0.00018303i,-0.00099136-0.00051324i,-0.0016678-0.00072127i,-0.0014447-2.8089e-05i,-0.00057671+0.00010887i,0.00036841-0.0003785i,0.00053705-0.00043139i,0.0009733-0.0012197i,0.00074957-0.0012113i,0.00027619-0.00026107i,0.00034937+6.1139e-05i,0.0002558+0.00021164i
0.00062955+0.000968i,0.00084935-0.00062055i,0.0019674-0.0013036i,0.0013679-0.00063163i,0.0005688+3.9289e-05i,0.00066052+0.00013862i,0.00053796+0.00014944i,0.00020071-0.00016014i,0.00053582-0.000506i,0.0013097-0.00094976i,0.00098029-0.0013466i,-0.00012374-0.00094187i,-0.00060799-0.00025772i,-0.00058275+0.00015041i,-0.00088321+0.00033764i,-0.00068528+5.9749e-05i,0.00054848-0.000279i,0.0010114+0.00020485i,-0.00018232+0.0001102i,-0.0010059-0.00078987i,-0.00064142-0.0010772i,2.6181e-05-0.00062694i,0.00069682-1.6831e-05i
0.00014102-0.00015653i,0.00014105-0.00029573i,-0.0013464-0.0002608i,-0.0024312-0.00041357i,-0.0020466-0.00012854i,-0.00077174+0.00056117i,-0.0002435+0.00097506i,-0.00032231+0.00084656i,7.5954e-05+0.00045931i,0.0004236-0.00029369i,-0.00041167-0.00065797i,-0.00026132-0.00045234i,0.00036651+0.00025221i,-4.3424e-05+0.00080265i,0.00019858+0.0010312i,0.00051293+0.00074853i,0.00053335-0.00039816i,0.00029035-0.00078531i,-0.00010068-0.00060804i,0.00037642-0.00059681i,0.00068946-0.00038262i,0.00054452-0.00011763i,1.1929e-05+0.0001642i
0.00055055-0.00022155i,0.00040658-0.00019063i,-0.0007451+0.00054831i,-0.00030502+0.00048281i,6.2659e-05+0.00060908i,0.00022846+0.00078961i,0.00026056+0.00090975i,0.00029826+0.00034907i,-0.00025616-0.0004863i,-0.00036345-0.00046806i,3.1427e-06-8.5937e-05i,0.00011858+0.0003073i,0.00066385+0.00029541i,0.00097601+0.00047605i,0.00044377+0.0008485i,-0.00067559+0.001044i,-0.0014341+0.00095408i,-0.0012573+0.00074548i,-0.00048303+0.00069553i,4.387e-05+0.0012127i,0.00052361+0.0014978i,0.00016167+0.00094587i,6.6332e-05+0.00058005i
-0.00077475+0.0015582i,-0.0011977+0.0013236i,-0.00091449+0.00039021i,-0.0010657+0.0008671i,-0.00149+0.0016243i,-0.00085494+0.0013496i,0.00016852+0.00088375i,0.00079449+0.0010203i,0.00051935+0.00081698i,0.00056422+9.9533e-05i,1.2659e-05-0.00038545i,-0.00065713-0.00046538i,0.00019816+0.00016652i,0.00047578-9.9035e-05i,-0.00032605-0.00029717i,-0.00033526+0.00018505i,0.00027097+0.00048707i,0.00072766-0.00011891i,0.0010214-0.00047377i,0.00064379+0.00052616i,-0.00019384+0.00053428i,-0.00076046+0.00040684i,-0.0010512-6.2327e-05i
-0.00022447+0.00019882i,-0.00076496+0.00051076i,-0.0009604+0.00053928i,-0.0012395+0.00070286i,-0.0011478+0.00064791i,-0.00031094+8.1962e-05i,0.0004635-0.00022402i,0.00015474-7.6527e-05i,0.00018416-0.00028217i,0.00043811-0.00055714i,0.00025796-0.00063682i,-0.0002803-0.00071787i,-0.00057221-0.00028545i,-0.0005136+0.00026992i,-0.00028247+0.0008215i,-5.6318e-05+0.0013249i,0.00011568+0.0010858i,0.00036011+0.00097722i,7.9145e-05+0.00072603i,6.1153e-05+0.0004135i,0.00017154+0.00014227i,0.00033068+0.00012752i,-0.00037383+0.00045165i
0.0016846+0.00030399i,0.0016973-0.0010342i,0.0005791-0.0015125i,-0.0010982-0.0011543i,-0.00075724+0.00041459i,-0.00033441+0.00062529i,-0.00034257-9.0252e-05i,-0.00015863-0.00047144i,0.00012622-0.00041299i,0.00039237+0.00055873i,-0.00026926+0.0009843i,-0.00061198+0.00037816i,0.00044839+0.00049943i,0.00099156+0.0010468i,0.00075835+0.00088459i,0.00075685+0.00023589i,0.00060176-0.00075853i,0.00018326-0.001263i,-0.00050762-0.00043373i,-0.0014247-6.5941e-06i,-0.0016442-0.00037119i,-0.00096042-0.00023114i,-0.00059205+0.00028172i
8.6638e-05+0.00055203i,0.00031634-4.8473e-05i,0.00046717-0.0010627i,-0.00098297-0.001312i,-0.0021323-0.0019381i,-0.0016905-0.0012794i,0.00010567+0.00051056i,0.00085204+0.00034907i,0.0003144-0.00078264i,-0.00015356-0.0012894i,-0.00017299-0.0014477i,0.00039088-0.00076858i,0.00068467-0.00022581i,0.0006362+0.00020996i,0.0010213+0.00072663i,0.0011177-0.00056189i,0.00094515-0.0015589i,0.00072306-0.0015111i,0.00080098-0.0011995i,0.00057173-0.00048699i,-0.00021149+0.000334i,-0.00075352-0.00024235i,-0.0010865-0.00013623i
0.00052755-0.00058533i,0.00099696-0.00043171i,0.00039999-0.00040686i,-0.0004563-0.0002312i,-0.00069205+0.00088964i,-0.00095359+0.0018311i,-0.0012083+0.0012146i,-0.0013735+0.00062499i,-0.0010346+0.0006224i,-7.68e-05+0.00052863i,0.00044962+0.0006819i,7.2124e-06+0.00010765i,-0.00060163-0.00056735i,-0.00055053-0.00054252i,-0.00014591-0.00029904i,0.00018865+0.00014925i,-6.669e-05+0.0001545i,-0.00020052-4.3193e-05i,0.00020676+0.00013083i,-0.00030709-0.00038984i,-0.00014937-0.00098392i,0.00060407-0.00062421i,0.00019156-0.0002165i
-0.00041663-0.00077475i,-0.00073043-0.00077038i,-0.0011182-0.0014101i,-0.0021946-0.0011513i,-0.0032741+0.00019692i,-0.0029406+0.001306i,-0.0012214+0.00078098i,0.00039249-0.00015929i,0.00099335-0.00048927i,-3.4132e-05-0.00077275i,-0.00086218-0.00040424i,0.00015812+0.00039128i,0.00089629+0.00080087i,8.0593e-05+0.00043347i,-0.00022613+0.00060568i,-0.00034107+0.0010659i,-0.00042244+0.00068135i,0.00033301-0.00012722i,0.00023347-0.0011632i,9.7447e-05-0.0013844i,0.0005577-0.00065757i,0.001047+0.00028204i,0.00064794+0.00015228i
-0.00037517+0.0010135i,-0.00018311-0.00071254i,0.00066761-0.00074352i,0.0004882-0.00026935i,0.00026785-3.619e-05i,-0.0002617+0.00028043i,-0.0012414+0.00019009i,-0.0015109+0.0003925i,-0.00073596-4.6359e-05i,-0.00033923-0.00041489i,-0.00028035-0.000335i,0.00013592+0.00010726i,0.00017089+0.00043628i,7.3029e-05+0.00040163i,0.00024436+0.0003012i,0.00018706+0.00050278i,-0.00016901+0.00048529i,-1.6144e-05+0.00027745i,0.00022232+0.00018612i,0.00050956-0.0002138i,-6.6839e-05-2.8752e-05i,-0.00060509+0.00012615i,0.000201-0.0004658i
-0.00093371-0.0007599i,-0.00051974-0.00069738i,-0.0020517-0.0007256i,-0.0026873-0.00069252i,-0.0015458+0.00072492i,-0.0012192+0.001915i,-0.00074686+0.0010958i,0.00040836-0.00022515i,0.0002219-0.001073i,-0.00074793-0.00033199i,-0.0011299+0.00073429i,4.9872e-08+0.00092582i,0.00012031-0.00010653i,-0.00051903-0.0010911i,-0.00025064+4.6661e-05i,0.0004035+0.0010586i,0.00018686+0.00048631i,-8.5821e-05-0.00055311i,-0.00020791-0.0004924i,-0.00015917-0.00012078i,-0.00055186+0.00063623i,-0.00084716+0.00099842i,-0.00013237+0.0010458i
-0.00063394+0.00071108i,-0.00045158+0.00036601i,-0.0013755-0.00020573i,-0.0016852+0.00041446i,-0.0011669+0.0010225i,-0.0003683+0.00085982i,9.1339e-05+6.8346e-05i,-0.00020779-3.3342e-05i,-0.00060964+2.1017e-05i,-0.00029758-0.0001111i,-0.00036202+0.00013874i,0.00013394-0.00028932i,0.00019555+0.00043821i,-0.00093984+0.001175i,-0.00080502+0.00070437i,-0.00016486+0.00057218i,6.187e-05+0.00055514i,-7.0859e-05+0.00011516i,3.2263e-05-0.00058988i,0.00024187-0.00073152i,0.00018556+8.6891e-05i,0.00018631+0.00078507i,0.0006869+0.00054473i
-0.00067974+0.0011466i,3.2269e-05+0.00021055i,9.4977e-05-0.00054125i,-0.0010707-0.00026854i,-0.0012421-1.6954e-05i,-0.0011811+0.00022382i,-0.0014152+0.00024806i,-0.00062872+0.0005531i,-0.00026538+0.00057203i,-0.00010774+0.00068785i,-2.8556e-05+0.00083265i,-0.00046122+0.00032738i,-0.00050087-0.00048511i,-0.00026648-3.8354e-05i,2.4291e-05+0.00028902i,0.00027605+0.00041005i,0.0005284+0.00020317i,0.00048917-8.6671e-05i,-0.00034543-0.00033701i,-0.0011977-0.00059418i,-0.0011276-0.00032619i,-0.00079523-0.00046426i,2.6138e-05+0.00020787i
-0.0028501-0.0014186i,-0.0020722-0.0010097i,-0.0025725-6.0451e-05i,-0.0025083+0.00020506i,-0.0022031+0.0012261i,-0.0023027+0.0021831i,-0.0011629+0.0018937i,-0.00010047+0.0015708i,-7.7398e-05+0.00082247i,4.8741e-05-0.0002932i,0.00046277-0.00063457i,0.00090143-0.00067571i,0.00017726-0.00041716i,-2.9653e-05-0.00022336i,-0.00016618-0.00074762i,-0.00019316-0.00076948i,0.00019566-0.00071028i,-0.00013994+4.945e-05i,-0.0001919+0.00065793i,0.00043681-0.0001295i,0.00060291-0.00051599i,0.00023844-0.00030844i,0.00014156+0.00067204i
0.0007426-0.0017066i,0.00014738-0.0013487i,-0.0013379-0.0014635i,-0.0024148-0.00090268i,-0.0025429+0.00053298i,-0.001146+0.001861i,-0.0002549+0.001232i,-0.00056481+0.00024687i,-0.00092821-5.7312e-05i,-0.0013354+0.00024435i,-0.00092896+0.00069128i,-0.00029821+0.00094392i,-5.1783e-05+0.0010349i,-4.4524e-05+0.0016673i,0.00017862+0.0015571i,0.00021446+0.00038173i,0.00020559-0.00032181i,0.00017479-0.00045539i,4.7769e-05-0.00035279i,-0.00027683+0.00024978i,-0.00018062+0.0010045i,0.00017916+0.0010631i,3.7064e-05+0.00058345i
0.00038735+0.00086168i,0.00023205+0.00058957i,-0.0010548-0.00045955i,-0.0013649-0.00036362i,-0.0012308+0.00038234i,-0.0015606+0.00051494i,-0.0018333+0.0004375i,-0.00092849+0.00027745i,4.609e-05-0.00017061i,-0.00051183-0.00040325i,-0.001741-2.063e-05i,-0.0014095+0.00088634i,-0.00039547+0.0010034i,-0.0005043+0.00041247i,-0.00048828+0.00011828i,-0.00010087-0.00042614i,0.00033434-0.00060825i,0.00043977-0.00060125i,0.00039084-0.0006844i,0.00012989-0.00069822i,8.6734e-05-0.001i,0.00089816-0.0010686i,0.00083162-0.0007596i
-0.0012012-0.00062023i,-0.00178-0.00043475i,-0.0021212-0.00013352i,-0.0030155+0.00091707i,-0.0034126+0.0016905i,-0.0016842+0.0016749i,-0.00026707+0.0010526i,0.00011974+0.00033019i,0.00043379-0.000375i,0.00037047-0.00092514i,0.00018757-0.00030932i,-0.00038691+0.00073453i,-0.00059684+0.00023185i,-5.1127e-05-0.001028i,0.0003709-0.00057403i,-3.3569e-05+0.00081934i,-0.00053565+0.00036604i,-0.00044227-0.00034236i,-0.00069168+0.0002097i,-0.00059701+6.031e-05i,-0.00061276-0.0001315i,-0.00078261+0.00013582i,-0.0004557+0.00076004i
0.00067017-0.0016119i,-0.00010541-0.0020869i,-0.00074814-0.0023228i,-0.0015087-0.0022094i,-0.0021684-0.001604i,-0.0018551-0.00044274i,-0.00057732+0.0010575i,0.00027121+0.00061301i,0.00067223-0.00033662i,0.00058857-0.00057437i,-0.00023112-0.00029491i,-0.00043837-0.00051304i,0.00053597-0.00094522i,0.0012493-0.00022552i,0.00049889+0.00017655i,-5.0507e-06+0.0004435i,-2.9505e-05+0.00082621i,-0.00022231+0.0006425i,-0.00019638+0.00080291i,0.00045074+0.0008238i,0.0002308+0.00032718i,0.00036971+0.00026004i,0.0010174+0.00032054i
0.00086605+0.00068404i,0.0019838-0.00034315i,0.0026091-0.00014853i,0.0015507+0.0006261i,1.8707e-05+0.0019366i,0.00010552+0.0021311i,0.00056003+0.0011152i,0.00082864+0.00018929i,0.00063104-0.00056514i,5.8783e-05-0.0013209i,-6.141e-05-0.0013188i,8.7419e-05-0.00099083i,6.8606e-05-0.00076962i,0.0001134-0.00013783i,0.00034756+0.00049015i,-2.8345e-05+0.00057547i,-0.00041479+0.00061269i,0.00037735+0.00013129i,0.00046772-0.00060044i,-0.00058865-0.00031272i,-0.00080777+0.00048645i,-0.00056343+0.00054409i,-5.3689e-07-0.00051734i
-0.00013852+0.0030628i,-8.7195e-05+0.0020992i,0.0013179+0.00051982i,0.00099928-0.00033455i,-0.00010893-0.00025101i,-0.0005238-0.00033475i,-0.00087408-0.00042493i,-0.00094672+0.00058513i,7.6375e-06+0.0010818i,0.00046199+0.00023565i,-0.00020113-0.00032162i,-0.00066301-0.00025641i,-0.0010041+0.00024045i,-0.000587+0.00037694i,0.00035429+0.00048728i,0.0001766+0.000612i,0.00043477-6.3062e-05i,0.00072594-0.00038419i,0.0003879-0.00016117i,6.5869e-05+6.5548e-06i,0.00054471-3.8287e-05i,0.00034375+0.00014419i,-0.00017136+0.00052184i
-0.0016278-0.000572i,-0.0022201-0.00039638i,-0.0036236-0.0002344i,-0.0036373-9.0599e-05i,-0.0019519+0.00038423i,0.00019915+0.00042842i,0.00098011-0.00017906i,0.00046896-0.001072i,8.5347e-05-0.00052795i,-0.00020559+0.00022338i,-0.00041991+0.00020431i,-0.00069527+3.8768e-05i,-0.0004489+0.00030917i,7.955e-05+4.6934e-05i,6.0239e-05-0.00045744i,-0.00050852-0.00034652i,3.3757e-05+0.00026035i,-4.221e-06+2.6953e-05i,-0.00074625-0.00046421i,-0.00022354-0.00079265i,6.9496e-05-0.00093204i,-0.00057206-0.00046392i,-0.0005211-4.8562e-05i
0.0014176-0.00081436i,0.00067697-0.00055649i,-0.0010616-0.00122i,-0.0023298-0.00089603i,-0.0019765+0.00078797i,-0.00065917+0.0015669i,2.697e-05+0.0011394i,-8.9751e-05+0.0003063i,-0.00046732-0.00017365i,-0.00029098-0.00065435i,-0.0002847-0.00060534i,-0.00026493+0.00014677i,-0.00012909+0.000535i,-0.00014631-0.00011264i,-0.00032488+0.00056897i,-0.00060612+0.00090755i,-0.00030644+0.00012281i,9.6145e-05+0.00013753i,-0.0002083+8.3637e-05i,-2.1722e-05+0.00040264i,0.00012917+0.00073133i,0.00034194+0.00042655i,-4.0534e-05+0.00022012i
0.00099295-0.00019357i,4.2419e-05-0.00096951i,-0.00076555-0.00075602i,-0.0017864-0.00016235i,-0.0017271+0.00032775i,-0.00051734+0.00061489i,-0.00071571+9.1243e-05i,-0.00083642-0.00048356i,-0.00054507+0.00035177i,-1.6016e-05+0.00054416i,6.9918e-05+0.00022235i,7.2658e-05+0.00011707i,0.00070408+0.0002045i,0.0010269+0.00042512i,0.00077552+0.00024509i,0.00040655+0.00035406i,5.972e-07+0.00047983i,-0.0001431+0.00090635i,-0.00037999+0.00087183i,-2.0774e-05-6.0648e-05i,0.00050021-0.00034646i,0.00058846-0.00075914i,0.00073091+6.2569e-05i
-0.00023667-0.00093188i,-0.0010336-0.00046162i,-0.0019557-0.00067839i,-0.0014468-0.00075012i,-0.0010091-0.00094494i,-0.00084192-0.00076784i,0.00040609-0.00080291i,0.00086624-0.00079576i,0.00013023-0.00088721i,0.00034016-0.0011053i,0.00019401-0.00094418i,-0.00019906-0.00012342i,0.00013326+0.00042689i,0.00063158+0.00016136i,0.00077902-0.00017633i,8.832e-06+8.2549e-05i,-0.00015463-0.00046776i,0.00011056-0.00062864i,4.9947e-05-0.00023735i,-0.00035484-0.00035841i,0.00027255-0.00096628i,0.00068206-0.00051067i,0.00061634+0.00036531i
-0.0013415-9.6763e-05i,-0.0018392-0.00033168i,-0.0015609-0.00016957i,-0.0015878+0.00048747i,-0.0017808+0.00090796i,-0.0013888+0.00068614i,-0.00063988-0.00035289i,0.00026712-0.00056341i,0.00061098+0.00014748i,0.00030927+0.00022491i,-0.00039101-0.00073719i,-0.0010442-0.00086681i,-0.0013587-1.7181e-05i,-0.00049041+0.00090016i,0.00032814+0.0012556i,0.00032579+0.00091861i,0.00062419+0.00031212i,0.00048047-0.00078855i,9.0018e-05-0.00091259i,-3.752e-05-0.00048529i,-0.00014002+0.00021209i,0.00070326+0.00032824i,0.0010899-0.00020196i
0.000257-0.001362i,-0.0014081-0.0010884i,-0.0026139-0.001362i,-0.0022354-0.00044988i,-0.0015243+0.00075319i,-0.00075361+0.0010294i,-0.00036504+0.00021601i,-0.00038525-0.00054388i,-0.00015968-0.00062747i,-0.00024204-4.8727e-05i,-0.0002338+0.0003452i,-0.00055537+2.4457e-05i,-0.00083837-6.1345e-05i,-0.00038437+0.00053215i,0.00039716+0.00039373i,0.0003942+0.00011934i,0.00017704+9.3548e-05i,-4.1146e-05-0.0002645i,6.4784e-05-0.00077103i,0.00054867-0.0008048i,0.00033372+0.00017504i,0.00018524+0.00094491i,-0.00012513+0.00070461i
-0.00023435+6.11e-05i,0.00083156-0.0011206i,0.00094554-0.00055444i,0.00055326-5.618e-05i,0.00053116-0.00029431i,-0.00088891-0.00098412i,-0.001685-0.00089465i,-0.00041466+0.00026424i,0.00055231+0.00060052i,0.00056133-0.00011053i,0.00046316-0.00073001i,-0.00011584-0.00057032i,-0.0010299-7.3721e-05i,-0.00090903+0.0005223i,-0.00014182+0.00083727i,-0.00012964+0.00098644i,-0.00056693+0.00078044i,-0.00086754+0.00032855i,-0.00071937+0.00036459i,-0.00027507+0.00091389i,0.00057268+0.0008771i,0.00082449-0.0001206i,0.00029695+2.7221e-05i
-0.0012816+0.00052144i,-3.1871e-05+0.00066144i,-0.00044157+0.00068483i,-0.0016638+0.0014986i,-0.0016417+0.0017367i,-0.0012413+0.0017497i,-0.001259+0.0014569i,-0.00076534-9.6054e-05i,-0.0001239-0.00069358i,-7.3487e-06-0.00046766i,-0.00057297+0.0001364i,-0.0009815+1.987e-05i,-0.00027081-0.00090521i,-0.00016855-0.00015015i,-0.0010583+4.6229e-06i,-0.00092534-0.00038553i,0.00015672-0.00050081i,0.0002949-0.0011271i,-0.00012466-0.0010851i,-0.00049632-0.0010947i,0.00024488-0.00085791i,0.00074988+0.00024163i,0.00046252+0.00023657i
-0.00053872-0.001036i,-0.0010821-0.0011231i,-0.0019783-0.0012089i,-0.002425-0.00019584i,-0.0020002+0.00066128i,-0.0010067+0.00092201i,-0.00037509+0.00050705i,0.00011064-0.00016029i,0.0006877-0.00034754i,0.00031905-0.00086964i,-0.00063896-0.00024993i,-0.00011062+0.00053042i,0.00055511+0.00098084i,0.00043548+0.00045644i,0.00031218+0.00017762i,-0.00041248+0.0006902i,-0.00054192+0.0004275i,6.4919e-05+2.9536e-05i,0.0004253-0.00039846i,0.0007343-0.00085126i,0.00037951-0.00081616i,0.00039489-0.00093282i,0.00026827-0.00073642i
0.00041508-0.0014393i,-0.0013815-0.0024121i,-0.00278-0.0025581i,-0.0030713-0.001254i,-0.0025922+5.399e-05i,-0.0020682+0.0004721i,-0.0012504+0.00044455i,9.2314e-05-3.834e-05i,0.00084004-0.00061424i,0.00010545-0.00026272i,-0.00030692-0.0001954i,-0.00019963-0.00068122i,-2.8778e-05-0.00038598i,-0.00017302-0.00010855i,-0.00048113-5.1454e-05i,-0.00053667-0.00022286i,-0.00028476+0.00013449i,9.4731e-05+0.00050851i,0.00010317+7.5021e-05i,-8.5893e-05-0.00030451i,0.00023103-0.00056909i,0.00058832-0.00079391i,0.0003653-0.00034785i
0.0013105+0.0011807i,0.0018225+0.0011407i,0.0019845+0.00029433i,0.0010963-0.0002527i,-0.00074755-0.00054186i,-0.0024101-0.00075293i,-0.0020305-0.00027824i,-0.00049883-0.00023389i,0.00056706-0.00017228i,0.0002012+0.00023898i,-0.00011594+2.477e-05i,-0.0003813-0.00067419i,-0.00054181-0.00060652i,-0.00021799-0.00048543i,-6.4894e-05-0.00040203i,9.1949e-05-0.00025137i,0.0002388+0.00022493i,0.00042371+0.00071358i,0.00017649+0.0005652i,9.7776e-05-4.3513e-06i,0.0003229-0.00024066i,-5.4388e-05-0.00013542i,5.2875e-06+0.00042492i
-0.002015-0.0015425i,-0.0018909-0.0019341i,-0.001869-0.0020891i,-0.0018105-0.0015797i,-0.0020629-0.0006142i,-0.0015116-0.0001821i,-0.00013755+0.00032275i,0.00097524+0.00016466i,0.0010661-9.8374e-05i,0.00012026-0.00059409i,-0.00011107-0.00076439i,0.00017623-0.00048303i,0.00038868-0.00010128i,0.00071899+0.0001751i,0.00046099+9.7399e-05i,0.00070444+0.00017322i,0.00064731+5.4429e-05i,9.2768e-05-0.0005621i,-0.00072313-0.0011816i,-0.001031-0.00093744i,-0.00018792-0.00056303i,0.00012194-0.00056412i,-0.00055766-0.00062054i
