-0.0015639+0.00013624i,-0.0022153+0.00088475i,-0.0021213+0.0011279i,-0.0015404+0.0012148i,-0.00052472+0.00099716i,0.0010204+0.0010222i,0.0012536+0.0013662i,0.00090724+0.0014815i,0.0015549+0.0014317i,0.0020399+0.0017175i,0.0017389+0.00036161i,0.00076896-0.00066089i,0.00015766-0.0002128i,4.3136e-05+8.7231e-05i,-0.0004588-0.00035122i,1.8285e-05-0.00018542i,0.00030113-2.355e-05i,-0.0002623-0.00060818i,-0.00038527-0.00050194i,-0.00069164+0.00030343i,-0.00092497+0.00023372i,-0.00052902-6.9492e-05i,-0.00016772-7.0737e-06i
0.00030887+0.00040154i,-0.00028162-0.00042639i,-5.4527e-05-0.0020752i,0.00051509-0.0021898i,0.00027783-0.0016837i,-0.00033616-0.0012835i,-0.00031431-0.0010442i,8.2232e-05-0.00084166i,0.00017787-0.00057139i,-0.00015245-0.00019854i,-0.00040182+0.00012798i,0.00058334+0.00069507i,0.00076717+0.00047253i,0.00054426+0.0003494i,0.00059142+0.00097491i,0.0003238+0.00089296i,0.00064679+0.00033047i,0.00028913-4.8871e-05i,0.00013049-0.00080892i,0.00053299-0.00058923i,-0.00029629+0.00016523i,-0.00065238+0.00014381i,0.00056463+0.00037235i
-0.00031201+0.00053247i,-0.00024082+0.00027901i,0.00014203+0.00041699i,0.0011843+0.00070243i,0.0030128+0.00021297i,0.0036383-0.0005938i,0.0025372-0.0011997i,0.0011474-0.0012913i,0.00017577-0.00063787i,0.00034419-0.00034587i,0.00030548-0.00060426i,0.00015018-0.00054771i,0.00025604-0.00047103i,0.00065769-0.00043936i,0.00058714-7.8754e-05i,-5.8102e-05+0.00057867i,-0.00044314+0.0010233i,-0.00086596+0.00086188i,-0.00092172+0.00014669i,-0.000555-0.00034377i,-0.00052292-0.00012605i,-0.00028906+6.086e-05i,0.00034473+0.00023659i
0.0022542-0.0019033i,0.0027186-0.00074221i,0.0010225-0.0021765i,0.00044227-0.002513i,0.0004557-0.0013345i,0.00072339-0.00050252i,0.00060317-0.00064139i,0.00019931-0.00072105i,0.00021047-0.00015133i,0.0004065-8.4933e-05i,0.00088299-0.00078942i,0.0011678-0.0014269i,0.00023115-0.0014467i,-0.00020962-0.0007431i,0.00040542-0.00017337i,0.00032649-0.00021272i,0.00069392-0.00065088i,0.00061895-0.00042624i,0.0001589-0.0001044i,0.00050349-0.00031856i,0.00051489+0.0002626i,-0.0003638+0.00085893i,-0.00051378+0.00048881i
-0.0020619+0.0014525i,-0.0010603+0.0013426i,-0.0012397+0.0022975i,-0.00083671+0.0020884i,0.00085939+0.00090834i,0.0010453+1.8436e-05i,0.00023819-0.00037084i,-0.00015015-0.00016642i,0.00040284+8.932e-05i,0.000899+0.00023514i,0.0012196-0.00052396i,0.00094492-0.00053552i,0.00067227+0.00038701i,0.00024122+0.00028111i,2.04e-05+0.00029492i,-0.00085528+0.00034001i,-0.001368-4.2087e-05i,-0.00086992+0.00026499i,-0.0006761+0.00075222i,-0.00027527+0.0007351i,0.00051033+0.00010941i,0.00012691-0.0006452i,-0.00025805-0.00095795i
-0.001675-0.0010909i,-0.0007951-0.00079997i,-0.0011537-0.00018714i,-0.0016154+0.001059i,1.3599e-05+0.0012896i,0.0016214+0.00078153i,0.0019534+0.00044532i,0.0015082+0.00066349i,0.00081922+0.0013012i,0.00095452+0.001445i,0.0018908+0.00080229i,0.0014566-1.0107e-05i,8.3731e-05-2.2311e-05i,0.00012842+0.00048709i,0.0011468+0.00043455i,0.00037309+0.00062039i,-0.00036997+0.00056763i,-0.00023408+0.00014534i,-0.00038971+5.1382e-05i,-0.00033686+7.2863e-05i,-0.00022001+6.6548e-05i,2.6041e-05+3.8439e-05i,-0.00054783-6.6065e-05i
-0.00095985-0.00051453i,-0.00059054-0.00015432i,-0.00026535-0.00083918i,-0.00059182-0.00063455i,-0.001251+0.00023482i,-0.00046333-0.00036275i,0.00078495-0.0011615i,0.00079939-0.00049664i,0.00038245+0.00088122i,0.0007229+0.0012108i,0.0014878+0.00069229i,0.001616+0.00060051i,0.00097857+0.00054371i,0.00017353+0.00010276i,-0.00077534-0.00023117i,-0.0013158-0.00014854i,-0.0010142-0.00068636i,-0.0004343-0.0010428i,0.00042436-0.00036785i,0.00075203+0.0005562i,-0.00012967+0.00062089i,-0.00048435+0.00056302i,0.00014858+0.00073599i
-0.001351+0.0012001i,-0.0014562+0.0026761i,-0.0009614+0.0031266i,0.0014425+0.0022822i,0.003939+0.00083854i,0.0036691-0.00061211i,0.0021258-0.0011254i,0.0014076-0.00069798i,0.0013231+0.00036141i,0.0014319+0.00049648i,0.0012906+0.00022828i,0.0013261+0.00064359i,0.0012286+0.0005935i,0.00084698+0.00012933i,0.00022113-0.00076927i,-1.2966e-06-0.0010318i,-0.00047859-0.00024935i,-0.0011283-0.00063826i,-0.00081795-0.0010137i,-0.00067226-0.00053226i,-0.00028341+0.00021863i,0.0002901+0.0007258i,5.1345e-05+0.00036532i
0.000357-0.0016044i,-0.00055858-0.0026494i,-0.0013287-0.002928i,-0.00074351-0.0025326i,6.8657e-05-0.0017322i,0.00039602-0.0010363i,0.00042747-0.00024092i,0.00029061-0.00010335i,0.0003064-0.00053388i,0.00033302-0.00034658i,0.00072081+0.00070659i,0.00059129+0.0008537i,0.00045738+0.00025971i,0.0006572-0.00044669i,0.00039393-0.0011612i,0.0001826-0.0010839i,2.8018e-05-0.00040497i,-0.00022713-0.00016808i,-0.00042033-0.00050674i,-0.00032442-0.00050047i,-0.00050133-0.00054654i,-0.00012594-0.00056403i,-7.0312e-05-7.9271e-05i
0.0009517-0.00039388i,0.001197+0.0004187i,0.0017505-0.00024554i,0.0012892-0.00088628i,0.0014856-0.00051664i,0.0020514+0.00012839i,0.0012875+0.00018561i,0.0008096+0.00017808i,0.0011985+0.00019084i,0.00090043-0.0004599i,0.00046699-0.00086699i,0.00049777-0.00094733i,0.0002278-0.00091345i,1.9797e-05-0.00047869i,0.00012751-0.00056867i,0.00024783-0.0011795i,-0.00011495-0.0011005i,-0.00062512-0.00046673i,-0.00044756-2.6183e-05i,-0.0002804+0.00019912i,-0.00032371-0.00014255i,0.00025245-0.00047716i,0.0005885-0.00015456i
-0.00091584-0.00011158i,-0.0013851+0.00019083i,-0.002143+0.00041457i,-0.001229+0.00031983i,0.00043064+3.8853e-05i,0.0012369-0.00033577i,0.0010243-0.00071776i,0.00089035-0.0013402i,0.00080285-0.0010147i,0.00011536-0.00011813i,-0.00038498-0.00010876i,0.00034387-0.00010177i,0.00066087+8.0508e-05i,0.00022825-0.00026302i,-0.0004793-4.9888e-05i,-0.00079132-0.00015413i,-0.00011853+0.00014556i,-0.00011035-0.00014447i,-0.00035517-0.00056158i,-0.00042511-0.00068373i,-0.00031919-0.00087i,-0.00053241-0.00085298i,-0.00014764-0.00092205i
-0.00050869-0.00019933i,-0.00063308-0.0014159i,-0.00081829-0.0016992i,-6.1038e-05-0.00068246i,0.00058533+0.00040235i,0.00080857+0.0001013i,0.00084725-0.0010147i,0.00078586-0.0013136i,0.00030756-0.00092528i,0.00013031-0.00029052i,0.00025654-8.9031e-05i,0.00049693-0.00024617i,0.00038136+0.00032221i,0.00022128+0.00060508i,0.00031083+0.00082744i,-0.00011289+0.00056107i,-0.00032728-5.957e-06i,-7.2769e-05+4.5696e-05i,0.00044096-7.611e-05i,0.00085501-0.00017226i,0.00092758-0.00028055i,0.0012163+2.4109e-05i,0.0010513+0.00018617i
7.4045e-05-0.00083184i,0.00098987+0.00057737i,0.0021279+0.00045745i,0.0020411-0.00079053i,0.0017253-0.0013822i,0.0014838-0.00087697i,0.00066544-0.00058393i,0.0007295-0.000488i,0.0013216-0.00067652i,0.0010416-0.0016103i,0.00064554-0.0016684i,0.00039756-0.00090999i,0.00028545-0.00012482i,0.00032073+0.00043229i,-0.00020472+0.00039713i,-0.00076549+6.0024e-05i,-0.00087105-4.0926e-06i,-0.00052907-0.00039971i,-0.00023977-0.00035458i,0.00023963+0.00014722i,-0.00017-5.3082e-05i,-0.00032776-0.0002523i,0.00031008-0.00019761i
-0.00069366+0.0029149i,-0.00043049+0.0023171i,0.00099276+0.0014003i,0.0021946-0.00036169i,0.002398-0.0021793i,0.0019862-0.0027548i,0.0010665-0.0021586i,-0.00026922-0.00093013i,-5.0971e-05-0.00033193i,0.001856-0.00057913i,0.0027375-0.00046843i,0.0024912-0.00011652i,0.0014792-0.00035195i,0.00048037+9.7405e-05i,0.00034067+0.00048176i,0.00042797-8.7549e-05i,-0.00028645-0.00077316i,-0.00035698-0.0010991i,-0.0001478-0.00065688i,0.00016727+0.00062576i,7.9934e-05+0.00082877i,-0.00029658-8.3881e-05i,0.00026536-0.00015821i
-0.003234+0.00064658i,-0.0026656+0.00036945i,-0.0023462+0.0015946i,-0.0014859+0.0029093i,-0.00030259+0.0021189i,0.00091524-0.00016117i,0.0011189-0.00062588i,0.00031893+0.00013929i,0.00023929+0.00065381i,0.00064896+0.00046823i,0.0015853+0.0005833i,0.0011684+0.00089756i,-0.00021008+0.0010993i,-0.00013532+0.0011147i,-0.00020698-6.3661e-05i,-0.00050598-0.00056457i,-0.0004966-0.00019201i,-0.00062989-0.00087961i,-0.00042491-0.0011568i,0.00029911-0.00015029i,-9.8781e-05+0.00051319i,-0.00067775+0.00022189i,-0.00056248-0.00021868i
-0.00089027+0.0013958i,0.00019982+0.0013218i,0.0015209+0.0013734i,0.001754+0.0013976i,0.0017046+0.00087018i,0.001435-0.00014791i,0.00054763-0.0011241i,0.00012086-0.0011365i,0.00084924-0.00052117i,0.0011221-1.4833e-05i,0.00098618-0.00015073i,0.0012217-0.00035898i,0.00063827-0.00043611i,0.00021839-0.00037057i,0.00048997-0.0006009i,0.00054855-0.00078149i,0.00024371-0.00089796i,0.0002408-0.0014001i,0.00071031-0.0015091i,0.0013568-0.0007227i,0.00076694-0.0003979i,-0.00039215-0.00022152i,-0.00024551-0.00032388i
0.00011274+0.0017774i,-0.0005969+0.00076594i,6.1528e-06+0.00012442i,0.0010669+0.00014206i,0.0010449-0.00026182i,0.0010382-0.00093299i,0.00060249-0.0010913i,5.1944e-06-0.00055072i,-0.00034678+0.00064531i,0.00054516+0.00072642i,0.00099886-2.279e-06i,0.00045106-2.6933e-05i,0.00056572+0.00089433i,0.00063362+0.0010898i,0.00013506+0.00076119i,5.9665e-05+4.1774e-05i,0.00074398+0.0002945i,-8.2935e-05+0.00038596i,-0.0011772-2.909e-06i,-0.00083008+0.00047491i,-3.2787e-05+0.00061448i,0.00047856+0.0005282i,0.00034051+0.00027694i
-0.0010213-0.0012469i,9.0529e-05-0.0006292i,0.00050734-0.0009625i,0.0014168-0.00095345i,0.0023894+2.2323e-05i,0.0022552-0.00021492i,0.0014655-0.00097905i,0.00071136-0.00061866i,0.00090933+0.00012161i,0.0011245+0.00057547i,0.0011997+0.00054987i,0.00086155+0.00015307i,0.00016036-3.7724e-05i,-0.00026425+0.00020684i,-3.9232e-06+0.00063127i,-0.00010096+0.00077792i,-0.00013223+0.00045723i,5.556e-05+0.0001849i,-0.00011893-0.00024346i,0.00044829-0.00060758i,0.00050599+0.00018491i,0.00029325+0.00031694i,0.00082914+8.6846e-05i
-0.00062646-0.0023482i,-0.0010409-0.0020159i,-0.00047843-0.0022156i,-0.00016793-0.0017588i,-0.0001809-0.00023785i,0.00027539+0.0004794i,0.00096036+0.00014523i,0.00098456-0.00036727i,0.00055972-0.00075358i,0.00047801-0.00037477i,0.00041384-0.00018013i,-4.9887e-05+4.4812e-05i,-0.00035486+0.00014389i,0.00011599+0.0004133i,0.00074671+0.00083097i,0.0010759+0.00023464i,0.0010793-0.00042136i,0.00072059+0.00046724i,0.00036931+0.0013553i,-0.00065433+0.00055338i,-0.00092223-0.00025695i,0.00022423-0.00023698i,0.00063012-9.6179e-05i
0.00016757+0.00072947i,0.00042469+0.0010265i,0.0010221+0.00084228i,0.0011122+0.00038745i,0.0011141-0.00025707i,0.0012048-0.00084593i,0.0013931-0.00048674i,0.001386-0.00066512i,0.001383-0.0011209i,0.0012297-0.0010232i,0.0010463-0.00068147i,0.00081431-0.00031988i,0.00038929-0.00077965i,0.00031467-0.001036i,0.00012502-0.00072631i,-0.00076683-0.00048962i,-0.0012646-0.00027709i,-0.00068344-0.00038265i,-0.00036157-0.00067132i,4.2262e-05-0.00044515i,0.0008784-0.00027191i,0.0012722-0.00035961i,0.00064807-0.00063253i
-0.0003122-0.0022468i,-0.0011614-0.0014541i,-0.0019487-0.00034523i,-0.0013637+0.00048772i,-2.9502e-05+0.00049527i,0.001231+0.00048737i,0.0014076-0.00030287i,0.00023295-0.00046615i,-0.00032963+3.1196e-05i,-7.9389e-05+0.00014244i,-5.7817e-05-6.2494e-05i,4.5209e-05+0.00014201i,0.00050493+0.00054468i,0.00052176+0.00041514i,-0.00014538+0.00014039i,-0.00057206+0.00033445i,-0.00075124+0.00025038i,-0.00058281-0.00062365i,-0.00032612-0.0010773i,-0.00025559-0.00046498i,-0.00062292-3.4283e-05i,-0.00099849-0.00043216i,-0.00084934-7.4391e-05i
0.0021735-0.00067605i,0.0028511-0.0012924i,0.0025308-0.0022515i,0.0016434-0.0030422i,0.0010555-0.003151i,0.00082151-0.0025473i,0.00099503-0.0014978i,0.0011679-0.00070412i,0.0013618+0.0002086i,0.00080125+0.0010421i,0.00049767+0.0004648i,0.00084864-0.00039832i,0.00057419-0.00023098i,-0.00054306-0.00026725i,-0.0016038-0.00080848i,-0.0015679-0.00055771i,-0.0015817+0.00069015i,-0.0010848+0.001155i,1.7165e-05+0.00051568i,-4.5702e-05-0.00023913i,-0.00040377+0.00033663i,-7.798e-05+0.00079926i,0.00042635+0.00030108i
-0.0034277+0.00027283i,-0.0032377+0.0014547i,-0.0034476+0.0023054i,-0.0018181+0.0017184i,0.0008483+0.00076207i,0.0026138+0.00051904i,0.0021964+0.00021893i,0.0011332-0.00010727i,0.00062873+4.6016e-05i,0.00048323+0.00010283i,0.00060969-0.00079159i,0.00067763-0.0011225i,0.00066473-0.00028442i,0.00075765-0.00058257i,0.00036736-0.00085045i,0.00011676-0.00031449i,-0.0003698-0.00063946i,-0.00054413-0.00097015i,-0.00030589-0.00073057i,0.00042536-0.00015911i,0.00089261+0.00060623i,0.00070988+0.00067222i,0.00051934+0.00010847i
0.00079008+0.001112i,0.0016359-0.00099367i,0.0024008-0.0011991i,0.0021799-0.00092111i,0.0017642-0.0012074i,0.0013758-0.0013585i,0.00037785-0.0014509i,-0.00043104-0.00084058i,-0.00032081-0.00010057i,0.0010529-0.00010715i,0.0017736-0.00020168i,0.0011848-0.00022648i,0.00081431-0.00058926i,0.00030711-0.0013841i,0.00015221-0.0012414i,8.1384e-06-0.00048594i,0.00025923-0.00027868i,0.00057112-0.00026991i,0.00038417-0.00070458i,0.00024565-0.00085164i,0.00060001-0.00028598i,0.00079306+0.0002366i,0.00091723+0.0004694i
0.0010231+0.00084853i,0.0015122+0.0010073i,0.0011693+0.0012972i,0.00081975+0.0011435i,0.0013861+0.00055042i,0.0018726-6.7207e-05i,0.0013926-0.00027036i,0.0008913-0.0005023i,0.0012915-0.0003066i,0.0014947-0.00090264i,0.00076995-0.0011217i,-0.00010294-0.0001036i,-0.00046448-0.00017007i,-0.00044913-0.00061318i,-0.00069304+6.406e-06i,-0.00090933+0.00054002i,-0.00072186-4.9954e-05i,-1.9041e-05-0.0007514i,0.0004011-0.000757i,0.00030424-0.0011193i,-0.00012231-0.00057416i,0.00025025+7.563e-05i,0.00058386-0.00015509i
-0.00028384+0.00080313i,-0.0014113+0.001051i,-0.0014185+0.00022348i,-0.00075264-0.00034272i,0.00012565-0.0010086i,0.0011336-0.00053263i,0.0010956-0.0004472i,0.00055644-0.0012592i,0.0001296-0.00059294i,0.00022917+0.0005916i,0.00075809+0.0007236i,0.0012136+0.0012364i,0.00092746+0.0014673i,0.0011634+0.00091741i,0.0012319+0.00067527i,0.00040403+0.00022546i,-0.00016089-0.00031008i,-0.00056658-0.00092054i,-0.0005747-0.00077397i,-0.00066835-0.00048745i,-0.00043556-0.00055656i,4.4057e-05-0.00041961i,7.7267e-05+4.7161e-05i
-0.0019411-0.0009441i,-0.0014578-8.2921e-05i,-0.0007452-0.00035074i,-0.00030705-0.00022689i,0.0006183+0.00033654i,0.0014906-9.2449e-05i,0.0005545-0.00056934i,-0.00045772-0.0011565i,1.8586e-06-0.0011707i,0.00049507-0.00027527i,0.00068003-4.9643e-05i,0.00039387-0.00011598i,-0.00011018+0.00019952i,-0.00020397-0.00036854i,0.00078038-0.0011425i,0.0012157-0.0008173i,0.00015527-0.00040105i,-0.00015077-0.00029055i,-0.00044744+0.00017155i,-0.00017548+0.00070816i,0.00031984+0.0012361i,-5.1466e-05+0.0011362i,0.00033644+0.00084819i
0.0005665+0.0010735i,0.00036006+0.00058009i,0.0014538+0.0011214i,0.0016972+0.0011377i,0.0014653-5.0351e-06i,0.0014956-0.0012245i,0.00099177-0.0015146i,0.00056705-0.00094754i,0.00089589+0.00024373i,0.0011986+0.0010662i,0.00055218+0.00062279i,7.0206e-05-0.00056382i,0.00076665-0.00078466i,0.0010579-0.00036757i,0.00031889+0.00043996i,-0.0006092+0.00071145i,-0.0005055+0.00070582i,4.4198e-05+0.00060408i,0.00021573+2.2116e-06i,0.00026747-0.00046587i,0.00080981-0.00050381i,0.00067419-0.00039616i,9.0838e-05+5.0809e-05i
0.0021988-0.00031209i,0.0014548-0.00028285i,0.001239+0.00036328i,0.0017144+0.00068626i,0.0016258-0.00037787i,0.00054782-0.0020491i,0.00024282-0.0018627i,0.00046058-0.0012533i,0.00065199-0.00096354i,0.0013446-0.00051403i,0.0011966-0.00053472i,0.00041034-0.0010923i,-0.00014791-0.0013605i,-9.838e-05-0.0008401i,-0.00029581-0.00061177i,-0.0011994-0.00055268i,-0.0010988+5.3326e-05i,-0.00028001-0.00017797i,-6.4266e-05-0.0008201i,0.00024017-0.000527i,0.00033089+0.00010121i,2.7385e-05+0.00055207i,7.1426e-05+0.00016043i
0.00022953-0.0017765i,0.00017108-0.00043878i,0.00031281-0.00051028i,0.001028+2.5997e-05i,0.00036502+0.00026267i,0.00045701+0.00030737i,0.0015264-8.2658e-05i,0.0011799-7.1082e-05i,-0.00019339+0.00087712i,-0.00061505+0.00033961i,0.00028066-0.00049948i,0.00079028-0.00025279i,0.00095789+0.00061587i,0.0006847+0.00021185i,0.00030226-0.00065984i,0.00026739-0.00038575i,0.0003315-0.00010199i,0.00031248-0.00010414i,-0.00063893-6.515e-05i,-0.0012163+0.0001953i,-0.00048978+0.00070012i,0.00031046+0.00030658i,4.3719e-05+0.00014307i
0.0017624-0.0010368i,0.0012861-0.00086204i,0.0013001-0.0020844i,0.0001586-0.0028081i,-0.00057619-0.0019812i,-0.00076979-0.0011334i,-0.00072672-0.00047387i,-0.00026451+7.0313e-05i,0.00019305-0.00032866i,4.3306e-05-0.00081969i,-0.00020011-0.0012783i,2.3838e-05-0.0010481i,4.2406e-05-0.00024443i,0.00010097-0.00010229i,0.00058989-0.00052365i,0.00064392-0.00018224i,9.5724e-05+4.3908e-05i,-0.00039838+0.00020867i,-0.00073802+4.9751e-05i,0.00019202-0.0008733i,0.0005236-0.0011041i,-0.00034436-0.00056511i,-0.00037569-0.00069048i
-0.0016953-0.0010522i,-0.0012214-0.00056395i,-0.00012817+0.00085439i,0.0012877+0.00065115i,0.0014315-0.00059376i,0.0013503-0.0012965i,0.0017646-0.0020058i,0.001167-0.0018234i,0.00046329-0.00056468i,0.00071474-0.00020252i,0.0014569-0.00011512i,0.0011847+0.00032867i,0.00084408+0.00060474i,0.00081956+0.00049335i,0.00089473-0.00064257i,0.0010988-0.00080539i,0.00045708-0.00087682i,-0.00022801-0.0012898i,0.00021208-0.0010422i,0.00035209-0.00087737i,0.00048598-0.00067829i,0.00089574+5.0997e-05i,0.00031449+0.00067546i
-0.00017571-0.001986i,-0.00068403-0.0028352i,-0.0018024-0.0020408i,-0.0025023-0.0020043i,-0.0016122-0.0014121i,-0.00060395-0.00056099i,-0.00038001-0.00069316i,-5.4976e-05-0.0008886i,0.00076949-0.00084173i,0.0011985-3.1983e-05i,0.0010032+0.00031368i,0.00033713-0.00022814i,-0.0003317-0.00036829i,-0.00024078-0.00032369i,0.00012506-8.3663e-05i,0.00063101-0.00047184i,0.00083439-0.0006355i,-0.00041352-8.1491e-05i,-0.0012045-0.00024124i,9.474e-05-0.00036686i,0.00077318+0.00016141i,2.3352e-05+6.7927e-05i,8.0482e-05-0.00031428i
0.0023124+0.00018609i,0.0026787-0.00022507i,0.0035705-0.0016738i,0.0025045-0.0025735i,0.00024664-0.0022398i,0.00010149-0.0011879i,0.00051833+0.00035567i,0.00055911+0.00096525i,0.0004483+0.0011075i,0.00028612+0.00093781i,0.00062546+7.4774e-05i,0.00037751-0.00055685i,0.00026555-0.00010707i,0.00073442+0.00083521i,0.00029756+0.00056357i,-0.00030932-0.00011207i,-0.00036788-0.00028238i,-0.00015826+0.00027432i,0.00024536-0.00021881i,0.00087178-0.00090562i,0.0007388-0.00074818i,-0.00043075-0.00033947i,-0.00078376-0.00058275i
-0.00023767-0.00010202i,-0.0012672+0.0014014i,-0.00091272+0.0029658i,-0.00020099+0.0026543i,0.00080356+5.8782e-05i,0.0017515-0.00080107i,0.0013806-0.00031443i,5.0667e-05+0.0001172i,-0.00057417+0.0011229i,-8.3752e-05+0.00056788i,0.00046466-0.00025783i,0.00021468-0.00076946i,0.0001772-0.00057281i,0.00028381+0.00051503i,-0.00049447+0.00054691i,-0.0010407+0.00024321i,-0.0001375+0.00041i,0.00020119+0.00029217i,-0.00070384+8.2863e-05i,-0.0016213-0.00046848i,-0.0019612-0.00081898i,-0.00096366-0.00070823i,-0.00013651+6.2264e-06i
-0.00072556-0.00051663i,-0.00018233-0.0015165i,0.00022238-0.0011305i,-0.00047455-0.00022401i,0.00035721-0.00061955i,0.0012754-0.0008433i,0.00062618-0.00056679i,0.0002893-0.00028793i,0.00057263+0.00090471i,0.00081276+0.0011281i,0.0013813+0.00070608i,0.0010583+0.00019039i,0.00055332+5.1895e-05i,0.00065566+0.00023756i,1.9265e-05-0.00026835i,-4.3645e-05-0.00087489i,0.00027336-0.0002793i,0.00013962-5.4135e-05i,-0.00023589-0.00028261i,3.7991e-05+0.00044819i,0.00058436+0.00053962i,0.00037088-0.00013439i,0.00045854-0.00045613i
-0.00037822+0.00035375i,-0.00074577+0.0013075i,0.00018761+0.0017029i,0.0019657+0.0018706i,0.0021313+0.00089407i,0.0011695-0.00059114i,0.0003039-0.00072141i,9.718e-05-8.227e-05i,0.00055588-0.00032725i,0.00082083-7.0254e-05i,0.00071606+0.00044421i,0.0011058+0.00054493i,0.00087741+0.00029629i,0.00069949+9.2376e-06i,0.00050567+0.00026537i,-0.00033979-5.9338e-05i,-0.0003341+0.0002802i,-0.0001082-7.1659e-05i,0.00027936-0.00033313i,0.00086642+0.00045411i,0.0003789+0.00054922i,-0.00043647+2.4079e-05i,-0.00018727-0.00033375i
0.0004595+0.001141i,7.2836e-05+0.00091317i,0.00037349+0.00093989i,-5.6513e-06+0.00010901i,-0.00025346-0.00064053i,-0.00038863-0.00037261i,-0.00043408-0.00032496i,-2.0643e-05-0.00058335i,0.00017163-5.0777e-05i,0.0010476+0.00021302i,0.0017272+0.00013155i,0.00071135+0.00021067i,0.0005573+0.00034943i,0.00099883+0.00023824i,0.00022493+0.00015889i,-0.00060821+0.00064554i,-0.00011561+0.00013106i,0.00010935-0.00077914i,-0.00067835-0.00053881i,-0.00047872-0.00031651i,0.00011933+0.00018595i,-0.0002305+0.00024998i,-0.00015175+3.4837e-05i
0.00014275+0.0028058i,0.00073166+0.0016744i,0.0015789+0.0013113i,0.0025896+0.00074384i,0.0030997-0.00059694i,0.0024781-0.0025339i,0.0015901-0.0025221i,0.0010566-0.001522i,0.0010117-0.00099029i,0.001088-0.00062312i,0.00092829-0.00020523i,0.00082307-0.00022374i,0.0010723-0.0001332i,0.00098106+0.00041822i,-7.5843e-05+0.00044088i,-0.00036591-3.807e-05i,0.00020292-0.0010475i,0.00014123-0.00094902i,-0.00034264-0.00037326i,0.00023428-0.00062857i,0.00065979+0.00010812i,0.00085706+0.00070006i,0.00082992-5.7087e-05i
-0.00098357-0.0004888i,5.2608e-06+4.5894e-05i,-3.7322e-06+0.00022619i,0.00020623+0.001091i,0.0010921+0.0019955i,0.0014353+0.00087763i,0.00074501-0.00058738i,0.00041825-0.00051901i,0.00026065-0.00011777i,0.00023903+0.00028694i,0.00041107+0.00063861i,-0.00012305+0.00010927i,-0.00085407-0.00039795i,-0.00067874-0.00044851i,-3.878e-05-1.3385e-05i,2.5477e-06+0.00045636i,-0.00032646-0.00043101i,-0.0011247-0.0013847i,-0.0012583-0.0012826i,-0.00072-0.00025134i,-0.00013814+0.00034882i,-5.6157e-05+0.00050382i,-2.8583e-06-0.00035802i
-0.0011259-0.00041738i,-0.00097846+0.00078239i,-0.0007205+0.0016627i,8.7334e-06+0.00079835i,0.00073463-0.00028766i,0.0014253-0.0012598i,0.0010062-0.0013358i,-0.00053948-0.0003868i,-0.00049393-2.1241e-05i,0.00031258-0.0001063i,0.00066417+8.2473e-05i,0.00090205-0.0001833i,0.00095465-7.8712e-05i,0.0012049-2.8473e-05i,0.0007187-5.5243e-05i,-7.7536e-05-9.4663e-05i,-0.00041641-0.0010419i,-0.00048425-0.0013763i,-0.00025637-0.0010782i,-0.00027205-0.00075365i,-0.00013927-2.0155e-05i,-1.917e-05+0.000667i,0.00010658-0.00012168i
-0.0025244+0.00011504i,-0.0031351+8.2859e-05i,-0.002323+0.00072449i,-0.00063632+0.0016285i,0.00065679+0.00096484i,0.0013218-0.0010749i,0.0011764-0.0019673i,0.00065806-0.0011566i,0.00056903-0.0001751i,0.00062723+6.3793e-05i,0.00097115+0.00039296i,0.0012328+0.00054853i,0.00082329+0.00052771i,0.00026148+0.00038378i,-6.2232e-05+0.000404i,-0.00022466-0.00053154i,0.00034504-0.00094184i,0.00068836+2.2857e-05i,0.00012804+0.0011305i,0.00018941+0.0010016i,0.00072534-5.1901e-05i,0.0011266-0.00011445i,0.0013334+0.00078468i
0.0010558-0.0022218i,0.00049263-0.0025678i,0.00020843-0.0027214i,-0.00061622-0.0015472i,-0.00042656-0.0003619i,2.9985e-05-0.00021212i,-0.00020155-0.000964i,0.00022178-0.0012681i,0.00069103-0.00099197i,0.0007794-0.00080704i,0.0011167-0.00022887i,0.0013485+0.00081572i,0.00045806+0.00091541i,-0.00044695+0.0003637i,-0.0010026-0.00019165i,-0.00029566-0.00035354i,0.00024868+0.00020445i,-3.4071e-05+0.00030648i,5.8529e-05+0.00034042i,0.00027318+0.00089438i,0.0001797+0.0009491i,0.00019748+0.00015193i,0.00012999+4.8348e-05i
0.00025927-0.0009061i,-2.7122e-05-0.00083673i,1.2134e-05-0.0012562i,0.00025566-0.00081331i,0.00012383-0.00085306i,-0.00024153-0.0015575i,0.00027759-0.0014857i,0.00081857-0.0007919i,0.00079384-0.0011177i,0.00023584-0.00079961i,9.4726e-05+0.00017659i,-0.0002462+0.00037589i,-0.00033253+0.00037634i,-2.5274e-05+0.00015502i,7.0329e-05+9.6751e-05i,0.00025523+0.00069558i,0.00018944+0.00021706i,-0.00022381-0.00078234i,0.00011455-0.00081i,0.0010099-0.00086837i,0.0010144-0.00079635i,0.00082976-0.00062625i,0.00063279-0.0007195i
