-0.0024395+0.00087668i,-0.0014717+0.00031765i,-0.0026499+0.00070052i,-0.0025561+0.0010787i,-0.001327+0.0022685i,-0.0009828+0.0026055i,-0.00072899+0.0020181i,0.00015264+0.0018185i,0.00095658+0.0015101i,0.0010061+0.00080015i,0.00059454-0.0004414i,0.00057207-0.0004666i,0.00077362-0.00021256i,0.00081255-0.0003804i,0.00026872+0.00013941i,-0.00014514+2.4002e-05i,-0.00025921-0.0010816i,0.00071984-0.0011045i,0.0007741-0.00050329i,0.00015905-0.00019559i,8.9679e-05-5.3854e-05i,0.00017881+0.00022566i,0.00012796+0.00030069i
-0.0001539-0.00049296i,-0.00045529-8.1172e-05i,-0.00034458-0.00071251i,-0.0006087-0.0012576i,-0.0015437-0.00083183i,-0.0024897-0.00067254i,-0.0016501-8.9698e-05i,-0.00089229+0.00051949i,-0.00092399+0.00061131i,3.733e-05+0.0008134i,0.00048407+0.00028399i,-0.00012663-0.00018676i,-0.00011206-0.00014423i,0.00029589+3.579e-05i,0.00021315-4.2644e-05i,0.00085711-0.00047835i,0.00029641-0.000644i,-0.0009033-0.00044802i,-0.00065752-0.00068251i,-0.00017213-0.00059079i,-0.00078907+0.00020477i,-0.0014218-1.8631e-05i,-0.0013717-0.00036253i
-0.00014131-0.00084566i,-0.0001659-0.0007848i,0.0014586+0.00098668i,0.002386+0.00193i,0.002338+0.00083542i,0.0018352-0.00059897i,0.00081539-0.0010732i,-7.4561e-05-0.0010413i,-0.00044144-0.0010208i,-7.9974e-05-0.00096336i,0.00028773-0.0008675i,0.00013446-0.00097408i,-0.00026922-0.00098526i,-0.0006042-0.00098931i,-0.0001725-0.0011426i,-1.6131e-05-0.00063654i,-0.00029406-0.00048664i,-0.00016858-0.00093866i,0.00032184-0.00069093i,0.00016329-0.00084427i,0.00015274-0.0010039i,0.00058874-0.00020045i,0.00019489+0.00016187i
0.00073228+0.00036975i,0.0013599+0.00082873i,0.0020022+0.00048327i,0.0015531+0.00092624i,0.00027878+0.00090517i,-0.00054065-0.00031079i,-0.00018873-0.00048819i,-5.752e-05-8.1165e-05i,-0.00090022-0.00045913i,-0.00094117-0.0005778i,0.00025541-0.00012859i,-2.0245e-05+9.5787e-05i,-0.00021977-0.00039357i,-0.00021111-8.282e-05i,-0.00059211-0.00047676i,-0.00063176-0.0013147i,-0.0010252-0.00045219i,-0.00104+0.0010451i,-0.00037261+0.001096i,-4.1011e-05+0.00060287i,-0.00033344-0.00024599i,-0.00059227-0.0004216i,-0.00010134-0.00019726i
0.00014789-0.00079028i,-0.0009736-0.00068035i,-0.00071225+0.00065809i,-2.8309e-05+0.0019153i,-0.0001437+0.0016731i,-0.00047801+0.00045035i,-0.00038918+0.0005064i,0.00015027+0.00090657i,3.277e-05+0.00069448i,-0.00096624+0.0007952i,-0.0010493+0.00074982i,-0.00039135+0.0013774i,-0.00053362+0.0011932i,-0.0005771-9.006e-05i,0.00048084-0.00078073i,0.0008781+5.0068e-05i,0.00039062+0.00084818i,-0.00016239+0.0007477i,0.00040757-9.9992e-06i,0.0013099-0.00064504i,0.0011806-0.00032927i,0.00050189+3.6074e-05i,0.00049384-0.00055591i
-0.00023338-0.00051089i,-0.0012705-0.00035088i,-0.00027725-0.0012502i,0.00047304-0.0015106i,0.00024772-0.0014026i,3.4217e-05-0.00098277i,0.00012019-0.0004674i,0.00034839-0.00031612i,-0.00016837-0.00034215i,-0.00019974-0.00086449i,0.00049662-0.00090354i,0.00048759-0.00076047i,0.00045859-0.00061397i,0.0013663-3.0683e-05i,0.0012055+0.00021067i,0.00018353-9.2318e-05i,0.00066997-0.00049173i,0.0012561-0.00034809i,0.00093507-0.00019166i,0.00088317-0.00058577i,0.00073913-0.00051595i,1.7534e-05-0.00052626i,0.00012359-0.00046542i
-0.0012454+0.0019443i,1.7659e-05+0.0031427i,0.00086792+0.0036891i,0.0015672+0.0020182i,0.0016732+0.00075837i,0.00075686-0.00046785i,-0.00052203-0.0014066i,-0.00098523-0.001464i,-0.00047917-0.00042289i,0.00017968+0.00023587i,0.00030273-0.00020953i,0.00014286-0.00074833i,0.00013236-0.00053148i,-0.00016393-0.00026016i,-0.00059797-0.0010979i,-0.00038204-0.0011453i,-0.00022145-0.00055208i,6.5547e-05-0.0007017i,-5.124e-05-0.00084543i,-0.00030586-0.00031818i,-0.00015201-7.407e-05i,-5.4195e-05-0.00060349i,0.00042788-0.00015184i
-0.00101+5.9748e-05i,-0.00074839+1.2072e-05i,-6.919e-05+0.0016766i,-0.00052456+0.0027379i,-0.0014078+0.0028522i,-0.001519+0.0023408i,-0.00081723+0.0014113i,0.0002378+0.00096455i,0.00059856+0.00031788i,0.0016049-6.1976e-05i,0.0017149+0.0001299i,0.00034719+0.00047175i,3.7208e-05-7.8964e-05i,0.00061572-0.00029994i,0.00048529-0.0005231i,-0.00036048-0.00081557i,-0.00018559-0.0010734i,0.00060414-0.00091708i,0.00031395-0.00050817i,0.00020494-0.00055674i,9.9278e-05-0.00067048i,-0.00045137-0.0005781i,1.3808e-05-0.0003626i
0.00066356+0.00061162i,4.9593e-05-0.00085886i,-0.00061625-0.0017689i,-0.00026408-0.0013696i,0.00037289-0.00097266i,0.00023679-0.0008096i,0.00035333-0.00045538i,0.00099747-0.00048182i,0.001022-0.00041191i,0.00092941+8.9836e-06i,0.00073879+0.00075584i,-0.0001732+0.00084436i,-0.00069407+0.00057399i,-0.00027637+0.00052309i,0.00010244+0.00025458i,0.00045111-0.00071502i,0.00012605-0.00046284i,-0.0010019-0.00036264i,-0.0012279-0.0007497i,-0.00043888+0.00013007i,-0.00069779+0.00061347i,-0.0013859-0.00039242i,-0.00054425-0.0008776i
-0.00015319+5.8727e-05i,0.00039907+0.00025508i,0.00092482+0.0007228i,0.0014532+0.0011007i,0.0011105+0.0012689i,0.0006114+7.8806e-05i,0.00068257-0.0014902i,0.00063548-0.0013005i,0.00077158-0.00075236i,0.0004537-0.00087531i,0.00060507-0.00081521i,0.0008817-0.00018879i,0.0011355+0.00010524i,0.0012775+9.3139e-05i,0.00040124-0.00058211i,0.00013259-0.00063775i,0.00024045+0.00025134i,9.7488e-06+0.00020709i,2.8277e-05-0.0002252i,0.00026069+0.00048786i,0.00049218+0.00098814i,0.00058859+0.00035031i,0.00069758-0.00042238i
0.00070131-0.00056454i,0.0014176-0.00068456i,0.0014905-0.00036596i,0.0012279+0.00021619i,0.00066876+0.00078645i,0.00034435+0.00073738i,6.8533e-05+0.00065844i,0.00034583+0.0003806i,0.00041853-0.0005282i,1.8505e-05+0.00013967i,-0.00016605+0.00072001i,8.2018e-05+8.9236e-06i,0.00090974-0.00034805i,0.0010772-9.2937e-05i,0.00056236-0.00018528i,-0.0004174-0.000912i,-0.0014294-0.0010114i,-0.0011954-0.00068342i,-0.0007581+9.9317e-05i,-0.00064083+0.00048625i,-0.00070789-0.00017517i,-0.00067242-0.00057728i,-0.00067331+7.3348e-05i
0.0010938-0.00070211i,0.00095959+0.0004426i,0.00058908+0.00069051i,-0.00027283+0.00063558i,-0.00093532+0.00048131i,-0.00071055+0.00074395i,-0.00064277+0.00054204i,-0.00025171+0.00072323i,4.0113e-05+0.00071806i,0.00022105-0.00030179i,9.7284e-05-0.00055966i,-0.00051045-7.5279e-06i,-0.00047222+0.00058074i,-0.00044004+0.00086664i,-0.00050361+0.00070059i,0.00046397+0.00051981i,0.00067165-4.9382e-05i,0.00022461-0.00034283i,0.00020438-0.0001186i,0.00042881-0.00012447i,0.00014641+0.00037272i,-1.2908e-06+0.0003835i,0.00034308-2.0031e-06i
-0.00083268+0.00028513i,-0.0005596+0.00015126i,-0.0011015-0.00011222i,-0.00028254+0.00012699i,-0.00065627+8.6702e-05i,-0.0022847+7.1787e-05i,-0.0019343-0.00010297i,-0.00026203-0.0006374i,0.00043348-0.00097168i,-0.00027242-0.00077329i,-0.00039233+0.00035499i,0.00056335+0.00083237i,0.00092978+2.6568e-05i,8.1558e-05-0.0005607i,-0.00060562-0.00029813i,-0.00046253-0.00080456i,-0.00042223-0.0014784i,-0.00038217-0.00036886i,-0.00049593+0.00049164i,-0.0005665-0.00032304i,-0.00053053-0.00055592i,-0.0004362-0.00061882i,-2.2045e-05-0.00021491i
0.00015435+0.0027382i,5.7578e-05+0.0020255i,0.0014807+0.0027828i,0.002332+0.0030127i,0.0018388+0.0013919i,0.00062098-0.00012461i,-0.00016146-0.00037731i,-0.00063922+0.00040574i,-0.0010968+0.00069522i,-0.00055556+0.00023592i,0.00034509-0.00044626i,0.00069154-0.0013012i,0.00039447-0.00086765i,-0.00036253+0.00019475i,-0.00083596+0.00055181i,-0.00088435+0.00039057i,-0.00054695-0.00031962i,-0.00010932-0.00032921i,-5.8315e-05-0.00018079i,0.00023193-0.00034285i,0.00054303+0.00038039i,0.00020367+0.00086671i,-0.00042161+0.00073406i
-2.9061e-05-0.0013882i,-0.0002505-0.00078971i,-0.00066801+0.00037131i,-0.00088902+0.0013081i,-0.00069634+0.0010409i,-0.00046508+0.00055569i,-0.00046936+0.00060206i,-0.00013235+0.00083689i,-0.00012808+0.00063663i,-0.00048754-6.2256e-05i,0.00023591+4.4941e-05i,0.00090993+0.0008414i,0.00061104+0.00087855i,0.00028761+0.00018737i,-0.00039695-0.00040721i,-0.00041948-0.00075832i,0.00035827-0.00082739i,0.00051477-0.00078235i,-0.0003309-0.00092715i,-0.00088441-0.00048885i,-0.00089127-0.00012769i,-0.0010872+0.0006898i,-0.00067617+0.00067203i
0.00081665+0.00039195i,-0.00021295+0.00090551i,4.2936e-05+0.0019349i,0.00098966+0.0020776i,0.00020912+0.0010658i,-0.00020217+0.0001049i,-0.00013056+1.0787e-05i,-0.00067591-0.00011867i,-0.00080336+8.8892e-05i,-0.00024962-0.00023244i,0.00010966-0.00030859i,0.00015384+0.00035167i,0.00062169-0.0002945i,0.00017503-0.00054194i,-0.00046776-0.00018276i,3.1307e-05-0.0005872i,0.00022657-0.00048138i,-0.00022942+0.0002477i,-6.8721e-05+0.00043325i,-0.00012306-0.00032575i,-0.00072924-0.00077508i,-0.00060112-0.00081298i,-0.00041376-0.00085299i
0.00038044-0.00040655i,0.00013883-0.0013469i,-0.0004787-0.0018335i,-0.00064545-0.0012593i,-0.00061153-0.00089335i,-0.0011857-0.00042628i,-0.0016348-7.6957e-05i,-0.0014543+0.00043082i,-0.001441+0.00017567i,-0.0011012-0.00035685i,-0.0006352-0.00074136i,-0.00024114-0.00094458i,0.0001508-0.00034005i,-9.7594e-05+0.00059576i,-0.0010586+0.00026786i,-0.0011153-0.00087235i,-0.00070215-0.00075856i,-0.00063215-0.00040383i,-0.00069269-0.00035389i,-0.00095336-0.00045859i,-0.00086663-0.00091091i,-0.00056143-0.00053089i,-0.0006545-0.00013783i
0.00042935+0.0021737i,0.00055866+0.0011466i,0.0012507+0.0018843i,0.0025977+0.0015073i,0.002665-0.00041242i,0.0013286-0.00096518i,8.1284e-05+0.00031512i,-0.00064466+0.001102i,-0.00042767+0.00089026i,0.00038076+0.00058239i,0.00079456+8.2171e-05i,0.00068244-0.00012774i,0.00046318-0.00042268i,0.00035675-0.00058102i,0.00018152-0.00039283i,-0.00051749-0.00068675i,-0.00061004-0.00052811i,-0.00022437+0.00013851i,0.00044357+0.00015222i,0.0006663-0.00011613i,0.00052315-0.00020044i,0.00057255-0.00047841i,-0.00030706-0.0006345i
0.00070018-0.0020385i,0.0010756-0.00068307i,-0.000667+0.00077022i,-0.001503+0.00084693i,-0.00066931+0.00084094i,3.6019e-05+0.00067897i,0.00042849-0.0002502i,0.00050125-0.00058658i,0.0002487-0.00034926i,-0.00011913+0.00051426i,-0.000424+0.0010965i,-0.00054759+0.00098263i,-6.2731e-05+0.00078972i,-9.1114e-06+0.0010988i,6.9046e-05+0.0011841i,0.00010003+0.00047741i,-0.00010406-0.00010841i,-7.0964e-05-0.00034346i,-8.8326e-06-4.0639e-05i,0.00017558-2.4097e-05i,-0.00016403-0.00013413i,-0.00039533+0.00032868i,-0.00012586+0.00015258i
0.0017-0.00074332i,0.00082736-0.001044i,2.4997e-05-0.00065816i,-0.00076296-0.00028647i,-0.0014143-4.1026e-06i,-0.0015646+0.00024824i,-0.00094923+0.00036744i,-0.00035195+0.00018759i,-0.00026271-0.00027464i,5.5836e-05-0.00051646i,-0.00015545-0.00050277i,-0.00018856-0.00030013i,0.0002372+0.00027772i,0.0005446+0.00086815i,0.00096289+0.00081133i,0.00061673+0.00028829i,0.00033634-0.0001877i,0.0007387-0.00043929i,0.00040631-0.00032767i,-0.00047204-0.00070875i,-0.0013189-0.0012764i,-0.0013826-0.00084196i,-6.4123e-05+7.8572e-05i
0.0021535-0.00060588i,0.0025309-0.0019137i,0.0019627-0.0035591i,0.00039955-0.0041865i,-0.0011817-0.0032637i,-0.0016068-0.0022283i,-0.00089089-0.0014896i,-0.0003678-0.00081522i,-0.00065769-0.0011003i,-0.0002529-0.0014665i,-3.1163e-05-0.00020107i,-0.00028637+0.00016367i,-0.00045695-0.00064702i,-0.00033823-0.00020515i,-0.00044376+0.00043967i,-0.00066227+0.00023932i,4.1923e-05+0.0010217i,0.00032157+0.00083793i,-0.00018275-0.00038607i,-0.00081507-0.00060504i,-0.0013094+0.00011977i,-0.0012557+0.00045257i,-0.00057257-9.602e-05i
0.00034767+0.00023328i,0.0009259+0.0007706i,0.0017823+0.0015245i,0.0014338+0.0020889i,-0.00050009+0.0019993i,-0.0020661+0.0013139i,-0.0011177+0.00062502i,-0.00037053+0.00075179i,-0.00073339+0.00045245i,0.00023133+3.5599e-05i,0.0011056-0.00027198i,0.00083731+0.00020061i,3.5826e-05+0.00091674i,-0.00023936+0.00044588i,-0.00024953+1.9184e-05i,-0.0005108-0.00019776i,-0.0009792-0.00011125i,-0.001149-0.00040718i,-0.00089935-0.00083943i,-0.00087458+0.00032299i,-0.00058041+0.00032956i,-5.3277e-06-0.0001366i,-0.00020671-7.2744e-05i
0.0010803-0.0009897i,0.00091035-0.00058932i,-0.00014042-0.00033221i,-0.00014152+0.00028403i,-0.00016312-8.7392e-05i,-0.0004289+7.1581e-06i,0.00027349+0.00039724i,0.00038616+0.00038659i,-5.2984e-05+0.00040001i,-0.00018346-0.00024191i,1.9855e-06-0.00077907i,-0.00057885-2.4241e-05i,-0.0011093+0.00092914i,-0.00062891+0.00070555i,-0.00061756+0.00028954i,-0.00061589+0.0003178i,0.00021778-2.4584e-05i,0.0001672-0.00054349i,-0.00027263-0.0011046i,-0.00056665-0.0019772i,-0.00088561-0.0016207i,-0.0012065-6.3502e-05i,-0.00083901+0.00055848i
0.0040484-0.0017434i,0.0032728-0.0020587i,0.0017904-0.0016609i,0.00016299-0.0016863i,-0.0012295-0.0022403i,-0.0019571-0.0023968i,-0.0013927-0.00089138i,-0.0011483+0.00020465i,-0.00044742-0.00045077i,0.00036313-0.0011705i,0.00026573-0.0012432i,0.00041195-0.0006689i,0.00074434-0.00041207i,0.00020529-0.00017885i,-0.0010771-0.00033186i,-0.00099708-0.00045245i,-4.2149e-05-9.4429e-05i,0.00054426-0.00041267i,0.00049568-0.00099582i,0.00071607-0.00024991i,0.00059248+0.00058159i,0.00015124+0.0004267i,-9.4989e-05+0.00036811i
0.0022284-0.0011375i,0.0029159-0.0010633i,0.0028163-0.0016093i,0.0017711-0.0013243i,-0.00028965-0.00073408i,-0.0018227-0.00073745i,-0.0015521-0.00095843i,-0.00087029-0.00082458i,-0.00057696-0.00048773i,0.00013331-0.00075815i,0.0005013-0.00045142i,-6.6123e-05+0.00013483i,0.00040066-0.00033533i,0.0010947-0.0001465i,0.00057437-0.00028189i,0.00018934-0.0012843i,3.0511e-05-0.0010324i,1.018e-06-0.00034444i,-0.00039324-0.0002211i,-5.8924e-05-0.00054678i,-0.00019411-0.0010066i,-0.00045701-0.0015271i,6.9599e-05-0.0016202i
9.8325e-05+0.00048263i,-0.00048721+0.00089868i,-0.00038748+0.00060055i,0.00051362+0.00058565i,0.0013778+0.00014412i,0.0012404+3.5358e-05i,0.00095676+0.00048612i,0.00078988+0.00014425i,0.00023043-0.00015977i,0.00012683+0.00072516i,0.00059542+0.00060676i,0.0007567-0.00029634i,0.00048011-0.00029353i,0.00038245-0.00051119i,-0.00026381-0.0007227i,-0.0009711-0.00022606i,-0.00097125+7.0611e-06i,-0.00061881-0.00026321i,-0.00035404-0.00066932i,-0.00072854-8.8426e-05i,-0.0010254+0.00072538i,-0.00033049-0.00016054i,-6.4243e-05-0.00061548i
0.00088758-0.00083842i,0.00017245-0.0010305i,-0.0014533-0.00086945i,-0.0017317+0.00043817i,-0.00096441+0.00073191i,-0.00036309+0.00065354i,0.00017304+0.00076257i,0.000423+0.00010519i,0.00065195-0.00029419i,0.00030709+7.8886e-05i,0.00019409+6.5031e-05i,-6.7097e-05-0.0002742i,-0.00068697-0.00050862i,-0.0011262-0.0010002i,-0.00041649-0.00096097i,0.00017542-0.0009098i,0.00030107-0.00059653i,2.9768e-06-0.00042096i,0.00035132-0.00016702i,0.0014485+0.00014552i,0.0014218+5.6041e-06i,0.00051479-4.3302e-05i,-0.00025462-0.00012333i
0.0015194+0.00049213i,0.0014435-2.9929e-05i,0.0016396-0.00067988i,0.0013106-0.0016127i,0.001212-0.0015351i,0.0011052-0.00070412i,0.00061547+0.00019989i,0.0003603+6.8937e-05i,0.00074746+5.9589e-07i,0.00031332-6.1037e-05i,-0.0006322-0.0006402i,-0.00057602-0.00091997i,-0.0004615-0.00068584i,-0.00018876-0.00056611i,0.00072297-0.00033688i,0.00026506-0.00036236i,-0.00041588-0.00062953i,-0.00034623-0.00031681i,0.00037547+0.0001935i,0.00093068+0.00017731i,0.00017916+0.00017135i,-0.00089328+0.00094444i,-0.00087145+0.0012168i
0.00037841+0.0012307i,0.0008354+0.0022281i,0.0022701+0.0022532i,0.0019897+0.0014672i,0.0011282+7.2683e-05i,0.00093289-0.00087198i,0.0003507-0.0005498i,0.00037382+0.00020333i,0.00025477+0.0001232i,0.00021553-0.00028423i,-0.00010115-0.0005362i,0.00010377-0.0003268i,0.00012108+0.00054092i,5.5728e-05+0.00044333i,-0.00012522-0.00027684i,-0.00071047-0.00036945i,-0.0006053+0.00046717i,-0.00062482+0.001193i,-0.0007251+0.00028664i,-0.00045314-0.00037977i,0.00051893-0.00013146i,0.0013062-4.9856e-05i,0.00062811+0.00032302i
0.0013648+0.0014125i,0.00087319+0.0022738i,-0.00045142+0.0022173i,3.8789e-05+0.0020952i,-0.00015947+0.0014866i,-0.00013457+3.1493e-05i,-0.00051153-0.00062219i,-0.00090317-0.00029921i,-0.00033628-0.00027282i,0.00022502+0.00061766i,0.00072665+0.001126i,0.0012617+0.00057858i,0.00014878+0.00035624i,-0.00064182+0.00020855i,-0.00039744+3.401e-05i,-0.00090972-0.00066721i,-0.0012915-0.0015276i,-0.0011989-0.0015465i,-0.00051193-0.0011515i,-0.000129-0.00018642i,4.6729e-05+0.00040336i,-0.00028743+0.00098172i,-7.3403e-05+0.00068111i
0.00016736+0.0020284i,-0.00025257+0.0013907i,0.00044654+0.00092652i,0.00066161+0.0010435i,0.00035653+0.0010316i,0.00022608+0.00085242i,-0.00039032+0.0013104i,-0.0010607+0.0017268i,-0.0011701+0.0010091i,3.6354e-05-0.00024996i,0.0010523-0.00079032i,0.00028509-0.0011766i,-0.00089607-0.00068553i,-0.0010799+0.00018867i,-0.00029388-9.1981e-05i,0.00040664-0.00016675i,0.00032885-0.00025599i,-0.0003708-0.00015503i,-0.00037193-0.00019623i,-0.00022558-0.00070094i,-0.00075206-0.00050882i,-0.00049394+0.00015387i,-0.00045363+4.0411e-05i
0.00089142-0.0023668i,0.0012823-0.0032155i,0.0011936-0.0031862i,-0.00036384-0.0024526i,-6.9424e-07-0.0013474i,0.00021101-0.00025517i,-0.00034816+0.00012932i,0.00042146+4.4901e-05i,0.00044768-0.00026705i,-0.00051365-0.00052408i,-0.001039-0.0010187i,-0.00074138-0.00035877i,0.00030647+0.00098458i,0.001045+0.0007587i,0.00056248+0.00041725i,7.3034e-05+0.00033249i,0.00020983+0.00010484i,0.0003756-0.00033443i,0.0008696-0.0014525i,0.0010135-0.0017043i,-0.0001157-0.00084361i,-0.00090844-0.00085685i,-0.00041767-0.00037753i
0.00063287-8.6718e-05i,0.0013591+0.0016127i,0.00069991+0.002349i,3.8232e-05+0.001351i,-0.00045485+0.00085732i,-0.00034606+0.0002862i,-0.0011173-0.00039377i,-0.0017892-0.00030453i,-0.00091828-0.00021721i,-0.00033039-0.00056589i,-0.00018501-0.00064687i,0.00021377-0.00046515i,-0.00065902+0.00033679i,-0.0013821+0.00089268i,-0.00044617+0.00017326i,8.3571e-05-0.00096892i,0.00019398-0.0015022i,0.0005434-0.0010348i,0.00098007-0.0004837i,0.00081955-0.00065519i,-0.00038586-4.2797e-05i,-0.0013406+0.00041759i,-0.0010478+0.00035509i
-0.0015574+0.00036164i,-0.0012509+0.00096451i,-0.0030307+0.00068152i,-0.0024214+0.0013567i,-0.0011238+0.0012146i,-0.00084698+0.0010483i,-0.00087461+0.00027916i,-0.0010056-0.00060224i,-0.00068403+0.00029653i,-0.00038878+0.0014493i,-9.7358e-05+0.00049078i,0.00029227+4.0166e-05i,0.00033341-0.00023322i,-3.1898e-05-0.00028308i,-0.00010474-0.00023133i,-3.944e-05+0.00010245i,-0.00037592+0.00017217i,-0.00096329+0.0003489i,-0.00063848+0.00064448i,-2.0433e-05+9.4637e-05i,-6.1083e-05-0.00061402i,-0.00050238-0.00016152i,-0.00098522+2.846e-05i
0.0020821-0.00075901i,0.003149-0.00095688i,0.0022126-0.00012355i,-0.00010033+0.00044934i,-0.0011259-0.00023818i,-0.0013906-0.00092399i,-0.0015816-0.0015563i,-0.0005674-0.0011876i,0.00037557-0.00042393i,0.00052622-0.00037764i,0.00042886-6.2703e-05i,-6.9659e-05+0.00088184i,-0.00061264+0.0010336i,-0.00028611+0.00070135i,0.0013015+0.00057492i,0.0014702+0.00044236i,0.00039861+6.4323e-06i,0.00057452-0.0011992i,0.00086128-0.0009137i,2.0814e-05-0.00029513i,-0.00085012-0.00083971i,-0.0013505-0.0012995i,-0.0013523-0.0014502i
-0.00016801+0.00070225i,-0.0025749+0.0014819i,0.00083706+0.0013676i,0.0013833+0.001459i,0.0013607+0.0011707i,0.00078606+5.4e-05i,-0.00034795-4.0493e-05i,-3.6248e-05+0.00026002i,0.00010676+0.0002745i,0.00027107-1.8003e-05i,0.00026231-0.00066559i,-8.3016e-05-0.00095243i,0.00055966-0.0016754i,0.00048163-0.0019956i,-0.0008121-0.0013666i,-0.0010495-0.0018065i,-0.0010716-0.0014879i,-0.00090099-0.00042842i,0.00036045-0.00021578i,0.00077844+0.00016114i,2.3225e-05+0.00054633i,3.8937e-05+0.00028916i,0.00088074-0.00047792i
-0.00013696-0.0014937i,-0.00071603-0.001546i,-0.00067875-0.0030625i,-0.0011318-0.0023415i,-0.0021729-0.00092001i,-0.0019125-0.00093234i,-0.0011834-0.0012202i,-0.00070526-0.0012268i,-0.00032154-0.0013147i,-0.00081464-0.00039194i,-0.0005673+0.0010627i,-0.00039642+0.0020459i,-0.00051918+0.0015485i,-5.7926e-05-2.3352e-05i,-3.642e-06-0.00070347i,-0.0001417-0.001053i,-0.00022841-0.00091078i,-0.0002606-0.00055553i,-0.00043134-0.00056651i,-0.00047624-0.0001415i,5.4358e-05+0.00050196i,-0.00030388+0.00059763i,-0.0005419-0.00048596i
0.0013234-0.0015474i,0.001225-0.0010596i,0.0013541-0.0011977i,-0.00021162-0.00029748i,-0.0011037+0.00071694i,-0.0013096+0.0013499i,-0.0016835+0.0009586i,-0.0013628+5.0185e-05i,-0.0004655-0.00041461i,2.2914e-05-0.00042011i,5.9562e-05-0.00024223i,0.00036433-0.00020913i,5.2682e-05-5.4839e-05i,-0.001135+0.00034534i,-0.0013894+0.00021429i,-0.00084407-0.00042475i,-0.00048963-0.00048212i,5.6994e-05-0.00019532i,0.00017925+0.00047064i,-0.00034179+0.00053665i,-0.00056104+0.00012184i,-0.00047552+3.5458e-05i,-5.4791e-05+0.00042722i
0.00019533-0.00013553i,6.787e-05-0.00022008i,-0.00035012-0.00071914i,-6.0839e-05-0.0005989i,0.00010094-0.00046225i,-0.00020478-0.0010258i,-0.00030752-0.0010152i,-0.00081806-0.00060006i,-0.0010735+0.00011988i,-0.00058637+0.00074569i,1.7951e-05+0.0009095i,0.00022915+0.00027325i,0.00021778-4.1528e-05i,-0.00024855+0.00083517i,2.199e-05+0.00018104i,0.00084764-0.0006125i,0.00034591-0.0005699i,0.00031177-0.00075026i,0.00052564-0.00047819i,0.00020521+2.07e-05i,-0.00055491+0.00022097i,-0.00022509-0.00016639i,0.00011095-4.326e-05i
-0.00041909+0.0020348i,-2.0307e-06+0.0012091i,0.0018314+0.0014571i,0.002529+0.0021225i,0.0016993+0.0011573i,0.00041202-0.00025167i,-0.00054493-0.001175i,-0.0011346-0.00094991i,-0.00060227-0.00023072i,-0.00018124+0.00010243i,-9.8831e-05-0.00058589i,0.00037067-0.0015654i,0.00015946-0.0014163i,-0.00020848-0.00080666i,-0.00014485-0.00077718i,0.00043235-0.001182i,0.00057498-0.00074879i,-0.00031551-0.0004258i,-0.0006482+0.00017555i,-0.00013284+0.00078584i,0.00028653+0.00058164i,0.00058029+6.2732e-05i,0.00014227-0.00016769i
0.00036085-0.00070779i,0.00019442-0.0015019i,0.0010565-0.0010444i,0.00031611+1.5511e-05i,-0.001265-2.2895e-05i,-0.0015928-0.00014322i,-0.0015727-9.3897e-05i,-0.001389-0.00022147i,-0.00068393-0.00029884i,-6.4813e-05+0.00016453i,-5.4778e-05+0.00067084i,-0.00016963+0.00087638i,0.00013039+0.00089936i,-0.00019494+0.00081024i,-0.00062807+0.00091343i,-0.0010061+0.00048705i,-0.0010141-0.00024213i,-0.00020716+8.8636e-05i,0.00035469+0.00050137i,-8.632e-05-0.00052153i,-0.00055449-0.00096993i,-0.00083748+0.00029862i,-0.00049684+0.001117i
0.00027857+0.00038459i,-0.00073536+0.0010224i,-0.00070169+0.000848i,0.00060246+0.0015727i,0.00055394+0.00096462i,-9.2437e-05-0.0003335i,6.6245e-05-0.00041603i,0.00013561-0.00093278i,0.00018512-0.0009069i,0.00011523-8.4308e-06i,-0.00064431+0.00086163i,-0.0011101+0.0013984i,-0.00054934+0.00074949i,0.00014115-0.00073645i,0.000376-0.00049275i,0.00015132-2.3213e-05i,-0.00021306-0.00061186i,-0.00024338-0.00020242i,-0.00052186+0.00020401i,-0.0010542-0.00042295i,-0.00097984-0.00072839i,-0.000511-0.00077199i,-0.000198-0.00071086i
-0.0011495+0.0011168i,-0.00047141+0.0010975i,0.00059067+0.00082285i,0.00051088+0.00081334i,0.0003508+0.00062648i,0.00030015-0.0003638i,-7.0966e-05-0.0013905i,-0.00054767-0.00061384i,-0.00059223+0.00062132i,0.00032637+0.0010199i,0.00036674+0.00031155i,0.00040017+7.9456e-05i,0.0003388+0.00060503i,-0.00027243+0.00040464i,0.00010025-0.00017676i,0.00049825-0.00038996i,-0.00051087-2.8769e-05i,-0.0015653-0.00026463i,-0.001144-0.00071017i,-0.00014434-4.3735e-05i,-0.00026542+0.00031577i,-0.00038079-0.000133i,-0.00056961-0.00017075i
