-0.00013308-8.1843e-05i,-0.00062106-0.00045949i,-0.0010149-0.00090099i,-0.00089785-0.0004792i,-0.00078036+0.00030709i,-0.0010627+0.0012832i,-0.00030976+0.0011735i,0.00073575+0.001484i,0.00086537+0.0016774i,-0.00014055+0.00057454i,-0.00061572-0.00053111i,0.00014617-0.00073035i,0.00052106-0.00041695i,0.00030809-0.00045242i,0.00032871-0.00051182i,0.0011681-0.00036121i,0.0015422-0.00018515i,0.00041848-0.00022801i,0.00047556+0.00034559i,0.00056453+0.0010816i,-6.1062e-05+0.00010859i,-0.00029745-0.00069881i,-7.1953e-05-0.00023938i
0.0017515+0.00030177i,0.0012539+0.00079272i,0.00032424+0.00094584i,0.00041248-5.8371e-05i,0.0009885-0.00056629i,0.00087774-0.00068525i,-0.00013825-0.00025716i,-0.0001616+0.00047342i,0.00034761+0.00081679i,0.00066029+0.00046492i,0.00089175+1.6283e-05i,0.00063476-0.00013556i,0.0001346-6.6477e-05i,0.00018736-0.00075776i,0.00049918-0.00064593i,0.00093054-0.00026331i,0.0014272-0.00039559i,0.001098+5.2549e-05i,0.00069883+0.0006526i,0.0003435+0.00073028i,-0.0004754+0.00025627i,-0.0004143-0.0003016i,0.00052879-0.00058614i
0.0047303+0.0010736i,0.0027528+0.00051504i,0.00058999+0.00020022i,0.0011389+0.00050972i,0.0013849+0.00046174i,0.00088613-0.00011439i,-0.00037154-0.00025418i,-0.00071514+1.1911e-05i,0.00046916-6.7347e-05i,0.00069258+4.7307e-05i,0.00021651+0.00024266i,-2.3596e-05+0.00013901i,0.00025694-0.00014095i,0.00031148-3.2274e-06i,6.4471e-05+0.00037815i,-4.8585e-05+0.00050715i,-0.00035299+0.0002716i,-0.00092976+0.00051595i,-0.00094579+0.00047508i,5.2602e-05-3.4397e-07i,0.0006328+4.5844e-05i,0.00059173+3.4941e-05i,0.00048081+4.1675e-05i
0.0033383+0.0012038i,0.0020464+0.00052294i,0.0013483+0.00080733i,0.0018093+0.00071099i,0.0011408-0.0001376i,-0.0001624-0.00087379i,-0.00032494-0.0010634i,-0.00019818-9.8323e-05i,-0.00035514+0.00064151i,0.0004792+0.00052076i,0.00083088+0.00018893i,0.00057764+4.9462e-05i,-9.0104e-05+4.2109e-06i,-0.00074423-0.00032873i,0.0003151-3.806e-05i,0.0011497+0.00020791i,0.00055894-0.0001425i,0.00037316-0.000566i,4.0727e-06-0.00025464i,-0.00068776+4.1419e-05i,-0.00080832-0.00034907i,-0.00070865-0.0008595i,0.00020495-0.00038351i
0.0014378+0.00041184i,0.0007445+6.7327e-05i,0.00048437-0.00021571i,0.00024577-7.2799e-05i,0.00016431-0.00011079i,0.00050309-8.3724e-05i,-0.00020351-0.00025911i,-0.00105-0.00036558i,-0.00030559-0.00028114i,0.0001541-8.2504e-05i,0.00028277+9.0751e-05i,-0.00023001-0.00064783i,-0.0014176-0.0011923i,-0.0010512-0.00065171i,0.00031315+0.00030417i,0.00035647+0.0010989i,-0.00018864+0.0014394i,-0.00093295+0.00042103i,-0.00080879-0.00042517i,0.00011125+0.00036387i,0.00049789+0.00033978i,0.00013343+0.00012292i,-0.00045884+0.00021762i
0.00077503-0.00088207i,-0.0005807-0.00047668i,-0.0015162-0.00018607i,-0.00086851-0.00024087i,-0.00036557-0.00071463i,0.00019813-0.0012561i,0.0010037-0.0011175i,0.00091247-0.00038064i,0.00058876+0.00034827i,0.00018769+0.00043957i,-0.00038997-0.0001875i,-0.0004821-0.00069967i,-7.731e-05-0.00080939i,0.00015193-0.00063098i,0.00021793-0.00023781i,0.0002268-0.0004056i,-0.00051241-0.00038312i,-0.0016186+7.4694e-05i,-0.00084871+0.00041114i,1.8321e-05+0.0002645i,3.947e-05-0.00043184i,-1.4235e-05-0.00061189i,7.2096e-05-0.00030456i
0.0012132+8.6138e-05i,0.00076998+0.00073988i,0.00069429+0.001074i,0.00043993+0.0012805i,0.00032094+0.00079363i,7.8712e-05-0.00019602i,0.00030925-0.00028766i,0.0010745-0.00022175i,0.0012188+0.00024654i,0.00045012+0.00067666i,-0.00046227+0.00044582i,-0.00021041-7.6254e-05i,0.00018129-0.00024766i,-1.9948e-05+9.1032e-05i,0.00025517+0.0005005i,0.00014596+0.00072533i,-0.00017374+0.00051199i,-0.00023678+0.00012918i,2.713e-05+0.00011665i,-9.9031e-05-0.00020444i,0.00034527-0.00047769i,0.00074575-0.00015664i,0.00027321-6.0279e-05i
0.00094188-0.0018425i,-0.00079868-0.00095551i,-0.0027076-0.00046605i,-0.0019954+0.00018863i,-0.00039792+1.4768e-05i,0.00097934+0.00027912i,0.0011679+0.0010769i,0.00091389+0.00074438i,0.00066005+0.00017737i,0.00013101-0.0001864i,-0.00020465-0.00035853i,-0.00019236+1.1218e-05i,0.00016484+0.00056654i,0.0012016-6.7316e-05i,0.0013693-0.0001582i,0.0011772-7.6589e-05i,0.00085094+0.00016503i,1.9971e-05+0.00073822i,-0.00051377+0.00056632i,-0.00029854+0.0004567i,-0.00058542+0.00065075i,-0.0014307+0.00048465i,-0.00048455-0.00067798i
0.0023448+0.00037812i,0.00023241+0.00092212i,-0.00014882+0.0012512i,0.00052621+0.00094658i,0.00062479-0.00024503i,0.00043712-0.00082439i,8.3862e-05-0.00043573i,-6.391e-05+0.00054029i,0.0002477+0.0010842i,-0.00015141+0.0010778i,-0.00043578+0.00077959i,-0.0001329-0.00015485i,0.00056903-0.0013196i,0.00073815-0.0013739i,0.00044655-0.00018104i,0.00026776+0.00081347i,-0.00028244+0.00075322i,-0.00029478+0.00062994i,7.8548e-05+0.00041472i,4.4782e-05-2.0019e-05i,2.1958e-05+5.7573e-05i,0.00022546+0.00019713i,0.00083855-2.3027e-05i
0.0010589-7.6688e-05i,-0.00041746+0.00029118i,-0.00095277+0.0015905i,0.00076093+0.0013446i,0.001402+0.00024597i,0.00040942-0.00069503i,-0.00044013-0.0018785i,-0.0010182-0.0016069i,-0.00075271-0.00016181i,-0.00010162+0.00023497i,0.00062663+3.7956e-05i,0.0009019-0.0001427i,0.0007621-0.00068238i,0.00085698-0.00051492i,0.00031576-0.00046805i,-6.8033e-05-0.00080087i,-0.00026728-0.00037571i,-0.00063966-6.6378e-05i,-0.00054453-0.00025649i,-0.00084038-0.00068189i,-0.0014701-0.00078344i,-0.00067793-0.00042477i,0.00069355-0.00010695i
-2.0286e-05-0.002341i,-0.0010425-0.0010926i,-0.0021859-2.6984e-05i,-0.0021061+0.00018482i,-0.0007304+0.00028434i,3.0162e-05-3.4861e-05i,-0.00037367-0.00016125i,-0.00062184-0.00014555i,-9.2414e-05-0.00022211i,0.00016729+0.00020565i,0.00067534+0.000267i,0.0017156+3.6585e-05i,0.0013452+0.00013315i,0.00081103+0.00027922i,0.001228-0.00031423i,0.00074024-0.00031332i,0.00015976+0.00016989i,-0.00028484-3.8363e-05i,0.00039642+0.00053889i,0.00077284+0.00079123i,-0.00013476-1.3465e-05i,-0.00055607-0.00047894i,-0.00021879-0.0002518i
0.0042013-0.0017333i,0.002815-0.0016547i,0.00036108-0.0012253i,-0.00031114-0.00087951i,0.00065349-0.0010199i,0.00068519-0.0012187i,-0.00012571-0.00035034i,-0.00010247+0.00019537i,1.7045e-05+0.00032537i,-4.5861e-05+0.00067052i,2.0781e-05+0.00010256i,0.00048848-0.00020827i,0.00052752+0.00010104i,6.788e-05+0.00047193i,0.00035152+4.1704e-05i,0.0006805-4.5412e-05i,0.00051114+0.00015272i,0.00055944-0.00026441i,0.00032787-0.00029257i,-0.00018661-0.00059127i,-0.00028259-0.00036245i,-0.00030152+0.0002442i,-0.00072154-0.00097309i
0.0012891+0.0025166i,0.0008154+0.0025293i,0.00056781+0.001694i,0.00077877+0.00052013i,0.001521-0.00074501i,0.0015494-0.00069122i,0.00055648+0.00017059i,0.00030227+0.00021229i,0.00063937-0.00059031i,0.00032688-0.00094398i,-8.2857e-05-0.00095469i,0.0007302-0.001158i,0.0011918-0.00072226i,0.0010744-6.2862e-05i,0.00067798-6.9775e-05i,0.00026379+0.00012883i,-9.2978e-05+0.00044481i,-0.00075143+0.0002063i,-0.00096184-4.8747e-05i,-0.0006677-8.3863e-05i,-0.00019498-0.00078953i,2.9701e-05-0.00069636i,0.00023936-2.3505e-05i
-0.0011062+0.0021616i,-0.0010311+0.0020535i,-0.00066718+0.0010705i,0.00054838+0.00018799i,0.0014597-0.00056432i,0.0013771-0.0013731i,0.00011643-0.0010374i,-0.00066265-5.4555e-05i,-0.00070009+0.00029238i,0.00011585-0.00018169i,0.0011195-0.00084372i,0.00098423-0.00011759i,0.0007844+0.00080429i,0.00081459+0.00040568i,0.00021771+7.869e-05i,0.00055222+1.6269e-05i,0.00082154+0.00018258i,0.00019426-0.00032831i,-0.00022954-0.0011612i,-0.00087776-0.00045879i,-0.0011244-4.6917e-05i,-0.00062325-1.177e-05i,0.00012387+8.4076e-05i
0.0014456-0.0010104i,0.00067502-0.00027102i,-0.00044385+0.00017999i,-0.00074293+4.6939e-05i,-9.347e-06+6.5475e-05i,0.00048417+0.00075716i,0.0003633+0.00056021i,0.00042272+3.7847e-05i,0.00054496-0.00034031i,-0.00013736-0.00016061i,-0.00028784-9.977e-05i,0.00016563+7.7173e-05i,0.00044723+0.00037748i,0.00061694+0.0010624i,0.0007304+0.0014923i,0.00096882+0.0013502i,0.00071659+0.00062498i,0.00012477-0.00022169i,0.00037356-0.00020768i,0.00057743+2.6775e-05i,0.00038284+2.8803e-05i,-0.0002973+0.00022911i,-0.00031293+0.00039977i
0.0013946+0.0013563i,0.0012949+0.0019703i,0.0012636+0.0021494i,0.0018041+0.0013899i,0.0027428+0.00037977i,0.0024935-0.00096808i,0.00057336-0.0013811i,-0.00073995-0.00045803i,-0.00052512+0.00033237i,-0.00031436+0.00063285i,4.3469e-05+0.00031167i,0.00073966-2.6093e-05i,0.00093949+0.00016927i,0.00057712+0.0002135i,0.00035543+0.00044674i,0.00051195+0.00018118i,0.0010407-0.00020213i,0.00079309+0.00013835i,-0.00042538+0.00065497i,-0.00056778+0.00063389i,-0.00031858+0.00013977i,-0.00050808-1.1929e-05i,0.00010323+1.5083e-05i
0.0011986+0.0009507i,0.00014376+0.0012079i,1.4565e-05+0.0018466i,0.00065905+0.0012993i,0.0013908+0.00018671i,0.0011289-0.00049721i,0.00092533-0.00041156i,0.00068007+5.1011e-05i,7.2093e-06-1.5429e-06i,0.00020693+0.00026978i,0.00025483+0.0011472i,-0.00014223+0.00090816i,-0.00021873+5.5401e-05i,-0.00032402+6.7055e-06i,-7.7455e-05-0.0002187i,-1.8933e-05-0.00032345i,-0.0003348+0.0001466i,-0.00072084+0.00058036i,-0.00030392+0.00039646i,0.00028102-6.6792e-05i,0.00015179-6.1916e-05i,0.00012776+0.00019093i,0.00020195-6.5488e-05i
0.0015375-0.00022974i,-0.00084477+0.00059609i,-0.0025025+0.00043164i,-0.0013819+0.00062429i,-0.00033535+0.00065295i,0.00040586-0.0002224i,0.00082248-0.00037954i,0.0003076+1.562e-05i,0.00014264+9.019e-06i,0.00034554-0.00050096i,0.00051852-0.00035406i,0.00057288-0.00018878i,-5.0832e-05-0.00027848i,0.00047348+0.00011164i,0.00093767+0.00096707i,0.00074808+0.0008294i,0.0012149+0.00027325i,0.00020072+7.8612e-05i,-0.00082527-0.00032702i,-0.0011305-0.00066946i,-0.00078305-0.00092364i,-2.1375e-05-0.00051909i,0.00017394-3.2607e-06i
0.0026554+0.00027603i,0.0018311+0.00045271i,0.001058-5.1016e-05i,0.00143-0.00092592i,0.00086179-0.0012918i,-0.00033768-0.0010888i,-0.0006097-0.00064752i,-0.00078766-0.00063552i,-0.00016098-0.00062478i,0.00030352-0.00014797i,0.00058121-0.00039082i,0.00090541-0.00049596i,0.00025029-8.6124e-05i,-0.00056128-0.00016531i,-0.0005546-0.0003421i,2.1551e-05-0.00054369i,0.00024114-0.00016998i,0.00034477-0.00022137i,-2.5868e-05-0.00042235i,-0.00039731+0.0003757i,2.4525e-05+0.00062191i,-0.00011458+2.7968e-05i,-0.0008034-0.00032296i
0.0019785+0.00054764i,0.0010369+0.00065623i,-0.00088468+0.00066958i,-0.00076593+0.00042034i,-0.00039698-0.00037727i,-0.00041962-0.0015962i,-0.00055628-0.0014479i,-0.00068936-0.00028964i,-9.585e-05-0.00033401i,0.00035521-0.00062007i,0.00075566-0.0005552i,0.00071675-0.00067593i,-0.00018787-0.00025207i,-0.00049168+1.274e-05i,0.00038915+0.00075156i,0.00018345+0.00084904i,0.00037499+0.00012569i,0.0014406-0.00071625i,0.00083361-0.00087659i,0.00013852-0.00029823i,0.0002442+0.00040814i,0.00032913+0.00038991i,0.00079694+0.00021736i
0.0020222+0.00011977i,0.0012586+0.0006946i,-0.00024645+0.0012604i,-0.00045705+5.9661e-05i,-0.0001304-0.00064338i,-0.00042804-0.001024i,-0.0005663-3.127e-05i,-0.00058058+0.00088957i,-0.00032186-0.00029321i,0.00039873-0.00064022i,0.0005959-7.9018e-05i,0.00055667-0.00013948i,0.0011459-0.00037846i,0.0003737-0.00016621i,-0.00038728-0.00037708i,-0.00027069-0.0005472i,-0.00016355-0.00043785i,0.00041307-0.00035633i,0.00091192+0.00020343i,0.00043247+0.00031188i,-0.00045866-4.6919e-05i,-0.0003848-8.7708e-05i,-0.00029429+0.00018869i
0.0023568+0.0015607i,0.0017371+0.0016816i,0.0018891+0.00043103i,0.0016746-0.00073161i,0.0017808-0.0015411i,0.0012755-0.0010572i,-0.00012901-0.00048557i,-0.00037971-0.00065327i,0.00091828-0.00025455i,0.0015287+0.00012377i,0.00077821+1.3925e-05i,1.5612e-05-0.00037209i,0.00030364-0.00089726i,0.00057304-0.00073501i,-0.00041277-0.00030026i,-0.00063538-2.8087e-05i,0.0002721-0.0002419i,0.00032112-0.00050556i,-8.4122e-05-0.00076281i,0.00018589-0.00099571i,0.00036123-0.0011869i,0.00025163-0.00041502i,9.7874e-05+0.00075381i
0.003124+0.0041211i,0.0020006+0.0048619i,0.001163+0.0038756i,0.0015741+0.0007777i,0.0024274-0.0017095i,0.0021514-0.00204i,0.00070629-0.001201i,6.9998e-05+4.6108e-05i,-0.00039393+0.00090491i,-0.0005732+0.00079833i,-0.00062581+7.7998e-05i,-0.00077168-0.00065757i,-0.00016683-0.0011017i,2.7098e-05-0.00062218i,-0.00071844-0.00023651i,-0.00029719-0.0003364i,0.00048829+0.00028723i,0.00041437+0.00084783i,-7.1551e-05+0.0006825i,-0.00067093+0.00017733i,9.9601e-05+0.00042788i,0.0010747+0.00071417i,0.00084389+0.00035149i
0.0016808+0.00042338i,0.0011775-0.0009047i,0.00010038-0.001736i,0.00013572-0.0012299i,0.00098897-0.00080355i,0.00098071-0.0003433i,0.00057195-6.7662e-05i,0.00062818+5.2601e-05i,0.00050077+0.00054646i,0.00037922+0.00092178i,0.00073563+0.00028281i,0.001092-0.00052205i,0.0005912-0.00017415i,0.00026929+0.00011914i,0.00053576+0.00030412i,0.00048683+0.00051688i,-8.1817e-05+0.00029629i,-0.00045863+0.00035394i,-6.5477e-05+0.00061073i,0.00033542+0.00091708i,0.00082064+0.00041093i,0.0010189+0.00022457i,0.00052609+0.00073579i
-7.3902e-05+0.0005078i,-0.0012957+0.00077051i,-0.0012762+0.00057061i,0.00010056+0.00055473i,0.0019013-9.5114e-05i,0.0017928-0.00097968i,0.00041794-0.0010068i,-0.00043645+1.5093e-05i,-0.00043279+0.0005166i,-0.00035491-0.00023084i,-0.00020524-0.00078637i,-0.00026221-0.0008103i,1.4525e-05-0.0010153i,0.0010818-0.00091802i,0.0015383-0.00067559i,0.0016926-0.00010904i,0.00099995+0.0013936i,-4.6118e-05+0.0016788i,6.7776e-05+0.00095205i,-0.00025103-1.3078e-05i,-0.0006936-0.00025119i,3.9194e-05-5.8918e-06i,0.00039635-0.00086072i
0.0012372+0.00044284i,-8.5174e-06+0.0013626i,-0.0012198+0.0010664i,-0.00060015+9.4032e-05i,0.00062096+0.00049467i,0.0013132+0.00045343i,0.001529+0.00017553i,0.0008294+0.00074712i,0.00056222+0.00067894i,0.000458+0.00075363i,0.00078722+0.0008443i,0.00097122+0.0001225i,0.00071955+2.8119e-05i,0.00041156+0.00059223i,0.00038884+0.001049i,0.00039969+0.00076534i,0.00017499+0.00017538i,4.7792e-05+8.4714e-05i,-1.5137e-05-0.00010008i,0.00048073-0.00061878i,8.8207e-05-0.00099603i,-0.001373-0.0010604i,-0.0013692-0.00072612i
0.00012772+9.9571e-06i,-0.00074571+0.00017881i,-0.00072528-0.00012824i,0.00073295+0.00019133i,0.0012337+0.00031724i,0.0011948-0.00057507i,0.00029367-0.00070257i,-0.00026999-1.7528e-06i,0.00020721+0.00084318i,2.363e-05+0.0012517i,0.00027959+0.00098349i,0.00088001-8.4138e-05i,0.00090737-0.00058986i,0.0010984-0.00049813i,0.0009813-0.00017971i,0.00047206-0.0004065i,0.00027521-0.00070124i,0.00020776-0.00076292i,5.5981e-05-0.0009052i,-0.00014584-0.00058047i,-0.0002426+0.00030294i,-0.00019112+0.00061205i,-3.2338e-05+0.00062224i
0.0015533-0.00010962i,0.0010905-5.6459e-05i,8.693e-05+0.0017447i,0.0003576+0.0019171i,0.00086081+4.1819e-05i,0.00046557-5.7071e-05i,0.00019967+0.00052134i,0.00067376+0.00013823i,0.00065648+0.00031896i,-8.3497e-05+0.0004044i,-1.4594e-05-0.00044057i,0.00079786-0.00042358i,0.00052392-0.00030827i,-0.00015157-0.00074484i,0.00020858-0.00068541i,0.00048472-0.0008411i,0.00011887-0.00059499i,-0.00019166+0.00019138i,-0.00051389+0.0003275i,-0.0005393-0.00012715i,-0.00037953-9.3339e-05i,-0.00033172+0.0005326i,-2.2588e-05+0.00059992i
0.00065728+0.0023312i,-0.00020853+0.0020725i,-6.8132e-05+0.0011266i,0.0013024+0.00020535i,0.0015475-0.00054507i,0.00035684-0.0018226i,-0.00030621-0.0012706i,-0.00019552-0.00014222i,0.00015593+0.00013571i,5.3964e-05+4.4481e-05i,9.0208e-05-2.9427e-05i,0.00091678-0.00071976i,0.00088455-0.0017917i,0.0003345-0.0015849i,0.00029415-0.00081305i,-0.00010858+3.7919e-05i,-0.00049633+0.00024622i,-0.00034866-6.6913e-05i,-0.00042077+0.00039441i,-0.00067026+0.00041999i,-0.00028688+0.00058932i,0.00018328+0.0004188i,0.00084517+0.00017254i
0.0012408-0.00067283i,0.00081777+0.00055042i,-0.00017609+0.0010274i,9.9982e-05+0.00052911i,0.00095054-0.00053217i,0.00085235-0.00083039i,-0.00012915-0.0010016i,-0.00083048-0.00081823i,-7.8905e-05-3.3313e-05i,0.00051029+0.00053085i,0.0008193+0.00070699i,0.00059278+0.00040985i,0.00040205-0.00035256i,0.00074248-0.00071271i,0.0012873-0.00077816i,0.001441-9.4001e-05i,0.000623+0.0004187i,0.00038385+0.00054493i,0.00028478-0.00019914i,5.5932e-05-0.00068874i,0.00078557-0.00015079i,0.0011706+0.00010185i,0.00090875+0.00072595i
0.0034579+0.00082482i,0.0030336+0.00095599i,0.002406+0.00038127i,0.0018727+0.00021407i,0.0009584-0.00050848i,0.00017196-0.0023921i,3.066e-05-0.0015498i,-0.00034458+0.00073531i,-0.00041372+0.00075838i,-3.4021e-05+2.8001e-05i,0.00035224+0.00061551i,0.00051693+0.00038147i,0.00024333-0.00057473i,-0.00039666-0.0005749i,5.3103e-05-8.8515e-05i,0.00069219+0.00023553i,0.00084105+0.00021586i,0.00061747+0.00031139i,-0.00023322+0.00043037i,-0.00033297+0.00051218i,-0.00010016+0.00013834i,1.8245e-05-0.00014464i,0.00013901-6.087e-05i
0.004+0.0015709i,0.0029701+0.0013528i,0.0019288+0.00038554i,0.0012835-0.00069931i,0.0010592-0.000845i,0.00041385-0.00033441i,-0.00018675+0.0002943i,-9.115e-06+0.00035814i,0.00032253+0.00064663i,-0.00032446+0.00069673i,-8.9441e-05-0.00067815i,0.00055289-0.0013577i,0.00069704-0.00020256i,0.00054698+0.0011429i,-7.1724e-05+0.00037662i,0.00010812-0.00074921i,0.0003689-0.00090064i,0.00035691-0.00077488i,0.00011522-0.00078171i,-0.00012967-0.00071419i,-9.8703e-05-0.0010791i,0.00014177-0.0011372i,2.78e-05-0.0004271i
-2.9395e-05+0.0014243i,0.00010999+0.0015828i,-0.0014783+0.00087047i,-0.0011143+0.00036983i,0.00029613+9.384e-05i,0.00088348-6.8423e-06i,0.0015308-0.00033153i,0.0012703-0.00058959i,0.0004186-0.0005715i,0.0003097+1.6128e-05i,0.00032767-0.00016936i,0.0001768-0.00085964i,0.00035014-0.00088443i,0.00043902-0.00074615i,0.00097253-0.00048347i,0.0015915+0.00024895i,0.00035918+0.0012638i,-0.00076302+0.001255i,0.000124+0.00073653i,0.00031053+0.0010756i,-0.00097927+0.00049543i,-0.0010792-8.8811e-05i,-0.00025022-0.00010827i
0.00087243+0.0016288i,-0.00023993+0.0010644i,0.00025701+0.00059412i,0.001161-0.00032726i,0.0011476-0.0013835i,0.00030403-0.0012926i,-0.00094985-0.0005215i,-0.0013524-0.00041246i,-0.0006114-0.00010781i,-0.00038886+0.00024477i,-9.2831e-05+0.0003272i,-8.6684e-05+0.00032942i,-0.00063964+0.00013049i,-0.00018435+7.3046e-05i,0.00046584-3.4713e-05i,-4.167e-05+0.00012363i,-0.00068918-0.00015823i,-0.00091361-0.00026719i,-0.00084563-0.0003501i,-0.00062846-0.00044115i,-0.00077503+0.0002683i,9.5615e-06+0.00040866i,0.0008636+0.00027737i
0.001755+0.0010546i,0.001269+0.0011676i,2.6646e-06+0.0007356i,-0.0002213+0.00055062i,0.00031216-0.00031255i,0.00069138-0.00081524i,-0.00027654-0.00055302i,-0.00048435-0.00065742i,0.00018615-0.00056192i,9.8572e-05+0.00017873i,-3.9972e-05+0.00069067i,0.0003757+0.00071961i,0.00052248+6.5244e-05i,0.0011354+7.3297e-05i,0.0016894+0.00025099i,0.0014873-0.00015424i,0.00098501-0.00084886i,0.00079781-0.0004398i,0.00023799-0.00032298i,-0.00011513-0.0010016i,0.00024844-0.00055288i,0.00039708+0.00024991i,0.0004027+0.00026614i
0.00096423-0.00017976i,-0.00035934+0.0012744i,-0.00086416+0.0022301i,0.0002217+0.0017789i,0.0011242-9.2946e-05i,0.0010255-0.0011913i,0.00087806-0.0006177i,0.00032534+0.00044448i,-0.00052191+0.00069118i,4.3231e-05+4.4797e-05i,0.00067495-0.00033808i,0.00059906-0.00041021i,0.00032775-0.00093382i,0.00014016-0.00077036i,0.00087633-0.00078726i,0.0011829-0.0011621i,0.00063106-0.00094677i,-3.8733e-05-0.00085609i,-0.0007493-0.0005927i,-0.00036252-3.1158e-05i,0.00035953-0.00025229i,0.00075924-0.0002583i,0.00072335+0.00035129i
0.0026769+0.00033382i,0.00033454+0.00073674i,-0.00058016+0.00055209i,-0.0002224+0.00045341i,0.00050191+0.0010506i,0.00017339+0.00094362i,2.4264e-05-0.00024736i,2.6971e-05-0.00070864i,-0.00045559-0.00062099i,-0.00095017-0.00014154i,-0.0011161+0.00034562i,-0.00012454+0.00034159i,0.00098478+0.00084053i,0.0011915+0.0011776i,0.00073068+0.0014945i,-8.9244e-05+0.0016016i,-0.00042896+0.0014847i,0.00031172+0.0013177i,0.0011084+0.00087858i,0.00093071+0.00069164i,-0.00061341+4.1288e-06i,-0.0010232-0.00050815i,7.8771e-05-0.00051059i
0.0031861-0.00011547i,0.0013089-0.00090273i,-0.00022211-0.0008431i,0.00011085-0.00065458i,0.00090952-0.00065997i,0.00088396-0.00038099i,-0.00040161+5.4799e-05i,-0.00081684+0.0010174i,-3.5486e-05+0.00092838i,0.000509+1.838e-05i,0.00069638+0.00039476i,0.00038503+0.0011071i,0.00061634+0.00026103i,0.00064907-0.0011126i,-9.3967e-05-0.00086813i,0.00017052-6.6643e-05i,0.00047074+0.00040563i,0.00011374+0.00026961i,0.00017715+0.00055464i,0.00047807+0.00046726i,0.00059211-0.0004573i,0.00029642-0.00094711i,-6.6625e-06-0.00064837i
0.0009056+0.0022869i,0.00070346+0.0028135i,0.00020336+0.0024747i,0.0016755+0.0012506i,0.0026512+0.00012881i,0.00098675-0.00070074i,-0.00037613-0.00042933i,-0.00095588+0.00025318i,-0.00020836+8.7131e-05i,0.00056089+0.00041292i,0.0004563+0.00066129i,0.00056285-0.00010891i,0.00065141-0.00038934i,0.0006631+2.2777e-05i,0.00070864-0.00045817i,0.00045272-0.00051242i,-7.0825e-06+0.00077416i,8.8552e-05+0.0015149i,0.00049339+0.00055284i,-5.5781e-05-0.00086272i,4.0614e-05-0.0010886i,0.000345+9.0176e-06i,-9.6589e-05+0.0013089i
0.0032776+5.4705e-05i,0.0011253-0.00059502i,0.00037646-0.001439i,9.005e-05-0.0016077i,4.5472e-05-0.0013346i,0.0002663-0.00098649i,-1.5932e-05-0.00068273i,-0.00039302-0.00016419i,-0.00032933+0.00044642i,-0.00045917+0.00023345i,8.3233e-06-0.00054645i,0.00075084-0.0011213i,0.00031632-0.00097717i,0.00018689-0.0001829i,0.0002814+0.00034074i,0.00075863+0.00040698i,0.0011432-5.6703e-05i,0.0011173+0.00024249i,0.00062794+0.0010911i,-0.00015606+0.00038134i,0.00045729-0.0009428i,0.00067232-0.00057066i,-0.00031942-8.1126e-06i
0.0010987-0.00074941i,8.2346e-05-0.000291i,-0.0013752+0.00056746i,-0.0016555+0.00064803i,-0.00029428+0.00011625i,0.00013486-0.00099265i,0.00018266-0.0012999i,0.00015173-0.00088716i,0.00028347-0.00024733i,0.00027424+0.00014771i,-0.00025291+0.00022471i,-0.00018221-0.00020309i,0.00039963-0.00083345i,0.00095777-0.00055288i,0.0015819+0.00015626i,0.0019271+0.00071283i,0.0015838+0.00046255i,0.0011762-0.00048256i,0.0003899-0.00086003i,-0.00044885-0.0011289i,-0.00013586-0.00090064i,-0.00013756+0.00021509i,-0.00044423+8.8946e-05i
0.001792+0.0018043i,0.0010991+0.0015292i,0.00038031+0.0020752i,0.00063295+0.0019463i,0.00071275+0.00039146i,0.00024865-0.00065871i,-0.00015813-0.00027312i,-0.00031864-9.579e-06i,-0.00040998+3.9311e-05i,-0.00056633+0.00011146i,-6.336e-05-5.2726e-05i,0.00064658-0.00073111i,0.00069647-0.00072236i,0.00056863-0.00061567i,0.0014387-0.0011738i,0.0014209-0.00087436i,0.00018036-0.00044116i,3.9523e-05-0.00048547i,0.00045123-0.00010399i,-0.00027965+0.00012516i,-0.00027571-0.00034577i,-0.00015124-6.9575e-05i,-0.00028891+0.00025012i
0.0016835+0.0013712i,0.00061251+0.0012419i,9.2939e-05-0.00057028i,0.00017221-0.0012015i,0.00046482-0.00093842i,0.00042901-0.0010468i,-0.00017281-0.00087444i,-0.00020876+0.00046598i,0.00031612+0.0010508i,-9.3083e-05+0.00051644i,-0.00037646-4.7978e-05i,0.00029939-0.00030428i,0.00036847-0.00039325i,0.00010795-0.00029768i,-1.176e-05+0.00014261i,0.00017306+0.00090532i,0.00034463+0.0012082i,0.00049456+0.0012492i,1.4835e-05+0.00087785i,-0.00057441+0.00096069i,-0.00018962+0.00065912i,7.5087e-05-9.3171e-05i,-0.00026881-0.00023538i
-0.00049385+0.00067101i,-0.0012339+0.0016444i,-0.0011472+0.0014066i,-0.00017474-0.00045736i,0.00091702-0.00098137i,0.00096379-0.0011785i,0.00069473-0.00082327i,0.00052252-3.243e-05i,-4.9718e-05+0.0006632i,-8.1671e-05+0.00069482i,0.00070368-0.00022261i,0.00064834-0.00051657i,5.6482e-05-0.00057743i,-0.00010307-0.0010256i,0.00093022-0.00072767i,0.00071708-0.00030417i,-0.00018837+0.00020205i,0.00017121+0.0011094i,0.00044339+0.0011099i,0.00064461+0.00034232i,0.0003337+4.8536e-05i,0.0004379+0.00045671i,0.0010975+0.000256i
