0.00016128+0.0031118i,0.0014531+0.003778i,0.00074263+0.0013923i,-0.00031272-0.00037474i,-0.001198+0.00018679i,-0.0017999+0.0023243i,-0.00096255+0.003444i,0.00011904+0.0027944i,0.001524+0.001412i,0.0014349+9.0396e-05i,-0.00015074+0.00020687i,-0.00021517+0.00025873i,0.00032516+7.9811e-05i,0.00059222+0.00011728i,0.00076977-0.00025939i,0.00042355-0.0005156i,-2.1728e-05-0.00022332i,-0.00030496-0.00018755i,9.3308e-05-0.00035154i,7.9479e-05+1.3497e-05i,-0.00030729+0.00064004i,-3.3576e-05+0.00037527i,0.00033681-0.00037999i
0.00029373+0.0020106i,0.0014972+0.0031412i,0.0016173+0.0033025i,0.00097683+0.0027973i,0.00011407+0.0019877i,0.00098243+0.0011793i,0.0014575+0.00026783i,0.0012515+0.00033914i,0.001044+0.0010134i,-0.00014939+0.0010798i,-0.0006949+0.0009986i,-0.00057892+0.0005702i,-0.00054786+0.00037314i,-0.00079068+0.00079198i,-0.00024309+0.00048369i,0.00065082-5.1704e-05i,0.00029593-0.00057594i,-0.00045251-0.0011613i,-4.4885e-05-0.0010524i,0.00046209-0.00061937i,0.00088199-0.0005307i,0.00084117-0.00046645i,5.2643e-05-0.00012452i
-0.00089029+0.0016866i,-0.00027274+0.0025071i,0.00064584+0.0017214i,0.00033455+0.0010334i,0.00064244+0.0013079i,0.0016855+0.0012813i,0.001787+2.6178e-05i,0.0015592-0.00060416i,0.00068486-0.00018096i,-0.00045013+0.00045745i,-0.00071845+0.00023797i,-0.00019454+2.518e-05i,7.0607e-05-0.00046086i,0.00057649-0.00075906i,0.0010555-0.00073635i,0.00078372-0.00071644i,0.00047763-0.00025087i,-0.00076274-0.0004115i,-0.0012104-0.0010309i,-0.00029466-0.0010497i,0.00012552-0.00059645i,-2.3005e-05+0.00017963i,-0.00060486+0.00074188i
-0.00042445+0.0016852i,-0.00062489+0.002156i,-0.00027486+0.00211i,-2.4849e-05+0.00081587i,-0.00025084+0.00079969i,0.00017029+0.001141i,0.00027301+0.00035399i,-0.00053267-0.00015294i,-0.00035843+0.00026029i,0.00021198+0.00059129i,0.00040294+0.00025737i,-0.00013539-0.00022012i,-0.00049227-0.0010133i,0.00031068-0.001069i,0.00053582-6.9487e-05i,-0.0004428+4.393e-05i,-0.00075571-9.5838e-05i,-0.00022527-0.00021472i,-0.00010821-0.00043203i,1.0347e-05+0.00036287i,-0.0002639+0.00068711i,-0.00042619+0.0011039i,-9.919e-05+0.0013583i
0.00043341+0.0016878i,0.00094115+0.0014863i,0.0023742+0.0016642i,0.0027005+0.00064212i,0.0016014+0.00020332i,0.00072427+0.00085352i,0.0004069+0.0013543i,0.00012361+0.0017694i,0.00051749+0.0016821i,0.0020737+0.0013053i,0.002221+0.0011722i,0.00072201+0.0005485i,-0.00015243-0.00046182i,-7.0477e-05-0.00045193i,0.00031208-2.2013e-05i,5.4056e-05+0.00011957i,-0.00054237+6.4135e-05i,-0.00078159-0.00024364i,-0.00086467-9.5896e-05i,-0.00064965-0.0001064i,-0.00048934+0.00039933i,-0.00013947+0.00034341i,0.00053467-0.0002359i
0.0028107+0.0005961i,0.002335+0.0017686i,0.0017694+0.00099758i,0.0012058-0.00041975i,0.00040119-3.9333e-05i,0.00027954+0.00046866i,0.00039744+0.00079265i,0.00046757+0.00070711i,0.00044525+0.00036264i,0.00014479-2.2153e-05i,-0.00056039-0.00026346i,-0.00070817+0.00050655i,0.00031395+0.00071281i,0.0013576+0.00014602i,0.0015698+0.00019565i,0.00091185+0.00034643i,0.00035665+0.00030915i,-0.00057618-7.8038e-05i,-0.00040631-0.00074962i,0.00047338-0.00086408i,0.000121-0.0001103i,-0.00035824-0.00010263i,-0.00058822+0.0002249i
0.0016317+0.0029614i,0.0020582+0.0046609i,0.0021+0.0028884i,0.0014077+0.0012862i,0.00067281+0.001428i,9.5129e-05+0.0017777i,-6.6768e-05+0.0016374i,0.00021396+0.0011582i,-0.00015487-0.00021152i,-0.00023844-0.00099187i,-0.00022454-0.00076894i,-0.0014367-0.00074256i,-0.0010247-0.00044137i,-2.6053e-05+0.0003385i,0.00013757+0.00028722i,0.00037509-0.0008723i,0.00055506-0.0010478i,-0.00016482-0.00047512i,-0.0004646-0.00087087i,-0.00053287-0.00010316i,-0.00079318+0.00047427i,-0.00031984+0.00012996i,-0.00045121-0.0004165i
0.0009961+0.0042534i,0.0017124+0.0039681i,0.0016373+0.0021753i,0.0011415+0.00095661i,0.00043208+0.00096082i,0.00073159+0.00088775i,0.0011153+0.00053277i,0.00050912+0.00048943i,0.00056536+0.00047354i,5.9476e-05-0.0003311i,-0.00084179+1.3622e-05i,0.00012677+0.00046955i,0.0010115-0.00027606i,0.00064102-0.0004964i,0.00015538-0.00031049i,-0.00016978+8.1306e-05i,-0.00077666-8.498e-06i,-0.00057121-0.00029516i,0.00013418-2.6206e-05i,0.00056515+0.00033588i,0.00074331+0.00059225i,0.00051522+0.00068736i,0.00022815-0.0002174i
1.3301e-05+0.0034776i,0.00040333+0.0047348i,0.0010763+0.0037546i,0.0010715+0.0014679i,0.0012681+0.00027758i,0.0017933-8.6916e-05i,0.00054457-0.00011396i,-0.00033122-0.00061081i,0.00026582-0.00073466i,0.00039771+0.00028715i,7.1806e-05+0.00063458i,-7.067e-05+0.00010178i,-6.0863e-05+0.00066846i,0.00033113+0.00072487i,7.8386e-05+7.3106e-05i,-0.0001692-0.00023209i,-0.00049998-0.00047968i,-0.0010862-0.00034225i,-0.00069052+0.00034277i,-0.00074204+0.00048507i,-0.00057848+0.0001055i,-0.00019404+3.5569e-05i,-0.00027624-0.00031856i
-0.0021234+0.0028053i,-0.0020992+0.0023499i,-0.00090193+0.0015542i,0.00052712+0.00091275i,0.00047036+0.00039566i,0.0003661+0.00046143i,0.00029561+0.00034848i,0.00029599+0.00020195i,0.0004218+0.00040573i,0.00017143+0.00063507i,-0.00018199+0.00042851i,-0.00051772-4.123e-05i,-0.00056156-0.00047605i,0.00014036-0.00062465i,0.0009908-0.0010083i,0.00041829-0.0013327i,-1.6713e-05-0.0014929i,-0.00012172-0.0012857i,-0.00093611-0.00064552i,-0.001072-0.0005742i,-0.00034162-0.00079992i,-0.00030971-0.00030665i,-0.00010133+6.7602e-05i
0.0006682+8.1446e-05i,0.0014164-7.8165e-05i,0.0018362-0.00038734i,0.0015167-0.00021791i,0.00070902+0.00078993i,0.00068187+0.00072684i,0.0008925+0.00010955i,0.00051077+1.6501e-05i,0.00048906-0.00019756i,0.00054531+0.00027907i,-0.00015753+0.00034954i,-8.2195e-05+0.00013678i,0.0003646-0.00025413i,0.00046711-0.00037093i,-0.00011193-0.0003234i,-0.00027433-0.00090493i,0.00048688-0.0014148i,0.00054842-0.00080841i,2.0029e-05-0.00017359i,1.6676e-05+0.00072943i,0.0002196+0.0010694i,-0.00023301+0.00048906i,0.00064276+0.000253i
0.0018829-0.00048206i,0.0020279+0.00098686i,0.00023773+0.00048468i,-0.00097804+0.00071066i,6.6264e-05+0.0017484i,0.0015757+0.0017486i,0.0013715+0.00063394i,0.00074932+2.0639e-05i,0.0012491-8.9883e-05i,0.0010537+0.00043258i,-0.00048487+0.0010655i,-0.00040556+0.00033559i,0.00025362-0.00015889i,0.00061264-0.0004535i,0.00072282-0.0001587i,0.00086721+0.00013127i,0.0004727-0.00061149i,0.00017103-0.00088692i,0.00066649-0.00044115i,0.00088903-0.00029421i,0.00088908+0.00038456i,0.00071411+0.00066349i,0.00017285-3.2615e-06i
0.00013184+0.0025048i,0.001013+0.0037165i,0.0010953+0.0031313i,0.0015685+0.0016305i,0.0015426+0.0009532i,0.00085264+0.0008621i,-0.00042387+0.00054674i,-0.0010148+1.0123e-05i,-0.0013233+0.00014994i,-0.0012299+0.00032695i,-0.00064327+0.00038081i,-5.152e-05-0.00033217i,0.000269-0.0011599i,0.00047856-0.00085093i,0.00015664+3.0683e-05i,-0.00012435-0.00021496i,-0.0004581-0.00090682i,-0.0005415-0.00072041i,0.00056565-0.00078076i,0.00075001-0.00092267i,-0.00024178-0.00050091i,-0.00064015-8.9351e-05i,-0.00017443+0.00016963i
0.00054849+0.0013921i,0.00056821+0.0015586i,-0.0001515+0.00078152i,0.00046098+0.00043122i,0.0010536+0.0012373i,0.0010794+0.0018793i,0.0012169+0.0014854i,0.00065079+0.00086852i,-2.0888e-06-0.0001309i,0.00037554-0.00058908i,0.00097076-0.00021511i,0.00088822-3.8635e-05i,0.00034883-0.00014868i,0.00022422-0.0002166i,3.0633e-05+0.00022154i,-9.6178e-05-4.5559e-05i,-1.7247e-05-0.00038874i,-0.00036297-0.00054157i,-0.0013245-0.00054991i,-0.0007839-0.00019395i,0.00028638-8.1295e-05i,6.5639e-05+0.00020503i,-0.00037665+0.00015617i
0.00011625+0.0038317i,0.00081041+0.0036401i,0.0011457+0.0026753i,0.0014687+0.0010294i,0.0021066+0.00016636i,0.002301-0.00032973i,0.00099566+5.3482e-05i,-0.00053558+0.00045039i,-0.00078488+0.00051372i,-0.00023828+0.00045158i,-0.00020429+0.00053367i,-0.0002194+0.00092668i,0.0002661+0.00096999i,0.00035715+0.00054398i,0.00037325+0.0004106i,0.00032146-6.2811e-05i,0.0004372-0.00065271i,0.00070677-0.000299i,7.6878e-05+8.4855e-06i,-0.00083944+4.2495e-05i,-0.00050839-0.00028434i,0.00034685-0.00022915i,2.7521e-05+0.0001023i
-0.00072071+0.0019663i,0.00031923+0.0020123i,0.0013264+0.00085707i,0.0020582+0.00050852i,0.001647+0.00073791i,0.00076465+0.00019197i,0.00014535+2.0217e-05i,4.759e-05+2.3126e-05i,0.00011596+0.00013861i,0.00026145+0.00050631i,-0.00014387+0.00097152i,-0.00018672+0.00062821i,0.00083075-2.9735e-05i,0.00066259-0.00061777i,-0.00018424-0.00064889i,-0.00026755-0.00034847i,-0.00010486-0.00060697i,-0.00041256-0.00074452i,-0.0013525-0.0001016i,-0.0014664-0.00012159i,-0.00074364+1.753e-05i,-0.00042985+0.00027521i,-0.00064073+0.00047655i
0.00083948+0.00057162i,0.001508+0.0024502i,0.00075364+0.0019265i,0.0011545+0.0015146i,0.0011779+0.002389i,0.0013161+0.0019833i,0.0015012+0.00062021i,0.0005741+0.00056134i,0.00011657+0.00045955i,-9.3861e-06+3.5363e-05i,-0.00014352-3.4022e-05i,-0.00016995-0.00028739i,2.9279e-05-0.00022649i,0.00013347-5.2994e-05i,-0.00022793+0.00016254i,-0.00018939+0.00049438i,0.00026759+0.00019066i,0.00071685-0.0010119i,0.00061573-0.0013423i,5.3103e-05-0.0011053i,-0.00040105-0.00084313i,-0.00079622-0.00030726i,-0.00044999+0.00011513i
-0.00092005+0.00063795i,0.00025014+0.0024945i,0.00032136+0.0035346i,0.00020405+0.0025186i,0.0010844+0.0020236i,0.0022982+0.0013876i,0.0014608+0.0003421i,-0.00014651+0.00023093i,-0.0003086+0.00031976i,0.00034038+0.00022419i,0.0010302-0.00017381i,0.00037814-0.00066844i,-0.00011604+2.4578e-06i,0.00064602+0.00096455i,0.0006365+0.00030618i,0.00022729-0.0010442i,0.00043746-0.00078917i,0.00069076-0.00021416i,0.00047078-0.00038008i,0.00020306-0.00063302i,-0.00029813-0.00031932i,-0.00057689+0.00019851i,-0.00027699+0.00057416i
0.00014951+0.0026799i,0.0020828+0.0019992i,0.0031043+0.00015804i,0.0024846-0.00046265i,0.0018932+3.7185e-05i,0.0015013+0.0005281i,0.0011231+0.00070276i,7.3577e-05+0.00045959i,-3.8654e-05+9.0722e-05i,-0.00021422+4.0611e-06i,-0.0014517+0.00056656i,-0.0010831+0.00020143i,8.2898e-05-0.00056066i,0.00021435-4.0883e-05i,0.00015925+0.00048125i,0.00018127-0.00022572i,-0.0004653-0.00014228i,-0.0007213+0.0004996i,-0.00018619+0.00066802i,0.00020601+0.00022117i,0.00016958-0.00091436i,0.00025411-0.00055962i,0.00011111+0.00022889i
0.0018327+0.00090415i,0.0028486+0.0037933i,0.0018952+0.0020759i,-0.00032439+0.00017223i,-0.0021599-0.00049892i,-0.0016655+0.00058374i,6.9703e-05+0.001145i,0.00083358+9.0103e-05i,0.0014029-0.00080602i,0.00079397-0.0009255i,-0.00027794-0.00041454i,-0.0012945+0.00017977i,-0.00059488+0.0002374i,0.0013008-0.00034827i,0.0012285-0.0011366i,0.00010431-0.0017828i,-3.8951e-05-0.0015805i,0.00023039-0.00088021i,0.00073703+0.00051875i,0.0002802+0.0015138i,-0.00075121+0.0012816i,-0.00023023+0.00033235i,0.0004879+2.1299e-05i
-0.00041188+0.0013639i,0.00034412+0.0021388i,0.00054019+0.0024408i,0.00091943+0.0017899i,0.0010327+0.0011668i,0.0011667+0.0011422i,0.00044903+0.0004768i,-0.0004748-4.0751e-06i,-0.0005263-0.00057356i,-0.001065+2.3228e-05i,-0.0016748+0.00062733i,-0.0012494-0.0001148i,-9.0842e-05+0.00031568i,0.00061486+0.00074679i,0.00084622+0.00011551i,0.00043091-0.00046837i,-4.5204e-05-0.00126i,-0.00060092-0.0013799i,-0.0002669-0.00086758i,0.00030786-0.00027857i,-0.00029451+0.00060003i,-0.00069267+0.0011114i,-0.00050312+0.0014434i
0.0002789+0.00080433i,0.0017191+0.0014369i,0.0021324+0.0012355i,0.0010009+0.00020201i,0.0001829+5.4148e-06i,-0.00017903+0.00012133i,-0.00032901+0.00052269i,-0.00037713+0.00022479i,0.00047089-0.00030829i,0.00074628+0.00053485i,0.00023188+0.0016845i,0.00050699+0.0014914i,0.0008893+0.00037685i,0.00078482-0.00060721i,0.00026473-0.00051746i,-0.00031548-0.00044381i,-0.00061271-0.0012568i,-0.00024035-0.0016232i,6.1124e-05-0.00078228i,-0.00044644+0.00016685i,-0.00081999+0.00056031i,-0.0002622+0.0012009i,0.00063006+0.00061411i
0.00045452+0.0030706i,0.00069285+0.0035468i,0.0020964+0.0026175i,0.0024555+0.001439i,0.002529+0.00082042i,0.00157+3.6372e-06i,0.00043589-0.00066673i,0.0004865-0.0005117i,0.00069125+7.3891e-05i,0.00032365+0.00056712i,8.2794e-05-0.00026189i,-3.0179e-05-0.00084155i,-3.2907e-05-0.00017507i,0.0006331+0.00012771i,0.0001525+1.5987e-05i,-0.00013239-0.00016363i,0.00022257-0.00042782i,-0.00032138-9.2949e-05i,-0.00054728+0.00037539i,-0.00028966+4.0692e-05i,0.00010009-1.0254e-05i,0.0003632+0.00052471i,0.00046816-0.00017459i
-8.3719e-05+0.0031572i,0.0016152+0.0026685i,0.0023825+0.0017135i,0.0021961+0.00033968i,0.0011365+0.00031897i,0.00046281-0.00016556i,-2.3568e-05-0.00069165i,-0.00024553-0.00013763i,-0.0003367+2.6215e-05i,0.00011032+8.7753e-05i,-0.00030988+0.00024614i,-3.4648e-05-0.00040965i,0.00030911-0.00034348i,-0.00022006+0.00059703i,0.00049052+0.00039142i,0.00084916-0.00061372i,0.00019251-0.0013059i,-0.00064772-0.001003i,-0.0013283+0.00033181i,-0.00045739+0.00092519i,0.0003513+0.00077703i,-7.373e-05+0.0010358i,-0.00035207+0.00087976i
0.00013082+0.0014378i,0.00082446+0.0028985i,0.0015128+0.0026318i,0.0013532+0.0013259i,0.001089+0.00088701i,0.0013487+0.00050286i,0.00050212+0.00013846i,2.7707e-06+0.00010315i,4.9176e-05+0.0010461i,-0.00036556+0.0014192i,-0.00082444+0.00080475i,-0.0011891+0.00061581i,-0.00063612+0.00066961i,-1.5698e-05-9.7139e-05i,0.00045703-0.00052287i,0.0007622-0.00043141i,0.00041559-0.00040577i,-9.1064e-05-8.2687e-05i,-0.00083366+0.00030196i,-0.00096125+0.00015717i,-0.00080168+0.0003447i,-0.00061437+0.00104i,-0.00044755+0.0010607i
-0.0013549+0.0031117i,-0.00043016+0.0035944i,0.00083675+0.0028642i,0.00027533+0.0014286i,-0.00028254+0.0011057i,-0.00043098-9.1646e-05i,-0.00031637-0.00084513i,-0.00025075-4.0663e-05i,0.00050533+0.00016893i,0.0011275+6.5734e-05i,0.0007918-0.00023491i,0.00043452-0.00069434i,0.00022171-0.00054775i,0.00038126-0.00073146i,0.0001566-0.00099407i,-0.00011125-0.0011844i,-8.8136e-05-0.0014005i,-0.00035821-0.0010183i,-0.0004078-0.00031304i,-2.4771e-05-0.00037455i,-0.000348-0.00014493i,-0.0011538+0.00039306i,-0.00044206+0.00056539i
-0.00010175+0.0016097i,0.0010351+0.0016359i,0.0017658+0.00078182i,0.0019324+7.4004e-05i,0.00068533+4.1429e-05i,3.6279e-05-8.3698e-05i,0.00049165-1.0345e-05i,0.00059811+0.00015727i,0.00032314+0.0002402i,-8.5641e-05-0.00010784i,-0.00052968-0.00062594i,-0.00032673-0.00046836i,0.00023616+7.805e-05i,0.00012886+0.00046125i,-4.7111e-06-8.7142e-05i,0.00024264-0.00060218i,0.00058521-0.00071212i,0.00021041-0.0013054i,-0.00015096-0.0013893i,-9.0209e-05-0.0011278i,-0.00056199-0.0002861i,-0.00063344+0.00029399i,-7.2926e-05+0.00078277i
0.0021597+0.0011236i,0.002049+0.0021375i,0.0015871+0.0025623i,0.0007575+0.0011957i,0.00083021+0.00086265i,0.00079486+0.001291i,0.00025321+0.0013745i,0.000189+0.0009413i,0.00074552-0.00012332i,0.00038069-0.000875i,-0.0002041-0.00037645i,-7.0511e-05-0.00047345i,0.00044839-0.00015146i,0.0004794+0.00017128i,7.4822e-05-0.00062344i,-3.8412e-07-0.00071833i,-0.00027887-0.00038866i,-0.00036318-0.00045509i,0.00021536-0.00071901i,0.00053603-0.0007295i,-4.0865e-05-0.00087618i,0.00014891+1.9675e-05i,0.00011845+0.0013116i
0.00052571+0.0024985i,0.0013158+0.0045393i,0.0017927+0.0036661i,0.0014305+0.0014083i,0.00087346+0.00092677i,0.0013879+0.0012025i,0.0011478+0.0012473i,0.00063159+0.0011782i,0.00077571+0.0010203i,0.00020924+0.0001691i,-1.5545e-05+0.00032986i,2.8184e-05+0.00087523i,-7.5833e-05+0.00030788i,4.2393e-06-0.00052464i,0.00016029-0.00082468i,0.00011-0.00081741i,0.00011121-0.00072493i,-9.3293e-05-0.00079702i,-0.0002916-0.0004953i,9.0129e-05-0.00049644i,0.00021771-0.00033301i,-1.1253e-05+0.00023062i,-0.00054827+0.00018615i
0.00037687+0.0023094i,0.00072165+0.0025538i,0.00068261+0.0016728i,-0.00034814+0.00072564i,-0.00029988+0.00070588i,0.00047102+0.00071326i,0.0008493+0.00025477i,0.00058085+0.00011138i,-0.00036007+5.8334e-05i,-0.00055246+5.1457e-05i,-0.00076395+0.00060958i,-0.00064116+0.00068847i,0.00024239+0.00062131i,0.00088363+0.00071398i,0.00087307-0.0003656i,0.0010441-0.00094426i,0.0011769-0.00091251i,0.00040576-0.00044769i,-0.0002234+0.00047781i,-0.00043602+0.00036413i,-9.0682e-05-0.00037603i,0.00039773-0.00075515i,0.00055537-0.00018156i
0.0012973+0.002421i,0.0018394+0.0024372i,0.0019435+0.0013401i,0.0015017+0.00047329i,0.00096011+0.00013193i,0.00070465-0.0001124i,0.00039887-0.0001365i,0.00070983-0.00096402i,0.0011671-0.0012199i,0.00038995-0.001112i,-0.00050996-0.0013371i,-0.0002378-0.00080217i,0.0005924-0.00014964i,0.00088045-9.3383e-05i,0.00069631-0.00041355i,0.00064464-0.00059427i,0.00030173-0.00068518i,0.00023098-0.0012457i,0.00026685-0.0013506i,0.00015265-0.00068229i,-0.00051906-0.00047214i,-0.0012045-0.00048631i,-0.00058146-0.00024186i
-0.00013776+0.0010832i,0.0004641+0.00036547i,0.0014574-0.00016391i,0.001295+0.0006378i,0.0014046+0.00055882i,0.0013424-0.00071472i,0.00060388-0.00089719i,-0.00010114-0.00063138i,1.1903e-05-0.00079533i,0.00076401-0.00088909i,0.00050823-0.00015955i,0.00015784-0.00011723i,-0.00014803-0.00025531i,-7.2518e-05-0.0004861i,0.00055451-0.00091374i,0.00034906-0.00030191i,-0.00039639-0.00047145i,-0.0005913-0.0009333i,8.8061e-05-0.00017183i,-0.0004013+0.00032512i,-0.0010971+0.00074091i,-0.00063473+0.00081406i,7.2868e-05+0.00054243i
0.00149+0.0033199i,0.00099208+0.0035369i,0.0010172+0.0029182i,0.00098302+0.0025283i,0.0014978+0.0023259i,0.0017892+0.0014226i,0.00089995+0.00052796i,0.00040358+0.00047546i,0.00058084+0.00060651i,0.00064172+0.00072543i,0.00011013+9.7987e-05i,-4.1693e-05-0.00046688i,6.3479e-05+0.00018704i,0.0001316+0.00051203i,0.00014801+0.00021644i,0.0004315-0.00015258i,0.00049675-0.00073037i,-0.00011581-0.00095412i,0.00018259-0.00091568i,0.00070408-0.00085539i,0.00043991-0.00046443i,-0.00023588+0.00019477i,-0.00032683+5.6153e-05i
0.00049734+0.0014554i,9.8265e-06+0.0024661i,0.00016101+0.0024126i,-0.0001773+0.0016714i,-9.8364e-06+0.001266i,0.00084581+0.0013391i,0.00037337+0.00080552i,-0.00012011+0.00016824i,-0.00075445-0.00040697i,-0.0014735-7.7477e-05i,-0.00061579-6.7009e-05i,0.00025311-0.00048536i,0.00071135-0.00059045i,0.0015086-0.00064729i,0.0017528-0.00038881i,0.0013697-0.00072909i,0.00097368-0.001466i,0.00040103-0.00096886i,0.00012905-4.4664e-05i,-5.5158e-05-6.303e-05i,-0.00068419-4.4774e-05i,-0.0011449+0.00010889i,-0.00057861+0.0004337i
0.0016242+0.0003463i,0.0022479+0.0019859i,0.0016449+0.00099518i,-0.00036908+0.00057266i,-0.0013747+0.0015069i,-0.0007335+0.0021803i,0.00029514+0.0013144i,9.4143e-05+0.00048475i,-0.00053633-0.00058248i,-0.0006527-0.00094926i,-0.00055354-0.00042444i,-0.00066306-7.3407e-05i,-0.00090446+0.0001747i,-0.0001259-0.0002349i,0.00049227-0.00024824i,0.00045881-0.00030681i,0.00025073-0.00017613i,-0.00015692+0.00022038i,-0.00029709+5.3937e-05i,-0.00024138-5.3121e-05i,-0.00021635-0.00018883i,-0.00031362+0.00012719i,-0.00097571+0.00059043i
0.00098135+0.0010359i,0.0011753+0.0021279i,0.0007314+0.0019547i,6.6473e-05+0.0020665i,0.00069799+0.0019002i,0.0015909+0.0013117i,0.0016757+0.00053112i,0.0013908-0.00012971i,0.0010754+8.6114e-05i,-0.00011932+5.9748e-05i,-0.00092359-0.00048252i,-0.00030111-0.00068728i,-8.2577e-05-0.00029494i,-9.9363e-05-0.00033045i,0.00030243-0.001131i,0.00064442-0.0010269i,2.0308e-05-0.00058425i,-0.00051687-0.00071412i,-0.00068841-0.00050494i,-0.00011019-0.00079245i,0.00057415-0.00099146i,-0.00028598-0.00076626i,-0.00071238-0.00051002i
-0.00081349+0.0031854i,0.0010927+0.0035298i,0.0024371+0.0031333i,0.0026404+0.0015679i,0.0023766+0.0006502i,0.0013798+0.00065594i,9.2065e-05+0.00042906i,-5.6002e-05-0.0003708i,0.00049901-0.0006467i,0.0002593-0.00010852i,-0.00027131+0.00087755i,-0.00070154+0.001014i,-0.00022127-2.1996e-05i,2.8265e-05-0.00049328i,-8.7807e-05-0.00031918i,-0.00050192-0.00028147i,-0.00054457-0.00046485i,-0.00027771-0.00053748i,-0.00025437+0.00017453i,-0.00065508+0.00038177i,-0.00099836+0.00028236i,-0.00095756+0.00034438i,-0.00027756+0.00022499i
0.0005262+0.0012997i,0.00071297+0.0011456i,0.0013295+0.00051705i,0.00040926+0.00091323i,-0.00086677+0.001298i,-0.0010523+0.001028i,-0.00054675+0.00073748i,-0.00042767+0.00051427i,-0.00046032+0.00025454i,-0.0008643-0.00029558i,-0.00073187-0.00013943i,-0.00015738+2.6902e-05i,0.00035629-0.00021189i,0.00037079-8.3274e-05i,0.00031905-0.00013572i,0.00051416-0.00036807i,7.867e-05-0.00039235i,-0.00062875+1.1729e-05i,-0.00043048-0.00031739i,-0.00033199-0.00068031i,-0.0012595-0.00030534i,-0.0011253+0.00057874i,-0.00034159+0.0006736i
0.00021116+0.0023448i,0.00074913+0.0025805i,0.00051532+0.0021039i,-4.4262e-05+0.00099715i,0.00042414+0.00010013i,0.00061651+0.00033392i,0.00036643+0.00045546i,0.00045136+1.5672e-05i,0.00030386+0.00046951i,0.00022401+0.00096388i,7.5495e-05+0.0010283i,-0.00021911+0.00058669i,-0.00047672-4.079e-05i,-0.00034338+0.00060957i,0.00028546+0.00034717i,4.331e-05-3.3601e-05i,0.00055525-0.0001421i,0.00086556-0.0010622i,-0.0001319-0.0022341i,-0.0003507-0.0017871i,4.0469e-05-1.2004e-05i,0.00018479+0.00056228i,0.00066089+0.00060713i
0.00048491+0.0020767i,0.00054795+0.0031941i,0.0011766+0.0020535i,0.0006747+0.0010299i,0.00030437+0.00063823i,-7.197e-05+0.0005588i,-9.3618e-05+0.00084634i,0.00038548+0.0012271i,0.00019162+0.00079576i,-4.9949e-05+0.00037204i,3.0069e-06+0.0005832i,-1.7972e-05+0.00029765i,-5.891e-05-0.0001424i,0.00034646+0.00049759i,0.00068046+0.00075772i,-0.00021478+0.00011461i,-0.00092341-0.00094338i,-0.00062529-0.0014985i,0.0001456-0.00079479i,3.6702e-05+8.5871e-05i,-0.00081266+0.0011174i,-0.00092596+0.0010109i,-0.00024394-0.00014783i
0.00014566+0.0023133i,0.001634+0.0026016i,0.0016837+0.0019516i,0.00068917+0.0012055i,0.00010471+0.0006009i,0.00036216+0.00057312i,0.00071712+0.00093408i,-5.0461e-06+0.00050191i,-0.00031314+1.2772e-05i,0.00043087-0.00013892i,0.00030039-0.00022397i,-0.00044503-0.00040865i,-0.00031802-0.00019454i,0.00022076-1.8794e-05i,-0.00014314-0.00044373i,0.00012702-0.00083239i,0.0007291-0.00064782i,0.00037541-0.00023593i,-0.00010554-3.7814e-05i,-0.00065823-0.0002037i,-0.00086427-0.00026762i,-9.252e-05+0.00030504i,0.00066838+0.00017049i
-0.00070122+0.0025764i,-0.00014638+0.0024672i,0.0014035+0.0012424i,0.0017499-2.6931e-06i,0.0014525-5.2108e-05i,0.00093519+0.00061974i,-8.7533e-05+0.00093706i,-0.00042005+0.00058419i,-0.00016575+8.6535e-05i,0.00037107+0.00023665i,0.00022567+0.00021773i,-0.00032585+0.00015735i,-0.00061959-0.00019563i,-0.0012217-0.00081622i,-0.00052006-0.00087221i,0.00015933-0.00053315i,0.00042835-0.00028281i,0.00070986-0.00031953i,0.0010491-2.818e-05i,0.00049841+0.00031281i,-0.00020133-0.00027901i,-0.00068164-0.00022655i,-0.00098247+0.00031845i
0.0013021+0.0014702i,0.0015877+0.0031389i,0.0010585+0.0032058i,0.00021368+0.00081073i,0.00067423-0.00032833i,0.0014587+5.4214e-05i,0.001639-2.9713e-05i,0.0015381-0.00026883i,0.0008572-0.00034686i,0.00038483+0.00022463i,2.0808e-05-4.3106e-05i,-2.5909e-05-0.00054146i,0.00043141-0.0001975i,0.0011668+0.00033184i,0.001233+0.00013373i,0.00092249-0.00087573i,0.00094588-0.0010471i,0.00066601-0.00083251i,-0.00017802-0.00014843i,-0.00041316+0.00058867i,3.2016e-05+0.00072181i,0.00029215+0.00067859i,0.00034958+0.00024573i
0.00017227+0.0015859i,0.00083826+0.0012562i,0.0013239+0.00087793i,0.0010146+0.00079466i,0.00087567+0.00065287i,0.0004734+0.00053179i,2.9232e-05+0.00051179i,-0.00055776+0.00041338i,-0.00063405-0.00010504i,-0.00020288-0.00012041i,0.00035587+0.00024494i,0.00089009-4.8555e-05i,0.00055029-0.00027029i,0.00010463-8.8693e-05i,0.00092174-0.00031974i,0.0014417-0.0013444i,0.00081206-0.0015677i,-0.00035898-0.00059205i,-0.00033853-0.00028475i,0.00020284+7.0177e-05i,-0.00048428+0.00011544i,-0.0008994-7.621e-05i,-0.00050621+0.00018923i
