-0.00067017-0.0014738i,-0.00078135-0.0018843i,-0.0022015-0.0011127i,-0.0027803+9.5756e-05i,-0.0011681+0.00030119i,-0.0001203+0.00050501i,-0.00026607+0.00031161i,0.00039529+6.8936e-05i,0.0014348-0.00022459i,0.00096563-0.00019513i,8.6087e-05+6.4466e-05i,0.0004705+0.00057592i,0.00031264+0.0009446i,0.00027824+0.00046185i,0.00079419+0.00024837i,0.00052752+0.00033838i,-0.00051776+2.4587e-05i,-0.00091299-4.3256e-05i,-4.2353e-05-0.00033536i,0.00024114-0.00028825i,-0.00029406+0.00026455i,0.00016425+0.00071495i,0.00044818+0.00078943i
-0.0013493-0.0014043i,-0.00087671-0.0013487i,-0.0010104-0.00052601i,-0.00070838+0.00038728i,-0.00050874+0.00079174i,-0.00053585+0.0010548i,-0.00067262+0.0012485i,-6.013e-05+0.00070492i,0.00026533-0.0002933i,0.000352-0.00035821i,0.0008713-0.00037195i,0.0011153-0.00028754i,0.0011925-0.00049407i,0.00092635-0.00099152i,0.00078251-0.00079729i,5.7142e-05-0.0004626i,-0.0002369+0.00014753i,-0.00015501+0.00073158i,-8.4526e-05+0.00095969i,0.00031185+0.0009746i,0.0007129+0.00072484i,6.2828e-05+0.00053387i,-9.5732e-05+0.00037839i
-0.00020924-0.00067307i,-0.00063573-0.00033437i,-0.00036936+0.00049905i,3.3364e-05+0.00087185i,5.0787e-05+0.0007455i,0.00052481+0.00029746i,0.00026295+0.00015146i,-0.00040693+0.00066201i,-0.00020584+0.00076761i,0.00078433+0.00040121i,0.0012557+0.00068102i,0.00050916+0.00076092i,0.00085298-1.5095e-05i,0.00073695-0.00035231i,5.9923e-05-0.00022887i,0.00045648+0.00022612i,0.00016004+0.00037259i,-0.00049269-0.00018441i,-0.00048233-0.00014486i,0.00031939+0.00043277i,0.00076171+0.00014805i,-4.9132e-05-0.00070464i,-0.00080147-0.00037637i
-5.0424e-05+0.0017192i,1.9143e-05+0.0005724i,0.00027995-0.0014327i,0.00012193-0.0017264i,-0.00042067-0.00094426i,-0.0013652+0.00039037i,-0.0014721+0.00057726i,-5.711e-05+0.00045556i,0.00017533+0.0011922i,-0.00067265+0.0010687i,-0.00072459+6.5924e-05i,-0.00085999-0.00069492i,-0.00081962-0.00036698i,-0.00014233-0.00012898i,0.0002751-0.00098119i,0.00071615-0.00069188i,0.00042879+0.00010699i,-0.0001751+0.00017689i,-0.00023105-2.7054e-05i,0.00014795-0.00013286i,0.00074201-0.00037358i,0.00058534-0.00079713i,0.0002247-0.00032603i
-0.0018417-0.0016439i,-0.0015746-0.0012215i,-0.0015681-0.00044823i,-0.001206+2.8879e-05i,0.00047728-0.0004795i,0.0002015-0.0003079i,-0.00096686+0.00064137i,-0.0011675+0.00090234i,-0.00075202+0.00078768i,-0.00045052+0.00060565i,-0.00033228+6.1441e-05i,-2.4579e-05+0.00011801i,-8.1473e-07+0.00025784i,-0.00035272+0.00012278i,-0.00059611-9.1516e-05i,-7.3716e-05-0.00053754i,-8.605e-05-0.00087267i,-0.00041983-0.00063208i,0.00018846-0.00024889i,0.00023129+0.00057685i,-0.00035573+0.00050787i,-0.00055683-0.00022916i,-0.00033835-0.00045178i
0.0011724+0.00018687i,-6.3108e-05+0.00012812i,-0.00071025-0.0006065i,-0.00022313-0.0013545i,0.00024122-0.0011372i,-0.0007353+0.00011079i,-0.0020256+0.0007555i,-0.002392+0.00068224i,-0.0012747+0.00055705i,-0.0002034+0.00042853i,-8.6921e-05+0.00032025i,0.00020066+0.00013259i,0.00055917+0.00023542i,-0.00022743+0.00053578i,-0.00029094+0.00086591i,0.0006257+0.00017451i,0.00039762+2.5984e-05i,0.00034661+0.00029582i,0.00080478-0.00047109i,0.00057488-0.0010365i,0.00061872-0.00097784i,0.00041997-0.00055964i,0.00016533-0.00018243i
0.0016869+0.00047802i,0.0013529+0.00041611i,0.00084781-0.00014465i,0.00058982-0.00088375i,0.00078278-0.00018427i,-0.00052095+0.0007241i,-0.0014455+0.00013554i,-0.00075675-0.00069727i,-0.00057021-0.0008242i,-0.0009979-0.00097039i,-0.00073934-0.00091953i,2.3022e-05-0.00066142i,-0.0002911-0.00027721i,-0.0008806-2.1564e-05i,-0.00046264+0.00042349i,-0.00041498-4.4941e-05i,-0.0002519-0.00017524i,0.00020635+0.00044455i,0.00031928+0.00041002i,0.00049019+0.00011965i,4.1471e-05+1.2112e-05i,-0.00022476-0.00045811i,0.00068453-0.00052928i
-0.00088676+0.0013955i,-0.00058732+0.0016279i,0.00057138+0.0018021i,0.0016316+0.00078437i,0.001427-0.00077333i,6.0619e-05-0.0017748i,-0.00065645-0.00092581i,-0.00081357+0.0006862i,-0.0001546+0.00030589i,0.0010054-0.0003765i,0.00090161-0.0010955i,0.00020831-0.0012754i,-0.00023742-0.00065725i,-0.0011705-0.00065385i,-0.0021214-0.0016366i,-0.0017721-0.0017661i,-0.00047941-0.00047195i,-0.00044151+0.00014158i,-0.0010412+0.00011772i,-0.0013664+0.00019789i,-0.0010907+2.7955e-06i,-0.0005278+0.00027408i,-0.00039481-0.00022191i
0.00050114+9.47e-05i,-9.4249e-05+0.00074446i,2.2551e-05-8.6518e-05i,0.00030456+0.00020344i,0.0002559+0.0010964i,-0.00020269+0.0016555i,-0.00033377+0.00057983i,-0.00020664-0.0003839i,-0.00025715-0.00038838i,0.00038345-0.0016488i,0.00095515-0.0018826i,0.00016193-0.0012852i,-8.7405e-05-0.00136i,-0.00013207-0.0011422i,-0.00071832-0.00056676i,-0.00035723-1.6389e-05i,0.0002211+0.00083852i,0.00050855+0.00073393i,0.00052965+0.00016323i,-0.00033463+9.8722e-05i,-0.00046828+6.5181e-05i,0.00022392-2.5747e-05i,-0.00016249+0.00034771i
-0.0015242-0.00091703i,-0.0013854+7.0279e-05i,-0.0015822+0.00033631i,-0.0016956+0.0005534i,-0.00068316+0.00067345i,-0.00023193+0.0011022i,0.00020777+0.0017627i,0.00086479+0.0014211i,0.0010362+0.00044539i,0.0012306+7.2013e-05i,0.0015827-1.9852e-05i,0.0014386-0.00069245i,0.00080976-0.0007108i,0.0010507+0.00031291i,0.0012464+0.00044714i,0.00056744+0.00038116i,0.00041368+0.00029242i,0.00025349+0.00041296i,-0.00042163-0.00021515i,-0.00048893-0.00086204i,-0.00016203-0.00039235i,-0.00041324-0.00037225i,-0.00097181-0.00059327i
-0.00012675+0.00157i,-0.00022879+0.0004991i,0.00068762+0.00040007i,0.00072783+0.0011216i,0.0004467+0.00049163i,0.0003537-5.9744e-05i,-0.00061542+0.00036548i,-0.00017578+0.00010152i,0.0013825-0.00065821i,0.0014722-0.00036356i,0.0013591+0.00040226i,0.0010947+0.00019671i,-0.00020365+0.00042314i,-0.00076579+0.00026077i,-0.0010331+0.00010129i,-0.00063944+0.00029086i,0.00025445-0.00018821i,0.00058759-0.00046992i,0.00064788-0.00048058i,0.00026897-0.00019155i,-0.00027503+0.00064519i,-0.00064784+0.00024367i,-0.00022373-0.00053764i
-0.00062234+0.0016872i,0.0012678+0.0015915i,0.0017736+0.001836i,0.0017742+0.00073219i,0.0014848-0.00062304i,9.9013e-05-0.00088665i,-0.0014232-0.00053614i,-0.0012607+0.00038638i,-0.00046425+0.00048704i,0.0001171-7.6737e-05i,0.00069801+0.00011052i,0.00087672+9.967e-05i,0.00072651-0.00027856i,0.00063342-0.00015635i,-0.00010068+0.00010124i,0.00069406+0.00035522i,0.0011545+0.00069685i,-5.4628e-05+0.00058623i,-0.00081939+0.00021965i,-0.00064004-0.00068538i,0.00020678-0.0012217i,0.00099615-0.00083258i,0.0012844-0.00079486i
-0.00042273-0.00039704i,-0.00064909+0.00041873i,0.00033395+0.00063679i,0.00093648+0.00014818i,0.0011267+0.00085008i,0.00036301+0.0012632i,-0.00070822+0.00085872i,-0.00043175+0.0010545i,0.00071025+0.0015632i,0.00025855+0.0010617i,0.00023669+0.0003774i,0.00090253+6.7142e-05i,0.00088128+0.00031769i,0.00047271+0.00063574i,-7.9177e-05-0.00016369i,0.00011907-0.00014522i,0.00015151+0.00058045i,0.00053033+0.0011333i,0.00080956+0.001047i,-0.00017888-1.3645e-05i,-0.00072937-0.00038602i,-0.00025076+0.00016543i,-6.7597e-05+0.00063726i
-0.0025733+0.0019048i,-0.0016863+0.0017712i,-0.00067102+0.0019411i,-0.00030715+0.0025461i,0.00024303+0.0021598i,5.572e-05+0.0015705i,-0.00099133+0.0011012i,-0.0015952+0.00033342i,-0.0017352+0.00091615i,2.4608e-05+0.0010973i,0.0011617+0.00065263i,0.00084077+0.00019264i,0.00028439-0.00052202i,0.00069813-0.00084085i,0.0018204-0.0004569i,0.0018292-0.00077704i,0.00062588-0.00082924i,-0.00064657-0.0010992i,-0.00083465-0.00086803i,-0.00065777-0.0001227i,-0.00077863-0.00083614i,-0.0009999-0.00084462i,-0.00054025+0.00089596i
-0.00010734-0.0010394i,-0.00037028-0.0020758i,7.6243e-05-0.0022729i,0.00060122-0.0016037i,0.00044651-0.00087098i,-0.00090056+9.6135e-05i,-0.001279+0.00011857i,-0.00067636+0.00095993i,-0.00026623+0.0016335i,-0.00057752+0.00085021i,-0.00094414+0.00055019i,-0.00055205+0.00046122i,-0.00011664-9.0623e-06i,-9.9253e-05+1.5671e-05i,0.00026542+0.00037606i,0.00093539+0.00021752i,0.00049526-0.00063525i,-0.0004417-0.00070477i,-0.00077181+0.00061773i,-0.00020092+0.00041893i,5.8011e-05+4.3069e-05i,-0.0001708-0.00094336i,-0.00016637-0.0011831i
0.0007961+0.0018211i,0.001786+0.0007774i,0.0022433-0.00035379i,0.0017735-0.00019306i,0.0012386+0.00056938i,0.00036166+0.0011578i,-0.00088788+0.0011628i,-0.0016146+0.0008109i,-0.0017975+1.534e-05i,-0.00080966-0.00069727i,0.00046118-0.0010016i,-4.5331e-05-0.00033946i,-0.001388-3.1478e-05i,-0.00081766-0.00026022i,-0.00010467-0.00012318i,-0.00016152-0.00024221i,-0.00053316-0.00014222i,-7.6942e-05-0.00010537i,0.00070319-0.00016396i,0.00017249-2.6083e-05i,-0.00015718+0.00013187i,-0.00020603-0.00032371i,-0.00071333-0.00058785i
0.0016274+0.00018302i,0.0014772-0.00083219i,0.0010601-0.00071434i,0.00031262-0.00038549i,0.00042508-0.00015666i,0.00021439+8.5917e-05i,-0.00078662+0.00019183i,-0.00085762+0.00023886i,-0.00017521+4.7487e-05i,0.00087874-0.00022359i,0.001202-0.00051999i,0.00072063-0.00060959i,0.00070794-2.4249e-05i,0.00058094+0.00079797i,-0.00014144+0.00065874i,-0.00021324-2.6352e-05i,5.4211e-05+0.00015861i,-0.00018534+0.00056637i,0.0002592+0.00067578i,0.00037725+0.00074493i,0.00040264+0.00021084i,0.00018334-0.00030283i,-0.00013783+0.00044744i
-0.0015416+0.0028155i,-0.0020044+0.002958i,-0.00094737+0.0022986i,0.00033466+0.0011926i,0.00058006+0.0013187i,-0.00063046+0.0010918i,-0.0018294+0.00032763i,-0.001242-1.0356e-06i,-0.00020938-0.00071427i,-5.3101e-05-0.0012629i,0.00078912-0.00111i,0.0012632-0.00057577i,0.00020145-0.00078258i,-0.00018095-0.00041037i,-0.0003598+0.00046357i,-0.00051902+0.00079179i,-0.00052024+0.0010789i,-0.00064245+0.00051575i,-0.00043631-7.1311e-05i,-0.00045574-0.00031184i,-0.00070465-0.00091626i,0.0002605-0.0014964i,0.00020263-0.0011957i
0.0016025-0.002902i,0.0016614-0.0027235i,-6.4666e-05-0.0024615i,-0.00079524-0.0021007i,-0.00056303-0.00093779i,-0.00041796+0.00017711i,-0.00049987+0.00066439i,0.00012353+0.00070877i,0.00059429-0.00036842i,-0.00037412-0.0012008i,-0.000565-0.00063792i,0.00017074-4.5728e-05i,0.00070117+9.9047e-05i,0.00039179+0.00021766i,-0.00011387+0.00014025i,-0.00033981+0.0006607i,-0.00074566+0.0003188i,-0.00044661-0.00048768i,0.0002307-0.00039112i,0.00091664-0.00044015i,0.000957-0.0002918i,0.00044704-0.00035389i,-8.118e-05-0.00066566i
-0.0022266-0.0014227i,-0.0017124-0.0014171i,-0.00054143+0.00022429i,-0.0005187+0.0015065i,-0.00034636+0.00079802i,-0.00032363-1.4952e-05i,-0.0004533-0.0004737i,-0.00021669-0.00028737i,0.00062128+0.00088261i,0.0012553+0.0010195i,0.0013449+9.4063e-05i,0.0010105-0.00019125i,0.00067853-0.00024675i,0.00064392-0.0013277i,0.00059167-0.0025011i,0.00031323-0.0024189i,5.9914e-05-0.0012981i,-0.00035193-0.00036439i,0.00014453-0.00029502i,0.00058889-0.00084259i,0.00027348-0.00082665i,0.00071583-0.00047374i,0.00096173-3.7123e-05i
0.00097883+0.0011881i,6.3586e-05+0.000769i,0.0002478+7.2283e-06i,0.00060813+0.0001557i,-0.00013372-0.0002211i,-0.0013404-0.00040135i,-0.0013777+0.00022248i,-0.00050255+0.00033201i,-0.00046994+0.00052976i,-0.0005237+0.00075018i,4.1665e-05+0.00040908i,-3.2846e-05+0.000412i,-0.00027974-5.6832e-05i,-0.00022743-0.0003346i,-0.00072194-0.0001377i,-0.0014074-0.00025946i,-0.0011788-0.00030623i,0.0002641+0.00018732i,0.001064-8.9491e-05i,0.00067644-0.00040354i,0.00049632-7.9693e-06i,-0.00025045+0.00023679i,-0.00037549-6.0088e-05i
0.0010514+7.8535e-06i,0.00079138-0.00089227i,0.001284-0.0018615i,0.00059214-0.0023924i,3.1918e-06-0.0017811i,-0.00026463-9.8646e-06i,0.00019606+0.0011815i,0.0005549+0.0010338i,0.00029129+9.2962e-05i,-5.9435e-05-0.00057049i,0.00039999-0.00011536i,0.00099628+0.00028123i,0.00060548+0.00034833i,0.00022106+0.00032514i,0.00023652+0.00010945i,0.00041093+0.00022552i,0.00059801+0.00078785i,0.00036257+0.0010189i,-0.00041798+0.00068364i,-1.7805e-07-4.9472e-05i,-9.2131e-05-0.00071925i,-0.00095559-0.0011285i,-0.00072722-0.00080426i
0.00084111+0.00097826i,0.001004+0.0011724i,0.001417+0.0008984i,0.0011355+0.00070023i,0.00038134+0.00034728i,3.6522e-05+0.00034289i,-0.00013098+0.0010647i,-8.1904e-05+0.0012597i,-0.00010357+0.0011514i,0.00032268+0.0015005i,0.00034695+0.00081378i,5.4143e-05-0.00034466i,0.00042881-0.00094376i,0.00086275-0.0010901i,0.0004803-0.00068289i,8.4933e-05+7.981e-05i,-0.000174-0.00021935i,-0.00064651-0.00040202i,-0.0010771+0.00035312i,-0.0013303+3.7017e-05i,-0.0016052-4.7504e-05i,-0.00072994+0.00024712i,-0.00010006+0.00023852i
-0.0003607-0.00039428i,-0.0012378+0.00072644i,-0.0021582+0.0013559i,-0.0019524+0.00098774i,-0.0010023+0.00055806i,-0.0008207+0.00012633i,-0.00052593-0.00011141i,-0.00016202-0.00034198i,-0.00012589-0.00032742i,0.00021046-0.00016278i,0.00024744-6.2837e-05i,0.00019301+0.00018546i,-0.00032784-1.4144e-05i,-0.00044768-0.00030435i,-0.00034226-5.3933e-06i,-0.00058162+0.00018076i,-0.00047438+1.0324e-06i,-2.7886e-05-0.00050026i,0.00025601-0.00054961i,0.00017257-0.00066399i,0.00030936-0.00093725i,0.00031526-0.0008172i,-0.00035794-0.00066827i
0.00033772-0.0018913i,-0.00073113-0.0012436i,-0.001656-0.0015987i,-0.002297-0.0014021i,-0.0025134-0.00052011i,-0.0022197+0.00037092i,-0.0010043+0.00094444i,-4.5966e-05+0.0007388i,0.00037458-0.00035085i,-6.6177e-05-0.00066779i,-0.0001878+3.6395e-05i,1.985e-05+0.00080787i,-0.0007187+0.0012774i,-0.00074733+0.0016059i,-1.846e-05+0.0017298i,0.00031878+0.0014805i,0.0006339+0.00051266i,0.00060631+0.00016773i,0.00037363+8.5419e-05i,0.00030059-0.00018919i,0.00074494-0.00071527i,-4.7765e-05-0.0011727i,-0.00035716-0.0007937i
-0.00038632-0.0023921i,-0.0010806-0.0015401i,-0.0012893+0.00036141i,-0.00086166+0.00065525i,0.00032023+0.00023338i,0.0008552+0.0004391i,-0.00044846+0.0012137i,-0.0010491+0.0009373i,-0.00043322-0.00042815i,0.0001943-0.0011931i,0.001222-0.00098241i,0.00097619-0.00044949i,-1.9646e-05+0.00022571i,0.00022436+3.2307e-05i,0.00063649-5.5722e-05i,0.00049646+0.00035225i,0.00018167+0.00021144i,-0.00019021+0.0004109i,0.00016728+0.0003424i,0.00039843-0.00059471i,-0.00013049-0.00091314i,2.8034e-05-0.00011404i,0.00039537-0.00022601i
-0.00014409+0.0003655i,-0.00030406+0.00015597i,-0.0013294+0.00025494i,-0.00045103+0.0007606i,0.00095411+0.00084238i,0.0010699+0.00027014i,3.503e-05-0.00024848i,-0.00045586-3.0378e-05i,-0.00039521+0.00060357i,-0.00013551+0.00053609i,0.00037745+0.00013759i,7.8477e-05+5.5787e-06i,-0.00020348+0.00010117i,-0.00016584+0.00015646i,-2.4076e-05-0.00033265i,0.00048153-0.00085476i,0.0004771-0.00046855i,0.00052115-0.00013416i,0.00095931-0.00010933i,-6.1923e-06+1.4441e-06i,-0.00055419-0.00028214i,-0.00020268-0.00070627i,0.00053717-0.00017711i
-0.0016665-0.00038038i,-0.002319+0.00037333i,-0.0021085+0.00018138i,-0.00080778-1.8027e-05i,-0.0003537+0.00033704i,-0.0011747+0.0010275i,-0.00093523+0.0012597i,0.00031827+0.00092868i,0.00078645-2.4316e-05i,0.00065153-3.2838e-05i,0.00062761+0.00026337i,0.00076608+0.00040025i,0.0008203+0.0004325i,0.00034007+0.00048854i,0.0001969+0.00037368i,0.0003021-0.00032702i,0.00023473-0.00047386i,9.9769e-05+0.00010749i,-0.00037141+0.00013513i,-0.00034775-0.00022252i,0.00042888-0.00062988i,0.00022434-0.00091967i,-0.00045472-0.00068495i
0.00039365-0.003139i,0.00051199-0.0031874i,6.6629e-06-0.0022017i,-0.00079044-0.00042982i,-0.0012715+0.00018525i,-0.00088759-4.2591e-05i,-0.0004278+0.00013279i,-0.00045272-1.5386e-05i,-7.2255e-06-0.00064166i,0.00076489-0.00074813i,0.00037605-0.00051129i,0.00014404-0.00055038i,0.00054149+0.0001435i,0.0007341+0.00092837i,5.254e-05+0.00070793i,-0.00056123+0.00023781i,-0.00022207-0.00021779i,0.0002312-0.00023053i,0.00048253+0.00016512i,0.00072827-0.00025722i,0.00042949-0.00097439i,-0.00017864-0.00074271i,-0.00079787-0.00013318i
-0.0002934-0.00035419i,-0.0010477+0.00086972i,-0.00041827+0.0017037i,0.00054061+0.0015811i,0.0007466+0.0016117i,-4.2148e-05+0.00070164i,-0.00084627-4.6915e-05i,2.7816e-05+0.00015371i,0.00072862+0.00029623i,0.00090836+0.00069036i,0.00094561+0.0008397i,0.00096827+0.0007562i,0.0007734+0.00097312i,0.00081829+0.00058008i,0.00083594+0.00028415i,0.00010114+0.00059567i,5.8756e-05+0.0003924i,-0.00042252-0.00022316i,-0.00052218-0.00044928i,-0.00022488+8.6108e-05i,-0.00040349+0.0005755i,-0.00038532+0.00023948i,-0.00035472+5.3454e-05i
0.0013246-0.0011046i,-8.7858e-05-0.0018587i,-0.00027761-0.0015053i,-0.00027653-0.0010883i,-0.00059495-5.3553e-05i,-0.001139+0.0012054i,-0.0012756+0.0010627i,-0.00069908+0.00059912i,0.00043967+0.0004027i,0.00073942+0.00071502i,0.00016035+0.00059612i,-0.00013749+0.00034261i,0.00066221+0.00030055i,0.00044616-0.00032537i,-0.00038038-0.00045653i,-0.00028413+0.0001443i,-1.6122e-05-0.0003324i,0.00038873-0.00076339i,0.0012031-0.00010157i,0.0011125-3.1673e-05i,2.2941e-05-0.0011229i,-0.00046842-0.0010736i,-0.00077483+0.00013843i
0.00019489-0.00035734i,0.00069139-0.00022954i,0.00043338-0.00054308i,-0.00033886-9.9202e-05i,-5.2073e-05+0.00027007i,2.8342e-05+0.00026665i,-5.961e-05+0.00010107i,0.0003819+0.00014475i,0.0010005-8.1735e-05i,0.0010556-0.0010583i,0.00056626-0.00094646i,7.0122e-05-1.4692e-05i,-0.00024361-0.00019074i,-0.00045193-0.00072358i,-0.00077976-0.00075925i,-0.0010154-0.00026807i,-0.00039515-6.8114e-05i,3.2852e-05-0.00040641i,0.00024529+0.00020915i,0.00060353+0.0004612i,0.00069695+0.0001685i,6.5325e-05+4.1991e-05i,-0.00021944-0.00098897i
0.003144-0.0014429i,0.0020441-0.00081519i,0.00092914-0.00080443i,0.00036311-0.0010548i,-0.00050947-0.00074418i,-0.0012377+0.00033783i,-0.0015304+0.00082534i,-0.0010872+0.00064803i,-0.00018738+1.0837e-05i,3.546e-05-0.00073931i,0.00016754-0.00029791i,0.0001635+0.00072618i,0.00020273+0.00082432i,-4.1333e-05+0.00038817i,-0.00079068+8.8063e-05i,-0.00031966+9.9826e-05i,0.00045929+0.00047203i,0.00026208+0.00022771i,-0.00013375-0.00048849i,0.00010407+7.37e-05i,-0.00025574+5.0884e-05i,-0.00086446-0.00037462i,-0.00069378-4.0569e-06i
0.0040143+0.0029338i,0.0025116+0.0025347i,0.0026726-3.1489e-05i,0.0018588-0.0021504i,0.00017409-0.0020706i,-0.00062904-0.00035001i,-0.00070241+0.0009626i,-0.00013752+0.0011188i,0.00055637+0.00056678i,6.2577e-05-0.00053257i,-0.00039082-0.0012593i,-0.00035491-0.00056991i,-0.00039446+0.00054584i,-0.0010815+0.00044317i,-0.0017856+0.00059403i,-0.001292+0.00034658i,-0.00044667-0.00069642i,-0.00011082-8.3706e-05i,-2.999e-05+0.00090376i,-0.00026763+0.00094914i,-0.0003996+0.00042991i,-8.0812e-05-0.00080461i,-0.00047231-0.0014051i
0.0015343-0.00076338i,-7.2825e-05-0.00072388i,-0.00069592-0.00055234i,-8.3822e-05-0.00067074i,6.0257e-05-0.0010361i,-0.00050368-6.1586e-05i,-0.0013662+0.00097746i,-0.00097208+0.00078198i,-6.1586e-05+0.00017185i,-0.00014034-0.00016453i,-0.00032156-0.00041671i,0.00054132-0.000623i,0.0014119-0.00066313i,0.0013969-0.00076063i,0.00092861-0.00021383i,0.0004073+0.00014181i,4.608e-05-0.00045059i,0.00029599-0.00025406i,0.00013843-0.00017884i,-0.00059293-0.00057754i,-0.00093308-0.0002144i,-0.00071801+0.0004115i,-0.00055668-0.00017899i
-0.0017198+0.00030638i,-0.0017633+0.00040377i,-0.0014278+0.0010951i,-0.00091911+0.00064541i,-0.00039485-0.00018388i,-0.00034228+6.6048e-05i,-0.00023365+0.00018742i,-0.00072916-0.00021576i,-0.00047459-0.00081608i,0.00099684-0.0011163i,0.00091517-0.00068333i,0.00052346-0.00062132i,0.0010319-0.00067071i,0.0011326-0.00042922i,0.00090724-0.0001857i,0.00060378+0.00019842i,0.00075124-1.5291e-06i,0.001045-0.00010225i,0.00053991+6.884e-05i,0.00010547-0.00020729i,-7.9322e-05-0.00075784i,-0.00028421-0.00096833i,7.4552e-05-0.000665i
0.00069258+0.0012294i,0.0010667+0.00034514i,0.001829-0.00053183i,0.0016465-0.0021812i,0.00061041-0.0020473i,-0.0014133-0.0010207i,-0.0022957-0.00026006i,-0.0011307+0.00019262i,0.00014984+8.6263e-06i,0.00084696-0.00065199i,0.00092202-0.0010916i,0.00086004-0.00071697i,0.00031847-0.00019322i,-0.00092264-0.00026809i,-0.0014455-8.6687e-05i,-0.001273-0.00030278i,-0.00060192-0.00012905i,-2.6025e-05+0.00071423i,-0.00017877+0.00050008i,-0.0002303+7.6661e-05i,0.00028869-0.00016662i,0.00075584-0.00021636i,0.0009621+3.0196e-05i
0.0027005+0.001242i,0.0025406+0.00090575i,0.0023762+0.000691i,0.0023213+2.899e-06i,0.0018193-1.0383e-06i,-0.00030015-0.00028749i,-0.0013382+1.4446e-05i,-0.00066303+0.00053931i,9.006e-05+0.00031514i,0.00074843+0.00027121i,0.00075698+9.1128e-05i,0.00039579-0.00063391i,-0.0003732-0.0011286i,-0.00096271-0.0013452i,-0.0017585-0.00061345i,-0.0014647-9.1079e-05i,0.00017761-0.00039462i,0.001053-0.00055152i,0.0012719+0.00058038i,0.0010498+0.0014457i,0.00045714+0.00072682i,0.00014041-0.00031597i,0.00032706-0.00028487i
-0.0027287-0.00020808i,-0.0024169+0.0005652i,-0.0025728+0.00084763i,-0.0012691+0.00094618i,-8.493e-05+0.001305i,-2.0311e-05+0.0010301i,-0.00032459+0.0002418i,-0.00023776+9.026e-05i,-0.00016185+0.00084837i,0.00016131+0.00077225i,0.00039336-6.513e-05i,-2.2536e-05-0.00020111i,-1.7033e-05-0.00064273i,0.00083292-0.0010792i,0.0012653-0.00054598i,0.00044288+0.00025538i,-0.00024882+8.5059e-05i,-0.00040348+4.4461e-05i,-0.00040809+0.00055373i,-9.25e-05+0.00010108i,-0.000108+0.00032065i,-0.0002518+0.00071105i,-9.7629e-06+0.000151i
-0.0011768+0.00019695i,-0.00080077+0.00064765i,-0.00025303+0.00055985i,-0.00025079+0.0010458i,-0.00032895+0.0018315i,-0.00076846+0.0017318i,-0.00094263+0.00087534i,-0.00037194+0.0002433i,-0.00022869-0.0001314i,-0.00021492-4.4025e-05i,-0.00013114+0.00021356i,5.1051e-06+0.00043886i,3.9113e-05+3.4614e-06i,-4.7442e-05-0.0004004i,0.00027187+0.00037385i,0.00038006+0.0006252i,-0.00042893+0.00031617i,-0.00081463+0.00057329i,9.1502e-06+0.00029816i,0.00083507-0.0003189i,0.00066453-0.00090133i,0.001136-0.0001394i,0.0010041+0.00049578i
0.0023188-0.0013502i,0.0010841-0.0016927i,0.00016657-0.001889i,0.00085979-0.0017994i,0.0011532-0.0011292i,-0.00013711+5.764e-08i,-0.0015638+0.00066897i,-0.0014788+0.00030435i,-0.001443+0.00055501i,-0.0014184+0.00028974i,-0.00056145-8.6309e-05i,-0.00040289-0.00023231i,0.00030709-0.00018633i,0.00047333+0.00019459i,0.00075943+0.00023869i,0.001421+0.0007169i,0.0014756+0.00013403i,0.00090296-0.00070294i,0.0005114-0.00068325i,0.00035885-0.0010849i,0.00059314-0.0012809i,0.00040687-0.00088665i,-0.00075518-0.00087245i
0.0009611+0.0018858i,0.00045671+0.00070834i,-0.00080953+0.00011419i,-0.0010284+0.00060637i,-0.00086792+0.00081612i,-0.00074119+0.00038281i,-0.00032591-0.00030094i,-0.00058719-0.00010036i,-0.00052916+0.00011426i,-0.00022848-0.00042179i,0.00012512-0.0010912i,0.00048954-0.00092541i,0.00056964-0.00023158i,3.5094e-06+0.00042571i,-0.00012105+0.00047084i,7.2416e-05+7.9279e-05i,-0.00014518+0.00011342i,-0.00011097+0.00068346i,0.00049329+0.00058542i,0.00085256+0.00021324i,5.1291e-05-0.00056504i,-5.6897e-05-0.00098638i,0.00081545-0.00046283i
-0.0004778+0.0021898i,0.00041932+0.0018452i,0.0020418+0.00060022i,0.0021633-0.00085771i,0.00055421-0.0010324i,-0.0010692-0.00041499i,-0.0014063+0.00076381i,-0.00029827+0.0012895i,0.00040586+0.00062251i,0.00032054-0.00013584i,0.00075524-0.00065078i,0.00077455-0.0004545i,-0.00026528-0.00019968i,-0.00044395-0.00085287i,-0.00038874-0.0011301i,-5.1779e-05-0.00049525i,0.0005009-0.00069213i,0.00060424-0.00080469i,0.00043738-0.00037052i,0.00083537+0.00052692i,0.0013759+0.001083i,0.00063949+0.00082674i,-0.00018531+6.1285e-05i
