0.00098095+0.00013237i,0.0016235-0.0016537i,0.0013868-0.0037934i,0.0003326-0.0039908i,-0.0017273-0.0028022i,-0.0033533-0.00088865i,-0.0021355+0.001032i,0.0001813+0.00038008i,0.0011362-0.00045522i,0.00090928-0.00075172i,0.00070799-0.00055416i,9.7683e-05+5.2938e-05i,-0.00044118-1.6077e-05i,-0.00051602+0.0001273i,8.932e-05+0.00015743i,0.00015894+0.00048498i,0.00046933+0.00078751i,0.00081077+0.00013675i,0.00020102-0.00040979i,-0.00036936-0.00032587i,-0.00067459-0.00083772i,-0.00083935-0.0016211i,-0.00089797-0.0014904i
0.00036812-0.00011825i,-0.00037851-0.00012114i,-0.00084772-0.00042759i,0.00040917-0.0004728i,0.00080465-0.00056379i,-0.0001584+7.8414e-05i,-0.00022418+0.000585i,0.0005706-0.00067732i,0.0010346-0.001599i,0.00028469-0.00075197i,-0.00062096+0.00010472i,-0.00067284+0.00066203i,-0.00065189+0.00016454i,-0.00032583-0.00095602i,-0.00025267-0.00010946i,-0.00043006+0.00078037i,-0.00014258-0.00033161i,2.239e-05-0.0004509i,8.2285e-05+0.00032307i,0.00028417+5.8394e-05i,0.0008333-0.00056726i,0.0011456-0.00088536i,0.00048377-0.00055573i
-0.00079468+0.00047999i,0.00017499+0.0011056i,0.0012302+0.00041497i,0.0017042-0.00056899i,0.0014484-0.00076949i,0.00092055-0.0007497i,0.00027259-0.000876i,0.0001123-0.0012612i,0.00063403-0.0013266i,0.00032315-0.0011739i,8.4618e-05-0.00068826i,0.00035067+7.1521e-05i,-0.00055664+0.00080423i,-0.0010001+0.0011399i,-0.00048015+0.00052226i,0.00029595-0.00015741i,0.00090005+0.00019665i,0.00010564+0.00055342i,-0.00034288+0.0001997i,0.00036442-0.00031915i,0.00093524-0.00013162i,7.4404e-05+0.00036571i,-0.00073462+0.00021723i
0.00016449-0.00043199i,0.00043294-0.00084i,0.0003025-0.0010506i,0.00048875-0.00067273i,0.00055871-0.00085331i,-0.000856-0.00083508i,-0.0015895+0.00019847i,-0.00091009+0.00018913i,-0.00026577-0.00038634i,-5.1331e-05-8.9769e-05i,-7.4762e-05-0.000245i,-0.00022916-0.00045937i,-0.00062995+0.00037462i,-0.00085513+0.00044239i,-0.00068852+0.00026725i,-0.00019225+0.00064754i,0.00049907+0.00022649i,0.00085464-0.00033874i,0.00021167+0.00013227i,-0.00012276+0.00025873i,2.2809e-06+0.00012153i,-5.541e-05+0.00017243i,-4.0623e-05+8.2143e-05i
-0.0014035-0.00033594i,-0.0016093+0.00066976i,-0.0018859+0.00042629i,-0.0012484+0.0002485i,-0.00039349+0.00040807i,-4.9421e-05+0.00073398i,-0.0001006+0.0011068i,-0.0004012+0.00067894i,-0.00075389-0.00027738i,-7.4039e-05-0.00047751i,0.00043724+0.00045158i,-0.00028672+0.0010197i,-0.00086149+0.00012574i,-0.00089236-0.00026515i,-0.00056586-0.00014804i,8.1558e-05+0.00088634i,0.00026823+0.0014052i,1.3514e-05+0.0010693i,-0.00016737+0.00069023i,-0.00026551+0.00060381i,0.00061451-0.00019718i,0.0012942-0.0011588i,0.00026936-0.001095i
-0.0013467+0.0017885i,-0.0011987+0.0015234i,-0.0008859+0.0012555i,0.00034951+0.00067827i,0.0016496-2.7992e-05i,0.0013006-0.00076501i,-8.752e-05-0.00049095i,-0.001072+0.0001033i,-0.00066345+0.00021192i,-0.00017853-0.00016146i,-0.00021013-0.0006764i,-0.00011646-0.00047193i,0.00045111+7.5389e-05i,0.00049472+0.00088641i,1.0003e-05+0.00070074i,-4.0121e-05-0.00030402i,0.00042238-0.00072445i,0.00037446-0.00085513i,-0.0004102-0.00060348i,-0.00079848+0.00058265i,-0.00013622+0.0012939i,-0.00021996+0.00071025i,-0.001226+0.00010658i
0.00040806+0.0013596i,0.0008021+0.0010983i,0.0018319+0.0008314i,0.00093935+0.00025578i,-6.3076e-05-0.00081722i,3.59e-05-0.00066811i,-0.0003885+0.00016723i,-0.00058034+2.3746e-05i,0.00014625-0.00044024i,0.0008864+1.514e-05i,0.00083585-0.00061782i,-2.6127e-05-0.0010842i,-0.00054327+0.00030903i,-0.00057208+0.00081194i,-0.00055068-0.0002651i,-0.00018512-0.0010092i,0.0005557-0.00027394i,0.00074513+0.00086005i,2.9589e-05+0.00096727i,-0.00035547+2.9621e-05i,0.00042716-0.00043428i,0.00041167+9.1605e-05i,-0.00055816+0.00020382i
-0.001027-0.0013549i,-0.00043928-0.00060255i,0.00053798-7.0325e-05i,0.0010008-0.00015087i,0.00010722-0.00035188i,-0.00058764+0.00012037i,-0.0006272+0.00069855i,-0.0001297+0.0009779i,-0.00014528+0.00092809i,-0.0004383+0.00029776i,-5.8777e-05-0.00044963i,-0.00033751-0.00033307i,-0.00058846+0.00032106i,1.3497e-05+9.7657e-06i,0.00015352-0.00026787i,-0.00044753+2.052e-05i,-7.8875e-05+0.0001042i,0.00058822-9.1387e-05i,0.0004351-0.00011658i,0.00035969-6.5764e-05i,0.00042356-0.00041126i,-0.00016995-0.00067207i,-0.00059989-0.00024052i
-0.00067872-0.00066824i,-0.00052199-0.00034402i,-0.00038375-0.00047467i,-0.00060036-0.00041011i,-0.0011201-0.00012816i,-0.0010795-0.00095117i,4.4376e-05-0.00092426i,0.00058243-0.00048741i,-8.5145e-05-0.0010657i,-0.00019555-0.0011498i,0.00054-0.00091456i,-9.251e-05-0.0010605i,-0.0011439-0.0009605i,-0.00099129-0.0010292i,-0.000564-0.0015137i,-0.00065251-0.0010033i,-0.00065999-0.00066571i,3.4432e-05-0.00097182i,0.00054694-0.00073768i,0.00029701-0.00098256i,-0.00012922-0.00060358i,-8.2798e-05+0.00071905i,-0.00012992+0.00054969i
-0.00088715-0.00041603i,-0.0014432-0.00071695i,-0.0010931-0.0012596i,0.00029931-0.0011498i,0.00046103-0.0006936i,7.1863e-05-0.00021951i,0.00019487+9.3487e-05i,0.00043266+0.00015966i,-6.7083e-05-5.4521e-05i,-0.0010598-0.00072282i,-0.00084881-0.0010597i,-0.00021514-0.001052i,0.00013895-0.00039208i,0.00047587-1.0394e-05i,0.0001879+7.9533e-05i,0.00054333+0.0003255i,0.0012289+0.00035869i,0.00091376+0.00018833i,0.00058271-4.3059e-05i,0.000902-0.00021046i,0.0007996+0.00025502i,-0.00011451+0.00058089i,-0.00070792-8.3126e-05i
-0.00031645-0.00012518i,0.00094668+0.00098402i,0.0021567+0.0021731i,0.0020238+0.0014784i,0.00080731-0.00047712i,-0.00010384-0.0010924i,-0.00012107-0.00072702i,0.00010651-0.00046188i,4.6725e-05-0.0003832i,0.00011209-0.00055274i,-0.00025268-0.00034691i,-0.0005501-0.00020222i,-0.0002373+3.34e-05i,0.0002987+5.9045e-05i,6.6031e-05-0.00034537i,0.00011438-0.00083792i,0.00051008-0.00092939i,0.00079772-0.00046339i,0.00082397+0.00044201i,0.00027344+0.00068792i,-0.00048025+0.00054503i,-0.00064772+0.00061161i,-0.00028095+0.00081191i
-0.00081426+0.0015175i,-0.00050281+0.0023371i,2.2764e-05+0.0013832i,0.0011488+0.00036405i,0.00078718-0.00025067i,-8.1138e-05+0.00031311i,-0.00057158+0.00027568i,-0.00075951-5.6561e-06i,-0.00015479-0.00018539i,-0.0002129-0.0006993i,-0.00038161-0.00083513i,-0.00051265-0.00042995i,-0.0004178-0.0005105i,-9.1541e-05-0.00051223i,-4.1758e-05-0.00052028i,-0.00025822+5.4734e-05i,-0.00010794+0.00058721i,-0.00043836-8.7981e-05i,-0.0012998-0.00081949i,-0.001069-0.00063895i,-0.00052001-0.00015403i,-9.7524e-05+0.00036766i,-9.1595e-05+0.00065814i
-0.0014377-0.00069068i,-0.0021577-0.0003787i,-0.001362-0.00026213i,-0.00049987-0.0005296i,-0.00037665-0.00053568i,-0.0004279+0.00037565i,0.00032566+0.00036392i,0.00034491+3.9373e-05i,-0.00072946-0.00017165i,-0.00060373+0.00015271i,0.00015689+0.00066683i,0.00056708-0.0002914i,0.0008097-0.00072068i,0.00027486-4.13e-05i,-0.00044074-0.00055237i,0.000123-0.00076351i,0.00047804+0.00062889i,-3.1471e-05+0.0010098i,-0.00031934+0.00010373i,-0.00022494+0.00038748i,2.1951e-05+0.00052627i,-0.00037703+0.00028743i,-0.00074412-0.00013129i
0.00019321+0.0011128i,0.00020294+0.00033795i,0.0007075-0.00029599i,0.0012044-0.00074261i,0.00086937-0.00065152i,-2.3774e-05-2.4496e-05i,-0.00049392+0.00020235i,0.00012126+2.1237e-06i,0.00048042+0.00025295i,0.0002622+0.00048913i,0.00026362+8.686e-05i,1.899e-05-0.00029503i,-1.859e-05+4.6302e-05i,0.00043542-0.00034144i,0.00018613-0.00024437i,0.00014858+0.00037378i,0.00030665+0.0005138i,0.00042894+0.00037451i,0.0005501+0.00041723i,-5.1065e-05-0.00048344i,-0.00016559-0.00097837i,1.3181e-05-0.00045158i,-0.00015245-0.0001353i
-0.00059401+0.0016953i,0.00045245+0.00024212i,0.00083367-0.00069122i,9.5869e-05-0.00078037i,-0.00053049-0.00089604i,-0.00062195-0.00047948i,-0.0004849+0.00014864i,-0.00097196-7.236e-05i,-0.00068733-0.00053232i,0.00068276-6.0925e-05i,0.0006096+4.895e-05i,-0.00038049-0.00090064i,-0.0010254-0.00063591i,-0.0011962+0.00026976i,-0.0010143+0.0003141i,-0.00045428-1.3494e-05i,0.00024459-0.00025721i,0.00040159+4.8488e-06i,0.00028953+0.00011076i,0.00076032+0.00021547i,0.00088479+0.00051299i,-1.2547e-05+0.00017078i,-0.0002524-5.5779e-05i
-0.00022005-0.00010325i,-0.00060206+0.000444i,-0.001737+0.0011233i,-0.0010376+0.0010418i,-8.9749e-05+0.00046525i,0.00040304-7.367e-05i,0.0014304+4.6712e-05i,0.0012506-5.4707e-05i,6.2165e-05-0.00024668i,-1.2183e-05-8.5779e-05i,0.00056951-0.00065956i,0.00094165-0.0010044i,0.00018217-0.00062712i,-0.0004097-4.5191e-05i,-0.00066656+0.00035235i,-0.00030356-0.00032839i,-8.7793e-05-0.00067316i,-0.00052989-0.00027056i,-0.00026187-0.0002226i,-0.00044591+0.00010419i,-0.00017472-7.6694e-05i,0.00020127+3.351e-05i,-0.00011692+0.0009347i
5.2709e-05-0.0030531i,0.00058276-0.0029075i,0.00016127-0.0027579i,-0.00017424-0.0020255i,8.5829e-05-0.0011163i,-0.00027107+3.9289e-05i,-0.0002093+0.00017899i,-2.4609e-05+6.3268e-05i,-0.00011743+6.732e-05i,-8.2434e-05-9.8839e-05i,-0.00025129-8.1619e-05i,-0.00076321-0.00044063i,-0.00062487-0.00055268i,8.6818e-05-0.00028024i,0.00050743-0.00018138i,0.00062147-0.00035167i,2.2009e-05+2.8663e-05i,-0.00085354+0.00016669i,-0.00071118+0.00024525i,-1.6102e-05+0.00089767i,0.00013136+0.0009026i,0.00042096+0.00065129i,0.00017505+0.00090846i
0.0024942-0.00021594i,0.0021354-8.4268e-05i,0.0022076-0.00075785i,0.0015174-0.0015255i,0.00025661-0.0011601i,-6.6333e-05-0.00026469i,-0.00032297+0.0011773i,-0.00033844+0.00081395i,-6.3423e-05-0.0011273i,0.00023377-0.001648i,0.0002131-0.0010493i,-0.00024203-0.0012784i,0.00012285-0.0010512i,0.00061503-0.00075339i,-2.9553e-06-0.00091682i,-0.00030413-0.00080949i,0.00044407-0.00026471i,0.00059381+0.00011428i,-0.00033306+4.9741e-05i,-0.00027691-0.00050015i,6.5337e-05-0.00083475i,-0.00080926-0.00018742i,-0.0013664+0.00031672i
-0.00089799+0.00058255i,-0.00044072+0.00096697i,-0.0004814+0.001734i,0.00011159+0.0014023i,0.00034402+0.00078113i,0.00032141+0.00085541i,0.0006194-0.00023459i,0.00055277-0.00091282i,0.00061122-0.00043891i,0.00085739+0.00019044i,0.00068604-3.8437e-06i,-0.0001891-0.00035051i,-0.00026445-0.00035042i,-9.2857e-05-0.00048306i,0.00041279+0.0001003i,0.0010974+0.00016736i,0.00084515-4.2404e-05i,0.00063504+0.00042389i,3.5138e-05+0.00074878i,-4.2172e-05+0.00098876i,-8.9455e-05+0.00063167i,-0.00086191-0.00015254i,-0.0010411-0.00013581i
-0.0003279-0.00014292i,-0.00061339+3.1174e-05i,-0.00047056-0.00026786i,0.00082369-0.0013691i,0.00073775-0.0016793i,-0.00024819-0.00086947i,-0.00039641+0.00045034i,0.00010325+0.00080057i,0.00085286+0.00063235i,0.0011199+0.00028993i,0.00025767-0.0003725i,-0.00064331-0.00067296i,-0.00032631-0.00042638i,0.00019092-0.0001376i,-0.00014247-6.9105e-05i,-0.00043544-0.00068839i,0.00031611-0.00064334i,0.00020096+0.00038865i,-0.00038134+0.00068592i,0.00039921+2.173e-05i,-0.0002436+0.00019113i,-0.00096107+0.00038685i,-0.00088943+0.00016437i
0.0016674-0.0001854i,0.00044009-0.001151i,-0.00085165-0.001051i,-0.00024211-0.00030724i,0.00027024-0.00050321i,-0.00024944-0.00034494i,-0.00043057+0.00025048i,0.00024082+3.4779e-05i,-0.00040562-0.00046668i,-0.0010208-0.00037776i,-0.00014878-0.00026252i,0.00079758-0.00057833i,0.00026389-0.0010234i,-0.00094158-0.00084908i,-0.00055392-0.00064776i,0.00064711-0.00012979i,0.0011663+4.3846e-05i,0.001508-0.00019598i,0.0012092-0.00038523i,0.00018685-0.00030714i,-0.00056587-0.00027618i,-0.00062992-1.6148e-05i,-0.00055147+0.00055259i
-0.00084676-0.0010731i,0.00049656-0.0014197i,0.0008443-0.0014618i,0.00052276-0.0012199i,0.00089891+2.855e-05i,0.0013837+0.0010819i,0.0018141+0.0015083i,0.00161+0.00095422i,9.9006e-05+0.00017934i,-0.00066266-0.00023121i,-3.1919e-05-0.00076752i,0.00047031-0.00032976i,0.00038528-3.9535e-05i,0.00048184+0.00036475i,0.00040634+0.0013828i,0.00013859+0.00036817i,-0.00011829-0.00059735i,-0.00013974+0.00077217i,4.3369e-05+0.0010313i,-0.00016764-0.00036493i,-2.9346e-05-0.00084597i,0.00047585-0.0001203i,0.00028512+0.00061316i
0.0006997-0.00024251i,0.00016205-0.0012397i,0.00045701-0.0016105i,0.00068874-0.00094434i,-9.7716e-06-0.0013475i,-0.00034178-0.0021996i,-0.00039164-0.0007321i,-0.00036591+0.0001346i,-0.00045887-0.00011815i,-0.00079472+9.6274e-05i,0.00016721-0.00011635i,0.00071061-0.0003715i,6.5429e-05-0.00038188i,-0.00049319-0.00073119i,-0.00039448-6.726e-05i,-0.00016049+0.00024246i,-8.3509e-05-0.000145i,2.3428e-05-2.1409e-05i,0.00025405+4.1695e-05i,-4.6429e-05-0.00022273i,-0.00047295-0.00093265i,-0.00034983-0.0003157i,-0.00059731+0.00047532i
0.001035-0.00010051i,0.00052019-0.0011012i,0.0015014-0.0018998i,0.0018726-0.0024229i,0.00070217-0.0025596i,-0.0011653-0.0012994i,-0.0015233+0.00030369i,-0.00071242+0.00050041i,0.0004265-0.00011701i,0.0011223-0.00036113i,0.00069778-0.0010961i,-8.6996e-05-0.0015512i,-0.00077846-0.0004535i,-0.00058446-0.00014275i,-0.00048386-0.00079375i,-0.00052209-0.00063081i,0.00015386-0.00082414i,0.00025671-0.00076453i,0.00040972-0.00036552i,0.00067129-0.00032983i,0.00067674-0.00040574i,-8.7792e-05-0.00076144i,-0.0006892-0.00025948i
-0.0013081-0.0024227i,-0.0014313-0.0025846i,-0.0018778-0.0021062i,-0.00039227-0.00090737i,0.00099385+0.001074i,0.0013928+0.001789i,0.0014138+0.00077704i,0.00029625-0.0004881i,-0.00063166-0.00093792i,-0.00072384-0.00034167i,-0.00070145-0.00022847i,-0.0010038-0.0002145i,-0.00091695+0.0001715i,-0.00063857-6.4712e-05i,-0.00039278-0.00016843i,0.00041149+0.00017049i,0.00038089+0.00057889i,-5.5822e-05+0.0010643i,-0.00019026+0.00063098i,-5.4266e-05-0.00017299i,0.00035865+0.00027529i,0.00019079+8.3813e-05i,-0.00067994-0.00073872i
0.00014332+0.0025099i,0.00051929+0.0020345i,0.0018722+0.00091636i,0.0018332+0.00029149i,0.0010875-0.00073201i,-1.0762e-06-0.00076877i,-0.00063029-0.00063033i,0.0002621-0.0011655i,0.00075349-0.00032439i,0.00012122+0.00060897i,-3.0614e-05-0.00022621i,-0.00023436-0.00066733i,-0.00058223-0.00057712i,-0.0010347-0.00051127i,-0.00049783-0.00041182i,6.3236e-05-0.00038352i,-0.00035331+0.00037201i,-0.0014224+0.001097i,-0.0012361-4.5046e-05i,0.00011316-0.0011304i,0.00021157-0.00073632i,-0.00069237+0.00030989i,-0.00071276+0.00066376i
-0.0024185+4.2505e-05i,-0.0011477+0.0015488i,-0.0011032+0.0019335i,-0.0012942+0.0011264i,-0.0014063+0.00044544i,-0.00098836+0.00059067i,0.0005558+0.00071777i,0.00037083+0.00052723i,-0.00085271+0.00012785i,-0.00041596-0.00042223i,9.0369e-06-0.00074438i,9.9012e-05-0.00071365i,-0.00040749-0.00049527i,-0.00079646-0.00067519i,0.00016975-0.00097704i,0.00064852-0.000404i,0.00035489-0.00024343i,-9.3149e-06-0.00037126i,-0.0005115-0.00023654i,0.00012704+2.5341e-05i,0.0007229+0.00018094i,0.00025788-0.00061701i,-6.0537e-05-0.00087556i
-0.00019903-0.0022574i,-0.00088613-0.0015919i,-0.00090036-0.0016108i,-0.00018266-0.0019708i,-0.00012552-0.0018699i,0.00069348-0.0001182i,0.00080363+0.00073071i,0.00016778-0.00031179i,0.00018423-0.00056864i,0.0003726-0.00020131i,0.0003746-0.00040836i,0.00046401-0.00096389i,0.00070226-0.0012187i,0.00042539-0.00099277i,0.00017191+8.6823e-05i,-8.3981e-05+0.00097255i,0.00035424+0.00090819i,0.00081163+0.00067611i,0.00037071-0.00010324i,-0.0001287+0.00023334i,8.4583e-05+0.00064325i,0.00058155+0.00030128i,0.00036608-0.00028974i
-0.00026921+0.00031725i,-7.1189e-05-0.0006983i,-0.0003755-0.00038732i,-8.7741e-05-4.8261e-05i,-0.00028772-0.00070671i,-0.00047996-0.00026891i,-0.0010389+0.00072536i,-0.0012161+0.00036202i,-0.0010561-9.7207e-05i,-0.00097941-0.00046736i,-0.00048638-0.00069962i,0.00011992-0.00091423i,9.8896e-05-0.00051714i,-0.00053012-5.6694e-05i,-0.00043878-0.00046065i,0.00051278-0.00049303i,0.0010695+3.7797e-05i,0.00017977+3.096e-05i,-0.00042488-0.00057829i,2.1205e-05-0.00069013i,-0.00016876-0.00011908i,0.00021425+7.4508e-05i,-7.3649e-06-2.2107e-05i
-5.1129e-06+0.00084396i,0.00075968+0.00042467i,0.0017275-0.00069045i,0.0010035-0.0016117i,-0.00013538-0.001299i,-0.00043884+5.1313e-05i,-0.00023113+0.00077389i,0.00025182-0.00027662i,-0.00068857-0.0013766i,-0.0010282-0.0011199i,0.00019936-0.00039136i,6.9e-05-0.0003152i,-0.00080949-0.00040276i,-0.00090283-9.5622e-05i,-1.7729e-05-0.00030761i,0.00035472+0.00060627i,0.00035433+0.00077722i,0.00064604-0.00010495i,-0.00027565-0.00012141i,-0.0013145-5.0876e-06i,-0.0008726+8.3209e-06i,-0.00010116+0.00032589i,0.00060931+0.00065355i
-0.00073233+0.00041498i,-0.00067485+1.8323e-05i,-0.00084885-0.00026131i,-0.00015241-0.0006732i,0.0009465-0.0007059i,0.00098727+0.00013682i,-9.1203e-05+0.00052869i,-0.00023605+0.00052277i,0.00015945-0.00014128i,-6.3969e-06-0.0005189i,-0.00049131-0.00064306i,-0.00082584-2.7145e-05i,-0.00069339+0.00095126i,-0.00041196+0.00031672i,-0.00027614-0.00061631i,-9.4649e-05-0.0002152i,3.2563e-05+0.00011546i,0.00012206-3.5761e-05i,-0.00024697-0.00026852i,-0.00016393-0.00043828i,0.00050215-0.00080029i,0.00048238-0.00048721i,0.00015358+0.00044833i
-0.0011338+0.00089355i,-0.00033511+0.00081171i,0.00069016-4.0558e-05i,0.0010479-0.0013982i,0.0013995-0.0024973i,0.0017167-0.0021517i,0.00087283-0.0011043i,0.00023902-0.00047856i,0.00021662+0.00010586i,0.00084205+4.9101e-05i,0.001224-0.00050928i,0.0001041-0.00026584i,-0.00066589-0.00022271i,-0.00067272-0.00088009i,-0.00060024-0.0011968i,-9.79e-05-0.00095434i,-9.3781e-05-0.00016005i,5.3888e-06+0.00018861i,0.00013556-0.00031265i,-0.00029486-0.00026288i,-0.00062479-9.1646e-05i,-0.00079092+7.9539e-05i,-0.0015769+0.00023803i
-2.9383e-05-0.0001038i,0.0014438+0.00088046i,0.0017246+0.0004716i,0.0016281+0.00056541i,0.0011618+0.00048685i,-0.00041167-0.0001945i,-0.00067319-0.00011371i,0.00031487+0.00014912i,0.00082307-0.00029997i,0.0011267-0.00020841i,0.00088929-0.00014556i,0.00028521-0.00090686i,-0.0001382-0.00063779i,-0.00034833+0.00022769i,-0.00028091-7.7333e-05i,-4.0121e-06-0.00012858i,-0.00052349+0.0001294i,-8.2431e-05+0.00035232i,0.00042458+0.00034304i,0.00046817+0.00037094i,2.9315e-05+0.00014992i,-0.00089088-0.0005365i,-0.00098012-0.00062645i
-0.00089494+0.00018207i,-0.0011545-0.00062006i,-0.00059905-0.00099444i,-0.00044993-8.7013e-05i,-0.00011287+0.0013132i,0.00056674+0.001497i,0.0010137+0.00017928i,0.00063854-0.00049936i,0.00078605-0.00045655i,0.0012181+0.00026495i,0.00064592+0.00053061i,-0.00028038+0.00083198i,-0.00079736+0.0011549i,-0.00048627+0.00040903i,-0.00048981-0.00028546i,-0.00015174+0.00012196i,0.000423+8.0781e-05i,0.00017134+9.1096e-05i,5.643e-05-3.9941e-05i,-0.00046179-0.00028032i,-0.0011666-0.00033653i,-0.0010009-0.00030311i,-0.00046601-0.00066893i
-0.00037512-0.00014396i,-0.00042539-0.00042342i,0.0007768-0.0014493i,0.0015337-0.0020883i,0.0017172-0.0017842i,0.0014219-0.0014186i,0.00090741-0.00083054i,0.00068715-0.00042873i,0.0002571-4.3371e-05i,2.0666e-05-0.00010912i,-0.00010148-0.00013095i,-0.00047546-0.00026834i,-0.001366+0.00039316i,-0.0016725+0.00082995i,-0.00087855+0.00035418i,-4.977e-05+0.00030179i,0.00018355-1.3673e-05i,9.4666e-05-0.00068272i,-0.00019476-0.00045785i,-0.00041163-0.0002012i,-0.00071271-0.00068149i,-0.0003753-8.6103e-05i,-0.00048372+0.0007389i
0.0012987+0.0016205i,0.0022526+1.6038e-05i,0.0023702-0.00038843i,0.001875-6.2996e-05i,0.0010855-0.0007918i,7.0547e-05-0.0011762i,-0.00075112-0.00022297i,-0.00026448+0.0002417i,5.9064e-05-0.00018687i,-0.00034601-0.0011924i,0.00032849-0.001583i,-0.00019871-0.0014144i,-0.0013148-0.0012369i,-0.00069435-0.00074294i,5.2806e-05-0.00014401i,0.00061348+0.00044964i,0.00062068+0.00053406i,-0.00017191+0.00029941i,-0.00062572+0.00016578i,-0.00018981+0.00012873i,-0.00020882-8.2024e-05i,-0.00083363+0.00031955i,-0.00049433+0.00045375i
0.0005154+0.00020372i,-0.00053121-0.00049301i,-0.001463-0.001149i,-0.0018045-0.0010877i,-0.00087784+0.00040208i,-6.3302e-06+0.0019198i,0.00038989+0.0015453i,0.00017901+0.0010571i,-8.1175e-05+0.0002778i,-0.00015547-5.4589e-05i,0.00044941+0.00041462i,0.00076258+0.00031049i,-0.00019868-0.00039168i,-0.00038908-0.00061866i,-0.00022944-0.00065456i,0.00010724-0.0007093i,0.00028066-0.00072388i,0.00033869-0.00031488i,-0.00023633+0.00011561i,-0.00090991+0.00025016i,-0.00061793+0.00025536i,-0.0001368+0.00015917i,0.00010583+1.7993e-05i
-2.3873e-06+0.00076038i,0.00019934+0.0003629i,0.0019237+0.00066305i,0.0027588-0.00059158i,0.0016284-0.0019808i,0.00038665-0.0018254i,-0.0001953-0.0004516i,-0.00040099+0.00097942i,0.00086435+0.0011545i,0.0012032+1.5284e-05i,-9.261e-05-0.00077019i,-0.00033943-0.00057452i,-8.0082e-05-8.9696e-05i,-9.3199e-05+0.00012429i,1.146e-05+0.00030981i,8.8094e-05+0.00093353i,-7.9045e-05+0.0011945i,-0.00022618+0.00071138i,-0.00065466+7.6925e-05i,-0.00028334-0.00055489i,-0.00024151-0.00013668i,-0.00055254-0.00013661i,0.00042725-0.00081404i
0.00074079-0.00032837i,0.00038878-0.00053731i,0.00010886-0.00048536i,4.5011e-05-0.0015255i,0.00017086-0.0024258i,-0.00038857-0.0019448i,-0.00062064-0.0011315i,5.9671e-05-0.00082196i,-3.9495e-05-0.00024818i,0.0003985+0.0001209i,0.00074256-0.00073098i,-0.00049703-0.0012759i,-0.002055-0.00083716i,-0.0018756-0.0009723i,-0.00078621-0.0011145i,-0.00035059-0.0004736i,-0.0001972+2.2656e-05i,-0.00015712-0.00012316i,-2.6752e-05-0.00061182i,0.00081181-0.00062383i,0.00096186-0.00079594i,0.0010453-0.0014485i,0.00063973-0.00123i
-0.00021784-0.00031757i,0.00037062+0.00031564i,0.00032702-0.00036962i,7.5029e-05-0.0010027i,2.9108e-06-0.00056511i,-0.00038873+0.0010182i,-0.00022236+0.00053065i,-0.00017043-0.0010978i,-0.00038624-0.0012512i,-0.00064658-0.0005935i,-0.00064616+9.4454e-05i,3.8908e-05+0.00051112i,-2.1139e-05-9.986e-05i,-0.00031027-0.00023787i,-0.00014195-0.00022882i,-8.4414e-05-0.00014071i,-0.00020682+0.00071627i,-0.00054858+0.0006153i,-0.00065103+3.6781e-05i,-0.00066184-0.00013002i,-0.00059005+0.00028849i,-0.00016551+0.00025385i,-0.0001309-5.0906e-05i
-0.0010213-0.00049586i,-0.0014839-0.00061259i,-0.0021672-0.0013933i,-0.0012988-0.0012139i,7.631e-05-0.00050592i,-9.8322e-06-0.00027717i,-0.00013674-0.00029348i,-0.00025884-0.0011354i,-0.00052751-0.0019647i,4.0496e-06-0.0011862i,0.00065944-0.00061672i,0.00039044-0.00078419i,0.00014968-0.00070448i,-0.00038983-0.00049487i,-0.0012602-0.00014435i,-0.0010521+0.0002375i,-0.00026948-0.00011984i,-0.00053885-0.00070111i,-0.0011525-0.00032188i,-0.0007623-0.00022019i,-0.00085405-0.00080163i,-0.00099481-0.00090929i,-0.00060833+7.5703e-06i
0.00015967+0.0010394i,0.00070062+0.0014091i,0.0019538+0.001891i,0.0023545+0.0010313i,0.0021897-0.00144i,0.00075156-0.0017502i,-0.000606-0.00075201i,-0.00085277-0.00047601i,-0.0001608-0.00036611i,0.00049733-0.00052371i,0.00029042-0.00043764i,-3.2532e-05-0.00027133i,-0.00015334-0.00046828i,-0.00044571-0.00052016i,-0.00049163-0.00065664i,2.7514e-05-6.0692e-05i,0.00076666+0.00064969i,0.0011704+0.00020888i,0.00058889-3.2609e-05i,0.00052517-0.00023606i,0.00073003-0.00050536i,0.00015933-0.00018734i,-3.0794e-05+0.00059535i
-0.00031174-0.00060644i,-0.00016822+6.1996e-05i,-0.00056959+0.00018617i,-0.00073835-0.00021458i,-0.00053894-0.00032603i,-0.00027706-0.00022394i,-0.00021328-3.2807e-05i,-7.7e-05-0.00053166i,0.00013642-0.00096372i,-0.00025963-0.00041877i,3.4522e-05-0.00011822i,0.00034556+0.00016381i,-0.00029213+0.00012144i,-0.00087612-0.00035199i,-0.00099704-0.0002553i,-0.00018584-0.00065798i,0.00065176-0.00071535i,0.0007679+4.6513e-05i,0.00057628+0.00035627i,-7.443e-05+0.00039769i,0.00022467+8.5594e-05i,0.00053714+0.00016604i,0.00016845+0.00028588i
