-0.0017477+0.0015312i,-0.00015554+0.00056214i,-0.00020457-0.00058604i,0.00016326-0.0010037i,-0.00054933+0.00018084i,-0.0020438+0.0011172i,-0.0022711+0.0020364i,-0.00098473+0.0025008i,0.00026145+0.0015291i,0.00073742+0.00065518i,0.0018207-7.7922e-05i,0.002093-0.00023158i,0.00087746-8.3879e-05i,0.00015581+6.6835e-05i,-0.00056737+4.8695e-05i,-0.00050968-0.00027492i,0.00014817-0.00035347i,9.2829e-05-0.00041878i,0.00034597+0.00013752i,0.00088472+0.00059053i,0.0007514+0.0006914i,9.8853e-05+0.00040664i,0.00017704+0.0002477i
-0.00077564+0.00022173i,-0.00039141-0.0015144i,-5.4241e-05-0.0020154i,0.00024178-0.0013787i,-0.00044623-0.00070627i,-0.00096874-0.00019193i,-0.00059386+0.00050111i,-0.00035416+0.00067961i,0.00033845+0.00075698i,0.0010078+0.00056554i,0.00035117-0.00047534i,0.0004599-0.0018636i,0.00088089-0.0012492i,0.00014323+0.00040935i,-0.00014348+0.00050369i,-0.00015433-0.00013221i,-0.00011063-0.00010318i,-0.00010357-0.00042755i,-0.00035251-0.00012093i,-0.00035783+0.00050297i,-0.00032111+0.00068052i,-0.00076535+0.0004549i,-0.00052951+1.6667e-05i
-0.0021132-0.0026848i,-0.0015896-0.001995i,-0.0020804-0.0003145i,-0.0019506+0.0007947i,-0.0016595+0.0007545i,-0.00094057+0.0006774i,-0.00065002+0.0006644i,-0.0007547+0.00041332i,-0.00023251+0.00094575i,0.00029893+0.0015918i,0.00084877+0.0013792i,0.00087155+0.001042i,0.00027017+0.00042368i,0.00045244+0.0001603i,0.00057989+0.00019242i,0.00027342-0.00020666i,0.00025849-0.00067289i,0.0004954-0.00029584i,0.00057566+0.00024612i,-0.00038653-0.00057769i,-0.0009727-0.0009915i,-0.00078349-0.00045528i,-0.00059412-0.00035661i
-0.00064245+0.00073009i,-0.00098835+0.00034253i,-0.0010679+3.626e-05i,-0.0011299-3.9058e-05i,-0.00087917-0.00057713i,-0.0011061-9.0828e-05i,-0.0017606+0.00058047i,-0.0014138-2.4648e-05i,-0.00061532-0.00012134i,-0.00021038+0.00079999i,-0.00011654+0.00040343i,-0.00029781-0.00068392i,-0.00023526-0.0005584i,4.2289e-05-0.00019855i,0.00022217-0.00021979i,0.00043454-0.00011913i,0.00068069+5.1261e-05i,0.00094013-8.922e-05i,0.00089548-0.00040605i,0.00037874-0.00017074i,-0.00035327-0.0002244i,-0.0006815-0.00061132i,-0.00048919-0.00044062i
0.0007892+0.0022554i,0.00029777+0.0012369i,-0.00018994+0.0004805i,-0.0010853-0.00052975i,-0.0016743-0.0012589i,-0.0010715-0.00091064i,-0.0010961-0.000521i,-0.00052391-5.0555e-05i,8.9263e-06-0.00025853i,-0.00042934+0.00022825i,-0.00059652+7.0064e-05i,-0.00042938-0.00073576i,-0.00010955-0.00052335i,-4.2149e-05-8.6731e-05i,0.00029167+0.00033156i,0.00066446-6.5661e-05i,0.00097369-0.00035323i,0.0010841+0.00054776i,0.00036677+0.0011063i,-0.00012329+0.00044805i,-0.00013332-4.7282e-05i,-0.00070824-8.3714e-05i,-0.00053177+0.00019864i
-0.00062844+0.00048499i,-0.0011387+0.0003237i,-0.00048988+0.00012359i,-0.0002119+0.00016008i,-0.00070521-0.00068701i,-0.0012528-0.00032724i,-0.00071839+0.0010208i,-0.00026122+0.0011451i,2.502e-05+0.00070824i,0.0005326+0.0011133i,0.00014254+0.001329i,0.00015805+0.00067932i,0.00070482+0.0012018i,0.00091565+0.0016851i,0.0013473+0.0010647i,0.00097688+0.0008337i,-0.0001118+0.00058069i,-0.00063859-7.2768e-05i,-0.00086488-0.0008717i,-0.00046151-0.0011357i,0.00026195-0.00013065i,0.00051825+1.9775e-05i,0.00066071-0.00027698i
-0.0015572+0.002149i,-0.0021107-3.362e-05i,-0.0016355-0.00051545i,-0.00095766-0.00055325i,-0.00055362-0.0010289i,-0.00097309-0.00081303i,-0.0012079-0.0001271i,-0.00056834+0.00058304i,8.0047e-05+0.00090015i,0.00046237+0.00026106i,0.00047983-0.00031781i,0.00028255-0.00027143i,-0.00010316+1.3396e-05i,0.00010005+0.00027712i,0.00067965+0.00015415i,0.00041927-0.00046593i,0.00023738-0.00076778i,-6.2449e-05-0.00034933i,-0.00025444-3.8156e-05i,-0.00023753+0.00027283i,-0.00048118+0.00032246i,-0.00055606-0.00026032i,-0.00026654-0.00067077i
-0.00074647+0.00018705i,-0.00175-0.00054062i,-0.0015972-0.00080307i,-0.00070391-0.0010707i,-0.00042785-0.00069378i,-0.0010527+0.0008469i,-0.0015028+0.0013076i,-0.0011198+9.2388e-05i,-0.0010165-0.00092347i,-0.0010362-0.000469i,-0.00036464-0.00011734i,0.0005441-0.0005193i,0.0002005-0.00031701i,-4.8832e-06-6.2478e-05i,0.00019753-0.00028794i,-0.00020637-0.00060425i,-0.0002351-0.00066694i,-0.00022907-0.00043234i,7.0794e-05-0.00077025i,6.8706e-05-0.00085405i,-0.00062128-0.0005209i,-0.0002157-0.00052714i,0.00027037-0.00037772i
0.0007134-0.0018786i,0.00095571-0.0022582i,0.00047662-0.0020621i,-0.00075838-0.0007956i,-0.0014929-0.00012087i,-0.0014238+0.0001957i,-0.0011118+0.00052074i,4.4663e-05+0.00046588i,0.00074163+0.00044499i,0.00039308+1.7287e-05i,7.1389e-05-0.00036232i,-0.00038604+0.00013981i,-0.00079494+0.00041343i,-0.00056612-0.00020992i,-0.00056337-6.8589e-05i,-0.00057881+5.0908e-05i,-0.0004223-0.00068336i,0.00038715-0.00076539i,0.0007447+9.8693e-05i,0.00057447+0.00063706i,0.00032934+0.00093486i,-0.00010589+0.00061807i,-0.00019999-8.6704e-05i
-0.0019722-0.0026421i,-0.0007619-0.003182i,-0.0023417-0.002305i,-0.0026787-0.00033017i,-0.0013978+0.0011692i,-0.00087798+0.0025192i,-0.00069474+0.0021763i,-0.00055745+0.00073205i,0.00016449-0.00034379i,0.00022248-0.00030273i,-7.0675e-05+0.00035076i,-0.00020611+0.00077331i,0.00026633+0.00028119i,0.00066839-0.00052623i,-6.767e-05-0.0001887i,-0.00067199+2.832e-06i,-0.00044142+0.00024019i,-9.0383e-05+0.00033508i,0.00085295+0.00051937i,0.00092726+0.00070133i,0.00011966+0.00033101i,-2.9786e-05+0.0003881i,0.00027209+0.00025863i
0.0009665-0.00031393i,0.00064987+0.00041667i,-0.00053122-7.1096e-05i,-0.0011948-0.00048036i,-0.00060274-0.00098447i,-0.0005502-0.00023596i,-0.00079585+0.0011857i,-0.00014378+0.00085893i,0.00022426-0.00015519i,-0.00041939-4.0529e-05i,-0.00026899+1.4479e-05i,0.00015745-0.00033417i,0.00030496+1.9212e-05i,0.00033022+0.00084754i,-0.00019996+0.00056088i,-6.9859e-05-0.00022705i,0.00020517+6.948e-05i,0.00015964+0.00013446i,-0.00047855+7.0287e-05i,-0.00098422-0.00037893i,-0.00042365-0.00052791i,0.00028441-0.00022515i,0.000385-0.00012773i
0.0010458+0.00031384i,0.0010349+0.00067542i,0.0010163+0.00049853i,-0.00032727+0.00030575i,-0.0018394+0.00016481i,-0.0015959+0.00032283i,-0.0012241+0.00079387i,-0.00068417+0.0011655i,0.0001928+0.0013859i,0.00054144+0.00093653i,0.00043877-0.00013974i,6.0124e-05-0.00075847i,4.7828e-05-0.00060151i,0.00032707-0.00065513i,0.00069834-0.00050888i,0.00092294-0.00065875i,0.0007231-0.0012054i,0.00066327-0.0003096i,0.00016078+1.7398e-05i,-0.0005321-0.00016209i,-0.00070457+0.00017461i,-0.0006776+0.00043349i,-0.00040605+0.00077294i
-0.00015871-0.00011392i,-0.00048816+0.00036805i,-0.0012994+0.00093742i,-0.0010968+0.00065283i,-0.0005745+0.00070094i,-0.00025995+0.0009048i,3.521e-05+0.0012054i,0.00017293+0.0010585i,0.000486-7.041e-05i,-7.9447e-05-0.00037515i,-0.00051662-0.00013058i,-0.00031299-0.00036669i,-0.00028552-0.00043678i,-0.00029137-0.00012862i,-2.2119e-05-0.00013411i,0.00040071-0.0002239i,0.00019864-0.00042506i,-0.00047422-0.00028671i,-0.00055696-0.00026509i,-0.00065854-8.7284e-05i,-0.00051026-0.0003117i,0.00052133-0.00036755i,0.00086285+0.00029496i
0.00067619-0.00059242i,0.00071927-2.1287e-05i,-0.00083601-0.00043454i,-0.0021553-0.00099265i,-0.0017584-0.00045168i,-0.0016615+0.00010223i,-0.0022645+0.00013456i,-0.0013702+3.5617e-05i,0.00038112-9.8043e-05i,0.0011314-0.00011336i,0.00085953-0.00013829i,0.00028013+0.00036831i,-2.1388e-05+0.00055696i,0.00023096+9.8358e-06i,0.00072271+3.8483e-05i,0.00066126+0.00017317i,0.00048532-0.00016973i,0.0005776-4.5243e-05i,0.00033257+0.00029316i,0.00012197-0.00024415i,-0.0001133-0.00066555i,-0.00025926-0.00011497i,-0.00036885+0.00041858i
-0.00098545-0.00099815i,-0.00051698-0.00023136i,-0.0019865-5.9216e-05i,-0.0026396-0.00019094i,-0.0017604+0.00012459i,-0.0013181+0.00075978i,-0.00097623+0.001506i,-0.00081387+0.0013107i,-0.00090167+0.00084656i,-0.00020545+3.2073e-05i,0.00021765-0.00053554i,0.00084926-9.9797e-05i,0.0016046-0.00011156i,0.0012445-0.00035648i,0.0006177+0.00041138i,0.00015304+0.00082879i,-0.00030362+5.1627e-05i,0.00022371-0.00043154i,0.00064602-0.00055283i,0.00062178-0.0010935i,0.00024128-0.0012674i,-0.00067958-0.00026276i,-0.00076935+0.00027933i
0.00018529-0.002488i,-0.00037854-0.0019833i,-0.00095956-0.0014995i,-0.0015434-0.0014695i,-0.0020755-0.00069313i,-0.0020285+0.00074205i,-0.00084162+0.00035418i,0.00010872+5.8032e-05i,2.5001e-05+0.00094234i,-0.00078451+0.0010074i,-0.00051275-1.44e-05i,0.00030628-0.00058892i,0.00038389+0.00025049i,-0.00013847+0.00073242i,-0.00011917+0.00090817i,0.0004342+0.00069946i,0.00020506+1.7111e-05i,0.00035568+0.00023543i,0.00077628+0.00028577i,0.00072319+0.00060295i,0.00014198+0.0006348i,-0.00057988+7.658e-05i,-0.00081427+0.00017014i
1.3e-05+0.002058i,-0.00051433+0.0014589i,-0.0010342+9.0533e-05i,-0.0009593-0.00106i,-0.00037024-0.001218i,-0.0011738-0.0010463i,-0.0019562-0.00062233i,-0.00082883+0.00055936i,0.00010073+0.0012565i,3.083e-05+0.00046811i,7.1355e-05-9.2576e-05i,-0.00037621-5.9187e-05i,-0.00070716+4.8702e-05i,-0.0002899+7.7376e-05i,-0.00017488-8.5243e-05i,-0.00039096-1.8086e-05i,0.00010014-0.00033507i,0.00045796-0.00048313i,-0.00014884+0.00014171i,-0.00018535+0.00015317i,-7.3335e-05-0.00045284i,-0.0004089-0.00012579i,-0.00033505-0.0001189i
0.0018281-0.00030112i,0.0015269-0.0013138i,0.0017818-0.0018705i,0.0014563-0.0026279i,0.00040935-0.0019439i,-0.0006841-0.00053883i,-0.00036275+0.00027883i,0.00048757+0.00052997i,0.00052242-0.0002772i,-8.775e-05-0.00097307i,0.00021659-0.0014066i,-0.00010542-0.0013288i,-0.00044507-0.00055678i,0.00027516+0.00022645i,2.6088e-05-0.00026919i,-1.9187e-05-0.00085027i,0.00014278-0.00060966i,-0.00037587-0.000293i,-0.00048903-0.00027723i,0.00017895-0.00025189i,-0.00033934-0.0004068i,-0.00085914-0.00088875i,-0.0004407-0.00096163i
-0.00054529-0.00052897i,-0.0004541-0.00032835i,-0.00094233+0.00058077i,-0.00047797+0.00056656i,-0.00030221+0.00031372i,-0.0006971+0.0010031i,-0.0011885+0.0012375i,-0.0010371+0.00047837i,-0.00015001-0.00011979i,-0.00030613+0.0001843i,-0.0009916+0.00052345i,-0.00096972+0.00062157i,-0.00030615+0.00051678i,0.00032637+0.0002107i,0.00090107-0.00011092i,0.0016179-0.00026849i,0.0013422-0.0004035i,0.00016718-0.00043421i,-0.00016448-0.00076232i,-0.00024357-0.00075464i,0.00021622-0.00068813i,0.00068196-0.00032406i,0.00057066+2.076e-05i
0.0011838-0.00029581i,0.00077992-0.0012112i,0.00097289-0.0010625i,0.00014876-0.0015482i,-0.00092795-0.0012572i,-0.0016333-0.00086405i,-0.0018842-0.00040899i,-0.00075294+0.00045544i,0.00037449+0.00014444i,0.00064551-1.5695e-05i,0.00034532-0.00020713i,-9.8427e-05-0.00067491i,-0.00061208-0.00010687i,-0.00074664-0.00011137i,-0.00034881-0.00057539i,0.00036883-0.00076835i,0.0004566-0.00041269i,-0.00016576-0.00015098i,-0.0003743-8.3764e-05i,1.8366e-05+0.00016345i,-0.00016975-1.9376e-05i,-0.0008164+0.00038221i,-0.0011303-1.9946e-05i
-0.00069659+0.0016179i,0.00039629+0.00014859i,0.00085307-0.0013722i,8.0393e-05-0.0019248i,-0.00085058-0.0014958i,-0.0011453-0.00030464i,-0.0012099+0.00088947i,-0.00077151+0.0013487i,-1.2038e-05+0.00063397i,4.4145e-05+0.00021207i,-6.8799e-05+8.2668e-05i,-0.00058474-0.00035905i,-0.00094571-9.8932e-05i,-0.00023969+0.000481i,-0.00079103+0.00021599i,-0.00093317-0.00016638i,-0.00031594+3.2188e-05i,-0.00068526+0.00030427i,-0.00082359+0.00048141i,8.2577e-05-8.5561e-05i,0.00069847-0.00053595i,0.00014532-0.00066777i,0.00029661-0.00047773i
-0.00074887-0.00063407i,-0.00058024-5.4067e-05i,-0.00090385+2.3498e-05i,-0.0014685+0.00052253i,-0.0013275+0.00094328i,-0.0012043+0.0016562i,-0.0012482+0.0015605i,-0.00038573+0.0010087i,0.00010901+0.00058831i,-0.00021633+0.00015364i,2.1646e-05-0.00066337i,-0.00020622-0.001485i,-9.3249e-05-0.00087856i,0.00031339-0.00020169i,0.00014585+0.000213i,0.00035137-4.9575e-05i,0.00084301-1.9931e-05i,0.00087836+0.00020225i,0.00052482-1.6153e-05i,8.2462e-05-3.3116e-05i,-0.00015108+0.00018862i,-0.00038904-0.00027457i,-0.00063875-0.00041674i
-0.0011177+0.00026885i,-0.00089367+0.00022475i,-0.0010763-0.0010409i,-0.00077493-0.00074494i,-0.00030295+0.00044933i,-0.00069931-0.00015883i,-0.0014663-0.00066038i,-0.0010373+4.8803e-05i,0.00024353+0.0004302i,0.00047875-0.00030054i,0.0003623-0.00059645i,-5.5113e-05-0.00029719i,-0.00093883-0.0004171i,-0.00036433-0.00025264i,0.00046335+0.00029875i,0.00072169+2.7969e-05i,0.0003781-0.0010188i,0.00023215-0.0013379i,2.9449e-05-3.9524e-05i,-0.00075563+0.00041131i,-0.00042616+3.0266e-05i,3.9158e-05+0.00021344i,-0.00037214+0.00021781i
0.0005954+0.0019405i,0.0001477+8.9382e-05i,0.0018209-0.00086723i,0.00096006-0.0017445i,-0.0012852-0.0029102i,-0.0014508-0.0012035i,-0.0011009+0.0011005i,-0.00050634+0.0014365i,0.00012061+0.00038107i,-0.000198+0.00020793i,-0.0003193-0.00044468i,0.00029632-0.00063401i,0.0001533-2.5695e-05i,-0.00040287-0.00022596i,-0.00044804-0.00026737i,-0.00030199-0.00012527i,-0.00058219+0.00016697i,-0.00043463+0.0002456i,0.00045072-0.00022201i,0.0013442-0.00044095i,0.0012135-0.0006195i,0.00086021-0.00055753i,0.00052158-0.00045093i
0.0010371+0.0015042i,0.0010894+0.0011545i,0.00048941+0.0010811i,-0.0011572+0.00040079i,-0.00087945-0.00044353i,-0.00021297-0.00032291i,-0.00077147+8.1768e-05i,-0.0008699+0.0004594i,-0.00017005+0.00047105i,0.00022914+0.00013453i,-0.00015821-0.00022961i,-0.00043117-0.00065389i,-0.00042264-0.00013229i,0.00043308+0.0002741i,0.00066496-0.00031046i,-0.0001771-0.0011559i,-0.00087072-0.001448i,-0.0010398-0.0011687i,-0.0004148-0.00059679i,7.9954e-05-0.00046472i,-0.0003571-0.00088675i,-0.00099728-0.00073907i,-0.0010581-3.7595e-05i
0.00024243+0.00026983i,-0.00030141-0.00041597i,-0.0016638-0.0012001i,-0.0025714-0.00085739i,-0.0023342+0.00020851i,-0.0017693+0.0010108i,-0.0013622+0.00054503i,-0.00055524+0.00016914i,-5.8171e-05-0.00046832i,0.00054026-0.00042368i,0.00022947+0.00025225i,-0.00016441-0.00017503i,1.2377e-06-0.00031796i,0.00026808+2.2456e-05i,0.0011875-0.00026291i,0.00071063-0.0001905i,-0.00036886+0.00020803i,-5.8501e-06+0.00016846i,0.00055029-0.00012195i,0.00027978-0.00029085i,-0.00010532+0.00017321i,-0.00041219+0.00031994i,-0.00023246-0.00047559i
0.0001178-7.1207e-05i,-0.00090378-0.00050045i,-0.00052883-0.0015838i,-0.00087692-0.0022965i,-0.0013542-0.001755i,-0.0011307+0.00017862i,-0.00067645+0.0012809i,9.6141e-05+0.0013853i,0.0010067+0.0009959i,0.00055875+0.00031976i,-0.00078313-0.00010107i,-0.00099804-0.00081139i,-4.2271e-05-0.00087471i,0.00025181-0.00049214i,0.00044513-0.00062249i,0.00052601-0.000925i,-2.9919e-05-0.0011064i,0.00041756-3.1525e-05i,0.0011626+0.00093533i,0.00048951+0.00085584i,-0.00023318+0.00086782i,0.00016641+0.00044384i,0.00041761-9.8252e-05i
-0.0013534-0.0010617i,-0.0011907-0.0016547i,-0.00079607-0.0012447i,-0.00088855-0.00075576i,-0.0013339-0.0005651i,-0.0016845+0.00035133i,-0.0013635+0.00090142i,-0.00056514+0.00031714i,-0.00040313-0.00051286i,3.4001e-05-0.00053079i,0.00047539+0.00020243i,0.00060625+0.00095232i,0.00022727+0.00056725i,0.00010078+0.00021351i,0.00088679+0.00059438i,0.0007059+0.00074097i,9.996e-05+0.00051175i,0.0003172+0.00029472i,0.0011091-1.9334e-05i,0.0011322+2.7279e-06i,0.00039626-3.2212e-05i,-7.127e-05-0.00010175i,0.00011964+0.00032488i
-0.00038406-0.0016502i,-0.00091062-0.0016975i,-0.0024633-0.001142i,-0.0024153-0.00069114i,-0.0011969-0.00043248i,-0.0011327+7.27e-05i,-0.0014167+0.00053634i,-0.00010448+0.00082413i,0.00089744+0.0003733i,0.00085831-0.00044723i,0.00067202+2.765e-05i,-0.00021126+0.00067091i,-0.00074791+0.00011283i,-0.00053013-0.00040236i,6.7837e-05-0.00085577i,0.00089687-0.00010179i,0.00020513+0.00046343i,-8.8989e-05+6.4214e-05i,0.00013125-0.00033788i,3.964e-06-0.00016568i,0.00058159+0.00036002i,0.00087588+0.00099959i,0.0004099+0.00067502i
0.00051108+0.00023635i,3.6043e-05+0.00055988i,-0.00037719+2.8502e-06i,-0.00068165-0.00081656i,-0.0017241-0.00066101i,-0.0026716-0.00041741i,-0.001906-0.00077088i,-0.001202-0.00066399i,-0.0011212-0.00048849i,-0.00057417-0.00076158i,-8.1248e-05-0.00079597i,2.4634e-05-0.00058726i,-0.00025032+0.00021196i,-0.00096264+0.00040275i,-0.00079019+4.7849e-05i,-4.1434e-05+0.00051709i,0.00039969+0.00078406i,0.00032269+0.00060994i,0.0006755+0.00035422i,0.00078959+0.00025245i,0.00067285+0.0003179i,0.0009039+0.00053902i,0.00083767-0.00015819i
-0.00082697+5.7509e-07i,-0.00046417+4.0422e-05i,-0.00029644+0.00081393i,0.00045346+0.00049516i,0.00091758+0.0010606i,0.00041096+0.0020099i,-0.00065846+0.0017151i,-0.0012699+0.00093945i,-0.00085291-5.1317e-05i,-0.00061628-0.00053743i,-0.00060136-0.00059404i,-0.00088978-0.00098184i,-0.00069738-0.00063761i,0.00055983+0.00040859i,0.0010482+0.00018342i,0.00031129-0.0004853i,-0.00071217-0.00066683i,-0.00080926-0.00044134i,-0.00069236-9.847e-05i,-0.0005565+0.00038366i,-0.00045845+0.00046061i,-0.00031014+0.00033534i,-0.00026254+0.00019409i
0.001334-0.00033652i,0.0012405-0.00066286i,-0.00032665-0.0003152i,-0.0016277-0.00063977i,-0.0012456-0.0010308i,-0.00059081-0.0016561i,-0.00076612-0.00091213i,-0.00081633-0.0001221i,-0.00054227-0.00015784i,-0.00030071+0.00012432i,-0.00074501+0.00010228i,-0.0007797-0.00011623i,7.0861e-05-0.00026073i,0.00070526-0.00058479i,0.00095451-0.0011602i,0.00055033-0.0010073i,-9.0779e-05-0.00020492i,-0.00049919-0.00020658i,-0.00030246+6.6228e-05i,-0.00036544+0.00056873i,-0.00082606-0.00024354i,-0.00073255-0.000685i,-0.00036401-6.9038e-05i
-0.00021632-0.0014841i,-0.00014359-0.0018582i,-0.00075409-0.001483i,-0.00099431-0.00015101i,-0.00099536+0.0013816i,-0.00062571+0.0021412i,-0.00053365+0.0015832i,-0.0001454+0.00033123i,0.00048317+5.2295e-05i,0.00061757+0.00036596i,-6.6144e-05+0.00085865i,-0.00037829+0.0011133i,0.00038787+0.00047008i,0.00037314-0.00028559i,-0.00075363-0.00025093i,-0.00071856-0.00018081i,0.00030129-0.00053042i,0.00081608-0.00036803i,-0.00013894-0.00011051i,-0.00075881+0.00029059i,-0.00089612+0.00011526i,-0.00097708-0.00053335i,-0.00072858-0.00035701i
-0.00017474-0.000642i,0.00060956-0.0006569i,-0.00060256-0.00092216i,-0.0014339-9.0859e-05i,-0.0011909+0.0012848i,-0.0014956+0.0018576i,-0.0012261+0.0020965i,-0.00044991+0.0014577i,-0.00038924+0.0001415i,-0.00082344-0.00077433i,-0.000517-0.00074798i,-0.0002678-0.00033585i,0.00012036-9.8214e-05i,1.3037e-05-0.001038i,-0.00021126-0.0020187i,-0.00020587-0.00098595i,9.6923e-05-0.00047963i,0.00055855-0.00033254i,0.00012227+8.003e-05i,-0.00034314+0.00034153i,-0.00031491+0.00031717i,-0.00060619-0.00014431i,-6.2369e-05-9.415e-05i
-0.00077783-0.0022294i,-0.0013548-0.0017499i,-0.0016936+9.0372e-05i,-0.0018102+0.0004979i,-0.0017055-6.913e-05i,-0.0010088+0.00039727i,-0.00056526+0.0010083i,-0.0002312+0.00090562i,-0.00013404+0.00054754i,-0.00032105+0.0007566i,-6.6996e-06+0.0011284i,0.00086512+0.00089293i,0.0014816+0.00079779i,0.0012523+0.00079598i,0.00031605+0.00036788i,-0.00044958+0.00014453i,-0.00060267+2.3573e-05i,-0.00071769-4.3418e-05i,-0.00049353+6.8112e-05i,-7.7065e-07+0.00034522i,3.7993e-05+0.00069188i,-1.1558e-05+8.5475e-06i,-0.00011393-0.0003637i
-0.00081843-0.00047429i,-0.00051222-0.00097469i,-0.00057701-0.0012069i,-0.0011754-0.0013475i,-0.0017459-0.0010026i,-0.0011688-0.0001296i,-0.00072968+0.00078583i,-0.00083382+0.0014454i,-0.00041392+0.00074434i,0.00017663-9.068e-05i,0.00017546+0.00031283i,-1.8094e-05+0.00072994i,9.1537e-05-0.00026512i,0.00020196-0.0010247i,7.0575e-05-0.0010459i,-0.00011139-0.00072771i,5.0883e-05-0.0001767i,1.2849e-05-0.0002033i,0.00022203-0.00068002i,-0.00012194-0.00070672i,-0.00065059-0.00033201i,-0.00050882-0.00031177i,-0.00017213-0.00041889i
9.0836e-05-0.0013726i,-5.6789e-05-0.0023161i,-0.001103-0.0017086i,-0.0019302-0.00063068i,-0.0012709-0.00012174i,-0.0010049+0.00042826i,-0.0014108+0.00051467i,-0.00098986-0.00013291i,-0.0003427-0.00017266i,2.3686e-05+0.00023244i,-0.00016906+0.00038319i,-0.00034479+0.00026931i,-3.0906e-05+0.00017756i,-0.00014196+6.4644e-05i,2.4779e-05+0.00018494i,0.0002044+0.00018444i,0.00079741-5.1747e-05i,0.00026084+0.00012704i,-0.00092879+0.0001366i,-0.00040516+9.5058e-05i,6.2423e-05-0.00020191i,0.00039317+0.00040274i,0.00053123+0.0013963i
0.0014526+0.0014766i,0.00054524+0.00060707i,-0.0009226-0.00083799i,-0.0010768-0.0011305i,-0.0007588-0.00037962i,-0.0016336+0.00063665i,-0.0014934+0.0011117i,-0.00084746+0.00098056i,-8.8406e-05+0.00036627i,0.00044136-9.5182e-05i,-0.00011792-0.00019737i,-0.00081706-0.00047463i,-0.00041806-0.0010046i,0.00017516-0.0015556i,5.3053e-05-0.0012771i,3.3435e-05-0.00068666i,-0.0004585-0.00084653i,-0.00093611-0.00084515i,-0.00066021-0.00052446i,-0.00068552-0.00028607i,-0.0004665+0.00073844i,0.00012645+0.00073431i,0.00015328-0.00057038i
0.00033812-0.0003692i,0.0005827-0.00055524i,-0.00015582-0.0010284i,-0.00090706-0.00045775i,-0.00042822-0.00024542i,-0.00030008-0.00046961i,-0.00012183+0.00012328i,-4.4068e-05+0.0013247i,-0.00066143+0.0011236i,-0.0016663+5.6362e-05i,-0.0010725+5.0312e-05i,5.5671e-05+6.2427e-05i,0.00010511+0.0002234i,0.00019195+0.00017613i,0.00087357+6.0881e-05i,0.0010477-0.000259i,0.00026338-0.00051677i,-0.00092049+0.00024319i,-0.0010197+0.00051114i,-0.00059211-0.00017406i,-0.00017216-0.001149i,0.00018909-0.00049785i,0.00023525+0.00082038i
-0.00065114+0.00040627i,3.2472e-05+0.0001334i,-0.00029967-0.00094362i,-0.00062245-0.0012107i,-0.00093574-0.00023752i,-0.00074604+0.00081015i,-0.0006506+0.00084638i,-0.0012786+0.00047818i,-0.00090034+0.00012765i,-0.00028745-0.00025949i,-0.00044014-0.00059131i,-2.4238e-06-0.00059041i,0.00060681-0.0010121i,0.00025873-0.0011487i,7.5711e-05-0.00075979i,0.00042863-0.00039279i,0.00072572+0.0002877i,0.00028661+0.00070803i,-0.00039076+0.00029664i,3.3483e-05+0.00015357i,0.00022003+0.00058086i,-0.00070215+9.4787e-06i,-0.0010554-0.00074595i
-0.00058593+0.0010293i,-0.0016994+0.00025204i,-0.0021297+0.00052558i,-0.0014218+0.00056935i,-0.0012293+0.00047052i,-0.0013986+0.00092214i,-0.000862+0.0016458i,-0.00060163+0.00099365i,0.0001817-2.1041e-05i,0.00063894-0.0011949i,0.00087267-0.001341i,0.00067088-0.00037468i,-0.00013957+6.1463e-05i,-0.00034891-0.00016309i,-4.8047e-05-0.00057656i,-3.4929e-05-0.0010446i,-0.00066055-0.00073601i,-0.0010577+0.00032172i,-0.0010622-0.0003502i,-0.0011871-0.00057887i,-0.0011027+0.00035633i,-0.00078048+0.00040308i,-0.00070149+0.00027363i
-0.00035459-0.0013675i,-0.0010548-0.0015164i,-0.0021323-0.0011544i,-0.0022144-0.0010865i,-0.0017821-0.0013117i,-0.001282+8.96e-05i,-0.00096364+0.0014616i,-0.00070771+0.00041342i,-7.2383e-05-0.00037482i,-0.00018761-0.00044035i,-0.0003366-0.00019887i,-0.00011256+0.00010037i,-0.00014017+0.00021925i,-0.00025164+0.0005442i,-0.00073086-2.1521e-05i,-0.00056463-0.0010133i,0.00029683-0.0010498i,0.00027382-0.00046346i,-0.00022038-0.00023176i,-0.0003001-0.00051128i,-0.00051345-0.00075688i,-0.00019681-0.00079108i,3.33e-05-0.00077766i
9.5774e-05-0.0018122i,-0.00015938-0.0013918i,-0.00091323+0.00067253i,-0.00014167+0.0014823i,0.00027486+0.0011638i,-0.0013282+0.00028167i,-0.0018053-1.1495e-05i,-0.00098038+0.00017381i,-0.00062694-0.00042803i,-9.9715e-07-0.00075765i,4.5237e-05-0.00029401i,0.00010952-0.00046807i,0.00078884-0.00031997i,0.00065355-6.3589e-05i,-0.00022033+5.6198e-05i,-0.00052078+0.00011539i,0.00018948-0.00024667i,0.00063029+8.3392e-05i,-0.00010647+0.0005888i,-0.00011868+0.00064071i,0.00052991+0.0009337i,0.00036452+0.00032733i,-0.00015027-0.00014009i
