-0.002105-0.00029395i,-0.0016117+0.00066491i,-0.0016353+0.0011186i,-0.0014189+0.0014209i,-0.0011408+0.0026294i,-0.00027196+0.0034339i,8.3932e-05+0.0030054i,0.00050714+0.0024034i,0.0011622+0.0017567i,0.0019301+0.00092097i,0.0016047-0.00076956i,0.00060144-0.0015688i,2.8842e-05-0.00079864i,0.0001475-0.00041051i,0.00016549-0.00038029i,-9.3667e-05-0.00017788i,0.00014319+0.00030814i,0.00070249+0.00064261i,0.00095668+0.00056541i,0.00067687-0.00027002i,-0.00030442-0.00051809i,-0.00069744-0.00034015i,-0.0004426-0.00027241i
0.0032061+0.0027502i,0.0017887+0.0027676i,0.00083893+0.002004i,0.00064444+0.0016861i,0.0015386+0.0016434i,0.0013918+0.0011715i,0.0017854-0.00036401i,0.0020649-0.001389i,0.0016674-0.0020168i,0.0020117-0.0017419i,0.0017664-0.00030706i,0.00043083+0.00021009i,-0.00047979-0.00028182i,-0.0010731+6.005e-05i,-0.00096227+0.00049136i,-7.0493e-05+5.108e-05i,-1.546e-05+0.00016858i,-0.00023294+2.0841e-05i,-0.0006589-0.00013795i,-0.00075486-4.8067e-05i,-0.00065992+0.00019263i,-0.0010463+0.0009868i,-0.00094444+0.0011438i
-0.00085781+0.00033888i,-0.0011788+0.00012522i,-0.0013598+0.00064634i,-0.00047799+0.0014502i,0.00082606+0.0026769i,0.0024965+0.0027742i,0.0033125+0.00079268i,0.0025976+0.00012158i,0.0016162+0.00061672i,0.0011492+0.00090824i,0.00083687+0.00099796i,0.00068384+0.00041064i,-0.00024098-0.00018137i,-0.00066197-0.00023603i,-0.00022569+0.00039879i,-0.00025317+0.00048859i,-0.00085421-0.00027347i,-0.0014923-0.00068071i,-0.0016098-0.0012862i,-0.0012957-0.0013716i,0.00017842-0.00048084i,0.00080022+0.00057771i,-0.0001425+0.00094333i
-0.001436+0.0026299i,-0.0010923+0.0011851i,-0.00036709+0.0015545i,0.0016874+0.0019298i,0.0030815+0.0022435i,0.0028408+0.0028638i,0.0032516+0.0025452i,0.0030476+0.001469i,0.001922+0.000388i,0.0012069+0.0005958i,0.0010315+0.0013627i,0.00051658+0.00067414i,-0.00041642+0.00014324i,-0.0004965+0.00023585i,0.00053401+1.8157e-05i,0.0012467+0.00047183i,0.00019148+0.00047228i,-0.00047788-3.9571e-05i,0.0005617-0.00038209i,0.0018041-0.00062426i,0.0012089-5.3497e-05i,0.00084154+0.00025671i,0.0010813-0.00016636i
-0.00042122-0.0018081i,0.00010363-0.00064956i,0.0010264-7.4131e-05i,0.0013336+0.0005641i,0.0010472+0.0025811i,0.00085357+0.0038728i,0.0017177+0.0032307i,0.0012285+0.0025195i,-7.3257e-05+0.001784i,-0.00097796+0.0010601i,-0.0014048+0.001345i,-0.0010606+0.0019613i,0.00012614+0.001249i,0.000458+1.3122e-05i,0.00023336-0.00017002i,6.8611e-05+0.00045499i,-0.00014174+0.00043813i,0.00019861-0.00020177i,0.0006295-0.00077857i,0.0012003-0.00082208i,0.00059223+0.00054869i,-0.00062165+0.00075539i,-0.00085877+0.00024965i
-0.00041409-0.0017733i,-0.0021057-0.0017771i,-0.0035899-0.00083716i,-0.0030905+0.0015842i,-0.0008746+0.0032775i,0.00075765+0.0034216i,0.00011606+0.0025338i,-0.0010043+0.0022764i,-0.0020266+0.0018631i,-0.0022369+0.00097424i,-0.0017416+0.00051288i,-0.0010219+0.0004777i,-0.00012678+0.00098171i,-0.00012318+0.0012467i,0.00025893+0.0012688i,0.00067905+0.00054199i,0.00019065-2.172e-05i,-0.00058561+8.4051e-05i,0.00022627+0.00030497i,0.0012165+0.00056115i,0.00082032+6.0161e-05i,0.00057227-0.00043068i,0.00043404+4.2496e-05i
0.0016965+0.0020906i,0.0027736+0.00097757i,0.0031835-0.00040238i,0.002804+0.00021986i,0.002223+0.00066264i,0.0010111+0.00044216i,-0.00071721+0.0001707i,-0.0018355-0.00045769i,-0.0013082-0.0013289i,-0.0010772-0.0021733i,-0.0011599-0.0020119i,-0.0015137-0.0011709i,-0.00197-0.00030923i,-0.0013038+0.00085672i,-0.00010097+0.0010055i,0.00013956+0.00018281i,0.00034228-0.00051086i,0.00062218-0.00018796i,0.0010531+0.0011772i,0.00078672+0.0014235i,0.00047841+0.00048952i,0.00023359-0.0003585i,-0.00042426-0.00021184i
0.00045923+0.0019645i,-0.00067112+0.0013915i,-0.00062459+0.0019325i,0.00057148+0.0021018i,0.0017505+0.0016836i,0.0019192+0.00052853i,0.00048196-0.0014463i,-0.00135-0.0021002i,-0.001333-0.001881i,-2.6231e-05-0.001661i,0.00065762-0.00017623i,0.00043926+0.0012653i,1.4238e-05+0.00078059i,-0.00026947-0.00016083i,-0.00039524-0.00055912i,0.0002632+0.00039475i,0.00077307+0.0011827i,0.00042506+0.0013496i,0.0002494+0.0015527i,0.00016448+0.00070798i,7.717e-05+0.00023427i,0.00075032+0.00080614i,0.00036517+0.00040337i
-0.0018779-0.0068518i,-0.0031553-0.0046328i,-0.003288-0.0022524i,-0.0021657+0.0009683i,-9.8705e-05+0.0039466i,0.0017132+0.0034126i,0.0012048+0.00017956i,-8.802e-05-0.0023734i,-0.00093867-0.0022727i,-0.0009057-0.00032871i,0.00031829+0.00044564i,0.0012641-1.4609e-05i,0.00051744+0.00053277i,-0.00086756+0.00059203i,-0.00025797-4.4057e-05i,0.00056104-0.00025878i,0.00032535-0.00033394i,-0.00036144+0.00031173i,-0.0011558+0.00086707i,-0.0013241+0.001043i,-0.00094543+0.00097474i,-0.0010228+0.00031425i,-0.0003157+1.6441e-05i
0.00021753-0.0011971i,-0.00038594+0.00090847i,-0.0013511+0.0024546i,-0.0013635+0.0029699i,-0.00019076+0.0036908i,0.0023929+0.0031659i,0.0039088-1.1863e-05i,0.0024136-0.0021585i,0.00089366-0.00094332i,0.000111+0.00030032i,-0.0001747+0.00068989i,0.00026745+0.0012725i,0.00033367+0.0005546i,-0.00035443-0.00028124i,-0.00057925-0.00069299i,-0.00017486-0.00027182i,-0.00053057+0.00047058i,-0.00019978+0.00043992i,0.00042741+0.00067401i,0.0002405+0.00068088i,-0.00024037+0.00072676i,-0.00082509+0.0010695i,-0.00063402+0.00085354i
-0.0019528-0.00092323i,-0.0027172+0.0002623i,-0.003329+0.0009521i,-0.0026087+0.0017648i,-0.0019157+0.0037077i,-0.0002156+0.0043806i,0.0024795+0.0031074i,0.0021739+0.0017223i,0.0006275+0.00046684i,-4.8787e-05-0.0003329i,-0.0002738-6.8517e-05i,0.00045615+0.00066548i,0.00091824+0.00031191i,0.00072261-0.0001042i,0.0005765+0.00024832i,0.00031859+0.00040906i,5.8294e-05+0.00078169i,-0.00014263+0.00086489i,-0.00031987-1.8299e-05i,-0.00015156-0.00039311i,-0.00049964-0.00071811i,-0.00084894-0.00098328i,-0.0013764-0.00046669i
-0.001972-0.0011427i,-0.0025701+8.2733e-05i,-0.0031341+0.00038934i,-0.0024341+0.00066155i,-0.001458+0.0023404i,0.00042657+0.0034526i,0.0015722+0.0027792i,0.0011864+0.0016665i,-0.00024975+0.00076927i,-0.00084558+0.00029985i,-0.0010132+0.00049662i,-0.0012548+0.0013507i,-0.00066299+0.0011985i,0.00076192+0.00026584i,0.0010804+0.00056437i,0.00037109+0.00043467i,7.5035e-05+0.00078892i,-0.00015304+0.001143i,0.00025995-0.00038697i,0.00079121-0.00076575i,0.00081626-0.00022587i,0.00063477-0.00026703i,0.00033985-0.00020876i
0.00060481-0.0028571i,-0.00017492-0.0028565i,0.00040698-0.0032731i,0.00050222-0.0022711i,-0.00021397+0.00035004i,-0.00083511+0.0019172i,-0.0003161+0.0012497i,0.00093268+0.00042456i,0.00084975-5.8829e-05i,-3.7459e-05-0.00040466i,-0.0014359+0.00026836i,-0.0016148+0.0011846i,-0.00013297+0.0010834i,0.00021197+0.00073333i,0.00019744+0.00058665i,0.00057306+0.00048209i,0.00057984+0.0010206i,0.00027136+0.0014086i,0.00069608+0.0010447i,0.0009028+0.00042249i,0.0010414-0.00010862i,0.00077705-0.00020959i,0.00024735-0.00049727i
-0.0019262+0.0022211i,0.00042714+0.0023748i,0.0017512+0.0037249i,0.002099+0.0037492i,0.0033888+0.0023226i,0.0025631+0.001047i,0.00079971+0.00096058i,-7.3983e-05+0.00088946i,-0.00033349+0.00023574i,0.00016277+5.7677e-05i,-2.1959e-05+0.00015867i,-0.00028259-0.0001974i,-0.0004053-7.8883e-05i,4.4418e-05+0.00053364i,7.0186e-05+0.00039083i,-0.00051362+0.00047467i,-0.00074994+0.00087315i,-0.00040807+0.00090617i,0.00032744+0.00045403i,0.0003943+0.00063649i,0.00070875+0.00092848i,0.00066355+0.00049513i,-0.00014884+0.00064309i
-0.00065048+0.00068047i,-0.0003285+0.0015802i,0.00047898+0.0019463i,0.0023227+0.001991i,0.0034503+0.0020442i,0.0026629+0.00055203i,0.0010031-0.00043334i,-0.00017263-0.00042928i,-0.00017955-0.00092913i,0.00044262-0.0016997i,0.00057844-0.0013044i,-0.00021526-0.00047202i,-0.00085778-0.00042683i,-0.00069374-0.00041812i,-0.00091999-0.00022881i,-0.0008438-0.00044094i,-0.00028801-0.00027717i,0.0003162+0.00052358i,0.00038232+0.0015024i,7.0962e-06+0.0010461i,8.7734e-06+0.00061755i,-0.00050879-0.00011271i,-0.0004963-5.5197e-05i
-0.00033177+0.00064439i,-0.00032673+0.00092696i,0.00039081+0.0020988i,0.0011856+0.0040542i,0.0023971+0.0039898i,0.0025244+0.0023014i,0.0014286+0.00035669i,0.00044274-0.00059365i,-0.00068459-0.00042555i,-0.00076429+6.2558e-05i,-0.00010769+0.00070308i,-5.8414e-05+0.00052806i,-8.5109e-05-7.0204e-05i,-0.00041477+0.00019984i,-0.00068614+0.00076674i,-0.00041805+0.00063695i,-0.00024039+0.00015151i,0.00045289+0.00038086i,0.00073864+5.6987e-05i,-0.00030327+0.00017297i,-0.00066136+0.0001405i,9.582e-05+0.0001054i,0.00014113+0.0003278i
0.0021757+0.00073194i,0.0011658+0.00035473i,0.00029022+0.0012148i,0.00023607+0.0031703i,0.0010949+0.0038176i,0.0018552+0.0027505i,0.0010801+0.00074414i,0.00033194-0.00081943i,0.0001777-0.00096188i,0.00013012-0.00057154i,0.00056137-0.00012104i,0.00076197+0.0001557i,0.00016339+8.8812e-05i,-0.00034514-5.4659e-05i,-0.00013298-0.00020743i,5.3176e-05-9.9993e-05i,0.00031224-0.00015819i,-2.246e-05-0.00093057i,-0.00049554-0.00088183i,-0.00035013-0.00042302i,-0.00019859-0.00038611i,-0.00071978+1.3033e-05i,-0.00071877+0.00043529i
-0.0019245+0.0020085i,-0.0017092+0.0022787i,-0.0017063+0.0020944i,-0.0017134+0.0027388i,-0.00084372+0.0030039i,0.0011157+0.0028539i,0.001461+0.001294i,0.00088131-0.00052621i,0.00080972-0.00060499i,0.00037222+0.00055991i,-0.00020118+0.001067i,0.00037002+0.00076222i,0.00089969+0.00052798i,0.00079227+0.00038125i,0.00039411-0.0002242i,-0.00020907-0.00061172i,-0.0001233-0.00053353i,6.1384e-05-0.00073168i,-0.00019489-0.00054124i,-0.0005054-3.4145e-05i,-0.00056511-0.00050029i,0.00012369-0.00033387i,4.3829e-05+0.00054077i
0.00044381-7.4099e-05i,-9.0661e-05-0.00051524i,-0.0011392-0.00096027i,-0.0024915-0.00021876i,-0.0028062+0.0007623i,-0.0017451+0.0016253i,-0.00045129+0.0012844i,0.00064376-0.00042282i,0.00014705-0.0021597i,-0.001053-0.0020459i,-0.0013878-0.0003033i,-0.001198+0.0011501i,-0.00049301+0.0019239i,-0.00032369+0.0020688i,-0.0005455+0.00082986i,3.1075e-07-1.486e-06i,0.00073499+0.00046369i,0.0010578+0.00033546i,0.0010864-0.00047773i,0.00040419-0.00064713i,0.00041211-0.00085456i,0.00064687-9.8742e-05i,0.00053128+0.0012994i
-0.0014685+0.00024165i,-0.00053172+0.00039905i,-0.00060452+0.00015712i,-0.0012383+0.00027288i,-0.00077202+0.00030457i,0.0007533-3.341e-05i,0.0018317-0.00038154i,0.0017359-0.00075114i,0.00083752-0.00047637i,-0.00047992-0.00046045i,-0.0019778-0.00030005i,-0.0015005+0.00052461i,-0.00012949+0.0014292i,-5.2632e-06+0.0014197i,-2.0108e-05+0.00092858i,0.00010538+0.00092036i,0.0001211+0.00028898i,0.00082431-0.00041921i,0.0013416-0.00061446i,0.0010833-0.00077786i,0.0010718-0.00061249i,0.00063661-0.00063216i,-0.00072873-0.00041111i
-0.00067117-0.0037485i,-0.0015779-0.0027748i,-0.0010742-0.0018394i,0.00067851-0.0018739i,0.0017448-0.0018522i,0.0021553-0.00074305i,0.001693+0.00030757i,0.00064114+0.00013961i,0.00014864-0.00047396i,0.00025625-0.0010413i,-0.00010649-0.0011958i,-0.00040136-0.0002046i,-1.341e-05+0.00102i,0.00055964+0.0015416i,0.0001826+0.0015446i,-7.7371e-05+0.0010133i,0.00039953+0.00069738i,0.00075857+0.00036911i,0.00048579+0.00043034i,0.00065868+8.7117e-05i,0.00095347-0.00012051i,0.00040284-0.00029619i,-0.00023245-0.00038217i
0.00095165+0.00056046i,0.00058676+0.00029104i,0.0016853+0.00068079i,0.0040193+0.00046687i,0.0053093+0.00017539i,0.0048162+0.00040171i,0.002749+0.00087748i,0.00059212+0.00072659i,0.00060338+0.00077219i,0.0011297+0.00047073i,0.0007574-5.0059e-05i,-0.00017099-0.00062597i,-0.00086692-0.00058774i,-0.00062512+9.9402e-05i,0.000201+0.0007711i,5.5931e-05+0.00132i,-0.00032838+0.00059836i,-3.4735e-05+9.467e-05i,0.00031634+8.1425e-05i,0.00067877+0.0004095i,0.00034929+0.00044086i,-0.00017286+7.041e-05i,-0.00017393-0.00047782i
0.0024999-0.0023205i,0.0015261-0.0018789i,0.0016538+0.00035575i,0.0030829+0.0027934i,0.0042229+0.0039814i,0.0041723+0.0041023i,0.0032525+0.0026937i,0.0011165+0.0010209i,-0.00058641+0.00046927i,-2.1248e-05-0.00014338i,0.0010068-0.0011099i,0.00013954-0.0011818i,-0.00069681-0.00065483i,-0.00057053-0.00015138i,-0.00018631-0.00042069i,-9.9352e-05-0.0004383i,-0.00014843-0.00033312i,-1.2588e-06-0.00012149i,-0.00022431-8.5898e-05i,-0.00037708+0.00021559i,-0.00056369+0.00070381i,-0.00066751+2.6916e-06i,6.439e-05-0.00033498i
-0.0001362+0.00088601i,-0.001257+0.0015306i,-0.0015785+0.0023715i,-0.00077443+0.0043918i,0.00079761+0.0056711i,0.0020804+0.004837i,0.00091421+0.0028841i,-0.00041111+0.00091059i,-0.0013704+0.00034268i,-0.0014593+0.00033083i,-0.00026793+0.00099521i,0.00030193+0.00081926i,0.00017951-0.00049947i,-0.00033509-0.00040068i,-0.00047792+0.00027531i,-0.00033731+0.00053887i,0.00014938+0.00053472i,-3.9281e-05-3.1504e-05i,-7.018e-05-0.00059454i,-3.8317e-05-0.00011042i,-0.00058902+0.00046632i,-0.00069358-0.0006867i,-0.00030815-0.0010881i
-0.0022614-0.0013902i,-0.0023478-0.00066723i,-0.0021479+0.0019046i,-0.0017142+0.0046976i,-0.00084544+0.0058664i,-0.00013111+0.0049444i,-0.00011817+0.002079i,-0.00033985-0.00021864i,-0.00074976-0.00092462i,-0.00057041-0.00045267i,-0.000146+0.000306i,-8.014e-05-0.00036811i,-4.7297e-05-0.001163i,-0.00019339-0.00082358i,-0.00045975-0.00045915i,0.0001681-0.00077568i,0.00046646-0.00048634i,-0.00019942+0.00014912i,0.00010088-5.217e-05i,-0.00015691-0.00029826i,-0.00083188-0.00014642i,-0.00094983-5.6643e-05i,-0.00088785+0.00027322i
-0.0010962-0.0011484i,-0.001659-0.00052625i,-0.0025522+0.00016795i,-0.0032943+0.0011923i,-0.0028907+0.0026395i,-0.0013365+0.0024935i,0.00035517+0.0014666i,0.00043409+0.00055612i,-0.00035588-0.00054567i,-0.00045715-0.0012504i,-0.00061294-0.00024157i,-0.00019181+0.00081159i,0.00073+0.00031925i,0.00087168-0.00095298i,0.00023187-0.0010232i,-9.9792e-05-0.00061466i,-0.00044903-0.00047723i,8.1586e-05-8.2696e-05i,0.00052082-1.9852e-05i,0.00063957-0.00079871i,0.00074087-0.0012291i,-0.00024895-0.00051939i,-0.0013419+0.00011965i
-0.0017046-0.0012789i,-0.0023734-0.00055821i,-0.0034932+0.00095662i,-0.0036017+0.0016992i,-0.0028489+0.0024615i,-0.0010703+0.0019745i,0.0011044+0.00034174i,0.0013127-0.00024563i,0.00026734-0.00043399i,-0.0002844-0.00084892i,-0.00011535-0.00013958i,-0.00039557+0.0004376i,-0.00069716+0.00012075i,-1.8272e-05+0.00010874i,0.00055034+0.00049855i,0.00025986+0.00081338i,-0.00069694+0.0006435i,-0.00070268+0.0003857i,0.00037779+0.00051082i,0.00053345+0.00018403i,-4.7843e-05-0.0007715i,0.00043963-0.0010754i,0.00032416-0.00035461i
-0.0010584+0.00045243i,-0.0013152-0.00045446i,-0.00032621-0.0018052i,0.00047182-0.0026787i,0.0011909-0.0024491i,0.0013811-0.0016751i,0.0017239-0.0011343i,0.0017249-0.0010779i,0.00058149-0.0013268i,-1.1286e-05-0.0011651i,0.0001811+0.00020003i,-7.09e-05+0.00089911i,0.00015631+0.00066541i,0.00017005+0.0008261i,0.00028323+0.00060885i,0.0010215+0.00017819i,0.00095972-0.00044071i,0.0001329-0.00031308i,0.00031191-0.00022964i,0.0010637-0.00044106i,0.0017072-0.00033829i,0.0015166-0.00032023i,-3.9208e-05-0.00027916i
0.0022249-0.0011046i,0.00023402-0.0031091i,0.00060537-0.0037298i,0.0029218-0.0039845i,0.0033068-0.0036117i,0.0014837-0.0015976i,0.0012793+1.7342e-05i,0.0016268+0.0002204i,0.001151+0.00035948i,0.0006793-3.9092e-05i,0.0004402-0.00081103i,-0.00052416-0.00073932i,-0.0011745-6.2223e-06i,-0.0008694+0.00056181i,-0.00037057+0.00077929i,-0.0003949+0.00067603i,-5.8006e-05+0.00025758i,0.00010621+0.00012352i,3.7044e-05+0.00027419i,0.00067866+0.00054239i,0.0010832+0.00025708i,0.00089498-0.00050952i,0.00050249-0.00073394i
0.00024763-0.0024422i,8.6163e-06-0.0018951i,0.0018563-0.00041633i,0.0036463+0.00066835i,0.0049564+0.00056956i,0.0046813+0.0011978i,0.0033277+0.0017108i,0.0021215+0.0010102i,0.00027013+0.00067382i,-0.00089066+0.00080581i,-0.00047619+0.00044701i,-0.00034796-0.0002912i,-0.00034524+1.4838e-05i,-9.3894e-06+0.00090034i,-9.2999e-06+0.0014522i,-0.00034747+0.0013426i,-0.00034826+0.00052956i,0.00059112+0.00029521i,0.0012881+0.00068028i,0.00081608+0.0010377i,0.00067619+0.0011132i,5.4053e-05+0.00072017i,-0.00053075+0.00048462i
-0.0029671+0.00057909i,-0.0011614+0.0020585i,0.00066052+0.0052393i,0.0032775+0.0073694i,0.0052219+0.0077138i,0.0055381+0.0065381i,0.0040117+0.0036445i,0.0010643+0.0013074i,-0.00070633+1.4034e-05i,-7.5451e-06-0.00021165i,0.0008013-0.00036499i,0.0010079-0.00050361i,0.00047493-0.00022584i,-0.00010804-0.00094009i,-0.00046281-0.0011534i,-0.0008767-0.00039309i,-0.00094511+0.000606i,-0.00076894+0.00047224i,-0.00047462+0.00013553i,-0.00022524+6.4655e-05i,-0.00043903-0.00045736i,-0.00083302-0.00037668i,-0.00077486-0.00031493i
-0.00020429+0.0012039i,-0.00012651+0.0023915i,-0.00036797+0.0041899i,0.00078922+0.005809i,0.001912+0.0057393i,0.0014146+0.0045246i,-6.8514e-05+0.0034657i,-0.0012438+0.0020374i,-0.0012086+0.00091581i,-0.0010884+0.00014225i,-0.00074755+6.0331e-05i,0.00024168-0.00014749i,0.00085952-0.00048059i,0.00078118-0.00022708i,0.00030546-6.6343e-05i,0.00013781+0.00049823i,0.00062372+0.00077415i,0.0011825+0.00041255i,0.00059221-0.00035944i,-0.00057621-0.00027338i,-0.00089175-0.00023674i,-0.00072508-0.00051641i,-0.00036621+3.9307e-06i
-0.00018889+0.00059946i,-0.0014153+0.00077757i,-0.0033172+0.002121i,-0.004081+0.0035672i,-0.0032811+0.0045966i,-0.0018255+0.003956i,-0.0015084+0.0020744i,-0.0016202+1.3167e-05i,-0.0011165-0.00094583i,-0.0011602-0.00013616i,-0.0011559+4.0748e-05i,-0.00035397+0.00025337i,0.00020665+0.00065165i,3.5424e-05-0.00022795i,2.2041e-05-0.00061981i,0.00035498-6.7867e-09i,0.00035002+5.5626e-05i,-0.00029606+2.3775e-05i,-0.00015228-0.00069104i,0.00013778-0.0003081i,-0.00044083+0.00050607i,-0.00011115+0.00085165i,0.0002876+0.0011109i
-0.0031485+0.0015748i,-0.0027669+0.0014979i,-0.0029996+0.0015448i,-0.0034469+0.0025091i,-0.0024543+0.0037376i,-0.00023183+0.0026247i,0.00073527+0.00048405i,3.365e-05-0.00075152i,-0.00038709-0.00091515i,-1.9567e-05-0.00064398i,-7.3922e-05-3.2522e-05i,4.3926e-05+0.00078743i,0.00061004+0.00058219i,0.0014209+0.00014999i,0.00092927-1.2196e-05i,0.00015278-0.0010158i,8.3758e-05-0.00057226i,-0.00059216+0.00030117i,-0.00017023+0.00040813i,0.00094772-8.9314e-05i,0.00067692-0.0003271i,0.00023535-0.00077388i,0.00037112-0.00076948i
0.0011624-0.0015311i,0.00097785-0.002817i,0.0010152-0.0026354i,-1.0319e-05-0.0023999i,-0.00032517-0.0026359i,0.00036975-0.0024328i,0.00044952-0.0015108i,0.0004232-0.00072769i,0.0012206-0.00055588i,0.00084927-0.00070933i,-0.00097436-0.00032648i,-0.0019917-0.00010434i,-0.002261-0.00099498i,-0.0017086-0.00085004i,-0.00045121-2.519e-05i,0.00017757+0.00010909i,-4.1795e-06+0.00025654i,0.00036815+0.00038467i,0.00050491+0.00042496i,0.00028225+0.00016552i,9.4431e-05-0.00024195i,-0.00044205+0.00033701i,-0.0003626+0.00073288i
7.5726e-05+0.00079192i,-0.00042001-0.00028716i,0.00028067-0.00099252i,0.00074021-0.0011894i,0.00052828-0.001439i,0.00089344-0.0014335i,0.0011993-0.0012736i,0.00059293-0.0010541i,0.00027898-0.00078939i,0.00026715-0.00062937i,-0.00016051-0.00071574i,-0.0010907-0.00058292i,-0.00096003-0.00016821i,-6.2658e-05+0.0003201i,0.00016312+0.00010049i,0.00011061-0.0002412i,8.9757e-05+6.9059e-05i,0.00036056+0.00042513i,0.00092103-0.00015915i,0.00096556-0.00078818i,0.00068943-0.00047092i,7.5504e-05+0.00013945i,-6.8688e-05+0.00048173i
-2.9232e-05-0.001584i,1.0215e-05-0.0017479i,0.00070201-0.0015403i,0.001114-0.00079249i,0.0020648+0.00070527i,0.0034092+0.0016842i,0.0031633+0.0011624i,0.0019993-6.8692e-05i,0.0004118+4.1815e-05i,-0.00030991+0.00016157i,0.00018959+8.9895e-05i,0.00011986+0.00045407i,-0.00053634+0.00094642i,-0.00049044+0.0016882i,-0.0001872+0.0019851i,-0.00012195+0.0014472i,-0.00011702+0.00034531i,0.00017153-0.00074695i,0.00056397-0.00037727i,0.00064542+0.00083422i,-0.00025842+0.0012225i,-0.00050804+0.0011149i,-0.00027318+0.00094675i
0.00090551-0.00073855i,0.0012814+0.00062184i,0.0024818+0.0016374i,0.0039518+0.001343i,0.0040086+0.0016689i,0.0032755+0.0021648i,0.0025141+0.0022236i,0.0016666+0.00069031i,0.00048953-0.00032716i,-0.00046539-0.00046003i,-0.0002824-0.00079265i,0.00057662-0.0004975i,0.0012964-0.00053215i,0.0014181-0.00020056i,0.00056666+0.00054092i,-0.00018625+0.00059637i,8.2899e-05+0.00018199i,0.00025601-8.6675e-05i,0.00038811-0.00045851i,0.00044864-0.00077135i,-0.00034267-3.1345e-05i,-0.00050397+0.00028907i,-0.00057571+0.00052902i
-0.00077141-0.0027968i,-0.0015839-0.0014012i,-0.0014938+0.00098308i,0.00089216+0.0038513i,0.002699+0.0048676i,0.0020431+0.0035712i,0.0012558+0.0021658i,0.00058918+0.00089919i,-0.00034812+0.00029784i,-0.00060186+0.00062867i,-5.6914e-05+0.0010751i,0.00019936+0.0013309i,-0.00020623+0.00096855i,0.00030524+0.00073718i,0.00010101+0.0005099i,0.00014481+0.00034718i,0.00028836+0.00065417i,-0.00015791+0.00053317i,-0.00052224+0.00068571i,-0.00066204+0.0002336i,-0.00051947-0.00039089i,-0.00051434-0.0008638i,0.00029009-0.00066876i
0.00086377+0.0023785i,0.00022466+0.0029007i,-0.00052112+0.0040921i,0.00014985+0.0061467i,0.0016064+0.0067955i,0.0019782+0.0053259i,0.0010234+0.002981i,-4.8639e-06+0.00096682i,-0.00020667-6.5782e-05i,-0.00020361-0.00051684i,-0.00084909-0.00032176i,-0.0012794-0.00017022i,-0.00062201-7.5341e-05i,-5.2517e-05-7.7271e-05i,-0.00063383-0.0002322i,-0.0013496-0.00024004i,-0.0010493-0.00026779i,-0.00039978-0.000417i,0.00015768-0.00024712i,0.0005233-0.00011957i,0.00022827-0.00036387i,-3.9309e-05-0.0004948i,-0.00022069+0.00042737i
9.9387e-05-0.00028418i,-0.0018239-0.00018183i,-0.0039595-0.00066786i,-0.0046808+0.0014531i,-0.0034375+0.0049027i,-0.001021+0.0047536i,-0.0005358+0.0015772i,-0.0010651-0.00034347i,-0.00037383-0.00043499i,-0.00062562-0.0001055i,-0.0012442+0.00057411i,-0.00023073+0.0015922i,0.00015675+0.001015i,-0.00045274-0.00045659i,-0.00066747-0.00089666i,0.0001609-0.00067907i,0.00067128-0.00015464i,-0.00014608+0.00052956i,-0.00063343+0.00032846i,-0.00019661-0.00062382i,0.00022246-0.00057865i,0.00071959+0.00011691i,0.00072477+0.00015396i
-0.0013019-0.00030156i,-0.0026621-0.00026811i,-0.0035587+6.4066e-06i,-0.00456+0.0011499i,-0.0045585+0.0028606i,-0.0028157+0.0029284i,-0.0013086+0.0013991i,-0.00079572-0.00046308i,-0.00041928-0.0017773i,-0.00038539-0.00073302i,-0.00078412+0.00093579i,-0.00079091+0.0012339i,-0.00030188+0.00045369i,0.00034207-0.00045386i,0.00023622-0.00097471i,1.3919e-05-0.00070954i,0.00028702-0.00037343i,0.00072281-0.00023755i,0.00096401-0.00011221i,9e-05-9.6269e-05i,-3.1699e-05-0.00019964i,0.00062221-0.00057888i,0.00080683-0.00054016i
-0.0026809-0.001554i,-0.0036171-0.0021234i,-0.0020818-0.0017346i,-0.0021992-0.0009447i,-0.0023765+0.00020231i,-0.00056883+0.00080025i,0.0013373-0.00054504i,0.0016691-0.0014741i,0.00098385-0.0010131i,6.1173e-05-0.00028688i,-0.00094393-0.00012086i,-0.00079435-7.9328e-05i,-0.00028646-0.00015192i,0.00026737+0.00013889i,0.00072672+0.00017254i,0.00086731+0.00017981i,0.00049111+3.2622e-05i,-0.00055898-0.00025874i,-0.001186-0.00094088i,-0.00072471-0.0011881i,-0.00037672-0.00040577i,-0.0003725+0.00013243i,-0.00080967-9.3682e-05i
0.0066454+0.0030524i,0.0060122+0.001165i,0.0048704-0.0010399i,0.0035273-0.0025961i,0.0023938-0.0029472i,0.0017041-0.0024422i,0.0019423-0.0018747i,0.0021128-0.0015694i,0.0015503-0.0012311i,0.00093904-0.00085194i,0.00053547-0.001243i,0.00051916-0.0011991i,0.00029754+0.00024031i,0.0001995+0.0015498i,-2.5378e-05+0.0012636i,0.00017478+0.00020198i,0.00066725+0.00055019i,0.00072808+0.0010056i,0.0013521+0.00099082i,0.0014554+0.00069507i,0.00072461+0.00010136i,0.00059698-0.00012165i,0.00052212+0.00099578i
