-0.0034366-5.6425e-05i,-0.001829-0.001173i,-0.0030507-0.0026536i,-0.0029323-0.0017448i,-0.0023405+0.0020599i,-0.00052571+0.0035886i,0.0015814+0.0031623i,0.0011989+0.0017625i,0.00061402+3.8644e-05i,0.0009226-0.00077561i,0.00012251-0.00074418i,0.00028928-0.00055175i,0.00055215-0.00082375i,0.00011528-0.0012455i,7.9293e-05-0.00070821i,0.00015534-1.3708e-05i,0.00011017+0.0001884i,0.00043586+3.9986e-05i,0.0014283+0.00010302i,0.0006452+0.0003204i,-0.0010341+0.00048105i,-0.00094518-2.7472e-05i,-0.00038253-0.00018711i
-2.851e-05+0.00099728i,2.7167e-05+0.0016955i,0.00084148+0.0018041i,0.0014188+0.00081352i,0.0021855+0.0002252i,0.003435+0.00050948i,0.0026898-7.6946e-05i,0.0012318-0.00081734i,0.00092974-0.00081592i,0.00088053-0.0011965i,1.6215e-05-0.0013063i,-0.00083027-0.00051717i,-0.00084286-0.00061535i,-0.00066041-0.00067798i,-0.00023583+8.2984e-05i,-0.00023024-2.039e-05i,1.4854e-05-0.00040652i,0.00014472+8.6566e-05i,9.7559e-06+0.00059979i,-4.8688e-05-0.00036842i,-0.00048773-0.00067897i,-0.00064017-0.00033995i,-0.0010905-0.00013218i
-0.001249-0.00079215i,-0.0019741-0.0013846i,-0.0023477-0.00077646i,-0.0014109+0.00086706i,0.0017209+0.001443i,0.0031257+0.0014691i,0.0020567+0.0010337i,0.00044649+0.00040122i,-0.00055948+0.00033317i,-0.00051044-9.8122e-05i,-7.1638e-06-0.00022469i,0.00020466-0.00049183i,0.00021361-0.0011107i,0.00012468-0.00083117i,4.1442e-05+0.00016731i,3.7092e-05+0.00046874i,-0.00077964+0.00027811i,-0.0010662+0.00021227i,-0.00033767+7.6165e-05i,-0.00019719-0.00029574i,-0.00042488-0.00084614i,1.7741e-05-0.00046548i,0.00048599+0.00070823i
-0.0014856+0.0020099i,-0.00041133+0.0034189i,0.0002677+0.0040337i,0.0011643+0.0031357i,0.0023554+0.0020512i,0.0031517+0.00035389i,0.0036362-0.00063214i,0.002207-0.00053789i,0.0005824-0.00064058i,4.2422e-06-0.00057373i,-0.000427-0.00052121i,-1.3694e-05-0.00066184i,-0.00035381-0.00082743i,-0.0010539-0.00075229i,-0.00085247-0.0011106i,-0.00052809-0.00059927i,-4.4714e-05+0.00055629i,6.3275e-05+0.00010307i,0.00050888-0.00026739i,0.00067588-0.00071642i,0.00016376-0.00083173i,0.00031809-0.00039246i,5.8913e-05-0.00040884i
0.00044117+0.00070925i,0.0014412+0.00051835i,0.00086357+0.00059779i,0.00061207+0.0010021i,0.0019557+0.00040392i,0.0026801-0.00017982i,0.0022582+4.9061e-05i,0.001473-0.00021817i,0.00066307-0.00062579i,-0.00019174-0.00056307i,-0.0010461-0.00041155i,-0.0016476-0.00039838i,-0.0012625-0.00083397i,0.0001833-0.0010975i,0.0012142-0.00069079i,0.0010522-0.00034255i,0.00055352-0.00026202i,0.00027402-2.2137e-05i,0.00020748+0.00039558i,0.00032851+0.00034035i,0.00025979-0.00023932i,0.00068474-0.00040777i,0.00098685+0.00037281i
0.00032489-8.4636e-05i,0.00085267+2.699e-05i,0.00179-0.00044564i,0.0015284-0.00067769i,0.0011398+0.00012463i,0.001898+0.00054559i,0.002123+0.00082039i,0.0013203+0.00091439i,0.00055716+0.00029874i,-0.00014492-8.3143e-05i,-0.00028558+7.3679e-05i,0.00059566-0.0001462i,0.00083822-0.00043789i,-0.00026565+0.00010771i,-0.00051963+0.00025921i,-0.00038241-0.00032638i,-4.2556e-05-0.00094299i,0.00042355-0.0017494i,0.00034048-0.0014748i,-0.00088767-0.00054491i,-0.0004451+0.00019496i,0.00054544+0.00044909i,0.00024816+0.00064668i
-0.00020018-0.00057269i,-7.5302e-05-0.00071689i,-0.00098078-0.00063743i,-0.0017926+0.00076316i,-0.0010489+0.002563i,0.0010613+0.0028826i,0.0020601+0.0010867i,0.001091-0.00045193i,0.00045736-0.00080471i,0.00071367-0.00083837i,-0.00020442-0.00045603i,-0.00079424-4.737e-05i,-0.00059278-0.00044717i,-0.00062997+5.9419e-05i,-0.00069372+0.00097337i,-0.00062979+0.00099086i,-1.1764e-05+0.00046437i,0.00058898-0.00050224i,0.00036644-0.00079271i,0.00031695+1.7339e-05i,-4.1068e-05+0.00094932i,-0.00083629+0.0011862i,-0.00054485+0.00065629i
-0.0019163+0.00036959i,-0.0013525+0.00031122i,-0.00012391+0.00071582i,0.001661+0.0013928i,0.002823+0.0020607i,0.0028863+0.001188i,0.0017342-1.4277e-05i,0.00054718-0.0010753i,-0.00041538-0.0010982i,-0.0006876+0.00023118i,0.00030732+0.00047189i,0.00041308+8.1034e-08i,-0.00011781-0.00034966i,-4.1616e-05-0.00011046i,0.00035538+0.000443i,-0.00027374+0.00098433i,-0.00015984+0.00048213i,0.00029057-0.00065579i,0.00013538-0.00082185i,-0.00017982-0.00045369i,-0.00023345-0.00010544i,0.00054159+0.00013342i,0.00055898+0.00025567i
-0.00099443+0.0021951i,-0.00060343+0.0018752i,0.00053868+0.0019898i,0.0021618+0.0023044i,0.0030898+0.00211i,0.0026042+0.00086127i,0.0014487-0.00028847i,0.00037736-0.0005201i,0.00028481-0.00024879i,0.00014134+0.00015552i,0.0001087-0.00046781i,0.00017053-0.00092511i,-0.00060425-0.00073243i,-0.00065188-0.00088922i,0.00035072-0.00052719i,0.00049213+0.00040526i,0.00015753+0.00058606i,-0.00011949-6.7677e-06i,-0.00059437-0.0002126i,-0.00063301+0.00010793i,-0.00030882+0.00076685i,-0.00039296+0.0011534i,-7.0776e-05+0.00095461i
-5.3458e-05+0.00075077i,-0.00065436-0.0011333i,-0.0018617-0.0013389i,-0.0019065-0.0012016i,0.00017119-0.00020678i,0.0016153+0.00083786i,0.0019245+0.00095304i,0.0017843+0.0002184i,0.0009483-0.00046914i,0.00063068-0.0009001i,-8.2066e-05-0.00048958i,-0.00038161-9.7154e-05i,0.00024972-0.00034401i,0.00057079+9.9431e-05i,0.00085838+3.5204e-05i,0.00051195-0.00043928i,-0.00015099-0.0005963i,-0.00024453-0.00073844i,-0.00033531-0.00096525i,-0.00057822-0.00056895i,-0.0003127-5.2275e-06i,-3.3798e-05+0.00028801i,-0.00064508+0.00028553i
8.9651e-05-1.3762e-05i,0.00047531-0.00033751i,0.00060468+0.00091586i,0.00078474+0.0016878i,0.001614+0.00087402i,0.0016227-6.9247e-05i,0.001894-0.00077549i,0.0014375-0.0012872i,-0.00060328-0.0011587i,-0.0020089-0.00074349i,-0.0012591-0.0003525i,0.00050979+0.00014189i,0.00084546+0.00037354i,7.6673e-05+0.0006631i,0.00043479+0.00011886i,0.0010312-0.00049957i,0.0013613-7.223e-05i,0.0012155+0.00043535i,0.00018859+2.1388e-05i,-0.00095863-0.00054527i,-0.0006067-0.00059644i,-0.0003064-0.00052211i,-0.00087412-0.00053753i
0.00014087-0.0014891i,0.00030033-0.0014514i,0.00037345-0.0015921i,0.00029872-0.00056824i,0.00017256+0.0013293i,0.0011772+0.0020815i,0.0019655+0.0015701i,0.00076329+0.0012217i,0.00037674+0.0004136i,0.00035296-0.00039257i,-0.00037905-0.0003223i,-0.00072526-9.3436e-05i,-0.00042923-0.00073887i,-7.2761e-05-0.00049659i,-7.5001e-05-0.0006095i,-3.8037e-05-0.0010974i,2.7871e-05-0.0002405i,6.1929e-05+0.00012021i,0.0001124+1.6989e-05i,0.00019913+0.00033471i,-4.8042e-05-9.7505e-05i,-0.00036909-0.00019674i,-0.00024208-3.2073e-05i
0.00099082+0.0045789i,0.0031601+0.0026824i,0.0046494+0.0039849i,0.0039851+0.0043041i,0.0036739+0.00044264i,0.0031627-0.0017497i,0.001536-0.0013546i,7.512e-05-0.00071594i,-0.0008084-0.00056771i,-0.00082091-0.00091666i,-0.00076048-0.00070744i,-0.00074404-0.00035192i,-0.0004553+0.0008964i,-0.00045389+0.00096908i,0.00020823+0.00017265i,-8.6135e-05+0.00039667i,-0.00027677+0.00033001i,0.00012644+0.00041593i,1.9223e-05+0.00060572i,0.00014447+9.5928e-05i,-0.00023344+0.00032198i,-0.00085741+0.00038971i,1.1684e-06-0.00046858i
0.0021786-0.001331i,0.00050214-0.0018564i,-0.0013459-0.0036371i,-0.0028242-0.0035066i,-0.0017443-0.00078766i,0.0004933+0.00056293i,0.0010673-1.5949e-05i,0.00077638-0.00042342i,0.00013806-0.00096928i,-0.00070835-0.00081183i,-0.000967+3.6044e-05i,-0.00071474+0.00038264i,-0.00021665+0.0004691i,0.0002168+0.00078376i,-6.6451e-05-8.3191e-05i,-0.00010434-0.00047487i,0.00037178+3.4876e-05i,7.6588e-05-0.00021347i,-8.3991e-05-0.0003767i,0.00021111-0.00034785i,-0.00012277+0.00036416i,-0.00012548+0.00022218i,0.00042016-0.00044397i
0.00093534-0.0013898i,0.00040609+0.00025203i,0.00031305+0.0013113i,0.00033819+0.00088682i,0.00048292-0.00019532i,0.0011416-0.0013285i,0.0017132-0.0014291i,0.0011852-0.00065572i,7.057e-05-0.00035706i,-0.00042876-0.00081309i,-0.00083815-0.00092823i,-0.00077936-0.00022758i,-0.00034363+0.00061673i,-0.00027026+0.0013613i,0.00013541+0.0012342i,0.00059037+0.00074331i,0.00057079+0.00070965i,0.00042913+0.00046254i,0.00037637+0.00075151i,-7.124e-05+0.00095343i,-0.00043039+0.00025025i,0.00043202-0.00047321i,0.00066366+0.00019423i
0.00096757-0.00098352i,1.7734e-05-0.0023743i,-0.0010457-0.0030157i,-0.0008702-0.0026803i,0.0012428-0.0010589i,0.0023004+0.00038461i,0.0016334+0.00069877i,0.00082441+0.00044614i,0.00053446-0.00026972i,1.8322e-05-0.00030223i,-0.00052424-0.00033263i,-0.00025391-0.00070952i,0.00010139+0.00046992i,-0.00011801+0.00074461i,0.00032778+5.1326e-05i,0.00067224+0.00010676i,0.00083283-0.00083702i,0.00053454-0.0010423i,-0.00039104-0.00026449i,-0.00014945+0.00049216i,0.00034518+0.00030444i,2.9736e-05-0.00039812i,0.00047227-0.0006346i
0.002712+0.0011581i,0.0032657+0.00092551i,0.0027281+0.0010111i,0.00079239+0.0010202i,0.00031072-1.3081e-05i,0.0011183-0.00039284i,0.0010466-0.0003349i,0.00074201-0.0013862i,-0.00014228-0.0019253i,-0.00099597-0.0015646i,-0.00047741-0.00082914i,0.00024051+6.4103e-05i,0.00087581+0.00041309i,0.00071667+9.1384e-05i,0.00033005+0.00054231i,0.00032413+0.00036888i,9.3869e-05-0.00051514i,0.00011673-0.00050088i,0.00084153-0.00023283i,0.00056452-0.00015718i,-0.00030826+0.00016917i,-0.00052297+0.00047873i,-0.0009066+0.00022331i
0.0029413-0.001194i,0.0014012-0.00032395i,-0.00036999-0.0010254i,-0.0013784-0.0017952i,-0.00024815-0.00051709i,0.0014371+0.00068826i,0.0019127+0.00049348i,0.0008282-0.00073414i,-0.00035695-0.0015399i,-0.00053775-0.00079574i,-0.00064743+0.00012309i,0.00010165-3.7335e-05i,0.00092928+0.00047649i,0.0013378+0.00084686i,0.0010005+0.00027307i,0.00059219-0.00046784i,0.0014049-0.00071338i,0.0017415-0.00021817i,0.00095433-0.00025652i,0.00030598-0.00025079i,-0.00021238+0.00066738i,-0.00026301+0.00040589i,0.00041725-0.00045441i
0.00074315+0.00038963i,0.001471+0.0013611i,0.0019774+0.0016203i,0.0018918+0.0001937i,0.001566-0.00064724i,0.0015413-0.0005751i,0.0010739-0.0010722i,0.00058244-0.0011559i,0.00019212-0.00083474i,8.9321e-05-0.00095323i,-0.00026534-0.00019092i,-0.0014396+0.0006801i,-0.0013755+0.00029638i,-0.00021827-3.5697e-05i,0.00037415-0.00049252i,0.00052119-0.00064551i,0.00021979-1.1536e-07i,-0.0013461+0.00031862i,-0.0017956+0.0004282i,-0.00061245+0.00034154i,-0.00013065-0.00026765i,7.5206e-06-0.00019932i,0.00015363+0.00021951i
0.00032948+0.00019471i,-0.0001727-0.00094925i,-0.0012906-0.0014267i,-0.0017392-0.0010115i,9.8239e-05-0.00014068i,0.0013296+0.0015517i,0.0013153+0.0015201i,0.0012773+0.00014117i,-4.4226e-05+0.00024613i,-0.0011295+0.00024798i,-0.00084825-0.0001665i,-0.00020399-0.00046035i,-8.0648e-05-0.00068794i,-0.00011598-0.00040919i,-0.00012426+0.00017138i,-0.00029866+0.00064226i,5.6046e-05+0.00057294i,0.00035731+0.00030957i,-1.0515e-05+0.00042471i,-0.00085577+0.00053293i,-0.00099535+0.00065701i,-0.00071792+0.00079651i,-5.777e-05+0.00046893i
0.001273+0.0026489i,0.0017029+0.0010081i,0.0030454-6.5481e-05i,0.0038984-0.00073198i,0.0035385-0.001342i,0.0025912-0.0012801i,0.002043-0.001449i,0.001558-0.0015252i,0.00042887-0.00098095i,-0.0001628-0.00097784i,-0.00059651-0.00073183i,-0.00076444-0.00035873i,-0.00076096+7.1733e-05i,-0.0006604+0.00025681i,-0.0002212-0.00066847i,-0.00032571-0.0013007i,-0.00019682-0.0011757i,0.00095439-0.00050956i,0.0015429+0.00053501i,0.00074057+0.00024282i,0.00066665+4.3542e-05i,0.00070973+0.00038272i,0.00072094+6.0449e-05i
0.0024518-0.0041594i,0.0009824-0.0039718i,-0.0016995-0.0052468i,-0.0043846-0.0039916i,-0.0044325-0.00089604i,-0.0018966+0.0011129i,0.00019814+0.0012303i,8.5872e-05-2.9901e-05i,-0.00022032-0.0010688i,-0.00058499-0.00037961i,-0.00097469+0.0010738i,-0.00041289+0.0021204i,0.0001583+0.0015694i,0.00014201+0.00018938i,-2.4606e-05+7.1748e-05i,0.00053764+0.00051493i,0.0010615-5.9969e-05i,0.00048501-0.00019602i,-0.0001832+4.7144e-05i,-0.00023113-0.00044707i,-0.00041869-0.00024353i,-0.00013831+0.0003971i,0.00074064+0.00045728i
-0.00061748-4.1277e-05i,-0.0010899-0.00032893i,-0.001904+0.00031222i,-0.0018833+0.0010441i,-0.00015717+0.0021317i,0.001049+0.0025534i,0.0010249+0.0011011i,0.00026211-0.00048942i,-0.00073927-0.0011925i,-0.0020055-0.00074903i,-0.0021031+7.2897e-05i,-0.0012389+0.0002163i,-0.0010453-0.0010048i,-0.00097206-0.0012846i,-0.00045122-0.00070811i,0.00056066-0.00012502i,0.00085885+0.00045906i,0.00077181-0.00016192i,0.00096002-0.00069321i,0.00014043-0.00048928i,-0.00062511-0.00012781i,-9.8653e-05+0.00030781i,0.00051025+0.00049519i
0.00062039+0.0013893i,0.0012264+0.001718i,0.00084907+0.0019317i,0.0009195+0.0016942i,0.0013647+0.0013255i,0.0023269+0.00067264i,0.0022333+7.3516e-05i,0.0012764-0.00017895i,0.00047046-0.00064698i,-0.00089362-0.0007772i,-0.0010458-0.00060171i,0.00026448+0.00019086i,0.00028631+0.00088929i,-0.00022291+0.00085031i,0.00083577+0.0004574i,0.00093413+0.00018341i,4.5572e-05+0.00018908i,0.00020513+0.00033008i,0.00067435+0.00050375i,0.00040188+0.0008455i,-0.00089903+0.00087443i,-0.0014551+0.00073156i,-0.0010555+0.00081032i
0.0014732+0.0012426i,0.0014008-3.9035e-05i,0.0023044-0.00089131i,0.0019436-0.001707i,0.0010777-0.0020975i,0.0012694-0.0015199i,0.0017935-0.0011716i,0.0010463-0.00088848i,6.4783e-05-0.00070767i,0.00037364-0.00084656i,0.0006936-0.00065751i,4.181e-05-0.00056226i,-0.00056797-0.00040031i,-0.00026763-0.00022025i,-0.00046184+2.4196e-05i,-0.00043523+0.000273i,-0.00019511+0.00041086i,-0.0003921+0.00061219i,-7.0715e-05+0.00066762i,-0.00017479+0.001057i,-0.00044094+0.0008821i,7.2371e-05+8.8741e-05i,0.00023699+6.4948e-05i
-0.00049474-0.001066i,-0.0010486-0.0015495i,-0.0018192-0.00073099i,-0.0025577+0.00046436i,-0.0011089+0.0017231i,0.0013675+0.0026161i,0.0019727+0.0013712i,0.0018981-0.0002849i,0.0013036-0.00032919i,0.00035798+0.00040879i,-6.8024e-05+0.0005121i,0.00013885+0.00048178i,0.00080196+0.00057948i,0.0010812+0.00016561i,0.00031267-1.1358e-05i,-0.00063662+1.0803e-05i,-0.00038439+6.6045e-05i,-3.0753e-05-0.00029988i,-0.00016827-0.00048737i,-0.00045251-0.0002312i,4.8496e-05-0.00057688i,0.00044494-9.3238e-05i,-2.7581e-05+0.00026939i
0.0011969+0.00085936i,0.00085965+0.00073523i,0.00050169+0.00027583i,0.0012248-0.00056474i,0.0024158-0.00081615i,0.0025395-0.00059208i,0.0016091-7.8196e-05i,0.00066379-0.00037087i,0.00062632-0.00097823i,-0.00021819-0.00074218i,-0.00064106-0.00022849i,-0.00047034+0.00039974i,-0.00073621+0.00055494i,-0.00062747+5.8738e-05i,-0.00062341-0.001029i,-0.0001019-0.0015695i,2.9071e-05-0.00049576i,-0.00030906-0.00021563i,0.00012082-0.00061125i,0.00055907-6.95e-06i,0.00040582-6.2613e-05i,0.00043176-0.00061613i,0.0014939-0.00040804i
0.00032318-0.0016304i,-0.00012226-0.001988i,-0.001035-0.0019092i,-0.0020551-0.00050144i,-0.0016123+0.0010882i,-1.8225e-05+0.0017012i,0.0015784+0.00077351i,0.0018467-0.00044372i,0.0012772-0.00057873i,0.0002626+7.1517e-05i,8.7103e-05+0.00043551i,0.00040624+0.00039831i,7.9838e-05+0.00014766i,-0.00050857-4.0982e-05i,-0.0010038-0.00016668i,-0.00061612-0.00010759i,-7.5081e-05-0.00010672i,-0.00053828+0.00021253i,-0.0011364+0.00078428i,-0.00066569+0.00049199i,9.7004e-05+0.0007099i,0.00012986+0.00093527i,-0.00011417+0.00088189i
-0.0019447-0.00068842i,-0.0017683+6.9204e-06i,-0.0023106+0.00093188i,-0.0013917+0.0019848i,0.00087978+0.0034133i,0.0020292+0.002914i,0.0018596+0.00057845i,0.00073019-0.00059425i,-0.00053529-0.00063324i,-0.00052153-0.00011719i,-0.00032418+0.00027051i,-0.00042206+0.00015963i,-7.0594e-05+0.00036896i,0.0005395+7.9523e-05i,-4.5776e-06-3.6331e-05i,-0.0008083-0.00027659i,-0.00044593-0.00047966i,-0.00015267-0.00096984i,-8.6502e-05-0.0012557i,8.8274e-05-0.00076973i,6.4594e-05+6.2549e-05i,-0.00015382-1.0802e-05i,-8.0655e-05-0.00081646i
0.00040533+0.00077801i,0.0016412-7.8586e-05i,0.0020855-0.00056976i,0.0012221+0.00052541i,0.0017031+0.0019588i,0.0025833+0.0012618i,0.0020358+4.4593e-05i,0.0013612+0.00037525i,0.00070556+4.1054e-05i,-9.303e-05-0.00072731i,-0.00056875-0.00055698i,-0.00025072-0.00025076i,-0.00073609-0.00022074i,-0.0011971-0.00035437i,-0.00061938-0.00041825i,-7.9759e-05+4.6964e-05i,-0.00035431+0.00057071i,-0.0010678+0.00018219i,-0.00086345-0.00040395i,-0.00042846-0.00033831i,-0.00041698+0.00031383i,-0.00056906+0.00015874i,-0.0005109+0.00010257i
-0.0015774-0.0013943i,-0.002041-0.0024056i,-0.0024719-0.0024462i,-0.0016441-0.00033838i,-0.00038027+0.0016419i,0.00070383+0.0012486i,0.00066193+0.00018936i,0.00024265-5.9926e-05i,-0.00011073-0.00029517i,-0.00071969-0.00040025i,-0.00025143+0.00025111i,-0.00013894+0.00050857i,8.6923e-05-0.00014003i,0.00053952-8.7673e-05i,0.00058596-0.00022482i,-6.3446e-05-0.00085209i,-0.00065194-0.00064748i,-0.00022639-0.00032449i,0.00047019-0.00037058i,0.00013471-2.7555e-05i,-0.00012774+0.00081627i,-0.00019362+0.0012056i,-6.7077e-05+0.00051i
0.00062447-0.00073841i,0.00021208+0.00061037i,-0.00048472+0.0020463i,-0.00038276+0.0023747i,0.00072913+0.0016117i,0.0014546+0.00017652i,0.0014523-0.00061425i,0.00076882-0.0010583i,-0.0001166-0.0017519i,-0.00083453-0.0013804i,-0.0011167-7.3519e-06i,-0.00063029+0.00039907i,1.5526e-05+0.00027744i,0.00036728+0.00030825i,-0.00016455+0.0001877i,-8.2856e-05+0.00029645i,0.00052454+0.00038104i,6.7577e-05+2.7364e-05i,-0.00065939-0.00018395i,-0.00062282-7.7079e-05i,-0.00032718-3.7253e-05i,0.00031516-0.00024068i,0.00050854-0.00015961i
0.0015567-0.0018815i,0.0015079-0.0026441i,-1.4081e-06-0.0038034i,-0.00046525-0.0024442i,0.00021206+0.0001914i,0.00051874+0.0013379i,0.00040965+0.00089167i,0.00038783+2.58e-05i,0.00026499-0.00044504i,-0.00018733-0.00042521i,-0.00043551-0.00025053i,-0.00022234-0.00028837i,-0.00057729+0.00065855i,-0.00066236+0.00023415i,0.00023341-0.0011623i,0.00073356-0.0013121i,0.00022177-0.00088145i,0.00021593-0.00027447i,0.00079825+0.00025375i,0.00033333+0.0005367i,-0.00034549+0.0004926i,-0.0010547+0.00011587i,-0.00097063-0.00032359i
-0.00070047+0.00016842i,-0.00030945+0.0011827i,-0.00071257+0.0010401i,4.9452e-05+0.0015242i,0.00079113+0.0020775i,0.00061083+0.001675i,0.00085919+0.0009453i,0.00091118+0.00064452i,0.00035215+0.00036999i,0.00018057+0.00036967i,0.00043564+0.00084603i,0.0007215-1.6341e-05i,0.00066827-0.00030716i,-0.00061807+6.3062e-05i,-0.0014255+0.0002411i,-0.0010134+0.0004266i,-0.00027152-9.8132e-05i,-0.00045282-0.00059976i,-0.0010034+4.2255e-05i,-0.00037645+0.00070065i,0.00025237+0.00020535i,0.00025055-0.00024624i,0.00020283-0.00017093i
-0.00031246-0.0012727i,-0.0019719-0.00098856i,-0.0025812-0.0003585i,-0.0018688+0.00024305i,-9.7984e-05+0.00055793i,0.0015538+0.00025815i,0.0012753-0.00082215i,0.0004987-0.0012829i,0.00025747-0.00067978i,-3.4914e-05-0.00036009i,-0.00034924+0.00017705i,-0.00073881+0.0010692i,-0.00077396+0.00093701i,-4.0109e-05+0.00016465i,0.00044009+4.2544e-05i,0.00039824+0.00029745i,0.00010893+0.00038726i,0.00023855-0.0002384i,-0.00022281-0.0010182i,-0.0011637-0.0007045i,-0.00069307+0.00031429i,-0.00015815+0.00024197i,-0.00047407-7.1409e-05i
0.00098426+0.0013179i,0.000585+0.001052i,0.0014765+0.00071095i,0.0014435-0.00010253i,0.00075908-0.00052493i,0.0013486-0.00064957i,0.001386-0.00077604i,0.0010772-0.00039873i,0.00044566+8.7827e-05i,-0.00065237-0.00019321i,-0.0010396-0.00027521i,-0.00017929+0.00061782i,-8.1677e-06+0.00076868i,-0.00087787+0.00024785i,-0.00074245-0.00020925i,-0.00049335+8.772e-06i,-0.00039501+0.00010003i,0.00013208+0.00017947i,0.00040393+0.0001884i,0.00039938+0.00077564i,0.00014931+0.00060078i,-7.9298e-05+1.8896e-05i,-0.00061289+0.00031438i
0.00070368-0.00032779i,0.00025973+0.00081712i,-0.0012677+0.0011784i,-0.0018549+0.0015802i,-0.0008939+0.0013855i,0.0010946+0.00059879i,0.0014076-0.00047503i,0.00047654-0.00090377i,0.00015748-0.0010441i,-0.00012771-0.0014173i,-0.00021845-0.0011937i,-0.00027842-3.7887e-06i,-4.4167e-05-1.047e-05i,0.00075768-0.00076537i,0.00017862-0.00021853i,-0.00030999+0.00034047i,0.00010347+0.00034134i,-0.00020659+0.00022606i,-0.00096282+0.00027829i,-0.0009402+0.00010932i,-0.0009143+0.0003756i,-0.00093947+0.00012926i,-0.0003356-0.00030331i
8.6012e-05-0.00056114i,0.00017629-0.00047314i,3.9414e-05+0.00065805i,-0.00050095+0.0012417i,0.00072294+0.0013528i,0.0020818+0.0020623i,0.0016939+0.0012861i,0.00098339-0.00039899i,0.00013403-0.0010517i,-0.0004602-0.00042823i,-0.00032264-0.00029596i,-0.00012098-0.00050519i,0.0001539-0.00014521i,3.0924e-05-0.00062051i,-0.00060708-0.0012009i,-0.00047305-0.00095206i,0.00017553-0.00040765i,0.00027515-1.6274e-05i,-0.00011027-0.00012702i,-0.00061111+0.00047548i,-0.00070982+0.00061903i,-0.00036545+0.00046966i,0.00028454+0.00054008i
-0.00035132-0.001611i,-0.0010631-0.0011912i,-0.0014772-0.00017897i,-0.0012344+0.0016918i,-0.00023014+0.003152i,0.0019096+0.0028468i,0.0026047+0.0013152i,0.0015016-0.00013822i,0.00076448-0.0012624i,-0.00015606-0.00093849i,-0.0003737-0.00037396i,0.00052766-0.00020136i,0.00069189-0.00010546i,0.00021428+2.087e-05i,0.00063785+2.6145e-05i,0.00078066+0.0004369i,0.00051261+0.00074377i,-6.0108e-05+0.00018823i,-0.00070804-4.0966e-05i,-0.00044175+0.00046253i,-0.00012109+0.0006157i,7.5008e-05+7.8982e-05i,0.00018573-7.5936e-05i
-0.0030289+0.00098832i,-0.0019617+0.0025881i,-0.0013442+0.0027271i,-0.00089244+0.0025277i,0.00051222+0.0018757i,0.0022985+0.001035i,0.0028514-0.00027202i,0.0021379-0.00076935i,0.0010812-0.00063238i,0.00036953-0.00042804i,-0.00011257-0.00015568i,-0.00044936-0.00016107i,-0.00078433-0.00025471i,-0.00094776+9.824e-05i,-0.00079988+0.00033179i,-0.00075077-0.00038125i,-0.00045128-0.0011675i,-9.6138e-05-0.00065181i,-0.00062352-3.404e-05i,-0.00081273-0.00032384i,5.3987e-06-0.0010038i,-0.00039479-0.0012317i,-0.00079878-0.00057279i
-0.00034888+0.00026883i,-0.00098904+0.00041502i,-0.0010614+0.0010464i,5.6155e-05+0.0018636i,0.00092766+0.0028825i,0.0017667+0.001785i,0.0020653+0.0003163i,0.00045819-3.8518e-05i,-0.00048825-0.0008195i,0.00034835-0.00089609i,0.00042487-0.00023584i,-0.0006798-0.00010797i,-0.00077695-0.0003686i,0.00026201-0.00019385i,0.00061055-3.521e-05i,9.9756e-05-0.00030153i,-0.00019469-0.00043444i,-5.1967e-05+6.2751e-05i,0.00028747+0.00096922i,0.00067326+0.0015117i,0.00019744+0.0016669i,-0.00012857+0.00087088i,0.00056132+0.00016143i
0.0011006+0.00067431i,0.0004522+0.00048907i,-0.00021274+9.9537e-05i,-0.00024686-0.00018299i,0.0013308+0.00024288i,0.0025531+0.00090743i,0.0020713+0.00034393i,0.0014517-0.00054327i,0.00020376-0.0009026i,-0.0002302-0.0010519i,0.00015184-0.00057943i,2.43e-05-0.00054148i,0.00035807-0.00079413i,0.00054982-0.00092025i,-9.0869e-05-0.0010646i,-0.00067278-0.00093555i,-0.00085105-0.00064022i,-0.0015802+0.00021102i,-0.0015433+0.00065594i,-0.0007246+0.00015123i,-0.00047879-0.0002511i,0.00027295+0.00017058i,0.00094683+0.00026296i
-0.0026945-0.00071279i,-0.0020182-4.775e-05i,-0.0024519+0.0008848i,-0.0017003+0.0016845i,-4.1487e-06+0.002306i,0.001801+0.0023247i,0.002421+0.00083553i,0.0019641-0.00076101i,0.00051585-0.00066903i,-0.00032794-0.0011291i,0.00029085-0.0013565i,0.00060046-0.00047533i,0.00055525-0.0005852i,0.0004059-0.00056733i,0.00024676-6.2048e-05i,0.00044321+5.1531e-05i,0.0006637-2.6924e-05i,0.00052409-0.00040931i,0.00049591-0.00044115i,0.00030004-8.0939e-06i,-8.6511e-05+0.00060374i,-0.00022613+3.6361e-05i,0.00041007-0.00018617i
0.00060941+0.00033326i,0.00087825+0.00068757i,0.0013318+0.0011592i,0.0015774+0.00068795i,0.0021385+0.00074351i,0.002604+0.0002316i,0.0018617-0.00056074i,0.00093918-0.00035598i,0.00034654+0.00016247i,-9.569e-05+0.00071372i,-0.00010454+0.00052836i,6.8265e-06-2.932e-05i,0.00015936-0.00087631i,0.00094866-0.0010101i,0.0010895-0.00076684i,0.00035794-0.00072235i,-8.1478e-05-0.00058489i,9.4175e-05-0.00025584i,0.00021939-0.00013145i,0.00085754-7.653e-06i,0.00083202+0.00024255i,7.0355e-05+0.00087391i,-0.00039787+0.0005081i
