4.3442e-05+0.0023379i,-0.00066625+0.0014393i,-0.0032451+0.0012449i,-0.0022666+0.00086558i,-0.00090278+0.0010575i,-0.0001364+0.0012243i,0.00069171+0.0015574i,0.0011838+0.0014019i,0.001517+0.00043388i,0.0013314+0.00018055i,0.0014804+0.00035004i,0.00090493+8.3297e-05i,-7.5903e-05-0.00050771i,0.0002161-0.0012255i,-0.0001216-0.0011562i,-0.00071347-0.00097082i,-0.00042835-0.00051049i,9.6942e-06+0.000272i,3.4147e-05+0.00022804i,-0.0004267+0.00012379i,-0.00090946+0.00049286i,-0.00087252+0.0008555i,-0.00036418+0.00083733i
-0.0066554+0.01081i,-0.012075+0.015378i,-0.0048526+0.020938i,0.0069475+0.041507i,-0.0045893+0.062925i,-0.027801+0.050915i,-0.030342+0.02359i,-0.018231+0.011313i,-0.0087596+0.0079845i,-0.0059286+0.0023506i,-0.005924-0.0025505i,-0.0022248-0.0011193i,0.0069002+0.0028754i,0.013462+0.0047837i,0.012983+0.0054457i,0.0097693+0.0066594i,0.0079343+0.0070473i,0.0075797+0.0064467i,0.0061854+0.0051426i,0.0044223+0.0029046i,0.0038026+0.0012196i,0.003318-9.8379e-05i,0.0020125-0.0015843i
-0.018429-0.0077952i,-0.028251-0.016354i,-0.030691-0.025827i,-0.028888-0.040957i,-0.016161-0.055893i,0.0045563-0.049538i,0.009807-0.029806i,0.0022553-0.019704i,-0.0011414-0.017596i,0.0024545-0.015114i,0.006735-0.012372i,0.0041858-0.0093114i,-0.0043177-0.0056407i,-0.0093727-0.0041017i,-0.0081557-0.0038195i,-0.006944-0.0016549i,-0.0070711+0.0014053i,-0.0068831+0.0023842i,-0.0064332+0.0019836i,-0.004641+0.0018005i,-0.002486+0.0015415i,-0.0016141+0.0014309i,-0.00064684+0.0023016i
0.0034577-0.015273i,0.012882-0.018558i,0.026783-0.0060081i,0.033913+0.016383i,0.021655+0.032926i,0.0018881+0.028658i,-0.0040896+0.013815i,0.0021471+0.0085162i,0.0080607+0.011435i,0.0092563+0.014184i,0.0073211+0.014073i,0.0067416+0.01138i,0.0085401+0.0080485i,0.0085499+0.0066952i,0.0069859+0.0072468i,0.0046393+0.0050963i,0.0011837+0.00019717i,-0.00051314-0.0016762i,-0.00061222-0.0018002i,-0.0010464-0.0032998i,-0.00084971-0.0041002i,0.00015223-0.0027078i,0.00054861-0.001308i
0.0052613-0.0029155i,0.0022471+0.002658i,-0.010077+0.0051578i,-0.02045-0.0082001i,-0.014339-0.025276i,0.0032971-0.024487i,0.0091357-0.012742i,0.0026258-0.0063894i,-0.0028452-0.0037567i,-0.0054357-0.0017403i,-0.0077882-0.00067236i,-0.011219-0.001591i,-0.014886-0.0035005i,-0.017196-0.0061478i,-0.015679-0.007321i,-0.0094507-0.0043154i,-0.0039369-0.0016233i,-0.00058832-0.0012971i,0.0022444-0.0009373i,0.0035705+0.00015815i,0.0032368+0.0012165i,0.0023688+0.0019151i,0.001314+0.0011394i
0.0045586-0.00024653i,0.0028507+0.0017486i,0.0060423+0.0049834i,0.015683+0.014281i,0.011733+0.026617i,-0.004055+0.026377i,-0.0076264+0.015129i,-0.0020492+0.009706i,0.00071748+0.0082316i,-0.0020063+0.0048971i,-0.0045593-0.00025157i,-0.00091884-0.0056853i,0.0069014-0.0083984i,0.012742-0.0065664i,0.013365-0.0018192i,0.010799+0.0025662i,0.0090924+0.0040718i,0.0081656+0.003794i,0.0069433+0.0026498i,0.0047925+0.0019427i,0.0011839+0.0020343i,-0.0012127+0.0011812i,-0.0013811+0.00013445i
-0.009809-0.0019332i,-0.017124-0.0015534i,-0.022602-0.0018153i,-0.025813-0.0070185i,-0.020645-0.018562i,-0.0056583-0.02126i,-0.00044896-0.014382i,-0.0064491-0.010889i,-0.0092931-0.010098i,-0.0038545-0.0090227i,0.0041698-0.0088927i,0.0072693-0.0067849i,0.0056223-0.0026563i,0.0017651-0.0012094i,-0.0029032-0.0016978i,-0.0068054-0.00060362i,-0.0084003+0.0010949i,-0.0086697+0.001148i,-0.0083997+0.0025255i,-0.006155+0.0034545i,-0.0035799+0.0017132i,-0.0015359+0.00077696i,-0.0001079+0.0013273i
0.0043115-0.013338i,0.006569-0.01938i,0.011607-0.018662i,0.016195-0.0091607i,0.011729+0.0025374i,0.0014628+0.0079893i,-0.00027183+0.0068101i,0.0047031+0.006094i,0.0085255+0.0074408i,0.0075572+0.0094907i,0.0052815+0.012308i,0.005485+0.014084i,0.0058182+0.01245i,0.0069032+0.0084467i,0.0083809+0.0047127i,0.0071127-0.00052522i,0.0040893-0.0044275i,0.0018966-0.0047033i,0.0017814-0.0044563i,0.00079188-0.0052895i,-0.00057129-0.0063568i,-0.00077809-0.0052662i,-0.0010486-0.0033973i
0.0053484-0.0066216i,0.0056622-0.0033571i,-0.0015364+0.0016929i,-0.01131+0.0012653i,-0.012002-0.0066524i,-0.0034849-0.0093039i,5.1001e-05-0.0052513i,-0.0039164-0.0027711i,-0.0087283-0.001227i,-0.0099782+0.00048191i,-0.0094237+9.8601e-05i,-0.012004-0.0015502i,-0.01417-0.0013847i,-0.012933+0.00015896i,-0.010257+0.0013577i,-0.0071866+0.0019072i,-0.0048638+0.0014345i,-0.0037645+0.00080041i,-0.0012809+0.00089602i,0.0016976+0.0017898i,0.0029789+0.0018203i,0.0024893+0.00070837i,0.002139-0.00024612i
0.0067705+0.00079525i,0.0063952+0.0034339i,0.0074592+0.003042i,0.011434+0.0014167i,0.011197+0.004292i,0.0020238+0.0072493i,-0.0017965+0.0050572i,0.0018477+0.0027149i,0.0026381+0.0013753i,-0.00098081-0.0010852i,-0.0027862-0.0040052i,0.00012617-0.0077118i,0.002989-0.01123i,0.0042539-0.010301i,0.005579-0.0054026i,0.0063252-0.0014727i,0.0065639+0.00018666i,0.0061027+0.0010451i,0.0042921+0.0021519i,0.00088146+0.0032648i,-0.0017844+0.0039084i,-0.0025489+0.0031433i,-0.0027421+0.0013084i
0.0014314+0.0038113i,-0.003638+0.0036472i,-0.0077073+0.0034433i,-0.010819+0.0021381i,-0.012011-0.0033833i,-0.0083876-0.007025i,-0.006323-0.0051982i,-0.0084499-0.0037379i,-0.0099643-0.0063701i,-0.0063276-0.0099383i,0.00069502-0.0099471i,0.0062043-0.0058239i,0.0083237-0.0022016i,0.0044295-0.00058751i,-0.0035061+0.00011494i,-0.0083424+0.0011595i,-0.0088655+0.0015108i,-0.0078473+0.00032207i,-0.005887+0.0010228i,-0.0034243+0.0017673i,-0.0010545+0.00070764i,-0.00019361+3.5202e-05i,-0.00043557+0.00073385i
-0.0030555-0.0037127i,-0.0036865-0.0088037i,-0.0010177-0.012378i,0.0045383-0.011779i,0.0058272-0.0059941i,0.00049259-0.001324i,-0.0007585-0.0016074i,0.0045341-0.0023839i,0.0096665-0.0015617i,0.010148+0.0021877i,0.0068962+0.0078907i,0.0044683+0.012474i,0.0039573+0.012396i,0.005449+0.0082522i,0.0077175+0.0022948i,0.0074122-0.0035689i,0.0053168-0.0058092i,0.0035914-0.004152i,0.0010682-0.0043367i,-0.00098164-0.0054699i,-0.00049647-0.0045041i,0.00062707-0.0027536i,0.00033845-0.0015943i
-0.00073889-0.0032035i,0.0015724-0.0041931i,0.0052291-0.00066418i,0.0033408+0.0012911i,-0.0016964-0.0022107i,-0.0027177-0.0049494i,-0.0022882-0.0030185i,-0.0046872-0.00051937i,-0.0068591+0.0015764i,-0.0067725+0.0012384i,-0.0077639-0.0012379i,-0.012216-0.0030991i,-0.014478-0.0034597i,-0.013295-0.0011093i,-0.010255+0.0021754i,-0.0070916+0.0028834i,-0.0052571+0.0013648i,-0.0031321+0.00026704i,2.9177e-05-0.00031742i,0.002578-0.00050116i,0.0024522+0.0001775i,0.001444+0.00082047i,0.00055316+0.00015014i
0.0030696-0.0053718i,0.0025865-0.0055948i,0.0027901-0.0039306i,0.0042891-0.0045136i,0.0049237-0.004258i,0.0032384-0.0010431i,0.0039176-0.00071469i,0.0055322-0.0014146i,0.0049956-0.0015936i,0.0021362-0.0015872i,0.001122-0.0022332i,0.002694-0.0044987i,0.0027481-0.0060266i,0.00162-0.0045608i,0.0030291-0.0020183i,0.0056978-0.001274i,0.0068093-0.0018354i,0.0054403-0.0016213i,0.0025414+0.00014821i,-0.00036541+0.0031001i,-0.0026398+0.0038446i,-0.003375+0.0025428i,-0.0030264+0.0015036i
0.0026918-0.0014046i,0.0024548-0.00034754i,0.00028061+0.0023698i,-0.00043486+0.0048227i,-0.0023865+0.0032877i,-0.0033016+0.00022027i,-0.0034198+0.00066891i,-0.006662+0.0013755i,-0.0083832-0.00062579i,-0.0052814-0.0038808i,-0.0016826-0.0042672i,0.0026815-0.0028357i,0.005609-0.0027185i,0.0024218-0.0036567i,-0.0033288-0.0024779i,-0.0061433+0.001365i,-0.0052083+0.0029664i,-0.0037003+0.0010929i,-0.0018771-0.00072776i,-0.00077278-0.0013531i,-0.00057338-0.0011448i,0.00039092-0.00010587i,0.00053289+0.00068i
0.00035718-0.002867i,-0.0011894-0.0047718i,-0.0021783-0.0058721i,-0.001187-0.0062143i,-0.0012251-0.0063907i,-0.0019449-0.0035213i,3.8678e-05-0.0010963i,0.0044819-0.0030203i,0.0079986-0.0046182i,0.0084583-0.0021552i,0.0065644+0.0026346i,0.0046526+0.0081312i,0.0052945+0.010758i,0.0068101+0.0073233i,0.00713-0.00010018i,0.0064123-0.0051255i,0.0051147-0.0041921i,0.0037653-0.0013528i,0.0012852-0.0003349i,-6.2428e-05-0.00086748i,0.00065102-0.0017356i,0.0011823-0.0017061i,0.0013084-0.001042i
0.002199-0.002526i,0.0036021-0.00014414i,0.0052605+0.0028367i,0.0054581+0.0039512i,0.0026758+0.0012558i,0.00045651-0.00039259i,-0.00087765+0.0010383i,-0.0031713+0.0022554i,-0.0025455+0.0039652i,-0.0013951+0.0034511i,-0.0046131-0.00059738i,-0.010078-0.0034516i,-0.01247-0.0030683i,-0.011138+0.00036269i,-0.0082564+0.0045826i,-0.0058429+0.0059498i,-0.0045151+0.005559i,-0.0027978+0.0026646i,-0.00017888-0.0013749i,0.0017481-0.0031537i,0.00169-0.0022122i,0.00043655-0.00060472i,0.00081162-4.3275e-05i
0.00053283-0.0018696i,-0.0016427-1.8408e-05i,-0.0036045+0.003414i,-0.0039457+0.0028283i,-0.0018496-0.0015349i,-0.00019859-0.0033205i,0.00017742-0.0029115i,0.00038987-0.0019674i,0.0012215+0.00039083i,0.0024118+0.0029005i,0.0036469+0.0016499i,0.006185-0.0025891i,0.0073434-0.0050161i,0.0063585-0.00433i,0.0057024-0.0033963i,0.0062976-0.0038231i,0.0054607-0.0036205i,0.0035363-0.0014405i,0.0018413+0.0012589i,-0.00058487+0.0029051i,-0.0019323+0.0023968i,-0.002466+0.0010481i,-0.0023588+0.00071418i
-0.00069758+0.0010308i,-0.0016027+0.0023682i,-0.0023773+0.0029068i,-9.2537e-05+0.0038318i,0.0018038+0.0029287i,-0.0015676+0.0020336i,-0.0059819+0.0034009i,-0.0063655+0.0047078i,-0.0061714+0.0037236i,-0.007408+0.0014013i,-0.0063888+0.00027534i,-0.0027492+0.0009272i,-0.001198+0.0005443i,-0.0026122-0.00057328i,-0.0043657+0.002021i,-0.0041642+0.0048534i,-0.0022228+0.0044661i,-0.00067532+0.00198i,-7.9256e-05-0.00068037i,-0.00040801-0.0014529i,-0.00096061-0.00075463i,8.6126e-05-0.00023201i,0.0010323-5.6125e-05i
-0.0031342-0.0068142i,-0.0056682-0.007077i,-0.0070794-0.0058237i,-0.0079335-0.0035557i,-0.0061388-0.003308i,-0.0040021-0.002389i,-0.0020067-0.0021587i,0.00090139-0.0049372i,0.0011302-0.0071026i,0.0010254-0.0057782i,0.0019315-0.0023263i,0.003275+0.0011867i,0.0056078+0.0019804i,0.0084256-0.00084999i,0.0085138-0.0040562i,0.0053657-0.0049396i,0.0022445-0.0028971i,0.0018285+1.0011e-05i,0.0030775+0.0020321i,0.0034827+0.0022203i,0.0020569+0.00054923i,0.00035691-0.0007643i,0.00024916-0.00095582i
0.0014423-0.00525i,-0.00047561-0.006505i,-0.00051316-0.0061728i,-0.00019385-0.0039152i,-0.0004499-0.0033654i,-0.0017519-0.0027822i,-0.0034072-0.00051877i,-0.0039069+0.0015409i,-0.0019908+0.0031366i,0.00071856+0.0021353i,-2.723e-06-0.0012092i,-0.004525-0.0023072i,-0.0085027+0.00067155i,-0.0087731+0.0047664i,-0.0061977+0.0073329i,-0.0040288+0.0077601i,-0.0039433+0.0059938i,-0.0036918+0.0024405i,-0.001537-0.0012823i,0.00046534-0.0031323i,0.00021885-0.0021601i,-0.00024352+3.5424e-05i,0.00015519+0.00036063i
0.0024166-0.0052258i,0.0029573-0.006854i,0.0018743-0.0045769i,0.00033247-0.0008916i,8.608e-05+0.0004513i,-0.00073363-0.0016307i,-0.0025503-0.0048193i,-0.0023325-0.0032496i,-0.0014452-0.00020004i,0.001393+0.0012208i,0.0053385+0.0016722i,0.0075767-0.00077425i,0.0067138-0.0043681i,0.0049685-0.005525i,0.0037332-0.0054633i,0.0018991-0.0055692i,0.00080128-0.0042778i,0.00077181-0.0021091i,0.00085702+0.00044079i,0.0008246+0.001523i,-0.00071292+0.0011552i,-0.0024528+0.00081653i,-0.0022999+0.001334i
0.0041872-0.0066752i,0.0033837-0.0071413i,0.0014089-0.0051094i,0.0010076-0.0021338i,0.0023558-0.0005725i,0.0014815-0.00091694i,-0.0013766-0.00045316i,-0.0032578+0.0018749i,-0.005624+0.0034459i,-0.0085512+0.0033683i,-0.0078991+0.0038139i,-0.0049169+0.004862i,-0.0036298+0.0046188i,-0.0036688+0.0043101i,-0.0025114+0.0058952i,-0.0012287+0.0070952i,-0.00041133+0.0051332i,0.00014852+0.0014193i,8.2503e-05-0.0004261i,-0.00048282-0.001115i,-0.00080111-0.0011555i,-0.00015727-0.0012874i,-0.00024752-0.0013838i
0.001479-0.0037203i,0.00068796-0.0037242i,-0.0022131-0.0035671i,-0.0059021-0.0015003i,-0.0067525+0.0011578i,-0.005179-0.00074272i,-0.0037451-0.0050852i,-0.0038238-0.0075407i,-0.0045088-0.0075072i,-0.0036832-0.0064816i,-0.0015703-0.0058358i,0.00078004-0.0052107i,0.0037962-0.006254i,0.0052072-0.0079685i,0.0025136-0.0084334i,-0.0011956-0.0061262i,-0.0011312-0.0020644i,0.00083728+0.00037597i,0.0021495+0.001989i,0.0027965+0.0022439i,0.002411+0.0012742i,0.0015023+0.00010806i,0.00097674-0.0004439i
0.0040028-0.0016138i,0.0046825-0.00017459i,0.0047431-0.00034263i,0.0037252-0.0017609i,0.0028747-0.001944i,0.0032716-0.0019503i,0.0023329-0.0015529i,-0.0008597-0.00082081i,-0.0011833-0.0012635i,0.0016917-0.0023779i,0.0029877-0.0024074i,0.0019011-0.0011831i,0.00062691+0.0012554i,0.00085051+0.0044055i,0.0013507+0.0058341i,0.00080254+0.0047508i,-0.00089118+0.002873i,-0.0014593+0.00051398i,-0.001484-0.0012093i,-0.00074353-0.0012319i,0.00097304-7.6993e-05i,0.0013713-5.7096e-05i,0.00094119-0.00050047i
0.00093285+0.0029682i,0.0019088+0.0030474i,0.0024212+0.0031995i,0.0014524+0.00073167i,-0.0018735-0.0014908i,-0.0040156-0.0039374i,-0.0036226-0.0062684i,-0.0026996-0.0056536i,-0.00052635-0.0033079i,0.0027791+0.00030174i,0.0056752+0.0023144i,0.0059765+0.00073039i,0.0033814-0.002317i,0.00033633-0.0046925i,-0.0014722-0.0051589i,-0.0010985-0.0050079i,0.00085183-0.0040406i,0.0013792-0.0018632i,0.00033673-0.00073153i,-0.00054872-0.00081692i,-0.0011811-0.0010107i,-0.0016331-0.00022764i,-0.0015429+0.00099123i
-0.0053349+0.0046858i,-0.0054733+0.0065075i,-0.0018503+0.0073367i,0.0021429+0.0048261i,0.0028305+0.0023465i,0.0012579+0.0010263i,-7.4942e-05+0.00055973i,-0.00089771+0.00050836i,-0.0026879+0.0020538i,-0.0050442+0.0049133i,-0.0051561+0.006816i,-0.0033226+0.0055906i,-0.0016696+0.0031374i,-0.00060569+0.0030844i,0.0011776+0.0037483i,0.0023549+0.0043437i,0.0020295+0.0039405i,0.0012415+0.0025613i,5.5982e-05+0.0012735i,-0.00095006+0.00045139i,-0.00074297+0.00046334i,0.0003487+0.00013769i,0.00080594-0.00028366i
-0.0070236-0.0031749i,-0.0086206-0.0035558i,-0.0069407-0.001877i,-0.0041228-0.00081874i,-0.0028765-0.0014643i,-0.0015522-0.0018322i,-0.00043393-0.0030901i,-0.0020582-0.0055145i,-0.0039142-0.0055746i,-0.0045966-0.0041558i,-0.0041655-0.0049377i,-0.0020166-0.0070745i,-0.000125-0.0078764i,-0.00086045-0.0079815i,-0.0034511-0.0066581i,-0.004918-0.0041951i,-0.0035585-0.0020398i,-0.001581-0.00091356i,3.9547e-06-0.00016667i,0.001076+0.00075834i,0.0010508+0.0012197i,0.00063877+0.00087584i,0.00019897+0.00073712i
-0.0017691-0.0067855i,-0.0014999-0.0076229i,0.0010364-0.004691i,0.0036008-0.0043515i,0.0018453-0.0056887i,-0.0011518-0.0050788i,-0.0011326-0.0038303i,-0.00025889-0.0044665i,-7.6159e-05-0.0056952i,0.0015693-0.0061924i,0.0038593-0.0043378i,0.0058956-0.0010866i,0.0070431+0.001193i,0.0070889+0.00218i,0.0055367+0.0010362i,0.0028152-0.00049482i,0.00030443-0.00088674i,-0.00032117-5.4636e-05i,0.00027854+0.00078713i,0.00088736+0.00054172i,0.0015991-0.00036723i,0.0013734-0.00083617i,0.00039796-0.00068845i
-0.00077432-0.0090919i,-0.0021184-0.0078131i,-0.00079269-0.0026041i,0.0015829+0.0018288i,0.001654+0.0024662i,0.00085486+0.00077862i,-0.00034549-0.001721i,-0.00030879-0.0042374i,0.00078302-0.0043269i,0.0025317-0.00054925i,0.0039893+0.0034213i,0.0037738+0.0043263i,0.001549+0.0036031i,-0.00041796+0.0029608i,-0.0010277+0.0030129i,-9.6283e-05+0.0020398i,0.00034881-0.00062919i,-0.00067825-0.0014449i,-0.0015748-0.0013302i,-0.0022762-0.0014958i,-0.0029805-0.0010644i,-0.0022606+0.00029596i,-0.0011706+0.0014396i
0.0079593-0.0017909i,0.007979-0.0022277i,0.0051175-0.0013213i,0.0039041-0.001732i,0.0037794-0.0042622i,0.0026391-0.0047665i,0.0021118-0.0029992i,0.0025309-0.0023222i,0.0011618-0.0011245i,-0.0020078+0.0022378i,-0.0045149+0.0049986i,-0.0052857+0.0044484i,-0.0038222+0.0022597i,-0.0013485+0.0013348i,0.0012961+0.0014991i,0.0017781+0.0019317i,0.00079281+0.002685i,0.00079706+0.0031175i,0.0011476+0.0026887i,0.00077673+0.0011952i,0.00029622+5.9729e-05i,3.1139e-05-0.00033129i,-0.00058157-0.00092483i
0.0025475+0.0017859i,0.0021012+0.0011787i,0.00042427+1.5666e-06i,-0.00099706+0.001275i,-0.0023825+0.00187i,-0.0034481+0.0011958i,-0.0017703+0.00036404i,-0.0010778-0.0023422i,-0.002251-0.0043166i,-0.003252-0.0040731i,-0.0046927-0.0051092i,-0.0038396-0.0075196i,-0.0024754-0.0078922i,-0.0032932-0.0054083i,-0.0042361-0.0015373i,-0.0043972-0.0002141i,-0.0035896-0.00071708i,-0.0021734-0.00023569i,-0.0010377+0.00054616i,0.00049442+0.00095286i,0.0013921+0.00093175i,0.0013376+0.00098232i,0.0011193+0.00063826i
0.0021815+0.0045097i,0.0012633+0.0047617i,0.0015396+0.0029884i,0.0036283+0.00078361i,0.0046102-0.00062654i,0.0037005-0.0016658i,0.0026289-0.0020528i,0.00221-0.0029353i,0.0019885-0.0044724i,0.0017943-0.0056992i,0.0024551-0.0046846i,0.0048712-0.0024476i,0.0061342-0.0022134i,0.0059775-0.0033488i,0.0048926-0.0047256i,0.0019862-0.0049043i,5.4327e-05-0.0022704i,0.00073447-0.00019557i,0.0016258+0.00012062i,0.0019522+0.00028247i,0.0021036-6.9659e-05i,0.0016183-0.001751i,0.0006703-0.0024559i
-0.0040324-0.0013507i,-0.0059608-0.00046422i,-0.004438+0.0012758i,-0.0028327+0.001868i,-0.0030344-0.00028231i,-0.003531-0.001686i,-0.00247-0.0029315i,-0.00016839-0.0036465i,0.0015344-0.0031462i,0.0025399-0.00094166i,0.0032438+0.0024598i,0.0027739+0.0053396i,0.0021376+0.0060714i,0.0015757+0.0060118i,0.0019046+0.0057009i,0.0035795+0.0033377i,0.0032283+0.00050728i,0.00079427+0.00012482i,-0.00012453+0.00093645i,-0.001048+0.00099169i,-0.0021802+0.0010764i,-0.0017277+0.0020588i,-0.0011011+0.0023184i
-0.002818-0.0047649i,-0.0032683-0.0066503i,-0.0027464-0.0059398i,-0.001767-0.0043733i,0.0012649-0.0033024i,0.0026717-0.0007769i,0.0033736+0.00040235i,0.0036304-0.00062159i,0.0022878-0.00042766i,0.00024818+0.00089199i,-0.0024669+0.0024595i,-0.0044884+0.0034365i,-0.0043017+0.0012624i,-0.0031439-0.00073109i,-0.0025804-0.00022061i,-0.0019049+0.0017581i,-0.00095869+0.0031095i,-0.00059181+0.0028602i,-0.0010326+0.0014838i,-0.00075156-0.00050552i,-0.00016225-0.0013725i,-3.0915e-05-0.0011687i,0.00018641-0.0005458i
-0.0010091-0.0035729i,-0.00056301-0.0035564i,0.0015899-0.00092564i,0.0031842+0.00026383i,0.0011046-0.0017445i,-0.001515-0.0026601i,-0.0003393-0.002353i,0.00036967-0.0021082i,-0.00064154-0.0013984i,-0.0025827-0.0022995i,-0.003649-0.0050733i,-0.0026599-0.0062277i,-0.0011316-0.0054044i,-0.00057471-0.0035302i,-0.00041429-0.00088597i,-0.00073545-0.00059876i,-0.0014634-0.0020735i,-0.0014758-0.0018213i,-0.0010843-0.0007699i,-0.00067236+0.00069557i,-0.00013259+0.0029161i,0.00068766+0.0030618i,0.0017133+0.0011187i
-0.00093423-0.0032034i,7.9529e-05-0.0028896i,6.0555e-05-0.0011703i,6.9515e-05-0.00083895i,0.00073668-0.0025333i,0.00068497-0.0033476i,0.0011923-0.0027454i,0.0015554-0.00208i,0.0010123-0.0024848i,0.0017266-0.0040609i,0.0039729-0.0045629i,0.0062528-0.0029292i,0.0065966-0.0020272i,0.0041311-0.0036431i,0.00023327-0.0044067i,-0.0015543-0.0036206i,-0.00059808-0.0016482i,0.0020459+0.00061137i,0.0034504+0.00019174i,0.0019746-0.0012756i,0.00031623-0.0019419i,-9.2037e-05-0.0025169i,-9.3627e-05-0.0021093i
1.3246e-05-0.003342i,-0.0010132-0.0019779i,-0.0022347+0.00069153i,-0.00092877+0.0025783i,0.0006946+0.0022263i,0.0014637-0.00031702i,0.0019192-0.00087396i,0.0019299-0.0014827i,0.0024812-0.0020682i,0.0033471-0.0008354i,0.003289+0.0017252i,0.0031042+0.0041012i,0.0040695+0.0054087i,0.005323+0.005788i,0.0064355+0.0044987i,0.0062768+0.0018545i,0.0030736-0.00087792i,-0.00033121-0.0015323i,-0.0017808+3.1857e-05i,-0.0016222+0.0012236i,-0.0016162+0.00151i,-0.00092268+0.0013912i,0.00039142+0.00083499i
0.0020915-0.0031972i,0.0026585-0.0023741i,0.0014849-0.0010548i,1.8854e-06-0.0019957i,-0.00041416-0.0029483i,-0.00029328-0.0017769i,0.00020184-0.0013895i,0.001671-0.0025819i,0.0023758-0.0018121i,0.001115+0.00094598i,-0.0011445+0.0020472i,-0.0032128+0.001372i,-0.0047075+0.00062277i,-0.0051819-7.2281e-05i,-0.004454+0.00073743i,-0.0031939+0.0037143i,-0.00098261+0.0046787i,0.00038661+0.0027466i,-3.5947e-05-0.00025947i,-0.00057637-0.0018228i,-0.00083954-0.0017728i,-0.0015563-0.0016519i,-0.0014337-0.0012172i
-0.00089894+0.0026241i,-0.0024689+0.0028211i,-0.0026775+0.0028617i,-0.0012685+0.0020827i,-6.8382e-05+0.0016189i,0.00094835+0.00096204i,0.0027218+0.00036489i,0.0036257-0.00066048i,0.0021956-0.0011024i,-8.8363e-05-0.0015819i,-0.0013056-0.0025254i,-0.00052645-0.0036226i,0.00084705-0.0041876i,0.0017536-0.0041156i,0.0023447-0.0035186i,0.00065393-0.0033428i,-0.0017666-0.003681i,-0.002143-0.0023181i,-0.0010555-0.00013502i,-4.4941e-05+0.00059911i,0.00063819+0.001128i,0.0012661+0.0012633i,0.0011145+0.00060547i
-0.0022083+0.00083702i,-0.0047229-0.00072972i,-0.004827-0.00070752i,-0.0026693+0.00026197i,-0.00031495-0.0012131i,0.0010734-0.0022218i,0.0014587-0.0012042i,0.0016945-0.0011123i,0.0014792-0.0020069i,0.0011364-0.0029658i,0.0015264-0.003879i,0.0030442-0.003604i,0.0039763-0.0026582i,0.0020097-0.0015363i,-0.0010347+0.00015074i,-0.0017336+0.0018183i,4.575e-05+0.0022464i,0.0026144+0.0012134i,0.0033731-0.00061479i,0.0023588-0.0027433i,0.00052187-0.0034016i,-0.00051857-0.0017943i,-0.00091277-0.00018084i
-0.0064506+0.0018132i,-0.0059164+0.0014741i,-0.0030485+0.0026232i,0.00074478+0.0030887i,0.0027799+0.0017117i,0.0023774-0.00021064i,0.001934-0.00035832i,0.0027782+0.00023148i,0.0030469+0.00025443i,0.003281+0.00070927i,0.0036579+0.0016254i,0.0034875+0.0029668i,0.0034223+0.0030226i,0.0051977+0.0012119i,0.0065415-0.0010308i,0.0044827-0.0029256i,0.00068936-0.003509i,-0.0014161-0.0014827i,-0.0016349+0.0012375i,-0.0012506+0.0026256i,-0.00021892+0.002619i,0.00017609+0.0018947i,0.00034494+0.00073429i
-0.0042398-0.0067453i,-0.0053946-0.0079291i,-0.0049013-0.006099i,-0.003271-0.0036435i,-0.0024147-0.0026463i,-0.0009236-0.0012992i,0.0011095-0.00029623i,0.0026364-0.0010475i,0.0022841-0.0015108i,0.001341-0.00035461i,5.6343e-05+0.00092401i,-0.0021372+0.0016318i,-0.004038+0.002668i,-0.0052908+0.0037847i,-0.0052087+0.0055752i,-0.0032349+0.0067704i,-0.00077801+0.0060643i,-8.8169e-05+0.0034657i,-0.00053786+0.00076932i,-0.00069124-0.0008551i,-0.001185-0.0013137i,-0.00072905-0.00062314i,0.00029734+0.0004664i
-0.00077176-0.0071159i,0.00098126-0.0046883i,0.0024263-0.0016821i,0.0026499-0.00073039i,0.0015667-0.0011381i,0.0002002-0.0009577i,9.5874e-05-0.0004854i,0.0013359+0.00031965i,0.001701+0.0012508i,0.00026492+0.00077906i,-0.0013768-0.00071265i,-0.0010064-0.0017692i,0.0009049-0.0033208i,0.0019768-0.0043992i,0.0012004-0.0044796i,-0.0011762-0.0042363i,-0.0029932-0.003268i,-0.002423-0.0014606i,-0.0008091+0.00057684i,0.00010102+0.0013403i,0.00056272+0.00075814i,0.0011417+0.00064845i,0.0010226+0.0004385i
0.0027469-0.0063194i,-2.7532e-05-0.0038271i,-0.0020791+0.0016152i,-0.0019743+0.0042319i,-0.0004219+0.0027041i,0.001046-0.00053701i,0.0019843-0.0021016i,0.002287-0.00095881i,0.0017208+0.00012276i,0.0015312+4.0519e-05i,0.002131-0.00061469i,0.0025038-0.0013191i,0.0026525-5.8733e-05i,0.0015945+0.0022329i,0.00037592+0.0035262i,0.0016803+0.0038226i,0.0033395+0.0026855i,0.0034337+0.0012636i,0.0023905-0.00078037i,0.0009554-0.002739i,-0.00040434-0.0025836i,-0.0011235-0.0019288i,-0.0002164-0.0013427i
