-0.0027085+0.0002391i,-0.0014819+0.001299i,-0.0030749+0.001855i,-0.0029043+0.0012789i,-0.0012796+0.0020745i,-0.00066046+0.0027222i,-0.00063155+0.0027941i,-8.6899e-05+0.0021653i,0.00084267+0.00076649i,0.00096539+1.5877e-05i,0.00030046-6.7804e-05i,0.00052537-0.00087091i,0.0010265-0.0011381i,0.0014378-0.00074543i,0.0018049-0.0011868i,0.0010848-0.0015976i,0.00034139-0.00051101i,-3.6687e-05+0.00033696i,0.00033326-0.00086786i,0.00052282-0.0013341i,0.00024806-0.00012543i,9.5542e-05+0.00055944i,9.0329e-05+2.3789e-05i
-0.00013394+0.0023606i,0.00081454+0.0018022i,0.00085332+0.0014103i,-9.8169e-05+0.0011713i,5.7861e-05+0.0014312i,0.0016845+0.0014177i,0.0024657+0.0016818i,0.0023323+0.001711i,0.001812+0.00070116i,0.00065522+0.00067197i,-0.00021364+0.00029324i,-0.00012807-0.00035296i,0.0001256-0.00055342i,0.0001606-0.00036808i,0.00013798-0.00062621i,-0.00020515-0.0011409i,-0.00048537-0.00074619i,0.00027454-0.00019654i,0.00047304+0.00057576i,-0.00011714+0.00036477i,-0.00042335-0.00042258i,-0.00067405-0.00083667i,0.00014456-0.00059043i
-0.0013117-0.0031099i,-0.0014066-0.0027406i,-0.00030486-0.0013993i,0.00079178-0.00016197i,0.00084341+0.00037284i,0.0018308+0.0009915i,0.0028833+0.0011797i,0.0026477+6.5623e-05i,0.0011657-0.00036129i,1.0366e-05-4.3986e-06i,-0.00038935-0.00054052i,-0.00029072-0.0016336i,0.00089608-0.00075252i,0.0013325+0.00063082i,0.00079836-8.5599e-06i,0.0004309-0.0005469i,2.3202e-05-0.00018228i,0.00025531-0.00073395i,0.00020061-0.00097088i,-9.5709e-05-1.4721e-05i,-9.8325e-05+0.00082443i,-0.00045376+0.00049956i,-0.00075716+0.00034791i
0.0031272+0.00037421i,0.0024863+0.00046656i,0.00055964+0.0012437i,0.000304+0.00091728i,0.00080379+0.00046984i,0.00049887+0.0013085i,0.00081582+0.0022712i,0.0015687+0.0017339i,0.0012769+0.00031562i,0.00058897-0.0010511i,0.00042591-0.00087411i,0.00049145-8.8945e-05i,0.00027474+0.00024903i,0.00064766+0.00027591i,0.00083124+0.00061413i,0.00044176+0.00054514i,0.00084461-4.3368e-05i,0.00086861-0.00018097i,-0.0002068-2.5095e-06i,-0.00073073-2.1059e-05i,-5.9645e-05-1.9851e-05i,0.00046676-0.00021229i,0.00013518-0.00033086i
-0.00023427+0.00096911i,-0.00065618+0.0018755i,0.00070773+0.0010764i,0.0013237+0.00096534i,0.0013123+0.0024028i,0.0022554+0.0021992i,0.0028536+0.0011357i,0.0015442+0.0001595i,-0.00010774-0.00014372i,-0.0011735-1.2544e-05i,-0.0013076-0.00027768i,-0.00091372+0.00021834i,0.00016293+0.00096963i,0.00087355+0.00079913i,0.00040289+0.00032935i,0.00041711-0.00041223i,-1.8557e-05-0.00090819i,0.0003658+1.225e-05i,0.00069042+0.00090801i,0.00099683+0.00052879i,0.00081966+0.00018567i,0.00051911-0.00017723i,0.00034048-0.0003459i
-0.00046456+0.00019361i,-0.00067245-0.00075057i,-0.00052175-0.0015209i,-0.00037065-0.0018168i,-0.00093649-0.00040126i,-0.00095634+0.001621i,-0.00021755+0.0024842i,0.00080522+0.0010095i,0.0012665-0.00072471i,0.00045313-0.0011179i,-0.0003856-0.0010379i,-0.00040688-0.00085143i,-0.0003557-0.00042962i,-0.00015062-4.193e-05i,0.00055543+0.00038062i,0.00098466+0.00030672i,0.0011598+0.0003032i,0.00030311+0.00024437i,-0.00026745+5.0697e-05i,6.9626e-05-5.682e-05i,0.00014016-0.00027819i,-0.00034773+0.00059611i,-0.00062286+0.0010796i
0.0027152-0.0018335i,0.0023645-0.0027705i,0.00081889-0.0021863i,0.00012457+3.8079e-05i,0.0012293+0.0008691i,0.0029081+0.00062831i,0.0041426+0.0011881i,0.0040781+0.00089533i,0.0022218+0.00031112i,0.0003948-0.00013694i,-2.6075e-06-0.00095792i,-0.00044789-0.001577i,-0.00026543-0.00081824i,0.0013094-0.00022527i,0.0014424-0.0010077i,0.00068548-0.0012399i,0.00036485-0.00074845i,0.00042036+0.00046113i,0.00040107+0.0010096i,-8.8159e-05+0.00057231i,4.8957e-06+0.00029062i,0.00013088+0.00092513i,-0.00022701+0.0013057i
-5.3589e-05+0.0019589i,-0.00032332+0.003424i,-0.00080045+0.0010535i,-0.00094191-0.0013319i,-0.00044969-0.00014375i,0.00048558+0.0013947i,0.0014954+0.0013575i,0.001938+0.00029467i,0.0011531-0.00021169i,0.00023372-0.00020285i,1.3118e-05-0.00032894i,-0.00018472+0.00031057i,0.00077564+0.0011567i,0.0012177+0.00034214i,0.001146-0.00062206i,0.00072979-0.00076508i,-0.00063318-0.00078445i,-0.00060842-0.00068245i,0.00017596-0.00049373i,0.00024499-0.00078838i,0.00012243-0.00037335i,-0.00041316+0.00011901i,-0.00033072+0.00011001i
0.00108-0.00072239i,-0.00011602-0.0016352i,0.00054877+0.00020045i,0.0011545+0.0011345i,0.0012958+0.00041998i,0.001091+0.00077193i,0.00070109+0.0019674i,0.0015777+0.0023059i,0.0020666+0.00095788i,0.0016423-0.00068592i,0.00014879-0.0012033i,-0.00082484-0.00082976i,-0.00028576-0.00083414i,-0.00025364-0.0008899i,-0.00031426-8.916e-05i,0.00045645+9.5196e-05i,0.00073302+0.00010626i,2.2505e-05+0.00057572i,0.00027855+0.0014764i,0.00018468+0.0014785i,0.00029284+0.00043785i,-0.00019739-0.00011782i,-0.0010364+0.00017388i
0.0019218-0.002173i,0.0019692-0.0027612i,5.2244e-05-0.0019332i,-0.00026936-0.0014346i,0.00075435-0.00069954i,0.0017358+0.00052202i,0.0026133+0.00092331i,0.0017684+0.00014789i,2.6425e-05-0.00085967i,-0.00042826-0.00074395i,-0.00023114+0.00026705i,-4.0784e-05+7.7856e-05i,0.00028871-0.00063903i,0.0010128+8.8636e-05i,0.0016688+0.00022797i,0.0010642-0.0006284i,-0.00019371-0.00093653i,-0.00064796-0.00058201i,-0.00013414-0.00030566i,0.00069564+0.00032941i,0.0010846+0.00070165i,0.00032094+0.00011603i,-0.00063962-2.8723e-05i
-0.00011837+0.0031992i,0.00043302+0.0034773i,0.0009372+0.0027781i,0.00032958+0.0027321i,-1.7385e-05+0.0020643i,0.00041803+0.0015718i,0.0014051+0.0023784i,0.0017152+0.001908i,0.001212+0.00051128i,0.0006038-0.00020368i,0.00032502-0.00056622i,-0.00026232+4.8361e-05i,-0.00086768-0.00024551i,-0.00033743-0.00096762i,0.00015732-0.0006039i,-0.00074674-0.00013083i,-0.00090747+0.00032526i,0.00024812+6.0728e-05i,0.00048008-0.00021017i,0.00022459+6.6429e-05i,0.00011702-0.00012601i,-0.00019274-0.00017356i,-0.00018763+2.5654e-05i
-0.0025132-0.00098151i,-0.0027145-0.0014913i,-0.0016392-6.3767e-05i,0.00031504+0.0010199i,0.0021245+0.00044097i,0.0026514+0.00021372i,0.0022517+0.00081394i,0.001753+0.00078905i,0.0011283-8.706e-05i,0.0014461-0.0013135i,0.00061036-0.0016053i,-0.00094693-0.0014977i,-0.00034815-0.001552i,0.0010656-0.0012024i,0.0012416-0.0012929i,0.00037356-0.0016701i,2.8063e-05-0.0013364i,0.00018302-0.00059661i,0.00016701+0.00017354i,-8.5334e-06+1.4816e-05i,0.00021179+0.00010381i,0.00036064+0.00040875i,0.00020789-8.613e-05i
0.00042972-0.00078455i,0.0015063-0.0011394i,0.0010438+7.5571e-05i,-0.0007644+0.0010459i,-0.00058884+0.0011221i,0.00056802+0.00092442i,0.0013629+0.00079129i,0.0017695+1.3016e-05i,0.00085328-0.00054506i,-0.00019592+0.00010194i,-0.00019715+0.00090595i,-0.00015467+0.0010258i,0.00058318+0.00024472i,0.0012844-0.00075517i,0.00095965-0.0016088i,0.00046144-0.0015891i,0.00026798-0.00027397i,0.00026802+0.00043231i,0.00089396+5.6904e-05i,0.00069179-0.00023919i,-0.00018145-0.00029873i,-0.0001817-0.00017976i,-0.00063168+0.00039576i
-0.00042567+0.0011731i,-0.0005364+0.0030965i,-0.00028459+0.0027819i,0.00031695+0.0023406i,0.00048598+0.0019357i,-1.4907e-05+0.0019118i,0.00046398+0.0015459i,0.001146+0.00051945i,0.0010661+0.00028649i,0.00055715+0.0003175i,-0.00017767-0.00017399i,0.0003645-0.00024836i,0.00014135-0.00019987i,0.00047787-0.00056964i,0.00062796-0.00022175i,-0.00070911-0.00032223i,-0.00090796-0.00081349i,-0.0006696-0.00023492i,-0.00082122+0.00025056i,-0.00032733-0.00035601i,-0.00011597-0.00058911i,-1.0002e-05-0.00011156i,0.00054299+3.574e-05i
-0.0027437-0.0042802i,-0.0037346-0.0031086i,-0.0044498-0.0019495i,-0.0037751-0.0017006i,-0.0018583-0.0012001i,0.0010733+7.9092e-05i,0.0030561+0.00098596i,0.0027299+0.00072667i,0.0016705+0.00041548i,0.00087325+0.00045899i,-5.9422e-05+1.3363e-05i,-2.8014e-05-0.00041662i,0.00040405-0.000175i,0.0010517+0.00055536i,0.002013+0.001504i,0.0012313+0.001252i,1.1881e-05-0.00052132i,0.0006906-0.00071318i,0.0010003-9.843e-05i,0.00037588-0.00028592i,0.00019148-0.00086901i,-3.5823e-05-0.00096816i,-0.00053003+0.00013291i
0.0017314-0.00017965i,0.0034615-0.00087008i,0.0040996-8.8572e-05i,0.0025349+0.0017779i,0.0018516+0.0021747i,0.0021706+0.0014841i,0.0025567+0.0013502i,0.0017419+0.00061974i,0.00023891-0.000318i,-0.00011659-0.00044634i,-0.00069325-0.00018549i,-0.0012775-0.00053049i,-0.00075971-0.0012499i,-0.00035839-0.00076458i,-0.0010859-4.6485e-05i,-0.0010741-0.00017057i,-0.00072357-0.00090831i,-0.00058525-0.001506i,0.00077335-0.0011454i,0.0014018+0.00015369i,0.00033863+3.3413e-05i,-0.00048029-0.00037368i,-0.00055995+0.00056008i
0.00070269+0.0047365i,0.0002195+0.0051622i,0.00014005+0.0038824i,0.00089074+0.0023776i,0.0013758+0.0015128i,0.0010391+0.0010312i,0.00091503+0.00092232i,0.00071613+0.00071967i,0.00021047-9.0778e-05i,-5.9936e-05-0.00044441i,8.712e-05+2.7283e-05i,-3.9388e-05+0.00039895i,-0.0010301-0.00022312i,-0.0012397-0.0010689i,-0.00062846-0.0013481i,9.3065e-05-0.0015763i,0.00037384-0.0010905i,0.00014134-0.00052239i,-0.00063716+9.33e-05i,-0.00072301+0.000447i,-0.00012569+0.00012336i,0.00025739+0.00011278i,0.00072073-0.00044959i
-0.00093039+0.00112i,-0.00027906-0.0007407i,0.0012313-0.00068012i,0.0018603-0.00015859i,0.0016927-1.3915e-05i,0.0019562+0.00079629i,0.0026278+0.0012049i,0.001885+0.00069561i,0.00080317+0.00011779i,0.00058713-3.4769e-05i,0.00072884-0.00039321i,0.00046377-0.0010457i,0.0004342-0.0015416i,0.00043394-0.00098625i,0.00020384-0.00016165i,-7.389e-05-3.1938e-05i,-0.00054409-3.5382e-05i,-0.0011346+0.00025557i,-0.0012393+0.00091121i,-0.00024655+0.00092909i,0.00036846+0.00033467i,6.7859e-05+0.00013435i,-0.000317+3.8418e-05i
0.0013971-0.0024468i,0.00024595-0.0026575i,-0.00043436-0.0013121i,1.1024e-05-0.00022162i,0.00059835+0.00027866i,0.0015651+0.0010562i,0.0023538+0.0019327i,0.002093+0.00081567i,0.00084848-0.00097976i,-0.00010675-0.00094343i,-0.00043996+0.00030677i,-0.0001053+6.7296e-05i,0.00023288-0.00053036i,0.00051086-0.00032209i,0.00067352-0.00058513i,0.0003385-0.00024836i,-2.2998e-05+0.00031378i,-0.00010071+0.0001392i,0.00018191-0.00042579i,0.00045924-0.00037965i,0.00037447+0.0002309i,9.2865e-05+0.00035099i,-0.00033956+8.4822e-06i
0.002605+0.0023369i,0.0041028+0.0024039i,0.0025948+0.0005718i,0.00063558-0.00091001i,0.00065351-0.00040399i,0.0015928+0.0013054i,0.0019468+0.0027513i,0.0014516+0.0018641i,0.00094912+0.00029301i,0.00044971+0.00011155i,-0.00056582-0.00077658i,-0.0005033-0.0012808i,0.00050715-0.00038888i,0.00037058+0.00036872i,-0.00017912+0.00023567i,3.4941e-05-7.798e-05i,-0.00022112-0.00038623i,-0.00061678-0.0004859i,-0.00072886+0.00021309i,-0.00039311+0.00044749i,0.00058676-0.00010288i,0.00041503-0.00021363i,-0.00011046+2.4743e-05i
-0.0028045-0.0025364i,-0.0043636-0.0024433i,-0.0040329-0.002003i,-0.0013043+0.00044904i,0.0010724+0.0023572i,0.0024766+0.0022798i,0.0032841+0.0015361i,0.0033502+0.0005826i,0.0020751-0.00021754i,0.00032795-0.00051001i,-0.00038598-0.00011383i,-0.00071303-0.0004182i,0.00010502-0.00049168i,0.001012-7.02e-05i,0.001571+0.00024597i,0.0012673+0.00043644i,0.00077931-0.00014071i,0.0008176+0.00017627i,0.00054015+0.00018443i,-0.00014817-0.0010018i,-0.000848-0.0011061i,-0.00060696-3.2016e-05i,-0.00025617+0.00044069i
0.0014703-0.0028476i,0.0018006-0.0019035i,0.0010012-0.0001738i,0.00012588+0.00089966i,0.00018948+0.0015547i,0.0012558+0.0017587i,0.0013644+0.0010331i,0.001436+0.00013529i,0.0014945-0.00040929i,0.00012152-0.00040684i,-0.00049044-0.00043443i,0.00069749-0.00032876i,0.0020102+0.00038151i,0.0025523+0.0010424i,0.0020418+0.00086839i,0.00068773+0.00079613i,-0.00079857+0.00056476i,-0.00067777-0.0003702i,2.1959e-05-0.00079263i,6.179e-05-0.00058533i,0.00039728-0.00028402i,0.00061605-0.0006245i,-1.4299e-05-0.0011211i
0.0017556-0.0015064i,-1.2007e-05-0.001791i,-0.00074819-0.0014957i,-0.00053391-0.0012252i,-0.00094092-0.00018487i,-0.00048959+0.0012855i,0.00052394+0.0019291i,0.00083418+0.0012879i,0.0003047+8.3861e-05i,-4.7336e-05-0.00011638i,-0.00028197+8.6771e-05i,-0.00059124-0.00014168i,-0.00051367-7.4813e-05i,-4.8335e-05+9.1473e-05i,-0.00027364-0.00026748i,0.00020221-0.00079516i,0.00034781-0.00075687i,-0.00048452-0.00046569i,-0.00038329-2.9191e-05i,0.00010934+0.00033016i,-0.00010924-0.00020847i,-0.00026433-0.00034881i,0.00032116-0.00043385i
0.0015385+0.0033982i,0.002664+0.0025656i,0.0036423+0.00086907i,0.0025944-0.0006609i,0.0011937-0.0013775i,0.00085097-0.00017069i,0.0012313+0.0012241i,0.0013306+0.0010832i,0.00063205+0.00078648i,1.4176e-05-0.00036733i,-0.00036766-0.0014157i,-0.00027079-0.00078949i,0.00040165-0.00031923i,0.00056601-0.0011016i,-0.00024547-0.0015739i,-0.00047037-0.00072818i,-0.00020862+0.00024769i,8.6394e-05+0.00064604i,0.00091691+0.00064528i,0.001495+0.0006304i,0.00073947+2.0053e-05i,0.00024615+0.00015623i,0.00089336+0.000646i
-0.00039703-0.0021193i,-0.00025036-0.0018393i,-0.00014438-0.00051899i,-0.00084244+0.0010489i,-0.00086004+0.0015884i,0.00046351+0.0016492i,0.0019066+0.0016638i,0.0020707+0.00096353i,0.00089754+0.00010402i,0.00033101+0.00021711i,-0.00038823+0.0003454i,-0.00088221-0.0003295i,-0.00019879-3.4911e-05i,0.00019992+0.00063254i,0.00091539+0.00025762i,0.0016601+6.5603e-06i,0.00093639+6.865e-05i,0.00017585+0.00015367i,-3.5416e-05-1.5329e-06i,-0.00013637-0.000235i,-0.0002526+0.00043831i,-0.00076615+0.00088192i,-0.00072339+0.00094058i
-0.0019509-0.0010415i,-0.0019922+0.00010857i,-0.0016304+0.00080445i,-0.0010116+0.001249i,0.00057324+0.001275i,0.0021549+0.0014585i,0.0026151+0.0015939i,0.0021535+0.00040152i,0.0014061-0.00043228i,0.0008264-0.00024288i,7.7882e-05-0.00040914i,-0.00083352-0.00084983i,-0.00047257-0.00096543i,0.00053773-0.00078447i,0.0011438-0.00056002i,0.00094925-0.00025142i,0.00052522-0.0001627i,-0.00022223+0.00018431i,-0.00048742+0.00096486i,0.00028129+0.00033904i,0.00092481-0.00036454i,0.00040721+1.4928e-05i,0.00023677+0.0005708i
-0.0012841-0.0016036i,-0.0017792-0.0014116i,-0.0018622-0.00045443i,-0.00054947+0.0010116i,0.00076067+0.0016745i,0.0021933+0.0012901i,0.0029595+0.0017065i,0.002396+0.0011572i,0.0012509-0.00047094i,0.00018804-0.00081658i,-0.00038743-0.0010334i,-0.00055568-0.001295i,-1.97e-05-0.00080057i,0.00065626-0.00072701i,0.00013949-0.00055616i,-0.0001385+0.00033414i,0.00035411+0.00084332i,0.00047036+0.00063538i,-6.6571e-05-0.0002478i,-0.0002065-0.00058739i,5.3317e-05+0.00014104i,0.00027064+0.00011626i,0.00039807+0.00023636i
-0.00041607+0.00015456i,-0.0018198+0.00089297i,-0.0038017+0.0014885i,-0.0019045+0.0025572i,0.00062456+0.0030891i,0.0016773+0.0026095i,0.0015479+0.0019275i,0.0009436+0.00080083i,0.00042169+4.0201e-05i,-0.00020194+0.0003263i,0.00037924+0.00021779i,0.00089862+6.1958e-05i,0.0010905-0.00015558i,0.00169-0.00038332i,0.0021422-0.00030066i,0.00066751-0.00012753i,-0.00038784+0.00020828i,-0.00058598+0.00043764i,-0.0016296+0.00065428i,-0.0018574+0.00010179i,-0.0010268-0.00026508i,-4.7412e-06-4.213e-05i,0.00025771+7.3558e-05i
-0.00078132+0.001628i,-0.00045512+0.0015656i,0.00041903+0.0020127i,0.001052+0.0013635i,0.00079731+4.3044e-05i,0.00082413-8.0699e-05i,0.0013815+0.00013161i,0.0013538+0.00031422i,0.00066912+0.00035615i,2.6107e-05-0.00020535i,9.9456e-05-0.00090302i,-0.00036543-0.0013863i,-0.00062803-0.00082502i,-5.5111e-05-0.00024461i,-4.4142e-06-0.0003207i,-0.00010785+0.00025681i,0.00047338+0.00077268i,0.00051016+0.00095322i,0.00037968+0.0005312i,0.00015029+0.00059711i,0.00025535+0.0012288i,0.00044423+0.00059118i,0.00039031-0.00030023i
0.00070388-0.0020281i,0.00063592-0.0023743i,0.00012343-0.0011717i,-1.5754e-05+0.0007022i,0.00086375+0.00051921i,0.001933+0.00017643i,0.0019269+0.0009909i,0.0013453+0.00098079i,0.00051855+0.00020263i,-0.00034834-0.00023481i,-0.00039215-0.00077302i,1.3249e-05-0.00083035i,0.00016101-0.00013713i,0.00028277+0.00027524i,0.00032252-0.00069546i,0.00015647-0.0012289i,0.00010296-0.00047535i,-3.2812e-05+0.00020983i,-2.2928e-05-0.00044757i,0.00014166-0.00084893i,-0.00017093-4.5079e-05i,-0.00083025+0.00014132i,-0.00078193-0.00021801i
-0.001693+0.0016544i,-0.00087015+0.0022609i,-0.00016325+0.0022538i,0.00030002+0.001398i,0.0007211+0.0013733i,0.0015919+0.0015432i,0.0015347+0.0016039i,0.0017347+0.0011922i,0.0013022+0.0007002i,0.00055508+2.3313e-05i,0.00054297-0.00091595i,0.00011027-0.00092761i,-0.00037289-0.00046333i,0.0002246-0.00028268i,0.00079224-9.3094e-05i,0.0010305+5.6511e-06i,0.00096551-0.00033364i,0.00062179-0.00028227i,0.00028819-0.00025786i,3.4581e-06-0.00027838i,-0.00021581-2.9317e-06i,0.00023969+9.3541e-05i,0.0012419-0.00034903i
0.0015449+0.002156i,0.0023435+0.001621i,0.0022007+0.00072512i,0.001622-7.2338e-05i,0.0012961-0.00031053i,0.0012121+0.00076785i,0.0012214+0.0019126i,0.0014135+0.0016973i,0.00090577+0.00093437i,0.00025045+0.00056348i,-0.00089923+0.0002128i,-0.0012132-0.00029133i,-0.00018541-0.00062985i,0.00071672-9.5508e-05i,0.00070245+5.5429e-05i,0.0009664-0.00022033i,0.0010357-0.00021637i,-0.00028853-0.00014181i,-0.00065839+0.00018037i,-0.00018116+0.00078672i,-0.0006851+0.00071515i,7.6285e-05+0.00052584i,0.0014346+0.00087656i
-0.0022603-0.00069811i,-0.0027304-0.00036931i,-0.0018381+0.00072434i,-0.0010538+0.0013897i,8.4942e-05+0.0012064i,0.001504+0.0015634i,0.0028631+0.0025519i,0.0024833+0.00269i,0.00068993+0.0011214i,0.00030865-0.00073578i,0.00072252-0.0012642i,0.00036988-0.00068133i,0.00028065-4.0032e-05i,0.00061275+0.00017353i,0.00064533+0.00064176i,0.00083408+0.00079954i,0.0005404+0.00036228i,5.7423e-05-0.0001935i,-8.0087e-06-0.00050752i,-3.6225e-05+0.00012652i,-0.00028412+8.2341e-05i,-0.00029686-0.00012155i,-5.5767e-05+0.00048577i
0.0012265-0.00033032i,0.0013416-0.00057492i,0.001391+0.00033858i,0.0022318+0.00037539i,0.00092996+0.00039008i,-0.00027141+0.0012399i,0.00060319+0.0017132i,0.0015385+0.00082911i,0.0014088+0.0002106i,0.00071195-0.00031254i,-2.8305e-05-0.00024799i,-0.00032016-6.9471e-05i,-0.00044801-6.0292e-05i,-0.00093091-0.00042271i,-0.00075421-0.00043831i,0.00023496-9.431e-05i,0.00081296-0.00032037i,0.00060872-0.00014877i,0.00024816+0.00015923i,-0.00051389-5.9523e-05i,-0.0013903-0.00040546i,-0.0013078-0.00066069i,-0.00043264-0.00033258i
0.0021918+0.0022064i,0.0026414+0.0026637i,0.0019691+0.0019998i,0.0015041+0.00099236i,0.0013404+0.0006532i,0.001787+0.001278i,0.0019053+0.0016796i,0.0020394+0.0011982i,0.0018271+0.0011733i,0.00094232+0.0011838i,0.00020729-1.3218e-05i,-0.00026672-0.0011501i,-0.00048425-0.0016229i,0.00011733-0.0020283i,0.0011781-0.001187i,0.00070264-0.00064768i,-0.00082429-0.00070123i,-0.0013524+0.00014705i,-0.0011087+0.0008084i,-0.0010617+0.00028346i,-0.0005972-0.00048605i,-0.00010358-0.00012787i,0.00014761+4.6277e-05i
-0.00047038-0.00042755i,-0.0017099+0.00051353i,-0.0019999+0.0011708i,-0.00090679+0.00069434i,0.00080534+0.00065745i,0.0020781+0.00081152i,0.0020061+0.00090869i,0.0016747+0.00067434i,0.0010806-0.00041573i,0.00032603-0.0010159i,0.0003869-0.00097012i,0.00089885-0.00075415i,0.0014176-0.00099489i,0.001804-0.00085442i,0.0015667-0.00041814i,0.00080741-0.00088139i,-0.00016558-0.00048004i,-0.00056321+0.00048843i,-4.3305e-05-0.00017502i,-0.00034993-0.00096264i,-0.00055779+0.00048348i,-0.00013965+0.0012957i,-0.00048387+0.0001165i
-0.0010402+6.0163e-05i,-0.00051289+0.00075594i,-0.00099042+0.0007267i,-0.00071836+0.0019475i,9.8138e-05+0.0028556i,0.0010936+0.0023969i,0.0016018+0.0018511i,0.0016152+0.00093733i,0.0013198+6.7052e-05i,0.00074808-0.00013214i,0.00014717-0.00038536i,-7.4292e-05-0.00056991i,0.00071989+0.00029993i,0.00098812+0.00081197i,0.0013506+0.0006865i,0.0013549+0.00038424i,0.0008163-0.00043825i,0.00068952-0.00069711i,6.0132e-05-0.00025671i,-9.9193e-05-0.00031621i,0.00024305+5.636e-05i,-0.00015959+0.00059898i,-0.00038509+0.00084442i
0.0026032+0.00036505i,0.0021943-0.0010731i,0.002301-0.00056181i,0.0016333-0.00036224i,0.0011296-0.00086233i,0.00074416+0.00010419i,0.0012029+0.0020318i,0.0023327+0.0021645i,0.0015966+0.00090992i,0.00081412-0.000347i,0.00054952-0.0012099i,-0.00061607-0.0010314i,-0.0012785-0.00053291i,-0.00078619-3.23e-07i,-0.0011245+0.00064787i,-0.0006021+0.00077849i,0.0003324+0.00031357i,0.00050116+0.00042543i,0.00061468+0.00033787i,0.00035732+0.00012557i,-0.0001168-0.00010026i,-0.00047233-0.00017697i,-0.00083363+0.00031573i
0.0029304+0.00099668i,0.00097594+0.00087838i,-0.00069839+0.00089049i,0.00039148+0.00061144i,0.00063088+0.00079561i,0.00061776+0.0011078i,0.00063607+0.0014513i,0.00089123+0.0010077i,0.0010946+0.00084581i,0.00070428+0.00054343i,0.00064813-0.0012237i,0.00052331-0.0014489i,-0.00022095-3.6195e-05i,-0.00053282+0.00066928i,0.0005259+0.00094077i,0.00032529+0.0012283i,-0.00030189+0.00069856i,-3.9376e-05-2.7412e-05i,0.00040881-0.00021171i,0.00062753-0.00020369i,0.00018368-0.00020332i,-4.3221e-05-0.00016008i,-0.00056497-0.00012422i
0.00074717-0.00059715i,0.0016894-0.0015485i,0.0012866-0.0011601i,0.001415+0.00049134i,0.0010937+0.0015516i,0.0011764+0.0024555i,0.0018578+0.0017267i,0.0019847-0.00016605i,0.0011789-0.00075642i,0.00030904-0.00023156i,0.00020707-0.00013672i,-0.00033227-0.00037284i,-6.7544e-05-0.00071837i,0.0012981-0.00067392i,0.0018793-4.1165e-05i,0.00090236-0.00022289i,-3.2645e-05-0.00039777i,-0.00043971-0.00034188i,-0.00034891-0.0009236i,0.00026171-0.0010009i,0.00083994-0.0007239i,0.00074794-0.00023657i,0.00032884+0.00019291i
0.0003814+0.0016295i,0.0018364+0.0021597i,0.0010871+0.0011978i,-8.4439e-06-4.9953e-06i,0.00060825-4.1234e-05i,0.0018526+0.00032287i,0.0024829+0.0010922i,0.0022298+0.0012221i,0.00051007+0.0005312i,-0.00024057-3.6342e-05i,-0.00021214-0.000335i,-0.00038724-0.00054245i,0.00035423-0.00040901i,0.00017385-0.00010553i,-0.00037217-0.00032804i,-0.00041398-0.00023276i,-0.00025045+0.00022957i,-0.00042981+0.00053354i,-0.0004609+0.0007822i,-0.00043548+0.0011537i,-0.0011451+0.0012369i,-0.0010354+0.00090376i,-0.00048183+0.00055961i
-0.00089751+0.00019133i,-0.0015636+0.00043191i,-0.0010902+0.0018928i,0.00050862+0.0018657i,0.00083218+0.0010535i,0.00069963+0.00037634i,0.0012445+0.00048318i,0.0018611+0.00077488i,0.0010913+0.0011093i,-0.00011725+0.0005962i,-0.00047849-0.00028351i,-0.00046146-0.00021245i,5.3194e-06+0.00035943i,0.00013304-0.00016332i,0.00012702-0.0011047i,0.00033965-0.00041202i,0.00035414+0.00018154i,0.00036015+0.00019849i,0.0005821+0.00051366i,0.00063553+0.0002417i,5.6057e-05-2.5619e-05i,-0.00060323-1.8479e-05i,-0.0011771+0.00095419i
0.0015971+0.0016413i,0.00061494+0.0020923i,0.00040441+0.00091514i,-0.00041511+0.00010589i,6.1426e-05+0.00012439i,0.00172+0.00064322i,0.0026568+0.0018378i,0.002352+0.0013776i,0.0013698-0.00058113i,0.00047331-0.00077471i,0.00027299-0.00023654i,0.00024205-0.00076927i,0.00048067-0.00067419i,0.0009585-0.00065172i,0.001002-0.0010215i,0.00052025-0.0003618i,-0.00069431-7.622e-05i,-0.001017+0.00013752i,-0.0006296+0.00034057i,-0.00051551-0.00011738i,-0.00020125-0.00011632i,-0.00011427+0.00020706i,-0.00016995+0.00047556i
-0.0015436-0.00074608i,-0.0020277+0.00083039i,-0.001653+0.0018816i,-0.00040784+0.0010094i,0.00093705+0.0010808i,0.0016321+0.0013967i,0.0016736+0.0015771i,0.0019261+0.0010015i,0.0012708+0.00037676i,0.00015002+0.0004627i,8.5694e-05-0.00049984i,-0.00018082-0.00080434i,-0.00062458+5.0259e-05i,-0.00046516+0.00041064i,-3.4719e-05-8.0813e-05i,0.00022286-0.00067452i,0.0001525-0.0010897i,0.00021867-0.00040136i,-2.485e-05+0.0008282i,-0.00035363+0.00054939i,-0.00055605+0.00026036i,-0.0010767+0.00021151i,-0.00068984-9.7933e-05i
